,DECK_Open,DECK_High,DECK_Low,DECK_Close,DECK_Adj Close,DECK_Volume,DECK_Dividend Amount,DECK_Split Coefficient
2019-04-01,147.76,148.77,145.53,146.84,24.4733333333333,555847,0.0,1.0
2019-03-29,147.79,148.19,145.59,146.99,24.4983333333333,382447,0.0,1.0
2019-03-28,146.5,148.41,145.92,146.98,24.4966666666667,405596,0.0,1.0
2019-03-27,143.53,145.11,142.69,144.48,24.08,336133,0.0,1.0
2019-03-26,144.0,144.59,142.49,143.36,23.8933333333333,259884,0.0,1.0
2019-03-25,140.51,144.06,138.98,143.1,23.85,293546,0.0,1.0
2019-03-22,144.96,146.09,139.9,140.51,23.4183333333333,382578,0.0,1.0
2019-03-21,144.34,146.52,142.94,146.21,24.3683333333333,296023,0.0,1.0
2019-03-20,145.4,146.1,142.88,144.41,24.0683333333333,277922,0.0,1.0
2019-03-19,144.64,147.525,144.53,145.7,24.2833333333333,496262,0.0,1.0
2019-03-18,141.8,145.1,140.89,144.6,24.1,404425,0.0,1.0
2019-03-15,143.1,143.9462,141.64,141.77,23.6283333333333,518768,0.0,1.0
2019-03-14,142.06,143.3,140.51,142.68,23.78,315743,0.0,1.0
2019-03-13,142.12,143.72,141.53,142.25,23.7083333333333,558103,0.0,1.0
2019-03-12,142.72,143.28,139.81,141.79,23.6316666666667,406919,0.0,1.0
2019-03-11,141.56,143.62,141.38,142.72,23.7866666666667,556008,0.0,1.0
2019-03-08,141.59,142.75,139.51,141.01,23.5016666666667,381411,0.0,1.0
2019-03-07,142.75,143.58,141.26,141.96,23.66,653449,0.0,1.0
2019-03-06,145.38,145.69,142.09,143.08,23.8466666666667,367449,0.0,1.0
2019-03-05,144.77,145.54,143.76,144.73,24.1216666666667,369663,0.0,1.0
2019-03-04,148.18,148.95,144.75,144.97,24.1616666666667,476103,0.0,1.0
2019-03-01,149.93,153.3,147.35,147.87,24.645,554184,0.0,1.0
2019-02-28,148.03,149.45,146.72,147.95,24.6583333333333,494200,0.0,1.0
2019-02-27,146.51,149.32,146.5,148.54,24.7566666666667,427000,0.0,1.0
2019-02-26,147.73,149.39,146.68,148.59,24.765,419800,0.0,1.0
2019-02-25,145.29,149.8,145.12,147.96,24.66,683676,0.0,1.0
2019-02-22,143.91,145.34,143.01,144.91,24.1516666666667,312688,0.0,1.0
2019-02-21,143.23,144.16,141.46,143.26,23.8766666666667,312840,0.0,1.0
2019-02-20,145.19,145.19,142.48,143.77,23.9616666666667,464221,0.0,1.0
2019-02-19,146.22,146.56,145.11,145.61,24.2683333333333,527863,0.0,1.0
2019-02-15,143.55,146.33,143.0,146.29,24.3816666666667,584654,0.0,1.0
2019-02-14,142.82,144.16,139.41,142.66,23.7766666666667,500283,0.0,1.0
2019-02-13,143.68,146.26,143.33,143.78,23.9633333333333,547564,0.0,1.0
2019-02-12,143.77,146.69,142.99,144.06,24.01,439217,0.0,1.0
2019-02-11,142.31,144.37,141.29,143.86,23.9766666666667,605437,0.0,1.0
2019-02-08,140.57,142.84,140.01,141.06,23.51,543309,0.0,1.0
2019-02-07,140.36,142.92,138.8,140.71,23.4516666666667,806821,0.0,1.0
2019-02-06,139.32,141.37,136.68,141.31,23.5516666666667,750019,0.0,1.0
2019-02-05,140.35,141.48,138.89,139.35,23.225,571439,0.0,1.0
2019-02-04,141.96,143.13,139.15,139.53,23.255,989831,0.0,1.0
2019-02-01,145.0,146.9,138.57,141.88,23.6466666666667,3776827,0.0,1.0
2019-01-31,127.23,128.5,125.4,128.45,21.4083333333333,1097664,0.0,1.0
2019-01-30,125.68,127.35,124.78,127.13,21.1883333333333,423639,0.0,1.0
2019-01-29,126.48,127.15,124.54,125.02,20.8366666666667,459941,0.0,1.0
2019-01-28,123.72,127.45,123.72,125.99,20.9983333333333,542524,0.0,1.0
2019-01-25,124.48,126.85,123.98,125.36,20.8933333333333,643722,0.0,1.0
2019-01-24,123.04,123.17,119.8,122.93,20.4883333333333,545775,0.0,1.0
2019-01-23,121.45,124.63,121.45,123.55,20.5916666666667,788050,0.0,1.0
2019-01-22,118.75,122.56,117.545,121.08,20.18,692701,0.0,1.0
2019-01-18,118.92,119.78,116.24,118.87,19.8116666666667,532454,0.0,1.0
2019-01-17,114.82,118.65,114.06,117.57,19.595,596152,0.0,1.0
2019-01-16,113.79,115.1,112.64,114.86,19.1433333333333,518293,0.0,1.0
2019-01-15,114.3,115.18,112.6,113.87,18.9783333333333,593680,0.0,1.0
2019-01-14,113.07,115.94,112.67,113.76,18.96,564845,0.0,1.0
2019-01-11,113.6,115.26,110.87,113.3,18.8833333333333,750371,0.0,1.0
2019-01-10,124.61,125.83,112.65,113.61,18.935,1330775,0.0,1.0
2019-01-09,126.59,128.27,125.11,126.62,21.1033333333333,611698,0.0,1.0
2019-01-08,126.36,127.27,122.48,126.02,21.0033333333333,418051,0.0,1.0
2019-01-07,122.04,127.49,120.14,125.1,20.85,845028,0.0,1.0
2019-01-04,127.37,127.83,121.24,121.79,20.2983333333333,1007038,0.0,1.0
2019-01-03,128.58,129.48,125.33,125.81,20.9683333333333,699929,0.0,1.0
2019-01-02,125.99,132.18,124.45,129.44,21.5733333333333,931723,0.0,1.0
2018-12-31,129.41,130.17,127.11,127.95,21.325,550627,0.0,1.0
2018-12-28,131.3,132.23,126.47,128.6,21.4333333333333,615194,0.0,1.0
2018-12-27,128.81,130.63,125.68,130.55,21.7583333333333,460562,0.0,1.0
2018-12-26,120.05,130.71,119.35,130.63,21.7716666666667,988930,0.0,1.0
2018-12-24,121.35,122.07,118.66,119.25,19.875,466926,0.0,1.0
2018-12-21,123.75,127.38,122.64,122.88,20.48,1265640,0.0,1.0
2018-12-20,122.59,125.94,121.46,123.44,20.5733333333333,593024,0.0,1.0
2018-12-19,123.07,126.48,121.56,122.76,20.46,614249,0.0,1.0
2018-12-18,119.37,122.72,118.82,122.0,20.3333333333333,532740,0.0,1.0
2018-12-17,121.51,122.16,117.9537,118.46,19.7433333333333,575648,0.0,1.0
2018-12-14,121.07,124.38,120.6,121.8,20.3,501278,0.0,1.0
2018-12-13,126.5,127.24,121.07,122.68,20.4466666666667,512457,0.0,1.0
2018-12-12,128.36,129.17,125.51,126.6,21.1,498785,0.0,1.0
2018-12-11,126.71,128.71,124.21,127.27,21.2116666666667,835231,0.0,1.0
2018-12-10,121.47,125.7,120.7,124.69,20.7816666666667,799423,0.0,1.0
2018-12-07,127.65,128.15,119.45,120.41,20.0683333333333,554794,0.0,1.0
2018-12-06,126.42,128.42,123.76,128.02,21.3366666666667,786300,0.0,1.0
2018-12-04,136.89,137.29,127.92,128.46,21.41,721053,0.0,1.0
2018-12-03,136.15,137.43,134.03,136.91,22.8183333333333,639614,0.0,1.0
2018-11-30,130.1,133.68,130.0,133.24,22.2066666666667,455574,0.0,1.0
2018-11-29,129.61,130.94,127.78,130.27,21.7116666666667,432408,0.0,1.0
2018-11-28,127.73,130.35,126.31,129.93,21.655,493358,0.0,1.0
2018-11-27,126.99,128.88,126.58,127.67,21.2783333333333,522317,0.0,1.0
2018-11-26,123.94,128.96,123.9,128.07,21.345,738791,0.0,1.0
2018-11-23,122.43,124.09,121.51,122.77,20.4616666666667,236120,0.0,1.0
2018-11-21,123.99,125.64,122.77,123.34,20.5566666666667,530107,0.0,1.0
2018-11-20,119.9,123.66,118.83,123.0,20.5,617778,0.0,1.0
2018-11-19,129.94,130.21,123.03,123.38,20.5633333333333,542728,0.0,1.0
2018-11-16,126.43,130.14,124.43,129.9,21.65,694799,0.0,1.0
2018-11-15,128.58,128.58,124.94,127.66,21.2766666666667,541008,0.0,1.0
2018-11-14,131.72,134.49,128.66,129.92,21.6533333333333,662292,0.0,1.0
2018-11-13,132.68,134.53,130.12,130.67,21.7783333333333,594472,0.0,1.0
2018-11-12,134.26,135.88,132.37,132.67,22.1116666666667,661198,0.0,1.0
2018-11-09,136.21,137.12,133.77,134.11,22.3516666666667,753194,0.0,1.0
2018-11-08,135.26,137.49,134.0,136.28,22.7133333333333,601292,0.0,1.0
2018-11-07,132.13,135.43,130.13,135.27,22.545,491853,0.0,1.0
2018-11-06,133.38,134.09,130.42,132.1,22.0166666666667,744277,0.0,1.0
2018-11-05,132.34,134.84,130.98,133.94,22.3233333333333,601870,0.0,1.0
2018-11-02,132.59,134.94,130.56,131.69,21.9483333333333,715531,0.0,1.0
2018-11-01,127.9,132.11,125.18,131.72,21.9533333333333,952989,0.0,1.0
2018-10-31,129.94,131.06,126.2,127.17,21.195,992545,0.0,1.0
2018-10-30,121.92,129.62,121.92,128.95,21.4916666666667,1224894,0.0,1.0
2018-10-29,117.72,125.12,117.24,121.76,20.2933333333333,1203293,0.0,1.0
2018-10-26,112.99,116.46,110.2,115.69,19.2816666666667,1795301,0.0,1.0
2018-10-25,107.43,110.98,106.2,108.95,18.1583333333333,806470,0.0,1.0
2018-10-24,109.15,112.1,106.43,106.65,17.775,783856,0.0,1.0
2018-10-23,108.6,109.8,106.26,109.5,18.25,611642,0.0,1.0
2018-10-22,106.43,109.98,106.14,109.7,18.2833333333333,608650,0.0,1.0
2018-10-19,110.41,110.76,105.84,106.41,17.735,566821,0.0,1.0
2018-10-18,110.81,112.93,109.02,109.86,18.31,651087,0.0,1.0
2018-10-17,110.99,111.36,107.93,110.4,18.4,656647,0.0,1.0
2018-10-16,106.13,110.99,105.25,110.87,18.4783333333333,505673,0.0,1.0
2018-10-15,104.55,106.77,104.47,105.93,17.655,576647,0.0,1.0
2018-10-12,105.32,105.87,102.97,104.39,17.3983333333333,574978,0.0,1.0
2018-10-11,102.0,105.97,101.69,103.79,17.2983333333333,688525,0.0,1.0
2018-10-10,109.0,109.0,102.32,102.49,17.0816666666667,511703,0.0,1.0
2018-10-09,109.17,110.2,108.08,109.27,18.2116666666667,353107,0.0,1.0
2018-10-08,109.55,110.15,107.74,109.32,18.22,334759,0.0,1.0
2018-10-05,107.01,109.85,107.01,109.58,18.2633333333333,649789,0.0,1.0
2018-10-04,109.88,110.2,106.49,106.98,17.83,472170,0.0,1.0
2018-10-03,109.72,111.77,107.57,110.38,18.3966666666667,591204,0.0,1.0
2018-10-02,116.29,116.76,109.53,109.63,18.2716666666667,503039,0.0,1.0
2018-10-01,118.98,119.24,116.25,116.44,19.4066666666667,371326,0.0,1.0
2018-09-28,116.24,119.62,116.01,118.58,19.7633333333333,430643,0.0,1.0
2018-09-27,115.75,117.33,115.56,116.37,19.395,420902,0.0,1.0
