,GTLS_Open,GTLS_High,GTLS_Low,GTLS_Close,GTLS_Adj Close,GTLS_Volume,GTLS_Dividend Amount,GTLS_Split Coefficient
2020-10-15,82.62,85.19,80.69,84.85,84.85,610805,0.0,1.0
2020-10-14,76.02,84.46,76.02,83.67,83.67,972042,0.0,1.0
2020-10-13,72.93,75.48,70.6344,75.31,75.31,416278,0.0,1.0
2020-10-12,73.98,74.13,72.34,73.06,73.06,283364,0.0,1.0
2020-10-09,73.42,73.85,72.775,73.1,73.1,248484,0.0,1.0
2020-10-08,75.74,75.82,72.5,72.63,72.63,252782,0.0,1.0
2020-10-07,72.38,74.1,71.45,73.91,73.91,503178,0.0,1.0
2020-10-06,76.7,76.74,70.15,70.69,70.69,515493,0.0,1.0
2020-10-05,74.71,76.15,74.35,75.91,75.91,409520,0.0,1.0
2020-10-02,69.91,74.0,69.0003,73.75,73.75,381903,0.0,1.0
2020-10-01,70.82,72.29,69.8,72.01,72.01,239043,0.0,1.0
2020-09-30,69.41,71.47,69.3,70.27,70.27,334463,0.0,1.0
2020-09-29,69.61,70.14,68.555,69.32,69.32,184632,0.0,1.0
2020-09-28,70.07,70.68,69.0067,69.67,69.67,333760,0.0,1.0
2020-09-25,65.07,68.57,64.78,68.32,68.32,312388,0.0,1.0
2020-09-24,64.84,66.47,63.6242,65.29,65.29,259650,0.0,1.0
2020-09-23,67.56,68.65,64.82,64.99,64.99,329811,0.0,1.0
2020-09-22,67.75,68.14,66.24,67.63,67.63,219946,0.0,1.0
2020-09-21,68.76,68.945,65.31,67.0,67.0,333098,0.0,1.0
2020-09-18,71.74,72.57,70.02,71.31,71.31,891389,0.0,1.0
2020-09-17,69.01,71.3,67.16,70.86,70.86,370067,0.0,1.0
2020-09-16,70.68,73.22,70.25,70.51,70.51,415907,0.0,1.0
2020-09-15,69.3,70.57,67.582,70.43,70.43,227616,0.0,1.0
2020-09-14,69.56,69.81,66.05,68.87,68.87,465591,0.0,1.0
2020-09-11,70.27,70.27,66.62,67.47,67.47,569705,0.0,1.0
2020-09-10,68.95,70.83,68.14,69.78,69.78,412550,0.0,1.0
2020-09-09,63.92,69.25,63.92,68.46,68.46,460621,0.0,1.0
2020-09-08,62.82,65.01,62.12,63.02,63.02,421771,0.0,1.0
2020-09-04,64.64,66.29,62.79,64.16,64.16,718909,0.0,1.0
2020-09-03,66.76,66.76,62.78,63.36,63.36,384026,0.0,1.0
2020-09-02,68.39,68.515,64.74,66.69,66.69,299105,0.0,1.0
2020-09-01,65.46,69.09,64.7227,68.12,68.12,491213,0.0,1.0
2020-08-31,66.75,66.99,65.09,65.72,65.72,343624,0.0,1.0
2020-08-28,67.4,69.0,66.68,67.25,67.25,325616,0.0,1.0
2020-08-27,70.95,71.29,66.61,66.97,66.97,556901,0.0,1.0
2020-08-26,71.57,71.74,69.61,70.64,70.64,425395,0.0,1.0
2020-08-25,73.0,73.5,70.42,71.47,71.47,532177,0.0,1.0
2020-08-24,73.89,74.96,72.76,73.72,73.72,249558,0.0,1.0
2020-08-21,73.21,74.15,72.15,73.07,73.07,255687,0.0,1.0
2020-08-20,72.15,74.73,71.61,73.95,73.95,332008,0.0,1.0
2020-08-19,72.03,73.9992,71.79,72.62,72.62,460083,0.0,1.0
2020-08-18,71.94,73.59,71.11,72.07,72.07,356518,0.0,1.0
2020-08-17,72.41,72.77,71.46,71.58,71.58,191389,0.0,1.0
2020-08-14,71.78,73.05,71.0,72.05,72.05,334637,0.0,1.0
2020-08-13,73.02,74.77,72.17,72.26,72.26,589019,0.0,1.0
2020-08-12,75.7,76.73,73.06,73.76,73.76,436886,0.0,1.0
2020-08-11,76.75,77.56,74.84,74.99,74.99,353409,0.0,1.0
2020-08-10,74.21,76.76,74.21,75.55,75.55,322797,0.0,1.0
2020-08-07,71.06,74.17,70.97,73.95,73.95,416123,0.0,1.0
2020-08-06,72.55,72.7,70.21,71.23,71.23,418967,0.0,1.0
2020-08-05,72.45,73.09,71.39,72.37,72.37,397983,0.0,1.0
2020-08-04,69.36,72.35,69.36,71.55,71.55,252548,0.0,1.0
2020-08-03,68.99,70.24,68.0,69.92,69.92,290961,0.0,1.0
2020-07-31,69.31,69.565,67.01,68.53,68.53,243567,0.0,1.0
2020-07-30,66.38,70.0,65.1902,69.62,69.62,478187,0.0,1.0
2020-07-29,65.1,69.2,65.02,68.27,68.27,489733,0.0,1.0
2020-07-28,67.05,68.15,65.08,65.17,65.17,485343,0.0,1.0
2020-07-27,66.75,68.23,66.42,67.68,67.68,630229,0.0,1.0
2020-07-24,66.13,66.42,64.57,66.4,66.4,853638,0.0,1.0
2020-07-23,60.21,65.87,60.0,65.19,65.19,1947442,0.0,1.0
2020-07-22,54.77,58.01,54.2435,55.64,55.64,1304807,0.0,1.0
2020-07-21,54.71,55.91,54.37,55.17,55.17,646646,0.0,1.0
2020-07-20,53.36,54.17,52.96,53.67,53.67,266047,0.0,1.0
2020-07-17,52.75,54.16,52.7,53.5,53.5,252700,0.0,1.0
2020-07-16,52.64,53.48,51.84,52.76,52.76,227600,0.0,1.0
2020-07-15,52.94,54.1,51.49,53.22,53.22,316600,0.0,1.0
2020-07-14,48.82,51.19,48.26,51.12,51.12,352400,0.0,1.0
2020-07-13,49.81,51.43,49.42,49.44,49.44,555100,0.0,1.0
2020-07-10,48.18,49.32,48.18,49.25,49.25,376700,0.0,1.0
2020-07-09,48.1,49.07,46.68,48.33,48.33,463200,0.0,1.0
2020-07-08,45.94,48.05,45.47,47.11,47.11,782200,0.0,1.0
2020-07-07,47.08,48.29,45.83,46.21,46.21,374300,0.0,1.0
2020-07-06,49.17,49.98,47.63,47.92,47.92,419300,0.0,1.0
2020-07-02,48.34,49.45,47.43,47.77,47.77,239400,0.0,1.0
2020-07-01,48.83,50.12,46.2,46.87,46.87,498500,0.0,1.0
2020-06-30,46.81,48.93,46.43,48.49,48.49,493200,0.0,1.0
2020-06-29,48.03,48.4,45.02,47.2,47.2,902700,0.0,1.0
2020-06-26,41.34,45.725,40.23,45.22,45.22,1551756,0.0,1.0
2020-06-25,39.62,41.6,39.34,41.6,41.6,327688,0.0,1.0
2020-06-24,42.04,42.075,40.02,40.16,40.16,273716,0.0,1.0
2020-06-23,43.17,43.62,42.6,42.88,42.88,232605,0.0,1.0
2020-06-22,41.35,42.11,40.56,42.01,42.01,184073,0.0,1.0
2020-06-19,43.08,43.4,41.17,41.82,41.82,496798,0.0,1.0
2020-06-18,41.02,42.57,40.56,42.44,42.44,423677,0.0,1.0
2020-06-17,43.43,43.43,41.04,41.92,41.92,391046,0.0,1.0
2020-06-16,43.86,44.72,41.86,43.3,43.3,335980,0.0,1.0
2020-06-15,39.27,41.41,38.5,41.27,41.27,490943,0.0,1.0
2020-06-12,40.4,42.01,39.3711,41.93,41.93,364390,0.0,1.0
2020-06-11,40.52,41.72,37.94,38.06,38.06,503000,0.0,1.0
2020-06-10,45.96,45.99,42.65,43.87,43.87,342535,0.0,1.0
2020-06-09,46.84,47.68,45.81,46.12,46.12,345827,0.0,1.0
2020-06-08,47.92,50.23,47.36,48.74,48.74,519591,0.0,1.0
2020-06-05,47.95,49.2,46.22,46.54,46.54,609311,0.0,1.0
2020-06-04,43.9,45.89,43.78,44.88,44.88,421852,0.0,1.0
2020-06-03,43.68,45.17,43.39,44.69,44.69,517762,0.0,1.0
2020-06-02,42.52,43.35,41.51,42.44,42.44,590280,0.0,1.0
2020-06-01,39.57,41.81,38.87,41.14,41.14,492765,0.0,1.0
2020-05-29,39.31,39.99,37.91,39.25,39.25,725165,0.0,1.0
2020-05-28,44.3,44.3,39.64,40.21,40.21,386075,0.0,1.0
2020-05-27,42.24,43.63,40.42,43.41,43.41,553709,0.0,1.0
2020-05-26,37.87,41.45,37.65,40.81,40.81,461312,0.0,1.0
2020-05-22,37.66,37.77,35.345,35.82,35.82,189266,0.0,1.0
2020-05-21,38.61,39.01,36.745,37.21,37.21,338877,0.0,1.0
2020-05-20,36.27,38.85,36.27,38.73,38.73,557817,0.0,1.0
2020-05-19,35.74,36.52,34.61,35.11,35.11,337108,0.0,1.0
2020-05-18,34.23,36.93,34.08,35.97,35.97,425117,0.0,1.0
2020-05-15,31.53,32.82,31.19,32.0,32.0,309513,0.0,1.0
2020-05-14,30.35,31.69,28.99,31.68,31.68,679503,0.0,1.0
2020-05-13,33.73,34.015,30.85,31.41,31.41,522247,0.0,1.0
2020-05-12,36.37,36.685,34.02,34.19,34.19,301125,0.0,1.0
2020-05-11,37.36,37.6,35.99,36.45,36.45,278924,0.0,1.0
2020-05-08,37.79,38.47,36.9,38.1,38.1,327517,0.0,1.0
2020-05-07,35.24,36.8,34.765,36.6,36.6,294191,0.0,1.0
2020-05-06,35.14,36.0,33.82,34.34,34.34,422113,0.0,1.0
2020-05-05,35.6,36.33,34.605,34.93,34.93,415282,0.0,1.0
2020-05-04,32.8,34.4,31.72,34.3,34.3,309737,0.0,1.0
2020-05-01,34.35,35.12,32.55,33.35,33.35,654451,0.0,1.0
2020-04-30,37.67,38.5,35.4,35.72,35.72,643577,0.0,1.0
2020-04-29,37.86,39.985,37.09,39.0,39.0,846125,0.0,1.0
2020-04-28,37.47,38.56,34.22,35.95,35.95,691562,0.0,1.0
2020-04-27,32.63,36.13,31.96,35.58,35.58,871475,0.0,1.0
2020-04-24,31.94,33.58,31.3,32.41,32.41,722278,0.0,1.0
2020-04-23,30.51,33.6299,28.11,31.93,31.93,1445918,0.0,1.0
2020-04-22,28.94,29.1739,27.11,27.8,27.8,532262,0.0,1.0
2020-04-21,28.63,29.34,28.4,28.56,28.56,439473,0.0,1.0
2020-04-20,29.82,30.55,28.89,29.78,29.78,629680,0.0,1.0
2020-04-17,30.0,32.1362,29.5,31.6,31.6,626778,0.0,1.0
2020-04-16,27.8,28.86,26.46,28.39,28.39,465632,0.0,1.0
2020-04-15,28.49,28.49,26.34,28.0,28.0,444736,0.0,1.0
2020-04-14,29.54,31.61,29.01,30.02,30.02,490621,0.0,1.0
2020-04-13,29.53,29.69,27.78,28.57,28.57,543723,0.0,1.0
2020-04-09,28.71,30.17,27.13,29.49,29.49,847749,0.0,1.0
2020-04-08,25.99,27.895,25.41,27.38,27.38,806273,0.0,1.0
2020-04-07,28.33,28.6,24.78,25.07,25.07,653864,0.0,1.0
2020-04-06,25.24,27.77,25.05,26.73,26.73,459793,0.0,1.0
2020-04-03,26.64,26.9,22.96,23.65,23.65,560023,0.0,1.0
2020-04-02,26.35,28.25,25.0601,26.65,26.65,430458,0.0,1.0
2020-04-01,27.49,28.12,25.93,26.41,26.41,663863,0.0,1.0
2020-03-31,27.25,29.5,27.22,28.98,28.98,744612,0.0,1.0
2020-03-30,27.34,27.75,24.8,27.51,27.51,559405,0.0,1.0
2020-03-27,28.0,28.07,24.54,27.75,27.75,718417,0.0,1.0
2020-03-26,25.61,30.68,25.61,29.47,29.47,1110074,0.0,1.0
2020-03-25,23.91,25.7,21.43,25.01,25.01,977309,0.0,1.0
2020-03-24,18.44,24.3,18.14,23.12,23.12,1574954,0.0,1.0
2020-03-23,16.54,17.34,15.0,17.13,17.13,912138,0.0,1.0
2020-03-20,16.99,19.85,16.48,16.64,16.64,1333450,0.0,1.0
2020-03-19,16.46,19.31,15.75,16.47,16.47,1309715,0.0,1.0
2020-03-18,23.53,24.64,16.36,16.58,16.58,1230400,0.0,1.0
2020-03-17,23.95,26.44,22.8,25.32,25.32,1425529,0.0,1.0
2020-03-16,22.01,24.53,21.37,23.58,23.58,1286727,0.0,1.0
2020-03-13,27.12,28.17,23.46,24.04,24.04,1491411,0.0,1.0
2020-03-12,28.47,28.99,25.04,25.24,25.24,1549927,0.0,1.0
2020-03-11,32.5,33.24,30.6,31.74,31.74,1618374,0.0,1.0
2020-03-10,36.26,38.7568,32.77,33.29,33.29,1517066,0.0,1.0
2020-03-09,43.56,44.3,34.4201,34.71,34.71,1259715,0.0,1.0
2020-03-06,52.98,54.095,50.3,50.44,50.44,569861,0.0,1.0
2020-03-05,55.21,56.41,54.29,55.08,55.08,429190,0.0,1.0
2020-03-04,55.44,57.18,54.0001,57.12,57.12,373343,0.0,1.0
2020-03-03,56.83,58.57,53.04,54.28,54.28,470052,0.0,1.0
2020-03-02,57.59,57.59,54.76,56.84,56.84,466862,0.0,1.0
2020-02-28,54.62,57.33,54.62,56.92,56.92,576912,0.0,1.0
2020-02-27,55.3,57.76,53.21,56.83,56.83,844427,0.0,1.0
2020-02-26,62.89,63.42,56.84,56.92,56.92,738436,0.0,1.0
2020-02-25,66.98,67.1597,61.28,62.34,62.34,537642,0.0,1.0
2020-02-24,66.0,67.6045,65.665,66.87,66.87,433246,0.0,1.0
2020-02-21,67.13,69.3,66.35,68.23,68.23,383626,0.0,1.0
2020-02-20,68.23,69.4467,66.93,67.39,67.39,501777,0.0,1.0
2020-02-19,72.12,72.12,68.35,68.43,68.43,561630,0.0,1.0
2020-02-18,73.34,73.78,70.445,71.31,71.31,742945,0.0,1.0
2020-02-14,69.84,74.325,68.03,73.56,73.56,1311579,0.0,1.0
2020-02-13,65.0,70.71,64.61,69.43,69.43,1122086,0.0,1.0
2020-02-12,64.83,66.87,63.73,65.66,65.66,357065,0.0,1.0
2020-02-11,62.22,64.28,61.995,64.11,64.11,519740,0.0,1.0
2020-02-10,63.08,63.65,61.39,61.62,61.62,726228,0.0,1.0
2020-02-07,65.51,65.8,62.76,63.39,63.39,325395,0.0,1.0
2020-02-06,68.43,68.43,66.0,66.18,66.18,229287,0.0,1.0
2020-02-05,67.14,68.56,66.6,68.22,68.22,375321,0.0,1.0
2020-02-04,65.14,66.22,64.18,65.97,65.97,291841,0.0,1.0
2020-02-03,64.44,65.5,63.48,63.73,63.73,409683,0.0,1.0
2020-01-31,65.1,65.95,63.556,63.98,63.98,279505,0.0,1.0
2020-01-30,64.86,65.73,63.97,65.61,65.61,258068,0.0,1.0
2020-01-29,65.73,66.4517,65.41,65.54,65.54,175436,0.0,1.0
2020-01-28,65.18,65.78,64.6,65.42,65.42,275386,0.0,1.0
2020-01-27,64.37,65.27,64.02,64.5,64.5,287444,0.0,1.0
2020-01-24,69.6,69.6,65.92,66.24,66.24,372836,0.0,1.0
2020-01-23,69.51,69.62,68.23,69.27,69.27,255357,0.0,1.0
2020-01-22,69.89,70.11,68.7107,69.88,69.88,223121,0.0,1.0
2020-01-21,69.68,70.88,69.21,69.45,69.45,432165,0.0,1.0
2020-01-17,71.9,72.01,69.6,69.99,69.99,372149,0.0,1.0
2020-01-16,70.78,72.69,70.43,71.81,71.81,630347,0.0,1.0
2020-01-15,68.91,70.17,68.46,70.11,70.11,289353,0.0,1.0
2020-01-14,68.93,70.32,68.66,69.17,69.17,328059,0.0,1.0
2020-01-13,68.57,69.8,67.5,69.23,69.23,376724,0.0,1.0
2020-01-10,69.98,69.98,68.14,68.42,68.42,366535,0.0,1.0
2020-01-09,69.34,69.79,68.805,69.54,69.54,281499,0.0,1.0
2020-01-08,68.55,69.95,68.13,69.09,69.09,425895,0.0,1.0
2020-01-07,67.32,68.945,67.24,68.35,68.35,379126,0.0,1.0
2020-01-06,66.96,67.18,65.06,66.95,66.95,466011,0.0,1.0
2020-01-03,68.26,68.7,65.93,67.4,67.4,451501,0.0,1.0
2020-01-02,67.98,68.81,67.05,68.8,68.8,417652,0.0,1.0
2019-12-31,67.63,67.89,67.29,67.49,67.49,423938,0.0,1.0
2019-12-30,68.41,68.66,67.1389,67.69,67.69,509158,0.0,1.0
2019-12-27,68.07,68.54,67.68,68.33,68.33,460931,0.0,1.0
2019-12-26,66.71,67.8,66.61,67.77,67.77,246223,0.0,1.0
2019-12-24,66.0,66.95,65.71,66.82,66.82,195281,0.0,1.0
2019-12-23,64.88,65.94,64.13,65.93,65.93,463672,0.0,1.0
2019-12-20,64.55,64.85,63.24,64.45,64.45,848922,0.0,1.0
2019-12-19,62.29,63.91,61.73,63.88,63.88,609915,0.0,1.0
2019-12-18,62.12,62.4283,60.98,62.15,62.15,661711,0.0,1.0
2019-12-17,59.89,61.96,59.65,61.96,61.96,574094,0.0,1.0
2019-12-16,59.62,60.64,59.5,60.22,60.22,469354,0.0,1.0
2019-12-13,58.91,59.65,58.12,59.1,59.1,639958,0.0,1.0
2019-12-12,57.02,59.21,57.02,58.91,58.91,487617,0.0,1.0
2019-12-11,56.09,57.235,55.76,57.18,57.18,364354,0.0,1.0
2019-12-10,55.98,56.485,55.44,55.85,55.85,470809,0.0,1.0
2019-12-09,55.25,56.05,54.88,55.99,55.99,533502,0.0,1.0
2019-12-06,54.07,55.97,53.95,55.39,55.39,325673,0.0,1.0
2019-12-05,52.5,53.8499,52.49,53.02,53.02,368519,0.0,1.0
2019-12-04,53.08,54.1,52.32,52.39,52.39,262098,0.0,1.0
2019-12-03,52.87,53.56,52.61,52.79,52.79,264315,0.0,1.0
2019-12-02,55.2,55.47,53.69,53.81,53.81,326767,0.0,1.0
2019-11-29,55.23,55.61,54.0862,55.2,55.2,130351,0.0,1.0
2019-11-27,55.62,56.75,55.1,55.61,55.61,247992,0.0,1.0
2019-11-26,54.55,55.6,54.0,55.35,55.35,506937,0.0,1.0
2019-11-25,53.04,54.6,52.9,54.17,54.17,287686,0.0,1.0
2019-11-22,53.42,53.64,52.9,52.99,52.99,210397,0.0,1.0
2019-11-21,53.02,53.37,52.4,53.11,53.11,391971,0.0,1.0
2019-11-20,53.2,53.835,52.52,52.99,52.99,527307,0.0,1.0
2019-11-19,54.96,56.48,53.48,53.5,53.5,450473,0.0,1.0
2019-11-18,56.5,56.76,54.76,54.79,54.79,397621,0.0,1.0
2019-11-15,54.71,57.36,54.7001,56.76,56.76,316607,0.0,1.0
2019-11-14,55.27,55.653,54.08,54.16,54.16,490750,0.0,1.0
2019-11-13,56.51,56.55,54.01,55.6,55.6,472040,0.0,1.0
2019-11-12,57.07,57.67,56.65,56.85,56.85,214020,0.0,1.0
2019-11-11,57.54,57.89,56.87,57.11,57.11,182541,0.0,1.0
2019-11-08,57.97,58.48,57.57,58.19,58.19,256372,0.0,1.0
2019-11-07,58.69,59.605,58.005,58.3,58.3,223940,0.0,1.0
2019-11-06,59.0,59.145,56.8,57.94,57.94,388529,0.0,1.0
2019-11-05,59.61,60.73,58.84,58.915,58.915,331541,0.0,1.0
2019-11-04,59.97,60.615,59.02,59.15,59.15,300965,0.0,1.0
2019-11-01,59.06,59.96,58.85,59.17,59.17,320451,0.0,1.0
2019-10-31,59.05,59.43,57.2,58.63,58.63,467844,0.0,1.0
2019-10-30,60.63,60.63,58.41,59.17,59.17,301125,0.0,1.0
2019-10-29,60.77,61.28,59.79,60.38,60.38,381028,0.0,1.0
2019-10-28,61.57,61.91,60.51,61.11,61.11,255509,0.0,1.0
2019-10-25,59.08,61.39,59.08,61.11,61.11,406365,0.0,1.0
2019-10-24,58.99,59.84,58.45,58.98,58.98,318485,0.0,1.0
2019-10-23,59.61,59.61,58.38,58.43,58.43,400083,0.0,1.0
2019-10-22,56.88,60.025,56.64,59.35,59.35,397189,0.0,1.0
2019-10-21,57.51,59.03,56.135,56.61,56.61,1011833,0.0,1.0
2019-10-18,59.15,59.86,57.51,58.09,58.09,911695,0.0,1.0
2019-10-17,54.5,60.96,54.1152,59.27,59.27,1299971,0.0,1.0
2019-10-16,59.27,60.87,58.42,58.81,58.81,577033,0.0,1.0
2019-10-15,58.83,60.59,58.77,59.16,59.16,499346,0.0,1.0
2019-10-14,57.65,59.49,57.16,59.24,59.24,239012,0.0,1.0
2019-10-11,58.03,59.35,57.69,58.31,58.31,432620,0.0,1.0
2019-10-10,57.2,57.87,56.5,56.9,56.9,389442,0.0,1.0
2019-10-09,56.78,57.47,55.83,57.14,57.14,350485,0.0,1.0
2019-10-08,56.83,56.83,55.62,56.23,56.23,343654,0.0,1.0
2019-10-07,58.84,58.97,57.795,57.87,57.87,267484,0.0,1.0
2019-10-04,58.05,58.83,57.845,58.73,58.73,310360,0.0,1.0
2019-10-03,58.63,58.98,56.83,58.0,58.0,541781,0.0,1.0
2019-10-02,59.5,59.5355,57.51,58.89,58.89,448787,0.0,1.0
2019-10-01,62.94,63.28,59.17,60.28,60.28,511203,0.0,1.0
2019-09-30,63.37,64.17,62.185,62.36,62.36,412459,0.0,1.0
2019-09-27,64.83,65.08,62.7,63.41,63.41,321542,0.0,1.0
2019-09-26,64.84,64.955,63.98,64.0,64.0,285947,0.0,1.0
2019-09-25,64.82,65.61,64.07,65.09,65.09,319160,0.0,1.0
2019-09-24,65.64,66.49,64.67,65.14,65.14,386990,0.0,1.0
2019-09-23,66.25,66.685,64.9,65.76,65.76,481561,0.0,1.0
2019-09-20,65.48,67.68,64.72,65.76,65.76,648129,0.0,1.0
2019-09-19,67.33,67.665,65.5,65.61,65.61,368124,0.0,1.0
2019-09-18,67.93,67.93,66.34,67.02,67.02,335617,0.0,1.0
2019-09-17,68.37,68.9806,66.95,68.16,68.16,303374,0.0,1.0
2019-09-16,69.73,70.6149,68.005,68.44,68.44,544824,0.0,1.0
2019-09-13,69.49,71.04,68.2,70.17,70.17,393030,0.0,1.0
2019-09-12,67.76,69.2,66.73,68.78,68.78,416553,0.0,1.0
2019-09-11,66.69,67.86,65.575,67.82,67.82,629040,0.0,1.0
2019-09-10,64.57,66.9899,64.02,66.2,66.2,343543,0.0,1.0
2019-09-09,62.5,64.88,62.33,64.87,64.87,275123,0.0,1.0
2019-09-06,62.12,63.49,61.65,62.32,62.32,214824,0.0,1.0
2019-09-05,62.08,64.01,62.08,62.26,62.26,317319,0.0,1.0
2019-09-04,62.19,62.66,61.2201,61.36,61.36,205834,0.0,1.0
2019-09-03,62.18,62.43,60.31,61.07,61.07,288726,0.0,1.0
2019-08-30,65.81,65.9,62.48,62.84,62.84,413837,0.0,1.0
2019-08-29,64.17,65.38,64.17,64.78,64.78,249601,0.0,1.0
2019-08-28,62.47,63.34,62.13,63.23,63.23,317761,0.0,1.0
2019-08-27,63.56,65.095,62.64,62.76,62.76,304217,0.0,1.0
2019-08-26,63.71,63.71,62.25,63.06,63.06,224565,0.0,1.0
2019-08-23,63.24,64.97,62.28,62.47,62.47,651560,0.0,1.0
2019-08-22,63.11,65.55,63.05,64.16,64.16,718494,0.0,1.0
2019-08-21,63.34,64.18,62.67,63.07,63.07,418907,0.0,1.0
2019-08-20,63.0,63.1,61.73,62.34,62.34,212827,0.0,1.0
2019-08-19,62.62,63.78,61.87,63.3,63.3,414226,0.0,1.0
2019-08-16,59.68,61.69,59.3,61.42,61.42,349392,0.0,1.0
2019-08-15,59.16,59.92,58.245,58.69,58.69,466965,0.0,1.0
2019-08-14,60.62,60.92,58.39,59.09,59.09,263590,0.0,1.0
2019-08-13,60.7,62.45,58.53,62.28,62.28,743185,0.0,1.0
2019-08-12,61.0,61.28,58.06,58.67,58.67,650091,0.0,1.0
2019-08-09,63.59,64.05,61.72,61.87,61.87,251833,0.0,1.0
2019-08-08,63.29,64.16,62.47,64.04,64.04,346537,0.0,1.0
2019-08-07,64.31,66.38,62.29,62.98,62.98,614425,0.0,1.0
2019-08-06,65.49,66.6339,65.165,65.7,65.7,253140,0.0,1.0
2019-08-05,68.8,69.99,64.0701,65.15,65.15,661951,0.0,1.0
2019-08-02,73.48,73.48,68.8,69.99,69.99,615447,0.0,1.0
2019-08-01,75.41,77.4,73.47,73.86,73.86,359758,0.0,1.0
2019-07-31,76.31,76.92,74.56,75.53,75.53,385399,0.0,1.0
2019-07-30,74.31,76.46,74.12,76.43,76.43,279449,0.0,1.0
2019-07-29,75.31,75.695,73.885,75.05,75.05,281398,0.0,1.0
2019-07-26,75.13,76.0599,74.67,75.42,75.42,288890,0.0,1.0
2019-07-25,76.93,77.1093,74.58,74.96,74.96,407647,0.0,1.0
2019-07-24,75.38,77.39,74.31,77.27,77.27,533858,0.0,1.0
2019-07-23,75.77,77.27,75.45,76.17,76.17,477899,0.0,1.0
2019-07-22,76.7,78.8,72.56,74.39,74.39,1015962,0.0,1.0
2019-07-19,73.83,78.09,73.83,76.7,76.7,1053009,0.0,1.0
2019-07-18,73.71,74.57,70.38,73.85,73.85,846054,0.0,1.0
2019-07-17,72.71,72.71,69.46,69.59,69.59,918649,0.0,1.0
2019-07-16,72.89,74.59,72.89,72.96,72.96,358324,0.0,1.0
2019-07-15,74.89,74.99,72.82,73.14,73.14,483751,0.0,1.0
2019-07-12,72.42,74.3,72.01,74.01,74.01,322157,0.0,1.0
2019-07-11,72.0,73.18,71.725,72.41,72.41,572583,0.0,1.0
2019-07-10,72.88,73.43,71.42,72.06,72.06,422058,0.0,1.0
2019-07-09,72.53,73.66,71.7615,72.5,72.5,332163,0.0,1.0
2019-07-08,73.4,73.96,72.1,72.95,72.95,399663,0.0,1.0
2019-07-05,73.14,73.91,72.65,73.53,73.53,259545,0.0,1.0
2019-07-03,74.3,74.77,73.57,73.82,73.82,158728,0.0,1.0
2019-07-02,75.58,76.04,73.75,74.27,74.27,322548,0.0,1.0
2019-07-01,77.48,78.17,74.6,75.64,75.64,545324,0.0,1.0
2019-06-28,74.82,77.0,73.8,76.88,76.88,2022440,0.0,1.0
2019-06-27,73.26,75.17,72.19,74.76,74.76,702180,0.0,1.0
2019-06-26,71.68,72.39,70.57,71.91,71.91,294649,0.0,1.0
2019-06-25,70.42,71.93,69.83,71.13,71.13,361327,0.0,1.0
2019-06-24,70.44,71.5,69.9,70.41,70.41,516552,0.0,1.0
2019-06-21,71.92,72.555,70.09,70.17,70.17,614839,0.0,1.0
2019-06-20,72.2,72.53,71.01,72.44,72.44,675507,0.0,1.0
2019-06-19,74.95,75.26,70.53,71.02,71.02,1169428,0.0,1.0
2019-06-18,75.98,76.87,74.885,75.09,75.09,349376,0.0,1.0
2019-06-17,76.13,76.13,74.42,75.03,75.03,376825,0.0,1.0
2019-06-14,76.4,76.53,75.14,75.3,75.3,1031170,0.0,1.0
2019-06-13,74.52,77.12,74.29,76.98,76.98,997928,0.0,1.0
2019-06-12,75.54,77.2,73.5,74.94,74.94,2331777,0.0,1.0
2019-06-11,78.4,78.9,74.27,74.9,74.9,855421,0.0,1.0
2019-06-10,81.36,82.49,80.21,80.29,80.29,278129,0.0,1.0
2019-06-07,80.36,81.5335,79.5,80.93,80.93,392979,0.0,1.0
2019-06-06,78.25,80.4,78.25,79.67,79.67,412886,0.0,1.0
2019-06-05,79.09,79.3389,77.645,78.19,78.19,257787,0.0,1.0
2019-06-04,78.31,79.45,77.07,79.0,79.0,411519,0.0,1.0
2019-06-03,76.64,77.805,75.2725,77.46,77.46,298028,0.0,1.0
2019-05-31,76.99,77.37,76.15,76.63,76.63,286734,0.0,1.0
2019-05-30,78.2,79.65,77.19,78.07,78.07,260978,0.0,1.0
2019-05-29,77.5,78.76,76.85,77.91,77.91,418854,0.0,1.0
2019-05-28,76.78,79.21,76.78,78.23,78.23,500691,0.0,1.0
2019-05-24,74.53,77.22,74.53,76.95,76.95,378572,0.0,1.0
2019-05-23,76.51,76.57,73.05,73.68,73.68,282348,0.0,1.0
2019-05-22,78.77,78.98,77.13,77.34,77.34,366583,0.0,1.0
2019-05-21,78.94,80.42,78.78,78.84,78.84,284477,0.0,1.0
2019-05-20,78.44,79.54,77.02,78.51,78.51,436297,0.0,1.0
2019-05-17,81.51,82.52,78.61,78.88,78.88,508741,0.0,1.0
2019-05-16,83.61,84.32,81.785,82.18,82.18,664511,0.0,1.0
2019-05-15,82.82,83.47,82.14,83.22,83.22,376793,0.0,1.0
2019-05-14,85.65,86.51,83.63,83.72,83.72,577795,0.0,1.0
2019-05-13,88.98,90.2,84.1603,85.03,85.03,738354,0.0,1.0
2019-05-10,91.79,92.44,89.525,91.03,91.03,596387,0.0,1.0
2019-05-09,88.49,93.52,87.24,93.16,93.16,1283384,0.0,1.0
