,AAOI_Open,AAOI_High,AAOI_Low,AAOI_Close,AAOI_Adj Close,AAOI_Volume,AAOI_Dividend Amount,AAOI_Split Coefficient
2023-05-09,1.77,1.83,1.68,1.8,1.8,184539,0.0,1.0
2023-05-08,1.76,1.84,1.74,1.77,1.77,223000,0.0,1.0
2023-05-05,1.6,1.84,1.6,1.665,1.665,567812,0.0,1.0
2023-05-04,1.82,1.9099,1.75,1.87,1.87,627189,0.0,1.0
2023-05-03,1.83,1.86,1.7799,1.79,1.79,385721,0.0,1.0
2023-05-02,1.82,1.87,1.8,1.85,1.85,75059,0.0,1.0
2023-05-01,1.91,2.02,1.82,1.82,1.82,188342,0.0,1.0
2023-04-28,1.97,1.98,1.88,1.94,1.94,107234,0.0,1.0
2023-04-27,2.08,2.08,1.92,1.95,1.95,222974,0.0,1.0
2023-04-26,2.01,2.07,2.01,2.06,2.06,64692,0.0,1.0
2023-04-25,2.15,2.15,2.0,2.01,2.01,85236,0.0,1.0
2023-04-24,2.12,2.16,2.04,2.15,2.15,166133,0.0,1.0
2023-04-21,2.14,2.16,2.09,2.14,2.14,58595,0.0,1.0
2023-04-20,2.18,2.3,2.12,2.12,2.12,129281,0.0,1.0
2023-04-19,2.23,2.3086,2.16,2.19,2.19,142463,0.0,1.0
2023-04-18,2.18,2.3245,2.17,2.2,2.2,256620,0.0,1.0
2023-04-17,2.08,2.24,2.0699,2.19,2.19,129132,0.0,1.0
2023-04-14,2.23,2.26,2.05,2.12,2.12,74554,0.0,1.0
2023-04-13,2.3,2.3154,2.21,2.23,2.23,100214,0.0,1.0
2023-04-12,2.25,2.35,2.25,2.3,2.3,105381,0.0,1.0
2023-04-11,2.22,2.31,2.18,2.28,2.28,69044,0.0,1.0
2023-04-10,2.12,2.2354,2.11,2.22,2.22,62884,0.0,1.0
2023-04-06,2.11,2.17,2.05,2.14,2.14,69453,0.0,1.0
2023-04-05,2.21,2.21,2.0282,2.11,2.11,129499,0.0,1.0
2023-04-04,2.32,2.32,2.2,2.21,2.21,80151,0.0,1.0
2023-04-03,2.14,2.31,2.14,2.29,2.29,190647,0.0,1.0
2023-03-31,1.92,2.23,1.92,2.21,2.21,358004,0.0,1.0
2023-03-30,1.86,1.98,1.7913,1.93,1.93,288565,0.0,1.0
2023-03-29,1.82,1.83,1.745,1.83,1.83,226702,0.0,1.0
2023-03-28,1.76,1.87,1.7,1.82,1.82,494340,0.0,1.0
2023-03-27,2.36,2.365,1.71,1.72,1.72,807978,0.0,1.0
2023-03-24,2.42,2.43,2.3605,2.41,2.41,52144,0.0,1.0
2023-03-23,2.36,2.47,2.36,2.46,2.46,84254,0.0,1.0
2023-03-22,2.45,2.4931,2.37,2.37,2.37,49585,0.0,1.0
2023-03-21,2.42,2.5,2.38,2.43,2.43,50664,0.0,1.0
2023-03-20,2.37,2.4442,2.34,2.4,2.4,74969,0.0,1.0
2023-03-17,2.47,2.55,2.3,2.36,2.36,341289,0.0,1.0
2023-03-16,2.42,2.5,2.395,2.48,2.48,77389,0.0,1.0
2023-03-15,2.6,2.6,2.4001,2.44,2.44,222223,0.0,1.0
2023-03-14,2.72,2.75,2.65,2.66,2.66,109626,0.0,1.0
2023-03-13,2.61,2.75,2.59,2.67,2.67,169490,0.0,1.0
2023-03-10,2.8,2.83,2.66,2.66,2.66,222854,0.0,1.0
2023-03-09,2.845,2.91,2.81,2.81,2.81,117172,0.0,1.0
2023-03-08,2.75,2.84,2.75,2.82,2.82,50776,0.0,1.0
2023-03-07,2.76,2.83,2.72,2.75,2.75,42557,0.0,1.0
2023-03-06,2.73,2.8599,2.71,2.78,2.78,120726,0.0,1.0
2023-03-03,2.73,2.75,2.68,2.73,2.73,97444,0.0,1.0
2023-03-02,2.74,2.8296,2.67,2.69,2.69,86480,0.0,1.0
2023-03-01,2.77,2.9,2.73,2.73,2.73,143831,0.0,1.0
2023-02-28,2.56,2.85,2.56,2.81,2.81,177264,0.0,1.0
2023-02-27,2.7,2.7,2.54,2.59,2.59,185971,0.0,1.0
2023-02-24,2.97,2.97,2.5901,2.61,2.61,329710,0.0,1.0
2023-02-23,3.04,3.04,2.9,3.04,3.04,456433,0.0,1.0
2023-02-22,2.72,2.99,2.72,2.82,2.82,319955,0.0,1.0
2023-02-21,2.86,2.91,2.71,2.72,2.72,166609,0.0,1.0
2023-02-17,2.97,3.0117,2.7927,2.8,2.8,207472,0.0,1.0
2023-02-16,2.85,3.06,2.83,2.95,2.95,417393,0.0,1.0
2023-02-15,2.69,2.91,2.69,2.83,2.83,233432,0.0,1.0
2023-02-14,2.66,2.7115,2.61,2.7,2.7,165741,0.0,1.0
2023-02-13,2.7,2.8153,2.62,2.64,2.64,131896,0.0,1.0
2023-02-10,2.64,2.7,2.59,2.65,2.65,75782,0.0,1.0
2023-02-09,2.6,2.7,2.6,2.63,2.63,117238,0.0,1.0
2023-02-08,2.6,2.65,2.55,2.55,2.55,85658,0.0,1.0
2023-02-07,2.62,2.68,2.55,2.62,2.62,95252,0.0,1.0
2023-02-06,2.67,2.73,2.65,2.65,2.65,74644,0.0,1.0
2023-02-03,2.81,2.8958,2.67,2.7,2.7,193933,0.0,1.0
2023-02-02,2.6,2.88,2.589,2.82,2.82,713293,0.0,1.0
2023-02-01,2.37,2.65,2.36,2.6,2.6,262704,0.0,1.0
2023-01-31,2.33,2.44,2.33,2.39,2.39,72199,0.0,1.0
2023-01-30,2.39,2.44,2.33,2.33,2.33,143216,0.0,1.0
2023-01-27,2.23,2.43,2.175,2.37,2.37,107989,0.0,1.0
2023-01-26,2.22,2.3,2.2,2.2,2.2,151682,0.0,1.0
2023-01-25,2.21,2.26,2.13,2.2,2.2,57268,0.0,1.0
2023-01-24,2.22,2.34,2.21,2.22,2.22,81948,0.0,1.0
2023-01-23,2.23,2.3,2.18,2.24,2.24,121498,0.0,1.0
2023-01-20,2.29,2.3,2.18,2.21,2.21,125158,0.0,1.0
2023-01-19,2.32,2.35,2.2391,2.29,2.29,57041,0.0,1.0
2023-01-18,2.46,2.55,2.36,2.37,2.37,138843,0.0,1.0
2023-01-17,2.43,2.53,2.32,2.44,2.44,238934,0.0,1.0
2023-01-13,2.33,2.465,2.32,2.43,2.43,163564,0.0,1.0
2023-01-12,2.17,2.39,2.1401,2.35,2.35,264287,0.0,1.0
2023-01-11,2.15,2.23,2.12,2.15,2.15,111780,0.0,1.0
2023-01-10,2.15,2.25,2.12,2.12,2.12,166266,0.0,1.0
2023-01-09,1.93,2.28,1.9234,2.15,2.15,216339,0.0,1.0
2023-01-06,1.9,1.909,1.83,1.86,1.86,159946,0.0,1.0
2023-01-05,1.92,1.92,1.87,1.88,1.88,57775,0.0,1.0
2023-01-04,1.9,1.95,1.88,1.92,1.92,114887,0.0,1.0
2023-01-03,1.94,1.99,1.86,1.88,1.88,133393,0.0,1.0
2022-12-30,1.9,1.94,1.85,1.89,1.89,221054,0.0,1.0
2022-12-29,1.73,1.98,1.73,1.9,1.9,280937,0.0,1.0
2022-12-28,1.83,1.8606,1.691,1.74,1.74,227086,0.0,1.0
2022-12-27,1.87,1.93,1.8,1.83,1.83,203912,0.0,1.0
2022-12-23,1.9601,1.98,1.87,1.95,1.95,204086,0.0,1.0
2022-12-22,2.13,2.13,1.95,2.0,2.0,214509,0.0,1.0
2022-12-21,2.2,2.24,2.13,2.13,2.13,66521,0.0,1.0
2022-12-20,2.13,2.3,2.13,2.21,2.21,188566,0.0,1.0
2022-12-19,2.15,2.16,2.12,2.13,2.13,198440,0.0,1.0
2022-12-16,2.15,2.2,2.12,2.15,2.15,157419,0.0,1.0
2022-12-15,2.13,2.16,2.12,2.12,2.12,194416,0.0,1.0
2022-12-14,2.14,2.2,2.13,2.13,2.13,161917,0.0,1.0
2022-12-13,2.15,2.28,2.13,2.14,2.14,183054,0.0,1.0
2022-12-12,2.11,2.2,2.1,2.15,2.15,93804,0.0,1.0
2022-12-09,2.15,2.185,2.11,2.12,2.12,46508,0.0,1.0
2022-12-08,2.13,2.18,2.1,2.18,2.18,77914,0.0,1.0
2022-12-07,2.1,2.17,2.05,2.1,2.1,178757,0.0,1.0
2022-12-06,2.28,2.28,2.05,2.1,2.1,205712,0.0,1.0
2022-12-05,2.33,2.44,2.24,2.29,2.29,123166,0.0,1.0
2022-12-02,2.17,2.35,2.17,2.32,2.32,141391,0.0,1.0
2022-12-01,2.18,2.33,2.1206,2.23,2.23,75360,0.0,1.0
2022-11-30,2.1,2.2,2.02,2.2,2.2,118721,0.0,1.0
2022-11-29,2.11,2.15,2.09,2.11,2.11,121574,0.0,1.0
2022-11-28,2.18,2.24,2.1,2.11,2.11,148110,0.0,1.0
2022-11-25,2.18,2.2299,2.1101,2.19,2.19,27390,0.0,1.0
2022-11-23,2.2682,2.38,2.17,2.18,2.18,159892,0.0,1.0
2022-11-22,2.2,2.32,2.18,2.28,2.28,110375,0.0,1.0
2022-11-21,2.12,2.28,2.09,2.25,2.25,260046,0.0,1.0
2022-11-18,2.18,2.205,2.12,2.13,2.13,64237,0.0,1.0
2022-11-17,2.1,2.24,2.09,2.19,2.19,95203,0.0,1.0
2022-11-16,2.3,2.3,2.12,2.15,2.15,249750,0.0,1.0
2022-11-15,2.4,2.42,2.315,2.35,2.35,128953,0.0,1.0
2022-11-14,2.28,2.34,2.28,2.34,2.34,144339,0.0,1.0
2022-11-11,2.24,2.33,2.17,2.33,2.33,201608,0.0,1.0
2022-11-10,2.23,2.24,2.07,2.205,2.205,248773,0.0,1.0
2022-11-09,2.24,2.24,2.08,2.09,2.09,231439,0.0,1.0
2022-11-08,2.18,2.22,2.12,2.15,2.15,156618,0.0,1.0
2022-11-07,2.14,2.18,2.12,2.16,2.16,283506,0.0,1.0
2022-11-04,2.27,2.42,2.07,2.08,2.08,458268,0.0,1.0
2022-11-03,2.59,2.59,2.39,2.43,2.43,419976,0.0,1.0
2022-11-02,2.72,2.86,2.57,2.59,2.59,166380,0.0,1.0
2022-11-01,2.82,2.83,2.71,2.73,2.73,150298,0.0,1.0
2022-10-31,2.79,2.83,2.71,2.75,2.75,174954,0.0,1.0
2022-10-28,2.83,2.85,2.755,2.8,2.8,167980,0.0,1.0
2022-10-27,2.97,3.0,2.8,2.81,2.81,280708,0.0,1.0
2022-10-26,2.83,2.955,2.83,2.89,2.89,149269,0.0,1.0
2022-10-25,2.73,2.96,2.73,2.86,2.86,239160,0.0,1.0
2022-10-24,2.74,2.8,2.63,2.71,2.71,283565,0.0,1.0
2022-10-21,2.84,2.85,2.7,2.74,2.74,277275,0.0,1.0
2022-10-20,2.8,2.91,2.6601,2.83,2.83,152184,0.0,1.0
2022-10-19,2.93,2.95,2.77,2.8,2.8,200697,0.0,1.0
2022-10-18,2.87,2.97,2.835,2.92,2.92,224704,0.0,1.0
2022-10-17,2.73,2.91,2.73,2.8,2.8,204211,0.0,1.0
2022-10-14,2.77,2.85,2.7,2.74,2.74,160600,0.0,1.0
2022-10-13,2.62,2.7601,2.5219,2.73,2.73,192744,0.0,1.0
2022-10-12,2.62,2.7,2.59,2.63,2.63,154848,0.0,1.0
2022-10-11,2.66,2.7,2.52,2.63,2.63,395739,0.0,1.0
2022-10-10,2.77,2.79,2.55,2.67,2.67,272394,0.0,1.0
2022-10-07,2.89,2.91,2.74,2.78,2.78,262006,0.0,1.0
2022-10-06,3.03,3.115,2.9001,2.93,2.93,261705,0.0,1.0
2022-10-05,2.91,3.09,2.87,3.01,3.01,582327,0.0,1.0
2022-10-04,2.82,2.99,2.79,2.94,2.94,424631,0.0,1.0
2022-10-03,2.76,2.765,2.65,2.75,2.75,250995,0.0,1.0
2022-09-30,2.68,2.835,2.67,2.72,2.72,394334,0.0,1.0
2022-09-29,2.9,2.94,2.61,2.66,2.66,376177,0.0,1.0
2022-09-28,2.83,2.98,2.8035,2.95,2.95,459609,0.0,1.0
2022-09-27,2.81,2.8897,2.76,2.83,2.83,259995,0.0,1.0
2022-09-26,2.85,2.9,2.73,2.77,2.77,237814,0.0,1.0
2022-09-23,2.96,2.9799,2.72,2.85,2.85,642004,0.0,1.0
2022-09-22,3.29,3.33,2.995,3.01,3.01,527366,0.0,1.0
2022-09-21,3.21,3.44,3.12,3.33,3.33,878677,0.0,1.0
2022-09-20,3.72,4.0,3.05,3.18,3.18,3467535,0.0,1.0
2022-09-19,3.57,3.68,3.38,3.66,3.66,5167142,0.0,1.0
2022-09-16,3.01,3.94,2.87,3.76,3.76,77414189,0.0,1.0
2022-09-15,2.53,2.63,2.46,2.5,2.5,2386031,0.0,1.0
2022-09-14,2.47,2.61,2.435,2.53,2.53,256297,0.0,1.0
2022-09-13,2.38,2.5,2.33,2.42,2.42,192397,0.0,1.0
2022-09-12,2.56,2.69,2.46,2.5,2.5,255030,0.0,1.0
2022-09-09,2.4,2.54,2.4,2.5,2.5,151206,0.0,1.0
2022-09-08,2.27,2.37,2.27,2.35,2.35,122014,0.0,1.0
2022-09-07,2.14,2.32,2.14,2.31,2.31,113978,0.0,1.0
2022-09-06,2.24,2.29,2.15,2.15,2.15,85952,0.0,1.0
2022-09-02,2.19,2.3181,2.1101,2.27,2.27,241487,0.0,1.0
2022-09-01,2.37,2.37,2.16,2.18,2.18,150534,0.0,1.0
2022-08-31,2.42,2.46,2.35,2.41,2.41,123686,0.0,1.0
2022-08-30,2.46,2.46,2.35,2.4,2.4,70585,0.0,1.0
2022-08-29,2.5,2.55,2.41,2.44,2.44,154536,0.0,1.0
2022-08-26,2.81,2.81,2.55,2.56,2.56,211068,0.0,1.0
2022-08-25,2.8,2.86,2.69,2.76,2.76,222683,0.0,1.0
2022-08-24,2.48,2.76,2.4001,2.76,2.76,274694,0.0,1.0
2022-08-23,2.42,2.5,2.35,2.41,2.41,218078,0.0,1.0
2022-08-22,2.5,2.5,2.37,2.47,2.47,157691,0.0,1.0
2022-08-19,2.74,2.74,2.5,2.52,2.52,252483,0.0,1.0
2022-08-18,2.8,2.8,2.63,2.74,2.74,249382,0.0,1.0
2022-08-17,2.88,2.88,2.6881,2.8,2.8,271196,0.0,1.0
2022-08-16,2.86,3.05,2.81,2.86,2.86,656242,0.0,1.0
2022-08-15,2.59,3.03,2.5,2.86,2.86,1026744,0.0,1.0
2022-08-12,2.23,2.68,2.19,2.6,2.6,677423,0.0,1.0
2022-08-11,2.15,2.26,2.1101,2.2,2.2,303533,0.0,1.0
2022-08-10,1.93,2.1,1.89,2.09,2.09,245408,0.0,1.0
2022-08-09,1.91,1.92,1.795,1.84,1.84,267857,0.0,1.0
2022-08-08,1.87,1.99,1.8607,1.92,1.92,201545,0.0,1.0
2022-08-05,1.93,1.95,1.81,1.86,1.86,255305,0.0,1.0
2022-08-04,1.95,2.05,1.87,1.97,1.97,380210,0.0,1.0
2022-08-03,1.85,1.94,1.83,1.92,1.92,221019,0.0,1.0
2022-08-02,1.69,1.8899,1.66,1.85,1.85,237694,0.0,1.0
2022-08-01,1.7,1.74,1.665,1.71,1.71,149951,0.0,1.0
2022-07-29,1.72,1.75,1.6499,1.72,1.72,238949,0.0,1.0
2022-07-28,1.74,1.8205,1.68,1.71,1.71,120516,0.0,1.0
2022-07-27,1.68,1.75,1.68,1.73,1.73,190089,0.0,1.0
2022-07-26,1.62,1.75,1.62,1.66,1.66,86916,0.0,1.0
2022-07-25,1.66,1.71,1.64,1.65,1.65,108837,0.0,1.0
2022-07-22,1.82,1.82,1.64,1.68,1.68,187859,0.0,1.0
2022-07-21,1.81,1.88,1.8,1.82,1.82,98024,0.0,1.0
2022-07-20,1.78,1.9,1.7566,1.86,1.86,208869,0.0,1.0
2022-07-19,1.69,1.78,1.69,1.76,1.76,131027,0.0,1.0
2022-07-18,1.68,1.78,1.65,1.66,1.66,285372,0.0,1.0
2022-07-15,1.56,1.68,1.53,1.63,1.63,149634,0.0,1.0
2022-07-14,1.61,1.61,1.56,1.56,1.56,26742,0.0,1.0
2022-07-13,1.5087,1.65,1.48,1.61,1.61,130025,0.0,1.0
2022-07-12,1.56,1.57,1.5,1.52,1.52,131320,0.0,1.0
2022-07-11,1.61,1.6599,1.5,1.5,1.5,131523,0.0,1.0
2022-07-08,1.64,1.6883,1.6,1.63,1.63,98986,0.0,1.0
2022-07-07,1.56,1.6876,1.56,1.62,1.62,202994,0.0,1.0
2022-07-06,1.52,1.58,1.5,1.53,1.53,224374,0.0,1.0
2022-07-05,1.55,1.56,1.49,1.53,1.53,308361,0.0,1.0
2022-07-01,1.55,1.5724,1.509,1.56,1.56,201604,0.0,1.0
2022-06-30,1.66,1.66,1.52,1.55,1.55,217613,0.0,1.0
2022-06-29,1.75,1.75,1.65,1.66,1.66,116304,0.0,1.0
2022-06-28,1.77,1.8869,1.7219,1.75,1.75,179612,0.0,1.0
2022-06-27,1.86,1.885,1.7,1.77,1.77,556263,0.0,1.0
2022-06-24,1.97,2.005,1.83,1.86,1.86,478270,0.0,1.0
2022-06-23,1.96,2.06,1.9,1.975,1.975,274662,0.0,1.0
2022-06-22,1.9,2.06,1.9,1.98,1.98,163572,0.0,1.0
2022-06-21,1.86,1.96,1.81,1.93,1.93,237755,0.0,1.0
2022-06-17,1.87,1.96,1.81,1.86,1.86,226233,0.0,1.0
2022-06-16,1.9,1.94,1.82,1.83,1.83,180878,0.0,1.0
2022-06-15,1.95,2.01,1.91,1.98,1.98,352256,0.0,1.0
2022-06-14,2.01,2.0193,1.91,1.94,1.94,315319,0.0,1.0
2022-06-13,2.04,2.07,1.86,1.98,1.98,328801,0.0,1.0
2022-06-10,2.2,2.201,2.05,2.09,2.09,318759,0.0,1.0
2022-06-09,2.38,2.39,2.22,2.24,2.24,199048,0.0,1.0
2022-06-08,2.24,2.55,2.24,2.44,2.44,264375,0.0,1.0
2022-06-07,2.16,2.38,2.15,2.29,2.29,225485,0.0,1.0
2022-06-06,2.26,2.2915,2.16,2.18,2.18,137019,0.0,1.0
2022-06-03,2.31,2.32,2.22,2.25,2.25,197324,0.0,1.0
2022-06-02,2.28,2.4,2.25,2.31,2.31,257346,0.0,1.0
2022-06-01,2.37,2.4,2.23,2.29,2.29,202070,0.0,1.0
2022-05-31,2.29,2.39,2.24,2.37,2.37,216174,0.0,1.0
2022-05-27,2.32,2.33,2.22,2.25,2.25,160343,0.0,1.0
2022-05-26,2.2,2.35,2.18,2.3,2.3,197650,0.0,1.0
2022-05-25,2.12,2.195,2.12,2.19,2.19,74400,0.0,1.0
2022-05-24,2.26,2.26,2.12,2.16,2.16,190458,0.0,1.0
2022-05-23,2.3,2.35,2.23,2.24,2.24,114928,0.0,1.0
2022-05-20,2.5,2.5,2.26,2.29,2.29,156856,0.0,1.0
2022-05-19,2.38,2.53,2.28,2.48,2.48,216948,0.0,1.0
2022-05-18,2.45,2.56,2.37,2.38,2.38,74674,0.0,1.0
2022-05-17,2.35,2.48,2.35,2.47,2.47,138025,0.0,1.0
2022-05-16,2.3,2.43,2.271,2.33,2.33,165278,0.0,1.0
2022-05-13,2.26,2.33,2.25,2.33,2.33,192246,0.0,1.0
2022-05-12,2.11,2.26,2.06,2.175,2.175,199034,0.0,1.0
2022-05-11,2.25,2.31,2.03,2.12,2.12,356581,0.0,1.0
2022-05-10,2.24,2.3262,2.14,2.28,2.28,249525,0.0,1.0
2022-05-09,2.46,2.47,2.01,2.21,2.21,456570,0.0,1.0
2022-05-06,2.59,2.67,2.42,2.53,2.53,305187,0.0,1.0
2022-05-05,2.79,2.85,2.61,2.61,2.61,220130,0.0,1.0
2022-05-04,2.76,2.86,2.66,2.85,2.85,164402,0.0,1.0
2022-05-03,2.58,2.8,2.58,2.77,2.77,246372,0.0,1.0
2022-05-02,2.54,2.6,2.52,2.59,2.59,326946,0.0,1.0
2022-04-29,2.53,2.72,2.53,2.57,2.57,97425,0.0,1.0
2022-04-28,2.56,2.66,2.45,2.58,2.58,364662,0.0,1.0
2022-04-27,2.68,2.68,2.48,2.5,2.5,489347,0.0,1.0
2022-04-26,2.8,2.81,2.62,2.68,2.68,304018,0.0,1.0
2022-04-25,2.85,2.876,2.76,2.8,2.8,202305,0.0,1.0
2022-04-22,2.94,2.985,2.76,2.84,2.84,255934,0.0,1.0
2022-04-21,3.15,3.15,2.95,2.96,2.96,309824,0.0,1.0
2022-04-20,3.0,3.12,2.97,3.07,3.07,292772,0.0,1.0
2022-04-19,3.07,3.075,2.99,3.02,3.02,135727,0.0,1.0
2022-04-18,3.05,3.11,2.95,3.04,3.04,292196,0.0,1.0
2022-04-14,3.05,3.12,3.03,3.03,3.03,158523,0.0,1.0
2022-04-13,3.04,3.1099,3.03,3.09,3.09,77003,0.0,1.0
2022-04-12,3.1,3.14,3.02,3.03,3.03,192050,0.0,1.0
2022-04-11,3.09,3.14,3.0,3.07,3.07,90915,0.0,1.0
2022-04-08,3.21,3.21,3.09,3.1,3.1,159896,0.0,1.0
2022-04-07,3.19,3.2438,3.11,3.22,3.22,215960,0.0,1.0
2022-04-06,3.22,3.28,3.15,3.15,3.15,260372,0.0,1.0
2022-04-05,3.42,3.42,3.29,3.3,3.3,219814,0.0,1.0
2022-04-04,3.31,3.47,3.22,3.41,3.41,286263,0.0,1.0
2022-04-01,3.66,3.741,3.29,3.31,3.31,506073,0.0,1.0
2022-03-31,3.5,3.68,3.4876,3.65,3.65,332392,0.0,1.0
2022-03-30,3.33,3.62,3.31,3.49,3.49,625546,0.0,1.0
2022-03-29,3.29,3.39,3.29,3.34,3.34,117997,0.0,1.0
2022-03-28,3.27,3.27,3.11,3.24,3.24,303914,0.0,1.0
2022-03-25,3.36,3.37,3.23,3.27,3.27,201783,0.0,1.0
2022-03-24,3.38,3.38,3.22,3.36,3.36,178916,0.0,1.0
2022-03-23,3.35,3.45,3.25,3.34,3.34,248256,0.0,1.0
2022-03-22,3.34,3.48,3.3,3.3,3.3,143943,0.0,1.0
2022-03-21,3.57,3.61,3.3,3.33,3.33,307859,0.0,1.0
2022-03-18,3.28,3.64,3.28,3.61,3.61,378101,0.0,1.0
2022-03-17,3.26,3.37,3.19,3.32,3.32,138948,0.0,1.0
2022-03-16,3.175,3.34,3.11,3.28,3.28,277181,0.0,1.0
2022-03-15,3.0,3.17,3.0,3.14,3.14,144218,0.0,1.0
2022-03-14,3.46,3.46,3.0,3.02,3.02,732794,0.0,1.0
2022-03-11,3.67,3.67,3.45,3.45,3.45,148528,0.0,1.0
2022-03-10,3.62,3.64,3.5,3.6,3.6,189450,0.0,1.0
2022-03-09,3.78,3.89,3.7,3.72,3.72,218136,0.0,1.0
2022-03-08,3.56,3.785,3.52,3.73,3.73,382751,0.0,1.0
2022-03-07,3.44,3.64,3.4,3.56,3.56,192618,0.0,1.0
2022-03-04,3.55,3.59,3.41,3.41,3.41,400393,0.0,1.0
2022-03-03,3.7,3.711,3.58,3.6,3.6,181583,0.0,1.0
2022-03-02,3.62,3.73,3.51,3.7,3.7,214741,0.0,1.0
2022-03-01,3.6,3.65,3.49,3.62,3.62,301807,0.0,1.0
2022-02-28,3.4,3.65,3.34,3.63,3.63,468692,0.0,1.0
2022-02-25,3.79,3.825,3.4,3.45,3.45,1404344,0.0,1.0
2022-02-24,3.74,4.07,3.49,4.06,4.06,771907,0.0,1.0
2022-02-23,4.0,4.09,3.81,3.84,3.84,332957,0.0,1.0
2022-02-22,4.2,4.3299,3.93,3.96,3.96,787880,0.0,1.0
2022-02-18,4.19,4.56,4.19,4.37,4.37,711890,0.0,1.0
2022-02-17,4.28,4.53,4.155,4.22,4.22,548504,0.0,1.0
2022-02-16,3.87,4.39,3.83,4.31,4.31,876630,0.0,1.0
2022-02-15,3.69,3.935,3.69,3.89,3.89,272739,0.0,1.0
2022-02-14,3.78,3.81,3.6325,3.64,3.64,449414,0.0,1.0
2022-02-11,3.91,3.98,3.8,3.81,3.81,331044,0.0,1.0
2022-02-10,3.96,4.13,3.92,3.93,3.93,260131,0.0,1.0
2022-02-09,3.9,4.11,3.9,4.05,4.05,411073,0.0,1.0
2022-02-08,3.94,4.0,3.835,3.87,3.87,597590,0.0,1.0
2022-02-07,3.95,4.01,3.84,3.93,3.93,534651,0.0,1.0
2022-02-04,3.85,3.99,3.78,3.95,3.95,244801,0.0,1.0
2022-02-03,3.91,3.9534,3.83,3.85,3.85,207913,0.0,1.0
2022-02-02,4.15,4.2,3.87,4.0,4.0,236097,0.0,1.0
2022-02-01,4.13,4.23,4.05,4.12,4.12,364396,0.0,1.0
2022-01-31,3.84,4.1,3.84,4.1,4.1,280547,0.0,1.0
2022-01-28,3.76,3.82,3.66,3.82,3.82,228196,0.0,1.0
2022-01-27,3.99,3.99,3.75,3.77,3.77,350085,0.0,1.0
2022-01-26,4.0,4.15,3.86,3.92,3.92,421546,0.0,1.0
2022-01-25,3.97,4.03,3.87,3.95,3.95,335277,0.0,1.0
2022-01-24,3.77,4.0301,3.63,4.02,4.02,802359,0.0,1.0
2022-01-21,3.96,4.03,3.85,3.86,3.86,464846,0.0,1.0
2022-01-20,4.1,4.1499,3.96,3.98,3.98,381249,0.0,1.0
2022-01-19,3.97,4.1399,3.97,4.1,4.1,454224,0.0,1.0
2022-01-18,4.08,4.15,3.96,3.97,3.97,470044,0.0,1.0
2022-01-14,4.19,4.24,4.04,4.11,4.11,755411,0.0,1.0
2022-01-13,4.42,4.42,4.19,4.2,4.2,566318,0.0,1.0
2022-01-12,4.47,4.57,4.41,4.42,4.42,530899,0.0,1.0
2022-01-11,4.32,4.5,4.27,4.41,4.41,529064,0.0,1.0
2022-01-10,4.67,4.67,4.35,4.38,4.38,1007339,0.0,1.0
2022-01-07,4.8,4.847,4.63,4.69,4.69,556672,0.0,1.0
2022-01-06,5.0,5.0721,4.76,4.77,4.77,991395,0.0,1.0
2022-01-05,5.26,5.34,5.01,5.03,5.03,465098,0.0,1.0
2022-01-04,5.3,5.375,5.2,5.29,5.29,549445,0.0,1.0
2022-01-03,5.2,5.305,5.08,5.27,5.27,478578,0.0,1.0
2021-12-31,5.37,5.45,5.12,5.14,5.14,618067,0.0,1.0
2021-12-30,5.29,5.45,5.16,5.35,5.35,609663,0.0,1.0
2021-12-29,5.49,5.5,5.29,5.3,5.3,423595,0.0,1.0
2021-12-28,5.59,5.62,5.46,5.48,5.48,356357,0.0,1.0
2021-12-27,5.61,5.685,5.59,5.59,5.59,559205,0.0,1.0
2021-12-23,5.45,5.65,5.45,5.64,5.64,640851,0.0,1.0
2021-12-22,5.48,5.48,5.32,5.46,5.46,484502,0.0,1.0
2021-12-21,5.4,5.545,5.4,5.47,5.47,393445,0.0,1.0
2021-12-20,5.55,5.55,5.28,5.38,5.38,357430,0.0,1.0
2021-12-17,5.39,5.68,5.29,5.67,5.67,596486,0.0,1.0
2021-12-16,5.76,5.76,5.38,5.44,5.44,503752,0.0,1.0
2021-12-15,5.6,5.74,5.43,5.74,5.74,280205,0.0,1.0
2021-12-14,5.6,5.71,5.54,5.61,5.61,396448,0.0,1.0
2021-12-13,5.73,5.78,5.595,5.69,5.69,321146,0.0,1.0
2021-12-10,6.0,6.07,5.76,5.78,5.78,435397,0.0,1.0
2021-12-09,5.89,6.14,5.87,5.93,5.93,529476,0.0,1.0
2021-12-08,5.65,6.02,5.59,5.91,5.91,362127,0.0,1.0
2021-12-07,5.56,5.74,5.54,5.68,5.68,406008,0.0,1.0
2021-12-06,5.38,5.52,5.2,5.46,5.46,536510,0.0,1.0
2021-12-03,5.52,5.6,5.29,5.4,5.4,536699,0.0,1.0
2021-12-02,5.64,5.745,5.49,5.53,5.53,549374,0.0,1.0
2021-12-01,6.0,6.03,5.61,5.67,5.67,738990,0.0,1.0
2021-11-30,5.93,5.97,5.755,5.91,5.91,484340,0.0,1.0
2021-11-29,6.04,6.065,5.8101,5.95,5.95,409494,0.0,1.0
2021-11-26,5.94,6.08,5.89,6.03,6.03,282161,0.0,1.0
