,AAOI_Open,AAOI_High,AAOI_Low,AAOI_Close,AAOI_Adj Close,AAOI_Volume,AAOI_Dividend Amount,AAOI_Split Coefficient
2017-08-04,75.0,75.0,64.4,64.6,64.6,17035329,0.0,1.0
2017-08-03,95.47,98.13,93.0,97.99,97.99,4219060,0.0,1.0
2017-08-02,100.0,101.3,92.36,93.5,93.5,4441792,0.0,1.0
2017-08-01,97.66,100.5,97.15,99.61,99.61,3094135,0.0,1.0
2017-07-31,98.2,98.37,95.08,97.49,97.49,2087489,0.0,1.0
2017-07-28,94.82,99.0,94.4,96.64,96.64,2614389,0.0,1.0
2017-07-27,99.59,103.41,92.93,97.82,97.82,5852258,0.0,1.0
2017-07-26,96.0,99.98,95.203,98.76,98.76,3325263,0.0,1.0
2017-07-25,97.69,97.71,93.57,96.8,96.8,2884179,0.0,1.0
2017-07-24,90.63,97.75,90.6,95.63,95.63,6745031,0.0,1.0
2017-07-21,90.48,91.768,85.62,89.95,89.95,5001456,0.0,1.0
2017-07-20,93.2,95.67,88.1,88.8,88.8,6056576,0.0,1.0
2017-07-19,91.8,95.43,91.0,92.54,92.54,5856114,0.0,1.0
2017-07-18,83.5,91.46,83.07,90.18,90.18,5517023,0.0,1.0
2017-07-17,85.77,85.879,82.09,84.18,84.18,4181899,0.0,1.0
2017-07-14,78.0,86.36,77.68,84.2,84.2,6845977,0.0,1.0
2017-07-13,77.05,79.98,74.01,78.04,78.04,8220522,0.0,1.0
2017-07-12,70.55,72.95,69.8,72.64,72.64,2627495,0.0,1.0
2017-07-11,68.5,71.0,67.8,70.04,70.04,2807097,0.0,1.0
2017-07-10,67.39,69.05,64.79,68.64,68.64,2547807,0.0,1.0
2017-07-07,62.12,68.38,62.12,67.3,67.3,3756524,0.0,1.0
2017-07-06,59.7,62.8167,59.15,61.47,61.47,1539652,0.0,1.0
2017-07-05,61.65,62.6,60.2,60.62,60.62,1476797,0.0,1.0
2017-07-03,62.41,63.75,61.04,61.39,61.39,971079,0.0,1.0
2017-06-30,61.74,63.62,60.43,61.79,61.79,2396091,0.0,1.0
2017-06-29,60.16,60.854,58.77,60.0,60.0,1361860,0.0,1.0
2017-06-28,59.62,61.19,58.0,61.0,61.0,1977369,0.0,1.0
2017-06-27,61.3,62.229,58.268,58.44,58.44,2741784,0.0,1.0
2017-06-26,65.01,65.01,60.765,61.59,61.59,4643403,0.0,1.0
2017-06-23,63.6,67.18,63.35,65.87,65.87,2517838,0.0,1.0
2017-06-22,63.06,63.945,61.92,63.58,63.58,1283395,0.0,1.0
2017-06-21,61.1,64.3,61.09,63.1,63.1,1828870,0.0,1.0
2017-06-20,63.23,63.75,60.89,61.08,61.08,1996255,0.0,1.0
2017-06-19,63.3,65.23,62.291,63.2,63.2,2572770,0.0,1.0
2017-06-16,62.23,63.15,60.1,62.88,62.88,2937329,0.0,1.0
2017-06-15,58.25,62.99,57.55,62.23,62.23,3929535,0.0,1.0
2017-06-14,64.0,64.9,59.61,60.95,60.95,3725458,0.0,1.0
2017-06-13,66.71,67.848,63.25,63.85,63.85,3173107,0.0,1.0
2017-06-12,63.52,66.89,60.02,64.61,64.61,4910968,0.0,1.0
2017-06-09,73.89,74.0,62.04,64.71,64.71,5228904,0.0,1.0
2017-06-08,71.73,73.17,70.71,73.14,73.14,2035757,0.0,1.0
2017-06-07,73.3,73.87,70.03,71.48,71.48,2749839,0.0,1.0
2017-06-06,71.35,75.59,70.5,73.41,73.41,2859251,0.0,1.0
2017-06-05,74.96,75.0,71.8,72.44,72.44,2725406,0.0,1.0
2017-06-02,72.05,74.73,71.76,74.68,74.68,3974740,0.0,1.0
2017-06-01,70.05,71.36,69.44,70.01,70.01,1845352,0.0,1.0
2017-05-31,71.07,71.65,68.72,69.82,69.82,2390957,0.0,1.0
2017-05-30,71.2,71.81,69.11,70.48,70.48,2276558,0.0,1.0
2017-05-26,67.37,72.95,67.116,71.51,71.51,3877279,0.0,1.0
2017-05-25,68.8,69.89,66.3,67.88,67.88,2552929,0.0,1.0
2017-05-24,68.25,70.23,67.86,68.63,68.63,2003700,0.0,1.0
2017-05-23,71.6,71.7,67.06,69.15,69.15,3744252,0.0,1.0
2017-05-22,66.0,71.34,65.8,71.24,71.24,6745276,0.0,1.0
2017-05-19,64.74,65.93,63.5,63.54,63.54,2249458,0.0,1.0
2017-05-18,60.06,65.3,58.96,63.98,63.98,3921392,0.0,1.0
2017-05-17,63.04,64.0,60.1,61.38,61.38,3471294,0.0,1.0
2017-05-16,64.11,65.24,62.53,64.97,64.97,2495066,0.0,1.0
2017-05-15,65.8,66.4,63.25,64.01,64.01,3087272,0.0,1.0
2017-05-12,64.24,67.01,63.215,65.45,65.45,3001893,0.0,1.0
2017-05-11,64.05,65.33,62.08,64.23,64.23,3518926,0.0,1.0
2017-05-10,61.81,65.0,61.36,64.97,64.97,3918445,0.0,1.0
2017-05-09,57.75,62.64,56.01,62.11,62.11,5025691,0.0,1.0
2017-05-08,57.15,60.0,56.55,57.39,57.39,5299027,0.0,1.0
2017-05-05,51.53,56.3,48.5,55.96,55.96,10842043,0.0,1.0
2017-05-04,47.3,48.75,46.34,46.81,46.81,2632545,0.0,1.0
2017-05-03,45.99,46.92,45.01,46.47,46.47,2099826,0.0,1.0
2017-05-02,49.98,50.3,46.27,47.3,47.3,2595808,0.0,1.0
2017-05-01,50.25,52.1,49.33,50.13,50.13,3231276,0.0,1.0
2017-04-28,48.84,49.8,48.2,49.39,49.39,1377682,0.0,1.0
2017-04-27,47.85,49.83,46.92,49.36,49.36,2347017,0.0,1.0
2017-04-26,49.45,49.84,46.75,47.47,47.47,3017308,0.0,1.0
2017-04-25,48.21,49.85,47.74,49.4,49.4,3403557,0.0,1.0
2017-04-24,46.83,48.89,45.83,48.78,48.78,6039861,0.0,1.0
2017-04-21,45.86,47.14,44.75,45.54,45.54,4223944,0.0,1.0
2017-04-20,43.93,44.35,43.5,44.31,44.31,972635,0.0,1.0
2017-04-19,44.34,44.899,43.08,43.73,43.73,1678258,0.0,1.0
2017-04-18,42.6,44.65,42.43,44.2,44.2,2232944,0.0,1.0
2017-04-17,45.51,46.369,43.19,43.33,43.33,3987095,0.0,1.0
2017-04-13,49.85,50.0,44.64,45.3,45.3,13208386,0.0,1.0
2017-04-12,42.04,42.489,40.28,40.82,40.82,2502981,0.0,1.0
2017-04-11,44.43,44.7,41.79,42.38,42.38,1960460,0.0,1.0
2017-04-10,45.32,46.1,43.7,44.46,44.46,1386331,0.0,1.0
2017-04-07,46.0,47.138,44.02,44.68,44.68,1866386,0.0,1.0
2017-04-06,44.76,47.71,44.6,46.31,46.31,2988731,0.0,1.0
2017-04-05,51.3,51.55,44.54,44.68,44.68,6126937,0.0,1.0
2017-04-04,53.21,53.9,50.56,51.19,51.19,1897538,0.0,1.0
2017-04-03,56.92,57.9,53.17,53.47,53.47,1627378,0.0,1.0
2017-03-31,55.35,56.54,54.171,56.15,56.15,2467491,0.0,1.0
2017-03-30,58.07,58.537,53.28,55.35,55.35,2586054,0.0,1.0
2017-03-29,59.18,59.418,57.5,58.02,58.02,1129280,0.0,1.0
2017-03-28,60.02,60.09,57.12,58.56,58.56,2109427,0.0,1.0
2017-03-27,53.84,60.19,52.57,59.88,59.88,3697717,0.0,1.0
2017-03-24,51.78,55.719,51.78,55.02,55.02,2127582,0.0,1.0
2017-03-23,52.9,53.15,50.91,51.51,51.51,1399790,0.0,1.0
2017-03-22,48.02,53.09,47.06,52.63,52.63,2207297,0.0,1.0
2017-03-21,50.48,51.97,48.06,48.23,48.23,1315045,0.0,1.0
2017-03-20,51.37,51.49,49.09,50.33,50.33,1098369,0.0,1.0
2017-03-17,48.0,50.99,47.701,50.77,50.77,1828820,0.0,1.0
2017-03-16,47.8,48.3,46.61,47.96,47.96,1216141,0.0,1.0
2017-03-15,48.27,49.15,46.9,47.4,47.4,1448200,0.0,1.0
2017-03-14,50.57,50.65,47.87,48.19,48.19,1139373,0.0,1.0
2017-03-13,51.15,51.55,49.81,51.06,51.06,766453,0.0,1.0
2017-03-10,52.01,52.46,49.42,50.92,50.92,1418670,0.0,1.0
2017-03-09,52.44,54.31,51.52,52.66,52.66,1019831,0.0,1.0
2017-03-08,54.85,54.947,51.5,52.56,52.56,1283917,0.0,1.0
2017-03-07,51.31,56.14,50.54,54.54,54.54,1902776,0.0,1.0
2017-03-06,52.75,52.75,50.5,51.46,51.46,1296956,0.0,1.0
2017-03-03,50.0,53.98,49.88,53.32,53.32,2676060,0.0,1.0
2017-03-02,46.97,49.25,46.69,49.23,49.23,1533682,0.0,1.0
2017-03-01,46.42,47.72,45.898,46.85,46.85,1025891,0.0,1.0
2017-02-28,47.56,48.75,45.6,45.92,45.92,1406535,0.0,1.0
2017-02-27,46.05,47.78,44.42,47.46,47.46,1876209,0.0,1.0
2017-02-24,42.11,49.34,40.55,45.98,45.98,6549770,0.0,1.0
2017-02-23,37.73,38.26,36.33,37.47,37.47,1023358,0.0,1.0
2017-02-22,37.7,38.3,37.07,37.12,37.12,656012,0.0,1.0
2017-02-21,38.03,38.89,37.18,37.57,37.57,974925,0.0,1.0
2017-02-17,35.43,37.73,35.057,37.27,37.27,629469,0.0,1.0
2017-02-16,36.18,36.18,35.16,35.79,35.79,358254,0.0,1.0
2017-02-15,36.65,36.65,35.36,35.97,35.97,709752,0.0,1.0
2017-02-14,34.01,36.7,34.01,36.38,36.38,1006096,0.0,1.0
2017-02-13,33.53,35.57,33.12,33.92,33.92,1043335,0.0,1.0
2017-02-10,31.74,32.88,31.04,32.66,32.66,527900,0.0,1.0
2017-02-09,31.4,32.6,31.15,31.75,31.75,441370,0.0,1.0
2017-02-08,31.5,31.575,30.68,31.34,31.34,387421,0.0,1.0
2017-02-07,32.2,32.21,31.23,31.56,31.56,383995,0.0,1.0
2017-02-06,31.91,32.79,31.376,31.79,31.79,439488,0.0,1.0
2017-02-03,31.41,32.68,31.11,32.6,32.6,418362,0.0,1.0
2017-02-02,30.95,31.7,30.444,31.31,31.31,384773,0.0,1.0
2017-02-01,31.3,31.36,30.51,30.93,30.93,256485,0.0,1.0
2017-01-31,30.11,30.92,29.4,30.76,30.76,521139,0.0,1.0
2017-01-30,31.32,31.4453,29.54,30.41,30.41,491447,0.0,1.0
2017-01-27,31.2,31.4645,30.305,31.15,31.15,339974,0.0,1.0
2017-01-26,31.88,32.16,31.26,31.28,31.28,364372,0.0,1.0
2017-01-25,32.25,32.25,31.2,31.71,31.71,445751,0.0,1.0
2017-01-24,31.25,32.56,31.08,32.0,32.0,758775,0.0,1.0
2017-01-23,30.58,31.39,30.01,31.29,31.29,410628,0.0,1.0
2017-01-20,30.58,31.07,29.78,30.58,30.58,547687,0.0,1.0
2017-01-19,31.15,31.15,30.03,30.48,30.48,350789,0.0,1.0
2017-01-18,30.49,31.61,29.81,30.84,30.84,912181,0.0,1.0
2017-01-17,28.89,30.9,28.09,30.44,30.44,1412464,0.0,1.0
2017-01-13,30.5,30.54,27.82,28.22,28.22,1532650,0.0,1.0
2017-01-12,27.1,30.5,26.11,29.86,29.86,4415894,0.0,1.0
2017-01-11,22.86,23.46,22.5,22.72,22.72,382462,0.0,1.0
2017-01-10,22.36,23.32,22.31,22.87,22.87,197876,0.0,1.0
2017-01-09,22.36,22.73,21.88,22.24,22.24,347460,0.0,1.0
2017-01-06,22.99,23.075,22.271,22.42,22.42,221419,0.0,1.0
2017-01-05,23.5,23.51,22.611,22.81,22.81,160756,0.0,1.0
2017-01-04,23.13,23.61,23.13,23.51,23.51,199109,0.0,1.0
2017-01-03,23.71,24.09,22.87,23.1,23.1,268160,0.0,1.0
2016-12-30,24.25,24.25,23.21,23.44,23.44,197141,0.0,1.0
2016-12-29,24.41,24.9442,23.86,24.27,24.27,112431,0.0,1.0
2016-12-28,24.9,24.93,24.31,24.39,24.39,240907,0.0,1.0
2016-12-27,24.95,25.45,24.63,24.72,24.72,249159,0.0,1.0
2016-12-23,24.73,25.1,24.34,24.82,24.82,200158,0.0,1.0
2016-12-22,24.78,25.45,24.33,24.84,24.84,193296,0.0,1.0
2016-12-21,24.49,24.96,24.23,24.74,24.74,148631,0.0,1.0
2016-12-20,25.17,25.2,24.24,24.42,24.42,219685,0.0,1.0
2016-12-19,24.75,25.52,24.75,24.96,24.96,321518,0.0,1.0
2016-12-16,24.59,24.8499,24.03,24.68,24.68,483426,0.0,1.0
2016-12-15,23.82,24.45,23.81,24.4,24.4,332382,0.0,1.0
2016-12-14,24.3,24.45,23.38,23.77,23.77,300709,0.0,1.0
2016-12-13,23.86,24.72,23.73,24.29,24.29,215833,0.0,1.0
2016-12-12,24.7,24.94,23.73,24.13,24.13,260992,0.0,1.0
2016-12-09,25.58,26.26,24.23,24.74,24.74,581835,0.0,1.0
2016-12-08,24.5,25.33,24.3975,24.9,24.9,359541,0.0,1.0
2016-12-07,23.65,24.55,23.63,24.39,24.39,552097,0.0,1.0
2016-12-06,23.93,23.93,22.92,23.4,23.4,280357,0.0,1.0
2016-12-05,23.27,24.0,23.14,23.9,23.9,424341,0.0,1.0
2016-12-02,23.4,23.74,22.9035,23.27,23.27,456612,0.0,1.0
2016-12-01,24.79,25.11,23.21,23.395,23.395,374401,0.0,1.0
2016-11-30,25.18,25.6235,24.64,24.77,24.77,285882,0.0,1.0
2016-11-29,25.07,25.41,24.95,25.04,25.04,301395,0.0,1.0
2016-11-28,25.3,25.5701,24.92,25.14,25.14,218935,0.0,1.0
2016-11-25,25.14,25.5,25.0601,25.47,25.47,153527,0.0,1.0
2016-11-23,25.85,25.85,24.85,25.15,25.15,559407,0.0,1.0
2016-11-22,26.2,26.43,24.85,26.0,26.0,1509395,0.0,1.0
2016-11-21,26.9,27.28,25.54,26.21,26.21,301518,0.0,1.0
2016-11-18,26.13,26.87,25.9,26.63,26.63,379031,0.0,1.0
2016-11-17,25.98,26.15,25.36,26.15,26.15,532264,0.0,1.0
2016-11-16,25.3,26.09,24.7,26.08,26.08,635015,0.0,1.0
2016-11-15,24.14,25.27,24.03,24.7,24.7,443248,0.0,1.0
2016-11-14,25.22,25.5,24.47,24.6,24.6,547699,0.0,1.0
2016-11-11,23.25,25.2,23.25,24.97,24.97,704526,0.0,1.0
2016-11-10,23.62,24.0657,22.73,23.58,23.58,474940,0.0,1.0
2016-11-09,22.0,23.78,21.66,23.55,23.55,443489,0.0,1.0
2016-11-08,23.18,23.37,22.01,22.76,22.76,706503,0.0,1.0
2016-11-07,22.25,23.67,22.0544,23.5,23.5,884639,0.0,1.0
2016-11-04,23.3,23.3,20.63,21.65,21.65,1533549,0.0,1.0
2016-11-03,20.5,21.01,19.7168,20.85,20.85,505459,0.0,1.0
2016-11-02,19.51,21.1,19.205,20.1,20.1,612534,0.0,1.0
2016-11-01,19.25,19.86,18.85,19.15,19.15,249185,0.0,1.0
2016-10-31,19.5,20.01,19.15,19.23,19.23,332700,0.0,1.0
2016-10-28,19.8,20.37,19.55,19.69,19.69,156575,0.0,1.0
2016-10-27,21.63,21.89,19.91,19.99,19.99,346951,0.0,1.0
2016-10-26,21.25,21.869,20.975,21.39,21.39,131123,0.0,1.0
2016-10-25,21.52,21.6134,20.83,21.15,21.15,142712,0.0,1.0
2016-10-24,20.72,21.61,20.662,21.59,21.59,216168,0.0,1.0
2016-10-21,20.63,20.71,20.2197,20.565,20.565,181228,0.0,1.0
2016-10-20,20.13,21.03,20.13,20.75,20.75,194929,0.0,1.0
2016-10-19,20.01,20.33,19.98,20.295,20.295,241360,0.0,1.0
2016-10-18,20.1,20.36,19.814,20.05,20.05,443617,0.0,1.0
2016-10-17,20.25,20.338,20.0,20.03,20.03,143981,0.0,1.0
2016-10-14,20.4,21.22,20.17,20.29,20.29,207053,0.0,1.0
2016-10-13,21.2,21.2,19.83,20.16,20.16,502724,0.0,1.0
2016-10-12,22.0,22.0624,20.57,21.43,21.43,348134,0.0,1.0
2016-10-11,23.08,23.2,21.82,22.04,22.04,358688,0.0,1.0
2016-10-10,23.04,23.35,22.93,23.15,23.15,198609,0.0,1.0
2016-10-07,23.05,23.1,22.62,22.72,22.72,162970,0.0,1.0
2016-10-06,23.02,23.4,22.9101,23.05,23.05,317339,0.0,1.0
2016-10-05,22.06,24.18,21.786,23.26,23.26,763328,0.0,1.0
2016-10-04,21.58,22.03,21.265,21.63,21.63,262242,0.0,1.0
2016-10-03,22.0,22.08,21.13,21.44,21.44,282389,0.0,1.0
2016-09-30,20.77,22.4,20.77,22.21,22.21,636432,0.0,1.0
2016-09-29,21.22,21.32,20.9,20.96,20.96,187900,0.0,1.0
2016-09-28,21.35,21.62,20.96,21.22,21.22,398716,0.0,1.0
2016-09-27,21.04,21.49,21.04,21.31,21.31,242964,0.0,1.0
2016-09-26,21.11,21.6,20.85,21.01,21.01,409476,0.0,1.0
2016-09-23,20.76,21.54,20.7,21.14,21.14,427769,0.0,1.0
2016-09-22,22.0,22.47,20.63,20.84,20.84,758401,0.0,1.0
2016-09-21,21.32,21.81,21.2,21.76,21.76,507969,0.0,1.0
2016-09-20,22.1,22.18,20.65,21.26,21.26,631333,0.0,1.0
2016-09-19,21.81,22.3,21.66,22.03,22.03,421297,0.0,1.0
2016-09-16,21.41,21.75,20.91,21.7,21.7,449498,0.0,1.0
2016-09-15,21.64,22.32,21.31,21.65,21.65,590043,0.0,1.0
2016-09-14,20.23,21.72,20.05,21.6,21.6,893444,0.0,1.0
2016-09-13,20.07,20.46,19.67,20.3,20.3,395291,0.0,1.0
2016-09-12,19.31,20.63,18.7,20.42,20.42,810958,0.0,1.0
2016-09-09,20.1,20.53,19.57,19.63,19.63,629110,0.0,1.0
2016-09-08,20.4,20.4,19.64,20.02,20.02,537419,0.0,1.0
2016-09-07,21.15,21.18,19.58,19.85,19.85,1721381,0.0,1.0
2016-09-06,17.39,17.64,17.04,17.41,17.41,286101,0.0,1.0
2016-09-02,17.36,17.85,17.17,17.51,17.51,352142,0.0,1.0
2016-09-01,16.94,17.45,16.64,17.14,17.14,259890,0.0,1.0
2016-08-31,17.06,17.25,16.67,16.85,16.85,368343,0.0,1.0
2016-08-30,15.93,17.08,15.93,16.99,16.99,274779,0.0,1.0
2016-08-29,16.47,17.17,16.09,16.85,16.85,643435,0.0,1.0
2016-08-26,16.0,16.42,15.59,16.37,16.37,610002,0.0,1.0
2016-08-25,15.35,16.43,14.66,16.11,16.11,1753406,0.0,1.0
2016-08-24,13.97,14.2279,13.86,13.88,13.88,143740,0.0,1.0
2016-08-23,13.82,14.19,13.74,14.02,14.02,176032,0.0,1.0
2016-08-22,13.66,13.68,13.3422,13.64,13.64,101244,0.0,1.0
2016-08-19,13.33,13.82,13.08,13.74,13.74,286345,0.0,1.0
2016-08-18,13.17,13.437,13.06,13.34,13.34,448388,0.0,1.0
2016-08-17,13.97,13.97,13.27,13.31,13.31,242181,0.0,1.0
2016-08-16,14.02,14.18,13.92,14.0,14.0,265150,0.0,1.0
2016-08-15,14.05,14.18,13.85,14.03,14.03,240524,0.0,1.0
2016-08-12,13.58,14.05,13.43,14.01,14.01,494196,0.0,1.0
2016-08-11,13.74,13.82,13.47,13.55,13.55,371995,0.0,1.0
2016-08-10,14.09,14.09,13.46,13.6,13.6,297688,0.0,1.0
2016-08-09,14.25,14.41,13.93,13.97,13.97,402346,0.0,1.0
2016-08-08,14.79,14.94,14.2,14.29,14.29,339307,0.0,1.0
2016-08-05,14.66,15.25,14.02,14.79,14.79,1520694,0.0,1.0
2016-08-04,12.28,12.889,12.28,12.82,12.82,367727,0.0,1.0
2016-08-03,11.79,12.365,11.67,12.27,12.27,241510,0.0,1.0
2016-08-02,12.12,12.3,11.6,11.64,11.64,199390,0.0,1.0
2016-08-01,11.75,12.21,11.75,12.1,12.1,380562,0.0,1.0
2016-07-29,12.23,12.28,11.77,11.84,11.84,303739,0.0,1.0
2016-07-28,12.6,12.78,12.22,12.23,12.23,185405,0.0,1.0
2016-07-27,13.31,13.52,12.51,12.74,12.74,201052,0.0,1.0
2016-07-26,12.36,12.79,12.36,12.67,12.67,253161,0.0,1.0
2016-07-25,12.27,12.49,12.165,12.33,12.33,191061,0.0,1.0
2016-07-22,12.11,12.27,12.02,12.24,12.24,157297,0.0,1.0
2016-07-21,11.86,12.21,11.7512,12.06,12.06,244329,0.0,1.0
2016-07-20,11.94,11.95,11.51,11.86,11.86,252359,0.0,1.0
2016-07-19,11.73,11.78,11.5,11.51,11.51,97649,0.0,1.0
2016-07-18,11.9,12.05,11.66,11.76,11.76,206655,0.0,1.0
2016-07-15,11.65,11.88,11.384,11.76,11.76,214817,0.0,1.0
2016-07-14,11.71,11.785,11.451,11.56,11.56,216989,0.0,1.0
2016-07-13,11.62,11.79,11.52,11.58,11.58,202362,0.0,1.0
2016-07-12,11.24,11.6,10.78,11.56,11.56,344586,0.0,1.0
2016-07-11,11.49,11.53,10.86,11.07,11.07,459554,0.0,1.0
2016-07-08,11.2,11.48,11.19,11.3,11.3,228073,0.0,1.0
2016-07-07,10.82,11.2,10.82,11.1,11.1,177636,0.0,1.0
2016-07-06,10.44,11.005,10.34,10.77,10.77,294766,0.0,1.0
2016-07-05,11.07,11.07,10.37,10.6,10.6,283695,0.0,1.0
2016-07-01,11.1,11.5,10.96,11.22,11.22,196282,0.0,1.0
2016-06-30,10.44,11.17,10.44,11.15,11.15,399801,0.0,1.0
2016-06-29,10.18,10.4886,10.0,10.4,10.4,210614,0.0,1.0
2016-06-28,9.53,9.92,9.52,9.9,9.9,204560,0.0,1.0
2016-06-27,9.77,9.77,9.07,9.2,9.2,452869,0.0,1.0
2016-06-24,9.86,9.9658,9.7,9.82,9.82,589602,0.0,1.0
2016-06-23,10.39,10.53,10.29,10.51,10.51,227033,0.0,1.0
2016-06-22,10.1,10.35,10.06,10.3,10.3,279055,0.0,1.0
2016-06-21,10.25,10.265,9.92,10.1,10.1,152430,0.0,1.0
2016-06-20,10.28,10.67,10.17,10.2,10.2,327658,0.0,1.0
2016-06-17,10.25,10.26,9.85,9.87,9.87,412495,0.0,1.0
2016-06-16,10.14,10.19,9.8,10.15,10.15,499587,0.0,1.0
2016-06-15,9.9,10.54,9.86,10.19,10.19,293021,0.0,1.0
2016-06-14,9.87,10.33,9.78,9.95,9.95,353544,0.0,1.0
2016-06-13,10.17,10.55,9.9,9.95,9.95,340580,0.0,1.0
2016-06-10,10.65,10.8975,10.12,10.26,10.26,438229,0.0,1.0
2016-06-09,11.38,11.525,10.63,10.76,10.76,327857,0.0,1.0
2016-06-08,11.33,11.54,11.29,11.44,11.44,306987,0.0,1.0
2016-06-07,11.36,11.64,11.25,11.41,11.41,258566,0.0,1.0
2016-06-06,10.94,11.55,10.94,11.41,11.41,505697,0.0,1.0
2016-06-03,10.95,11.135,10.61,10.96,10.96,406768,0.0,1.0
2016-06-02,10.6,11.1705,10.56,11.04,11.04,411591,0.0,1.0
2016-06-01,10.5,10.7,10.28,10.47,10.47,666345,0.0,1.0
2016-05-31,10.35,10.76,10.3,10.55,10.55,419975,0.0,1.0
2016-05-27,10.13,10.295,9.85,10.18,10.18,371875,0.0,1.0
2016-05-26,10.11,10.355,10.05,10.2,10.2,425146,0.0,1.0
2016-05-25,10.18,10.265,9.795,10.11,10.11,472048,0.0,1.0
2016-05-24,10.0,10.35,9.78,10.2,10.2,483143,0.0,1.0
2016-05-23,9.19,10.117,9.16,9.97,9.97,480782,0.0,1.0
2016-05-20,8.88,9.19,8.84,9.12,9.12,326801,0.0,1.0
2016-05-19,9.23,9.505,8.7,8.8,8.8,474536,0.0,1.0
2016-05-18,9.12,9.6,9.12,9.37,9.37,368487,0.0,1.0
2016-05-17,9.29,9.555,9.17,9.23,9.23,379451,0.0,1.0
2016-05-16,9.15,9.6,9.15,9.32,9.32,499015,0.0,1.0
2016-05-13,8.84,9.48,8.815,9.15,9.15,535340,0.0,1.0
2016-05-12,9.08,9.34,8.74,8.84,8.84,801685,0.0,1.0
2016-05-11,8.45,9.24,8.435,9.14,9.14,951733,0.0,1.0
2016-05-10,8.9,9.15,8.08,8.49,8.49,1899201,0.0,1.0
2016-05-09,10.6,10.725,10.26,10.26,10.26,455803,0.0,1.0
2016-05-06,10.58,10.7,10.34,10.56,10.56,268239,0.0,1.0
2016-05-05,10.65,10.87,10.35,10.6,10.6,316773,0.0,1.0
2016-05-04,10.64,10.92,10.54,10.61,10.61,375640,0.0,1.0
2016-05-03,11.04,11.215,10.56,10.65,10.65,445558,0.0,1.0
2016-05-02,11.21,11.37,10.76,11.12,11.12,509160,0.0,1.0
2016-04-29,11.31,11.475,11.0,11.2,11.2,526785,0.0,1.0
2016-04-28,11.31,11.78,11.22,11.34,11.34,588020,0.0,1.0
2016-04-27,10.9,11.5,10.82,11.44,11.44,330909,0.0,1.0
2016-04-26,11.15,11.15,10.65,10.9,10.9,706135,0.0,1.0
2016-04-25,11.51,11.53,11.05,11.08,11.08,392216,0.0,1.0
2016-04-22,11.05,11.6,11.05,11.59,11.59,515831,0.0,1.0
2016-04-21,11.54,11.54,11.01,11.01,11.01,567878,0.0,1.0
2016-04-20,11.7,11.82,11.25,11.38,11.38,1118308,0.0,1.0
2016-04-19,12.74,12.86,11.61,11.72,11.72,5064102,0.0,1.0
2016-04-18,15.79,16.11,15.64,16.11,16.11,160392,0.0,1.0
2016-04-15,16.18,16.18,15.76,15.82,15.82,125082,0.0,1.0
2016-04-14,16.1,16.48,15.92,16.25,16.25,126640,0.0,1.0
2016-04-13,15.58,16.31,15.51,16.04,16.04,268605,0.0,1.0
2016-04-12,16.0,16.0183,15.23,15.42,15.42,254650,0.0,1.0
2016-04-11,15.82,16.44,15.58,15.91,15.91,274912,0.0,1.0
2016-04-08,15.05,15.86,14.82,15.73,15.73,383542,0.0,1.0
2016-04-07,14.74,15.03,14.53,14.7,14.7,175597,0.0,1.0
2016-04-06,14.8,15.13,14.27,14.88,14.88,179426,0.0,1.0
2016-04-05,14.89,15.18,14.26,14.74,14.74,282875,0.0,1.0
2016-04-04,15.05,15.54,14.83,15.09,15.09,243050,0.0,1.0
2016-04-01,14.72,15.38,14.69,15.04,15.04,190262,0.0,1.0
2016-03-31,15.21,15.25,14.71,14.91,14.91,237717,0.0,1.0
2016-03-30,15.3,15.55,15.14,15.27,15.27,433428,0.0,1.0
2016-03-29,15.1,15.2,14.64,15.05,15.05,546913,0.0,1.0
2016-03-28,15.9,15.98,15.11,15.2,15.2,243394,0.0,1.0
2016-03-24,15.89,16.13,15.4,15.79,15.79,375781,0.0,1.0
2016-03-23,16.16,16.83,15.79,16.02,16.02,506011,0.0,1.0
2016-03-22,17.28,17.32,15.81,16.16,16.16,540551,0.0,1.0
2016-03-21,17.53,17.91,17.45,17.46,17.46,159976,0.0,1.0
2016-03-18,17.76,17.93,17.32,17.56,17.56,194019,0.0,1.0
2016-03-17,17.29,17.94,17.19,17.65,17.65,160248,0.0,1.0
2016-03-16,16.83,17.4999,16.5,17.4,17.4,175116,0.0,1.0
2016-03-15,17.23,17.33,16.81,16.91,16.91,148349,0.0,1.0
2016-03-14,17.57,18.09,17.44,17.45,17.45,163059,0.0,1.0
2016-03-11,17.54,17.63,17.18,17.61,17.61,128629,0.0,1.0
2016-03-10,17.05,17.27,16.7,17.04,17.04,151625,0.0,1.0
2016-03-09,17.14,17.22,16.77,17.02,17.02,161974,0.0,1.0
2016-03-08,17.84,17.84,16.96,16.99,16.99,161142,0.0,1.0
2016-03-07,18.15,18.48,17.89,18.12,18.12,196873,0.0,1.0
2016-03-04,18.27,18.79,17.96,18.24,18.24,210398,0.0,1.0
2016-03-03,18.29,18.57,18.01,18.32,18.32,155066,0.0,1.0
2016-03-02,18.32,18.5,18.12,18.29,18.29,252845,0.0,1.0
2016-03-01,18.17,18.42,17.7,18.33,18.33,267211,0.0,1.0
