,HUM_Open,HUM_High,HUM_Low,HUM_Close,HUM_Adj Close,HUM_Volume,HUM_Dividend Amount,HUM_Split Coefficient
2024-08-01,361.27,363.75,350.9,358.98,357.979772373081,1919169,0.0,1.0
2024-07-31,365.13,380.89,356.38,361.61,360.602444391972,4377959,0.0,1.0
2024-07-30,392.59,406.09,391.765,404.52,403.392884061393,1715362,0.0,1.0
2024-07-29,391.06,393.34,384.59,392.12,391.027434238489,1297614,0.0,1.0
2024-07-26,387.71,400.54,387.71,392.63,391.53601322314,1003973,0.0,1.0
2024-07-25,392.25,398.37,385.93,386.4,385.323371900826,1116594,0.0,1.0
2024-07-24,385.0,388.83,381.24,386.3,385.223650531287,866030,0.0,1.0
2024-07-23,384.59,388.6,380.02,385.87,384.794848642267,816458,0.0,1.0
2024-07-22,383.0,387.0,380.45,384.96,383.887384179457,702956,0.0,1.0
2024-07-19,386.0,389.33,380.18,387.38,386.300641322314,1075210,0.0,1.0
2024-07-18,398.56,406.46,386.91,388.89,387.806434002361,1873353,0.0,1.0
2024-07-17,391.29,404.37,391.29,402.17,401.049431877214,1832524,0.0,1.0
2024-07-16,395.02,401.11,391.02,395.6,394.497737898465,1773697,0.0,1.0
2024-07-15,393.0,395.08,383.7,384.21,383.13947390791,1567369,0.0,1.0
2024-07-12,380.65,383.1,372.89,382.22,381.155018654073,1071937,0.0,1.0
2024-07-11,377.95,384.4,376.545,379.73,378.671956552538,939789,0.0,1.0
2024-07-10,373.69,379.38,370.31,379.17,378.113516883117,950452,0.0,1.0
2024-07-09,370.1,375.88,365.34,373.36,372.319705312869,1352885,0.0,1.0
2024-07-08,369.04,375.71,367.16,370.43,369.39786918536,977758,0.0,1.0
2024-07-05,364.5,369.42,361.04,368.82,367.792355135773,690242,0.0,1.0
2024-07-03,375.81,376.0,362.78,362.85,361.838989374262,750723,0.0,1.0
2024-07-02,373.78,378.31,373.17,374.82,373.775637308146,1136654,0.0,1.0
2024-07-01,373.46,380.0,371.55,373.49,372.44934309327,1054027,0.0,1.0
2024-06-28,372.13,388.57,370.0,373.65,372.608897284534,5489806,0.885,1.0
2024-06-27,360.11,363.43,358.77,362.98,361.113320614469,664235,0.0,1.0
2024-06-26,357.45,361.8,357.3,361.09,359.233040224471,642710,0.0,1.0
2024-06-25,357.4,358.72,355.69,355.8,353.970244847176,616582,0.0,1.0
2024-06-24,356.76,358.83,353.95,358.04,356.198725309395,1441708,0.0,1.0
2024-06-21,358.41,360.54,354.73,355.48,353.65189049543,1633238,0.0,1.0
2024-06-20,350.71,358.46,349.55,357.42,355.581913752888,1473581,0.0,1.0
2024-06-18,356.34,358.17,349.19,349.55,347.752386414644,693495,0.0,1.0
2024-06-17,355.55,356.9,353.18,355.25,353.423073305113,610018,0.0,1.0
2024-06-14,354.71,359.53,353.17,358.93,357.084148350188,867077,0.0,1.0
2024-06-13,353.53,365.49,349.11,358.1,356.258416750348,1480748,0.0,1.0
2024-06-12,352.75,352.75,348.25,352.38,350.567832712895,1042161,0.0,1.0
2024-06-11,349.79,354.62,349.0,351.77,349.960969729879,913029,0.0,1.0
2024-06-10,349.19,351.95,343.63,349.34,347.543466371311,1168607,0.0,1.0
2024-06-07,355.65,355.9,350.51,351.8,349.990815450356,875933,0.0,1.0
2024-06-06,360.27,365.5,353.425,355.43,353.60214762797,1562540,0.0,1.0
2024-06-05,361.69,362.74,357.51,361.0,359.143503063043,1275361,0.0,1.0
2024-06-04,362.73,363.4,358.04,360.87,359.014171607646,1526609,0.0,1.0
2024-06-03,356.37,365.13,355.9501,364.2,362.327046580499,1285149,0.0,1.0
2024-05-31,350.15,358.33,348.965,358.12,356.278313897332,1757939,0.0,1.0
2024-05-30,345.1,352.59,343.26,347.38,345.593545966869,1350061,0.0,1.0
2024-05-29,345.96,348.02,328.09,345.31,343.534191254014,2159169,0.0,1.0
2024-05-28,349.26,350.58,346.35,349.21,347.414134915914,1604283,0.0,1.0
2024-05-24,353.31,353.31,347.7,349.3,347.503672077343,1583481,0.0,1.0
2024-05-23,354.09,354.64,351.525,352.22,350.408655537022,2132548,0.0,1.0
2024-05-22,355.18,357.91,354.89,356.6,354.76613072654,795375,0.0,1.0
2024-05-21,356.96,357.14,353.96,355.63,353.801119097811,953622,0.0,1.0
2024-05-20,356.2,356.59,353.55,355.22,353.393227584637,1430417,0.0,1.0
2024-05-17,355.6,356.78,352.86,356.2,354.368187786858,1435649,0.0,1.0
2024-05-16,348.37,356.41,348.105,355.19,353.363381864161,2168368,0.0,1.0
2024-05-15,345.25,347.36,342.49,347.15,345.364728776552,1687115,0.0,1.0
2024-05-14,341.21,344.85,338.4,344.5,342.728356801158,2037823,0.0,1.0
2024-05-13,335.41,344.64,335.41,339.58,337.833658643069,1852988,0.0,1.0
2024-05-10,336.0,338.46,334.1949,335.59,333.864177819741,1340172,0.0,1.0
2024-05-09,325.39,335.0,324.715,334.68,332.958857631964,1977618,0.0,1.0
2024-05-08,325.01,327.32,322.24,324.14,322.473061171342,1500216,0.0,1.0
2024-05-07,318.31,324.98,318.31,324.63,322.960541272453,1072329,0.0,1.0
2024-05-06,321.47,322.885,318.01,319.23,317.588311586745,1420369,0.0,1.0
2024-05-03,319.8,321.0399,316.6,320.54,318.891574714204,1802675,0.0,1.0
2024-05-02,314.4,321.31,312.4333,320.98,319.329311947854,1677933,0.0,1.0
2024-05-01,299.5,320.54,298.6063,314.21,312.594127693736,2625787,0.0,1.0
2024-04-30,303.63,306.12,301.0,302.09,300.53645662137,1879224,0.0,1.0
2024-04-29,305.53,307.5,301.82,303.15,301.591005411527,1742572,0.0,1.0
2024-04-26,309.25,310.99,305.83,305.9,304.326863121841,1213131,0.0,1.0
2024-04-25,314.73,315.705,308.1879,311.41,309.808527115961,1837737,0.0,1.0
2024-04-24,335.0,336.4,309.0,315.98,314.355025201829,3488954,0.0,1.0
2024-04-23,325.43,328.18,320.47,327.98,326.29331339229,1624723,0.0,1.0
2024-04-22,326.74,334.42,324.63,325.3,323.62709569642,1591093,0.0,1.0
2024-04-19,327.0,329.75,326.9,328.33,326.641513464512,1143745,0.0,1.0
2024-04-18,327.6,331.0,324.055,324.83,323.159512742294,1557433,0.0,1.0
2024-04-17,319.63,324.38,318.1,323.46,321.796558173883,1958774,0.0,1.0
2024-04-16,329.99,330.0,317.39,317.52,315.887105519605,1683413,0.0,1.0
2024-04-15,315.17,317.57,313.0,314.64,313.021916353894,1184742,0.0,1.0
2024-04-12,315.94,316.09,310.33,312.59,310.982458788023,1467617,0.0,1.0
2024-04-11,320.78,320.78,315.5,316.29,314.663430980082,992364,0.0,1.0
2024-04-10,316.8,321.32,315.4,319.17,317.528620145793,1101245,0.0,1.0
2024-04-09,316.5,319.62,315.8,319.62,317.976305952935,848973,0.0,1.0
2024-04-08,311.84,318.8,310.72,317.0,315.369779698018,1299253,0.0,1.0
2024-04-05,307.705,314.24,307.705,313.11,311.49978460961,1237027,0.0,1.0
2024-04-04,309.12,314.435,308.0417,310.04,308.44557254755,1816705,0.0,1.0
2024-04-03,305.845,312.89,302.7,308.06,306.475754996124,2826613,0.0,1.0
2024-04-02,315.49,320.12,299.23,304.33,302.764937083589,9504789,0.0,1.0
2024-04-01,346.0,353.0,345.91,351.45,349.642615378134,859858,0.0,1.0
2024-03-28,349.6,350.9395,345.89,346.72,344.936940116394,1583052,0.0,1.0
2024-03-27,349.58,351.185,347.6622,349.5,347.702643547184,1000315,0.885,1.0
2024-03-26,349.0,350.27,347.35,348.38,345.712992733616,1498439,0.0,1.0
2024-03-25,349.0,349.7306,345.8,347.09,344.432868270023,1004056,0.0,1.0
2024-03-22,348.02,354.0,348.02,348.54,345.871767860883,1116453,0.0,1.0
2024-03-21,347.74,352.12,346.82,347.39,344.730571633649,1460663,0.0,1.0
2024-03-20,349.52,352.12,347.33,348.19,345.524447269986,1464585,0.0,1.0
2024-03-19,349.3,352.46,348.13,351.59,348.898418724416,1445874,0.0,1.0
2024-03-18,347.22,349.94,344.17,347.19,344.532102724565,1008342,0.0,1.0
2024-03-15,346.79,349.28,344.5,348.15,345.484753488169,2469163,0.0,1.0
2024-03-14,344.9,349.47,343.02,348.89,346.21908845178,947213,0.0,1.0
2024-03-13,345.38,351.36,344.535,345.2,342.557337079178,1055932,0.0,1.0
2024-03-12,346.33,348.37,340.09,345.15,342.507719851907,1315471,0.0,1.0
2024-03-11,338.6,349.2,338.6,347.0,344.343557260935,1159255,0.0,1.0
2024-03-08,340.56,344.43,338.44,339.35,336.752121488468,1164295,0.0,1.0
2024-03-07,338.78,342.15,334.54,340.72,338.111633515694,1576302,0.0,1.0
2024-03-06,337.41,342.09,336.52,339.08,336.484188461204,1554813,0.0,1.0
2024-03-05,349.0,351.82,337.14,337.92,335.333068788517,2569494,0.0,1.0
2024-03-04,351.0,352.81,346.6,346.83,344.174858688214,1792557,0.0,1.0
2024-03-01,350.1,352.11,346.26,352.03,349.335050324401,1639982,0.0,1.0
2024-02-29,351.76,353.4571,346.32,350.32,347.638141151732,2291709,0.0,1.0
2024-02-28,359.99,361.3,350.51,351.16,348.471710569885,2128498,0.0,1.0
2024-02-27,361.15,366.58,357.1801,362.7,359.923366624038,1454649,0.0,1.0
2024-02-26,363.89,366.7125,357.885,359.95,357.194419124132,1217558,0.0,1.0
2024-02-23,368.78,369.41,361.5501,362.91,360.131758978576,1371879,0.0,1.0
2024-02-22,367.0,369.34,362.87,368.08,365.262180278401,1226224,0.0,1.0
2024-02-21,368.57,369.52,364.9,367.6,364.785854896599,876757,0.0,1.0
2024-02-20,366.4,369.23,365.0,367.14,364.329376405705,1121073,0.0,1.0
2024-02-16,365.45,368.93,365.26,366.92,364.111060605713,954781,0.0,1.0
2024-02-15,364.66,366.74,362.51,363.98,361.193567642176,1245705,0.0,1.0
2024-02-14,363.65,364.115,360.89,362.29,359.516505360416,1124747,0.0,1.0
2024-02-13,369.81,373.27,364.34,364.48,361.689739914887,1255099,0.0,1.0
2024-02-12,370.3,371.71,367.29,369.14,366.314065496547,990385,0.0,1.0
2024-02-09,368.27,371.16,366.13,370.28,367.445338278326,1122477,0.0,1.0
2024-02-08,370.43,372.9299,366.925,367.8,364.984323805683,1579285,0.0,1.0
2024-02-07,368.68,371.85,365.66,368.57,365.748429105657,2309589,0.0,1.0
2024-02-06,361.45,368.42,359.0201,366.35,363.545424214823,2271647,0.0,1.0
2024-02-05,373.31,375.82,358.64,361.02,358.256227787732,3401872,0.0,1.0
2024-02-02,378.38,382.84,374.22,378.87,375.969577923489,1784755,0.0,1.0
2024-02-01,375.07,379.5,370.0,375.82,372.942927059956,3045627,0.0,1.0
2024-01-31,380.02,383.44,375.51,378.06,375.165778841698,2264278,0.0,1.0
2024-01-30,370.39,378.0,365.89,376.83,373.945195050831,3059373,0.0,1.0
2024-01-29,363.0,367.76,358.1,365.94,363.138562951201,2854131,0.0,1.0
2024-01-26,354.92,368.76,354.26,361.23,358.46462014227,4460516,0.0,1.0
2024-01-25,350.63,364.82,342.69,355.36,352.639557660651,10864902,0.0,1.0
2024-01-24,407.07,411.8,400.98,402.4,399.319445077234,2116180,0.0,1.0
2024-01-23,408.03,410.27,404.0,407.52,404.400249149788,1615685,0.0,1.0
2024-01-22,400.0,411.72,397.0,409.65,406.513943031533,2447960,0.0,1.0
2024-01-19,410.5,412.3945,400.97,401.53,398.456105322718,3033980,0.0,1.0
2024-01-18,392.44,415.73,390.5001,411.98,408.826105822363,9405270,0.0,1.0
2024-01-17,440.94,455.53,439.36,447.76,444.332193657511,2529683,0.0,1.0
2024-01-16,441.48,441.48,433.56,438.79,435.430863085089,1831281,0.0,1.0
2024-01-12,430.91,444.99,429.13,438.71,435.351475521455,2743564,0.0,1.0
2024-01-11,457.29,459.76,453.36,454.99,451.506844720902,1162272,0.0,1.0
2024-01-10,458.06,460.355,456.16,459.08,455.565533911672,1151615,0.0,1.0
2024-01-09,462.08,462.08,455.88,459.3,455.783849711664,1430343,0.0,1.0
2024-01-08,458.98,464.38,451.99,460.74,457.21282585707,1584542,0.0,1.0
2024-01-05,464.03,464.75,453.73,458.27,454.761734829881,1683082,0.0,1.0
2024-01-04,469.1,471.37,466.17,466.54,462.968424220509,952030,0.0,1.0
2024-01-03,474.91,475.0,463.835,464.52,460.96388823876,1307575,0.0,1.0
2024-01-02,459.74,471.55,458.15,470.1,466.501170802207,1967118,0.0,1.0
2023-12-29,457.15,458.9313,454.895,457.81,454.305256338988,804109,0.0,1.0
2023-12-28,450.7,459.21,450.0,455.61,452.122098339063,1034987,0.885,1.0
2023-12-27,452.55,453.0,448.91,451.42,447.09571327664,1513694,0.0,1.0
2023-12-26,451.88,453.56,449.76,452.83,448.492206466397,912731,0.0,1.0
2023-12-22,454.88,455.2949,451.5355,453.2,448.85866212612,1054093,0.0,1.0
2023-12-21,452.57,454.95,451.07,453.94,449.591573445567,1554622,0.0,1.0
2023-12-20,462.21,462.21,451.5775,451.89,447.561211006559,1927988,0.0,1.0
2023-12-19,458.01,463.74,456.495,463.58,459.139229012416,1328285,0.0,1.0
2023-12-18,461.14,462.065,455.9,460.03,455.623235520474,1803646,0.0,1.0
2023-12-15,467.56,467.9,459.26,461.46,457.03953712427,2763232,0.0,1.0
2023-12-14,486.0,486.0,466.67,469.05,464.556830252111,2395980,0.0,1.0
2023-12-13,481.94,488.89,480.11,488.09,483.414440417339,1036300,0.0,1.0
2023-12-12,480.0,483.8186,477.8,481.94,477.323353100314,1645724,0.0,1.0
2023-12-11,482.63,483.0,467.38,476.61,472.044410758892,2389569,0.0,1.0
2023-12-08,482.69,482.69,475.06,481.62,477.006418475688,1083135,0.0,1.0
2023-12-07,484.64,485.35,472.13,480.3,475.699063149107,2022802,0.0,1.0
2023-12-06,497.26,498.17,483.22,483.8,479.165535605951,1731300,0.0,1.0
2023-12-05,492.56,502.73,488.29,500.35,495.55699822331,1197135,0.0,1.0
2023-12-04,496.0,498.77,486.72,491.98,487.267176947945,1119391,0.0,1.0
2023-12-01,483.03,504.79,480.49,495.21,490.46623581526,2178657,0.0,1.0
2023-11-30,483.915,489.58,478.09,484.86,480.215381550023,4128271,0.0,1.0
2023-11-29,496.01,526.47,480.36,482.41,477.788850830233,5041754,0.0,1.0
2023-11-28,511.84,515.39,510.37,510.45,505.560247313058,718133,0.0,1.0
2023-11-27,520.31,527.18,510.43,510.71,505.817756695567,986348,0.0,1.0
2023-11-24,519.0,520.79,514.45,518.26,513.295432995329,312001,0.0,1.0
2023-11-22,510.65,516.83,507.0,515.6,510.660913928128,892112,0.0,1.0
2023-11-21,502.41,508.89,500.37,507.07,502.212625340449,708546,0.0,1.0
2023-11-20,497.56,502.6,494.73,501.79,496.983204034126,1066476,0.0,1.0
2023-11-17,513.67,513.67,496.04,498.09,493.318647436891,1499664,0.0,1.0
2023-11-16,507.08,520.0,507.08,512.91,507.996682239868,1053845,0.0,1.0
2023-11-15,500.14,509.23,495.53,506.79,501.935307543902,1107300,0.0,1.0
2023-11-14,490.98,505.38,490.18,501.95,497.141671346439,1121098,0.0,1.0
2023-11-13,493.03,498.4,492.67,497.15,492.387651977053,550529,0.0,1.0
2023-11-10,496.57,497.13,488.95,493.11,488.386352341154,691926,0.0,1.0
2023-11-09,488.28,498.2,486.86,495.18,490.436523194202,1056581,0.0,1.0
2023-11-08,499.65,503.05,487.645,488.26,483.582811936671,911446,0.0,1.0
2023-11-07,490.79,503.64,490.77,498.18,493.407785300067,1845938,0.0,1.0
2023-11-06,478.0,490.15,473.75,487.31,482.641912269814,1546525,0.0,1.0
2023-11-03,478.46,483.81,475.06,477.01,472.440579039675,1453023,0.0,1.0
2023-11-02,484.49,488.0,471.8,481.4,476.788525921258,2604626,0.0,1.0
2023-11-01,500.34,516.0,488.73,489.36,484.672274708822,2752749,0.0,1.0
2023-10-31,520.6,525.49,518.45,523.69,518.673417406946,1282828,0.0,1.0
2023-10-30,511.38,520.49,508.77,517.97,513.008210991762,1093805,0.0,1.0
2023-10-27,510.56,516.1,508.35,510.19,505.30273793055,758597,0.0,1.0
2023-10-26,518.82,521.14,512.34,513.37,508.452275762768,688250,0.0,1.0
2023-10-25,518.69,524.85,513.0,522.77,517.762230361147,733893,0.0,1.0
2023-10-24,517.87,524.43,515.86,516.35,511.403729454594,545614,0.0,1.0
2023-10-23,519.87,520.79,513.17,515.48,510.542063443893,568901,0.0,1.0
2023-10-20,524.98,527.13,519.5,521.15,516.157748823979,1008789,0.0,1.0
2023-10-19,520.99,524.975,517.85,522.72,517.712709326049,835954,0.0,1.0
2023-10-18,526.6,529.86,520.6,521.69,516.692576003035,1047246,0.0,1.0
2023-10-17,525.81,530.5399,519.6,519.87,514.890010325477,714151,0.0,1.0
2023-10-16,515.0,525.8,512.93,524.21,519.188436171963,1482894,0.0,1.0
2023-10-13,507.75,514.66,500.12,505.97,501.123162568299,1533961,0.0,1.0
2023-10-12,493.4,503.0,489.12,499.81,495.022171044254,1167578,0.0,1.0
2023-10-11,494.0,497.48,486.6,493.42,488.69338275876,1587254,0.0,1.0
2023-10-10,501.54,503.52,498.4201,500.4,495.606519258408,1014876,0.0,1.0
2023-10-09,498.36,503.0,495.0,501.54,496.735598858637,716181,0.0,1.0
2023-10-06,489.5,503.11,489.0,498.17,493.397881093048,803857,0.0,1.0
2023-10-05,486.64,489.69,484.25,488.98,484.295914842079,850043,0.0,1.0
2023-10-04,488.57,489.665,482.47,485.78,481.126568595822,1140212,0.0,1.0
2023-10-03,489.01,491.445,485.2,488.44,483.761087663023,625542,0.0,1.0
2023-10-02,486.24,493.94,479.35,491.74,487.029475979475,1001081,0.0,1.0
2023-09-29,494.6,495.42,486.45,486.52,481.859479915269,1004974,0.0,1.0
2023-09-28,495.59,501.82,490.09,495.21,490.46623581526,814396,0.885,1.0
2023-09-27,492.91,494.505,488.315,493.57,487.969884823145,677936,0.0,1.0
2023-09-26,500.31,500.79,492.56,493.0,487.406352123934,756735,0.0,1.0
2023-09-25,495.33,501.7099,493.01,501.07,495.384788760121,679187,0.0,1.0
2023-09-22,493.73,499.05,490.44,494.06,488.454325213694,946210,0.0,1.0
2023-09-21,486.59,498.81,486.03,494.06,488.454325213694,2111589,0.0,1.0
2023-09-20,475.77,486.06,471.49,484.77,479.269730870425,1035072,0.0,1.0
2023-09-19,473.88,477.8,470.87,473.8,468.424198045274,782779,0.0,1.0
2023-09-18,474.65,474.65,468.79,474.02,468.641701894092,649872,0.0,1.0
2023-09-15,470.44,474.99,469.06,470.77,465.428576854736,1182977,0.0,1.0
2023-09-14,476.3,478.45,468.11,471.57,466.219499941346,656868,0.0,1.0
2023-09-13,471.03,479.81,460.9525,472.5,467.138948029531,1605892,0.0,1.0
2023-09-12,465.69,472.39,460.38,469.07,463.747865295688,808551,0.0,1.0
2023-09-11,468.82,472.93,465.08,467.18,461.879309503569,757818,0.0,1.0
2023-09-08,471.95,471.95,464.61,467.73,462.423069125614,910018,0.0,1.0
2023-09-07,467.24,474.9686,465.64,471.98,466.624848023234,829617,0.0,1.0
2023-09-06,469.39,470.94,461.88,465.07,459.793249862633,956509,0.0,1.0
2023-09-05,460.95,473.9125,459.4,470.22,464.884817232691,1159553,0.0,1.0
2023-09-01,464.0,466.62,456.01,460.61,455.383853654778,991287,0.0,1.0
2023-08-31,477.18,477.18,461.28,461.63,456.392280590207,1541083,0.0,1.0
2023-08-30,481.71,483.97,474.6,475.26,469.867632678339,1107930,0.0,1.0
2023-08-29,480.31,482.37,477.39,481.3,475.839101982251,513405,0.0,1.0
2023-08-28,479.2,482.08,478.04,480.64,475.186590435797,491941,0.0,1.0
2023-08-25,483.18,485.45,478.55,478.94,473.505878876749,579172,0.0,1.0
2023-08-24,481.47,486.93,480.15,482.63,477.154011613741,830930,0.0,1.0
2023-08-23,485.6,485.715,479.18,481.43,475.967626983825,725227,0.0,1.0
2023-08-22,488.34,492.675,483.26,484.19,478.696311632633,725734,0.0,1.0
2023-08-21,487.78,491.97,487.2477,491.28,485.705867487721,747749,0.0,1.0
2023-08-18,488.5,492.94,487.55,490.39,484.825965553867,706635,0.0,1.0
2023-08-17,492.97,495.75,487.21,488.74,483.194686687732,1128659,0.0,1.0
2023-08-16,495.77,499.14,492.46,494.66,489.047517528652,817668,0.0,1.0
2023-08-15,495.95,496.78,492.36,495.31,489.690142536523,889893,0.0,1.0
2023-08-14,494.54,499.16,493.6635,497.21,491.568584867224,632776,0.0,1.0
2023-08-11,495.94,497.14,492.96,493.91,488.306027134954,657857,0.0,1.0
2023-08-10,494.26,500.36,493.63,495.03,489.413319456209,746900,0.0,1.0
2023-08-09,493.49,498.5,490.7,493.38,487.782040590075,876044,0.0,1.0
2023-08-08,493.06,496.19,489.33,493.22,487.623855972752,976578,0.0,1.0
2023-08-07,485.94,497.99,484.74,494.67,489.057404067235,1643478,0.0,1.0
2023-08-04,489.46,491.55,484.17,484.28,478.785290479876,1425509,0.0,1.0
2023-08-03,483.19,491.83,480.76,487.15,481.622727053093,1871707,0.0,1.0
2023-08-02,484.12,488.79,478.17,483.75,478.261303934997,3298161,0.0,1.0
2023-08-01,458.23,461.17,455.1,458.11,452.912219009119,1536851,0.0,1.0
2023-07-31,455.04,458.23,451.52,456.83,451.646742070542,1151473,0.0,1.0
2023-07-28,453.22,455.71,445.72,453.3,448.156793950871,1504167,0.0,1.0
2023-07-27,448.8,457.38,448.365,451.0,445.882890076865,1811815,0.0,1.0
2023-07-26,454.27,456.47,447.55,448.21,443.12454581231,1226323,0.0,1.0
2023-07-25,453.34,457.04,450.88,454.34,449.184993963465,1549512,0.0,1.0
2023-07-24,456.95,459.105,452.395,453.44,448.295205491028,1440926,0.0,1.0
2023-07-21,448.83,458.48,447.3632,456.89,451.706061302037,3147052,0.0,1.0
2023-07-20,451.5,451.99,445.7732,447.41,442.333622725699,1897741,0.0,1.0
2023-07-19,454.07,459.0,444.94,447.26,442.185324646959,2068554,0.0,1.0
2023-07-18,434.66,443.9699,432.755,440.73,435.729414952498,2232697,0.0,1.0
2023-07-17,433.33,437.94,432.0,434.41,429.481122568273,1188625,0.0,1.0
2023-07-14,435.8,439.88,433.1,434.93,429.99522257457,3255603,0.0,1.0
2023-07-13,427.46,428.2,423.29,424.29,419.475945522645,2387517,0.0,1.0
2023-07-12,440.05,440.05,423.97,425.08,420.256982070674,3183651,0.0,1.0
2023-07-11,434.56,438.49,433.38,437.22,432.259239909993,1215909,0.0,1.0
2023-07-10,430.66,436.42,427.21,434.7,429.767832187169,1578478,0.0,1.0
2023-07-07,436.68,438.5,429.63,430.14,425.259570593487,2189385,0.0,1.0
2023-07-06,442.24,445.018,440.59,440.99,435.986464955647,1360113,0.0,1.0
2023-07-05,447.95,450.82,444.22,444.99,439.941080388701,1346596,0.0,1.0
2023-07-03,444.0,447.63,442.63,446.27,441.206557327278,569694,0.0,1.0
2023-06-30,444.76,449.13,441.34,447.13,442.056799645385,1295877,0.0,1.0
2023-06-29,446.13,446.27,442.97,443.86,438.823901528863,769101,0.885,1.0
2023-06-28,444.55,447.28,442.25,444.83,438.907769884055,820009,0.0,1.0
2023-06-27,445.48,447.06,441.33,445.92,439.983258203579,1025489,0.0,1.0
2023-06-26,446.0,448.645,442.52,446.4,440.456867738782,998267,0.0,1.0
2023-06-23,451.52,454.995,445.3606,445.95,440.012858799529,1986032,0.0,1.0
2023-06-22,455.7,458.52,452.02,456.44,450.363200516778,1190979,0.0,1.0
2023-06-21,443.67,457.4299,443.48,452.71,446.682859753638,1586773,0.0,1.0
2023-06-20,442.21,448.55,439.12,446.71,440.7627405636,2219144,0.0,1.0
2023-06-16,451.62,460.89,443.75,445.65,439.716852840027,5301383,0.0,1.0
2023-06-15,456.2701,469.5526,454.29,463.85,457.674547716474,2885902,0.0,1.0
2023-06-14,456.49,460.0,435.0,455.0,448.942371911169,6917327,0.0,1.0
2023-06-13,508.96,515.775,508.96,512.63,505.805116731478,792551,0.0,1.0
2023-06-12,513.54,516.72,508.52,513.23,506.397128650482,486971,0.0,1.0
2023-06-09,510.0,519.67,507.54,513.34,506.505664168966,661231,0.0,1.0
2023-06-08,501.59,510.12,501.33,509.83,503.042394442794,561445,0.0,1.0
