,ABBV_Open,ABBV_High,ABBV_Low,ABBV_Close,ABBV_Adj Close,ABBV_Volume,ABBV_Dividend Amount,ABBV_Split Coefficient
2019-01-18,88.45,89.79,86.92,89.5,69.7902985752602,6190025,0.0,1.0
2019-01-17,85.54,87.69,85.42,87.2,67.9968048688569,6438679,0.0,1.0
2019-01-16,85.66,86.39,85.45,85.55,66.7101680794805,4926980,0.0,1.0
2019-01-15,84.93,85.68,84.45,85.5,66.6711790858631,7295930,0.0,1.0
2019-01-14,86.97,86.97,84.49,84.76,66.0941419803246,6368939,1.07,1.0
2019-01-11,87.54,88.31,87.54,88.31,68.0038876649478,5318114,0.0,1.0
2019-01-10,87.88,88.88,87.12,88.2,67.9191812031298,6527679,0.0,1.0
2019-01-09,90.88,91.39,87.46,87.81,67.6188582930479,9971898,0.0,1.0
2019-01-08,91.2,92.3,90.4,90.79,69.9136333495709,7478264,0.0,1.0
2019-01-07,90.07,90.76,89.2,90.37,69.5902086771751,7281459,0.0,1.0
2019-01-04,87.75,89.14,86.27,89.07,68.5891323102355,8910646,0.0,1.0
2019-01-03,88.64,88.8,86.08,86.29,66.4483690024725,7653204,0.0,1.0
2019-01-02,91.24,91.26,88.42,89.23,68.7123417092435,6908424,0.0,1.0
2018-12-31,91.6,92.99,91.23,92.19,70.9917155908905,5722155,0.0,1.0
2018-12-28,90.09,92.82,90.0,91.12,70.1677527350248,6037743,0.0,1.0
2018-12-27,87.95,89.93,86.86,89.91,69.2359816550272,7272750,0.0,1.0
2018-12-26,84.74,89.09,84.62,89.04,68.5660305479215,6225197,0.0,1.0
2018-12-24,84.85,86.44,83.6,84.16,64.8081438781792,5097852,0.0,1.0
2018-12-21,84.63,88.71,83.22,84.92,65.3933885234669,16044702,0.0,1.0
2018-12-20,82.99,86.48,82.41,85.37,65.7399149581768,9453309,0.0,1.0
2018-12-19,84.33,86.3,82.65,83.52,64.3153062821474,5510788,0.0,1.0
2018-12-18,85.46,85.5,82.8,83.58,64.3615098067754,5288570,0.0,1.0
2018-12-17,85.07,86.88,84.2,84.93,65.4010891109049,5958247,0.0,1.0
2018-12-14,86.8,87.16,85.08,85.61,65.9247290566887,5461637,0.0,1.0
2018-12-13,89.37,89.99,87.37,87.71,67.541852418668,4078628,0.0,1.0
2018-12-12,89.32,90.17,88.36,88.6,68.2272047006497,4185087,0.0,1.0
2018-12-11,88.62,89.44,86.66,88.17,67.8960794408158,5098100,0.0,1.0
2018-12-10,86.67,87.88,84.6,87.61,67.464846544288,5229396,0.0,1.0
2018-12-07,89.93,90.0,86.37,86.96,66.9643083608182,6737665,0.0,1.0
2018-12-06,89.7,90.48,87.17,90.33,69.5594063274231,8734309,0.0,1.0
2018-12-04,93.92,94.98,90.4,90.55,69.728819251059,7008395,0.0,1.0
2018-12-03,94.32,94.72,92.82,93.66,72.123701944276,6673817,0.0,1.0
2018-11-30,90.26,94.27,89.87,94.27,72.5934377779937,12031741,0.0,1.0
2018-11-29,89.01,90.33,88.36,89.91,69.2359816550272,3837960,0.0,1.0
2018-11-28,88.04,88.96,86.56,88.94,68.4890246735416,3953645,0.0,1.0
2018-11-27,86.22,87.7,85.5,87.68,67.518750656354,4338274,0.0,1.0
2018-11-26,86.39,87.25,85.21,86.24,66.4098660652825,5227881,0.0,1.0
2018-11-23,85.6,86.55,84.9001,85.63,65.9401302315647,1612814,0.0,1.0
2018-11-21,88.5,88.78,85.37,86.15,66.3405607783405,6532632,0.0,1.0
2018-11-20,89.0,89.71,87.86,88.09,67.8344747413119,5372976,0.0,1.0
2018-11-19,91.29,92.34,89.11,89.48,68.9048563951934,5971688,0.0,1.0
2018-11-16,89.73,92.0,89.2,91.53,70.4834768199827,8691056,0.0,1.0
2018-11-15,87.63,90.29,85.96,90.14,69.4130951661012,10365687,0.0,1.0
2018-11-14,89.05,89.4,86.45,88.31,68.0038876649478,7268214,0.0,1.0
2018-11-13,90.0,90.88,88.2,88.22,67.9345823780058,7237156,0.0,1.0
2018-11-12,88.75,89.89,88.5,89.69,69.0665687313913,9344946,0.0,1.0
2018-11-09,87.83,89.53,87.56,88.79,68.3735158619716,9169755,0.0,1.0
2018-11-08,87.13,89.71,87.0,87.73,67.557253593544,9333565,0.0,1.0
2018-11-07,84.15,87.22,84.14,86.96,66.9643083608182,10378363,0.0,1.0
2018-11-06,82.73,84.23,82.31,83.66,64.4231145062794,7945508,0.0,1.0
2018-11-05,79.45,83.83,79.27,82.58,63.5914510629757,10315683,0.0,1.0
2018-11-02,84.18,84.42,78.76,79.56,61.2658736567008,12781547,0.0,1.0
2018-11-01,77.71,80.65,77.5,80.21,61.7664118401705,10671714,0.0,1.0
2018-10-31,80.98,81.58,77.74,77.85,59.9490732048034,14068469,0.0,1.0
2018-10-30,81.93,82.88,80.13,81.59,62.8290929066141,5243107,0.0,1.0
2018-10-29,82.15,83.17,79.94,81.36,62.6519793955402,4344019,0.0,1.0
2018-10-26,81.02,81.53,79.43,80.79,62.2130459115744,6181486,0.0,1.0
2018-10-25,80.4,83.19,79.66,81.73,62.936901130746,9173533,0.0,1.0
2018-10-24,82.84,83.13,79.26,79.41,61.1503648451308,8689417,0.0,1.0
2018-10-23,82.58,84.59,81.5,82.96,63.8840733856196,8096228,0.0,1.0
2018-10-22,88.53,88.53,83.5,84.27,64.8928503399972,7621062,0.0,1.0
2018-10-19,89.26,89.99,87.97,87.97,67.7420676920559,7059616,0.0,1.0
2018-10-18,91.85,92.4,89.22,89.9,69.2282810675892,4422552,0.0,1.0
2018-10-17,91.82,92.41,90.83,92.27,71.0533202903944,2857516,0.0,1.0
2018-10-16,89.78,91.98,89.53,91.91,70.7760991426265,3787230,0.0,1.0
2018-10-15,90.51,90.6,89.18,89.18,68.6738387720535,4827936,0.0,1.0
2018-10-12,90.71,91.08,88.9,90.69,69.836627475191,5709644,0.96,1.0
2018-10-11,93.0,93.38,89.61,90.7,69.112734446261,9994881,0.0,1.0
2018-10-10,93.85,95.39,92.99,93.08,70.9262769818961,5310755,0.0,1.0
2018-10-09,94.71,95.26,93.8,94.57,72.0616460483231,3625991,0.0,1.0
2018-10-08,94.07,95.37,93.75,94.81,72.2445242872107,3305475,0.0,1.0
2018-10-05,94.1,95.27,92.91,94.38,71.9168674425371,4190230,0.0,1.0
2018-10-04,95.81,95.81,93.26,93.84,71.5053914050401,4425398,0.0,1.0
2018-10-03,94.64,96.6,94.6,96.01,73.1589154816485,4797161,0.0,1.0
2018-10-02,95.34,95.35,93.47,94.23,71.8025685432324,6792176,0.0,1.0
2018-10-01,94.74,95.64,94.33,95.0,72.3893028929967,3763759,0.0,1.0
2018-09-28,94.0,95.16,93.84,94.58,72.0692659749434,4527939,0.0,1.0
2018-09-27,94.35,94.89,93.96,94.14,71.7339892036495,3028631,0.0,1.0
2018-09-26,94.29,95.11,93.85,94.18,71.7644689101308,4656187,0.0,1.0
2018-09-25,93.48,94.64,93.4,93.78,71.4596718453182,5303922,0.0,1.0
2018-09-24,92.3,93.98,91.95,93.42,71.1853544869868,5910344,0.0,1.0
2018-09-21,92.85,93.33,92.05,92.26,70.3014429990302,9953913,0.0,1.0
2018-09-20,91.43,93.12,90.62,92.68,70.6214799170835,5991182,0.0,1.0
2018-09-19,91.71,92.24,90.4,91.02,69.3565720981111,8451404,0.0,1.0
2018-09-18,95.35,96.06,92.41,92.61,70.5681404307413,10240547,0.0,1.0
2018-09-17,95.4,96.16,94.8,95.37,72.6712401779483,3987164,0.0,1.0
2018-09-14,96.29,96.4,94.92,95.68,72.9074579031781,3446014,0.0,1.0
2018-09-13,93.42,96.37,93.41,96.33,73.4027531334986,4850698,0.0,1.0
2018-09-12,92.39,93.94,92.04,93.24,71.0481958078211,3304688,0.0,1.0
2018-09-11,93.72,93.733,92.88,93.18,71.0024762480992,2638845,0.0,1.0
2018-09-10,94.98,95.17,93.7,93.82,71.4901515517994,3156842,0.0,1.0
2018-09-07,93.65,94.35,91.6,94.17,71.7568489835105,4051703,0.0,1.0
2018-09-06,94.79,95.08,92.79,93.74,71.4291921388369,5416272,0.0,1.0
2018-09-05,94.34,95.25,94.09,95.19,72.5340814987826,5188843,0.0,1.0
2018-09-04,95.97,95.97,94.08,94.56,72.0540261217028,4456109,0.0,1.0
2018-08-31,96.25,96.69,95.72,95.98,73.1360557017876,4703051,0.0,1.0
2018-08-30,97.5,97.73,96.56,96.79,73.7532697580331,3434437,0.0,1.0
2018-08-29,97.43,97.83,96.03,97.58,74.355243961038,3637090,0.0,1.0
2018-08-28,97.79,98.7,97.1,97.26,74.1114063091879,3515360,0.0,1.0
2018-08-27,98.11,98.3,97.3,98.02,74.6905207323319,2456068,0.0,1.0
2018-08-24,97.14,97.59,96.55,97.4,74.2180852818724,2996105,0.0,1.0
2018-08-23,97.69,97.85,96.89,97.15,74.0275871163645,2137538,0.0,1.0
2018-08-22,97.84,98.32,97.13,97.64,74.4009635207599,2963307,0.0,1.0
2018-08-21,97.86,98.05,96.8,97.74,74.4771627869631,3528785,0.0,1.0
2018-08-20,99.33,100.23,97.47,97.63,74.3933435941396,6172473,0.0,1.0
2018-08-17,98.22,99.15,96.42,98.81,75.2924949353368,6307328,0.0,1.0
2018-08-16,97.84,98.65,97.06,98.22,74.8429192647382,6333261,0.0,1.0
2018-08-15,95.92,97.79,95.61,97.45,74.2561849149739,6861523,0.0,1.0
2018-08-14,96.72,97.35,95.74,95.92,73.0903361420657,5580827,0.0,1.0
2018-08-13,96.0,97.58,95.81,96.78,73.7456498314128,5920037,0.0,1.0
2018-08-10,95.35,96.74,95.31,95.8,72.9988970226219,4446819,0.0,1.0
2018-08-09,94.2,96.14,93.47,95.47,72.7474394441515,6176128,0.0,1.0
2018-08-08,93.52,94.08,92.87,93.73,71.4215722122166,4535412,0.0,1.0
2018-08-07,97.3,98.35,93.74,94.06,71.673029790687,8890897,0.0,1.0
2018-08-06,96.26,97.55,95.74,97.06,73.9590077767816,5134156,0.0,1.0
2018-08-03,94.89,96.85,94.82,96.53,73.5551516659049,4876141,0.0,1.0
2018-08-02,93.58,95.86,93.41,95.12,72.4807420124404,6023350,0.0,1.0
2018-08-01,92.29,94.48,92.28,93.91,71.5587308913823,5330415,0.0,1.0
2018-07-31,91.65,92.63,91.33,92.23,70.2785832191693,8691817,0.0,1.0
2018-07-30,90.67,91.54,89.38,91.45,69.6842289427847,6466332,0.0,1.0
2018-07-27,91.34,92.27,88.77,90.56,69.0060554735766,12906016,0.0,1.0
2018-07-26,93.95,94.56,92.54,93.94,71.5815906712432,6812358,0.0,1.0
2018-07-25,91.08,93.51,91.08,93.12,70.9567566883774,7475658,0.0,1.0
2018-07-24,90.51,91.61,89.75,91.54,69.7528082823675,7965157,0.0,1.0
2018-07-23,89.17,89.99,88.64,89.4,68.12214398562,6316842,0.0,1.0
2018-07-20,88.71,89.64,86.76,88.91,67.7487675812245,11793594,0.0,1.0
2018-07-19,93.22,93.28,87.76,89.95,68.5412399497374,19747219,0.0,1.0
2018-07-18,95.27,95.43,94.33,94.4,71.9321072957777,5521853,0.0,1.0
2018-07-17,96.27,97.17,95.33,95.41,72.7017198844296,5107476,0.0,1.0
2018-07-16,96.76,96.82,95.26,96.25,73.3417937205361,3783813,0.0,1.0
2018-07-13,94.96,96.86,94.94,96.63,73.6313509321081,3712414,0.0,1.0
2018-07-12,94.92,95.67,94.1,95.61,72.8541184168359,4672045,0.96,1.0
2018-07-11,96.26,97.5,94.87,94.96,71.6395059010328,6229964,0.0,1.0
2018-07-10,97.11,98.95,96.68,98.84,74.5666466223471,5119905,0.0,1.0
2018-07-09,97.98,98.35,96.92,97.04,73.208694741325,5953144,0.0,1.0
2018-07-06,95.2,97.07,94.96,96.92,73.1181646159235,5867868,0.0,1.0
2018-07-05,94.46,95.06,93.95,94.48,71.2773853994269,4743975,0.0,1.0
2018-07-03,93.58,94.37,93.12,93.61,70.6210419902662,2452388,0.0,1.0
2018-07-02,92.06,93.3,91.85,93.11,70.2438331344267,3854576,0.0,1.0
2018-06-29,92.84,94.46,92.56,92.65,69.8968009870544,6787883,0.0,1.0
2018-06-28,91.34,92.61,90.81,92.43,69.7308290904851,6698892,0.0,1.0
2018-06-27,92.36,93.27,91.47,91.51,69.0367647957404,5833021,0.0,1.0
2018-06-26,93.36,93.86,92.08,92.12,69.4969595998646,5117112,0.0,1.0
2018-06-25,93.47,94.38,92.1,93.05,70.198568071726,5573113,0.0,1.0
2018-06-22,96.06,96.11,93.43,93.49,70.5305118648647,9746059,0.0,1.0
2018-06-21,97.71,97.99,95.26,95.55,72.0846123509234,7224994,0.0,1.0
2018-06-20,98.22,99.55,97.84,98.25,74.1215401724565,5842698,0.0,1.0
2018-06-19,97.89,98.38,96.93,98.01,73.9404799216536,5528342,0.0,1.0
2018-06-18,99.15,99.33,98.31,98.48,74.2950562461427,6426842,0.0,1.0
2018-06-15,98.77,99.87,98.0,99.57,75.1173715518727,20806241,0.0,1.0
2018-06-14,98.38,98.92,97.75,98.75,74.498749028296,4648738,0.0,1.0
2018-06-13,98.92,99.23,97.51,97.58,73.6160803056316,7816209,0.0,1.0
2018-06-12,99.8,100.12,98.74,98.91,74.6194558621646,8060412,0.0,1.0
2018-06-11,100.56,101.08,99.41,99.77,75.2682550942085,5770050,0.0,1.0
2018-06-08,99.28,100.5,99.0,100.43,75.7661707839166,4012900,0.0,1.0
2018-06-07,100.25,100.33,98.87,99.32,74.928767123953,5092509,0.0,1.0
2018-06-06,99.25,99.99,98.32,99.98,75.4266828136611,4933473,0.0,1.0
2018-06-05,99.11,100.34,98.76,99.24,74.8684137070187,10198997,0.0,1.0
2018-06-04,98.48,99.46,97.62,99.1,74.7627952273836,10922502,0.0,1.0
2018-06-01,97.93,99.43,97.9,98.05,73.9706566301207,14837309,0.0,1.0
2018-05-31,100.93,101.1,98.5,98.94,74.642088393515,18910905,0.0,1.0
2018-05-30,101.86,103.16,100.83,103.01,77.7125684800483,31273360,0.0,1.0
2018-05-29,100.27,101.59,98.93,99.47,75.0419297807048,25494690,0.0,1.0
2018-05-25,102.29,103.14,99.55,101.08,76.2565422965079,25301660,0.0,1.0
2018-05-24,104.55,104.55,101.61,103.14,77.8106427825666,13164507,0.0,1.0
2018-05-23,105.85,106.32,104.74,105.6,79.6665103532968,12816604,0.0,1.0
2018-05-22,106.55,107.24,106.1,106.23,80.1417935116545,9456794,0.0,1.0
2018-05-21,107.0,107.25,105.95,106.23,80.1417935116545,5797323,0.0,1.0
2018-05-18,105.27,106.78,105.11,105.98,79.9531890837348,5328032,0.0,1.0
2018-05-17,105.1,105.41,104.21,105.32,79.4552733940267,6702928,0.0,1.0
2018-05-16,104.46,105.65,104.2,105.04,79.2440364347566,8296694,0.0,1.0
2018-05-15,105.38,105.56,103.59,104.18,78.5952372027127,8387591,0.0,1.0
2018-05-14,104.4,106.3,104.33,105.89,79.8852914896837,8471724,0.0,1.0
2018-05-11,103.46,104.69,102.04,104.18,78.5952372027127,6358936,0.0,1.0
2018-05-10,102.58,103.81,101.93,102.85,77.5918616461797,5369748,0.0,1.0
2018-05-09,99.44,102.04,98.9,101.18,76.3319840676758,5665555,0.0,1.0
2018-05-08,99.13,99.78,98.7,99.4,74.9891205408873,7620940,0.0,1.0
2018-05-07,100.75,101.27,99.24,99.63,75.1626366145735,6151510,0.0,1.0
2018-05-04,99.9,100.93,99.12,100.17,75.5700221788801,5224382,0.0,1.0
2018-05-03,100.2,100.77,98.77,100.28,75.6530081271648,7699504,0.0,1.0
2018-05-02,101.17,101.76,99.96,100.37,75.7209057212159,7625639,0.0,1.0
2018-05-01,102.1,103.37,101.18,102.07,77.0034158310701,11910452,0.0,1.0
2018-04-30,99.05,99.42,96.52,96.55,72.8390300626023,7449376,0.0,1.0
2018-04-27,97.44,99.35,96.37,98.73,74.4836606740624,6117567,0.0,1.0
2018-04-26,94.0,98.55,93.58,97.44,73.5104618259966,12594414,0.0,1.0
2018-04-25,90.96,92.28,90.52,91.87,69.3083551719449,5484253,0.0,1.0
2018-04-24,92.95,93.48,90.44,91.36,68.9236021389886,6378274,0.0,1.0
2018-04-23,92.93,93.8,92.73,93.17,70.2890981971275,4716333,0.0,1.0
2018-04-20,93.41,93.8,92.02,92.6,69.8590801014705,4754776,0.0,1.0
2018-04-19,94.43,94.53,91.4,93.01,70.1683913632588,4972931,0.0,1.0
2018-04-18,94.0,94.6,93.02,94.32,71.1566785655583,5289722,0.0,1.0
2018-04-17,93.2,94.01,92.62,93.59,70.6059536360326,4474721,0.0,1.0
2018-04-16,92.89,93.49,92.31,92.6,69.8590801014705,3922527,0.0,1.0
2018-04-13,92.63,92.64,91.09,91.83,69.2781784634777,4629974,0.0,1.0
2018-04-12,93.71,93.71,92.07,92.12,69.4969595998646,6403768,0.96,1.0
2018-04-11,92.58,94.48,92.4,93.64,69.9150762455019,7135705,0.0,1.0
2018-04-10,91.5,94.39,90.93,93.62,69.9001435081577,6296543,0.0,1.0
2018-04-09,91.39,93.38,90.42,90.48,67.5557037451198,8302055,0.0,1.0
2018-04-06,91.45,92.77,88.79,89.78,67.0330579380731,6761246,0.0,1.0
2018-04-05,93.07,93.27,91.65,92.21,68.8473855253923,7045031,0.0,1.0
2018-04-04,88.71,93.41,88.63,92.94,69.3924304384552,8841740,0.0,1.0
2018-04-03,92.34,92.46,88.22,90.59,67.6378338005128,10449240,0.0,1.0
2018-04-02,94.0,94.64,90.3,91.46,68.2874078749851,7816531,0.0,1.0
2018-03-29,94.52,95.54,93.5,94.65,70.6691794813836,7399400,0.0,1.0
2018-03-28,92.19,96.85,91.58,94.27,70.3854574718439,11154226,0.0,1.0
2018-03-27,95.5,95.72,91.12,92.01,68.6980581519504,10747585,0.0,1.0
2018-03-26,99.49,99.91,91.76,95.28,71.1395607077256,13722235,0.0,1.0
2018-03-23,98.99,100.32,97.37,97.46,72.7672290782424,14088409,0.0,1.0
2018-03-22,104.19,104.5,95.52,98.1,73.2450766732565,26832338,0.0,1.0
2018-03-21,113.08,113.79,111.73,112.45,83.9593157177135,4459853,0.0,1.0
2018-03-20,112.9,114.15,112.09,112.65,84.1086430911554,4811787,0.0,1.0
2018-03-19,113.74,114.98,110.44,112.03,83.6457282334855,7783848,0.0,1.0
2018-03-16,114.89,116.73,113.59,113.71,84.9000781703975,8366582,0.0,1.0
2018-03-15,119.0,119.5,114.88,114.93,85.8109751483932,5812408,0.0,1.0
2018-03-14,120.34,120.67,117.95,118.94,88.8049889859034,3551176,0.0,1.0
2018-03-13,119.26,121.45,118.73,119.75,89.4097648483432,5128807,0.0,1.0
2018-03-12,119.4,119.59,117.93,118.3,88.3271413908893,4692909,0.0,1.0
2018-03-09,117.85,119.66,117.67,119.29,89.0663118894268,5108844,0.0,1.0
2018-03-08,115.0,117.75,114.35,117.01,87.363979832189,5728242,0.0,1.0
2018-03-07,112.58,114.99,112.21,114.72,85.6541814062792,5286825,0.0,1.0
2018-03-06,116.01,116.3,113.83,114.56,85.5347195075256,3650462,0.0,1.0
2018-03-05,114.0,116.32,112.89,115.66,86.3560200614561,3975730,0.0,1.0
2018-03-02,112.94,115.47,111.89,115.04,85.8931052037862,5439693,0.0,1.0
2018-03-01,115.91,116.61,111.81,113.84,84.9971409631348,7148883,0.0,1.0
2018-02-28,119.0,120.0,115.78,115.83,86.4829483288818,6558150,0.0,1.0
2018-02-27,121.21,122.0,118.16,118.26,88.297275916201,4699369,0.0,1.0
2018-02-26,119.27,121.72,119.04,121.54,90.7462448406483,4459411,0.0,1.0
2018-02-23,118.41,119.31,116.89,118.75,88.6631279811336,4481829,0.0,1.0
2018-02-22,118.57,119.73,116.58,117.56,87.7746301091543,4755327,0.0,1.0
2018-02-21,118.49,121.3,117.85,117.91,88.0359530126776,5082826,0.0,1.0
2018-02-20,117.72,121.55,117.22,117.98,88.0882175933823,8497457,0.0,1.0
2018-02-16,115.23,119.2,115.2,118.6,88.5511324510522,8716981,0.0,1.0
2018-02-15,113.62,116.33,112.38,114.9,85.7885760423769,7353471,0.0,1.0
2018-02-14,111.04,113.67,110.28,113.08,84.4296969440555,6170591,0.0,1.0
2018-02-13,111.54,112.41,110.39,111.86,83.5187999660599,5304814,0.0,1.0
2018-02-12,112.57,113.33,110.65,111.93,83.5710645467645,4777236,0.0,1.0
2018-02-09,109.57,112.75,106.41,111.3,83.1006833204225,8845503,0.0,1.0
2018-02-08,113.33,114.0,108.32,108.48,80.9951673548916,7147856,0.0,1.0
2018-02-07,111.52,116.85,111.38,113.62,84.8328808523487,9712719,0.0,1.0
2018-02-06,104.91,113.52,101.0,111.2,83.0260196337016,13874489,0.0,1.0
2018-02-05,113.0,115.54,109.4,109.51,81.7642033281174,9530002,0.0,1.0
2018-02-02,115.5,117.93,114.92,115.17,85.9901679965235,7083058,0.0,1.0
2018-02-01,112.24,117.53,112.23,116.34,86.8637331311586,9909452,0.0,1.0
2018-01-31,116.21,116.5,111.29,112.22,83.7875892382553,15639245,0.0,1.0
2018-01-30,119.42,121.45,115.87,115.88,86.5202801722422,11738225,0.0,1.0
2018-01-29,121.5,124.15,118.98,122.31,91.3211552283996,10000873,0.0,1.0
2018-01-26,114.5,125.86,113.5,123.21,91.9931284088882,19033726,0.0,1.0
2018-01-25,105.95,108.37,105.74,108.3,80.8607727187939,6313996,0.0,1.0
2018-01-24,105.26,106.23,104.1,105.51,78.7776558592792,4292180,0.0,1.0
2018-01-23,106.17,106.97,105.03,105.38,78.680593066542,4929570,0.0,1.0
2018-01-22,104.7,106.54,104.46,106.49,79.5093599891446,3720317,0.0,1.0
2018-01-19,104.33,104.87,103.55,104.64,78.1280817848069,4984487,0.0,1.0
2018-01-18,104.29,104.85,103.44,103.81,77.508373185023,6166483,0.0,1.0
2018-01-17,103.0,104.84,102.55,104.36,77.9190234619883,5350791,0.0,1.0
2018-01-16,100.26,103.0,100.0,102.49,76.5228125203064,8372902,0.0,1.0
2018-01-12,99.34,100.64,98.66,100.34,74.9175432558059,4370593,0.0,1.0
2018-01-11,99.37,99.49,98.56,99.27,74.1186418078917,4240921,0.71,1.0
2018-01-10,99.65,100.2,99.18,99.69,73.9036547492371,4607167,0.0,1.0
2018-01-09,99.49,100.66,98.7,100.24,74.3113888259958,4032739,0.0,1.0
2018-01-08,101.28,101.28,98.18,99.49,73.7553878122339,5579124,0.0,1.0
2018-01-05,99.34,101.2,98.56,101.11,74.9563500019597,4531681,0.0,1.0
2018-01-04,100.07,100.12,98.35,99.38,73.6738409968821,3552288,0.0,1.0
2018-01-03,98.55,100.1,98.04,99.95,74.0964017673412,4694989,0.0,1.0
2018-01-02,97.14,98.9,96.75,98.41,72.9547463524167,4559726,0.0,1.0
2017-12-29,98.14,98.43,96.71,96.71,71.6944773878896,3174414,0.0,1.0
2017-12-28,98.19,98.39,97.52,97.79,72.4951188477068,1846552,0.0,1.0
2017-12-27,97.73,98.23,97.44,98.09,72.7175192532116,1880405,0.0,1.0
2017-12-26,98.15,98.36,97.05,97.75,72.4654654603062,2363794,0.0,1.0
2017-12-22,97.86,98.69,97.71,98.21,72.8064794154135,2801268,0.0,1.0
2017-12-21,97.82,98.35,97.72,97.91,72.5840790099087,2211023,0.0,1.0
2017-12-20,97.86,98.9,97.22,97.41,72.2134116674008,3297014,0.0,1.0
2017-12-19,98.42,98.55,97.7,97.92,72.5914923567589,2808697,0.0,1.0
2017-12-18,97.67,99.1,97.55,98.19,72.7916527217132,4705612,0.0,1.0
2017-12-15,96.86,97.88,96.64,97.45,72.2430650548014,11189152,0.0,1.0
2017-12-14,97.33,97.44,95.65,96.3,71.3905301670331,3896583,0.0,1.0
2017-12-13,96.6,98.87,96.6,97.35,72.1689315862998,6087890,0.0,1.0
2017-12-12,95.72,96.69,94.76,96.3,71.3905301670331,4193792,0.0,1.0
2017-12-11,96.39,97.31,95.77,96.47,71.5165570634858,4116508,0.0,1.0
2017-12-08,95.68,96.54,94.62,95.95,71.1310630272775,5176356,0.0,1.0
2017-12-07,94.4,94.57,92.9,94.24,69.8633807159003,4507382,0.0,1.0
2017-12-06,95.7,95.79,93.47,94.4,69.9819942655029,4212587,0.0,1.0
2017-12-05,95.45,96.72,95.0,95.41,70.7307422973689,5530284,0.0,1.0
2017-12-04,96.37,96.65,94.65,95.22,70.5898887072159,4613338,0.0,1.0
2017-12-01,97.19,98.52,94.3,96.32,71.4053568607334,4821190,0.0,1.0
2017-11-30,96.36,97.53,96.21,96.92,71.850157671743,7889581,0.0,1.0
2017-11-29,95.76,96.35,95.03,95.82,71.0346895182255,4081355,0.0,1.0
2017-11-28,95.94,96.89,94.83,95.42,70.7381556442191,4787754,0.0,1.0
2017-11-27,94.69,95.63,94.44,95.42,70.7381556442191,3024719,0.0,1.0
2017-11-24,94.0,94.97,93.55,94.72,70.2192213647079,1932938,0.0,1.0
2017-11-22,94.69,95.4,94.22,94.47,70.033887693454,2542408,0.0,1.0
2017-11-21,93.7,95.4,93.6,94.68,70.1895679773073,4305682,0.0,1.0
2017-11-20,93.92,94.31,92.89,93.6,69.3889265174901,4295646,0.0,1.0
2017-11-17,93.8,94.49,93.57,93.61,69.3963398643403,3258991,0.0,1.0
2017-11-16,94.44,95.17,93.28,94.47,70.033887693454,4301588,0.0,1.0
2017-11-15,94.63,94.7,92.715,93.76,69.5075400670927,4380487,0.0,1.0
2017-11-14,94.64,94.91,93.1179,94.75,70.2414614052584,4568784,0.0,1.0
2017-11-13,95.37,95.42,94.0383,95.12,70.5157552387143,3997792,0.0,1.0
2017-11-10,95.35,95.9399,93.56,95.43,70.7455689910693,6124339,0.0,1.0
2017-11-09,95.29,96.37,95.26,95.89,71.0865829461766,5170130,0.0,1.0
2017-11-08,94.31,96.37,93.84,95.71,70.9531427028737,6801148,0.0,1.0
2017-11-07,92.98,95.68,92.96,93.96,69.6558070040958,6896277,0.0,1.0
2017-11-06,92.22,93.58,91.42,92.96,68.9144723190799,5633542,0.0,1.0
2017-11-03,91.3,92.555,90.91,92.31,68.4326047738196,3613245,0.0,1.0
2017-11-02,92.08,92.34,90.19,91.02,67.476283030149,4956746,0.0,1.0
2017-11-01,90.78,93.34,90.27,92.44,68.5289782828716,7028543,0.0,1.0
2017-10-31,90.88,91.82,90.04,90.25,66.9054553226868,7032912,0.0,1.0
2017-10-30,91.7,92.06,88.91,90.96,67.4318029490481,6510153,0.0,1.0
2017-10-27,92.7,94.97,90.75,91.93,68.1508975935135,9016009,0.0,1.0
2017-10-26,91.86,91.86,85.24,89.56,66.3939343900258,10267227,0.0,1.0
2017-10-25,91.78,92.08,90.73,91.78,68.0396973907611,5571612,0.0,1.0
2017-10-24,94.0,94.14,90.77,91.69,67.9729772691097,8914125,0.0,1.0
2017-10-23,95.93,96.0,94.45,94.51,70.0635410808546,4465871,0.0,1.0
2017-10-20,96.78,98.26,94.89,96.1,71.2422632300299,6773839,0.0,1.0
2017-10-19,95.5,96.62,94.51,96.48,71.523970410336,9137443,0.0,1.0
2017-10-18,92.35,96.44,92.2044,96.04,71.197783148929,10969313,0.0,1.0
2017-10-17,91.09,92.78,90.9501,92.17,68.3288179179174,5239293,0.0,1.0
2017-10-16,91.01,91.99,90.56,91.04,67.4911097238494,4628445,0.0,1.0
2017-10-13,91.41,91.85,90.54,90.67,67.2168158903935,6788902,0.0,1.0
2017-10-12,91.77,91.99,90.91,91.42,67.7728169041554,4711620,0.64,1.0
2017-10-11,91.47,92.61,90.97,92.38,68.0083948034529,5966473,0.0,1.0
2017-10-10,90.71,91.22,89.7,91.17,67.1176158717342,3560210,0.0,1.0
2017-10-09,90.57,91.19,90.1514,90.78,66.8305053069653,4331482,0.0,1.0
2017-10-06,90.2,91.33,89.95,90.49,66.617012835727,3461787,0.0,1.0
2017-10-05,89.69,90.56,89.48,90.18,66.3887967457825,4197283,0.0,1.0
