,ABBV_Open,ABBV_High,ABBV_Low,ABBV_Close,ABBV_Adj Close,ABBV_Volume,ABBV_Dividend Amount,ABBV_Split Coefficient
2024-04-22,167.68,169.59,166.92,167.89,166.355446986673,5580685,0.0,1.0
2024-04-19,165.02,166.6,163.25,166.41,164.888974525298,5532492,0.0,1.0
2024-04-18,164.96,167.44,164.43,164.66,163.154969925699,4480224,0.0,1.0
2024-04-17,164.15,164.74,163.23,164.25,162.748717419507,4792382,0.0,1.0
2024-04-16,162.18,163.74,162.0772,162.54,161.054347210756,4881516,0.0,1.0
2024-04-15,164.52,164.7,161.5,161.67,160.192299209812,5433730,0.0,1.0
2024-04-12,164.45,164.45,160.0,162.28,160.796723670244,7029475,1.55,1.0
2024-04-11,169.2,169.37,167.227,167.52,164.418404133793,3307034,0.0,1.0
2024-04-10,168.59,169.96,167.36,169.03,165.900446816709,3231664,0.0,1.0
2024-04-09,169.73,170.545,167.395,170.14,166.989895411435,5923766,0.0,1.0
2024-04-08,169.21,171.97,168.4,169.8,166.656190436473,4743387,0.0,1.0
2024-04-05,168.0,171.04,167.29,170.0,166.852487480568,7023639,0.0,1.0
2024-04-04,177.65,177.7,167.45,167.9,164.791368517573,10407683,0.0,1.0
2024-04-03,180.72,181.6,176.6,177.33,174.046774146642,5865776,0.0,1.0
2024-04-02,179.39,181.03,178.51,180.69,177.344564487435,4508917,0.0,1.0
2024-04-01,181.88,181.9,179.24,180.76,177.413268452868,3333698,0.0,1.0
2024-03-28,181.0,182.3,180.3,182.1,178.728458648303,5418687,0.0,1.0
2024-03-27,179.8,180.58,178.81,180.35,177.010859512473,5073508,0.0,1.0
2024-03-26,179.23,179.77,178.38,179.19,175.872336656724,4392427,0.0,1.0
2024-03-25,179.0,179.2,178.125,178.53,175.224556411211,4366502,0.0,1.0
2024-03-22,177.23,178.99,176.78,178.45,175.146037593573,4084352,0.0,1.0
2024-03-21,176.81,177.74,175.875,177.5,174.213626634123,5743564,0.0,1.0
2024-03-20,179.22,179.23,175.73,176.27,173.00639981294,7326558,0.0,1.0
2024-03-19,178.19,179.93,178.19,179.66,176.333634710346,7625613,0.0,1.0
2024-03-18,179.01,179.88,177.565,178.49,175.185297002392,8569244,0.0,1.0
2024-03-15,179.84,180.58,177.54,177.88,174.586591017903,20957948,0.0,1.0
2024-03-14,180.155,182.04,178.66,181.2,177.845121949876,6998622,0.0,1.0
2024-03-13,182.5,182.51,179.42,179.86,176.529931754441,5971421,0.0,1.0
2024-03-12,179.72,182.89,179.69,180.92,177.570306088144,5375113,0.0,1.0
2024-03-11,178.41,181.26,178.24,179.63,176.304190153732,5133794,0.0,1.0
2024-03-08,179.74,182.14,178.68,178.85,175.538631681763,6195824,0.0,1.0
2024-03-07,182.19,182.42,179.54,180.57,177.226786260978,6125187,0.0,1.0
2024-03-06,178.4,182.16,178.1,181.06,177.70771401901,6047148,0.0,1.0
2024-03-05,177.79,179.59,177.79,179.16,175.842892100109,5309903,0.0,1.0
2024-03-04,178.35,179.98,176.28,177.05,173.771958284909,4723582,0.0,1.0
2024-03-01,176.05,179.19,175.75,178.91,175.597520794991,4028935,0.0,1.0
2024-02-29,177.865,178.02,175.39,176.05,172.790473064436,7485722,0.0,1.0
2024-02-28,179.85,179.89,176.89,178.0,174.70436924436,4326102,0.0,1.0
2024-02-27,178.77,179.53,176.98,178.99,175.676039612629,3888566,0.0,1.0
2024-02-26,178.84,179.79,178.0,178.81,175.499372272944,4327400,0.0,1.0
2024-02-23,177.26,178.905,177.011,178.09,174.792702914202,3941923,0.0,1.0
2024-02-22,174.78,177.34,173.14,176.75,173.477512718767,4852394,0.0,1.0
2024-02-21,176.29,176.625,173.5,175.14,171.897321513804,3819124,0.0,1.0
2024-02-20,175.83,178.68,175.52,175.75,172.496027498293,5484327,0.0,1.0
2024-02-16,176.89,178.92,176.07,177.49,174.203811781918,6689902,0.0,1.0
2024-02-15,174.02,176.735,173.81,176.59,173.320475083491,5276243,0.0,1.0
2024-02-14,173.06,174.86,172.68,174.42,171.190652155063,4348610,0.0,1.0
2024-02-13,174.46,175.2,171.965,173.29,170.081573855927,5480551,0.0,1.0
2024-02-12,173.54,174.76,172.23,173.07,169.865647107423,3477198,0.0,1.0
2024-02-09,175.07,175.4,173.05,174.08,170.856947180102,3502661,0.0,1.0
2024-02-08,174.35,175.91,174.3,174.79,171.553801686638,5709326,0.0,1.0
2024-02-07,174.01,175.56,173.32,175.01,171.769728435143,6409084,0.0,1.0
2024-02-06,171.65,173.96,169.77,173.29,170.081573855927,7038000,0.0,1.0
2024-02-05,169.84,173.13,168.45,171.26,168.089158858365,6486886,0.0,1.0
2024-02-02,169.42,172.85,165.23,168.67,165.547112137338,7870521,0.0,1.0
2024-02-01,163.7,167.68,162.67,167.59,164.487108099226,5584434,0.0,1.0
2024-01-31,165.75,165.8599,163.95,164.4,161.356170245914,4994053,0.0,1.0
2024-01-30,164.22,164.98,163.26,164.92,161.866542560561,3819615,0.0,1.0
2024-01-29,165.85,166.76,163.68,163.91,160.875242487882,4704269,0.0,1.0
2024-01-26,165.27,165.86,163.5,164.4,161.356170245914,4654408,0.0,1.0
2024-01-25,164.0,165.21,163.2,165.13,162.07265445686,4465939,0.0,1.0
2024-01-24,167.77,167.95,164.06,164.22,161.179502906229,5406176,0.0,1.0
2024-01-23,164.45,167.53,164.06,167.5,164.398774429383,5784885,0.0,1.0
2024-01-22,164.44,165.45,163.76,165.39,162.327840614183,4864044,0.0,1.0
2024-01-19,163.91,164.87,162.6,164.77,161.71931977749,5863150,0.0,1.0
2024-01-18,161.16,163.655,161.0,163.3,160.276536503393,5074330,0.0,1.0
2024-01-17,161.75,162.9497,161.52,162.04,159.039865125596,4423158,0.0,1.0
2024-01-16,161.98,162.3,161.02,161.48,158.49023340213,4747730,0.0,1.0
2024-01-12,162.75,163.3,162.18,162.4,159.393199804966,4971442,1.55,1.0
2024-01-11,164.25,165.12,163.086,163.78,159.227924757898,4591523,0.0,1.0
2024-01-10,162.27,165.08,161.88,164.89,160.307073594638,6609876,0.0,1.0
2024-01-09,161.43,163.47,160.835,162.31,157.798781703837,4454130,0.0,1.0
2024-01-08,162.18,162.77,159.7786,161.43,156.943240283719,6001632,0.0,1.0
2024-01-05,161.33,163.03,160.6086,162.14,157.633506656769,5607337,0.0,1.0
2024-01-04,160.31,162.29,159.43,161.46,156.972406468496,8332192,0.0,1.0
2024-01-03,160.59,161.75,159.84,160.46,156.000200309271,5301350,0.0,1.0
2024-01-02,154.9,160.14,154.7704,159.82,155.377988367366,8059876,0.0,1.0
2023-12-29,154.54,155.21,154.41,154.97,150.662788495124,3712029,0.0,1.0
2023-12-28,155.25,155.63,154.54,154.75,150.448903140095,2601447,0.0,1.0
2023-12-27,154.05,154.97,153.72,154.88,150.575289940794,3640100,0.0,1.0
2023-12-26,154.25,155.28,154.13,154.62,150.322516339396,2073611,0.0,1.0
2023-12-22,153.29,155.46,153.0891,154.94,150.633622310348,3373413,0.0,1.0
2023-12-21,152.05,152.9136,151.29,152.59,148.348937836168,4036192,0.0,1.0
2023-12-20,153.99,154.21,151.54,151.69,147.473952292866,4716407,0.0,1.0
2023-12-19,153.59,154.48,152.45,153.6,149.330866056986,4876196,0.0,1.0
2023-12-18,153.0,154.355,151.75,153.42,149.155868948325,5379553,0.0,1.0
2023-12-15,154.74,155.89,153.11,154.04,149.758636767045,15203070,0.0,1.0
2023-12-14,154.36,155.16,152.7593,154.88,150.575289940794,7869640,0.0,1.0
2023-12-13,152.98,154.77,152.73,154.3,150.011410368444,8104528,0.0,1.0
2023-12-12,151.73,153.59,150.165,153.24,148.980871839665,5882226,0.0,1.0
2023-12-11,150.67,152.71,150.64,151.24,147.036459521214,6343530,0.0,1.0
2023-12-08,148.07,150.07,148.0,149.28,145.130935449133,5695196,0.0,1.0
2023-12-07,147.64,148.38,145.2,147.97,143.857345380548,7225141,0.0,1.0
2023-12-06,144.79,147.07,144.73,146.38,142.31153758738,4882416,0.0,1.0
2023-12-05,144.11,145.0837,142.66,144.57,140.551844439183,3961719,0.0,1.0
2023-12-04,143.41,145.49,143.27,144.15,140.143517852308,4845465,0.0,1.0
2023-12-01,142.54,144.1,142.2801,143.41,139.424085294481,4903432,0.0,1.0
2023-11-30,138.01,142.7,138.01,142.39,138.432435012072,9297383,0.0,1.0
2023-11-29,138.02,139.09,137.65,138.5,134.650553052686,3996604,0.0,1.0
2023-11-28,139.05,139.66,137.92,138.08,134.242226465811,5347231,0.0,1.0
2023-11-27,138.7,139.375,137.79,139.09,135.224154686629,5529373,0.0,1.0
2023-11-24,140.0,140.08,138.46,138.67,134.815828099754,1636535,0.0,1.0
2023-11-22,139.06,139.84,138.33,138.47,134.621386867909,3428670,0.0,1.0
2023-11-21,138.73,139.36,137.83,138.73,134.874160469308,4690970,0.0,1.0
2023-11-20,137.53,138.69,137.14,138.31,134.465833882433,4490104,0.0,1.0
2023-11-17,138.36,138.88,137.38,138.3,134.456111820841,4332349,0.0,1.0
2023-11-16,138.28,138.82,137.05,138.28,134.436667697656,5257172,0.0,1.0
2023-11-15,138.25,138.25,136.2966,137.6,133.775567509383,6473164,0.0,1.0
2023-11-14,138.93,140.1,137.96,138.06,134.222782342627,4509184,0.0,1.0
2023-11-13,138.59,139.16,137.43,138.64,134.786661914977,4454787,0.0,1.0
2023-11-10,138.65,139.36,136.4,138.59,134.738051607016,4586711,0.0,1.0
2023-11-09,141.0,141.6,135.85,138.04,134.203338219442,14970331,0.0,1.0
2023-11-08,143.44,143.885,141.92,142.03,138.082440794751,5299324,0.0,1.0
2023-11-07,141.52,142.1769,140.57,142.16,138.20882759545,5024646,0.0,1.0
2023-11-06,141.89,142.37,140.98,141.2,137.275509682594,4374878,0.0,1.0
2023-11-03,143.95,143.95,140.89,141.42,137.489395037623,5414623,0.0,1.0
2023-11-02,141.31,143.77,140.51,143.26,139.278254370598,4066793,0.0,1.0
2023-11-01,141.86,143.71,141.75,142.47,138.51021150481,4207824,0.0,1.0
2023-10-31,142.09,142.22,139.68,141.18,137.256065559409,10394046,0.0,1.0
2023-10-30,140.67,145.71,140.67,141.89,137.946331932459,9258591,0.0,1.0
2023-10-27,138.77,143.0,136.03,138.93,135.068601701153,9427212,0.0,1.0
2023-10-26,144.86,145.95,144.23,145.2,141.164334319494,5569443,0.0,1.0
2023-10-25,146.11,146.9002,144.82,145.26,141.222666689048,5461503,0.0,1.0
2023-10-24,145.15,146.97,145.1,146.31,142.243483156234,3362941,0.0,1.0
2023-10-23,146.16,146.42,144.2,144.73,140.707397424659,3903412,0.0,1.0
2023-10-20,145.28,147.505,145.28,146.23,142.165706663496,4223840,0.0,1.0
2023-10-19,148.55,148.55,143.33,145.52,141.475440290447,6147208,0.0,1.0
2023-10-18,149.27,149.61,148.34,149.28,145.130935449133,4910625,0.0,1.0
2023-10-17,147.33,149.66,147.15,149.18,145.033714833211,5372411,0.0,1.0
2023-10-16,148.22,149.5,146.92,147.23,143.137912822722,3704361,0.0,1.0
2023-10-13,148.95,149.66,147.34,147.96,143.847623318956,4305141,0.0,1.0
2023-10-12,148.13,148.6,147.01,148.3,144.178173413092,4554424,1.48,1.0
2023-10-11,149.13,150.4,148.77,149.34,143.754629573449,3189787,0.0,1.0
2023-10-10,149.39,149.56,148.04,148.89,143.321459737451,3728963,0.0,1.0
2023-10-09,148.27,149.75,147.16,149.11,143.533231657272,2903356,0.0,1.0
2023-10-06,146.49,149.3338,146.12,148.24,142.695769974341,5370284,0.0,1.0
2023-10-05,147.93,149.53,147.085,147.45,141.935316262255,3599472,0.0,1.0
2023-10-04,146.57,148.08,146.31,147.69,142.166340174787,3159590,0.0,1.0
2023-10-03,147.83,147.99,145.355,147.43,141.916064269544,4580885,0.0,1.0
2023-10-02,148.47,148.86,146.72,148.25,142.705395970697,3827857,0.0,1.0
2023-09-29,152.46,152.53,148.83,149.06,143.485101675495,5581666,0.0,1.0
2023-09-28,153.64,153.83,151.37,152.25,146.555794512908,3697512,0.0,1.0
2023-09-27,153.84,154.0,151.61,153.13,147.402882192194,3621183,0.0,1.0
2023-09-26,154.4,154.6,153.33,153.91,148.153709907925,3936257,0.0,1.0
2023-09-25,152.44,154.74,151.66,154.65,148.866033638234,3740015,0.0,1.0
2023-09-22,153.9,153.9,152.52,152.74,147.027468334329,3049308,0.0,1.0
2023-09-21,153.68,154.85,152.66,153.43,147.69166208286,3660361,0.0,1.0
2023-09-20,154.06,154.88,153.37,153.61,147.86493001726,2744850,0.0,1.0
2023-09-19,153.89,154.64,151.6,153.49,147.749418060993,3509954,0.0,1.0
2023-09-18,153.08,153.97,152.1,153.94,148.182587896992,2967644,0.0,1.0
2023-09-15,152.78,154.7,151.93,152.12,146.430656560286,8868282,0.0,1.0
2023-09-14,152.01,154.69,151.8,153.64,147.893808006326,6337093,0.0,1.0
2023-09-13,149.42,152.4,149.05,151.16,145.506560910155,5953685,0.0,1.0
2023-09-12,149.5,149.6,147.62,149.27,143.687247598961,2424839,0.0,1.0
2023-09-11,148.86,149.405,148.415,149.04,143.465849682783,2911622,0.0,1.0
2023-09-08,149.0,149.76,148.2,149.02,143.446597690072,4339818,0.0,1.0
2023-09-07,146.15,149.0,145.865,148.91,143.340711730162,5142242,0.0,1.0
2023-09-06,146.1,146.12,143.74,145.61,140.164132932838,5304376,0.0,1.0
2023-09-05,148.5,148.96,145.86,146.1,140.635806754258,3911258,0.0,1.0
2023-09-01,147.36,148.89,147.36,148.2,142.657265988919,3357992,0.0,1.0
2023-08-31,148.39,148.7133,146.87,146.96,141.463642440834,4110696,0.0,1.0
2023-08-30,148.12,148.8,146.9,148.32,142.772777945185,3486403,0.0,1.0
2023-08-29,147.99,148.9101,146.5,147.59,142.070080211232,3419293,0.0,1.0
2023-08-28,147.09,148.065,146.77,147.43,141.916064269544,2807026,0.0,1.0
2023-08-25,147.02,147.665,146.2,146.69,141.203740539234,3275300,0.0,1.0
2023-08-24,146.92,147.82,146.35,146.63,141.145984561101,3986314,0.0,1.0
2023-08-23,148.67,149.0,145.94,147.08,141.5791543971,5414795,0.0,1.0
2023-08-22,150.0,150.0,147.97,148.24,142.695769974341,3209910,0.0,1.0
2023-08-21,149.71,150.35,148.88,150.16,144.543961274603,3944923,0.0,1.0
2023-08-18,150.29,150.93,149.23,150.14,144.524709281891,4050901,0.0,1.0
2023-08-17,151.16,151.905,149.92,150.02,144.409197325625,5285682,0.0,1.0
2023-08-16,152.59,153.6,151.38,151.55,145.881974768021,3214884,0.0,1.0
2023-08-15,151.57,152.9,150.79,152.12,146.430656560286,3636397,0.0,1.0
2023-08-14,153.02,153.14,151.57,152.27,146.575046505619,2570936,0.0,1.0
2023-08-11,151.95,153.5,151.72,152.18,146.488412538419,3454834,0.0,1.0
2023-08-10,151.2,152.84,150.57,151.44,145.77608880811,3275881,0.0,1.0
2023-08-09,150.49,152.06,149.91,150.77,145.13114705229,3737349,0.0,1.0
2023-08-08,150.78,151.75,148.92,149.62,144.024157471404,4013530,0.0,1.0
2023-08-07,148.0,150.88,147.8,150.33,144.707603212647,3800775,0.0,1.0
2023-08-04,148.97,150.57,147.16,147.73,142.204844160209,4231356,0.0,1.0
2023-08-03,148.96,149.36,148.18,149.05,143.475475679139,4674396,0.0,1.0
2023-08-02,148.11,150.57,148.11,149.38,143.793133558871,5756902,0.0,1.0
2023-08-01,150.0,150.87,147.84,148.54,142.984549865007,4409838,0.0,1.0
2023-07-31,150.43,150.5,147.62,149.58,143.985653485982,9109912,0.0,1.0
2023-07-28,149.92,151.76,148.555,150.85,145.208155023134,8000588,0.0,1.0
2023-07-27,144.48,151.365,144.48,148.85,143.282955752028,13664380,0.0,1.0
2023-07-26,141.43,142.28,140.52,141.9,136.592888284937,5006796,0.0,1.0
2023-07-25,142.4,142.925,141.32,141.63,136.332986383337,4778222,0.0,1.0
2023-07-24,143.1,144.43,142.835,143.18,137.825015818444,4468729,0.0,1.0
2023-07-21,142.2,144.18,141.94,143.74,138.364071614354,5654525,0.0,1.0
2023-07-20,138.84,142.72,138.55,142.19,136.872042179247,7009951,0.0,1.0
2023-07-19,137.24,138.06,136.95,137.68,132.530717822904,4784172,0.0,1.0
2023-07-18,134.8,137.9,134.71,136.58,131.471858223796,5393007,0.0,1.0
2023-07-17,135.82,136.23,134.5609,134.83,129.787308861579,4033127,0.0,1.0
2023-07-14,134.73,136.615,134.12,136.01,130.923176431531,5544137,0.0,1.0
2023-07-13,132.93,134.1,132.7,133.59,128.593685313493,4631973,1.48,1.0
2023-07-12,135.82,136.6,134.79,134.98,128.508000619052,4944072,0.0,1.0
2023-07-11,134.0,135.76,133.68,135.57,129.069711393724,5144836,0.0,1.0
2023-07-10,135.41,136.09,134.06,134.49,128.041495060426,5153334,0.0,1.0
2023-07-07,137.15,137.65,135.345,135.5,129.003067742492,6873206,0.0,1.0
2023-07-06,137.48,138.28,136.44,137.25,130.669159023299,6091193,0.0,1.0
2023-07-05,135.18,137.88,134.64,137.62,131.021418322669,6903255,0.0,1.0
2023-07-03,134.0,135.43,133.15,135.01,128.536562183866,2674576,0.0,1.0
2023-06-30,133.47,135.93,132.8,134.73,128.269987578936,8711339,0.0,1.0
2023-06-29,132.37,133.91,132.13,133.23,126.841909338245,4947633,0.0,1.0
2023-06-28,132.6,133.17,130.9601,132.51,126.156431782713,6911943,0.0,1.0
2023-06-27,134.88,134.88,132.52,132.6,126.242116477154,7839934,0.0,1.0
2023-06-26,136.15,136.15,133.69,134.95,128.479439054238,6468068,0.0,1.0
2023-06-23,137.3,138.69,135.67,135.92,129.402929649885,7395593,0.0,1.0
2023-06-22,137.15,137.9,135.89,137.41,130.821487368972,4827381,0.0,1.0
2023-06-21,136.75,137.43,134.68,136.86,130.297858680719,5828444,0.0,1.0
2023-06-20,137.1,138.95,136.66,137.82,131.211828754762,4868972,0.0,1.0
2023-06-16,136.7,138.92,136.485,138.64,131.99251152634,14616004,0.0,1.0
2023-06-15,136.75,136.84,135.46,135.89,129.374368085071,6614867,0.0,1.0
2023-06-14,138.81,139.27,136.08,136.23,129.698065819628,6128322,0.0,1.0
2023-06-13,137.51,138.47,137.2,138.31,131.678334313388,4229114,0.0,1.0
2023-06-12,139.58,139.67,136.905,137.73,131.12614406032,4888612,0.0,1.0
