,CXO_Open,CXO_High,CXO_Low,CXO_Close,CXO_Adj Close,CXO_Volume,CXO_Dividend Amount,CXO_Split Coefficient
2017-08-18,108.2,110.57,107.95,108.52,106.295694186037,988030,0.0,1.0
2017-08-17,109.88,111.4,107.84,108.05,105.835327652057,1074649,0.0,1.0
2017-08-16,111.25,112.26,109.98,110.55,108.284085811522,1416801,0.0,1.0
2017-08-15,112.87,113.16,110.05,111.08,108.803222541328,1830124,0.0,1.0
2017-08-14,115.7,115.89,113.02,113.11,110.791614166814,1353019,0.0,1.0
2017-08-11,116.35,117.04,114.11,115.41,113.044471673521,1077151,0.0,1.0
2017-08-10,119.06,120.34,115.99,116.09,113.710533892895,1498821,0.0,1.0
2017-08-09,118.82,119.91,118.05,118.82,116.384577803031,1682496,0.0,1.0
2017-08-08,115.51,118.74,115.43,117.92,115.503024865623,2003148,0.0,1.0
2017-08-07,118.51,118.51,114.87,116.16,113.77909912136,1797933,0.0,1.0
2017-08-04,117.46,121.6,116.23,118.73,116.29642250929,2820757,0.0,1.0
2017-08-03,125.98,125.98,114.611,117.46,115.052453364282,5815676,0.0,1.0
2017-08-02,129.05,131.28,125.69,128.66,126.022889918683,1776325,0.0,1.0
2017-08-01,129.98,131.16,129.06,130.76,128.079846772633,1102180,0.0,1.0
2017-07-31,130.5,131.092,129.2,130.26,127.59009514074,1103462,0.0,1.0
2017-07-28,132.14,132.985,129.96,130.56,127.883946119876,1305634,0.0,1.0
2017-07-27,132.0,133.15,131.2,132.1,129.392381146106,965417,0.0,1.0
2017-07-26,132.62,134.03,131.46,132.06,129.353201015555,863217,0.0,1.0
2017-07-25,129.82,133.82,129.82,131.7,129.000579840592,1560400,0.0,1.0
2017-07-24,127.34,128.96,127.045,128.38,125.748629004823,1190841,0.0,1.0
2017-07-21,126.46,127.29,125.4841,127.2,124.592815153556,1052404,0.0,1.0
2017-07-20,128.35,129.21,126.13,126.47,123.877777770992,911451,0.0,1.0
2017-07-19,124.07,127.89,124.07,127.64,125.023796589621,952296,0.0,1.0
2017-07-18,127.16,127.31,123.66,124.38,121.83061594968,840721,0.0,1.0
2017-07-17,124.25,126.48,124.06,126.02,123.437001302288,1207311,0.0,1.0
2017-07-14,123.93,125.22,123.82,124.79,122.232212287832,750188,0.0,1.0
2017-07-13,122.79,123.835,122.27,123.66,121.125373599754,642675,0.0,1.0
2017-07-12,125.0,126.09,122.63,123.04,120.518081576207,934121,0.0,1.0
2017-07-11,121.67,123.81,120.63,123.57,121.037218306013,896992,0.0,1.0
2017-07-10,120.02,122.37,120.01,121.57,119.078211778442,1259010,0.0,1.0
2017-07-07,120.98,121.3,118.23,120.75,118.275019102137,1055522,0.0,1.0
2017-07-06,122.76,124.22,121.6,121.77,119.274112431199,1836228,0.0,1.0
2017-07-05,122.96,123.17,121.085,122.19,119.685503801989,1368988,0.0,1.0
2017-07-03,122.51,124.58,122.0,124.24,121.69348549275,723577,0.0,1.0
2017-06-30,120.64,122.59,119.42,121.53,119.03903164789,1669455,0.0,1.0
2017-06-29,118.27,121.64,118.27,120.64,118.167273743121,1491232,0.0,1.0
2017-06-28,117.12,119.22,116.62,118.11,115.689130485743,1105599,0.0,1.0
2017-06-27,116.49,118.7499,116.39,117.01,114.611676895578,1444689,0.0,1.0
2017-06-26,116.83,118.0,115.68,115.91,113.534223305414,976114,0.0,1.0
2017-06-23,113.62,116.62,113.62,116.48,114.092540165772,1417318,0.0,1.0
2017-06-22,114.91,116.25,113.59,113.88,111.545831679929,1010807,0.0,1.0
2017-06-21,114.83,116.67,113.18,114.79,112.437179649974,1240638,0.0,1.0
2017-06-20,115.16,117.06,112.73,115.93,113.55381337069,1669921,0.0,1.0
2017-06-19,116.92,117.41,115.73,116.23,113.847664349825,1162826,0.0,1.0
2017-06-16,117.12,117.91,116.015,116.99,114.592086830303,1716503,0.0,1.0
2017-06-15,121.08,121.97,115.98,116.58,114.19049049215,2291020,0.0,1.0
2017-06-14,124.27,124.27,120.76,121.55,119.058621713166,2363693,0.0,1.0
2017-06-13,123.48,124.95,122.85,124.85,122.290982483659,1048137,0.0,1.0
2017-06-12,125.2,125.83,122.55,123.24,120.713982228964,1778581,0.0,1.0
2017-06-09,121.66,124.11,121.11,123.88,121.340864317787,1454839,0.0,1.0
2017-06-08,120.36,122.29,119.64,121.2,118.715795570841,1937490,0.0,1.0
2017-06-07,123.2,123.89,119.31,120.61,118.137888645207,1383797,0.0,1.0
2017-06-06,121.76,124.02,121.34,123.98,121.438814644165,1456275,0.0,1.0
2017-06-05,123.73,124.38,122.04,122.14,119.6365286388,1673563,0.0,1.0
2017-06-02,126.95,127.6,123.935,124.41,121.860001047593,1480936,0.0,1.0
2017-06-01,127.15,128.005,126.32,127.88,125.25887737293,1656268,0.0,1.0
2017-05-31,128.11,129.37,126.64,126.78,124.181423782766,1945386,0.0,1.0
2017-05-30,129.8,130.21,128.16,129.51,126.855467692901,1235183,0.0,1.0
2017-05-26,128.77,131.49,128.77,131.28,128.589188469802,1141034,0.0,1.0
2017-05-25,130.42,132.99,127.39,128.44,125.80739920065,1397968,0.0,1.0
2017-05-24,131.18,132.76,130.18,131.0,128.314927555942,658402,0.0,1.0
2017-05-23,131.6,132.25,130.9,131.46,128.765499057283,802747,0.0,1.0
2017-05-22,133.82,133.82,131.565,131.81,129.108325199608,862258,0.0,1.0
2017-05-19,131.15,132.96,130.72,132.71,129.989878137016,1435706,0.0,1.0
2017-05-18,131.5,132.62,129.7501,130.12,127.45296468381,1587009,0.0,1.0
2017-05-17,132.3,134.95,132.19,132.47,129.754797353707,1700021,0.0,1.0
2017-05-16,134.31,134.66,132.17,133.08,130.352294344616,907842,0.0,1.0
2017-05-15,136.31,136.93,133.06,134.01,131.263232379937,1289600,0.0,1.0
2017-05-12,132.23,133.54,132.07,133.34,130.606965193201,804389,0.0,1.0
2017-05-11,133.81,134.33,132.31,132.49,129.774387418983,1113531,0.0,1.0
2017-05-10,130.75,133.935,130.35,132.67,129.950698006464,1631773,0.0,1.0
2017-05-09,131.05,131.05,129.28,129.6,126.943622986642,1268911,0.0,1.0
2017-05-08,129.84,131.365,128.51,130.91,128.226772262201,1595122,0.0,1.0
2017-05-05,127.46,129.75,126.98,129.57,126.914237888728,1292591,0.0,1.0
2017-05-04,132.4,132.4,124.57,127.11,124.504659859815,2494775,0.0,1.0
2017-05-03,125.46,128.97,125.0,128.79,126.150225342975,1950320,0.0,1.0
2017-05-02,125.7,126.67,124.62,125.75,123.172535421066,1546000,0.0,1.0
2017-05-01,126.49,126.85,124.86,125.38,122.810119213466,1642991,0.0,1.0
2017-04-28,128.35,128.57,125.94,126.66,124.063883391111,1225958,0.0,1.0
2017-04-27,127.95,128.19,124.9,127.18,124.57322508828,1235181,0.0,1.0
2017-04-26,129.64,132.12,129.11,129.24,126.591001811679,814941,0.0,1.0
2017-04-25,130.03,131.39,129.155,130.98,128.295337490666,912178,0.0,1.0
2017-04-24,129.56,130.38,127.82,129.43,126.777107431798,1005939,0.0,1.0
2017-04-21,126.97,128.88,126.43,128.01,125.386212797222,950451,0.0,1.0
2017-04-20,126.44,128.91,126.21,127.46,124.84748600214,1248060,0.0,1.0
2017-04-19,129.61,130.17,125.18,125.72,123.143150323153,1188168,0.0,1.0
2017-04-18,130.09,131.78,129.01,129.44,126.786902464436,996089,0.0,1.0
2017-04-17,130.06,131.795,130.06,131.57,128.8732444163,1187198,0.0,1.0
2017-04-13,132.09,133.3,129.75,130.14,127.472554749086,1497053,0.0,1.0
2017-04-12,132.09,133.84,131.25,132.27,129.55889670095,1399532,0.0,1.0
2017-04-11,130.78,132.06,130.06,132.0,129.294430819728,1153504,0.0,1.0
2017-04-10,129.88,131.87,129.03,131.33,128.638163632991,1164357,0.0,1.0
2017-04-07,129.99,130.45,128.725,129.22,126.571411746403,809350,0.0,1.0
2017-04-06,128.12,130.17,127.52,129.99,127.325629259518,961351,0.0,1.0
2017-04-05,131.46,132.18,126.78,127.25,124.641790316745,1475069,0.0,1.0
2017-04-04,128.75,130.48,127.435,130.17,127.501939847,939599,0.0,1.0
2017-04-03,128.13,128.45,126.11,128.38,125.748629004823,947226,0.0,1.0
2017-03-31,126.85,129.0,126.65,128.34,125.709448874272,1024456,0.0,1.0
2017-03-30,129.85,130.4299,127.57,127.72,125.102156850724,1611512,0.0,1.0
2017-03-29,127.25,129.75,127.0,129.18,126.532231615852,1195652,0.0,1.0
2017-03-28,125.43,127.99,124.46,127.62,125.004206524346,1217819,0.0,1.0
2017-03-27,123.5,125.68,122.65,125.2,122.633808625984,982459,0.0,1.0
2017-03-24,125.95,126.6,124.72,125.18,122.614218560708,948772,0.0,1.0
2017-03-23,126.11,127.4,125.49,125.58,123.006019866223,1735278,0.0,1.0
2017-03-22,127.05,128.13,126.05,126.36,123.770032411976,1542767,0.0,1.0
2017-03-21,131.07,131.37,127.535,127.72,125.102156850724,1249489,0.0,1.0
2017-03-20,128.92,130.69,127.8,130.66,127.981896446255,957852,0.0,1.0
2017-03-17,130.79,131.9,130.07,130.47,127.795790826135,1702629,0.0,1.0
2017-03-16,131.57,132.02,130.0,130.17,127.501939847,1071863,0.0,1.0
2017-03-15,129.62,132.115,128.0,131.62,128.922219579489,1644913,0.0,1.0
2017-03-14,126.55,128.95,125.1901,128.5,125.866169396477,1547140,0.0,1.0
2017-03-13,126.91,129.0,126.91,128.85,126.208995538802,1549860,0.0,1.0
2017-03-10,128.85,128.85,125.99,126.7,124.103063521663,1867385,0.0,1.0
2017-03-09,125.56,128.3,125.1,127.75,125.131541948638,1525608,0.0,1.0
2017-03-08,132.49,133.81,126.39,126.61,124.014908227922,1962154,0.0,1.0
2017-03-07,134.49,134.71,132.71,133.54,130.802865845958,971958,0.0,1.0
2017-03-06,132.37,134.19,131.87,134.04,131.292617477851,957287,0.0,1.0
2017-03-03,132.81,133.48,132.18,132.41,129.69602715788,616467,0.0,1.0
2017-03-02,133.39,134.52,132.0,132.43,129.715617223156,1108702,0.0,1.0
2017-03-01,134.34,135.79,133.7,134.53,131.772574077106,1195693,0.0,1.0
2017-02-28,132.64,133.34,131.05,132.45,129.735207288431,1497420,0.0,1.0
2017-02-27,134.19,134.6,132.85,133.08,130.352294344616,1417041,0.0,1.0
2017-02-24,132.15,134.31,131.538,133.28,130.548194997373,1187584,0.0,1.0
2017-02-23,134.35,135.905,131.49,133.33,130.597170160563,2958637,0.0,1.0
2017-02-22,138.53,140.5,131.27,131.7,129.000579840592,4436061,0.0,1.0
2017-02-21,142.06,142.78,140.4,141.35,138.452786336125,1664968,0.0,1.0
2017-02-17,139.49,141.535,138.67,140.06,137.189227125841,1014078,0.0,1.0
2017-02-16,142.97,143.35,139.91,140.19,137.316562550133,1009015,0.0,1.0
2017-02-15,144.25,144.25,142.25,142.82,139.89265613389,1227847,0.0,1.0
2017-02-14,142.75,144.33,140.86,144.26,141.303140833742,698107,0.0,1.0
2017-02-13,142.55,143.289,140.98,142.25,139.334339273532,684593,0.0,1.0
2017-02-10,141.64,143.41,140.28,143.11,140.176712080388,1521676,0.0,1.0
2017-02-09,137.67,140.65,136.68,139.86,136.993326473084,2096831,0.0,1.0
2017-02-08,133.38,135.51,130.45,135.39,132.614946883962,1729014,0.0,1.0
2017-02-07,140.33,141.3,133.07,135.0,132.232940611085,2758078,0.0,1.0
2017-02-06,143.03,143.19,139.58,141.58,138.678072086796,1303109,0.0,1.0
2017-02-03,140.05,143.22,139.92,142.7,139.775115742236,1140553,0.0,1.0
2017-02-02,139.76,140.52,137.27,140.05,137.179432093203,998115,0.0,1.0
2017-02-01,140.78,141.92,137.07,139.82,136.954146342533,1113270,0.0,1.0
2017-01-31,139.1,139.53,137.92,139.44,136.581935102294,1032279,0.0,1.0
2017-01-30,143.6,143.6,136.58,138.78,135.935462948195,1999225,0.0,1.0
2017-01-27,143.45,144.73,142.68,144.04,141.087650115709,1030058,0.0,1.0
2017-01-26,143.76,145.6,142.94,144.46,141.499041486499,1264230,0.0,1.0
2017-01-25,141.65,144.87,141.05,143.12,140.186507113026,1777356,0.0,1.0
2017-01-24,136.83,139.74,136.38,139.04,136.19013379678,1406089,0.0,1.0
2017-01-23,135.13,137.43,135.13,135.99,133.202648842233,1641934,0.0,1.0
2017-01-20,136.2,140.22,135.69,136.15,133.359369364439,1651478,0.0,1.0
2017-01-19,135.13,136.08,133.775,134.48,131.723598913916,854149,0.0,1.0
2017-01-18,133.89,136.04,133.7,135.68,132.899002830459,868265,0.0,1.0
2017-01-17,136.63,138.01,133.98,135.42,132.644331981875,1187216,0.0,1.0
2017-01-13,133.11,135.31,133.04,134.76,131.997859827776,1257851,0.0,1.0
2017-01-12,136.65,137.48,133.81,134.39,131.635443620176,1047692,0.0,1.0
2017-01-11,133.92,135.37,132.07,135.22,132.448431329118,1243948,0.0,1.0
2017-01-10,134.82,135.6,133.39,133.69,130.949791335526,1066204,0.0,1.0
2017-01-09,134.37,136.0299,133.84,134.67,131.909704534036,1213830,0.0,1.0
2017-01-06,135.72,136.81,134.47,135.6,132.820642569357,817162,0.0,1.0
2017-01-05,135.77,137.38,134.01,135.14,132.370071068015,999755,0.0,1.0
2017-01-04,136.28,136.89,134.5,135.67,132.889207797822,1179725,0.0,1.0
2017-01-03,135.26,136.71,133.33,136.66,133.85891602897,1476013,0.0,1.0
2016-12-30,134.22,135.37,131.93,132.6,129.882132777999,1042992,0.0,1.0
2016-12-29,135.06,135.47,133.32,134.14,131.390567804229,853678,0.0,1.0
2016-12-28,136.71,136.84,133.86,135.04,132.272120741637,1018448,0.0,1.0
2016-12-27,137.25,138.07,136.22,136.98,134.172357073381,642116,0.0,1.0
2016-12-23,136.17,137.76,135.73,136.33,133.53567995192,745317,0.0,1.0
2016-12-22,136.85,138.5,135.53,136.49,133.692400474126,1158595,0.0,1.0
2016-12-21,138.07,138.07,136.21,136.6,133.800145833142,1051096,0.0,1.0
2016-12-20,138.9,139.45,136.48,136.84,134.035226616451,1117169,0.0,1.0
2016-12-19,138.68,139.98,137.42,138.57,135.7297672628,1209971,0.0,1.0
2016-12-16,139.12,139.34,136.77,138.25,135.416326218389,2589990,0.0,1.0
2016-12-15,137.08,139.57,135.73,139.22,136.366444384261,1548462,0.0,1.0
2016-12-14,140.15,142.87,137.25,137.71,134.887394455945,1941930,0.0,1.0
2016-12-13,138.48,144.17,138.48,142.0,139.089463457586,1597172,0.0,1.0
2016-12-12,146.62,147.55,139.6,140.84,137.953239671594,2586643,0.0,1.0
2016-12-09,143.66,143.995,141.01,142.36,139.442084632549,1251192,0.0,1.0
2016-12-08,143.82,144.53,140.08,142.78,139.853476003339,1868989,0.0,1.0
2016-12-07,142.09,142.9899,139.75,142.5,139.579215089479,1611651,0.0,1.0
2016-12-06,141.21,143.78,140.22,143.25,140.313842537318,1067486,0.0,1.0
2016-12-05,144.15,146.38,142.545,142.72,139.794705807512,1573645,0.0,1.0
2016-12-02,141.75,143.62,140.21,142.6,139.677165415857,1332843,0.0,1.0
2016-12-01,146.47,146.87,140.98,141.79,138.883767772191,2345665,0.0,1.0
2016-11-30,135.92,143.66,135.88,143.02,140.088556786647,3413646,0.0,1.0
2016-11-29,127.03,128.9,124.9,127.33,124.720150577848,1895261,0.0,1.0
2016-11-28,135.83,135.91,129.2,129.5,126.845672660263,1556302,0.0,1.0
2016-11-25,137.19,138.2,133.71,134.26,131.508108195884,689689,0.0,1.0
2016-11-23,137.39,139.27,135.74,138.39,135.553456675319,1052549,0.0,1.0
2016-11-22,137.655,138.87,136.05,138.54,135.700382164887,1859440,0.0,1.0
2016-11-21,133.46,137.93,132.76,136.96,134.152767008105,1699214,0.0,1.0
2016-11-18,131.12,131.97,129.33,130.05,127.384399455345,1555254,0.0,1.0
2016-11-17,133.45,135.99,129.88,130.44,127.766405728222,1207643,0.0,1.0
2016-11-16,133.11,135.08,130.77,131.5,128.804679187835,983335,0.0,1.0
2016-11-15,130.48,134.12,130.19,133.59,130.851841009147,1772357,0.0,1.0
2016-11-14,126.49,128.62,125.16,128.41,125.778014102737,1557822,0.0,1.0
2016-11-11,130.23,131.38,125.22,126.89,124.289169141782,1909531,0.0,1.0
2016-11-10,131.37,133.26,129.41,131.25,128.559803371888,1408237,0.0,1.0
2016-11-09,133.34,137.99,130.03,132.68,129.960493039102,3558445,0.0,1.0
2016-11-08,129.94,135.46,129.145,134.06,131.312207543126,2341854,0.0,1.0
2016-11-07,129.33,131.18,127.76,131.1,128.41287788232,2005336,0.0,1.0
2016-11-04,128.75,129.96,124.335,126.68,124.083473456387,2186088,0.0,1.0
2016-11-03,129.07,129.95,125.1,129.04,126.395101158922,2043896,0.0,1.0
2016-11-02,126.25,128.92,123.88,128.39,125.758424037461,1720316,0.0,1.0
2016-11-01,128.07,129.44,126.25,128.6,125.964119722856,1190748,0.0,1.0
2016-10-31,128.7,129.65,126.1,126.94,124.338144304971,1486724,0.0,1.0
2016-10-28,133.5,135.32,128.95,129.13,126.483256452662,1833318,0.0,1.0
2016-10-27,134.94,135.35,133.235,133.65,130.910611204974,980871,0.0,1.0
2016-10-26,131.69,134.14,130.19,134.04,131.292617477851,1260829,0.0,1.0
2016-10-25,135.51,137.97,132.98,133.07,130.342499311978,1515139,0.0,1.0
2016-10-24,137.93,138.525,133.64,135.75,132.967568058924,1481623,0.0,1.0
2016-10-21,137.94,138.9,137.14,138.0,135.171450402443,884660,0.0,1.0
2016-10-20,137.85,140.39,137.09,139.49,136.630910265483,1172448,0.0,1.0
2016-10-19,138.19,141.41,137.9,139.47,136.611320200208,1193402,0.0,1.0
2016-10-18,138.89,140.45,135.41,136.55,133.751170669953,693363,0.0,1.0
2016-10-17,136.02,137.89,135.53,136.93,134.123381910192,656197,0.0,1.0
2016-10-14,139.66,140.29,136.4,136.7,133.898096159521,1053222,0.0,1.0
2016-10-13,137.61,139.26,135.735,138.29,135.45550634894,1226369,0.0,1.0
2016-10-12,138.76,139.76,137.49,138.69,135.847307654455,974948,0.0,1.0
2016-10-11,141.45,141.56,138.75,140.08,137.208817191117,1241774,0.0,1.0
2016-10-10,141.64,143.6,141.505,141.86,138.952333000656,1724527,0.0,1.0
2016-10-07,141.18,141.36,139.2,139.57,136.709270526586,985737,0.0,1.0
2016-10-06,141.0,141.61,139.575,140.86,137.97282973687,825911,0.0,1.0
2016-10-05,139.41,142.1,137.92,140.8,137.914059541043,1174647,0.0,1.0
2016-10-04,138.35,138.55,136.22,137.2,134.387847791414,1179564,0.0,1.0
2016-10-03,137.64,138.42,134.77,137.66,134.838419292755,1434653,0.0,1.0
2016-09-30,134.4,137.83,133.57,137.35,134.534773280982,1769749,0.0,1.0
2016-09-29,129.72,134.73,129.55,133.66,130.920406237612,2296135,0.0,1.0
2016-09-28,124.09,130.14,122.06,130.04,127.374604422707,1985504,0.0,1.0
2016-09-27,124.23,124.8,121.56,122.89,120.371156086639,1509461,0.0,1.0
2016-09-26,125.67,129.25,125.56,126.51,123.916957901544,1483845,0.0,1.0
2016-09-23,126.51,128.68,124.26,125.03,122.467293071141,1226083,0.0,1.0
2016-09-22,130.22,131.01,127.44,127.67,125.053181687535,918855,0.0,1.0
2016-09-21,124.6,128.43,124.46,128.31,125.680063776358,1422940,0.0,1.0
2016-09-20,123.6,125.14,122.5,122.77,120.253615694985,1591643,0.0,1.0
2016-09-19,126.58,127.525,123.96,124.02,121.477994774717,1493512,0.0,1.0
2016-09-16,123.04,125.66,122.51,125.39,122.819914246103,1828598,0.0,1.0
2016-09-15,124.15,126.46,123.43,125.35,122.780734115552,854399,0.0,1.0
2016-09-14,124.37,125.79,122.15,123.45,120.919677914359,1472026,0.0,1.0
2016-09-13,128.11,128.3,123.67,124.52,121.96774640661,1737775,0.0,1.0
2016-09-12,130.03,132.23,128.76,130.78,128.099436837909,1192156,0.0,1.0
2016-09-09,132.21,133.47,130.4,130.47,127.795790826135,1278862,0.0,1.0
2016-09-08,134.91,136.12,133.43,134.17,131.419952902143,1522574,0.0,1.0
2016-09-07,133.03,134.53,132.7,133.61,130.871431074423,1683280,0.0,1.0
2016-09-06,131.99,132.55,128.72,132.53,129.813567549534,1331914,0.0,1.0
2016-09-02,132.22,132.61,130.39,131.49,128.794884155197,1054535,0.0,1.0
2016-09-01,128.57,130.54,128.04,130.5,127.825175924049,1063994,0.0,1.0
2016-08-31,131.59,132.07,128.26,129.2,126.551821681127,1668157,0.0,1.0
2016-08-30,133.8,134.19,131.05,132.27,129.55889670095,1438306,0.0,1.0
2016-08-29,132.31,133.55,132.05,132.97,130.2445489856,1184116,0.0,1.0
2016-08-26,132.9,134.71,131.361,132.84,130.117213561308,1216734,0.0,1.0
2016-08-25,132.5,132.7,130.73,132.03,129.323815917641,1156352,0.0,1.0
2016-08-24,133.15,134.4,131.83,132.38,129.666642059966,1309749,0.0,1.0
2016-08-23,133.41,135.12,132.56,134.02,131.273027412575,1303186,0.0,1.0
2016-08-22,132.88,133.61,131.23,133.24,130.509014866822,1074091,0.0,1.0
2016-08-19,134.9,135.37,132.66,134.0,131.253437347299,1542954,0.0,1.0
2016-08-18,133.66,135.48,133.13,135.44,132.663922047151,1774956,0.0,1.0
2016-08-17,132.7,133.16,130.84,132.79,130.068238398118,1597219,0.0,1.0
2016-08-16,130.87,133.01,130.2005,131.78,129.078940101695,7504135,0.0,1.0
2016-08-15,134.65,137.4,134.165,136.44,133.643425310937,1054180,0.0,1.0
2016-08-12,132.71,134.03,131.255,133.73,130.988971466077,835386,0.0,1.0
2016-08-11,129.71,133.05,128.81,132.13,129.42176624402,954142,0.0,1.0
2016-08-10,129.89,130.91,128.02,128.5,125.866169396477,837084,0.0,1.0
2016-08-09,130.78,131.59,128.3,129.46,126.806492529712,1023653,0.0,1.0
2016-08-08,130.22,132.33,129.5,129.88,127.217883900502,1121267,0.0,1.0
2016-08-05,126.52,129.21,125.54,128.92,126.277560767267,1259548,0.0,1.0
2016-08-04,125.75,128.19,124.72,125.9,123.319460910634,1362220,0.0,1.0
2016-08-03,121.78,126.43,118.395,126.01,123.427206269651,2824232,0.0,1.0
2016-08-02,119.72,121.33,117.8,121.29,118.803950864582,2060491,0.0,1.0
2016-08-01,123.31,123.44,117.88,118.09,115.669540420467,2323834,0.0,1.0
2016-07-29,117.87,124.35,117.87,124.2,121.654305362198,1473844,0.0,1.0
2016-07-28,119.4,121.72,118.38,119.66,117.207360544611,1414154,0.0,1.0
2016-07-27,121.0,122.84,118.4,119.61,117.158385381421,1419873,0.0,1.0
2016-07-26,117.68,120.8,117.06,120.74,118.265224069499,1552908,0.0,1.0
2016-07-25,121.4,121.93,116.76,118.47,116.041751660706,1738756,0.0,1.0
2016-07-22,121.65,123.1,121.46,122.84,120.32218092345,1160178,0.0,1.0
2016-07-21,121.56,123.31,120.81,121.16,118.676615440289,966610,0.0,1.0
2016-07-20,120.53,122.26,118.51,121.56,119.068416745804,901938,0.0,1.0
2016-07-19,122.22,122.22,120.46,121.48,118.990056484701,833886,0.0,1.0
2016-07-18,122.44,123.34,120.31,122.15,119.646323671437,812593,0.0,1.0
2016-07-15,123.91,124.61,122.2,122.98,120.45931138038,1016044,0.0,1.0
2016-07-14,122.63,123.31,121.2,123.3,120.772752424791,974882,0.0,1.0
2016-07-13,123.0,123.49,119.86,121.04,118.559075048635,1419917,0.0,1.0
2016-07-12,120.56,123.76,120.07,122.35,119.842224324195,1250239,0.0,1.0
2016-07-11,119.3,119.63,117.29,118.28,115.855646040586,868103,0.0,1.0
2016-07-08,117.47,119.12,115.58,118.39,115.963391399603,1245574,0.0,1.0
2016-07-07,120.01,120.33,115.12,115.83,113.455863044311,1282819,0.0,1.0
2016-07-06,116.45,118.63,115.405,118.33,115.904621203776,1524887,0.0,1.0
2016-07-05,116.7,117.1,114.33,116.56,114.170900426875,1170130,0.0,1.0
2016-07-01,119.44,120.685,118.19,119.03,116.590273488426,1315891,0.0,1.0
2016-06-30,120.43,120.43,118.0,119.27,116.825354271734,1783041,0.0,1.0
2016-06-29,120.26,121.13,119.83,120.5,118.030143286191,1753156,0.0,1.0
2016-06-28,118.56,120.22,117.39,118.81,116.374782770393,1858713,0.0,1.0
2016-06-27,119.53,120.65,114.94,115.48,113.113036901986,1772230,0.0,1.0
2016-06-24,124.22,126.01,120.57,121.06,118.578665113911,1965681,0.0,1.0
2016-06-23,126.93,130.03,126.44,129.95,127.286449128967,1600684,0.0,1.0
2016-06-22,126.4,126.78,123.89,125.74,123.162740388428,1024400,0.0,1.0
2016-06-21,122.07,125.85,121.21,125.55,122.976634768309,1130165,0.0,1.0
2016-06-20,122.75,123.56,121.9075,122.45,119.940174650573,1040381,0.0,1.0
2016-06-17,119.13,120.9999,119.05,120.81,118.333789297964,1456379,0.0,1.0
2016-06-16,120.24,120.24,116.82,117.84,115.424664604521,1440993,0.0,1.0
2016-06-15,121.53,123.83,120.26,122.16,119.656118704075,996159,0.0,1.0
2016-06-14,119.33,122.62,119.0936,122.46,119.949969683211,1255003,0.0,1.0
2016-06-13,119.49,121.39,118.86,119.67,117.217155577249,1295220,0.0,1.0
2016-06-10,122.88,123.72,119.13,119.78,117.324900936265,990872,0.0,1.0
2016-06-09,124.35,125.77,124.15,124.47,121.91877124342,976598,0.0,1.0
2016-06-08,127.75,129.07,125.82,126.29,123.701467183511,1807131,0.0,1.0
2016-06-07,121.72,126.47,121.08,126.26,123.672082085597,1629104,0.0,1.0
2016-06-06,121.1,121.11,119.15,120.51,118.039938318829,1090849,0.0,1.0
2016-06-03,121.31,121.57,118.81,119.35,116.903714532837,768353,0.0,1.0
2016-06-02,120.0,121.28,118.77,120.98,118.500304852808,858785,0.0,1.0
2016-06-01,120.13,121.77,119.84,121.3,118.813745897219,949892,0.0,1.0
2016-05-31,122.78,123.88,120.56,121.34,118.852926027771,853587,0.0,1.0
2016-05-27,121.43,122.39,120.24,122.19,119.685503801989,1076155,0.0,1.0
2016-05-26,121.34,123.01,120.13,122.4,119.891199487384,1647687,0.0,1.0
2016-05-25,118.59,121.24,118.0,120.25,117.785267470244,1275110,0.0,1.0
2016-05-24,118.69,119.41,116.77,117.68,115.267944082315,868829,0.0,1.0
2016-05-23,116.77,118.56,116.61,117.64,115.228763951763,953964,0.0,1.0
2016-05-20,117.45,118.01,114.84,117.77,115.356099376055,1207868,0.0,1.0
2016-05-19,114.73,116.95,111.93,116.89,114.494136503924,1399803,0.0,1.0
2016-05-18,118.57,119.48,115.88,116.84,114.445161340735,1730986,0.0,1.0
2016-05-17,118.72,118.92,117.17,118.83,116.394372835668,1235508,0.0,1.0
2016-05-16,118.0,119.79,117.72,118.16,115.738105648932,906872,0.0,1.0
2016-05-13,116.89,118.07,115.59,115.83,113.455863044311,648291,0.0,1.0
2016-05-12,118.64,120.28,116.6,117.53,115.121018592747,1163373,0.0,1.0
2016-05-11,116.51,117.98,114.64,116.53,114.141515328961,860423,0.0,1.0
2016-05-10,114.01,117.19,113.585,117.09,114.690037156681,903527,0.0,1.0
2016-05-09,113.98,114.69,112.14,113.53,111.203005537604,1245464,0.0,1.0
2016-05-06,115.4,117.82,114.02,114.66,112.309844225682,1206674,0.0,1.0
2016-05-05,115.02,118.39,114.42,116.91,114.5137265692,2112822,0.0,1.0
2016-05-04,113.35,115.26,110.5,111.55,109.263589075308,1620207,0.0,1.0
2016-05-03,115.37,116.26,111.76,112.83,110.517353252954,1717421,0.0,1.0
2016-05-02,116.22,117.79,114.84,117.06,114.660652058768,1338829,0.0,1.0
2016-04-29,119.22,121.11,114.7,116.17,113.788894153998,1714604,0.0,1.0
2016-04-28,120.69,122.53,118.66,119.03,116.590273488426,1393505,0.0,1.0
2016-04-27,120.13,122.5,119.55,121.51,119.019441582614,1884761,0.0,1.0
2016-04-26,113.77,119.13,113.4,118.96,116.521708259961,1933294,0.0,1.0
