,VAC_Open,VAC_High,VAC_Low,VAC_Close,VAC_Adj Close,VAC_Volume,VAC_Dividend Amount,VAC_Split Coefficient
2024-08-20,72.45,72.755,70.25,70.3,69.5908415184497,353413,0.0,1.0
2024-08-19,71.23,72.96,71.2,72.88,72.1448155030528,369090,0.0,1.0
2024-08-16,71.37,71.735,70.75,71.19,70.4718635518981,257351,0.0,1.0
2024-08-15,71.77,72.56,71.07,71.75,71.0262144942925,387917,0.0,1.0
2024-08-14,71.12,71.245,69.5501,70.03,69.3235651712238,362954,0.0,1.0
2024-08-13,68.97,71.085,68.3579,70.74,70.0264029731882,353061,0.0,1.0
2024-08-12,70.15,70.15,68.34,68.51,67.8188983275816,426582,0.0,1.0
2024-08-09,70.88,70.88,69.05,69.62,68.9177010883993,669291,0.0,1.0
2024-08-08,73.19,73.27,70.43,70.91,70.1946880807008,467928,0.0,1.0
2024-08-07,74.78,74.78,72.55,73.06,72.3229997345368,349684,0.0,1.0
2024-08-06,71.78,75.23,71.6,73.71,72.9664427926732,491474,0.0,1.0
2024-08-05,73.18,74.17,71.445,71.99,71.2637934696044,769905,0.0,1.0
2024-08-02,75.76,78.64,74.11,76.66,75.8866843642155,789310,0.0,1.0
2024-08-01,78.21,80.61,75.96,77.88,77.0943774887178,1827670,0.0,1.0
2024-07-31,87.25,87.75,83.88,84.58,83.7267905495089,617185,0.0,1.0
2024-07-30,85.99,87.43,85.32,87.23,86.3500584019113,323035,0.0,1.0
2024-07-29,85.02,86.0,83.9,85.45,84.5880143350146,354550,0.0,1.0
2024-07-26,86.57,86.95,84.17,85.46,84.5979134589859,413029,0.0,1.0
2024-07-25,81.4,86.45,80.25,85.37,84.508821343244,652365,0.0,1.0
2024-07-24,86.95,86.95,81.28,81.5,80.6778603663392,913643,0.0,1.0
2024-07-23,86.27,88.46,86.26,87.9,87.0132997079904,277085,0.0,1.0
2024-07-22,88.49,88.77,85.815,88.13,87.240979559331,285990,0.0,1.0
2024-07-19,87.8,88.44,86.76,88.34,87.4488611627289,303743,0.0,1.0
2024-07-18,89.53,91.94,88.17,88.3,87.4092646668436,353330,0.0,1.0
2024-07-17,89.27,90.6,89.27,89.91,89.0030236262277,431476,0.0,1.0
2024-07-16,87.18,90.7,87.17,90.46,89.5474754446509,561892,0.0,1.0
2024-07-15,87.42,88.01,86.0001,86.76,85.8847995752588,302233,0.0,1.0
2024-07-12,88.73,89.21,86.94,87.03,86.1520759224847,375383,0.0,1.0
2024-07-11,86.75,88.48,85.7,88.19,87.300374303159,457554,0.0,1.0
2024-07-10,82.04,85.89,81.64,85.47,84.6078125829573,567355,0.0,1.0
2024-07-09,81.5,82.32,81.32,81.43,80.6085664985399,357065,0.0,1.0
2024-07-08,82.9,83.6299,81.375,81.78,80.9550358375365,266824,0.0,1.0
2024-07-05,82.62,82.9,81.38,82.13,81.301505176533,572506,0.0,1.0
2024-07-03,84.29,84.75,82.68,83.17,82.3310140695514,211043,0.0,1.0
2024-07-02,83.67,83.94,82.1,83.62,82.7764746482612,397674,0.0,1.0
2024-07-01,87.5,87.98,82.4,83.74,82.8952641359172,580102,0.0,1.0
2024-06-28,83.71,87.39,83.6567,87.32,86.4391505176533,745171,0.0,1.0
2024-06-27,83.23,84.0,82.12,83.32,82.4795009291213,457889,0.0,1.0
2024-06-26,84.41,84.53,82.87,83.09,82.2518210777807,430196,0.0,1.0
2024-06-25,85.17,85.64,84.09,84.92,84.0633607645341,284675,0.0,1.0
2024-06-24,85.44,86.13,84.88,85.17,84.3108388638174,306054,0.0,1.0
2024-06-21,84.61,85.16,83.99,85.15,84.2910406158747,537403,0.0,1.0
2024-06-20,84.91,86.32,84.5581,84.73,83.8752774090788,303718,0.0,1.0
2024-06-18,86.89,87.545,85.23,85.28,84.419729227502,317592,0.0,1.0
2024-06-17,84.68,86.99,84.68,86.74,85.8650013273162,363271,0.0,1.0
2024-06-14,86.38,86.415,84.35,85.14,84.2811414919034,456788,0.0,1.0
2024-06-13,88.92,89.24,87.03,88.06,87.1716856915317,382130,0.0,1.0
2024-06-12,89.21,91.61,88.68,89.59,88.6862516591452,456926,0.0,1.0
2024-06-11,88.81,88.81,86.95,87.36,86.4787470135386,462958,0.0,1.0
2024-06-10,87.57,89.71,87.12,89.44,88.5377647995752,322028,0.0,1.0
2024-06-07,89.03,89.03,87.59,88.58,87.6864401380409,447582,0.0,1.0
2024-06-06,87.62,90.735,86.7,90.29,89.3791903371383,534312,0.0,1.0
2024-06-05,89.79,90.45,87.76,87.98,87.0924926997611,713177,0.0,1.0
2024-06-04,86.87,89.495,86.82,89.32,88.4189753119193,956731,0.0,1.0
2024-06-03,91.2,91.2,87.445,87.68,86.7955189806212,657751,0.0,1.0
2024-05-31,92.0,92.79,89.81,90.27,89.3593920891956,659385,0.0,1.0
2024-05-30,91.49,92.15,90.69,91.71,90.7848659410671,232713,0.0,1.0
2024-05-29,91.74,91.89,90.29,91.13,90.21071675073,296149,0.0,1.0
2024-05-28,94.0,94.61,92.73,93.35,92.4083222723653,327773,0.0,1.0
2024-05-24,90.73,93.54,90.28,93.24,92.2994319086806,351439,0.0,1.0
2024-05-23,92.65,92.87,90.05,90.22,89.309896469339,429144,0.0,1.0
2024-05-22,94.13,94.98,92.421,92.76,91.8242739580568,433057,0.76,1.0
2024-05-21,97.87,98.04,94.79,94.89,93.1694328045339,374891,0.0,1.0
2024-05-20,97.99,99.35,97.27,98.06,96.2819536390831,267122,0.0,1.0
2024-05-17,99.96,99.96,98.11,98.18,96.3997777716212,198516,0.0,1.0
2024-05-16,100.21,101.16,99.5,99.96,98.1475024042703,226617,0.0,1.0
2024-05-15,101.31,101.33,99.025,99.96,98.1475024042703,357011,0.0,1.0
2024-05-14,101.51,102.39,99.89,100.61,98.7857164555185,331806,0.0,1.0
2024-05-13,100.12,101.79,99.81,100.25,98.4322440579041,344385,0.0,1.0
2024-05-10,99.62,99.86,97.3,99.5,97.6958432295408,362431,0.0,1.0
2024-05-09,97.75,99.46,96.055,99.37,97.5682004192911,439615,0.0,1.0
2024-05-08,97.96,98.59,95.875,96.5,94.7502399160873,806330,0.0,1.0
2024-05-07,98.96,103.46,98.8,99.15,97.3521895096379,882783,0.0,1.0
2024-05-06,98.5,99.025,97.33,97.51,95.7419263649499,524003,0.0,1.0
2024-05-03,99.73,100.75,97.15,97.18,95.4179100004701,327975,0.0,1.0
2024-05-02,96.91,97.84,95.98,97.66,95.8892065306226,214444,0.0,1.0
2024-05-01,95.77,97.36,94.53,95.37,93.6407293346865,332764,0.0,1.0
2024-04-30,97.44,97.75,95.1475,96.11,94.3673114853383,558033,0.0,1.0
2024-04-29,101.27,101.535,98.24,98.58,96.7925248800817,409141,0.0,1.0
2024-04-26,100.65,103.51,100.65,100.87,99.0410020760178,250210,0.0,1.0
2024-04-25,102.4,102.57,100.46,101.03,99.198100919402,229453,0.0,1.0
2024-04-24,101.8,103.33,101.32,103.17,101.299297949666,348482,0.0,1.0
2024-04-23,98.61,101.82,98.61,101.77,99.9246830700539,478897,0.0,1.0
2024-04-22,98.76,100.135,97.38,98.89,97.0969038891385,436539,0.0,1.0
2024-04-19,98.75,100.12,97.69,97.99,96.2132228951025,487252,0.0,1.0
2024-04-18,97.93,99.325,97.55,98.94,97.1459972776961,427911,0.0,1.0
2024-04-17,98.68,99.0,96.54,97.67,95.8990252083341,526679,0.0,1.0
2024-04-16,96.92,98.465,96.195,97.81,96.0364866962953,493557,0.0,1.0
2024-04-15,98.62,99.28,96.78,97.74,95.9677559523147,614948,0.0,1.0
2024-04-12,99.53,100.5,96.86,97.0,95.2411738016629,570954,0.0,1.0
2024-04-11,100.5,101.15,99.035,100.78,98.9526339766143,264093,0.0,1.0
2024-04-10,101.0,101.675,98.88,100.31,98.4911561241732,399402,0.0,1.0
2024-04-09,103.15,104.49,101.655,103.21,101.338572660512,230441,0.0,1.0
2024-04-08,100.98,103.765,100.87,103.07,101.20111117255,479702,0.0,1.0
2024-04-05,100.12,101.01,99.71,100.18,98.3635133139235,447734,0.0,1.0
2024-04-04,105.06,105.65,99.74,99.98,98.1671397596933,470766,0.0,1.0
2024-04-03,103.52,105.21,103.0,103.9,102.016061422606,701517,0.0,1.0
2024-04-02,105.7,105.98,103.73,103.85,101.966968034048,878700,0.0,1.0
2024-04-01,107.51,108.32,106.07,107.18,105.236587711982,776706,0.0,1.0
2024-03-28,105.55,108.57,105.51,107.73,105.776614986115,871671,0.0,1.0
2024-03-27,101.7,105.42,101.7,105.3,103.390676302217,595006,0.0,1.0
2024-03-26,103.13,103.13,100.835,101.0,99.1686448862675,394009,0.0,1.0
2024-03-25,99.41,101.06,99.08,100.82,98.9919086874603,358411,0.0,1.0
2024-03-22,101.31,101.47,98.65,98.89,97.0969038891385,411850,0.0,1.0
2024-03-21,101.97,102.66,100.19,101.43,99.5908480278625,354577,0.0,1.0
2024-03-20,97.22,102.09,97.22,101.28,99.4435678621898,655325,0.0,1.0
2024-03-19,97.64,98.79,96.345,97.84,96.0659427294298,460443,0.0,1.0
2024-03-18,98.59,99.61,97.81,97.84,96.0659427294298,615318,0.0,1.0
2024-03-15,97.36,99.9,97.36,98.66,96.8710743017738,986385,0.0,1.0
2024-03-14,97.49,98.79,96.04,97.79,96.0168493408723,1539209,0.0,1.0
2024-03-13,95.31,98.52,95.31,98.0,96.223041572814,687678,0.0,1.0
2024-03-12,94.23,95.885,94.02,95.56,93.8272842112052,444874,0.0,1.0
2024-03-11,93.73,95.22,92.97,94.39,92.6784989189583,269871,0.0,1.0
2024-03-08,94.54,95.4832,93.89,94.04,92.3348451990554,367953,0.0,1.0
2024-03-07,94.9,96.41,93.57,93.61,91.9126420574604,401212,0.0,1.0
2024-03-06,93.04,96.1,91.88,94.68,92.9632405725922,569819,0.0,1.0
2024-03-05,91.04,92.89,91.04,91.76,90.0961866808308,402280,0.0,1.0
2024-03-04,93.93,94.44,91.41,91.78,90.1158240362538,474436,0.0,1.0
2024-03-01,93.91,94.66,91.63,93.94,92.2366584219403,385911,0.0,1.0
2024-02-29,94.81,95.0,92.45,93.19,91.5002575935769,595306,0.0,1.0
2024-02-28,92.87,95.33,92.87,94.43,92.7177736298044,426939,0.76,1.0
2024-02-27,95.6,96.02,93.61,94.32,91.8703688282713,627084,0.0,1.0
2024-02-26,94.85,95.22,93.7,94.65,92.1917982357494,463960,0.0,1.0
2024-02-23,95.68,96.5,94.235,94.86,92.3963442223263,753575,0.0,1.0
2024-02-22,90.95,96.62,88.63,95.98,93.4872561507367,1687814,0.0,1.0
2024-02-21,85.68,87.68,85.42,87.6,85.3248972578092,728854,0.0,1.0
2024-02-20,84.69,86.785,84.655,85.91,83.6787890801186,457528,0.0,1.0
2024-02-16,85.83,86.88,84.98,85.22,83.0067094099373,412624,0.0,1.0
2024-02-15,86.39,88.0449,86.39,86.77,84.5164535965766,400998,0.0,1.0
2024-02-14,84.83,85.73,83.67,85.62,83.396320812941,301248,0.0,1.0
2024-02-13,86.54,86.55,83.12,83.96,81.7794334904756,649914,0.0,1.0
2024-02-12,84.89,89.58,84.89,89.23,86.9125637250493,584993,0.0,1.0
2024-02-09,84.44,84.91,82.925,84.79,82.5878771517083,391742,0.0,1.0
2024-02-08,83.26,84.935,82.445,84.51,82.3151491696057,341781,0.0,1.0
2024-02-07,83.7,83.88,82.42,83.04,80.8833272635671,310888,0.0,1.0
2024-02-06,82.53,84.03,81.9,83.36,81.1950163859701,306114,0.0,1.0
2024-02-05,83.0,83.24,81.48,82.59,80.445014435188,375130,0.0,1.0
2024-02-02,83.91,84.69,82.0,84.06,81.8768363412265,337513,0.0,1.0
2024-02-01,84.46,85.6,82.505,84.94,82.7339814278347,551948,0.0,1.0
2024-01-31,85.25,86.78,83.785,83.89,81.71125149495,530189,0.0,1.0
2024-01-30,85.74,87.1,85.51,85.6,83.3768402427908,401487,0.0,1.0
2024-01-29,87.19,87.465,85.505,86.68,84.4287910309008,332398,0.0,1.0
2024-01-26,88.28,88.88,87.46,87.51,85.2372346921334,372377,0.0,1.0
2024-01-25,86.39,87.84,85.635,87.79,85.509962674236,842732,0.0,1.0
2024-01-24,86.43,86.43,84.6146,85.0,82.7924231382852,443438,0.0,1.0
2024-01-23,84.34,85.33,83.5,84.95,82.7437217129098,557360,0.0,1.0
2024-01-22,83.46,83.92,82.82,83.21,81.0489121098437,513076,0.0,1.0
2024-01-19,83.06,83.23,81.6,82.83,80.6787812769902,671511,0.0,1.0
2024-01-18,82.29,83.49,81.9,83.12,80.9612495441679,451362,0.0,1.0
2024-01-17,81.68,83.205,81.25,81.79,79.6657916291806,611824,0.0,1.0
2024-01-16,83.24,83.8,82.24,83.58,81.4093026576221,409866,0.0,1.0
2024-01-12,86.95,87.265,83.73,83.99,81.8086543457009,488209,0.0,1.0
2024-01-11,86.77,87.16,85.38,86.25,84.0099587726718,419502,0.0,1.0
2024-01-10,86.06,87.56,85.88,87.2,84.9352858548055,405734,0.0,1.0
2024-01-09,87.16,88.03,86.15,86.6,84.3508687503,380314,0.0,1.0
2024-01-08,85.66,88.53,85.055,88.5,86.2015229145675,517893,0.0,1.0
2024-01-05,84.15,87.5,83.801,86.14,83.9028156368458,694847,0.0,1.0
2024-01-04,84.6,85.8,84.2,85.2,82.9872288397871,473812,0.0,1.0
2024-01-03,86.57,86.57,83.87,84.63,82.4320325905068,622832,0.0,1.0
2024-01-02,85.85,88.94,85.85,88.51,86.2112631996427,628837,0.0,1.0
2023-12-29,86.14,87.11,84.57,84.89,82.6852800024592,562276,0.0,1.0
2023-12-28,87.0,88.34,86.07,86.43,84.1852839040234,394772,0.0,1.0
2023-12-27,87.8,88.045,86.51,87.21,84.9450261398806,527460,0.0,1.0
2023-12-26,88.04,89.0,87.03,87.71,85.4320403936352,246509,0.0,1.0
2023-12-22,88.2,89.1,87.22,88.26,85.9677560727653,455674,0.0,1.0
2023-12-21,85.59,88.0,84.475,87.94,85.6560669503624,554136,0.0,1.0
2023-12-20,86.97,86.97,83.565,83.79,81.6138486441991,677720,0.76,1.0
2023-12-19,86.61,88.2,86.505,87.93,84.8764720435768,645427,0.0,1.0
2023-12-18,87.99,88.1672,85.2,85.42,82.4536363239205,829205,0.0,1.0
2023-12-15,90.51,90.73,87.025,87.79,84.7413337962653,1415542,0.0,1.0
2023-12-14,84.86,91.64,84.86,91.48,88.3031918861186,1457752,0.0,1.0
2023-12-13,79.83,83.545,78.77,83.46,80.5617008615594,1079899,0.0,1.0
2023-12-12,81.08,81.6,79.85,80.18,77.3956047816899,383095,0.0,1.0
2023-12-11,80.71,82.08,80.44,81.4,78.5732380796901,519539,0.0,1.0
2023-12-08,79.08,81.92,78.625,80.88,78.0712960182474,1051473,0.0,1.0
2023-12-07,74.34,77.67,74.24,77.66,74.9631163300828,622734,0.0,1.0
2023-12-06,74.04,75.65,73.22,74.22,71.642576539,672585,0.0,1.0
2023-12-05,76.43,76.91,72.965,73.02,70.4842487049014,830856,0.0,1.0
2023-12-04,77.83,79.86,76.52,77.1,74.4225633408367,765779,0.0,1.0
2023-12-01,73.05,79.18,72.78,77.53,74.8376308147221,2048286,0.0,1.0
2023-11-30,73.78,73.94,72.8,72.9,70.3684159214915,789441,0.0,1.0
2023-11-29,75.2,75.49,73.67,73.68,71.1213290136557,997182,0.0,1.0
2023-11-28,75.0,75.45,74.33,74.64,72.0479912809346,666227,0.0,1.0
2023-11-27,77.13,77.585,75.01,75.2,72.5885442701806,809090,0.0,1.0
2023-11-24,80.23,80.325,77.03,77.14,74.46117426864,490874,0.0,1.0
2023-11-22,78.12,80.615,77.88,80.44,77.6465758124112,905465,0.0,1.0
2023-11-21,78.14,78.145,76.92,77.14,74.46117426864,511662,0.0,1.0
2023-11-20,80.24,80.24,78.381,78.77,76.034569576624,454243,0.0,1.0
2023-11-17,79.13,80.655,77.7901,80.24,77.4535211733948,683764,0.0,1.0
2023-11-16,84.19,84.52,81.14,81.47,78.6408072033459,628226,0.0,1.0
2023-11-15,80.58,84.99,80.58,84.74,81.7972505512647,925628,0.0,1.0
2023-11-14,78.08,81.51,78.08,80.67,77.8685886472801,717674,0.0,1.0
2023-11-13,76.06,76.71,75.515,76.02,73.380068290148,493390,0.0,1.0
2023-11-10,76.32,76.66,75.195,76.45,73.7951357640333,645795,0.0,1.0
2023-11-09,79.64,79.74,76.35,76.5,73.8433994237874,584711,0.0,1.0
2023-11-08,81.99,82.48,79.24,79.25,76.4979007102634,645109,0.0,1.0
2023-11-07,78.92,81.92,78.45,81.8,78.959347357723,679104,0.0,1.0
2023-11-06,82.98,83.23,78.93,79.02,76.2758878753945,868579,0.0,1.0
2023-11-03,84.13,85.715,81.98,82.41,79.5481640067232,1072413,0.0,1.0
2023-11-02,86.0,87.44,79.0701,82.48,79.6157331303789,2141073,0.0,1.0
2023-11-01,89.6,89.6,87.27,88.91,85.8224397747574,662738,0.0,1.0
2023-10-31,89.36,90.29,88.795,89.86,86.7394493100855,428734,0.0,1.0
2023-10-30,88.3,89.54,87.32,89.36,86.2568127125444,524570,0.0,1.0
2023-10-27,89.57,89.76,86.675,87.08,84.055989827757,559889,0.0,1.0
2023-10-26,88.92,90.1,88.14,88.59,85.5135523523311,632849,0.0,1.0
2023-10-25,89.99,90.72,88.18,88.65,85.571468744036,811799,0.0,1.0
2023-10-24,91.51,92.55,90.86,91.21,88.0425681234464,465033,0.0,1.0
2023-10-23,91.43,92.55,90.59,90.7,87.5502787939545,468549,0.0,1.0
2023-10-20,91.35,92.245,90.505,91.83,88.6410375043974,745256,0.0,1.0
2023-10-19,93.83,93.89,90.41,91.17,88.0039571956431,897054,0.0,1.0
2023-10-18,95.06,95.105,93.03,93.84,90.5812366265126,586664,0.0,1.0
2023-10-17,96.05,97.78,95.26,96.27,92.9268504905623,545072,0.0,1.0
2023-10-16,94.77,96.84,94.23,95.98,92.6469212639885,656178,0.0,1.0
2023-10-13,95.01,95.75,92.47,93.18,89.9441563177583,914843,0.0,1.0
2023-10-12,97.57,97.57,94.65,95.27,91.9615772954801,448171,0.0,1.0
2023-10-11,97.9,99.32,97.6,98.97,95.5330881172842,808922,0.0,1.0
2023-10-10,95.5,97.91,95.16,97.78,94.3844130151364,558370,0.0,1.0
2023-10-09,92.6,94.2,90.89,94.19,90.9190822447913,467880,0.0,1.0
2023-10-06,92.18,94.84,91.83,93.96,90.6970694099224,534263,0.0,1.0
2023-10-05,94.36,95.34,91.625,92.67,89.4518669882664,817871,0.0,1.0
2023-10-04,95.68,96.59,95.01,96.36,93.0137250781197,347904,0.0,1.0
2023-10-03,98.28,98.66,94.95,95.27,91.9615772954801,563573,0.0,1.0
2023-10-02,100.61,101.085,98.92,99.12,95.6778790965465,427252,0.0,1.0
2023-09-29,101.1,101.58,99.54,100.63,97.1354416211206,560898,0.0,1.0
2023-09-28,96.36,100.42,96.36,100.25,96.7686378069894,492599,0.0,1.0
2023-09-27,96.5,97.205,95.46,96.21,92.8689340988574,498636,0.0,1.0
2023-09-26,96.95,97.64,96.54,96.66,93.3033070366443,515711,0.0,1.0
2023-09-25,97.76,98.4,96.86,97.59,94.2010111080708,390299,0.0,1.0
2023-09-22,99.67,100.37,98.29,98.57,95.1469788392513,423924,0.0,1.0
2023-09-21,100.99,101.445,99.15,99.18,95.7357954882515,377696,0.0,1.0
2023-09-20,101.04,103.92,101.04,101.95,98.4096022386291,593365,0.72,1.0
2023-09-19,101.54,102.12,100.1,100.96,96.7705604559462,518885,0.0,1.0
2023-09-18,102.54,102.89,101.69,101.81,97.5852888274553,350666,0.0,1.0
2023-09-15,104.26,104.81,102.03,102.66,98.4000171989643,1115380,0.0,1.0
2023-09-14,101.27,104.5,101.27,104.45,100.115739298966,460174,0.0,1.0
2023-09-13,101.89,102.42,100.27,100.42,96.2529683140463,527050,0.0,1.0
2023-09-12,101.56,102.93,101.35,102.25,98.007030572707,605222,0.0,1.0
2023-09-11,104.28,104.64,101.9,102.14,97.9015951363941,418176,0.0,1.0
2023-09-08,104.25,105.16,103.395,103.51,99.2147455704734,564526,0.0,1.0
2023-09-07,106.2,106.605,102.65,103.6,99.3010109274567,822638,0.0,1.0
2023-09-06,106.26,108.26,106.26,107.23,102.780380325784,306222,0.0,1.0
2023-09-05,109.91,111.14,106.47,106.67,102.243618104554,780809,0.0,1.0
2023-09-01,109.18,111.19,109.18,110.73,106.135144208468,254389,0.0,1.0
2023-08-31,111.02,111.65,108.435,108.69,104.179796116846,353846,0.0,1.0
2023-08-30,111.39,112.32,110.76,110.84,106.240579644781,244270,0.0,1.0
2023-08-29,109.88,112.46,109.395,111.7,107.064893055955,313029,0.0,1.0
2023-08-28,109.7,111.1,108.99,109.84,105.2820756783,215192,0.0,1.0
2023-08-25,110.02,110.46,108.95,109.44,104.898674091707,256031,0.0,1.0
2023-08-24,110.41,112.53,109.84,109.86,105.301245757629,328813,0.0,1.0
2023-08-23,109.83,111.43,109.61,111.3,106.681491469362,334721,0.0,1.0
2023-08-22,108.59,110.61,108.085,109.99,105.425851273272,508763,0.0,1.0
2023-08-21,109.94,110.8299,107.58,107.99,103.508843340309,480279,0.0,1.0
2023-08-18,109.44,111.24,109.29,109.46,104.917844171037,321836,0.0,1.0
2023-08-17,112.17,112.49,110.43,110.49,105.905103256512,357622,0.0,1.0
2023-08-16,111.11,112.91,111.11,111.96,107.31410408724,357505,0.0,1.0
2023-08-15,112.65,113.355,111.41,111.6,106.969042659307,328192,0.0,1.0
2023-08-14,111.74,113.8,111.02,113.76,109.039411226906,249710,0.0,1.0
2023-08-11,112.48,113.75,112.04,112.26,107.601655277184,310518,0.0,1.0
2023-08-10,116.27,116.3,113.47,113.53,108.818955314615,421026,0.0,1.0
2023-08-09,115.12,117.16,113.84,115.29,110.505922295622,538692,0.0,1.0
2023-08-08,110.62,112.52,109.29,112.05,107.400369444223,381061,0.0,1.0
2023-08-07,109.39,113.93,109.39,112.47,107.802941110145,582805,0.0,1.0
2023-08-04,112.18,112.18,109.0,109.23,104.697388258746,844404,0.0,1.0
2023-08-03,112.12,114.99,109.15,111.44,106.81568202467,2428382,0.0,1.0
2023-08-02,124.29,127.25,124.29,124.85,119.669220215183,357946,0.0,1.0
2023-08-01,127.08,127.85,124.77,126.53,121.279506878872,333842,0.0,1.0
2023-07-31,128.26,129.17,127.52,128.51,123.177344732504,241401,0.0,1.0
2023-07-28,127.93,129.26,126.95,127.88,122.573487233621,280973,0.0,1.0
2023-07-27,126.93,129.74,126.16,126.57,121.317847037531,430137,0.0,1.0
2023-07-26,127.08,128.9,124.455,126.15,120.915275371609,453928,0.0,1.0
2023-07-25,127.79,129.1,127.23,127.94,122.63099747161,410417,0.0,1.0
2023-07-24,130.15,130.825,127.64,128.43,123.100664415186,391001,0.0,1.0
2023-07-21,133.4,133.4,130.33,130.77,125.343563696752,319876,0.0,1.0
2023-07-20,132.98,133.92,132.3,132.46,126.963435400105,299985,0.0,1.0
2023-07-19,133.73,133.99,132.5,133.1,127.576877938653,402658,0.0,1.0
2023-07-18,130.1,133.41,129.84,133.13,127.605633057648,575331,0.0,1.0
2023-07-17,127.97,130.47,127.72,130.22,124.816386515187,455044,0.0,1.0
2023-07-14,130.8,130.8,126.7,128.57,123.234854970493,377199,0.0,1.0
2023-07-13,131.25,132.225,130.67,130.8,125.372318815746,578120,0.0,1.0
2023-07-12,129.92,131.21,129.0,130.56,125.142277863791,552548,0.0,1.0
2023-07-11,126.66,128.41,126.13,128.25,122.928133701219,414795,0.0,1.0
2023-07-10,124.58,126.93,124.58,126.05,120.819424974961,315024,0.0,1.0
2023-07-07,122.67,125.77,122.67,124.59,119.420009183898,452588,0.0,1.0
2023-07-06,121.82,122.485,119.83,122.3,117.225035100656,334118,0.0,1.0
2023-07-05,123.68,124.63,121.49,123.1,117.991838273841,275647,0.0,1.0
2023-07-03,122.18,125.19,122.18,123.81,118.672376090043,168271,0.0,1.0
2023-06-30,124.44,124.44,122.68,122.72,117.627606766578,275251,0.0,1.0
2023-06-29,120.92,123.765,120.92,123.47,118.346484741439,241845,0.0,1.0
2023-06-28,121.28,121.6,120.52,120.82,115.806449230264,203052,0.0,1.0
2023-06-27,119.0,121.72,117.85,121.29,116.25694609451,274756,0.0,1.0
2023-06-26,119.48,121.74,119.08,119.15,114.20574760624,215345,0.0,1.0
2023-06-23,122.0,122.23,119.78,120.22,115.231346850375,480158,0.0,1.0
2023-06-22,124.81,125.12,123.09,123.76,118.624450891719,232134,0.0,1.0
2023-06-21,125.37,126.65,124.13,125.09,119.899261167139,339112,0.0,1.0
2023-06-20,126.48,126.93,124.31,125.61,120.397683229709,418954,0.0,1.0
2023-06-16,129.02,129.02,125.96,127.0,121.730003743118,845755,0.0,1.0
2023-06-15,129.5,129.5,126.44,128.45,123.119834494516,454609,0.0,1.0
2023-06-14,133.23,133.72,128.62,129.63,124.250869174963,374093,0.0,1.0
2023-06-13,132.99,133.47,131.86,132.51,127.011360598429,270656,0.0,1.0
2023-06-12,130.45,132.69,129.58,132.64,127.135966114072,282179,0.0,1.0
