,EXP_Open,EXP_High,EXP_Low,EXP_Close,EXP_Adj Close,EXP_Volume,EXP_Dividend Amount,EXP_Split Coefficient
2019-12-11,89.68,90.34,88.87,90.09,87.9858180015493,305567,0.0,1.0
2019-12-10,90.59,90.59,88.82,89.55,87.4584304810604,273117,0.0,1.0
2019-12-09,92.33,92.33,90.27,91.09,88.96246155801,358901,0.1,1.0
2019-12-06,92.82,93.01,92.26,92.67,90.4063089437525,296316,0.0,1.0
2019-12-05,91.7,92.26,91.13,92.15,89.8990112136267,218574,0.0,1.0
2019-12-04,90.86,92.98,90.58,91.6,89.362446306763,283483,0.0,1.0
2019-12-03,90.19,91.28,89.81,90.94,88.7185684185265,443571,0.0,1.0
2019-12-02,91.89,91.89,90.57,90.88,88.6600340650504,269696,0.0,1.0
2019-11-29,93.98,94.46,91.72,92.03,89.7819425066746,141170,0.0,1.0
2019-11-27,92.8,94.63,92.04,94.14,91.8404006039156,407132,0.0,1.0
2019-11-26,91.1,92.56,90.34,92.54,90.279484511221,452745,0.0,1.0
2019-11-25,90.1,91.3,90.1,91.06,88.8356371254786,338939,0.0,1.0
2019-11-22,91.96,92.28,90.28,90.31,88.103957707028,166578,0.0,1.0
2019-11-21,93.03,93.22,91.56,91.75,89.5087821904531,234289,0.0,1.0
2019-11-20,92.41,94.58,92.35,92.92,90.650202083236,367986,0.0,1.0
2019-11-19,93.42,93.82,92.14,92.79,90.5233776507046,262658,0.0,1.0
2019-11-18,92.31,93.98,92.03,93.21,90.9331181250369,415469,0.0,1.0
2019-11-15,94.09,94.09,92.54,92.67,90.4063089437525,242241,0.0,1.0
2019-11-14,92.5,94.13,92.42,93.74,91.4501715807419,330264,0.0,1.0
2019-11-13,91.8,92.72,88.55,92.54,90.279484511221,642701,0.0,1.0
2019-11-12,92.33,94.14,92.07,92.8,90.5331333762839,756985,0.0,1.0
2019-11-11,91.46,92.37,91.46,91.8,89.5575608183498,416636,0.0,1.0
2019-11-08,92.72,92.86,91.77,92.01,89.762431055516,272347,0.0,1.0
2019-11-07,93.72,94.53,93.08,93.24,90.9623853017749,392415,0.0,1.0
2019-11-06,92.47,93.35,91.05,93.26,90.9818967529336,552670,0.0,1.0
2019-11-05,95.13,95.76,92.41,93.04,90.7672707901881,406333,0.0,1.0
2019-11-04,95.0,96.23,93.98,94.78,92.4647670409934,537173,0.0,1.0
2019-11-01,92.27,95.91,92.25,94.71,92.396476961938,526846,0.0,1.0
2019-10-31,95.82,96.34,90.91,91.34,89.1087974417001,651109,0.0,1.0
2019-10-30,92.05,92.37,90.23,91.63,89.391713483501,479922,0.0,1.0
2019-10-29,94.83,95.83,92.16,92.42,90.1624158042689,533375,0.0,1.0
2019-10-28,94.76,95.54,92.65,93.89,91.5965074644321,448186,0.0,1.0
2019-10-25,94.39,97.1,94.03,95.0,92.6793930037389,337729,0.0,1.0
2019-10-24,94.99,95.51,94.1,94.67,92.3574540596207,174220,0.0,1.0
2019-10-23,95.96,96.45,94.55,94.78,92.4647670409934,354583,0.0,1.0
2019-10-22,94.11,96.17,93.39,95.44,93.1086449292299,243431,0.0,1.0
2019-10-21,93.0,94.49,93.0,94.0,91.7038204458048,371135,0.0,1.0
2019-10-18,92.27,92.73,91.4,92.42,90.1624158042689,265153,0.0,1.0
2019-10-17,91.85,93.2,91.6,92.51,90.250217334483,286500,0.0,1.0
2019-10-16,90.8,91.5,90.12,91.42,89.1868432463348,234147,0.0,1.0
2019-10-15,91.29,91.31,90.12,90.71,88.4941867302016,311397,0.0,1.0
2019-10-14,90.2,90.97,89.56,90.62,88.4063851999876,158886,0.0,1.0
2019-10-11,91.45,92.79,90.28,90.46,88.2502935907181,240620,0.0,1.0
2019-10-10,91.01,91.28,89.86,90.28,88.07469053029,176804,0.0,1.0
2019-10-09,89.62,90.77,88.76,90.61,88.3966294744082,242735,0.0,1.0
2019-10-08,88.3,89.87,87.98,88.48,86.3186599260086,204052,0.0,1.0
2019-10-07,88.7,89.98,87.79,89.17,86.9918049909831,354888,0.0,1.0
2019-10-04,87.37,89.07,87.36,89.04,86.8649805584517,243442,0.0,1.0
2019-10-03,87.07,88.34,85.54,87.43,85.2943087401778,279678,0.1,1.0
2019-10-02,88.46,88.58,86.74,87.42,85.1871183601776,288385,0.0,1.0
2019-10-01,90.37,91.46,88.89,89.06,86.7852294801809,309833,0.0,1.0
2019-09-30,89.4,91.13,89.22,90.01,87.7109645801828,253426,0.0,1.0
2019-09-27,91.16,91.65,89.0,89.16,86.8826752801811,260679,0.0,1.0
2019-09-26,90.86,91.32,89.47,90.96,88.6366996801848,267870,0.0,1.0
2019-09-25,89.9,91.35,88.92,91.2,88.8705696001853,315842,0.0,1.0
2019-09-24,90.63,91.76,89.85,89.97,87.6719862601828,433869,0.0,1.0
2019-09-23,90.18,92.24,90.18,90.79,88.4710418201844,406667,0.0,1.0
2019-09-20,91.4,91.89,90.53,90.77,88.4515526601844,1181588,0.0,1.0
2019-09-19,89.28,91.51,88.99,90.77,88.4515526601844,724626,0.0,1.0
2019-09-18,88.24,89.89,87.15,89.48,87.1945018401818,509187,0.0,1.0
2019-09-17,89.01,89.81,87.37,88.38,86.1225980401795,309150,0.0,1.0
2019-09-16,86.25,89.85,85.88,89.7,87.4088826001822,601389,0.0,1.0
2019-09-13,87.22,87.84,86.35,86.6,84.3880628001759,442012,0.0,1.0
2019-09-12,88.84,88.99,86.68,86.73,84.5147423401762,373855,0.0,1.0
2019-09-11,87.47,88.69,86.15,88.36,86.1031088801795,406288,0.0,1.0
2019-09-10,84.83,87.2,83.9,87.2,84.9727376001771,518369,0.0,1.0
2019-09-09,85.19,85.51,84.02,84.64,82.4781251201719,404264,0.0,1.0
2019-09-06,84.18,85.49,83.88,85.04,82.8679083201728,450736,0.0,1.0
2019-09-05,84.53,85.3,83.61,84.09,81.9421732201708,338386,0.0,1.0
2019-09-04,85.0,85.6,83.93,84.3,82.1468094001712,346394,0.0,1.0
2019-09-03,83.47,84.47,81.49,84.24,82.0883419201711,485881,0.0,1.0
2019-08-30,84.12,84.63,83.07,84.19,82.039619020171,469958,0.0,1.0
2019-08-29,82.65,84.11,82.65,83.64,81.5036671201699,439944,0.0,1.0
2019-08-28,81.28,82.39,80.47,81.84,79.7496427201662,351476,0.0,1.0
2019-08-27,82.17,82.65,81.03,81.45,79.3696041001655,617759,0.0,1.0
2019-08-26,82.43,82.71,80.89,81.68,79.5937294401659,622970,0.0,1.0
2019-08-23,80.54,83.61,80.53,81.8,79.7106644001662,796161,0.0,1.0
2019-08-22,79.49,80.75,79.29,80.5,78.4438690001635,423646,0.0,1.0
2019-08-21,80.27,80.27,79.11,79.74,77.703280920162,422721,0.0,1.0
2019-08-20,80.32,80.91,79.33,79.38,77.3524760401612,289313,0.0,1.0
2019-08-19,82.0,82.0,80.32,80.36,78.3074448801632,497635,0.0,1.0
2019-08-16,80.49,81.83,80.285,81.23,79.155223340165,363369,0.0,1.0
2019-08-15,82.5,83.05,80.29,80.42,78.3659123601634,433683,0.0,1.0
2019-08-14,83.01,83.54,82.07,82.32,80.2173825601672,311822,0.0,1.0
2019-08-13,83.89,85.23,83.32,84.03,81.8837057401707,427099,0.0,1.0
2019-08-12,84.03,84.35,82.82,83.75,81.6108575001701,545449,0.0,1.0
2019-08-09,86.81,86.81,84.31,84.32,82.1662985601713,439111,0.0,1.0
2019-08-08,85.16,87.93,85.16,86.99,84.7681014201767,520870,0.0,1.0
2019-08-07,83.56,85.03,82.98,84.75,82.5853155001722,402729,0.0,1.0
2019-08-06,82.71,84.47,82.07,84.37,82.2150214601714,457782,0.0,1.0
2019-08-05,80.8,83.39,80.07,82.71,80.597421180168,577003,0.0,1.0
2019-08-02,80.94,82.35,80.35,81.95,79.8568331001665,411955,0.0,1.0
2019-08-01,82.11,83.41,80.11,81.3,79.2234354001651,801894,0.0,1.0
2019-07-31,83.38,86.99,82.54,82.78,80.6656332401682,1764269,0.0,1.0
2019-07-30,87.32,90.56,86.84,90.27,87.9643236601834,570174,0.0,1.0
2019-07-29,88.45,88.63,86.32,87.5,85.2650750001777,383623,0.0,1.0
2019-07-26,88.74,89.97,88.38,89.21,86.9313981801812,306280,0.0,1.0
2019-07-25,90.38,91.3,88.39,88.51,86.2492775801798,385725,0.0,1.0
2019-07-24,87.3,90.41,87.3,90.21,87.9058561801832,562356,0.0,1.0
2019-07-23,85.42,87.65,85.42,87.63,85.391754540178,481527,0.0,1.0
2019-07-22,86.33,87.3,85.21,85.23,83.0530553401731,494792,0.0,1.0
2019-07-19,85.65,87.64,85.59,86.01,83.8131325801747,383774,0.0,1.0
2019-07-18,85.08,85.96,83.37,85.52,83.3356481601737,630310,0.0,1.0
2019-07-17,86.63,87.13,84.76,86.42,84.2126603601755,366187,0.0,1.0
2019-07-16,86.86,88.06,86.64,86.68,84.4660194401761,562430,0.0,1.0
2019-07-15,85.95,86.94,84.51,86.5,84.2906170001757,458436,0.0,1.0
2019-07-12,83.84,85.62,83.63,85.36,83.1797348801734,901051,0.0,1.0
2019-07-11,83.81,84.49,82.93,83.99,81.8447274201706,730430,0.0,1.0
2019-07-10,87.25,87.64,84.85,84.98,82.8094408401726,586751,0.0,1.0
2019-07-09,87.4,87.9,86.8,86.93,84.7096339401766,318056,0.0,1.0
2019-07-08,88.89,88.89,87.14,87.54,85.3040533201778,306503,0.0,1.0
2019-07-05,88.87,89.92,88.78,89.39,87.1068006201816,269830,0.0,1.0
2019-07-03,88.35,89.71,88.0,89.41,87.1262897801816,282219,0.0,1.0
2019-07-02,88.1,88.12,86.66,88.11,85.859494380179,469192,0.0,1.0
2019-07-01,91.07,92.51,88.05,88.09,85.840005220179,664951,0.0,1.0
2019-06-28,89.19,93.07,88.81,92.7,90.3322566001883,823011,0.0,1.0
2019-06-27,88.9,89.65,87.98,88.94,86.6682945201807,1216748,0.0,1.0
2019-06-26,87.1,89.06,86.82,88.72,86.4539137601802,440043,0.0,1.0
2019-06-25,87.07,87.91,86.72,87.03,84.8070797401768,379682,0.0,1.0
2019-06-24,88.96,88.96,86.99,87.08,84.8558026401769,404503,0.0,1.0
2019-06-21,87.91,89.07,87.91,88.72,86.4539137601802,789000,0.0,1.0
2019-06-20,88.86,89.375,88.06,88.39,86.1323426201796,375869,0.1,1.0
2019-06-19,88.49,88.51,86.51,87.75,85.4120585932959,341164,0.0,1.0
2019-06-18,88.82,90.05,88.52,88.54,86.1810104598338,261340,0.0,1.0
2019-06-17,87.49,88.68,87.25,88.08,85.7332663350143,347483,0.0,1.0
2019-06-14,87.9,88.0,86.19,87.76,85.4217921612268,483516,0.0,1.0
2019-06-13,86.14,88.28,85.65,88.23,85.8792698539772,643239,0.0,1.0
2019-06-12,86.97,87.62,85.28,85.68,83.3972100316079,649011,0.0,1.0
2019-06-11,90.94,91.98,86.46,87.48,85.1492522591627,523328,0.0,1.0
2019-06-10,90.11,91.17,89.685,90.29,87.8843848477343,612417,0.0,1.0
2019-06-07,90.35,90.44,88.89,89.66,87.2711700680902,427228,0.0,1.0
2019-06-06,90.7,91.03,89.06,89.68,87.2906372039519,303831,0.0,1.0
2019-06-05,90.89,91.35,89.72,90.49,88.0790562063515,382427,0.0,1.0
2019-06-04,87.55,90.98,87.55,90.95,88.5268003311711,381762,0.0,1.0
2019-06-03,85.96,87.47,85.58,86.8,84.4873696398642,466629,0.0,1.0
2019-05-31,86.06,86.79,84.89,86.06,83.7670856129806,573654,0.0,1.0
2019-05-30,90.24,91.86,85.75,87.26,84.9351137646838,1203959,0.0,1.0
2019-05-29,87.47,87.65,86.16,87.0,84.6820409984814,510256,0.0,1.0
2019-05-28,87.62,89.23,87.37,88.11,85.7624670388069,429428,0.0,1.0
2019-05-24,88.1,88.76,86.35,87.59,85.2563215064022,462322,0.0,1.0
2019-05-23,88.77,89.57,86.57,87.56,85.2271208026096,512518,0.0,1.0
2019-05-22,90.52,90.95,89.28,89.47,87.0862322774038,375828,0.0,1.0
2019-05-21,90.25,91.87,89.93,91.25,88.8188073690969,361790,0.0,1.0
2019-05-20,90.38,91.09,89.78,90.26,87.8551841439418,466143,0.0,1.0
2019-05-17,91.03,93.12,90.39,91.07,88.6436031463414,560042,0.0,1.0
2019-05-16,92.03,93.18,87.74,91.58,89.1400151108153,910129,0.0,1.0
2019-05-15,86.78,88.82,86.5,88.26,85.9084705577698,531990,0.0,1.0
2019-05-14,87.29,88.58,86.92,87.72,85.3828578895033,467890,0.0,1.0
2019-05-13,88.04,88.04,86.07,86.78,84.4679025040025,478228,0.0,1.0
2019-05-10,88.54,89.42,87.82,89.08,86.7066231281003,571582,0.0,1.0
2019-05-09,88.13,89.29,87.76,88.62,86.2588790032807,407009,0.0,1.0
2019-05-08,89.95,90.18,88.9,88.98,86.6092874487917,347188,0.0,1.0
2019-05-07,89.69,90.3,89.14,89.82,87.4269071549839,445350,0.0,1.0
2019-05-06,89.54,91.21,88.59,90.47,88.0595890704898,357238,0.0,1.0
2019-05-03,90.0,90.73,89.56,90.61,88.1958590215219,323156,0.0,1.0
2019-05-02,89.67,90.34,88.88,89.45,87.0667651415421,686982,0.0,1.0
2019-05-01,91.42,91.45,89.42,89.49,87.1056994132655,442606,0.0,1.0
2019-04-30,91.07,91.5,89.97,90.91,88.4878660594476,502787,0.0,1.0
2019-04-29,90.87,91.22,89.82,90.04,87.6410456494628,398886,0.0,1.0
2019-04-26,89.1,90.98,88.71,90.89,88.4683989235859,325916,0.0,1.0
2019-04-25,90.17,90.34,88.58,89.12,86.7455573998237,519115,0.0,1.0
2019-04-24,90.32,91.22,89.67,90.54,88.1277240460058,604321,0.0,1.0
2019-04-23,90.3,90.39,88.77,89.95,87.5534435380851,593871,0.0,1.0
2019-04-22,89.55,91.04,89.25,90.34,87.9330526873886,664543,0.0,1.0
2019-04-18,91.56,92.0,89.71,90.08,87.6799799211863,1438790,0.0,1.0
2019-04-17,87.03,87.35,84.26,84.33,82.0831783609418,471913,0.0,1.0
2019-04-16,86.13,86.7,85.315,86.6,84.292698281247,464800,0.0,1.0
2019-04-15,86.02,86.52,85.29,86.25,83.9520234036669,275227,0.0,1.0
2019-04-12,85.39,86.95,84.87,86.12,83.8254870205657,433469,0.0,1.0
2019-04-11,84.86,85.77,84.25,84.64,82.3849189667985,440086,0.1,1.0
2019-04-10,84.48,85.53,84.25,84.63,82.2779760698626,419477,0.0,1.0
2019-04-09,85.42,85.86,84.27,84.47,82.1224227652285,399845,0.0,1.0
2019-04-08,85.46,86.47,85.3,85.84,83.4543479361574,346349,0.0,1.0
2019-04-05,85.93,86.48,85.16,85.79,83.4057375284593,506723,0.0,1.0
2019-04-04,84.07,85.7,83.74,84.56,82.2099214990852,614195,0.0,1.0
2019-04-03,84.58,84.58,83.03,83.31,80.9946613066318,762448,0.0,1.0
2019-04-02,82.85,84.31,81.86,83.49,81.1696587743451,1212146,0.0,1.0
2019-04-01,84.69,86.65,83.67,83.71,81.3835445682169,1261829,0.0,1.0
2019-03-29,81.47,84.49,80.21,84.3,81.9571473790549,3243277,0.0,1.0
2019-03-28,72.52,73.37,71.69,73.33,71.2920239300842,463490,0.0,1.0
2019-03-27,71.63,72.88,71.63,72.33,70.3198157761215,661609,0.0,1.0
2019-03-26,73.24,73.25,71.06,71.67,69.6781583945061,626674,0.0,1.0
2019-03-25,71.91,72.94,71.18,72.74,70.7184211192462,460702,0.0,1.0
2019-03-22,73.79,73.79,71.07,71.29,69.3087192960003,523546,0.0,1.0
2019-03-21,71.34,75.02,71.34,74.3,72.235065839428,1134328,0.0,1.0
2019-03-20,72.85,72.9,70.5,71.77,69.7753792099024,1482052,0.0,1.0
2019-03-19,73.03,74.19,73.03,73.48,71.4378551531786,797764,0.0,1.0
2019-03-18,72.38,73.08,71.93,72.79,70.7670315269443,680829,0.0,1.0
2019-03-15,71.85,72.77,71.64,72.25,70.2420391238045,944529,0.0,1.0
2019-03-14,71.49,72.26,69.58,71.63,69.6392700683476,997277,0.0,1.0
2019-03-13,76.58,76.58,71.66,72.1,70.09620790071,1674009,0.0,1.0
2019-03-12,78.34,78.61,76.18,76.24,74.1211496581156,966324,0.0,1.0
2019-03-11,78.5,79.81,77.94,78.09,75.9197347429466,799922,0.0,1.0
2019-03-08,78.33,79.28,77.91,79.04,76.8433324892111,712379,0.0,1.0
2019-03-07,78.75,79.44,77.76,78.81,76.6197246137997,740389,0.0,1.0
2019-03-06,79.74,80.19,78.74,79.17,76.9697195492263,930497,0.0,1.0
2019-03-05,79.94,80.08,78.95,79.49,77.2808261584943,1271996,0.0,1.0
2019-03-04,78.5,80.19,78.24,80.12,77.8933172954908,714018,0.0,1.0
2019-03-01,76.81,78.61,76.69,78.41,76.2308413522146,660789,0.0,1.0
2019-02-28,77.9,77.9,76.1,76.44,74.3155912889081,757494,0.0,1.0
2019-02-27,78.31,79.06,77.86,78.05,75.8808464167881,501755,0.0,1.0
2019-02-26,78.71,79.92,78.43,78.49,76.3086180045317,588529,0.0,1.0
2019-02-25,80.13,80.1871,78.79,79.03,76.8336104076715,680401,0.0,1.0
2019-02-22,78.17,79.4,77.97,79.37,77.1641611800188,702183,0.0,1.0
2019-02-21,77.77,78.85,77.41,78.0,75.8322360090899,849702,0.0,1.0
2019-02-20,76.95,77.97,76.81,77.9,75.7350151936937,624010,0.0,1.0
2019-02-19,76.09,77.68,75.58,76.66,74.5294770827799,949599,0.0,1.0
2019-02-15,74.3,76.78,73.71,76.15,74.033650924259,884190,0.0,1.0
2019-02-14,73.89,74.48,72.25,73.73,71.6809071916692,723431,0.0,1.0
2019-02-13,74.7,75.35,73.04,73.37,71.3309122562427,643645,0.0,1.0
2019-02-12,72.5,74.87,72.28,74.22,72.157289187111,891724,0.0,1.0
2019-02-11,71.61,72.65,71.09,72.46,70.4462028361366,529506,0.0,1.0
2019-02-08,71.56,72.06,70.75,71.53,69.5420492529513,481366,0.0,1.0
2019-02-07,70.78,72.32,70.5,71.8,69.8045454545212,591455,0.0,1.0
2019-02-06,73.04,73.6,70.76,70.84,68.8712256267171,479299,0.0,1.0
2019-02-05,72.57,73.11,71.99,73.01,70.9809173208161,618008,0.0,1.0
2019-02-04,73.09,73.68,71.79,72.02,70.018431248393,716989,0.0,1.0
2019-02-01,71.02,73.28,70.5,73.24,71.2045251962275,1014039,0.0,1.0
2019-01-31,70.52,72.1,69.59,71.0,69.0267789313511,750940,0.0,1.0
2019-01-30,71.14,72.58,70.31,70.55,68.5892852620679,882561,0.0,1.0
2019-01-29,69.38,71.72,68.9,70.96,68.9878906051926,1020552,0.0,1.0
2019-01-28,66.48,69.24,66.28,68.79,66.8781989110935,787542,0.0,1.0
2019-01-25,66.05,67.74,65.74,67.24,65.3712762724514,552440,0.0,1.0
2019-01-24,64.18,66.69,64.18,66.55,64.7004526462171,696737,0.0,1.0
2019-01-23,68.0,68.0,63.53,64.45,62.6588155228955,768456,0.0,1.0
2019-01-22,68.0,69.15,66.71,68.07,66.1782090402404,790311,0.0,1.0
2019-01-18,66.38,69.19,66.18,68.36,66.4601494048896,582151,0.0,1.0
2019-01-17,64.27,66.15,64.22,65.79,63.9615744492055,730285,0.0,1.0
2019-01-16,64.06,65.42,64.06,64.59,62.7949246644502,402014,0.0,1.0
2019-01-15,65.46,65.86,63.42,64.21,62.4254855659444,597878,0.0,1.0
2019-01-14,65.37,66.32,64.79,65.5,63.6796340845563,1270054,0.0,1.0
2019-01-11,66.9,67.46,65.4,65.67,63.8449094707299,756657,0.0,1.0
2019-01-10,67.82,67.93,66.97,67.37,65.4976633324665,683703,0.0,1.0
2019-01-09,66.73,68.21,66.22,67.95,66.0615440617649,553419,0.0,1.0
2019-01-08,66.17,66.81,65.11,66.36,64.5157330969642,1067819,0.0,1.0
2019-01-07,63.77,66.58,63.43,65.75,63.922686123047,678384,0.0,1.0
2019-01-04,62.63,64.67,62.27,64.07,62.2893764243896,884401,0.0,1.0
2019-01-03,61.71,63.6,61.03,61.84,60.1213522410528,578728,0.0,1.0
2019-01-02,59.84,62.5984,59.15,61.75,60.0338535071962,1027211,0.0,1.0
2018-12-31,60.83,61.43,60.22,61.03,59.3338636363431,537481,0.0,1.0
2018-12-28,60.98,61.43,60.1,60.74,59.0519232716939,435198,0.0,1.0
2018-12-27,58.9,60.89,58.6,60.86,59.1685882501694,507663,0.0,1.0
2018-12-26,57.79,59.92,57.0,59.92,58.2547125854445,526896,0.0,1.0
2018-12-24,58.12,59.14,57.36,57.48,55.8825246897755,276577,0.0,1.0
2018-12-21,59.65,60.56,58.1,58.58,56.9519536591345,1699987,0.0,1.0
2018-12-20,60.49,61.11,58.94,59.41,57.7588864269235,465242,0.1,1.0
2018-12-19,61.54,63.08,60.74,60.96,59.1662194015335,471048,0.0,1.0
2018-12-18,61.98,63.06,61.06,61.4,59.5932721662427,583970,0.0,1.0
2018-12-17,61.13,63.01,60.72,61.71,59.8941502504697,712324,0.0,1.0
2018-12-14,60.48,62.07,60.36,61.24,59.437980251803,901044,0.0,1.0
2018-12-13,65.8,65.99,61.07,61.27,59.4670974857604,648738,0.0,1.0
2018-12-12,65.48,65.98,64.45,64.88,62.9708713053066,711267,0.0,1.0
2018-12-11,67.42,67.42,64.38,64.45,62.5535242852499,669123,0.0,1.0
2018-12-10,66.7,67.33,65.67,66.07,64.125854918952,664782,0.0,1.0
2018-12-07,68.26,69.67,66.83,66.88,64.9120202358031,558973,0.0,1.0
2018-12-06,66.51,68.16,66.0,68.0,65.9990636368812,671436,0.0,1.0
2018-12-04,72.06,72.09,67.39,67.4,65.4167189577322,2383746,0.0,1.0
2018-12-03,74.66,74.99,72.41,72.7,70.560763623548,423444,0.0,1.0
2018-11-30,72.84,73.89,72.39,73.0,70.8519359631224,394147,0.0,1.0
2018-11-29,73.76,74.63,73.01,73.22,71.065462345477,294892,0.0,1.0
2018-11-28,72.28,74.23,71.03,73.75,71.5798668120586,444148,0.0,1.0
2018-11-27,71.1,72.44,71.0,72.16,70.0366534123139,523961,0.0,1.0
2018-11-26,70.64,72.01,70.25,71.33,69.2310766061578,540183,0.0,1.0
2018-11-23,69.43,70.34,69.3309,69.6,67.5519827812784,112216,0.0,1.0
2018-11-21,68.28,70.96,68.28,69.97,67.9110953334202,526803,0.0,1.0
2018-11-20,69.07,69.75,67.22,67.93,65.9311234243138,679837,0.0,1.0
2018-11-19,72.21,72.62,69.87,70.1,68.0372700139025,489519,0.0,1.0
2018-11-16,73.37,73.91,71.93,72.5,70.3666487304983,537949,0.0,1.0
2018-11-15,72.66,74.45,72.03,73.83,71.6575127692785,393294,0.0,1.0
2018-11-14,74.51,75.31,73.1,73.31,71.1528140473494,842683,0.0,1.0
2018-11-13,73.98,75.29,73.55,73.55,71.385751919009,312564,0.0,1.0
2018-11-12,75.47,75.78,73.36,73.66,71.4925151101863,815138,0.0,1.0
2018-11-09,75.82,76.59,74.64,75.48,73.2589606369381,554453,0.0,1.0
2018-11-08,76.77,77.05,75.67,76.42,74.1713006342714,457475,0.0,1.0
2018-11-07,78.98,79.26,77.26,77.47,75.1904038227821,652112,0.0,1.0
2018-11-06,75.85,79.07,75.2,77.84,75.549516374924,893872,0.0,1.0
2018-11-05,77.45,78.1,76.14,76.17,73.9286570179594,587993,0.0,1.0
2018-11-02,77.7,78.02,76.22,77.53,75.248638290697,812537,0.0,1.0
2018-11-01,73.99,77.32,73.41,77.08,74.8118797813353,879349,0.0,1.0
2018-10-31,73.13,76.27,73.13,73.84,71.667218513931,1063193,0.0,1.0
2018-10-30,68.17,72.85,67.08,72.67,70.5316463895905,1741838,0.0,1.0
2018-10-29,68.77,69.46,64.95,65.79,63.8540940686825,1391522,0.0,1.0
2018-10-26,68.18,69.1,65.62,67.76,65.7661257652216,848550,0.0,1.0
2018-10-25,68.4,69.85,68.22,68.48,66.4649393802003,752135,0.0,1.0
2018-10-24,70.71,71.27,68.19,68.33,66.3193532104131,742271,0.0,1.0
2018-10-23,70.61,71.5,68.18,70.8,68.7166721395763,1531837,0.0,1.0
2018-10-22,73.09,73.98,71.48,71.58,69.4737202224699,828439,0.0,1.0
2018-10-19,74.45,75.14,72.7,72.89,70.7451727719451,627666,0.0,1.0
2018-10-18,76.25,76.8,73.95,74.32,72.1330942572501,1260059,0.0,1.0
2018-10-17,78.88,79.99,76.57,77.03,74.7633510580729,834703,0.0,1.0
2018-10-16,80.0,80.02,78.89,79.87,77.5197825393779,865889,0.0,1.0
2018-10-15,79.37,80.52,79.37,79.87,77.5197825393779,959914,0.0,1.0
2018-10-12,80.77,81.0,79.22,79.49,77.1509642425836,542090,0.0,1.0
2018-10-11,80.18,80.83,79.26,79.7,77.3547848802857,680631,0.0,1.0
2018-10-10,82.28,83.08,80.65,80.76,78.3835938134489,420541,0.0,1.0
2018-10-09,83.23,83.88,82.78,82.95,80.5091518923425,398146,0.0,1.0
2018-10-08,81.77,83.68,81.42,83.52,81.062379337534,319456,0.0,1.0
2018-10-05,84.94,85.39,81.25,82.04,79.6259291289666,698708,0.0,1.0
2018-10-04,85.84,86.92,85.06,85.12,82.6152984819312,617507,0.1,1.0
2018-10-03,86.31,86.36,85.22,86.23,83.5944283982273,536158,0.0,1.0
2018-10-02,85.66,86.28,85.25,85.82,83.1969598183447,460093,0.0,1.0
2018-10-01,85.5,87.14,85.47,85.91,83.2842090188068,716943,0.0,1.0
2018-09-28,84.33,85.5,83.63,85.24,82.634687193145,696393,0.0,1.0
2018-09-27,85.6,86.04,84.71,84.82,82.2275242576556,502736,0.0,1.0
2018-09-26,86.71,87.23,85.15,85.26,82.6540759043588,398837,0.0,1.0
2018-09-25,86.58,87.34,85.9,86.72,84.069451822965,415466,0.0,1.0
2018-09-24,86.78,87.07,86.1,86.47,83.8270929327927,512005,0.0,1.0
2018-09-21,87.91,88.18,87.05,87.25,84.5832526701303,886834,0.0,1.0
2018-09-20,87.45,88.63,87.01,87.38,84.7092792930198,545869,0.0,1.0
2018-09-19,86.61,88.45,86.61,87.1,84.4378373360269,351859,0.0,1.0
2018-09-18,86.59,87.18,86.35,86.83,84.1760897346408,766324,0.0,1.0
2018-09-17,88.0,88.52,86.49,86.59,83.9434252000754,550278,0.0,1.0
2018-09-14,88.05,88.39,86.88,87.57,84.8934720495508,551474,0.0,1.0
2018-09-13,89.17,89.93,87.79,87.98,85.2909406294334,419283,0.0,1.0
2018-09-12,87.62,88.87,87.38,88.46,85.7562696985642,1102110,0.0,1.0
2018-09-11,86.42,88.41,85.84,87.65,84.9710268944059,766046,0.0,1.0
2018-09-10,89.17,89.35,85.91,86.64,83.9918969781099,1181591,0.0,1.0
2018-09-07,89.69,90.09,88.43,89.2,86.4736520134742,543494,0.0,1.0
2018-09-06,91.33,91.83,88.97,89.92,87.1716456171704,520928,0.0,1.0
2018-09-05,91.35,91.64,90.34,90.95,88.1701642446802,422605,0.0,1.0
2018-09-04,92.22,92.22,90.7,91.12,88.3349682899974,425988,0.0,1.0
2018-08-31,92.05,92.92,91.79,92.33,89.5079853184313,773199,0.0,1.0
2018-08-30,93.45,93.76,92.13,92.38,89.5564570964657,673632,0.0,1.0
2018-08-29,94.8,95.0,93.29,93.48,90.6228362132238,990147,0.0,1.0
2018-08-28,95.82,95.94,94.2,94.93,92.0285177762231,438272,0.0,1.0
2018-08-27,95.82,96.94,95.45,95.74,92.8137605803813,566395,0.0,1.0
2018-08-24,95.39,96.18,95.09,95.48,92.5617073346021,388484,0.0,1.0
2018-08-23,96.16,96.32,95.08,95.5,92.5810960458159,348986,0.0,1.0
2018-08-22,95.58,96.48,95.58,96.16,93.2209235158708,583937,0.0,1.0
2018-08-21,94.72,96.82,94.72,95.64,92.7168170243124,454829,0.0,1.0
2018-08-20,94.64,94.78,93.83,94.4,91.5147169290579,448354,0.0,1.0
