,EXP_Open,EXP_High,EXP_Low,EXP_Close,EXP_Adj Close,EXP_Volume,EXP_Dividend Amount,EXP_Split Coefficient
2003-03-20,35.8,36.35,35.34,36.31,8.8426135217694,13300,0.0,1.0
2003-03-19,36.06,36.27,35.9,35.9,8.74276577889071,7300,0.0,1.0
2003-03-18,35.2,36.25,34.98,36.16,8.80608385974061,22900,0.0,1.0
2003-03-17,34.15,35.31,34.05,35.31,8.59908244157746,5500,0.0,1.0
2003-03-14,34.45,34.7,34.15,34.26,8.34337480737592,9100,0.0,1.0
2003-03-13,34.15,34.5,33.96,34.5,8.40182226662199,5200,0.0,1.0
2003-03-12,33.43,34.03,33.43,34.02,8.28492734812986,6800,0.0,1.0
2003-03-11,34.03,34.03,33.45,33.5,8.15829118643004,10100,0.0,1.0
2003-03-10,34.41,34.49,33.75,33.97,8.27275079412026,13600,0.0,1.0
2003-03-07,33.96,34.68,33.96,34.51,8.40425757742391,16500,0.0,1.0
2003-03-06,33.83,34.12,33.83,34.01,8.28249203732793,13600,0.0,1.0
2003-03-05,33.23,33.88,33.1,33.82,8.23622113209147,13400,0.0,1.0
2003-03-04,33.45,33.45,33.0,33.22,8.0901024839763,8900,0.0,1.0
2003-03-03,33.1,33.53,32.95,33.53,8.1655971188358,27000,0.0,1.0
2003-02-28,33.35,33.52,32.95,33.1,8.06087875435327,14500,0.0,1.0
2003-02-27,34.09,34.09,33.35,33.5,8.15829118643004,44900,0.0,1.0
2003-02-26,34.8,35.25,33.8,34.08,8.29953921294137,24200,0.0,1.0
2003-02-25,34.32,35.16,34.19,34.81,8.47731690148149,9900,0.0,1.0
2003-02-24,34.1,34.87,33.9,34.34,8.36285729379128,21500,0.0,1.0
2003-02-21,33.16,34.2,33.16,34.1,8.30440983454521,15300,0.0,1.0
2003-02-20,33.65,33.65,33.06,33.16,8.07549061916478,7000,0.0,1.0
2003-02-19,34.05,34.05,33.55,33.55,8.17046774043964,11400,0.0,1.0
2003-02-18,32.8,34.1,32.8,33.98,8.27518610492218,11700,0.0,1.0
2003-02-14,32.47,32.87,32.45,32.75,7.97564287628609,14300,0.0,1.0
2003-02-13,32.8,32.8,32.46,32.55,7.9269366602477,7700,0.0,1.0
2003-02-12,32.77,32.97,32.77,32.87,8.00486660590912,10600,0.0,1.0
2003-02-11,32.6,32.92,32.45,32.77,7.98051349788993,12400,0.0,1.0
2003-02-10,32.45,32.74,32.45,32.68,7.95859570067265,7300,0.0,1.0
2003-02-07,32.94,32.96,32.45,32.45,7.90258355222851,8600,0.0,1.0
2003-02-06,33.5,33.59,32.65,32.93,8.01947847072064,15800,0.0,1.0
2003-02-05,33.21,33.66,33.21,33.55,8.17046774043964,9400,0.0,1.0
2003-02-04,33.1,33.3,32.94,33.21,8.08766717317438,13300,0.0,1.0
2003-02-03,34.0,34.04,33.04,33.14,8.07061999756095,16700,0.0,1.0
2003-01-31,33.2,33.9,33.2,33.9,8.25570361850682,16100,0.0,1.0
2003-01-30,34.19,34.19,33.23,33.3,8.10958497039165,9700,0.0,1.0
2003-01-29,33.85,34.3,33.75,34.23,8.33606887497016,5800,0.0,1.0
2003-01-28,33.38,33.95,33.15,33.93,8.26300955091258,9300,0.0,1.0
2003-01-27,34.01,34.01,33.14,33.4,8.13393807841085,20000,0.0,1.0
2003-01-24,34.61,34.66,34.01,34.02,8.28492734812986,17500,0.0,1.0
2003-01-23,35.1,35.11,33.67,34.65,8.43835192865078,26900,0.0,1.0
2003-01-22,35.83,35.9,34.85,35.18,8.56742340115251,29600,0.0,1.0
2003-01-21,35.57,36.1,35.47,35.85,8.73058922488111,28700,0.0,1.0
2003-01-17,35.98,35.99,34.98,35.47,8.63804741440817,24700,0.0,1.0
2003-01-16,36.1,36.17,35.16,35.95,8.7549423329003,18300,0.0,1.0
2003-01-15,36.0,36.0,35.42,35.95,8.7549423329003,14800,0.0,1.0
2003-01-14,35.46,35.93,35.22,35.93,8.75007171129646,9800,0.0,1.0
2003-01-13,35.15,35.7,34.88,35.44,8.63074148200241,27700,0.0,1.0
2003-01-10,35.18,35.22,35.03,35.19,8.56985871195443,10700,0.0,1.0
2003-01-09,34.4,35.2,34.4,35.2,8.57229402275635,10400,0.0,1.0
2003-01-08,34.55,34.66,34.1,34.33,8.36042198298936,17700,0.0,1.0
2003-01-07,35.19,35.19,34.5,34.65,8.43835192865078,22000,0.0,1.0
2003-01-06,35.77,35.77,34.85,35.2,8.57229402275635,17800,0.0,1.0
2003-01-03,35.36,35.94,35.0,35.77,8.71110673846575,18200,0.0,1.0
2003-01-02,34.95,35.53,34.93,35.49,8.64291803601201,18500,0.0,1.0
2002-12-31,35.03,35.54,34.54,35.15,8.56011746874675,17000,0.0,1.0
2002-12-30,34.95,35.14,34.7,35.04,8.53332904992564,9200,0.0,1.0
2002-12-27,36.34,36.34,34.8,34.9,8.49923469869876,20700,0.0,1.0
2002-12-26,35.83,36.37,35.83,36.34,8.84991945417516,4700,0.0,1.0
2002-12-24,35.88,35.98,35.76,35.78,8.71354204926767,10500,0.0,1.0
2002-12-23,35.85,36.08,35.73,35.87,8.73545984648495,12500,0.0,1.0
2002-12-20,35.35,36.0,35.35,36.0,8.7671188869099,11400,0.0,1.0
2002-12-19,35.31,35.47,35.25,35.3,8.59664713077554,9200,0.0,1.0
2002-12-18,35.61,35.61,35.2,35.21,8.57472933355827,19500,0.0,1.0
2002-12-17,35.76,36.21,35.76,35.81,8.72084798167343,16500,0.0,1.0
2002-12-16,36.08,36.24,35.26,35.74,8.70380080605999,17800,0.0,1.0
2002-12-13,35.8,36.11,35.63,36.0,8.7671188869099,13500,0.0,1.0
2002-12-12,35.2,35.92,35.2,35.86,8.73302453568303,7600,0.0,1.0
2002-12-11,35.65,35.65,34.95,35.27,8.58934119836978,17200,0.0,1.0
2002-12-10,35.0,35.75,35.0,35.75,8.70623611686191,7500,0.0,1.0
2002-12-09,34.95,35.3,34.95,35.07,8.54063498233139,9600,0.0,1.0
2002-12-06,35.1,35.15,34.6,34.85,8.48705814468917,11400,0.05,1.0
2002-12-05,35.46,35.46,35.15,35.4,8.60864923558729,5100,0.0,1.0
2002-12-04,35.78,36.03,34.95,35.39,8.60621741376933,17400,0.0,1.0
2002-12-03,35.4,36.01,35.4,35.71,8.68403571194413,11700,0.0,1.0
2002-12-02,35.93,36.05,35.18,35.5,8.63296745376692,11000,0.0,1.0
2002-11-29,36.15,36.15,35.9,36.09,8.77644494102671,2200,0.0,1.0
2002-11-27,34.95,36.15,34.95,36.15,8.79103587193448,15000,0.0,1.0
2002-11-26,36.21,36.21,34.65,35.02,8.51624000650472,12700,0.0,1.0
2002-11-25,36.05,36.36,36.05,36.2,8.80319498102429,5500,0.0,1.0
2002-11-22,35.81,36.25,35.81,35.95,8.74239943557523,12000,0.0,1.0
2002-11-21,35.44,35.91,35.44,35.8,8.70592210830579,18200,0.0,1.0
2002-11-20,35.55,35.55,34.4,35.3,8.58433101740767,19900,0.0,1.0
2002-11-19,36.21,36.63,35.54,35.55,8.64512656285673,17100,0.0,1.0
2002-11-18,36.75,37.45,36.09,36.31,8.82994502102188,15500,0.0,1.0
2002-11-15,36.79,37.53,36.6,36.67,8.91749060646853,12900,0.0,1.0
2002-11-14,35.95,36.75,35.89,36.75,8.93694518101223,9900,0.0,1.0
2002-11-13,35.66,36.0,35.66,35.79,8.70349028648783,3800,0.0,1.0
2002-11-12,35.75,36.2,35.45,35.66,8.67187660285432,21900,0.0,1.0
2002-11-11,35.22,35.4,35.15,35.4,8.60864923558729,27300,0.0,1.0
2002-11-08,35.15,36.1,35.05,35.23,8.56730826468193,18600,0.0,1.0
2002-11-07,36.35,36.36,35.1,35.15,8.54785369013823,23800,0.0,1.0
2002-11-06,35.6,36.79,35.6,36.4,8.85183141738354,14400,0.0,1.0
2002-11-05,35.0,35.75,35.0,35.5,8.63296745376692,21500,0.0,1.0
2002-11-04,35.0,35.0,34.5,35.0,8.51137636286879,19300,0.0,1.0
2002-11-01,34.5,35.59,34.15,34.85,8.47489903559935,65300,0.0,1.0
2002-10-31,32.7,34.15,32.6,34.15,8.30467150834198,28800,0.0,1.0
2002-10-30,33.17,33.7,32.46,32.58,7.92287548292186,13300,0.0,1.0
2002-10-29,32.2,33.47,32.2,33.17,8.06635297018165,21700,0.0,1.0
2002-10-28,32.25,33.79,31.95,32.3,7.85478447201891,92000,0.0,1.0
2002-10-25,31.55,31.81,31.25,31.81,7.73562520293875,121900,0.0,1.0
2002-10-24,32.17,32.3,31.61,31.7,7.70887516294116,74400,0.0,1.0
2002-10-23,33.03,33.12,31.9,32.19,7.82803443202133,37200,0.0,1.0
2002-10-22,34.25,34.25,33.05,33.13,8.0566256829098,46600,0.0,1.0
2002-10-21,35.1,35.18,34.58,34.97,8.5040808974149,22400,0.0,1.0
2002-10-18,36.2,36.2,35.06,35.3,8.58433101740767,16600,0.0,1.0
2002-10-17,35.35,36.46,35.2,36.39,8.84939959556558,16300,0.0,1.0
2002-10-16,36.03,36.03,35.25,35.25,8.57217190831785,12000,0.0,1.0
2002-10-15,34.49,36.03,34.49,36.03,8.76185401011893,17800,0.0,1.0
2002-10-14,34.6,34.6,34.08,34.3,8.34114883561142,14300,0.0,1.0
2002-10-11,32.98,34.71,32.98,34.7,8.43842170832992,16400,0.0,1.0
2002-10-10,31.55,32.97,31.42,32.97,8.0177165338224,39900,0.0,1.0
2002-10-09,34.2,34.2,31.78,31.8,7.73319338112079,28200,0.0,1.0
2002-10-08,34.86,35.09,34.03,34.29,8.33871701379345,23000,0.0,1.0
2002-10-07,36.57,36.57,34.9,34.96,8.50164907559694,35100,0.0,1.0
2002-10-04,36.96,36.96,36.4,36.6,8.90046785374279,17000,0.0,1.0
2002-10-03,36.8,37.29,36.35,37.01,9.00017254827926,21200,0.0,1.0
2002-10-02,36.47,37.7,36.23,37.3,9.07069538100017,22000,0.0,1.0
2002-10-01,35.8,36.48,35.23,36.48,8.87128599192724,24600,0.0,1.0
2002-09-30,34.65,35.73,34.28,35.7,8.68160389012617,25600,0.0,1.0
2002-09-27,35.31,35.5,34.6,34.75,8.45058081741973,17100,0.0,1.0
2002-09-26,35.25,35.8,35.24,35.32,8.58919466104359,27200,0.0,1.0
2002-09-25,33.81,35.42,33.81,35.15,8.54785369013823,17500,0.0,1.0
2002-09-24,35.0,35.4,33.7,33.8,8.21955774471329,23700,0.0,1.0
2002-09-23,35.6,35.62,35.05,35.1,8.53569458104842,15400,0.0,1.0
2002-09-20,35.2,35.89,35.11,35.7,8.68160389012617,17400,0.05,1.0
2002-09-19,35.53,35.53,34.73,35.21,8.55046917402356,25000,0.0,1.0
2002-09-18,35.9,35.9,35.19,35.57,8.63789231809197,32000,0.0,1.0
2002-09-17,36.03,36.13,35.9,35.9,8.71803020015467,10800,0.0,1.0
2002-09-16,36.0,36.7,35.9,35.93,8.72531546216037,23900,0.0,1.0
2002-09-13,36.17,36.17,35.55,36.09,8.76417019285744,6500,0.0,1.0
2002-09-12,35.14,36.23,35.14,36.22,8.7957396615488,23100,0.0,1.0
2002-09-11,35.45,35.45,35.21,35.27,8.56503969803496,16400,0.0,1.0
2002-09-10,35.7,35.8,35.3,35.6,8.64517758009767,27600,0.0,1.0
2002-09-09,34.74,35.92,34.74,35.7,8.66946178678333,30000,0.0,1.0
2002-09-06,35.75,36.41,34.98,35.14,8.5334702293436,18400,0.0,1.0
2002-09-05,36.15,36.15,35.41,35.6,8.64517758009767,34400,0.0,1.0
2002-09-04,34.6,36.2,34.28,36.05,8.75445651018317,31800,0.0,1.0
2002-09-03,36.65,36.65,34.4,35.33,8.57961022204636,39100,0.0,1.0
2002-08-30,38.36,38.41,36.8,36.8,8.93658806032568,18100,0.0,1.0
2002-08-29,37.75,39.45,37.75,38.46,9.33970589130776,30700,0.0,1.0
2002-08-28,38.75,38.75,37.8,37.9,9.20371433386802,24200,0.0,1.0
2002-08-27,38.6,38.9,38.45,38.63,9.3809890426734,17200,0.0,1.0
2002-08-26,38.5,38.57,38.03,38.51,9.35184799465059,14100,0.0,1.0
2002-08-23,39.88,39.88,38.55,38.6,9.37370378066769,9700,0.0,1.0
2002-08-22,39.45,40.04,39.45,40.0,9.71368267426704,6000,0.0,1.0
2002-08-21,39.9,40.1,39.6,39.61,9.61897426819294,30200,0.0,1.0
2002-08-20,40.25,40.35,39.55,39.7,9.64083005421004,55300,0.0,1.0
2002-08-19,39.1,40.25,39.1,40.25,9.77439319098121,24900,0.0,1.0
2002-08-16,38.3,39.0,38.19,38.69,9.39555956668479,10300,0.0,1.0
2002-08-15,36.95,38.25,36.95,38.19,9.27413853325646,14500,0.0,1.0
2002-08-14,35.71,36.85,35.3,36.85,8.94873016366851,22500,0.0,1.0
2002-08-13,36.98,37.08,35.7,35.7,8.66946178678333,17600,0.0,1.0
2002-08-12,37.03,37.3,36.55,36.99,8.98272805302845,14100,0.0,1.0
2002-08-09,36.33,37.1,36.33,37.03,8.99244173570271,13900,0.0,1.0
2002-08-08,36.1,36.43,35.96,36.43,8.84673649558871,12100,0.0,1.0
2002-08-07,36.21,36.41,35.9,36.18,8.78602597887454,13600,0.0,1.0
2002-08-06,34.7,36.3,34.7,36.2,8.79088282021167,25800,0.0,1.0
2002-08-05,35.2,35.2,34.8,34.8,8.45090392661232,26600,0.0,1.0
2002-08-02,36.88,36.88,35.28,35.28,8.56746811870353,20100,0.0,1.0
2002-08-01,37.11,37.29,36.85,36.98,8.98029963235988,14000,0.0,1.0
2002-07-31,37.43,37.65,37.1,37.11,9.01186910105125,13100,0.0,1.0
2002-07-30,37.2,37.79,37.1,37.43,9.08957856244538,66900,0.0,1.0
2002-07-29,35.17,37.6,35.17,37.1,9.00944068038268,40500,0.0,1.0
2002-07-26,34.37,35.18,34.3,35.18,8.54318391201786,16400,0.0,1.0
2002-07-25,34.04,34.75,34.04,34.47,8.37076604454962,56800,0.0,1.0
2002-07-24,32.61,34.21,32.57,34.04,8.26634395580125,62700,0.0,1.0
2002-07-23,33.3,33.38,32.7,32.71,7.94336400688187,35400,0.0,1.0
2002-07-22,33.58,33.68,33.05,33.29,8.08421240565874,28900,0.0,1.0
2002-07-19,33.84,33.85,33.42,33.79,8.20563343908708,39800,0.0,1.0
2002-07-18,33.93,34.25,33.75,33.9,8.23234606644132,51700,0.0,1.0
2002-07-17,34.04,34.58,33.92,33.92,8.23720290777845,70300,0.0,1.0
2002-07-16,34.61,34.73,33.77,33.8,8.20806185975565,132200,0.0,1.0
2002-07-15,33.15,34.61,33.05,34.61,8.40476393390956,34300,0.0,1.0
2002-07-12,33.7,33.84,33.15,33.25,8.07449872298448,22600,0.0,1.0
2002-07-11,34.25,34.27,33.31,33.75,8.19591975641282,25100,0.0,1.0
2002-07-10,35.9,35.9,34.5,34.5,8.37805130655532,29100,0.0,1.0
2002-07-09,36.35,36.35,35.69,35.85,8.70588809681183,21700,0.0,1.0
2002-07-08,37.45,37.52,36.85,36.85,8.94873016366851,11800,0.0,1.0
2002-07-05,36.72,37.81,36.72,37.45,9.09443540378252,21800,0.0,1.0
2002-07-03,36.77,36.94,36.52,36.71,8.91473227430858,38800,0.0,1.0
2002-07-02,38.39,38.39,36.78,36.79,8.93415963965711,29900,0.0,1.0
2002-07-01,37.2,38.4,37.2,38.39,9.32270694662779,43000,0.0,1.0
2002-06-28,36.0,36.71,35.9,36.4,8.83945123358301,86900,0.0,1.0
2002-06-27,36.1,36.25,35.8,36.09,8.76417019285744,19300,0.0,1.0
2002-06-26,36.12,36.16,35.54,36.05,8.75445651018317,34000,0.0,1.0
2002-06-25,36.88,36.88,35.76,36.05,8.75445651018317,34100,0.0,1.0
2002-06-24,38.1,38.15,35.92,36.88,8.95601542567421,47600,0.0,1.0
2002-06-21,38.68,38.75,38.04,38.3,9.30085116061069,61300,0.05,1.0
2002-06-20,38.38,38.78,38.38,38.5,9.33722997870956,47500,0.0,1.0
2002-06-19,38.28,38.85,38.28,38.38,9.30812692423047,38800,0.0,1.0
2002-06-18,38.32,38.85,38.29,38.38,9.30812692423047,27700,0.0,1.0
2002-06-17,38.75,38.75,38.36,38.57,9.35420676048903,15900,0.0,1.0
2002-06-14,39.27,39.27,38.06,38.6,9.36148252410881,49200,0.0,1.0
2002-06-13,40.25,40.26,39.5,39.51,9.58218068724194,59800,0.0,1.0
2002-06-12,40.46,40.6,40.42,40.45,9.81015461399485,10400,0.0,1.0
2002-06-11,40.5,40.98,40.48,40.5,9.82228088669447,29000,0.0,1.0
2002-06-10,39.6,40.8,39.6,40.55,9.83440715939409,20300,0.0,1.0
2002-06-07,39.45,39.8,39.32,39.8,9.65251306889975,23900,0.0,1.0
2002-06-06,40.33,40.44,39.52,39.6,9.60400797810126,72100,0.0,1.0
2002-06-05,40.5,40.5,39.45,40.08,9.72042019601764,42800,0.0,1.0
2002-06-04,41.21,41.25,40.15,40.56,9.83683241393402,61900,0.0,1.0
2002-06-03,41.77,41.79,41.27,41.27,10.0090254862687,30800,0.0,1.0
2002-05-31,41.88,42.16,40.35,41.77,10.1302882132649,50500,0.0,1.0
2002-05-30,42.45,42.45,41.74,41.85,10.1496902495843,35400,0.0,1.0
2002-05-29,43.06,43.06,42.5,42.66,10.3461358673182,24600,0.0,1.0
2002-05-28,43.7,44.05,43.0,43.05,10.4407207943752,35800,0.0,1.0
2002-05-24,44.1,44.1,43.7,43.9,10.6468674302688,10100,0.0,1.0
2002-05-23,43.14,44.22,43.14,44.17,10.7123493028468,23100,0.0,1.0
2002-05-22,43.85,43.85,43.05,43.14,10.4625480852346,11600,0.0,1.0
2002-05-21,44.63,45.07,44.46,44.5,10.7923827026643,9600,0.0,1.0
2002-05-20,44.53,44.53,43.5,44.5,10.7923827026643,27100,0.0,1.0
2002-05-17,44.11,44.89,44.08,44.73,10.8481635570826,7500,0.0,1.0
2002-05-16,44.96,45.09,44.05,44.11,10.6977977756072,22400,0.0,1.0
2002-05-15,45.0,45.0,44.65,44.95,10.9015191569609,31000,0.0,1.0
2002-05-14,43.95,44.85,43.95,44.78,10.8602898297822,52700,0.0,1.0
2002-05-13,44.0,45.14,43.69,44.01,10.673545230208,28800,0.0,1.0
2002-05-10,44.91,45.02,43.95,44.15,10.7074987937669,18200,0.0,1.0
2002-05-09,43.91,45.24,43.66,44.71,10.8433130480027,19700,0.0,1.0
2002-05-08,44.85,44.92,43.9,43.91,10.6492926848087,19100,0.0,1.0
2002-05-07,44.61,45.25,44.58,45.01,10.9160706842004,20600,0.0,1.0
2002-05-06,44.45,45.23,44.45,44.81,10.867565593402,21200,0.0,1.0
2002-05-03,44.88,45.25,44.0,44.25,10.7317513391662,44800,0.0,1.0
2002-05-02,44.38,44.88,44.38,44.88,10.8845423751814,27200,0.0,1.0
2002-05-01,43.85,44.38,43.68,44.36,10.7584291391054,29400,0.0,1.0
2002-04-30,42.84,43.88,42.83,43.88,10.642016921189,68800,0.0,1.0
2002-04-29,42.5,42.71,42.24,42.65,10.3437106127783,49200,0.0,1.0
2002-04-26,42.22,42.5,42.22,42.49,10.3049065401395,21200,0.0,1.0
2002-04-25,42.41,42.5,42.3,42.47,10.3000560310596,26600,0.0,1.0
2002-04-24,41.79,42.48,41.6,42.33,10.2661024675007,75700,0.0,1.0
2002-04-23,42.17,42.4,41.5,41.64,10.0987599042459,15100,0.0,1.0
2002-04-22,42.15,42.48,41.9,41.92,10.1666670313638,50100,0.0,1.0
2002-04-19,41.45,41.75,41.43,41.5,10.0648063406869,24100,0.0,1.0
2002-04-18,41.33,41.61,41.18,41.6,10.0890588860862,7400,0.0,1.0
2002-04-17,41.75,41.75,41.12,41.13,9.97507192270972,6300,0.0,1.0
2002-04-16,41.5,41.75,41.25,41.75,10.125437704185,19900,0.0,1.0
2002-04-15,41.5,41.55,40.7,41.55,10.0769326133866,12600,0.0,1.0
2002-04-12,41.0,41.5,40.73,41.5,10.0648063406869,17400,0.0,1.0
2002-04-11,41.25,41.47,41.01,41.01,9.94596886823062,11700,0.0,1.0
2002-04-10,40.25,41.25,40.25,41.25,10.0041749771888,23700,0.0,1.0
2002-04-09,39.27,40.25,39.18,40.0,9.70101815969825,17500,0.0,1.0
2002-04-08,38.6,39.5,38.41,39.5,9.57975543270202,28800,0.0,1.0
2002-04-05,38.7,38.7,38.59,38.66,9.37603405134835,6600,0.0,1.0
2002-04-04,38.7,38.87,38.7,38.7,9.38573506950805,8900,0.0,1.0
2002-04-03,39.75,39.75,38.54,38.54,9.34693099686926,15700,0.0,1.0
2002-04-02,39.9,39.9,39.62,39.75,9.64038679620013,14900,0.0,1.0
2002-04-01,39.78,40.1,39.45,39.9,9.676765614299,42700,0.0,1.0
2002-03-28,38.55,39.9,38.41,39.78,9.6476625598199,27600,0.0,1.0
2002-03-27,37.0,38.3,37.0,38.3,9.28872488791107,10700,0.0,1.0
2002-03-26,36.74,37.0,36.4,36.85,8.93706297962201,19300,0.0,1.0
2002-03-25,36.49,36.86,36.49,36.86,8.93948823416193,14300,0.0,1.0
2002-03-22,36.43,36.47,36.33,36.4,8.8279265253254,9600,0.05,1.0
2002-03-21,36.3,36.48,36.15,36.48,8.83519230847382,12900,0.0,1.0
2002-03-20,35.8,36.35,35.8,36.3,8.79159760958332,6500,0.0,1.0
2002-03-19,37.4,37.4,35.7,36.0,8.71893977809916,50000,0.0,1.0
2002-03-18,36.58,37.5,36.58,37.3,9.03379038119719,9600,0.0,1.0
2002-03-15,36.73,37.1,36.73,36.78,8.90785013995798,12600,0.0,1.0
2002-03-14,36.8,36.95,36.66,36.83,8.91995977853867,11300,0.0,1.0
2002-03-13,37.08,37.13,36.76,36.93,8.94417905570006,11600,0.0,1.0
2002-03-12,35.86,37.08,35.86,37.08,8.98050797144214,11900,0.0,1.0
2002-03-11,35.7,36.21,35.68,36.11,8.74558098297669,18000,0.0,1.0
2002-03-08,35.25,36.99,35.25,35.95,8.70683013951847,33900,0.0,1.0
2002-03-07,34.74,34.74,34.33,34.45,8.34354098209767,14600,0.0,1.0
2002-03-06,34.18,35.25,34.07,34.49,8.35322869296223,23600,0.0,1.0
2002-03-05,33.46,34.19,33.46,34.0,8.23455423487143,16600,0.0,1.0
2002-03-04,33.74,33.8,33.0,33.36,8.07955086103856,40800,0.0,1.0
2002-03-01,32.5,33.67,32.42,33.67,8.15463062023886,28500,0.0,1.0
2002-02-28,32.5,32.5,32.25,32.5,7.87126507745063,22900,0.0,1.0
2002-02-27,32.15,32.47,31.9,32.47,7.86399929430222,60600,0.0,1.0
2002-02-26,32.47,32.5,31.8,32.05,7.76227833022439,74300,0.0,1.0
2002-02-25,32.5,32.56,32.35,32.47,7.86399929430222,38700,0.0,1.0
2002-02-22,32.18,32.44,32.18,32.27,7.81556073997945,15000,0.0,1.0
2002-02-21,32.72,32.72,32.23,32.23,7.80587302911489,48800,0.0,1.0
2002-02-20,32.56,32.85,32.55,32.65,7.90759399319271,28700,0.0,1.0
2002-02-19,31.5,32.87,31.5,32.56,7.88579664374747,16800,0.0,1.0
2002-02-15,31.3,31.83,31.25,31.64,7.66297929386271,88500,0.0,1.0
2002-02-14,32.05,32.05,31.24,31.3,7.580633751514,112500,0.0,1.0
2002-02-13,32.3,32.35,31.8,32.0,7.7501686916437,18900,0.0,1.0
2002-02-12,33.0,33.08,32.03,32.1,7.77438796880509,52100,0.0,1.0
2002-02-11,31.5,33.04,31.46,33.0,7.99236146325757,17900,0.0,1.0
2002-02-08,30.77,31.5,30.77,31.5,7.62907230583677,21800,0.0,1.0
2002-02-07,32.58,32.61,30.17,30.77,7.45227158255865,22600,0.0,1.0
2002-02-06,33.5,33.5,32.39,32.48,7.86642122201836,5500,0.0,1.0
2002-02-05,33.7,33.88,33.68,33.69,8.15947447567113,2200,0.0,1.0
2002-02-04,34.16,34.32,33.55,33.55,8.12556748764519,4700,0.0,1.0
2002-02-01,34.4,34.4,34.3,34.3,8.30721206635559,7800,0.0,1.0
2002-01-31,33.9,34.99,33.9,34.4,8.33143134351698,16600,0.0,1.0
2002-01-30,33.25,33.75,32.85,33.75,8.17400604196797,27100,0.0,1.0
2002-01-29,33.5,33.66,33.4,33.5,8.1134578490645,5900,0.0,1.0
2002-01-28,33.93,33.93,33.23,33.35,8.07712893332242,34500,0.0,1.0
2002-01-25,34.09,34.09,33.89,33.92,8.21517881314232,8700,0.0,1.0
2002-01-24,34.06,34.31,34.06,34.09,8.25635158431668,25200,0.0,1.0
2002-01-23,33.7,33.99,33.6,33.99,8.23213230715529,15100,0.0,1.0
2002-01-22,32.25,34.5,32.25,33.59,8.13525519850975,34800,0.0,1.0
2002-01-18,32.09,32.09,31.91,32.03,7.75743447479212,12700,0.0,1.0
2002-01-17,31.8,32.05,31.46,32.05,7.76227833022439,8900,0.0,1.0
2002-01-16,32.3,32.44,31.8,31.9,7.72594941448231,14000,0.0,1.0
2002-01-15,32.34,32.48,32.19,32.48,7.86642122201836,5900,0.0,1.0
2002-01-14,32.17,32.65,32.17,32.42,7.85188965572152,20400,0.0,1.0
2002-01-11,33.08,33.08,32.39,32.39,7.84462387257311,25500,0.0,1.0
2002-01-10,32.8,33.18,32.8,33.1,8.01658074041895,9600,0.0,1.0
2002-01-09,32.75,33.09,32.72,32.9,7.96814218609618,22400,0.0,1.0
2002-01-08,32.56,32.75,32.52,32.66,7.91001592090885,6900,0.0,1.0
2002-01-07,32.74,32.97,32.46,32.46,7.86157736658608,19200,0.0,1.0
2002-01-04,32.9,32.95,32.67,32.82,7.94876676436707,33900,0.0,1.0
2002-01-03,32.05,32.89,32.01,32.77,7.93665712578638,46200,0.0,1.0
2002-01-02,32.2,32.2,31.7,32.0,7.7501686916437,12900,0.0,1.0
2001-12-31,32.08,32.11,31.81,32.05,7.76227833022439,15100,0.0,1.0
2001-12-28,32.08,32.25,32.07,32.23,7.80587302911489,8200,0.0,1.0
2001-12-27,31.82,32.13,31.55,32.13,7.7816537519535,36100,0.0,1.0
2001-12-26,31.7,31.85,31.61,31.68,7.67266700472726,33700,0.0,1.0
2001-12-24,31.08,31.5,31.08,31.5,7.62907230583677,6000,0.0,1.0
2001-12-21,31.41,31.41,30.91,31.13,7.53946098033964,31800,0.0,1.0
2001-12-20,30.95,31.5,30.95,31.32,7.58547760694627,25800,0.0,1.0
2001-12-19,31.93,31.95,30.9,30.9,7.48375664286845,74200,0.0,1.0
2001-12-18,31.18,32.14,30.98,32.0,7.7501686916437,29500,0.0,1.0
2001-12-17,30.89,31.18,30.8,31.1,7.53219519719122,15400,0.0,1.0
2001-12-14,30.86,31.11,30.84,31.0,7.50797592002984,38800,0.05,1.0
2001-12-13,30.74,31.1,30.74,30.93,7.47895958797175,7500,0.0,1.0
2001-12-12,29.85,30.74,29.83,30.74,7.43301706221311,5100,0.0,1.0
2001-12-11,30.49,30.62,29.65,29.68,7.17670612903335,40000,0.0,1.0
2001-12-10,31.1,31.26,30.45,30.46,7.36531228741091,9600,0.0,1.0
2001-12-07,31.5,31.75,31.06,31.1,7.52006605838737,23400,0.0,1.0
2001-12-06,31.4,31.65,30.97,31.41,7.59502491620409,29600,0.0,1.0
2001-12-05,30.82,31.55,30.58,31.21,7.54666436277395,16600,0.0,1.0
2001-12-04,30.47,30.71,30.05,30.6,7.39916467481201,20100,0.0,1.0
2001-12-03,29.75,30.89,29.68,30.54,7.38465650878297,16800,0.0,1.0
2001-11-30,31.25,31.3,29.75,29.75,7.1936323227339,39300,0.0,1.0
2001-11-29,30.95,31.35,30.75,31.35,7.58051675017505,10600,0.0,1.0
2001-11-28,31.42,31.42,30.93,30.95,7.48379564331476,8400,0.0,1.0
2001-11-27,31.2,31.67,31.2,31.48,7.61195110990464,4000,0.0,1.0
2001-11-26,32.25,32.35,31.17,31.17,7.53699225208792,9900,0.0,1.0
