,MDXG_Open,MDXG_High,MDXG_Low,MDXG_Close,MDXG_Adj Close,MDXG_Volume,MDXG_Dividend Amount,MDXG_Split Coefficient
2020-05-14,3.64,3.64,3.59,3.64,3.64,105761,0.0,1.0
2020-05-13,3.55,3.62,3.55,3.62,3.62,49671,0.0,1.0
2020-05-12,3.55,3.62,3.5,3.595,3.595,70020,0.0,1.0
2020-05-11,3.61,3.62,3.474,3.61,3.61,118568,0.0,1.0
2020-05-08,3.56,3.64,3.3,3.57,3.57,177599,0.0,1.0
2020-05-07,3.55,3.67,3.55,3.57,3.57,108151,0.0,1.0
2020-05-06,3.6,3.62,3.46,3.535,3.535,43688,0.0,1.0
2020-05-05,3.6,3.61,3.4,3.43,3.43,151910,0.0,1.0
2020-05-04,3.75,3.75,3.4,3.55,3.55,163876,0.0,1.0
2020-05-01,3.77,3.8,3.7,3.75,3.75,137845,0.0,1.0
2020-04-30,3.87,3.97,3.65,3.94,3.94,199866,0.0,1.0
2020-04-29,3.61,3.85,3.61,3.8,3.8,440995,0.0,1.0
2020-04-28,3.88,3.89,3.5,3.62,3.62,208373,0.0,1.0
2020-04-27,3.83,3.89,3.8,3.87,3.87,34969,0.0,1.0
2020-04-24,3.9,3.9,3.7,3.79,3.79,133607,0.0,1.0
2020-04-23,3.92,3.92,3.7,3.83,3.83,92245,0.0,1.0
2020-04-22,3.78,3.92,3.7799,3.92,3.92,65045,0.0,1.0
2020-04-21,3.7,3.78,3.51,3.7,3.7,133614,0.0,1.0
2020-04-20,3.8,3.85,3.5701,3.715,3.715,126105,0.0,1.0
2020-04-17,3.98,3.98,3.8,3.82,3.82,107321,0.0,1.0
2020-04-16,4.0,4.0,3.62,3.7,3.7,206511,0.0,1.0
2020-04-15,4.05,4.14,3.81,3.92,3.92,240641,0.0,1.0
2020-04-14,4.0,4.34,3.88,4.2,4.2,196743,0.0,1.0
2020-04-13,3.9,4.0,3.6,3.75,3.75,165691,0.0,1.0
2020-04-09,3.65,4.35,3.65,4.0,4.0,395863,0.0,1.0
2020-04-08,3.5,3.65,3.5,3.6,3.6,86467,0.0,1.0
2020-04-07,3.49,3.6,3.45,3.491,3.491,185935,0.0,1.0
2020-04-06,3.22,3.61,3.22,3.422,3.422,221508,0.0,1.0
2020-04-03,3.28,3.35,3.12,3.2,3.2,185156,0.0,1.0
2020-04-02,3.25,3.45,3.25,3.27,3.27,340496,0.0,1.0
2020-04-01,3.4,3.4,3.12,3.25,3.25,222669,0.0,1.0
2020-03-31,3.53,3.85,3.3,3.49,3.49,720911,0.0,1.0
2020-03-30,3.78,3.8,3.4,3.59,3.59,403566,0.0,1.0
2020-03-27,3.765,3.95,3.53,3.65,3.65,151986,0.0,1.0
2020-03-26,3.55,3.808,3.35,3.75,3.75,363518,0.0,1.0
2020-03-25,3.49,3.5,3.25,3.49,3.49,247467,0.0,1.0
2020-03-24,3.3,3.87,3.1,3.17,3.17,272393,0.0,1.0
2020-03-23,3.25,3.4,2.95,3.3,3.3,357852,0.0,1.0
2020-03-20,3.6,3.91,3.0,3.35,3.35,651199,0.0,1.0
2020-03-19,3.45,3.88,2.95,3.6,3.6,719796,0.0,1.0
2020-03-18,4.09,4.1,3.1,3.37,3.37,1521709,0.0,1.0
2020-03-17,4.38,5.0,3.0,4.14,4.14,564112,0.0,1.0
2020-03-16,4.25,4.94,4.25,4.3,4.3,391283,0.0,1.0
2020-03-13,5.04,5.24,4.95,5.15,5.15,433299,0.0,1.0
2020-03-12,5.0,5.25,4.01,4.85,4.85,1108690,0.0,1.0
2020-03-11,5.99,5.99,5.21,5.45,5.45,334310,0.0,1.0
2020-03-10,6.15,6.28,5.6499,5.97,5.97,168824,0.0,1.0
2020-03-09,6.345,6.5,6.05,6.05,6.05,388683,0.0,1.0
2020-03-06,6.5,6.61,6.45,6.55,6.55,296172,0.0,1.0
2020-03-05,6.45,6.74,6.45,6.55,6.55,89208,0.0,1.0
2020-03-04,6.9,6.9,6.45,6.45,6.45,88104,0.0,1.0
2020-03-03,6.8,7.0,6.45,6.45,6.45,143351,0.0,1.0
2020-03-02,6.48,6.85,6.47,6.83,6.83,79984,0.0,1.0
2020-02-28,6.73,6.83,6.25,6.46,6.46,518538,0.0,1.0
2020-02-27,7.0,7.1,6.825,6.85,6.85,267541,0.0,1.0
2020-02-26,6.88,7.35,6.8,7.1299,7.1299,158332,0.0,1.0
2020-02-25,7.16,7.4,6.85,6.94,6.94,195519,0.0,1.0
2020-02-24,7.34,7.45,7.06,7.15,7.15,170877,0.0,1.0
2020-02-21,7.45,7.9,7.32,7.54,7.54,510750,0.0,1.0
2020-02-20,7.35,7.6,7.35,7.51,7.51,250339,0.0,1.0
2020-02-19,7.45,7.45,7.25,7.3501,7.3501,117890,0.0,1.0
2020-02-18,7.44,7.44,7.195,7.33,7.33,62557,0.0,1.0
2020-02-14,7.23,7.45,7.23,7.3,7.3,80428,0.0,1.0
2020-02-13,7.33,7.39,7.19,7.39,7.39,105393,0.0,1.0
2020-02-12,7.32,7.35,7.22,7.3,7.3,183078,0.0,1.0
2020-02-11,7.3,7.35,7.21,7.3,7.3,127981,0.0,1.0
2020-02-10,7.2,7.48,7.05,7.3,7.3,86760,0.0,1.0
2020-02-07,6.975,7.25,6.95,7.24,7.24,58541,0.0,1.0
2020-02-06,7.22,7.3,6.95,6.95,6.95,152646,0.0,1.0
2020-02-05,7.1,7.36,7.1,7.2045,7.2045,25997,0.0,1.0
2020-02-04,7.22,7.45,7.0,7.1,7.1,172159,0.0,1.0
2020-02-03,7.32,7.36,7.09,7.23,7.23,106775,0.0,1.0
2020-01-31,7.35,7.42,7.0,7.38,7.38,94230,0.0,1.0
2020-01-30,7.415,7.47,7.28,7.4,7.4,612548,0.0,1.0
2020-01-29,7.1,7.4,7.0,7.365,7.365,286986,0.0,1.0
2020-01-28,6.97,7.2,6.97,7.09,7.09,72459,0.0,1.0
2020-01-27,7.1,7.1,6.81,6.97,6.97,76200,0.0,1.0
2020-01-24,6.98,7.23,6.98,7.08,7.08,213354,0.0,1.0
2020-01-23,6.81,7.1,6.71,6.98,6.98,324696,0.0,1.0
2020-01-22,6.75,6.84,6.7,6.84,6.84,104428,0.0,1.0
2020-01-21,6.75,6.8,6.54,6.72,6.72,114046,0.0,1.0
2020-01-17,6.3,6.74,6.3,6.74,6.74,228375,0.0,1.0
2020-01-16,6.505,6.71,6.1,6.34,6.34,756197,0.0,1.0
2020-01-15,6.84,6.8799,6.47,6.56,6.56,449949,0.0,1.0
2020-01-14,6.94,6.95,6.75,6.8,6.8,322152,0.0,1.0
2020-01-13,6.97,7.03,6.846,6.94,6.94,117084,0.0,1.0
2020-01-10,7.0,7.04,6.92,7.03,7.03,72417,0.0,1.0
2020-01-09,6.99,7.24,6.85,7.02,7.02,122600,0.0,1.0
2020-01-08,6.86,7.0,6.86,6.995,6.995,58197,0.0,1.0
2020-01-07,7.07,7.07,6.82,6.867,6.867,226361,0.0,1.0
2020-01-06,7.22,7.22,6.93,7.0,7.0,373303,0.0,1.0
2020-01-03,7.35,7.35,7.16,7.17,7.17,93523,0.0,1.0
2020-01-02,7.59,7.67,7.09,7.3,7.3,441699,0.0,1.0
2019-12-31,7.45,7.95,7.26,7.58,7.58,491638,0.0,1.0
2019-12-30,7.26,7.5,7.26,7.5,7.5,277794,0.0,1.0
2019-12-27,7.32,7.44,7.17,7.25,7.25,369386,0.0,1.0
2019-12-26,7.25,7.48,7.21,7.42,7.42,135931,0.0,1.0
2019-12-24,7.25,7.325,7.25,7.28,7.28,61463,0.0,1.0
2019-12-23,7.26,7.3,7.2,7.26,7.26,137752,0.0,1.0
2019-12-20,7.3,7.3,7.25,7.27,7.27,145055,0.0,1.0
2019-12-19,7.2532,7.35,7.21,7.29,7.29,180157,0.0,1.0
2019-12-18,7.2,7.29,7.08,7.28,7.28,79222,0.0,1.0
2019-12-17,7.1,7.22,7.01,7.2,7.2,133987,0.0,1.0
2019-12-16,7.06,7.1,6.95,7.0999,7.0999,158568,0.0,1.0
2019-12-13,7.12,7.2,6.7,7.06,7.06,407222,0.0,1.0
2019-12-12,7.1,7.17,7.0,7.14,7.14,166589,0.0,1.0
2019-12-11,6.65,7.1,6.6,7.07,7.07,285805,0.0,1.0
2019-12-10,7.3,7.3,6.7,6.7,6.7,820556,0.0,1.0
2019-12-09,7.36,7.41,7.26,7.3,7.3,272903,0.0,1.0
2019-12-06,7.4,7.45,7.39,7.41,7.41,754158,0.0,1.0
2019-12-05,7.35,7.5,7.22,7.39,7.39,176962,0.0,1.0
2019-12-04,7.2,7.5,7.2,7.34,7.34,309078,0.0,1.0
2019-12-03,7.03,7.23,6.7615,7.2,7.2,280054,0.0,1.0
2019-12-02,7.25,7.5,7.0,7.05,7.05,690590,0.0,1.0
2019-11-29,7.05,7.5,7.0,7.29,7.29,703524,0.0,1.0
2019-11-27,6.41,6.97,6.365,6.92,6.92,2254751,0.0,1.0
2019-11-26,6.07,6.5,5.72,6.43,6.43,1680780,0.0,1.0
2019-11-25,6.22,6.31,5.97,6.04,6.04,291495,0.0,1.0
2019-11-22,6.15,6.37,6.05,6.21,6.21,277997,0.0,1.0
2019-11-21,6.01,6.28,5.98,6.11,6.11,284212,0.0,1.0
2019-11-20,5.9,6.15,5.9,6.01,6.01,363353,0.0,1.0
2019-11-19,5.91,5.95,5.83,5.95,5.95,192868,0.0,1.0
2019-11-18,5.916,5.96,5.9,5.9,5.9,183858,0.0,1.0
2019-11-15,5.94,5.95,5.7901,5.9,5.9,131301,0.0,1.0
2019-11-14,5.85,5.98,5.75,5.87,5.87,101009,0.0,1.0
2019-11-13,5.93,5.99,5.74,5.85,5.85,132991,0.0,1.0
2019-11-12,5.84,5.99,5.82,5.9,5.9,155761,0.0,1.0
2019-11-11,5.94,6.0,5.7,5.86,5.86,137388,0.0,1.0
2019-11-08,5.55,6.0,5.35,5.885,5.885,149749,0.0,1.0
2019-11-07,5.545,5.7,5.42,5.5,5.5,155206,0.0,1.0
2019-11-06,5.6,5.74,5.5,5.59,5.59,69807,0.0,1.0
2019-11-05,5.76,5.85,5.7,5.74,5.74,141024,0.0,1.0
2019-11-04,5.72,5.99,5.72,5.8,5.8,231155,0.0,1.0
2019-11-01,5.75,5.89,5.2615,5.76,5.76,202338,0.0,1.0
2019-10-31,5.45,5.77,5.45,5.67,5.67,545637,0.0,1.0
2019-10-30,5.17,5.57,5.1,5.35,5.35,238331,0.0,1.0
2019-10-29,5.03,5.18,5.03,5.16,5.16,115534,0.0,1.0
2019-10-28,5.05,5.14,5.0,5.03,5.03,74157,0.0,1.0
2019-10-25,5.0,5.1,5.0,5.05,5.05,45619,0.0,1.0
2019-10-24,5.045,5.09,4.99,5.0,5.0,54921,0.0,1.0
2019-10-23,5.01,5.13,5.01,5.1,5.1,24848,0.0,1.0
2019-10-22,5.1375,5.19,5.05,5.076,5.076,77128,0.0,1.0
2019-10-21,5.0,5.15,4.87,5.08,5.08,290359,0.0,1.0
2019-10-18,5.0,5.04,4.95,5.0,5.0,106302,0.0,1.0
2019-10-17,5.09,5.09,4.91,5.01,5.01,142241,0.0,1.0
2019-10-16,4.985,5.09,4.87,5.0748,5.0748,58855,0.0,1.0
2019-10-15,4.87,5.0,4.87,4.99,4.99,86238,0.0,1.0
2019-10-14,5.0,5.06,4.85,4.95,4.95,66764,0.0,1.0
2019-10-11,5.07,5.1,5.0,5.01,5.01,47861,0.0,1.0
2019-10-10,5.0,5.1,4.94,5.08,5.08,85551,0.0,1.0
2019-10-09,4.88,5.1,4.87,5.05,5.05,53131,0.0,1.0
2019-10-08,4.82,4.93,4.73,4.88,4.88,75076,0.0,1.0
2019-10-07,4.95,5.05,4.82,4.82,4.82,123980,0.0,1.0
2019-10-04,4.74,5.1,4.7,4.9524,4.9524,71893,0.0,1.0
2019-10-03,4.6,4.78,4.2632,4.75,4.75,97433,0.0,1.0
2019-10-02,4.75,4.75,4.31,4.67,4.67,181931,0.0,1.0
2019-10-01,4.9,4.9,4.7,4.725,4.725,126797,0.0,1.0
2019-09-30,4.95,4.98,4.75,4.9,4.9,376445,0.0,1.0
2019-09-27,4.95,5.1,4.95,4.98,4.98,78793,0.0,1.0
2019-09-26,5.1,5.1,4.94,4.98,4.98,106660,0.0,1.0
2019-09-25,5.1,5.13,4.9101,5.06,5.06,296860,0.0,1.0
2019-09-24,5.34,5.45,5.1,5.1,5.1,276857,0.0,1.0
2019-09-23,5.26,5.46,5.25,5.368,5.368,274452,0.0,1.0
2019-09-20,5.46,5.46,5.28,5.33,5.33,112690,0.0,1.0
2019-09-19,5.26,5.465,5.26,5.41,5.41,121002,0.0,1.0
2019-09-18,5.29,5.29,5.19,5.26,5.26,155004,0.0,1.0
2019-09-17,5.32,5.37,5.18,5.28,5.28,56770,0.0,1.0
2019-09-16,5.26,5.39,5.205,5.38,5.38,205254,0.0,1.0
2019-09-13,5.08,5.35,5.05,5.31,5.31,377064,0.0,1.0
2019-09-12,5.1,5.1,4.99,5.05,5.05,108111,0.0,1.0
2019-09-11,4.862,5.25,4.85,5.09,5.09,83130,0.0,1.0
2019-09-10,4.82,4.95,4.82,4.85,4.85,59289,0.0,1.0
2019-09-09,4.77,4.95,4.71,4.82,4.82,335395,0.0,1.0
2019-09-06,4.9,5.0,4.74,4.96,4.96,667968,0.0,1.0
2019-09-05,5.0,5.02,4.895,4.9,4.9,113392,0.0,1.0
2019-09-04,5.0,5.02,4.9,4.95,4.95,205831,0.0,1.0
2019-09-03,5.09,5.15,4.9,4.95,4.95,362602,0.0,1.0
2019-08-30,5.14,5.15,5.0,5.15,5.15,265909,0.0,1.0
2019-08-29,5.2,5.3,5.1,5.12,5.12,198208,0.0,1.0
2019-08-28,5.4,5.45,5.2,5.28,5.28,190475,0.0,1.0
2019-08-27,5.5,5.67,5.25,5.444,5.444,249518,0.0,1.0
2019-08-26,5.5,5.54,5.4,5.45,5.45,238025,0.0,1.0
2019-08-23,5.62,5.62,5.365,5.55,5.55,671993,0.0,1.0
2019-08-22,5.57,5.93,5.5,5.62,5.62,438909,0.0,1.0
2019-08-21,5.45,5.5644,5.33,5.5644,5.5644,143789,0.0,1.0
2019-08-20,5.42,5.5499,5.01,5.48,5.48,187965,0.0,1.0
2019-08-19,5.03,5.6,5.03,5.5,5.5,601087,0.0,1.0
2019-08-16,5.0,5.05,4.97,5.03,5.03,303037,0.0,1.0
2019-08-15,5.02,5.2,4.98,5.0,5.0,642187,0.0,1.0
2019-08-14,5.11,5.16,5.01,5.05,5.05,781661,0.0,1.0
2019-08-13,5.05,5.19,4.9,5.16,5.16,439805,0.0,1.0
2019-08-12,5.52,5.5224,5.07,5.15,5.15,324077,0.0,1.0
2019-08-09,5.69,5.76,5.52,5.55,5.55,225522,0.0,1.0
2019-08-08,5.57,5.71,5.545,5.71,5.71,279251,0.0,1.0
2019-08-07,5.2,5.5584,5.2,5.55,5.55,297123,0.0,1.0
2019-08-06,5.23,5.335,5.2,5.27,5.27,410355,0.0,1.0
2019-08-05,5.3,5.3,5.07,5.22,5.22,292686,0.0,1.0
2019-08-02,5.33,5.35,5.3,5.33,5.33,82105,0.0,1.0
2019-08-01,5.2,5.4,5.2,5.3,5.3,585953,0.0,1.0
2019-07-31,5.18,5.3,4.97,5.25,5.25,495815,0.0,1.0
2019-07-30,5.11,5.3,5.01,5.16,5.16,399153,0.0,1.0
2019-07-29,5.35,5.45,5.1,5.25,5.25,426610,0.0,1.0
2019-07-26,5.11,5.48,5.1,5.345,5.345,436492,0.0,1.0
2019-07-25,4.97,5.23,4.9,5.15,5.15,241792,0.0,1.0
2019-07-24,4.89,5.01,4.73,5.01,5.01,264365,0.0,1.0
2019-07-23,4.75,5.0,4.61,4.85,4.85,329324,0.0,1.0
2019-07-22,4.53,4.74,4.515,4.72,4.72,112219,0.0,1.0
2019-07-19,4.56,4.65,4.46,4.53,4.53,260049,0.0,1.0
2019-07-18,4.7,4.92,4.62,4.65,4.65,190061,0.0,1.0
2019-07-17,4.91,4.92,4.65,4.73,4.73,153192,0.0,1.0
2019-07-16,5.05,5.05,4.85,4.92,4.92,235336,0.0,1.0
2019-07-15,4.88,5.09,4.85,5.05,5.05,292283,0.0,1.0
2019-07-12,4.76,5.15,4.76,4.9,4.9,146148,0.0,1.0
2019-07-11,5.14,5.14,4.76,4.81,4.81,356554,0.0,1.0
2019-07-10,4.84,5.24,4.81,5.1,5.1,476212,0.0,1.0
2019-07-09,4.55,4.89,4.43,4.81,4.81,452358,0.0,1.0
2019-07-08,4.44,4.59,4.27,4.55,4.55,133249,0.0,1.0
2019-07-05,4.52,4.52,4.27,4.35,4.35,94097,0.0,1.0
2019-07-03,4.275,4.46,4.27,4.35,4.35,61672,0.0,1.0
2019-07-02,4.02,4.59,4.01,4.4,4.4,443955,0.0,1.0
2019-07-01,4.0,4.15,3.82,3.99,3.99,981632,0.0,1.0
2019-06-28,4.21,4.25,4.0,4.05,4.05,182670,0.0,1.0
2019-06-27,4.35,4.48,4.25,4.25,4.25,2549719,0.0,1.0
2019-06-26,4.19,4.5,4.19,4.34,4.34,1837902,0.0,1.0
2019-06-25,4.4,4.5,3.84,4.2,4.2,860243,0.0,1.0
2019-06-24,4.55,4.69,4.38,4.46,4.46,307491,0.0,1.0
2019-06-21,4.68,4.69,4.54,4.56,4.56,128218,0.0,1.0
2019-06-20,4.775,4.94,4.5,4.69,4.69,179961,0.0,1.0
2019-06-19,4.88,4.95,4.75,4.77,4.77,159221,0.0,1.0
2019-06-18,4.96,4.96,4.86,4.87,4.87,156359,0.0,1.0
2019-06-17,4.87,5.2,4.87,4.95,4.95,300856,0.0,1.0
2019-06-14,4.7,5.0,4.5,4.86,4.86,603242,0.0,1.0
2019-06-13,4.745,4.9,4.55,4.84,4.84,174202,0.0,1.0
2019-06-12,4.66,5.111,4.4,4.77,4.77,1105174,0.0,1.0
2019-06-11,4.86,4.95,4.57,4.6601,4.6601,384885,0.0,1.0
2019-06-10,4.98,5.01,4.75,4.8,4.8,274947,0.0,1.0
2019-06-07,4.82,5.0,4.82,4.95,4.95,215299,0.0,1.0
2019-06-06,5.03,5.1,4.55,4.9,4.9,477984,0.0,1.0
2019-06-05,5.6,5.6,4.92,5.03,5.03,1355500,0.0,1.0
2019-06-04,5.39,5.95,5.37,5.57,5.57,3922478,0.0,1.0
2019-06-03,4.55,5.49,4.45,5.39,5.39,2994593,0.0,1.0
2019-05-31,4.475,4.79,4.25,4.55,4.55,1429944,0.0,1.0
2019-05-30,3.35,4.99,3.35,4.515,4.515,4785858,0.0,1.0
2019-05-29,3.2,3.43,3.15,3.33,3.33,397531,0.0,1.0
2019-05-28,3.19,3.22,3.11,3.19,3.19,205780,0.0,1.0
2019-05-24,3.045,3.23,2.92,3.2,3.2,979901,0.0,1.0
2019-05-23,3.22,3.24,3.1,3.17,3.17,391989,0.0,1.0
2019-05-22,3.04,3.24,3.03,3.22,3.22,343780,0.0,1.0
2019-05-21,3.22,3.235,3.0,3.1,3.1,344622,0.0,1.0
2019-05-20,3.36,3.4,3.26,3.28,3.28,418855,0.0,1.0
2019-05-17,3.25,3.4,3.25,3.32,3.32,111618,0.0,1.0
2019-05-16,3.335,3.45,3.08,3.35,3.35,446846,0.0,1.0
2019-05-15,3.0325,3.35,3.02,3.29,3.29,465741,0.0,1.0
2019-05-14,2.99,3.2,2.96,3.02,3.02,272656,0.0,1.0
2019-05-13,3.07,3.07,2.95,2.95,2.95,145808,0.0,1.0
2019-05-10,2.97,3.07,2.88,3.0305,3.0305,129093,0.0,1.0
2019-05-09,2.91,3.07,2.885,3.02,3.02,203173,0.0,1.0
2019-05-08,2.9,3.09,2.8,2.9,2.9,152521,0.0,1.0
2019-05-07,3.05,3.08,2.75,2.88,2.88,532929,0.0,1.0
2019-05-06,2.55,3.0,2.55,3.0,3.0,629667,0.0,1.0
2019-05-03,2.5,2.6,2.44,2.55,2.55,1224845,0.0,1.0
2019-05-02,2.43,2.58,2.42,2.485,2.485,169475,0.0,1.0
2019-05-01,2.43,2.5,2.41,2.43,2.43,311605,0.0,1.0
2019-04-30,2.32,2.618,2.32,2.4,2.4,706342,0.0,1.0
2019-04-29,2.36,2.38,2.28,2.37,2.37,278939,0.0,1.0
2019-04-26,2.4,2.43,2.29,2.41,2.41,1380842,0.0,1.0
2019-04-25,2.7,2.71,2.42,2.45,2.45,1233360,0.0,1.0
2019-04-24,2.75,2.8,2.71,2.71,2.71,356636,0.0,1.0
2019-04-23,2.76,2.85,2.75,2.75,2.75,241657,0.0,1.0
2019-04-22,2.98,2.98,2.74,2.81,2.81,859406,0.0,1.0
2019-04-18,2.96,3.0,2.95,2.98,2.98,320080,0.0,1.0
2019-04-17,3.125,3.14,2.92,2.96,2.96,1462696,0.0,1.0
2019-04-16,3.02,3.37,2.98,3.14,3.14,665143,0.0,1.0
2019-04-15,3.3228,3.3228,2.99,3.04,3.04,396087,0.0,1.0
2019-04-12,3.55,3.635,3.1,3.335,3.335,1750989,0.0,1.0
2019-04-11,3.82,3.9,3.52,3.65,3.65,254475,0.0,1.0
2019-04-10,4.0,4.0,3.82,3.9,3.9,250161,0.0,1.0
2019-04-09,4.01,4.16,3.95,4.0,4.0,1152324,0.0,1.0
2019-04-08,3.945,3.98,3.82,3.98,3.98,303578,0.0,1.0
2019-04-05,3.87,3.97,3.85,3.95,3.95,437841,0.0,1.0
2019-04-04,3.765,3.86,3.765,3.86,3.86,200053,0.0,1.0
2019-04-03,3.62,3.8,3.62,3.77,3.77,381803,0.0,1.0
2019-04-02,3.76,3.93,3.52,3.61,3.61,1143865,0.0,1.0
2019-04-01,3.5,3.73,3.49,3.71,3.71,463142,0.0,1.0
2019-03-29,3.625,3.625,3.46,3.51,3.51,104417,0.0,1.0
2019-03-28,3.57,3.69,3.5,3.6,3.6,113718,0.0,1.0
2019-03-27,3.56,3.64,3.3,3.56,3.56,125157,0.0,1.0
2019-03-26,3.45,3.68,3.41,3.55,3.55,347086,0.0,1.0
2019-03-25,3.41,3.68,3.41,3.45,3.45,424199,0.0,1.0
2019-03-22,3.21,3.55,3.2,3.41,3.41,396707,0.0,1.0
2019-03-21,3.55,3.55,3.115,3.3,3.3,430263,0.0,1.0
2019-03-20,3.65,3.79,3.24,3.33,3.33,459442,0.0,1.0
2019-03-19,3.75,3.98,3.59,3.59,3.59,479968,0.0,1.0
2019-03-18,3.4,3.95,3.37,3.74,3.74,952182,0.0,1.0
2019-03-15,3.09,3.45,3.09,3.39,3.39,2188915,0.0,1.0
2019-03-14,3.0715,3.12,3.07,3.1,3.1,185657,0.0,1.0
2019-03-13,3.1,3.1,3.05,3.08,3.08,138212,0.0,1.0
2019-03-12,3.02,3.1,3.02,3.05,3.05,1027973,0.0,1.0
2019-03-11,3.09,3.09,3.02,3.05,3.05,97515,0.0,1.0
2019-03-08,3.07,3.15,3.05,3.0875,3.0875,365461,0.0,1.0
2019-03-07,3.075,3.2,3.0,3.1,3.1,1591481,0.0,1.0
2019-03-06,3.075,3.11,3.04,3.09,3.09,293342,0.0,1.0
2019-03-05,3.04,3.09,3.04,3.07,3.07,219940,0.0,1.0
2019-03-04,3.055,3.1,3.02,3.07,3.07,296871,0.0,1.0
2019-03-01,3.0,3.06,2.96,3.05,3.05,678817,0.0,1.0
2019-02-28,2.9,3.0,2.9,3.0,3.0,183346,0.0,1.0
2019-02-27,3.02,3.02,2.76,2.95,2.95,782812,0.0,1.0
2019-02-26,3.19,3.21,3.02,3.02,3.02,743894,0.0,1.0
2019-02-25,3.165,3.24,3.13,3.18,3.18,802388,0.0,1.0
2019-02-22,3.05,3.18,3.0,3.1515,3.1515,1229960,0.0,1.0
2019-02-21,2.87,3.03,2.86,3.03,3.03,1555706,0.0,1.0
2019-02-20,2.98,2.98,2.83,2.89,2.89,928717,0.0,1.0
2019-02-19,2.875,2.97,2.84,2.95,2.95,1930825,0.0,1.0
2019-02-15,2.865,2.87,2.83,2.87,2.87,255337,0.0,1.0
2019-02-14,2.81,2.87,2.75,2.86,2.86,431469,0.0,1.0
2019-02-13,2.72,2.81,2.65,2.809,2.809,919297,0.0,1.0
2019-02-12,2.7,2.77,2.7,2.71,2.71,1208764,0.0,1.0
2019-02-11,2.68,2.71,2.65,2.705,2.705,2063027,0.0,1.0
2019-02-08,2.66,2.71,2.65,2.68,2.68,2694129,0.0,1.0
2019-02-07,2.65,2.66,2.6,2.66,2.66,161237,0.0,1.0
2019-02-06,2.62,2.64,2.59,2.64,2.64,534008,0.0,1.0
2019-02-05,2.6,2.65,2.57,2.63,2.63,323247,0.0,1.0
2019-02-04,2.67,2.68,2.6,2.65,2.65,351043,0.0,1.0
2019-02-01,2.64,2.68,2.63,2.67,2.67,343192,0.0,1.0
2019-01-31,2.61,2.675,2.58,2.635,2.635,719787,0.0,1.0
2019-01-30,2.6,2.62,2.56,2.61,2.61,331455,0.0,1.0
2019-01-29,2.6,2.65,2.56,2.6,2.6,250702,0.0,1.0
2019-01-28,2.605,2.77,2.59,2.6,2.6,772638,0.0,1.0
2019-01-25,2.695,2.74,2.55,2.61,2.61,908980,0.0,1.0
2019-01-24,2.62,2.72,2.55,2.7,2.7,866443,0.0,1.0
2019-01-23,2.78,2.85,2.59,2.65,2.65,3743050,0.0,1.0
2019-01-22,2.52,3.05,2.51,2.71,2.71,2346034,0.0,1.0
2019-01-18,2.5,2.52,2.46,2.49,2.49,1197287,0.0,1.0
2019-01-17,2.485,2.49,2.44,2.48,2.48,1755998,0.0,1.0
2019-01-16,2.49,2.53,2.48,2.49,2.49,704137,0.0,1.0
2019-01-15,2.475,2.5,2.41,2.5,2.5,2119208,0.0,1.0
2019-01-14,2.48,2.54,2.44,2.47,2.47,642897,0.0,1.0
2019-01-11,2.35,2.46,2.35,2.41,2.41,466207,0.0,1.0
2019-01-10,2.55,2.55,2.31,2.31,2.31,687572,0.0,1.0
2019-01-09,2.54,2.66,2.49,2.54,2.54,2561533,0.0,1.0
2019-01-08,2.76,2.85,2.41,2.49,2.49,4240600,0.0,1.0
2019-01-07,2.105,2.19,2.05,2.16,2.16,645091,0.0,1.0
2019-01-04,2.02,2.19,2.02,2.05,2.05,1272199,0.0,1.0
2019-01-03,1.9,2.06,1.83,2.0525,2.0525,911110,0.0,1.0
2019-01-02,1.7,1.92,1.55,1.84,1.84,1558373,0.0,1.0
2018-12-31,1.52,1.85,1.38,1.79,1.79,1978182,0.0,1.0
2018-12-28,1.4,1.5,1.4,1.5,1.5,1848446,0.0,1.0
2018-12-27,1.45,1.6,1.32,1.55,1.55,2189142,0.0,1.0
2018-12-26,1.51,1.6,1.415,1.48,1.48,1119933,0.0,1.0
2018-12-24,1.56,1.59,1.46,1.5,1.5,1002031,0.0,1.0
2018-12-21,1.74,1.76,1.5,1.58,1.58,1978227,0.0,1.0
2018-12-20,1.79,1.83,1.61,1.74,1.74,2443436,0.0,1.0
2018-12-19,1.76,1.79,1.69,1.77,1.77,1549660,0.0,1.0
2018-12-18,1.61,1.75,1.61,1.68,1.68,1204389,0.0,1.0
2018-12-17,1.55,1.62,1.55,1.6,1.6,562257,0.0,1.0
2018-12-14,1.72,1.72,1.51,1.55,1.55,878029,0.0,1.0
2018-12-13,1.56,1.73,1.55,1.72,1.72,1633061,0.0,1.0
2018-12-12,1.645,1.67,1.42,1.5525,1.5525,2454986,0.0,1.0
2018-12-11,1.27,1.55,1.27,1.54,1.54,2395157,0.0,1.0
2018-12-10,1.17,1.3,1.07,1.27,1.27,1732457,0.0,1.0
2018-12-07,1.24,1.28,1.0,1.15,1.15,9468452,0.0,1.0
2018-12-06,1.51,1.6,0.95,1.2,1.2,29265929,0.0,1.0
2018-12-04,2.935,3.07,2.83,2.95,2.95,1033791,0.0,1.0
