,NGVT_Open,NGVT_High,NGVT_Low,NGVT_Close,NGVT_Adj Close,NGVT_Volume,NGVT_Dividend Amount,NGVT_Split Coefficient
2023-04-27,69.51,70.82,69.39,70.8,70.8,173716,0.0,1.0
2023-04-26,68.86,70.06,68.86,69.38,69.38,241099,0.0,1.0
2023-04-25,71.21,71.39,69.91,69.91,69.91,172454,0.0,1.0
2023-04-24,71.51,72.41,71.51,72.35,72.35,165482,0.0,1.0
2023-04-21,71.42,71.78,70.53,71.22,71.22,179231,0.0,1.0
2023-04-20,71.05,71.88,70.54,71.42,71.42,164384,0.0,1.0
2023-04-19,71.74,72.03,71.275,71.85,71.85,183528,0.0,1.0
2023-04-18,73.27,73.425,71.235,71.96,71.96,183269,0.0,1.0
2023-04-17,72.62,72.91,71.965,72.73,72.73,203249,0.0,1.0
2023-04-14,74.15,74.74,72.01,72.72,72.72,192227,0.0,1.0
2023-04-13,73.06,74.02,72.49,74.01,74.01,191134,0.0,1.0
2023-04-12,74.14,74.47,72.17,72.68,72.68,211341,0.0,1.0
2023-04-11,71.98,73.55,71.865,73.21,73.21,239003,0.0,1.0
2023-04-10,69.13,71.88,69.13,71.51,71.51,540259,0.0,1.0
2023-04-06,70.75,70.805,69.27,69.56,69.56,386800,0.0,1.0
2023-04-05,69.64,70.74,69.485,70.67,70.67,262523,0.0,1.0
2023-04-04,71.42,71.42,69.67,70.3,70.3,313632,0.0,1.0
2023-04-03,71.92,72.415,70.47,71.2,71.2,236837,0.0,1.0
2023-03-31,70.32,71.695,70.28,71.52,71.52,321863,0.0,1.0
2023-03-30,70.67,71.31,69.7,69.85,69.85,324107,0.0,1.0
2023-03-29,69.8,70.47,69.3,69.89,69.89,238350,0.0,1.0
2023-03-28,69.21,69.46,68.42,68.71,68.71,336842,0.0,1.0
2023-03-27,70.29,70.45,69.165,69.78,69.78,265353,0.0,1.0
2023-03-24,68.54,69.18,67.52,69.09,69.09,299057,0.0,1.0
2023-03-23,70.54,71.47,68.57,69.53,69.53,285155,0.0,1.0
2023-03-22,71.72,72.7,70.3,70.36,70.36,140888,0.0,1.0
2023-03-21,72.4,73.07,72.12,72.41,72.41,156011,0.0,1.0
2023-03-20,69.58,70.8,68.93,70.65,70.65,221810,0.0,1.0
2023-03-17,71.98,71.98,68.59,68.89,68.89,450773,0.0,1.0
2023-03-16,70.24,73.79,70.055,72.43,72.43,396430,0.0,1.0
2023-03-15,69.18,71.52,68.535,71.36,71.36,537206,0.0,1.0
2023-03-14,72.42,72.45,70.26,71.72,71.72,391250,0.0,1.0
2023-03-13,69.88,70.61,68.08,69.76,69.76,327403,0.0,1.0
2023-03-10,75.06,75.06,70.54,71.42,71.42,418264,0.0,1.0
2023-03-09,78.18,78.3354,75.3,75.46,75.46,346219,0.0,1.0
2023-03-08,78.94,79.02,77.23,77.74,77.74,241874,0.0,1.0
2023-03-07,81.0,81.5,78.42,78.78,78.78,376784,0.0,1.0
2023-03-06,81.34,81.83,80.5,81.25,81.25,259238,0.0,1.0
2023-03-03,82.42,82.455,80.39,81.69,81.69,312579,0.0,1.0
2023-03-02,81.72,83.105,81.47,81.54,81.54,358190,0.0,1.0
2023-03-01,82.29,83.49,81.61,83.42,83.42,426601,0.0,1.0
2023-02-28,83.74,84.44,78.97,82.56,82.56,896937,0.0,1.0
2023-02-27,89.2,89.92,87.7,87.81,87.81,300418,0.0,1.0
2023-02-24,86.27,88.79,86.225,88.56,88.56,165416,0.0,1.0
2023-02-23,87.21,88.43,86.54,88.06,88.06,155164,0.0,1.0
2023-02-22,86.93,87.89,86.23,87.09,87.09,140891,0.0,1.0
2023-02-21,89.97,89.97,86.33,86.88,86.88,224342,0.0,1.0
2023-02-17,89.57,90.81,89.06,90.75,90.75,185847,0.0,1.0
2023-02-16,88.73,90.78,88.175,89.67,89.67,168289,0.0,1.0
2023-02-15,88.9,90.48,88.525,90.38,90.38,167909,0.0,1.0
2023-02-14,88.52,90.73,88.42,89.69,89.69,336662,0.0,1.0
2023-02-13,87.74,89.565,87.31,88.86,88.86,295313,0.0,1.0
2023-02-10,85.86,87.965,85.72,87.81,87.81,139365,0.0,1.0
2023-02-09,89.17,89.27,86.44,86.58,86.58,242371,0.0,1.0
2023-02-08,88.36,89.34,87.83,88.36,88.36,413998,0.0,1.0
2023-02-07,86.05,89.59,85.835,89.49,89.49,261059,0.0,1.0
2023-02-06,86.46,86.93,85.64,86.74,86.74,196423,0.0,1.0
2023-02-03,86.02,87.33,85.67,86.93,86.93,278448,0.0,1.0
2023-02-02,84.74,87.15,84.39,87.0,87.0,239735,0.0,1.0
2023-02-01,81.89,83.98,81.42,82.87,82.87,182536,0.0,1.0
2023-01-31,79.82,82.49,79.14,82.44,82.44,274674,0.0,1.0
2023-01-30,79.8,80.51,79.19,79.27,79.27,150008,0.0,1.0
2023-01-27,80.0,80.87,79.49,80.39,80.39,96868,0.0,1.0
2023-01-26,78.76,80.33,78.7,80.23,80.23,108725,0.0,1.0
2023-01-25,81.25,81.435,78.7,78.76,78.76,158994,0.0,1.0
2023-01-24,80.19,82.085,79.5284,81.75,81.75,250303,0.0,1.0
2023-01-23,80.25,81.01,80.17,80.89,80.89,79831,0.0,1.0
2023-01-20,78.92,80.72,78.29,80.49,80.49,142153,0.0,1.0
2023-01-19,78.69,78.72,77.75,78.39,78.39,164533,0.0,1.0
2023-01-18,80.7,81.3597,78.945,79.04,79.04,233169,0.0,1.0
2023-01-17,81.82,81.92,80.16,80.27,80.27,184318,0.0,1.0
2023-01-13,79.4,81.7,79.4,81.64,81.64,119372,0.0,1.0
2023-01-12,79.45,80.26,79.06,80.2,80.2,211782,0.0,1.0
2023-01-11,79.59,81.12,79.03,79.15,79.15,178577,0.0,1.0
2023-01-10,75.84,79.07,75.063,79.02,79.02,183705,0.0,1.0
2023-01-09,75.0,76.58,74.285,75.95,75.95,204437,0.0,1.0
2023-01-06,72.75,74.5,72.67,74.14,74.14,134926,0.0,1.0
2023-01-05,72.37,72.75,71.65,71.95,71.95,143687,0.0,1.0
2023-01-04,71.02,72.75,70.98,72.68,72.68,206244,0.0,1.0
2023-01-03,70.81,71.9438,70.23,71.02,71.02,162414,0.0,1.0
2022-12-30,70.51,71.405,70.11,70.44,70.44,132720,0.0,1.0
2022-12-29,70.07,71.16,69.8101,70.95,70.95,94444,0.0,1.0
2022-12-28,70.41,70.62,69.68,69.7,69.7,120562,0.0,1.0
2022-12-27,70.71,71.1,70.145,70.38,70.38,78978,0.0,1.0
2022-12-23,70.04,70.78,69.84,70.6,70.6,80683,0.0,1.0
2022-12-22,71.07,71.07,69.71,70.22,70.22,152822,0.0,1.0
2022-12-21,70.76,72.43,70.485,71.63,71.63,152642,0.0,1.0
2022-12-20,69.89,71.07,69.84,69.88,69.88,154237,0.0,1.0
2022-12-19,69.44,70.48,69.28,69.79,69.79,222072,0.0,1.0
2022-12-16,68.67,69.58,67.78,69.45,69.45,666619,0.0,1.0
2022-12-15,71.26,71.26,69.55,69.65,69.65,200807,0.0,1.0
2022-12-14,72.86,73.74,71.8,72.08,72.08,191369,0.0,1.0
2022-12-13,76.23,76.52,72.615,73.16,73.16,221126,0.0,1.0
2022-12-12,72.44,73.69,71.07,73.41,73.41,159904,0.0,1.0
2022-12-09,73.55,74.24,71.95,71.96,71.96,132919,0.0,1.0
2022-12-08,74.89,74.89,73.3,73.84,73.84,114616,0.0,1.0
2022-12-07,73.17,74.35,72.83,74.05,74.05,156991,0.0,1.0
2022-12-06,75.22,75.9,72.71,73.59,73.59,138845,0.0,1.0
2022-12-05,76.77,76.77,75.14,75.59,75.59,126907,0.0,1.0
2022-12-02,76.12,78.2,76.12,77.57,77.57,91348,0.0,1.0
2022-12-01,78.6,78.98,77.3,77.37,77.37,120897,0.0,1.0
2022-11-30,76.09,78.3,74.72,78.27,78.27,181494,0.0,1.0
2022-11-29,76.7,77.3679,75.78,75.86,75.86,101060,0.0,1.0
2022-11-28,78.36,78.39,76.27,76.68,76.68,112852,0.0,1.0
2022-11-25,78.38,79.015,77.6721,78.4,78.4,41944,0.0,1.0
2022-11-23,78.68,79.361,78.0,78.84,78.84,62546,0.0,1.0
2022-11-22,78.08,79.23,77.45,78.95,78.95,122628,0.0,1.0
2022-11-21,76.32,77.78,76.32,77.29,77.29,101743,0.0,1.0
2022-11-18,78.04,78.16,76.33,77.0,77.0,150469,0.0,1.0
2022-11-17,76.01,76.77,75.075,76.75,76.75,112468,0.0,1.0
2022-11-16,78.02,78.095,76.9,77.14,77.14,162044,0.0,1.0
2022-11-15,78.33,79.7878,77.12,78.56,78.56,164720,0.0,1.0
2022-11-14,78.07,79.17,77.25,77.32,77.32,157372,0.0,1.0
2022-11-11,77.66,79.74,77.589,78.69,78.69,179856,0.0,1.0
2022-11-10,75.6,77.39,74.85,77.05,77.05,182556,0.0,1.0
2022-11-09,73.6,74.18,72.35,72.64,72.64,157493,0.0,1.0
2022-11-08,74.13,75.645,73.28,74.46,74.46,147610,0.0,1.0
2022-11-07,74.55,75.0,73.03,73.51,73.51,167938,0.0,1.0
2022-11-04,72.98,74.78,72.485,74.36,74.36,187902,0.0,1.0
2022-11-03,68.03,71.16,66.14,70.4,70.4,165396,0.0,1.0
2022-11-02,67.37,67.85,65.05,65.05,65.05,193040,0.0,1.0
2022-11-01,68.02,68.2,66.8,67.97,67.97,116189,0.0,1.0
2022-10-31,65.85,67.645,65.37,67.27,67.27,188360,0.0,1.0
2022-10-28,66.13,66.59,65.75,66.26,66.26,179206,0.0,1.0
2022-10-27,66.22,66.82,65.65,65.88,65.88,215156,0.0,1.0
2022-10-26,65.74,66.43,64.08,65.45,65.45,139469,0.0,1.0
2022-10-25,64.68,65.46,64.1203,65.14,65.14,294959,0.0,1.0
2022-10-24,64.81,65.52,64.2623,64.63,64.63,145239,0.0,1.0
2022-10-21,62.42,64.94,61.89,64.75,64.75,125113,0.0,1.0
2022-10-20,64.42,64.93,61.89,62.33,62.33,180265,0.0,1.0
2022-10-19,64.19,65.04,63.45,64.07,64.07,115887,0.0,1.0
2022-10-18,64.78,65.99,63.84,64.99,64.99,122579,0.0,1.0
2022-10-17,62.91,63.99,62.81,63.7,63.7,146634,0.0,1.0
2022-10-14,63.08,63.08,61.195,61.39,61.39,104996,0.0,1.0
2022-10-13,60.35,63.15,59.67,62.62,62.62,138358,0.0,1.0
2022-10-12,62.35,62.35,60.84,61.2,61.2,178476,0.0,1.0
2022-10-11,61.63,62.94,61.08,61.86,61.86,185194,0.0,1.0
2022-10-10,62.17,62.85,61.59,62.11,62.11,114621,0.0,1.0
2022-10-07,63.68,63.68,61.44,62.06,62.06,147415,0.0,1.0
2022-10-06,63.3,64.71,63.3,64.34,64.34,150967,0.0,1.0
2022-10-05,63.36,64.29,62.89,64.08,64.08,113981,0.0,1.0
2022-10-04,63.76,65.16,63.68,64.53,64.53,173575,0.0,1.0
2022-10-03,61.34,62.905,60.4507,62.2,62.2,132968,0.0,1.0
2022-09-30,61.01,62.64,60.55,60.63,60.63,166554,0.0,1.0
2022-09-29,61.25,61.26,59.64,61.15,61.15,138825,0.0,1.0
2022-09-28,60.36,62.4504,60.18,61.86,61.86,149666,0.0,1.0
2022-09-27,61.15,61.78,59.35,60.02,60.02,168984,0.0,1.0
2022-09-26,61.0,62.295,60.52,60.56,60.56,177811,0.0,1.0
2022-09-23,62.07,62.18,60.37,61.36,61.36,157300,0.0,1.0
2022-09-22,64.0,64.0,62.345,63.41,63.41,111713,0.0,1.0
2022-09-21,65.98,65.98,63.59,63.6,63.6,146146,0.0,1.0
2022-09-20,65.98,65.98,64.08,65.11,65.11,210085,0.0,1.0
2022-09-19,63.49,66.9,63.03,66.78,66.78,243697,0.0,1.0
2022-09-16,66.69,66.69,63.115,64.04,64.04,1193164,0.0,1.0
2022-09-15,67.32,69.24,67.3,67.49,67.49,350401,0.0,1.0
2022-09-14,69.19,69.19,66.935,68.03,68.03,326529,0.0,1.0
2022-09-13,70.17,71.2,69.29,69.36,69.36,267900,0.0,1.0
2022-09-12,71.12,72.4,70.49,72.29,72.29,214305,0.0,1.0
2022-09-09,69.2,70.53,68.76,70.31,70.31,167166,0.0,1.0
2022-09-08,67.51,68.94,67.1,68.3,68.3,192137,0.0,1.0
2022-09-07,66.29,68.63,65.71,68.61,68.61,266425,0.0,1.0
2022-09-06,69.55,69.59,64.68,66.17,66.17,395281,0.0,1.0
2022-09-02,70.46,70.69,69.15,69.41,69.41,162799,0.0,1.0
2022-09-01,69.75,69.75,68.56,69.46,69.46,151163,0.0,1.0
2022-08-31,71.02,71.02,70.02,70.14,70.14,196400,0.0,1.0
2022-08-30,71.97,71.97,70.89,71.07,71.07,129634,0.0,1.0
2022-08-29,71.16,72.61,70.265,71.91,71.91,153886,0.0,1.0
2022-08-26,74.85,74.85,71.97,72.04,72.04,139436,0.0,1.0
2022-08-25,73.83,74.99,73.36,74.99,74.99,85089,0.0,1.0
2022-08-24,73.0,73.82,72.21,73.43,73.43,99879,0.0,1.0
2022-08-23,71.41,73.15,71.41,72.96,72.96,115791,0.0,1.0
2022-08-22,71.89,72.16,71.16,71.63,71.63,129040,0.0,1.0
2022-08-19,74.18,74.36,72.395,73.03,73.03,147853,0.0,1.0
2022-08-18,73.07,74.91,73.05,74.4,74.4,100506,0.0,1.0
2022-08-17,73.31,74.02,72.82,73.11,73.11,122430,0.0,1.0
2022-08-16,72.94,74.18,72.94,74.16,74.16,154520,0.0,1.0
2022-08-15,74.48,74.87,73.26,73.44,73.44,256588,0.0,1.0
2022-08-12,73.5,75.29,73.2,75.11,75.11,150186,0.0,1.0
2022-08-11,71.5,73.56,71.235,73.08,73.08,204763,0.0,1.0
2022-08-10,69.85,71.61,69.34,70.96,70.96,153405,0.0,1.0
2022-08-09,68.46,69.15,67.91,68.59,68.59,163924,0.0,1.0
2022-08-08,69.53,70.25,68.13,68.91,68.91,149125,0.0,1.0
2022-08-05,69.45,71.24,68.67,68.72,68.72,156177,0.0,1.0
2022-08-04,70.95,71.07,69.9,70.56,70.56,162684,0.0,1.0
2022-08-03,66.36,70.51,65.8891,70.05,70.05,358156,0.0,1.0
2022-08-02,66.99,67.05,65.52,66.02,66.02,227715,0.0,1.0
2022-08-01,66.44,67.56,65.71,66.69,66.69,344368,0.0,1.0
2022-07-29,67.36,67.96,66.94,67.1,67.1,137642,0.0,1.0
2022-07-28,66.59,67.08,65.7969,66.99,66.99,148182,0.0,1.0
2022-07-27,63.79,66.31,63.55,66.02,66.02,153363,0.0,1.0
2022-07-26,64.43,64.73,63.51,63.81,63.81,119520,0.0,1.0
2022-07-25,63.77,64.52,63.21,64.49,64.49,120676,0.0,1.0
2022-07-22,64.3,64.57,63.1,63.24,63.24,113371,0.0,1.0
2022-07-21,63.24,64.15,62.89,64.1,64.1,118306,0.0,1.0
2022-07-20,63.25,64.31,63.25,63.97,63.97,191347,0.0,1.0
2022-07-19,62.02,64.28,62.02,63.83,63.83,116860,0.0,1.0
2022-07-18,62.7,63.5,61.13,61.26,61.26,105170,0.0,1.0
2022-07-15,61.87,62.6,61.36,61.78,61.78,167703,0.0,1.0
2022-07-14,60.36,61.15,59.955,60.69,60.69,197274,0.0,1.0
2022-07-13,62.21,62.66,61.86,61.93,61.93,223348,0.0,1.0
2022-07-12,63.07,64.28,62.7,63.19,63.19,131941,0.0,1.0
2022-07-11,63.04,63.895,62.85,63.3,63.3,81275,0.0,1.0
2022-07-08,63.92,64.84,62.67,63.69,63.69,142124,0.0,1.0
2022-07-07,62.42,64.15,62.42,63.85,63.85,158213,0.0,1.0
2022-07-06,61.52,63.12,59.91,61.88,61.88,121671,0.0,1.0
2022-07-05,62.13,62.62,60.29,62.03,62.03,131510,0.0,1.0
2022-07-01,62.6,63.68,61.37,63.47,63.47,114268,0.0,1.0
2022-06-30,61.86,63.22,61.54,63.14,63.14,132246,0.0,1.0
2022-06-29,63.98,63.98,61.72,62.97,62.97,87400,0.0,1.0
2022-06-28,64.67,65.61,63.1547,63.72,63.72,112524,0.0,1.0
2022-06-27,64.35,65.73,62.79,63.87,63.87,441659,0.0,1.0
2022-06-24,62.42,64.09,61.65,64.04,64.04,1151982,0.0,1.0
2022-06-23,62.14,62.65,60.24,61.87,61.87,228305,0.0,1.0
2022-06-22,61.35,62.88,60.885,62.55,62.55,134537,0.0,1.0
2022-06-21,62.43,62.95,60.49,62.58,62.58,153821,0.0,1.0
2022-06-17,63.18,63.38,60.17,61.4,61.4,467974,0.0,1.0
2022-06-16,66.28,66.28,61.8,62.74,62.74,204338,0.0,1.0
2022-06-15,67.69,68.48,66.48,67.77,67.77,236467,0.0,1.0
2022-06-14,67.39,67.59,65.7,67.12,67.12,166922,0.0,1.0
2022-06-13,68.94,69.58,66.92,67.33,67.33,221714,0.0,1.0
2022-06-10,71.76,72.07,69.88,70.55,70.55,148490,0.0,1.0
2022-06-09,72.64,74.265,72.27,73.13,73.13,210423,0.0,1.0
2022-06-08,73.98,74.215,72.6,72.86,72.86,120215,0.0,1.0
2022-06-07,72.2,74.35,71.84,74.1,74.1,135103,0.0,1.0
2022-06-06,72.31,73.42,72.01,72.97,72.97,127812,0.0,1.0
2022-06-03,72.9,73.99,71.9,72.38,72.38,134684,0.0,1.0
2022-06-02,70.53,73.48,70.27,73.29,73.29,215955,0.0,1.0
2022-06-01,69.92,70.565,68.95,70.1,70.1,254121,0.0,1.0
2022-05-31,69.62,70.6,68.68,69.68,69.68,321039,0.0,1.0
2022-05-27,70.27,70.8875,67.97,70.25,70.25,551375,0.0,1.0
2022-05-26,69.48,70.55,69.48,69.85,69.85,159277,0.0,1.0
2022-05-25,68.32,69.51,67.7,68.38,68.38,137879,0.0,1.0
2022-05-24,67.73,68.855,65.98,68.76,68.76,185791,0.0,1.0
2022-05-23,68.62,69.67,67.63,68.18,68.18,170461,0.0,1.0
2022-05-20,68.67,69.06,66.57,67.57,67.57,205080,0.0,1.0
2022-05-19,66.75,69.28,66.75,68.03,68.03,176871,0.0,1.0
2022-05-18,68.57,69.86,67.24,67.48,67.48,201665,0.0,1.0
2022-05-17,66.57,67.95,66.42,67.71,67.71,152343,0.0,1.0
2022-05-16,65.4,66.09,63.8,65.51,65.51,111533,0.0,1.0
2022-05-13,64.16,66.56,63.98,65.79,65.79,173979,0.0,1.0
2022-05-12,64.03,64.03,61.925,63.4,63.4,191869,0.0,1.0
2022-05-11,64.48,66.41,63.72,64.05,64.05,192686,0.0,1.0
2022-05-10,67.04,67.16,62.9038,63.82,63.82,177946,0.0,1.0
2022-05-09,66.93,68.82,65.92,65.99,65.99,299673,0.0,1.0
2022-05-06,66.55,67.74,65.395,67.69,67.69,304808,0.0,1.0
2022-05-05,63.0,66.88,63.0,66.24,66.24,368971,0.0,1.0
2022-05-04,60.76,62.89,59.9,62.89,62.89,263068,0.0,1.0
2022-05-03,60.0,61.315,59.73,60.45,60.45,238137,0.0,1.0
2022-05-02,59.99,61.52,58.64,60.23,60.23,178791,0.0,1.0
2022-04-29,60.0,61.54,59.7,59.9,59.9,139241,0.0,1.0
2022-04-28,60.33,61.0978,58.44,60.79,60.79,101891,0.0,1.0
2022-04-27,59.16,60.86,59.16,59.46,59.46,179576,0.0,1.0
2022-04-26,60.59,61.44,59.65,59.72,59.72,139361,0.0,1.0
2022-04-25,61.0,61.55,59.02,61.43,61.43,169385,0.0,1.0
2022-04-22,62.28,62.78,61.1,61.2,61.2,148706,0.0,1.0
2022-04-21,65.69,65.69,62.38,62.91,62.91,136837,0.0,1.0
2022-04-20,64.87,65.87,64.15,64.48,64.48,148029,0.0,1.0
2022-04-19,61.43,64.52,61.43,64.22,64.22,151386,0.0,1.0
2022-04-18,62.02,63.2499,61.285,61.71,61.71,128450,0.0,1.0
2022-04-14,62.68,63.15,62.23,62.35,62.35,178038,0.0,1.0
2022-04-13,61.4,62.62,60.92,62.36,62.36,148116,0.0,1.0
2022-04-12,61.86,62.77,60.92,61.26,61.26,122071,0.0,1.0
2022-04-11,61.96,63.285,61.01,61.54,61.54,144165,0.0,1.0
2022-04-08,62.25,63.88,61.97,62.38,62.38,238127,0.0,1.0
2022-04-07,61.28,61.462,60.16,61.19,61.19,155527,0.0,1.0
2022-04-06,61.0,61.86,59.86,61.54,61.54,142680,0.0,1.0
2022-04-05,63.01,63.62,61.44,61.54,61.54,193410,0.0,1.0
2022-04-04,65.01,65.05,62.99,63.17,63.17,237752,0.0,1.0
2022-04-01,64.69,65.53,64.43,64.91,64.91,230511,0.0,1.0
2022-03-31,64.8,65.55,64.01,64.07,64.07,153653,0.0,1.0
2022-03-30,67.25,67.25,64.79,65.03,65.03,166826,0.0,1.0
2022-03-29,66.45,67.81,65.95,67.43,67.43,137746,0.0,1.0
2022-03-28,65.2,65.41,64.445,65.22,65.22,154752,0.0,1.0
2022-03-25,64.84,65.33,64.55,65.16,65.16,130976,0.0,1.0
2022-03-24,64.78,65.695,64.63,65.2,65.2,259412,0.0,1.0
2022-03-23,64.0,64.8,64.0,64.75,64.75,164596,0.0,1.0
2022-03-22,64.68,65.4,63.59,64.4,64.4,165731,0.0,1.0
2022-03-21,64.21,64.645,63.73,64.28,64.28,124837,0.0,1.0
2022-03-18,63.88,64.7,63.5,64.5,64.5,292292,0.0,1.0
2022-03-17,64.0,64.48,63.61,64.11,64.11,117121,0.0,1.0
2022-03-16,64.25,65.38,63.25,64.71,64.71,242028,0.0,1.0
2022-03-15,63.72,64.02,62.79,63.25,63.25,273123,0.0,1.0
2022-03-14,63.6,65.16,62.645,62.75,62.75,308033,0.0,1.0
2022-03-11,61.71,64.115,61.6471,63.61,63.61,274047,0.0,1.0
2022-03-10,61.83,63.14,60.6,61.62,61.62,208657,0.0,1.0
2022-03-09,59.94,63.66,59.53,63.31,63.31,302034,0.0,1.0
2022-03-08,57.11,60.0,56.32,58.58,58.58,373862,0.0,1.0
2022-03-07,63.18,63.18,56.31,56.58,56.58,498378,0.0,1.0
2022-03-04,65.71,65.95,62.99,63.09,63.09,349913,0.0,1.0
2022-03-03,67.48,67.48,65.55,66.54,66.54,287495,0.0,1.0
2022-03-02,66.59,67.47,66.065,67.16,67.16,224530,0.0,1.0
2022-03-01,67.89,68.74,65.62,66.17,66.17,382272,0.0,1.0
2022-02-28,67.57,69.78,67.41,68.23,68.23,354646,0.0,1.0
2022-02-25,66.66,68.63,65.24,68.59,68.59,464082,0.0,1.0
2022-02-24,61.58,67.41,61.58,66.07,66.07,576622,0.0,1.0
2022-02-23,66.42,66.76,65.225,65.81,65.81,321315,0.0,1.0
2022-02-22,66.35,66.66,65.12,65.51,65.51,248061,0.0,1.0
2022-02-18,66.72,67.54,66.35,66.47,66.47,218700,0.0,1.0
2022-02-17,65.79,67.17,65.52,66.77,66.77,181904,0.0,1.0
2022-02-16,66.32,66.75,65.88,66.65,66.65,344862,0.0,1.0
2022-02-15,64.75,66.955,64.75,66.62,66.62,129506,0.0,1.0
2022-02-14,65.15,65.62,63.75,64.15,64.15,149904,0.0,1.0
2022-02-11,64.61,65.89,64.05,64.78,64.78,184566,0.0,1.0
2022-02-10,65.42,66.85,64.41,64.6,64.6,202754,0.0,1.0
2022-02-09,65.51,66.81,65.51,66.39,66.39,421093,0.0,1.0
2022-02-08,64.71,66.09,64.08,64.93,64.93,336930,0.0,1.0
2022-02-07,63.24,64.94,63.12,64.49,64.49,187600,0.0,1.0
2022-02-04,63.9,64.87,62.6,63.18,63.18,291325,0.0,1.0
2022-02-03,65.77,66.4,64.405,64.52,64.52,169653,0.0,1.0
2022-02-02,66.51,67.53,65.49,66.31,66.31,221143,0.0,1.0
2022-02-01,66.01,67.16,65.05,66.49,66.49,293572,0.0,1.0
2022-01-31,64.25,65.96,63.615,65.91,65.91,413294,0.0,1.0
2022-01-28,65.08,65.08,62.78,64.95,64.95,302963,0.0,1.0
2022-01-27,67.64,68.445,64.49,64.97,64.97,314631,0.0,1.0
2022-01-26,68.86,69.08,66.17,66.8,66.8,198092,0.0,1.0
2022-01-25,66.86,69.07,65.37,67.68,67.68,277633,0.0,1.0
2022-01-24,67.51,68.29,65.86,67.88,67.88,259204,0.0,1.0
2022-01-21,70.55,71.5,68.59,68.64,68.64,231669,0.0,1.0
2022-01-20,72.16,73.36,70.87,70.98,70.98,179656,0.0,1.0
2022-01-19,72.91,73.7235,71.73,72.0,72.0,167901,0.0,1.0
2022-01-18,73.53,73.797,71.935,72.69,72.69,184726,0.0,1.0
2022-01-14,73.73,74.34,72.92,73.97,73.97,151783,0.0,1.0
2022-01-13,74.46,75.74,73.56,74.33,74.33,94609,0.0,1.0
2022-01-12,75.21,76.09,73.89,73.93,73.93,132905,0.0,1.0
2022-01-11,73.18,74.94,72.02,74.84,74.84,232062,0.0,1.0
2022-01-10,73.51,73.51,72.22,72.89,72.89,154317,0.0,1.0
2022-01-07,74.62,75.65,73.46,73.6,73.6,186334,0.0,1.0
2022-01-06,75.03,75.88,74.29,74.99,74.99,200632,0.0,1.0
2022-01-05,75.99,76.92,74.07,74.18,74.18,159862,0.0,1.0
2022-01-04,75.0,76.81,74.94,75.67,75.67,182935,0.0,1.0
2022-01-03,71.95,74.85,71.95,74.85,74.85,509954,0.0,1.0
2021-12-31,72.48,72.66,71.68,71.7,71.7,102990,0.0,1.0
2021-12-30,72.43,73.375,72.23,72.27,72.27,161134,0.0,1.0
2021-12-29,72.01,72.8499,72.01,72.59,72.59,95885,0.0,1.0
2021-12-28,72.61,73.58,72.14,72.39,72.39,89038,0.0,1.0
2021-12-27,72.05,72.81,71.6723,72.74,72.74,100430,0.0,1.0
2021-12-23,71.81,72.65,71.24,71.94,71.94,107651,0.0,1.0
2021-12-22,70.89,71.76,70.56,71.22,71.22,148116,0.0,1.0
2021-12-21,70.53,71.83,69.73,71.15,71.15,234749,0.0,1.0
2021-12-20,70.75,70.75,67.2,69.65,69.65,213801,0.0,1.0
2021-12-17,69.91,72.56,69.11,71.87,71.87,493085,0.0,1.0
2021-12-16,71.2,71.37,69.925,70.12,70.12,171153,0.0,1.0
2021-12-15,70.34,70.79,68.79,70.62,70.62,237075,0.0,1.0
2021-12-14,71.69,73.19,70.04,70.53,70.53,214291,0.0,1.0
2021-12-13,73.5,74.29,71.0603,71.69,71.69,179516,0.0,1.0
2021-12-10,77.19,77.34,73.46,73.9,73.9,358739,0.0,1.0
2021-12-09,75.2,76.72,75.2,76.39,76.39,245128,0.0,1.0
2021-12-08,76.1,76.98,75.63,76.36,76.36,155868,0.0,1.0
2021-12-07,77.74,78.37,75.26,75.49,75.49,156359,0.0,1.0
2021-12-06,74.29,77.49,74.03,76.91,76.91,173437,0.0,1.0
2021-12-03,73.42,73.44,72.0,72.77,72.77,128797,0.0,1.0
2021-12-02,72.24,73.02,71.7937,72.82,72.82,165508,0.0,1.0
2021-12-01,73.43,75.445,71.55,71.66,71.66,186041,0.0,1.0
2021-11-30,73.11,73.85,71.18,71.91,71.91,176520,0.0,1.0
2021-11-29,75.78,75.78,73.7901,74.05,74.05,160703,0.0,1.0
2021-11-26,75.18,76.1372,73.56,74.3,74.3,115917,0.0,1.0
2021-11-24,78.41,79.03,77.715,77.93,77.93,74745,0.0,1.0
2021-11-23,79.12,79.795,78.18,79.11,79.11,129073,0.0,1.0
2021-11-22,79.44,80.89,78.9,78.98,78.98,106495,0.0,1.0
2021-11-19,77.66,79.3,77.66,78.83,78.83,127356,0.0,1.0
2021-11-18,78.55,78.58,77.12,78.36,78.36,142419,0.0,1.0
2021-11-17,77.84,79.04,77.44,79.02,79.02,146855,0.0,1.0
2021-11-16,82.82,82.82,78.56,78.58,78.58,182935,0.0,1.0
2021-11-15,83.65,83.65,81.92,82.84,82.84,199806,0.0,1.0
2021-11-12,82.37,83.29,81.905,83.18,83.18,159483,0.0,1.0
