,LYB_Open,LYB_High,LYB_Low,LYB_Close,LYB_Adj Close,LYB_Volume,LYB_Dividend Amount,LYB_Split Coefficient
2014-02-19,85.0,86.1,84.13,84.28,42.7101813835026,3899600,0.0,1.0
2014-02-18,84.99,85.4,84.03,85.33,43.2422849721675,3614800,0.0,1.0
2014-02-14,83.2,84.52,83.01,84.47,42.8064667947848,2930800,0.0,1.0
2014-02-13,81.88,83.76,81.88,83.37,42.249024939993,3304900,0.0,1.0
2014-02-12,81.7,82.97,81.7,82.62,41.8689509480895,3191500,0.0,1.0
2014-02-11,81.28,82.27,80.82,81.68,41.3925915449038,4130700,0.0,1.0
2014-02-10,80.71,81.3,80.38,80.96,41.0277205126764,3019900,0.0,1.0
2014-02-07,79.92,81.11,79.57,80.83,40.9618410207465,3439400,0.0,1.0
2014-02-06,78.0,79.25,77.562,79.12,40.0952723192065,2804200,0.0,1.0
2014-02-05,77.37,77.95,76.32,77.61,39.3300566821741,4798800,0.0,1.0
2014-02-04,77.59,78.84,77.17,78.04,39.5479657708655,3660200,0.0,1.0
2014-02-03,78.99,79.41,76.73,77.21,39.1273505531589,4799300,0.0,1.0
2014-01-31,79.0,80.82,77.5,78.76,39.9128368030928,5926200,0.0,1.0
2014-01-30,77.39,78.9272,76.65,78.06,39.5581010773162,4588100,0.0,1.0
2014-01-29,76.72,78.03,75.6,76.66,38.848629625763,4430100,0.0,1.0
2014-01-28,75.96,77.49,75.76,76.69,38.8638325854392,2963000,0.0,1.0
2014-01-27,75.92,76.65,74.37,75.74,38.3824055290281,5521300,0.0,1.0
2014-01-24,77.16,77.77,75.86,75.92,38.4736232870849,5905800,0.0,1.0
2014-01-23,80.19,80.19,76.49,77.76,39.4060714805548,10501700,0.0,1.0
2014-01-22,81.21,81.43,78.91,80.22,40.6527141739983,5102600,0.0,1.0
2014-01-21,82.13,82.61,80.6901,80.95,41.022652859451,2860600,0.0,1.0
2014-01-17,82.03,82.095,80.9,81.4,41.2506972545931,2520700,0.0,1.0
2014-01-16,82.42,82.97,81.91,82.22,41.6662448190743,2352000,0.0,1.0
2014-01-15,82.02,82.81,81.76,82.75,41.9348304400194,2785700,0.0,1.0
2014-01-14,80.17,82.18,80.05,81.81,41.4584710368337,3530400,0.0,1.0
2014-01-13,80.42,80.6,79.63,79.82,40.4500080449831,3218600,0.0,1.0
2014-01-10,80.65,81.62,80.02,80.35,40.7185936659282,2350400,0.0,1.0
2014-01-09,79.81,80.82,79.7809,80.48,40.7844731578582,3499600,0.0,1.0
2014-01-08,80.37,80.42,78.5201,79.73,40.4043991659547,3419200,0.0,1.0
2014-01-07,78.16,79.25,77.9,78.94,40.0040545611497,2730700,0.0,1.0
2014-01-06,79.06,79.06,77.71,77.97,39.5124921982878,3119200,0.0,1.0
2014-01-03,78.95,79.13,78.33,78.71,39.8874985369659,1528500,0.0,1.0
2014-01-02,80.05,80.2099,77.9,78.78,39.9229721095436,4918500,0.0,1.0
2013-12-31,79.65,80.33,79.32,80.28,40.6831200933506,1618600,0.0,1.0
2013-12-30,79.59,79.7699,78.86,79.45,40.262504875644,3309700,0.0,1.0
2013-12-27,79.35,79.57,79.112,79.43,40.2523695691933,1035100,0.0,1.0
2013-12-26,79.3,79.67,78.95,79.33,40.2016930369395,1633500,0.0,1.0
2013-12-24,78.21,79.27,78.09,79.17,40.1206105853334,1168100,0.0,1.0
2013-12-23,79.0,79.1,77.625,78.08,39.568236383767,2684100,0.0,1.0
2013-12-20,77.95,78.71,77.68,78.6,39.8317543514867,4287600,0.0,1.0
2013-12-19,78.35,78.95,77.51,77.96,39.5074245450624,3258600,0.0,1.0
2013-12-18,78.02,78.52,76.6,78.44,39.7506718998807,4491300,0.0,1.0
2013-12-17,76.71,77.82,76.64,77.63,39.3401919886249,3256100,0.0,1.0
2013-12-16,77.19,77.83,76.905,77.0,39.020929835426,2859000,0.0,1.0
2013-12-13,76.71,76.84,76.0,76.19,38.6104499241702,2229000,0.0,1.0
2013-12-12,76.5,78.26,76.03,76.5,38.767547174157,3057900,0.0,1.0
2013-12-11,77.3,77.6,75.29,75.55,38.2861201177459,2503000,0.0,1.0
2013-12-10,76.83,77.17,76.625,76.87,38.955050343496,1897300,0.0,1.0
2013-12-09,77.0,77.55,76.34,76.8,38.9195767709183,3342000,0.0,1.0
2013-12-06,76.22,76.96,75.76,76.55,38.7928854402838,2320400,0.0,1.0
2013-12-05,76.2,76.36,74.51,75.15,38.0834139887307,4283400,0.0,1.0
2013-12-04,76.93,77.01,75.5,76.56,38.7979530935092,4103900,0.0,1.0
2013-12-03,77.45,78.0,76.76,77.12,39.0817416741305,3398500,0.0,1.0
2013-12-02,77.44,78.01,76.77,77.85,39.4516803595832,2775600,0.0,1.0
2013-11-29,77.75,78.19,77.04,77.18,39.1121475934828,1780100,0.0,1.0
2013-11-27,76.74,77.82,76.6,77.46,39.2540418837934,2782300,0.0,1.0
2013-11-26,76.8,77.56,76.3,76.34,38.6864647225509,3745600,0.0,1.0
2013-11-25,78.42,78.52,76.26,76.55,38.7928854402838,7441600,0.0,1.0
2013-11-22,77.98,79.34,77.71,79.29,40.181422424038,2354500,0.0,1.0
2013-11-21,77.08,78.22,77.08,77.76,39.4060714805548,2569900,0.6,1.0
2013-11-20,77.63,78.115,77.02,77.51,38.9786191993084,2700500,0.0,1.0
2013-11-19,78.39,78.62,77.46,77.65,39.0490231044549,2947900,0.0,1.0
2013-11-18,78.64,79.29,78.24,78.47,39.4613888345985,2095500,0.0,1.0
2013-11-15,78.24,78.8699,78.17,78.57,39.5116773382745,2660300,0.0,1.0
2013-11-14,76.89,78.47,76.66,78.26,39.3557829768788,3362400,0.0,1.0
2013-11-13,75.3,76.57,75.22,76.52,38.4807630129155,3490600,0.0,1.0
2013-11-12,75.6,75.9,75.27,75.33,37.8823298191704,2408500,0.0,1.0
2013-11-11,75.4,75.82,75.09,75.62,38.028166479831,3104800,0.0,1.0
2013-11-08,74.94,75.5,74.63,75.39,37.9125029213761,3882000,0.0,1.0
2013-11-07,75.52,76.005,74.51,74.81,37.620829600055,4737700,0.0,1.0
2013-11-06,74.71,75.37,74.55,75.17,37.8018682132888,2712400,0.0,1.0
2013-11-05,74.24,74.63,73.72,74.3,37.3643582313071,2836200,0.0,1.0
2013-11-04,74.16,74.53,73.69,74.49,37.4599063882916,3461700,0.0,1.0
2013-11-01,74.26,74.3,73.6,73.93,37.1782907677057,6373600,0.0,1.0
2013-10-31,75.29,76.1,74.6,74.6,37.5152237423353,3089700,0.0,1.0
2013-10-30,75.96,77.06,75.03,75.3,37.8672432680676,2821100,0.0,1.0
2013-10-29,73.03,75.64,72.53,75.56,37.9979933776254,6004000,0.0,1.0
2013-10-28,77.19,77.32,75.32,75.51,37.9728491257873,4249300,0.0,1.0
2013-10-25,78.08,78.15,75.64,77.1,38.7724363342366,3630700,0.0,1.0
2013-10-24,78.86,79.08,77.891,78.05,39.2501771191591,2580800,0.0,1.0
2013-10-23,78.54,79.34,78.0,78.67,39.5619658419506,2738600,0.0,1.0
2013-10-22,78.22,79.17,78.065,78.76,39.607225495259,2174800,0.0,1.0
2013-10-21,78.13,78.5,77.73,78.36,39.4060714805548,2250300,0.0,1.0
2013-10-18,77.64,78.5,77.15,77.91,39.1797732140126,3210200,0.0,1.0
2013-10-17,76.17,77.74,76.17,77.57,39.008792301514,1882000,0.0,1.0
2013-10-16,75.75,76.54,75.21,76.5,38.4707053121803,2543900,0.0,1.0
2013-10-15,75.67,76.04,75.09,75.19,37.811925914024,2472400,0.0,1.0
2013-10-14,75.56,76.08,75.09,75.71,38.0734261331394,1990400,0.0,1.0
2013-10-11,75.15,76.13,74.88,75.97,38.2041762426972,1822800,0.0,1.0
2013-10-10,74.63,75.31,73.78,75.09,37.7616374103479,2726500,0.0,1.0
2013-10-09,73.29,73.34,72.27,72.73,36.5748287235931,2939800,0.0,1.0
2013-10-08,74.4,74.45,72.8,73.17,36.7960981397677,3140300,0.0,1.0
2013-10-07,74.75,75.57,74.35,74.58,37.5051660416,1764400,0.0,1.0
2013-10-04,73.86,75.47,73.65,75.39,37.9125029213761,2933400,0.0,1.0
2013-10-03,73.94,74.205,72.57,73.98,37.2034350195437,3364200,0.0,1.0
2013-10-02,73.76,74.15,72.92,74.04,37.2336081217494,2122700,0.0,1.0
2013-10-01,73.29,74.11,73.25,74.11,37.2688100743226,1805000,0.0,1.0
2013-09-30,72.37,73.59,72.101,73.23,36.8262712419733,2032900,0.0,1.0
2013-09-27,73.7,74.22,73.3,73.39,36.906732847855,2364100,0.0,1.0
2013-09-26,73.39,74.23,73.11,74.01,37.2185215706465,3188800,0.0,1.0
2013-09-25,72.47,73.4,72.0855,72.92,36.6703768805776,2448500,0.0,1.0
2013-09-24,72.66,72.97,72.31,72.42,36.4189343621973,2537000,0.0,1.0
2013-09-23,72.6,72.95,71.78,72.63,36.524540219917,3255100,0.0,1.0
2013-09-20,73.89,74.22,72.93,73.03,36.7256942346212,12059100,0.0,1.0
2013-09-19,73.46,75.67,73.0,73.79,37.1078868625592,5150700,0.5,1.0
2013-09-18,72.88,73.52,72.51,73.37,36.6483464679765,4927700,0.0,1.0
2013-09-17,71.64,72.9,71.41,72.68,36.3036911720394,2937200,0.0,1.0
2013-09-16,71.96,72.169,71.16,71.39,35.6593356187657,4312500,0.0,1.0
2013-09-13,70.48,71.235,70.39,71.0,35.4645304514969,3647000,0.0,1.0
2013-09-12,70.74,70.95,70.08,70.19,35.0599351040925,4248800,0.0,1.0
2013-09-11,71.09,71.09,70.26,70.73,35.3296653356954,3891700,0.0,1.0
2013-09-10,71.31,71.67,70.82,70.9,35.4145804086075,4361000,0.0,1.0
2013-09-09,70.35,70.89,70.26,70.74,35.3346603399844,2886600,0.0,1.0
2013-09-06,70.63,71.005,69.98,70.32,35.1248701598488,3255000,0.0,1.0
2013-09-05,69.4,70.63,69.24,70.34,35.1348601684267,4686800,0.0,1.0
2013-09-04,69.23,69.67,68.94,69.46,34.6952997909996,6404900,0.0,1.0
2013-09-03,71.19,71.89,69.795,70.47,35.1997952241829,4316300,0.0,1.0
2013-08-30,70.43,70.67,69.78,70.15,35.0399550869367,2800100,0.0,1.0
2013-08-29,69.25,70.67,69.04,70.3,35.1148801512709,2661700,0.0,1.0
2013-08-28,68.87,69.7,68.32,69.48,34.7052897995775,2049400,0.0,1.0
2013-08-27,69.2,69.62,68.53,68.79,34.3606345036405,3209500,0.0,1.0
2013-08-26,70.3,71.04,70.09,70.12,35.0249700740699,3131400,0.0,1.0
2013-08-23,69.7,70.19,69.3,70.12,35.0249700740699,2065300,0.0,1.0
2013-08-22,67.89,69.96,67.75,69.5,34.7152798081554,2325200,0.0,1.0
2013-08-21,68.18,68.4,67.67,67.75,33.8411540575904,2283300,0.0,1.0
2013-08-20,68.52,68.6,67.52,68.24,34.0859092677486,2535800,0.0,1.0
2013-08-19,68.51,69.3,68.35,68.52,34.225769387839,2247000,0.0,1.0
2013-08-16,68.07,69.0,67.74,68.87,34.400594537952,2948200,0.0,1.0
2013-08-15,69.35,69.52,68.18,68.34,34.135859310638,4126500,0.0,1.0
2013-08-14,70.17,70.53,69.55,69.58,34.755239842467,2854600,0.0,1.0
2013-08-13,68.48,70.4,68.12,70.08,35.0049900569141,3925700,0.0,1.0
2013-08-12,68.42,68.8,68.05,68.3,34.1158792934822,3386100,0.0,1.0
2013-08-09,68.77,69.51,68.14,68.7,34.31567946504,2596500,0.0,1.0
2013-08-08,68.75,69.0,68.24,68.59,34.2607344178616,3046500,0.0,1.0
2013-08-07,68.39,68.56,67.96,67.99,33.961034160525,3351900,0.0,1.0
2013-08-06,69.37,69.52,68.37,68.58,34.2557394135726,4236700,0.0,1.0
2013-08-05,68.94,69.71,68.915,69.47,34.7002947952886,3867000,0.0,1.0
2013-08-02,68.0,69.24,67.74,68.95,34.4405545722635,4138500,0.0,1.0
2013-08-01,68.3,68.93,67.86,67.99,33.961034160525,9263800,0.0,1.0
2013-07-31,68.89,69.47,68.25,68.71,34.3206744693289,2319400,0.0,1.0
2013-07-30,67.65,69.465,67.02,68.92,34.4255695593967,3626300,0.0,1.0
2013-07-29,67.4,68.03,66.35,67.72,33.8261690447235,2935300,0.0,1.0
2013-07-26,69.83,70.27,66.5,67.4,33.6663289074774,3382500,0.0,1.0
