,BCPC_Open,BCPC_High,BCPC_Low,BCPC_Close,BCPC_Adj Close,BCPC_Volume,BCPC_Dividend Amount,BCPC_Split Coefficient
2007-07-06,18.49,18.68,18.23,18.68,11.4241164844912,20200,0.0,1.0
2007-07-05,18.65,18.65,18.42,18.53,11.3323810737485,50800,0.0,1.0
2007-07-03,18.64,18.75,18.14,18.67,11.4180007904417,31667,0.0,1.0
2007-07-02,18.3,18.59,18.25,18.59,11.3690752380456,57867,0.0,1.0
2007-06-29,17.82,18.38,17.82,18.17,11.112216087966,95867,0.0,1.0
2007-06-28,17.66,17.83,17.36,17.79,10.8798197140845,38600,0.0,1.0
2007-06-27,17.04,17.63,16.93,17.63,10.7819686092923,32267,0.0,1.0
2007-06-26,17.36,17.84,17.01,17.22,10.5312251532623,60200,0.0,1.0
2007-06-25,17.42,18.02,17.23,17.24,10.5434565413613,60200,0.0,1.0
2007-06-22,17.72,17.97,17.28,17.44,10.6657704223516,96800,0.0,1.0
2007-06-21,17.47,17.8,17.37,17.72,10.8370098557379,51400,0.0,1.0
2007-06-20,18.22,18.22,17.53,17.61,10.7697372211933,73267,0.0,1.0
2007-06-19,18.03,18.35,17.76,18.2,11.1305631701146,35867,0.0,1.0
2007-06-18,18.0,18.24,17.82,18.18,11.1183317820156,49800,0.0,1.0
2007-06-15,18.17,18.46,17.62,18.2,11.1305631701146,101600,0.0,1.0
2007-06-14,17.37,17.75,17.25,17.66,10.8003156914409,47000,0.0,1.0
2007-06-13,17.77,17.91,17.28,17.35,10.6107291759059,51467,0.0,1.0
2007-06-12,18.3,18.42,17.71,17.76,10.861472631936,91067,0.0,1.0
2007-06-11,18.39,18.65,18.04,18.36,11.2284142749068,38867,0.0,1.0
2007-06-08,18.32,18.66,18.2,18.51,11.3201496856495,29467,0.0,1.0
2007-06-07,18.49,18.49,18.04,18.3,11.1917201106097,86267,0.0,1.0
2007-06-06,18.46,18.62,18.28,18.62,11.3874223201942,94667,0.0,1.0
2007-06-05,18.37,18.65,18.18,18.65,11.4057694023427,82267,0.0,1.0
2007-06-04,18.08,18.41,17.47,18.39,11.2467613570553,51467,0.0,1.0
2007-06-01,17.75,18.33,17.39,18.28,11.1794887225107,30667,0.0,1.0
2007-05-31,17.6,17.73,17.28,17.64,10.7880843033418,65867,0.0,1.0
2007-05-30,17.5,17.64,17.22,17.62,10.7758529152428,42800,0.0,1.0
2007-05-29,17.57,17.88,17.47,17.61,10.7697372211933,43667,0.0,1.0
2007-05-25,17.61,17.8,17.52,17.54,10.7269273628467,42800,0.0,1.0
2007-05-24,17.75,17.87,17.41,17.57,10.7452744449952,50400,0.0,1.0
2007-05-23,17.75,17.98,17.58,17.74,10.849241243837,47800,0.0,1.0
2007-05-22,17.39,17.9,17.17,17.75,10.8553569378865,49067,0.0,1.0
2007-05-21,17.3,17.47,17.09,17.29,10.5740350116089,41467,0.0,1.0
2007-05-18,17.23,17.37,17.01,17.37,10.622960564005,37800,0.0,1.0
2007-05-17,17.31,17.41,17.02,17.15,10.4884152949157,36400,0.0,1.0
2007-05-16,17.36,17.53,17.01,17.39,10.635191952104,40667,0.0,1.0
2007-05-15,17.73,17.95,17.14,17.27,10.5618036235098,39800,0.0,1.0
2007-05-14,17.9,18.12,17.5,17.66,10.8003156914409,61000,0.0,1.0
2007-05-11,17.31,17.9099,17.24,17.89,10.9409766545797,28800,0.0,1.0
2007-05-10,18.02,18.22,17.05,17.25,10.5495722354108,107600,0.0,1.0
2007-05-09,18.06,18.38,17.4,18.22,11.1427945582136,53800,0.0,1.0
2007-05-08,18.71,18.78,17.6501,18.34,11.2161828868078,49467,0.0,1.0
2007-05-07,18.71,19.15,17.99,18.08,11.0571748415204,27600,0.0,1.0
2007-05-04,18.32,19.07,18.03,18.25,11.1611416403622,19000,0.0,1.0
2007-05-03,18.78,18.78,17.97,18.24,11.1550259463126,42600,0.0,1.0
2007-05-02,18.64,19.19,18.39,18.75,11.4669263428378,37267,0.0,1.0
2007-05-01,18.36,18.99,18.0,18.68,11.4241164844912,38000,0.0,1.0
2007-04-30,18.87,19.1,18.17,18.38,11.2406456630058,58200,0.0,1.0
2007-04-27,19.08,19.33,18.61,19.01,11.6259343881252,36600,0.0,1.0
2007-04-26,19.07,19.17,18.64,19.17,11.7237854929174,37400,0.0,1.0
2007-04-25,19.08,19.31,18.61,19.0,11.6198186940757,32000,0.0,1.0
2007-04-24,18.46,18.9899,18.07,18.89,11.552546059531,41467,0.0,1.0
2007-04-23,18.19,18.63,17.87,18.5,11.3140339916,45067,0.0,1.0
2007-04-20,18.28,18.37,17.6,18.3,11.1917201106097,35067,0.0,1.0
2007-04-19,17.64,18.26,17.62,17.99,11.0021335950748,31867,0.0,1.0
2007-04-18,17.3,17.88,17.23,17.86,10.9226295724311,78000,0.0,1.0
2007-04-17,17.79,17.95,17.22,17.29,10.5740350116089,41867,0.0,1.0
2007-04-16,17.67,18.0,17.46,17.81,10.8920511021836,31200,0.0,1.0
2007-04-13,17.72,17.75,17.31,17.54,10.7269273628467,16400,0.0,1.0
2007-04-12,17.58,17.98,17.25,17.75,10.8553569378865,48600,0.0,1.0
2007-04-11,18.37,18.37,17.35,17.72,10.8370098557379,46267,0.0,1.0
2007-04-10,18.14,18.41,17.89,18.33,11.2100671927583,104067,0.0,1.0
2007-04-09,18.41,18.41,17.89,18.18,11.1183317820156,32600,0.0,1.0
2007-04-05,17.95,18.41,17.83,18.41,11.2589927451544,64200,0.0,1.0
2007-04-04,18.16,18.25,17.72,17.95,10.9776708188767,28267,0.0,1.0
2007-04-03,18.09,18.3099,17.87,18.13,11.087753311768,26600,0.0,1.0
2007-04-02,17.79,18.0,17.1,17.98,10.9960179010253,46667,0.0,1.0
2007-03-30,17.69,18.09,17.15,17.68,10.8125470795399,45867,0.0,1.0
2007-03-29,18.24,18.24,17.13,17.64,10.7880843033418,50400,0.0,1.0
2007-03-28,17.92,18.49,17.7801,18.01,11.0143649831738,34467,0.0,1.0
2007-03-27,18.42,18.58,17.9,18.05,11.0388277593719,49467,0.0,1.0
2007-03-26,18.04,18.62,17.85,18.51,11.3201496856495,61400,0.0,1.0
2007-03-23,18.38,18.5,18.0,18.07,11.0510591474709,27000,0.0,1.0
2007-03-22,18.76,18.76,18.2,18.56,11.3507281558971,93200,0.0,1.0
2007-03-21,17.54,18.74,17.25,18.5,11.3140339916,83267,0.0,1.0
2007-03-20,16.41,17.46,16.35,17.45,10.6718861164011,85867,0.0,1.0
2007-03-19,16.0,16.6,15.68,16.52,10.1031265697963,38400,0.0,1.0
2007-03-16,15.96,16.58,15.7,16.0,9.78511047922161,134600,0.0,1.0
2007-03-15,16.0,16.1799,15.6,15.97,9.76676339707307,16067,0.0,1.0
2007-03-14,15.49,15.9,15.12,15.9,9.72395353872648,32667,0.0,1.0
2007-03-13,16.13,16.4,15.4,15.52,9.49155716484496,64800,0.0,1.0
2007-03-12,15.07,17.0,15.0,16.28,9.95634991260799,48867,0.0,1.0
2007-03-09,15.25,15.73,15.0,15.2,9.29585495526053,24467,0.0,1.0
2007-03-08,15.19,15.65,14.89,15.07,9.21635093261686,46667,0.0,1.0
2007-03-07,15.31,15.31,14.58,15.04,9.19800385046831,53800,0.0,1.0
2007-03-06,14.58,15.45,14.55,15.35,9.38759036600323,26400,0.0,1.0
2007-03-05,14.45,14.98,14.45,14.48,8.85552498369556,44467,0.0,1.0
2007-03-02,14.4,14.85,14.31,14.62,8.94114470038875,75600,0.0,1.0
2007-03-01,14.85,15.19,14.21,14.53,8.88610345394313,191067,0.0,1.0
2007-02-28,15.2,15.72,14.62,14.81,9.0573428873295,47667,0.0,1.0
2007-02-27,15.53,15.83,14.8,15.2,9.29585495526053,58667,0.0,1.0
2007-02-26,15.88,15.93,15.45,15.84,9.6872593744294,51867,0.0,1.0
2007-02-23,15.22,16.22,15.22,15.88,9.71172215062745,38200,0.0,1.0
2007-02-22,15.45,16.03,15.36,15.96,9.76064770302356,102467,0.0,1.0
2007-02-21,14.47,15.36,14.29,15.36,9.39370606005275,138600,0.0,1.0
2007-02-20,14.28,14.69,13.81,14.56,8.90445053609167,15600,0.0,1.0
2007-02-16,14.04,14.46,13.76,14.25,8.71486402055675,35800,0.0,1.0
2007-02-15,14.4,14.47,14.02,14.09,8.61701291576453,30000,0.0,1.0
2007-02-14,14.56,14.73,14.2401,14.32,8.75767387890334,26800,0.0,1.0
2007-02-13,14.41,15.32,14.2,14.62,8.94114470038875,37000,0.0,1.0
2007-02-12,14.35,14.68,14.11,14.28,8.73321110270529,24800,0.0,1.0
2007-02-09,14.56,14.71,14.15,14.36,8.7821366551014,24867,0.0,1.0
2007-02-08,14.67,14.97,14.52,14.63,8.94726039443826,18467,0.0,1.0
2007-02-07,14.71,15.05,14.53,14.72,9.00230164088388,16667,0.0,1.0
2007-02-06,14.78,15.08,14.65,14.87,9.09403705162659,25467,0.0,1.0
2007-02-05,14.82,15.24,14.15,14.76,9.02676441708194,53400,0.0,1.0
2007-02-02,15.62,15.7999,14.68,14.73,9.0084173349334,50200,0.0,1.0
2007-02-01,15.02,15.74,15.02,15.55,9.50990424699351,26200,0.0,1.0
2007-01-31,15.31,15.51,15.01,15.35,9.38759036600323,24600,0.0,1.0
2007-01-30,15.9,15.9,14.81,15.36,9.39370606005275,33867,0.0,1.0
2007-01-29,15.0,16.18,14.82,16.02,9.79734186732064,23000,0.0,1.0
2007-01-26,14.97,15.05,14.47,15.0,9.17354107427026,28067,0.0,1.0
2007-01-25,16.08,16.08,14.9,15.0,9.17354107427026,17867,0.0,1.0
2007-01-24,14.49,15.3,14.49,15.22,9.30808634335956,17400,0.0,1.0
2007-01-23,14.75,14.78,14.39,14.44,8.8310622074975,24200,0.0,1.0
2007-01-22,15.11,15.12,13.96,14.3,8.74544249080432,26800,0.0,1.49999925000037
2007-01-19,22.58,22.9,22.51,22.71,9.25916542054388,6044,0.0,1.0
2007-01-18,23.0,23.43,22.5,22.64,9.23062550070953,21867,0.0,1.0
2007-01-17,23.05,23.8,23.0,23.01,9.38147936269109,8978,0.0,1.0
2007-01-16,24.82,25.38,23.01,23.05,9.39778788831071,31778,0.0,1.0
2007-01-12,24.86,25.5,24.42,25.44,10.3722222940835,14844,0.0,1.0
2007-01-11,24.24,25.2599,24.24,24.92,10.1602114610283,25067,0.0,1.0
2007-01-10,23.87,24.47,23.6101,24.44,9.96450915359279,10578,0.0,1.0
2007-01-09,23.87,24.24,23.75,24.14,9.84219521144558,24444,0.0,1.0
2007-01-08,23.48,24.23,22.59,24.01,9.78919250318179,23067,0.0,1.0
2007-01-05,23.8,24.03,23.24,23.43,9.55271888169718,24444,0.0,1.0
2007-01-04,24.84,25.31,24.0,24.02,9.7932696345867,20800,0.0,1.0
2007-01-03,25.3,26.11,24.66,24.77,10.0990544899547,19200,0.0,1.0
2006-12-29,25.9,26.66,25.55,25.68,10.4700734478013,17467,0.0,1.0
2006-12-28,25.99,26.49,25.6901,25.95,10.5801559957338,18178,0.0,1.0
2006-12-27,24.87,26.56,24.87,26.12,10.6494672296172,20178,0.09,1.0
2006-12-26,25.1,26.44,25.09,25.09,10.1943965200723,17467,0.0,1.0
2006-12-22,24.51,27.4,24.46,25.99,10.5600783402423,6800,0.0,1.0
2006-12-21,24.45,25.09,24.28,24.42,9.92216672061241,69378,0.0,1.0
2006-12-20,24.7,24.87,24.3,24.5,9.95467177129419,56267,0.0,1.0
2006-12-19,24.8,24.8904,24.32,24.59,9.99123995331119,64444,0.0,1.0
2006-12-18,27.24,27.43,24.81,24.98,10.1497020753849,52400,0.0,1.0
2006-12-15,28.27,28.3,27.34,27.34,11.1086010704973,43778,0.0,1.0
2006-12-14,28.99,29.09,28.25,28.26,11.4824091533377,35867,0.0,1.0
2006-12-13,29.5,29.6,28.6101,28.87,11.7302601647863,38978,0.0,1.0
2006-12-12,27.32,28.02,27.2,27.2199,11.0598028631613,10578,0.0,1.0
2006-12-11,26.88,27.75,26.751,27.32,11.1004748078268,20978,0.0,1.0
2006-12-08,26.61,26.84,26.0,26.71,10.8526237963783,9600,0.0,1.0
2006-12-07,26.4,26.65,25.92,26.6,10.8079293516908,26844,0.0,1.0
2006-12-06,26.4,26.45,26.1,26.23,10.6575934922876,12000,0.0,1.0
2006-12-05,27.2,27.2,26.26,26.48,10.7591717756682,18044,0.0,1.0
2006-12-04,26.44,27.04,26.19,27.02,10.9785808677702,32000,0.0,1.0
2006-12-01,25.97,26.49,25.0,26.35,10.7063510683103,51200,0.0,1.0
2006-11-30,26.01,26.48,25.77,25.95,10.5438258149014,18267,0.0,1.0
2006-11-29,26.2,26.2,25.7,26.18,10.6372778356115,48800,0.0,1.0
2006-11-28,24.54,26.34,24.2764,26.22,10.6535303609524,141644,0.0,1.0
2006-11-27,25.81,25.81,24.22,24.64,10.0115556099873,49644,0.0,1.0
2006-11-24,26.0,26.09,25.71,26.0001,10.5641821028909,17378,0.0,1.0
2006-11-22,25.61,26.1,25.26,26.05,10.5844571282536,49778,0.0,1.0
2006-11-21,26.23,26.23,25.49,25.61,10.4056793495038,134578,0.0,1.0
2006-11-20,25.9,26.05,25.5001,26.03,10.5763308655832,42178,0.0,1.0
2006-11-17,24.25,26.26,24.25,25.99,10.5600783402423,80578,0.0,1.0
2006-11-16,24.45,24.94,24.41,24.85,10.096881368027,62178,0.0,1.0
2006-11-15,24.85,25.0,24.19,24.3,9.87340914458975,34800,0.0,1.0
2006-11-14,23.39,24.96,22.7,24.95,10.1375126813792,33778,0.0,1.0
2006-11-13,23.01,23.4,22.77,23.39,9.50366419308454,6267,0.0,1.0
2006-11-10,22.83,23.2,22.53,23.14,9.40208590970398,13867,0.0,1.0
2006-11-09,22.77,23.05,22.55,22.68,9.21518186828377,19244,0.0,1.0
2006-11-08,22.11,23.3872,22.11,22.67,9.21111873694854,22978,0.0,1.0
2006-11-07,22.15,22.9,22.06,22.31,9.06484600888055,15467,0.0,1.0
2006-11-06,22.17,22.3,21.9,22.29,9.0567197462101,12178,0.0,1.0
2006-11-03,22.13,22.15,21.82,22.02,8.94701520015911,24044,0.0,1.0
2006-11-02,21.93,22.25,21.9,22.0,8.93888893748866,53378,0.0,1.0
2006-11-01,22.4,22.4,21.91,22.08,8.97139398817044,48800,0.0,1.0
2006-10-31,22.75,22.75,22.2,22.36,9.08516166555666,29244,0.0,1.0
2006-10-30,21.95,23.0,21.9,23.0,9.34520207101087,13600,0.0,1.0
2006-10-27,22.04,22.34,21.9,22.07,8.96733085683522,14178,0.0,1.0
2006-10-26,21.35,22.19,21.35,22.19,9.01608843285788,28667,0.0,1.0
2006-10-25,21.0,21.47,20.98,21.25,8.634154087347,11778,0.0,1.0
2006-10-24,20.64,20.85,20.64,20.85,8.47162883393812,38044,0.0,1.0
2006-10-23,20.67,20.9,20.58,20.79,8.44725004592678,9200,0.0,1.0
2006-10-20,21.05,21.05,20.6,20.81,8.45537630859723,12178,0.0,1.0
2006-10-19,20.55,21.14,20.55,20.9,8.49194449061423,15244,0.0,1.0
2006-10-18,21.4,21.43,20.47,20.61,8.37411368189279,16844,0.0,1.0
2006-10-17,21.34,21.3499,21.06,21.15,8.59352277399478,9200,0.0,1.0
2006-10-16,20.94,21.51,20.77,21.48,8.72760610805711,14578,0.0,1.0
2006-10-13,20.5,20.96,20.49,20.96,8.51632327862556,13867,0.0,1.0
2006-10-12,19.8,20.43,19.66,20.43,8.30097731785879,15378,0.0,1.0
2006-10-11,20.05,20.05,19.65,19.67,7.99217933638191,9067,0.0,1.0
2006-10-10,19.7,20.06,19.65,20.0,8.12626267044424,5867,0.0,1.0
2006-10-09,19.8,19.8,19.53,19.65,7.98405307371146,4444,0.0,1.0
2006-10-06,20.06,20.1,19.77,19.8,8.0450000437398,8400,0.0,1.0
2006-10-05,19.95,20.12,19.5,20.12,8.1750202464669,10044,0.0,1.0
2006-10-04,19.16,19.85,19.15,19.84,8.06125256908068,30000,0.0,1.0
2006-10-03,19.32,19.45,19.12,19.2,7.80121216362647,22578,0.0,1.0
2006-10-02,19.7,19.7,19.27,19.31,7.84590660831391,30667,0.0,1.0
2006-09-29,19.99,19.99,19.62,19.79,8.04093691240457,11778,0.0,1.0
2006-09-28,20.09,20.1,19.68,19.9,8.08563135709202,10400,0.0,1.0
2006-09-27,19.8,20.02,19.62,20.0,8.12626267044424,15200,0.0,1.0
2006-09-26,19.93,20.0,19.7,19.86,8.06937883175113,2578,0.0,1.0
2006-09-25,19.61,20.1,19.6,19.8,8.0450000437398,7600,0.0,1.0
2006-09-22,19.9,19.95,19.6,19.63,7.97592681104102,17778,0.0,1.0
2006-09-21,20.25,20.25,19.91,20.0,8.12626267044424,16044,0.0,1.0
2006-09-20,20.1,20.15,19.91,20.05,8.14657832712035,16267,0.0,1.0
2006-09-19,20.0,20.1,19.9,20.01,8.13032580177946,16667,0.0,1.0
2006-09-18,20.06,20.13,19.91,19.91,8.08969448842724,6044,0.0,1.0
2006-09-15,20.35,20.43,19.95,20.21,8.2115884284839,56800,0.0,1.0
2006-09-14,20.28,20.38,19.73,20.24,8.22377782248957,9244,0.0,1.0
2006-09-13,20.13,20.3,19.96,20.28,8.24003034783046,9467,0.0,1.0
2006-09-12,20.0,20.24,19.7,20.24,8.22377782248957,13244,0.0,1.0
2006-09-11,19.71,20.18,19.7,19.99,8.12219953910902,22267,0.0,1.0
2006-09-08,19.9,19.99,19.7,19.83,8.05718943774546,10267,0.0,1.0
2006-09-07,20.1,20.2,19.9,19.91,8.08969448842724,8800,0.0,1.0
2006-09-06,20.4,20.56,20.08,20.22,8.21565155981912,7867,0.0,1.0
2006-09-05,20.09,20.54,19.9401,20.52,8.33754549987579,22267,0.0,1.0
2006-09-01,19.94,20.2,19.9,19.99,8.12219953910902,27200,0.0,1.0
2006-08-31,19.93,20.15,19.78,19.91,8.08969448842724,35378,0.0,1.0
2006-08-30,20.38,20.92,19.95,19.95,8.10594701376813,15600,0.0,1.0
2006-08-29,19.99,20.4,19.85,20.4,8.28878792385312,17600,0.0,1.0
2006-08-28,19.65,20.0499,19.65,19.89,8.0815682257568,8800,0.0,1.0
2006-08-25,19.64,19.85,19.51,19.65,7.98405307371146,1778,0.0,1.0
2006-08-24,20.2,20.2,19.25,19.61,7.96780054837058,9467,0.0,1.0
2006-08-23,20.2,20.43,19.97,19.97,8.11407327643857,13244,0.0,1.0
2006-08-22,20.0,20.2,19.95,20.05,8.14657832712035,4800,0.0,1.0
2006-08-21,20.23,20.23,19.9,20.0,8.12626267044424,6178,0.0,1.0
2006-08-18,20.47,20.47,20.25,20.4,8.28878792385312,10267,0.0,1.0
2006-08-17,20.3,20.64,20.3,20.47,8.31722984319968,10800,0.0,1.0
2006-08-16,20.45,20.45,20.3,20.41,8.29285105518835,8578,0.0,1.0
2006-08-15,20.4,20.45,20.136,20.3,8.2481566105009,17244,0.0,1.0
2006-08-14,19.95,20.48,19.95,20.2,8.20752529714868,11067,0.0,1.0
2006-08-11,19.88,20.5,19.78,19.83,8.05718943774546,32044,0.0,1.0
2006-08-10,19.88,20.3,19.72,20.23,8.21971469115435,31600,0.0,1.0
2006-08-09,20.72,20.72,19.98,19.98,8.11813640777379,16844,0.0,1.0
2006-08-08,20.88,21.04,20.56,20.6,8.37005055055757,13867,0.0,1.0
2006-08-07,21.07,21.288,20.75,20.98,8.52444954129601,12667,0.0,1.0
2006-08-04,21.7,21.95,20.79,21.07,8.56101772331301,14978,0.0,1.0
2006-08-03,21.5,21.73,21.12,21.57,8.76417429007411,9600,0.0,1.0
2006-08-02,21.5,21.79,21.44,21.64,8.79261620942067,9067,0.0,1.0
2006-08-01,22.2,22.2,21.0,21.4,8.69510105737533,28444,0.0,1.0
2006-07-31,21.9,22.4,21.65,22.31,9.06484600888055,16444,0.0,1.0
2006-07-28,20.9,22.2,20.9,22.2,9.0201515641931,13200,0.0,1.0
2006-07-27,22.3,22.39,21.03,21.03,8.54476519797212,19067,0.0,1.0
2006-07-26,22.16,22.34,21.61,22.11,8.98358338217611,15378,0.0,1.0
2006-07-25,21.81,22.38,21.52,22.36,9.08516166555666,15378,0.0,1.0
2006-07-24,21.1,21.81,21.1,21.81,8.86168944211944,15200,0.0,1.0
2006-07-21,22.8,22.8,20.75,20.92,8.50007075328467,33378,0.0,1.0
2006-07-20,24.05,24.05,22.75,22.8,9.26393944430643,8978,0.0,1.0
2006-07-19,23.24,24.2,23.195,23.9,9.71088389118086,30444,0.0,1.0
2006-07-18,21.3,23.13,21.3,23.13,9.39802277836876,22000,0.0,1.0
2006-07-17,21.33,21.49,21.05,21.05,8.55289146064256,12800,0.0,1.0
2006-07-14,20.76,22.3,20.75,22.08,8.97139398817044,22844,0.0,1.0
2006-07-13,22.2,22.2,20.86,20.86,8.47569196527334,20044,0.0,1.0
2006-07-12,23.02,23.05,22.3,22.3,9.06078287754532,14178,0.0,1.0
2006-07-11,22.38,23.03,21.92,23.02,9.35332833368132,12400,0.0,1.0
2006-07-10,22.4399,22.73,21.92,22.48,9.13391924157932,8400,0.0,1.0
2006-07-07,23.15,23.31,21.8,21.96,8.92263641214777,29467,0.0,1.0
2006-07-06,23.0,23.38,22.92,23.38,9.49960106174931,16044,0.0,1.0
2006-07-05,22.8,23.15,22.45,23.08,9.37770712169265,23644,0.0,1.0
2006-07-03,22.4,23.05,22.4,23.0,9.34520207101087,8578,0.0,1.0
2006-06-30,22.85,22.89,21.67,22.5,9.14204550424977,66044,0.0,1.0
2006-06-29,20.9,22.78,20.84,22.75,9.24362378763032,34667,0.0,1.0
2006-06-28,20.86,20.94,20.75,20.84,8.4675657026029,25067,0.0,1.0
2006-06-27,20.98,21.0,20.7,20.76,8.43506065192112,18400,0.0,1.0
2006-06-26,20.8,20.99,20.7601,20.97,8.52038640996078,8667,0.0,1.0
2006-06-23,20.75,20.85,20.75,20.75,8.4309975205859,33378,0.0,1.0
2006-06-22,20.8,20.88,20.75,20.81,8.45537630859723,8800,0.0,1.0
2006-06-21,20.78,20.99,20.75,20.88,8.48381822794378,8178,0.0,1.0
2006-06-20,20.85,20.93,20.68,20.7,8.41068186390979,12178,0.0,1.0
2006-06-19,20.89,20.99,20.6,20.7,8.41068186390979,26400,0.0,1.0
2006-06-16,20.81,20.88,20.72,20.79,8.44725004592678,146578,0.0,1.0
2006-06-15,20.85,21.18,20.7,20.81,8.45537630859723,32444,0.0,1.0
2006-06-14,20.65,21.1,20.65,20.99,8.52851267263123,19067,0.0,1.0
2006-06-13,20.7,21.2,20.65,20.7,8.41068186390979,24800,0.0,1.0
2006-06-12,20.7,21.31,20.51,20.75,8.4309975205859,24844,0.0,1.0
2006-06-09,21.52,21.75,20.8,21.18,8.60571216800045,12578,0.0,1.0
2006-06-08,20.8,21.58,20.6,21.51,8.73979550206278,29067,0.0,1.0
2006-06-07,21.0,21.7,20.78,20.81,8.45537630859723,11467,0.0,1.0
2006-06-06,20.75,21.2,20.55,21.0,8.53257580396645,20578,0.0,1.0
2006-06-05,21.99,22.1,21.1,21.1,8.57320711731867,34800,0.0,1.0
2006-06-02,22.24,22.24,21.38,22.09,8.97545711950566,10044,0.0,1.0
2006-06-01,20.9,22.05,20.75,22.04,8.95514146282955,26578,0.0,1.0
2006-05-31,20.1,21.1,20.1,20.7,8.41068186390979,21778,0.0,1.0
2006-05-30,22.33,22.33,20.11,20.12,8.1750202464669,35244,0.0,1.0
2006-05-26,22.53,22.63,22.1,22.39,9.09735105956232,10044,0.0,1.0
2006-05-25,22.05,22.4,21.6,22.33,9.07297227155099,20178,0.0,1.0
2006-05-24,21.5,21.99,21.3,21.9,8.89825762413644,22178,0.0,1.0
2006-05-23,22.0,22.7,21.5,21.5,8.73573237072756,18267,0.0,1.0
2006-05-22,21.55,22.1,21.5,21.85,8.87794196746033,23867,0.0,1.0
2006-05-19,21.05,21.71,20.8,21.59,8.77230055274456,15867,0.0,1.0
2006-05-18,20.57,21.05,20.5,21.05,8.55289146064256,27644,0.0,1.0
2006-05-17,21.1,21.2,20.2,20.42,8.29691418652357,18000,0.0,1.0
2006-05-16,21.75,21.83,21.15,21.25,8.634154087347,24000,0.0,1.0
2006-05-15,22.05,22.2,21.44,21.44,8.71135358271622,20978,0.0,1.0
2006-05-12,23.03,23.25,22.2,22.2,9.0201515641931,31467,0.0,1.0
2006-05-11,23.03,23.35,22.95,23.03,9.35739146501654,25778,0.0,1.0
2006-05-10,23.37,23.37,22.93,23.05,9.36551772768698,34178,0.0,1.0
2006-05-09,23.32,23.7,23.2,23.47,9.53616924376631,16978,0.0,1.0
2006-05-08,23.1,23.59,22.95,23.42,9.5158535870902,22667,0.0,1.0
2006-05-05,23.65,23.75,23.2,23.2,9.42646469771532,22267,0.0,1.0
2006-05-04,23.47,23.66,23.24,23.55,9.56867429444809,12800,0.0,1.0
2006-05-03,23.7,23.75,23.2,23.47,9.53616924376631,10178,0.0,1.0
2006-05-02,23.2,23.77,22.8,23.77,9.65806318382298,18667,0.0,1.0
2006-05-01,23.5,24.3,22.96,23.32,9.47522227373798,40978,0.0,1.0
2006-04-28,23.0,23.23,22.85,23.13,9.39802277836876,16267,0.0,1.0
2006-04-27,23.1,23.74,23.0,23.0,9.34520207101087,32578,0.0,1.0
2006-04-26,23.09,23.32,22.95,23.25,9.44678035439143,15867,0.0,1.0
2006-04-25,22.96,23.19,22.83,23.19,9.4224015663801,51867,0.0,1.0
2006-04-24,22.52,23.2,22.19,22.91,9.30863388899387,51600,0.0,1.0
2006-04-21,23.17,23.4,22.5,22.52,9.15017176692021,20978,0.0,1.0
2006-04-20,22.95,23.1,22.75,22.77,9.25175005030077,10444,0.0,1.0
2006-04-19,22.38,23.09,22.38,23.05,9.36551772768698,115867,0.0,1.0
2006-04-18,21.99,22.38,21.61,22.38,9.0932879282271,26400,0.0,1.0
2006-04-17,22.195,22.195,21.5,21.9,8.89825762413644,16400,0.0,1.0
2006-04-13,21.0,22.35,21.0,22.19,9.01608843285788,16978,0.0,1.0
2006-04-12,21.0,21.24,21.0,21.05,8.55289146064256,12044,0.0,1.0
2006-04-11,21.75,21.9,21.1,21.1,8.57320711731867,16667,0.0,1.0
2006-04-10,22.36,22.45,21.85,21.86,8.88200509879555,14444,0.0,1.0
2006-04-07,22.43,22.7,22.2,22.31,9.06484600888055,18444,0.0,1.0
2006-04-06,22.52,22.74,22.35,22.38,9.0932879282271,14400,0.0,1.0
2006-04-05,22.32,22.65,22.01,22.5,9.14204550424977,15644,0.0,1.0
2006-04-04,22.61,22.61,22.26,22.27,9.04859348353966,12800,0.0,1.0
2006-04-03,23.07,23.07,22.61,22.74,9.2395606562951,54667,0.0,1.0
2006-03-31,23.05,23.07,22.7,23.07,9.37364399035743,23067,0.0,1.0
2006-03-30,22.85,23.0,22.76,22.95,9.32488641433476,14000,0.0,1.0
2006-03-29,23.51,23.51,22.51,22.97,9.33301267700521,24044,0.0,1.0
2006-03-28,22.99,23.0,22.55,22.56,9.1664242922611,16800,0.0,1.0
2006-03-27,22.66,23.0,22.45,22.99,9.34113893967565,8000,0.0,1.0
2006-03-24,22.46,23.3,22.38,22.51,9.14610863558499,17778,0.0,1.0
2006-03-23,22.4,23.14,22.2,22.31,9.06484600888055,49867,0.0,1.0
2006-03-22,21.56,24.1,21.56,22.4,9.10141419089755,55067,0.0,1.0
2006-03-21,23.99,24.29,22.47,22.56,9.1664242922611,40400,0.0,1.0
2006-03-20,23.89,24.09,23.36,23.99,9.74745207319786,21244,0.0,1.0
2006-03-17,23.85,23.94,23.49,23.86,9.69463136583998,94267,0.0,1.0
2006-03-16,23.15,23.94,23.05,23.75,9.64993692115253,10267,0.0,1.0
2006-03-15,22.7,23.64,22.55,23.0,9.34520207101087,35600,0.0,1.0
2006-03-14,21.88,23.0,21.88,22.74,9.2395606562951,14800,0.0,1.0
