,EQIX_Open,EQIX_High,EQIX_Low,EQIX_Close,EQIX_Adj Close,EQIX_Volume,EQIX_Dividend Amount,EQIX_Split Coefficient
2018-10-29,388.2,391.75,377.25,379.91,340.537622887984,701203,0.0,1.0
2018-10-26,409.58,410.0,383.84,385.22,345.297315387616,1075961,0.0,1.0
2018-10-25,418.64,421.03,410.06,411.97,369.275050672956,458773,0.0,1.0
2018-10-24,411.29,420.59,411.29,416.75,373.559670286561,359192,0.0,1.0
2018-10-23,409.21,413.16,404.94,411.41,368.773086868852,401471,0.0,1.0
2018-10-22,414.6,417.82,410.97,411.73,369.05992332834,262957,0.0,1.0
2018-10-19,411.78,419.4,411.78,414.31,371.372542282964,435962,0.0,1.0
2018-10-18,409.84,413.52,407.16,411.65,368.988214213468,356855,0.0,1.0
2018-10-17,408.18,411.38,406.26,410.44,367.903613851028,346244,0.0,1.0
2018-10-16,399.31,409.36,397.53,408.29,365.976431388842,374353,0.0,1.0
2018-10-15,396.62,400.1,394.38,396.59,355.488973338806,305919,0.0,1.0
2018-10-12,399.52,402.26,392.93,395.94,354.90633678047,691285,0.0,1.0
2018-10-11,410.37,410.63,394.77,397.08,355.928191667397,640207,0.0,1.0
2018-10-10,416.0,419.75,410.0,410.08,367.580922834104,579266,0.0,1.0
2018-10-09,417.54,421.82,414.91,416.59,373.416252056817,519612,0.0,1.0
2018-10-08,415.91,422.84,415.26,418.94,375.522707306183,514358,0.0,1.0
2018-10-05,421.96,422.97,416.59,417.32,374.070597730024,670106,0.0,1.0
2018-10-04,423.5,424.76,418.5,422.46,378.677908360553,267771,0.0,1.0
2018-10-03,431.78,436.15,423.77,425.3,381.223581938511,459592,0.0,1.0
2018-10-02,432.28,432.85,428.11,431.81,387.058911161223,350115,0.0,1.0
2018-10-01,433.26,435.84,431.23,431.35,386.646583750709,417910,0.0,1.0
2018-09-28,430.15,437.23,429.11,432.89,388.026984211996,651421,0.0,1.0
2018-09-27,423.98,432.14,422.93,430.15,385.570947027629,518412,0.0,1.0
2018-09-26,428.82,428.82,421.92,423.13,379.278472197607,579202,0.0,1.0
2018-09-25,440.94,440.94,425.81,428.76,384.325001156727,428681,0.0,1.0
2018-09-24,438.44,438.44,429.22,431.97,387.202329390968,453175,0.0,1.0
2018-09-21,446.47,447.8,441.57,441.68,395.906023208562,658263,0.0,1.0
2018-09-20,442.7,446.9,441.46,445.01,398.890915115111,388104,0.0,1.0
2018-09-19,444.43,447.25,441.35,442.27,396.434877930743,283344,0.0,1.0
2018-09-18,447.7,449.91,444.64,445.21,399.070187902291,349382,0.0,1.0
2018-09-17,448.21,449.76,444.41,447.3,400.943588528323,509732,0.0,1.0
2018-09-14,443.34,448.33,440.45,448.14,401.69653423448,473157,0.0,1.0
2018-09-13,442.04,446.0,439.4,443.84,397.842169310107,527175,0.0,1.0
2018-09-12,436.6,439.97,432.0,439.43,393.889204352786,412892,0.0,1.0
2018-09-11,433.51,435.2,430.5,434.66,389.61354837854,370495,0.0,1.0
2018-09-10,431.38,437.49,430.0,434.02,389.039875459564,536081,0.0,1.0
2018-09-07,430.8,433.75,429.5,431.09,386.413529127375,318886,0.0,1.0
2018-09-06,429.95,432.61,426.12,431.65,386.915492931479,432902,0.0,1.0
2018-09-05,427.5,431.12,421.5,430.21,385.624728863783,663961,0.0,1.0
2018-09-04,434.33,435.92,425.89,428.39,383.993346500444,486024,0.0,1.0
2018-08-31,430.94,436.66,430.94,436.13,390.931203364314,442767,0.0,1.0
2018-08-30,436.41,437.81,428.03,430.69,386.054983553015,339520,0.0,1.0
2018-08-29,435.55,439.89,434.38,436.11,390.913276085596,324096,0.0,1.0
2018-08-28,432.34,435.9,430.15,435.68,390.527839593159,324423,0.0,1.0
2018-08-27,430.88,433.38,429.7,432.55,387.72222047379,391606,0.0,1.0
2018-08-24,428.61,432.47,426.4,430.02,385.454419715961,501775,0.0,1.0
2018-08-23,431.41,432.61,428.46,429.17,384.692510370446,325870,0.0,1.0
2018-08-22,432.65,434.9,428.23,429.94,385.382710601089,339695,0.0,1.0
2018-08-21,435.68,436.0,432.37,432.61,387.776002309944,467507,2.28,1.0
2018-08-20,440.7,440.7,435.3,438.33,390.843328410673,509332,0.0,1.0
2018-08-17,441.51,444.41,437.64,438.77,391.235660818906,486584,0.0,1.0
2018-08-16,437.8,444.72,436.32,443.6,395.542400663826,820678,0.0,1.0
2018-08-15,433.24,438.19,432.58,436.41,389.131332447476,524082,0.0,1.0
2018-08-14,438.92,441.29,433.49,434.02,387.00025413912,638667,0.0,1.0
2018-08-13,438.02,442.05,437.07,440.81,393.054656529804,426785,0.0,1.0
2018-08-10,442.7,443.83,437.01,437.24,389.871414035733,679515,0.0,1.0
2018-08-09,435.51,455.2,435.43,444.99,396.781814408016,963739,0.0,1.0
2018-08-08,453.15,453.15,446.48,447.5,399.019892464071,633675,0.0,1.0
2018-08-07,453.15,453.15,445.98,447.9,399.376558289737,492367,0.0,1.0
2018-08-06,454.45,457.99,447.86,452.87,403.80813117364,539773,0.0,1.0
2018-08-03,447.6,456.8,443.4,455.43,406.090792457904,642954,0.0,1.0
2018-08-02,444.26,450.3,439.66,447.89,399.367641644096,476485,0.0,1.0
2018-08-01,437.0,446.36,426.0,445.13,396.906647446999,527769,0.0,1.0
2018-07-31,434.79,442.4,433.19,439.28,391.690409746631,684729,0.0,1.0
2018-07-30,442.91,445.9,432.16,432.66,385.787590331855,639789,0.0,1.0
2018-07-27,434.7,448.75,434.7,443.2,395.185734838159,594793,0.0,1.0
2018-07-26,434.0,438.1,430.4,435.2,388.052418324835,487245,0.0,1.0
2018-07-25,430.16,433.91,428.27,432.64,385.769757040572,399631,0.0,1.0
2018-07-24,428.96,429.99,424.44,428.73,382.283348594684,746925,0.0,1.0
2018-07-23,432.84,435.77,426.74,428.8,382.345765114176,505680,0.0,1.0
2018-07-20,437.72,437.72,432.26,434.22,387.178587051953,362830,0.0,1.0
2018-07-19,434.94,439.79,433.74,437.19,389.826830807525,376857,0.0,1.0
2018-07-18,436.33,438.91,423.59,434.55,387.472836358128,350634,0.0,1.0
2018-07-17,441.11,442.44,437.61,438.45,390.950328158373,405968,0.0,1.0
2018-07-16,443.14,444.7,437.26,439.78,392.136242028713,371387,0.0,1.0
2018-07-13,445.12,447.45,442.86,443.43,395.390817687918,281759,0.0,1.0
2018-07-12,444.61,446.66,441.96,445.67,397.388146311648,339352,0.0,1.0
2018-07-11,445.37,447.89,441.14,443.47,395.426484270484,381232,0.0,1.0
2018-07-10,442.0,449.39,440.0,445.88,397.575395870123,470736,0.0,1.0
2018-07-09,446.92,446.92,439.35,442.51,394.570486288885,422684,0.0,1.0
2018-07-06,442.67,446.91,442.67,445.7,397.414896248573,524676,0.0,1.0
2018-07-05,427.46,440.27,427.46,440.15,392.466157917455,796101,0.0,1.0
2018-07-03,428.64,429.59,425.09,426.24,380.063103829912,333744,0.0,1.0
2018-07-02,429.34,431.18,423.17,428.21,381.819683021318,562231,0.0,1.0
2018-06-29,428.52,432.42,421.89,429.89,383.317679489116,547710,0.0,1.0
2018-06-28,427.36,429.7,420.55,427.05,380.785352126886,445258,0.0,1.0
2018-06-27,431.11,431.63,425.34,425.57,379.465688571921,730700,0.0,1.0
2018-06-26,420.0,431.98,417.71,429.0,382.524098027009,1497027,0.0,1.0
2018-06-25,415.92,420.93,413.69,418.57,373.224036622763,1060318,0.0,1.0
2018-06-22,421.0,421.0,410.58,418.86,373.482619346371,1106290,0.0,1.0
2018-06-21,411.5,421.24,410.14,419.0,373.607452385354,999706,0.0,1.0
2018-06-20,401.76,417.87,401.61,410.72,366.224469794063,1151144,0.0,1.0
2018-06-19,396.98,404.5,396.98,401.76,358.23515529914,628915,0.0,1.0
2018-06-18,397.36,402.01,395.06,401.69,358.172738779649,451182,0.0,1.0
2018-06-15,397.49,401.98,395.76,398.76,355.560161606644,831469,0.0,1.0
2018-06-14,395.18,397.46,393.01,396.74,353.758999187029,588580,0.0,1.0
2018-06-13,405.9,406.99,391.22,392.69,350.147757702159,559932,0.0,1.0
2018-06-12,404.26,407.66,401.79,405.33,361.418397793211,504241,0.0,1.0
2018-06-11,403.09,407.73,402.54,404.23,360.437566772629,521884,0.0,1.0
2018-06-08,396.0,403.8,395.17,403.35,359.652901956163,439477,0.0,1.0
2018-06-07,395.43,398.66,393.4,397.42,354.365331090662,390240,0.0,1.0
2018-06-06,395.64,397.77,390.74,395.51,352.662251773106,418438,0.0,1.0
2018-06-05,401.41,403.0,394.91,395.57,352.715751646956,518106,0.0,1.0
2018-06-04,398.53,401.68,395.9,400.94,357.503990356525,403736,0.0,1.0
2018-06-01,397.19,400.47,395.24,399.21,355.961410660518,670350,0.0,1.0
