,JNJ_Open,JNJ_High,JNJ_Low,JNJ_Close,JNJ_Adj Close,JNJ_Volume,JNJ_Dividend Amount,JNJ_Split Coefficient
2024-05-21,151.78,152.585,150.785,151.24,150.09780132773,5492354,0.0,1.0
2024-05-20,153.1,153.39,151.26,151.27,150.127574760948,7742280,1.24,1.0
2024-05-17,154.86,154.86,153.7129,154.64,152.224301101783,6521794,0.0,1.0
2024-05-16,153.0,154.38,152.33,154.28,151.869924818825,7590959,0.0,1.0
2024-05-15,151.82,152.95,151.3,152.67,150.285075331151,5547955,0.0,1.0
2024-05-14,151.85,152.21,150.7,151.38,149.015226983885,8254171,0.0,1.0
2024-05-13,150.04,152.0,149.705,151.22,148.857726413681,5628467,0.0,1.0
2024-05-10,150.0,150.09,149.19,149.91,147.568190495139,5710566,0.0,1.0
2024-05-09,148.98,150.1,148.89,149.85,147.509127781313,6546153,0.0,1.0
2024-05-08,149.12,149.73,148.7,148.95,146.623187073917,7735148,0.0,1.0
2024-05-07,149.38,149.73,148.45,148.72,146.39678000425,7333730,0.0,1.0
2024-05-06,149.87,150.05,147.91,148.58,146.258967005322,5042757,0.0,1.0
2024-05-03,149.89,149.89,147.82,149.27,146.938188214325,6532718,0.0,1.0
2024-05-02,152.04,152.33,149.14,149.92,147.578034280777,8459796,0.0,1.0
2024-05-01,148.735,151.85,147.62,151.18,148.81835127113,14473711,0.0,1.0
2024-04-30,146.88,146.88,144.53,144.59,142.331296535869,8817719,0.0,1.0
2024-04-29,146.14,147.22,145.985,146.82,144.526460733082,6461588,0.0,1.0
2024-04-26,146.7,147.175,145.95,146.14,143.857083309717,6182982,0.0,1.0
2024-04-25,149.37,149.58,146.33,146.82,144.526460733082,7642732,0.0,1.0
2024-04-24,148.14,148.99,146.86,148.53,146.209748077133,9756259,0.0,1.0
2024-04-23,149.86,150.49,148.2,149.56,147.223657997819,10110442,0.0,1.0
2024-04-22,148.51,150.27,147.3,149.12,146.790531429759,10118694,0.0,1.0
2024-04-19,146.15,148.13,144.54,147.91,145.599433367594,9750751,0.0,1.0
2024-04-18,144.98,145.8,143.13,145.74,143.463331884208,9887704,0.0,1.0
2024-04-17,145.0,145.41,143.54,144.77,142.508484677348,9378059,0.0,1.0
2024-04-16,145.01,146.25,143.39,144.45,142.193483536941,12774859,0.0,1.0
2024-04-15,148.37,149.49,147.37,147.59,145.284432227187,8502266,0.0,1.0
2024-04-12,148.06,149.065,147.15,147.52,145.215525727723,7100178,0.0,1.0
2024-04-11,150.8,150.87,148.39,148.79,146.465686503714,8374434,0.0,1.0
2024-04-10,151.53,151.82,149.76,150.2,147.853660278633,6809519,0.0,1.0
2024-04-09,151.55,152.5301,150.94,152.29,149.911011476918,6123911,0.0,1.0
2024-04-08,151.99,153.035,151.56,151.59,149.221946482277,5885786,0.0,1.0
2024-04-05,152.03,153.01,151.61,152.39,150.009449333295,6633648,0.0,1.0
2024-04-04,155.31,155.5,152.41,152.5,150.11773097531,6889902,0.0,1.0
2024-04-03,157.79,158.05,154.25,154.26,151.85023724755,8031185,0.0,1.0
2024-04-02,156.57,157.83,155.95,157.73,155.26603086384,5958536,0.0,1.0
2024-04-01,157.72,158.15,156.77,157.78,155.315249792029,4078511,0.0,1.0
2024-03-28,158.2,159.14,158.11,158.19,155.718845003176,6181503,0.0,1.0
2024-03-27,155.99,158.22,155.44,157.96,155.492437933508,8461600,0.0,1.0
2024-03-26,155.61,156.23,154.76,155.77,153.336648878846,6864099,0.0,1.0
2024-03-25,155.4,155.9836,154.9,155.22,152.795240668771,7498100,0.0,1.0
2024-03-22,155.69,156.36,155.11,155.23,152.805084454409,7248622,0.0,1.0
2024-03-21,155.59,156.95,155.1,155.75,153.316961307571,5915777,0.0,1.0
2024-03-20,155.7,156.44,155.21,155.76,153.326805093208,5982304,0.0,1.0
2024-03-19,156.67,156.86,155.66,156.21,153.769775446906,7840624,0.0,1.0
2024-03-18,158.57,158.69,156.5,156.76,154.311183656981,6602255,0.0,1.0
2024-03-15,158.06,159.19,157.1,158.18,155.709001217538,13165500,0.0,1.0
2024-03-14,160.94,161.54,158.69,159.21,156.722911138224,6940154,0.0,1.0
2024-03-13,162.53,162.68,159.81,161.1,158.583386623754,6183789,0.0,1.0
2024-03-12,161.58,163.11,161.13,162.74,160.197767468341,8010330,0.0,1.0
2024-03-11,159.49,161.32,158.88,161.23,158.711355837044,4613404,0.0,1.0
2024-03-08,158.87,160.39,158.425,159.52,157.028068492993,5283951,0.0,1.0
2024-03-07,160.0,160.36,158.24,158.87,156.388222426541,5188726,0.0,1.0
2024-03-06,159.46,160.93,159.22,159.34,156.850880351514,5773683,0.0,1.0
2024-03-05,160.62,161.24,159.2,159.97,157.471038846691,8298182,0.0,1.0
2024-03-04,161.32,161.61,158.27,159.84,157.3430696334,8533083,0.0,1.0
2024-03-01,161.83,162.57,161.09,162.12,159.587452758802,5670135,0.0,1.0
2024-02-29,162.0,162.19,160.94,161.38,158.85901262161,9849270,0.0,1.0
2024-02-28,161.0,161.61,160.29,161.55,159.026356977451,6071076,0.0,1.0
2024-02-27,160.34,161.04,159.64,160.98,158.465261196101,5078650,0.0,1.0
2024-02-26,161.8,162.01,160.57,160.79,158.278229268984,5465417,0.0,1.0
2024-02-23,160.88,162.25,160.16,161.84,159.311826760945,6725963,0.0,1.0
2024-02-22,158.98,160.74,157.77,160.45,157.943540557301,8065010,0.0,1.0
2024-02-21,158.02,158.69,157.1312,158.68,156.201190499424,7473300,0.0,1.0
2024-02-20,156.56,158.61,156.44,157.86,155.394000077131,9501742,0.0,1.0
2024-02-16,156.6,157.255,155.67,156.55,154.104464158589,8540961,1.19,1.0
2024-02-15,155.98,158.475,155.89,157.92,154.280315582124,7462529,0.0,1.0
2024-02-14,156.35,156.46,154.84,155.74,152.150559452635,9098805,0.0,1.0
2024-02-13,157.64,158.45,155.75,156.47,152.863734670308,8621022,0.0,1.0
2024-02-12,156.58,158.41,156.35,157.85,154.211928917416,6701508,0.0,1.0
2024-02-09,156.27,157.2,155.67,156.76,153.147050852671,6529202,0.0,1.0
2024-02-08,157.34,157.34,155.31,156.4,152.795348005599,9754960,0.0,1.0
2024-02-07,157.8,159.37,157.69,157.98,154.338932723303,8690294,0.0,1.0
2024-02-06,155.83,158.73,155.6,158.06,154.417088911541,9230611,0.0,1.0
2024-02-05,156.61,156.89,155.34,155.8,152.209176593813,9121808,0.0,1.0
2024-02-02,157.97,158.31,155.94,156.61,153.000507999725,8295916,0.0,1.0
2024-02-01,158.16,158.49,157.05,158.36,154.710174617434,8012122,0.0,1.0
2024-01-31,160.4,160.62,158.67,158.9,155.237728888042,8257029,0.0,1.0
2024-01-30,159.35,159.76,158.13,158.77,155.110725082155,7200538,0.0,1.0
2024-01-29,159.01,160.0699,158.96,159.36,155.687126970411,6483190,0.0,1.0
2024-01-26,160.43,160.74,159.3601,159.5,155.823900299828,5591930,0.0,1.0
2024-01-25,159.0,159.62,158.47,159.56,155.882517441007,5478898,0.0,1.0
2024-01-24,159.75,160.6,158.16,158.96,155.296346029221,6586273,0.0,1.0
2024-01-23,159.66,160.5075,156.91,159.81,156.126755529251,9149777,0.0,1.0
2024-01-22,162.0,163.58,161.34,162.47,158.72544878817,6824156,0.0,1.0
2024-01-19,161.15,161.9226,160.28,161.68,157.953656429318,7071320,0.0,1.0
2024-01-18,160.0,161.37,159.69,161.21,157.494488823419,5368502,0.0,1.0
2024-01-17,160.25,161.3,159.87,160.43,156.732465988097,5072104,0.0,1.0
2024-01-16,161.57,162.25,160.18,160.52,156.820391699865,6923174,0.0,1.0
2024-01-12,161.84,162.47,161.69,162.39,158.647292599932,4496942,0.0,1.0
2024-01-11,162.07,162.199,160.78,161.15,157.43587168224,4946015,0.0,1.0
2024-01-10,161.825,162.62,161.2,161.87,158.139277376384,4945088,0.0,1.0
2024-01-09,161.63,163.28,160.595,161.63,157.904808811669,6357014,0.0,1.0
2024-01-08,161.1,161.66,159.61,161.53,157.807113576371,6569810,0.0,1.0
2024-01-05,160.5,161.34,159.47,161.13,157.416332635181,5101039,0.0,1.0
2024-01-04,161.59,161.98,160.42,160.63,156.927856458692,6766641,0.0,1.0
2024-01-03,160.64,161.44,159.8,160.97,157.260020258704,8231987,0.0,1.0
2024-01-02,156.93,161.6393,156.79,159.97,156.283067905727,9622108,0.0,1.0
2023-12-29,156.51,156.9,155.98,156.74,153.127511805612,4313691,0.0,1.0
2023-12-28,156.0,157.24,155.99,156.58,152.971199429135,4377535,0.0,1.0
2023-12-27,155.5,156.52,155.42,156.35,152.746500387951,5233781,0.0,1.0
2023-12-26,155.0,156.35,154.85,156.14,152.541340393825,4170190,0.0,1.0
2023-12-22,155.25,156.53,155.02,155.46,151.877012793801,3798865,0.0,1.0
2023-12-21,153.69,155.13,153.3,154.84,151.271302334955,4598843,0.0,1.0
2023-12-20,156.54,156.66,153.11,153.27,149.737487140782,7008313,0.0,1.0
2023-12-19,155.3,156.5,154.94,156.46,152.853965146778,6439085,0.0,1.0
2023-12-18,155.21,156.44,154.76,155.44,151.857473746742,7231383,0.0,1.0
2023-12-15,155.49,156.69,153.76,155.16,151.583927087908,21727754,0.0,1.0
2023-12-14,156.47,157.16,155.0474,156.87,153.254515611499,9240800,0.0,1.0
2023-12-13,153.66,155.94,151.77,155.79,152.199407070284,10764575,0.0,1.0
2023-12-12,155.0,155.32,153.65,155.07,151.49600137614,5324406,0.0,1.0
2023-12-11,154.5,155.48,154.35,155.06,151.48623185261,6090360,0.0,1.0
2023-12-08,155.42,155.85,153.84,154.42,150.860982346705,6254673,0.0,1.0
2023-12-07,156.58,156.58,154.71,155.4,151.818395652622,6532388,0.0,1.0
2023-12-06,158.52,158.6592,156.17,156.62,153.010277523254,6552267,0.0,1.0
2023-12-05,158.8,159.63,158.22,158.55,154.8957955645,7268151,0.0,1.0
2023-12-04,158.0,160.02,158.0,158.88,155.218189840982,8920279,0.0,1.0
2023-12-01,156.44,158.46,155.47,158.38,154.729713664494,10342901,0.0,1.0
2023-11-30,152.26,155.14,151.92,154.66,151.09545091142,12481867,0.0,1.0
2023-11-29,151.33,152.2,151.07,152.11,148.604222411328,5190026,0.0,1.0
2023-11-28,151.4,151.81,150.84,151.63,148.135285281899,5909044,0.0,1.0
2023-11-27,152.29,152.32,150.97,151.28,147.793351958357,6449740,0.0,1.0
2023-11-24,150.86,152.6794,150.86,152.5,148.985233828989,3351448,0.0,1.0
2023-11-22,151.63,152.04,150.39,150.82,147.343953875988,4635503,0.0,1.0
2023-11-21,150.1,151.29,149.61,151.12,147.637039581881,5916344,0.0,1.0
2023-11-20,147.91,150.4,147.54,149.91,146.454927234779,8860472,1.19,1.0
2023-11-17,150.55,150.785,149.065,149.79,145.18519887821,7025544,0.0,1.0
2023-11-16,149.5,150.17,148.64,150.1,145.485668947322,6875566,0.0,1.0
2023-11-15,147.35,149.42,147.27,148.8,144.225633173627,6729120,0.0,1.0
2023-11-14,147.64,148.54,146.97,147.66,143.120678725926,6713647,0.0,1.0
2023-11-13,147.25,147.9,146.65,147.63,143.091600977302,5889367,0.0,1.0
2023-11-10,148.25,148.5,145.64,147.25,142.723282828069,6931611,0.0,1.0
2023-11-09,150.5,150.5,147.26,147.42,142.888056736936,6973598,0.0,1.0
2023-11-08,151.35,151.83,150.34,150.35,145.727983519186,5460167,0.0,1.0
2023-11-07,151.93,152.25,150.68,150.9,146.261075577287,4840590,0.0,1.0
2023-11-06,151.78,152.425,151.37,151.7,147.036482207253,4851421,0.0,1.0
2023-11-03,151.21,152.27,150.145,151.34,146.687549223769,4926765,0.0,1.0
2023-11-02,147.71,150.4,147.54,150.24,145.621365107566,5349097,0.0,1.0
2023-11-01,149.19,149.76,148.46,148.69,144.119014762007,5732973,0.0,1.0
2023-10-31,147.54,148.545,146.6416,148.34,143.779774361397,7577017,0.0,1.0
2023-10-30,146.09,147.24,146.0,147.03,142.510046004828,8205509,0.0,1.0
2023-10-27,148.49,148.66,144.95,145.6,141.124006653764,11385751,0.0,1.0
2023-10-26,151.97,151.97,148.88,149.0,144.419484831119,7612507,0.0,1.0
2023-10-25,151.24,152.17,150.23,151.57,146.910478629884,5880816,0.0,1.0
2023-10-24,150.75,151.96,150.13,151.23,146.580930812148,6155269,0.0,1.0
2023-10-23,152.86,153.5,151.21,151.39,146.736012138141,5873981,0.0,1.0
2023-10-20,152.74,153.87,152.33,153.0,148.296517980947,7206976,0.0,1.0
2023-10-19,151.67,153.1093,150.15,152.32,147.637422345477,7733790,0.0,1.0
2023-10-18,155.41,155.95,152.05,152.73,148.034818243334,9097348,0.0,1.0
2023-10-17,155.98,158.9499,154.6085,156.09,151.29152608919,12244374,0.0,1.0
2023-10-16,157.82,158.25,156.84,157.53,152.687258023128,6408142,0.0,1.0
2023-10-13,156.73,157.36,156.05,156.85,152.028162387658,5360347,0.0,1.0
2023-10-12,155.92,156.5599,155.0663,156.33,151.52414807818,5792419,0.0,1.0
2023-10-11,158.46,159.05,156.04,156.18,151.378759335061,6922907,0.0,1.0
2023-10-10,158.38,159.27,157.9,158.36,153.491742401718,5273531,0.0,1.0
2023-10-09,157.18,158.88,157.09,158.54,153.66620889346,4414322,0.0,1.0
2023-10-06,157.08,158.3,156.59,157.64,152.793876434749,5802226,0.0,1.0
2023-10-05,156.27,158.0399,156.07,157.14,152.30924729102,5993541,0.0,1.0
2023-10-04,155.57,155.93,154.57,155.52,150.73904886534,4955308,0.0,1.0
2023-10-03,154.68,155.495,153.89,155.34,150.564582373597,5741035,0.0,1.0
2023-10-02,155.42,155.42,153.32,155.15,150.38042329898,7259935,0.0,1.0
2023-09-29,157.37,157.6,155.35,155.75,150.961978271455,7680711,0.0,1.0
2023-09-28,157.5,157.96,156.22,156.88,152.057240136281,7861879,0.0,1.0
2023-09-27,158.58,158.76,155.255,157.11,152.280169542396,10210686,0.0,1.0
2023-09-26,159.81,160.08,158.86,159.02,154.13145287144,4904860,0.0,1.0
2023-09-25,160.07,160.36,158.73,160.26,155.333333147887,6722584,0.0,1.0
2023-09-22,161.3,161.4,160.25,160.5,155.565955136876,4977354,0.0,1.0
2023-09-21,162.57,163.5,161.59,161.66,156.690294750327,4526772,0.0,1.0
2023-09-20,162.19,163.5354,161.66,162.91,157.901867609648,3837595,0.0,1.0
2023-09-19,162.25,162.85,161.38,162.2,157.213694225553,5550851,0.0,1.0
2023-09-18,162.12,163.145,160.75,162.47,157.475393963167,5789146,0.0,1.0
2023-09-15,163.98,164.82,161.21,161.45,156.486750509961,13392074,0.0,1.0
2023-09-14,164.68,165.27,163.44,163.74,158.706351988238,7758552,0.0,1.0
2023-09-13,163.76,164.95,163.0,163.99,158.948666560102,7397520,0.0,1.0
2023-09-12,162.22,163.925,161.53,163.58,158.551270662244,6045756,0.0,1.0
2023-09-11,161.06,162.69,160.45,162.66,157.659553037784,6309295,0.0,1.0
2023-09-08,159.59,160.68,159.19,160.56,155.624110634124,6958201,0.0,1.0
2023-09-07,159.14,161.06,158.98,160.03,155.110403741771,9931811,0.0,1.0
2023-09-06,159.84,160.0,157.35,158.01,153.152502001108,9753833,0.0,1.0
2023-09-05,160.56,161.97,160.28,160.68,155.740421628619,9019777,0.0,1.0
2023-09-01,161.42,162.48,160.015,160.48,155.546569971127,8610052,0.0,1.0
2023-08-31,163.37,163.57,161.279,161.68,156.709679916076,15332999,0.0,1.0
2023-08-30,165.11,165.83,163.68,163.73,158.696659405363,9939097,0.0,1.0
2023-08-29,164.87,165.68,162.77,164.31,159.258829212088,12208612,0.0,1.0
2023-08-28,165.0,166.21,163.165,164.29,159.239444046339,18457993,0.0,1.0
2023-08-25,164.3,167.78,164.06,166.25,161.139190289755,18185517,1.19,1.0
2023-08-24,164.03,166.67,163.86,165.09,158.877621386381,70755064,0.0,1.0
2023-08-23,165.9,166.5,163.47,164.53,158.338694328556,119011431,0.0,1.0
2023-08-22,166.86,167.84,165.41,166.02,159.77262525027,56835372,0.0,1.0
2023-08-21,169.69,169.85,165.96,167.35,161.052577012605,151319484,0.0,1.0
2023-08-18,173.17,173.99,171.31,172.49,165.999157507644,49631742,0.0,1.0
2023-08-17,172.86,175.39,172.76,174.01,167.461959521741,70904183,0.0,1.0
2023-08-16,172.53,174.73,172.13,172.39,165.902920533032,85594288,0.0,1.0
2023-08-15,172.8,174.56,172.14,172.94,166.432223893396,88924923,0.0,1.0
2023-08-14,173.52,175.6,171.75,173.44,166.913408766454,64036947,0.0,1.0
2023-08-11,172.48,173.95,171.62,173.85,167.307980362362,45905612,0.0,1.0
2023-08-10,174.0,175.97,171.64,172.17,165.691199188886,48213840,0.0,1.0
2023-08-09,173.0,174.25,172.05,173.07,166.557331960391,42974372,0.0,1.0
2023-08-08,172.99,173.55,171.39,173.18,166.663192632464,27378701,0.0,1.0
2023-08-07,169.49,173.34,169.36,173.1,166.586203052775,17736444,0.0,1.0
2023-08-04,170.34,172.68,167.89,169.04,162.678981883542,23415053,0.0,1.0
2023-08-03,169.95,171.32,169.67,170.64,164.218773477328,17425230,0.0,1.0
2023-08-02,168.85,171.24,168.85,169.91,163.516243562663,14599264,0.0,1.0
2023-08-01,166.365,169.09,166.06,168.89,162.534626421624,15811545,0.0,1.0
2023-07-31,169.69,170.22,166.71,167.53,161.225803566906,22632720,0.0,1.0
2023-07-28,174.0,175.36,173.23,174.48,167.914273302416,14138839,0.0,1.0
2023-07-27,172.18,174.29,172.04,173.69,167.154001202983,12446386,0.0,1.0
2023-07-26,172.0,173.85,171.4,172.72,166.22050254925,14288173,0.0,1.0
2023-07-25,170.45,172.68,169.75,172.39,165.902920533032,13790053,0.0,1.0
2023-07-24,171.5,173.82,170.99,171.08,164.642216165619,15155446,0.0,1.0
2023-07-21,168.18,170.82,168.18,170.19,163.785707091576,12079999,0.0,1.0
2023-07-20,161.94,169.14,161.3,168.38,162.043817851105,21892881,0.0,1.0
2023-07-19,157.91,160.41,157.33,158.74,152.766573498541,7522557,0.0,1.0
2023-07-18,159.07,160.89,158.19,159.06,153.074531817298,6332509,0.0,1.0
2023-07-17,159.75,159.87,158.15,159.07,153.08415551476,5488030,0.0,1.0
2023-07-14,159.18,160.225,158.98,159.87,153.854051311653,5362237,0.0,1.0
2023-07-13,158.0,159.13,157.41,158.81,152.833939380769,6401743,0.0,1.0
2023-07-12,158.94,158.94,157.88,158.08,152.131409466104,6940442,0.0,1.0
2023-07-11,159.13,160.3,157.6,158.63,152.660712826468,6606956,0.0,1.0
2023-07-10,159.43,160.3,159.0,159.51,153.507598203051,5739364,0.0,1.0
2023-07-07,160.47,161.04,159.2,159.25,153.25738206906,7022226,0.0,1.0
2023-07-06,162.25,162.37,161.0,161.6,155.518950972434,6333687,0.0,1.0
2023-07-05,162.99,163.92,162.73,162.81,156.683418365235,7225523,0.0,1.0
2023-07-03,164.34,164.39,162.96,163.35,157.203098028138,4033713,0.0,1.0
2023-06-30,164.86,165.94,164.35,165.52,159.291440377211,7580141,0.0,1.0
2023-06-29,162.64,164.32,162.23,164.1,157.924875337726,4547514,0.0,1.0
2023-06-28,163.2,163.2,161.91,162.96,156.827773827153,6780435,0.0,1.0
2023-06-27,163.68,163.88,162.44,163.29,157.145355843371,4927711,0.0,1.0
2023-06-26,164.98,164.98,161.33,163.63,157.472561557051,6978804,0.0,1.0
2023-06-23,166.11,166.27,165.03,165.48,159.252945587367,9450724,0.0,1.0
2023-06-22,163.9,165.72,163.79,165.62,159.387677351823,5486186,0.0,1.0
2023-06-21,163.58,164.92,162.69,163.88,157.71315399358,7177549,0.0,1.0
2023-06-20,164.26,165.31,163.81,164.13,157.953746430109,7996117,0.0,1.0
2023-06-16,164.48,164.99,163.87,164.23,158.049983404721,13426606,0.0,1.0
2023-06-15,162.05,163.91,161.43,163.73,157.568798531663,7138314,0.0,1.0
2023-06-14,161.6,162.08,160.98,161.56,155.48045618259,6699139,0.0,1.0
