,SPSC_Open,SPSC_High,SPSC_Low,SPSC_Close,SPSC_Adj Close,SPSC_Volume,SPSC_Dividend Amount,SPSC_Split Coefficient
2013-11-18,73.84,73.99,69.49,70.01,35.005,55600,0.0,1.0
2013-11-15,65.86,75.85,65.05,73.21,36.605,149000,0.0,1.0
2013-11-14,67.81,68.26,65.08,65.96,32.98,54600,0.0,1.0
2013-11-13,66.25,68.91,66.0,67.99,33.995,55200,0.0,1.0
2013-11-12,66.45,66.74,65.39,66.35,33.175,72900,0.0,1.0
2013-11-11,66.53,67.0,65.88,66.49,33.245,29200,0.0,1.0
2013-11-08,66.96,67.835,66.38,66.87,33.435,35600,0.0,1.0
2013-11-07,68.83,68.83,66.24,67.0,33.5,43500,0.0,1.0
2013-11-06,69.84,69.84,67.58,68.26,34.13,25900,0.0,1.0
2013-11-05,69.47,69.72,68.618,69.3,34.65,29900,0.0,1.0
2013-11-04,67.0,71.38,66.24,69.7,34.85,165400,0.0,1.0
2013-11-01,68.04,68.04,64.946,66.74,33.37,143300,0.0,1.0
2013-10-31,71.63,72.38,68.14,68.15,34.075,152300,0.0,1.0
2013-10-30,75.76,76.12,71.87,72.89,36.445,95700,0.0,1.0
2013-10-29,76.44,76.44,74.53,75.5,37.75,67200,0.0,1.0
2013-10-28,77.69,78.85,75.2,75.97,37.985,66600,0.0,1.0
2013-10-25,79.98,79.98,75.45,77.88,38.94,158600,0.0,1.0
2013-10-24,74.34,75.04,74.0,74.0,37.0,67100,0.0,1.0
2013-10-23,74.87,75.54,73.76,73.98,36.99,57500,0.0,1.0
2013-10-22,78.68,79.03,75.39,75.56,37.78,33000,0.0,1.0
2013-10-21,77.99,78.67,76.9,78.44,39.22,59900,0.0,1.0
2013-10-18,75.83,78.06,74.44,77.98,38.99,55300,0.0,1.0
2013-10-17,71.8,76.02,71.8,74.83,37.415,29600,0.0,1.0
2013-10-16,72.99,74.0,72.09,72.39,36.195,45400,0.0,1.0
2013-10-15,71.96,72.8275,71.96,72.26,36.13,45000,0.0,1.0
2013-10-14,69.9,72.57,69.55,72.29,36.145,33800,0.0,1.0
2013-10-11,68.26,71.3699,67.64,69.99,34.995,33700,0.0,1.0
2013-10-10,65.13,68.84,64.72,68.65,34.325,31800,0.0,1.0
2013-10-09,63.57,64.4,63.01,64.02,32.01,49400,0.0,1.0
2013-10-08,63.5,63.63,62.522,63.12,31.56,49800,0.0,1.0
2013-10-07,65.73,66.752,62.62,63.31,31.655,38400,0.0,1.0
2013-10-04,65.82,67.25,64.5355,66.31,33.155,22700,0.0,1.0
2013-10-03,67.67,67.88,65.69,65.97,32.985,33500,0.0,1.0
2013-10-02,69.25,69.49,67.05,67.6,33.8,30400,0.0,1.0
2013-10-01,67.1,68.92,65.71,68.34,34.17,31000,0.0,1.0
2013-09-30,66.66,67.35,64.64,66.92,33.46,70800,0.0,1.0
2013-09-27,67.43,68.02,67.18,67.3,33.65,37500,0.0,1.0
2013-09-26,68.81,69.18,67.12,68.08,34.04,76100,0.0,1.0
2013-09-25,70.94,70.94,68.07,68.43,34.215,60000,0.0,1.0
2013-09-24,70.49,72.23,69.57,71.06,35.53,56600,0.0,1.0
2013-09-23,70.99,71.37,68.84,70.23,35.115,55500,0.0,1.0
2013-09-20,73.25,73.52,69.38,70.88,35.44,134900,0.0,1.0
2013-09-19,72.98,73.53,71.7801,73.13,36.565,57600,0.0,1.0
2013-09-18,71.665,73.25,70.39,72.58,36.29,45400,0.0,1.0
2013-09-17,67.46,72.21,67.185,72.18,36.09,54500,0.0,1.0
2013-09-16,68.69,68.79,67.08,67.31,33.655,34500,0.0,1.0
2013-09-13,67.68,69.15,66.84,67.62,33.81,18200,0.0,1.0
2013-09-12,69.46,69.8,67.33,67.36,33.68,29500,0.0,1.0
2013-09-11,67.75,69.6,67.75,69.29,34.645,49200,0.0,1.0
2013-09-10,69.12,69.69,67.46,68.11,34.055,39600,0.0,1.0
2013-09-09,65.5,68.68,65.49,68.62,34.31,67300,0.0,1.0
2013-09-06,65.9,66.03,64.37,65.43,32.715,22600,0.0,1.0
2013-09-05,62.16,65.73,62.16,65.32,32.66,44100,0.0,1.0
2013-09-04,63.99,64.4925,62.49,63.01,31.505,47300,0.0,1.0
2013-09-03,63.3,64.93,61.39,63.75,31.875,61900,0.0,1.0
2013-08-30,63.31,63.93,61.76,62.34,31.17,53400,0.0,1.0
2013-08-29,61.32,64.64,61.32,63.53,31.765,24200,0.0,1.0
2013-08-28,61.79,63.3,61.79,62.0,31.0,25700,0.0,1.0
2013-08-27,63.62,64.41,61.47,61.6,30.8,88300,0.0,1.0
2013-08-26,62.8,64.85,62.75,64.31,32.155,33100,0.0,1.0
2013-08-23,63.06,63.15,62.31,62.86,31.43,53900,0.0,1.0
2013-08-22,65.67,65.67,62.53,63.0,31.5,38400,0.0,1.0
2013-08-21,62.76,64.1,62.24,63.0,31.5,53300,0.0,1.0
2013-08-20,62.48,62.82,62.08,62.78,31.39,132600,0.0,1.0
2013-08-19,61.63,62.55,60.83,62.34,31.17,53700,0.0,1.0
2013-08-16,61.67,62.5275,60.35,62.04,31.02,97100,0.0,1.0
2013-08-15,63.69,63.69,60.57,61.97,30.985,89200,0.0,1.0
2013-08-14,64.89,65.69,64.15,64.56,32.28,46700,0.0,1.0
2013-08-13,65.76,66.01,65.0,65.09,32.545,30400,0.0,1.0
2013-08-12,65.68,66.54,65.68,66.14,33.07,52900,0.0,1.0
2013-08-09,66.68,67.17,65.115,66.03,33.015,85000,0.0,1.0
2013-08-08,67.99,68.035,66.86,66.98,33.49,56700,0.0,1.0
2013-08-07,69.6,69.7656,67.51,67.71,33.855,47000,0.0,1.0
2013-08-06,70.17,70.235,68.98,69.82,34.91,43200,0.0,1.0
2013-08-05,69.33,71.06,68.93,70.52,35.26,114700,0.0,1.0
2013-08-02,67.0,69.77,66.56,69.61,34.805,99200,0.0,1.0
2013-08-01,65.14,67.61,64.63,67.2,33.6,87700,0.0,1.0
2013-07-31,64.0,65.62,63.24,64.53,32.265,79400,0.0,1.0
2013-07-30,63.37,64.53,63.25,64.21,32.105,210000,0.0,1.0
2013-07-29,65.68,66.1924,63.25,63.32,31.66,94100,0.0,1.0
2013-07-26,56.57,67.7499,54.03,65.97,32.985,184400,0.0,1.0
2013-07-25,55.66,57.3,55.43,56.88,28.44,56400,0.0,1.0
2013-07-24,56.32,57.01,54.93,55.69,27.845,57700,0.0,1.0
2013-07-23,57.34,57.65,55.78,56.14,28.07,64000,0.0,1.0
2013-07-22,56.67,57.5,56.63,57.02,28.51,40600,0.0,1.0
2013-07-19,57.87,57.87,55.34,57.02,28.51,129400,0.0,1.0
2013-07-18,57.55,58.64,57.25,57.93,28.965,154100,0.0,1.0
2013-07-17,57.75,58.01,56.45,57.32,28.66,56000,0.0,1.0
2013-07-16,57.99,58.11,57.14,57.6,28.8,75800,0.0,1.0
2013-07-15,58.5,58.99,57.36,57.84,28.92,130200,0.0,1.0
2013-07-12,57.52,59.6,57.52,58.5,29.25,73100,0.0,1.0
2013-07-11,57.65,57.76,57.0,57.52,28.76,133800,0.0,1.0
2013-07-10,56.8,57.09,56.43,56.86,28.43,136500,0.0,1.0
2013-07-09,57.4,57.62,56.65,56.94,28.47,106900,0.0,1.0
2013-07-08,58.2,58.55,56.7,57.12,28.56,57400,0.0,1.0
2013-07-05,56.79,58.07,55.95,57.86,28.93,52500,0.0,1.0
2013-07-03,55.47,56.23,55.16,55.9,27.95,21000,0.0,1.0
2013-07-02,55.12,56.53,55.05,55.74,27.87,66000,0.0,1.0
2013-07-01,55.35,55.62,54.75,55.18,27.59,42100,0.0,1.0
2013-06-28,54.5,56.48,54.28,55.0,27.5,576900,0.0,1.0
2013-06-27,53.57,55.04,52.81,54.5,27.25,51800,0.0,1.0
2013-06-26,52.01,53.035,51.89,52.72,26.36,203400,0.0,1.0
2013-06-25,51.19,51.56,50.656,51.54,25.77,134600,0.0,1.0
2013-06-24,51.47,51.66,49.3,50.52,25.26,155300,0.0,1.0
2013-06-21,53.57,54.01,51.37,52.0,26.0,154400,0.0,1.0
2013-06-20,54.62,56.38,53.04,53.35,26.675,62700,0.0,1.0
2013-06-19,55.1,55.89,54.98,55.37,27.685,59500,0.0,1.0
2013-06-18,56.5,57.34,53.72,54.94,27.47,109800,0.0,1.0
2013-06-17,52.89,56.69,52.4,56.26,28.13,193800,0.0,1.0
2013-06-14,52.95,53.21,51.87,52.3,26.15,107300,0.0,1.0
2013-06-13,52.54,53.38,52.49,52.92,26.46,58400,0.0,1.0
2013-06-12,54.16,54.27,52.35,52.67,26.335,16500,0.0,1.0
2013-06-11,53.84,54.24,53.11,53.61,26.805,52300,0.0,1.0
2013-06-10,54.0,54.32,53.57,54.32,27.16,48800,0.0,1.0
2013-06-07,52.97,54.0,52.74,53.67,26.835,74500,0.0,1.0
2013-06-06,54.21,54.21,52.05,52.52,26.26,100100,0.0,1.0
2013-06-05,54.35,54.739,53.295,54.04,27.02,45000,0.0,1.0
2013-06-04,54.51,55.89,54.05,54.25,27.125,125600,0.0,1.0
2013-06-03,54.05,54.43,53.17,54.33,27.165,97400,0.0,1.0
2013-05-31,54.04,54.75,53.79,53.97,26.985,101900,0.0,1.0
2013-05-30,53.8,55.1399,53.6,54.46,27.23,46000,0.0,1.0
2013-05-29,53.26,53.53,52.55,53.02,26.51,54700,0.0,1.0
2013-05-28,52.91,53.949,52.15,53.72,26.86,97000,0.0,1.0
2013-05-24,52.0,52.75,51.71,52.03,26.015,68900,0.0,1.0
2013-05-23,51.22,52.46,50.9201,52.17,26.085,62400,0.0,1.0
2013-05-22,51.28,51.8,50.93,51.42,25.71,114400,0.0,1.0
2013-05-21,51.48,51.85,51.1,51.14,25.57,108700,0.0,1.0
2013-05-20,50.54,51.52,50.46,51.48,25.74,90100,0.0,1.0
2013-05-17,49.6,51.11,48.64,50.86,25.43,74700,0.0,1.0
2013-05-16,48.69,49.81,48.6197,49.25,24.625,44600,0.0,1.0
2013-05-15,47.64,48.8,47.64,48.66,24.33,76500,0.0,1.0
2013-05-14,47.41,48.35,47.37,47.99,23.995,75900,0.0,1.0
2013-05-13,47.91,47.91,47.09,47.37,23.685,32700,0.0,1.0
2013-05-10,46.19,48.4,45.92,47.86,23.93,52000,0.0,1.0
2013-05-09,46.02,46.62,44.74,46.02,23.01,62700,0.0,1.0
2013-05-08,46.9,47.27,45.6,45.95,22.975,86800,0.0,1.0
2013-05-07,47.75,48.08,46.45,47.0,23.5,60400,0.0,1.0
2013-05-06,46.87,48.02,46.62,47.81,23.905,60100,0.0,1.0
2013-05-03,47.0,47.0,46.41,46.82,23.41,84500,0.0,1.0
2013-05-02,46.5,46.96,46.33,46.43,23.215,75200,0.0,1.0
2013-05-01,47.09,47.64,46.07,46.15,23.075,85900,0.0,1.0
2013-04-30,47.88,48.285,46.82,47.13,23.565,88800,0.0,1.0
2013-04-29,46.01,48.52,46.01,47.7,23.85,66200,0.0,1.0
2013-04-26,41.5,47.2499,41.215,45.79,22.895,109100,0.0,1.0
2013-04-25,41.23,41.57,40.78,41.28,20.64,54200,0.0,1.0
2013-04-24,41.305,41.399,40.7101,41.1,20.55,21300,0.0,1.0
2013-04-23,40.97,41.84,40.26,41.24,20.62,89100,0.0,1.0
2013-04-22,41.18,41.53,40.22,40.75,20.375,41600,0.0,1.0
2013-04-19,39.77,41.08,39.49,41.03,20.515,27600,0.0,1.0
2013-04-18,39.59,40.07,39.16,39.76,19.88,33100,0.0,1.0
2013-04-17,40.62,40.62,39.23,39.8,19.9,22300,0.0,1.0
2013-04-16,40.45,41.1,39.76,41.03,20.515,30500,0.0,1.0
2013-04-15,41.65,41.74,39.75,40.03,20.015,50900,0.0,1.0
2013-04-12,41.74,42.32,41.41,42.04,21.02,24300,0.0,1.0
2013-04-11,41.79,42.28,41.75,42.06,21.03,24400,0.0,1.0
2013-04-10,41.36,42.05,40.81,41.84,20.92,31600,0.0,1.0
2013-04-09,42.21,42.21,41.21,41.25,20.625,23100,0.0,1.0
2013-04-08,42.46,42.46,41.26,42.26,21.13,27800,0.0,1.0
2013-04-05,41.58,42.69,41.58,42.3,21.15,84400,0.0,1.0
2013-04-04,41.58,42.4599,40.78,42.32,21.16,101300,0.0,1.0
2013-04-03,43.12,43.28,41.33,41.65,20.825,50100,0.0,1.0
2013-04-02,43.9,44.37,42.84,42.92,21.46,118000,0.0,1.0
2013-04-01,42.49,43.81,41.82,43.48,21.74,150100,0.0,1.0
2013-03-28,41.92,42.84,41.78,42.67,21.335,118300,0.0,1.0
2013-03-27,40.56,41.96,40.56,41.84,20.92,100300,0.0,1.0
2013-03-26,40.45,40.73,39.98,40.72,20.36,69200,0.0,1.0
2013-03-25,39.93,40.42,39.48,40.22,20.11,45200,0.0,1.0
2013-03-22,39.9,40.22,39.73,39.91,19.955,108200,0.0,1.0
2013-03-21,39.38,39.93,39.26,39.82,19.91,135100,0.0,1.0
2013-03-20,39.54,39.78,39.23,39.55,19.775,159500,0.0,1.0
2013-03-19,39.29,39.59,39.12,39.39,19.695,139300,0.0,1.0
2013-03-18,38.99,39.68,38.77,39.35,19.675,48500,0.0,1.0
2013-03-15,38.46,39.59,38.14,39.32,19.66,79700,0.0,1.0
2013-03-14,38.08,38.72,37.62,38.42,19.21,145500,0.0,1.0
2013-03-13,38.45,38.62,37.52,37.93,18.965,111400,0.0,1.0
2013-03-12,39.13,39.24,38.49,38.54,19.27,36000,0.0,1.0
2013-03-11,39.56,39.6,38.94,39.11,19.555,60000,0.0,1.0
2013-03-08,39.38,39.72,38.7,39.66,19.83,57600,0.0,1.0
2013-03-07,38.4,39.2,38.15,38.97,19.485,96200,0.0,1.0
2013-03-06,37.97,38.58,37.52,38.51,19.255,100100,0.0,1.0
2013-03-05,37.48,38.05,37.4,37.88,18.94,99100,0.0,1.0
2013-03-04,37.02,37.45,37.02,37.44,18.72,97400,0.0,1.0
2013-03-01,37.2,37.49,36.9601,37.22,18.61,44600,0.0,1.0
2013-02-28,37.38,37.62,36.88,37.39,18.695,69500,0.0,1.0
2013-02-27,37.05,37.57,37.05,37.32,18.66,36200,0.0,1.0
2013-02-26,36.75,37.22,36.6,36.98,18.49,38100,0.0,1.0
2013-02-25,37.64,37.795,36.5,36.52,18.26,53800,0.0,1.0
2013-02-22,37.17,37.5,36.89,37.5,18.75,25300,0.0,1.0
2013-02-21,36.96,37.2,36.75,36.95,18.475,37900,0.0,1.0
2013-02-20,37.13,37.5,36.87,36.96,18.48,36200,0.0,1.0
2013-02-19,37.5,37.55,36.9,37.14,18.57,31300,0.0,1.0
2013-02-15,38.12,38.12,37.1,37.5,18.75,131500,0.0,1.0
2013-02-14,37.35,37.98,37.1,37.89,18.945,53700,0.0,1.0
2013-02-13,37.845,37.95,36.67,37.41,18.705,56900,0.0,1.0
2013-02-12,38.07,38.279,37.57,37.77,18.885,39700,0.0,1.0
2013-02-11,38.99,39.07,37.86,38.1,19.05,79800,0.0,1.0
2013-02-08,38.5,39.64,38.22,39.01,19.505,105800,0.0,1.0
2013-02-07,38.5,40.4995,37.9,38.52,19.26,148200,0.0,1.0
2013-02-06,38.43,39.06,37.23,38.49,19.245,71000,0.0,1.0
2013-02-05,38.17,38.83,37.95,38.51,19.255,68600,0.0,1.0
2013-02-04,39.06,39.06,37.11,37.91,18.955,31900,0.0,1.0
2013-02-01,39.1,40.56,38.75,39.19,19.595,60700,0.0,1.0
2013-01-31,37.26,39.05,37.16,38.91,19.455,68200,0.0,1.0
2013-01-30,36.81,37.31,36.73,37.25,18.625,25100,0.0,1.0
2013-01-29,37.09,37.09,36.56,36.83,18.415,62400,0.0,1.0
2013-01-28,37.73,37.83,36.97,36.98,18.49,33000,0.0,1.0
2013-01-25,37.54,38.2,37.15,37.79,18.895,23400,0.0,1.0
2013-01-24,38.31,38.31,37.18,37.23,18.615,32300,0.0,1.0
2013-01-23,38.61,38.83,37.92,38.14,19.07,32100,0.0,1.0
2013-01-22,37.77,38.73,37.57,38.68,19.34,43100,0.0,1.0
2013-01-18,37.42,37.78,36.88,37.68,18.84,66600,0.0,1.0
2013-01-17,37.6,37.685,37.25,37.49,18.745,80500,0.0,1.0
2013-01-16,37.5,37.55,36.8,37.36,18.68,39500,0.0,1.0
2013-01-15,38.29,38.67,37.21,37.54,18.77,32600,0.0,1.0
2013-01-14,37.55,38.6,37.55,38.6,19.3,85200,0.0,1.0
2013-01-11,38.36,38.36,37.55,37.7,18.85,42400,0.0,1.0
2013-01-10,39.92,39.92,38.22,38.37,19.185,68400,0.0,1.0
2013-01-09,39.24,40.54,38.91,39.68,19.84,100700,0.0,1.0
2013-01-08,38.04,39.46,37.98,39.35,19.675,84200,0.0,1.0
2013-01-07,38.31,38.62,37.93,38.19,19.095,46500,0.0,1.0
2013-01-04,38.7,38.8,38.03,38.61,19.305,68600,0.0,1.0
2013-01-03,39.35,39.5299,38.24,38.48,19.24,77500,0.0,1.0
2013-01-02,38.38,39.41,36.53,39.32,19.66,82000,0.0,1.0
2012-12-31,36.42,37.73,36.3,37.27,18.635,76600,0.0,1.0
2012-12-28,36.33,36.66,36.0,36.16,18.08,61100,0.0,1.0
2012-12-27,36.12,36.51,35.88,36.45,18.225,31500,0.0,1.0
2012-12-26,36.0,36.3,35.6,35.98,17.99,55200,0.0,1.0
2012-12-24,35.85,35.85,35.27,35.84,17.92,21500,0.0,1.0
2012-12-21,35.34,36.21,34.8,36.05,18.025,141200,0.0,1.0
2012-12-20,35.75,36.0,35.17,35.71,17.855,87900,0.0,1.0
2012-12-19,36.05,36.05,35.59,35.83,17.915,163500,0.0,1.0
2012-12-18,36.11,36.72,35.91,36.12,18.06,73500,0.0,1.0
2012-12-17,35.92,36.54,35.359,36.17,18.085,144200,0.0,1.0
2012-12-14,36.7,36.75,35.605,35.85,17.925,56200,0.0,1.0
2012-12-13,36.99,37.25,36.69,36.87,18.435,26200,0.0,1.0
2012-12-12,37.51,37.54,36.64,37.06,18.53,42300,0.0,1.0
2012-12-11,37.67,38.2,35.74,37.45,18.725,110800,0.0,1.0
2012-12-10,36.29,37.565,36.16,37.48,18.74,69700,0.0,1.0
2012-12-07,36.48,36.48,35.85,36.26,18.13,24500,0.0,1.0
2012-12-06,36.16,36.35,35.42,36.24,18.12,97900,0.0,1.0
2012-12-05,36.86,36.86,36.1,36.23,18.115,44600,0.0,1.0
2012-12-04,36.47,37.0,35.87,36.67,18.335,121000,0.0,1.0
2012-12-03,37.0,37.0,35.91,36.51,18.255,46500,0.0,1.0
2012-11-30,37.0,37.0,35.88,36.86,18.43,82000,0.0,1.0
2012-11-29,36.5,37.08,35.3001,36.99,18.495,47300,0.0,1.0
2012-11-28,35.29,36.42,35.09,36.34,18.17,82300,0.0,1.0
2012-11-27,35.47,35.52,34.9317,35.36,17.68,168100,0.0,1.0
2012-11-26,34.65,36.0,34.65,35.48,17.74,45100,0.0,1.0
2012-11-23,34.88,34.94,34.44,34.76,17.38,19300,0.0,1.0
2012-11-21,35.13,35.75,34.48,34.7,17.35,36200,0.0,1.0
2012-11-20,35.21,35.53,32.08,35.38,17.69,129500,0.0,1.0
2012-11-19,33.35,35.5,33.35,35.35,17.675,98100,0.0,1.0
2012-11-16,33.33,34.0,32.27,32.9,16.45,107700,0.0,1.0
2012-11-15,33.53,33.53,32.78,33.44,16.72,163900,0.0,1.0
2012-11-14,36.01,36.044,33.4,33.47,16.735,76400,0.0,1.0
2012-11-13,36.36,36.7,35.97,36.0794,18.0397,33500,0.0,1.0
2012-11-12,36.31,36.83,36.28,36.49,18.245,42500,0.0,1.0
2012-11-09,36.05,36.697,35.97,36.31,18.155,46500,0.0,1.0
2012-11-08,36.23,36.77,36.23,36.31,18.155,21800,0.0,1.0
2012-11-07,36.79,36.96,36.21,36.63,18.315,61600,0.0,1.0
2012-11-06,36.88,37.3,36.88,37.14,18.57,24900,0.0,1.0
2012-11-05,35.39,36.96,34.48,36.9,18.45,61800,0.0,1.0
2012-11-02,36.4,37.19,34.82,35.49,17.745,178600,0.0,1.0
2012-11-01,36.13,36.7374,35.9817,36.47,18.235,80400,0.0,1.0
2012-10-31,35.86,36.44,35.86,36.25,18.125,200200,0.0,1.0
2012-10-26,39.0,39.0,36.28,36.4,18.2,106600,0.0,1.0
2012-10-25,41.32,41.32,37.77,38.27,19.135,118400,0.0,1.0
2012-10-24,40.14,41.04,39.3,40.37,20.185,92300,0.0,1.0
2012-10-23,38.48,39.53,38.14,39.29,19.645,116200,0.0,1.0
2012-10-22,39.39,39.39,38.46,38.63,19.315,127300,0.0,1.0
2012-10-19,38.48,38.52,37.57,37.97,18.985,59900,0.0,1.0
2012-10-18,39.19,39.26,38.43,38.81,19.405,48800,0.0,1.0
2012-10-17,37.62,39.32,37.25,39.31,19.655,135500,0.0,1.0
2012-10-16,37.86,37.87,37.0,37.67,18.835,32300,0.0,1.0
2012-10-15,36.78,38.18,36.226,37.74,18.87,66100,0.0,1.0
2012-10-12,37.27,37.27,36.15,36.8,18.4,52900,0.0,1.0
2012-10-11,37.66,37.7733,36.8016,37.34,18.67,38000,0.0,1.0
2012-10-10,37.43,37.49,36.72,37.38,18.69,49700,0.0,1.0
2012-10-09,38.4,38.4,36.97,37.49,18.745,100700,0.0,1.0
2012-10-08,38.71,38.84,38.28,38.45,19.225,107900,0.0,1.0
2012-10-05,40.3,40.3,38.56,38.6,19.3,237700,0.0,1.0
2012-10-04,39.78,40.52,39.31,40.4,20.2,119000,0.0,1.0
2012-10-03,39.3,40.7384,38.9,39.53,19.765,134400,0.0,1.0
2012-10-02,38.97,39.43,38.49,39.13,19.565,351000,0.0,1.0
2012-10-01,38.63,39.01,38.19,38.96,19.48,170400,0.0,1.0
2012-09-28,36.55,38.59,36.55,38.47,19.235,275400,0.0,1.0
2012-09-27,36.49,37.04,36.01,36.81,18.405,59000,0.0,1.0
2012-09-26,36.16,36.5,35.72,36.26,18.13,53700,0.0,1.0
2012-09-25,36.03,36.51,35.82,36.01,18.005,114100,0.0,1.0
2012-09-24,36.51,36.68,35.9,36.16,18.08,55100,0.0,1.0
2012-09-21,36.74,36.94,35.96,36.53,18.265,150400,0.0,1.0
2012-09-20,36.48,36.48,35.85,36.3,18.15,37800,0.0,1.0
2012-09-19,36.53,36.53,35.4901,36.33,18.165,38200,0.0,1.0
2012-09-18,35.54,36.75,35.05,36.59,18.295,91200,0.0,1.0
2012-09-17,34.6,35.64,34.47,35.55,17.775,68200,0.0,1.0
2012-09-14,34.83,35.0,34.47,34.88,17.44,69500,0.0,1.0
2012-09-13,34.94,34.99,33.6,34.76,17.38,61800,0.0,1.0
2012-09-12,34.58,34.88,34.47,34.79,17.395,44200,0.0,1.0
2012-09-11,34.53,35.23,34.08,34.37,17.185,138800,0.0,1.0
2012-09-10,34.28,34.76,34.0,34.64,17.32,47600,0.0,1.0
2012-09-07,34.18,34.84,33.9,34.34,17.17,114700,0.0,1.0
2012-09-06,34.02,34.44,33.62,34.01,17.005,641200,0.0,1.0
2012-09-05,34.38,34.55,34.0,34.22,17.11,114000,0.0,1.0
2012-09-04,34.78,35.16,33.98,34.54,17.27,145200,0.0,1.0
2012-08-31,35.0,35.04,34.31,34.95,17.475,83200,0.0,1.0
2012-08-30,33.83,35.2,33.63,34.81,17.405,149000,0.0,1.0
2012-08-29,33.19,34.17,32.73,33.91,16.955,54300,0.0,1.0
2012-08-28,33.25,33.449,32.67,33.15,16.575,44600,0.0,1.0
2012-08-27,33.12,33.56,33.0,33.15,16.575,31100,0.0,1.0
2012-08-24,32.7,33.93,32.43,33.12,16.56,71100,0.0,1.0
2012-08-23,32.59,33.0,32.34,32.83,16.415,29200,0.0,1.0
2012-08-22,32.44,33.24,31.84,32.89,16.445,58200,0.0,1.0
2012-08-21,33.25,33.59,32.1,32.57,16.285,62000,0.0,1.0
2012-08-20,32.89,33.35,32.16,33.15,16.575,46300,0.0,1.0
2012-08-17,32.51,33.45,32.37,33.05,16.525,37800,0.0,1.0
2012-08-16,31.48,32.91,31.34,32.69,16.345,53200,0.0,1.0
2012-08-15,30.51,32.45,30.04,31.66,15.83,51000,0.0,1.0
2012-08-14,31.13,31.13,30.34,30.46,15.23,32500,0.0,1.0
2012-08-13,31.83,32.02,30.86,31.17,15.585,20600,0.0,1.0
2012-08-10,30.96,32.05,30.79,31.73,15.865,31700,0.0,1.0
2012-08-09,31.27,31.42,30.57,30.89,15.445,35200,0.0,1.0
2012-08-08,31.9,31.95,30.63,31.32,15.66,38100,0.0,1.0
2012-08-07,33.0,33.11,31.542,31.89,15.945,33700,0.0,1.0
2012-08-06,33.025,33.82,32.66,32.76,16.38,28800,0.0,1.0
2012-08-03,32.67,33.51,32.67,33.06,16.53,55500,0.0,1.0
2012-08-02,32.24,32.58,30.02,32.18,16.09,55100,0.0,1.0
2012-08-01,32.4,33.23,32.11,32.4,16.2,171400,0.0,1.0
2012-07-31,31.97,32.61,31.94,32.3,16.15,92900,0.0,1.0
2012-07-30,32.4,33.0,31.54,32.38,16.19,102100,0.0,1.0
2012-07-27,30.71,32.42,29.09,32.28,16.14,110700,0.0,1.0
2012-07-26,29.33,29.33,28.812,28.83,14.415,32700,0.0,1.0
2012-07-25,29.24,29.36,28.32,28.91,14.455,46300,0.0,1.0
2012-07-24,30.13,30.13,28.71,29.06,14.53,41500,0.0,1.0
2012-07-23,31.06,31.06,30.06,30.06,15.03,22400,0.0,1.0
2012-07-20,31.42,31.78,31.08,31.42,15.71,39300,0.0,1.0
2012-07-19,32.05,32.53,31.51,31.68,15.84,56700,0.0,1.0
2012-07-18,31.15,31.65,31.15,31.61,15.805,29700,0.0,1.0
2012-07-17,31.88,32.0,30.86,31.14,15.57,45200,0.0,1.0
2012-07-16,32.78,32.95,31.15,31.36,15.68,42400,0.0,1.0
2012-07-13,32.46,32.97,32.34,32.95,16.475,26900,0.0,1.0
2012-07-12,31.06,32.43,31.06,32.25,16.125,57200,0.0,1.0
2012-07-11,31.01,31.46,30.65,31.28,15.64,31900,0.0,1.0
2012-07-10,31.58,31.58,30.78,30.96,15.48,27500,0.0,1.0
2012-07-09,31.28,31.98,30.85,31.55,15.775,31100,0.0,1.0
2012-07-06,30.95,31.41,30.37,31.17,15.585,48700,0.0,1.0
2012-07-05,31.48,31.49,30.98,31.4,15.7,46800,0.0,1.0
2012-07-03,31.38,31.64,31.11,31.56,15.78,31800,0.0,1.0
2012-07-02,30.24,31.57,29.83,31.42,15.71,83700,0.0,1.0
2012-06-29,29.79,30.49,29.18,30.38,15.19,110800,0.0,1.0
2012-06-28,29.76,29.76,28.674,29.06,14.53,35500,0.0,1.0
2012-06-27,27.86,29.879,27.67,29.87,14.935,104200,0.0,1.0
2012-06-26,27.53,28.07,27.44,27.76,13.88,36300,0.0,1.0
2012-06-25,27.32,27.76,26.525,27.6,13.8,32200,0.0,1.0
2012-06-22,27.68,27.95,27.34,27.78,13.89,366500,0.0,1.0
2012-06-21,27.21,27.89,26.2818,27.58,13.79,78600,0.0,1.0
2012-06-20,27.15,27.49,26.795,27.09,13.545,48600,0.0,1.0
2012-06-19,27.28,27.82,27.12,27.15,13.575,38800,0.0,1.0
2012-06-18,27.1,27.63,26.68,27.12,13.56,86600,0.0,1.0
2012-06-15,27.66,27.7699,27.2,27.22,13.61,61400,0.0,1.0
2012-06-14,27.78,28.27,27.56,27.78,13.89,58100,0.0,1.0
2012-06-13,27.1,27.98,27.1,27.83,13.915,28700,0.0,1.0
2012-06-12,28.2,28.2,26.83,27.05,13.525,47700,0.0,1.0
2012-06-11,27.91,28.38,27.53,28.03,14.015,72100,0.0,1.0
2012-06-08,27.48,27.78,27.32,27.54,13.77,31000,0.0,1.0
2012-06-07,28.05,28.82,27.27,27.58,13.79,88400,0.0,1.0
