,CPLA_Open,CPLA_High,CPLA_Low,CPLA_Close,CPLA_Adj Close,CPLA_Volume,CPLA_Dividend Amount,CPLA_Split Coefficient
2012-10-17,35.12,35.77,34.13,34.74,31.0046306790657,149900,0.0,1.0
2012-10-16,36.91,37.15,36.1,36.29,32.3879691232957,90800,0.0,1.0
2012-10-15,36.88,37.49,36.73,36.86,32.8966806802061,73200,0.0,1.0
2012-10-12,37.44,37.8899,36.43,36.68,32.7360349253923,58700,0.0,1.0
2012-10-11,36.87,38.16,36.87,37.53,33.4946398786797,50900,0.0,1.0
2012-10-10,37.52,38.15,36.43,36.73,32.7806587461739,63400,0.0,1.0
2012-10-09,35.94,38.27,35.94,37.58,33.5392636994613,179100,0.0,1.0
2012-10-08,35.65,36.51,35.4817,36.01,32.1380757269187,54700,0.0,1.0
2012-10-05,36.07,36.57,35.65,35.9,32.0399033211991,72700,0.0,1.0
2012-10-04,35.46,36.28,35.04,36.06,32.1826995477003,81000,0.0,1.0
2012-10-03,36.0643,36.41,34.7,35.03,31.263448839599,79200,0.0,1.0
2012-10-02,36.29,36.5,35.72,36.43,32.5129158214842,52600,0.0,1.0
2012-10-01,35.29,36.545,35.29,36.21,32.3165710100451,80000,0.0,1.0
2012-09-28,35.14,35.38,34.48,35.06,31.290223132068,66400,0.0,1.0
2012-09-27,34.95,35.57,34.95,35.36,31.5579660567577,24100,0.0,1.0
2012-09-26,34.84,35.36,34.65,34.81,31.0671040281599,50600,0.0,1.0
2012-09-25,36.45,36.45,34.6,34.79,31.0492544998473,136200,0.0,1.0
2012-09-24,35.17,36.8,35.1649,36.24,32.3433453025141,127300,0.0,1.0
2012-09-21,36.05,36.5,34.99,35.66,31.8257089814474,478800,0.0,1.0
2012-09-20,35.0,35.9,34.42,35.51,31.6918375191025,109200,0.0,1.0
2012-09-19,35.26,35.89,34.85,35.15,31.3705460094749,119400,0.0,1.0
2012-09-18,35.4,35.4,34.83,35.28,31.4865679435071,113300,0.0,1.0
2012-09-17,36.55,37.0,35.27,35.61,31.7810851606657,78100,0.0,1.0
2012-09-14,36.23,36.87,35.72,36.78,32.8252825669555,117800,0.0,1.0
2012-09-13,34.58,36.28,33.78,35.95,32.0845271419807,193500,0.0,1.0
2012-09-12,34.66,34.93,34.3,34.47,30.7636620468449,73900,0.0,1.0
2012-09-11,34.04,34.97,33.76,34.52,30.8082858676266,66700,0.0,1.0
2012-09-10,33.89,34.31,33.59,34.11,30.4423705372173,110500,0.0,1.0
2012-09-07,33.33,34.17,33.2601,34.03,30.3709724239667,104300,0.0,1.0
2012-09-06,31.7,33.55,31.7,33.41,29.8176370462747,81800,0.0,1.0
2012-09-05,31.32,32.03,31.0001,31.67,28.2647280830745,121400,0.0,1.0
2012-09-04,31.1,31.56,30.758,31.49,28.1040823282607,165800,0.0,1.0
2012-08-31,31.36,31.4876,30.8417,31.07,27.7292422336952,118800,0.0,1.0
2012-08-30,31.48,31.6965,31.01,31.35,27.9791356300722,50700,0.0,1.0
2012-08-29,31.8,31.97,31.41,31.7,28.2915023755435,63600,0.0,1.0
2012-08-28,32.3695,32.3695,31.545,31.84,28.416449073732,65400,0.0,1.0
2012-08-27,31.99,32.1964,31.59,31.79,28.3718252529504,51100,0.0,1.0
2012-08-24,32.33,32.49,31.545,31.94,28.5056967152952,117300,0.0,1.0
2012-08-23,32.92,32.9272,31.85,32.31,28.8359129890792,143700,0.0,1.0
2012-08-22,34.05,34.05,32.86,32.89,29.3535493101459,98400,0.0,1.0
2012-08-21,33.31,34.53,32.99,34.05,30.3888219522794,88200,0.0,1.0
2012-08-20,33.25,33.58,32.71,33.3,29.7194646405552,63700,0.0,1.0
2012-08-17,32.805,33.59,32.4,33.365,29.7774756075713,79400,0.0,1.0
2012-08-16,32.13,33.16,31.6,32.89,29.3535493101459,63400,0.0,1.0
2012-08-15,31.1,32.24,30.91,32.11,28.6574177059527,55200,0.0,1.0
2012-08-14,31.05,31.5,30.77,31.1,27.7560165261641,109000,0.0,1.0
2012-08-13,31.37,31.43,30.93,31.07,27.7292422336952,75000,0.0,1.0
2012-08-10,31.33,31.63,31.0934,31.29,27.9255870451343,96000,0.0,1.0
2012-08-09,31.15,31.67,30.4291,31.49,28.1040823282607,107800,0.0,1.0
2012-08-08,30.2,31.905,30.2,31.35,27.9791356300722,190200,0.0,1.0
2012-08-07,30.11,30.92,29.8,30.08,26.8456905822192,206800,0.0,1.0
2012-08-06,29.09,30.438,28.9146,29.95,26.729668648187,158300,0.0,1.0
2012-08-03,27.64,29.72,27.2656,29.12,25.9889132232122,441600,0.0,1.0
2012-08-02,26.82,27.44,26.4,27.33,24.3913804392304,167200,0.0,1.0
2012-08-01,26.53,27.43,26.16,27.0,24.0968632220718,208100,0.0,1.0
2012-07-31,25.9,26.67,25.81,26.52,23.6684745425683,402300,0.0,1.0
2012-07-30,26.24,26.85,25.94,26.02,23.2222363347521,217000,0.0,1.0
2012-07-27,26.52,26.62,26.13,26.24,23.4185811461912,173200,0.0,1.0
2012-07-26,27.86,27.86,26.31,26.41,23.5703021368487,193200,0.0,1.0
2012-07-25,28.56,28.97,27.0,27.89,24.8911672319845,265000,0.0,1.0
2012-07-24,27.52,28.88,27.01,28.47,25.4088035530512,462600,0.0,1.0
2012-07-23,28.7,28.8,28.34,28.42,25.3641797322696,95100,0.0,1.0
2012-07-20,28.9,29.35,28.79,29.04,25.9175151099616,75100,0.0,1.0
2012-07-19,28.9,29.48,28.81,29.02,25.899665581649,111800,0.0,1.0
2012-07-18,28.98,29.84,28.72,28.86,25.7568693551478,102400,0.0,1.0
2012-07-17,29.55,29.86,28.63,29.01,25.8907408174926,86300,0.0,1.0
2012-07-16,29.26,29.84,29.24,29.69,26.4976247801226,217100,0.0,1.0
2012-07-13,29.88,30.18,29.15,29.24,26.0960103930881,99300,0.0,1.0
2012-07-12,30.28,30.5279,29.8,29.88,26.6671952990927,133400,0.0,1.0
2012-07-11,31.15,31.38,30.23,30.54,27.25622973341,154100,0.0,1.0
2012-07-10,33.09,33.2778,30.94,31.1,27.7560165261641,161000,0.0,1.0
2012-07-09,33.95,34.27,33.28,33.34,29.7551636971805,123600,0.0,1.0
2012-07-06,34.01,34.46,34.01,34.1,30.433445773061,126500,0.0,1.0
2012-07-05,34.66,34.9,34.29,34.33,30.6387153486564,68300,0.0,1.0
2012-07-03,34.89,35.19,34.62,34.75,31.013555443222,73600,0.0,1.0
2012-07-02,35.1,35.3954,34.28,34.83,31.0849535564726,221700,0.0,1.0
2012-06-29,34.91,34.91,34.238,34.76,31.0224802073783,93400,0.0,1.0
2012-06-28,34.16,34.37,33.57,34.26,30.5762419995621,59200,0.0,1.0
2012-06-27,33.82,34.4,33.52,34.28,30.5940915278748,86000,0.0,1.0
2012-06-26,33.58,34.14,33.29,33.68,30.0586056784954,99700,0.0,1.0
2012-06-25,32.94,33.7,32.71,33.29,29.7105398763988,90100,0.0,1.0
2012-06-22,32.99,33.99,32.63,33.42,29.826561810431,94900,0.0,1.0
2012-06-21,33.36,33.52,32.61,32.93,29.3892483667712,69800,0.0,1.0
2012-06-20,33.08,33.99,32.79,33.46,29.8622608670563,123500,0.0,1.0
2012-06-19,32.25,33.39,32.13,33.28,29.7016151122425,117800,0.0,1.0
2012-06-18,32.04,32.5,31.81,32.06,28.6127938851711,71900,0.0,1.0
2012-06-15,31.17,32.25,30.96,32.16,28.7020415267343,158100,0.0,1.0
2012-06-14,31.02,31.73,30.7,31.29,27.9255870451343,64900,0.0,1.0
2012-06-13,31.5,31.78,30.81,30.98,27.6489193562883,100000,0.0,1.0
2012-06-12,32.02,32.02,30.98,31.64,28.2379537906056,75500,0.0,1.0
2012-06-11,32.97,33.0,31.69,31.74,28.3272014321688,113200,0.0,1.0
2012-06-08,31.96,32.88,31.47,32.59,29.0858063854562,79000,0.0,1.0
2012-06-07,32.25,32.61,31.89,32.03,28.5860195927022,88300,0.0,1.0
2012-06-06,30.52,32.09,30.51,31.98,28.5413957719205,86600,0.0,1.0
2012-06-05,29.75,30.47,29.6205,30.45,27.1759068560031,93300,0.0,1.0
2012-06-04,29.95,30.27,29.61,29.97,26.7475181764996,88900,0.0,1.0
2012-06-01,30.03,30.73,29.82,29.83,26.6225714783111,149300,0.0,1.0
2012-05-31,31.09,31.34,30.19,30.71,27.4079507240675,135900,0.0,1.0
2012-05-30,31.4,31.5399,30.98,30.98,27.6489193562883,66100,0.0,1.0
2012-05-29,31.4,32.0,31.25,31.78,28.3629004887941,55600,0.0,1.0
2012-05-25,30.52,31.4,30.52,31.27,27.9077375168216,63800,0.0,1.0
2012-05-24,30.69,31.06,30.3,30.63,27.3365526108169,56800,0.0,1.0
2012-05-23,29.59,30.95,29.3473,30.77,27.4614993090055,71400,0.0,1.0
2012-05-22,30.81,31.18,29.74,29.87,26.6582705349364,102200,0.0,1.0
2012-05-21,30.46,31.06,30.19,30.86,27.5418221864124,84300,0.0,1.0
2012-05-18,30.67,30.98,30.24,30.44,27.1669820918468,118000,0.0,1.0
2012-05-17,30.69,31.3,30.66,30.72,27.4168754882239,132400,0.0,1.0
2012-05-16,30.71,31.29,30.46,30.79,27.4793488373181,143000,0.0,1.0
2012-05-15,30.28,30.88,30.08,30.67,27.3722516674422,117400,0.0,1.0
2012-05-14,29.14,30.11,29.14,30.11,26.8724648746882,135000,0.0,1.0
2012-05-11,29.85,30.18,29.31,29.45,26.2834304403709,70800,0.0,1.0
2012-05-10,30.57,30.66,30.11,30.28,27.0241858653457,49000,0.0,1.0
2012-05-09,30.15,30.8,30.04,30.31,27.0509601578146,115000,0.0,1.0
2012-05-08,30.08,30.59,29.98,30.45,27.1759068560031,101200,0.0,1.0
2012-05-07,29.98,30.43,29.8,30.19,26.9438629879387,117100,0.0,1.0
2012-05-04,30.22,30.299,29.8001,30.0,26.7742924689686,83900,0.0,1.0
2012-05-03,30.67,30.94,30.07,30.35,27.0866592144399,107200,0.0,1.0
2012-05-02,30.58,30.89,30.0175,30.77,27.4614993090055,200000,0.0,1.0
2012-05-01,32.75,32.75,30.79,30.85,27.5328974222561,384200,0.0,1.0
2012-04-30,32.77,33.11,32.56,32.71,29.1929035553321,92400,0.0,1.0
2012-04-27,31.83,33.07,31.24,32.98,29.4338721875528,135000,0.0,1.0
2012-04-26,31.49,33.02,31.49,31.8,28.3807500171067,226100,0.0,1.0
2012-04-25,31.01,31.75,30.8,31.52,28.1308566207297,316100,0.0,1.0
2012-04-24,34.25,34.25,30.06,31.38,28.0059099225412,443000,0.0,1.0
2012-04-23,33.96,34.65,33.79,34.41,30.710113461907,132100,0.0,1.0
2012-04-20,35.1,35.1,34.19,34.32,30.6297905845001,84100,0.0,1.0
2012-04-19,34.28,34.8,34.15,34.54,30.8261353959392,72200,0.0,1.0
2012-04-18,34.55,34.66,34.05,34.41,30.710113461907,137000,0.0,1.0
2012-04-17,34.51,35.64,34.39,34.67,30.9421573299714,145800,0.0,1.0
2012-04-16,35.02,35.04,34.11,34.26,30.5762419995621,83200,0.0,1.0
2012-04-13,35.19,35.19,34.61,34.78,31.0403297356909,112400,0.0,1.0
2012-04-12,34.59,35.5381,34.5,35.42,31.6115146416956,92100,0.0,1.0
2012-04-11,34.42,35.13,34.37,34.57,30.8529096884082,81600,0.0,1.0
2012-04-10,34.74,34.79,34.15,34.21,30.5316181787805,115700,0.0,1.0
2012-04-09,34.76,35.11,34.03,34.68,30.9510820941277,117000,0.0,1.0
2012-04-05,35.29,35.67,35.085,35.21,31.4240945944128,58700,0.0,1.0
2012-04-04,35.73,36.03,35.09,35.33,31.5311917642887,82700,0.0,1.0
2012-04-03,36.65,36.98,35.75,35.95,32.0845271419807,95500,0.0,1.0
2012-04-02,35.94,36.92,35.46,36.86,32.8966806802061,150900,0.0,1.0
2012-03-30,36.18,36.29,35.55,35.95,32.0845271419807,146000,0.0,1.0
2012-03-29,35.59,36.03,35.4001,35.85,31.9952795004175,161700,0.0,1.0
2012-03-28,36.37,36.75,35.42,35.69,31.8524832739163,211900,0.0,1.0
2012-03-27,37.84,37.87,36.27,36.43,32.5129158214842,292000,0.0,1.0
2012-03-26,37.8,38.33,37.65,38.07,33.9765771431212,136400,0.0,1.0
2012-03-23,37.64,37.73,37.25,37.42,33.3964674729602,181900,0.0,1.0
2012-03-22,38.17,38.37,37.47,37.73,33.6731351618062,102500,0.0,1.0
2012-03-21,38.21,38.7886,37.86,38.5,34.3603420018431,106400,0.0,1.0
2012-03-20,38.27,38.53,37.85,38.2,34.0925990771534,77900,0.0,1.0
2012-03-19,38.23,38.97,38.14,38.56,34.413890586781,122700,0.0,1.0
2012-03-16,37.98,38.53,37.9,38.2,34.0925990771534,113600,0.0,1.0
2012-03-15,38.14,38.5624,37.29,37.97,33.8873295015579,209500,0.0,1.0
2012-03-14,38.48,38.95,37.75,38.09,33.9944266714338,126400,0.0,1.0
2012-03-13,38.54,38.92,38.05,38.61,34.4585144075626,208500,0.0,1.0
2012-03-12,38.7,38.93,38.23,38.36,34.2353953036545,61600,0.0,1.0
2012-03-09,38.02,39.5,37.82,38.83,34.6548592190017,103300,0.0,1.0
2012-03-08,37.78,38.2,37.5,38.09,33.9944266714338,101500,0.0,1.0
2012-03-07,37.5,37.93,37.2238,37.64,33.5928122843993,178100,0.0,1.0
2012-03-06,37.62,38.37,37.4,37.495,33.4634032041326,137700,0.0,1.0
2012-03-05,37.68,38.28,37.08,38.04,33.9498028506522,169000,0.0,1.0
2012-03-02,38.54,39.0239,37.54,37.65,33.6017370485556,243300,0.0,1.0
2012-03-01,39.07,39.8,38.64,38.68,34.5209877566569,72100,0.0,1.0
2012-02-29,39.05,39.77,38.735,38.8,34.6280849265327,187400,0.0,1.0
2012-02-28,40.58,41.11,38.59,38.81,34.6370096906891,412700,0.0,1.0
2012-02-27,41.14,41.73,40.92,41.36,36.9128245505514,166500,0.0,1.0
2012-02-24,41.51,41.8,40.92,41.45,36.9931474279583,93100,0.0,1.0
2012-02-23,40.98,41.99,40.7034,41.5,37.0377712487399,113300,0.0,1.0
2012-02-22,41.64,41.81,41.04,41.07,36.654006390018,74300,0.0,1.0
2012-02-21,41.66,42.25,41.33,41.59,37.1180941261468,233600,0.0,1.0
2012-02-17,41.81,42.36,41.08,41.93,37.4215361074618,208200,0.0,1.0
2012-02-16,40.11,41.82,39.65,41.7,37.2162665318664,237800,0.0,1.0
2012-02-15,40.25,41.145,38.95,40.11,35.797229031011,281400,0.0,1.0
2012-02-14,43.35,44.71,38.16,39.44,35.1992698325374,629400,0.0,1.0
2012-02-13,44.72,45.7,44.58,45.35,40.4738054489242,251300,0.0,1.0
2012-02-10,44.57,45.01,44.27,44.31,39.5456299766666,165300,0.0,1.0
2012-02-09,45.28,45.35,44.6,44.795,39.9784810382483,78700,0.0,1.0
2012-02-08,44.53,45.45,44.26,45.26,40.3934825715173,73600,0.0,1.0
2012-02-07,44.5,45.05,44.01,44.45,39.6705766748552,58800,0.0,1.0
2012-02-06,44.77,45.19,43.92,44.62,39.8222976655126,79400,0.0,1.0
2012-02-03,44.86,45.59,44.69,45.04,40.1971377600782,133600,0.0,1.0
2012-02-02,44.75,45.0,43.66,44.75,39.9383195995448,137700,0.0,1.0
2012-02-01,42.54,44.98,42.39,44.92,40.0900405902023,296900,0.0,1.0
2012-01-31,42.91,43.11,41.59,42.33,37.7785266737147,160600,0.0,1.0
2012-01-30,42.73,43.12,42.24,42.66,38.0730438908734,61400,0.0,1.0
2012-01-27,42.39,43.47,42.31,43.13,38.4925078062205,100300,0.0,1.0
2012-01-26,43.48,43.48,42.3,42.84,38.2336896456872,96900,0.0,1.0
2012-01-25,42.88,43.59,42.65,43.41,38.7424012025976,101500,0.0,1.0
2012-01-24,42.32,42.85,42.01,42.75,38.1533667682803,123100,0.0,1.0
2012-01-23,43.38,43.43,41.71,42.44,37.8766990794343,214600,0.0,1.0
2012-01-20,40.92,41.86,40.68,41.23,36.7968026165192,190800,0.0,1.0
2012-01-19,40.73,41.7,40.67,40.8,36.4130377577973,86500,0.0,1.0
2012-01-18,41.87,41.87,39.72,40.69,36.3148653520778,230100,0.0,1.0
2012-01-17,40.75,41.97,40.4324,41.8,37.3055141734296,231100,0.0,1.0
2012-01-13,40.58,40.82,40.12,40.59,36.2256177105145,145900,0.0,1.0
2012-01-12,39.73,40.91,39.41,40.82,36.43088728611,87000,0.0,1.0
2012-01-11,39.6,39.83,39.0,39.79,35.5116365780087,114700,0.0,1.0
2012-01-10,38.9,39.93,38.73,39.64,35.3777651156639,229500,0.0,1.0
2012-01-09,37.97,38.51,37.63,38.42,34.2889438885925,112800,0.0,1.0
2012-01-06,36.78,37.98,36.58,37.85,33.7802323316821,164100,0.0,1.0
2012-01-05,36.64,36.96,35.78,36.67,32.727110161236,112200,0.0,1.0
2012-01-04,36.36,36.96,36.11,36.78,32.8252825669555,162700,0.0,1.0
2012-01-03,36.79,36.85,35.99,36.55,32.6200129913601,175400,0.0,1.0
2011-12-30,35.74,36.17,35.66,36.05,32.1737747835439,134500,0.0,1.0
2011-12-29,35.73,35.88,35.18,35.7,31.8614080380726,85100,0.0,1.0
2011-12-28,35.77,35.88,35.23,35.55,31.7275365757278,109600,0.0,1.0
2011-12-27,34.99,35.93,34.99,35.71,31.870332802229,55600,0.0,1.0
2011-12-23,34.63,35.47,34.41,35.15,31.3705460094749,217500,0.0,1.0
2011-12-22,34.22,34.65,33.82,34.65,30.9243078016587,164200,0.0,1.0
2011-12-21,33.67,34.15,33.56,33.9,30.2549504899345,85700,0.0,1.0
2011-12-20,33.14,33.78,33.12,33.78,30.1478533200587,119000,0.0,1.0
2011-12-19,33.19,33.8,32.37,32.56,29.0590320929873,115000,0.0,1.0
2011-12-16,34.14,34.19,32.89,33.01,29.4606464800218,265500,0.0,1.0
2011-12-15,33.11,34.06,33.0825,33.72,30.0943047351207,109400,0.0,1.0
2011-12-14,33.17,33.55,32.69,32.75,29.2286026119574,115700,0.0,1.0
2011-12-13,33.77,34.34,33.31,33.4,29.8087122821184,153400,0.0,1.0
2011-12-12,33.66,33.99,33.235,33.6,29.9872075652448,118600,0.0,1.0
2011-12-09,33.66,34.23,33.04,33.94,30.2906495465598,139800,0.0,1.0
2011-12-08,33.67,33.7499,33.1,33.19,29.6212922348356,163400,0.0,1.0
2011-12-07,33.46,34.25,32.95,33.83,30.1924771408403,95800,0.0,1.0
2011-12-06,33.98,34.13,33.54,33.67,30.0496809143391,119100,0.0,1.0
2011-12-05,34.02,34.06,33.44,33.96,30.3084990748725,110100,0.0,1.0
2011-12-02,33.88,33.88,33.21,33.41,29.8176370462747,132200,0.0,1.0
2011-12-01,33.88,34.47,33.37,33.43,29.8354865745874,109200,0.0,1.0
2011-11-30,33.79,34.23,33.47,34.0,30.3441981314978,214900,0.0,1.0
2011-11-29,32.53,33.08,32.43,32.65,29.1393549703942,83300,0.0,1.0
2011-11-28,32.99,33.16,32.16,32.59,29.0858063854562,147400,0.0,1.0
2011-11-25,31.83,32.55,31.7634,32.0,28.5592453002332,52900,0.0,1.0
2011-11-23,31.76,32.31,31.76,32.0,28.5592453002332,152200,0.0,1.0
2011-11-22,33.02,33.05,32.08,32.09,28.6395681776401,100800,0.0,1.0
2011-11-21,33.16,33.38,32.83,33.09,29.5320445932724,161300,0.0,1.0
2011-11-18,34.05,34.24,33.32,33.52,29.9158094519943,151800,0.0,1.0
2011-11-17,34.22,34.75,33.71,33.93,30.2817247824035,155000,0.0,1.0
2011-11-16,34.0,34.75,33.99,34.305,30.6164034382656,148400,0.0,1.0
2011-11-15,33.97,34.87,33.62,34.4,30.7011886977507,143800,0.0,1.0
2011-11-14,34.34,35.29,34.07,34.27,30.5851667637185,213500,0.0,1.0
2011-11-11,34.64,34.68,34.35,34.5,30.7904363393139,161000,0.0,1.0
2011-11-10,34.13,34.94,33.77,34.41,30.710113461907,139300,0.0,1.0
2011-11-09,33.66,34.24,33.15,33.57,29.9604332727759,153500,0.0,1.0
2011-11-08,34.73,34.74,33.28,34.54,30.8261353959392,113700,0.0,1.0
2011-11-07,34.29,35.18,33.7406,34.47,30.7636620468449,90200,0.0,1.0
2011-11-04,34.15,34.64,33.65,34.3,30.6119410561874,171000,0.0,1.0
2011-11-03,34.69,34.8,33.61,34.6,30.8796839808771,168800,0.0,1.0
2011-11-02,34.36,34.88,33.32,34.2,30.5226934146242,165900,0.0,1.0
2011-11-01,34.11,34.845,33.55,34.02,30.3620476598104,274800,0.0,1.0
2011-10-31,35.97,35.97,34.74,34.81,31.0671040281599,256200,0.0,1.0
2011-10-28,35.99,36.77,35.47,36.62,32.6824863404543,237900,0.0,1.0
2011-10-27,35.01,36.09,35.01,35.77,31.9238813871669,438400,0.0,1.0
2011-10-26,34.76,35.51,34.1,34.48,30.7725868110013,460500,0.0,1.0
2011-10-25,32.76,35.4,31.79,35.03,31.263448839599,570500,0.0,1.0
2011-10-24,30.29,31.7297,30.29,31.32,27.9523613376032,368500,0.0,1.0
2011-10-21,29.64,30.38,29.64,30.21,26.9617125162514,255700,0.0,1.0
2011-10-20,29.2,29.76,28.52,29.07,25.9442894024306,196800,0.0,1.0
2011-10-19,29.36,30.8,28.86,29.19,26.0513865723065,227100,0.0,1.0
2011-10-18,28.27,29.36,27.49,29.12,25.9889132232122,462200,0.0,1.0
2011-10-17,27.91,28.96,27.91,28.06,25.042888222642,337000,0.0,1.0
2011-10-14,29.0,29.52,27.25,28.54,25.4712769021455,450100,0.0,1.0
2011-10-13,28.81,29.2,27.97,28.84,25.7390198268352,313100,0.0,1.0
2011-10-12,28.9,29.44,28.68,28.9,25.7925684117731,418000,0.0,1.0
2011-10-11,28.56,29.06,28.14,28.75,25.6586969494283,388800,0.0,1.0
2011-10-10,29.31,30.5,28.0227,28.68,25.596223600334,439300,0.0,1.0
2011-10-07,30.71,31.31,28.46,28.77,25.6765464777409,367500,0.0,1.0
2011-10-06,30.03,30.84,29.74,30.7,27.3990259599112,302600,0.0,1.0
2011-10-05,29.34,31.22,28.89,30.1,26.8635401105318,370900,0.0,1.0
2011-10-04,26.25,29.6,26.12,29.5,26.3280542611525,428100,0.0,1.0
2011-10-03,28.24,28.75,26.46,26.51,23.6595497784119,258800,0.0,1.0
2011-09-30,29.47,30.44,28.33,28.38,25.3284806756443,244300,0.0,1.0
2011-09-29,30.22,30.86,28.78,29.95,26.729668648187,230400,0.0,1.0
2011-09-28,31.3,31.79,29.58,29.62,26.4351514310283,195700,0.0,1.0
2011-09-27,31.35,32.44,30.905,31.19,27.836339403571,240200,0.0,1.0
2011-09-26,30.36,30.96,29.25,30.9,27.5775212430377,137000,0.0,1.0
2011-09-23,27.88,30.69,27.57,30.17,26.9260134596261,240000,0.0,1.0
2011-09-22,28.73,29.17,27.38,27.9,24.9000919961408,243600,0.0,1.0
2011-09-21,31.27,32.06,29.5,29.55,26.3726780819341,223400,0.0,1.0
2011-09-20,31.33,32.08,30.81,31.0,27.6667688846009,318600,0.0,1.0
2011-09-19,32.0,32.27,30.8,31.18,27.8274146394147,307400,0.0,1.0
2011-09-16,33.08,33.57,31.97,32.2,28.7377405833596,433400,0.0,1.0
2011-09-15,33.38,33.68,32.89,33.16,29.5945179423666,235500,0.0,1.0
2011-09-14,32.42,33.75,32.21,33.17,29.603442706523,271400,0.0,1.0
2011-09-13,31.78,32.77,31.76,32.3,28.8269882249229,368600,0.0,1.0
2011-09-12,31.23,31.75,30.57,31.57,28.1754804415113,220300,0.0,1.0
2011-09-09,30.84,31.77,30.16,30.98,27.6489193562883,272500,0.0,1.0
2011-09-08,33.11,33.2,30.78,31.2,27.8452641677274,386100,0.0,1.0
2011-09-07,30.9,33.47,30.73,33.23,29.6569912914609,387000,0.0,1.0
2011-09-06,30.12,30.77,29.815,30.42,27.1491325635342,288800,0.0,1.0
2011-09-02,30.06,30.88,30.03,30.42,27.1491325635342,392700,0.0,1.0
2011-09-01,32.01,32.56,30.37,30.875,27.5552093326469,320600,0.0,1.0
2011-08-31,33.23,33.85,31.62,31.98,28.5413957719205,339100,0.0,1.0
2011-08-30,32.97,33.56,32.4,33.04,29.4874207724908,279700,0.0,1.0
2011-08-29,32.06,33.07,31.88,32.98,29.4338721875528,235600,0.0,1.0
2011-08-26,30.51,32.2,30.25,31.65,28.2468785547619,227300,0.0,1.0
2011-08-25,32.14,33.37,30.45,30.73,27.4258002523802,511200,0.0,1.0
2011-08-24,31.42,32.2,30.18,31.94,28.5056967152952,743600,0.0,1.0
2011-08-23,30.16,31.48,30.16,31.41,28.0326842150101,598300,0.0,1.0
2011-08-22,30.93,31.5663,30.12,30.21,26.9617125162514,302400,0.0,1.0
2011-08-19,30.99,31.56,29.55,30.29,27.033110629502,573700,0.0,1.0
2011-08-18,32.45,33.0745,31.13,31.38,28.0059099225412,466400,0.0,1.0
2011-08-17,34.2,34.83,33.01,33.37,29.7819379896494,282400,0.0,1.0
2011-08-16,34.15,34.67,33.58,34.12,30.4512953013736,384600,0.0,1.0
2011-08-15,34.66,34.86,34.0,34.44,30.736887754376,204500,0.0,1.0
2011-08-12,35.04,35.04,33.79,34.39,30.6922639335944,243200,0.0,1.0
2011-08-11,34.66,35.7,34.02,34.93,31.1742011980358,239200,0.0,1.0
2011-08-10,34.81,35.49,33.82,34.43,30.7279629902196,320900,0.0,1.0
2011-08-09,34.51,35.63,32.61,35.54,31.7186118115715,416800,0.0,1.0
2011-08-08,36.23,36.56,33.82,33.87,30.2281761974656,305000,0.0,1.0
2011-08-05,39.29,39.29,36.8,37.18,33.1822731332084,168700,0.0,1.0
2011-08-04,40.37,40.91,38.65,38.7,34.5388372849695,187300,0.0,1.0
2011-08-03,41.08,41.55,39.94,40.74,36.3594891728594,119400,0.0,1.0
2011-08-02,41.43,42.29,40.81,40.99,36.5826082767674,163500,0.0,1.0
2011-08-01,42.98,42.99,40.52,41.62,37.1448684186158,206100,0.0,1.0
2011-07-29,42.56,43.12,41.6,42.75,38.1533667682803,129600,0.0,1.0
2011-07-28,45.54,45.54,42.68,42.84,38.2336896456872,265200,0.0,1.0
2011-07-27,46.44,46.7,44.54,45.64,40.7326236094576,174600,0.0,1.0
2011-07-26,45.74,47.89,44.24,46.76,41.7321971949657,213200,0.0,1.0
2011-07-25,46.15,47.1,45.7,46.12,41.1610122889611,108700,0.0,1.0
2011-07-22,46.36,46.87,46.02,46.6,41.5894009684646,83200,0.0,1.0
2011-07-21,46.83,47.14,45.0,46.36,41.3752066287128,107500,0.0,1.0
2011-07-20,46.8,47.5,46.261,46.81,41.7768210157474,108900,0.0,1.0
2011-07-19,44.47,46.73,44.036,46.63,41.6161752609335,189400,0.0,1.0
2011-07-18,44.6,45.06,43.62,44.35,39.5813290332919,165500,0.0,1.0
2011-07-15,43.83,45.06,43.83,44.71,39.9026205429195,161800,0.0,1.0
2011-07-14,44.85,44.97,43.43,43.63,38.9387460140367,132100,0.0,1.0
2011-07-13,44.03,45.5,43.56,44.74,39.9293948353885,122700,0.0,1.0
2011-07-12,43.26,44.4,43.09,43.93,39.2064889387264,130400,0.0,1.0
2011-07-11,43.85,43.85,43.14,43.31,38.6531535610344,117600,0.0,1.0
2011-07-08,45.18,45.18,43.65,44.4,39.6259528540735,206400,0.0,1.0
2011-07-07,44.15,46.528,44.15,45.66,40.7504731377702,233100,0.0,1.0
2011-07-06,43.27,43.9861,42.55,43.85,39.1350908254758,145900,0.0,1.0
2011-07-05,43.49,43.5038,42.51,43.14,38.5014325703769,135200,0.0,1.0
2011-07-01,42.11,43.71,42.07,43.25,38.5996049760964,164500,0.0,1.0
2011-06-30,42.25,43.16,41.64,41.85,37.3501379942112,256000,0.0,1.0
2011-06-29,43.14,43.39,41.88,41.93,37.4215361074618,147800,0.0,1.0
2011-06-28,42.9,43.88,42.64,43.14,38.5014325703769,93400,0.0,1.0
