,CPLA_Open,CPLA_High,CPLA_Low,CPLA_Close,CPLA_Adj Close,CPLA_Volume,CPLA_Dividend Amount,CPLA_Split Coefficient
2018-02-14,78.5,81.0,78.5,80.4,79.6255431691247,27984,0.0,1.0
2018-02-13,77.9,79.35,77.5,79.25,78.4866205989195,65837,0.0,1.0
2018-02-12,78.85,79.225,77.65,78.2,77.4467347739496,78028,0.0,1.0
2018-02-09,78.7,79.85,77.5,78.85,78.0904736179786,87674,0.0,1.0
2018-02-08,79.45,79.7,77.95,77.95,77.1991429108615,80400,0.0,1.0
2018-02-07,78.75,80.05,78.25,79.55,78.7837308346252,77026,0.0,1.0
2018-02-06,77.35,81.5,76.1,79.2,78.4371022263019,94259,0.0,1.0
2018-02-05,78.95,79.85,78.4,78.6,77.8428817548905,60663,0.0,1.0
2018-02-02,79.5,80.45,79.0,79.1,78.3380654810667,63149,0.0,1.0
2018-02-01,79.25,80.6,78.1,80.15,79.3779513060366,88622,0.0,1.0
2018-01-31,80.7,80.7,78.6,79.55,78.7837308346252,41642,0.0,1.0
2018-01-30,79.25,80.925,79.1,80.0,79.2293961881837,90726,0.0,1.0
2018-01-29,81.2,81.45,79.65,79.8,79.0313226977133,65338,0.0,1.0
2018-01-26,80.4,81.6,79.95,81.4,80.615910621477,33901,0.0,1.0
2018-01-25,83.2,83.2,79.85,80.7,79.9226534048303,50898,0.0,1.0
2018-01-24,82.15,83.1,81.9,82.9,82.1014618000054,67114,0.0,1.0
2018-01-23,79.95,82.3,79.75,82.1,81.3091678381236,74517,0.0,1.0
2018-01-22,80.45,80.55,79.55,80.35,79.576024796507,44954,0.0,1.0
2018-01-19,79.45,80.55,79.25,80.5,79.7245799143599,57807,0.0,1.0
2018-01-18,80.55,80.75,79.35,79.8,79.0313226977133,36871,0.0,1.0
2018-01-17,79.8,80.6,79.6,80.35,79.576024796507,40736,0.0,1.0
2018-01-16,80.95,82.4,79.45,79.5,78.7342124620076,53245,0.0,1.0
2018-01-12,80.35,81.3,79.95,80.85,80.0712085226832,23211,0.0,1.0
2018-01-11,79.2,81.05,79.2,80.35,79.576024796507,34248,0.0,1.0
2018-01-10,78.65,79.55,78.65,79.15,78.3875838536843,33245,0.0,1.0
2018-01-09,79.05,79.55,78.7,79.15,78.3875838536843,49472,0.0,1.0
2018-01-08,79.05,79.625,79.0,79.05,78.2885471084491,45418,0.0,1.0
2018-01-05,78.95,79.35,78.45,79.1,78.3380654810667,34528,0.0,1.0
2018-01-04,78.45,79.05,78.05,78.75,77.9914368727434,55053,0.0,1.0
2018-01-03,79.4,80.1,78.15,78.45,77.6943266370377,59947,0.0,1.0
2018-01-02,78.3,79.9,77.4,79.45,78.68469408939,65146,0.0,1.0
2017-12-29,78.15,78.25,77.25,77.4,76.6544408120678,46990,0.0,1.0
2017-12-28,79.2,79.2,78.0,78.25,77.4962531465672,19324,0.0,1.0
2017-12-27,79.9,80.35,78.85,79.25,78.4866205989195,24552,0.0,1.0
2017-12-26,79.9,80.8,79.6,79.95,79.1798778155661,62918,0.0,1.0
2017-12-22,79.7,80.575,78.8,80.1,79.328432933419,66440,0.0,1.0
2017-12-21,80.15,80.7,79.175,79.85,79.0808410703309,83021,0.43,1.0
2017-12-20,80.2,81.2,79.1,80.3,79.1005423262029,46910,0.0,1.0
2017-12-19,80.9,81.7,80.15,80.35,79.149795465883,77131,0.0,1.0
2017-12-18,80.15,81.2,79.8,80.9,79.6915800023638,76167,0.0,1.0
2017-12-15,79.0,80.5,78.8,79.4,78.2139858119615,125975,0.0,1.0
2017-12-14,81.45,81.45,78.95,79.35,78.1647326722814,116142,0.0,1.0
2017-12-13,80.75,81.9,80.6,81.0,79.790086281724,125429,0.0,1.0
2017-12-12,81.05,81.7,80.075,80.5,79.2975548849232,225890,0.0,1.0
2017-12-11,83.1,84.25,80.65,80.95,79.7408331420439,210559,0.0,1.0
2017-12-08,83.55,84.05,82.45,82.8,81.5631993102067,99957,0.0,1.0
2017-12-07,83.75,84.8,82.2,82.9,81.6617055895669,91341,0.0,1.0
2017-12-06,82.45,83.95,82.45,83.45,82.2034901260477,74666,0.0,1.0
2017-12-05,81.85,83.15,80.55,82.55,81.3169336118063,151735,0.0,1.0
2017-12-04,84.55,85.2,81.55,81.8,80.5781365166052,115504,0.0,1.0
2017-12-01,85.15,85.2,81.9,84.4,83.1392997799692,107296,0.0,1.0
2017-11-30,85.0,85.8,83.5,85.3,84.0258562942106,116803,0.0,1.0
2017-11-29,82.2,87.1,82.2,85.05,83.7795905958102,265468,0.0,1.0
2017-11-28,82.4,83.05,81.35,82.15,80.9229084943657,144923,0.0,1.0
2017-11-27,82.7,83.35,81.55,81.85,80.6273896562853,114774,0.0,1.0
2017-11-24,82.05,82.95,80.225,82.9,81.6617055895669,17018,0.0,1.0
2017-11-22,82.3,82.75,81.45,82.1,80.8736553546857,27093,0.0,1.0
2017-11-21,81.75,83.35,81.6,82.3,81.070667913406,55826,0.0,1.0
2017-11-20,81.35,81.6,80.2,81.6,80.3811239578849,76667,0.0,1.0
2017-11-17,82.5,82.5,80.3,81.35,80.1348582594845,90292,0.0,1.0
2017-11-16,82.8,84.1,82.0,82.75,81.5139461705267,110407,0.0,1.0
2017-11-15,82.1,83.0,81.6,82.75,81.5139461705267,139414,0.0,1.0
2017-11-14,82.15,82.6,80.85,82.2,80.9721616340458,160219,0.0,1.0
2017-11-13,85.1,85.6,81.9,81.9,80.6766427959654,131330,0.0,1.0
2017-11-10,82.6,86.1,82.6,85.2,83.9273500148504,246563,0.0,1.0
2017-11-09,82.85,83.8,81.95,82.6,81.3661867514864,159753,0.0,1.0
2017-11-08,82.85,84.1,82.3,82.925,81.6863321594069,296162,0.0,1.0
2017-11-07,83.15,84.05,80.8,83.15,81.9079712879673,137728,0.0,1.0
2017-11-06,82.05,84.3,81.55,83.25,82.0064775673274,149153,0.0,1.0
2017-11-03,82.2,82.65,80.25,81.9,80.6766427959654,332122,0.0,1.0
2017-11-02,82.25,83.45,81.0,82.3,81.070667913406,185657,0.0,1.0
2017-11-01,81.6,83.45,80.3,82.95,81.710958729247,216294,0.0,1.0
2017-10-31,85.45,85.9,79.8,81.45,80.2333645388447,432149,0.0,1.0
2017-10-30,80.45,86.95,80.45,85.45,84.1736157132508,858332,0.0,1.0
2017-10-27,65.65,66.45,65.15,65.5,64.5216129809003,147099,0.0,1.0
2017-10-26,66.45,66.5,65.4,65.5,64.5216129809003,80147,0.0,1.0
2017-10-25,67.35,67.95,66.05,66.15,65.1619037967413,97259,0.0,1.0
2017-10-24,67.65,68.65,67.3,67.4,66.3932322887432,52781,0.0,1.0
2017-10-23,68.2,68.65,67.4,67.55,66.5409917077834,34123,0.0,1.0
2017-10-20,69.25,69.25,67.7,68.25,67.2305356633045,33095,0.0,1.0
2017-10-19,68.8,69.2,67.55,68.65,67.6245607807451,30453,0.0,1.0
2017-10-18,68.3,69.1,67.7,68.65,67.6245607807451,35631,0.0,1.0
2017-10-17,69.2,69.5,67.7,68.0,66.9842699649041,44440,0.0,1.0
2017-10-16,68.75,69.8,68.65,69.4,68.3633578759462,27707,0.0,1.0
2017-10-13,67.75,69.25,67.75,68.7,67.6738139204252,40597,0.0,1.0
2017-10-12,68.4,68.8,67.35,67.45,66.4424854284232,47376,0.0,1.0
2017-10-11,69.1,69.4,68.45,68.75,67.7230670601052,58350,0.0,1.0
2017-10-10,69.0,69.7,68.2,69.05,68.0185858981857,56331,0.0,1.0
2017-10-09,70.1,70.25,68.7,68.9,67.8708264791455,53727,0.0,1.0
2017-10-06,69.85,70.8,69.4,70.1,69.0529018314673,85312,0.0,1.0
2017-10-05,70.2,71.25,69.85,70.05,69.0036486917872,30149,0.0,1.0
2017-10-04,71.25,71.75,69.8,69.85,68.8066361330669,41694,0.0,1.0
2017-10-03,71.85,71.85,70.85,71.3,70.2349771837891,40005,0.0,1.0
2017-10-02,70.15,71.75,70.15,71.65,70.5797491615497,36929,0.0,1.0
2017-09-29,70.5,71.475,69.8,70.15,69.1021549711474,42527,0.0,1.0
2017-09-28,70.2,70.9,70.1,70.65,69.5946863679481,23592,0.0,1.0
2017-09-27,68.8,71.6,68.05,70.75,69.6931926473083,60304,0.0,1.0
2017-09-26,67.55,68.95,67.2,68.65,67.6245607807451,32522,0.0,1.0
2017-09-25,67.45,67.7,66.875,67.55,66.5409917077834,30585,0.0,1.0
2017-09-22,67.0,68.15,67.0,67.35,66.3439791490631,23639,0.0,1.0
2017-09-21,67.95,68.05,66.85,66.95,65.9499540316225,28731,0.0,1.0
2017-09-20,67.15,68.35,67.15,68.0,66.9842699649041,38330,0.0,1.0
2017-09-19,68.15,68.15,66.3,67.4,66.3932322887432,51035,0.0,1.0
2017-09-18,67.7,68.7,67.7,68.3,67.2797888029845,36834,0.0,1.0
2017-09-15,67.95,68.45,67.65,68.2,67.1812825236244,75277,0.0,1.0
2017-09-14,67.8,68.15,67.275,67.9,66.8857636855439,35663,0.0,1.0
2017-09-13,67.3,68.375,67.05,67.8,66.7872574061838,57313,0.0,1.0
2017-09-12,66.2,67.4,66.0,67.35,66.3439791490631,58589,0.0,1.0
2017-09-11,66.2,67.5,65.8,65.95,64.964891238021,62432,0.0,1.0
2017-09-08,66.4,68.725,65.65,65.9,64.9156380983409,30740,0.0,1.0
2017-09-07,66.05,66.45,65.4,66.35,65.3589163554615,38926,0.0,1.0
2017-09-06,66.65,67.2,65.7,66.25,65.2604100761014,38937,0.0,1.0
2017-09-05,66.9,67.45,65.95,66.45,65.4574226348217,39924,0.0,1.0
2017-09-01,66.55,67.4,66.5,66.85,65.8514477522623,25704,0.0,1.0
2017-08-31,66.55,67.8,66.5,67.35,66.3439791490631,34349,0.0,1.0
2017-08-30,67.0,67.0,66.0,66.15,65.1619037967413,50862,0.0,1.0
2017-08-29,66.4,67.05,66.3,66.75,65.7529414729022,45277,0.0,1.0
2017-08-28,66.15,66.9,65.825,66.55,65.5559289141819,58082,0.0,1.0
2017-08-25,65.95,66.6,65.9,66.4,65.4081694951416,36879,0.0,1.0
2017-08-24,66.35,67.1,65.7,65.8,64.8171318189807,38050,0.0,1.0
2017-08-23,66.85,67.15,66.55,66.6,65.6051820538619,37788,0.41,1.0
2017-08-22,66.9,68.25,66.9,67.85,66.4275720393155,38306,0.0,1.0
2017-08-21,67.0,67.35,66.175,67.15,65.7422470514376,44478,0.0,1.0
2017-08-18,66.1,67.9,65.4,67.0,65.5953916968923,49535,0.0,1.0
2017-08-17,67.05,68.35,66.4,66.4,65.0079702787112,42618,0.0,1.0
2017-08-16,67.45,68.45,67.05,67.35,65.9380541908313,57293,0.0,1.0
2017-08-15,67.7,67.825,67.15,67.45,66.0359577605281,48669,0.0,1.0
2017-08-14,67.5,69.025,67.25,67.65,66.2317648999218,49906,0.0,1.0
2017-08-11,67.15,68.225,66.6,66.95,65.5464399120438,40370,0.0,1.0
2017-08-10,67.2,67.7,66.95,66.95,65.5464399120438,36243,0.0,1.0
2017-08-09,67.9,68.35,67.1,67.7,66.2807166847703,52279,0.0,1.0
2017-08-08,69.3,70.05,67.7362,68.4,66.9660416726482,52068,0.0,1.0
2017-08-07,69.6,70.4,68.85,69.1,67.6513666605262,44539,0.0,1.0
2017-08-04,68.4,69.8,68.4,69.65,68.1898362938589,49815,0.0,1.0
2017-08-03,67.55,68.75,67.55,68.1,66.6723309635577,63795,0.0,1.0
2017-08-02,67.95,69.1,67.125,67.45,66.0359577605281,72936,0.0,1.0
2017-08-01,69.05,69.375,67.0,67.6,66.1828131150734,139798,0.0,1.0
2017-07-31,70.35,70.35,68.5,68.7,67.2597523817388,62911,0.0,1.0
2017-07-28,69.85,70.7,69.475,70.1,68.6304023574947,102190,0.0,1.0
2017-07-27,74.05,74.05,69.675,70.15,68.6793541423432,164669,0.0,1.0
2017-07-26,80.25,80.25,72.75,73.95,72.3996897908236,242904,0.0,1.0
2017-07-25,85.0,85.0,78.0,80.8,79.1060843150581,224639,0.0,1.0
2017-07-24,87.9,88.7,86.25,88.05,86.2040931180801,55209,0.0,1.0
2017-07-21,88.55,89.2,87.7,87.95,86.1061895483832,36837,0.0,1.0
2017-07-20,88.15,88.45,86.65,88.05,86.2040931180801,30536,0.0,1.0
2017-07-19,88.55,89.025,87.45,88.4,86.5467556120191,48849,0.0,1.0
2017-07-18,87.1,88.95,86.6,88.6,86.7425627514127,58378,0.0,1.0
2017-07-17,86.1,88.15,85.325,87.15,85.3229609908084,69825,0.0,1.0
2017-07-14,86.0,87.0,85.85,86.5,84.6865877877788,51926,0.0,1.0
2017-07-13,85.65,87.1,84.85,86.45,84.6376360029304,64828,0.0,1.0
2017-07-12,85.5,87.65,84.85,85.7,83.903359230204,52791,0.0,1.0
2017-07-11,83.7,85.3,80.825,85.1,83.3159378120229,59616,0.0,1.0
2017-07-10,85.0,85.3,81.55,83.5,81.7494806968732,33645,0.0,1.0
2017-07-07,84.2,85.3,83.75,85.05,83.2669860271744,35922,0.0,1.0
2017-07-06,84.8,84.95,83.15,83.7,81.9452878362669,42360,0.0,1.0
2017-07-05,86.05,86.15,84.3,84.9,83.1201306726292,33138,0.0,1.0
2017-07-03,85.75,86.45,85.5,86.1,84.2949735089914,18654,0.0,1.0
2017-06-30,85.55,86.15,84.9,85.6,83.8054556605071,35086,0.0,1.0
2017-06-29,87.0,87.175,85.15,85.45,83.6586003059619,54565,0.0,1.0
2017-06-28,86.0,87.425,85.3,86.95,85.1271538514147,35924,0.0,1.0
2017-06-27,85.85,86.05,85.0,85.4,83.6096485211134,32510,0.0,1.0
2017-06-26,86.4,86.5,85.625,85.85,84.0502145847493,31265,0.0,1.0
2017-06-23,86.5,87.31,85.85,85.9,84.0991663695977,54918,0.0,1.0
2017-06-22,86.25,87.1,85.55,86.5,84.6865877877788,26244,0.0,1.0
2017-06-21,86.9,87.2,86.1,86.2,84.3928770786883,30317,0.0,1.0
2017-06-20,88.3,88.7,86.55,86.85,85.0292502817178,30519,0.0,1.0
2017-06-19,90.3,90.4,87.75,88.05,86.2040931180801,61401,0.0,1.0
2017-06-16,87.25,90.15,86.6,89.75,87.8684538029266,132232,0.0,1.0
2017-06-15,87.35,88.45,86.9,87.75,85.9103824089895,49335,0.0,1.0
2017-06-14,87.6,88.85,87.4,88.25,86.3999002574738,54236,0.0,1.0
2017-06-13,88.45,88.7,87.2,87.55,85.7145752695958,34159,0.0,1.0
2017-06-12,87.45,89.55,86.8,88.25,86.3999002574738,35477,0.0,1.0
2017-06-09,86.45,88.0,84.95,87.5,85.6656234847474,64143,0.0,1.0
2017-06-08,87.1,87.35,85.55,86.3,84.4907806483851,33764,0.0,1.0
2017-06-07,86.65,87.0,85.65,86.5,84.6865877877788,32493,0.0,1.0
2017-06-06,86.3,87.2,84.7,86.5,84.6865877877788,49645,0.0,1.0
2017-06-05,88.25,88.25,86.45,86.75,84.931346712021,36979,0.0,1.0
2017-06-02,88.1,90.55,87.9,88.3,86.4488520423222,41876,0.0,1.0
2017-06-01,86.65,88.25,86.1,88.075,86.2285690105043,45104,0.0,1.0
2017-05-31,86.75,86.75,86.0,86.55,84.7355395726272,39890,0.0,1.0
2017-05-30,87.8,88.45,85.95,86.3,84.4907806483851,56840,0.0,1.0
2017-05-26,86.9,88.3,84.9,87.9,86.0572377635348,51206,0.0,1.0
2017-05-25,87.35,88.0,86.05,87.1,85.2740092059599,47276,0.0,1.0
2017-05-24,87.95,88.4,86.45,87.15,85.3229609908084,46820,0.0,1.0
2017-05-23,87.0,88.0,86.0,87.75,85.9103824089895,52987,0.0,1.0
2017-05-22,87.9,88.05,83.65,86.8,84.9802984968694,53333,0.41,1.0
2017-05-19,87.65,89.45,87.25,88.1,85.8475438318334,91397,0.0,1.0
2017-05-18,88.65,89.2,86.725,87.45,85.2141624074215,68829,0.0,1.0
2017-05-17,90.95,92.0,88.9,89.05,86.7732551444355,92933,0.0,1.0
2017-05-16,94.05,94.5,91.65,92.45,90.0863272105903,79767,0.0,1.0
2017-05-15,94.35,94.925,93.45,93.7,91.3043684113824,52418,0.0,1.0
2017-05-12,95.75,96.4,94.05,94.25,91.840306539731,49222,0.0,1.0
2017-05-11,95.35,96.95,94.65,96.1,93.6430075169034,51561,0.0,1.0
2017-05-10,95.3,96.1,94.5,95.95,93.4968425728084,39939,0.0,1.0
2017-05-09,94.1,96.4,94.1,95.35,92.9121827964281,84382,0.0,1.0
2017-05-08,94.3,95.1,93.65,94.45,92.0351931318578,57243,0.0,1.0
2017-05-05,94.2,94.525,92.55,94.4,91.9864714838261,60718,0.0,1.0
2017-05-04,95.2,95.3,93.4,94.05,91.6454199476043,54145,0.0,1.0
2017-05-03,94.65,95.25,93.25,94.95,92.5224096121746,66006,0.0,1.0
2017-05-02,95.55,96.24,94.65,94.9,92.4736879641429,58858,0.0,1.0
2017-05-01,95.65,95.95,94.35,95.5,93.0583477405232,76776,0.0,1.0
2017-04-28,96.25,97.5087,94.8,95.3,92.8634611483964,81623,0.0,1.0
2017-04-27,96.2,97.25,95.65,96.05,93.5942858688718,129498,0.0,1.0
2017-04-26,97.55,97.55,95.9,97.0,94.5199971814738,119606,0.0,1.0
2017-04-25,88.1,99.25,82.21,98.05,95.5431517901392,266412,0.0,1.0
2017-04-24,90.6,92.25,89.75,91.75,89.4042241381466,139597,0.0,1.0
2017-04-21,89.1,89.65,88.45,89.35,87.0655850326256,48481,0.0,1.0
2017-04-20,88.4,89.6,88.2,89.35,87.0655850326256,44562,0.0,1.0
2017-04-19,87.0,88.1,87.0,87.8,85.5552139436433,40363,0.0,1.0
2017-04-18,86.0,86.8,85.75,86.75,84.5320593349779,30887,0.0,1.0
2017-04-17,85.35,86.5,85.35,86.25,84.044842854661,41046,0.0,1.0
2017-04-13,85.55,86.3461,84.6,84.85,82.6806367097737,30180,0.0,1.0
2017-04-12,86.7,86.7,85.3,85.5,83.3140181341857,38057,0.0,1.0
2017-04-11,84.75,86.4,84.05,86.2,83.9961212066293,38976,0.0,1.0
2017-04-10,84.65,85.55,83.5,84.5,82.3395851735519,44324,0.0,1.0
2017-04-07,83.85,85.0,83.85,84.75,82.5831934137104,89090,0.0,1.0
2017-04-06,83.4,84.5,83.05,84.05,81.9010903412667,53916,0.0,1.0
2017-04-05,85.0,85.6,82.75,83.325,81.1946264448073,92972,0.0,1.0
