,SRCL_Open,SRCL_High,SRCL_Low,SRCL_Close,SRCL_Adj Close,SRCL_Volume,SRCL_Dividend Amount,SRCL_Split Coefficient
2024-07-02,58.0,58.065,57.48,57.95,57.95,1451649,0.0,1.0
2024-07-01,58.02,58.179,57.525,58.08,58.08,1309894,0.0,1.0
2024-06-28,57.72,58.28,57.68,58.13,58.13,1369515,0.0,1.0
2024-06-27,57.42,57.87,57.34,57.855,57.855,966909,0.0,1.0
2024-06-26,57.61,57.7,57.2,57.45,57.45,1820203,0.0,1.0
2024-06-25,57.6,57.74,57.55,57.66,57.66,1089753,0.0,1.0
2024-06-24,57.68,57.81,57.52,57.52,57.52,1675231,0.0,1.0
2024-06-21,57.94,57.99,57.52,57.56,57.56,2909164,0.0,1.0
2024-06-20,58.31,58.5,57.75,57.75,57.75,3041088,0.0,1.0
2024-06-18,58.5,58.525,58.261,58.44,58.44,1014502,0.0,1.0
2024-06-17,58.15,58.65,58.09,58.63,58.63,1536807,0.0,1.0
2024-06-14,57.77,58.35,57.77,58.16,58.16,1834811,0.0,1.0
2024-06-13,58.41,58.43,57.87,57.97,57.97,2477434,0.0,1.0
2024-06-12,58.89,58.9,58.295,58.38,58.38,3134509,0.0,1.0
2024-06-11,59.03,59.16,58.7,58.77,58.77,3415759,0.0,1.0
2024-06-10,58.96,59.03,58.885,59.01,59.01,2810335,0.0,1.0
2024-06-07,59.08,59.15,58.915,58.97,58.97,2751223,0.0,1.0
2024-06-06,59.2,59.32,58.98,59.11,59.11,4954289,0.0,1.0
2024-06-05,59.15,59.41,59.1,59.2,59.2,4935327,0.0,1.0
2024-06-04,59.05,59.25,59.02,59.11,59.11,6666387,0.0,1.0
2024-06-03,59.16,59.45,58.87,59.05,59.05,21864915,0.0,1.0
2024-05-31,49.32,51.57,49.19,51.54,51.54,859028,0.0,1.0
2024-05-30,49.74,50.3,48.8759,49.3,49.3,699360,0.0,1.0
2024-05-29,49.24,49.86,48.4744,49.5,49.5,830759,0.0,1.0
2024-05-28,50.98,51.21,48.93,49.46,49.46,1788072,0.0,1.0
2024-05-24,44.98,54.33,44.52,51.65,51.65,1616373,0.0,1.0
2024-05-23,44.91,45.06,44.61,44.75,44.75,292517,0.0,1.0
2024-05-22,45.3,45.4971,44.66,44.93,44.93,327031,0.0,1.0
2024-05-21,45.47,46.13,45.2,45.4,45.4,459030,0.0,1.0
2024-05-20,46.35,46.67,45.23,45.48,45.48,858303,0.0,1.0
2024-05-17,46.73,46.935,46.48,46.53,46.53,290799,0.0,1.0
2024-05-16,46.42,46.8,45.86,46.75,46.75,253077,0.0,1.0
2024-05-15,46.8,46.82,46.35,46.54,46.54,204817,0.0,1.0
2024-05-14,47.01,47.11,46.445,46.56,46.56,269207,0.0,1.0
2024-05-13,47.15,47.46,46.42,46.47,46.47,217943,0.0,1.0
2024-05-10,46.91,47.13,46.62,46.94,46.94,288265,0.0,1.0
2024-05-09,47.17,47.7828,46.67,46.91,46.91,309453,0.0,1.0
2024-05-08,47.21,47.5875,46.81,47.07,47.07,373535,0.0,1.0
2024-05-07,47.85,48.0523,47.2422,47.32,47.32,440405,0.0,1.0
2024-05-06,46.73,47.42,46.64,47.38,47.38,444042,0.0,1.0
2024-05-03,45.16,46.43,45.16,46.18,46.18,423599,0.0,1.0
2024-05-02,44.65,45.14,43.99,44.8,44.8,447424,0.0,1.0
2024-05-01,44.69,45.42,44.18,44.3,44.3,700875,0.0,1.0
2024-04-30,45.4,45.86,44.71,44.73,44.73,586124,0.0,1.0
2024-04-29,46.3,46.74,45.311,45.42,45.42,773317,0.0,1.0
2024-04-26,46.75,46.8217,45.78,46.31,46.31,802028,0.0,1.0
2024-04-25,47.91,49.05,46.3,46.51,46.51,1151678,0.0,1.0
2024-04-24,50.48,50.915,49.72,49.87,49.87,656388,0.0,1.0
2024-04-23,50.85,51.545,50.24,50.33,50.33,528942,0.0,1.0
2024-04-22,50.18,51.17,49.9,50.94,50.94,514819,0.0,1.0
2024-04-19,48.81,49.91,48.81,49.91,49.91,444564,0.0,1.0
2024-04-18,48.79,49.31,48.47,48.87,48.87,345762,0.0,1.0
2024-04-17,49.24,49.24,48.365,48.7,48.7,419609,0.0,1.0
2024-04-16,49.25,49.44,48.61,48.92,48.92,447423,0.0,1.0
2024-04-15,49.51,49.7699,48.97,49.3,49.3,366278,0.0,1.0
2024-04-12,49.68,49.81,49.07,49.26,49.26,277614,0.0,1.0
2024-04-11,50.46,50.46,49.77,49.98,49.98,362350,0.0,1.0
2024-04-10,50.77,50.785,50.12,50.14,50.14,354603,0.0,1.0
2024-04-09,51.76,52.1065,51.3,51.52,51.52,309263,0.0,1.0
2024-04-08,51.96,52.05,51.52,51.71,51.71,346980,0.0,1.0
2024-04-05,51.95,52.465,51.585,51.8,51.8,299042,0.0,1.0
2024-04-04,51.67,52.13,51.2,51.93,51.93,554888,0.0,1.0
2024-04-03,51.11,51.94,51.11,51.17,51.17,268387,0.0,1.0
2024-04-02,51.85,51.85,50.96,51.25,51.25,306639,0.0,1.0
2024-04-01,52.75,52.75,51.905,52.02,52.02,335101,0.0,1.0
2024-03-28,52.94,53.21,52.71,52.75,52.75,315375,0.0,1.0
2024-03-27,53.0,53.24,52.73,53.1,53.1,434960,0.0,1.0
2024-03-26,52.85,53.07,52.54,52.75,52.75,340678,0.0,1.0
2024-03-25,52.74,52.82,51.98,52.74,52.74,701399,0.0,1.0
2024-03-22,52.99,53.4,52.1,52.39,52.39,449589,0.0,1.0
2024-03-21,52.88,53.2475,52.36,52.87,52.87,599631,0.0,1.0
2024-03-20,53.37,53.41,52.56,52.69,52.69,600025,0.0,1.0
2024-03-19,53.2,53.78,53.2,53.34,53.34,392329,0.0,1.0
2024-03-18,52.22,53.39,52.2034,53.21,53.21,500619,0.0,1.0
2024-03-15,51.75,52.74,51.75,52.3,52.3,941236,0.0,1.0
2024-03-14,52.92,52.92,51.51,52.0,52.0,364463,0.0,1.0
2024-03-13,52.5,53.33,52.5,52.96,52.96,707085,0.0,1.0
2024-03-12,52.0,53.0,51.12,52.35,52.35,662612,0.0,1.0
2024-03-11,51.93,52.16,51.03,51.98,51.98,429045,0.0,1.0
2024-03-08,52.65,53.05,52.08,52.2,52.2,538689,0.0,1.0
2024-03-07,53.19,53.255,52.49,52.6,52.6,443947,0.0,1.0
2024-03-06,53.22,53.6899,52.82,52.9,52.9,496013,0.0,1.0
2024-03-05,53.37,53.37,52.48,52.77,52.77,732515,0.0,1.0
2024-03-04,54.04,54.04,53.405,53.52,53.52,554347,0.0,1.0
2024-03-01,54.26,54.315,53.49,53.77,53.77,625459,0.0,1.0
2024-02-29,57.06,57.06,54.21,54.39,54.39,874486,0.0,1.0
2024-02-28,52.56,56.67,52.245,55.65,55.65,1379089,0.0,1.0
2024-02-27,51.19,51.19,49.96,50.62,50.62,795986,0.0,1.0
2024-02-26,50.11,51.25,50.11,50.93,50.93,555833,0.0,1.0
2024-02-23,49.91,50.82,49.635,50.4,50.4,473798,0.0,1.0
2024-02-22,48.64,50.18,48.64,50.08,50.08,575141,0.0,1.0
2024-02-21,48.96,48.98,48.0,48.59,48.59,552373,0.0,1.0
2024-02-20,49.26,49.83,48.76,48.93,48.93,488651,0.0,1.0
2024-02-16,50.16,50.57,49.6,49.69,49.69,282959,0.0,1.0
2024-02-15,49.55,50.82,48.795,50.52,50.52,460574,0.0,1.0
2024-02-14,48.95,49.47,48.42,49.16,49.16,387403,0.0,1.0
2024-02-13,48.32,49.34,48.18,48.46,48.46,402614,0.0,1.0
2024-02-12,48.67,49.29,48.67,49.16,49.16,291808,0.0,1.0
2024-02-09,48.52,48.79,47.935,48.73,48.73,228406,0.0,1.0
2024-02-08,47.99,48.69,47.895,48.3,48.3,258362,0.0,1.0
2024-02-07,48.72,48.735,47.73,47.89,47.89,279004,0.0,1.0
2024-02-06,47.82,48.53,47.34,48.5,48.5,355494,0.0,1.0
2024-02-05,48.16,48.16,47.44,47.67,47.67,286639,0.0,1.0
2024-02-02,48.09,49.06,47.88,48.67,48.67,212550,0.0,1.0
2024-02-01,48.12,48.765,47.67,48.59,48.59,342406,0.0,1.0
2024-01-31,49.33,49.4,47.98,48.0,48.0,304090,0.0,1.0
2024-01-30,49.62,49.82,49.17,49.31,49.31,235625,0.0,1.0
2024-01-29,49.04,49.87,48.5034,49.83,49.83,447337,0.0,1.0
2024-01-26,48.55,49.72,48.52,49.28,49.28,371898,0.0,1.0
2024-01-25,49.1,49.12,48.1,48.23,48.23,316208,0.0,1.0
2024-01-24,49.86,49.95,48.68,48.7,48.7,416970,0.0,1.0
2024-01-23,49.74,49.95,49.35,49.65,49.65,661799,0.0,1.0
2024-01-22,49.07,49.5175,48.87,49.4,49.4,544377,0.0,1.0
2024-01-19,47.8,48.6,47.44,48.53,48.53,406553,0.0,1.0
2024-01-18,47.35,47.86,46.95,47.71,47.71,442018,0.0,1.0
2024-01-17,47.41,47.94,46.92,47.21,47.21,360665,0.0,1.0
2024-01-16,48.0,48.06,47.6,47.87,47.87,450766,0.0,1.0
2024-01-12,49.4,49.95,48.06,48.47,48.47,356424,0.0,1.0
2024-01-11,49.0,49.43,48.5635,48.96,48.96,364191,0.0,1.0
2024-01-10,48.01,49.26,48.01,49.21,49.21,438946,0.0,1.0
2024-01-09,47.55,48.42,47.42,47.95,47.95,261413,0.0,1.0
2024-01-08,47.55,48.16,47.5,48.14,48.14,316704,0.0,1.0
2024-01-05,47.53,48.2,47.06,47.7,47.7,384638,0.0,1.0
2024-01-04,47.88,47.95,47.44,47.75,47.75,366472,0.0,1.0
2024-01-03,48.36,48.7,47.8,47.94,47.94,609365,0.0,1.0
2024-01-02,49.39,49.67,49.13,49.18,49.18,370498,0.0,1.0
2023-12-29,49.67,49.97,49.45,49.56,49.56,239720,0.0,1.0
2023-12-28,49.61,49.9434,49.5301,49.8,49.8,258636,0.0,1.0
2023-12-27,50.3,50.7675,49.35,49.85,49.85,335801,0.0,1.0
2023-12-26,50.5,50.675,50.2,50.32,50.32,259749,0.0,1.0
2023-12-22,50.4,50.77,50.155,50.45,50.45,321155,0.0,1.0
2023-12-21,49.81,51.06,49.235,50.28,50.28,353928,0.0,1.0
2023-12-20,49.75,51.0,48.7975,49.66,49.66,556215,0.0,1.0
2023-12-19,49.63,50.06,49.25,49.83,49.83,451292,0.0,1.0
2023-12-18,49.97,49.97,48.72,49.53,49.53,394111,0.0,1.0
2023-12-15,50.11,50.705,49.52,49.9,49.9,1081683,0.0,1.0
2023-12-14,49.29,50.68,49.1,50.11,50.11,752121,0.0,1.0
2023-12-13,47.58,48.78,47.1,48.75,48.75,652245,0.0,1.0
2023-12-12,49.59,49.59,47.52,47.7,47.7,729514,0.0,1.0
2023-12-11,48.5,49.65,48.5,49.26,49.26,519880,0.0,1.0
2023-12-08,47.52,48.72,47.4,48.45,48.45,568787,0.0,1.0
2023-12-07,49.46,49.62,48.86,49.09,49.09,478649,0.0,1.0
2023-12-06,48.66,49.3,48.46,49.18,49.18,426851,0.0,1.0
2023-12-05,48.8,48.975,48.01,48.55,48.55,460836,0.0,1.0
2023-12-04,48.1,49.06,48.095,48.99,48.99,565017,0.0,1.0
2023-12-01,46.9,48.27,46.57,48.14,48.14,517950,0.0,1.0
2023-11-30,45.63,47.02,45.51,46.97,46.97,542305,0.0,1.0
2023-11-29,46.04,46.1,45.45,45.61,45.61,588954,0.0,1.0
2023-11-28,45.86,46.176,45.49,45.77,45.77,673460,0.0,1.0
2023-11-27,45.17,46.08,45.04,46.03,46.03,436415,0.0,1.0
2023-11-24,45.18,45.41,44.87,45.39,45.39,121771,0.0,1.0
2023-11-22,44.78,45.35,44.52,45.32,45.32,242785,0.0,1.0
2023-11-21,44.85,45.075,44.5,44.51,44.51,236178,0.0,1.0
2023-11-20,45.06,45.12,44.685,45.1,45.1,392764,0.0,1.0
2023-11-17,45.17,45.23,44.62,45.01,45.01,312169,0.0,1.0
2023-11-16,45.03,45.2,44.3003,44.72,44.72,414385,0.0,1.0
2023-11-15,44.27,45.11,44.27,45.11,45.11,398790,0.0,1.0
2023-11-14,43.74,44.625,42.26,44.43,44.43,237797,0.0,1.0
2023-11-13,42.82,43.28,41.9793,42.52,42.52,503650,0.0,1.0
2023-11-10,42.0,43.05,41.4167,43.04,43.04,409147,0.0,1.0
2023-11-09,41.78,42.28,41.54,41.91,41.91,325238,0.0,1.0
2023-11-08,41.13,41.55,40.7621,41.45,41.45,339212,0.0,1.0
2023-11-07,41.06,41.3651,40.54,41.01,41.01,393296,0.0,1.0
2023-11-06,42.14,42.14,40.47,41.08,41.08,587069,0.0,1.0
2023-11-03,42.2,43.09,41.93,42.23,42.23,664007,0.0,1.0
2023-11-02,39.9,41.68,37.78,41.54,41.54,1028096,0.0,1.0
2023-11-01,41.14,41.27,40.52,41.03,41.03,709424,0.0,1.0
2023-10-31,39.48,41.48,39.32,41.24,41.24,951709,0.0,1.0
2023-10-30,39.74,39.81,39.06,39.31,39.31,737239,0.0,1.0
2023-10-27,40.37,40.37,39.11,39.18,39.18,393256,0.0,1.0
2023-10-26,40.46,40.46,39.81,40.37,40.37,552836,0.0,1.0
2023-10-25,40.24,40.68,39.83,40.33,40.33,435561,0.0,1.0
2023-10-24,40.81,41.1485,40.4,40.47,40.47,246471,0.0,1.0
2023-10-23,40.45,41.115,40.41,40.58,40.58,432687,0.0,1.0
2023-10-20,41.34,41.34,40.49,40.7,40.7,298383,0.0,1.0
2023-10-19,42.15,42.65,41.15,41.4,41.4,531581,0.0,1.0
2023-10-18,43.21,43.21,42.2601,42.38,42.38,457032,0.0,1.0
2023-10-17,42.63,43.965,42.63,43.61,43.61,440743,0.0,1.0
2023-10-16,42.03,43.12,41.92,42.83,42.83,269605,0.0,1.0
2023-10-13,42.55,42.975,41.25,41.7,41.7,369104,0.0,1.0
2023-10-12,43.93,44.0,42.355,42.38,42.38,587659,0.0,1.0
2023-10-11,43.64,44.06,43.38,43.79,43.79,288433,0.0,1.0
2023-10-10,43.04,43.83,42.45,43.69,43.69,497887,0.0,1.0
2023-10-09,42.02,43.11,41.885,42.88,42.88,513524,0.0,1.0
2023-10-06,42.08,42.805,41.82,42.37,42.37,579668,0.0,1.0
2023-10-05,41.99,42.418,41.57,42.34,42.34,510391,0.0,1.0
2023-10-04,41.92,42.63,41.12,42.1,42.1,621418,0.0,1.0
2023-10-03,43.13,43.4,41.78,42.0,42.0,999747,0.0,1.0
2023-10-02,44.7,44.7,42.8175,43.56,43.56,676818,0.0,1.0
2023-09-29,45.31,45.59,44.28,44.71,44.71,490874,0.0,1.0
2023-09-28,46.43,46.43,44.7,45.23,45.23,823598,0.0,1.0
2023-09-27,45.55,47.2,45.55,46.5,46.5,1032833,0.0,1.0
2023-09-26,45.31,46.43,44.62,45.03,45.03,1767971,0.0,1.0
2023-09-25,44.44,46.35,44.4,45.92,45.92,1023867,0.0,1.0
2023-09-22,44.88,45.24,44.59,44.71,44.71,329103,0.0,1.0
2023-09-21,45.51,45.94,44.67,44.93,44.93,1061181,0.0,1.0
2023-09-20,45.56,46.8,45.46,45.62,45.62,372604,0.0,1.0
2023-09-19,45.14,45.59,44.65,45.28,45.28,1106681,0.0,1.0
2023-09-18,44.84,45.53,44.3804,45.04,45.04,296232,0.0,1.0
2023-09-15,45.11,45.6,44.605,44.73,44.73,867706,0.0,1.0
2023-09-14,46.33,46.435,45.13,45.28,45.28,380954,0.0,1.0
2023-09-13,44.91,46.18,44.655,46.12,46.12,710478,0.0,1.0
2023-09-12,44.56,45.11,43.75,44.9,44.9,336025,0.0,1.0
2023-09-11,44.49,44.71,44.265,44.49,44.49,436296,0.0,1.0
2023-09-08,44.03,44.61,43.5,44.4,44.4,378208,0.0,1.0
2023-09-07,45.05,45.05,43.75,43.98,43.98,635050,0.0,1.0
2023-09-06,44.44,45.17,44.148,45.1,45.1,513642,0.0,1.0
2023-09-05,44.27,44.35,43.055,44.29,44.29,599459,0.0,1.0
2023-09-01,44.5,44.945,44.43,44.47,44.47,428334,0.0,1.0
2023-08-31,44.11,44.27,43.88,44.21,44.21,279899,0.0,1.0
2023-08-30,43.9,44.138,43.42,44.06,44.06,257146,0.0,1.0
2023-08-29,43.71,43.93,43.4,43.9,43.9,268857,0.0,1.0
2023-08-28,43.33,43.82,43.11,43.52,43.52,243335,0.0,1.0
2023-08-25,43.29,43.5212,42.76,43.1,43.1,215616,0.0,1.0
2023-08-24,43.21,43.8795,43.17,43.21,43.21,189346,0.0,1.0
2023-08-23,43.29,43.605,43.133,43.42,43.42,298950,0.0,1.0
2023-08-22,43.46,43.81,42.87,43.21,43.21,296080,0.0,1.0
2023-08-21,43.84,44.24,43.15,43.46,43.46,371165,0.0,1.0
2023-08-18,43.46,43.93,43.17,43.83,43.83,375103,0.0,1.0
2023-08-17,45.0,45.24,43.52,43.58,43.58,254677,0.0,1.0
2023-08-16,45.12,45.65,44.93,44.94,44.94,329900,0.0,1.0
2023-08-15,45.89,46.03,45.25,45.29,45.29,391375,0.0,1.0
2023-08-14,45.12,46.47,45.12,46.36,46.36,487353,0.0,1.0
2023-08-11,44.79,45.41,44.63,45.38,45.38,472248,0.0,1.0
2023-08-10,44.76,45.26,44.525,44.86,44.86,484155,0.0,1.0
2023-08-09,43.8,45.13,43.61,44.65,44.65,707487,0.0,1.0
2023-08-08,42.82,44.005,42.465,43.77,43.77,607849,0.0,1.0
2023-08-07,42.07,43.56,41.89,43.34,43.34,503791,0.0,1.0
2023-08-04,42.08,42.5619,41.795,42.07,42.07,382298,0.0,1.0
2023-08-03,42.66,42.87,42.02,42.08,42.08,456226,0.0,1.0
2023-08-02,41.9,42.89,41.9,42.78,42.78,321485,0.0,1.0
2023-08-01,42.49,42.655,41.77,42.48,42.48,427214,0.0,1.0
2023-07-31,43.04,43.065,42.02,42.49,42.49,491105,0.0,1.0
2023-07-28,41.41,43.005,41.3,42.8,42.8,852803,0.0,1.0
2023-07-27,44.0,44.73,41.2601,41.42,41.42,1269779,0.0,1.0
2023-07-26,46.5,46.85,45.79,45.94,45.94,783230,0.0,1.0
2023-07-25,46.59,46.77,46.21,46.65,46.65,394314,0.0,1.0
2023-07-24,46.74,46.9375,46.485,46.59,46.59,363931,0.0,1.0
2023-07-21,46.0,46.78,45.805,46.66,46.66,443836,0.0,1.0
2023-07-20,45.78,45.935,45.08,45.61,45.61,263926,0.0,1.0
2023-07-19,45.2,45.85,44.87,45.67,45.67,372876,0.0,1.0
2023-07-18,45.17,45.63,44.431,44.94,44.94,237207,0.0,1.0
2023-07-17,45.29,46.35,44.55,45.13,45.13,361812,0.0,1.0
2023-07-14,45.55,45.82,44.58,45.29,45.29,404047,0.0,1.0
2023-07-13,46.71,46.98,45.58,45.64,45.64,382677,0.0,1.0
2023-07-12,46.65,47.14,46.315,46.68,46.68,396556,0.0,1.0
2023-07-11,45.55,46.12,45.4601,46.09,46.09,451679,0.0,1.0
2023-07-10,45.44,46.19,45.27,45.42,45.42,410759,0.0,1.0
2023-07-07,45.31,46.0,44.89,45.59,45.59,510959,0.0,1.0
2023-07-06,45.48,45.5,44.37,45.09,45.09,338781,0.0,1.0
2023-07-05,46.27,46.38,45.54,45.98,45.98,504685,0.0,1.0
2023-07-03,46.29,46.57,46.0816,46.32,46.32,109863,0.0,1.0
2023-06-30,45.64,46.74,45.63,46.44,46.44,446641,0.0,1.0
2023-06-29,45.0,45.545,44.64,45.34,45.34,201941,0.0,1.0
2023-06-28,45.11,45.14,44.44,44.88,44.88,319985,0.0,1.0
2023-06-27,44.35,45.1125,44.01,45.07,45.07,324583,0.0,1.0
2023-06-26,44.03,45.11,43.85,44.34,44.34,534068,0.0,1.0
2023-06-23,44.43,44.71,43.48,43.77,43.77,583249,0.0,1.0
2023-06-22,45.08,45.27,44.79,44.9,44.9,361711,0.0,1.0
2023-06-21,45.35,45.55,45.05,45.06,45.06,295554,0.0,1.0
2023-06-20,46.12,46.12,45.48,45.6,45.6,421943,0.0,1.0
2023-06-16,47.43,47.48,45.51,46.28,46.28,816989,0.0,1.0
2023-06-15,47.01,47.42,46.41,47.13,47.13,482759,0.0,1.0
2023-06-14,45.76,47.28,45.64,47.18,47.18,975750,0.0,1.0
2023-06-13,45.72,46.2,45.2585,45.62,45.62,309160,0.0,1.0
2023-06-12,45.27,45.8,45.05,45.58,45.58,358376,0.0,1.0
2023-06-09,45.02,45.705,44.8,45.27,45.27,515254,0.0,1.0
2023-06-08,45.26,45.67,44.56,45.22,45.22,548025,0.0,1.0
2023-06-07,43.81,44.635,43.8,44.59,44.59,397562,0.0,1.0
2023-06-06,43.28,43.75,43.1601,43.57,43.57,389235,0.0,1.0
2023-06-05,43.52,43.79,42.7,43.35,43.35,408079,0.0,1.0
2023-06-02,43.83,44.81,43.56,43.69,43.69,688521,0.0,1.0
2023-06-01,42.38,43.21,41.88,43.19,43.19,465868,0.0,1.0
2023-05-31,42.83,43.13,42.005,42.15,42.15,332459,0.0,1.0
2023-05-30,43.11,43.42,42.55,42.83,42.83,332155,0.0,1.0
2023-05-26,42.47,43.21,42.265,43.11,43.11,292742,0.0,1.0
2023-05-25,43.15,43.25,41.8,42.49,42.49,335904,0.0,1.0
2023-05-24,43.54,43.54,42.8989,43.35,43.35,320903,0.0,1.0
2023-05-23,43.52,43.85,42.87,43.64,43.64,275823,0.0,1.0
2023-05-22,43.28,43.78,42.87,43.74,43.74,237972,0.0,1.0
2023-05-19,43.52,43.85,42.95,43.1,43.1,262777,0.0,1.0
2023-05-18,43.48,43.705,42.63,43.15,43.15,236212,0.0,1.0
2023-05-17,43.07,43.79,42.91,43.68,43.68,220133,0.0,1.0
2023-05-16,43.55,43.59,42.78,42.81,42.81,217161,0.0,1.0
2023-05-15,43.61,44.19,42.87,43.7,43.7,312174,0.0,1.0
2023-05-12,43.53,43.6981,43.08,43.3,43.3,214906,0.0,1.0
2023-05-11,43.34,43.8,43.22,43.39,43.39,245789,0.0,1.0
2023-05-10,43.8,44.1,43.175,43.53,43.53,332559,0.0,1.0
2023-05-09,43.67,43.68,43.22,43.28,43.28,354913,0.0,1.0
2023-05-08,44.38,44.785,43.77,43.86,43.86,291914,0.0,1.0
2023-05-05,44.07,44.65,43.38,44.37,44.37,304180,0.0,1.0
2023-05-04,43.81,44.82,42.98,43.65,43.65,445781,0.0,1.0
2023-05-03,44.63,44.8,43.81,43.91,43.91,518022,0.0,1.0
2023-05-02,45.37,45.7525,43.75,44.31,44.31,450623,0.0,1.0
2023-05-01,45.64,46.15,45.42,45.55,45.55,363632,0.0,1.0
2023-04-28,46.07,46.505,45.46,45.65,45.65,485315,0.0,1.0
2023-04-27,44.26,46.21,43.65,46.08,46.08,797671,0.0,1.0
2023-04-26,42.53,42.79,42.1,42.23,42.23,588739,0.0,1.0
