,ANIP_Open,ANIP_High,ANIP_Low,ANIP_Close,ANIP_Adj Close,ANIP_Volume,ANIP_Dividend Amount,ANIP_Split Coefficient
2021-04-21,32.89,34.43,32.89,34.18,34.18,33757,0.0,1.0
2021-04-20,33.96,34.91,32.05,33.01,33.01,65672,0.0,1.0
2021-04-19,34.25,34.69,33.42,34.03,34.03,60015,0.0,1.0
2021-04-16,35.13,35.13,33.835,34.18,34.18,29925,0.0,1.0
2021-04-15,33.93,34.98,33.93,34.76,34.76,39357,0.0,1.0
2021-04-14,33.12,34.2,32.63,33.7,33.7,45317,0.0,1.0
2021-04-13,32.17,33.25,31.69,33.03,33.03,49817,0.0,1.0
2021-04-12,32.25,32.455,31.3452,32.39,32.39,52791,0.0,1.0
2021-04-09,32.04,32.32,31.53,31.86,31.86,27487,0.0,1.0
2021-04-08,32.42,32.73,31.38,31.96,31.96,66879,0.0,1.0
2021-04-07,33.61,33.61,32.01,32.13,32.13,86880,0.0,1.0
2021-04-06,33.74,34.1,33.4,33.69,33.69,44169,0.0,1.0
2021-04-05,34.38,34.6,32.74,33.74,33.74,94825,0.0,1.0
2021-04-01,36.14,36.76,33.71,34.03,34.03,74210,0.0,1.0
2021-03-31,33.14,36.39,33.14,36.14,36.14,161016,0.0,1.0
2021-03-30,32.57,33.57,32.3,32.94,32.94,46446,0.0,1.0
2021-03-29,32.47,33.38,32.265,32.66,32.66,62795,0.0,1.0
2021-03-26,32.11,32.8,31.73,32.68,32.68,45411,0.0,1.0
2021-03-25,32.555,32.555,30.952,31.41,31.41,60436,0.0,1.0
2021-03-24,32.33,32.695,31.0,31.07,31.07,94836,0.0,1.0
2021-03-23,33.29,33.745,32.01,32.01,32.01,51884,0.0,1.0
2021-03-22,34.31,35.0,33.35,33.7,33.7,40321,0.0,1.0
2021-03-19,32.96,34.5,32.96,34.33,34.33,128115,0.0,1.0
2021-03-18,33.39,35.14,32.92,33.0,33.0,97870,0.0,1.0
2021-03-17,32.435,33.54,32.435,32.97,32.97,44256,0.0,1.0
2021-03-16,33.04,33.25,32.14,33.0,33.0,41585,0.0,1.0
2021-03-15,32.38,33.2805,32.12,33.01,33.01,52120,0.0,1.0
2021-03-12,32.19,32.48,31.75,32.34,32.34,44001,0.0,1.0
2021-03-11,31.74,32.88,31.63,31.86,31.86,63198,0.0,1.0
2021-03-10,29.68,31.85,29.41,31.58,31.58,63101,0.0,1.0
2021-03-09,30.88,31.11,29.0301,29.96,29.96,63837,0.0,1.0
2021-03-08,29.89,30.56,29.305,30.34,30.34,43701,0.0,1.0
2021-03-05,28.74,29.61,28.0,29.5,29.5,51131,0.0,1.0
2021-03-04,30.42,30.42,28.26,28.4,28.4,52809,0.0,1.0
2021-03-03,29.56,29.81,29.1,29.23,29.23,36251,0.0,1.0
2021-03-02,30.09,30.36,29.34,29.57,29.57,30482,0.0,1.0
2021-03-01,29.76,30.76,29.02,30.05,30.05,43961,0.0,1.0
2021-02-26,29.84,30.16,28.69,29.1,29.1,79281,0.0,1.0
2021-02-25,29.78,30.35,29.05,29.6,29.6,55927,0.0,1.0
2021-02-24,29.42,29.79,28.89,29.78,29.78,73742,0.0,1.0
2021-02-23,30.04,31.1218,28.69,29.13,29.13,58478,0.0,1.0
2021-02-22,30.2,30.74,29.94,30.2,30.2,34143,0.0,1.0
2021-02-19,30.2,30.6999,29.96,30.24,30.24,31932,0.0,1.0
2021-02-18,30.99,31.8,29.65,30.17,30.17,66988,0.0,1.0
2021-02-17,31.6,31.7534,30.12,31.0,31.0,60752,0.0,1.0
2021-02-16,32.27,32.88,31.0,31.68,31.68,46563,0.0,1.0
2021-02-12,31.01,31.64,30.02,31.49,31.49,50734,0.0,1.0
2021-02-11,31.92,32.1,31.1,31.26,31.26,38774,0.0,1.0
2021-02-10,31.85,32.25,31.2929,31.81,31.81,43509,0.0,1.0
2021-02-09,31.37,31.9899,31.21,31.8,31.8,41353,0.0,1.0
2021-02-08,31.31,31.67,31.04,31.38,31.38,34038,0.0,1.0
2021-02-05,31.045,31.045,29.86,30.71,30.71,32737,0.0,1.0
2021-02-04,30.59,30.66,29.84,30.46,30.46,41304,0.0,1.0
2021-02-03,30.95,31.49,29.77,30.36,30.36,41307,0.0,1.0
2021-02-02,30.66,31.245,30.265,30.89,30.89,60610,0.0,1.0
2021-02-01,28.4,30.0,28.15,29.96,29.96,53299,0.0,1.0
2021-01-29,29.9,29.9,27.92,28.54,28.54,72426,0.0,1.0
2021-01-28,31.255,31.255,29.3,29.52,29.52,77594,0.0,1.0
2021-01-27,31.31,31.5,30.38,30.83,30.83,59892,0.0,1.0
2021-01-26,32.42,32.42,31.86,32.06,32.06,32910,0.0,1.0
2021-01-25,32.02,32.82,31.65,32.14,32.14,51776,0.0,1.0
2021-01-22,31.53,32.24,31.2,32.09,32.09,52011,0.0,1.0
2021-01-21,31.6,32.3732,31.5,31.76,31.76,57681,0.0,1.0
2021-01-20,32.27,32.52,31.78,32.12,32.12,57696,0.0,1.0
2021-01-19,32.5,32.9,31.83,32.34,32.34,45572,0.0,1.0
2021-01-15,31.87,32.44,31.5,32.13,32.13,47641,0.0,1.0
2021-01-14,32.05,32.72,31.9326,32.1,32.1,40687,0.0,1.0
2021-01-13,31.1,32.17,31.1,31.81,31.81,48292,0.0,1.0
2021-01-12,31.68,32.29,31.49,31.96,31.96,33152,0.0,1.0
2021-01-11,30.86,32.0692,30.0509,31.58,31.58,35007,0.0,1.0
2021-01-08,31.84,31.9364,29.66,31.31,31.31,77413,0.0,1.0
2021-01-07,31.5,32.15,31.17,31.73,31.73,37457,0.0,1.0
2021-01-06,31.56,32.65,31.16,31.51,31.51,132826,0.0,1.0
2021-01-05,30.34,31.91,30.34,31.34,31.34,81522,0.0,1.0
2021-01-04,28.65,30.34,28.65,30.22,30.22,102886,0.0,1.0
2020-12-31,28.66,29.27,28.0,29.04,29.04,65242,0.0,1.0
2020-12-30,28.1,29.0,28.1,28.64,28.64,73921,0.0,1.0
2020-12-29,28.03,28.55,27.65,28.23,28.23,72306,0.0,1.0
2020-12-28,28.0,28.92,27.874,28.04,28.04,190071,0.0,1.0
2020-12-24,28.35,28.775,27.97,28.0,28.0,90234,0.0,1.0
2020-12-23,29.45,29.45,28.16,28.35,28.35,112576,0.0,1.0
2020-12-22,29.61,29.61,28.9799,29.12,29.12,79344,0.0,1.0
2020-12-21,30.39,30.77,29.0,29.61,29.61,93886,0.0,1.0
2020-12-18,30.475,32.89,30.475,31.17,31.17,294690,0.0,1.0
2020-12-17,31.03,31.7,30.0,31.47,31.47,46129,0.0,1.0
2020-12-16,30.96,31.215,30.08,30.76,30.76,62660,0.0,1.0
2020-12-15,30.15,30.95,29.28,30.93,30.93,70757,0.0,1.0
2020-12-14,30.21,31.05,29.78,29.95,29.95,51359,0.0,1.0
2020-12-11,29.45,30.31,29.14,29.93,29.93,36292,0.0,1.0
2020-12-10,30.37,30.425,29.1503,29.7,29.7,32737,0.0,1.0
2020-12-09,31.33,31.74,30.28,30.57,30.57,81334,0.0,1.0
2020-12-08,29.41,31.485,29.41,31.34,31.34,54865,0.0,1.0
2020-12-07,28.93,29.886,28.875,29.65,29.65,59299,0.0,1.0
2020-12-04,28.24,29.48,28.24,29.33,29.33,38364,0.0,1.0
2020-12-03,28.41,28.63,27.58,28.25,28.25,47058,0.0,1.0
2020-12-02,27.84,28.49,27.46,28.31,28.31,113917,0.0,1.0
2020-12-01,29.68,30.008,27.07,28.2,28.2,110287,0.0,1.0
2020-11-30,29.31,30.23,28.97,29.56,29.56,69868,0.0,1.0
2020-11-27,29.26,29.67,28.775,29.48,29.48,44615,0.0,1.0
2020-11-25,29.07,29.51,28.5,29.26,29.26,28995,0.0,1.0
2020-11-24,28.8,30.11,28.52,29.19,29.19,80149,0.0,1.0
2020-11-23,28.29,28.77,27.792,28.22,28.22,42617,0.0,1.0
2020-11-20,27.58,28.1,27.2367,28.02,28.02,44416,0.0,1.0
2020-11-19,28.01,28.01,27.16,27.86,27.86,34086,0.0,1.0
2020-11-18,28.93,29.1388,28.12,28.15,28.15,46206,0.0,1.0
2020-11-17,28.24,29.5,28.19,28.82,28.82,58490,0.0,1.0
2020-11-16,28.03,28.78,27.9,28.76,28.76,78103,0.0,1.0
2020-11-13,26.76,28.0,26.55,27.8,27.8,77928,0.0,1.0
2020-11-12,27.01,27.01,26.02,26.21,26.21,65624,0.0,1.0
2020-11-11,27.32,27.32,26.25,27.22,27.22,60125,0.0,1.0
2020-11-10,25.25,27.39,25.25,27.18,27.18,132241,0.0,1.0
2020-11-09,25.96,26.36,24.79,25.21,25.21,113518,0.0,1.0
2020-11-06,26.8,27.2192,23.55,23.69,23.69,185735,0.0,1.0
2020-11-05,28.19,29.0,26.0,26.66,26.66,158609,0.0,1.0
2020-11-04,27.87,28.605,27.06,28.17,28.17,87205,0.0,1.0
2020-11-03,27.84,28.4,27.37,28.11,28.11,105481,0.0,1.0
2020-11-02,25.95,27.56,25.8,27.5,27.5,67428,0.0,1.0
2020-10-30,26.07,26.36,25.0,25.49,25.49,52457,0.0,1.0
2020-10-29,27.11,27.11,26.0,26.32,26.32,61592,0.0,1.0
2020-10-28,27.24,27.805,26.62,27.32,27.32,57221,0.0,1.0
2020-10-27,28.47,28.47,27.54,27.79,27.79,70612,0.0,1.0
2020-10-26,28.59,28.66,28.07,28.51,28.51,35156,0.0,1.0
2020-10-23,27.68,29.21,27.68,28.95,28.95,49816,0.0,1.0
2020-10-22,27.48,27.928,26.78,27.72,27.72,54324,0.0,1.0
2020-10-21,27.9,28.01,27.25,27.29,27.29,41876,0.0,1.0
2020-10-20,29.27,29.27,27.61,27.95,27.95,79637,0.0,1.0
2020-10-19,29.6,30.1965,28.895,29.0,29.0,34994,0.0,1.0
2020-10-16,29.14,30.5,29.14,29.79,29.79,45116,0.0,1.0
2020-10-15,28.5,29.42,28.13,29.21,29.21,57019,0.0,1.0
2020-10-14,28.84,29.365,28.84,29.0,29.0,35134,0.0,1.0
2020-10-13,29.59,30.255,28.81,28.99,28.99,39092,0.0,1.0
2020-10-12,30.72,30.72,30.08,30.56,30.56,55193,0.0,1.0
2020-10-09,30.5,31.2299,30.35,30.78,30.78,35350,0.0,1.0
2020-10-08,29.5,30.33,29.5,30.19,30.19,67608,0.0,1.0
2020-10-07,29.11,29.33,28.02,29.14,29.14,85211,0.0,1.0
2020-10-06,29.24,29.64,28.66,29.03,29.03,63610,0.0,1.0
2020-10-05,28.88,29.4,28.77,29.13,29.13,47388,0.0,1.0
2020-10-02,27.91,28.96,27.6,28.59,28.59,68331,0.0,1.0
2020-10-01,28.45,28.7,28.21,28.39,28.39,57518,0.0,1.0
2020-09-30,28.34,29.02,28.15,28.21,28.21,61319,0.0,1.0
2020-09-29,27.64,28.52,27.64,28.24,28.24,69540,0.0,1.0
2020-09-28,27.55,28.24,27.55,27.72,27.72,55290,0.0,1.0
2020-09-25,26.62,27.68,26.62,27.25,27.25,59841,0.0,1.0
2020-09-24,27.85,27.85,26.72,26.86,26.86,68994,0.0,1.0
2020-09-23,28.36,28.89,27.31,28.13,28.13,105109,0.0,1.0
2020-09-22,28.46,28.67,27.7,28.29,28.29,67680,0.0,1.0
2020-09-21,29.49,29.49,27.515,28.23,28.23,88342,0.0,1.0
2020-09-18,30.25,30.48,29.79,30.36,30.36,165992,0.0,1.0
2020-09-17,29.13,30.01,29.13,29.84,29.84,45428,0.0,1.0
2020-09-16,28.47,29.67,28.45,29.49,29.49,58716,0.0,1.0
2020-09-15,28.7,28.9467,28.3,28.35,28.35,61870,0.0,1.0
2020-09-14,28.04,28.58,27.4975,28.41,28.41,107567,0.0,1.0
2020-09-11,28.01,28.05,27.45,27.62,27.62,49987,0.0,1.0
2020-09-10,28.82,28.82,27.68,27.68,27.68,71967,0.0,1.0
2020-09-09,29.36,29.36,28.05,28.64,28.64,57619,0.0,1.0
2020-09-08,28.82,29.62,28.58,29.0,29.0,68281,0.0,1.0
2020-09-04,30.33,30.33,28.14,29.15,29.15,53901,0.0,1.0
2020-09-03,31.16,31.535,29.84,29.93,29.93,78025,0.0,1.0
2020-09-02,30.52,31.46,29.82,31.28,31.28,83434,0.0,1.0
2020-09-01,31.28,31.28,29.98,30.56,30.56,110160,0.0,1.0
2020-08-31,31.05,31.86,30.92,31.36,31.36,69643,0.0,1.0
2020-08-28,31.2,31.47,30.6413,31.26,31.26,76632,0.0,1.0
2020-08-27,31.45,31.63,30.95,31.11,31.11,39084,0.0,1.0
2020-08-26,31.87,31.93,30.46,31.27,31.27,57699,0.0,1.0
2020-08-25,32.3,32.3,31.54,32.0,32.0,64995,0.0,1.0
2020-08-24,31.51,32.16,30.9111,32.01,32.01,71851,0.0,1.0
2020-08-21,31.6,31.62,30.69,31.24,31.24,49476,0.0,1.0
2020-08-20,31.56,32.0,31.29,31.92,31.92,60198,0.0,1.0
2020-08-19,31.57,32.34,31.22,32.03,32.03,51338,0.0,1.0
2020-08-18,31.7,31.87,31.27,31.56,31.56,72267,0.0,1.0
2020-08-17,32.03,32.03,30.68,31.65,31.65,124828,0.0,1.0
2020-08-14,32.84,33.07,31.91,32.4,32.4,66283,0.0,1.0
2020-08-13,32.725,34.08,32.05,33.1,33.1,122252,0.0,1.0
2020-08-12,31.78,31.955,31.3,31.63,31.63,89672,0.0,1.0
2020-08-11,33.3,34.23,30.85,31.21,31.21,111544,0.0,1.0
2020-08-10,30.47,33.385,30.4,33.07,33.07,108140,0.0,1.0
2020-08-07,29.22,30.6,29.035,30.37,30.37,73424,0.0,1.0
2020-08-06,30.51,31.42,29.23,29.5,29.5,119340,0.0,1.0
2020-08-05,30.92,31.29,29.71,31.0,31.0,245635,0.0,1.0
2020-08-04,29.67,31.31,29.43,30.84,30.84,101543,0.0,1.0
2020-08-03,29.56,29.86,28.42,29.86,29.86,88887,0.0,1.0
2020-07-31,30.15,30.15,28.81,29.61,29.61,97771,0.0,1.0
2020-07-30,29.11,30.35,29.11,30.3,30.3,84951,0.0,1.0
2020-07-29,28.64,29.785,28.41,29.58,29.58,95829,0.0,1.0
2020-07-28,28.22,29.06,27.71,28.65,28.65,73228,0.0,1.0
2020-07-27,26.64,28.39,26.23,28.37,28.37,88536,0.0,1.0
2020-07-24,27.97,28.1529,26.365,26.51,26.51,124577,0.0,1.0
2020-07-23,28.64,28.64,27.55,28.14,28.14,71839,0.0,1.0
2020-07-22,29.46,29.8599,28.515,28.84,28.84,79558,0.0,1.0
2020-07-21,29.76,30.3,29.45,29.59,29.59,164347,0.0,1.0
2020-07-20,30.01,30.13,29.24,29.38,29.38,90510,0.0,1.0
2020-07-17,29.81,30.64,29.76,30.03,30.03,115114,0.0,1.0
2020-07-16,29.39,29.92,29.09,29.76,29.76,73130,0.0,1.0
2020-07-15,29.07,30.04,28.99,29.56,29.56,80395,0.0,1.0
2020-07-14,27.94,28.47,27.55,28.47,28.47,74351,0.0,1.0
2020-07-13,27.67,29.01,27.5,27.9,27.9,119947,0.0,1.0
2020-07-10,26.33,27.44,25.23,27.23,27.23,94203,0.0,1.0
2020-07-09,29.05,29.05,26.38,26.38,26.38,213174,0.0,1.0
2020-07-08,30.83,30.83,28.59,29.07,29.07,111679,0.0,1.0
2020-07-07,31.02,31.49,30.54,30.63,30.63,62815,0.0,1.0
2020-07-06,31.74,31.79,30.9,31.34,31.34,60964,0.0,1.0
2020-07-02,32.27,32.27,30.62,30.89,30.89,106559,0.0,1.0
2020-07-01,32.35,32.89,31.57,31.88,31.88,96978,0.0,1.0
2020-06-30,30.89,32.48,30.89,32.34,32.34,96120,0.0,1.0
2020-06-29,30.89,31.21,30.0,31.2,31.2,145006,0.0,1.0
2020-06-26,31.0,31.01,29.81,30.47,30.47,271321,0.0,1.0
2020-06-25,30.01,31.54,29.7,31.49,31.49,116271,0.0,1.0
2020-06-24,30.26,30.71,29.93,30.08,30.08,118255,0.0,1.0
2020-06-23,31.07,31.99,30.02,30.81,30.81,169501,0.0,1.0
2020-06-22,29.98,30.85,29.64,30.57,30.57,135065,0.0,1.0
2020-06-19,30.64,30.64,29.51,29.93,29.93,207430,0.0,1.0
2020-06-18,30.25,30.43,29.38,30.16,30.16,122919,0.0,1.0
2020-06-17,31.5,31.5,30.44,30.48,30.48,90215,0.0,1.0
2020-06-16,32.42,32.7,30.85,31.59,31.59,158319,0.0,1.0
2020-06-15,30.26,31.37,30.11,31.2,31.2,115146,0.0,1.0
2020-06-12,32.23,32.95,30.1,31.31,31.31,170485,0.0,1.0
2020-06-11,33.43,33.7,30.74,31.31,31.31,188173,0.0,1.0
2020-06-10,33.63,36.59,33.04,34.75,34.75,184780,0.0,1.0
2020-06-09,34.75,34.75,33.06,33.5,33.5,221852,0.0,1.0
2020-06-08,32.85,35.44,32.5,34.88,34.88,181645,0.0,1.0
2020-06-05,32.04,32.91,31.55,32.17,32.17,235304,0.0,1.0
2020-06-04,29.87,31.99,29.7,31.01,31.01,165664,0.0,1.0
2020-06-03,30.56,31.76,29.93,30.08,30.08,242010,0.0,1.0
2020-06-02,31.57,31.79,29.69,30.28,30.28,459609,0.0,1.0
2020-06-01,30.94,32.08,30.71,31.33,31.33,149665,0.0,1.0
2020-05-29,31.04,31.2,30.0,31.06,31.06,177490,0.0,1.0
2020-05-28,32.14,32.91,31.38,31.79,31.79,133057,0.0,1.0
2020-05-27,31.99,32.14,30.8,31.61,31.61,132135,0.0,1.0
2020-05-26,32.18,32.76,31.27,31.39,31.39,184423,0.0,1.0
2020-05-22,31.75,31.75,30.78,31.57,31.57,71395,0.0,1.0
2020-05-21,31.65,32.2,31.02,31.68,31.68,83948,0.0,1.0
2020-05-20,31.59,31.59,29.67,31.5,31.5,108726,0.0,1.0
2020-05-19,33.06,33.53,31.15,31.15,31.15,107523,0.0,1.0
2020-05-18,32.19,34.71,31.83,32.99,32.99,162230,0.0,1.0
2020-05-15,29.96,31.74,29.56,31.02,31.02,85920,0.0,1.0
2020-05-14,30.61,30.61,29.36,30.23,30.23,69155,0.0,1.0
2020-05-13,32.26,32.66,30.64,31.17,31.17,135972,0.0,1.0
2020-05-12,34.79,35.44,32.34,32.5,32.5,160522,0.0,1.0
2020-05-11,33.88,34.81,32.82,34.8,34.8,125621,0.0,1.0
2020-05-08,33.98,35.88,33.98,34.38,34.38,209512,0.0,1.0
2020-05-07,40.62,40.62,33.38,34.06,34.06,307012,0.0,1.0
2020-05-06,38.08,38.69,36.4,36.96,36.96,98621,0.0,1.0
2020-05-05,39.6,40.78,37.57,38.21,38.21,84523,0.0,1.0
2020-05-04,38.75,40.62,38.44,38.97,38.97,88141,0.0,1.0
2020-05-01,39.22,39.46,37.99,38.79,38.79,84630,0.0,1.0
2020-04-30,40.91,42.76,39.5,40.01,40.01,90879,0.0,1.0
2020-04-29,44.84,44.84,40.7,42.0,42.0,299478,0.0,1.0
2020-04-28,46.78,48.45,43.0,45.9,45.9,54310,0.0,1.0
2020-04-27,42.55,46.11,41.09,45.51,45.51,91152,0.0,1.0
2020-04-24,42.12,43.26,41.51,41.77,41.77,97476,0.0,1.0
2020-04-23,42.18,43.42,41.43,41.92,41.92,46620,0.0,1.0
2020-04-22,42.43,42.43,41.59,41.83,41.83,38621,0.0,1.0
2020-04-21,42.34,42.34,40.73,41.83,41.83,42389,0.0,1.0
2020-04-20,43.0,44.96,42.51,43.64,43.64,55169,0.0,1.0
2020-04-17,44.57,45.2,42.8,43.13,43.13,49348,0.0,1.0
2020-04-16,43.61,44.21,42.0,42.78,42.78,77852,0.0,1.0
2020-04-15,43.54,44.24,41.97,42.87,42.87,137952,0.0,1.0
2020-04-14,50.16,52.22,45.15,45.6,45.6,172608,0.0,1.0
2020-04-13,48.0,50.54,45.48,50.1,50.1,74399,0.0,1.0
2020-04-09,44.94,47.24,44.94,47.21,47.21,54232,0.0,1.0
2020-04-08,45.37,45.37,43.01,44.17,44.17,81860,0.0,1.0
2020-04-07,45.16,45.16,43.55,43.93,43.93,61959,0.0,1.0
2020-04-06,40.0,43.53,38.39,43.22,43.22,92289,0.0,1.0
2020-04-03,38.8,41.17,36.8,38.22,38.22,42468,0.0,1.0
2020-04-02,37.6,38.96,36.17,38.74,38.74,48624,0.0,1.0
2020-04-01,40.24,40.65,37.09,37.77,37.77,71949,0.0,1.0
2020-03-31,40.06,41.94,38.93,40.74,40.74,113570,0.0,1.0
2020-03-30,38.07,41.39,37.71,40.55,40.55,96271,0.0,1.0
2020-03-27,39.32,41.01,36.91,37.76,37.76,93132,0.0,1.0
2020-03-26,40.5,44.55,39.2,40.67,40.67,109453,0.0,1.0
2020-03-25,43.85,44.37,38.87,39.93,39.93,116561,0.0,1.0
2020-03-24,37.61,45.2,36.6,43.55,43.55,103826,0.0,1.0
2020-03-23,37.31,40.41,34.02,35.06,35.06,179188,0.0,1.0
2020-03-20,42.06,44.1,36.69,36.95,36.95,178810,0.0,1.0
2020-03-19,38.39,42.55,38.0,41.98,41.98,126035,0.0,1.0
2020-03-18,38.18,40.52,35.96,38.4,38.4,146036,0.0,1.0
2020-03-17,30.59,40.94,28.85,40.94,40.94,155775,0.0,1.0
2020-03-16,32.23,33.24,28.28,30.35,30.35,133272,0.0,1.0
2020-03-13,35.26,36.91,32.28,35.94,35.94,187672,0.0,1.0
2020-03-12,35.73,35.83,32.87,35.01,35.01,148277,0.0,1.0
2020-03-11,39.05,39.41,37.2,38.3,38.3,91226,0.0,1.0
2020-03-10,40.95,41.46,38.16,40.12,40.12,93376,0.0,1.0
2020-03-09,40.43,41.84,39.03,40.17,40.17,117826,0.0,1.0
2020-03-06,43.11,44.55,41.56,42.92,42.92,185714,0.0,1.0
2020-03-05,45.9,45.9,42.55,43.3,43.3,112662,0.0,1.0
2020-03-04,45.39,46.97,44.27,46.73,46.73,150100,0.0,1.0
2020-03-03,43.39,45.8,43.0,44.96,44.96,237654,0.0,1.0
2020-03-02,48.45,48.45,43.3,44.26,44.26,203846,0.0,1.0
2020-02-28,46.35,48.59,45.0,48.01,48.01,215816,0.0,1.0
2020-02-27,56.93,56.93,47.1,48.25,48.25,194198,0.0,1.0
2020-02-26,57.92,59.5,57.64,59.33,59.33,60934,0.0,1.0
2020-02-25,59.05,59.05,57.53,57.71,57.71,67230,0.0,1.0
2020-02-24,60.01,61.34,58.0,58.73,58.73,76678,0.0,1.0
2020-02-21,60.91,62.44,60.66,61.44,61.44,41911,0.0,1.0
2020-02-20,62.54,62.61,60.22,60.91,60.91,44115,0.0,1.0
2020-02-19,64.87,64.87,62.77,62.8,62.8,72499,0.0,1.0
2020-02-18,65.39,65.69,64.36,64.79,64.79,53724,0.0,1.0
2020-02-14,65.44,66.38,65.21,65.66,65.66,31515,0.0,1.0
2020-02-13,65.35,65.95,64.74,65.47,65.47,30596,0.0,1.0
2020-02-12,65.97,66.85,65.08,65.65,65.65,77162,0.0,1.0
2020-02-11,66.55,66.55,65.4,65.64,65.64,47844,0.0,1.0
2020-02-10,64.86,66.68,64.86,66.01,66.01,51884,0.0,1.0
2020-02-07,66.66,66.66,64.46,64.89,64.89,64744,0.0,1.0
2020-02-06,63.4,68.19,63.37,67.14,67.14,128537,0.0,1.0
2020-02-05,62.73,63.66,62.69,63.04,63.04,93019,0.0,1.0
2020-02-04,63.14,64.08,62.15,62.37,62.37,55835,0.0,1.0
2020-02-03,62.68,62.95,61.63,62.54,62.54,67155,0.0,1.0
2020-01-31,60.94,62.37,60.94,62.0,62.0,59554,0.0,1.0
2020-01-30,60.84,61.458,60.84,61.24,61.24,39217,0.0,1.0
2020-01-29,61.36,62.27,61.07,61.41,61.41,64887,0.0,1.0
2020-01-28,61.19,61.69,60.75,61.36,61.36,40285,0.0,1.0
2020-01-27,60.5,61.5,60.03,60.89,60.89,80018,0.0,1.0
2020-01-24,61.65,61.82,60.75,61.5,61.5,85753,0.0,1.0
2020-01-23,61.78,62.34,60.73,61.66,61.66,95252,0.0,1.0
2020-01-22,60.8,62.16,59.78,61.94,61.94,57293,0.0,1.0
2020-01-21,61.21,61.93,60.4,60.8,60.8,54574,0.0,1.0
2020-01-17,61.58,61.72,60.6,61.27,61.27,83210,0.0,1.0
2020-01-16,60.01,61.6,59.82,61.15,61.15,72642,0.0,1.0
2020-01-15,57.85,59.7,57.62,59.55,59.55,69529,0.0,1.0
2020-01-14,54.69,58.15,54.69,57.96,57.96,90814,0.0,1.0
2020-01-13,57.67,58.29,56.6,56.69,56.69,62605,0.0,1.0
2020-01-10,55.9,58.46,55.83,57.07,57.07,111830,0.0,1.0
2020-01-09,54.11,55.98,53.86,55.6,55.6,143361,0.0,1.0
2020-01-08,54.95,55.39,53.55,53.7,53.7,138459,0.0,1.0
2020-01-07,57.76,58.45,54.29,54.82,54.82,127596,0.0,1.0
2020-01-06,59.51,59.52,57.62,57.76,57.76,90058,0.0,1.0
2020-01-03,59.53,60.58,59.49,60.15,60.15,64842,0.0,1.0
2020-01-02,62.2,62.2,59.59,60.07,60.07,100990,0.0,1.0
2019-12-31,61.06,62.14,60.65,61.67,61.67,55675,0.0,1.0
2019-12-30,61.45,61.57,60.51,61.19,61.19,59691,0.0,1.0
2019-12-27,63.86,63.86,61.05,61.33,61.33,74892,0.0,1.0
2019-12-26,64.72,64.72,63.13,63.5,63.5,71054,0.0,1.0
2019-12-24,63.87,64.6,63.57,64.6,64.6,28795,0.0,1.0
2019-12-23,64.02,64.9,63.58,63.84,63.84,67642,0.0,1.0
2019-12-20,65.0,65.0,63.57,63.81,63.81,181958,0.0,1.0
2019-12-19,63.82,65.0,63.75,64.99,64.99,75351,0.0,1.0
2019-12-18,63.24,64.24,62.5,64.01,64.01,86084,0.0,1.0
2019-12-17,62.81,64.22,62.44,63.28,63.28,119657,0.0,1.0
2019-12-16,61.3,63.62,61.3,62.98,62.98,108815,0.0,1.0
2019-12-13,61.88,62.0,60.62,61.09,61.09,61006,0.0,1.0
2019-12-12,60.34,62.12,59.87,61.96,61.96,146062,0.0,1.0
2019-12-11,61.5,61.56,60.27,60.49,60.49,63499,0.0,1.0
2019-12-10,61.14,62.33,60.94,61.29,61.29,88615,0.0,1.0
2019-12-09,59.64,61.24,59.25,61.08,61.08,161713,0.0,1.0
2019-12-06,58.7,60.0,58.7,59.41,59.41,116476,0.0,1.0
2019-12-05,59.97,60.26,58.64,58.69,58.69,113538,0.0,1.0
2019-12-04,59.75,60.2,58.83,60.08,60.08,130463,0.0,1.0
2019-12-03,59.59,60.93,58.51,59.53,59.53,412855,0.0,1.0
2019-12-02,61.83,61.83,59.73,60.05,60.05,161232,0.0,1.0
2019-11-29,60.41,62.12,60.1,61.62,61.62,110780,0.0,1.0
2019-11-27,58.68,60.5,58.68,59.94,59.94,94322,0.0,1.0
2019-11-26,59.41,60.21,58.43,58.68,58.68,96137,0.0,1.0
2019-11-25,57.78,60.7,57.78,59.27,59.27,147715,0.0,1.0
2019-11-22,57.42,57.93,56.94,57.62,57.62,70027,0.0,1.0
2019-11-21,58.0,58.14,57.16,57.39,57.39,161656,0.0,1.0
2019-11-20,56.7,58.2,56.41,57.06,57.06,121491,0.0,1.0
2019-11-19,56.06,57.49,55.95,56.56,56.56,75239,0.0,1.0
2019-11-18,55.43,56.18,54.99,56.08,56.08,90175,0.0,1.0
2019-11-15,56.03,56.03,54.63,55.74,55.74,173599,0.0,1.0
2019-11-14,56.86,56.87,55.52,55.65,55.65,67664,0.0,1.0
2019-11-13,57.44,57.44,56.0,56.72,56.72,121814,0.0,1.0
2019-11-12,57.58,59.07,57.23,57.95,57.95,232673,0.0,1.0
2019-11-11,58.3,58.63,55.62,57.36,57.36,379591,0.0,1.0
2019-11-08,61.25,61.89,57.16,57.38,57.38,388959,0.0,1.0
2019-11-07,59.53,61.71,57.03,61.43,61.43,529940,0.0,1.0
