,AMG_Open,AMG_High,AMG_Low,AMG_Close,AMG_Adj Close,AMG_Volume,AMG_Dividend Amount,AMG_Split Coefficient
2023-12-11,138.85,140.22,138.85,139.28,139.253818698253,128138,0.0,1.0
2023-12-08,136.64,139.16,136.64,138.9,138.873890129145,232443,0.0,1.0
2023-12-07,137.22,138.04,135.2169,136.37,136.344365708506,189985,0.0,1.0
2023-12-06,136.32,138.26,136.27,136.58,136.554326233539,167367,0.0,1.0
2023-12-05,137.16,137.16,135.7425,135.82,135.794469095324,181197,0.0,1.0
2023-12-04,136.75,138.1633,136.555,137.8,137.77409690278,159483,0.0,1.0
2023-12-01,135.27,137.03,135.27,136.81,136.784282999052,531766,0.0,1.0
2023-11-30,134.65,138.065,134.61,135.55,135.524519848853,498925,0.0,1.0
2023-11-29,132.54,134.335,132.2503,133.62,133.594882642594,290622,0.0,1.0
2023-11-28,132.55,133.04,131.81,132.12,132.095164606643,189324,0.0,1.0
2023-11-27,133.08,133.26,131.34,132.31,132.285128891196,225871,0.0,1.0
2023-11-24,132.81,134.16,132.37,133.85,133.824839408107,80497,0.0,1.0
2023-11-22,132.83,133.94,132.25,133.2,133.174961592528,149587,0.0,1.0
2023-11-21,133.65,133.7,132.05,132.1,132.075168366163,241105,0.0,1.0
2023-11-20,136.17,136.17,134.2,134.35,134.324745420091,234170,0.0,1.0
2023-11-17,135.66,136.64,134.555,136.48,136.454345031143,156866,0.0,1.0
2023-11-16,134.89,135.42,134.11,134.46,134.434724742727,537981,0.0,1.0
2023-11-15,134.27,135.6425,133.96,134.92,134.894638273753,563651,0.01,1.0
2023-11-14,133.46,136.75,133.25,134.68,134.644703792404,377680,0.0,1.0
2023-11-13,131.44,131.75,129.99,130.56,130.52578353977,173478,0.0,1.0
2023-11-10,129.77,132.51,129.77,132.43,132.395293460261,304927,0.0,1.0
2023-11-09,131.07,132.25,129.57,129.7,129.666008923929,259503,0.0,1.0
2023-11-08,130.02,131.894,130.02,130.37,130.335833333945,275840,0.0,1.0
2023-11-07,130.39,131.97,129.7825,130.15,130.115890990357,289366,0.0,1.0
2023-11-06,137.64,137.95,130.11,130.51,130.4757966435,433772,0.0,1.0
2023-11-03,127.06,129.155,126.435,127.98,127.946459692247,312065,0.0,1.0
2023-11-02,124.53,125.0,123.65,124.9,124.867266882026,552908,0.0,1.0
2023-11-01,123.55,123.6,121.5625,123.26,123.227696684375,260806,0.0,1.0
2023-10-31,123.27,123.83,122.14,122.76,122.727827721677,157781,0.0,1.0
2023-10-30,123.63,123.63,122.36,122.92,122.887785789741,186381,0.0,1.0
2023-10-27,123.97,123.97,121.57,122.59,122.55787227436,180640,0.0,1.0
2023-10-26,121.9,124.12,121.9,123.08,123.047743857804,166434,0.0,1.0
2023-10-25,122.41,122.425,120.22,121.54,121.508147452693,143274,0.0,1.0
2023-10-24,123.54,124.74,122.96,123.26,123.227696684375,161787,0.0,1.0
2023-10-23,122.92,124.59,122.285,122.83,122.797809376455,174634,0.0,1.0
2023-10-20,125.84,126.35,123.75,123.85,123.817542060359,215855,0.0,1.0
2023-10-19,126.93,127.65,124.875,125.19,125.157190880391,225054,0.0,1.0
2023-10-18,129.13,129.13,126.5977,126.92,126.886737491327,136305,0.0,1.0
2023-10-17,127.2,131.37,127.2,130.46,130.42580974723,277149,0.0,1.0
2023-10-16,126.72,129.11,126.72,127.68,127.646538314628,239826,0.0,1.0
2023-10-13,127.84,129.005,124.69,125.32,125.287156810692,192641,0.0,1.0
2023-10-12,131.73,131.73,126.48,127.59,127.556561901342,247768,0.0,1.0
2023-10-11,130.91,132.01,130.605,131.02,130.985662985452,258825,0.0,1.0
2023-10-10,130.36,131.6,130.25,130.58,130.545778298278,197710,0.0,1.0
2023-10-09,129.98,130.885,128.97,129.89,129.855959129754,159526,0.0,1.0
2023-10-06,128.61,131.95,128.61,130.62,130.585767815294,410728,0.0,1.0
2023-10-05,127.04,129.33,127.04,129.18,129.146145202723,178923,0.0,1.0
2023-10-04,127.32,127.7025,125.95,127.44,127.406601212533,255292,0.0,1.0
2023-10-03,129.8,130.28,126.585,127.06,127.026700800882,341799,0.0,1.0
2023-10-02,130.33,131.805,129.67,131.09,131.05564464023,243536,0.0,1.0
2023-09-29,133.15,134.21,130.27,130.34,130.305841196183,319442,0.0,1.0
2023-09-28,132.1,134.46,131.3265,132.2,132.16535373742,536742,0.0,1.0
2023-09-27,132.27,132.75,131.115,132.03,131.995398290103,220712,0.0,1.0
2023-09-26,131.85,132.78,131.53,131.73,131.695476912484,303013,0.0,1.0
2023-09-25,131.26,132.94,131.26,132.86,132.825180768182,158647,0.0,1.0
2023-09-22,133.42,134.5,132.255,132.4,132.3653013225,157508,0.0,1.0
2023-09-21,134.11,134.485,132.265,133.22,133.185086421325,190139,0.0,1.0
2023-09-20,135.46,137.0,134.64,134.77,134.734680205689,239574,0.0,1.0
2023-09-19,134.97,135.88,134.88,135.03,134.994612066292,165190,0.0,1.0
2023-09-18,135.54,135.54,132.81,134.91,134.874643515245,198181,0.0,1.0
2023-09-15,133.44,135.52,133.155,134.59,134.554727379118,701614,0.0,1.0
2023-09-14,134.83,135.22,133.19,133.97,133.934889865372,226541,0.0,1.0
2023-09-13,134.38,134.38,131.54,133.87,133.834916072832,232781,0.0,1.0
2023-09-12,131.92,134.2875,131.675,133.41,133.37503662715,159914,0.0,1.0
2023-09-11,132.94,134.04,131.9,132.09,132.055382565627,170083,0.0,1.0
2023-09-08,129.62,132.28,129.08,132.2,132.16535373742,212662,0.0,1.0
2023-09-07,130.99,131.6,129.305,129.58,129.546040372881,296663,0.0,1.0
2023-09-06,134.67,135.28,132.07,132.2,132.16535373742,158874,0.0,1.0
2023-09-05,134.74,135.83,132.765,134.92,134.884640894499,234154,0.0,1.0
2023-09-01,135.36,136.12,134.87,135.82,135.784405027356,190872,0.0,1.0
2023-08-31,134.27,134.7944,133.36,134.01,133.974879382388,179436,0.0,1.0
2023-08-30,132.98,134.73,132.315,133.83,133.794926555817,179217,0.0,1.0
2023-08-29,131.56,133.865,130.615,133.41,133.37503662715,269350,0.0,1.0
2023-08-28,132.21,133.0699,130.98,131.5,131.465537189643,163289,0.0,1.0
2023-08-25,131.99,132.505,130.52,131.47,131.435545051881,368697,0.0,1.0
2023-08-24,131.61,133.0101,130.55,131.15,131.115628915754,166472,0.0,1.0
2023-08-23,130.12,132.03,129.51,131.95,131.915419256071,144184,0.0,1.0
2023-08-22,132.99,133.29,129.7,130.2,130.165877886627,188394,0.0,1.0
2023-08-21,132.02,132.8,131.435,132.3,132.26532752996,181381,0.0,1.0
2023-08-18,130.42,132.45,130.42,131.86,131.825442842785,334597,0.0,1.0
2023-08-17,131.59,133.23,130.63,131.62,131.58550574069,196829,0.0,1.0
2023-08-16,132.0,134.06,131.23,131.26,131.225600087547,212368,0.0,1.0
2023-08-15,131.69,133.96,131.63,133.04,133.005133594753,338911,0.0,1.0
2023-08-14,133.17,133.35,132.12,133.04,133.005133594753,314685,0.0,1.0
2023-08-11,133.21,134.38,132.74,134.05,134.014868899404,203345,0.0,1.0
2023-08-10,136.06,136.745,133.62,134.06,134.024866278658,387377,0.0,1.0
2023-08-09,136.22,136.9799,135.085,135.36,135.324525581673,211824,0.0,1.0
2023-08-08,139.23,139.635,136.455,136.87,136.834129849022,211169,0.0,1.0
2023-08-07,139.65,141.53,139.65,141.13,141.093013411211,205560,0.0,1.0
2023-08-04,136.57,141.42,136.11,139.71,139.673385557148,251628,0.01,1.0
2023-08-03,137.19,137.695,136.215,136.43,136.384483191825,284978,0.0,1.0
2023-08-02,140.21,140.69,136.425,138.3,138.253859308285,282063,0.0,1.0
2023-08-01,138.45,142.25,138.45,141.79,141.742694948096,281377,0.0,1.0
2023-07-31,138.29,140.195,138.15,138.64,138.593745874914,405808,0.0,1.0
2023-07-28,142.05,142.05,136.86,138.1,138.053926033797,536942,0.0,1.0
2023-07-27,142.3,144.66,139.27,139.74,139.693378884597,636533,0.0,1.0
2023-07-26,155.31,155.31,137.63,141.57,141.52276834616,1054714,0.0,1.0
2023-07-25,162.12,162.73,160.9,161.57,161.516095794936,476561,0.0,1.0
2023-07-24,162.22,163.93,161.67,162.04,161.985938989982,239586,0.0,1.0
2023-07-21,163.62,163.62,161.32,162.13,162.075908963501,132164,0.0,1.0
2023-07-20,162.47,163.53,161.655,162.27,162.215862255643,210465,0.0,1.0
2023-07-19,161.88,163.89,161.834,162.32,162.265845574265,229461,0.0,1.0
2023-07-18,157.73,162.405,157.73,161.73,161.676042414526,215284,0.0,1.0
2023-07-17,155.48,159.91,155.35,157.46,157.407467004212,225475,0.0,1.0
2023-07-14,160.1,160.1,154.6,156.06,156.007934082798,150590,0.0,1.0
2023-07-13,158.27,159.59,157.18,159.32,159.266846456948,100373,0.0,1.0
2023-07-12,155.74,157.6,153.96,157.43,157.377477013039,150566,0.0,1.0
2023-07-11,152.85,154.0,152.15,153.48,153.428794841906,144789,0.0,1.0
2023-07-10,150.01,153.73,150.01,152.08,152.029261920492,115557,0.0,1.0
2023-07-07,146.7,151.82,146.7,150.28,150.229862450102,306121,0.0,1.0
2023-07-06,146.86,147.785,144.77,146.87,146.821000120085,131888,0.0,1.0
2023-07-05,149.62,150.07,147.59,148.75,148.70037290027,175463,0.0,1.0
2023-07-03,149.9,151.37,149.305,150.76,150.709702308872,94928,0.0,1.0
2023-06-30,151.41,151.41,149.7581,149.89,149.839992564851,172777,0.0,1.0
2023-06-29,145.89,150.76,145.88,150.38,150.329829087346,219324,0.0,1.0
2023-06-28,146.11,146.39,144.68,145.26,145.211537260459,186998,0.0,1.0
2023-06-27,145.65,146.86,145.02,146.18,146.131230323103,178414,0.0,1.0
2023-06-26,143.01,145.16,143.01,144.66,144.611737436996,145903,0.0,1.0
2023-06-23,142.78,143.81,141.82,142.93,142.882314612677,345626,0.0,1.0
2023-06-22,145.17,145.68,141.98,144.18,144.131897578225,193844,0.0,1.0
2023-06-21,147.5,147.61,145.57,145.95,145.901307057442,134511,0.0,1.0
2023-06-20,146.76,149.16,146.66,147.77,147.72069985528,233483,0.0,1.0
2023-06-16,152.01,152.01,147.985,148.3,148.250523032673,903978,0.0,1.0
2023-06-15,147.34,151.3,146.62,151.22,151.169548840194,218363,0.0,1.0
2023-06-14,148.02,149.58,146.51,147.74,147.690709864107,168280,0.0,1.0
2023-06-13,146.14,149.52,145.94,147.99,147.940626457217,149174,0.0,1.0
2023-06-12,147.46,148.6,145.17,145.94,145.891310393717,198109,0.0,1.0
2023-06-09,148.97,149.16,147.72,148.03,147.980613112114,135436,0.0,1.0
2023-06-08,149.21,149.68,146.845,148.23,148.180546386602,143506,0.0,1.0
2023-06-07,148.22,149.75,147.07,149.48,149.430129352151,217660,0.0,1.0
2023-06-06,145.18,148.54,145.18,147.61,147.56075323569,255252,0.0,1.0
2023-06-05,145.2,146.735,143.04,145.47,145.421467198671,183768,0.0,1.0
2023-06-02,143.04,146.85,143.04,146.26,146.211203632898,166410,0.0,1.0
2023-06-01,139.84,142.38,139.27,141.49,141.442795036365,222959,0.0,1.0
2023-05-31,140.95,141.015,137.945,139.09,139.043595742512,286182,0.0,1.0
