,AMG_Open,AMG_High,AMG_Low,AMG_Close,AMG_Adj Close,AMG_Volume,AMG_Dividend Amount,AMG_Split Coefficient
2012-03-23,110.41,111.1,109.3,110.77,107.261973737707,308000,0.0,1.0
2012-03-22,110.91,111.55,110.126,110.48,106.981157881574,291400,0.0,1.0
2012-03-21,112.34,113.175,111.855,112.19,108.637003102224,481600,0.0,1.0
2012-03-20,111.98,112.645,110.79,111.59,108.056004779189,370400,0.0,1.0
2012-03-19,111.89,114.39,111.52,113.07,109.489133976009,215800,0.0,1.0
2012-03-16,113.18,113.25,111.81,112.13,108.578903269921,324900,0.0,1.0
2012-03-15,111.94,113.88,111.55,112.72,109.150218287572,333700,0.0,1.0
2012-03-14,112.35,112.35,110.5,111.6,108.065688084573,169400,0.0,1.0
2012-03-13,108.49,112.07,108.17,112.07,108.520803437617,280800,0.0,1.0
2012-03-12,109.1,109.3,107.52,107.85,104.434448565602,318800,0.0,1.0
2012-03-09,107.44,110.1,107.0,109.35,105.88694437319,329700,0.0,1.0
2012-03-08,107.21,107.63,106.0,107.06,103.669467440272,232700,0.0,1.0
2012-03-07,104.67,106.38,104.67,106.13,102.768920039567,282100,0.0,1.0
2012-03-06,104.75,105.96,103.6,104.43,101.122758124301,457200,0.0,1.0
2012-03-05,107.61,107.798,106.49,107.12,103.727567272576,356400,0.0,1.0
2012-03-02,107.93,108.39,107.26,107.63,104.221415847156,378200,0.0,1.0
2012-03-01,106.88,108.24,106.73,107.99,104.570014840977,331500,0.0,1.0
2012-02-29,106.87,107.75,105.68,106.39,103.020685979549,388100,0.0,1.0
2012-02-28,107.65,107.65,106.15,106.73,103.349918362603,394600,0.0,1.0
2012-02-27,106.1,107.78,104.88,107.38,103.979333212558,300100,0.0,1.0
2012-02-24,106.21,107.44,105.91,107.07,103.679150745656,310600,0.0,1.0
2012-02-23,105.01,106.37,104.53,106.16,102.797969955719,349200,0.0,1.0
2012-02-22,106.63,106.8388,104.43,104.97,101.645656615032,364000,0.0,1.0
2012-02-21,107.23,108.39,106.1,106.68,103.301501835683,323700,0.0,1.0
2012-02-17,107.54,107.85,106.67,107.23,103.834083631799,475600,0.0,1.0
2012-02-16,104.59,107.01,104.29,106.95,103.562951081049,341400,0.0,1.0
2012-02-15,106.0,106.4,103.83,104.51,101.200224567372,310200,0.0,1.0
2012-02-14,105.56,105.82,104.42,105.12,101.790906195791,435700,0.0,1.0
2012-02-13,107.12,107.23,105.89,106.38,103.011002674165,306100,0.0,1.0
2012-02-10,104.46,106.66,104.21,105.6,102.255704854219,298700,0.0,1.0
2012-02-09,107.69,107.92,106.16,106.74,103.359601667987,383300,0.0,1.0
2012-02-08,107.62,108.64,106.72,107.43,104.027749739477,619500,0.0,1.0
2012-02-07,106.31,107.97,105.43,107.6,104.192365931004,682400,0.0,1.0
2012-02-06,106.79,108.15,106.01,106.59,103.214352087228,493500,0.0,1.0
2012-02-03,105.61,107.74,105.49,107.69,104.279515679459,503100,0.0,1.0
2012-02-02,103.5,104.95,103.28,103.85,100.561126412033,414800,0.0,1.0
2012-02-01,99.66,103.88,99.66,103.41,100.13506097514,554200,0.0,1.0
2012-01-31,101.25,101.4299,97.3,100.51,97.326902413803,805000,0.0,1.0
2012-01-30,100.8,101.59,99.62,100.56,97.3753189407226,469200,0.0,1.0
2012-01-27,101.51,102.7,101.14,102.17,98.9343311075341,342000,0.0,1.0
2012-01-26,102.63,104.06,101.72,102.61,99.3603965444267,488500,0.0,1.0
2012-01-25,100.88,102.03,100.26,101.69,98.4695324491058,405600,0.0,1.0
2012-01-24,99.61,101.88,99.46,101.45,98.2371331198917,296800,0.0,1.0
2012-01-23,100.8,102.27,100.33,100.78,97.5883516591689,460100,0.0,1.0
2012-01-20,101.07,101.825,100.07,101.14,97.9369506529901,444600,0.0,1.0
2012-01-19,99.82,102.44,99.64,101.2,97.9950504852936,546200,0.0,1.0
2012-01-18,98.14,99.54,97.58,99.17,96.0293394923574,457900,0.0,1.0
2012-01-17,99.89,100.16,97.99,98.03,94.9254426785903,342200,0.0,1.0
2012-01-13,98.27,99.0,97.66,98.64,95.5161243070095,448800,0.0,1.0
2012-01-12,101.19,101.19,98.97,99.93,96.7652707015355,562300,0.0,1.0
2012-01-11,101.63,102.27,100.18,101.04,97.8401175991509,491600,0.0,1.0
2012-01-10,100.57,102.51,100.53,102.48,99.2345135744357,694500,0.0,1.0
2012-01-09,99.7,101.57,99.26,99.99,96.823370533839,620900,0.0,1.0
2012-01-06,98.65,99.02,97.54,98.02,94.9157593732063,376700,0.0,1.0
2012-01-05,96.84,98.66,96.16,98.23,95.1191087862687,487100,0.0,1.0
2012-01-04,96.68,98.41,95.95,97.8,94.7027266547601,302900,0.0,1.0
2012-01-03,98.69,99.95,96.935,97.51,94.4219107986263,390700,0.0,1.0
2011-12-30,97.07,97.07,95.78,95.95,92.9113151587344,265800,0.0,1.0
2011-12-29,95.08,97.07,94.73,96.94,93.8699623917427,204700,0.0,1.0
2011-12-28,96.95,96.95,94.17,94.39,91.4007195188426,247000,0.0,1.0
2011-12-27,96.58,97.8599,96.351,96.78,93.7150295056,131600,0.0,1.0
2011-12-23,96.66,96.87,96.01,96.74,93.6762962840643,204700,0.0,1.0
2011-12-22,95.24,96.531,95.11,96.17,93.1243478771807,246500,0.0,1.0
2011-12-21,94.0,95.2,92.48,95.15,92.1366507280207,388000,0.0,1.0
2011-12-20,91.9,94.75,91.9,94.68,91.6815353749763,462400,0.0,1.0
2011-12-19,91.85,92.56,89.36,89.67,86.8301993776312,445300,0.0,1.0
2011-12-16,91.37,92.98,90.66,91.53,88.6312941790408,602500,0.0,1.0
2011-12-15,92.02,92.08,90.24,90.45,87.5854971975772,292800,0.0,1.0
2011-12-14,90.36,91.06,88.71,90.22,87.362781173747,420800,0.0,1.0
2011-12-13,94.05,94.39,90.15,91.35,88.4569946821302,364000,0.0,1.0
2011-12-12,93.82,93.875,92.33,93.34,90.3839724535307,400000,0.0,1.0
2011-12-09,94.07,96.49,93.7801,95.85,92.8144821048952,401900,0.0,1.0
2011-12-08,96.21,96.21,93.22,93.58,90.6163717827448,295400,0.0,1.0
2011-12-07,96.09,97.93,94.89,97.55,94.460644020162,304900,0.0,1.0
2011-12-06,98.09,98.79,96.71,97.19,94.1120450263408,363200,0.0,1.0
2011-12-05,97.63,99.78,97.11,98.17,95.0610089539652,490600,0.0,1.0
2011-12-02,94.5,97.17,94.005,95.67,92.6401826079846,697200,0.0,1.0
2011-12-01,94.06,94.36,92.76,93.02,90.0741066812452,414300,0.0,1.0
2011-11-30,90.08,94.72,90.07,94.57,91.5750190157532,733500,0.0,1.0
2011-11-29,87.78,88.65,86.93,87.55,84.7773386362397,398700,0.0,1.0
2011-11-28,85.38,88.58,85.1,87.74,84.9613214385342,775700,0.0,1.0
2011-11-25,82.04,83.78,81.28,81.84,79.2481712620201,304100,0.0,1.0
2011-11-23,84.13,85.36,82.3,82.74,80.1196687465731,598100,0.0,1.0
2011-11-22,86.14,86.85,84.63,85.56,82.8503608648392,550000,0.0,1.0
2011-11-21,88.39,88.39,85.38,86.42,83.6831251278565,585200,0.0,1.0
2011-11-18,89.74,91.1,88.26,89.83,86.985132263774,446800,0.0,1.0
2011-11-17,92.15,92.52,88.43,88.97,86.1523680007567,586000,0.0,1.0
2011-11-16,91.73,93.56,91.22,92.01,89.0960928374691,511100,0.0,1.0
2011-11-15,91.06,93.38,90.31,92.78,89.8417073520311,326200,0.0,1.0
2011-11-14,92.32,92.91,90.6,91.68,88.7765437597996,364200,0.0,1.0
2011-11-11,92.02,93.16,91.72,92.79,89.851390657415,315000,0.0,1.0
2011-11-10,93.27,93.28,88.41,90.25,87.3918310898987,491400,0.0,1.0
2011-11-09,92.2,92.2,88.34,88.73,85.9199686715425,497500,0.0,1.0
2011-11-08,94.71,95.66,92.08,94.1,91.1199036627088,478700,0.0,1.0
2011-11-07,93.12,94.09,91.1,93.73,90.7616213635037,252600,0.0,1.0
2011-11-04,92.82,93.84,91.07,93.5,90.5389053396735,309900,0.0,1.0
2011-11-03,93.07,94.78,89.73,94.3,91.3135697703872,527400,0.0,1.0
2011-11-02,90.61,92.36,89.46,91.62,88.7184439274961,570600,0.0,1.0
2011-11-01,88.25,91.0,87.05,88.49,85.6875693423284,966200,0.0,1.0
2011-10-31,95.12,95.22,92.5,92.61,89.6770911605044,667300,0.0,1.0
2011-10-28,97.91,98.75,96.9,97.06,93.9861620563498,558800,0.0,1.0
2011-10-27,93.66,100.41,93.65,98.05,94.9448092893581,1053300,0.0,1.0
2011-10-26,89.53,90.23,86.78,89.68,86.8398826830152,646400,0.0,1.0
2011-10-25,89.37,90.25,85.68,87.36,84.5933558339452,898400,0.0,1.0
2011-10-24,87.84,90.55,87.84,90.26,87.4015143952826,482400,0.0,1.0
2011-10-21,87.19,88.42,86.16,87.45,84.6805055824005,403100,0.0,1.0
2011-10-20,85.06,86.56,82.86,85.93,83.2086431640443,451400,0.0,1.0
2011-10-19,86.18,87.41,84.77,85.1,82.4049288171787,534900,0.0,1.0
2011-10-18,83.7,87.5,82.33,86.8,84.0510907324455,467400,0.0,1.0
2011-10-17,84.81,84.91,82.51,82.76,80.1390353573409,392700,0.0,1.0
2011-10-14,85.62,86.44,83.735,85.67,82.9568772240623,375000,0.0,1.0
2011-10-13,85.77,85.77,81.85,84.12,81.4559648895544,874800,0.0,1.0
2011-10-12,85.24,88.49,84.97,87.15,84.3900064208828,797300,0.0,1.0
2011-10-11,82.71,85.28,82.14,84.64,81.9594967695183,684800,0.0,1.0
2011-10-10,80.03,83.86,79.4901,83.82,81.1654657280367,599700,0.0,1.0
2011-10-07,80.57,81.03,76.62,77.85,75.3845324138351,701000,0.0,1.0
2011-10-06,77.94,80.38,75.76,80.2,77.6601091790568,601000,0.0,1.0
2011-10-05,77.53,79.05,75.6,78.4,75.9171142099508,831600,0.0,1.0
2011-10-04,71.86,77.79,70.27,77.52,75.0649833361656,1300000,0.0,1.0
2011-10-03,77.75,78.43,72.88,72.88,70.5719296380257,1290500,0.0,1.0
2011-09-30,81.07,81.28,78.05,78.05,75.5781985215135,892800,0.0,1.0
2011-09-29,82.39,83.46,79.69,83.01,80.381117991939,784600,0.0,1.0
2011-09-28,84.85,85.81,79.85,80.01,77.4761263767623,851600,0.0,1.0
2011-09-27,83.48,88.72,83.48,84.85,82.1628461825807,1099800,0.0,1.0
2011-09-26,80.83,82.99,78.35,82.7,80.0809355250374,551400,0.0,1.0
2011-09-23,77.9,81.34,77.34,79.81,77.2824602690839,853600,0.0,1.0
2011-09-22,78.71,79.87,76.95,78.53,76.0429971799418,803500,0.0,1.0
2011-09-21,84.32,85.54,80.77,80.78,78.2217408913243,653700,0.0,1.0
2011-09-20,86.15,87.27,84.29,84.4,81.7270974403042,545000,0.0,1.0
2011-09-19,85.3,86.46,83.09,85.56,82.8503608648392,458700,0.0,1.0
2011-09-16,88.09,88.55,85.39,87.72,84.9419548277664,490200,0.0,1.0
2011-09-15,85.63,87.63,84.82,87.51,84.738605414704,516100,0.0,1.0
2011-09-14,83.63,86.09,81.74,84.71,82.0272799072058,554200,0.0,1.0
2011-09-13,82.19,83.69,80.94,82.74,80.1196687465731,670600,0.0,1.0
2011-09-12,80.22,81.81,78.08,81.75,79.1610215135648,695900,0.0,1.0
2011-09-09,82.09,84.41,80.37,81.24,78.6671729389847,865600,0.0,1.0
2011-09-08,84.46,85.1,82.8,83.14,80.50700096193,690800,0.0,1.0
2011-09-07,82.07,85.99,81.96,85.31,82.6082782302411,691700,0.0,1.0
2011-09-06,78.9,80.54,77.15,80.29,77.7472589275121,829500,0.0,1.0
2011-09-02,81.91,83.99,81.25,81.92,79.3256377050915,484800,0.0,1.0
2011-09-01,87.18,87.87,84.67,84.76,82.0756964341254,636500,0.0,1.0
2011-08-31,87.99,89.2,86.08,87.16,84.3996897262667,604700,0.0,1.0
2011-08-30,87.03,88.86,86.28,86.87,84.118873870133,648400,0.0,1.0
2011-08-29,86.01,88.21,85.56,87.66,84.8838549954629,517300,0.0,1.0
2011-08-26,80.78,85.1,80.0,84.09,81.4269149734026,513200,0.0,1.0
2011-08-25,83.29,85.77,81.09,81.75,79.1610215135648,535100,0.0,1.0
2011-08-24,81.15,84.38,80.626,83.01,80.381117991939,896100,0.0,1.0
2011-08-23,77.06,81.65,76.01,81.57,78.9867220166542,743600,0.0,1.0
2011-08-22,81.27,81.27,76.6,77.23,74.7841674800319,734900,0.0,1.0
2011-08-19,76.08,80.88,76.08,77.1,74.6582845100409,966600,0.0,1.0
2011-08-18,81.71,81.71,75.709,77.39,74.9391003661747,1825100,0.0,1.0
2011-08-17,88.12,88.72,84.08,85.6,82.8890940863749,877100,0.0,1.0
2011-08-16,88.41,88.98,85.43,87.48,84.7095554985522,764100,0.0,1.0
2011-08-15,88.34,90.08,87.49,89.94,87.0916486229971,587400,0.0,1.0
2011-08-12,87.43,88.71,86.03,86.96,84.2060236185883,480200,0.0,1.0
2011-08-11,82.84,87.8897,81.33,86.69,83.9445743732224,909300,0.0,1.0
2011-08-10,84.9,87.35,81.82,81.97,79.3740542320111,1226200,0.0,1.0
2011-08-09,81.96,88.21,80.07,88.07,85.2808705162037,1245000,0.0,1.0
2011-08-08,86.02,88.42,79.28,79.82,77.2921435744678,1086600,0.0,1.0
2011-08-05,93.88,93.92,88.0316,90.24,87.3821477845148,1146500,0.0,1.0
2011-08-04,98.17,98.77,92.12,92.6,89.6674078551205,894600,0.0,1.0
2011-08-03,97.71,100.07,95.68,99.89,96.7265374799998,727100,0.0,1.0
2011-08-02,101.76,103.16,97.48,97.53,94.4412774093942,613700,0.0,1.0
2011-08-01,106.23,106.67,100.7,102.58,99.3313466282749,838600,0.0,1.0
2011-07-29,102.29,105.66,100.87,104.33,101.025925070461,658400,0.0,1.0
2011-07-28,103.07,106.135,102.77,103.86,100.570809717417,636500,0.0,1.0
2011-07-27,105.9,106.4,102.82,103.07,99.8058285920871,1161100,0.0,1.0
2011-07-26,101.91,108.405,101.91,106.92,103.533901164897,1123400,0.0,1.0
2011-07-25,101.54,103.41,101.16,102.19,98.953697718302,409400,0.0,1.0
2011-07-22,103.25,104.45,102.35,103.61,100.328727082819,461100,0.0,1.0
2011-07-21,101.02,103.77,101.01,103.35,100.076961142837,707800,0.0,1.0
2011-07-20,100.22,100.58,99.29,100.16,96.9879867253657,462100,0.0,1.0
2011-07-19,99.05,100.48,98.43,99.66,96.5038214561696,490600,0.0,1.0
2011-07-18,99.38,99.64,97.23,98.01,94.9060760678224,435700,0.0,1.0
2011-07-15,100.33,100.5,97.7,100.03,96.8621037553747,497400,0.0,1.0
2011-07-14,101.6,102.94,99.43,99.68,96.5231880669375,415400,0.0,1.0
2011-07-13,101.21,103.74,100.35,101.31,98.1015668445168,396400,0.0,1.0
2011-07-12,101.4,103.09,100.63,100.84,97.6464514914724,469700,0.0,1.0
2011-07-11,103.86,104.23,101.4,101.71,98.4888990598737,398000,0.0,1.0
2011-07-08,106.45,106.6,104.63,105.98,102.623670458809,513100,0.0,1.0
2011-07-07,105.8,109.67,105.77,108.51,105.073546720941,746600,0.0,1.0
2011-07-06,103.49,104.98,102.28,104.62,101.306740926595,419300,0.0,1.0
2011-07-05,103.61,104.34,102.21,103.94,100.648276160488,456300,0.0,1.0
2011-07-01,101.68,104.3,101.45,104.2,100.90004210047,474000,0.0,1.0
2011-06-30,101.3,102.01,100.3,101.45,98.2371331198917,314300,0.0,1.0
2011-06-29,100.0,101.83,99.82,101.03,97.830434293767,476500,0.0,1.0
2011-06-28,97.73,99.81,97.73,99.43,96.2811054323394,312400,0.0,1.0
2011-06-27,95.94,98.02,95.351,97.59,94.4993772416977,350800,0.0,1.0
2011-06-24,98.52,98.905,95.77,96.11,93.0662480448772,481900,0.0,1.0
2011-06-23,97.14,98.62,95.19,98.54,95.4192912531703,424600,0.0,1.0
2011-06-22,99.16,100.21,98.4,98.53,95.4096079477864,501400,0.0,1.0
2011-06-21,97.01,100.14,96.75,100.01,96.8427371446069,533900,0.0,1.0
2011-06-20,95.76,97.69,95.36,96.44,93.3857971225466,394100,0.0,1.0
2011-06-17,96.54,97.72,95.7,96.06,93.0178315179576,560700,0.0,1.0
2011-06-16,96.0,97.05,93.38,95.25,92.2334837818599,641300,0.0,1.0
2011-06-15,96.55,97.82,95.24,95.98,92.9403650748862,613900,0.0,1.0
2011-06-14,96.93,98.37,96.37,97.92,94.8189263193671,521500,0.0,1.0
2011-06-13,96.08,96.3055,94.9,95.52,92.4949330272258,545800,0.0,1.0
2011-06-10,95.85,96.68,94.78,96.04,92.9984649071897,645500,0.0,1.0
2011-06-09,94.63,96.77,94.44,96.04,92.9984649071897,704000,0.0,1.0
2011-06-08,94.59,95.29,94.16,94.59,91.594385626521,554600,0.0,1.0
2011-06-07,94.77,95.7731,93.9,94.63,91.6331188480567,469900,0.0,1.0
2011-06-06,97.47,98.73,93.7,94.22,91.2361033273159,628300,0.0,1.0
2011-06-03,99.27,99.27,97.57,98.07,94.964175900126,473800,0.0,1.0
2011-06-02,99.72,100.9,98.92,100.2,97.0267199469014,480300,0.0,1.0
2011-06-01,104.39,105.7,99.65,99.85,96.6878042584641,598500,0.0,1.0
2011-05-31,105.98,106.52,104.46,105.73,102.38158782421,425000,0.0,1.0
2011-05-27,104.12,105.34,103.37,104.93,101.606923393497,285200,0.0,1.0
2011-05-26,103.0,104.02,101.77,103.63,100.348093693587,398400,0.0,1.0
2011-05-25,103.07,105.02,102.62,103.58,100.299677166667,457300,0.0,1.0
2011-05-24,103.74,104.13,103.07,103.52,100.241577334364,474200,0.0,1.0
2011-05-23,103.62,103.93,102.51,103.57,100.289993861283,603100,0.0,1.0
2011-05-20,104.96,105.86,104.2,104.66,101.345474148131,570300,0.0,1.0
2011-05-19,103.63,105.61,103.29,105.6,102.255704854219,868900,0.0,1.0
2011-05-18,101.52,103.2,100.66,103.0,99.7380454543997,294800,0.0,1.0
2011-05-17,101.96,102.36,99.96,101.31,98.1015668445168,372400,0.0,1.0
2011-05-16,103.58,104.88,102.51,102.66,99.4088130713463,241900,0.0,1.0
2011-05-13,106.33,106.33,103.94,104.11,100.812892352015,236600,0.0,1.0
2011-05-12,104.85,106.72,103.5401,106.25,102.885119704174,260000,0.0,1.0
2011-05-11,106.54,107.41,104.14,105.31,101.974888998086,286100,0.0,1.0
2011-05-10,105.77,107.58,105.72,107.04,103.650100829504,313800,0.0,1.0
2011-05-09,104.7,105.73,103.91,105.31,101.974888998086,230000,0.0,1.0
2011-05-06,106.0,106.94,103.95,104.72,101.403573980434,252000,0.0,1.0
2011-05-05,103.91,106.05,103.19,104.24,100.938775322006,258700,0.0,1.0
2011-05-04,106.31,106.59,103.8,105.02,101.694073141952,357400,0.0,1.0
2011-05-03,108.26,108.5874,105.14,106.22,102.856069788023,412200,0.0,1.0
2011-05-02,109.96,110.69,108.34,108.6,105.160696469396,344800,0.0,1.0
2011-04-29,109.41,109.66,108.71,109.08,105.625495127824,327000,0.0,1.0
2011-04-28,109.04,111.27,108.73,109.47,106.003144037797,567200,0.0,1.0
2011-04-27,110.18,110.83,107.44,109.3,105.838527846271,675900,0.0,1.0
2011-04-26,106.0,111.21,106.0,110.13,106.642242193136,1002200,0.0,1.0
2011-04-25,105.73,105.73,103.69,105.16,101.829639417327,288300,0.0,1.0
2011-04-21,104.18,106.51,103.514,106.15,102.788286650335,425600,0.0,1.0
2011-04-20,103.46,104.11,102.8,103.26,99.9898113943816,461000,0.0,1.0
2011-04-19,102.31,102.99,100.78,101.45,98.2371331198917,468800,0.0,1.0
2011-04-18,102.84,102.85,100.55,101.82,98.5954154190968,787600,0.0,1.0
2011-04-15,103.0,104.78,102.59,104.41,101.103391513533,707300,0.0,1.0
2011-04-14,103.1,103.99,102.32,102.54,99.2926134067392,620900,0.0,1.0
2011-04-13,104.13,104.74,102.42,103.71,100.425560136658,770100,0.0,1.0
2011-04-12,105.36,106.2,103.62,103.68,100.396510220506,556900,0.0,1.0
2011-04-11,108.66,110.04,105.69,105.75,102.400954434978,633000,0.0,1.0
2011-04-08,112.76,113.0,108.99,109.74,106.264593283163,399700,0.0,1.0
2011-04-07,111.45,112.98,110.92,111.81,108.269037497635,277700,0.0,1.0
2011-04-06,112.56,112.56,109.99,111.7,108.162521138412,324000,0.0,1.0
2011-04-05,111.53,112.47,110.89,111.58,108.046321473805,250300,0.0,1.0
2011-04-04,110.93,112.35,110.93,112.06,108.511120132233,267800,0.0,1.0
2011-04-01,109.88,111.92,108.8,110.85,107.339440180779,421300,0.0,1.0
2011-03-31,108.0,109.69,107.69,109.37,105.906310983958,373300,0.0,1.0
2011-03-30,107.22,108.81,106.96,108.44,105.005763583253,229000,0.0,1.0
2011-03-29,105.61,106.7875,104.27,106.28,102.914169620326,269900,0.0,1.0
2011-03-28,106.2,106.56,105.43,105.64,102.294438075755,204100,0.0,1.0
2011-03-25,106.52,107.68,105.55,105.79,102.439687656514,342400,0.0,1.0
2011-03-24,105.83,106.47,104.03,106.24,102.87543639879,317800,0.0,1.0
2011-03-23,104.52,105.46,102.65,105.24,101.907105860398,363700,0.0,1.0
2011-03-22,103.54,105.35,103.21,105.1,101.771539585023,453900,0.0,1.0
2011-03-21,101.81,103.934,101.44,103.31,100.038227921301,472500,0.0,1.0
2011-03-18,99.93,101.06,99.15,100.17,96.9976700307496,392600,0.0,1.0
2011-03-17,100.27,101.24,98.06,98.57,95.4483411693221,379500,0.0,1.0
2011-03-16,100.41,100.84,97.22,98.41,95.2934082831793,486000,0.0,1.0
2011-03-15,102.19,102.19,98.01,100.7,97.5108852160975,534800,0.0,1.0
2011-03-14,103.99,104.87,101.89,102.75,99.4959628198016,221700,0.0,1.0
2011-03-11,103.17,105.32,102.59,105.0,101.674706531184,203800,0.0,1.0
2011-03-10,105.19,105.49,103.79,104.03,100.735425908944,330200,0.0,1.0
2011-03-09,106.61,107.59,105.82,107.14,103.746933883343,230800,0.0,1.0
2011-03-08,105.07,107.22,103.94,106.64,103.262768614147,232700,0.0,1.0
2011-03-07,107.64,108.86,104.18,104.95,101.626290004265,221700,0.0,1.0
2011-03-04,106.13,109.77,106.13,107.42,104.018066434093,357700,0.0,1.0
2011-03-03,106.18,109.36,105.98,109.28,105.819161235503,376300,0.0,1.0
2011-03-02,103.51,105.63,103.32,104.47,101.161491345836,235900,0.0,1.0
2011-03-01,106.73,107.19,103.7,103.76,100.473976663578,260800,0.0,1.0
2011-02-28,107.0,108.16,105.5,106.75,103.369284973371,222000,0.0,1.0
2011-02-25,105.51,107.35,105.43,107.0,103.611367607969,291200,0.0,1.0
2011-02-24,104.79,106.11,102.6501,104.61,101.297057621211,438900,0.0,1.0
2011-02-23,107.6,108.05,102.14,104.3,100.99687515431,590900,0.0,1.0
2011-02-22,109.97,112.18,107.2,107.22,103.824400326415,721600,0.0,1.0
2011-02-18,111.54,112.41,111.05,112.2,108.646686407608,219900,0.0,1.0
2011-02-17,111.22,111.8,110.96,111.39,107.86233867151,474400,0.0,1.0
2011-02-16,109.92,112.86,109.56,111.9,108.35618724609,644600,0.0,1.0
2011-02-15,109.2,110.79,109.2,109.7,106.225860061628,579700,0.0,1.0
2011-02-14,108.33,110.34,107.8,110.13,106.642242193136,552500,0.0,1.0
2011-02-11,104.02,108.77,104.02,108.6,105.160696469396,624200,0.0,1.0
2011-02-10,101.11,104.82,100.52,104.49,101.180857956604,463400,0.0,1.0
2011-02-09,101.01,102.45,100.66,101.52,98.3049162575792,346500,0.0,1.0
2011-02-08,101.83,102.35,100.89,101.16,97.956317263758,289500,0.0,1.0
2011-02-07,99.95,102.78,99.95,101.83,98.6050987244807,358800,0.0,1.0
2011-02-04,99.02,100.44,98.72,99.75,96.5909712046249,409400,0.0,1.0
2011-02-03,99.8,99.84,96.9,99.02,95.8840899115986,481600,0.0,1.0
2011-02-02,99.87,102.17,99.0,100.41,97.2300693599638,490700,0.0,1.0
2011-02-01,102.68,103.35,99.71,100.01,96.8427371446069,1081500,0.0,1.0
2011-01-31,102.06,103.02,101.38,101.83,98.6050987244807,410800,0.0,1.0
2011-01-28,104.96,105.9,100.76,101.77,98.5469988921772,486500,0.0,1.0
2011-01-27,101.52,104.76,101.49,104.58,101.268007705059,359400,0.0,1.0
2011-01-26,99.73,102.49,99.6,101.37,98.1596666768203,517800,0.0,1.0
2011-01-25,100.65,100.65,97.96,99.63,96.4747715400178,624400,0.0,1.0
2011-01-24,100.45,101.61,100.45,100.96,97.7626511560795,416100,0.0,1.0
2011-01-21,100.34,101.76,100.02,100.45,97.2688025814995,577600,0.0,1.0
2011-01-20,101.9,102.51,99.21,100.19,97.0170366415175,647200,0.0,1.0
2011-01-19,104.15,104.3,101.71,102.12,98.8859145806145,1028300,0.0,1.0
2011-01-18,104.75,104.93,101.51,103.98,100.687009382024,629300,0.0,1.0
2011-01-14,105.46,105.75,104.4,104.77,101.451990507354,483300,0.0,1.0
2011-01-13,104.71,106.82,104.02,105.87,102.517154099585,647800,0.0,1.0
2011-01-12,103.63,104.54,101.8,104.52,101.209907872756,275100,0.0,1.0
2011-01-11,103.87,104.38,102.21,102.79,99.5346960413373,244000,0.0,1.0
2011-01-10,99.28,103.55,99.28,103.25,99.9801280889977,423200,0.0,1.0
2011-01-07,100.29,101.29,98.68,99.59,96.4360383184822,288200,0.0,1.0
2011-01-06,99.71,100.15,99.18,100.0,96.833053839223,413300,0.0,1.0
2011-01-05,98.78,99.65,98.78,99.25,96.1068059354288,315600,0.0,1.0
2011-01-04,100.74,101.07,98.43,99.02,95.8840899115986,282500,0.0,1.0
2011-01-03,100.32,102.67,100.32,100.68,97.4915186053297,576100,0.0,1.0
2010-12-31,98.83,100.05,98.36,99.22,96.077756019277,277600,0.0,1.0
2010-12-30,99.81,100.18,98.66,98.78,95.6516905823844,234300,0.0,1.0
2010-12-29,99.9,100.34,99.0412,99.71,96.5522379830892,163700,0.0,1.0
2010-12-28,100.35,100.51,99.38,99.74,96.581287899241,133000,0.0,1.0
2010-12-27,99.35,100.08,98.84,100.08,96.9105202822943,246500,0.0,1.0
2010-12-23,101.16,101.27,99.36,99.81,96.6490710369284,377500,0.0,1.0
2010-12-22,101.89,102.0599,100.38,101.14,97.9369506529901,374700,0.0,1.0
2010-12-21,99.87,101.98,99.75,101.86,98.6341486406325,449100,0.0,1.0
2010-12-20,99.56,99.84,98.65,99.4,96.2520555161876,558800,0.0,1.0
2010-12-17,98.6,99.84,98.33,99.26,96.1164892408127,820600,0.0,1.0
2010-12-16,96.94,98.59,96.45,98.53,95.4096079477864,357300,0.0,1.0
2010-12-15,95.77,99.06,95.7,96.78,93.7150295056,488500,0.0,1.0
2010-12-14,96.99,97.12,95.51,95.82,92.7854321887434,398800,0.0,1.0
2010-12-13,98.98,98.98,96.42,96.7,93.6375630625286,716700,0.0,1.0
2010-12-10,97.24,99.08,95.9805,98.5,95.3805580316346,686000,0.0,1.0
2010-12-09,96.69,96.87,95.21,96.86,93.7924959486714,414100,0.0,1.0
2010-12-08,95.25,96.11,95.25,96.02,92.9790982964219,285800,0.0,1.0
2010-12-07,96.01,97.95,94.53,95.05,92.0398176741814,422100,0.0,1.0
2010-12-06,94.01,94.7,93.21,94.57,91.5750190157532,354500,0.0,1.0
2010-12-03,92.58,94.41,92.22,94.09,91.1102203573249,359600,0.0,1.0
2010-12-02,90.67,93.66,90.67,93.44,90.4808055073699,470000,0.0,1.0
2010-12-01,89.45,90.7,88.4601,90.41,87.5467639760415,622000,0.0,1.0
2010-11-30,88.01,88.95,87.16,87.41,84.6417723608648,820300,0.0,1.0
2010-11-29,89.0,89.48,87.78,89.27,86.4428671622743,347900,0.0,1.0
2010-11-26,89.26,90.18,89.15,89.45,86.6171666591849,103100,0.0,1.0
