,IIVI_Open,IIVI_High,IIVI_Low,IIVI_Close,IIVI_Adj Close,IIVI_Volume,IIVI_Dividend Amount,IIVI_Split Coefficient
2020-10-15,208.03,212.73,207.495,211.8,183.917407741796,6677,0.0,1.0
2020-10-14,205.27,206.15,205.08,206.15,179.01120682706,3056,0.0,1.0
2020-10-13,208.09,208.09,207.52,207.52,180.200852004615,825,0.0,1.0
2020-10-12,206.56,206.71,204.82,206.37,179.202244738784,1817,0.0,1.0
2020-10-09,206.83,207.27,206.83,207.27,179.983763468565,1221,0.0,1.0
2020-10-08,203.12,203.82,202.0,203.78,176.953207505303,2182,0.0,1.0
2020-10-07,202.46,202.7,202.46,202.62,175.94591669803,12390,0.0,1.0
2020-10-06,199.75,201.0,195.81,195.86,170.07584268323,9417,0.0,1.0
2020-10-05,196.28,196.28,196.28,196.28,170.440551423795,5063,0.0,1.0
2020-10-02,190.48,193.65,190.21,193.65,168.156780024546,1918,0.0,1.0
2020-10-01,190.78,192.59,189.8,190.56,165.473565718964,9038,0.0,1.0
2020-09-30,189.01,191.78,188.06,188.07,163.311363899904,72073,0.0,1.0
2020-09-29,191.12,191.12,191.12,191.12,165.959844039717,595,0.0,1.0
2020-09-28,191.24,191.34,191.2,191.34,166.150881951441,2730,0.0,1.0
2020-09-25,185.0,185.0,185.0,185.0,160.645516677206,546,0.0,1.0
2020-09-24,183.87,184.75,182.66,183.63,159.455871499651,5041,0.0,1.0
2020-09-23,186.78,186.78,182.0,182.0,158.040454244603,4987,0.0,1.0
2020-09-22,184.34,189.96,184.33,189.12,164.223135751315,2777,0.0,1.0
2020-09-21,175.55,181.57,175.55,181.57,157.667061962596,1588,0.0,1.0
2020-09-18,188.31,188.31,178.48,178.48,154.983847657015,1141,0.0,1.0
2020-09-17,179.47,179.77,175.67,179.77,156.104024503034,50940,0.0,1.0
2020-09-16,185.95,185.96,183.4,183.4,159.256150046484,3071,0.0,1.0
2020-09-15,184.96,185.38,184.45,184.7,160.385010433946,11292,0.0,1.0
2020-09-14,176.8,181.23,176.8,181.23,157.371821553568,19169,2.8,1.0
2020-09-11,179.6,179.6,176.015,176.015,150.517856712228,12328,0.0,1.0
2020-09-10,179.9099,180.465,174.38,176.76,151.154937661298,161057,0.0,1.0
2020-09-09,185.0,185.0,181.94,182.07,155.695742815074,3465,0.0,1.0
2020-09-08,184.97,185.46,182.14,182.14,155.75560277002,50351,0.0,1.0
2020-09-04,184.63,187.89,184.63,185.81,158.893974693629,30292,0.0,1.0
2020-09-03,200.0,200.0,184.95,188.0,160.766736141231,69901,0.0,1.0
2020-09-02,204.4551,205.71,202.39,205.14,175.423873680916,220849,0.0,1.0
2020-09-01,205.0,206.57,201.37,201.52,172.328258867984,179946,0.0,1.0
2020-08-31,209.52,209.58,206.44,207.51,177.450560726951,391174,0.0,1.0
2020-08-28,208.88,208.88,200.84,207.64,177.561729214709,49177,0.0,1.0
2020-08-27,207.85,210.01,197.94,200.15,171.156714035465,107163,0.0,1.0
2020-08-26,200.64,206.84,200.64,205.99,176.150744562405,114133,0.0,1.0
2020-08-25,200.0,206.595,196.5602,199.59,170.677834395895,103970,0.0,1.0
2020-08-24,204.4899,204.4899,200.53,202.21,172.91830699531,51525,0.0,1.0
2020-08-21,203.7,203.7,199.14,201.02,171.900687761225,75389,0.0,1.0
2020-08-20,203.9,205.32,203.05,205.32,175.577799279349,8109,0.0,1.0
2020-08-19,209.25,209.25,205.3,205.3,175.560696435079,19205,0.0,1.0
2020-08-18,208.5,210.34,208.14,208.14,177.989300321467,48699,0.0,1.0
2020-08-17,217.37,217.37,214.37,214.37,183.316836311679,5981,0.0,1.0
2020-08-14,213.4,215.7,213.4,215.7,184.454175455657,15659,0.0,1.0
2020-08-13,235.37,235.37,223.71,227.93,194.912564726972,2397,0.0,1.0
2020-08-12,236.55,237.04,236.55,236.98,202.651601759303,15335,0.0,1.0
2020-08-11,234.37,234.37,230.6,230.62,197.212897281334,1359,0.0,1.0
2020-08-10,230.87,231.22,230.73,230.805,197.371098590834,1367,0.0,1.0
2020-08-07,237.99,239.5289,232.2199,232.2199,198.58103930874,13770,0.0,1.0
2020-08-06,230.0,230.0,230.0,230.0,196.682709108953,25150,0.0,1.0
2020-08-05,230.25,230.25,230.25,230.25,196.896494662332,10000,0.0,1.0
2020-08-04,231.0,231.0,230.0,230.25,196.896494662332,11205,0.0,1.0
2020-08-03,226.0289,226.0289,226.0289,226.0289,193.286853864855,10000,0.0,1.0
2020-07-31,223.88,226.0289,215.0,226.0289,193.286853864855,43350,0.0,1.0
2020-07-30,224.0698,224.0698,215.0,215.0,183.855575906195,27700,0.0,1.0
2020-07-29,209.0,224.835,209.0,210.55,180.050193056044,148149,0.0,1.0
2020-07-28,210.9395,210.9395,210.9395,210.9395,180.383270948209,10000,0.0,1.0
2020-07-27,210.9395,210.9395,210.9395,210.9395,180.383270948209,5000,0.0,1.0
2020-07-24,210.9395,210.9395,210.9395,210.9395,180.383270948209,5000,0.0,1.0
2020-07-23,211.7245,211.7245,211.7245,211.7245,181.05455758582,20,0.0,1.0
2020-07-22,210.0,211.7245,210.0,211.7245,181.05455758582,25150,0.0,1.0
2020-07-21,215.0,215.0,215.0,215.0,183.855575906195,211,0.0,1.0
2020-07-20,208.0,215.532,208.0,212.25,181.503934819023,69094,0.0,1.0
2020-07-17,209.043,209.124,205.3,206.0,176.159295984541,67600,0.0,1.0
2020-07-16,210.625,210.625,210.625,210.625,180.114328722058,0,0.0,1.0
2020-07-15,205.05,210.625,205.05,210.625,180.114328722058,4370,0.0,1.0
2020-07-14,204.65,205.5,204.65,205.281,175.544448733022,60626,0.0,1.0
2020-07-13,202.15,202.15,202.15,202.15,172.866998462499,1020,0.0,1.0
2020-07-10,200.0,205.324,200.0,205.324,175.581219848203,26496,0.0,1.0
2020-07-09,203.61,203.61,200.551,200.551,171.499626063085,223520,0.0,1.0
2020-07-08,208.0,208.0,200.516,202.218,172.925148133019,67308,0.0,1.0
2020-07-07,210.0,211.05,207.5,208.01,177.87813183371,178298,0.0,1.0
2020-07-06,208.0,214.5,208.0,213.25,182.35907703254,265141,0.0,1.0
2020-07-02,209.0,211.25,204.15,206.6032,176.675117767734,475954,0.0,1.0
