,IIVI_Open,IIVI_High,IIVI_Low,IIVI_Close,IIVI_Adj Close,IIVI_Volume,IIVI_Dividend Amount,IIVI_Split Coefficient
2022-10-26,153.84,157.19,153.84,156.98,149.471206625787,813,0.0,1.0
2022-10-25,148.28,148.28,148.28,148.28,141.18735200963,390,0.0,1.0
2022-10-24,148.28,148.28,148.28,148.28,141.18735200963,258,0.0,1.0
2022-10-21,148.28,148.28,148.28,148.28,141.18735200963,307,0.0,1.0
2022-10-20,148.28,148.28,148.28,148.28,141.18735200963,109,0.0,1.0
2022-10-19,148.28,148.28,148.28,148.28,141.18735200963,197,0.0,1.0
2022-10-18,151.05,151.05,147.7,148.28,141.18735200963,31599,0.0,1.0
2022-10-17,143.13,147.75,143.13,147.41,140.358966548014,3023,0.0,1.0
2022-10-14,146.54,146.54,146.54,146.54,139.530581086399,10327,0.0,1.0
2022-10-13,154.21,154.21,154.21,154.21,146.833703489378,21145,0.0,1.0
2022-10-12,154.21,154.21,154.21,154.21,146.833703489378,431,0.0,1.0
2022-10-11,156.0881,156.0881,154.21,154.21,146.833703489378,10530,0.0,1.0
2022-10-10,160.58,160.58,160.58,160.58,152.899008535921,35417,0.0,1.0
2022-10-07,166.17,166.17,164.09,164.09,156.241115398302,597,0.0,1.0
2022-10-06,171.3,172.6461,168.86,168.86,160.782952929229,1938,0.0,1.0
2022-10-05,167.66,168.24,167.06,167.06,159.069051974162,13032,0.0,1.0
2022-10-04,169.71,169.71,169.71,169.71,161.5922950469,672,0.0,1.0
2022-10-03,159.4,162.75,159.4,162.75,154.965211353974,877,0.0,1.0
2022-09-30,162.45,162.45,156.4,156.46,148.976079683212,122889,0.0,1.0
2022-09-29,158.97,160.04,158.42,159.56,151.927797994716,5017,0.0,1.0
2022-09-28,164.89,164.89,164.22,164.22,156.364897133945,1746,0.0,1.0
2022-09-27,164.69,165.22,162.2,163.6,155.774553471645,2074,0.0,1.0
2022-09-26,167.39,167.41,165.02,165.02,157.126630891753,4252,0.0,1.0
2022-09-23,169.77,169.77,161.61,166.93,158.945270238519,21119,0.0,1.0
2022-09-22,175.24,177.29,170.8,171.28,163.087197546597,13169,0.0,1.0
2022-09-21,181.535,183.04,178.68,178.88,170.323668245769,9545,0.0,1.0
2022-09-20,179.13,180.68,177.89,178.44,169.904714678975,4377,0.0,1.0
2022-09-19,180.0,181.71,178.56,179.24,170.666448436782,13475,0.0,1.0
2022-09-16,181.35,182.51,179.91,182.42,173.694340124067,68140,0.0,1.0
2022-09-15,184.48,189.38,181.69,183.47,174.69411568119,33706,0.0,1.0
2022-09-14,186.9,188.26,182.77,183.65,174.865505776696,6119,3.0,1.0
2022-09-13,192.66,193.21,190.51,191.27,179.193813500716,26326,0.0,1.0
2022-09-12,196.46,196.5001,196.46,196.5001,184.093701428724,20991,0.0,1.0
2022-09-09,189.82,192.5,189.5799,192.5,180.346155167501,1203,0.0,1.0
2022-09-08,187.26,187.37,186.44,187.37,175.54004724018,840,0.0,1.0
2022-09-07,183.1,185.3053,181.3,184.52,172.869987280557,5952,0.0,1.0
2022-09-06,191.94,191.94,181.0,183.62,172.026810451203,5993,0.0,1.0
2022-09-02,194.03,196.32,188.68,189.17,177.226400898889,36444,0.0,1.0
2022-09-01,205.96,205.96,192.34,192.38,180.233731590254,3463,0.0,1.0
2022-08-31,203.06,204.77,202.45,202.45,189.667943447587,7808,0.0,1.0
2022-08-30,213.0,213.0,206.61,206.72,193.668349071303,3183,0.0,1.0
2022-08-29,218.89,218.89,214.0,214.0,200.488712757637,1126,0.0,1.0
2022-08-26,221.83,221.86,221.81,221.86,207.852457067334,6998,0.0,1.0
2022-08-25,227.77,228.48,227.55,228.48,214.054491078808,3428,0.0,1.0
2022-08-24,242.41,242.41,232.63,234.37,219.572614995362,18092,0.0,1.0
2022-08-23,233.56,233.56,231.63,232.33,217.661414182158,13858,0.0,1.0
2022-08-22,230.01,231.52,230.01,230.78,216.209276309381,64625,0.0,1.0
2022-08-19,234.09,236.02,234.09,236.02,221.118439182512,921,0.0,1.0
2022-08-18,234.88,235.0,233.16,234.13,219.347767840868,18361,0.0,1.0
2022-08-17,228.0,228.0,228.0,228.0,213.604796769819,382,0.0,1.0
2022-08-16,228.0,228.0,228.0,228.0,213.604796769819,438,0.0,1.0
2022-08-15,221.97,221.97,221.97,221.97,207.955512013144,114,0.0,1.0
2022-08-12,221.16,221.97,221.16,221.97,207.955512013144,454,0.0,1.0
2022-08-11,218.63,218.63,218.63,218.63,204.826389113095,187,0.0,1.0
2022-08-10,218.63,218.63,218.63,218.63,204.826389113095,285,0.0,1.0
2022-08-09,224.54,224.54,224.54,224.54,210.363250292523,305,0.0,1.0
2022-08-08,224.54,224.54,224.54,224.54,210.363250292523,289,0.0,1.0
2022-08-05,221.9404,221.9404,221.9404,221.9404,207.92778086409,113,0.0,1.0
2022-08-04,224.0,225.09,224.0,225.0,210.794207338638,683,0.0,1.0
2022-08-03,222.99,224.47,222.99,224.47,210.297669872462,1125,0.0,1.0
2022-08-02,220.41,230.395,219.73,222.63,208.573841688004,5637,0.0,1.0
2022-08-01,221.1,224.78,220.46,222.05,208.030461064642,1545,0.0,1.0
2022-07-29,221.41,225.85,221.39,224.73,210.541254289831,4401,0.0,1.0
2022-07-28,218.04,219.96,218.04,219.96,206.072417094252,811,0.0,1.0
2022-07-27,220.0,220.02,220.0,220.0,206.109891620001,751,0.0,1.0
2022-07-26,215.88,215.88,215.88,215.88,202.250015467845,332,0.0,1.0
2022-07-25,220.07,220.07,220.07,220.07,206.175472040062,10409,0.0,1.0
2022-07-22,220.07,220.07,220.07,220.07,206.175472040062,389,0.0,1.0
2022-07-21,219.98,219.98,219.98,219.98,206.091154357127,551,0.0,1.0
2022-07-20,210.18,210.18,210.18,210.18,196.909895548599,427,0.0,1.0
2022-07-19,210.18,210.18,210.18,210.18,196.909895548599,19513,0.0,1.0
2022-07-18,212.85,212.85,210.18,210.18,196.909895548599,394,0.0,1.0
2022-07-15,204.23,210.32,204.23,210.32,197.041056388721,2045,0.0,1.0
2022-07-14,201.5,201.5,198.71,200.825,188.145540839031,2076,0.0,1.0
2022-07-13,200.0,202.07,197.73,202.07,189.311935452971,1666,0.0,1.0
2022-07-12,207.39,207.39,201.44,201.44,188.721711672423,1776,0.0,1.0
2022-07-11,202.47,204.99,202.47,204.99,192.047575832655,2678,0.0,1.0
2022-07-08,205.41,208.12,205.14,208.12,194.979957472521,1924,0.0,1.0
2022-07-07,204.75,207.0,204.23,207.0,193.930670751547,3062,0.0,1.0
2022-07-06,205.0,205.0,202.71,202.71,189.911527864956,22529,0.0,1.0
2022-07-05,203.5,207.07,203.5,207.0,193.930670751547,1480,0.0,1.0
2022-07-01,210.0,211.23,210.0,210.735,197.429854593368,852,0.0,1.0
2022-06-30,215.02,215.02,215.02,215.02,201.444313164239,506,0.0,1.0
2022-06-29,223.22,223.22,223.22,223.22,209.126590942803,5789,0.0,1.0
2022-06-28,230.72,230.72,223.22,223.22,209.126590942803,4853,0.0,1.0
2022-06-27,235.44,235.44,234.86,234.88,220.050415198663,2905,0.0,1.0
2022-06-24,223.57,228.72,223.57,228.72,214.279338233303,804,0.0,1.0
2022-06-23,220.0,220.0,220.0,220.0,206.109891620001,505,0.0,1.0
2022-06-22,217.7,220.45,216.38,220.45,206.531480034678,3227,0.0,1.0
2022-06-21,223.12,223.12,223.12,223.12,209.03290462843,10561,0.0,1.0
2022-06-17,221.41,221.41,219.17,219.24,205.397875630768,1046,0.0,1.0
2022-06-16,221.89,221.91,221.89,221.89,207.880562961646,1308,0.0,1.0
2022-06-15,238.65,238.65,233.74,233.74,218.982391214814,87914,0.0,1.0
2022-06-14,232.63,232.63,232.63,232.63,217.942473125277,5842,3.0,1.0
2022-06-13,237.63,237.63,236.77,236.77,218.996899214327,5625,0.0,1.0
2022-06-10,247.4,247.51,245.475,246.2083,227.72671479001,1788,0.0,1.0
2022-06-09,251.4,251.4,251.4,251.4,232.528700690466,689,0.0,1.0
2022-06-08,263.16,263.16,263.16,263.16,243.405938240665,139,0.0,1.0
2022-06-07,263.33,263.33,263.16,263.16,243.405938240665,724,0.0,1.0
2022-06-06,258.5,258.5,258.5,258.5,239.095740367882,358,0.0,1.0
2022-06-03,258.5,258.5,258.5,258.5,239.095740367882,254,0.0,1.0
2022-06-02,261.26,261.26,261.26,261.26,241.648561425582,514,0.0,1.0
2022-06-01,259.97,259.97,255.26,257.25,237.93957141059,900,0.0,1.0
2022-05-31,260.32,260.54,259.14,259.72,240.224161270198,8241,0.0,1.0
2022-05-27,247.5,257.35,247.5,257.3,237.985818168882,2553,0.0,1.0
2022-05-26,242.88,246.63,242.88,244.47,226.118899991242,3154,0.0,1.0
2022-05-25,240.0,240.0,236.02,238.12,220.245561688201,5610,0.0,1.0
2022-05-24,249.19,255.645,249.19,255.645,236.455050469428,870,0.0,1.0
2022-05-23,245.86,245.86,245.86,245.86,227.40455987175,393,0.0,1.0
2022-05-20,247.02,247.02,241.0,241.19,223.085112647309,1401,0.0,1.0
2022-05-19,250.21,250.21,247.0,247.0,228.4589859608,1777,0.0,1.0
2022-05-18,268.46,268.46,268.46,268.46,248.308094619581,40324,0.0,1.0
2022-05-17,261.08,261.08,261.08,261.08,241.482073095732,506,0.0,1.0
2022-05-16,261.08,261.08,261.08,261.08,241.482073095732,294,0.0,1.0
2022-05-13,261.08,261.08,261.08,261.08,241.482073095732,220,0.0,1.0
2022-05-12,262.76,262.7601,262.76,262.7601,243.036056667848,1090,0.0,1.0
2022-05-11,254.57,254.57,254.57,254.57,235.460745166157,402,0.0,1.0
2022-05-10,254.6,256.17,254.57,254.57,235.460745166157,1533,0.0,1.0
2022-05-09,252.5,252.5,250.38,250.38,231.585266821316,2105,0.0,1.0
2022-05-06,258.82,258.82,258.82,258.82,239.391719620949,30256,0.0,1.0
2022-05-05,270.95,270.95,260.12,260.12,240.594135336532,863,0.0,1.0
2022-05-04,261.99,273.71,261.99,272.0,251.58236510663,3470,0.0,1.0
2022-05-03,258.25,260.48,257.82,257.83,238.476033806774,3805,0.0,1.0
2022-05-02,249.5578,249.5578,249.5578,249.5578,230.824785127968,593,0.0,1.0
2022-04-29,259.28,259.28,254.05,254.56,235.451495814499,8711,0.0,1.0
2022-04-28,252.1,252.1,252.1,252.1,233.176155306549,831,0.0,1.0
2022-04-27,251.36,251.36,250.43,251.03,232.186474679108,1361,0.0,1.0
2022-04-26,255.87,255.87,255.87,255.87,236.663160881741,67,0.0,1.0
2022-04-25,255.87,255.87,255.87,255.87,236.663160881741,145,0.0,1.0
2022-04-22,260.26,260.26,255.87,255.87,236.663160881741,586,0.0,1.0
2022-04-21,259.84,259.84,259.84,259.84,240.335153490098,574,0.0,1.0
2022-04-20,265.83,265.83,265.83,265.83,245.875515133439,432,0.0,1.0
2022-04-19,258.37,263.5,258.11,263.44,243.664920087098,4681,0.0,1.0
2022-04-18,257.05,259.77,257.05,259.48,240.002176830398,2441,0.0,1.0
2022-04-14,258.27,258.27,257.37,258.02,238.651771488282,9163,0.0,1.0
2022-04-13,262.93,263.87,262.93,263.87,244.062642208406,1352,0.0,1.0
2022-04-12,266.78,266.81,261.83,261.83,242.175774470106,1782,0.0,1.0
2022-04-11,267.1,267.1,265.22,265.25,245.339052737256,2321,0.0,1.0
2022-04-08,271.64,273.57,270.4,270.4,250.102468841297,1671,0.0,1.0
2022-04-07,274.44,274.44,274.35,274.35,253.755962746338,1130,0.0,1.0
2022-04-06,275.07,280.35,275.07,280.35,259.305573741337,1179,0.0,1.0
2022-04-05,286.11,286.11,286.11,286.11,264.633200296537,673,0.0,1.0
2022-04-04,293.32,293.32,293.32,293.32,271.301982842194,331,0.0,1.0
2022-04-01,295.13,295.13,295.13,295.13,272.976115492352,119,0.0,1.0
2022-03-31,297.3755,297.94,295.13,295.13,272.976115492352,4733,0.0,1.0
2022-03-30,303.4,303.4,303.4,303.4,280.625329313793,116,0.0,1.0
2022-03-29,304.48,304.5,303.4,303.4,280.625329313793,687,0.0,1.0
2022-03-28,289.74,289.74,289.74,289.74,267.990714948511,111,0.0,1.0
2022-03-25,289.74,289.74,289.74,289.74,267.990714948511,25476,0.0,1.0
2022-03-24,289.74,289.74,289.74,289.74,267.990714948511,23879,0.0,1.0
2022-03-23,289.74,289.74,289.74,289.74,267.990714948511,439,0.0,1.0
2022-03-22,281.8,281.8,281.8,281.8,260.646729731795,322,0.0,1.0
2022-03-21,284.69,284.69,281.8,281.8,260.646729731795,732,0.0,1.0
2022-03-18,289.92,289.92,289.92,289.92,268.157203278361,10635,0.0,1.0
2022-03-17,279.0,281.33,279.0,281.33,260.212010203854,634,0.0,1.0
2022-03-16,275.86,275.86,273.33,273.33,252.812528877188,501,0.0,1.0
2022-03-15,263.21,267.83,262.305,267.83,247.725385465106,2481,0.0,1.0
2022-03-14,263.74,263.74,263.74,263.74,243.942400636848,1250,3.0,1.0
2022-03-11,260.31,260.31,260.31,260.31,238.061956623596,97813,0.0,1.0
2022-03-10,260.31,260.31,260.31,260.31,238.061956623596,505,0.0,1.0
2022-03-09,260.31,260.31,260.31,260.31,238.061956623596,233,0.0,1.0
2022-03-08,260.31,260.31,260.31,260.31,238.061956623596,680,0.0,1.0
2022-03-07,259.4,260.31,259.38,260.31,238.061956623596,898,0.0,1.0
2022-03-04,272.34,272.36,271.43,271.43,248.231558089749,1594,0.0,1.0
2022-03-03,280.18,280.18,280.18,280.18,256.233717516803,493,0.0,1.0
2022-03-02,280.18,280.18,280.18,280.18,256.233717516803,388,0.0,1.0
2022-03-01,280.18,280.18,280.18,280.18,256.233717516803,15699,0.0,1.0
2022-02-28,289.22,289.22,289.22,289.22,264.501091370582,143,0.0,1.0
2022-02-25,289.39,289.39,289.0,289.22,264.501091370582,2558,0.0,1.0
2022-02-24,283.66,283.66,283.66,283.66,259.416290637506,11133,0.0,1.0
2022-02-23,289.41,289.41,289.41,289.41,264.674852546713,470,0.0,1.0
