,CRM_Open,CRM_High,CRM_Low,CRM_Close,CRM_Adj Close,CRM_Volume,CRM_Dividend Amount,CRM_Split Coefficient
2024-05-01,269.02,274.0,266.55,268.69,267.840488616001,3761619,0.0,1.0
2024-04-30,274.51,274.61,268.355,268.94,268.089698196388,5217985,0.0,1.0
2024-04-29,274.89,277.29,273.2201,275.74,274.868198782895,3608840,0.0,1.0
2024-04-26,275.0,276.9,273.4625,274.29,273.422783216655,3754585,0.0,1.0
2024-04-25,271.6,273.58,269.28,273.14,272.276419146878,4811919,0.0,1.0
2024-04-24,278.0,278.9393,274.11,276.19,275.316776027591,3938845,0.0,1.0
2024-04-23,274.95,276.7,270.41,276.68,275.805226805148,6285237,0.0,1.0
2024-04-22,279.39,279.7,269.56,273.81,272.944300822313,6747204,0.0,1.0
2024-04-19,272.49,273.15,268.73,270.37,269.515176996197,4913553,0.0,1.0
2024-04-18,276.32,276.33,269.75,271.92,271.060276394593,5918155,0.0,1.0
2024-04-17,277.74,278.9678,274.84,276.32,275.446365009392,4199384,0.0,1.0
2024-04-16,274.78,280.56,272.4401,277.41,276.532918779876,7624347,0.0,1.0
2024-04-15,282.94,286.4766,271.66,272.9,272.037177949707,18365087,0.0,1.0
2024-04-12,296.87,297.85,293.5,294.32,293.389454797207,3819966,0.0,1.0
2024-04-11,299.47,301.09,296.4077,299.15,298.20418389027,3468596,0.0,1.0
2024-04-10,298.45,300.92,298.15,299.62,298.672697901397,3036384,0.0,1.0
2024-04-09,303.32,305.6,299.2501,302.37,301.414003285646,2990297,0.0,1.0
2024-04-08,301.1,303.5,299.52,301.73,300.776026759857,3135720,0.0,1.0
2024-04-05,293.54,303.415,293.295,301.91,300.955457657735,4253651,0.0,1.0
2024-04-04,308.26,311.3,292.1,294.14,293.210023899329,8339822,0.0,1.0
2024-04-03,303.99,307.16,303.1,304.74,303.776510107709,3029396,0.0,1.0
2024-04-02,297.5,304.457,294.8895,304.0,303.038849749765,4721587,0.0,1.0
2024-04-01,301.69,303.51,299.99,302.26,301.304351070276,2813080,0.0,1.0
2024-03-28,300.0,302.8,299.6348,301.18,300.227765683007,4892275,0.0,1.0
2024-03-27,307.44,309.3,298.63,301.38,300.427133347316,3859858,0.0,1.0
2024-03-26,307.48,307.98,304.89,305.83,304.863063878193,3893853,0.0,1.0
2024-03-25,303.7,307.71,302.54,306.06,305.092336692148,4141223,0.0,1.0
2024-03-22,309.32,310.23,306.65,307.77,306.796930221991,3779208,0.0,1.0
2024-03-21,307.94,311.8,306.35,308.39,307.414969981349,6083853,0.0,1.0
2024-03-20,301.97,307.02,300.685,306.08,305.112273458579,4946571,0.0,1.0
2024-03-19,298.18,301.77,296.62,301.45,300.496912029825,3329873,0.0,1.0
2024-03-18,299.62,300.97,296.02,300.51,299.559884007572,5240467,0.0,1.0
2024-03-15,298.96,300.05,293.77,294.33,293.399423180422,11885105,0.0,1.0
2024-03-14,305.0,309.49,301.995,303.32,302.360999691114,4814216,0.0,1.0
2024-03-13,305.0,307.73,303.11,304.68,303.716699808416,5250230,0.4,1.0
2024-03-12,306.71,309.04,303.87,306.62,305.249818064955,4824359,0.0,1.0
2024-03-11,302.64,307.61,300.25,306.0,304.632588636998,4867042,0.0,1.0
2024-03-08,302.2,308.87,302.2,305.28,303.915806075499,4851635,0.0,1.0
2024-03-07,306.0,306.77,301.75,302.42,301.068586456212,6788862,0.0,1.0
2024-03-06,304.645,305.89,302.735,303.77,302.412553759022,8270036,0.0,1.0
2024-03-05,311.31,312.55,296.14,298.75,297.414986455239,9015308,0.0,1.0
2024-03-04,314.57,317.655,313.54,314.64,313.233979374984,9349980,0.0,1.0
2024-03-01,307.0,318.715,306.6151,316.88,315.463969566313,9366647,0.0,1.0
2024-02-29,300.0,310.54,294.79,308.82,307.439987002868,21737805,0.0,1.0
2024-02-28,299.58,300.875,296.61,299.77,298.430428417362,12490784,0.0,1.0
2024-02-27,301.58,301.75,296.6,299.5,298.1616349568,6178811,0.0,1.0
2024-02-26,295.59,303.8299,295.0,300.39,299.047657845319,8719272,0.0,1.0
2024-02-23,298.0,298.0,291.08,292.8,291.491575009519,4416764,0.0,1.0
2024-02-22,292.0,294.63,291.4,293.65,292.337776644622,5264297,0.0,1.0
2024-02-21,280.07,283.57,278.355,283.55,282.28291015693,3799041,0.0,1.0
2024-02-20,289.5,290.85,284.155,286.39,285.110219149509,4285328,0.0,1.0
2024-02-16,292.0,292.07,287.88,289.72,288.425338496441,4159391,0.0,1.0
2024-02-15,291.34,292.0,288.01,291.94,290.635418061062,3986522,0.0,1.0
2024-02-14,285.0,289.46,284.64,289.15,287.857885635254,3850721,0.0,1.0
2024-02-13,280.41,283.4299,276.4223,281.15,279.893634951934,4956553,0.0,1.0
2024-02-12,290.82,291.0,287.0,287.32,286.036063291445,3750035,0.0,1.0
2024-02-09,293.25,295.24,291.05,291.3,289.998278006397,4376347,0.0,1.0
2024-02-08,289.3,293.11,288.98,291.95,290.645373374417,4488432,0.0,1.0
2024-02-07,287.35,289.8,285.2,288.84,287.549270921276,3621376,0.0,1.0
2024-02-06,287.94,288.64,281.91,285.83,284.552721601677,4207846,0.0,1.0
2024-02-05,286.25,289.05,281.36,288.11,286.822533046423,5274790,0.0,1.0
2024-02-02,285.2,288.16,283.16,285.66,284.383481274656,3629843,0.0,1.0
2024-02-01,282.01,285.05,281.36,283.8,282.531792990784,3218346,0.0,1.0
2024-01-31,284.05,285.63,280.82,281.09,279.833903071809,4557283,0.0,1.0
2024-01-30,287.63,289.29,286.5157,287.73,286.444231138965,4810928,0.0,1.0
2024-01-29,281.4,288.15,281.0,287.86,286.573650212569,5762263,0.0,1.0
2024-01-26,279.28,283.34,278.685,279.94,278.689042036082,4877365,0.0,1.0
2024-01-25,278.61,279.8528,276.86,279.03,277.783108520854,4178020,0.0,1.0
2024-01-24,279.98,280.96,276.69,276.88,275.642716149712,7025634,0.0,1.0
2024-01-23,280.83,281.71,275.71,276.77,275.533207702817,6573810,0.0,1.0
2024-01-22,283.79,285.72,280.17,280.3,279.047433316832,6735912,0.0,1.0
2024-01-19,276.51,282.0,275.5279,280.88,279.624841491372,7413577,0.0,1.0
2024-01-18,273.0,275.69,272.14,274.46,273.233530318008,4752437,0.0,1.0
2024-01-17,268.29,271.9,264.13,271.44,270.227025685054,4706498,0.0,1.0
2024-01-16,269.7,271.565,267.72,269.19,267.987080180371,5858670,0.0,1.0
2024-01-12,271.23,275.24,271.06,271.93,270.714836039408,4847604,0.0,1.0
2024-01-11,268.0,272.96,265.1,271.38,270.16729380493,9012600,0.0,1.0
2024-01-10,263.27,266.46,262.75,264.13,262.949691623171,5128300,0.0,1.0
2024-01-09,259.5,263.93,258.78,261.34,260.172159197363,4571839,0.0,1.0
2024-01-08,252.21,261.56,251.39,260.87,259.704259469718,6626012,0.0,1.0
2024-01-05,251.21,253.91,250.17,251.12,249.997828949421,3575807,0.0,1.0
2024-01-04,251.83,252.64,249.84,251.24,250.117292709671,4489773,0.0,1.0
2024-01-03,253.5,254.16,251.77,251.84,250.71461151092,5097120,0.0,1.0
2024-01-02,260.54,260.56,253.77,256.13,254.98544093985,4741418,0.0,1.0
2023-12-29,265.01,265.6491,262.655,263.14,261.96411560111,3706552,0.0,1.0
2023-12-28,266.5,266.92,265.3,265.58,264.393212059522,2958714,0.0,1.0
2023-12-27,265.94,267.01,265.4,266.72,265.528117781896,3128892,0.0,1.0
2023-12-26,265.53,266.53,264.62,266.22,265.030352114188,3219024,0.0,1.0
2023-12-22,267.26,268.15,265.3,266.34,265.149815874438,3110591,0.0,1.0
2023-12-21,264.75,268.36,264.24,267.25,266.055749389665,5160697,0.0,1.0
2023-12-20,261.66,264.92,260.08,260.25,259.08703004176,4510533,0.0,1.0
2023-12-19,265.47,266.58,263.7351,264.34,263.158753203608,4648854,0.0,1.0
2023-12-18,259.82,265.59,259.68,263.59,262.412104702046,7498521,0.0,1.0
2023-12-15,255.01,262.31,254.51,261.6,260.430997344571,13739532,0.0,1.0
2023-12-14,256.5,258.77,253.22,257.21,256.060614782099,6613211,0.0,1.0
2023-12-13,257.51,259.12,255.16,257.32,256.170123228994,6567630,0.0,1.0
2023-12-12,251.8,256.58,251.02,256.45,255.304010967183,5827551,0.0,1.0
2023-12-11,250.0,253.52,249.71,252.1,250.973449658128,4765980,0.0,1.0
2023-12-08,248.55,252.09,248.0,250.81,249.689214235442,4605805,0.0,1.0
2023-12-07,248.75,250.73,246.8861,248.85,247.737972818029,6568249,0.0,1.0
2023-12-06,251.52,253.9827,248.85,249.13,248.016721591945,5288675,0.0,1.0
2023-12-05,249.99,251.67,248.64,251.02,249.89827581588,5771514,0.0,1.0
2023-12-04,252.8,255.12,249.85,250.66,249.53988453513,11429249,0.0,1.0
2023-12-01,250.0,263.43,249.7,260.0,258.838147207907,14538232,0.0,1.0
2023-11-30,249.05,252.5,243.65,251.9,250.774343391045,24425715,0.0,1.0
2023-11-29,228.61,231.5,227.26,230.35,229.320643112851,12327442,0.0,1.0
2023-11-28,223.61,225.53,222.23,224.92,223.914907961547,5535336,0.0,1.0
2023-11-27,225.5,226.22,224.25,224.79,223.785488887944,4885506,0.0,1.0
2023-11-24,224.36,224.49,222.12,224.38,223.377321040423,1869111,0.0,1.0
2023-11-22,224.3,225.6894,223.21,223.84,222.839734119299,3894413,0.0,1.0
2023-11-21,224.0,225.97,223.54,224.32,223.317589160298,3852324,0.0,1.0
2023-11-20,221.43,226.1,220.62,225.13,224.123969541985,4600980,0.0,1.0
2023-11-17,221.17,222.79,220.38,221.22,220.231442020512,3636397,0.0,1.0
2023-11-16,220.0,222.77,218.94,221.45,220.460414227657,3712533,0.0,1.0
2023-11-15,220.75,221.37,217.66,219.42,218.439485616765,4800679,0.0,1.0
2023-11-14,219.0,221.25,217.95,221.18,220.191620767095,4743828,0.0,1.0
2023-11-13,212.57,216.14,211.76,215.28,214.317985888147,3306626,0.0,1.0
2023-11-10,209.4,214.265,208.8448,213.63,212.675359184712,4113413,0.0,1.0
2023-11-09,213.57,213.58,209.07,210.01,209.071535750509,4731434,0.0,1.0
2023-11-08,212.42,212.52,209.65,211.47,210.525011500215,3433465,0.0,1.0
2023-11-07,209.5,213.34,208.955,211.84,210.893358094319,5467113,0.0,1.0
2023-11-06,208.21,208.48,204.69,207.42,206.493109591785,3729658,0.0,1.0
2023-11-03,209.39,210.18,207.2,207.47,206.542886158555,3861880,0.0,1.0
2023-11-02,206.31,208.26,205.95,208.11,207.180026213221,4963628,0.0,1.0
2023-11-01,200.92,204.49,200.49,203.91,202.998794604478,3593561,0.0,1.0
2023-10-31,200.42,201.91,198.66,200.83,199.9325580914,3425426,0.0,1.0
2023-10-30,199.0,200.58,197.08,199.27,198.379529208152,3438456,0.0,1.0
2023-10-27,197.3,198.31,195.41,196.57,195.691594602531,3168554,0.0,1.0
2023-10-26,197.42,199.66,193.68,196.25,195.373024575199,5149060,0.0,1.0
2023-10-25,203.2,203.74,195.43,197.06,196.179404956885,4489976,0.0,1.0
2023-10-24,203.73,204.64,200.925,204.22,203.307409318456,3959708,0.0,1.0
2023-10-23,199.9,203.57,197.85,202.0,201.097329753835,4564116,0.0,1.0
2023-10-20,207.36,208.11,202.12,203.73,202.819598964103,5539077,0.0,1.0
2023-10-19,206.45,210.95,205.53,208.32,207.389087793658,4995930,0.0,1.0
2023-10-18,208.88,209.63,204.19,204.83,203.91468343306,3380758,0.0,1.0
2023-10-17,206.49,211.94,206.0,209.84,208.902295423489,4006090,0.0,1.0
2023-10-16,205.84,209.49,205.04,208.53,207.598149374095,3623223,0.0,1.0
2023-10-13,205.11,207.14,203.21,204.59,203.67575591256,3678409,0.0,1.0
2023-10-12,207.83,208.58,203.27,205.68,204.760885068162,3548635,0.0,1.0
2023-10-11,207.23,209.2,204.41,206.85,205.925656730598,3971001,0.0,1.0
2023-10-10,207.64,209.2154,206.26,206.88,205.95552267066,4503470,0.0,1.0
2023-10-09,204.89,208.28,204.69,207.22,206.294003324702,2781322,0.0,1.0
2023-10-06,200.48,208.27,199.89,207.36,206.43337771166,4989189,0.0,1.0
2023-10-05,202.0,202.15,198.4901,202.01,201.107285067189,3592613,0.0,1.0
2023-10-04,200.88,202.7399,199.51,201.87,200.967910680231,3656350,0.0,1.0
2023-10-03,202.75,203.565,197.42,199.83,198.937026755985,4622359,0.0,1.0
2023-10-02,200.8,205.11,200.52,203.71,202.799688337395,3745684,0.0,1.0
2023-09-29,205.08,207.79,202.1,202.78,201.873844195459,4405143,0.0,1.0
2023-09-28,200.76,205.15,199.5503,203.2,202.291967356333,4344035,0.0,1.0
2023-09-27,202.99,203.93,200.94,202.73,201.824067628688,4123766,0.0,1.0
2023-09-26,205.47,206.44,201.28,202.49,201.585140108188,5404503,0.0,1.0
2023-09-25,205.0,206.53,203.87,206.34,205.417935749536,4067309,0.0,1.0
2023-09-22,209.31,209.72,205.88,206.43,205.507533569724,3848593,0.0,1.0
2023-09-21,209.8,211.8925,208.07,208.61,207.677791880928,4957895,0.0,1.0
2023-09-20,215.2,217.18,212.92,213.03,212.078040383463,2991594,0.0,1.0
2023-09-19,214.39,216.06,212.26,215.7,214.736109049021,4002204,0.0,1.0
2023-09-18,214.56,216.38,214.18,215.0,214.03923711423,4279576,0.0,1.0
2023-09-15,218.87,219.1899,213.46,214.61,213.650979893419,9939044,0.0,1.0
2023-09-14,219.42,220.574,218.34,218.78,217.802345562099,4297203,0.0,1.0
2023-09-13,221.18,221.86,218.295,218.8,217.822256188808,4173592,0.0,1.0
2023-09-12,223.45,224.79,221.26,221.66,220.669475808094,4002279,0.0,1.0
2023-09-11,226.01,226.825,222.79,225.31,224.303165182359,4417969,0.0,1.0
2023-09-08,223.32,225.47,222.86,224.76,223.755622947881,4580356,0.0,1.0
2023-09-07,219.77,222.73,219.31,222.53,221.535588069906,4201915,0.0,1.0
2023-09-06,219.47,222.2099,219.02,221.62,220.629654554678,5066665,0.0,1.0
2023-09-05,219.33,220.3199,217.61,218.69,217.712747741912,5807335,0.0,1.0
2023-09-01,223.5,223.97,220.52,221.53,220.540056734491,5600939,0.0,1.0
2023-08-31,228.0,228.79,221.2,221.46,220.470369541011,19268398,0.0,1.0
2023-08-30,211.77,215.59,209.43,215.04,214.079058367647,9946011,0.0,1.0
2023-08-29,206.75,212.46,206.52,211.96,211.012821854569,5850364,0.0,1.0
2023-08-28,210.45,213.4767,209.64,211.72,210.773894334069,4086852,0.0,1.0
2023-08-25,205.51,210.79,205.48,209.47,208.533948829385,3068820,0.0,1.0
2023-08-24,211.01,211.99,205.44,205.51,204.591644741142,3960326,0.0,1.0
2023-08-23,208.0,210.99,207.14,209.13,208.195468175344,3833154,0.0,1.0
2023-08-22,209.85,210.105,206.0018,206.76,205.836058910411,3153623,0.0,1.0
2023-08-21,206.0,209.42,204.22,209.03,208.095915041803,4023325,0.0,1.0
2023-08-18,200.97,205.497,200.2,204.83,203.91468343306,4267165,0.0,1.0
2023-08-17,206.57,206.93,203.39,203.84,202.929107410999,4062741,0.0,1.0
2023-08-16,208.0,209.69,206.95,206.99,206.065031117556,2759603,0.0,1.0
2023-08-15,210.33,212.37,207.84,208.78,207.847032207949,4076371,0.0,1.0
2023-08-14,207.9,212.1,207.12,212.06,211.11237498811,3304673,0.0,1.0
2023-08-11,206.13,209.5,205.5,208.7,207.767389701116,2930776,0.0,1.0
2023-08-10,208.18,210.34,206.44,208.25,207.319400600179,4004728,0.0,1.0
2023-08-09,211.65,211.66,204.91,205.86,204.940080708537,7847512,0.0,1.0
2023-08-08,213.55,214.19,211.14,211.58,210.634519947111,4843817,0.0,1.0
2023-08-07,215.31,216.8909,214.37,216.06,215.09450032977,3615192,0.0,1.0
2023-08-04,216.41,217.25,213.07,214.59,213.63106926671,4800357,0.0,1.0
2023-08-03,216.2,218.21,214.6,215.56,214.596734662063,5517079,0.0,1.0
2023-08-02,221.98,222.85,218.795,220.5,219.514659459013,5129661,0.0,1.0
2023-08-01,223.89,224.81,221.63,224.27,223.267812593528,4214465,0.0,1.0
2023-07-31,222.35,225.38,221.75,225.01,224.004505781735,5573114,0.0,1.0
2023-07-28,226.0,227.31,223.98,225.6,224.59186926963,4239278,0.0,1.0
2023-07-27,228.04,230.1399,224.01,225.15,224.143880168693,4299574,0.0,1.0
2023-07-26,224.46,227.51,223.12,225.58,224.571958642921,4856673,0.0,1.0
2023-07-25,225.88,227.52,225.19,226.03,225.019947743858,3203658,0.0,1.0
2023-07-24,227.26,227.59,223.5401,225.66,224.651601149755,5363244,0.0,1.0
2023-07-21,230.0,230.81,227.29,228.06,227.040876354751,3529741,0.0,1.0
2023-07-20,231.1,233.5,227.32,228.16,227.140429488292,5302994,0.0,1.0
2023-07-19,233.98,238.22,231.2301,234.37,233.322679081219,8516287,0.0,1.0
2023-07-18,227.05,229.6208,225.465,227.63,226.612797880522,5094240,0.0,1.0
2023-07-17,229.24,230.28,227.81,228.0,226.981144474626,3558250,0.0,1.0
2023-07-14,229.7,232.2,228.15,229.33,228.305201150728,4278735,0.0,1.0
2023-07-13,228.26,230.96,227.6,230.37,229.340553739559,5800286,0.0,1.0
2023-07-12,221.9,228.09,221.6132,227.28,226.264361913127,8923503,0.0,1.0
2023-07-11,222.06,222.35,217.24,221.17,220.181665453741,10030524,0.0,1.0
2023-07-10,209.0,212.87,208.315,212.81,211.859023489672,3820076,0.0,1.0
2023-07-07,209.77,212.11,209.28,209.59,208.653412589635,3022151,0.0,1.0
2023-07-06,211.2,212.5,207.831,210.14,209.200954824113,4254061,0.0,1.0
2023-07-05,210.49,214.62,210.09,213.82,212.864510138441,5071608,0.0,1.0
2023-07-03,210.57,211.96,209.92,211.65,210.70420714059,2399966,0.0,1.0
2023-06-30,211.86,213.85,210.9619,211.26,210.315949919778,5984203,0.0,1.0
2023-06-29,211.9,212.65,209.72,210.43,209.489658911384,3838304,0.0,1.0
2023-06-28,208.41,212.2,207.6,212.17,211.221883435006,4775913,0.0,1.0
2023-06-27,208.14,210.48,207.52,208.82,207.886853461366,4014756,0.0,1.0
2023-06-26,209.02,211.75,207.35,207.36,206.43337771166,4771543,0.0,1.0
2023-06-23,210.5,211.0,208.07,210.09,209.151178257343,14037587,0.0,1.0
2023-06-22,209.63,213.9564,209.09,213.29,212.336878530671,5694224,0.0,1.0
2023-06-21,216.52,217.795,208.0701,209.59,208.653412589635,7971632,0.0,1.0
2023-06-20,208.65,217.05,208.61,216.97,216.000433844998,9527235,0.0,1.0
2023-06-16,213.54,213.65,210.6,211.76,210.813715587486,13672662,0.0,1.0
2023-06-15,207.95,213.325,207.37,211.92,210.973000601152,7905381,0.0,1.0
2023-06-14,207.7,211.71,205.02,209.4,208.464261635906,8963393,0.0,1.0
2023-06-13,215.5,216.2326,207.92,208.98,208.046138475032,11698916,0.0,1.0
2023-06-12,216.15,220.39,212.14,213.69,212.735091064837,11585179,0.0,1.0
