,ENVA_Open,ENVA_High,ENVA_Low,ENVA_Close,ENVA_Adj Close,ENVA_Volume,ENVA_Dividend Amount,ENVA_Split Coefficient
2018-12-19,18.69,19.2,18.23,18.51,18.51,589532,0.0,1.0
2018-12-18,18.66,19.55,18.66,18.8,18.8,614746,0.0,1.0
2018-12-17,19.39,19.41,18.09,18.53,18.53,916368,0.0,1.0
2018-12-14,20.38,21.05,19.23,19.52,19.52,370717,0.0,1.0
2018-12-13,21.11,21.3,20.56,20.57,20.57,265870,0.0,1.0
2018-12-12,20.53,21.53,20.53,21.05,21.05,255558,0.0,1.0
2018-12-11,20.23,20.8165,20.11,20.31,20.31,200757,0.0,1.0
2018-12-10,20.09,20.32,19.61,19.89,19.89,305623,0.0,1.0
2018-12-07,20.77,21.139,19.91,20.11,20.11,288700,0.0,1.0
2018-12-06,20.21,21.0599,20.03,20.68,20.68,523542,0.0,1.0
2018-12-04,22.25,22.25,20.55,20.62,20.62,442929,0.0,1.0
2018-12-03,22.37,22.43,21.57,22.26,22.26,304886,0.0,1.0
2018-11-30,22.34,22.49,21.97,22.14,22.14,237365,0.0,1.0
2018-11-29,22.14,22.64,22.04,22.45,22.45,265461,0.0,1.0
2018-11-28,21.73,22.39,21.37,22.24,22.24,284385,0.0,1.0
2018-11-27,21.87,22.03,21.58,21.73,21.73,193747,0.0,1.0
2018-11-26,22.15,22.34,21.91,21.99,21.99,168162,0.0,1.0
2018-11-23,22.04,22.38,21.7666,21.97,21.97,71315,0.0,1.0
2018-11-21,21.94,22.48,21.925,22.27,22.27,102355,0.0,1.0
2018-11-20,22.2,22.55,21.69,21.89,21.89,188083,0.0,1.0
2018-11-19,23.01,23.01,22.17,22.3,22.3,239457,0.0,1.0
2018-11-16,23.43,23.75,22.84,22.99,22.99,242583,0.0,1.0
2018-11-15,23.32,23.51,22.7,23.47,23.47,199799,0.0,1.0
2018-11-14,23.4,23.78,23.06,23.39,23.39,183849,0.0,1.0
2018-11-13,23.25,23.8025,22.8301,23.16,23.16,268044,0.0,1.0
2018-11-12,23.47,23.68,22.95,22.99,22.99,231044,0.0,1.0
2018-11-09,24.75,24.76,23.12,23.47,23.47,295012,0.0,1.0
2018-11-08,25.32,25.5,24.87,24.93,24.93,130097,0.0,1.0
2018-11-07,25.07,25.47,24.54,25.42,25.42,223942,0.0,1.0
2018-11-06,24.68,25.1,24.31,24.87,24.87,216205,0.0,1.0
2018-11-05,24.77,24.93,24.26,24.66,24.66,300178,0.0,1.0
2018-11-02,24.76,25.13,24.46,24.59,24.59,236325,0.0,1.0
2018-11-01,23.72,24.95,23.55,24.59,24.59,377734,0.0,1.0
2018-10-31,25.41,25.57,23.63,23.65,23.65,373887,0.0,1.0
2018-10-30,24.74,25.19,24.25,25.07,25.07,420844,0.0,1.0
2018-10-29,24.92,25.54,23.94,24.88,24.88,688386,0.0,1.0
2018-10-26,24.35,27.0,23.93,24.45,24.45,776300,0.0,1.0
2018-10-25,22.72,22.96,21.5027,22.78,22.78,1012511,0.0,1.0
2018-10-24,23.8,23.93,22.65,22.68,22.68,342658,0.0,1.0
2018-10-23,23.59,24.11,23.18,23.83,23.83,241071,0.0,1.0
2018-10-22,24.13,24.255,23.66,23.95,23.95,256233,0.0,1.0
2018-10-19,23.93,24.21,23.87,24.09,24.09,218542,0.0,1.0
2018-10-18,24.57,24.65,23.93,23.96,23.96,159213,0.0,1.0
2018-10-17,24.74,24.77,23.9,24.72,24.72,346902,0.0,1.0
2018-10-16,24.27,25.085,24.04,24.96,24.96,203855,0.0,1.0
2018-10-15,24.0,24.27,23.62,24.06,24.06,368291,0.0,1.0
2018-10-12,25.0,25.24,23.6,24.09,24.09,413775,0.0,1.0
2018-10-11,25.01,25.67,24.56,24.6,24.6,379666,0.0,1.0
2018-10-10,25.52,26.13,25.025,25.18,25.18,467908,0.0,1.0
2018-10-09,26.13,26.58,25.895,26.1,26.1,256925,0.0,1.0
2018-10-08,25.93,26.53,25.29,26.21,26.21,340994,0.0,1.0
2018-10-05,26.36,26.81,25.9,26.27,26.27,405444,0.0,1.0
2018-10-04,27.59,28.16,26.08,26.36,26.36,264351,0.0,1.0
2018-10-03,27.2,27.99,26.89,27.78,27.78,270466,0.0,1.0
2018-10-02,27.68,28.24,26.78,27.14,27.14,321476,0.0,1.0
2018-10-01,28.97,28.97,27.3,27.7,27.7,364062,0.0,1.0
2018-09-28,28.8,29.525,28.55,28.8,28.8,284054,0.0,1.0
2018-09-27,29.5,29.6,28.75,28.85,28.85,258966,0.0,1.0
2018-09-26,30.9,31.05,29.45,29.55,29.55,231149,0.0,1.0
2018-09-25,30.45,30.95,30.0,30.95,30.95,168182,0.0,1.0
2018-09-24,30.9,30.95,30.2,30.45,30.45,95789,0.0,1.0
2018-09-21,31.2,31.7,30.9,30.9,30.9,314561,0.0,1.0
2018-09-20,30.95,31.2,30.65,31.15,31.15,151036,0.0,1.0
2018-09-19,31.55,31.85,30.45,30.85,30.85,257983,0.0,1.0
2018-09-18,30.9,31.75,30.8,31.55,31.55,144649,0.0,1.0
2018-09-17,31.7,31.9,30.8,30.9,30.9,181811,0.0,1.0
2018-09-14,31.25,32.1,31.0,31.7,31.7,246191,0.0,1.0
2018-09-13,30.6,31.3,30.5,31.2,31.2,196513,0.0,1.0
2018-09-12,31.75,31.75,29.7,30.5,30.5,370083,0.0,1.0
2018-09-11,32.35,32.35,31.35,31.8,31.8,267654,0.0,1.0
2018-09-10,32.95,33.2,32.35,32.35,32.35,185628,0.0,1.0
2018-09-07,33.1,33.4,32.6,32.75,32.75,193567,0.0,1.0
2018-09-06,32.7,33.75,32.7,33.15,33.15,219413,0.0,1.0
2018-09-05,33.25,33.345,31.7,32.75,32.75,567056,0.0,1.0
2018-09-04,33.2,33.6,32.5,33.15,33.15,601075,0.0,1.0
2018-08-31,33.45,34.05,33.1,33.2,33.2,173463,0.0,1.0
2018-08-30,34.2,34.35,33.5,33.6,33.6,127365,0.0,1.0
2018-08-29,34.45,34.45,33.85,34.2,34.2,184237,0.0,1.0
2018-08-28,34.9,35.05,33.8,34.45,34.45,132616,0.0,1.0
2018-08-27,35.55,35.95,34.75,34.75,34.75,140371,0.0,1.0
2018-08-24,35.15,35.55,34.8,35.4,35.4,96413,0.0,1.0
2018-08-23,35.9,35.95,34.85,35.15,35.15,141662,0.0,1.0
2018-08-22,35.95,36.25,35.45,35.85,35.85,275829,0.0,1.0
2018-08-21,35.8,36.75,35.6,35.95,35.95,328432,0.0,1.0
2018-08-20,35.65,36.25,34.9357,35.7,35.7,547654,0.0,1.0
2018-08-17,35.0,35.75,34.9,35.5,35.5,283954,0.0,1.0
2018-08-16,34.3,35.35,34.3,35.05,35.05,261952,0.0,1.0
2018-08-15,34.25,34.676,33.3,34.25,34.25,268548,0.0,1.0
2018-08-14,34.25,34.9,33.95,34.4,34.4,307673,0.0,1.0
2018-08-13,33.75,33.95,33.25,33.75,33.75,247383,0.0,1.0
2018-08-10,33.7,34.35,33.3,33.7,33.7,148294,0.0,1.0
2018-08-09,33.75,34.375,33.75,33.9,33.9,262058,0.0,1.0
2018-08-08,33.6,33.9,33.025,33.8,33.8,180759,0.0,1.0
2018-08-07,32.55,33.8,32.35,33.7,33.7,361825,0.0,1.0
2018-08-06,31.4,32.75,31.4,32.55,32.55,336378,0.0,1.0
2018-08-03,31.7,31.8,30.55,31.4,31.4,369551,0.0,1.0
2018-08-02,31.75,32.25,31.05,31.6,31.6,309545,0.0,1.0
2018-08-01,31.1,32.2,31.1,31.95,31.95,417596,0.0,1.0
2018-07-31,31.2,31.5,30.4,31.0,31.0,481847,0.0,1.0
2018-07-30,31.65,32.7,31.1,31.25,31.25,525413,0.0,1.0
2018-07-27,37.05,38.1,30.45,31.5,31.5,886323,0.0,1.0
2018-07-26,37.4,37.55,35.3,36.4,36.4,527005,0.0,1.0
2018-07-25,37.85,38.2,37.3,37.4,37.4,212591,0.0,1.0
2018-07-24,38.45,38.75,37.35,37.8,37.8,304374,0.0,1.0
2018-07-23,38.05,38.7,37.7,38.3,38.3,136423,0.0,1.0
2018-07-20,38.45,39.0,38.0,38.25,38.25,157678,0.0,1.0
2018-07-19,37.5,38.45,37.0,38.3,38.3,264017,0.0,1.0
2018-07-18,37.6,37.7,37.0,37.6,37.6,239865,0.0,1.0
2018-07-17,37.1,37.9,37.05,37.75,37.75,205833,0.0,1.0
2018-07-16,37.25,37.9,35.95,37.25,37.25,255106,0.0,1.0
2018-07-13,37.15,37.55,36.35,37.35,37.35,237146,0.0,1.0
2018-07-12,38.25,38.75,36.6,36.65,36.65,356774,0.0,1.0
2018-07-11,37.7,38.9,37.0,38.15,38.15,626675,0.0,1.0
2018-07-10,37.85,38.15,37.0,37.15,37.15,302078,0.0,1.0
2018-07-09,38.15,38.15,37.6,37.75,37.75,226364,0.0,1.0
2018-07-06,37.35,37.95,37.35,37.9,37.9,176400,0.0,1.0
2018-07-05,37.2,37.45,36.65,37.35,37.35,179059,0.0,1.0
2018-07-03,37.0,37.4,36.5,37.15,37.15,142286,0.0,1.0
2018-07-02,36.5,37.05,36.2998,36.8,36.8,380670,0.0,1.0
2018-06-29,36.55,36.75,36.05,36.55,36.55,320275,0.0,1.0
2018-06-28,35.35,36.65,35.05,36.4,36.4,427432,0.0,1.0
2018-06-27,36.55,36.55,35.0,35.25,35.25,414335,0.0,1.0
2018-06-26,35.6,36.75,34.4,36.75,36.75,433016,0.0,1.0
2018-06-25,36.5,36.55,34.95,35.5,35.5,310348,0.0,1.0
2018-06-22,36.95,37.0,36.1,36.5,36.5,858211,0.0,1.0
2018-06-21,36.95,37.05,36.15,36.65,36.65,460216,0.0,1.0
2018-06-20,36.0,36.95,35.8,36.75,36.75,270494,0.0,1.0
2018-06-19,36.4,36.4,35.1,35.85,35.85,282509,0.0,1.0
2018-06-18,35.7,36.75,35.65,36.5,36.5,281253,0.0,1.0
2018-06-15,35.35,35.9,35.0,35.85,35.85,336945,0.0,1.0
2018-06-14,35.4,35.8,35.1,35.45,35.45,315666,0.0,1.0
2018-06-13,35.5,35.85,34.9,35.4,35.4,322313,0.0,1.0
2018-06-12,35.0,36.15,34.45,35.15,35.15,641940,0.0,1.0
2018-06-11,34.95,35.5,34.9,35.0,35.0,252962,0.0,1.0
2018-06-08,34.6,35.9,34.5,35.0,35.0,402593,0.0,1.0
2018-06-07,34.75,34.75,33.85,34.55,34.55,655155,0.0,1.0
2018-06-06,34.75,34.8,34.0,34.7,34.7,311373,0.0,1.0
2018-06-05,34.35,34.95,34.35,34.8,34.8,327747,0.0,1.0
2018-06-04,34.2,34.4,34.0,34.3,34.3,414895,0.0,1.0
2018-06-01,34.0,34.35,33.7,34.15,34.15,309966,0.0,1.0
2018-05-31,32.75,33.65,32.75,33.6,33.6,482517,0.0,1.0
2018-05-30,32.6,33.7,32.6,32.85,32.85,487779,0.0,1.0
2018-05-29,31.5,32.675,31.05,32.5,32.5,837464,0.0,1.0
2018-05-25,32.5,32.75,31.65,31.85,31.85,476338,0.0,1.0
2018-05-24,33.35,33.55,32.2,32.55,32.55,625364,0.0,1.0
2018-05-23,34.15,34.3,32.9,33.35,33.35,450888,0.0,1.0
2018-05-22,35.05,35.35,34.0,34.2,34.2,609306,0.0,1.0
2018-05-21,34.6,35.05,34.0,35.0,35.0,602314,0.0,1.0
2018-05-18,34.35,34.5,33.55,33.9,33.9,487628,0.0,1.0
2018-05-17,33.95,34.45,33.85,34.35,34.35,389786,0.0,1.0
2018-05-16,34.1,34.5,33.75,33.95,33.95,398360,0.0,1.0
2018-05-15,32.45,34.25,32.25,34.0,34.0,554164,0.0,1.0
2018-05-14,32.6,33.05,32.5,32.5,32.5,402647,0.0,1.0
2018-05-11,32.6,33.0,32.3,32.55,32.55,451158,0.0,1.0
2018-05-10,32.25,33.0,31.9,32.55,32.55,395637,0.0,1.0
2018-05-09,31.45,32.85,31.05,32.25,32.25,418961,0.0,1.0
2018-05-08,31.0,32.0,31.0,31.3,31.3,475839,0.0,1.0
2018-05-07,30.75,31.445,30.3,31.15,31.15,776249,0.0,1.0
2018-05-04,29.7,31.2,29.15,30.7,30.7,534341,0.0,1.0
2018-05-03,29.4,30.1,28.7,29.65,29.65,369451,0.0,1.0
2018-05-02,29.6,30.1118,29.175,29.4,29.4,683501,0.0,1.0
2018-05-01,28.95,29.65,28.05,29.6,29.6,824228,0.0,1.0
2018-04-30,28.8,29.75,27.5,29.3,29.3,744568,0.0,1.0
2018-04-27,23.75,29.35,23.65,28.75,28.75,1691801,0.0,1.0
2018-04-26,22.05,22.65,21.75,22.6,22.6,347950,0.0,1.0
2018-04-25,22.75,22.75,21.9,22.0,22.0,159679,0.0,1.0
2018-04-24,22.55,23.05,22.55,22.85,22.85,179555,0.0,1.0
2018-04-23,22.9,23.045,22.3,22.45,22.45,102015,0.0,1.0
2018-04-20,23.2,23.25,22.7,22.75,22.75,113552,0.0,1.0
2018-04-19,22.55,23.45,22.5,23.25,23.25,218186,0.0,1.0
2018-04-18,22.9,23.0,22.65,22.7,22.7,327857,0.0,1.0
2018-04-17,23.1,23.1,22.75,22.9,22.9,150708,0.0,1.0
2018-04-16,22.7,23.05,22.45,22.85,22.85,229630,0.0,1.0
2018-04-13,22.95,23.15,22.45,22.65,22.65,90269,0.0,1.0
2018-04-12,22.95,23.0,22.75,22.8,22.8,97371,0.0,1.0
2018-04-11,22.5,23.05,22.3,22.8,22.8,228651,0.0,1.0
2018-04-10,22.3,22.6,22.0,22.5,22.5,139358,0.0,1.0
2018-04-09,22.2,22.675,21.9,22.0,22.0,203241,0.0,1.0
2018-04-06,22.45,22.7,21.8,22.1,22.1,156661,0.0,1.0
2018-04-05,22.55,22.85,22.3,22.55,22.55,164263,0.0,1.0
2018-04-04,21.6,22.65,21.6,22.45,22.45,211844,0.0,1.0
2018-04-03,21.85,22.2,21.35,22.05,22.05,209219,0.0,1.0
2018-04-02,21.95,22.3,21.7,21.7,21.7,244641,0.0,1.0
2018-03-29,22.05,22.225,21.9,22.05,22.05,311442,0.0,1.0
2018-03-28,21.95,22.3,21.85,22.0,22.0,178161,0.0,1.0
2018-03-27,22.1,22.45,21.85,22.0,22.0,207975,0.0,1.0
2018-03-26,21.9,22.25,21.75,22.15,22.15,227304,0.0,1.0
2018-03-23,22.3,22.4,21.75,21.75,21.75,219225,0.0,1.0
2018-03-22,23.15,23.15,22.05,22.1,22.1,294661,0.0,1.0
2018-03-21,22.7,23.65,22.45,23.4,23.4,484244,0.0,1.0
2018-03-20,22.95,23.15,22.4,22.45,22.45,231685,0.0,1.0
2018-03-19,22.75,23.05,22.375,23.0,23.0,315753,0.0,1.0
2018-03-16,22.6,23.3,22.105,22.8,22.8,608085,0.0,1.0
2018-03-15,22.8,22.9,22.4,22.65,22.65,328817,0.0,1.0
2018-03-14,23.1,23.25,22.75,22.75,22.75,240654,0.0,1.0
2018-03-13,23.1,23.3,22.675,23.05,23.05,317351,0.0,1.0
2018-03-12,22.95,23.15,22.55,23.1,23.1,255837,0.0,1.0
2018-03-09,22.6,22.95,22.4,22.8,22.8,243202,0.0,1.0
2018-03-08,22.6,22.65,22.25,22.5,22.5,152248,0.0,1.0
2018-03-07,22.2,22.8,21.9,22.6,22.6,234381,0.0,1.0
2018-03-06,22.45,22.65,21.6,22.3,22.3,312049,0.0,1.0
2018-03-05,21.85,22.5,21.55,22.3,22.3,305136,0.0,1.0
2018-03-02,21.55,22.1,21.05,21.95,21.95,409748,0.0,1.0
2018-03-01,22.05,22.35,21.35,21.65,21.65,350981,0.0,1.0
2018-02-28,22.3,22.5,21.95,22.0,22.0,394917,0.0,1.0
2018-02-27,22.05,23.217,22.0,22.3,22.3,539303,0.0,1.0
2018-02-26,22.55,22.65,22.15,22.55,22.55,322310,0.0,1.0
2018-02-23,22.65,22.75,22.2,22.55,22.55,253491,0.0,1.0
2018-02-22,22.5,22.75,22.255,22.55,22.55,239113,0.0,1.0
2018-02-21,22.55,23.05,22.25,22.35,22.35,314618,0.0,1.0
2018-02-20,22.95,23.05,22.4,22.55,22.55,484204,0.0,1.0
2018-02-16,22.6,23.25,22.6,22.95,22.95,479924,0.0,1.0
2018-02-15,22.2,22.75,21.85,22.6,22.6,457269,0.0,1.0
2018-02-14,21.35,22.15,21.1,22.05,22.05,470207,0.0,1.0
2018-02-13,20.75,21.425,20.3,21.4,21.4,471913,0.0,1.0
2018-02-12,20.45,21.0,20.1,20.85,20.85,490200,0.0,1.0
2018-02-09,20.3,20.7,20.1,20.4,20.4,522546,0.0,1.0
2018-02-08,20.3,20.65,19.9,20.1,20.1,513405,0.0,1.0
2018-02-07,19.65,20.3,19.55,20.3,20.3,389986,0.0,1.0
2018-02-06,19.8,20.45,19.35,19.65,19.65,559384,0.0,1.0
2018-02-05,20.3,21.3,19.65,20.4,20.4,1005826,0.0,1.0
2018-02-02,19.1,21.0,19.1,20.25,20.25,988296,0.0,1.0
2018-02-01,17.9,18.75,17.605,18.7,18.7,509991,0.0,1.0
2018-01-31,18.95,19.008,17.2,17.9,17.9,594682,0.0,1.0
2018-01-30,17.95,19.2,17.805,18.75,18.75,602842,0.0,1.0
2018-01-29,16.9,18.25,16.7168,17.9,17.9,725135,0.0,1.0
2018-01-26,17.0,17.0,16.6,17.0,17.0,172030,0.0,1.0
2018-01-25,16.1,16.95,16.05,16.9,16.9,301378,0.0,1.0
2018-01-24,16.35,16.45,16.0,16.1,16.1,121542,0.0,1.0
2018-01-23,16.15,16.2,15.8,16.2,16.2,117294,0.0,1.0
2018-01-22,15.9,16.15,15.6,16.05,16.05,196049,0.0,1.0
2018-01-19,15.85,16.2,15.6252,16.05,16.05,192167,0.0,1.0
2018-01-18,16.55,16.55,15.8,15.9,15.9,363612,0.0,1.0
2018-01-17,16.65,16.675,16.05,16.55,16.55,201620,0.0,1.0
2018-01-16,16.9,17.2,16.3,16.4,16.4,303335,0.0,1.0
2018-01-12,16.75,16.895,16.3,16.55,16.55,198500,0.0,1.0
2018-01-11,16.5,17.05,16.35,16.65,16.65,158872,0.0,1.0
2018-01-10,16.25,16.7,16.25,16.45,16.45,181493,0.0,1.0
2018-01-09,16.6,17.0,16.2,16.25,16.25,224447,0.0,1.0
2018-01-08,17.2,17.35,16.5,16.6,16.6,777151,0.0,1.0
2018-01-05,16.3,17.5,16.1,17.35,17.35,511925,0.0,1.0
2018-01-04,16.05,16.45,16.0,16.3,16.3,150469,0.0,1.0
2018-01-03,15.75,16.25,15.65,15.9,15.9,154265,0.0,1.0
2018-01-02,15.35,15.7,15.3,15.65,15.65,106361,0.0,1.0
2017-12-29,15.45,15.45,15.1,15.2,15.2,174517,0.0,1.0
2017-12-28,15.35,15.6,15.3,15.45,15.45,118992,0.0,1.0
2017-12-27,15.65,15.85,15.35,15.35,15.35,102860,0.0,1.0
2017-12-26,15.55,15.85,15.5,15.65,15.65,59243,0.0,1.0
2017-12-22,15.7,15.75,15.4,15.6,15.6,93340,0.0,1.0
2017-12-21,15.6,15.875,15.35,15.75,15.75,107733,0.0,1.0
2017-12-20,15.35,15.65,15.25,15.35,15.35,88492,0.0,1.0
2017-12-19,15.6,15.8,15.35,15.35,15.35,218544,0.0,1.0
2017-12-18,16.05,16.25,15.6,15.7,15.7,155543,0.0,1.0
2017-12-15,15.125,15.675,14.8797,15.4,15.4,460193,0.0,1.0
2017-12-14,15.2,15.3,14.75,14.85,14.85,161399,0.0,1.0
2017-12-13,15.2,15.35,14.95,15.05,15.05,213615,0.0,1.0
2017-12-12,15.2,15.55,15.15,15.15,15.15,121885,0.0,1.0
2017-12-11,15.35,15.45,15.1,15.2,15.2,73820,0.0,1.0
2017-12-08,15.75,15.75,15.35,15.35,15.35,124243,0.0,1.0
2017-12-07,15.1,15.75,15.0,15.75,15.75,862415,0.0,1.0
2017-12-06,15.1,15.45,15.0,15.15,15.15,202705,0.0,1.0
2017-12-05,14.85,15.15,14.8,15.15,15.15,30321,0.0,1.0
2017-12-04,15.05,15.25,14.75,14.85,14.85,165791,0.0,1.0
2017-12-01,14.8,15.05,14.2,14.8,14.8,201448,0.0,1.0
2017-11-30,15.5,15.6,14.8,14.85,14.85,252652,0.0,1.0
2017-11-29,14.9,15.35,14.875,15.35,15.35,267163,0.0,1.0
2017-11-28,14.5,14.85,14.4,14.8,14.8,138578,0.0,1.0
2017-11-27,14.9,15.0,14.375,14.4,14.4,104444,0.0,1.0
2017-11-24,14.9,15.0,14.7,14.95,14.95,59687,0.0,1.0
2017-11-22,14.85,15.15,14.85,14.85,14.85,112488,0.0,1.0
2017-11-21,14.65,15.0,14.65,14.85,14.85,204920,0.0,1.0
2017-11-20,14.3,14.75,14.3,14.6,14.6,122294,0.0,1.0
2017-11-17,14.2,14.5,14.1,14.35,14.35,106729,0.0,1.0
2017-11-16,14.05,14.5,14.0,14.35,14.35,147318,0.0,1.0
2017-11-15,13.5,14.1,13.25,14.0,14.0,215184,0.0,1.0
2017-11-14,13.6,13.85,13.6,13.6,13.6,94037,0.0,1.0
2017-11-13,13.95,13.95,13.6,13.8,13.8,196870,0.0,1.0
2017-11-10,14.0,14.35,13.85,14.15,14.15,259584,0.0,1.0
2017-11-09,13.95,14.1,13.7,13.85,13.85,179814,0.0,1.0
2017-11-08,13.95,14.3,13.6,14.15,14.15,226420,0.0,1.0
2017-11-07,14.95,14.95,13.75,14.0,14.0,454749,0.0,1.0
2017-11-06,14.65,15.15,14.65,15.0,15.0,224540,0.0,1.0
2017-11-03,14.65,14.95,14.55,14.75,14.75,163385,0.0,1.0
2017-11-02,14.6,15.0,14.45,14.8,14.8,214568,0.0,1.0
2017-11-01,14.85,15.15,14.5,14.6,14.6,152697,0.0,1.0
2017-10-31,14.6,14.95,14.5,14.85,14.85,276163,0.0,1.0
2017-10-30,14.75,14.8,14.3,14.55,14.55,227201,0.0,1.0
2017-10-27,15.2,15.2,14.3,14.75,14.75,473953,0.0,1.0
2017-10-26,14.45,15.1,14.3,15.0,15.0,315522,0.0,1.0
2017-10-25,14.4,14.5,14.0,14.3,14.3,167912,0.0,1.0
2017-10-24,14.3,14.55,14.15,14.3,14.3,148352,0.0,1.0
2017-10-23,14.95,15.15,14.3,14.3,14.3,216287,0.0,1.0
2017-10-20,14.9,15.05,14.625,14.9,14.9,274326,0.0,1.0
2017-10-19,14.5,14.8,14.35,14.7,14.7,263442,0.0,1.0
2017-10-18,14.5,14.6,14.4,14.55,14.55,178349,0.0,1.0
2017-10-17,14.35,14.625,14.25,14.45,14.45,352542,0.0,1.0
2017-10-16,14.25,14.5,14.15,14.4,14.4,170697,0.0,1.0
2017-10-13,14.1,14.4,13.855,14.3,14.3,307196,0.0,1.0
2017-10-12,13.95,14.3,13.9,14.1,14.1,232101,0.0,1.0
2017-10-11,14.3,14.5,14.0,14.05,14.05,244164,0.0,1.0
2017-10-10,14.05,14.4,14.05,14.35,14.35,248875,0.0,1.0
2017-10-09,13.9,14.3,13.8,14.15,14.15,361738,0.0,1.0
2017-10-06,13.45,13.95,13.35,13.85,13.85,266509,0.0,1.0
2017-10-05,13.75,13.925,12.7,13.4,13.4,749021,0.0,1.0
2017-10-04,13.65,13.875,13.6,13.8,13.8,237454,0.0,1.0
2017-10-03,13.8,13.875,13.5,13.75,13.75,293667,0.0,1.0
2017-10-02,13.45,13.95,13.4,13.95,13.95,285999,0.0,1.0
2017-09-29,13.45,13.55,13.3,13.45,13.45,263153,0.0,1.0
2017-09-28,13.4,13.6,13.1,13.6,13.6,284149,0.0,1.0
2017-09-27,13.2,13.675,13.15,13.45,13.45,462050,0.0,1.0
2017-09-26,13.25,13.35,12.95,13.0,13.0,288240,0.0,1.0
2017-09-25,13.25,13.35,13.0,13.2,13.2,187129,0.0,1.0
2017-09-22,13.35,13.5,13.15,13.25,13.25,247671,0.0,1.0
2017-09-21,13.25,13.55,13.25,13.4,13.4,208481,0.0,1.0
2017-09-20,13.35,13.65,13.2,13.25,13.25,316927,0.0,1.0
2017-09-19,13.7,13.9,13.4,13.4,13.4,318717,0.0,1.0
2017-09-18,12.45,13.95,12.45,13.8,13.8,486773,0.0,1.0
2017-09-15,12.25,12.425,12.0,12.3,12.3,1364529,0.0,1.0
2017-09-14,12.55,12.7,12.2,12.2,12.2,241634,0.0,1.0
2017-09-13,12.6,12.7,12.45,12.5,12.5,258565,0.0,1.0
2017-09-12,12.3,12.6,12.25,12.6,12.6,257935,0.0,1.0
2017-09-11,12.0,12.4,11.95,12.2,12.2,304659,0.0,1.0
2017-09-08,12.4,12.45,11.85,11.95,11.95,263239,0.0,1.0
2017-09-07,12.4,12.5,12.2,12.45,12.45,515033,0.0,1.0
2017-09-06,12.1,12.4,12.05,12.35,12.35,372742,0.0,1.0
2017-09-05,12.05,12.45,11.9,12.1,12.1,670711,0.0,1.0
2017-09-01,11.85,12.25,11.75,12.15,12.15,447202,0.0,1.0
2017-08-31,11.4,11.9,11.3,11.9,11.9,512261,0.0,1.0
2017-08-30,11.3,11.4,11.15,11.3,11.3,547828,0.0,1.0
2017-08-29,11.35,11.5,11.15,11.25,11.25,628292,0.0,1.0
2017-08-28,11.55,11.7,11.45,11.5,11.5,273978,0.0,1.0
2017-08-25,11.6,11.75,11.3,11.5,11.5,360810,0.0,1.0
2017-08-24,11.75,11.8,11.55,11.6,11.6,200858,0.0,1.0
2017-08-23,11.85,12.0,11.35,11.6,11.6,556758,0.0,1.0
2017-08-22,12.1,12.25,11.95,12.0,12.0,226741,0.0,1.0
2017-08-21,12.2,12.3,12.025,12.05,12.05,170806,0.0,1.0
2017-08-18,12.05,12.3,12.05,12.25,12.25,242002,0.0,1.0
2017-08-17,12.35,12.45,12.1,12.2,12.2,302949,0.0,1.0
2017-08-16,12.65,12.85,12.3,12.35,12.35,493037,0.0,1.0
2017-08-15,12.75,12.85,12.55,12.6,12.6,421579,0.0,1.0
2017-08-14,12.7,12.925,12.65,12.7,12.7,322876,0.0,1.0
2017-08-11,12.6,13.0,12.6,12.65,12.65,378333,0.0,1.0
2017-08-10,13.05,13.1,12.725,12.85,12.85,376839,0.0,1.0
2017-08-09,13.35,13.45,13.05,13.1,13.1,292479,0.0,1.0
2017-08-08,13.4,13.7,13.3,13.45,13.45,344368,0.0,1.0
2017-08-07,13.1,13.4,13.05,13.3,13.3,333543,0.0,1.0
2017-08-04,13.3,13.65,13.1,13.15,13.15,450696,0.0,1.0
2017-08-03,13.4,13.6,13.25,13.3,13.3,387066,0.0,1.0
2017-08-02,14.05,14.05,13.45,13.45,13.45,330581,0.0,1.0
2017-08-01,14.35,14.45,14.05,14.05,14.05,431389,0.0,1.0
2017-07-31,14.7,14.75,14.45,14.5,14.5,332613,0.0,1.0
2017-07-28,14.6,14.7,13.0,14.7,14.7,1079266,0.0,1.0
2017-07-27,15.85,15.9,15.3,15.7,15.7,367460,0.0,1.0
2017-07-26,16.0,16.1,15.85,15.85,15.85,180652,0.0,1.0
2017-07-25,16.1,16.35,15.95,16.0,16.0,210589,0.0,1.0
2017-07-24,16.0,16.1,15.75,15.9,15.9,192555,0.0,1.0
2017-07-21,16.2,16.25,15.85,15.95,15.95,410342,0.0,1.0
2017-07-20,16.55,16.55,16.05,16.1,16.1,198216,0.0,1.0
2017-07-19,16.2,16.75,16.2,16.45,16.45,276194,0.0,1.0
2017-07-18,16.3,16.3,15.9,16.25,16.25,145680,0.0,1.0
2017-07-17,16.35,16.45,16.1,16.3,16.3,188846,0.0,1.0
2017-07-14,16.35,16.45,16.15,16.35,16.35,148107,0.0,1.0
2017-07-13,16.35,16.8,16.25,16.35,16.35,274187,0.0,1.0
2017-07-12,15.8,16.55,15.8,16.3,16.3,560770,0.0,1.0
2017-07-11,15.2,15.795,15.0,15.5,15.5,469133,0.0,1.0
