,MSTR_Open,MSTR_High,MSTR_Low,MSTR_Close,MSTR_Adj Close,MSTR_Volume,MSTR_Dividend Amount,MSTR_Split Coefficient
2019-11-07,155.8,156.81,154.43,155.78,15.578,63418,0.0,1.0
2019-11-06,154.67,155.69,153.11,154.96,15.496,72902,0.0,1.0
2019-11-05,154.21,156.09,153.27,155.0,15.5,67219,0.0,1.0
2019-11-04,154.99,155.14,152.26,153.51,15.351,69961,0.0,1.0
2019-11-01,153.57,154.85,151.25,153.69,15.369,70158,0.0,1.0
2019-10-31,153.28,154.5,151.85,153.25,15.325,54830,0.0,1.0
2019-10-30,150.96,154.4,149.0,153.41,15.341,81849,0.0,1.0
2019-10-29,146.0,147.47,145.25,146.65,14.665,42819,0.0,1.0
2019-10-28,146.0,147.29,145.69,146.17,14.617,39901,0.0,1.0
2019-10-25,144.44,146.61,143.63,145.77,14.577,44970,0.0,1.0
2019-10-24,143.1,144.79,143.1,144.6,14.46,41379,0.0,1.0
2019-10-23,142.72,144.8,141.95,142.6,14.26,50449,0.0,1.0
2019-10-22,144.18,145.09,142.66,143.02,14.302,42025,0.0,1.0
2019-10-21,143.85,144.71,142.65,144.02,14.402,31680,0.0,1.0
2019-10-18,143.75,144.11,139.58,143.15,14.315,76759,0.0,1.0
2019-10-17,144.17,145.0,142.4,143.72,14.372,83835,0.0,1.0
2019-10-16,144.02,144.93,142.56,143.41,14.341,58602,0.0,1.0
2019-10-15,144.2,144.74,143.0,144.18,14.418,48474,0.0,1.0
2019-10-14,143.94,144.82,142.65,143.94,14.394,64873,0.0,1.0
2019-10-11,145.0,145.27,143.34,144.15,14.415,52446,0.0,1.0
2019-10-10,144.76,144.76,143.1,143.52,14.352,77151,0.0,1.0
2019-10-09,145.06,146.0,144.32,144.37,14.437,62280,0.0,1.0
2019-10-08,147.29,147.41,143.5,143.96,14.396,57791,0.0,1.0
2019-10-07,146.73,148.15,145.4,147.35,14.735,64392,0.0,1.0
2019-10-04,145.75,148.01,145.22,146.59,14.659,47966,0.0,1.0
2019-10-03,145.08,146.53,142.58,145.42,14.542,47434,0.0,1.0
2019-10-02,145.86,145.86,143.09,144.9,14.49,69855,0.0,1.0
2019-10-01,148.39,149.9,146.15,146.34,14.634,60552,0.0,1.0
2019-09-30,147.16,149.12,146.43,148.37,14.837,78031,0.0,1.0
2019-09-27,149.1,149.1,145.74,147.03,14.703,50505,0.0,1.0
2019-09-26,149.46,151.58,147.72,149.37,14.937,37934,0.0,1.0
2019-09-25,148.81,150.0,144.8,149.57,14.957,53219,0.0,1.0
2019-09-24,152.26,152.26,147.92,148.88,14.888,109722,0.0,1.0
2019-09-23,148.64,151.37,147.82,150.59,15.059,62734,0.0,1.0
2019-09-20,150.53,152.77,147.28,149.05,14.905,263968,0.0,1.0
2019-09-19,148.17,153.46,148.17,150.45,15.045,114072,0.0,1.0
2019-09-18,148.88,150.39,146.71,148.13,14.813,99920,0.0,1.0
2019-09-17,146.84,149.79,146.39,149.01,14.901,100546,0.0,1.0
2019-09-16,144.84,147.59,144.29,147.45,14.745,129592,0.0,1.0
2019-09-13,148.5,149.41,145.34,145.78,14.578,121363,0.0,1.0
2019-09-12,147.59,150.0,147.26,148.4,14.84,127324,0.0,1.0
2019-09-11,144.95,147.66,143.14,147.54,14.754,115714,0.0,1.0
2019-09-10,141.85,144.96,140.69,144.96,14.496,117876,0.0,1.0
2019-09-09,139.78,143.92,137.93,143.69,14.369,117237,0.0,1.0
2019-09-06,142.1,142.75,139.84,139.89,13.989,70213,0.0,1.0
2019-09-05,137.85,142.1,137.37,141.41,14.141,125541,0.0,1.0
2019-09-04,144.83,144.83,135.92,137.17,13.717,295306,0.0,1.0
2019-09-03,142.48,144.36,141.86,143.6,14.36,123601,0.0,1.0
2019-08-30,142.52,143.81,141.5,143.29,14.329,146611,0.0,1.0
2019-08-29,140.69,142.11,139.45,141.39,14.139,83321,0.0,1.0
2019-08-28,138.5,139.98,136.87,139.46,13.946,106259,0.0,1.0
2019-08-27,140.45,141.21,138.0,138.72,13.872,109796,0.0,1.0
2019-08-26,139.17,140.08,137.8,139.62,13.962,76762,0.0,1.0
2019-08-23,140.59,142.28,137.61,138.11,13.811,46260,0.0,1.0
2019-08-22,140.7,142.56,140.33,141.22,14.122,50361,0.0,1.0
2019-08-21,141.66,142.9,140.84,140.89,14.089,146094,0.0,1.0
2019-08-20,139.77,141.75,137.13,140.51,14.051,69506,0.0,1.0
2019-08-19,138.82,140.7,136.71,139.75,13.975,100562,0.0,1.0
2019-08-16,137.29,138.06,135.87,137.33,13.733,264810,0.0,1.0
2019-08-15,137.99,138.25,135.9,136.39,13.639,81736,0.0,1.0
2019-08-14,137.11,139.34,135.53,137.95,13.795,130219,0.0,1.0
2019-08-13,140.42,142.0,138.21,138.73,13.873,143984,0.0,1.0
2019-08-12,139.59,140.94,138.02,140.74,14.074,142714,0.0,1.0
2019-08-09,139.47,143.56,138.96,140.7,14.07,82373,0.0,1.0
2019-08-08,138.87,141.4,138.71,140.27,14.027,126553,0.0,1.0
2019-08-07,132.45,139.24,131.14,138.35,13.835,120276,0.0,1.0
2019-08-06,134.15,135.89,132.59,134.1,13.41,130004,0.0,1.0
2019-08-05,132.46,134.79,130.61,132.52,13.252,116815,0.0,1.0
2019-08-02,134.95,137.43,133.15,134.3,13.43,152580,0.0,1.0
2019-08-01,137.0,139.08,134.5,135.48,13.548,126304,0.0,1.0
2019-07-31,127.0,140.72,127.0,136.73,13.673,377993,0.0,1.0
2019-07-30,121.41,123.93,121.16,123.19,12.319,112270,0.0,1.0
2019-07-29,123.13,124.04,121.13,122.18,12.218,127703,0.0,1.0
2019-07-26,122.59,123.84,122.45,123.32,12.332,83432,0.0,1.0
2019-07-25,122.43,122.59,121.12,122.19,12.219,49611,0.0,1.0
2019-07-24,120.99,122.73,120.53,122.73,12.273,66028,0.0,1.0
2019-07-23,122.81,122.81,121.1,121.58,12.158,63948,0.0,1.0
2019-07-22,121.83,122.9,121.48,122.25,12.225,75375,0.0,1.0
2019-07-19,122.97,123.41,121.75,121.75,12.175,82346,0.0,1.0
2019-07-18,122.21,123.0,120.86,122.66,12.266,109788,0.0,1.0
2019-07-17,124.24,125.0,122.09,122.51,12.251,112048,0.0,1.0
2019-07-16,123.41,124.73,123.08,124.5,12.45,105053,0.0,1.0
2019-07-15,122.97,124.72,122.81,123.62,12.362,99846,0.0,1.0
2019-07-12,122.79,123.42,120.5,123.02,12.302,123775,0.0,1.0
2019-07-11,123.01,123.93,122.29,122.79,12.279,129986,0.0,1.0
2019-07-10,124.37,125.57,122.76,122.96,12.296,131769,0.0,1.0
2019-07-09,125.94,126.97,123.65,123.99,12.399,227903,0.0,1.0
2019-07-08,139.2,139.2,125.34,125.93,12.593,359455,0.0,1.0
2019-07-05,140.29,140.91,137.56,140.24,14.024,64316,0.0,1.0
2019-07-03,140.55,142.21,139.95,141.16,14.116,42482,0.0,1.0
2019-07-02,140.77,141.32,139.39,140.5,14.05,71825,0.0,1.0
2019-07-01,143.0,144.31,139.8,140.03,14.003,169495,0.0,1.0
2019-06-28,141.5,143.93,140.03,143.31,14.331,457484,0.0,1.0
2019-06-27,139.29,142.1,139.29,141.03,14.103,81309,0.0,1.0
2019-06-26,140.02,140.3,138.72,139.12,13.912,83074,0.0,1.0
2019-06-25,141.55,141.55,139.1,140.16,14.016,114721,0.0,1.0
2019-06-24,146.85,147.46,141.07,141.58,14.158,130010,0.0,1.0
2019-06-21,147.27,149.58,144.08,146.72,14.672,737841,0.0,1.0
2019-06-20,149.58,149.89,147.0,147.89,14.789,118294,0.0,1.0
2019-06-19,145.58,148.8,143.86,147.67,14.767,165763,0.0,1.0
2019-06-18,142.32,147.68,142.32,145.59,14.559,193876,0.0,1.0
2019-06-17,134.33,148.5,134.33,141.25,14.125,329387,0.0,1.0
2019-06-14,131.48,133.98,130.97,133.65,13.365,64846,0.0,1.0
2019-06-13,133.29,137.41,131.3,132.05,13.205,141356,0.0,1.0
2019-06-12,133.82,133.82,131.31,132.68,13.268,89272,0.0,1.0
2019-06-11,137.37,137.69,133.47,134.14,13.414,60143,0.0,1.0
2019-06-10,138.3,141.01,136.26,136.55,13.655,94158,0.0,1.0
2019-06-07,134.89,137.26,134.52,137.14,13.714,57401,0.0,1.0
2019-06-06,134.3,134.97,132.53,134.41,13.441,60916,0.0,1.0
2019-06-05,134.33,135.68,133.29,134.38,13.438,64289,0.0,1.0
2019-06-04,132.01,133.88,131.01,133.82,13.382,59025,0.0,1.0
2019-06-03,133.07,133.07,130.26,130.9,13.09,77060,0.0,1.0
2019-05-31,132.35,134.85,131.61,132.91,13.291,61523,0.0,1.0
2019-05-30,134.43,135.19,132.48,133.66,13.366,64319,0.0,1.0
2019-05-29,134.56,135.05,133.28,133.75,13.375,51522,0.0,1.0
2019-05-28,134.05,136.41,134.05,135.33,13.533,63988,0.0,1.0
2019-05-24,134.6,135.1,133.0,134.08,13.408,76292,0.0,1.0
2019-05-23,135.46,136.16,133.18,133.92,13.392,80523,0.0,1.0
2019-05-22,137.05,137.8,135.45,136.27,13.627,54640,0.0,1.0
2019-05-21,136.98,139.14,136.39,137.31,13.731,89993,0.0,1.0
2019-05-20,135.96,137.1,135.6,136.27,13.627,73381,0.0,1.0
2019-05-17,137.12,138.56,136.81,136.84,13.684,90552,0.0,1.0
2019-05-16,136.56,138.56,136.56,138.06,13.806,41995,0.0,1.0
2019-05-15,135.66,137.82,135.18,136.22,13.622,48390,0.0,1.0
2019-05-14,135.49,136.8,134.82,136.5,13.65,62573,0.0,1.0
2019-05-13,137.09,137.28,134.84,135.05,13.505,84476,0.0,1.0
2019-05-10,137.68,139.39,135.5,139.26,13.926,79329,0.0,1.0
2019-05-09,136.87,138.67,135.54,138.13,13.813,87872,0.0,1.0
2019-05-08,138.3,139.39,136.88,137.97,13.797,100360,0.0,1.0
2019-05-07,140.11,141.08,137.95,138.87,13.887,111358,0.0,1.0
2019-05-06,139.62,142.12,139.6,141.45,14.145,78520,0.0,1.0
2019-05-03,142.01,148.14,140.31,141.03,14.103,90913,0.0,1.0
2019-05-02,140.74,142.35,139.67,140.84,14.084,94805,0.0,1.0
2019-05-01,142.52,149.69,139.81,141.02,14.102,350807,0.0,1.0
2019-04-30,149.92,151.98,147.05,149.7,14.97,134730,0.0,1.0
2019-04-29,149.73,151.08,148.41,149.23,14.923,101468,0.0,1.0
2019-04-26,148.24,149.85,147.53,149.42,14.942,100630,0.0,1.0
2019-04-25,149.24,150.66,147.01,148.0,14.8,71790,0.0,1.0
2019-04-24,149.57,150.81,149.12,149.54,14.954,70924,0.0,1.0
2019-04-23,147.94,149.48,147.34,149.16,14.916,117723,0.0,1.0
2019-04-22,145.83,148.31,144.01,147.34,14.734,97913,0.0,1.0
2019-04-18,147.72,148.13,143.58,146.48,14.648,84551,0.0,1.0
2019-04-17,151.48,152.0,146.55,148.11,14.811,74284,0.0,1.0
2019-04-16,150.12,151.385,148.715,151.12,15.112,65515,0.0,1.0
2019-04-15,150.35,152.38,148.85,149.54,14.954,77210,0.0,1.0
2019-04-12,149.39,150.93,148.08,150.65,15.065,52748,0.0,1.0
2019-04-11,147.35,149.62,145.83,148.52,14.852,64770,0.0,1.0
2019-04-10,144.13,147.84,143.68,147.74,14.774,67398,0.0,1.0
2019-04-09,144.31,145.26,143.69,144.13,14.413,54222,0.0,1.0
2019-04-08,146.11,146.34,143.94,144.42,14.442,63958,0.0,1.0
2019-04-05,144.63,146.69,144.56,146.52,14.652,64758,0.0,1.0
2019-04-04,147.98,147.98,142.97,144.57,14.457,49578,0.0,1.0
2019-04-03,146.78,148.67,146.67,147.93,14.793,63412,0.0,1.0
2019-04-02,147.15,147.17,143.86,146.2,14.62,55988,0.0,1.0
2019-04-01,145.24,147.41,143.79,147.34,14.734,102117,0.0,1.0
2019-03-29,144.98,147.5,142.2,144.25,14.425,88054,0.0,1.0
2019-03-28,143.83,145.59,143.15,144.8,14.48,59874,0.0,1.0
2019-03-27,145.32,146.44,141.78,143.62,14.362,94380,0.0,1.0
2019-03-26,144.6,146.03,143.79,145.65,14.565,57304,0.0,1.0
2019-03-25,143.33,144.87,141.76,144.09,14.409,74227,0.0,1.0
2019-03-22,149.0,149.46,143.61,143.83,14.383,89844,0.0,1.0
2019-03-21,147.44,150.5,146.41,149.62,14.962,76227,0.0,1.0
2019-03-20,147.05,148.22,145.11,147.54,14.754,106389,0.0,1.0
2019-03-19,148.19,148.5,146.61,147.4,14.74,79207,0.0,1.0
2019-03-18,148.2,148.63,146.18,147.83,14.783,85497,0.0,1.0
2019-03-15,148.54,149.91,147.79,148.33,14.833,261260,0.0,1.0
2019-03-14,147.42,148.35,145.46,148.0,14.8,120733,0.0,1.0
2019-03-13,145.8,148.08,145.19,147.5,14.75,191614,0.0,1.0
2019-03-12,143.07,145.33,137.49,145.19,14.519,140854,0.0,1.0
2019-03-11,138.27,143.06,138.09,143.0,14.3,133867,0.0,1.0
2019-03-08,136.27,138.58,135.51,138.12,13.812,120203,0.0,1.0
2019-03-07,136.89,138.11,135.81,137.35,13.735,84629,0.0,1.0
2019-03-06,138.67,139.09,136.38,136.97,13.697,130683,0.0,1.0
2019-03-05,139.32,139.39,138.22,138.66,13.866,53748,0.0,1.0
2019-03-04,142.35,142.35,137.97,139.31,13.931,98516,0.0,1.0
2019-03-01,142.24,144.65,141.55,141.74,14.174,85665,0.0,1.0
2019-02-28,141.01,142.69,139.67,141.5,14.15,77866,0.0,1.0
2019-02-27,141.51,141.7,140.02,141.19,14.119,75810,0.0,1.0
2019-02-26,146.14,146.14,141.79,141.8,14.18,87954,0.0,1.0
2019-02-25,146.34,147.45,144.88,146.19,14.619,119049,0.0,1.0
2019-02-22,143.14,145.45,142.75,145.41,14.541,101153,0.0,1.0
2019-02-21,140.39,143.38,140.39,143.13,14.313,93763,0.0,1.0
2019-02-20,141.88,143.35,140.24,140.42,14.042,148623,0.0,1.0
2019-02-19,140.78,142.0,140.32,141.91,14.191,103014,0.0,1.0
2019-02-15,140.75,141.33,139.87,141.06,14.106,100222,0.0,1.0
2019-02-14,140.34,142.4,139.82,140.06,14.006,119232,0.0,1.0
2019-02-13,142.55,143.0,139.69,140.43,14.043,121330,0.0,1.0
2019-02-12,138.09,142.16,137.1,142.11,14.211,119082,0.0,1.0
2019-02-11,132.87,137.08,132.87,136.8,13.68,115123,0.0,1.0
2019-02-08,128.41,131.45,128.41,130.78,13.078,266717,0.0,1.0
2019-02-07,128.15,129.59,127.82,129.14,12.914,98003,0.0,1.0
2019-02-06,131.93,131.93,128.15,128.27,12.827,189239,0.0,1.0
2019-02-05,130.0,132.84,129.55,132.15,13.215,165546,0.0,1.0
2019-02-04,127.0,130.69,127.0,130.05,13.005,156872,0.0,1.0
2019-02-01,127.77,128.67,127.03,128.04,12.804,158147,0.0,1.0
2019-01-31,125.94,128.9,125.94,126.89,12.689,226278,0.0,1.0
2019-01-30,128.1,139.9,125.35,127.37,12.737,563253,0.0,1.0
2019-01-29,138.48,138.96,136.96,138.27,13.827,112455,0.0,1.0
2019-01-28,138.22,140.23,133.26,138.51,13.851,82740,0.0,1.0
2019-01-25,139.05,139.89,138.32,139.4,13.94,53423,0.0,1.0
2019-01-24,137.39,138.56,135.46,138.28,13.828,55737,0.0,1.0
2019-01-23,137.23,139.11,136.12,137.48,13.748,71716,0.0,1.0
2019-01-22,135.73,138.485,135.2401,137.24,13.724,81189,0.0,1.0
2019-01-18,135.12,137.66,127.52,136.32,13.632,81348,0.0,1.0
2019-01-17,133.6,135.72,133.48,134.88,13.488,119058,0.0,1.0
2019-01-16,134.49,135.54,133.07,133.84,13.384,159515,0.0,1.0
2019-01-15,132.22,134.51,132.22,134.31,13.431,38575,0.0,1.0
2019-01-14,133.24,133.5,130.98,132.11,13.211,87379,0.0,1.0
2019-01-11,131.72,133.86,131.44,133.86,13.386,93815,0.0,1.0
2019-01-10,132.3,133.66,131.35,132.51,13.251,120719,0.0,1.0
2019-01-09,132.29,134.11,131.34,131.58,13.158,106177,0.0,1.0
2019-01-08,132.13,132.66,129.72,132.31,13.231,108293,0.0,1.0
2019-01-07,130.39,132.71,130.39,131.23,13.123,74680,0.0,1.0
2019-01-04,127.45,131.02,126.44,130.4,13.04,119848,0.0,1.0
2019-01-03,127.76,128.7,125.97,126.57,12.657,108727,0.0,1.0
2019-01-02,126.04,129.01,126.04,128.57,12.857,93053,0.0,1.0
2018-12-31,127.09,128.1947,125.63,127.75,12.775,99930,0.0,1.0
2018-12-28,126.55,128.27,125.88,126.88,12.688,94981,0.0,1.0
2018-12-27,119.84,126.09,119.84,125.95,12.595,123109,0.0,1.0
2018-12-26,117.04,121.32,116.3,121.09,12.109,121294,0.0,1.0
2018-12-24,116.07,121.25,115.5,116.7,11.67,84764,0.0,1.0
2018-12-21,120.92,121.57,116.27,116.58,11.658,149430,0.0,1.0
2018-12-20,122.36,123.0,119.31,120.61,12.061,108022,0.0,1.0
2018-12-19,123.35,124.79,121.76,122.83,12.283,91574,0.0,1.0
2018-12-18,124.19,125.69,122.46,123.35,12.335,109033,0.0,1.0
2018-12-17,126.69,126.69,122.57,122.82,12.282,148997,0.0,1.0
2018-12-14,127.27,128.72,126.1,126.92,12.692,82518,0.0,1.0
2018-12-13,128.4,128.9,127.06,128.1,12.81,65168,0.0,1.0
2018-12-12,126.66,129.41,125.78,127.85,12.785,181532,0.0,1.0
2018-12-11,128.99,129.85,125.5,126.99,12.699,131245,0.0,1.0
2018-12-10,126.83,128.85,126.73,127.64,12.764,122564,0.0,1.0
2018-12-07,127.65,129.18,126.98,127.58,12.758,95961,0.0,1.0
2018-12-06,125.26,128.02,125.26,127.65,12.765,137699,0.0,1.0
2018-12-04,130.6,133.57,126.22,126.71,12.671,115258,0.0,1.0
2018-12-03,131.5,131.5,129.01,131.07,13.107,139522,0.0,1.0
2018-11-30,127.58,129.78,127.16,129.64,12.964,128335,0.0,1.0
2018-11-29,126.64,128.55,126.64,127.76,12.776,122279,0.0,1.0
2018-11-28,125.64,127.76,125.29,127.46,12.746,272323,0.0,1.0
2018-11-27,125.36,126.52,124.63,125.28,12.528,112560,0.0,1.0
2018-11-26,125.7,126.5,125.07,126.08,12.608,127966,0.0,1.0
2018-11-23,124.41,125.71,124.35,124.35,12.435,36678,0.0,1.0
2018-11-21,124.0,125.78,123.74,125.18,12.518,66019,0.0,1.0
2018-11-20,123.33,125.06,122.45,123.02,12.302,186358,0.0,1.0
2018-11-19,126.68,126.68,124.42,124.45,12.445,113426,0.0,1.0
2018-11-16,126.57,127.81,124.97,127.08,12.708,195466,0.0,1.0
2018-11-15,125.36,128.53,125.21,127.42,12.742,87524,0.0,1.0
2018-11-14,126.47,126.9,125.37,125.45,12.545,112667,0.0,1.0
2018-11-13,126.94,129.0,124.58,125.91,12.591,182984,0.0,1.0
2018-11-12,128.22,128.26,126.02,126.59,12.659,94765,0.0,1.0
2018-11-09,128.12,128.66,126.54,128.28,12.828,87079,0.0,1.0
2018-11-08,129.59,129.85,127.93,128.51,12.851,109620,0.0,1.0
2018-11-07,127.01,130.18,126.4,129.86,12.986,264961,0.0,1.0
2018-11-06,126.36,128.69,125.64,126.33,12.633,84490,0.0,1.0
2018-11-05,127.09,127.39,124.4,126.64,12.664,104091,0.0,1.0
2018-11-02,126.21,127.32,124.88,126.73,12.673,112515,0.0,1.0
2018-11-01,126.28,127.46,125.2,125.63,12.563,93554,0.0,1.0
2018-10-31,125.69,127.41,125.4,125.97,12.597,209334,0.0,1.0
2018-10-30,121.25,125.0,120.26,124.04,12.404,257365,0.0,1.0
2018-10-29,123.86,127.31,120.68,121.71,12.171,134621,0.0,1.0
2018-10-26,120.67,128.1,120.67,122.49,12.249,246034,0.0,1.0
2018-10-25,121.72,124.55,121.24,123.25,12.325,104330,0.0,1.0
2018-10-24,126.53,127.93,121.24,121.25,12.125,132984,0.0,1.0
2018-10-23,126.19,127.71,123.77,126.87,12.687,74507,0.0,1.0
2018-10-22,126.86,128.99,126.86,127.58,12.758,121710,0.0,1.0
2018-10-19,128.38,129.05,125.58,126.48,12.648,69117,0.0,1.0
2018-10-18,130.36,130.43,127.69,128.27,12.827,82241,0.0,1.0
2018-10-17,130.81,131.7,129.6,130.54,13.054,92997,0.0,1.0
2018-10-16,128.96,131.96,128.92,131.15,13.115,135602,0.0,1.0
2018-10-15,126.96,129.44,126.75,128.01,12.801,77743,0.0,1.0
2018-10-12,128.41,129.57,126.08,127.28,12.728,83371,0.0,1.0
2018-10-11,126.17,129.66,126.09,126.8,12.68,106770,0.0,1.0
2018-10-10,130.33,130.33,126.25,126.72,12.672,86270,0.0,1.0
2018-10-09,130.3,132.18,128.64,130.71,13.071,65077,0.0,1.0
2018-10-08,130.94,132.31,128.78,130.84,13.084,143795,0.0,1.0
2018-10-05,131.71,132.54,129.53,131.2,13.12,57975,0.0,1.0
2018-10-04,133.51,133.51,129.93,131.7,13.17,71627,0.0,1.0
2018-10-03,132.88,134.72,132.01,133.48,13.348,89182,0.0,1.0
2018-10-02,136.5,136.5,131.78,132.49,13.249,77206,0.0,1.0
2018-10-01,141.23,141.96,136.24,136.47,13.647,110531,0.0,1.0
2018-09-28,140.44,141.35,139.16,140.62,14.062,81065,0.0,1.0
2018-09-27,141.68,142.92,140.21,140.54,14.054,66847,0.0,1.0
2018-09-26,142.4,144.45,141.31,141.41,14.141,194492,0.0,1.0
2018-09-25,147.83,148.49,146.42,146.81,14.681,87970,0.0,1.0
2018-09-24,147.52,148.76,146.67,147.38,14.738,68167,0.0,1.0
2018-09-21,147.92,149.14,146.62,148.12,14.812,110463,0.0,1.0
2018-09-20,148.64,148.64,145.37,147.65,14.765,48017,0.0,1.0
2018-09-19,149.96,150.75,146.21,147.81,14.781,64835,0.0,1.0
2018-09-18,147.4,151.23,146.64,149.96,14.996,100285,0.0,1.0
2018-09-17,149.13,149.13,146.04,147.1,14.71,60358,0.0,1.0
2018-09-14,147.93,149.87,147.72,149.13,14.913,52204,0.0,1.0
2018-09-13,149.34,149.85,146.7,147.69,14.769,43512,0.0,1.0
2018-09-12,147.58,149.6,145.46,148.89,14.889,68422,0.0,1.0
2018-09-11,146.38,148.06,145.66,147.8,14.78,39676,0.0,1.0
2018-09-10,144.87,147.47,143.74,146.77,14.677,50472,0.0,1.0
2018-09-07,144.26,145.17,142.0,144.54,14.454,99775,0.0,1.0
2018-09-06,145.22,145.66,142.52,144.81,14.481,83138,0.0,1.0
2018-09-05,147.31,147.31,142.5,144.84,14.484,80267,0.0,1.0
2018-09-04,148.49,148.49,146.58,147.75,14.775,50923,0.0,1.0
2018-08-31,147.26,149.19,146.52,149.0,14.9,44055,0.0,1.0
2018-08-30,147.78,148.84,146.52,147.18,14.718,30805,0.0,1.0
2018-08-29,148.0,149.05,147.02,147.8,14.78,50935,0.0,1.0
2018-08-28,147.37,148.85,146.75,147.84,14.784,73429,0.0,1.0
2018-08-27,149.67,149.67,146.56,146.93,14.693,87048,0.0,1.0
2018-08-24,142.4,150.08,142.35,149.67,14.967,224892,0.0,1.0
2018-08-23,141.07,142.77,140.4,141.79,14.179,33422,0.0,1.0
2018-08-22,140.4,142.74,140.2,141.56,14.156,72490,0.0,1.0
2018-08-21,141.76,142.87,140.7,141.07,14.107,33604,0.0,1.0
2018-08-20,140.08,142.95,138.71,140.92,14.092,90853,0.0,1.0
2018-08-17,140.53,141.9,139.22,139.53,13.953,209228,0.0,1.0
2018-08-16,140.93,143.07,139.43,141.07,14.107,66091,0.0,1.0
2018-08-15,141.23,142.81,139.53,140.57,14.057,68957,0.0,1.0
2018-08-14,141.78,143.81,141.06,142.15,14.215,71526,0.0,1.0
2018-08-13,141.21,142.9,138.51,140.78,14.078,57276,0.0,1.0
2018-08-10,139.14,142.6,139.14,141.46,14.146,72192,0.0,1.0
2018-08-09,138.54,142.03,138.54,139.75,13.975,87234,0.0,1.0
2018-08-08,138.24,139.62,136.76,137.97,13.797,73379,0.0,1.0
2018-08-07,137.5,139.6,137.29,137.86,13.786,48513,0.0,1.0
