,OLLI_Open,OLLI_High,OLLI_Low,OLLI_Close,OLLI_Adj Close,OLLI_Volume,OLLI_Dividend Amount,OLLI_Split Coefficient
2019-01-17,74.37,76.11,74.05,75.74,75.74,696506,0.0,1.0
2019-01-16,75.04,76.25,74.48,74.82,74.82,565985,0.0,1.0
2019-01-15,75.49,75.49,73.99,74.99,74.99,918187,0.0,1.0
2019-01-14,76.23,78.32,73.6,75.08,75.08,1507388,0.0,1.0
2019-01-11,82.9,82.9,75.04,76.51,76.51,2087580,0.0,1.0
2019-01-10,74.73,76.54,73.34,76.49,76.49,1014986,0.0,1.0
2019-01-09,75.73,76.81,74.17,75.84,75.84,680439,0.0,1.0
2019-01-08,74.95,76.6,73.71,75.76,75.76,974084,0.0,1.0
2019-01-07,69.48,74.86,69.0,74.18,74.18,1640870,0.0,1.0
2019-01-04,67.24,69.46,66.29,69.25,69.25,999343,0.0,1.0
2019-01-03,65.71,67.3,64.76,66.2,66.2,584633,0.0,1.0
2019-01-02,64.9,66.62,64.9,66.25,66.25,857330,0.0,1.0
2018-12-31,65.91,66.63,65.01,66.51,66.51,727866,0.0,1.0
2018-12-28,66.02,66.41,64.45,65.59,65.59,507262,0.0,1.0
2018-12-27,63.63,65.35,62.8389,65.32,65.32,676157,0.0,1.0
2018-12-26,61.88,64.93,61.4156,64.92,64.92,650437,0.0,1.0
2018-12-24,60.75,62.64,59.72,61.71,61.71,434903,0.0,1.0
2018-12-21,63.08,65.47,61.01,61.64,61.64,1690348,0.0,1.0
2018-12-20,65.26,65.78,62.2522,63.08,63.08,955305,0.0,1.0
2018-12-19,66.08,67.26,64.5,65.35,65.35,803482,0.0,1.0
2018-12-18,66.36,67.16,65.295,65.92,65.92,757602,0.0,1.0
2018-12-17,66.03,67.5884,63.27,65.54,65.54,1116792,0.0,1.0
2018-12-14,65.92,67.93,65.46,66.4,66.4,745786,0.0,1.0
2018-12-13,68.12,69.0,66.04,66.61,66.61,816922,0.0,1.0
2018-12-12,67.43,69.56,67.43,67.88,67.88,1017312,0.0,1.0
2018-12-11,70.07,70.48,66.21,66.7,66.7,1190554,0.0,1.0
2018-12-10,68.99,69.35,66.66,68.51,68.51,1486302,0.0,1.0
2018-12-07,73.7,74.87,67.3505,69.13,69.13,2540628,0.0,1.0
2018-12-06,79.62,80.64,70.3001,71.9,71.9,5407308,0.0,1.0
2018-12-04,90.49,90.7,85.15,86.83,86.83,1477415,0.0,1.0
2018-12-03,90.11,91.6,88.71,91.23,91.23,712899,0.0,1.0
2018-11-30,89.75,90.23,88.55,88.7,88.7,610007,0.0,1.0
2018-11-29,90.39,91.38,89.18,89.75,89.75,795987,0.0,1.0
2018-11-28,87.28,90.73,86.47,90.38,90.38,737776,0.0,1.0
2018-11-27,86.51,87.66,86.2101,86.77,86.77,397620,0.0,1.0
2018-11-26,85.05,87.2,84.4,87.11,87.11,555711,0.0,1.0
2018-11-23,83.14,84.13,82.8,83.87,83.87,195491,0.0,1.0
2018-11-21,83.43,84.69,82.59,83.67,83.67,505951,0.0,1.0
2018-11-20,85.8,86.4,81.66,82.46,82.46,1530197,0.0,1.0
2018-11-19,90.15,91.15,87.37,88.7,88.7,638280,0.0,1.0
2018-11-16,88.45,90.83,87.21,90.7,90.7,811069,0.0,1.0
2018-11-15,90.69,91.45,85.7253,89.19,89.19,714486,0.0,1.0
2018-11-14,91.53,94.27,90.5511,91.04,91.04,496449,0.0,1.0
2018-11-13,90.35,91.745,90.04,90.76,90.76,412823,0.0,1.0
2018-11-12,90.96,92.47,89.91,90.34,90.34,682433,0.0,1.0
2018-11-09,92.21,93.155,90.5,91.28,91.28,508709,0.0,1.0
2018-11-08,91.86,94.73,90.99,92.75,92.75,662755,0.0,1.0
2018-11-07,90.5,91.95,89.67,91.73,91.73,990418,0.0,1.0
2018-11-06,88.95,90.29,87.9875,89.49,89.49,556362,0.0,1.0
2018-11-05,90.0,90.38,87.04,89.16,89.16,1064842,0.0,1.0
2018-11-02,93.1,95.0,90.5134,92.73,92.73,613723,0.0,1.0
2018-11-01,93.65,93.94,92.06,92.19,92.19,570826,0.0,1.0
2018-10-31,94.06,96.3,92.76,92.9,92.9,837706,0.0,1.0
2018-10-30,88.73,92.97,88.73,92.72,92.72,610968,0.0,1.0
2018-10-29,89.25,91.5983,87.198,88.67,88.67,766329,0.0,1.0
2018-10-26,88.65,90.22,87.16,88.25,88.25,643246,0.0,1.0
2018-10-25,89.1,90.14,87.28,89.51,89.51,649354,0.0,1.0
2018-10-24,88.81,91.395,87.73,87.8,87.8,690154,0.0,1.0
2018-10-23,88.36,89.6,87.2,88.81,88.81,566305,0.0,1.0
2018-10-22,88.78,90.49,88.02,90.08,90.08,381612,0.0,1.0
2018-10-19,89.69,90.27,88.3,88.74,88.74,436679,0.0,1.0
2018-10-18,91.3,91.93,88.84,89.55,89.55,554703,0.0,1.0
2018-10-17,92.45,92.45,89.1,91.59,91.59,446464,0.0,1.0
2018-10-16,89.65,92.19,88.51,92.03,92.03,470946,0.0,1.0
2018-10-15,88.15,89.89,86.77,88.9,88.9,472589,0.0,1.0
2018-10-12,86.88,88.67,86.01,87.97,87.97,685438,0.0,1.0
2018-10-11,86.5,87.96,84.66,85.03,85.03,849368,0.0,1.0
2018-10-10,90.6,90.97,86.86,87.36,87.36,922317,0.0,1.0
2018-10-09,89.39,91.33,89.38,90.58,90.58,762723,0.0,1.0
2018-10-08,87.2,89.77,87.0007,89.38,89.38,985748,0.0,1.0
2018-10-05,89.49,89.98,87.35,88.0,88.0,895727,0.0,1.0
2018-10-04,91.34,91.59,88.29,89.29,89.29,1135486,0.0,1.0
2018-10-03,93.71,94.46,91.31,92.02,92.02,929327,0.0,1.0
2018-10-02,96.31,96.31,93.27,93.61,93.61,634432,0.0,1.0
2018-10-01,97.36,97.61,96.1,96.5,96.5,631126,0.0,1.0
2018-09-28,93.9,96.35,93.9,96.1,96.1,510691,0.0,1.0
2018-09-27,95.05,95.8,93.95,94.35,94.35,386079,0.0,1.0
2018-09-26,94.6,95.4,93.45,94.8,94.8,386973,0.0,1.0
2018-09-25,93.8,94.65,93.1,94.35,94.35,340831,0.0,1.0
2018-09-24,92.45,94.15,92.25,93.4,93.4,388922,0.0,1.0
2018-09-21,93.25,94.45,92.1,92.75,92.75,1085545,0.0,1.0
2018-09-20,93.15,94.0128,92.5,93.1,93.1,387660,0.0,1.0
2018-09-19,93.35,93.625,92.05,92.8,92.8,485679,0.0,1.0
2018-09-18,90.5,93.2,90.05,93.0,93.0,583834,0.0,1.0
2018-09-17,90.75,91.1,88.75,90.2,90.2,426976,0.0,1.0
2018-09-14,90.6,91.3,90.1,90.85,90.85,379613,0.0,1.0
2018-09-13,91.0,92.14,90.1,90.55,90.55,496367,0.0,1.0
2018-09-12,92.35,93.0,89.1,90.85,90.85,791184,0.0,1.0
2018-09-11,93.4,94.7,92.3,92.45,92.45,756610,0.0,1.0
2018-09-10,93.05,93.75,91.85,93.2,93.2,820177,0.0,1.0
2018-09-07,87.45,92.75,87.125,92.5,92.5,1292868,0.0,1.0
2018-09-06,89.1,89.85,85.35,87.95,87.95,1328572,0.0,1.0
2018-09-05,88.0,89.1,86.4,88.5,88.5,1298922,0.0,1.0
2018-09-04,87.65,88.0,86.2,87.95,87.95,876832,0.0,1.0
2018-08-31,85.2,87.75,84.85,87.1,87.1,574598,0.0,1.0
2018-08-30,84.0,86.15,83.205,85.45,85.45,581128,0.0,1.0
2018-08-29,83.3,84.35,81.9,84.2,84.2,486905,0.0,1.0
2018-08-28,81.8,83.6,81.4,83.05,83.05,635778,0.0,1.0
2018-08-27,81.1,82.45,80.35,81.15,81.15,736599,0.0,1.0
2018-08-24,80.15,80.65,79.1,80.55,80.55,478734,0.0,1.0
2018-08-23,78.7,80.1,78.65,79.7,79.7,395814,0.0,1.0
2018-08-22,78.7,80.95,78.3,78.6,78.6,802004,0.0,1.0
2018-08-21,78.25,79.08,77.75,78.35,78.35,536172,0.0,1.0
2018-08-20,74.85,77.95,73.65,77.65,77.65,1068074,0.0,1.0
2018-08-17,73.45,74.9,73.35,74.45,74.45,413433,0.0,1.0
2018-08-16,73.25,73.65,72.35,73.5,73.5,292067,0.0,1.0
2018-08-15,73.3,73.65,71.9,72.85,72.85,493480,0.0,1.0
2018-08-14,72.4,74.3,72.025,73.55,73.55,414433,0.0,1.0
2018-08-13,71.3,72.475,71.05,72.25,72.25,391557,0.0,1.0
2018-08-10,71.2,72.525,70.85,71.35,71.35,442808,0.0,1.0
2018-08-09,70.75,72.3,70.7,71.8,71.8,370562,0.0,1.0
2018-08-08,70.15,70.95,69.35,70.7,70.7,472710,0.0,1.0
2018-08-07,69.75,70.95,69.65,70.45,70.45,400955,0.0,1.0
2018-08-06,69.0,70.15,68.85,69.5,69.5,642529,0.0,1.0
2018-08-03,69.65,69.95,68.55,68.85,68.85,442895,0.0,1.0
2018-08-02,67.2,69.6,67.2,69.45,69.45,537349,0.0,1.0
2018-08-01,69.5,69.5,66.4,67.55,67.55,1286756,0.0,1.0
2018-07-31,69.75,70.3,69.2,69.5,69.5,423001,0.0,1.0
2018-07-30,70.05,70.7,68.55,69.75,69.75,605705,0.0,1.0
2018-07-27,73.25,73.91,69.6,70.05,70.05,696214,0.0,1.0
2018-07-26,73.6,74.55,72.45,73.15,73.15,539748,0.0,1.0
2018-07-25,74.25,74.75,73.3,74.0,74.0,480183,0.0,1.0
2018-07-24,74.85,75.05,73.55,74.15,74.15,369712,0.0,1.0
2018-07-23,73.3,74.85,73.3,74.4,74.4,506121,0.0,1.0
2018-07-20,75.2,75.25,73.5,73.6,73.6,543676,0.0,1.0
2018-07-19,74.75,75.25,74.25,74.95,74.95,641804,0.0,1.0
2018-07-18,74.45,74.95,73.65,74.65,74.65,468949,0.0,1.0
2018-07-17,72.9,75.025,72.65,74.45,74.45,444617,0.0,1.0
2018-07-16,74.8,74.9,71.55,72.55,72.55,1074450,0.0,1.0
2018-07-13,74.55,75.65,74.55,74.8,74.8,283797,0.0,1.0
2018-07-12,75.35,75.55,73.85,74.45,74.45,368120,0.0,1.0
2018-07-11,75.6,75.75,74.4,74.95,74.95,528538,0.0,1.0
2018-07-10,73.05,75.35,73.05,75.2,75.2,652305,0.0,1.0
2018-07-09,76.8,76.8,72.0,72.8,72.8,790681,0.0,1.0
2018-07-06,72.7,74.7,72.675,74.25,74.25,522597,0.0,1.0
2018-07-05,72.9,73.1,72.2,72.85,72.85,445165,0.0,1.0
2018-07-03,71.0,72.84,70.855,72.55,72.55,341371,0.0,1.0
2018-07-02,72.0,72.25,69.65,70.65,70.65,1188139,0.0,1.0
2018-06-29,73.25,74.05,72.35,72.5,72.5,621728,0.0,1.0
2018-06-28,72.15,73.7,72.15,72.95,72.95,820429,0.0,1.0
2018-06-27,73.7,74.2,72.3,72.55,72.55,444791,0.0,1.0
2018-06-26,73.6,73.95,72.005,73.4,73.4,664656,0.0,1.0
2018-06-25,73.7,74.0,72.45,73.25,73.25,599237,0.0,1.0
2018-06-22,73.85,75.35,72.85,73.8,73.8,1460154,0.0,1.0
2018-06-21,74.6,77.05,74.01,76.9,76.9,772417,0.0,1.0
2018-06-20,76.7,76.7,74.15,74.35,74.35,976084,0.0,1.0
2018-06-19,74.9,76.375,74.76,76.2,76.2,503184,0.0,1.0
2018-06-18,74.8,76.5,74.65,75.85,75.85,654530,0.0,1.0
2018-06-15,75.25,75.4,74.55,75.1,75.1,1271007,0.0,1.0
2018-06-14,74.8,76.0,74.55,75.65,75.65,692072,0.0,1.0
2018-06-13,75.0,75.45,74.05,74.9,74.9,784862,0.0,1.0
2018-06-12,73.95,75.25,73.2,74.85,74.85,771132,0.0,1.0
2018-06-11,72.6,74.35,72.45,74.15,74.15,852931,0.0,1.0
2018-06-08,73.2,73.6,72.0,72.45,72.45,9470994,0.0,1.0
2018-06-07,75.2,75.5,73.35,73.75,73.75,1151434,0.0,1.0
2018-06-06,71.6,77.5,71.5,74.8,74.8,2459919,0.0,1.0
2018-06-05,74.05,75.95,72.5,75.3,75.3,1713162,0.0,1.0
2018-06-04,71.1,74.05,70.65,74.0,74.0,1005801,0.0,1.0
2018-06-01,71.4,71.5,70.35,70.55,70.55,834110,0.0,1.0
2018-05-31,70.9,71.25,70.2,70.7,70.7,404491,0.0,1.0
2018-05-30,71.25,71.7,70.3,71.15,71.15,497867,0.0,1.0
2018-05-29,70.05,70.95,69.55,70.8,70.8,510464,0.0,1.0
2018-05-25,70.0,70.4,69.6,70.35,70.35,344362,0.0,1.0
2018-05-24,68.65,70.05,68.4,70.0,70.0,365145,0.0,1.0
2018-05-23,68.5,69.9,68.0267,68.9,68.9,413413,0.0,1.0
2018-05-22,71.3,71.45,68.9,68.9,68.9,602838,0.0,1.0
2018-05-21,70.6,71.35,70.11,70.95,70.95,383630,0.0,1.0
2018-05-18,69.55,70.2,68.965,70.0,70.0,421689,0.0,1.0
2018-05-17,69.3,69.925,69.1,69.65,69.65,446326,0.0,1.0
2018-05-16,69.05,70.75,68.85,69.25,69.25,937321,0.0,1.0
2018-05-15,66.15,68.45,66.005,68.35,68.35,637039,0.0,1.0
2018-05-14,66.3,67.0,66.1,66.6,66.6,587683,0.0,1.0
2018-05-11,65.15,66.5,64.85,66.3,66.3,609349,0.0,1.0
2018-05-10,64.0,65.05,63.4,65.05,65.05,600548,0.0,1.0
2018-05-09,63.2,64.25,62.5,63.85,63.85,465841,0.0,1.0
2018-05-08,62.6,63.26,62.3,62.95,62.95,484118,0.0,1.0
2018-05-07,63.3,63.45,62.0,62.6,62.6,347283,0.0,1.0
2018-05-04,62.95,63.5,62.1,62.9,62.9,469949,0.0,1.0
2018-05-03,62.95,63.35,62.4,63.0,63.0,372054,0.0,1.0
2018-05-02,62.3,63.25,61.475,63.05,63.05,308947,0.0,1.0
2018-05-01,62.2,62.65,61.15,62.5,62.5,337997,0.0,1.0
2018-04-30,62.95,63.7,61.85,62.2,62.2,464498,0.0,1.0
2018-04-27,62.3,63.05,61.9698,62.75,62.75,444048,0.0,1.0
2018-04-26,61.2,62.4,60.65,62.2,62.2,484641,0.0,1.0
2018-04-25,61.95,61.95,60.65,60.9,60.9,469719,0.0,1.0
2018-04-24,61.8,62.5,60.85,61.75,61.75,901629,0.0,1.0
2018-04-23,62.0,62.25,60.775,62.25,62.25,652374,0.0,1.0
2018-04-20,62.35,63.2,61.8,62.0,62.0,858286,0.0,1.0
2018-04-19,63.3,63.5,61.75,62.8,62.8,394973,0.0,1.0
2018-04-18,63.05,64.45,62.75,63.6,63.6,948110,0.0,1.0
2018-04-17,62.45,62.9,62.0,62.6,62.6,606251,0.0,1.0
2018-04-16,60.55,61.85,60.2,61.8,61.8,753620,0.0,1.0
2018-04-13,61.7,62.35,59.75,60.2,60.2,622320,0.0,1.0
2018-04-12,62.2,63.35,61.55,61.6,61.6,637889,0.0,1.0
2018-04-11,62.1,63.75,61.55,62.05,62.05,1091563,0.0,1.0
2018-04-10,60.6,62.55,59.85,62.05,62.05,1024257,0.0,1.0
2018-04-09,59.65,60.85,59.35,60.0,60.0,769750,0.0,1.0
2018-04-06,59.15,60.45,57.95,58.95,58.95,1211641,0.0,1.0
2018-04-05,58.0,60.075,54.7,59.45,59.45,4832469,0.0,1.0
2018-04-04,58.35,60.75,58.35,60.45,60.45,1437526,0.0,1.0
2018-04-03,59.45,59.95,58.46,59.0,59.0,670401,0.0,1.0
2018-04-02,60.1,60.3,58.45,59.2,59.2,507424,0.0,1.0
2018-03-29,59.1,60.85,59.1,60.3,60.3,634863,0.0,1.0
2018-03-28,59.0,59.8,58.1,58.9,58.9,573325,0.0,1.0
2018-03-27,60.25,60.4,57.8,58.45,58.45,514538,0.0,1.0
2018-03-26,59.4,60.35,58.9,60.3,60.3,500826,0.0,1.0
2018-03-23,58.6,59.05,58.0,58.25,58.25,470102,0.0,1.0
2018-03-22,59.05,59.8,58.1,58.2,58.2,322733,0.0,1.0
2018-03-21,60.05,61.2,59.9,60.0,60.0,422564,0.0,1.0
2018-03-20,59.65,60.5,58.76,59.85,59.85,391853,0.0,1.0
2018-03-19,61.2,61.3,59.35,59.9,59.9,442451,0.0,1.0
2018-03-16,60.0,61.3,59.95,61.15,61.15,938347,0.0,1.0
2018-03-15,59.1,59.9,58.95,59.8,59.8,651231,0.0,1.0
2018-03-14,59.7,60.2,58.05,58.8,58.8,413017,0.0,1.0
2018-03-13,59.6,60.1,59.3,59.5,59.5,306035,0.0,1.0
2018-03-12,59.6,60.05,58.5,59.15,59.15,381258,0.0,1.0
2018-03-09,58.15,59.8,54.435,59.65,59.65,470033,0.0,1.0
2018-03-08,60.45,60.825,58.5,58.7,58.7,466719,0.0,1.0
2018-03-07,60.55,61.15,59.35,60.1,60.1,621005,0.0,1.0
2018-03-06,60.05,62.05,59.45,61.95,61.95,479497,0.0,1.0
2018-03-05,60.65,61.025,59.1,59.6,59.6,503760,0.0,1.0
2018-03-02,58.75,61.275,58.575,61.05,61.05,406868,0.0,1.0
2018-03-01,59.3,59.8,57.7,59.4,59.4,302753,0.0,1.0
2018-02-28,59.9,60.575,59.1,59.35,59.35,362256,0.0,1.0
2018-02-27,60.45,61.25,59.5,59.5,59.5,410364,0.0,1.0
2018-02-26,59.35,60.49,59.15,60.3,60.3,462966,0.0,1.0
2018-02-23,58.2,59.3,57.7,59.25,59.25,341291,0.0,1.0
2018-02-22,56.7,58.3,56.7,57.85,57.85,273010,0.0,1.0
2018-02-21,55.2,57.4,54.8,56.7,56.7,963449,0.0,1.0
2018-02-20,56.15,56.55,54.6089,55.0,55.0,380885,0.0,1.0
2018-02-16,57.05,57.4,56.2,56.55,56.55,343010,0.0,1.0
2018-02-15,56.35,57.15,55.3,56.9,56.9,243566,0.0,1.0
2018-02-14,54.15,56.6,54.15,56.15,56.15,306733,0.0,1.0
2018-02-13,54.55,55.45,54.45,54.8,54.8,326563,0.0,1.0
2018-02-12,54.8,55.55,53.95,55.0,55.0,501440,0.0,1.0
2018-02-09,53.9,54.8,50.9,54.2,54.2,773152,0.0,1.0
2018-02-08,55.95,55.99,53.6,53.65,53.65,471844,0.0,1.0
2018-02-07,55.25,56.4,54.25,55.8,55.8,574014,0.0,1.0
2018-02-06,51.2,55.7,50.6505,55.25,55.25,764429,0.0,1.0
2018-02-05,53.25,54.9,52.6,52.65,52.65,537808,0.0,1.0
2018-02-02,54.95,55.25,53.3,53.75,53.75,464788,0.0,1.0
2018-02-01,55.1,55.95,54.25,55.25,55.25,470253,0.0,1.0
2018-01-31,55.9,56.7,55.0,55.55,55.55,520599,0.0,1.0
2018-01-30,58.0,58.4,55.7,55.75,55.75,691408,0.0,1.0
2018-01-29,58.0,58.5,57.35,58.3,58.3,577153,0.0,1.0
2018-01-26,57.15,58.1,56.8,57.95,57.95,358051,0.0,1.0
2018-01-25,56.7,57.25,56.1,57.0,57.0,426427,0.0,1.0
2018-01-24,57.45,57.625,55.85,56.4,56.4,514987,0.0,1.0
2018-01-23,57.6,58.0,56.85,57.25,57.25,441061,0.0,1.0
2018-01-22,56.5,57.9,55.505,57.85,57.85,849086,0.0,1.0
2018-01-19,54.95,56.65,54.875,56.6,56.6,474417,0.0,1.0
2018-01-18,54.7,55.2265,54.5,55.05,55.05,332325,0.0,1.0
2018-01-17,55.0,55.1,54.05,54.6,54.6,583597,0.0,1.0
2018-01-16,55.85,56.1,53.925,54.65,54.65,688077,0.0,1.0
2018-01-12,54.15,56.65,54.15,55.5,55.5,695481,0.0,1.0
2018-01-11,51.9,54.1,51.55,54.0,54.0,672499,0.0,1.0
2018-01-10,51.05,51.9,50.7,51.85,51.85,576966,0.0,1.0
2018-01-09,51.0,51.25,50.2,51.0,51.0,1019120,0.0,1.0
2018-01-08,53.6,53.7,50.75,50.85,50.85,943825,0.0,1.0
2018-01-05,52.55,53.65,51.35,53.5,53.5,899902,0.0,1.0
2018-01-04,52.85,53.0,50.15,52.1,52.1,900602,0.0,1.0
2018-01-03,52.05,53.25,51.9,52.8,52.8,832208,0.0,1.0
2018-01-02,53.2,53.25,51.5,51.95,51.95,919876,0.0,1.0
2017-12-29,53.95,54.25,53.2,53.25,53.25,341434,0.0,1.0
2017-12-28,53.25,53.875,53.0,53.6,53.6,308647,0.0,1.0
2017-12-27,53.5,54.3,53.0,53.25,53.25,252378,0.0,1.0
2017-12-26,53.2,53.85,53.15,53.45,53.45,192795,0.0,1.0
2017-12-22,52.85,53.345,52.65,53.2,53.2,305284,0.0,1.0
2017-12-21,52.9,53.5,52.45,52.7,52.7,366307,0.0,1.0
2017-12-20,52.9,53.2,52.55,52.6,52.6,451974,0.0,1.0
2017-12-19,52.9,53.1,51.45,52.35,52.35,718185,0.0,1.0
2017-12-18,50.2,53.25,50.2,52.5,52.5,1127866,0.0,1.0
2017-12-15,48.9,50.15,48.9,50.0,50.0,881987,0.0,1.0
2017-12-14,48.75,49.9,48.4,48.8,48.8,528841,0.0,1.0
2017-12-13,48.05,49.2,47.755,48.625,48.625,480232,0.0,1.0
2017-12-12,50.0,50.1,47.95,48.0,48.0,588097,0.0,1.0
2017-12-11,50.1,50.6,49.025,49.9,49.9,558588,0.0,1.0
2017-12-08,49.15,50.0,49.025,49.85,49.85,747112,0.0,1.0
2017-12-07,48.3,50.6,48.15,48.75,48.75,1389319,0.0,1.0
2017-12-06,50.6,51.525,49.85,51.0,51.0,962043,0.0,1.0
2017-12-05,50.4,51.4,49.75,50.7,50.7,765981,0.0,1.0
2017-12-04,48.0,49.75,47.7,49.6,49.6,1117684,0.0,1.0
2017-12-01,47.5,47.5,45.15,47.5,47.5,790153,0.0,1.0
2017-11-30,47.35,48.1,47.0,47.45,47.45,422037,0.0,1.0
2017-11-29,47.0,47.7,46.85,47.35,47.35,463205,0.0,1.0
2017-11-28,46.35,47.15,46.05,47.1,47.1,497224,0.0,1.0
2017-11-27,46.55,47.15,46.0,46.4,46.4,323942,0.0,1.0
2017-11-24,47.0,47.2,46.35,46.4,46.4,198735,0.0,1.0
2017-11-22,47.3,47.5,46.5,46.85,46.85,377730,0.0,1.0
2017-11-21,46.9,47.2,45.798,47.0,47.0,876091,0.0,1.0
2017-11-20,46.0,46.775,45.35,46.65,46.65,640393,0.0,1.0
2017-11-17,44.35,46.3,42.36,46.0,46.0,603535,0.0,1.0
2017-11-16,43.6,44.95,43.3,44.9,44.9,361153,0.0,1.0
2017-11-15,43.3,44.0,43.05,43.3,43.3,323186,0.0,1.0
2017-11-14,44.75,45.0,43.5,43.95,43.95,380231,0.0,1.0
2017-11-13,44.95,45.35,44.5,45.15,45.15,372845,0.0,1.0
2017-11-10,43.55,45.0,43.55,44.95,44.95,324608,0.0,1.0
2017-11-09,42.85,43.6,42.85,43.55,43.55,421344,0.0,1.0
2017-11-08,43.2,43.65,42.66,43.35,43.35,310862,0.0,1.0
2017-11-07,44.2,44.25,43.1,43.4,43.4,354169,0.0,1.0
2017-11-06,44.35,44.85,43.95,44.2,44.2,384818,0.0,1.0
2017-11-03,44.4,45.1,44.175,44.5,44.5,458611,0.0,1.0
2017-11-02,44.0,44.7,43.5,44.65,44.65,312329,0.0,1.0
2017-11-01,45.35,45.6,43.45,43.9,43.9,358867,0.0,1.0
2017-10-31,43.7,45.125,43.7,44.65,44.65,495210,0.0,1.0
2017-10-30,46.55,46.55,43.4,43.45,43.45,777139,0.0,1.0
2017-10-27,46.1,46.875,45.5,46.85,46.85,429094,0.0,1.0
2017-10-26,45.1,46.5,44.775,46.45,46.45,349813,0.0,1.0
2017-10-25,45.3,45.85,44.4,45.0,45.0,508601,0.0,1.0
2017-10-24,46.3,46.3,44.85,45.35,45.35,422244,0.0,1.0
2017-10-23,45.15,46.35,45.15,46.0,46.0,435002,0.0,1.0
2017-10-20,44.9,45.35,44.7,45.1,45.1,348646,0.0,1.0
2017-10-19,44.55,44.65,44.0,44.4,44.4,413139,0.0,1.0
2017-10-18,44.8,45.25,44.65,44.9,44.9,379426,0.0,1.0
2017-10-17,45.35,45.4,44.95,44.95,44.95,216990,0.0,1.0
2017-10-16,45.25,45.4,44.8,45.3,45.3,218105,0.0,1.0
2017-10-13,45.25,45.725,45.05,45.3,45.3,225507,0.0,1.0
2017-10-12,45.5,45.5,44.65,45.2,45.2,367641,0.0,1.0
2017-10-11,45.35,45.8,45.3,45.45,45.45,267325,0.0,1.0
2017-10-10,45.35,45.75,45.0,45.25,45.25,286396,0.0,1.0
2017-10-09,45.5,45.6,45.0,45.3,45.3,313372,0.0,1.0
2017-10-06,46.6,46.6,45.4,45.65,45.65,686552,0.0,1.0
2017-10-05,46.85,46.9,46.35,46.6,46.6,421205,0.0,1.0
2017-10-04,46.25,46.75,46.1,46.75,46.75,292906,0.0,1.0
2017-10-03,46.2,46.82,45.95,46.3,46.3,407791,0.0,1.0
2017-10-02,46.4,46.4,45.7,46.1,46.1,521539,0.0,1.0
2017-09-29,45.65,46.7,45.549,46.4,46.4,679028,0.0,1.0
2017-09-28,45.65,46.0,44.9,45.8,45.8,576315,0.0,1.0
2017-09-27,44.7,46.0,44.6,45.95,45.95,594138,0.0,1.0
2017-09-26,45.2,45.4,43.9,44.6,44.6,553480,0.0,1.0
2017-09-25,45.5,45.75,44.875,45.05,45.05,859817,0.0,1.0
2017-09-22,45.6,46.025,45.05,45.8,45.8,495536,0.0,1.0
2017-09-21,45.85,45.85,45.2,45.6,45.6,220333,0.0,1.0
2017-09-20,46.0,46.0,45.4,45.7,45.7,403880,0.0,1.0
2017-09-19,46.0,46.15,45.85,46.05,46.05,768063,0.0,1.0
2017-09-18,45.9,46.25,45.5,46.0,46.0,667727,0.0,1.0
2017-09-15,45.45,45.95,44.95,45.85,45.85,653522,0.0,1.0
2017-09-14,45.8,45.8,45.05,45.3,45.3,332486,0.0,1.0
2017-09-13,45.95,46.0,45.15,45.75,45.75,385781,0.0,1.0
2017-09-12,45.05,45.95,44.8,45.9,45.9,507521,0.0,1.0
2017-09-11,45.4,45.5,44.95,45.05,45.05,572864,0.0,1.0
2017-09-08,43.95,45.35,43.8,45.2,45.2,686026,0.0,1.0
2017-09-07,43.45,44.15,43.25,44.15,44.15,359491,0.0,1.0
2017-09-06,43.55,43.85,42.8,43.35,43.35,528560,0.0,1.0
2017-09-05,42.65,43.8,42.6,43.35,43.35,644310,0.0,1.0
2017-09-01,42.0,43.0,41.85,42.7,42.7,512979,0.0,1.0
2017-08-31,42.75,42.95,41.305,41.85,41.85,777467,0.0,1.0
2017-08-30,43.1,43.9,41.5,42.7,42.7,1327296,0.0,1.0
2017-08-29,43.55,43.95,43.1,43.3,43.3,948449,0.0,1.0
2017-08-28,43.95,44.131,43.5,43.85,43.85,870446,0.0,1.0
2017-08-25,43.65,44.0,43.1,43.7,43.7,839265,0.0,1.0
2017-08-24,44.6,45.2,43.4,43.55,43.55,589293,0.0,1.0
2017-08-23,43.35,44.4,43.05,44.05,44.05,668473,0.0,1.0
2017-08-22,43.45,43.85,43.24,43.5,43.5,874667,0.0,1.0
2017-08-21,44.2,44.25,43.45,43.5,43.5,453343,0.0,1.0
2017-08-18,43.0,44.5,43.0,44.35,44.35,505149,0.0,1.0
2017-08-17,43.85,44.35,43.1,43.15,43.15,425381,0.0,1.0
2017-08-16,44.05,44.55,44.0,44.15,44.15,416764,0.0,1.0
2017-08-15,44.85,45.2,43.52,43.65,43.65,441293,0.0,1.0
2017-08-14,45.05,45.55,44.825,45.0,45.0,437635,0.0,1.0
2017-08-11,43.45,44.85,42.805,44.75,44.75,423887,0.0,1.0
2017-08-10,43.9,44.45,42.9,43.45,43.45,494471,0.0,1.0
2017-08-09,44.5,44.95,43.85,44.2,44.2,523533,0.0,1.0
2017-08-08,45.05,45.6,44.5,44.85,44.85,540792,0.0,1.0
