,KEM_Open,KEM_High,KEM_Low,KEM_Close,KEM_Adj Close,KEM_Volume,KEM_Dividend Amount,KEM_Split Coefficient
2024-07-23,25.949,25.949,25.8412,25.8412,25.8412,333,0.0,1.0
2024-07-22,25.99,26.115,25.99,26.115,26.115,2002,0.0,1.0
2024-07-19,25.9967,25.9967,25.9458,25.9458,25.9458,2008,0.0,1.0
2024-07-18,26.29,26.29,26.094,26.21,26.21,583,0.0,1.0
2024-07-17,26.2357,26.2357,26.2357,26.2357,26.2357,79,0.0,1.0
2024-07-16,26.38,26.62,26.38,26.62,26.62,4060,0.0,1.0
2024-07-15,26.54,26.54,26.51,26.51,26.51,248,0.0,1.0
2024-07-12,26.7048,26.7048,26.7048,26.7048,26.7048,38,0.0,1.0
2024-07-11,26.61,26.67,26.61,26.67,26.67,201,0.0,1.0
2024-07-10,26.2899,26.2899,26.2899,26.2899,26.2899,2,0.0,1.0
2024-07-09,26.11,26.35,26.11,26.35,26.35,204,0.0,1.0
2024-07-08,26.16,26.16,26.0543,26.0543,26.0543,964,0.0,1.0
2024-07-05,26.13,26.23,26.13,26.23,26.23,205,0.0,1.0
2024-07-03,26.05,26.31,26.05,26.31,26.31,200,0.0,1.0
2024-07-02,25.78,26.0,25.78,26.0,26.0,326,0.0,1.0
2024-07-01,25.88,25.88,25.88,25.88,25.88,201,0.0,1.0
2024-06-28,25.79,25.79,25.79,25.79,25.79,211,0.0,1.0
2024-06-27,25.78,25.78,25.73,25.73,25.73,200,0.0,1.0
2024-06-26,25.88,25.88,25.76,25.7856,25.7856,1066,0.0,1.0
2024-06-25,25.8,25.91,25.8,25.91,25.91,203,0.0,1.0
2024-06-24,25.8989,25.8989,25.8989,25.8989,25.8989,6,0.0,1.0
2024-06-21,25.86,25.91,25.86,25.91,25.91,203,0.0,1.0
2024-06-20,25.9485,25.9485,25.9485,25.9485,25.9485,27,0.0,1.0
2024-06-18,25.89,26.1,25.88,26.1,26.1,316,0.0,1.0
2024-06-17,25.845,25.845,25.845,25.845,25.845,38,0.0,1.0
2024-06-14,25.72,25.86,25.72,25.86,25.86,200,0.0,1.0
2024-06-13,25.775,25.775,25.7467,25.7467,25.7467,527,0.0,1.0
2024-06-12,25.91,25.98,25.91,25.98,25.98,201,0.0,1.0
2024-06-11,25.7107,25.7107,25.7107,25.7107,25.7107,19,0.0,1.0
2024-06-10,25.9001,25.9001,25.9001,25.9001,25.9001,2,0.0,1.0
2024-06-07,25.89,25.93,25.89,25.93,25.93,203,0.0,1.0
2024-06-06,26.09,26.09,26.09,26.09,26.09,3,0.0,1.0
2024-06-05,26.0068,26.0068,26.0068,26.0068,26.0068,2,0.0,1.0
2024-06-04,25.73,25.91,25.73,25.91,25.91,220,0.0,1.0
2024-06-03,25.51,25.8604,25.51,25.8604,25.8604,197,0.0,1.0
2024-05-31,25.7162,25.7162,25.7162,25.7162,25.7162,71,0.0,1.0
2024-05-30,25.991,25.991,25.991,25.991,25.991,27,0.0,1.0
2024-05-29,25.99,26.13,25.99,26.13,26.13,250,0.0,1.0
2024-05-28,26.3057,26.3057,26.2962,26.2962,26.2962,511,0.0,1.0
2024-05-24,26.3858,26.3858,26.3858,26.3858,26.3858,2,0.0,1.0
2024-05-23,26.49,26.49,26.34,26.34,26.34,202,0.0,1.0
2024-05-22,26.6199,26.6199,26.6199,26.6199,26.6199,118,0.0,1.0
2024-05-21,26.6984,26.7392,26.61,26.7392,26.7392,864,0.0,1.0
2024-05-20,26.975,26.975,26.9457,26.9457,26.9457,325,0.0,1.0
2024-05-17,27.19,27.19,27.08,27.08,27.08,920,0.0,1.0
2024-05-16,26.7,26.88,26.7,26.7997,26.7997,3189,0.0,1.0
2024-05-15,26.3974,26.78,26.3974,26.7508,26.7508,1201,0.0,1.0
2024-05-14,26.4784,26.51,26.4784,26.51,26.51,1544,0.0,1.0
2024-05-13,26.52,26.52,26.51,26.51,26.51,1102,0.0,1.0
2024-05-10,26.29,26.29,26.215,26.215,26.215,102,0.0,1.0
2024-05-09,26.06,26.21,26.06,26.21,26.21,213,0.0,1.0
2024-05-08,25.94,26.03,25.9295,25.9295,25.9295,6594,0.0,1.0
2024-05-07,26.0049,26.0049,26.0049,26.0049,26.0049,13,0.0,1.0
2024-05-06,26.1301,26.1301,26.1301,26.1301,26.1301,1,0.0,1.0
2024-05-03,26.0882,26.1313,26.0882,26.1313,26.1313,5660,0.0,1.0
2024-05-02,25.84,25.9629,25.84,25.9629,25.9629,100,0.0,1.0
2024-05-01,25.2821,25.2821,25.13,25.1825,25.1825,1116,0.0,1.0
2024-04-30,25.171,25.171,25.171,25.171,25.171,2,0.0,1.0
2024-04-29,25.5465,25.5465,25.5465,25.5465,25.5465,1,0.0,1.0
2024-04-26,25.2637,25.2637,25.2637,25.2637,25.2637,73,0.0,1.0
2024-04-25,25.04,25.04,24.9823,24.9823,24.9823,458,0.0,1.0
2024-04-24,24.9,24.92,24.8647,24.8647,24.8647,2774,0.0,1.0
2024-04-23,24.7295,24.7295,24.7295,24.7295,24.7295,53,0.0,1.0
2024-04-22,24.6161,24.6161,24.6161,24.6161,24.6161,96,0.0,1.0
2024-04-19,24.37,24.3883,24.37,24.3883,24.3883,217,0.0,1.0
2024-04-18,24.61,24.61,24.461,24.461,24.461,3190,0.0,1.0
2024-04-17,24.41,24.43,24.38,24.43,24.43,3700,0.0,1.0
2024-04-16,24.31,24.33,24.2516,24.2516,24.2516,623,0.0,1.0
2024-04-15,24.78,24.78,24.62,24.66,24.66,1403,0.0,1.0
2024-04-12,24.77,24.77,24.47,24.47,24.47,2509,0.0,1.0
2024-04-11,25.1,25.24,25.1,25.24,25.24,443,0.0,1.0
2024-04-10,24.9997,24.9997,24.9997,24.9997,24.9997,2,0.0,1.0
2024-04-09,25.16,25.34,25.16,25.34,25.34,219,0.0,1.0
2024-04-08,25.1211,25.1211,25.1211,25.1211,25.1211,30,0.0,1.0
2024-04-05,24.95,25.1091,24.95,24.96,24.96,5399,0.0,1.0
2024-04-04,25.0747,25.0747,25.0747,25.0747,25.0747,2,0.0,1.0
2024-04-03,25.1681,25.1681,25.1681,25.1681,25.1681,2,0.0,1.0
2024-04-02,25.166,25.166,25.166,25.166,25.166,2,0.0,1.0
2024-04-01,25.0756,25.0905,25.0756,25.0905,25.0905,137,0.0,1.0
2024-03-28,24.9644,24.9644,24.9098,24.9098,24.9098,247,0.0,1.0
2024-03-27,24.71,24.73,24.71,24.73,24.73,204,0.0,1.0
2024-03-26,24.8613,24.8613,24.8613,24.8613,24.8613,1045,0.0,1.0
2024-03-25,24.89,24.92,24.825,24.825,24.825,1045,0.0,1.0
2024-03-22,24.82,24.82,24.69,24.69,24.69,241,0.0,1.0
2024-03-21,25.06,25.0674,25.06,25.0674,25.0674,101,0.0,1.0
2024-03-20,25.1222,25.1222,25.1115,25.1115,25.1115,182,0.0,1.0
2024-03-19,24.875,24.875,24.875,24.875,24.875,538,0.0,1.0
2024-03-18,25.0684,25.0684,24.9854,24.9854,24.9854,538,0.0,1.0
2024-03-15,24.9223,24.9223,24.9223,24.9223,24.9223,0,0.0,1.0
2024-03-14,25.0326,25.0326,25.0326,25.0326,25.0326,243,0.0,1.0
2024-03-13,25.14,25.14,25.14,25.14,25.14,243,0.0,1.0
2024-03-12,25.21,25.227,25.21,25.227,25.227,601,0.0,1.0
2024-03-11,24.79,24.957,24.79,24.957,24.957,101,0.0,1.0
2024-03-08,24.6992,24.6992,24.6992,24.6992,24.6992,163,0.0,1.0
2024-03-07,24.79,24.79,24.7415,24.7415,24.7415,163,0.0,1.0
2024-03-06,24.61,24.8181,24.61,24.77,24.77,1419,0.0,1.0
2024-03-05,24.4,24.4,24.3984,24.3984,24.3984,187,0.0,1.0
2024-03-04,24.5446,24.5446,24.5446,24.5446,24.5446,2,0.0,1.0
2024-03-01,24.7,24.7004,24.68,24.68,24.68,330,0.0,1.0
2024-02-29,24.4189,24.4189,24.4189,24.4189,24.4189,112,0.0,1.0
2024-02-28,24.51,24.51,24.33,24.33,24.33,1161,0.0,1.0
2024-02-27,24.7016,24.7016,24.7016,24.7016,24.7016,95,0.0,1.0
2024-02-26,24.55,24.6,24.55,24.5756,24.5756,510,0.0,1.0
2024-02-23,24.72,24.7603,24.72,24.7603,24.7603,131,0.0,1.0
2024-02-22,24.655,24.7185,24.655,24.7185,24.7185,407,0.0,1.0
2024-02-21,24.39,24.54,24.39,24.54,24.54,566,0.0,1.0
2024-02-20,24.48,24.48,24.26,24.26,24.26,3483,0.0,1.0
2024-02-16,24.3316,24.3316,24.2825,24.2825,24.2825,790,0.0,1.0
2024-02-15,24.0999,24.0999,24.005,24.055,24.055,2428,0.0,1.0
2024-02-14,23.985,24.08,23.9655,23.9655,23.9655,967,0.0,1.0
2024-02-13,23.79,23.86,23.6,23.6,23.6,901,0.0,1.0
2024-02-12,23.83,24.1376,23.83,24.0951,24.0951,1195,0.0,1.0
2024-02-09,23.8296,23.8694,23.8296,23.8694,23.8694,530,0.0,1.0
2024-02-08,23.7897,23.7897,23.7897,23.7897,23.7897,9,0.0,1.0
2024-02-07,23.9,24.0394,23.9,23.92,23.92,478,0.0,1.0
2024-02-06,24.0773,24.0773,24.0773,24.0773,24.0773,81,0.0,1.0
2024-02-05,23.41,23.41,23.3322,23.3322,23.3322,495,0.0,1.0
2024-02-02,23.21,23.299,23.12,23.12,23.12,1198,0.0,1.0
2024-02-01,23.4473,23.4473,23.4473,23.4473,23.4473,1329,0.0,1.0
2024-01-31,23.5592,23.5592,23.2893,23.2893,23.2893,1329,0.0,1.0
2024-01-30,23.4584,23.4584,23.3706,23.3706,23.3706,198,0.0,1.0
2024-01-29,23.679,23.679,23.679,23.679,23.679,13,0.0,1.0
2024-01-26,23.7969,23.7969,23.7969,23.7969,23.7969,0,0.0,1.0
2024-01-25,23.7626,23.7626,23.7626,23.7626,23.7626,250,0.0,1.0
2024-01-24,23.82,23.84,23.82,23.84,23.84,250,0.0,1.0
2024-01-23,23.22,23.3554,23.22,23.3554,23.3554,200,0.0,1.0
2024-01-22,23.01,23.01,23.01,23.01,23.01,88,0.0,1.0
2024-01-19,23.12,23.3372,23.12,23.3372,23.3372,743,0.0,1.0
2024-01-18,23.04,23.1003,23.04,23.1003,23.1003,100,0.0,1.0
2024-01-17,22.82,22.87,22.82,22.87,22.87,423,0.0,1.0
2024-01-16,23.5328,23.62,23.3959,23.3959,23.3959,686,0.0,1.0
2024-01-12,23.79,23.79,23.79,23.79,23.79,100,0.0,1.0
2024-01-11,23.74,23.74,23.74,23.74,23.74,155,0.0,1.0
2024-01-10,23.69,23.6975,23.69,23.6975,23.6975,217,0.0,1.0
2024-01-09,23.7648,23.7648,23.7648,23.7648,23.7648,10,0.0,1.0
2024-01-08,24.0856,24.0856,24.0856,24.0856,24.0856,4,0.0,1.0
2024-01-05,24.26,24.26,24.1542,24.1542,24.1542,841,0.0,1.0
2024-01-04,24.23,24.23,24.1344,24.1344,24.1344,831,0.0,1.0
2024-01-03,24.41,24.41,24.279,24.279,24.279,343,0.0,1.0
2024-01-02,24.36,24.36,24.21,24.21,24.21,633,0.0,1.0
2023-12-29,24.755,24.755,24.755,24.755,24.755,97,0.0,1.0
2023-12-28,24.53,24.91,24.53,24.91,24.91,200,0.0,1.0
2023-12-27,24.4222,24.4222,24.4222,24.4222,24.4222,240,0.7017,1.0
2023-12-26,25.07,25.085,25.07,25.085,24.3844010191895,240,0.0,1.0
2023-12-22,25.02,25.02,24.865,24.879,24.1841543933193,604,0.0,1.0
2023-12-21,24.84,25.21,24.84,25.21,24.5059098941107,262,0.0,1.0
2023-12-20,24.78,24.84,24.45,24.45,23.7671359345897,558,0.0,1.0
2023-12-19,25.0624,25.0624,25.0624,25.0624,24.3624322146038,530,0.0,1.0
2023-12-18,24.81,24.81,24.7,24.7,24.0101536844322,530,0.0,1.0
2023-12-15,24.96,24.96,24.8,24.8,24.1073607843691,600,0.0,1.0
2023-12-14,24.75,25.09,24.75,25.09,24.3892613741864,1938,0.0,1.0
2023-12-13,24.39,24.7591,24.39,24.7591,24.0676030804949,203,0.0,1.0
2023-12-12,24.51,24.51,24.5,24.5,23.8157394845582,203,0.0,1.0
2023-12-11,24.6375,24.6375,24.625,24.625,23.9372483594794,293,0.0,1.0
2023-12-08,24.42,24.42,24.31,24.31,23.631045994678,1668,0.0,1.0
2023-12-07,24.66,24.66,24.66,24.66,23.9712708444574,2,0.0,1.0
2023-12-06,24.5861,24.5861,24.5861,24.5861,23.899434797604,2,0.0,1.0
2023-12-05,24.6063,24.6063,24.6063,24.6063,23.9190706317912,21,0.0,1.0
2023-12-04,24.85,24.85,24.7,24.7,24.0101536844322,204,0.0,1.0
2023-12-01,25.084,25.1699,25.084,25.1699,24.466929847036,1420,0.0,1.0
2023-11-30,25.1,25.35,25.04,25.04,24.3406578242179,925,0.0,1.0
2023-11-29,25.1,25.1299,25.1,25.1299,24.4280470070612,219,0.0,1.0
2023-11-28,25.3868,25.3868,25.3868,25.3868,24.6777720467993,4,0.0,1.0
2023-11-27,25.19,25.19,25.09,25.09,24.3892613741864,203,0.0,1.0
2023-11-24,25.3708,25.3708,25.3708,25.3708,24.6622189108094,342,0.0,1.0
2023-11-22,25.3,25.3,25.14,25.14,24.4378649241548,342,0.0,1.0
2023-11-21,25.44,25.44,25.4036,25.4036,24.6941028395887,345,0.0,1.0
2023-11-20,25.29,25.73,25.29,25.73,25.011386813783,223,0.0,1.0
2023-11-17,25.2353,25.2353,25.2353,25.2353,24.5305032903948,1,0.0,1.0
2023-11-16,25.05,25.05,24.96,24.99,24.2920542742494,406,0.0,1.0
2023-11-15,25.6968,25.6968,25.5391,25.5391,24.8258184600033,138,0.0,1.0
2023-11-14,25.3214,25.3214,25.3214,25.3214,24.6141986034405,7,0.0,1.0
2023-11-13,24.8223,24.8223,24.8223,24.8223,24.1290379676551,0,0.0,1.0
2023-11-10,24.59,24.7522,24.58,24.58,23.8935051645078,846,0.0,1.0
2023-11-09,24.6784,24.6784,24.6784,24.6784,23.9891569508458,242,0.0,1.0
2023-11-08,24.83,24.83,24.71,24.71,24.0198743944259,242,0.0,1.0
2023-11-07,24.84,24.9907,24.84,24.9907,24.2927347239489,421,0.0,1.0
2023-11-06,25.0552,25.0552,25.0552,25.0552,24.3554333034083,2,0.0,1.0
2023-11-03,24.67,25.06,24.67,25.06,24.3600992442053,200,0.0,1.0
2023-11-02,24.5236,24.5236,24.5236,24.5236,23.8386803601433,20,0.0,1.0
2023-11-01,24.277,24.277,24.277,24.277,23.5989676516988,20,0.0,1.0
2023-10-31,24.04,24.04,23.88,23.99,23.3199832748797,361,0.0,1.0
2023-10-30,24.28,24.41,24.12,24.41,23.7282530946149,450,0.0,1.0
2023-10-27,24.1,24.1492,24.05,24.0986,23.4255501854112,27296,0.0,1.0
2023-10-26,23.94,24.18,23.94,24.18,23.5046767647599,1885,0.0,1.0
2023-10-25,24.05,24.24,24.03,24.23,23.5532803147284,859,0.0,1.0
2023-10-24,24.29,24.29,24.29,24.29,23.6116045746906,300,0.0,1.0
2023-10-23,23.85,23.92,23.85,23.92,23.2519383049238,403,0.0,1.0
2023-10-20,23.9932,23.9932,23.9932,23.9932,23.3230939020776,10,0.0,1.0
2023-10-19,24.2443,24.2443,24.2443,24.2443,23.5671809300194,19,0.0,1.0
2023-10-18,24.4926,24.4926,24.4926,24.4926,23.8085461591629,133,0.0,1.0
2023-10-17,24.84,24.91,24.7954,24.7954,24.102889257772,1415,0.0,1.0
2023-10-16,24.75,24.9051,24.75,24.9051,24.2095254464029,452,0.0,1.0
2023-10-13,24.6463,24.6463,24.6463,24.6463,23.957953471766,0,0.0,1.0
2023-10-12,24.7499,24.7499,24.7499,24.7499,24.0586600273007,25,0.0,1.0
2023-10-11,25.017,25.017,25.017,25.017,24.3183001912324,25,0.0,1.0
2023-10-10,24.8988,24.8988,24.8988,24.8988,24.2034013991069,2,0.0,1.0
2023-10-09,24.5906,24.5906,24.5906,24.5906,23.9038091171011,0,0.0,1.0
2023-10-06,24.6152,24.6152,24.6152,24.6152,23.9277220636856,0,0.0,1.0
2023-10-05,24.3097,24.3097,24.3097,24.3097,23.6307543733782,0,0.0,1.0
2023-10-04,24.2247,24.2247,24.2247,24.2247,23.5481283384317,704,0.0,1.0
2023-10-03,24.45,24.48,24.3045,24.3045,23.6256996041814,704,0.0,1.0
2023-10-02,24.5,24.5974,24.5,24.5974,23.9104191998968,704,0.0,1.0
2023-09-29,24.7153,24.7153,24.7153,24.7153,24.0250263707225,0,0.0,1.0
2023-09-28,24.6345,24.6345,24.6345,24.6345,23.9464830339734,0,0.0,1.0
2023-09-27,24.5966,24.5966,24.5966,24.5966,23.9096415430973,0,0.0,1.0
2023-09-26,24.5859,24.5859,24.5859,24.5859,23.8992403834041,461,0.0,1.0
2023-09-25,24.75,24.8375,24.75,24.8375,24.1438134468455,461,0.0,1.0
2023-09-22,25.11,25.11,25.0359,25.0359,24.3366723331205,212,0.0,1.0
2023-09-21,24.654,24.654,24.654,24.654,23.9654384184612,12,0.0,1.0
2023-09-20,25.0795,25.0795,25.0795,25.0795,24.379054628693,12,0.0,1.0
2023-09-19,25.1665,25.1665,25.1627,25.1627,24.4599309358405,100,0.0,1.0
2023-09-18,25.18,25.2571,25.18,25.2571,24.551694438181,7927,0.0,1.0
2023-09-15,25.2783,25.2783,25.23,25.23,24.5253513140981,365,0.0,1.0
2023-09-14,25.4056,25.4056,25.4056,25.4056,24.6960469815874,214,0.0,1.0
2023-09-13,25.3086,25.3086,25.2972,25.2972,24.5906744852558,214,0.0,1.0
2023-09-12,25.3456,25.3456,25.3456,25.3456,24.6377227216253,3,0.0,1.0
2023-09-11,25.349,25.349,25.349,25.349,24.6410277630231,6,0.0,1.0
2023-09-08,25.0364,25.0364,25.0364,25.0364,24.3371583686201,49,0.0,1.0
2023-09-07,24.9929,24.9929,24.9929,24.9929,24.2948732801476,6,0.0,1.0
2023-09-06,25.3801,25.3801,25.3801,25.3801,24.6712591711035,107,0.0,1.0
2023-09-05,25.53,25.53,25.4726,25.4726,24.7611757385452,107,0.0,1.0
2023-09-01,25.56,25.71,25.56,25.623,24.9073752168504,5200,0.0,1.0
2023-08-31,25.3213,25.3213,25.3213,25.3213,24.6141013963406,110,0.0,1.0
2023-08-30,25.45,25.511,25.45,25.511,24.798503264921,110,0.0,1.0
2023-08-29,25.6219,25.6219,25.6219,25.6219,24.9063059387511,3,0.0,1.0
2023-08-28,25.2857,25.2857,25.2857,25.2857,24.579495668763,0,0.0,1.0
2023-08-25,25.17,25.17,25.0367,25.0367,24.3374499899199,124197,0.0,1.0
