,UTX_Open,UTX_High,UTX_Low,UTX_Close,UTX_Adj Close,UTX_Volume,UTX_Dividend Amount,UTX_Split Coefficient
2024-08-07,114.3,115.98,113.61,114.15,113.543536009445,5553236,0.0,1.0
2024-08-06,115.59,116.82,114.115,114.4,113.792207792208,4642357,0.0,1.0
2024-08-05,115.11,116.44,114.37,115.17,114.558116883117,5888641,0.0,1.0
2024-08-02,116.25,118.3,115.07,116.44,115.821369539551,4578404,0.0,1.0
2024-08-01,117.72,117.99,116.06,116.74,116.119775678867,5135066,0.0,1.0
2024-07-31,117.5,118.22,116.46,117.49,116.865791027155,6780361,0.0,1.0
2024-07-30,115.2,117.03,114.56,116.88,116.259031877214,6074374,0.0,1.0
2024-07-29,114.0,114.63,113.3,114.44,113.83199527745,4138929,0.0,1.0
2024-07-26,113.96,115.23,113.5,113.95,113.344598583235,7526513,0.0,1.0
2024-07-25,110.23,115.82,109.45,113.47,112.867148760331,14996998,0.0,1.0
2024-07-24,105.05,105.86,104.02,104.83,104.273051948052,7180244,0.0,1.0
2024-07-23,103.77,105.575,103.62,104.97,104.412308146399,7602039,0.0,1.0
2024-07-22,102.68,103.82,102.62,103.77,103.218683589138,6208088,0.0,1.0
2024-07-19,104.5,104.5,102.64,102.81,102.263783943329,7229794,0.0,1.0
2024-07-18,105.0,105.46,103.78,103.84,103.288311688312,4450279,0.0,1.0
2024-07-17,103.82,105.28,103.82,104.99,104.43220188902,5432970,0.0,1.0
2024-07-16,101.87,103.69,101.75,103.68,103.129161747344,4341192,0.0,1.0
2024-07-15,102.29,102.65,101.52,101.62,101.080106257379,3776299,0.0,1.0
2024-07-12,102.0,102.85,101.02,101.28,100.741912632822,6003137,0.0,1.0
2024-07-11,100.52,102.65,100.22,101.72,101.179574970484,7595589,0.0,1.0
2024-07-10,100.9,101.18,99.42,100.68,100.145100354191,6483597,0.0,1.0
2024-07-09,100.24,101.68,100.02,101.11,100.572815820543,5649424,0.0,1.0
2024-07-08,100.65,101.2053,99.98,100.1,99.5681818181818,8738074,0.0,1.0
2024-07-05,100.49,100.57,99.5648,100.37,99.8367473435655,6153519,0.0,1.0
2024-07-03,100.9,101.04,100.383,100.74,100.204781582054,2149212,0.0,1.0
2024-07-02,99.29,100.63,99.071,100.41,99.8765348288076,8299941,0.0,1.0
2024-07-01,100.88,101.68,99.31,99.55,99.0211038961039,4475275,0.0,1.0
2024-06-28,100.9,100.9,100.06,100.39,99.8566410861865,13853219,0.0,1.0
2024-06-27,101.47,101.78,100.425,100.62,100.085419126328,6955459,0.0,1.0
2024-06-26,100.93,101.39,100.1529,101.26,100.722018890201,6953826,0.0,1.0
2024-06-25,101.39,102.7,100.03,101.57,101.030371900826,10306697,0.0,1.0
2024-06-24,105.74,107.475,100.94,101.96,101.418299881936,13704767,0.0,1.0
2024-06-21,105.19,106.19,104.68,105.61,105.048907910272,13311891,0.0,1.0
2024-06-20,104.63,105.73,104.55,105.07,104.511776859504,6996421,0.0,1.0
2024-06-18,104.57,105.31,104.375,104.77,104.213370720189,3991507,0.0,1.0
2024-06-17,104.0,104.49,103.47,104.47,103.914964580874,3943685,0.0,1.0
2024-06-14,104.59,104.9889,103.44,104.23,103.676239669421,4917244,0.0,1.0
2024-06-13,106.57,106.855,103.84,105.03,104.471989374262,7112945,0.0,1.0
2024-06-12,107.01,107.72,106.58,106.77,106.20274498229,3429992,0.0,1.0
2024-06-11,106.39,107.145,106.14,106.92,106.351948051948,5769457,0.0,1.0
2024-06-10,108.0,108.1,106.6701,107.09,106.521044864227,5918493,0.0,1.0
2024-06-07,108.1,108.56,107.875,108.11,107.535625737898,3526533,0.0,1.0
2024-06-06,108.38,108.47,107.75,108.18,107.605253837072,3875136,0.0,1.0
2024-06-05,108.01,108.515,107.481,108.44,107.863872491145,3141222,0.0,1.0
2024-06-04,107.41,108.385,106.92,107.9,107.326741440378,7998037,0.0,1.0
2024-06-03,107.24,108.65,106.82,107.37,106.799557260921,5908797,0.0,1.0
2024-05-31,105.82,107.88,105.46,107.81,107.237219598583,10411930,0.0,1.0
2024-05-30,104.9,105.85,104.58,105.72,105.158323494687,4398900,0.0,1.0
2024-05-29,105.02,105.22,104.5,104.57,104.014433293979,4796924,0.0,1.0
2024-05-28,106.03,106.35,105.28,105.52,104.959386068477,5137171,0.0,1.0
2024-05-24,105.83,106.57,105.83,106.27,105.705401416765,3431308,0.0,1.0
2024-05-23,106.44,107.32,105.34,105.41,104.849970484061,5787127,0.0,1.0
2024-05-22,105.63,106.45,105.41,106.31,105.745188902007,3626254,0.0,1.0
2024-05-21,105.2,105.93,105.1,105.43,104.869864226682,4754825,0.0,1.0
2024-05-20,104.41,105.42,104.35,105.02,104.462042502952,4412797,0.0,1.0
2024-05-17,104.69,104.775,103.71,104.18,103.626505312869,8501013,0.0,1.0
2024-05-16,104.5,105.36,104.15,104.24,103.686186540732,8723795,0.63,1.0
2024-05-15,105.49,105.98,105.14,105.35,104.160768113532,5688303,0.0,1.0
2024-05-14,105.8,106.29,105.65,105.7,104.506817177032,3726206,0.0,1.0
2024-05-13,106.44,107.815,105.68,105.8,104.605688338032,6045495,0.0,1.0
2024-05-10,106.0,106.53,105.54,106.32,105.119818375232,5626052,0.0,1.0
2024-05-09,104.11,105.76,104.08,105.74,104.546365641432,7211300,0.0,1.0
2024-05-08,103.24,104.0899,102.81,103.94,102.766684743432,5177766,0.0,1.0
2024-05-07,102.27,103.26,102.12,103.23,102.064699500332,6933236,0.0,1.0
2024-05-06,101.79,102.05,101.615,101.91,100.759600175131,3408663,0.0,1.0
2024-05-03,102.0,102.17,100.67,101.4,100.255357254031,13324869,0.0,1.0
2024-05-02,101.2,101.91,101.02,101.89,100.739825942931,6084415,0.0,1.0
2024-05-01,101.32,102.03,101.14,101.22,100.077389164231,9982561,0.0,1.0
2024-04-30,102.34,102.82,101.47,101.52,100.374002647231,5421771,0.0,1.0
2024-04-29,101.85,102.61,101.65,102.44,101.283617328431,4470389,0.0,1.0
2024-04-26,101.54,101.8,100.29,101.41,100.265244370131,4428318,0.0,1.0
2024-04-25,100.9,101.88,100.59,101.71,100.561857853131,6186056,0.0,1.0
2024-04-24,101.72,101.89,100.01,101.02,99.8796468422308,7722056,0.0,1.0
2024-04-23,101.0,103.89,99.88,101.38,100.235583021831,8568154,0.0,1.0
2024-04-22,102.0,102.25,101.365,101.56,100.413551111631,7594052,0.0,1.0
2024-04-19,101.53,102.26,101.03,101.56,100.413551111631,10328788,0.0,1.0
2024-04-18,100.52,101.9,100.51,100.71,99.5731462431307,4238563,0.0,1.0
2024-04-17,101.26,101.79,100.15,100.75,99.6126947075307,5377573,0.0,1.0
2024-04-16,100.25,101.32,100.23,100.84,99.7016787524308,7088598,0.0,1.0
2024-04-15,101.56,101.82,99.9,100.02,98.8909352322305,9636631,0.0,1.0
2024-04-12,101.715,102.35,99.47,100.1,98.9700321610305,7327324,0.0,1.0
2024-04-11,101.35,101.57,99.79,100.78,99.6423560558308,6786050,0.0,1.0
2024-04-10,100.92,101.76,100.23,101.36,100.215808789631,5532873,0.0,1.0
2024-04-09,101.07,101.64,100.29,101.6,100.453099576031,9652447,0.0,1.0
2024-04-08,101.69,102.26,101.27,101.88,100.729938826831,9900594,0.0,1.0
2024-04-05,99.45,101.75,99.45,101.69,100.542083620931,10212165,0.0,1.0
2024-04-04,98.28,99.335,97.9,99.31,98.1889499891303,8616118,0.0,1.0
2024-04-03,97.27,98.06,97.03,97.55,96.4488175555298,15884598,0.0,1.0
2024-04-02,97.76,98.7,97.5776,98.55,97.4375291655301,6756075,0.0,1.0
2024-04-01,97.46,98.165,97.14,97.76,96.6564469936298,9253434,0.0,1.0
2024-03-28,97.69,98.08,97.47,97.53,96.4290433233298,10700981,0.0,1.0
2024-03-27,96.43,97.5,96.3322,97.45,96.3499463945298,7267849,0.0,1.0
2024-03-26,95.63,96.545,95.5786,96.06,94.9756372566293,5474493,0.0,1.0
2024-03-25,95.71,96.24,95.265,95.63,94.5504912643292,5229440,0.0,1.0
2024-03-22,94.19,95.825,94.19,95.54,94.4615072194292,6801997,0.0,1.0
2024-03-21,95.0,95.492,94.08,94.26,93.1959563586288,6477495,0.0,1.0
2024-03-20,95.0,95.515,94.34,94.85,93.7792962085289,7854202,0.0,1.0
2024-03-19,94.45,95.39,94.0275,94.86,93.789183324629,7998758,0.0,1.0
2024-03-18,92.84,93.9199,92.35,93.46,92.4049870706285,7075354,0.0,1.0
2024-03-15,91.05,93.07,91.05,92.93,91.8809699173284,35743611,0.0,1.0
2024-03-14,92.06,93.0,91.48,91.76,90.724177333628,11858857,0.0,1.0
2024-03-13,90.07,90.715,89.82,90.56,89.5377234016276,7421339,0.0,1.0
2024-03-12,90.87,91.06,89.4434,89.95,88.9346093195275,7520210,0.0,1.0
2024-03-11,90.19,91.83,90.19,91.4,90.3682411540279,7170809,0.0,1.0
2024-03-08,90.28,90.91,90.14,90.88,89.8541111168277,5727578,0.0,1.0
2024-03-07,90.53,91.24,90.03,90.55,89.5278362855276,6778571,0.0,1.0
2024-03-06,89.86,90.745,89.74,90.26,89.2411099186276,5563776,0.0,1.0
2024-03-05,89.71,90.86,89.6013,90.06,89.0433675966275,6747598,0.0,1.0
2024-03-04,90.09,90.14,89.14,89.91,88.8950608551274,6926119,0.0,1.0
2024-03-01,89.72,90.04,88.95,89.8,88.7863025780274,13566588,0.0,1.0
2024-02-29,90.41,90.56,89.25,89.67,88.6577700687274,5874755,0.0,1.0
2024-02-28,90.41,91.25,89.535,89.92,88.9049479712275,5626184,0.0,1.0
2024-02-27,90.03,90.48,89.45,90.42,89.3993037762276,4853902,0.0,1.0
2024-02-26,90.06,90.85,89.93,90.02,89.0038191322275,5293524,0.0,1.0
2024-02-23,89.5,90.49,89.29,90.01,88.9939320161275,5809998,0.0,1.0
2024-02-22,89.72,89.83,88.9,89.53,88.5193504433273,7600142,0.59,1.0
2024-02-21,90.97,91.45,90.005,90.21,88.6077519251283,13187606,0.0,1.0
2024-02-20,91.5,92.29,90.58,90.98,89.3640757138695,6023727,0.0,1.0
2024-02-16,91.35,92.09,90.95,91.01,89.3935428744698,4949835,0.0,1.0
2024-02-15,91.41,92.25,91.3,91.79,90.1596890500779,5267320,0.0,1.0
2024-02-14,90.96,91.6,90.86,91.39,89.7667935754071,6677948,0.0,1.0
2024-02-13,91.2,91.72,89.855,90.59,88.9810026260655,6039818,0.0,1.0
2024-02-12,90.51,91.91,90.23,91.14,89.5212339037378,5483718,0.0,1.0
2024-02-09,91.13,91.61,90.33,90.51,88.9024235311313,5948143,0.0,1.0
2024-02-08,91.85,92.39,90.925,91.04,89.4230100350701,6197734,0.0,1.0
2024-02-07,92.58,92.81,91.82,91.93,90.2972024662126,4625195,0.0,1.0
2024-02-06,91.45,92.6689,91.19,92.28,90.6409860065496,4718194,0.0,1.0
2024-02-05,91.26,92.65,90.89,92.24,90.6016964590825,6764610,0.0,1.0
2024-02-02,92.24,92.6981,91.445,91.98,90.3463144005465,6067767,0.0,1.0
2024-02-01,91.7,92.175,90.76,92.17,90.5329397510151,13827110,0.0,1.0
2024-01-31,90.86,91.86,90.69,91.12,89.5015891300043,5560704,0.0,1.0
2024-01-30,90.16,91.09,90.06,90.6,88.9908250129323,9073470,0.0,1.0
2024-01-29,90.44,90.68,89.695,90.08,88.4800608958603,8488668,0.0,1.0
2024-01-26,90.69,91.22,90.14,90.41,88.8041996624636,5987388,0.0,1.0
2024-01-25,90.25,91.105,89.58,90.94,89.3247861664024,10584566,0.0,1.0
2024-01-24,89.63,90.05,88.7001,89.49,87.9005400707209,10539990,0.0,1.0
2024-01-23,88.23,92.38,87.96,89.55,87.9594743919215,19434790,0.0,1.0
2024-01-22,85.81,86.18,85.01,85.02,83.5099331412749,14052785,0.0,1.0
2024-01-19,85.59,85.795,84.43,85.53,84.0108748714801,7509583,0.0,1.0
2024-01-18,85.05,85.835,84.8,85.47,83.9519405502795,6594835,0.0,1.0
2024-01-17,85.43,86.805,84.915,85.05,83.5394003018752,7669559,0.0,1.0
2024-01-16,86.11,86.28,85.04,85.5,83.9814077108798,9568211,0.0,1.0
2024-01-12,86.56,86.73,85.99,86.33,84.7966658208217,5277301,0.0,1.0
2024-01-11,85.91,86.01,84.73,85.32,83.8046047472779,5860118,0.0,1.0
2024-01-10,85.8,86.46,85.66,86.08,84.5511061491524,5706538,0.0,1.0
2024-01-09,85.76,85.975,84.97,85.8,84.2760793168829,5400545,0.0,1.0
2024-01-08,84.91,86.18,84.72,85.84,84.31536886435,7625708,0.0,1.0
2024-01-05,85.76,85.76,84.855,85.38,83.8635390684786,5447675,0.0,1.0
2024-01-04,85.99,86.59,85.34,85.41,83.8930062290789,6656514,0.0,1.0
2024-01-03,85.48,86.895,85.35,85.61,84.0894539664143,9957505,0.0,1.0
2024-01-02,84.05,86.015,83.96,85.22,83.7063808786102,10455607,0.0,1.0
2023-12-29,84.21,84.41,83.78,84.14,82.6455630969991,4624795,0.0,1.0
2023-12-28,84.17,84.606,84.09,84.17,82.6750302575994,4622738,0.0,1.0
2023-12-27,83.9,84.465,83.695,84.17,82.6750302575994,4610344,0.0,1.0
2023-12-26,83.15,84.3,83.08,84.05,82.5571616151982,4442636,0.0,1.0
2023-12-22,82.09,83.86,82.04,83.23,81.7517258921231,9769464,0.0,1.0
2023-12-21,82.04,82.9857,81.37,82.01,80.5533946943772,7732807,0.0,1.0
2023-12-20,82.2,82.895,81.555,81.64,80.1899663803067,6961766,0.0,1.0
2023-12-19,80.92,82.66,80.92,82.62,81.1525602932502,8530214,0.0,1.0
2023-12-18,80.36,81.485,80.36,80.69,79.2568396279636,7701087,0.0,1.0
2023-12-15,81.74,81.99,79.67,80.28,78.8541217664261,19196563,0.0,1.0
2023-12-14,83.87,84.09,81.41,81.86,80.4060588913757,11124660,0.0,1.0
2023-12-13,81.19,83.395,80.52,83.22,81.7419035052563,8057921,0.0,1.0
2023-12-12,81.21,81.575,80.91,81.04,79.6006231683006,6811235,0.0,1.0
2023-12-11,81.33,82.29,81.33,81.89,80.435526051976,5897291,0.0,1.0
2023-12-08,81.69,82.1,81.155,81.32,79.8756500005701,5535033,0.0,1.0
2023-12-07,83.0,83.15,81.43,81.5,80.052452964172,5443945,0.0,1.0
2023-12-06,82.62,83.43,82.33,82.71,81.2409617750511,5913417,0.0,1.0
2023-12-05,82.93,83.35,82.66,82.69,81.2213170013175,5945719,0.0,1.0
2023-12-04,82.07,83.185,81.94,83.13,81.6535020234554,5525261,0.0,1.0
2023-12-01,81.48,82.405,81.37,82.32,80.8578886872471,5487381,0.0,1.0
2023-11-30,81.14,81.915,81.05,81.48,80.0328081904384,8366319,0.0,1.0
2023-11-29,80.22,81.33,80.12,80.95,79.5122216864996,6852063,0.0,1.0
2023-11-28,79.99,80.785,79.5737,80.19,78.7657202846252,7094857,0.0,1.0
2023-11-27,79.76,79.99,79.13,79.47,78.0585084302177,9378425,0.0,1.0
2023-11-24,79.82,80.09,79.425,79.98,78.559450160423,2346264,0.0,1.0
2023-11-22,78.01,79.87,78.0,79.82,78.4022919705547,7025366,0.0,1.0
2023-11-21,78.93,79.1,78.115,78.15,76.7619533638042,7125044,0.0,1.0
2023-11-20,79.56,79.82,78.99,79.17,77.7638368242147,8362567,0.0,1.0
2023-11-17,80.64,80.68,79.415,79.68,78.2647785544199,7894702,0.0,1.0
2023-11-16,80.47,80.83,79.93,80.23,78.8050098320922,7578670,0.59,1.0
2023-11-15,80.51,81.245,79.775,80.63,78.6197468790101,10757754,0.0,1.0
2023-11-14,82.18,82.25,80.61,80.69,78.6782509694571,13128932,0.0,1.0
2023-11-13,82.26,82.81,81.6,82.03,79.9848423227731,7740331,0.0,1.0
2023-11-10,82.76,82.86,81.78,82.22,80.1701052758553,10352984,0.0,1.0
2023-11-09,83.66,83.85,82.1438,82.43,80.3748695924197,9638082,0.0,1.0
2023-11-08,82.85,83.28,82.51,83.2,81.1256720864894,9844688,0.0,1.0
2023-11-07,82.4,82.69,82.13,82.67,80.6088859542077,6352918,0.0,1.0
2023-11-06,82.7,82.95,82.06,82.4,80.3456175471962,5950669,0.0,1.0
2023-11-03,83.17,83.86,82.67,82.72,80.6576393629135,21269453,0.0,1.0
2023-11-02,82.35,83.2,82.23,82.78,80.7161434533605,15755655,0.0,1.0
2023-11-01,82.0,82.8,81.325,82.15,80.1018505036671,20200195,0.0,1.0
2023-10-31,78.85,81.55,78.73,81.39,79.3607986913386,18663771,0.0,1.0
2023-10-30,79.07,79.8,77.765,78.57,76.6111064403302,23380635,0.0,1.0
2023-10-27,78.53,79.77,78.42,79.16,77.1863966630589,21946821,0.0,1.0
2023-10-26,78.0,79.83,77.91,79.15,77.1766459813177,33222398,0.0,1.0
2023-10-25,79.35,79.35,77.77,78.41,76.4550955324715,22157607,0.0,1.0
2023-10-24,78.75,78.8,76.96,78.38,76.4258434872481,25548174,0.0,1.0
2023-10-23,72.58,74.01,72.52,73.13,71.3067355731366,8357215,0.0,1.0
2023-10-20,74.09,74.15,72.48,72.55,70.7411960321491,7995564,0.0,1.0
2023-10-19,73.98,74.845,73.85,73.89,72.0477873854652,7421374,0.0,1.0
2023-10-18,74.01,74.895,73.92,74.24,72.3890612464059,7791040,0.0,1.0
2023-10-17,73.75,74.92,73.35,73.89,72.0477873854652,8035092,0.0,1.0
2023-10-16,73.64,74.095,72.59,73.98,72.1355435211356,6299680,0.0,1.0
2023-10-13,73.93,74.4,73.095,73.25,71.4237437540306,8665831,0.0,1.0
2023-10-12,73.41,73.55,72.29,73.3,71.4724971627364,6921346,0.0,1.0
2023-10-11,73.33,73.33,72.62,73.31,71.4822478444776,7349836,0.0,1.0
2023-10-10,73.46,73.66,72.65,73.35,71.5212505714423,10633887,0.0,1.0
2023-10-09,73.2,73.25,71.82,72.99,71.1702260287603,13726240,0.0,1.0
2023-10-06,69.1,70.3864,68.555,69.77,68.0305065081053,8540344,0.0,1.0
2023-10-05,70.16,70.37,69.26,69.38,67.6502299201999,7402573,0.0,1.0
2023-10-04,70.13,70.205,69.225,70.12,68.3717803690461,10264245,0.0,1.0
2023-10-03,71.41,72.25,70.435,70.58,68.8203117291397,8175792,0.0,1.0
2023-10-02,71.74,71.945,70.9,71.34,69.5613635414682,6791279,0.0,1.0
2023-09-29,72.3,72.519,71.56,71.97,70.1756564911616,6366279,0.0,1.0
2023-09-28,72.22,73.08,71.95,72.0,70.204908536385,8490559,0.0,1.0
2023-09-27,72.75,73.335,72.45,72.88,71.0629685296075,9391713,0.0,1.0
2023-09-26,71.43,72.42,71.32,72.26,70.4584262616553,10323648,0.0,1.0
2023-09-25,71.3,72.1,71.02,72.05,70.2536619450909,10430104,0.0,1.0
2023-09-22,72.61,72.695,71.425,71.58,69.7953799032561,9673978,0.0,1.0
2023-09-21,74.28,74.45,72.445,72.64,70.8289521678196,12458107,0.0,1.0
2023-09-20,75.95,76.16,74.38,74.43,72.5743241994881,10821471,0.0,1.0
2023-09-19,74.98,75.43,74.42,75.08,73.2081185126637,11389771,0.0,1.0
2023-09-18,75.91,76.51,75.12,75.18,73.3056253300754,9847156,0.0,1.0
2023-09-15,75.1,76.4,75.08,75.8,73.9101675980276,16049827,0.0,1.0
2023-09-14,73.68,75.64,73.62,75.5,73.6176471457927,15600391,0.0,1.0
2023-09-13,75.56,76.66,75.46,75.56,73.6761512362396,11613032,0.0,1.0
2023-09-12,74.7,75.71,73.66,75.56,73.6761512362396,17931846,0.0,1.0
2023-09-11,80.2,80.5,75.99,76.9,74.9827425895557,24520657,0.0,1.0
2023-09-08,84.33,84.4,82.94,83.48,81.398691175242,5986374,0.0,1.0
2023-09-07,83.81,84.41,83.7,84.33,82.227499123241,6376699,0.0,1.0
2023-09-06,84.87,84.97,83.25,83.51,81.4279432204655,7528813,0.0,1.0
2023-09-05,86.25,86.3,85.02,85.05,82.9295482086048,4974029,0.0,1.0
2023-09-01,86.61,86.685,85.89,86.28,84.1288820627681,2583192,0.0,1.0
2023-08-31,86.7,87.02,86.03,86.04,83.8948657009801,4914613,0.0,1.0
2023-08-30,85.64,86.73,85.55,86.43,84.2751422888856,4469802,0.0,1.0
2023-08-29,85.76,86.14,85.265,85.35,83.2220686608398,5130922,0.0,1.0
2023-08-28,84.84,86.05,84.81,85.74,83.6023452487452,4834568,0.0,1.0
2023-08-25,85.51,85.73,84.65,84.69,82.5785236659229,4737645,0.0,1.0
2023-08-24,85.5,86.16,85.15,85.15,83.0270550260165,3905813,0.0,1.0
2023-08-23,85.55,86.15,85.295,86.04,83.8948657009801,4462240,0.0,1.0
2023-08-22,85.82,85.82,85.063,85.33,83.2025672973574,3925026,0.0,1.0
2023-08-21,85.62,86.01,85.215,85.52,83.3878302504396,4494760,0.0,1.0
2023-08-18,84.64,86.23,84.62,85.8,83.6608493391922,8150416,0.0,1.0
2023-08-17,84.96,85.72,84.53,85.15,83.0270550260165,5090705,0.59,1.0
2023-08-16,85.54,85.79,85.09,85.14,82.4460399453586,4207677,0.0,1.0
2023-08-15,86.12,86.23,85.59,85.66,82.9495863485954,4174893,0.0,1.0
2023-08-14,86.84,87.11,86.23,86.44,83.7049059534507,3521800,0.0,1.0
2023-08-11,85.92,86.87,85.9,86.84,84.092249340556,3779035,0.0,1.0
2023-08-10,87.32,88.07,86.1,86.22,83.4918670905428,5359732,0.0,1.0
2023-08-09,86.08,87.905,85.965,87.77,84.9928227155758,8802588,0.0,1.0
2023-08-08,85.01,86.43,84.66,86.21,83.4821835058652,7220006,0.0,1.0
2023-08-07,84.75,85.765,84.71,85.47,82.7655982397204,6740940,0.0,1.0
2023-08-04,85.05,85.2,84.34,84.55,81.8747084493783,5573325,0.0,1.0
2023-08-03,85.53,85.76,84.36,84.67,81.9909114655099,7948775,0.0,1.0
2023-08-02,87.5,87.92,85.27,85.46,82.7559146550428,8620277,0.0,1.0
2023-08-01,87.15,88.21,87.07,87.97,85.1864944091284,6787277,0.0,1.0
2023-07-31,87.45,88.69,87.222,87.93,85.1477600704179,10178551,0.0,1.0
2023-07-28,85.5,87.55,85.4013,87.34,84.5764285744376,11621627,0.0,1.0
2023-07-27,85.8,87.22,84.43,85.17,82.4750906993915,14092732,0.0,1.0
2023-07-26,86.82,87.2,84.86,86.3,83.5693357679639,20123981,0.0,1.0
2023-07-25,85.86,87.25,81.35,87.1,84.3440225421744,49625644,0.0,1.0
2023-07-24,96.9,97.175,96.51,97.01,93.9404549577077,4741768,0.0,1.0
2023-07-21,97.2,97.439,96.37,96.39,93.3400727076945,3274891,0.0,1.0
2023-07-20,96.2,97.28,95.965,97.16,94.0857087278722,4314561,0.0,1.0
2023-07-19,95.84,96.47,95.265,95.57,92.5460187641287,4133306,0.0,1.0
2023-07-18,96.42,97.6805,95.49,95.76,92.7300068730037,5464586,0.0,1.0
