,PAY_Open,PAY_High,PAY_Low,PAY_Close,PAY_Adj Close,PAY_Volume,PAY_Dividend Amount,PAY_Split Coefficient
2024-05-09,19.27,19.485,18.76,19.32,19.32,285869,0.0,1.0
2024-05-08,19.11,19.469,18.73,19.36,19.36,425712,0.0,1.0
2024-05-07,20.9,21.22,17.93,19.21,19.21,1485543,0.0,1.0
2024-05-06,21.2,22.218,21.2,22.2,22.2,546358,0.0,1.0
2024-05-03,21.42,21.6807,20.75,21.02,21.02,311174,0.0,1.0
2024-05-02,20.78,21.23,20.275,21.02,21.02,319765,0.0,1.0
2024-05-01,20.45,20.91,20.05,20.47,20.47,287774,0.0,1.0
2024-04-30,20.47,20.5845,20.155,20.41,20.41,149770,0.0,1.0
2024-04-29,20.72,20.9699,20.4848,20.58,20.58,234993,0.0,1.0
2024-04-26,20.32,21.0,20.21,20.78,20.78,218411,0.0,1.0
2024-04-25,20.24,20.3,19.61,20.1,20.1,148304,0.0,1.0
2024-04-24,20.23,20.66,20.11,20.62,20.62,332803,0.0,1.0
2024-04-23,19.42,20.18,19.3,20.18,20.18,220664,0.0,1.0
2024-04-22,19.48,19.64,19.07,19.36,19.36,166792,0.0,1.0
2024-04-19,19.49,19.68,19.25,19.31,19.31,169893,0.0,1.0
2024-04-18,19.16,19.89,19.03,19.58,19.58,235278,0.0,1.0
2024-04-17,19.56,19.56,19.05,19.08,19.08,162996,0.0,1.0
2024-04-16,19.24,19.62,18.9314,19.41,19.41,169622,0.0,1.0
2024-04-15,20.27,20.46,19.18,19.24,19.24,168802,0.0,1.0
2024-04-12,20.68,20.68,19.84,20.12,20.12,245134,0.0,1.0
2024-04-11,20.95,20.99,20.35,20.74,20.74,216357,0.0,1.0
2024-04-10,21.0,21.175,20.5,20.88,20.88,322100,0.0,1.0
2024-04-09,21.29,21.71,21.23,21.41,21.41,258770,0.0,1.0
2024-04-08,21.21,21.64,20.95,21.27,21.27,469892,0.0,1.0
2024-04-05,20.58,20.74,20.0713,20.68,20.68,348408,0.0,1.0
2024-04-04,21.52,21.6325,20.5,20.55,20.55,538471,0.0,1.0
2024-04-03,21.74,21.81,21.175,21.28,21.28,458012,0.0,1.0
2024-04-02,22.0,22.0,21.4402,21.87,21.87,396507,0.0,1.0
2024-04-01,22.9,23.17,22.08,22.09,22.09,249157,0.0,1.0
2024-03-28,22.53,22.84,22.46,22.75,22.75,230046,0.0,1.0
2024-03-27,23.19,23.19,22.0,22.48,22.48,404265,0.0,1.0
2024-03-26,23.75,23.84,22.71,23.08,23.08,383801,0.0,1.0
2024-03-25,23.64,25.21,23.5,23.82,23.82,670876,0.0,1.0
2024-03-22,23.9,24.099,23.34,23.64,23.64,168172,0.0,1.0
2024-03-21,24.1,24.1899,23.5402,23.9,23.9,320717,0.0,1.0
2024-03-20,22.4,24.39,22.4,24.13,24.13,617362,0.0,1.0
2024-03-19,22.2,22.5929,21.83,22.39,22.39,359776,0.0,1.0
2024-03-18,23.25,23.319,22.25,22.37,22.37,404073,0.0,1.0
2024-03-15,23.12,23.7468,22.82,23.16,23.16,537792,0.0,1.0
2024-03-14,24.37,24.78,22.9,23.48,23.48,885777,0.0,1.0
2024-03-13,24.2,24.99,23.51,24.87,24.87,845308,0.0,1.0
2024-03-12,21.3,24.0,20.66,23.93,23.93,1432248,0.0,1.0
2024-03-11,19.29,21.07,19.21,20.82,20.82,859624,0.0,1.0
2024-03-08,18.51,19.24,18.41,19.21,19.21,379978,0.0,1.0
2024-03-07,19.18,19.5184,18.14,18.45,18.45,410618,0.0,1.0
2024-03-06,20.18,20.24,18.39,19.09,19.09,932994,0.0,1.0
2024-03-05,19.46,21.02,18.8,19.65,19.65,2500467,0.0,1.0
2024-03-04,16.67,16.95,15.85,16.35,16.35,1092398,0.0,1.0
2024-03-01,15.61,16.0685,15.46,15.82,15.82,148786,0.0,1.0
2024-02-29,15.81,15.96,15.46,15.56,15.56,82878,0.0,1.0
2024-02-28,15.15,15.76,15.15,15.57,15.57,103397,0.0,1.0
2024-02-27,15.3,15.37,15.08,15.19,15.19,205803,0.0,1.0
2024-02-26,15.29,15.5699,15.08,15.21,15.21,86178,0.0,1.0
2024-02-23,14.98,15.35,14.945,15.32,15.32,90872,0.0,1.0
2024-02-22,15.28,15.42,14.77,14.9,14.9,192490,0.0,1.0
2024-02-21,15.38,15.38,15.06,15.13,15.13,88153,0.0,1.0
2024-02-20,15.7,15.7,15.44,15.51,15.51,96179,0.0,1.0
2024-02-16,15.74,16.02,15.67,15.88,15.88,112816,0.0,1.0
2024-02-15,16.45,16.49,15.91,16.02,16.02,101152,0.0,1.0
2024-02-14,16.22,16.47,16.15,16.35,16.35,56598,0.0,1.0
2024-02-13,16.18,16.37,15.94,16.01,16.01,68465,0.0,1.0
2024-02-12,16.4,16.9,16.4,16.78,16.78,98435,0.0,1.0
2024-02-09,15.95,16.39,15.81,16.39,16.39,98593,0.0,1.0
2024-02-08,15.8,16.08,15.72,15.83,15.83,73514,0.0,1.0
2024-02-07,15.61,15.825,15.45,15.8,15.8,80196,0.0,1.0
2024-02-06,15.72,15.81,15.485,15.63,15.63,62724,0.0,1.0
2024-02-05,15.89,15.89,15.58,15.69,15.69,86918,0.0,1.0
2024-02-02,16.05,16.08,15.85,16.03,16.03,54314,0.0,1.0
2024-02-01,15.94,16.28,15.855,16.2,16.2,86225,0.0,1.0
2024-01-31,15.74,16.25,15.74,15.86,15.86,132734,0.0,1.0
2024-01-30,16.27,16.28,15.69,15.79,15.79,406721,0.0,1.0
2024-01-29,15.87,16.29,15.87,16.27,16.27,104023,0.0,1.0
2024-01-26,15.93,16.28,15.93,16.18,16.18,69865,0.0,1.0
2024-01-25,16.03,16.11,15.77,15.93,15.93,88176,0.0,1.0
2024-01-24,16.82,16.82,15.49,15.83,15.83,211022,0.0,1.0
2024-01-23,16.78,16.88,16.5,16.59,16.59,65597,0.0,1.0
2024-01-22,16.38,17.0,16.38,16.69,16.69,103859,0.0,1.0
2024-01-19,16.55,16.55,15.97,16.34,16.34,219787,0.0,1.0
2024-01-18,16.68,16.82,16.37,16.41,16.41,56524,0.0,1.0
2024-01-17,16.62,16.64,16.04,16.56,16.56,109013,0.0,1.0
2024-01-16,17.27,17.28,16.78,16.93,16.93,92524,0.0,1.0
2024-01-12,17.78,18.3,17.4,17.58,17.58,97833,0.0,1.0
2024-01-11,17.78,17.88,17.34,17.62,17.62,47463,0.0,1.0
2024-01-10,17.9,17.95,17.595,17.76,17.76,116241,0.0,1.0
2024-01-09,17.22,18.105,17.21,17.83,17.83,139135,0.0,1.0
2024-01-08,16.88,17.57,16.88,17.52,17.52,111727,0.0,1.0
2024-01-05,16.71,17.045,16.7,16.86,16.86,87064,0.0,1.0
2024-01-04,16.87,17.1,16.69,16.8,16.8,94000,0.0,1.0
2024-01-03,17.25,17.48,16.8,16.87,16.87,103491,0.0,1.0
2024-01-02,17.69,17.69,17.0,17.51,17.51,166068,0.0,1.0
2023-12-29,18.19,18.3,17.83,17.87,17.87,69755,0.0,1.0
2023-12-28,18.28,18.368,18.04,18.2,18.2,77178,0.0,1.0
2023-12-27,18.31,18.525,17.78,18.49,18.49,118220,0.0,1.0
2023-12-26,18.17,18.79,18.11,18.18,18.18,123345,0.0,1.0
2023-12-22,18.16,18.2329,17.8,18.11,18.11,70928,0.0,1.0
2023-12-21,17.9,18.23,17.675,18.07,18.07,103156,0.0,1.0
2023-12-20,18.0,18.14,17.55,17.71,17.71,145642,0.0,1.0
2023-12-19,17.89,18.31,17.67,18.11,18.11,165455,0.0,1.0
2023-12-18,17.8,17.95,17.29,17.75,17.75,191052,0.0,1.0
2023-12-15,17.15,17.73,16.6,17.73,17.73,759339,0.0,1.0
2023-12-14,17.35,17.6521,16.7534,17.07,17.07,158447,0.0,1.0
2023-12-13,16.78,17.23,16.54,17.11,17.11,129359,0.0,1.0
2023-12-12,16.82,16.935,16.52,16.81,16.81,141919,0.0,1.0
2023-12-11,16.91,17.3599,16.73,16.81,16.81,135593,0.0,1.0
2023-12-08,16.87,17.09,16.0,16.9,16.9,240629,0.0,1.0
2023-12-07,17.71,17.71,17.01,17.07,17.07,207175,0.0,1.0
2023-12-06,18.5,18.5,17.68,17.75,17.75,122560,0.0,1.0
2023-12-05,18.35,18.78,18.1,18.39,18.39,180237,0.0,1.0
2023-12-04,17.65,18.35,17.35,18.31,18.31,265853,0.0,1.0
2023-12-01,17.3,18.0,17.3,17.66,17.66,363939,0.0,1.0
2023-11-30,16.89,17.59,16.89,17.27,17.27,261628,0.0,1.0
2023-11-29,16.64,17.74,16.6,16.86,16.86,406418,0.0,1.0
2023-11-28,16.4,16.73,16.26,16.36,16.36,151772,0.0,1.0
2023-11-27,16.8,16.93,16.16,16.38,16.38,142041,0.0,1.0
2023-11-24,16.09,16.86,16.01,16.78,16.78,68772,0.0,1.0
2023-11-22,16.36,16.37,16.0,16.01,16.01,178398,0.0,1.0
2023-11-21,16.75,16.76,15.885,16.13,16.13,185199,0.0,1.0
2023-11-20,16.74,16.99,16.6,16.82,16.82,126635,0.0,1.0
2023-11-17,16.7,16.815,16.55,16.65,16.65,45297,0.0,1.0
2023-11-16,16.62,17.15,16.195,16.59,16.59,153418,0.0,1.0
2023-11-15,16.79,17.03,16.52,16.67,16.67,76971,0.0,1.0
2023-11-14,16.46,17.0686,16.265,16.8,16.8,159069,0.0,1.0
2023-11-13,16.27,16.3,15.79,16.03,16.03,167446,0.0,1.0
2023-11-10,15.51,16.35,15.36,16.27,16.27,137136,0.0,1.0
2023-11-09,16.21,16.225,15.5,15.51,15.51,93931,0.0,1.0
2023-11-08,16.2,16.5,15.955,16.23,16.23,153131,0.0,1.0
2023-11-07,16.11,16.59,15.77,16.14,16.14,285241,0.0,1.0
2023-11-06,15.6,15.7364,15.0,15.09,15.09,98537,0.0,1.0
2023-11-03,15.2,15.54,15.2,15.49,15.49,84545,0.0,1.0
2023-11-02,14.85,15.3,14.81,15.02,15.02,174036,0.0,1.0
2023-11-01,14.56,14.72,14.33,14.57,14.57,52519,0.0,1.0
