,ROK_Open,ROK_High,ROK_Low,ROK_Close,ROK_Adj Close,ROK_Volume,ROK_Dividend Amount,ROK_Split Coefficient
2024-07-18,280.03,285.09,271.67,272.46,271.120524659797,1061930,0.0,1.0
2024-07-17,291.68,293.8,286.28,287.86,286.444814756548,755176,0.0,1.0
2024-07-16,286.63,294.65,286.63,294.37,292.92281011563,981764,0.0,1.0
2024-07-15,285.0,291.0,284.18,285.2,283.797891921655,908317,0.0,1.0
2024-07-12,276.99,285.31,274.73,283.35,281.9569869425,1100988,0.0,1.0
2024-07-11,267.64,274.93,265.545,274.23,272.881822937151,711165,0.0,1.0
2024-07-10,259.95,265.53,258.02,265.08,263.776806418627,518386,0.0,1.0
2024-07-09,264.86,266.19,260.08,261.24,259.955684732164,504455,0.0,1.0
2024-07-08,263.27,266.8,263.0,265.11,263.806658931802,346950,0.0,1.0
2024-07-05,265.68,265.79,261.69,264.07,262.771771808385,490924,0.0,1.0
2024-07-03,266.32,269.0599,264.885,266.34,265.030611971997,405268,0.0,1.0
2024-07-02,265.51,267.72,263.63,264.9,263.597691339574,677146,0.0,1.0
2024-07-01,274.82,275.03,264.66,265.52,264.214643278534,954612,0.0,1.0
2024-06-28,267.99,277.25,267.335,275.28,273.926660898293,4325877,0.0,1.0
2024-06-27,267.5,268.16,264.84,267.66,266.344122551719,842905,0.0,1.0
2024-06-26,262.98,267.585,260.79,266.99,265.677416424133,1048058,0.0,1.0
2024-06-25,267.0,272.93,265.29,265.87,264.562922598914,1494664,0.0,1.0
2024-06-24,260.0,267.41,258.63,265.87,264.562922598914,1026734,0.0,1.0
2024-06-21,260.34,260.6347,255.795,258.52,257.24905687092,2069316,0.0,1.0
2024-06-20,259.86,262.55,257.03,260.52,259.239224415952,1136007,0.0,1.0
2024-06-18,258.15,262.0,258.0,260.31,259.030256823724,701048,0.0,1.0
2024-06-17,254.61,260.39,254.0,258.51,257.239106033194,954126,0.0,1.0
2024-06-14,257.02,259.0,249.0,254.39,253.139360890427,741059,0.0,1.0
2024-06-13,260.59,261.34,257.2601,260.72,259.438241170455,515999,0.0,1.0
2024-06-12,259.92,264.61,258.88,262.16,260.871161802879,669119,0.0,1.0
2024-06-11,253.78,255.47,251.31,255.09,253.835919531189,479987,0.0,1.0
2024-06-10,255.1,256.38,254.17,255.23,253.975231259341,535511,0.0,1.0
2024-06-07,254.23,257.36,252.44,255.91,254.651888224652,432761,0.0,1.0
2024-06-06,259.3,259.3,253.2,255.26,254.005083772516,480470,0.0,1.0
2024-06-05,256.85,259.58,255.11,259.54,258.264042318886,569705,0.0,1.0
2024-06-04,255.57,258.02,251.28,254.99,253.736411153937,709801,0.0,1.0
2024-06-03,268.095,268.095,254.58,257.96,256.69180995831,1149613,0.0,1.0
2024-05-31,257.44,259.57,255.28,257.53,256.263923936128,1698086,0.0,1.0
2024-05-30,255.12,257.3525,254.8,257.18,255.915644615748,982187,0.0,1.0
2024-05-29,255.42,257.48,254.45,255.28,254.024985447967,896944,0.0,1.0
2024-05-28,264.0,264.0,257.69,258.6,257.328663572721,990782,0.0,1.0
2024-05-24,263.61,266.095,262.8958,264.18,262.881231023362,592731,0.0,1.0
2024-05-23,271.37,272.79,261.83,262.04,260.751751750177,877494,0.0,1.0
2024-05-22,270.78,278.2,269.245,270.81,269.478636435145,912327,0.0,1.0
2024-05-21,269.76,272.73,269.07,270.36,269.030848737513,698263,0.0,1.0
2024-05-20,269.98,272.575,268.41,271.22,269.886620781877,661801,0.0,1.0
2024-05-17,273.88,274.57,268.38,269.76,268.433798474003,516567,0.0,1.0
2024-05-16,273.27,273.39,269.3,271.11,269.7771615669,682547,0.0,1.0
2024-05-15,273.8,276.41,272.55,275.23,273.876906709667,810903,0.0,1.0
2024-05-14,269.51,274.25,269.51,270.84,269.508488948321,728579,0.0,1.0
2024-05-13,274.67,275.0,267.99,268.92,267.597928105089,1150273,0.0,1.0
2024-05-10,272.49,274.06,269.33,273.59,272.24496932274,1146323,1.25,1.0
2024-05-09,272.14,273.08,268.75,270.5,267.945947466895,1515102,0.0,1.0
2024-05-08,270.44,273.98,266.15,273.59,271.006771783614,1355364,0.0,1.0
2024-05-07,270.0,282.52,263.51,272.04,269.471406835098,2383398,0.0,1.0
2024-05-06,278.37,278.71,275.55,277.39,274.770892302558,996121,0.0,1.0
2024-05-03,273.89,277.71,272.74,274.05,271.462428478013,996030,0.0,1.0
2024-05-02,272.49,273.32,267.7,270.04,267.490290772496,820991,0.0,1.0
2024-05-01,270.24,273.72,267.0,269.75,267.203028943419,854987,0.0,1.0
2024-04-30,278.18,279.32,270.71,270.96,268.401604161293,649743,0.0,1.0
2024-04-29,280.23,282.5,278.11,279.97,277.326532023314,536259,0.0,1.0
2024-04-26,275.98,282.55,273.5,280.12,277.475115728009,626143,0.0,1.0
2024-04-25,272.84,278.76,271.47,276.95,274.335046768785,919950,0.0,1.0
2024-04-24,277.85,279.38,274.7,275.56,272.958171105277,600494,0.0,1.0
2024-04-23,273.6,278.83,272.47,276.33,273.720900789379,663716,0.0,1.0
2024-04-22,270.91,275.48,270.28,273.47,270.887904819858,888220,0.0,1.0
2024-04-19,274.4,275.29,269.47,269.96,267.411046129992,1196641,0.0,1.0
2024-04-18,280.93,281.445,273.14,273.5,270.917621560797,1125002,0.0,1.0
2024-04-17,282.3,283.15,275.91,278.65,276.018995421997,817860,0.0,1.0
2024-04-16,284.43,284.84,275.96,281.39,278.733124427761,1094667,0.0,1.0
2024-04-15,288.82,290.67,284.13,285.9,283.200541148928,1391588,0.0,1.0
2024-04-12,284.54,287.95,282.75,284.82,282.130738475123,1122889,0.0,1.0
2024-04-11,282.04,288.92,281.5596,288.52,285.795803190937,915787,0.0,1.0
2024-04-10,282.1,282.48,276.9424,282.06,279.396798308733,815982,0.0,1.0
2024-04-09,282.85,288.17,282.185,286.83,284.121760118038,866800,0.0,1.0
2024-04-08,280.53,283.21,278.44,282.05,279.38689272842,682852,0.0,1.0
2024-04-05,278.48,280.315,275.93,279.24,276.603424660464,594069,0.0,1.0
2024-04-04,281.0,284.13,275.11,276.33,273.720900789379,934190,0.0,1.0
2024-04-03,278.72,283.75,278.72,279.88,277.237381800497,1058916,0.0,1.0
2024-04-02,283.0,283.765,278.21,280.23,277.584077111452,941088,0.0,1.0
2024-04-01,291.13,291.1905,283.23,283.37,280.694429329737,676592,0.0,1.0
2024-03-28,291.0,292.6827,289.07,291.33,288.579271258892,605702,0.0,1.0
2024-03-27,285.95,291.77,284.57,291.21,288.460404295136,664179,0.0,1.0
2024-03-26,284.56,287.29,283.61,284.45,281.764232003542,620884,0.0,1.0
2024-03-25,283.81,285.4199,282.11,282.46,279.793021521253,668770,0.0,1.0
2024-03-22,290.06,291.57,284.13,286.38,283.676009003953,1149856,0.0,1.0
2024-03-21,283.62,292.115,281.72,290.09,287.350979300079,1204615,0.0,1.0
2024-03-20,278.83,285.66,263.69,281.78,279.119442059969,2011675,0.0,1.0
2024-03-19,272.5,278.78,269.07,278.19,275.563338727598,1328096,0.0,1.0
2024-03-18,280.24,283.875,278.01,278.17,275.543527566973,567140,0.0,1.0
2024-03-15,278.1,280.95,277.74,280.88,278.227939831798,1372989,0.0,1.0
2024-03-14,285.84,288.49,277.19,280.0,277.356248764253,970254,0.0,1.0
2024-03-13,281.89,287.7675,281.25,284.38,281.694892941351,816020,0.0,1.0
2024-03-12,284.88,285.76,279.8,283.88,281.199613925701,944831,0.0,1.0
2024-03-11,291.16,293.3,283.1,284.79,282.101021734184,1253916,0.0,1.0
2024-03-08,296.49,298.625,292.16,294.59,291.808490440933,640308,0.0,1.0
2024-03-07,294.19,296.4456,290.64,294.14,291.362739326848,556952,0.0,1.0
2024-03-06,287.68,292.155,286.755,291.18,288.430687554197,779109,0.0,1.0
2024-03-05,287.34,288.615,284.4,287.68,284.963734444644,667016,0.0,1.0
2024-03-04,289.82,290.155,284.49,288.17,285.449107879982,1497598,0.0,1.0
2024-03-01,285.0,289.63,285.0,289.05,286.320798947526,880841,0.0,1.0
2024-02-29,287.59,287.76,282.75,285.08,282.388283563262,1155358,0.0,1.0
2024-02-28,280.0,286.64,280.0,286.41,283.705725744892,1227364,0.0,1.0
2024-02-27,279.7,281.66,278.77,280.97,278.317090054615,785933,0.0,1.0
2024-02-26,279.6,281.495,276.53,277.81,275.186926675704,765648,0.0,1.0
2024-02-23,278.85,283.04,278.85,280.51,277.861433360217,792024,0.0,1.0
2024-02-22,278.07,280.365,276.31,278.62,275.989278681058,1055042,0.0,1.0
2024-02-21,270.91,274.968,268.595,274.63,272.036952136167,970030,0.0,1.0
2024-02-20,276.31,285.9,271.87,272.62,270.045930493252,1833394,0.0,1.0
2024-02-16,279.92,283.91,279.6,279.72,277.078892515489,1152836,1.25,1.0
2024-02-15,280.52,283.775,279.18,281.38,277.48321449268,1466537,0.0,1.0
2024-02-14,279.21,280.4,276.58,279.93,276.053295305053,1039111,0.0,1.0
2024-02-13,277.32,280.0,273.57,278.38,274.524761001039,1451223,0.0,1.0
2024-02-12,283.5,286.61,279.79,280.69,276.802770189602,1330240,0.0,1.0
2024-02-09,279.0,284.58,278.68,283.5,279.573854960106,1503844,0.0,1.0
2024-02-08,270.49,279.77,270.22,278.71,274.850190885119,2029039,0.0,1.0
2024-02-07,261.49,270.185,261.39,269.02,265.294386107118,1867755,0.0,1.0
2024-02-06,267.35,267.35,259.85,259.98,256.379579585638,1765833,0.0,1.0
2024-02-05,265.9,269.245,263.49,266.32,262.63177796464,1234796,0.0,1.0
2024-02-02,261.75,270.935,259.59,268.01,264.298373431598,1710212,0.0,1.0
2024-02-01,258.05,265.31,257.58,263.01,259.367617612196,2080097,0.0,1.0
2024-01-31,263.9,272.715,252.11,253.28,249.772366787639,6466234,0.0,1.0
2024-01-30,303.02,307.706,301.4101,307.22,302.965360567351,759560,0.0,1.0
2024-01-29,301.7,304.84,300.61,304.62,300.401367541261,534610,0.0,1.0
2024-01-26,305.76,306.31,302.45,303.0,298.803802655775,385534,0.0,1.0
2024-01-25,303.29,306.98,303.2244,304.24,300.026630098987,547020,0.0,1.0
2024-01-24,307.3,307.3,300.32,300.35,296.190502071492,543631,0.0,1.0
2024-01-23,306.8,307.32,303.57,304.27,300.056214633903,427278,0.0,1.0
2024-01-22,304.17,306.9323,304.08,305.64,301.407241728419,562687,0.0,1.0
2024-01-19,301.39,305.0,298.38,303.45,299.247570679521,604557,0.0,1.0
2024-01-18,296.49,300.45,296.49,300.15,295.993271838716,529181,0.0,1.0
2024-01-17,295.37,296.55,293.52,295.38,291.289330787006,575029,0.0,1.0
2024-01-16,302.94,302.94,297.61,298.38,294.247784278647,563351,0.0,1.0
2024-01-12,307.35,307.65,302.29,304.59,300.371783006345,455180,0.0,1.0
2024-01-11,302.95,305.62,299.77,305.1,300.874720099924,703431,0.0,1.0
2024-01-10,302.8,304.3,301.17,302.07,297.886682073366,689251,0.0,1.0
2024-01-09,304.04,305.76,302.36,302.97,298.774218120859,578492,0.0,1.0
2024-01-08,305.22,306.82,303.1567,306.06,301.821425217249,549439,0.0,1.0
2024-01-05,302.12,306.05,300.96,305.05,300.82541254173,608353,0.0,1.0
2024-01-04,303.78,307.7,303.475,304.67,300.450675099455,753984,0.0,1.0
2024-01-03,307.5,308.66,303.06,303.86,299.651892656712,823688,0.0,1.0
2024-01-02,307.28,310.0,304.98,306.38,302.136993589691,415055,0.0,1.0
2023-12-29,310.24,312.55,308.22,310.48,306.180213361601,326007,0.0,1.0
2023-12-28,309.78,311.29,308.93,310.62,306.318274524544,331978,0.0,1.0
2023-12-27,311.66,312.755,310.31,311.22,306.909965222872,308335,0.0,1.0
2023-12-26,309.12,311.8,308.765,311.04,306.732458013374,407591,0.0,1.0
2023-12-22,309.36,310.69,306.11,307.78,303.517605219124,311553,0.0,1.0
2023-12-21,306.24,307.24,303.74,306.75,302.501869520327,501004,0.0,1.0
2023-12-20,309.51,310.88,303.43,303.56,299.356047307548,470318,0.0,1.0
2023-12-19,310.58,312.37,309.5,310.48,306.180213361601,629344,0.0,1.0
2023-12-18,304.74,306.83,301.79,305.3,301.0719503327,536098,0.0,1.0
2023-12-15,306.17,309.79,303.805,304.37,300.154829750291,1710159,0.0,1.0
2023-12-14,295.0,307.1881,292.77,306.85,302.600484636715,1638449,0.0,1.0
2023-12-13,284.3,291.265,282.79,290.97,286.940404154293,979730,0.0,1.0
2023-12-12,280.71,285.51,279.48,283.69,279.761223681244,838305,0.0,1.0
2023-12-11,279.31,284.265,278.62,279.79,275.91523414211,736404,0.0,1.0
2023-12-08,277.61,280.6,276.69,278.53,274.672683675621,741020,0.0,1.0
2023-12-07,279.25,279.3895,276.285,277.89,274.041546930737,491051,0.0,1.0
2023-12-06,276.74,281.5,276.44,278.11,274.258500186791,820435,0.0,1.0
2023-12-05,278.0,279.31,274.305,275.0,271.191570067123,614882,0.0,1.0
2023-12-04,278.3,283.16,277.97,279.5,275.629250304585,963232,0.0,1.0
2023-12-01,275.69,281.5,275.575,281.47,277.571968097429,1086798,0.0,1.0
2023-11-30,272.45,275.78,270.64,275.44,271.62547657923,1896335,0.0,1.0
2023-11-29,272.5,272.97,268.9,270.56,266.813058899493,888478,0.0,1.0
2023-11-28,270.62,271.31,268.37,269.25,265.52120087481,1109386,0.0,1.0
2023-11-27,272.54,274.5,270.34,271.06,267.306134481434,1054683,0.0,1.0
2023-11-24,272.3,274.09,272.03,273.0,269.219267739362,315465,0.0,1.0
2023-11-22,270.0,274.84,269.55,272.8,269.022037506586,1034226,0.0,1.0
2023-11-21,270.0,271.275,269.26,269.39,265.659262037753,1090955,0.0,1.0
2023-11-20,270.92,272.7868,269.895,271.12,267.365303551266,1292172,0.0,1.0
2023-11-17,275.0,275.5,272.3315,275.26,271.447969369732,653126,0.0,1.0
2023-11-16,271.24,277.42,270.17,272.78,269.002314483308,964763,0.0,1.0
2023-11-15,268.96,273.84,268.12,270.17,266.42845994558,1040376,0.0,1.0
2023-11-14,267.5,270.69,266.17,267.55,263.844743896213,983373,0.0,1.0
2023-11-13,257.64,263.23,257.4548,261.36,257.740468191793,987711,0.0,1.0
2023-11-10,256.95,259.275,254.08,258.43,254.851045281624,1125552,1.25,1.0
2023-11-09,259.06,259.42,255.34,257.11,252.328836461638,1001102,0.0,1.0
2023-11-08,257.97,261.88,255.82,257.12,252.338650503739,1059096,0.0,1.0
2023-11-07,257.63,260.06,256.26,257.02,252.240510082728,1383180,0.0,1.0
2023-11-06,263.7,264.31,256.51,258.5,253.692988313693,1195788,0.0,1.0
2023-11-03,261.85,265.44,259.74,263.7,258.79629020627,1460827,0.0,1.0
2023-11-02,255.6,261.45,252.19,258.6,253.791128734704,2249100,0.0,1.0
2023-11-01,264.21,267.15,257.99,266.98,262.015296015434,1379096,0.0,1.0
2023-10-31,262.69,265.1,261.62,262.81,257.922840459271,812705,0.0,1.0
2023-10-30,264.93,264.93,261.02,263.46,258.560753195843,769543,0.0,1.0
2023-10-27,264.13,264.16,260.61,262.0,257.127903049081,709094,0.0,1.0
2023-10-26,264.87,268.05,262.52,262.6,257.716745575148,758687,0.0,1.0
2023-10-25,265.0,266.5082,261.17,263.32,258.423356606428,646807,0.0,1.0
2023-10-24,269.52,270.37,264.12,265.86,260.91612330011,521975,0.0,1.0
2023-10-23,266.82,269.635,265.09,266.85,261.88771346812,735409,0.0,1.0
2023-10-20,271.33,272.105,265.215,266.06,261.112404142132,1120383,0.0,1.0
2023-10-19,276.67,277.92,270.04,271.52,266.470871129338,971002,0.0,1.0
2023-10-18,284.0,285.3,275.54,275.57,270.445558180287,1476955,0.0,1.0
2023-10-17,289.76,295.375,288.28,290.55,285.14699324775,638091,0.0,1.0
2023-10-16,291.91,293.86,288.85,291.78,286.354120426187,515864,0.0,1.0
2023-10-13,298.51,300.9,284.73,288.32,282.958461859203,1284311,0.0,1.0
2023-10-12,300.85,303.12,296.81,300.03,294.450705159602,746401,0.0,1.0
2023-10-11,292.22,300.27,292.22,299.92,294.34275069649,680594,0.0,1.0
2023-10-10,291.11,295.91,290.11,291.7,286.275608089378,522237,0.0,1.0
2023-10-09,288.36,291.57,285.57,290.47,285.068480910941,437919,0.0,1.0
2023-10-06,284.56,292.97,282.15,290.31,284.911456237323,555212,0.0,1.0
2023-10-05,287.16,290.0,282.09,286.16,280.838628765363,819425,0.0,1.0
2023-10-04,284.52,289.849,282.79,288.8,283.429535880056,844752,0.0,1.0
2023-10-03,282.7,285.55,281.71,284.32,279.032845018759,847605,0.0,1.0
2023-10-02,285.7,289.23,282.13,283.95,278.669725461017,631140,0.0,1.0
2023-09-29,290.83,291.715,285.05,285.87,280.554021544431,595263,0.0,1.0
2023-09-28,284.14,289.345,283.35,286.41,281.083979817891,501049,0.0,1.0
2023-09-27,282.08,287.475,281.47,284.8,279.503919039612,816409,0.0,1.0
2023-09-26,281.02,283.225,278.7,279.05,273.860844831474,493719,0.0,1.0
2023-09-25,280.23,285.18,279.3,284.42,279.13098543977,435811,0.0,1.0
2023-09-22,279.18,283.52,279.09,281.36,276.12788855683,727928,0.0,1.0
2023-09-21,283.69,283.9,278.14,278.94,273.752890368361,942939,0.0,1.0
2023-09-20,290.17,292.38,284.68,285.17,279.867038597353,458122,0.0,1.0
2023-09-19,288.69,289.218,283.82,287.76,282.40887550154,666799,0.0,1.0
2023-09-18,285.03,292.105,285.0,288.73,283.360837585348,884110,0.0,1.0
2023-09-15,285.15,289.06,284.07,285.2,279.896480723656,1091896,0.0,1.0
2023-09-14,288.77,289.96,284.03,287.08,281.741520638665,843360,0.0,1.0
2023-09-13,287.6,289.57,284.46,285.47,280.161459860386,973205,0.0,1.0
2023-09-12,292.01,295.6025,288.79,289.08,283.704329058887,931360,0.0,1.0
2023-09-11,297.87,299.98,292.62,293.89,288.424883309521,1055932,0.0,1.0
2023-09-08,303.24,304.46,296.77,296.86,291.339653813551,866138,0.0,1.0
2023-09-07,306.97,308.78,304.29,304.44,298.778697726192,921046,0.0,1.0
2023-09-06,307.28,311.76,307.0153,310.48,304.706379155262,413277,0.0,1.0
2023-09-05,313.92,313.92,306.11,307.2,301.487373346098,745173,0.0,1.0
2023-09-01,313.93,314.805,310.44,314.05,308.209992185359,880013,0.0,1.0
2023-08-31,310.42,313.88,308.86,312.08,306.27662589144,854654,0.0,1.0
2023-08-30,312.0,312.72,306.35,309.57,303.813301324061,1139973,0.0,1.0
2023-08-29,309.28,317.74,309.28,317.25,311.350485657714,836675,0.0,1.0
2023-08-28,304.79,310.87,304.56,309.05,303.302971134804,878231,0.0,1.0
2023-08-25,299.98,304.099,297.045,303.31,297.669710968766,663502,0.0,1.0
2023-08-24,301.5,304.6,298.375,298.47,292.919714591829,724622,0.0,1.0
2023-08-23,294.7,298.83,293.865,297.54,292.007008676426,467419,0.0,1.0
2023-08-22,295.16,296.78,291.48,292.64,287.198128046882,535724,0.0,1.0
2023-08-21,291.82,293.7475,290.48,292.83,287.384594846803,418911,0.0,1.0
2023-08-18,288.82,293.54,287.8979,291.54,286.11858341576,435839,0.0,1.0
2023-08-17,295.94,296.85,291.48,291.49,286.069513205254,513027,0.0,1.0
2023-08-16,298.2,300.39,294.76,295.15,289.661452614261,496781,0.0,1.0
2023-08-15,297.62,298.86,295.45,297.66,292.124777181639,363473,0.0,1.0
2023-08-14,295.94,299.45,295.39,299.16,293.596883496806,467978,0.0,1.0
2023-08-11,297.06,298.21,294.0,296.18,290.672298950675,719498,1.18,1.0
2023-08-10,301.9,304.675,296.66,299.26,292.529567473699,1489377,0.0,1.0
2023-08-09,305.71,307.03,302.965,303.8,296.967461733976,735498,0.0,1.0
2023-08-08,307.22,308.2,304.46,305.55,298.678103794655,807996,0.0,1.0
2023-08-07,300.85,311.25,300.56,310.46,303.477676662048,1017682,0.0,1.0
2023-08-04,302.7,303.485,296.8,298.82,292.099463184156,737065,0.0,1.0
2023-08-03,303.45,305.04,298.245,302.05,295.256819673296,1095450,0.0,1.0
2023-08-02,310.01,311.47,304.07,304.28,297.436666413477,1599522,0.0,1.0
2023-08-01,302.0,314.1546,300.8892,310.91,303.91755604908,2654478,0.0,1.0
2023-07-31,336.08,339.65,334.31,336.29,328.726753477679,1105832,0.0,1.0
2023-07-28,333.1,334.7,329.99,333.3,325.803999328289,719073,0.0,1.0
2023-07-27,335.47,338.4342,329.78,330.31,322.881245178899,799241,0.0,1.0
2023-07-26,335.54,336.87,330.03,333.96,326.449155762602,676345,0.0,1.0
2023-07-25,336.63,339.545,335.18,337.89,330.290769076014,429778,0.0,1.0
2023-07-24,338.29,339.73,336.17,338.13,330.525371415765,426428,0.0,1.0
2023-07-21,343.6,344.0,336.77,337.08,329.498986179357,654879,0.0,1.0
2023-07-20,343.96,344.535,340.54,342.56,334.855739603656,823315,0.0,1.0
2023-07-19,345.42,345.51,339.01,344.0,336.263353642158,639742,0.0,1.0
2023-07-18,342.0,348.52,342.0,346.89,339.088356816652,664474,0.0,1.0
2023-07-17,339.23,343.67,338.51,342.58,334.875289798635,554188,0.0,1.0
2023-07-14,341.83,342.39,338.56,341.23,333.55565163754,384156,0.0,1.0
2023-07-13,340.16,343.6599,337.42,342.46,334.75798862876,465785,0.0,1.0
2023-07-12,341.48,341.63,338.09,339.55,331.913435259287,506609,0.0,1.0
2023-07-11,338.42,341.68,336.78,338.14,330.535146513254,747800,0.0,1.0
2023-07-10,325.23,335.86,325.23,335.75,328.19889821324,603783,0.0,1.0
2023-07-07,322.49,328.42,321.61,325.38,318.062122116528,521908,0.0,1.0
2023-07-06,324.14,325.29,321.78,324.49,317.192138439953,581358,0.0,1.0
2023-07-05,326.61,328.76,325.01,327.09,319.733663787249,580449,0.0,1.0
2023-07-03,329.45,330.03,326.17,329.47,322.060136989773,344337,0.0,1.0
2023-06-30,327.15,331.4,325.44,329.45,322.040586794794,617370,0.0,1.0
2023-06-29,320.57,325.24,319.75,324.24,316.947761002713,536258,0.0,1.0
2023-06-28,324.25,326.86,314.745,321.21,313.985906463365,851696,0.0,1.0
2023-06-27,317.5,324.76,317.25,322.66,315.403295599357,604534,0.0,1.0
2023-06-26,313.35,319.685,313.14,318.04,310.887200559163,711108,0.0,1.0
2023-06-23,311.04,315.305,310.0,313.27,306.224479056625,1608740,0.0,1.0
2023-06-22,318.19,318.8,313.05,314.98,307.896020727346,736508,0.0,1.0
2023-06-21,313.32,321.69,312.48,320.75,313.536251978844,712969,0.0,1.0
2023-06-20,313.0,316.78,310.9407,315.39,308.29679972442,598527,0.0,1.0
2023-06-16,321.32,321.94,314.51,315.8,308.697578721493,1431779,0.0,1.0
2023-06-15,312.07,319.7,310.66,319.41,312.226388915238,498340,0.0,1.0
2023-06-14,315.91,317.67,309.41,313.12,306.077852594281,718284,0.0,1.0
2023-06-13,310.0,315.795,310.0,315.47,308.375000504336,931452,0.0,1.0
2023-06-12,305.0,309.92,302.79,309.78,302.812970032755,738976,0.0,1.0
2023-06-09,303.91,306.4,301.12,305.5,298.629228307207,878572,0.0,1.0
2023-06-08,298.05,303.865,297.3221,302.92,296.107253154891,797763,0.0,1.0
2023-06-07,291.16,300.09,290.54,299.1,292.373165913865,871995,0.0,1.0
2023-06-06,291.0,296.07,289.33,291.99,285.423071598761,636164,0.0,1.0
2023-06-05,291.9,292.055,288.34,291.71,285.149368869052,529959,0.0,1.0
2023-06-02,283.88,294.43,280.53,292.84,286.253954885377,768529,0.0,1.0
