,PSX_Open,PSX_High,PSX_Low,PSX_Close,PSX_Adj Close,PSX_Volume,PSX_Dividend Amount,PSX_Split Coefficient
2024-08-19,139.0,140.305,138.55,139.34,138.140052418751,1833946,0.0,1.0
2024-08-16,137.98,139.96,137.63,138.92,137.723669312566,1644456,0.0,1.0
2024-08-15,138.75,140.025,138.04,138.68,137.485736109031,1935102,0.0,1.0
2024-08-14,135.27,138.13,134.96,137.7,136.514175527932,2134527,0.0,1.0
2024-08-13,134.72,135.405,134.0,134.66,133.500354949828,2463341,0.0,1.0
2024-08-12,136.41,137.58,135.6,135.88,134.709848734462,1576588,0.0,1.0
2024-08-09,135.55,136.75,134.64,135.41,134.243896210873,2056891,0.0,1.0
2024-08-08,133.05,135.85,133.05,135.42,134.253810094354,2546719,0.0,1.0
2024-08-07,134.59,135.87,132.82,132.9,131.755511457241,2146863,0.0,1.0
2024-08-06,132.0,135.06,131.915,133.08,131.933961359892,2082803,0.0,1.0
2024-08-05,130.95,132.95,128.36,131.64,130.506362138685,2323705,0.0,1.0
2024-08-02,139.08,139.4,133.02,133.76,132.608105436573,4078997,0.0,1.0
2024-08-01,145.57,147.14,140.06,140.95,139.736187659128,3315833,0.0,1.0
2024-07-31,149.03,150.12,145.43,145.48,144.227176875842,2273919,0.0,1.0
2024-07-30,143.67,148.3699,143.01,147.17,145.902623184065,3978374,0.0,1.0
2024-07-29,141.29,142.215,139.41,140.41,139.200837951176,2124013,0.0,1.0
2024-07-26,142.63,143.08,141.09,142.21,140.985336977685,1813784,0.0,1.0
2024-07-25,138.06,143.01,137.24,142.51,141.282753482103,2014812,0.0,1.0
2024-07-24,137.5,138.72,136.05,138.17,136.98012805152,1857631,0.0,1.0
2024-07-23,139.51,139.9,136.53,137.07,135.889600868654,1745908,0.0,1.0
2024-07-22,138.02,140.366,137.33,140.11,138.903421446758,1688581,0.0,1.0
2024-07-19,138.61,139.27,136.4601,138.47,137.277544555938,1787005,0.0,1.0
2024-07-18,139.87,140.085,136.95,137.7,136.514175527932,2405653,0.0,1.0
2024-07-17,140.32,143.05,139.88,140.74,139.527996106036,2074767,0.0,1.0
2024-07-16,139.37,140.74,138.04,139.78,138.576263291898,1570499,0.0,1.0
2024-07-15,139.07,140.985,138.43,140.07,138.863765912835,1627444,0.0,1.0
2024-07-12,137.93,138.91,135.64,138.64,137.446080575109,1810122,0.0,1.0
2024-07-11,133.9,137.31,132.78,136.92,135.740892616444,1900212,0.0,1.0
2024-07-10,132.5,134.88,132.4,133.97,132.816296989666,2052311,0.0,1.0
2024-07-09,133.02,135.31,132.01,132.81,131.666286505916,2594614,0.0,1.0
2024-07-08,137.61,139.21,135.84,135.95,134.779245918826,1646969,0.0,1.0
2024-07-05,140.16,140.5,137.49,138.4,137.208147371574,1605457,0.0,1.0
2024-07-03,140.23,140.87,139.06,140.37,139.161182417253,1081569,0.0,1.0
2024-07-02,141.78,143.04,139.82,140.47,139.260321252059,2622108,0.0,1.0
2024-07-01,141.71,142.65,139.7,140.93,139.716359892167,1422906,0.0,1.0
2024-06-28,140.7,142.19,139.22,141.17,139.954293095702,10211532,0.0,1.0
2024-06-27,140.59,140.6,138.62,139.4,138.199535719635,1847282,0.0,1.0
2024-06-26,140.09,140.62,137.61,139.78,138.576263291898,1517679,0.0,1.0
2024-06-25,138.36,140.545,137.45,140.24,139.032301932005,1935058,0.0,1.0
2024-06-24,137.03,139.55,137.02,138.55,137.356855623783,1919236,0.0,1.0
2024-06-21,138.74,139.18,137.19,138.09,136.900816983675,6463625,0.0,1.0
2024-06-20,135.85,139.615,135.79,137.96,136.771936498427,2740482,0.0,1.0
2024-06-18,137.85,138.555,135.33,135.85,134.68010708402,2588767,0.0,1.0
2024-06-17,136.46,137.69,136.01,137.29,136.107706305227,1790833,0.0,1.0
2024-06-14,137.5,137.89,136.17,136.76,135.582270480755,2107760,0.0,1.0
2024-06-13,136.09,138.26,134.06,137.67,136.48443387749,3486365,0.0,1.0
2024-06-12,139.45,139.67,134.86,136.01,134.838729219709,2217708,0.0,1.0
2024-06-11,136.94,138.33,135.475,138.29,137.099094653287,1692571,0.0,1.0
2024-06-10,137.9,139.1,136.9,138.12,136.930558634117,1861528,0.0,1.0
2024-06-07,137.86,139.36,136.6,138.07,136.880989216714,1687292,0.0,1.0
2024-06-06,137.1,138.53,136.49,138.37,137.178405721132,1567550,0.0,1.0
2024-06-05,137.55,138.035,136.1201,137.39,136.206845140033,2190448,0.0,1.0
2024-06-04,137.22,139.17,136.25,136.99,135.810289800809,3146978,0.0,1.0
2024-06-03,142.28,142.3099,137.9601,138.93,137.733583196046,2345919,0.0,1.0
2024-05-31,138.64,142.44,138.0,142.11,140.886198142879,3669964,0.0,1.0
2024-05-30,137.69,138.8,136.99,138.39,137.198233488093,1951202,0.0,1.0
2024-05-29,142.77,142.77,137.8,138.19,136.999955818481,2221036,0.0,1.0
2024-05-28,142.89,144.2,141.94,142.76,141.530600569118,1590188,0.0,1.0
2024-05-24,143.16,144.28,142.07,142.68,141.451289501273,1250654,0.0,1.0
2024-05-23,144.0,144.3,141.6176,142.19,140.965509210723,1696843,0.0,1.0
2024-05-22,143.29,144.45,141.7,142.9,141.669394937846,2441760,0.0,1.0
2024-05-21,144.34,145.475,143.92,144.14,142.898716489441,1804347,0.0,1.0
2024-05-20,146.93,147.39,143.34,144.42,143.176305226898,1969301,0.0,1.0
2024-05-17,145.5,147.6,145.1,147.08,145.813398232739,1886265,1.15,1.0
2024-05-16,146.0,146.82,145.15,145.85,143.472199502429,1630510,0.0,1.0
2024-05-15,144.07,146.49,142.26,146.21,143.826330402812,1870392,0.0,1.0
2024-05-14,144.0,145.26,143.0208,144.85,142.48850255692,1836028,0.0,1.0
2024-05-13,145.88,146.615,144.745,145.08,142.714752854387,1748028,0.0,1.0
2024-05-10,148.38,149.095,145.42,145.6,143.226275266052,1808750,0.0,1.0
2024-05-09,146.97,149.23,146.97,147.72,145.31171279053,2187108,0.0,1.0
2024-05-08,144.8,147.81,144.06,146.94,144.544429173033,2918980,0.0,1.0
2024-05-07,145.48,146.53,144.5,145.21,142.842633457303,2212394,0.0,1.0
2024-05-06,144.65,146.41,143.8675,145.12,142.754100732208,2239088,0.0,1.0
2024-05-03,144.06,144.67,142.06,143.61,141.26871834449,1806203,0.0,1.0
2024-05-02,141.55,144.65,141.4,143.87,141.524479550322,2310273,0.0,1.0
2024-05-01,143.04,144.31,138.635,140.21,137.92414872976,2537281,0.0,1.0
2024-04-30,150.91,150.91,143.02,143.21,140.875239566286,3763934,0.0,1.0
2024-04-29,150.7,152.185,150.06,151.54,149.069435122373,2823654,0.0,1.0
2024-04-26,152.5,155.835,149.55,151.41,148.941554519457,4206800,0.0,1.0
2024-04-25,157.56,158.11,155.62,157.24,154.676507711772,2617534,0.0,1.0
2024-04-24,157.96,158.375,156.29,157.79,155.217541031801,1944972,0.0,1.0
2024-04-23,156.21,159.245,154.88,158.84,156.250422824585,1756428,0.0,1.0
2024-04-22,154.43,158.33,153.09,157.05,154.489605292125,1625543,0.0,1.0
2024-04-19,153.66,157.21,153.48,154.71,152.187754439635,2760769,0.0,1.0
2024-04-18,157.38,157.91,152.72,153.31,150.810578715923,2347141,0.0,1.0
2024-04-17,158.64,159.86,156.28,157.25,154.686344681227,1946768,0.0,1.0
2024-04-16,160.81,161.13,157.6,157.88,155.306073756897,1864189,0.0,1.0
2024-04-15,163.8,165.0,159.91,160.82,158.198142776692,1589886,0.0,1.0
2024-04-12,166.35,166.47,161.88,162.49,159.840916675692,2002433,0.0,1.0
2024-04-11,165.54,165.95,163.16,165.41,162.713311756577,1997209,0.0,1.0
2024-04-10,165.46,166.74,163.57,165.16,162.4673875202,1802354,0.0,1.0
2024-04-09,168.85,169.41,163.73,165.41,162.713311756577,2356391,0.0,1.0
2024-04-08,170.03,171.41,168.4807,168.55,165.802120165474,2623354,0.0,1.0
2024-04-05,172.88,174.08,170.64,170.75,167.966253445593,2166923,0.0,1.0
2024-04-04,173.18,173.745,170.0,170.68,167.897394659407,2753027,0.0,1.0
2024-04-03,170.2,173.55,169.1,172.71,169.89429945879,3205530,0.0,1.0
2024-04-02,164.33,169.695,164.07,169.49,166.726795294252,2959718,0.0,1.0
2024-04-01,163.18,163.85,160.97,163.34,160.677059079374,2173536,0.0,1.0
2024-03-28,159.34,163.79,158.835,163.34,160.677059079374,3177289,0.0,1.0
2024-03-27,155.9,159.0,155.9,158.96,156.368466458046,2211378,0.0,1.0
2024-03-26,156.62,157.7,155.885,156.6,154.046941666646,2351431,0.0,1.0
2024-03-25,160.0,161.42,156.43,156.46,153.909224094275,2306152,0.0,1.0
2024-03-22,159.43,159.8,158.1,159.45,156.850477961346,2078481,0.0,1.0
2024-03-21,159.0,159.44,157.0,159.08,156.486510091508,2488073,0.0,1.0
2024-03-20,156.18,159.12,155.52,158.76,156.171727068945,2389137,0.0,1.0
2024-03-19,156.85,158.22,156.28,156.99,154.430583475395,2877227,0.0,1.0
2024-03-18,159.41,159.595,156.31,156.76,154.204333177928,3470618,0.0,1.0
2024-03-15,154.22,159.74,154.22,159.03,156.437325244232,11725959,0.0,1.0
2024-03-14,155.84,156.85,153.45,154.38,151.863134447617,3636678,0.0,1.0
2024-03-13,152.07,155.4263,152.0,154.47,151.951667172713,3988725,0.0,1.0
2024-03-12,149.5,151.42,148.43,150.37,147.918509696128,2365897,0.0,1.0
2024-03-11,147.86,149.5,146.21,149.49,147.05285638408,3227402,0.0,1.0
2024-03-08,148.88,150.77,148.33,149.34,146.905301842254,2398568,0.0,1.0
2024-03-07,147.67,150.41,147.32,149.21,146.777421239338,2947186,0.0,1.0
2024-03-06,147.12,148.14,145.13,146.77,144.377200692297,3210224,0.0,1.0
2024-03-05,144.26,147.13,143.815,146.1,143.718123738806,2886752,0.0,1.0
2024-03-04,143.31,145.99,143.05,144.26,141.90812135907,3479248,0.0,1.0
2024-03-01,143.23,144.81,143.22,144.2,141.84909954234,2063580,0.0,1.0
2024-02-29,141.24,143.44,140.95,142.51,140.18665170443,3370261,0.0,1.0
2024-02-28,144.75,145.09,140.87,141.24,138.937356583634,2594715,0.0,1.0
2024-02-27,148.64,149.17,144.96,145.34,142.970514060219,2106185,0.0,1.0
2024-02-26,147.01,150.08,146.8,148.31,145.89209398838,2584665,0.0,1.0
2024-02-23,145.96,147.66,145.28,147.11,144.71165765377,2189678,0.0,1.0
2024-02-22,143.48,146.67,142.69,146.62,144.22964615047,2633683,0.0,1.0
2024-02-21,141.46,143.96,141.46,143.55,141.209696527759,2403109,0.0,1.0
2024-02-20,143.65,143.65,140.485,141.14,138.838986889083,3483203,0.0,1.0
2024-02-16,145.33,145.425,143.205,143.81,141.465457733591,2690099,1.05,1.0
2024-02-15,144.5,147.38,144.28,146.37,142.940073508669,2810921,0.0,1.0
2024-02-14,146.21,146.53,143.06,145.21,141.807256092053,3086691,0.0,1.0
2024-02-13,144.61,146.43,143.51,145.16,141.75842775513,3226333,0.0,1.0
2024-02-12,146.27,146.29,144.24,144.45,141.065065370822,3753922,0.0,1.0
2024-02-09,146.83,147.78,145.345,145.66,142.246711124361,2889143,0.0,1.0
2024-02-08,146.68,147.93,145.68,146.82,143.379528540977,4018737,0.0,1.0
2024-02-07,146.29,147.515,145.77,146.53,143.096324186823,2607825,0.0,1.0
2024-02-06,148.0,149.52,145.85,145.91,142.490852808976,3323376,0.0,1.0
2024-02-05,144.36,148.27,143.7,147.24,143.789686571131,2899768,0.0,1.0
2024-02-02,145.91,147.71,143.97,145.47,142.061163444053,3702262,0.0,1.0
2024-02-01,145.33,148.72,142.38,145.55,142.13928878313,5090493,0.0,1.0
2024-01-31,144.49,147.68,142.85,144.31,140.928346027437,8307882,0.0,1.0
2024-01-30,137.8,142.58,137.1,142.41,139.07286922436,3664664,0.0,1.0
2024-01-29,139.66,139.78,137.7,139.09,135.830667652666,3099599,0.0,1.0
2024-01-26,137.65,140.28,137.17,140.22,136.934188067128,3389088,0.0,1.0
2024-01-25,135.39,137.68,134.755,137.65,134.424411549281,3167705,0.0,1.0
2024-01-24,131.97,133.7,131.62,133.67,130.537675930203,2646750,0.0,1.0
2024-01-23,129.48,131.42,129.12,131.11,128.03766507974,2309601,0.0,1.0
2024-01-22,128.9,129.95,128.0,129.66,126.62164330897,2307871,0.0,1.0
2024-01-19,127.98,129.12,127.06,129.09,126.065000268047,2880390,0.0,1.0
2024-01-18,128.47,128.47,126.63,127.67,124.678275499431,2337343,0.0,1.0
2024-01-17,128.14,130.215,127.465,128.27,125.264215542508,2437029,0.0,1.0
2024-01-16,133.0,133.53,129.09,129.47,126.436095628663,3169591,0.0,1.0
2024-01-12,132.51,132.95,131.59,132.87,129.756422539433,2909875,0.0,1.0
2024-01-11,129.94,130.92,129.21,130.28,127.227114686817,3540003,0.0,1.0
2024-01-10,133.55,133.55,128.925,129.41,126.377501624355,3619920,0.0,1.0
2024-01-09,133.79,133.79,131.83,133.21,130.08845523051,2172650,0.0,1.0
2024-01-08,133.49,134.185,131.75,133.85,130.713457943126,3636586,0.0,1.0
2024-01-05,136.35,137.42,134.66,135.24,132.070885709588,3121636,0.0,1.0
2024-01-04,136.39,138.06,134.8889,135.28,132.109948379126,3125400,0.0,1.0
2024-01-03,134.01,136.45,134.01,135.75,132.568934746203,3094793,0.0,1.0
2024-01-02,133.5,135.25,133.25,134.29,131.143147308049,2500499,0.0,1.0
2023-12-29,133.34,133.9,132.69,133.14,130.020095558818,2024084,0.0,1.0
2023-12-28,134.1,134.69,132.79,132.84,129.727125537279,1827485,0.0,1.0
2023-12-27,135.21,135.99,134.21,134.7,131.543539670818,1798811,0.0,1.0
2023-12-26,135.1,136.09,134.52,135.72,132.539637744049,1542454,0.0,1.0
2023-12-22,135.63,135.815,133.92,134.06,130.918536958203,1402176,0.0,1.0
2023-12-21,134.34,135.34,133.28,134.29,131.143147308049,3235165,0.0,1.0
2023-12-20,134.29,136.69,133.83,134.07,130.928302625587,3365745,0.0,1.0
2023-12-19,131.52,133.83,131.42,133.8,130.664629606203,2869551,0.0,1.0
2023-12-18,131.31,133.02,130.73,131.3,128.223212760048,2987703,0.0,1.0
2023-12-15,127.94,130.18,127.72,129.87,126.826722324047,9648402,0.0,1.0
2023-12-14,128.0,130.37,126.26,130.11,127.061098341278,4260304,0.0,1.0
2023-12-13,125.01,127.42,123.38,127.16,124.180226462816,3054796,0.0,1.0
2023-12-12,125.08,125.495,123.87,125.22,122.285686990199,3484854,0.0,1.0
2023-12-11,125.04,127.36,124.76,126.41,123.447801408969,2976836,0.0,1.0
2023-12-08,125.42,126.4,123.29,125.32,122.383343664046,4102731,0.0,1.0
2023-12-07,125.94,126.74,124.07,124.62,121.699746947122,3702197,0.0,1.0
2023-12-06,126.84,127.86,124.63,125.0,122.070842307738,2951739,0.0,1.0
2023-12-05,128.6,130.58,127.51,127.7,124.707572501585,3484550,0.0,1.0
2023-12-04,128.91,131.37,127.9,128.44,125.430231888047,4842966,0.0,1.0
2023-12-01,128.5,131.26,127.75,129.7,126.660705978509,4757297,0.0,1.0
2023-11-30,122.72,129.75,122.41,128.89,125.869686920355,9147416,0.0,1.0
2023-11-29,123.0,123.87,121.3,122.22,119.355986774814,6873919,0.0,1.0
2023-11-28,118.55,119.23,117.74,118.0,115.234875138505,1926431,0.0,1.0
2023-11-27,118.23,118.87,117.315,118.33,115.557142162197,2447213,0.0,1.0
2023-11-24,118.3,120.04,118.0,118.63,115.850112183736,1173601,0.0,1.0
2023-11-22,115.89,118.21,114.94,118.01,115.244640805889,2211968,0.0,1.0
2023-11-21,117.5,118.14,116.43,117.41,114.658700762812,2039391,0.0,1.0
2023-11-20,116.58,119.015,116.58,118.11,115.342297479735,2877278,0.0,1.0
2023-11-17,114.17,117.38,114.17,116.37,113.643071354812,3354387,0.0,1.0
2023-11-16,113.44,114.74,111.9,113.53,110.86962181758,4559639,1.05,1.0
2023-11-15,114.56,116.92,114.25,115.49,111.750153811418,3203544,0.0,1.0
2023-11-14,114.31,115.54,114.16,115.02,111.295373550864,2407969,0.0,1.0
2023-11-13,113.5,114.64,113.25,114.15,110.453546260052,1487894,0.0,1.0
2023-11-10,112.0,113.59,111.74,113.44,109.766537781343,2429424,0.0,1.0
2023-11-09,111.81,112.93,110.54,110.63,107.047532393776,1802213,0.0,1.0
2023-11-08,113.05,113.8875,111.62,111.81,108.189321133039,2898607,0.0,1.0
2023-11-07,115.33,115.47,113.21,113.86,110.172937163114,2180700,0.0,1.0
2023-11-06,117.24,118.11,116.34,116.85,113.066113714297,2484723,0.0,1.0
2023-11-03,117.76,118.34,115.27,116.79,113.008056659759,2524985,0.0,1.0
2023-11-02,116.16,118.52,116.0,118.12,114.294988035369,2566872,0.0,1.0
2023-11-01,114.85,117.09,113.74,116.09,112.330724356806,3343079,0.0,1.0
2023-10-31,114.43,115.23,112.42,114.07,110.376136854,3618684,0.0,1.0
2023-10-30,112.22,113.505,109.86,112.44,108.798920205696,3194635,0.0,1.0
2023-10-27,111.14,112.06,107.851,110.93,107.33781766647,5214890,0.0,1.0
2023-10-26,109.86,110.54,108.09,110.1,106.534695078683,3517855,0.0,1.0
2023-10-25,112.13,112.885,110.47,110.74,107.153970327097,2581248,0.0,1.0
2023-10-24,113.53,113.695,111.89,111.93,108.305435242117,2331660,0.0,1.0
2023-10-23,113.31,113.585,112.02,113.05,109.389166926841,2463535,0.0,1.0
2023-10-20,115.35,116.025,113.15,113.54,109.863299538907,2667169,0.0,1.0
2023-10-19,116.15,116.36,114.625,115.19,111.459868538724,2091534,0.0,1.0
2023-10-18,114.19,116.77,113.98,116.25,112.48554316891,3249740,0.0,1.0
2023-10-17,111.68,113.98,111.68,113.91,110.221318041897,2471913,0.0,1.0
2023-10-16,111.5,112.66,111.07,111.78,108.16029260577,2750191,0.0,1.0
2023-10-13,112.46,112.74,110.48,110.6,107.018503866507,3393245,0.0,1.0
2023-10-12,112.92,113.0,109.89,110.75,107.163646502854,1976849,0.0,1.0
2023-10-11,111.42,112.49,110.16,112.13,108.498958757246,2035924,0.0,1.0
2023-10-10,110.86,112.99,110.34,112.39,108.750539326914,2662275,0.0,1.0
2023-10-09,111.06,111.655,109.34,111.21,107.608750587651,2769837,0.0,1.0
2023-10-06,110.51,110.82,108.2,109.19,105.654163084845,2625538,0.0,1.0
2023-10-05,108.78,111.17,108.59,109.48,105.934772181782,3206047,0.0,1.0
2023-10-04,113.16,113.3,108.6601,110.49,106.912065933185,4464181,0.0,1.0
2023-10-03,118.0,118.54,114.13,115.63,111.885620272009,2988368,0.0,1.0
2023-10-02,120.09,120.3,118.19,119.02,115.16584385345,2445763,0.0,1.0
2023-09-29,123.44,123.44,119.48,120.15,116.259251713931,2841901,0.0,1.0
2023-09-28,120.49,123.47,120.39,123.38,119.384656483269,3294259,0.0,1.0
2023-09-27,120.46,121.54,119.73,120.8,116.888203138101,2793805,0.0,1.0
2023-09-26,119.2,120.28,118.6,119.42,115.552890883709,2350834,0.0,1.0
2023-09-25,118.5,120.6399,118.46,120.26,116.365689647252,2499087,0.0,1.0
2023-09-22,120.5,121.7,118.52,118.58,114.740092120166,2427225,0.0,1.0
2023-09-21,122.42,123.84,119.69,119.94,116.056052023045,2732189,0.0,1.0
2023-09-20,119.72,121.8,119.55,120.07,116.181842307879,2491645,0.0,1.0
2023-09-19,123.4,123.48,119.07,120.22,116.326984944226,2970167,0.0,1.0
2023-09-18,122.53,123.91,121.0,122.45,118.484772137918,2237463,0.0,1.0
2023-09-15,121.97,122.47,120.34,121.03,117.1107551805,9312919,0.0,1.0
2023-09-14,123.91,123.9999,122.7,122.97,118.987933277254,2526293,0.0,1.0
2023-09-13,124.75,125.19,122.39,123.17,119.181456792384,2779402,0.0,1.0
2023-09-12,122.88,124.8323,122.6,124.28,120.255512301351,4229642,0.0,1.0
2023-09-11,122.9,124.06,121.28,122.34,118.378334204597,3105436,0.0,1.0
2023-09-08,119.87,123.56,119.43,122.23,118.271896271276,4711697,0.0,1.0
2023-09-07,117.25,118.99,116.77,118.75,114.904587108026,3348859,0.0,1.0
2023-09-06,116.87,117.99,115.61,116.64,112.862914023412,1764173,0.0,1.0
2023-09-05,117.7,118.77,116.71,116.74,112.959675780976,2326951,0.0,1.0
2023-09-01,116.13,117.31,115.1,117.17,113.375751338504,2787680,0.0,1.0
2023-08-31,113.7,114.61,112.07,114.16,110.463222435808,3086357,0.0,1.0
2023-08-30,112.85,114.0,112.75,113.65,109.969737472229,2113438,0.0,1.0
2023-08-29,113.18,113.52,112.03,112.69,109.040824599608,1933180,0.0,1.0
2023-08-28,113.26,114.78,112.62,113.13,109.466576332892,1702264,0.0,1.0
2023-08-25,112.79,114.46,111.75,113.89,110.201965690384,2262140,0.0,1.0
2023-08-24,111.62,113.215,111.55,112.39,108.750539326914,1713642,0.0,1.0
2023-08-23,111.93,112.44,110.16,112.26,108.62474904208,2027553,0.0,1.0
2023-08-22,113.7,114.22,112.62,112.94,109.282728993519,2220777,0.0,1.0
2023-08-21,114.9,115.3859,112.22,113.33,109.660099848022,2662829,0.0,1.0
2023-08-18,112.61,114.78,112.61,114.24,110.54063184186,4896486,0.0,1.0
2023-08-17,113.73,115.775,113.48,113.59,109.91168041769,4704415,1.05,1.0
2023-08-16,114.0,115.29,113.22,113.27,108.598185981435,3904400,0.0,1.0
2023-08-15,112.74,114.54,112.48,113.43,108.751586791509,5087597,0.0,1.0
2023-08-14,116.47,116.96,114.3,114.67,109.940443069579,3044005,0.0,1.0
2023-08-11,115.04,117.29,115.04,116.64,111.829190543609,2558962,0.0,1.0
2023-08-10,114.97,116.19,114.26,114.67,109.940443069579,2587861,0.0,1.0
2023-08-09,113.3,115.79,113.01,114.42,109.700754303839,3864782,0.0,1.0
2023-08-08,109.92,113.44,108.9665,112.68,108.032520494289,2865139,0.0,1.0
2023-08-07,111.08,112.815,111.04,111.44,106.843664216219,2982091,0.0,1.0
2023-08-04,111.58,113.18,110.45,110.48,105.923259355778,2650599,0.0,1.0
2023-08-03,109.54,110.76,107.411,110.41,105.856146501371,3512340,0.0,1.0
2023-08-02,111.16,113.24,108.1,108.99,104.494714311968,4888063,0.0,1.0
2023-08-01,111.185,112.45,110.65,112.11,107.486030108402,2695397,0.0,1.0
2023-07-31,110.72,111.57,110.6,111.55,106.949127273145,3801275,0.0,1.0
2023-07-28,109.48,110.68,109.08,110.35,105.798621197593,2141474,0.0,1.0
2023-07-27,109.98,110.85,108.8,108.89,104.398838805672,2925876,0.0,1.0
2023-07-26,106.95,109.94,106.83,109.59,105.069967349744,2687565,0.0,1.0
2023-07-25,106.51,108.46,105.56,107.71,103.26750783138,2744836,0.0,1.0
2023-07-24,106.0,108.16,105.8,106.85,102.442978477234,3691802,0.0,1.0
2023-07-21,104.42,105.955,104.07,105.73,101.36917280672,2711753,0.0,1.0
2023-07-20,103.18,104.55,103.12,104.05,99.7584643009475,2520486,0.0,1.0
2023-07-19,101.16,103.505,101.13,102.46,98.2340437508417,3052143,0.0,1.0
2023-07-18,99.03,102.04,98.89,101.16,96.9876621689942,2367543,0.0,1.0
2023-07-17,100.0,100.845,99.01,99.04,94.9551014355198,3078258,0.0,1.0
2023-07-14,102.06,102.22,98.65,100.46,96.3165336249225,2865206,0.0,1.0
2023-07-13,102.29,103.93,101.61,102.58,98.3490943583968,2886437,0.0,1.0
2023-07-12,102.31,103.16,101.53,101.96,97.7546662193619,2374181,0.0,1.0
2023-07-11,99.86,101.69,99.8,101.52,97.3328139916596,3060825,0.0,1.0
2023-07-10,99.52,101.27,99.46,100.33,96.1918954667377,3785248,0.0,1.0
2023-07-07,95.76,100.3,95.52,99.44,95.3386034607037,5340880,0.0,1.0
2023-07-06,95.4,96.2,94.515,95.4,91.4652330063468,4693913,0.0,1.0
2023-07-05,95.65,96.305,94.54,96.13,92.1651242023074,3854909,0.0,1.0
2023-07-03,95.65,96.64,95.4,95.66,91.7145093227163,1348799,0.0,1.0
2023-06-30,95.07,95.88,94.27,95.38,91.4460579050876,2574225,0.0,1.0
2023-06-29,93.69,94.67,93.4,94.53,90.631116101572,2254388,0.0,1.0
2023-06-28,92.67,94.01,91.78,93.4,89.5477228804276,2574060,0.0,1.0
2023-06-27,91.59,93.03,91.18,92.57,88.7519561781711,3763977,0.0,1.0
2023-06-26,91.07,92.34,90.865,91.52,87.7452633620635,2846011,0.0,1.0
2023-06-23,90.0,91.39,89.74,90.86,87.1124850205102,4192024,0.0,1.0
2023-06-22,92.46,93.17,90.69,90.81,87.0645472673622,3516093,0.0,1.0
2023-06-21,93.0,94.96,92.651,93.28,89.4326722728725,2902845,0.0,1.0
2023-06-20,96.68,96.78,93.47,93.48,89.6244232854644,3274828,0.0,1.0
2023-06-16,97.53,97.84,96.67,97.13,93.123879265267,4965113,0.0,1.0
2023-06-15,95.68,97.25,95.36,97.02,93.0184162083414,2123043,0.0,1.0
2023-06-14,97.84,98.275,94.845,95.7,91.7528595252347,2297510,0.0,1.0
2023-06-13,98.09,99.25,96.79,96.88,92.8841904995271,2733415,0.0,1.0
