,SAIC_Open,SAIC_High,SAIC_Low,SAIC_Close,SAIC_Adj Close,SAIC_Volume,SAIC_Dividend Amount,SAIC_Split Coefficient
2024-06-18,114.7,115.61,114.36,115.21,114.849084751503,284310,0.0,1.0
2024-06-17,112.77,115.12,112.35,115.07,114.709523325713,391157,0.0,1.0
2024-06-14,113.59,114.75,112.0,113.5,113.144441622217,301176,0.0,1.0
2024-06-13,116.25,116.86,114.71,115.06,114.699554652443,230457,0.0,1.0
2024-06-12,117.87,118.44,116.595,116.74,116.374291761917,306899,0.0,1.0
2024-06-11,116.76,117.17,115.815,116.94,116.57366522733,373886,0.0,1.0
2024-06-10,114.85,116.515,114.8235,115.63,115.267769028871,251494,0.0,1.0
2024-06-07,116.16,116.99,115.17,115.7,115.337549741766,295383,0.0,1.0
2024-06-06,117.7,119.3799,115.89,116.8,116.434103801541,378254,0.0,1.0
2024-06-05,117.05,118.845,116.36,118.09,117.720062653459,379744,0.0,1.0
2024-06-04,115.83,119.47,115.68,117.22,116.852788078909,580892,0.0,1.0
2024-06-03,130.01,131.95,117.0801,118.805,118.432822792312,1192445,0.0,1.0
2024-05-31,133.78,134.75,132.98,134.65,134.228185589705,429839,0.0,1.0
2024-05-30,133.09,133.805,132.6,133.1,132.683041232749,279273,0.0,1.0
2024-05-29,134.42,135.035,131.96,132.69,132.274325628651,267121,0.0,1.0
2024-05-28,137.76,137.76,134.81,135.07,134.646869867073,204099,0.0,1.0
2024-05-24,137.52,138.275,136.845,137.63,137.198850224367,159073,0.0,1.0
2024-05-23,137.86,138.0,136.58,136.71,136.281732283465,143470,0.0,1.0
2024-05-22,136.96,137.4,136.065,137.29,136.859915333164,212528,0.0,1.0
2024-05-21,137.33,137.64,136.64,137.44,137.009445432224,119566,0.0,1.0
2024-05-20,136.91,137.85,135.99,137.2,136.770197273728,173109,0.0,1.0
2024-05-17,136.62,137.045,134.94,136.75,136.321606976547,242643,0.0,1.0
2024-05-16,135.77,137.15,135.3801,136.68,136.251826263653,215278,0.0,1.0
2024-05-15,135.79,136.51,135.38,135.82,135.394520362374,223261,0.0,1.0
2024-05-14,134.52,135.17,133.77,135.0,134.577089154178,257952,0.0,1.0
2024-05-13,135.5,136.245,134.27,134.38,133.959031411396,188175,0.0,1.0
2024-05-10,136.25,136.375,134.46,135.09,134.666807213614,194505,0.0,1.0
2024-05-09,134.58,135.82,133.77,135.75,135.324739649479,156569,0.0,1.0
2024-05-08,134.67,135.4875,132.7701,133.7,133.28116162899,233492,0.0,1.0
2024-05-07,134.0,135.66,133.4543,134.67,134.248122936246,328902,0.0,1.0
2024-05-06,132.07,133.9,131.8901,133.82,133.400785708238,199035,0.0,1.0
2024-05-03,130.67,131.63,129.98,131.55,131.137896875794,199737,0.0,1.0
2024-05-02,129.8,130.65,128.78,129.84,129.433253746507,224702,0.0,1.0
2024-05-01,129.03,130.38,128.125,128.96,128.556010498688,266409,0.0,1.0
2024-04-30,129.8,130.271,128.47,128.7,128.29682499365,276770,0.0,1.0
2024-04-29,129.57,131.82,129.57,130.12,129.712376598087,212394,0.0,1.0
2024-04-26,129.09,130.59,128.51,129.47,129.064412835492,230734,0.0,1.0
2024-04-25,127.94,130.12,127.625,129.12,128.715509271019,265865,0.0,1.0
2024-04-24,127.92,128.84,126.95,128.47,128.067545508424,227836,0.0,1.0
2024-04-23,125.37,128.39,125.37,128.08,127.678767250868,271402,0.0,1.0
2024-04-22,125.2,125.97,123.799,125.13,124.738008636017,198929,0.0,1.0
2024-04-19,122.9,125.87,122.9,124.94,124.548603843874,317628,0.0,1.0
2024-04-18,125.12,125.16,122.965,123.18,122.794117348235,209788,0.0,1.0
2024-04-17,125.06,125.61,123.935,124.68,124.289418338837,360904,0.0,1.0
2024-04-16,123.1,124.635,122.71,124.04,123.651423249513,499250,0.0,1.0
2024-04-15,124.21,124.8,120.88,121.16,120.780445347557,312817,0.0,1.0
2024-04-12,125.64,126.68,123.13,123.58,123.192864279062,225740,0.0,1.0
2024-04-11,126.27,127.44,125.53,126.36,125.964155448311,233744,0.37,1.0
2024-04-10,127.0,127.37,125.66,126.34,125.57651226497,185101,0.0,1.0
2024-04-09,130.11,130.11,127.45,127.65,126.878595778244,224765,0.0,1.0
2024-04-08,129.19,130.485,129.16,130.17,129.383367116757,149541,0.0,1.0
2024-04-05,129.14,130.73,129.07,129.66,128.876449107772,170734,0.0,1.0
2024-04-04,129.99,131.17,129.03,129.47,128.687597300504,170256,0.0,1.0
2024-04-03,128.4,130.15,127.89,129.43,128.647839025289,176519,0.0,1.0
2024-04-02,130.07,131.25,128.24,128.385,127.60915408531,265304,0.0,1.0
2024-04-01,130.24,130.78,129.16,130.31,129.522521080008,275574,0.0,1.0
2024-03-28,130.08,131.3943,130.01,130.39,129.602037630437,202099,0.0,1.0
2024-03-27,128.37,130.206,128.37,130.08,129.293910997525,202088,0.0,1.0
2024-03-26,127.33,128.24,127.22,127.45,126.679804402172,183405,0.0,1.0
2024-03-25,126.77,127.88,126.46,127.25,126.481013026099,263176,0.0,1.0
2024-03-22,128.14,128.19,126.315,126.51,125.745484934631,287348,0.0,1.0
2024-03-21,127.0,127.84,126.12,127.79,127.017749741495,403898,0.0,1.0
2024-03-20,127.38,128.54,126.495,127.0,126.232523806009,567111,0.0,1.0
2024-03-19,128.69,130.335,125.63,126.72,125.954215879507,991248,0.0,1.0
2024-03-18,118.54,131.385,117.6856,128.4,127.624063438516,1755876,0.0,1.0
2024-03-15,142.69,144.4,142.33,142.64,141.778009414875,847867,0.0,1.0
2024-03-14,144.04,144.04,141.87,143.18,142.31474613027,351040,0.0,1.0
2024-03-13,141.54,144.01,141.095,143.55,142.682510176004,296717,0.0,1.0
2024-03-12,140.29,142.21,139.24,141.76,140.903327360156,346519,0.0,1.0
2024-03-11,141.21,142.16,140.09,140.73,139.879551773383,292570,0.0,1.0
2024-03-08,142.02,142.63,140.6382,141.57,140.714475552887,174772,0.0,1.0
2024-03-07,143.64,143.64,139.9,141.45,140.595200727244,277079,0.0,1.0
2024-03-06,144.29,145.17,143.02,143.36,142.493658368735,253883,0.0,1.0
2024-03-05,142.59,143.33,141.8,143.16,142.294866992663,304426,0.0,1.0
2024-03-04,141.35,143.995,141.35,142.97,142.106015185394,329183,0.0,1.0
2024-03-01,139.96,140.9,138.775,140.81,139.959068323812,209807,0.0,1.0
2024-02-29,140.06,140.93,139.53,139.96,139.114204975504,310000,0.0,1.0
2024-02-28,140.9,141.12,140.0,140.01,139.163902819522,269788,0.0,1.0
2024-02-27,139.49,140.84,138.92,140.51,139.660881259703,224640,0.0,1.0
2024-02-26,139.26,140.11,138.65,139.46,138.617226535323,313285,0.0,1.0
2024-02-23,138.36,139.54,137.88,139.26,138.41843515925,178793,0.0,1.0
2024-02-22,136.36,138.14,136.27,137.87,137.036835095547,234016,0.0,1.0
2024-02-21,134.45,136.3,134.45,136.12,135.297410554913,230982,0.0,1.0
2024-02-20,135.05,136.615,134.61,134.89,134.074843592067,249277,0.0,1.0
2024-02-16,134.29,136.23,132.93,135.32,134.502245050623,264981,0.0,1.0
2024-02-15,133.64,134.3679,133.19,134.28,133.468529895046,212273,0.0,1.0
2024-02-14,131.48,133.27,130.59,132.93,132.126688106557,374947,0.0,1.0
2024-02-13,130.24,132.11,129.158,130.03,129.244213153506,313468,0.0,1.0
2024-02-12,131.7,132.3125,131.15,131.26,130.466780116352,191829,0.0,1.0
2024-02-09,130.77,131.58,130.5,131.54,130.745088042853,179830,0.0,1.0
2024-02-08,128.69,130.81,128.29,130.21,129.423125391972,253770,0.0,1.0
2024-02-07,128.92,130.06,128.26,128.53,127.753277832963,194980,0.0,1.0
2024-02-06,127.22,128.77,127.22,128.72,127.942129640232,235725,0.0,1.0
2024-02-05,128.37,128.37,125.53,127.41,126.640046126957,165409,0.0,1.0
2024-02-02,127.98,129.385,127.365,129.01,128.230377135537,203328,0.0,1.0
2024-02-01,127.66,128.84,127.015,128.82,128.041525328268,239729,0.0,1.0
2024-01-31,130.0,130.345,127.55,127.66,126.888535347048,349352,0.0,1.0
2024-01-30,131.06,131.19,129.76,130.41,129.621916768044,551090,0.0,1.0
2024-01-29,131.01,131.93,129.85,130.87,130.079136933011,222558,0.0,1.0
2024-01-26,129.22,131.134,129.22,130.93,130.138774345832,202884,0.0,1.0
2024-01-25,129.32,130.0,126.94,128.22,127.445151200051,204724,0.0,1.0
2024-01-24,128.85,129.755,128.65,128.71,127.932190071428,166854,0.0,1.0
2024-01-23,131.28,131.365,128.5,128.52,127.743338264159,227227,0.0,1.0
2024-01-22,130.0,131.29,130.0,131.08,130.287867877887,162921,0.0,1.0
2024-01-19,129.35,130.0,128.335,129.5,128.717416006914,240128,0.0,1.0
2024-01-18,127.83,128.88,127.06,128.74,127.962008777839,232780,0.0,1.0
2024-01-17,126.23,127.53,126.23,127.35,126.580408714135,226931,0.0,1.0
2024-01-16,128.2,128.3534,126.11,127.29,126.520771301314,284575,0.0,1.0
2024-01-12,128.39,129.27,127.615,128.63,127.852673520999,204120,0.0,1.0
2024-01-11,127.66,128.04,126.38,127.73,126.958112328673,249533,0.37,1.0
2024-01-10,127.66,128.65,127.22,128.05,126.90855803034,205593,0.0,1.0
2024-01-09,126.69,127.63,125.965,127.25,126.115689257015,237753,0.0,1.0
2024-01-08,124.37,126.89,124.04,126.68,125.550770256021,228578,0.0,1.0
2024-01-05,123.34,124.655,123.34,124.37,123.261361673045,515347,0.0,1.0
2024-01-04,123.3,124.08,123.04,123.25,122.15134539039,377651,0.0,1.0
2024-01-03,123.23,124.81,123.22,123.37,122.270275706389,269247,0.0,1.0
2024-01-02,124.15,125.08,123.6,124.59,123.479400585709,239603,0.0,1.0
2023-12-29,124.91,125.15,123.62,124.32,123.211807374712,231779,0.0,1.0
2023-12-28,125.24,125.63,123.965,124.76,123.647885200041,271586,0.0,1.0
2023-12-27,124.44,125.57,124.44,125.24,124.123606464036,333496,0.0,1.0
2023-12-26,123.77,124.78,123.44,124.64,123.528954884042,280370,0.0,1.0
2023-12-22,123.8,124.7125,123.43,123.79,122.686531812384,191300,0.0,1.0
2023-12-21,123.24,124.0417,122.59,123.1,122.002682495392,211379,0.0,1.0
2023-12-20,124.71,125.35,122.57,122.72,121.626069828062,417052,0.0,1.0
2023-12-19,124.93,125.7,124.87,124.98,123.865924112705,263841,0.0,1.0
2023-12-18,125.75,126.89,124.2,124.53,123.41993542771,319813,0.0,1.0
2023-12-15,125.8,127.08,124.25,125.45,124.331734517034,962035,0.0,1.0
2023-12-14,129.3,129.31,125.57,126.3,125.174157588692,471505,0.0,1.0
2023-12-13,127.95,129.41,127.68,129.37,128.216791506327,430036,0.0,1.0
2023-12-12,127.5,128.925,126.74,128.11,126.96802318834,314579,0.0,1.0
2023-12-11,127.7,128.21,127.525,128.08,126.93829060934,382102,0.0,1.0
2023-12-08,129.38,129.82,127.27,127.67,126.531945363011,390313,0.0,1.0
2023-12-07,129.23,129.41,127.55,128.99,127.840178838997,348441,0.0,1.0
2023-12-06,131.21,132.555,129.33,129.63,128.474473857657,416485,0.0,1.0
2023-12-05,134.9,135.97,131.07,131.75,130.575576106969,691541,0.0,1.0
2023-12-04,129.0,136.05,125.5001,136.0,134.787691465258,1618653,0.0,1.0
2023-12-01,117.7,119.97,117.39,119.92,118.851029121425,564697,0.0,1.0
2023-11-30,116.19,117.735,115.695,117.41,116.363403345117,358260,0.0,1.0
2023-11-29,116.43,116.79,115.55,115.97,114.936239553132,350426,0.0,1.0
2023-11-28,116.46,116.78,115.47,115.99,114.956061272465,313837,0.0,1.0
2023-11-27,116.18,116.74,115.785,116.43,115.392139097794,267321,0.0,1.0
2023-11-24,116.31,117.33,116.31,116.63,115.590356291125,89323,0.0,1.0
2023-11-22,115.44,116.6,115.44,116.3,115.263297922129,221444,0.0,1.0
2023-11-21,116.1,116.84,115.17,115.22,114.19292507814,271546,0.0,1.0
2023-11-20,114.81,116.019,114.08,115.99,114.956061272465,290049,0.0,1.0
2023-11-17,115.9,116.26,114.63,114.77,113.746936393145,226589,0.0,1.0
2023-11-16,115.79,116.41,114.995,115.18,114.153281639474,213804,0.0,1.0
2023-11-15,116.0,116.688,115.0,115.51,114.48034000847,238367,0.0,1.0
2023-11-14,114.72,116.32,113.955,116.18,115.14436760613,282009,0.0,1.0
2023-11-13,112.29,114.67,112.1292,113.78,112.765761286155,288563,0.0,1.0
2023-11-10,110.38,112.65,110.31,112.36,111.358419213503,219251,0.0,1.0
2023-11-09,111.02,111.02,109.46,109.93,108.950080314528,159274,0.0,1.0
2023-11-08,111.17,111.6,110.64,110.67,109.683483929854,185348,0.0,1.0
2023-11-07,111.13,111.555,110.61,110.95,109.960988000517,162832,0.0,1.0
2023-11-06,111.08,111.25,110.24,111.22,110.228581211515,175367,0.0,1.0
2023-11-03,110.72,111.91,110.72,110.95,109.960988000517,178245,0.0,1.0
2023-11-02,110.04,110.99,110.02,110.11,109.128475788526,210235,0.0,1.0
2023-11-01,109.6,110.645,109.11,109.76,108.781595700196,270328,0.0,1.0
2023-10-31,107.86,109.614,106.81,109.24,108.266230997535,227111,0.0,1.0
2023-10-30,107.55,109.02,106.59,107.14,106.184950467557,227462,0.0,1.0
2023-10-27,107.75,108.3,106.33,106.91,105.957000695226,192460,0.0,1.0
2023-10-26,106.78,109.05,105.97,108.32,107.354431908211,201794,0.0,1.0
2023-10-25,107.31,107.66,106.126,106.71,105.758783501895,357053,0.0,1.0
2023-10-24,109.24,109.47,106.615,107.15,106.194861327223,271118,0.0,1.0
2023-10-23,109.79,110.46,108.12,108.41,107.44362964521,236831,0.0,1.0
2023-10-20,111.87,112.64,109.895,109.99,109.009545472527,240892,0.0,1.0
2023-10-19,112.79,113.32,111.31,111.43,110.436709264512,276866,0.0,1.0
2023-10-18,114.81,114.825,112.78,112.85,111.844051337164,216021,0.0,1.0
2023-10-17,115.02,117.09,114.57,114.7,113.677560375479,348115,0.0,1.0
2023-10-16,114.43,116.34,114.27,115.14,114.113638200807,301098,0.0,1.0
2023-10-13,112.84,114.21,112.74,114.04,113.023443637485,343195,0.0,1.0
2023-10-12,113.63,114.29,112.18,112.35,111.348508353836,317991,0.37,1.0
2023-10-11,112.12,113.74,111.755,113.7,112.316584455564,284651,0.0,1.0
2023-10-10,111.32,113.72,111.21,112.01,110.647147096462,424191,0.0,1.0
2023-10-09,107.13,111.91,107.13,111.07,109.718584305009,457017,0.0,1.0
2023-10-06,104.56,107.385,104.465,106.68,105.381998502371,298380,0.0,1.0
2023-10-05,105.7,106.48,105.11,105.15,103.870614384367,199152,0.0,1.0
2023-10-04,105.99,106.3066,104.77,105.78,104.492949021192,429561,0.0,1.0
2023-10-03,106.41,107.21,105.16,105.83,104.542340659036,428597,0.0,1.0
2023-10-02,105.56,108.285,105.56,106.92,105.619078364019,485972,0.0,1.0
2023-09-29,107.09,107.47,105.44,105.54,104.255869159545,361627,0.0,1.0
2023-09-28,105.67,107.22,105.67,106.7,105.401755157508,272721,0.0,1.0
2023-09-27,105.1,105.81,104.6,105.49,104.206477521701,269060,0.0,1.0
2023-09-26,104.98,105.135,104.265,104.86,103.584142884876,245866,0.0,1.0
2023-09-25,105.41,106.39,105.301,105.36,104.078059263309,193468,0.0,1.0
2023-09-22,106.45,106.875,105.17,105.43,104.14720755629,294223,0.0,1.0
2023-09-21,108.99,108.99,106.51,106.54,105.24370191641,344011,0.0,1.0
2023-09-20,108.38,110.8,107.64,109.5,108.167686876731,680307,0.0,1.0
2023-09-19,110.21,110.28,107.99,108.11,106.794599344688,484644,0.0,1.0
2023-09-18,110.1,111.515,109.99,110.08,108.740629875712,440497,0.0,1.0
2023-09-15,110.86,111.38,108.595,109.75,108.414645065947,1850297,0.0,1.0
2023-09-14,111.65,112.13,110.52,111.25,109.896394201245,445362,0.0,1.0
2023-09-13,111.31,112.12,110.65,111.32,109.965542494225,453226,0.0,1.0
2023-09-12,109.5,111.6,109.42,111.28,109.92602918395,461868,0.0,1.0
2023-09-11,110.37,111.31,109.53,110.39,109.046858030341,421833,0.0,1.0
2023-09-08,110.35,112.13,109.495,110.32,108.97770973736,516981,0.0,1.0
2023-09-07,116.3,116.79,109.77,109.91,108.572698307045,849933,0.0,1.0
2023-09-06,117.01,117.79,115.28,115.53,114.124318400627,350091,0.0,1.0
2023-09-05,118.31,118.41,116.77,117.09,115.665337501337,287189,0.0,1.0
2023-09-01,118.26,119.35,117.55,119.02,117.571854722087,225579,0.0,1.0
2023-08-31,118.02,118.4,116.83,117.66,116.22840217275,272123,0.0,1.0
2023-08-30,117.19,118.365,117.19,117.48,116.050592276514,316329,0.0,1.0
2023-08-29,118.42,118.42,116.94,117.19,115.764120777023,245177,0.0,1.0
2023-08-28,117.59,118.8799,117.59,118.56,117.117451653929,229370,0.0,1.0
2023-08-25,118.35,118.6828,117.06,117.75,116.317307120868,200690,0.0,1.0
2023-08-24,117.38,118.59,117.06,117.88,116.44572537926,183503,0.0,1.0
2023-08-23,115.93,117.73,115.76,117.62,116.188888862475,323622,0.0,1.0
2023-08-22,115.73,116.59,114.885,115.52,114.114440073059,312613,0.0,1.0
2023-08-21,116.2,116.5725,115.33,115.98,114.568843141217,208742,0.0,1.0
2023-08-18,116.08,117.145,115.93,116.05,114.637991434197,309146,0.0,1.0
2023-08-17,118.49,119.22,116.15,116.23,114.815801330433,285650,0.0,1.0
2023-08-16,119.5,120.075,118.5,118.57,117.127329981497,223456,0.0,1.0
2023-08-15,119.72,120.51,118.68,119.61,118.154676048637,231166,0.0,1.0
2023-08-14,120.8,121.49,120.05,120.34,118.875793961148,302430,0.0,1.0
2023-08-11,119.74,120.52,119.415,120.47,119.004212219541,343827,0.0,1.0
2023-08-10,120.26,120.99,119.33,119.64,118.184311031343,286821,0.0,1.0
2023-08-09,121.24,121.565,120.32,120.47,119.004212219541,333134,0.0,1.0
2023-08-08,122.07,122.32,120.71,121.21,119.735208459621,258861,0.0,1.0
2023-08-07,122.0,122.9679,122.0,122.4,120.910729440291,167438,0.0,1.0
2023-08-04,122.94,123.53,121.7,121.71,120.229124838054,217901,0.0,1.0
2023-08-03,122.32,123.09,121.43,122.66,121.167565957076,319844,0.0,1.0
2023-08-02,122.07,122.93,121.39,122.01,120.525474665113,289117,0.0,1.0
2023-08-01,121.54,123.24,120.95,122.38,120.890972785153,525168,0.0,1.0
2023-07-31,120.55,121.68,120.55,121.34,119.863626718014,341244,0.0,1.0
2023-07-28,118.52,120.69,118.52,120.6,119.132630477933,251960,0.0,1.0
2023-07-27,118.83,119.3,117.1,117.88,116.44572537926,304425,0.0,1.0
2023-07-26,118.56,119.68,118.3,118.94,117.492828101537,292201,0.0,1.0
2023-07-25,116.51,118.26,115.81,118.24,116.801345171732,229881,0.0,1.0
2023-07-24,118.14,118.74,117.25,117.37,115.941930673259,290808,0.0,1.0
2023-07-21,118.0,118.38,117.34,117.73,116.297550465731,298217,0.0,1.0
2023-07-20,116.08,117.55,115.695,117.53,116.099983914357,232814,0.0,1.0
2023-07-19,116.51,117.28,115.305,116.07,114.657748089334,180642,0.0,1.0
2023-07-18,116.36,117.45,116.02,116.24,114.825679658001,231974,0.0,1.0
2023-07-17,114.08,116.465,114.08,116.33,114.914584606119,238156,0.0,1.0
2023-07-14,114.36,114.58,113.14,114.35,112.958675747526,237740,0.0,1.0
2023-07-13,113.95,114.74,113.64,114.52,113.126607316193,257717,0.37,1.0
2023-07-12,115.99,116.0,114.26,114.32,112.565355978651,221685,0.0,1.0
2023-07-11,113.85,115.53,113.85,115.33,113.559853962717,232869,0.0,1.0
2023-07-10,112.52,114.395,112.52,113.75,112.004104641109,258411,0.0,1.0
2023-07-07,112.33,114.26,112.33,112.96,111.226229980305,356290,0.0,1.0
2023-07-06,112.97,113.59,112.125,112.71,110.980067112962,269183,0.0,1.0
2023-07-05,111.81,113.45,111.42,113.25,111.511778906423,289132,0.0,1.0
2023-07-03,111.44,113.42,111.44,112.28,110.556666981132,163089,0.0,1.0
2023-06-30,112.56,113.265,112.47,112.48,110.753597275006,325052,0.0,1.0
2023-06-29,110.63,112.5,110.18,112.14,110.418815775419,341758,0.0,1.0
2023-06-28,109.92,110.68,108.81,110.61,108.91229902728,263620,0.0,1.0
2023-06-27,108.45,110.43,108.22,109.97,108.282122086881,266071,0.0,1.0
2023-06-26,107.18,108.66,107.09,108.4,106.736219279967,196119,0.0,1.0
2023-06-23,108.62,108.9,107.17,107.4,105.751567810594,363283,0.0,1.0
2023-06-22,109.11,109.11,107.761,108.87,107.199005470572,261560,0.0,1.0
2023-06-21,108.19,109.15,107.27,109.04,107.366396220365,271688,0.0,1.0
2023-06-20,108.61,108.9,107.9612,108.39,106.726372765273,267883,0.0,1.0
2023-06-16,108.61,109.465,107.95,108.92,107.24823804404,1341600,0.0,1.0
2023-06-15,107.5,108.93,107.5,108.18,106.519595956705,264148,0.0,1.0
2023-06-14,107.56,108.27,107.06,107.77,106.115888854262,329243,0.0,1.0
2023-06-13,107.19,108.35,107.08,108.19,106.529442471398,271288,0.0,1.0
2023-06-12,106.41,108.235,105.99,107.38,105.731874781207,401449,0.0,1.0
2023-06-09,105.0,106.01,104.6101,105.74,104.117046371436,318740,0.0,1.0
2023-06-08,103.77,105.185,102.611,105.06,103.447483372263,279056,0.0,1.0
2023-06-07,102.91,104.11,102.2333,103.81,102.216669035547,406074,0.0,1.0
2023-06-06,101.61,104.035,101.53,103.17,101.586492095149,482001,0.0,1.0
2023-06-05,104.16,105.7301,102.64,102.65,101.074473331075,727536,0.0,1.0
2023-06-02,99.34,101.45,99.34,101.45,99.8928915678286,323065,0.0,1.0
2023-06-01,97.65,99.61,97.27,98.92,97.4017233503165,355603,0.0,1.0
2023-05-31,97.46,98.03,96.95,97.33,95.8361275140144,390043,0.0,1.0
