,SAIC_Open,SAIC_High,SAIC_Low,SAIC_Close,SAIC_Adj Close,SAIC_Volume,SAIC_Dividend Amount,SAIC_Split Coefficient
2019-04-11,74.83,75.11,74.31,74.54,68.6308915075203,394723,0.37,1.0
2019-04-10,74.38,75.19,73.84,74.92,68.6400532871903,621068,0.0,1.0
2019-04-09,75.31,75.51,74.28,74.33,68.0995082866638,274005,0.0,1.0
2019-04-08,75.97,76.11,74.76,75.58,69.2447307454063,332895,0.0,1.0
2019-04-05,75.57,76.55,75.19,75.91,69.5470694745143,329321,0.0,1.0
2019-04-04,74.69,75.18,74.17,74.97,68.68586218554,509987,0.0,1.0
2019-04-03,76.58,76.61,74.49,74.65,68.3926852361019,709895,0.0,1.0
2019-04-02,77.17,77.17,75.14,76.08,69.7028197289033,855672,0.0,1.0
2019-04-01,77.45,78.08,74.25,77.28,70.8022332892961,936700,0.0,1.0
2019-03-29,80.76,82.5,76.53,76.95,70.4998945601881,1608019,0.0,1.0
2019-03-28,73.62,74.81,73.09,73.55,67.3848894724085,577708,0.0,1.0
2019-03-27,73.78,73.96,71.82,73.29,67.1466832009901,307943,0.0,1.0
2019-03-26,71.73,73.95,71.73,73.85,67.6597428625067,521459,0.0,1.0
2019-03-25,70.81,71.3,70.07,71.13,65.167738792283,466895,0.0,1.0
2019-03-22,72.44,72.5,69.99,70.99,65.0394738769039,633682,0.0,1.0
2019-03-21,71.93,73.5,71.73,72.81,66.706917776833,282131,0.0,1.0
2019-03-20,73.06,73.19,71.65,72.09,66.0472696405973,299614,0.0,1.0
2019-03-19,74.06,74.06,72.775,72.99,66.8718298108919,279669,0.0,1.0
2019-03-18,72.99,73.78,72.85,73.46,67.302433455379,251932,0.0,1.0
2019-03-15,72.83,73.455,72.42,72.91,66.7985355735323,1035410,0.0,1.0
2019-03-14,73.34,73.49,72.7,72.77,66.6702706581532,323597,0.0,1.0
2019-03-13,72.94,73.75,72.71,73.3,67.15584498066,379004,0.0,1.0
2019-03-12,72.56,72.69,71.51,72.45,66.3770937087151,372768,0.0,1.0
2019-03-11,71.81,72.49,70.65,72.4,66.3312848103654,374170,0.0,1.0
2019-03-08,71.0,71.82,70.94,71.8,65.781578030169,209676,0.0,1.0
2019-03-07,72.38,72.42,71.18,71.7,65.6899602334696,247583,0.0,1.0
2019-03-06,73.57,73.66,72.1,72.4,66.3312848103654,262258,0.0,1.0
2019-03-05,74.45,74.45,73.24,73.46,67.302433455379,257999,0.0,1.0
2019-03-04,76.04,76.13,73.5,74.44,68.2002878630332,351644,0.0,1.0
2019-03-01,75.31,75.76,74.36,75.67,69.3271867624358,289891,0.0,1.0
2019-02-28,75.25,75.3,74.6,74.7,68.4384941344516,275360,0.0,1.0
2019-02-27,75.08,75.48,74.66,75.2,68.8965831179486,205414,0.0,1.0
2019-02-26,76.02,76.21,74.81,75.17,68.8690977789388,368353,0.0,1.0
2019-02-25,77.21,77.21,76.23,76.28,69.8860553223021,297793,0.0,1.0
2019-02-22,75.69,76.63,75.3095,76.6,70.1792322717402,306534,0.0,1.0
2019-02-21,76.28,76.28,75.06,75.72,69.3729956607855,261917,0.0,1.0
2019-02-20,76.58,76.77,75.11,76.5,70.0876144750408,396320,0.0,1.0
2019-02-19,76.47,77.5,75.96,76.92,70.4724092211783,490460,0.0,1.0
2019-02-15,75.1,76.62,75.1,76.59,70.1700704920703,390679,0.0,1.0
2019-02-14,73.64,75.06,73.59,74.57,68.3193909987424,495779,0.0,1.0
2019-02-13,72.84,74.17,72.71,73.9,67.7055517608564,432391,0.0,1.0
2019-02-12,71.95,72.68,71.53,72.65,66.5603293021139,334461,0.0,1.0
2019-02-11,71.38,71.58,70.56,71.31,65.332650826342,333604,0.0,1.0
2019-02-08,70.25,71.43,70.11,71.38,65.3967832840315,478792,0.0,1.0
2019-02-07,69.81,70.88,69.54,70.77,64.8379147241652,397517,0.0,1.0
2019-02-06,69.62,70.17,68.5,70.16,64.2790461642988,402468,0.0,1.0
2019-02-05,69.08,69.89,68.88,69.6,63.7659865027822,362738,0.0,1.0
2019-02-04,67.65,69.13,67.4,69.03,63.2437650615956,482826,0.0,1.0
2019-02-01,67.36,68.27,66.74,67.61,61.9427923484642,452879,0.0,1.0
2019-01-31,67.5,68.24,66.85,67.14,61.512188703977,291178,0.0,1.0
2019-01-30,67.9,68.06,66.63,67.57,61.9061452297844,383355,0.0,1.0
2019-01-29,66.62,67.66,66.21,67.4,61.7503949753954,339139,0.0,1.0
2019-01-28,66.57,67.62,65.47,66.66,61.0724232798199,414382,0.0,1.0
2019-01-25,64.91,67.79,64.39,67.4,61.7503949753954,515584,0.0,1.0
2019-01-24,64.22,65.38,64.15,64.27,58.8827579387042,366027,0.0,1.0
2019-01-23,65.64,66.21,64.08,64.21,58.8277872606846,368264,0.0,1.0
2019-01-22,66.05,66.06,64.98,65.5,60.0096568381068,500219,0.0,1.0
2019-01-18,66.2,67.01,65.81,66.01,60.4769076012738,429512,0.0,1.0
2019-01-17,63.33,66.26,63.14,65.65,60.1470835331559,516369,0.0,1.0
2019-01-16,63.1,64.25,62.86,63.6,58.2689187008182,590166,0.0,1.0
2019-01-15,63.79,64.47,62.56,63.29,57.9849035310501,818899,0.0,1.0
2019-01-14,64.73,65.44,63.92,64.14,58.763654802995,828834,0.0,1.0
2019-01-11,64.02,66.34,63.37,65.03,59.5790531936197,3414312,0.0,1.0
2019-01-10,64.34,64.65,63.09,64.56,59.1484495491325,486996,0.31,1.0
2019-01-09,65.41,65.77,62.68,64.65,58.9478536049239,642007,0.0,1.0
2019-01-08,64.58,65.59,63.96,65.5,59.7228833893661,335865,0.0,1.0
2019-01-07,63.97,64.51,63.08,64.16,58.5010717291867,471001,0.0,1.0
2019-01-04,62.63,64.28,62.63,63.97,58.3278297773702,432480,0.0,1.0
2019-01-03,62.48,62.81,60.88,61.52,56.093920398684,276180,0.0,1.0
2019-01-02,62.56,64.18,62.01,63.35,57.7625139346006,270339,0.0,1.0
2018-12-31,62.95,63.7,61.93,63.7,58.0816438458415,250389,0.0,1.0
2018-12-28,62.17,63.73,61.65,62.64,57.1151361146548,229457,0.0,1.0
2018-12-27,60.93,62.22,59.93,62.17,56.6865902338456,286056,0.0,1.0
2018-12-26,58.81,62.21,58.19,62.07,56.5954102592054,490415,0.0,1.0
2018-12-24,59.97,60.26,58.33,58.38,53.23086919498,221937,0.0,1.0
2018-12-21,63.02,63.37,60.25,60.43,55.1000586751052,857750,0.0,1.0
2018-12-20,64.31,64.95,62.72,63.27,57.6895699548884,402471,0.0,1.0
2018-12-19,66.74,67.31,64.0093,64.31,58.6378416911471,345852,0.0,1.0
2018-12-18,68.02,68.43,66.0,66.52,60.6529191306966,338379,0.0,1.0
2018-12-17,68.23,69.83,67.18,67.73,61.7561968238437,397911,0.0,1.0
2018-12-14,68.96,69.46,67.92,68.41,62.3762206513974,185884,0.0,1.0
2018-12-13,71.82,71.86,69.45,69.67,63.5250883318646,359152,0.0,1.0
2018-12-12,70.19,72.91,70.1,71.75,65.4216318043819,342943,0.0,1.0
2018-12-11,70.77,71.22,68.56,69.15,63.0509524637353,334925,0.0,1.0
2018-12-10,69.46,70.13,68.08,69.73,63.5797963166488,480703,0.0,1.0
2018-12-07,70.39,73.5,67.85,69.4,63.278902400336,774048,0.0,1.0
2018-12-06,63.87,65.11,63.15,64.94,59.2122755313806,393059,0.0,1.0
2018-12-04,69.55,69.82,64.69,64.78,59.0663875719562,514661,0.0,1.0
2018-12-03,70.5,70.83,68.67,69.58,63.4430263546884,253003,0.0,1.0
2018-11-30,69.21,69.76,68.57,69.52,63.3883183699043,389746,0.0,1.0
2018-11-29,69.59,70.22,68.69,69.52,63.3883183699043,183478,0.0,1.0
2018-11-28,69.17,70.04,67.72,70.0,63.8259822481775,248939,0.0,1.0
2018-11-27,69.25,69.88,68.4,68.8,62.7318225524944,261783,0.0,1.0
2018-11-26,69.71,70.14,68.93,69.82,63.661858293825,182416,0.0,1.0
2018-11-23,67.8,69.63,67.52,69.03,62.941536494167,124941,0.0,1.0
2018-11-21,67.83,69.2,67.23,68.42,62.3853386488615,163795,0.0,1.0
2018-11-20,67.37,67.73,66.11,67.39,61.4461849100669,419036,0.0,1.0
2018-11-19,70.39,70.39,68.17,68.27,62.2485686869011,344121,0.0,1.0
2018-11-16,69.0,70.64,69.0,70.51,64.2910001188428,260846,0.0,1.0
2018-11-15,67.43,69.92,67.32,69.81,63.652740296361,327402,0.0,1.0
2018-11-14,70.75,71.33,67.84,67.92,61.9294387756602,348344,0.0,1.0
2018-11-13,69.74,70.5,69.25,70.11,63.9262802202818,216503,0.0,1.0
2018-11-12,71.55,71.55,69.38,69.49,63.3609643775122,242275,0.0,1.0
2018-11-09,71.35,71.86,70.56,71.7,65.3760418170618,288305,0.0,1.0
2018-11-08,71.66,72.22,70.64,71.46,65.1572098779252,186534,0.0,1.0
2018-11-07,70.41,72.09,69.74,71.86,65.5219297764862,205170,0.0,1.0
2018-11-06,69.06,70.88,69.04,70.19,63.999224199994,142275,0.0,1.0
2018-11-05,69.51,70.33,68.52,69.3,63.1877224256957,185709,0.0,1.0
2018-11-02,70.16,71.01,68.56,69.39,63.2697844028719,201993,0.0,1.0
2018-11-01,69.77,70.59,69.4,70.02,63.8442182431055,226221,0.0,1.0
2018-10-31,68.43,70.24,68.43,69.51,63.3792003724402,324277,0.0,1.0
2018-10-30,66.97,67.81,66.24,67.53,61.5738368745632,454684,0.0,1.0
2018-10-29,69.44,70.3,66.38,67.2,61.2729429582504,281488,0.0,1.0
2018-10-26,68.2,69.48,67.18,68.59,62.5403446057499,261700,0.0,1.0
2018-10-25,70.11,70.73,68.58,69.13,63.0327164688073,275199,0.0,1.0
2018-10-24,72.7,72.93,69.32,69.46,63.3336103851201,290541,0.0,1.0
2018-10-23,71.6,73.31,71.25,72.84,66.4154935279607,288107,0.0,1.0
2018-10-22,71.82,72.98,71.16,72.69,66.2787235660003,224129,0.0,1.0
2018-10-19,70.92,72.25,70.3,71.33,65.0386759108928,713713,0.0,1.0
2018-10-18,72.64,73.0,70.93,71.06,64.7924899793642,230296,0.0,1.0
2018-10-17,73.81,74.5,72.46,72.97,66.534027494993,302454,0.0,1.0
2018-10-16,72.72,74.56,71.5,74.34,67.7831931475645,346596,0.0,1.0
2018-10-15,70.74,73.02,70.38,72.18,65.813705695335,384929,0.0,1.0
2018-10-12,73.44,73.59,70.18,71.09,64.8198439717562,451416,0.31,1.0
2018-10-11,72.62,73.9,72.06,72.31,65.6459792380629,430615,0.0,1.0
2018-10-10,75.46,76.04,72.98,73.13,66.3904088186909,392475,0.0,1.0
2018-10-09,75.98,76.72,75.61,75.95,68.9505203032897,194942,0.0,1.0
2018-10-08,76.25,76.92,75.25,76.12,69.1048532651272,236922,0.0,1.0
2018-10-05,77.19,77.87,75.44,76.26,69.2319509984052,357108,0.0,1.0
2018-10-04,78.47,78.62,76.78,77.04,69.9400669409538,320682,0.0,1.0
2018-10-03,79.33,79.48,78.54,78.6,71.356298826051,159451,0.0,1.0
2018-10-02,78.67,79.74,78.53,78.96,71.6831215687657,288391,0.0,1.0
2018-10-01,80.89,81.59,78.41,78.9,71.6286511116466,323490,0.0,1.0
2018-09-28,80.47,81.64,78.82,80.6,73.1719807300217,470102,0.0,1.0
2018-09-27,79.92,80.53,78.97,79.54,72.2096693209173,220622,0.0,1.0
2018-09-26,81.5,81.58,79.56,79.69,72.3458454637151,453169,0.0,1.0
2018-09-25,80.41,81.48,80.13,81.12,73.6440580250542,630910,0.0,1.0
2018-09-24,79.34,79.55,78.4,78.85,71.5832590640473,309842,0.0,1.0
2018-09-21,77.39,79.49,77.39,79.43,72.1098068161989,947894,0.0,1.0
2018-09-20,76.76,77.63,75.71,77.53,70.3849090074266,590534,0.0,1.0
2018-09-19,78.14,78.36,76.33,76.46,69.4135191888023,316868,0.0,1.0
2018-09-18,78.28,78.46,76.72,77.76,70.5937124263833,556185,0.0,1.0
2018-09-17,79.08,79.25,77.91,78.0,70.8115942548598,357334,0.0,1.0
2018-09-14,78.74,80.07,78.32,79.53,72.2005909113974,481757,0.0,1.0
2018-09-13,79.09,79.54,77.94,78.51,71.2745931403723,502968,0.0,1.0
2018-09-12,80.02,80.02,77.82,78.38,71.1565738166142,771205,0.0,1.0
2018-09-11,80.64,80.74,78.51,80.29,72.8905500349063,1171476,0.0,1.0
2018-09-10,87.64,87.64,78.5,81.65,74.1252137296064,2324657,0.0,1.0
2018-09-07,90.25,91.01,89.2,89.86,81.5785879454064,197805,0.0,1.0
2018-09-06,91.0,91.5,90.23,90.62,82.2685470689153,234034,0.0,1.0
2018-09-05,90.79,91.9,89.81,91.05,82.658918678269,249365,0.0,1.0
2018-09-04,90.0,91.23,89.35,91.03,82.6407618592293,266782,0.0,1.0
2018-08-31,90.9,90.98,89.87,90.22,81.9054106881211,234270,0.0,1.0
2018-08-30,92.56,92.74,91.01,91.17,82.7678595925072,457465,0.0,1.0
2018-08-29,91.99,93.31,91.44,93.16,84.5744630869581,204734,0.0,1.0
2018-08-28,91.75,92.02,90.74,91.58,83.1400743828212,109253,0.0,1.0
2018-08-27,90.81,91.75,90.81,91.53,83.094682335222,125349,0.0,1.0
2018-08-24,89.19,90.79,89.19,90.47,82.1323709261175,159666,0.0,1.0
2018-08-23,90.83,90.83,88.62,89.32,81.0883538313343,141603,0.0,1.0
2018-08-22,90.4,91.08,89.75,90.84,82.4682720783521,169748,0.0,1.0
2018-08-21,88.69,91.29,88.69,90.92,82.5408993545109,161469,0.0,1.0
2018-08-20,89.14,89.79,88.51,88.61,80.4437867554247,131121,0.0,1.0
2018-08-17,87.71,89.13,87.29,88.99,80.7887663171791,107665,0.0,1.0
2018-08-16,86.95,88.72,85.6,87.75,79.6630435367172,120096,0.0,1.0
2018-08-15,87.11,87.63,85.81,86.71,78.7188889466524,103408,0.0,1.0
2018-08-14,86.23,87.63,86.0,87.3,79.2545151083238,133839,0.0,1.0
2018-08-13,85.86,86.72,85.59,86.01,78.0834002802627,110797,0.0,1.0
2018-08-10,86.38,86.79,85.95,86.11,78.1741843754612,66859,0.0,1.0
2018-08-09,86.99,87.71,86.67,86.7,78.7098105371326,160694,0.0,1.0
2018-08-08,85.7,87.11,85.37,86.87,78.8641434989701,180517,0.0,1.0
2018-08-07,86.39,86.39,85.14,85.68,77.7838127661075,94488,0.0,1.0
2018-08-06,85.13,86.48,85.13,85.84,77.9290673184252,105998,0.0,1.0
2018-08-03,83.22,85.3,83.22,85.26,77.4025195662736,121735,0.0,1.0
2018-08-02,83.22,84.96,83.22,84.72,76.9122854522015,84034,0.0,1.0
2018-08-01,84.64,84.99,83.46,83.73,76.013522909736,155315,0.0,1.0
2018-07-31,82.79,85.07,82.54,84.37,76.5945411190066,144572,0.0,1.0
2018-07-30,84.14,84.57,81.99,82.45,74.8514864911947,154691,0.0,1.0
2018-07-27,85.99,86.21,83.77,84.19,76.4311297476493,129218,0.0,1.0
2018-07-26,85.06,86.23,84.47,85.73,77.8292048137068,110266,0.0,1.0
2018-07-25,84.68,85.43,83.64,84.96,77.130167280678,124741,0.0,1.0
2018-07-24,86.31,86.98,84.28,84.66,76.8578149950824,257966,0.0,1.0
2018-07-23,86.2,86.5,85.44,85.82,77.9109104993854,112180,0.0,1.0
2018-07-20,86.56,86.92,85.75,86.3,78.3466741563384,131968,0.0,1.0
2018-07-19,85.84,86.51,85.2,86.44,78.4737718896164,111844,0.0,1.0
2018-07-18,86.0,86.28,84.96,86.14,78.2014196040208,215518,0.0,1.0
2018-07-17,84.72,86.29,84.65,86.06,78.1287923278619,199075,0.0,1.0
2018-07-16,85.34,85.88,84.53,84.93,77.1029320521185,119270,0.0,1.0
2018-07-13,85.1,86.22,85.1,85.34,77.4751468424325,118165,0.0,1.0
2018-07-12,84.49,85.32,82.74,85.28,77.4206763853133,148601,0.31,1.0
2018-07-11,84.09,84.81,83.97,84.25,76.2085755983485,149319,0.0,1.0
2018-07-10,84.84,85.39,83.9,84.63,76.5523056722639,186474,0.0,1.0
2018-07-09,84.01,84.99,83.71,84.86,76.7603528222653,206073,0.0,1.0
2018-07-06,81.98,83.67,81.98,83.5,75.5301609787786,139885,0.0,1.0
2018-07-05,82.12,82.45,81.64,82.18,74.3361512483357,152650,0.0,1.0
2018-07-03,81.85,82.69,81.69,81.95,74.1281040983342,119879,0.0,1.0
2018-07-02,80.3,81.64,80.18,81.57,73.7843740244188,339877,0.0,1.0
2018-06-29,82.06,82.92,80.89,80.93,73.2054602157192,210661,0.0,1.0
2018-06-28,82.11,82.5,81.27,82.02,74.1914227961608,203570,0.0,1.0
2018-06-27,82.29,83.32,82.2,82.23,74.3813788896403,342157,0.0,1.0
2018-06-26,81.71,82.48,81.07,82.13,74.290923607031,234867,0.0,1.0
2018-06-25,81.65,81.65,80.46,81.27,73.5130081765909,251943,0.0,1.0
2018-06-22,82.15,82.9,81.5,81.95,74.1281040983342,423772,0.0,1.0
2018-06-21,81.68,82.4,81.0,81.82,74.0105122309421,418141,0.0,1.0
2018-06-20,82.09,82.15,81.11,81.4,73.630600043983,274183,0.0,1.0
2018-06-19,80.95,82.15,80.5,81.72,73.9200569483328,289188,0.0,1.0
2018-06-18,79.71,81.64,79.42,81.51,73.7301008548533,372676,0.0,1.0
2018-06-15,80.82,80.82,79.18,80.25,72.5903642939759,750698,0.0,1.0
2018-06-14,81.37,82.44,80.2,81.06,73.3230520831113,539120,0.0,1.0
2018-06-13,87.0,87.0,79.61,80.69,72.9883675374569,1278239,0.0,1.0
2018-06-12,88.27,89.3,87.48,88.08,79.6730129222853,560112,0.0,1.0
2018-06-11,88.29,89.14,87.99,88.23,79.8086958461993,215336,0.0,1.0
2018-06-08,87.95,88.48,87.34,88.2,79.7815592614165,248728,0.0,1.0
2018-06-07,88.24,88.74,87.08,87.75,79.3745104896746,211017,0.0,1.0
2018-06-06,87.84,88.45,87.22,88.07,79.6639673940244,234477,0.0,1.0
2018-06-05,87.32,88.39,87.32,87.67,79.3021462635871,298330,0.0,1.0
2018-06-04,87.73,87.87,87.01,87.39,79.048871472281,287410,0.0,1.0
2018-06-01,89.02,89.49,87.43,87.57,79.2116909809778,227020,0.0,1.0
2018-05-31,87.65,88.48,87.2,88.45,80.0076974679398,310979,0.0,1.0
2018-05-30,85.43,87.96,84.92,87.65,79.2840552070653,316008,0.0,1.0
2018-05-29,83.97,85.87,83.97,84.75,76.6608520113951,357598,0.0,1.0
2018-05-25,85.18,85.18,83.92,84.39,76.3352129940016,350929,0.0,1.0
2018-05-24,85.0,86.17,84.48,85.49,77.330221102704,183618,0.0,1.0
2018-05-23,84.27,86.02,83.7,85.0,76.8869902179184,271640,0.0,1.0
2018-05-22,85.69,85.69,84.58,84.74,76.6518064831342,316230,0.0,1.0
2018-05-21,86.56,86.83,85.61,85.61,77.4387674418352,321355,0.0,1.0
2018-05-18,86.22,86.91,85.76,86.01,77.8005885722725,466998,0.0,1.0
2018-05-17,88.0,88.8,85.7,86.19,77.9634080809692,472489,0.0,1.0
2018-05-16,89.38,90.62,88.94,90.1,81.5002096309935,134391,0.0,1.0
2018-05-15,88.47,89.74,88.03,89.0,80.505201522291,205102,0.0,1.0
2018-05-14,89.72,90.0,88.67,88.82,80.3423820135942,137687,0.0,1.0
2018-05-11,89.6,90.84,89.17,89.72,81.1564795570781,209636,0.0,1.0
2018-05-10,89.25,89.99,88.11,89.64,81.0841153309906,188113,0.0,1.0
2018-05-09,88.0,89.25,87.79,89.15,80.640884446205,178878,0.0,1.0
2018-05-08,86.75,87.87,86.75,87.86,79.4740113005448,191301,0.0,1.0
2018-05-07,86.23,87.17,85.75,86.76,78.4790031918423,128081,0.0,1.0
2018-05-04,84.66,86.53,83.75,85.96,77.7553609309678,202924,0.0,1.0
2018-05-03,84.54,85.29,83.36,85.18,77.0498097266152,208835,0.0,1.0
2018-05-02,85.8,86.44,84.11,84.81,76.7151251809607,178877,0.0,1.0
2018-05-01,85.53,86.2,84.64,85.9,77.7010877614022,300535,0.0,1.0
2018-04-30,86.41,86.95,85.59,85.79,77.601586950532,247302,0.0,1.0
2018-04-27,86.38,86.75,85.62,86.17,77.9453170244474,208215,0.0,1.0
2018-04-26,86.5,86.7,85.59,86.26,78.0267267787958,145177,0.0,1.0
2018-04-25,85.9,86.4,84.4,86.3,78.0629088918395,234291,0.0,1.0
2018-04-24,85.85,86.62,84.71,85.95,77.7463154027069,513898,0.0,1.0
2018-04-23,85.34,86.42,85.19,85.77,77.5834958940101,161866,0.0,1.0
2018-04-20,85.52,86.08,85.09,85.28,77.1402650092245,178398,0.0,1.0
2018-04-19,85.51,86.1,85.36,85.82,77.6287235353148,132794,0.0,1.0
2018-04-18,84.4,86.18,84.32,85.97,77.7644064592287,469382,0.0,1.0
2018-04-17,83.97,84.45,83.49,84.12,76.0909837309564,149595,0.0,1.0
2018-04-16,82.88,84.14,82.65,83.25,75.3040227722554,187355,0.0,1.0
2018-04-13,82.18,82.56,81.45,82.36,74.4989707570324,334742,0.0,1.0
2018-04-12,81.43,82.65,81.35,81.96,74.1371496265952,171191,0.31,1.0
2018-04-11,80.86,82.19,80.68,81.24,73.2089708966159,196552,0.0,1.0
2018-04-10,82.58,82.58,81.1,81.45,73.3982112202039,275022,0.0,1.0
2018-04-09,82.39,83.01,81.35,81.4,73.353154000302,290317,0.0,1.0
2018-04-06,84.4,85.0,81.57,81.98,73.8758177511641,381992,0.0,1.0
2018-04-05,84.0,85.87,83.35,85.31,76.876628596631,534664,0.0,1.0
2018-04-04,81.35,83.86,79.39,83.31,75.0743398005548,382773,0.0,1.0
2018-04-03,80.83,83.19,80.82,82.69,74.5156302737712,490055,0.0,1.0
2018-04-02,79.49,83.12,79.0,80.1,72.1816662828525,529328,0.0,1.0
2018-03-29,76.77,79.53,76.1,78.8,71.0101785654029,697672,0.0,1.0
2018-03-28,73.83,74.19,73.04,73.27,66.0268500442522,251994,0.0,1.0
2018-03-27,75.27,76.14,73.54,73.83,66.5314909071535,173277,0.0,1.0
2018-03-26,74.97,75.52,73.69,75.18,67.748035844505,129924,0.0,1.0
2018-03-23,75.69,75.81,73.84,73.84,66.5405023511339,210246,0.0,1.0
2018-03-22,76.48,77.32,75.66,75.69,68.2076194875044,162864,0.0,1.0
2018-03-21,77.42,78.02,76.68,77.3,69.6584619683458,171415,0.0,1.0
2018-03-20,76.88,77.76,76.5,77.24,69.6043933044635,223304,0.0,1.0
2018-03-19,77.13,77.13,75.56,76.77,69.1808554373856,240099,0.0,1.0
2018-03-16,77.53,77.88,76.51,77.54,69.8747366238749,755124,0.0,1.0
2018-03-15,77.42,77.8,76.25,77.38,69.7305535201888,210387,0.0,1.0
2018-03-14,77.9,77.9,76.59,77.25,69.6134047484439,190313,0.0,1.0
2018-03-13,78.71,79.02,77.19,77.47,69.8116565160122,173662,0.0,1.0
2018-03-12,79.25,79.42,78.0,78.56,70.7939039098738,253046,0.0,1.0
2018-03-09,76.72,79.16,76.4,79.05,71.2354646649125,331098,0.0,1.0
2018-03-08,76.14,76.88,75.32,76.21,68.6762145744842,143174,0.0,1.0
2018-03-07,75.73,76.21,74.8,75.83,68.3337797032298,283632,0.0,1.0
2018-03-06,75.77,76.41,74.83,76.31,68.766329014288,225734,0.0,1.0
2018-03-05,73.77,75.88,73.75,75.49,68.0273906078968,311343,0.0,1.0
2018-03-02,71.62,74.55,71.62,74.38,67.0271203260745,204099,0.0,1.0
2018-03-01,72.25,72.74,71.07,72.28,65.1347170901945,225951,0.0,1.0
2018-02-28,74.68,74.83,72.3,72.39,65.2338429739787,248002,0.0,1.0
2018-02-27,74.04,74.77,73.71,74.28,66.9370058862707,181778,0.0,1.0
2018-02-26,73.19,74.13,72.79,74.08,66.7567770066631,139126,0.0,1.0
2018-02-23,73.66,74.5,72.6,72.96,65.7474952808604,163718,0.0,1.0
2018-02-22,72.73,73.735,72.66,73.2,65.9637699363895,184892,0.0,1.0
2018-02-21,72.08,73.52,72.08,72.53,65.360003189704,139566,0.0,1.0
2018-02-20,71.33,72.79,71.33,71.85,64.7472249990381,113462,0.0,1.0
2018-02-16,72.14,72.95,71.6,71.7,64.6120533393324,199024,0.0,1.0
2018-02-15,72.68,72.7,71.7,72.43,65.2698887499002,112076,0.0,1.0
2018-02-14,70.03,72.32,70.03,72.14,65.0085568744691,130505,0.0,1.0
2018-02-13,70.43,71.3,70.19,70.73,63.7379432732354,148732,0.0,1.0
2018-02-12,69.86,71.68,69.3,70.8,63.8010233810981,286038,0.0,1.0
2018-02-09,68.37,69.5,66.63,68.95,62.1339062447276,298747,0.0,1.0
2018-02-08,69.86,70.58,67.65,67.73,61.0345100791211,238259,0.0,1.0
2018-02-07,69.45,70.32,68.75,69.59,62.710638659472,450581,0.0,1.0
2018-02-06,70.23,71.24,68.43,69.87,62.9629590909226,354268,0.0,1.0
2018-02-05,73.86,74.76,71.61,71.66,64.5760075634108,462646,0.0,1.0
2018-02-02,77.42,77.88,74.64,74.7,67.3154865334467,248530,0.0,1.0
2018-02-01,76.32,78.3,75.81,77.26,69.6224161924243,314233,0.0,1.0
2018-01-31,77.2,77.73,76.64,76.65,69.072718109621,120502,0.0,1.0
2018-01-30,77.32,77.85,76.75,76.95,69.3430614290324,109843,0.0,1.0
2018-01-29,78.26,78.86,77.72,78.13,70.4064118187174,116544,0.0,1.0
2018-01-26,78.25,78.63,76.56,78.5,70.7398352459915,380337,0.0,1.0
2018-01-25,77.57,77.96,77.05,77.91,70.208160051149,146752,0.0,1.0
2018-01-24,78.13,78.54,77.07,77.19,69.5593360845616,125799,0.0,1.0
2018-01-23,77.37,78.3,77.19,78.06,70.3433317108547,144954,0.0,1.0
2018-01-22,77.36,77.69,76.9,77.46,69.8026450720319,209149,0.0,1.0
2018-01-19,76.73,77.92,76.73,77.52,69.8567137359142,229124,0.0,1.0
2018-01-18,77.94,78.19,76.75,76.88,69.2799813211698,246158,0.0,1.0
2018-01-17,78.14,78.26,77.49,78.18,70.4514690386193,104586,0.0,1.0
2018-01-16,78.99,79.69,77.59,77.69,70.0099082835806,130220,0.0,1.0
2018-01-12,78.8,78.8,77.62,78.25,70.514549146482,172576,0.0,1.0
2018-01-11,77.96,78.83,77.57,78.75,70.965121345501,187263,0.31,1.0
2018-01-10,77.81,78.71,77.58,77.99,70.0046776338936,199265,0.0,1.0
2018-01-09,78.93,79.72,78.29,78.44,70.408602559336,213844,0.0,1.0
2018-01-08,77.79,78.89,77.44,78.68,70.6240291862386,170733,0.0,1.0
2018-01-05,78.11,78.39,77.17,77.99,70.0046776338936,164018,0.0,1.0
2018-01-04,77.52,78.49,77.52,77.96,69.9777493055307,225269,0.0,1.0
2018-01-03,77.5,78.11,76.59,77.38,69.4571349571828,271146,0.0,1.0
2018-01-02,76.84,77.92,76.36,77.55,69.6097288179054,235167,0.0,1.0
2017-12-29,77.15,77.75,76.5,76.57,68.7300700913865,170508,0.0,1.0
2017-12-28,77.12,77.49,76.45,77.09,69.1968277830088,112415,0.0,1.0
2017-12-27,76.98,77.67,76.67,77.03,69.1429711262831,155704,0.0,1.0
2017-12-26,77.06,77.93,76.6,77.03,69.1429711262831,285087,0.0,1.0
2017-12-22,77.19,77.8,76.55,77.31,69.3943021910029,173900,0.0,1.0
2017-12-21,77.96,78.73,76.73,77.28,69.36737386264,365140,0.0,1.0
2017-12-20,78.36,78.61,76.96,77.7,69.7443704597196,338656,0.0,1.0
2017-12-19,78.24,78.98,77.97,78.14,70.1393192757077,322077,0.0,1.0
2017-12-18,78.02,79.75,77.44,78.23,70.2201042607962,578347,0.0,1.0
2017-12-15,76.17,78.82,76.17,77.63,69.6815376935397,1129020,0.0,1.0
2017-12-14,77.47,77.7,76.04,76.16,68.3620496037612,430026,0.0,1.0
