,MUSA_Open,MUSA_High,MUSA_Low,MUSA_Close,MUSA_Adj Close,MUSA_Volume,MUSA_Dividend Amount,MUSA_Split Coefficient
2019-04-03,85.08,85.43,83.63,84.28,82.460541553278,374175,0.0,1.0
2019-04-02,85.92,86.41,83.95,84.82,82.9888838935577,446410,0.0,1.0
2019-04-01,86.19,86.57,84.81,85.78,83.928159165166,256665,0.0,1.0
2019-03-29,85.53,85.89,84.94,85.62,83.7716132865646,328880,0.0,1.0
2019-03-28,84.29,85.17,84.09,84.95,83.1160774199213,296302,0.0,1.0
2019-03-27,82.78,84.4,82.76,83.99,82.176802148313,288370,0.0,1.0
2019-03-26,81.97,83.33,81.94,82.84,81.0516286458656,227413,0.0,1.0
2019-03-25,80.58,81.75,79.83,81.62,79.85796632153,313577,0.0,1.0
2019-03-22,81.83,82.34,80.41,80.43,78.6936563494322,219771,0.0,1.0
2019-03-21,80.01,82.34,80.01,82.18,80.4058768966349,229751,0.0,1.0
2019-03-20,81.68,81.94,79.93,80.17,78.439269296705,277080,0.0,1.0
2019-03-19,81.87,82.31,81.25,81.87,80.1025692568447,198257,0.0,1.0
2019-03-18,80.47,81.62,80.36,81.32,79.5644427991524,271536,0.0,1.0
2019-03-15,80.55,81.23,79.91,80.38,78.6447357623693,435406,0.0,1.0
2019-03-14,79.93,80.97,78.96,80.38,78.6447357623693,240965,0.0,1.0
2019-03-13,79.59,80.4,79.56,80.07,78.3414281225791,398575,0.0,1.0
2019-03-12,78.91,79.35,78.01,79.27,77.5586987295722,364488,0.0,1.0
2019-03-11,78.08,78.96,77.55,78.85,77.1477657982436,274764,0.0,1.0
2019-03-08,78.79,79.44,77.58,77.75,76.0715128828591,308059,0.0,1.0
2019-03-07,78.94,79.84,78.58,79.13,77.421721085796,267868,0.0,1.0
2019-03-06,78.79,79.86,78.39,79.17,77.4608575554464,271870,0.0,1.0
2019-03-05,78.08,79.17,77.63,78.56,76.8640263932786,213841,0.0,1.0
2019-03-04,78.4,78.96,77.0,77.67,75.9932399435584,322809,0.0,1.0
2019-03-01,78.51,79.29,77.8,78.38,76.687912279852,321672,0.0,1.0
2019-02-28,77.61,78.45,76.77,77.77,76.0910811176843,265443,0.0,1.0
2019-02-27,77.68,78.52,77.63,77.64,75.9638875913206,179919,0.0,1.0
2019-02-26,77.32,77.98,76.69,77.48,75.8073417127193,305620,0.0,1.0
2019-02-25,80.23,80.77,77.35,77.59,75.9149670042577,392795,0.0,1.0
2019-02-22,79.13,80.01,78.41,79.8,78.0772569524393,445432,0.0,1.0
2019-02-21,79.85,80.1463,78.58,78.87,77.1673340330688,316388,0.0,1.0
2019-02-20,77.87,80.03,77.39,79.51,77.7935175474743,452795,0.0,1.0
2019-02-19,76.48,77.93,75.8801,77.64,75.9638875913206,332222,0.0,1.0
2019-02-15,75.46,78.13,74.83,76.86,75.2007264331389,365885,0.0,1.0
2019-02-14,74.83,75.84,74.47,74.81,73.1949823635587,275047,0.0,1.0
2019-02-13,75.02,75.33,74.04,75.14,73.5178582381741,205843,0.0,1.0
2019-02-12,74.72,75.84,74.41,74.68,73.0677888371951,243909,0.0,1.0
2019-02-11,75.72,75.97,74.85,74.94,73.3221758899223,239033,0.0,1.0
2019-02-08,76.23,77.46,75.49,75.7,74.0657688132789,352403,0.0,1.0
2019-02-07,76.0,76.63,75.12,76.63,74.9756917326494,577255,0.0,1.0
2019-02-06,76.21,76.67,75.73,76.15,74.5060540968453,251577,0.0,1.0
2019-02-05,74.01,76.46,74.01,76.26,74.6136793883837,540420,0.0,1.0
2019-02-04,73.55,74.21,72.18,74.0,72.4024688531392,405464,0.0,1.0
2019-02-01,73.24,75.92,73.24,73.54,71.9523994521602,855462,0.0,1.0
2019-01-31,77.67,77.89,72.07,73.55,71.9621835695728,1502300,0.0,1.0
2019-01-30,81.14,81.55,79.92,80.57,78.8306339932085,385064,0.0,1.0
2019-01-29,82.14,82.22,80.4,80.72,78.9773957543973,377600,0.0,1.0
2019-01-28,82.13,83.0,81.8,82.14,80.3667404269845,218564,0.0,1.0
2019-01-25,82.0,83.14,81.61,82.77,80.9831398239775,467489,0.0,1.0
2019-01-24,82.0,82.0,80.44,81.56,79.7992616170545,285621,0.0,1.0
2019-01-23,81.6,82.67,81.19,81.91,80.141705726495,272842,0.0,1.0
2019-01-22,82.04,82.33,80.86,81.49,79.7307727951664,269293,0.0,1.0
2019-01-18,81.43,82.79,81.13,82.42,80.6406957145369,225864,0.0,1.0
2019-01-17,79.17,81.08,79.07,80.99,79.2415669245371,328778,0.0,1.0
2019-01-16,79.33,79.84,78.39,79.58,77.8620063693624,220120,0.0,1.0
2019-01-15,79.87,80.02,78.93,79.28,77.5684828469848,297857,0.0,1.0
2019-01-14,79.39,80.55,79.39,79.83,78.1066093046771,211457,0.0,1.0
2019-01-11,79.49,80.76,78.91,79.88,78.15552989174,259196,0.0,1.0
2019-01-10,78.97,80.17,78.34,79.43,77.7152446081736,339263,0.0,1.0
2019-01-09,79.36,80.27,78.81,79.33,77.6174034340477,314649,0.0,1.0
2019-01-08,78.17,78.85,77.37,78.73,77.0303563892926,390373,0.0,1.0
2019-01-07,76.88,78.52,76.02,77.47,75.7975575953067,379833,0.0,1.0
2019-01-04,76.78,78.54,76.07,76.63,74.9756917326494,614572,0.0,1.0
2019-01-03,76.12,77.29,74.91,76.06,74.417997040132,328490,0.0,1.0
2019-01-02,75.61,77.68,75.61,76.25,74.6038952709711,646722,0.0,1.0
2018-12-31,75.42,76.67,75.26,76.64,74.985475850062,325637,0.0,1.0
2018-12-28,74.23,75.66,73.74,75.07,73.4493694162859,336887,0.0,1.0
2018-12-27,73.03,73.96,71.66,73.93,72.3339800312511,344536,0.0,1.0
2018-12-26,71.02,74.32,69.98,74.04,72.4416053227896,254392,0.0,1.0
2018-12-24,71.88,72.27,70.32,70.4,68.8801865846081,154940,0.0,1.0
2018-12-21,73.83,74.84,72.0,72.15,70.5924071318107,592574,0.0,1.0
2018-12-20,73.43,74.72,72.73,74.04,72.4416053227896,386318,0.0,1.0
2018-12-19,74.21,75.87,72.92,73.44,71.8545582780344,285589,0.0,1.0
2018-12-18,75.83,76.28,74.09,74.19,72.5883670839783,355232,0.0,1.0
2018-12-17,75.28,76.33,74.68,75.07,73.4493694162859,420431,0.0,1.0
2018-12-14,75.67,76.71,75.46,75.65,74.016848226216,248088,0.0,1.0
2018-12-13,76.38,76.83,75.44,76.11,74.4669176271949,208608,0.0,1.0
2018-12-12,75.42,76.8,74.86,76.27,74.6234635057963,296063,0.0,1.0
2018-12-11,74.28,75.8,73.25,74.66,73.0482206023699,325208,0.0,1.0
2018-12-10,73.77,74.33,72.45,73.76,72.1676500352371,376020,0.0,1.0
2018-12-07,75.39,76.36,72.98,73.54,71.9523994521602,364802,0.0,1.0
2018-12-06,76.16,76.425,73.1,75.46,73.8309499953768,447696,0.0,1.0
2018-12-04,81.14,81.7,76.85,77.35,75.6801481863556,420710,0.0,1.0
2018-12-03,82.0,82.68,80.27,80.84,79.0948051633483,245605,0.0,1.0
2018-11-30,81.07,81.72,80.15,81.02,79.2709192767748,392438,0.0,1.0
2018-11-29,82.85,83.16,81.02,81.15,79.3981128031385,283312,0.0,1.0
2018-11-28,82.25,83.08,81.14,82.85,81.0614127632781,200745,0.0,1.0
2018-11-27,81.58,83.49,81.56,82.14,80.3667404269845,245163,0.0,1.0
2018-11-26,79.95,82.11,79.08,81.95,80.1808421961454,399224,0.0,1.0
2018-11-23,78.83,79.74,78.77,79.15,77.4412893206212,210652,0.0,1.0
2018-11-21,77.56,79.54,77.14,78.91,77.2064705027191,297116,0.0,1.0
2018-11-20,77.59,78.42,76.93,77.25,75.5823070122298,323728,0.0,1.0
2018-11-19,79.21,79.21,77.61,78.73,77.0303563892926,409490,0.0,1.0
2018-11-16,78.7,79.6,78.01,79.3,77.58805108181,420057,0.0,1.0
2018-11-15,78.71,80.09,77.87,79.4,77.6858922559359,254746,0.0,1.0
2018-11-14,80.39,81.91,78.51,79.32,77.6076193166352,262892,0.0,1.0
2018-11-13,79.58,80.93,79.0,79.62,77.9011428390127,389552,0.0,1.0
2018-11-12,79.71,80.11,78.69,79.29,77.5782669643974,321672,0.0,1.0
2018-11-09,81.5,82.14,79.45,79.83,78.1066093046771,283443,0.0,1.0
2018-11-08,81.58,82.44,81.25,81.7,79.9362392608307,242613,0.0,1.0
2018-11-07,81.39,82.26,79.79,81.64,79.8775345563552,480894,0.0,1.0
2018-11-06,82.02,82.32,80.73,81.39,79.6329316210405,330289,0.0,1.0
2018-11-05,81.19,82.21,80.24,82.16,80.3863086618097,388265,0.0,1.0
2018-11-02,81.69,83.18,80.77,81.45,79.6916363255161,500498,0.0,1.0
2018-11-01,79.2,82.78,76.04,81.09,79.3394080986629,851944,0.0,1.0
2018-10-31,82.42,82.54,80.05,80.63,78.889338697684,507641,0.0,1.0
2018-10-30,80.82,82.57,80.19,81.7,79.9362392608307,381514,0.0,1.0
2018-10-29,81.07,82.37,80.14,80.83,79.0850210459357,388304,0.0,1.0
2018-10-26,80.01,81.51,79.06,80.29,78.556678705656,298558,0.0,1.0
2018-10-25,79.2,81.52,78.79,80.98,79.2317828071245,293276,0.0,1.0
2018-10-24,80.74,82.67,78.92,79.05,77.3434481464953,544843,0.0,1.0
2018-10-23,79.3,81.7,78.95,80.94,79.1926463374741,404771,0.0,1.0
2018-10-22,80.28,81.63,79.82,80.09,78.3609963574043,252485,0.0,1.0
2018-10-19,79.89,80.5,79.31,79.98,78.2533710658659,270932,0.0,1.0
2018-10-18,80.53,81.59,79.42,79.6,77.8815746041876,296843,0.0,1.0
2018-10-17,80.93,81.12,79.32,80.66,78.9186910499217,355667,0.0,1.0
2018-10-16,79.44,80.99,78.43,80.88,79.1339416329986,359638,0.0,1.0
2018-10-15,78.06,79.69,77.32,79.22,77.5097781425093,409406,0.0,1.0
2018-10-12,79.87,80.33,78.24,78.91,77.2064705027191,326171,0.0,1.0
2018-10-11,78.67,79.69,78.35,78.61,76.9129469803415,425473,0.0,1.0
2018-10-10,80.26,80.45,78.85,78.99,77.2847434420198,324820,0.0,1.0
2018-10-09,80.21,81.16,79.63,80.2,78.4686216489428,336671,0.0,1.0
2018-10-08,80.36,81.64,80.01,80.56,78.8208498757959,343966,0.0,1.0
2018-10-05,81.3,81.69,79.81,80.45,78.7132245842574,417519,0.0,1.0
2018-10-04,82.96,83.19,81.06,81.5,79.740556912579,384457,0.0,1.0
2018-10-03,84.23,84.28,82.82,83.17,81.3745045204809,292743,0.0,1.0
2018-10-02,84.95,85.47,83.75,83.86,82.0496086219494,356356,0.0,1.0
2018-10-01,85.89,85.89,84.75,85.01,83.1747821243968,347939,0.0,1.0
2018-09-28,86.02,86.63,85.13,85.46,83.6150674079632,289865,0.0,1.0
2018-09-27,86.39,86.76,85.56,86.1,84.2412509223687,319563,0.0,1.0
2018-09-26,86.39,87.09,85.52,86.34,84.4760697402708,350943,0.0,1.0
2018-09-25,86.67,87.12,85.46,86.07,84.211898570131,480319,0.0,1.0
2018-09-24,85.91,87.01,85.43,86.56,84.6913203233477,328114,0.0,1.0
2018-09-21,85.83,87.07,85.6,85.91,84.0553526915296,732147,0.0,1.0
2018-09-20,84.33,86.13,84.26,85.88,84.0260003392918,277143,0.0,1.0
2018-09-19,82.75,84.53,81.98,84.27,82.4507574358654,343263,0.0,1.0
2018-09-18,81.87,83.01,81.28,82.8,81.0124921762152,446199,0.0,1.0
2018-09-17,82.59,82.9,81.5,82.04,80.2688992528587,368164,0.0,1.0
2018-09-14,82.17,83.34,82.02,82.7,80.9146510020894,300825,0.0,1.0
2018-09-13,82.95,83.4,81.79,82.12,80.3471721921593,321741,0.0,1.0
2018-09-12,83.76,84.6,82.65,82.96,81.1690380548166,265291,0.0,1.0
2018-09-11,82.77,85.12,82.04,84.08,82.2648592050263,406667,0.0,1.0
2018-09-10,82.96,83.65,82.09,82.77,80.9831398239775,322887,0.0,1.0
2018-09-07,83.48,84.48,82.35,82.59,80.8070257105509,262999,0.0,1.0
2018-09-06,84.22,84.69,83.23,83.58,81.7756533343969,308035,0.0,1.0
2018-09-05,84.23,85.16,83.21,84.22,82.4018368488025,267415,0.0,1.0
2018-09-04,83.06,85.72,82.9,84.48,82.6562239015297,413745,0.0,1.0
2018-08-31,82.37,83.28,82.3,82.98,81.1886062896418,321078,0.0,1.0
2018-08-30,83.23,83.95,82.12,82.76,80.9733557065649,637398,0.0,1.0
2018-08-29,84.18,84.29,82.81,83.28,81.4821298120194,586295,0.0,1.0
2018-08-28,85.19,85.46,83.77,84.21,82.3920527313899,606880,0.0,1.0
2018-08-27,86.41,86.61,84.68,84.85,83.0182362457954,304541,0.0,1.0
2018-08-24,87.1,87.5,85.8,86.0,84.1434097482429,860159,0.0,1.0
2018-08-23,87.92,88.34,86.84,87.1,85.2196626636274,426234,0.0,1.0
2018-08-22,87.48,88.23,86.88,88.09,86.1882902874734,308753,0.0,1.0
2018-08-21,86.58,87.77,86.52,87.49,85.6012432427182,283440,0.0,1.0
2018-08-20,87.5,87.77,86.39,86.4,84.5347744447463,265086,0.0,1.0
2018-08-17,86.47,87.82,86.47,87.22,85.3370720725784,292486,0.0,1.0
2018-08-16,86.46,87.22,86.36,86.63,84.7598091452358,184036,0.0,1.0
2018-08-15,84.94,86.18,84.26,86.07,84.211898570131,274885,0.0,1.0
2018-08-14,84.04,85.39,84.04,85.31,83.4683056467744,457818,0.0,1.0
2018-08-13,84.24,84.54,83.57,83.59,81.7854374518095,366000,0.0,1.0
2018-08-10,84.19,85.18,83.76,84.12,82.3039956746766,353141,0.0,1.0
2018-08-09,85.45,85.66,84.65,84.78,82.9497474239073,254504,0.0,1.0
2018-08-08,85.51,85.82,84.68,85.39,83.5465785860751,285876,0.0,1.0
2018-08-07,85.17,86.06,84.78,85.77,83.9183750477534,414626,0.0,1.0
2018-08-06,85.64,85.78,84.53,84.71,82.8812586020192,694035,0.0,1.0
2018-08-03,80.9,86.39,80.9,85.43,83.5857150557254,990412,0.0,1.0
2018-08-02,80.9,87.7,80.9,83.2,81.4038568727187,1434798,0.0,1.0
2018-08-01,79.24,79.78,77.92,79.42,77.705460490761,384618,0.0,1.0
2018-07-31,79.99,79.99,78.78,79.24,77.5293463773345,362035,0.0,1.0
2018-07-30,78.52,80.01,78.45,79.63,77.9109269564253,268707,0.0,1.0
2018-07-27,79.63,79.81,78.04,78.86,77.1575499156562,249161,0.0,1.0
2018-07-26,79.39,79.95,78.74,79.39,77.6761081385233,347966,0.0,1.0
2018-07-25,79.02,79.41,78.62,79.08,77.3728004987331,227465,0.0,1.0
2018-07-24,79.59,79.59,78.49,78.85,77.1477657982436,975531,0.0,1.0
2018-07-23,79.17,80.35,78.82,79.59,77.871790486775,419083,0.0,1.0
2018-07-20,78.93,79.67,78.74,79.21,77.4999940250967,223574,0.0,1.0
2018-07-19,78.27,79.3,78.24,78.86,77.1575499156562,365090,0.0,1.0
2018-07-18,79.91,79.91,77.63,78.19,76.5020140490129,417836,0.0,1.0
2018-07-17,79.65,80.71,79.19,79.81,78.0870410698519,316413,0.0,1.0
2018-07-16,79.7,80.51,79.12,79.7,77.9794157783134,368417,0.0,1.0
2018-07-13,79.03,80.15,78.06,79.54,77.8228698997121,399193,0.0,1.0
2018-07-12,78.63,79.36,77.71,78.9,77.1966863853065,362921,0.0,1.0
2018-07-11,72.36,78.6,72.36,78.28,76.5900711057262,350086,0.0,1.0
2018-07-10,78.39,78.39,76.83,77.59,75.9149670042577,440610,0.0,1.0
2018-07-09,77.31,78.2,76.63,78.16,76.4726616967751,428869,0.0,1.0
2018-07-06,75.47,77.16,75.47,76.88,75.2202946679641,326335,0.0,1.0
2018-07-05,75.38,75.6,73.98,75.51,73.8798705824398,552379,0.0,1.0
2018-07-03,74.46,75.72,74.24,74.94,73.3221758899223,208676,0.0,1.0
2018-07-02,73.9,74.55,73.7,74.41,72.8036176670552,347612,0.0,1.0
2018-06-29,75.46,75.83,74.0,74.29,72.6862082581042,477245,0.0,1.0
2018-06-28,74.82,75.88,73.67,75.27,73.6450517645377,681859,0.0,1.0
2018-06-27,78.09,78.09,74.89,75.01,73.3906647118104,442442,0.0,1.0
2018-06-26,79.0,79.0,77.55,77.65,75.9736717087332,529065,0.0,1.0
2018-06-25,79.91,80.0,78.53,79.0,77.2945275594324,607330,0.0,1.0
2018-06-22,81.27,81.27,79.66,80.56,78.8208498757959,3385414,0.0,1.0
2018-06-21,80.18,81.45,79.7,80.2,78.4686216489428,791326,0.0,1.0
2018-06-20,77.74,80.54,76.19,80.18,78.4490534141176,1039439,0.0,1.0
2018-06-19,73.14,77.81,72.99,77.34,75.6703640689431,850843,0.0,1.0
2018-06-18,70.78,73.38,70.42,73.33,71.7469329864959,529182,0.0,1.0
2018-06-15,70.88,71.69,70.65,70.77,69.2421989288738,523675,0.0,1.0
2018-06-14,72.72,72.82,70.72,71.05,69.5161542164262,474528,0.0,1.0
2018-06-13,72.93,73.5,72.31,72.59,71.0229082979645,540658,0.0,1.0
2018-06-12,72.0,72.97,71.0,72.8,71.2283747636288,807587,0.0,1.0
2018-06-11,72.12,73.09,71.52,72.44,70.8761465367757,454265,0.0,1.0
2018-06-08,70.44,71.98,70.12,71.92,70.3673724313212,444026,0.0,1.0
2018-06-07,71.2,72.46,69.9,70.42,68.8997548194333,442840,0.0,1.0
2018-06-06,71.83,72.12,71.22,71.32,69.780325386566,392802,0.0,1.0
2018-06-05,67.91,71.67,67.91,71.6,70.0542806741185,669916,0.0,1.0
2018-06-04,66.51,68.09,66.51,68.03,66.5613507578251,554410,0.0,1.0
2018-06-01,67.06,68.31,66.51,66.62,65.1817902026505,401006,0.0,1.0
2018-05-31,68.49,68.49,66.16,66.76,65.3187678464267,445745,0.0,1.0
2018-05-30,67.28,68.25,67.25,67.88,66.4145889966363,309262,0.0,1.0
2018-05-29,66.4,67.6,66.27,66.83,65.3872566683148,321344,0.0,1.0
2018-05-25,66.6,67.46,66.6,67.12,65.6709960732798,371851,0.0,1.0
2018-05-24,66.43,67.01,65.37,66.88,65.4361772553777,575267,0.0,1.0
2018-05-23,65.6,66.71,64.89,66.41,64.9763237369861,550552,0.0,1.0
2018-05-22,68.25,68.53,65.94,66.03,64.6045272753079,370583,0.0,1.0
2018-05-21,68.46,68.5,67.57,67.81,66.3461001747482,217669,0.0,1.0
2018-05-18,68.41,68.77,67.73,68.0,66.5319984055874,296162,0.0,1.0
2018-05-17,69.36,69.89,68.32,68.49,67.0114201588041,466417,0.0,1.0
2018-05-16,69.42,70.31,69.22,69.47,67.9702636652376,315697,0.0,1.0
2018-05-15,68.24,69.55,68.24,69.31,67.8137177866362,452379,0.0,1.0
2018-05-14,66.8,69.04,66.8,68.7,67.2168866244684,400926,0.0,1.0
2018-05-11,67.36,68.33,66.78,66.93,65.4850978424406,467500,0.0,1.0
2018-05-10,66.22,67.81,66.22,67.54,66.0819290046084,486596,0.0,1.0
2018-05-09,67.28,68.41,66.29,66.37,64.9371872673358,510174,0.0,1.0
2018-05-08,65.78,68.35,65.78,67.16,65.7101325429301,770933,0.0,1.0
2018-05-07,66.22,66.62,64.87,65.94,64.5164702185946,447500,0.0,1.0
2018-05-04,66.88,67.35,65.68,66.15,64.7219366842589,548472,0.0,1.0
2018-05-03,64.6,68.03,64.48,67.01,65.5633707817413,912550,0.0,1.0
2018-05-02,63.99,67.31,61.05,64.95,63.5478425947485,1206474,0.0,1.0
2018-05-01,62.36,64.23,61.57,63.9,62.520510266427,486257,0.0,1.0
2018-04-30,63.93,64.14,62.55,62.57,61.219222650553,414742,0.0,1.0
2018-04-27,63.33,64.16,62.93,63.95,62.5694308534899,321038,0.0,1.0
2018-04-26,64.56,65.17,62.87,63.16,61.7964855778956,299396,0.0,1.0
2018-04-25,63.12,64.47,62.64,64.19,62.804249671392,216031,0.0,1.0
2018-04-24,63.4,64.15,62.71,63.14,61.7769173430704,366832,0.0,1.0
2018-04-23,63.1,63.25,62.0,62.98,61.620371464469,421300,0.0,1.0
2018-04-20,64.4,64.94,63.31,63.44,62.070440865448,262250,0.0,1.0
2018-04-19,65.17,65.53,63.91,64.4,63.0097161370563,391006,0.0,1.0
2018-04-18,64.7,65.87,64.7,64.98,63.5771949469863,315209,0.0,1.0
2018-04-17,65.31,65.79,63.96,64.46,63.0684208415318,364573,0.0,1.0
2018-04-16,64.26,65.19,63.72,64.84,63.4402173032101,512956,0.0,1.0
2018-04-13,65.34,66.65,61.7,63.91,62.5302943838395,1846787,0.0,1.0
2018-04-12,68.3,68.65,67.91,68.24,66.7668172234894,561203,0.0,1.0
2018-04-11,67.88,68.62,67.55,68.14,66.6689760493636,496928,0.0,1.0
2018-04-10,68.72,69.43,67.45,69.02,67.5299783816712,548119,0.0,1.0
2018-04-09,70.14,70.83,67.91,68.02,66.5515666404125,512599,0.0,1.0
2018-04-06,70.35,71.2,69.14,69.86,68.3518442443284,389892,0.0,1.0
2018-04-05,71.43,71.47,70.0,70.89,69.3596083378248,458545,0.0,1.0
2018-04-04,69.89,71.57,69.8,70.97,69.4378812771255,423850,0.0,1.0
2018-04-03,70.8,72.18,70.25,70.55,69.0269483457969,281936,0.0,1.0
2018-04-02,72.51,73.18,69.71,70.44,68.9193230542585,327237,0.0,1.0
2018-03-29,72.2,73.13,72.2,72.8,71.2283747636288,265418,0.0,1.0
2018-03-28,72.6,73.17,71.92,72.0,70.4456453706219,213647,0.0,1.0
2018-03-27,73.29,73.91,72.27,72.88,71.3066477029295,258772,0.0,1.0
2018-03-26,71.48,73.63,70.99,73.33,71.7469329864959,265753,0.0,1.0
2018-03-23,70.53,71.4,70.16,70.63,69.1052212850976,282214,0.0,1.0
2018-03-22,71.33,71.78,70.26,70.35,68.8312659975452,244890,0.0,1.0
2018-03-21,72.17,72.95,71.76,71.85,70.2988836094331,288520,0.0,1.0
2018-03-20,76.16,76.58,72.29,72.46,70.8957147716009,360587,0.0,1.0
2018-03-19,75.44,76.49,75.44,76.25,74.6038952709711,222905,0.0,1.0
2018-03-16,74.07,76.11,74.07,75.69,74.0559846958663,368135,0.0,1.0
2018-03-15,74.89,75.34,73.72,74.06,72.4611735576147,149498,0.0,1.0
2018-03-14,75.21,75.21,73.77,74.49,72.8818906063559,179986,0.0,1.0
2018-03-13,75.5,75.94,74.54,74.78,73.1656300113209,180039,0.0,1.0
2018-03-12,76.57,77.04,75.14,75.26,73.6352676471251,348231,0.0,1.0
2018-03-09,75.51,76.7,75.01,76.61,74.9561234978243,196295,0.0,1.0
2018-03-08,76.3,76.37,74.91,75.23,73.6059152948873,204251,0.0,1.0
2018-03-07,76.49,76.74,75.41,75.93,74.2908035137684,235874,0.0,1.0
2018-03-06,75.68,78.53,75.68,77.13,75.4648976032787,415699,0.0,1.0
2018-03-05,74.17,75.44,74.04,75.25,73.6254835297125,367204,0.0,1.0
2018-03-02,74.12,75.04,72.74,74.45,72.8427541367056,482453,0.0,1.0
2018-03-01,75.16,76.22,74.79,74.97,73.3515282421601,290111,0.0,1.0
2018-02-28,75.08,75.74,74.54,75.11,73.4885058859363,300138,0.0,1.0
2018-02-27,75.08,76.2,74.62,74.65,73.0384364849573,247465,0.0,1.0
2018-02-26,75.37,75.93,74.56,75.29,73.6646199993629,176888,0.0,1.0
2018-02-23,75.38,75.73,74.8,75.14,73.5178582381741,183740,0.0,1.0
2018-02-22,74.89,75.3599,74.48,74.89,73.2732553028594,218858,0.0,1.0
2018-02-21,74.94,75.86,74.34,74.66,73.0482206023699,428956,0.0,1.0
2018-02-20,75.02,75.73,74.73,74.95,73.3319600073349,158404,0.0,1.0
2018-02-16,75.43,75.86,74.79,75.32,73.6939723516006,166755,0.0,1.0
2018-02-15,75.54,75.73,74.69,75.5,73.8700864650272,193180,0.0,1.0
2018-02-14,73.93,75.58,73.89,75.16,73.5374264729992,249783,0.0,1.0
2018-02-13,71.7,75.03,71.38,74.48,72.8721064889434,409497,0.0,1.0
2018-02-12,70.78,72.87,69.87,72.14,70.5826230143981,370831,0.0,1.0
2018-02-09,70.25,71.12,67.59,70.44,68.9193230542585,286815,0.0,1.0
2018-02-08,71.0,71.87,69.41,69.42,67.9213430781746,345848,0.0,1.0
2018-02-07,71.83,72.29,70.76,71.0,69.4672336293633,280878,0.0,1.0
2018-02-06,70.5,72.31,69.23,72.06,70.5043500750974,526026,0.0,1.0
2018-02-05,74.95,75.39,70.86,71.4,69.8585983258668,632851,0.0,1.0
2018-02-02,78.12,78.71,75.1,75.89,74.251667044118,968534,0.0,1.0
2018-02-01,83.93,83.93,75.46,79.0,77.2945275594324,2096567,0.0,1.0
2018-01-31,85.66,86.72,84.69,85.31,83.4683056467744,498947,0.0,1.0
2018-01-30,85.37,85.82,84.55,85.1,83.2628391811101,378282,0.0,1.0
2018-01-29,86.59,87.08,85.89,86.11,84.2510350397813,236070,0.0,1.0
2018-01-26,88.5,89.69,86.42,86.75,84.8772185541868,194981,0.0,1.0
2018-01-25,88.77,88.83,87.74,88.11,86.2078585222986,148185,0.0,1.0
2018-01-24,88.88,89.37,87.86,88.36,86.4524614576132,146281,0.0,1.0
2018-01-23,88.14,88.91,87.71,88.59,86.6774961581027,136352,0.0,1.0
2018-01-22,87.51,88.25,86.9,88.2,86.2959155790119,149438,0.0,1.0
2018-01-19,87.25,87.82,86.83,87.24,85.3566403074036,264950,0.0,1.0
2018-01-18,86.42,87.99,86.42,87.08,85.2000944288022,268222,0.0,1.0
2018-01-17,86.57,86.71,85.72,86.05,84.1923303353058,668511,0.0,1.0
2018-01-16,87.11,87.33,85.27,86.0,84.1434097482429,479754,0.0,1.0
2018-01-12,85.7,86.27,85.27,86.09,84.2314668049561,233517,0.0,1.0
2018-01-11,83.9,86.2,82.08,85.42,83.5759309383129,343395,0.0,1.0
2018-01-10,85.34,86.38,84.86,85.95,84.0944891611799,245953,0.0,1.0
2018-01-09,86.22,86.85,84.38,85.74,83.8890226955156,345445,0.0,1.0
2018-01-08,83.81,86.15,83.71,85.87,84.0162162218792,338660,0.0,1.0
2018-01-05,82.7,84.79,82.46,83.76,81.9517674478235,401460,0.0,1.0
2018-01-04,81.8,83.02,81.72,82.12,80.3471721921593,319300,0.0,1.0
2018-01-03,80.71,81.2,80.02,80.93,79.1828622200616,216066,0.0,1.0
2018-01-02,80.5,81.41,80.17,80.68,78.9382592847469,215884,0.0,1.0
2017-12-29,80.85,81.29,79.92,80.36,78.6251675275441,182950,0.0,1.0
2017-12-28,80.23,80.97,79.65,80.71,78.9676116369847,226455,0.0,1.0
2017-12-27,80.61,81.03,80.09,80.12,78.3903487096421,134820,0.0,1.0
2017-12-26,79.64,80.86,79.59,80.47,78.7327928190826,153897,0.0,1.0
2017-12-22,79.76,80.08,78.86,79.81,78.0870410698519,105492,0.0,1.0
2017-12-21,79.66,80.15,79.34,79.71,77.989199895726,167276,0.0,1.0
2017-12-20,79.48,80.15,78.95,79.85,78.1261775395022,203888,0.0,1.0
2017-12-19,78.83,79.43,78.62,79.05,77.3434481464953,180912,0.0,1.0
2017-12-18,76.76,79.33,76.76,78.96,77.255391089782,283877,0.0,1.0
2017-12-15,74.95,76.9,74.95,76.31,74.6625999754467,640815,0.0,1.0
2017-12-14,76.84,76.88,74.39,74.55,72.9405953108315,281602,0.0,1.0
2017-12-13,76.59,77.72,75.99,76.86,75.2007264331389,288489,0.0,1.0
2017-12-12,80.25,80.25,76.54,76.66,75.0050440848872,550402,0.0,1.0
2017-12-11,80.77,80.86,79.24,80.2,78.4686216489428,466069,0.0,1.0
2017-12-08,80.11,81.26,79.56,81.0,79.2513510419497,305301,0.0,1.0
2017-12-07,79.7,80.1,79.3,79.82,78.0968251872645,233183,0.0,1.0
