,MUSA_Open,MUSA_High,MUSA_Low,MUSA_Close,MUSA_Adj Close,MUSA_Volume,MUSA_Dividend Amount,MUSA_Split Coefficient
2024-06-11,444.43,451.36,444.0,449.09,448.695638598888,189386,0.0,1.0
2024-06-10,444.09,447.4,440.065,445.42,445.028861352327,142072,0.0,1.0
2024-06-07,443.31,448.925,441.93,445.59,445.19871206947,105990,0.0,1.0
2024-06-06,444.24,445.385,437.15,444.14,443.749985364426,216811,0.0,1.0
2024-06-05,433.85,445.94,432.5,443.83,443.440257586106,207030,0.0,1.0
2024-06-04,445.26,445.91,424.025,432.77,432.389969753147,379046,0.0,1.0
2024-06-03,438.37,451.6,437.485,447.5,447.107034832667,227227,0.0,1.0
2024-05-31,433.24,439.28,430.17,438.75,438.364718509123,207410,0.0,1.0
2024-05-30,433.78,435.5,430.24,431.29,430.911269392136,150180,0.0,1.0
2024-05-29,443.85,446.39,432.05,433.53,433.149302370963,170456,0.0,1.0
2024-05-28,444.75,446.88,441.98,445.92,445.528422285101,139668,0.0,1.0
2024-05-24,446.0,449.365,441.64,444.45,444.059713142746,146584,0.0,1.0
2024-05-23,439.63,444.36,436.73,444.36,443.969792174846,142744,0.0,1.0
2024-05-22,440.45,443.55,438.005,441.01,440.622733925261,137970,0.0,1.0
2024-05-21,445.31,445.31,435.595,441.01,440.622733925261,167209,0.0,1.0
2024-05-20,443.22,447.91,442.76,443.94,443.550160991316,153520,0.0,1.0
2024-05-17,441.2,445.7892,439.08,443.38,442.990652746609,240331,0.44,1.0
2024-05-16,439.27,442.79,437.55,439.39,438.568930896158,199148,0.0,1.0
2024-05-15,427.94,439.57,426.88,438.9,438.079846537981,275714,0.0,1.0
2024-05-14,436.2,437.055,422.66,427.24,426.44163507607,363971,0.0,1.0
2024-05-13,434.8,440.86,434.8,435.72,434.905788866551,341247,0.0,1.0
2024-05-10,422.15,435.92,420.9201,435.58,434.766050478501,316294,0.0,1.0
2024-05-09,409.12,418.38,408.15,418.29,417.508359554277,166057,0.0,1.0
2024-05-08,410.98,417.56,404.325,407.56,406.798410241558,219050,0.0,1.0
2024-05-07,403.37,414.45,403.37,412.67,411.898861405397,346627,0.0,1.0
2024-05-06,394.4,403.62,393.2239,402.56,401.807753525472,324863,0.0,1.0
2024-05-03,390.89,398.335,390.2,392.44,391.706664332115,454711,0.0,1.0
2024-05-02,385.0,404.05,382.04,396.36,395.619339197526,620111,0.0,1.0
2024-05-01,414.64,415.51,408.86,411.8,411.030487136798,462610,0.0,1.0
2024-04-30,422.53,422.53,412.93,413.82,413.046712450097,246753,0.0,1.0
2024-04-29,422.0,426.47,417.16,423.54,422.748549106167,225364,0.0,1.0
2024-04-26,418.87,426.01,418.87,421.34,420.552660151089,166767,0.0,1.0
2024-04-25,420.26,424.08,416.9,420.54,419.754155076516,176805,0.0,1.0
2024-04-24,416.85,421.61,415.685,421.11,420.323089942149,163580,0.0,1.0
2024-04-23,417.07,421.77,416.26,416.71,415.931312031994,241829,0.0,1.0
2024-04-22,418.23,421.965,415.99,418.07,417.288770658769,224798,0.0,1.0
2024-04-19,413.89,419.445,412.03,417.23,416.450340330467,171635,0.0,1.0
2024-04-18,423.03,423.4299,412.11,412.85,412.078525047176,210480,0.0,1.0
2024-04-17,420.17,425.56,418.8273,421.11,420.323089942149,342479,0.0,1.0
2024-04-16,415.74,421.89,415.115,417.61,416.829630240889,194687,0.0,1.0
2024-04-15,416.07,421.13,413.26,415.86,415.08290039026,190092,0.0,1.0
2024-04-12,409.25,413.28,408.0,412.24,411.469664927814,160771,0.0,1.0
2024-04-11,414.43,415.04,407.07,410.76,409.992430539852,140289,0.0,1.0
2024-04-10,410.06,417.38,405.01,412.93,412.158375554633,295325,0.0,1.0
2024-04-09,418.37,418.37,407.08,413.2,412.427871017302,207296,0.0,1.0
2024-04-08,419.06,423.005,417.51,418.63,417.847724210971,186985,0.0,1.0
2024-04-05,414.87,418.44,412.0,417.87,417.089144390126,237128,0.0,1.0
2024-04-04,422.47,422.47,409.08,413.22,412.447833644166,279646,0.0,1.0
2024-04-03,419.47,422.02,416.76,420.5,419.714229822787,167250,0.0,1.0
2024-04-02,429.71,430.83,415.19,419.29,418.506490897494,259858,0.0,1.0
2024-04-01,421.23,429.59,418.79,426.97,426.172139613401,238568,0.0,1.0
2024-03-28,420.68,423.0,415.96,419.2,418.416659076605,169998,0.0,1.0
2024-03-27,417.19,419.2699,414.22,417.06,416.28065800212,151310,0.0,1.0
2024-03-26,414.6,418.5359,412.53,414.32,413.545778121705,136661,0.0,1.0
2024-03-25,411.95,418.245,409.838,414.79,414.014899853017,116074,0.0,1.0
2024-03-22,412.33,413.76,408.23,412.46,411.689253823321,161200,0.0,1.0
2024-03-21,414.5,414.5,401.32,410.27,409.503346181676,287775,0.0,1.0
2024-03-20,412.53,414.63,411.04,414.09,413.316207912765,199574,0.0,1.0
2024-03-19,414.63,415.99,409.79,411.92,411.150262897984,208457,0.0,1.0
2024-03-18,421.3,422.85,412.71,413.25,412.477777584463,202296,0.0,1.0
2024-03-15,412.0,422.19,412.0,421.79,421.001819255537,310422,0.0,1.0
2024-03-14,416.24,418.57,411.52,413.23,412.457814957599,129824,0.0,1.0
2024-03-13,408.36,415.02,407.765,414.85,414.07478773361,149542,0.0,1.0
2024-03-12,406.29,410.65,404.95,407.81,407.047943077362,188245,0.0,1.0
2024-03-11,417.35,417.78,403.26,405.66,404.901960689445,222610,0.0,1.0
2024-03-08,418.1,424.0,415.335,416.42,415.641853942461,278104,0.0,1.0
2024-03-07,412.75,418.49,412.18,418.23,417.448471673684,121524,0.0,1.0
2024-03-06,408.39,411.72,405.977,411.26,410.491496211461,226537,0.0,1.0
2024-03-05,412.3,416.135,402.63,405.42,404.662409167073,252997,0.0,1.0
2024-03-04,418.47,426.0118,418.47,420.51,419.724211136219,198313,0.0,1.0
2024-03-01,416.69,421.86,412.7,418.89,418.107238360207,172635,0.0,1.0
2024-02-29,415.39,418.43,413.19,417.01,416.230751434959,212860,0.0,1.0
2024-02-28,412.69,416.61,411.77,415.39,414.613778658947,165784,0.0,1.0
2024-02-27,410.04,415.79,408.33,414.13,413.356133166494,137536,0.0,1.0
2024-02-26,413.0,416.85,411.41,411.81,411.04046845023,195315,0.0,1.0
2024-02-23,407.37,414.15,407.275,413.46,412.687385166538,165564,0.42,1.0
2024-02-22,397.16,407.87,397.16,407.39,406.216086409095,153454,0.0,1.0
2024-02-21,402.9,404.76,394.8,396.66,395.517005412581,233656,0.0,1.0
2024-02-20,398.89,403.045,397.42,402.46,401.300292437724,159791,0.0,1.0
2024-02-16,394.41,399.56,392.0,397.96,396.813259400975,157878,0.0,1.0
2024-02-15,391.37,395.75,389.525,392.66,391.528531602138,199392,0.0,1.0
2024-02-14,392.5,393.2,387.78,391.54,390.411758935214,203535,0.0,1.0
2024-02-13,396.16,401.55,391.67,391.78,390.651067363841,239126,0.0,1.0
2024-02-12,393.91,395.95,387.2,395.28,394.140981947978,207889,0.0,1.0
2024-02-09,401.39,404.935,386.62,393.71,392.57550597738,369206,0.0,1.0
2024-02-08,377.6,402.78,371.305,401.39,400.23337569343,753542,0.0,1.0
2024-02-07,362.37,369.55,361.7439,367.63,366.570656733291,260204,0.0,1.0
2024-02-06,361.95,363.21,358.51,359.89,358.852959910084,222517,0.0,1.0
2024-02-05,358.2,363.0,355.64,362.02,360.976822214145,224168,0.0,1.0
2024-02-02,353.81,359.91,353.81,358.01,356.978377219176,186218,0.0,1.0
2024-02-01,350.55,360.32,350.55,354.94,353.917223569661,260996,0.0,1.0
2024-01-31,355.0,356.89,351.925,352.52,351.504196914343,213031,0.0,1.0
2024-01-30,354.02,358.955,351.81,356.13,355.103794528267,232716,0.0,1.0
2024-01-29,357.93,357.93,350.65,354.02,352.999874593259,267477,0.0,1.0
2024-01-26,364.2,365.52,355.81,357.15,356.12085534993,183854,0.0,1.0
2024-01-25,358.91,362.91,357.565,362.83,361.78448816076,206329,0.0,1.0
2024-01-24,360.22,361.2788,357.0,358.01,356.978377219176,114215,0.0,1.0
2024-01-23,362.05,367.37,359.59,359.89,358.852959910084,141046,0.0,1.0
2024-01-22,366.93,366.93,362.7,362.84,361.794459345286,157341,0.0,1.0
2024-01-19,372.78,372.78,366.1,366.36,365.304316298475,137964,0.0,1.0
2024-01-18,378.2,378.2,370.05,372.53,371.456537151084,173350,0.0,1.0
2024-01-17,380.58,384.25,377.32,377.33,376.242705723615,117707,0.0,1.0
2024-01-16,379.15,384.09,379.15,380.65,379.553138986283,178457,0.0,1.0
2024-01-12,378.23,379.92,377.12,377.61,376.521898890346,128555,0.0,1.0
2024-01-11,374.41,379.12,370.38,377.78,376.69140902729,137378,0.0,1.0
2024-01-10,377.84,378.78,374.48,375.17,374.088929865976,149372,0.0,1.0
2024-01-09,381.51,381.57,377.145,377.23,376.142993878354,107272,0.0,1.0
2024-01-08,376.67,381.56,374.66,380.91,379.812389783962,186156,0.0,1.0
2024-01-05,376.6,377.8,373.1,376.26,375.175788979322,216846,0.0,1.0
2024-01-04,369.04,377.94,369.015,374.23,373.151638520522,287610,0.0,1.0
2024-01-03,357.8,364.5,356.96,362.31,361.265986565402,221094,0.0,1.0
2024-01-02,356.39,359.11,355.05,358.96,357.925639749156,160909,0.0,1.0
2023-12-29,356.0,357.995,354.675,356.56,355.53255546289,124100,0.0,1.0
2023-12-28,354.75,357.46,353.99,355.8,354.774745438906,128186,0.0,1.0
2023-12-27,354.44,356.43,352.44,355.69,354.665062409119,158888,0.0,1.0
2023-12-26,359.19,360.6,353.89,354.32,353.299010129042,115327,0.0,1.0
2023-12-22,361.73,361.73,356.73,360.56,359.521029273333,142847,0.0,1.0
2023-12-21,356.17,361.78,356.0,361.28,360.238954559213,176396,0.0,1.0
2023-12-20,361.44,362.205,354.77,354.97,353.947137123239,151949,0.0,1.0
2023-12-19,360.58,362.75,360.13,361.98,360.93693747604,128214,0.0,1.0
2023-12-18,358.57,361.65,356.49,360.86,359.820164809116,137082,0.0,1.0
2023-12-15,355.93,359.86,352.69,356.51,355.48269954026,373792,0.0,1.0
2023-12-14,361.9,362.0,351.56,358.0,356.96840603465,337977,0.0,1.0
2023-12-13,359.87,366.71,359.87,361.62,360.5779748331,195154,0.0,1.0
2023-12-12,355.48,362.15,353.99,360.02,358.982585308923,191027,0.0,1.0
2023-12-11,354.06,356.42,353.21,355.48,354.45566753407,281487,0.0,1.0
2023-12-08,359.37,359.37,353.816,354.06,353.039759331363,195424,0.0,1.0
2023-12-07,360.37,363.05,358.25,359.8,358.763219249349,158979,0.0,1.0
2023-12-06,364.92,368.25,356.83,359.99,358.952671755345,220365,0.0,1.0
2023-12-05,367.17,368.3,363.25,365.11,364.057918232712,227546,0.0,1.0
2023-12-04,369.57,375.49,364.77,367.52,366.460973703504,282256,0.0,1.0
2023-12-01,370.32,373.15,368.8,370.62,369.552040906597,177503,0.0,1.0
2023-11-30,363.49,370.11,362.54,369.55,368.485124162304,257314,0.0,1.0
2023-11-29,365.28,365.87,361.65,363.23,362.183335541804,313723,0.0,1.0
2023-11-28,368.7,368.93,362.085,364.9,363.848523357664,190199,0.0,1.0
2023-11-27,368.68,370.44,365.96,368.29,367.228754912014,123245,0.0,1.0
2023-11-24,370.84,372.15,369.06,369.06,367.996536120525,68506,0.0,1.0
2023-11-22,366.82,369.78,363.91,369.72,368.654634299248,117040,0.0,1.0
2023-11-21,363.89,369.59,363.47,368.27,367.208812542962,243204,0.0,1.0
2023-11-20,361.96,367.455,361.12,364.95,363.898379280294,140064,0.0,1.0
2023-11-17,365.19,366.305,361.215,362.03,360.986793398671,217403,0.0,1.0
2023-11-16,367.56,371.24,362.05,363.94,362.891289643157,240901,0.0,1.0
2023-11-15,374.2,376.055,366.74,367.51,366.451002518978,238328,0.0,1.0
2023-11-14,372.25,375.44,369.665,373.42,372.343972573907,222363,0.0,1.0
2023-11-13,363.4,372.63,363.4,371.33,370.259995007951,202651,0.0,1.0
2023-11-10,366.8,371.09,362.5,364.04,362.991001488419,254782,0.0,1.0
2023-11-09,365.01,366.77,363.41,366.03,364.975267209114,218738,0.0,1.0
2023-11-08,370.39,373.02,364.42,365.32,364.26731310776,235547,0.0,1.0
2023-11-07,374.91,374.93,366.5,370.47,369.402473138706,280964,0.0,1.0
2023-11-06,378.84,380.0,372.085,374.32,373.241379181257,266229,0.0,1.0
2023-11-03,371.09,379.735,367.79,378.84,377.748354587058,252939,0.41,1.0
2023-11-02,367.0,382.04,362.11,371.18,369.710307859259,378050,0.0,1.0
2023-11-01,363.88,368.095,362.79,365.36,363.913352226572,183516,0.0,1.0
2023-10-31,361.47,365.56,360.22,362.69,361.25392412704,198305,0.0,1.0
2023-10-30,364.96,366.05,360.735,361.06,359.630378133693,276207,0.0,1.0
2023-10-27,360.44,366.24,359.98,363.84,362.399370686763,269508,0.0,1.0
2023-10-26,356.53,363.8,354.25,360.51,359.082555865999,209048,0.0,1.0
2023-10-25,353.38,360.06,353.38,356.55,355.138235538604,192510,0.0,1.0
2023-10-24,358.96,360.2,350.58,353.33,351.930985171378,273208,0.0,1.0
2023-10-23,360.65,361.5736,356.06,357.11,355.696018211165,193132,0.0,1.0
2023-10-20,366.46,367.84,360.24,361.3,359.869427850505,182489,0.0,1.0
2023-10-19,368.83,372.63,364.1291,364.94,363.495015222151,302818,0.0,1.0
2023-10-18,369.09,370.73,365.01,370.27,368.803911016348,222163,0.0,1.0
2023-10-17,365.07,370.67,365.07,366.53,365.07871959603,301823,0.0,1.0
2023-10-16,362.95,368.38,362.95,364.53,363.086638622597,149478,0.0,1.0
2023-10-13,361.37,361.94,356.79,359.88,358.455050359368,183320,0.0,1.0
2023-10-12,362.96,365.125,360.32,360.42,358.992912222195,227886,0.0,1.0
2023-10-11,363.97,365.3,360.92,362.96,361.522855058453,180651,0.0,1.0
2023-10-10,365.96,369.305,364.78,365.1,363.654381700026,202317,0.0,1.0
2023-10-09,355.0,365.58,354.53,364.76,363.315727934542,209561,0.0,1.0
2023-10-06,350.1,359.09,350.1,356.25,354.839423392589,279150,0.0,1.0
2023-10-05,346.75,354.635,346.75,350.35,348.962784520964,244433,0.0,1.0
2023-10-04,343.91,350.01,343.51,347.83,346.45276249444,219558,0.0,1.0
2023-10-03,348.22,348.86,341.93,343.48,342.119986377225,207546,0.0,1.0
2023-10-02,341.32,348.33,339.9605,347.63,346.253554397096,191055,0.0,1.0
2023-09-29,345.05,345.35,340.83,341.73,340.376915525472,280958,0.0,1.0
2023-09-28,344.54,345.67,342.49,345.16,343.793334394908,152590,0.0,1.0
2023-09-27,340.52,347.85,340.52,345.42,344.052304921454,259166,0.0,1.0
2023-09-26,342.96,346.15,338.94,340.09,338.743409127258,268453,0.0,1.0
2023-09-25,343.64,346.59,342.39,344.73,343.36503698562,254873,0.0,1.0
2023-09-22,339.72,343.145,339.72,342.0,340.645846456885,134705,0.0,1.0
2023-09-21,340.69,343.5,338.795,339.64,338.295190908235,158344,0.0,1.0
2023-09-20,338.36,342.99,338.36,341.47,340.117944998926,161839,0.0,1.0
2023-09-19,340.63,342.7,337.29,337.66,336.323030744538,237661,0.0,1.0
2023-09-18,334.61,342.77,334.61,340.78,339.430677063092,218293,0.0,1.0
2023-09-15,335.21,335.935,331.46,333.85,332.528116490149,547997,0.0,1.0
2023-09-14,334.6,337.07,331.86,336.84,335.50627754543,215718,0.0,1.0
2023-09-13,323.8,334.655,323.8,334.16,332.836889041031,397767,0.0,1.0
2023-09-12,312.53,323.145,312.53,322.18,320.904324010173,262082,0.0,1.0
2023-09-11,313.06,316.35,309.18,310.99,309.758630963821,193283,0.0,1.0
2023-09-08,311.19,315.92,311.16,312.82,311.581385054511,221789,0.0,1.0
2023-09-07,316.64,317.44,310.825,311.26,310.027561895234,273389,0.0,1.0
2023-09-06,316.18,316.78,312.375,315.09,313.842396959357,136698,0.0,1.0
2023-09-05,315.75,317.88,310.925,315.61,314.360338012449,235498,0.0,1.0
2023-09-01,320.15,320.48,316.095,318.44,317.179132589855,242293,0.0,1.0
2023-08-31,318.62,322.06,317.21,317.64,316.382300200482,242830,0.0,1.0
2023-08-30,318.51,321.385,318.51,319.19,317.926162954892,186817,0.0,1.0
2023-08-29,317.41,318.755,310.0,317.55,316.292656556678,240942,0.0,1.0
2023-08-28,318.14,321.47,316.14,318.01,316.750835180567,209860,0.0,1.0
2023-08-25,315.52,320.66,314.5585,319.65,318.384341578782,312959,0.39,1.0
2023-08-24,310.06,316.59,310.06,315.58,313.94741443392,240830,0.0,1.0
2023-08-23,309.12,313.73,307.45,311.61,309.997952378966,200034,0.0,1.0
2023-08-22,312.61,312.61,309.24,309.89,308.286850430723,151259,0.0,1.0
2023-08-21,316.72,318.74,311.6,312.96,311.340968442993,166839,0.0,1.0
2023-08-18,314.47,320.41,314.47,316.96,315.320275299371,273647,0.0,1.0
2023-08-17,317.26,318.17,313.99,314.33,312.703881041302,123193,0.0,1.0
2023-08-16,316.24,318.83,314.67,317.54,315.897274793546,107031,0.0,1.0
2023-08-15,317.76,318.57,312.95,315.74,314.106586708176,127922,0.0,1.0
2023-08-14,316.19,319.8,314.6535,317.34,315.698309450727,184013,0.0,1.0
2023-08-11,313.27,316.475,311.67,315.58,313.94741443392,159718,0.0,1.0
2023-08-10,308.29,312.83,307.62,312.36,310.744072414536,190772,0.0,1.0
2023-08-09,304.66,308.49,303.57,307.96,306.366834872521,139848,0.0,1.0
2023-08-08,302.75,304.94,297.36,303.56,301.989597330505,198122,0.0,1.0
2023-08-07,300.75,303.51,298.985,302.76,301.19373595923,151720,0.0,1.0
2023-08-04,296.53,305.055,294.876,300.6,299.044910256786,193609,0.0,1.0
2023-08-03,294.92,298.98,282.4911,295.25,293.722587336381,484145,0.0,1.0
2023-08-02,303.27,303.27,296.03,299.2,297.652152857054,322241,0.0,1.0
2023-08-01,307.46,309.06,302.2,303.27,301.701097583418,246724,0.0,1.0
2023-07-31,303.05,307.61,300.63,307.03,305.441646028413,167210,0.0,1.0
2023-07-28,301.94,305.53,300.7,302.25,300.686374335042,190076,0.0,1.0
2023-07-27,307.52,307.52,298.3,302.79,301.223580760653,277983,0.0,1.0
2023-07-26,314.97,316.565,307.08,307.8,306.207662598266,303840,0.0,1.0
2023-07-25,319.35,320.35,313.54,315.45,313.818086961088,195289,0.0,1.0
2023-07-24,318.45,323.25,318.45,320.66,319.00113414152,142739,0.0,1.0
2023-07-21,318.99,319.735,316.21,318.25,316.603601760553,163144,0.0,1.0
2023-07-20,323.4,323.4,318.34,318.5,316.852308439076,143905,0.0,1.0
2023-07-19,321.54,322.4084,317.95,321.11,319.448806162863,197550,0.0,1.0
2023-07-18,314.81,320.94,314.81,320.18,318.523617318755,194394,0.0,1.0
2023-07-17,310.15,314.96,308.46,314.25,312.624294904175,206344,0.0,1.0
2023-07-14,306.06,310.7,303.69,310.08,308.475867506401,182905,0.0,1.0
2023-07-13,305.58,307.9,305.03,305.36,303.780285415875,185886,0.0,1.0
2023-07-12,311.77,312.62,305.66,305.88,304.297595307205,242518,0.0,1.0
2023-07-11,306.5,312.64,306.5,311.68,310.067590248952,244349,0.0,1.0
2023-07-10,304.17,308.1325,302.6,304.06,302.487010687553,199633,0.0,1.0
2023-07-07,307.94,310.085,303.54,304.94,303.362458195956,266730,0.0,1.0
2023-07-06,309.61,312.07,307.47,309.34,307.739695737971,284048,0.0,1.0
2023-07-05,311.59,312.79,306.997,309.68,308.077936820763,219655,0.0,1.0
2023-07-03,310.42,313.21,309.385,310.61,309.003125664871,89657,0.0,1.0
2023-06-30,304.54,314.3,304.54,311.11,309.500539021918,276658,0.0,1.0
2023-06-29,296.95,306.02,296.95,305.23,303.650957943043,311981,0.0,1.0
2023-06-28,290.1,297.91,288.16,297.14,295.602809826019,448613,0.0,1.0
2023-06-27,290.77,293.72,288.035,290.1,288.599229758794,234433,0.0,1.0
2023-06-26,293.78,296.05,287.57,290.63,289.126487917264,252640,0.0,1.0
2023-06-23,291.85,297.585,290.79,292.49,290.97686560548,2643485,0.0,1.0
2023-06-22,290.26,294.11,288.09,292.72,291.205675749722,254806,0.0,1.0
2023-06-21,289.62,292.125,287.94,289.56,288.062023333183,248802,0.0,1.0
2023-06-20,289.86,292.36,287.4175,288.6,287.106989687653,278748,0.0,1.0
2023-06-16,295.57,295.57,289.11,289.23,287.733730517532,306943,0.0,1.0
2023-06-15,292.88,295.3,291.56,292.44,290.927124269775,176086,0.0,1.0
2023-06-14,288.94,292.385,287.53,291.95,290.439659179869,222570,0.0,1.0
2023-06-13,287.76,292.77,287.21,289.13,287.634247846123,202073,0.0,1.0
2023-06-12,284.87,291.92,284.3601,289.47,287.972488928915,226518,0.0,1.0
2023-06-09,286.92,288.67,282.94,284.66,283.187372434121,218037,0.0,1.0
2023-06-08,280.77,287.85,280.77,286.78,285.296405068001,220036,0.0,1.0
2023-06-07,282.7,282.99,275.27,281.9,280.44165070322,353683,0.0,1.0
2023-06-06,284.76,289.07,283.89,284.97,283.49576871549,205874,0.0,1.0
2023-06-05,289.0,289.46,285.38,286.08,284.600026368135,201550,0.0,1.0
2023-06-02,281.28,289.7,280.97,289.25,287.753627051814,229033,0.0,1.0
