,AAN_Open,AAN_High,AAN_Low,AAN_Close,AAN_Adj Close,AAN_Volume,AAN_Dividend Amount,AAN_Split Coefficient
2024-04-17,7.11,7.17,7.01,7.09,6.88861244135816,216136,0.0,1.0
2024-04-16,7.03,7.06,6.9251,7.05,6.8497486194041,173238,0.0,1.0
2024-04-15,7.18,7.21,7.01,7.09,6.88861244135816,205612,0.0,1.0
2024-04-12,7.06,7.16,6.99,7.16,6.95662412977778,241990,0.0,1.0
2024-04-11,7.09,7.17,6.95,7.14,6.93719221880075,182504,0.0,1.0
2024-04-10,7.42,7.42,6.97,7.08,6.87889648586965,278235,0.0,1.0
2024-04-09,7.27,7.63,7.27,7.61,7.39384212676102,179165,0.0,1.0
2024-04-08,7.26,7.375,7.24,7.29,7.08293155112849,155480,0.0,1.0
2024-04-05,7.21,7.255,7.1,7.2,6.99548795173185,140939,0.0,1.0
2024-04-04,7.36,7.48,7.22,7.26,7.05378368466294,153480,0.0,1.0
2024-04-03,7.44,7.44,7.23,7.28,7.07321559563998,132319,0.0,1.0
2024-04-02,7.42,7.59,7.32,7.48,7.26753470541031,488139,0.0,1.0
2024-04-01,7.57,7.63,7.39,7.55,7.33554639382992,256117,0.0,1.0
2024-03-28,7.41,7.52,7.39,7.5,7.28696661638734,309313,0.0,1.0
2024-03-27,7.09,7.43,7.09,7.41,7.19952301699069,238361,0.0,1.0
2024-03-26,7.32,7.32,7.04,7.04,6.84003266391558,193340,0.0,1.0
2024-03-25,7.5,7.72,7.27,7.31,7.10236346210552,191078,0.0,1.0
2024-03-22,7.55,7.55,7.4,7.42,7.20923897247921,176091,0.0,1.0
2024-03-21,7.3,7.54,7.23,7.5,7.28696661638734,323021,0.0,1.0
2024-03-20,6.96,7.35,6.93,7.31,7.10236346210552,289676,0.0,1.0
2024-03-19,6.79,7.02,6.77,6.99,6.791452886473,422179,0.0,1.0
2024-03-18,6.96,7.0,6.785,6.81,6.6165656876797,286312,0.0,1.0
2024-03-15,6.92,7.04,6.84,6.95,6.75258906451893,510568,0.0,1.0
2024-03-14,7.0,7.01,6.86,6.95,6.75258906451893,309758,0.0,1.0
2024-03-13,6.85,7.26,6.85,7.03,6.83031670842707,376521,0.125,1.0
2024-03-12,7.05,7.09,6.9,6.98,6.66325794896169,349097,0.0,1.0
2024-03-11,7.25,7.35,7.025,7.06,6.73962766757444,207166,0.0,1.0
2024-03-08,7.14,7.31,7.11,7.25,6.9210057492797,245460,0.0,1.0
2024-03-07,7.23,7.35,7.18,7.18,6.85418224549355,239973,0.0,1.0
2024-03-06,7.25,7.357,7.0346,7.16,6.83508981584036,416520,0.0,1.0
2024-03-05,7.16,7.5701,7.13,7.24,6.9114595344531,323550,0.0,1.0
2024-03-04,7.41,7.41,7.08,7.2,6.87327467514673,496450,0.0,1.0
2024-03-01,7.75,7.79,7.29,7.32,6.98782925306585,412387,0.0,1.0
2024-02-29,8.25,8.28,7.7,7.75,7.39831649060933,595071,0.0,1.0
2024-02-28,8.39,8.41,7.77,8.07,7.7037953650603,698479,0.0,1.0
2024-02-27,8.84,9.16,8.0,8.52,8.13337503225697,962128,0.0,1.0
2024-02-26,10.51,10.62,10.42,10.46,9.98534070861595,319021,0.0,1.0
2024-02-23,10.25,10.55,10.16,10.54,10.0617104272287,236846,0.0,1.0
2024-02-22,10.35,10.41,10.08,10.19,9.72759290829794,179980,0.0,1.0
2024-02-21,10.46,10.55,10.27,10.37,9.89942477517661,144059,0.0,1.0
2024-02-20,10.31,10.61,10.3,10.52,10.0426179975755,155364,0.0,1.0
2024-02-16,10.68,10.735,10.45,10.51,10.0330717827489,150643,0.0,1.0
2024-02-15,10.6,10.88,10.6,10.83,10.3385506571999,164342,0.0,1.0
2024-02-14,10.29,10.61,10.26,10.54,10.0617104272287,175840,0.0,1.0
2024-02-13,10.33,10.37,10.1,10.15,9.68940804899158,304156,0.0,1.0
2024-02-12,10.48,10.9,10.48,10.8,10.3099120127201,205777,0.0,1.0
2024-02-09,10.46,10.49,10.33,10.41,9.93760963448299,295030,0.0,1.0
2024-02-08,10.1,10.46,10.1,10.45,9.97579449378935,334676,0.0,1.0
2024-02-07,10.39,10.39,10.1,10.15,9.68940804899158,165714,0.0,1.0
2024-02-06,10.21,10.62,10.2,10.32,9.85169370104365,186921,0.0,1.0
2024-02-05,9.93,10.32,9.9,10.23,9.76577776760432,223510,0.0,1.0
2024-02-02,10.11,10.18,9.96,10.11,9.6512231896852,229540,0.0,1.0
2024-02-01,10.4,10.47,10.17,10.35,9.88033234552343,187255,0.0,1.0
2024-01-31,10.77,10.89,10.26,10.29,9.82305505656387,335737,0.0,1.0
2024-01-30,10.73,10.81,10.62,10.78,10.2908195830669,165099,0.0,1.0
2024-01-29,10.81,10.86,10.57,10.79,10.3003657978935,182779,0.0,1.0
2024-01-26,10.8,10.925,10.73,10.73,10.243088508934,195457,0.0,1.0
2024-01-25,10.69,10.79,10.63,10.72,10.2335422941074,164282,0.0,1.0
2024-01-24,10.66,10.71,10.36,10.44,9.96624827896276,189393,0.0,1.0
2024-01-23,10.73,10.84,10.48,10.49,10.0139793530957,219488,0.0,1.0
2024-01-22,10.3,10.63,10.24,10.59,10.1094415013617,267846,0.0,1.0
2024-01-19,10.32,10.32,10.08,10.24,9.77532398243091,142645,0.0,1.0
2024-01-18,10.25,10.32,10.08,10.24,9.77532398243091,211784,0.0,1.0
2024-01-17,10.16,10.3,9.99,10.15,9.68940804899158,180824,0.0,1.0
2024-01-16,10.34,10.4,10.18,10.3,9.83260127139047,236158,0.0,1.0
2024-01-12,11.0,11.09,10.395,10.46,9.98534070861595,162493,0.0,1.0
2024-01-11,11.03,11.13,10.85,10.89,10.3958279461594,231084,0.0,1.0
2024-01-10,10.95,11.1,10.93,11.02,10.5199287389051,202854,0.0,1.0
2024-01-09,11.27,11.36,10.905,10.99,10.4912900944254,237223,0.0,1.0
2024-01-08,11.27,11.59,11.21,11.46,10.9399621912752,245741,0.0,1.0
2024-01-05,11.27,11.61,11.27,11.32,10.8063151837029,390593,0.0,1.0
2024-01-04,11.25,11.438,11.23,11.36,10.8445000430093,274001,0.0,1.0
2024-01-03,11.21,11.485,11.11,11.16,10.6535757464774,439922,0.0,1.0
2024-01-02,11.55,11.74,11.22,11.33,10.8158613985295,457418,0.0,1.0
2023-12-29,11.19,11.29,10.79,10.88,10.3862817313328,315281,0.0,1.0
2023-12-28,11.1,11.22,11.02,11.17,10.663121961304,229181,0.0,1.0
2023-12-27,11.25,11.38,11.1,11.18,10.6726681761306,228933,0.0,1.0
2023-12-26,11.19,11.32,11.09,11.19,10.6822143909572,208507,0.0,1.0
2023-12-22,11.23,11.475,11.11,11.11,10.6058446723445,311286,0.0,1.0
2023-12-21,11.22,11.43,11.07,11.17,10.663121961304,331102,0.0,1.0
2023-12-20,11.16,11.38,10.87,10.89,10.3958279461594,301843,0.0,1.0
2023-12-19,11.19,11.28,11.01,11.19,10.6822143909572,313666,0.0,1.0
2023-12-18,11.27,11.315,10.96,10.97,10.4721976647722,302411,0.0,1.0
2023-12-15,11.81,11.85,11.07,11.09,10.5867522426913,744910,0.0,1.0
2023-12-14,11.61,11.9,11.48,11.72,11.1881637767666,567350,0.0,1.0
2023-12-13,10.34,11.31,10.25,11.29,10.7776765392231,581007,0.125,1.0
2023-12-12,10.44,10.515,10.3,10.44,9.85711284007793,319286,0.0,1.0
2023-12-11,10.39,10.54,10.25,10.44,9.85711284007793,326160,0.0,1.0
2023-12-08,10.42,10.59,10.21,10.42,9.83822948214675,481445,0.0,1.0
2023-12-07,10.16,10.51,10.02,10.46,9.87599619800912,630994,0.0,1.0
2023-12-06,10.03,10.28,9.99,10.16,9.59274582904136,450334,0.0,1.0
2023-12-05,9.71,10.185,9.67,9.97,9.41335392869511,775282,0.0,1.0
2023-12-04,9.44,9.83,9.41,9.8,9.25284538628005,426957,0.0,1.0
2023-12-01,8.78,9.49,8.65,9.49,8.9601533383467,713217,0.0,1.0
2023-11-30,9.09,9.125,8.78,8.81,8.31811916868646,1425309,0.0,1.0
2023-11-29,9.11,9.33,9.03,9.06,8.55416114282625,278703,0.0,1.0
2023-11-28,8.97,9.07,8.885,8.99,8.48806939006711,280400,0.0,1.0
2023-11-27,8.83,9.075,8.7987,9.04,8.53527778489507,281510,0.0,1.0
2023-11-24,8.8,8.96,8.77,8.89,8.39365260041119,102436,0.0,1.0
2023-11-22,8.95,9.01,8.75,8.79,8.29923581075527,228544,0.0,1.0
2023-11-21,8.9,8.998,8.8,8.85,8.35588588454882,228279,0.0,1.0
2023-11-20,8.85,9.17,8.79,9.04,8.53527778489507,366569,0.0,1.0
2023-11-17,8.68,8.88,8.64,8.88,8.3842109214456,347529,0.0,1.0
2023-11-16,8.76,8.87,8.38,8.58,8.10096055247784,555100,0.0,1.0
2023-11-15,8.4,8.83,8.4,8.8,8.30867748972086,481659,0.0,1.0
2023-11-14,7.78,8.5,7.78,8.45,7.97821872592515,747030,0.0,1.0
2023-11-13,7.03,7.3,7.0,7.26,6.85465892901971,523499,0.0,1.0
2023-11-10,6.88,7.05,6.72,7.03,6.6375003128111,506430,0.0,1.0
2023-11-09,7.13,7.1505,6.81,6.87,6.48643344936163,522343,0.0,1.0
2023-11-08,7.33,7.39,6.99,7.03,6.6375003128111,558568,0.0,1.0
2023-11-07,7.51,7.56,7.25,7.31,6.90186732384767,540148,0.0,1.0
2023-11-06,7.49,7.59,7.3,7.53,7.10958426109069,309820,0.0,1.0
2023-11-03,7.44,7.63,7.4,7.47,7.05293418729714,239596,0.0,1.0
2023-11-02,7.2,7.43,7.1,7.28,6.8735422869509,332196,0.0,1.0
2023-11-01,7.35,7.3764,7.13,7.14,6.74135878143261,355616,0.0,1.0
2023-10-31,7.37,7.49,7.27,7.41,6.99628411350359,281130,0.0,1.0
2023-10-30,7.3,7.49,7.26,7.4,6.986842434538,359385,0.0,1.0
2023-10-27,7.33,7.45,7.19,7.22,6.81689221315734,424944,0.0,1.0
2023-10-26,7.25,7.39,7.16,7.31,6.90186732384767,431699,0.0,1.0
2023-10-25,7.03,7.29,7.01,7.28,6.8735422869509,800473,0.0,1.0
2023-10-24,7.28,7.8184,7.0,7.01,6.61861695487991,1824666,0.0,1.0
2023-10-23,9.25,9.35,8.83,8.89,8.39365260041119,540776,0.0,1.0
2023-10-20,9.37,9.37,9.2,9.28,8.76187808006927,404426,0.0,1.0
2023-10-19,9.72,9.725,9.2299,9.33,8.80908647489723,416742,0.0,1.0
2023-10-18,9.84,9.98,9.62,9.76,9.21507867041768,236850,0.0,1.0
2023-10-17,9.88,10.1,9.88,10.0,9.44167896559189,405864,0.0,1.0
2023-10-16,9.44,9.92,9.42,9.89,9.33782049697038,369767,0.0,1.0
2023-10-13,9.63,9.7,9.35,9.37,8.8468531907596,369711,0.0,1.0
2023-10-12,9.98,10.01,9.36,9.55,9.01680341214026,326106,0.0,1.0
2023-10-11,10.01,10.04,9.79,9.99,9.4322372866263,246158,0.0,1.0
2023-10-10,9.93,10.08,9.845,9.98,9.42279560766071,271042,0.0,1.0
2023-10-09,9.68,9.92,9.59,9.87,9.31893713903919,199009,0.0,1.0
2023-10-06,9.74,9.85,9.59,9.79,9.24340370731446,286498,0.0,1.0
2023-10-05,9.68,9.83,9.61,9.82,9.27172874421124,418641,0.0,1.0
2023-10-04,9.88,9.92,9.72,9.82,9.27172874421124,250619,0.0,1.0
2023-10-03,10.0,10.0,9.72,9.83,9.28117042317683,287477,0.0,1.0
2023-10-02,10.49,10.57,9.935,9.97,9.41335392869511,330221,0.0,1.0
2023-09-29,10.72,10.78,10.44,10.47,9.88543787697471,306940,0.0,1.0
2023-09-28,10.26,10.66,10.25,10.64,10.0459464193898,356067,0.0,1.0
2023-09-27,10.3,10.49,10.21,10.39,9.80990444524998,268691,0.0,1.0
2023-09-26,10.43,10.63,10.24,10.29,9.71548765559405,531156,0.0,1.0
2023-09-25,10.34,10.56,10.245,10.46,9.87599619800912,322135,0.0,1.0
2023-09-22,10.72,10.8425,10.42,10.45,9.86655451904353,414981,0.0,1.0
2023-09-21,9.94,10.67,9.92,10.66,10.064829777321,737756,0.0,1.0
2023-09-20,9.91,10.17,9.89,10.0,9.44167896559189,615491,0.0,1.0
2023-09-19,9.64,9.795,9.605,9.77,9.22452034938328,430781,0.0,1.0
2023-09-18,9.8,9.82,9.38,9.62,9.0828951648994,1058989,0.0,1.0
2023-09-15,9.92,10.37,9.69,9.75,9.20563699145209,9135767,0.0,1.0
2023-09-14,10.17,10.49,10.09,10.42,9.83822948214675,692089,0.0,1.0
2023-09-13,9.94,10.24,9.87,10.05,9.48888736041985,615052,0.125,1.0
2023-09-12,10.27,10.36,10.0,10.13,9.44692176521406,612651,0.0,1.0
2023-09-11,10.4,10.5013,10.195,10.26,9.56815570691967,570532,0.0,1.0
2023-09-08,10.31,10.6396,10.1,10.41,9.7080410242723,729330,0.0,1.0
2023-09-07,10.4,10.61,10.0,10.15,9.46557314086108,1089099,0.0,1.0
2023-09-06,10.69,10.87,10.44,10.55,9.83860065380142,880010,0.0,1.0
2023-09-05,11.19,11.24,10.05,10.67,9.95050890768352,1738782,0.0,1.0
2023-09-01,12.17,12.44,12.17,12.26,11.4332932716214,189755,0.0,1.0
2023-08-31,11.92,12.16,11.92,12.07,11.2561052029747,280698,0.0,1.0
2023-08-30,12.05,12.33,11.94,11.95,11.1441969490926,230639,0.0,1.0
2023-08-29,11.76,12.075,11.76,12.03,11.2188024516807,227532,0.0,1.0
2023-08-28,11.92,12.23,11.74,11.74,10.9483575047989,222280,0.0,1.0
2023-08-25,11.95,12.08,11.79,11.87,11.0695914465045,122830,0.0,1.0
2023-08-24,12.0,12.15,11.85,11.89,11.0882428221516,204054,0.0,1.0
2023-08-23,11.93,12.106,11.9001,12.08,11.2654308907982,126055,0.0,1.0
2023-08-22,12.55,12.62,11.97,11.99,11.1814997003866,219215,0.0,1.0
2023-08-21,12.52,12.71,12.28,12.5,11.6571097793856,334535,0.0,1.0
2023-08-18,12.25,12.53,12.25,12.46,11.6198070280915,172650,0.0,1.0
2023-08-17,12.68,12.75,12.38,12.42,11.5825042767975,155814,0.0,1.0
2023-08-16,12.62,12.91,12.61,12.61,11.7596923454442,209480,0.0,1.0
2023-08-15,12.4,12.65,12.3,12.61,11.7596923454442,161113,0.0,1.0
2023-08-14,12.88,12.88,12.47,12.55,11.7037382185031,205850,0.0,1.0
2023-08-11,13.26,13.32,12.95,13.01,12.1327198583845,151604,0.0,1.0
2023-08-10,13.66,13.93,13.1,13.21,12.3192336148547,261069,0.0,1.0
2023-08-09,13.72,13.72,13.27,13.59,12.673609752148,232814,0.0,1.0
2023-08-08,13.55,13.98,13.383,13.79,12.8601235086182,216737,0.0,1.0
2023-08-07,13.63,13.79,13.39,13.69,12.7668666303831,240261,0.0,1.0
2023-08-04,13.23,13.68,13.09,13.6,12.6829354399715,317765,0.0,1.0
2023-08-03,14.12,14.19,13.04,13.15,12.2632794879136,295354,0.0,1.0
2023-08-02,14.12,14.56,13.82,14.23,13.2704537728525,391775,0.0,1.0
2023-08-01,14.29,14.9,13.22,14.38,13.4103390902052,702309,0.0,1.0
2023-07-31,15.5,15.9325,15.5,15.82,14.7532381367904,431964,0.0,1.0
2023-07-28,15.47,15.65,15.325,15.43,14.3895363116735,202828,0.0,1.0
2023-07-27,15.73,15.805,15.27,15.38,14.342907872556,202071,0.0,1.0
2023-07-26,15.58,16.16,15.55,15.69,14.6320041950848,213631,0.0,1.0
2023-07-25,15.97,15.97,15.33,15.39,14.3522335603795,159840,0.0,1.0
2023-07-24,15.71,16.15,15.61,16.04,14.9584032689076,205100,0.0,1.0
2023-07-21,15.77,15.77,15.47,15.66,14.6040271316142,213171,0.0,1.0
2023-07-20,15.76,15.76,15.34,15.57,14.5200959412027,218598,0.0,1.0
2023-07-19,15.44,15.86,15.44,15.77,14.7066096976728,174878,0.0,1.0
2023-07-18,15.04,15.46,15.04,15.31,14.2776280577914,182869,0.0,1.0
2023-07-17,14.69,15.17,14.6425,15.09,14.0724629256743,226893,0.0,1.0
2023-07-14,14.85,15.075,14.55,14.79,13.792692290969,180961,0.0,1.0
2023-07-13,14.48,15.15,14.27,15.0,13.9885317352627,326465,0.0,1.0
2023-07-12,14.55,14.83,14.37,14.55,13.5688757832048,313147,0.0,1.0
2023-07-11,13.99,14.41,13.89,14.32,13.3543849632641,309421,0.0,1.0
2023-07-10,14.53,14.73,13.07,13.78,12.8507978207946,611135,0.0,1.0
2023-07-07,14.6,15.53,14.6,15.28,14.2496509943209,518771,0.0,1.0
2023-07-06,13.94,14.62,13.86,14.46,13.4849445927932,683776,0.0,1.0
2023-07-05,14.35,14.54,13.56,14.23,13.2704537728525,365270,0.0,1.0
2023-07-03,14.02,14.57,14.02,14.56,13.5782014710283,123752,0.0,1.0
2023-06-30,14.5,14.5,13.985,14.14,13.186522582441,211062,0.0,1.0
2023-06-29,14.12,14.44,14.03,14.33,13.3637106510876,192344,0.0,1.0
2023-06-28,13.83,14.1,13.69,14.06,13.1119170798529,178072,0.0,1.0
2023-06-27,12.88,13.88,12.7999,13.86,12.9254033233827,232265,0.0,1.0
2023-06-26,12.55,12.83,12.55,12.78,11.9182290384438,147211,0.0,1.0
2023-06-23,12.78,12.94,12.57,12.61,11.7596923454442,330803,0.0,1.0
2023-06-22,13.3,13.34,12.93,13.02,12.142045546208,144793,0.0,1.0
2023-06-21,13.34,13.53,13.19,13.3,12.4031648052662,154422,0.0,1.0
2023-06-20,13.21,13.5,13.05,13.37,12.4684446200308,300124,0.0,1.0
2023-06-16,13.74,13.74,13.09,13.32,12.4218161809133,2026082,0.0,1.0
2023-06-15,12.99,13.67,12.99,13.61,12.692261127795,256349,0.0,1.0
2023-06-14,14.15,14.23,13.13,13.16,12.2726051757371,359902,0.125,1.0
2023-06-13,14.24,14.67,14.17,14.26,13.1733044641333,242445,0.0,1.0
