,AAN_Open,AAN_High,AAN_Low,AAN_Close,AAN_Adj Close,AAN_Volume,AAN_Dividend Amount,AAN_Split Coefficient
2022-02-15,21.11,21.71,20.98,21.62,19.1416175990692,173144,0.0,1.0
2022-02-14,20.7,21.35,20.4,20.96,18.5572758962299,324607,0.0,1.0
2022-02-11,21.12,21.245,20.565,20.85,18.4598856124234,201793,0.0,1.0
2022-02-10,21.59,22.0219,20.83,20.97,18.5661295583941,175276,0.0,1.0
2022-02-09,21.87,22.13,21.14,22.06,19.5311787342954,357871,0.0,1.0
2022-02-08,21.2,21.92,21.08,21.87,19.362959153175,177531,0.0,1.0
2022-02-07,20.65,21.56,20.65,21.18,18.752056463843,210856,0.0,1.0
2022-02-04,21.17,21.29,20.25,20.77,18.3890563151095,356726,0.0,1.0
2022-02-03,20.91,21.61,20.91,21.31,18.867154071978,350470,0.0,1.0
2022-02-02,22.19,22.34,20.55,20.92,18.521861247573,610187,0.0,1.0
2022-02-01,21.1,22.25,20.76,22.19,19.6462763424304,318033,0.0,1.0
2022-01-31,20.48,21.21,20.1,21.17,18.7432028016788,508172,0.0,1.0
2022-01-28,20.88,20.94,20.09,20.76,18.3802026529453,422557,0.0,1.0
2022-01-27,21.42,21.58,20.4908,20.72,18.3447880042884,193272,0.0,1.0
2022-01-26,22.59,22.72,21.1975,21.42,18.9645443557846,181754,0.0,1.0
2022-01-25,22.22,22.49,21.6,22.24,19.6905446532516,259302,0.0,1.0
2022-01-24,20.8,22.67,20.671,22.53,19.9473008560143,303382,0.0,1.0
2022-01-21,21.33,22.24,21.0,21.32,18.8760077341423,259309,0.0,1.0
2022-01-20,21.74,22.53,21.39,21.47,19.0088126666057,148602,0.0,1.0
2022-01-19,22.01,22.45,21.54,21.65,19.1681785855619,182864,0.0,1.0
2022-01-18,22.76,23.005,21.96,22.01,19.4869104234743,201974,0.0,1.0
2022-01-14,22.56,23.095,22.56,22.96,20.3280083290763,192427,0.0,1.0
2022-01-13,23.15,23.42,22.82,22.9,20.2748863560909,183197,0.0,1.0
2022-01-12,23.06,23.3441,22.715,22.87,20.2483253695982,197621,0.0,1.0
2022-01-11,23.42,23.53,22.7906,23.08,20.4342522750471,143609,0.0,1.0
2022-01-10,23.48,23.72,22.87,23.48,20.7883987616163,230789,0.0,1.0
2022-01-07,24.12,24.5354,23.67,23.74,21.0185939778864,176426,0.0,1.0
2022-01-06,24.14,24.67,24.07,24.42,21.6206430050541,133133,0.0,1.0
2022-01-05,25.45,25.96,24.0906,24.29,21.5055453969191,239613,0.0,1.0
2022-01-04,25.21,25.55,25.0,25.36,22.4528872484919,144419,0.0,1.0
2022-01-03,24.81,25.72,24.7801,25.15,22.2669603430431,138219,0.0,1.0
2021-12-31,24.55,24.78,24.33,24.65,21.8242772348315,177793,0.0,1.0
2021-12-30,24.7,25.04,24.43,24.44,21.6383503293826,121924,0.0,1.0
2021-12-29,24.7,24.97,24.59,24.79,21.9482285051307,108634,0.0,1.0
2021-12-28,24.61,25.3,24.61,24.76,21.921667518638,113626,0.0,1.0
2021-12-27,24.54,24.98,24.12,24.82,21.9747894916234,126170,0.0,1.0
2021-12-23,24.83,24.85,24.49,24.49,21.6826186402038,119502,0.0,1.0
2021-12-22,24.2,24.55,23.91,24.53,21.7180332888607,116105,0.0,1.0
2021-12-21,23.84,24.5,23.84,24.22,21.4435697617695,165984,0.0,1.0
2021-12-20,23.65,23.68,22.95,23.45,20.7618377751236,228206,0.0,1.0
2021-12-17,23.55,24.18,23.13,24.05,21.2930575049776,855971,0.0,1.0
2021-12-16,23.94,24.22,23.44,23.55,20.850374396766,362872,0.0,1.0
2021-12-15,23.32,23.76,22.69,23.72,21.0008866535579,367003,0.1,1.0
2021-12-14,23.3,24.16,23.25,23.56,20.7716578319825,349462,0.0,1.0
2021-12-13,24.2,24.2934,23.46,23.62,20.8245567908076,249547,0.0,1.0
2021-12-10,24.4,24.62,23.98,24.35,21.4681607898461,213638,0.0,1.0
2021-12-09,24.49,24.91,24.31,24.38,21.4946102692587,162435,0.0,1.0
2021-12-08,23.98,24.65,23.73,24.6,21.688573118284,181569,0.0,1.0
2021-12-07,24.11,24.3,23.5,23.87,21.0449691192455,255245,0.0,1.0
2021-12-06,23.34,24.13,22.86,23.85,21.0273361329704,367689,0.0,1.0
2021-12-03,23.0,23.25,22.66,22.81,20.110420846669,267058,0.0,1.0
2021-12-02,22.12,22.96,22.12,22.85,20.1456868192191,219361,0.0,1.0
2021-12-01,22.82,23.2,21.85,21.89,19.2993034780177,308521,0.0,1.0
2021-11-30,23.5,23.555,22.14,22.2,19.5726147652807,414421,0.0,1.0
2021-11-29,24.36,24.73,23.94,24.1,21.2477484614083,348880,0.0,1.0
2021-11-26,24.02,24.44,23.55,24.06,21.2124824888582,192414,0.0,1.0
2021-11-24,24.75,25.38,24.14,24.92,21.9707008986844,191218,0.0,1.0
2021-11-23,25.19,26.12,25.09,25.16,22.1822967339848,162775,0.0,1.0
2021-11-22,25.5,26.36,25.04,25.43,22.4203420486976,298944,0.0,1.0
2021-11-19,25.4,25.49,24.75,25.26,22.2704616653599,168915,0.0,1.0
2021-11-18,24.98,25.68,24.82,25.65,22.6143048977229,209393,0.0,1.0
2021-11-17,25.39,25.39,24.835,25.08,22.1117647888846,142929,0.0,1.0
2021-11-16,25.47,25.7306,25.1754,25.23,22.2440121859474,147037,0.0,1.0
2021-11-15,26.4,26.4,25.62,25.75,22.7024698290981,117088,0.0,1.0
2021-11-12,26.6,26.76,26.115,26.27,23.1609274722488,77287,0.0,1.0
2021-11-11,26.16,26.64,26.16,26.54,23.3989727869617,131475,0.0,1.0
2021-11-10,26.3,27.0,25.96,26.13,23.0374965683236,183611,0.0,1.0
2021-11-09,26.35,27.1,26.0939,26.39,23.266725389899,233489,0.0,1.0
2021-11-08,26.68,27.42,26.4684,26.93,23.7428160193247,301067,0.0,1.0
2021-11-05,25.55,26.19,25.35,25.6,22.5702224320354,214841,0.0,1.0
2021-11-04,26.28,26.7,24.89,25.2,22.2175627065348,317463,0.0,1.0
2021-11-03,25.38,26.69,25.26,26.58,23.4342387595117,252129,0.0,1.0
2021-11-02,25.38,25.66,24.89,25.59,22.5614059388978,260396,0.0,1.0
2021-11-01,23.42,25.43,23.4,25.31,22.3145441310475,302565,0.0,1.0
2021-10-29,23.03,23.77,23.03,23.39,20.6217774486448,254653,0.0,1.0
2021-10-28,23.45,23.82,22.89,23.11,20.3749156407944,393635,0.0,1.0
2021-10-27,23.76,24.11,22.2644,23.2,20.454264079032,663034,0.0,1.0
2021-10-26,29.95,30.05,24.0,24.24,21.3711793653335,1351225,0.0,1.0
2021-10-25,30.52,31.69,29.84,31.04,27.3663946988429,312868,0.0,1.0
2021-10-22,29.64,30.44,29.23,30.3,26.7139742066669,232026,0.0,1.0
2021-10-21,29.33,29.94,29.21,29.48,25.9910217693907,140522,0.0,1.0
2021-10-20,28.47,29.349,28.47,29.21,25.7529764546778,133684,0.0,1.0
2021-10-19,28.33,28.84,28.26,28.51,25.1358219350519,134126,0.0,1.0
2021-10-18,27.48,28.57,27.41,28.28,24.9330425928891,147747,0.0,1.0
2021-10-15,28.25,28.25,27.45,27.48,24.227723141888,105695,0.0,1.0
2021-10-14,27.26,27.82,26.9,27.62,24.3511540458132,131881,0.0,1.0
2021-10-13,27.24,27.3412,26.46,26.84,23.6634675810871,125097,0.0,1.0
2021-10-12,27.75,27.97,27.23,27.28,24.0513932791377,128991,0.0,1.0
2021-10-11,27.99,28.21,27.62,27.62,24.3511540458132,69755,0.0,1.0
2021-10-08,28.27,28.2999,27.86,27.95,24.6420983193511,92200,0.0,1.0
2021-10-07,27.71,28.23,27.66,28.2,24.862510647789,147383,0.0,1.0
2021-10-06,27.54,27.88,27.08,27.54,24.280622100713,138433,0.0,1.0
2021-10-05,27.67,28.23,27.3776,27.92,24.6156488399386,182714,0.0,1.0
2021-10-04,27.99,28.31,27.47,27.6,24.3335210595381,146802,0.0,1.0
2021-10-01,27.6,28.56,27.58,28.1,24.7743457164138,160484,0.0,1.0
2021-09-30,28.53,28.53,27.43,27.54,24.280622100713,141103,0.0,1.0
2021-09-29,28.32,29.0,27.92,28.49,25.1181889487769,158163,0.0,1.0
2021-09-28,28.85,29.135,28.1,28.11,24.7831622095513,141528,0.0,1.0
2021-09-27,27.76,29.315,27.525,28.85,25.4355827017274,168621,0.0,1.0
2021-09-24,27.44,27.87,27.33,27.52,24.262989114438,133151,0.0,1.0
2021-09-23,27.72,28.715,27.65,27.8,24.5098509222884,175629,0.0,1.0
2021-09-22,26.94,27.675,26.78,27.5,24.245356128163,166007,0.0,1.0
2021-09-21,26.77,26.945,26.201,26.68,23.5224036908869,222055,0.0,1.0
2021-09-20,26.33,26.69,25.93,26.64,23.4871377183368,244342,0.0,1.0
2021-09-17,26.49,27.21,26.18,26.93,23.7428160193247,990199,0.0,1.0
2021-09-16,26.24,26.61,26.0,26.4,23.2755418830365,188645,0.0,1.0
2021-09-15,25.7,26.29,25.56,26.16,23.0639460477361,227167,0.1,1.0
2021-09-14,26.66,26.97,25.69,25.86,22.712629276255,219196,0.0,1.0
2021-09-13,26.31,26.68,25.935,26.57,23.336216545634,196577,0.0,1.0
2021-09-10,27.07,27.16,26.14,26.23,23.037597289875,180484,0.0,1.0
2021-09-09,26.14,27.09,26.14,26.69,23.4416115770783,165411,0.0,1.0
2021-09-08,26.34,26.62,26.05,26.34,23.1342094020324,186861,0.0,1.0
2021-09-07,26.6,26.97,26.35,26.42,23.2044727563286,187502,0.0,1.0
2021-09-03,26.76,26.87,26.31,26.85,23.5821382856708,184340,0.0,1.0
2021-09-02,27.24,27.24,26.31,26.55,23.31865070706,181998,0.0,1.0
2021-09-01,26.71,27.48,26.6,26.9,23.6260528821059,270128,0.0,1.0
2021-08-31,27.82,28.01,26.37,26.52,23.2923019491989,309325,0.0,1.0
2021-08-30,27.54,28.16,27.5,27.89,24.4955618915217,251431,0.0,1.0
2021-08-27,26.95,27.81,26.88,27.59,24.2320743129109,342062,0.0,1.0
2021-08-26,27.48,27.89,26.87,26.96,23.6787503978281,218894,0.0,1.0
2021-08-25,28.04,28.53,27.46,27.54,24.1881597164757,158874,0.0,1.0
2021-08-24,26.97,28.11,26.6601,27.98,24.574608165105,252942,0.0,1.0
2021-08-23,28.33,28.53,26.74,26.91,23.634835801393,255073,0.0,1.0
2021-08-20,28.21,29.0,27.945,28.11,24.6887861158364,402795,0.0,1.0
2021-08-19,27.85,28.73,27.7,28.3,24.8556615822899,349119,0.0,1.0
2021-08-18,27.57,29.02,27.57,28.23,24.7941811472807,247279,0.0,1.0
2021-08-17,27.61,28.22,27.31,27.8,24.4165156179385,381146,0.0,1.0
2021-08-16,28.86,29.2,27.77,27.8,24.4165156179385,212382,0.0,1.0
2021-08-13,29.34,30.25,29.19,29.24,25.6812559952705,321400,0.0,1.0
2021-08-12,28.84,29.67,28.28,29.46,25.8744802195852,292505,0.0,1.0
2021-08-11,27.86,28.71,27.79,28.67,25.1806295959099,276036,0.0,1.0
2021-08-10,26.88,28.1,26.84,27.86,24.4692131336606,218392,0.0,1.0
2021-08-09,27.46,27.61,26.9,26.98,23.6963162364022,240859,0.0,1.0
2021-08-06,28.18,28.48,27.6,27.65,24.2847718286331,135711,0.0,1.0
2021-08-05,28.07,28.45,27.73,27.96,24.5570423265309,226556,0.0,1.0
2021-08-04,28.64,29.34,27.47,27.61,24.2496401514849,168536,0.0,1.0
2021-08-03,28.95,29.55,28.62,29.2,25.6461243181224,278880,0.0,1.0
2021-08-02,29.04,29.79,28.75,28.79,25.2860246273543,253866,0.0,1.0
2021-07-30,28.5,29.22,28.5,28.87,25.3562879816505,234001,0.0,1.0
2021-07-29,28.99,29.595,28.48,28.52,25.0488858066045,583572,0.0,1.0
2021-07-28,30.56,30.56,28.54,28.64,25.1542808380489,408033,0.0,1.0
2021-07-27,30.6,30.75,28.335,30.13,26.4629358118161,653106,0.0,1.0
2021-07-26,27.65,28.22,27.0,27.72,24.3462522636423,503523,0.0,1.0
2021-07-23,27.86,28.0,26.7,27.29,23.9685867343,361086,0.0,1.0
2021-07-22,28.51,28.7,27.58,27.8,24.4165156179385,188071,0.0,1.0
2021-07-21,28.8,29.65,28.545,28.98,25.4529000938078,224627,0.0,1.0
2021-07-20,27.48,29.09,27.07,28.54,25.0664516451786,358440,0.0,1.0
2021-07-19,27.29,28.15,27.05,27.37,24.0388500885963,280721,0.0,1.0
2021-07-16,28.31,29.19,28.01,28.17,24.7414836315585,255868,0.0,1.0
2021-07-15,28.59,28.99,27.9,27.98,24.574608165105,374996,0.0,1.0
2021-07-14,29.37,29.8994,28.63,28.73,25.2333271116321,249077,0.0,1.0
2021-07-13,30.56,30.73,29.215,29.4,25.821782703863,289736,0.0,1.0
2021-07-12,30.71,31.28,30.3,30.95,27.1831351933524,316788,0.0,1.0
2021-07-09,30.2,30.93,29.89,30.8,27.0513914040469,315524,0.0,1.0
2021-07-08,30.01,30.9,28.97,29.83,26.1994482332052,544223,0.0,1.0
2021-07-07,30.74,31.47,30.425,30.73,26.9899109690378,591913,0.0,1.0
2021-07-06,32.33,32.46,30.89,31.13,27.3412277405189,275199,0.0,1.0
2021-07-02,32.31,33.0,31.83,32.34,28.4039609742493,173225,0.0,1.0
2021-07-01,32.26,32.87,31.95,32.17,28.2546513463698,325020,0.0,1.0
2021-06-30,32.56,32.99,31.88,31.99,28.0965587992033,301110,0.0,1.0
2021-06-29,34.12,34.2872,32.66,32.8,28.8079752614526,250743,0.0,1.0
2021-06-28,32.79,34.37,32.6,33.99,29.853142656609,427668,0.0,1.0
2021-06-25,33.36,34.74,32.52,32.98,28.9660678086191,1823702,0.0,1.0
2021-06-24,33.44,33.68,32.85,33.16,29.1241603557856,289313,0.0,1.0
2021-06-23,32.97,33.57,32.48,33.31,29.255904145091,312396,0.0,1.0
2021-06-22,34.75,34.75,33.19,33.43,29.3612991765354,273893,0.0,1.0
2021-06-21,35.09,35.44,34.58,34.98,30.7226516660247,232957,0.0,1.0
2021-06-18,34.72,35.46,33.96,34.66,30.4415982488398,539676,0.0,1.0
2021-06-17,36.21,36.21,34.665,34.82,30.5821249574323,408714,0.0,1.0
2021-06-16,35.84,36.36,35.63,36.29,31.8732140926254,119979,0.1,1.0
2021-06-15,36.22,36.28,35.65,36.13,31.645485714937,187559,0.0,1.0
2021-06-14,36.5,36.9,36.1825,36.37,31.855696525111,207705,0.0,1.0
2021-06-11,36.01,36.59,35.9999,36.55,32.0133546327414,161602,0.0,1.0
2021-06-10,37.15,37.19,35.8,35.95,31.4878276073065,232324,0.0,1.0
2021-06-09,36.76,37.49,36.2,37.15,32.5388816581763,248424,0.0,1.0
2021-06-08,36.28,37.24,35.98,36.76,32.1972890916436,173026,0.0,1.0
2021-06-07,36.59,36.6,35.99,36.37,31.855696525111,166770,0.0,1.0
2021-06-04,35.91,36.235,35.54,36.18,31.6892796337232,132662,0.0,1.0
2021-06-03,35.87,36.09,35.36,35.99,31.5228627423355,411026,0.0,1.0
2021-06-02,36.22,36.35,35.85,36.09,31.610450579908,289087,0.0,1.0
2021-06-01,36.05,36.5,35.82,36.08,31.6016917961508,277883,0.0,1.0
2021-05-28,36.45,36.53,35.39,35.97,31.505345174821,131128,0.0,1.0
2021-05-27,36.5,36.81,36.05,36.13,31.645485714937,194388,0.0,1.0
2021-05-26,34.54,36.07,34.54,36.07,31.5929330123935,242450,0.0,1.0
2021-05-25,34.9,35.29,34.135,34.21,29.9637992335454,203831,0.0,1.0
2021-05-24,34.7,34.9618,33.9,34.59,30.2966330163208,246313,0.0,1.0
2021-05-21,33.98,35.17,33.535,34.77,30.4542911239513,412781,0.0,1.0
2021-05-20,32.92,33.99,32.669,33.76,29.5696539644692,262650,0.0,1.0
2021-05-19,31.71,33.14,31.51,33.09,28.9828154527336,237673,0.0,1.0
2021-05-18,33.01,33.5,32.41,32.47,28.4397708597842,192687,0.0,1.0
2021-05-17,32.14,33.125,32.02,32.73,28.6674992374727,255871,0.0,1.0
2021-05-14,31.51,32.98,31.14,32.57,28.5273586973567,247848,0.0,1.0
2021-05-13,29.65,31.475,29.59,31.27,27.3887168089145,373914,0.0,1.0
2021-05-12,31.39,31.96,28.88,29.48,25.8208945163671,858897,0.0,1.0
2021-05-11,30.32,31.97,30.21,31.71,27.7741032942334,249679,0.0,1.0
2021-05-10,32.43,32.62,30.95,31.29,27.406234376429,356650,0.0,1.0
2021-05-07,31.89,32.86,31.85,32.21,28.2120424820958,238356,0.0,1.0
2021-05-06,31.22,32.6,31.1,31.84,27.8879674830776,467235,0.0,1.0
2021-05-05,30.91,31.235,30.58,30.98,27.1347120799543,227388,0.0,1.0
2021-05-04,30.32,31.17,29.98,30.81,26.9858127560811,332678,0.0,1.0
2021-05-03,31.31,31.44,30.5,30.71,26.8982249185086,494109,0.0,1.0
2021-04-30,31.1,32.1471,30.84,30.89,27.0558830261391,332130,0.0,1.0
2021-04-29,33.01,33.4,30.3,31.32,27.4325107277007,624819,0.0,1.0
2021-04-28,34.26,34.26,31.66,32.18,28.185766130824,667128,0.0,1.0
2021-04-27,30.25,34.26,29.61,34.16,29.9200053147591,935042,0.0,1.0
2021-04-26,25.75,26.99,25.75,26.43,23.1494654704064,268919,0.0,1.0
2021-04-23,24.54,26.03,24.18,25.78,22.5801445261853,187266,0.0,1.0
2021-04-22,25.08,25.62,24.27,24.29,21.2750857463554,287139,0.0,1.0
2021-04-21,24.15,25.01,24.02,25.0,21.89695939312,300929,0.0,1.0
2021-04-20,25.55,25.85,23.82,24.2,21.1962566925401,163142,0.0,1.0
2021-04-19,25.46,25.9,25.1,25.55,22.3786924997686,205380,0.0,1.0
2021-04-16,25.0,25.57,24.6,25.54,22.3699337160114,236247,0.0,1.0
2021-04-15,25.02,25.155,24.55,24.91,21.8181303393048,191484,0.0,1.0
2021-04-14,24.18,25.2,24.18,24.86,21.7743364205185,227345,0.0,1.0
2021-04-13,24.75,24.9,24.0,24.19,21.1874979087829,173932,0.0,1.0
2021-04-12,24.78,24.9976,24.42,24.88,21.791853988033,127396,0.0,1.0
2021-04-09,25.0,25.08,24.4126,24.65,21.5904019616163,153627,0.0,1.0
2021-04-08,25.2,25.2,24.545,24.94,21.8444066905765,189778,0.0,1.0
2021-04-07,26.1,26.71,25.11,25.16,22.037099933236,332466,0.0,1.0
2021-04-06,26.53,27.18,25.89,26.01,22.781596552602,239045,0.0,1.0
2021-04-05,26.27,26.61,25.98,26.57,23.2720884430079,227506,0.0,1.0
2021-04-01,25.61,26.215,25.61,26.01,22.781596552602,178563,0.0,1.0
2021-03-31,25.25,26.01,25.01,25.68,22.4925566886128,335875,0.0,1.0
2021-03-30,24.81,25.455,24.68,25.18,22.0546175007504,241135,0.0,1.0
2021-03-29,25.85,26.6,24.92,24.93,21.8356479068192,161880,0.0,1.0
2021-03-26,25.75,26.48,25.43,25.99,22.7640789850875,394774,0.0,1.0
2021-03-25,24.19,25.63,23.69,25.47,22.3086222297106,201971,0.0,1.0
2021-03-24,24.29,24.74,24.17,24.39,21.3626735839279,348563,0.0,1.0
2021-03-23,25.01,25.34,23.93,24.02,21.0385985849097,174247,0.0,1.0
2021-03-22,25.8,26.49,25.33,25.46,22.2998634459534,257837,0.0,1.0
2021-03-19,26.0,26.41,25.3701,25.86,22.6502147962433,658551,0.0,1.0
2021-03-18,26.5,27.014,25.85,26.06,22.8253904713883,212216,0.0,1.0
2021-03-17,26.7,26.86,26.06,26.52,23.2282945242217,260688,0.1,1.0
2021-03-16,26.44,27.02,25.86,26.83,23.411538019717,268754,0.0,1.0
2021-03-15,25.48,26.665,25.1,26.5,23.1235839553672,624107,0.0,1.0
2021-03-12,24.58,25.78,24.56,25.39,22.1550111934631,365272,0.0,1.0
2021-03-11,24.31,24.55,23.6701,24.4,21.2911490004136,447008,0.0,1.0
2021-03-10,24.21,24.36,23.21,24.04,20.9770172938501,309044,0.0,1.0
2021-03-09,24.7,25.15,24.27,24.46,21.3435042848408,352266,0.0,1.0
2021-03-08,24.0,25.1288,24.0,24.76,21.605280706977,341042,0.0,1.0
2021-03-05,23.44,24.04,23.21,23.96,20.9072102479471,306842,0.0,1.0
2021-03-04,22.16,23.21,22.16,23.1,20.1567845044899,687106,0.0,1.0
2021-03-03,22.01,22.52,21.82,22.13,19.3103740729161,366505,0.0,1.0
2021-03-02,22.27,22.58,21.64,21.76,18.9875164856147,226246,0.0,1.0
2021-03-01,22.46,22.88,22.1,22.22,19.3889069995569,439613,0.0,1.0
2021-02-26,22.27,22.41,21.795,21.96,19.1620341003722,389643,0.0,1.0
2021-02-25,22.06,23.24,21.86,22.17,19.3452775958676,235765,0.0,1.0
2021-02-24,21.05,22.13,20.44,22.13,19.3103740729161,301289,0.0,1.0
2021-02-23,22.28,22.95,20.77,20.93,18.2632683843711,617230,0.0,1.0
2021-02-22,21.09,22.43,21.02,22.42,19.5634246143144,481568,0.0,1.0
2021-02-19,20.5,21.3,20.35,21.17,18.4726895220801,295883,0.0,1.0
2021-02-18,20.48,20.59,20.35,20.48,17.8706037511668,136397,0.0,1.0
2021-02-17,20.27,20.75,20.16,20.51,17.8967813933804,280568,0.0,1.0
2021-02-16,20.03,20.35,19.5,20.26,17.6786343749336,433998,0.0,1.0
2021-02-12,19.78,20.2,19.57,19.97,17.4255838335352,250189,0.0,1.0
2021-02-11,19.95,20.05,19.31,19.94,17.3994061913216,547252,0.0,1.0
2021-02-10,20.75,20.93,19.9,20.12,17.5564720446033,271677,0.0,1.0
2021-02-09,19.5,20.78,19.23,20.65,18.0189437237107,373070,0.0,1.0
2021-02-08,19.86,20.4,19.39,19.58,17.0852744847581,342068,0.0,1.0
2021-02-05,19.31,19.64,18.63,19.63,17.1289038884475,362573,0.0,1.0
2021-02-04,18.0,18.98,17.79,18.96,16.5442698790099,332035,0.0,1.0
2021-02-03,18.37,18.5538,17.89,17.99,15.6978594474361,249748,0.0,1.0
2021-02-02,18.19,18.72,18.01,18.36,16.0207170347374,305746,0.0,1.0
2021-02-01,17.1,18.36,16.64,17.96,15.6716818052224,463752,0.0,1.0
2021-01-29,17.43,17.8099,16.76,16.94,14.7816419699593,502875,0.0,1.0
2021-01-28,18.11,18.2,17.08,17.46,15.2353877683287,615720,0.0,1.0
2021-01-27,18.97,19.1699,17.9,18.01,15.7153112089118,482682,0.0,1.0
2021-01-26,20.89,21.06,19.2,19.32,16.8584015855734,305182,0.0,1.0
2021-01-25,20.56,21.49,20.51,20.89,18.2283648614196,315647,0.0,1.0
2021-01-22,19.93,20.7,19.52,20.7,18.0625731274,299251,0.0,1.0
2021-01-21,20.75,20.79,20.18,20.19,17.6175532097684,364403,0.0,1.0
2021-01-20,21.01,21.34,20.3,20.56,17.9404107970698,408562,0.0,1.0
2021-01-19,21.75,21.84,20.98,21.07,18.3854307147014,366815,0.0,1.0
2021-01-15,22.13,22.71,20.89,21.47,18.7344659442164,668969,0.0,1.0
2021-01-14,21.61,22.99,21.06,22.48,19.6157798987417,783646,0.0,1.0
2021-01-13,20.71,21.67,20.68,21.5,18.76064358643,587260,0.0,1.0
2021-01-12,20.57,20.9,20.2501,20.85,18.1934613384681,548027,0.0,1.0
2021-01-11,20.12,20.55,19.62,20.51,17.8967813933804,511733,0.0,1.0
2021-01-08,21.75,21.75,20.09,20.19,17.6175532097684,487890,0.0,1.0
2021-01-07,21.0,21.64,20.9,21.37,18.6472071368376,984447,0.0,1.0
2021-01-06,19.65,20.93,19.65,20.85,18.1934613384681,1231027,0.0,1.0
2021-01-05,18.65,19.99,18.5301,19.57,17.0765486040202,528370,0.0,1.0
2021-01-04,19.13,19.25,17.99,18.81,16.4133816679418,555649,0.0,1.0
2020-12-31,18.07,19.38,17.92,18.96,16.5442698790099,541665,0.0,1.0
2020-12-30,17.08,18.3,17.01,18.12,15.8112958970284,413752,0.0,1.0
2020-12-29,16.4,17.0,16.38,16.92,14.7641902084835,474890,0.0,1.0
2020-12-28,16.98,17.14,16.2,16.37,14.2842667679004,1187380,0.0,1.0
2020-12-24,16.76,17.06,16.54,16.78,14.6420278781533,356598,0.0,1.0
2020-12-23,17.21,17.45,16.52,16.75,14.6158502359396,798663,0.0,1.0
2020-12-22,18.06,18.06,17.1,17.13,14.9474337039789,768004,0.0,1.0
2020-12-21,17.83,18.19,17.38,18.01,15.7153112089118,674265,0.0,1.0
2020-12-18,18.81,18.98,17.52,18.16,15.8461994199799,1919807,0.0,1.0
2020-12-17,17.88,18.82,17.53,18.75,16.3610263835145,671163,0.0,1.0
2020-12-16,18.0,18.4,17.9,18.03,15.7327629703876,542386,0.0,1.0
2020-12-15,18.01,18.27,17.44,17.99,15.6978594474361,964104,0.0,1.0
2020-12-14,18.08,18.56,17.95,17.98,15.6891335666982,1038531,0.0,1.0
2020-12-11,17.47,17.79,17.32,17.72,15.4622606675135,844653,0.0,1.0
2020-12-10,17.1,17.7,17.09,17.62,15.3750018601347,728813,0.0,1.0
2020-12-09,17.45,17.7,16.95,17.29,15.0870477957849,1793395,0.0,1.0
2020-12-08,17.75,18.03,16.58,17.23,15.0346925113576,3246478,0.0,1.0
2020-12-07,18.99,19.21,17.75,18.0,15.7065853281739,1481617,0.0,1.0
2020-12-04,18.75,19.32,18.66,19.0,16.5791734019614,1390792,0.0,1.0
2020-12-03,18.39,19.14,18.03,18.75,16.3610263835145,1555631,0.0,1.0
2020-12-02,18.13,18.6,17.26,18.25,15.9247323466208,2105420,0.0,1.0
2020-12-01,21.7,22.11,16.74,18.41,16.0643464384268,8782281,9.595,1.0
2020-11-30,23.288,23.5,19.19,19.19,11.0078488896058,65100,0.0,1.0
2020-11-27,26.35,26.35,22.3,22.3,12.7918202312772,5200,0.0,1.0
2020-11-25,30.0,31.0,26.5,26.5,15.201041978872,1200,0.0,1.0
