,FLOW_Open,FLOW_High,FLOW_Low,FLOW_Close,FLOW_Adj Close,FLOW_Volume,FLOW_Dividend Amount,FLOW_Split Coefficient
2024-07-26,31.7504,31.7504,31.7504,31.7504,31.5780733174382,267,0.0,1.0
2024-07-25,30.94,31.34,30.94,30.9989,30.8306521165067,2350,0.0,1.0
2024-07-24,30.9212,30.94,30.6988,30.6988,30.5321809223623,1110,0.0,1.0
2024-07-23,30.975,30.975,30.94,30.951,30.7830120958486,359,0.0,1.0
2024-07-22,31.107,31.107,31.107,31.107,30.9381653990359,98,0.0,1.0
2024-07-19,30.9485,30.9485,30.9485,30.9485,30.7805256647077,112,0.0,1.0
2024-07-18,31.1688,31.1688,31.1688,31.1688,30.9996299768371,149,0.0,1.0
2024-07-17,31.26,31.525,31.26,31.3356,31.1655246625528,1453,0.0,1.0
2024-07-16,30.9833,31.3299,30.9833,31.3299,31.1598555995517,294,0.0,1.0
2024-07-15,30.5995,30.5995,30.5995,30.5995,30.4334198774488,167,0.0,1.0
2024-07-12,30.6475,30.6475,30.5393,30.5393,30.3735466155778,244,0.0,1.0
2024-07-11,29.98,30.2818,29.98,30.2818,30.117444208073,1438,0.0,1.0
2024-07-10,29.45,29.6659,29.45,29.6659,29.5048870322198,999,0.0,1.0
2024-07-09,29.4562,29.4562,29.4562,29.4562,29.2963251881275,114,0.0,1.0
2024-07-08,29.6,29.635,29.51,29.5695,29.4090102474296,1747,0.0,1.0
2024-07-05,29.54,29.54,29.4714,29.4714,29.3114426894637,755,0.0,1.0
2024-07-03,29.84,29.84,29.745,29.745,29.5835577135154,391,0.057,1.0
2024-07-02,29.79,29.85,29.771,29.771,29.5527849368857,732,0.0,1.0
2024-07-01,29.8065,29.8065,29.8065,29.8065,29.5880247294778,120,0.0,1.0
2024-06-28,30.1,30.1,29.9989,29.9989,29.7790144786248,792,0.0,1.0
2024-06-27,29.9249,29.9249,29.9249,29.9249,29.705556882799,293,0.0,1.0
2024-06-26,30.05,30.05,29.8801,30.0262,29.8061143754633,1645,0.0,1.0
2024-06-25,30.1364,30.1364,30.1364,30.1364,29.9155066330308,164,0.0,1.0
2024-06-24,30.3736,30.3736,30.3736,30.3736,30.1509680077589,114,0.0,1.0
2024-06-21,29.98,30.14,29.98,30.05,29.8297399265532,1032,0.0,1.0
2024-06-20,30.04,30.18,30.04,30.13,29.9091535436621,1470,0.0,1.0
2024-06-18,29.84,30.0,29.84,29.9257,29.7063510189701,2543,0.0,1.0
2024-06-17,29.72,29.88,29.72,29.7717,29.5534798060354,769,0.0,1.0
2024-06-14,29.65,29.66,29.5805,29.5805,29.363681261145,503,0.0,1.0
2024-06-13,29.99,29.99,29.8976,29.8976,29.6784569859606,851,0.0,1.0
2024-06-12,30.41,30.41,30.0163,30.0163,29.796286940346,1652,0.0,1.0
2024-06-11,29.84,29.99,29.82,29.99,29.7701797137215,1669,0.0,1.0
2024-06-10,29.76,29.99,29.76,29.98,29.7602530115828,614,0.0,1.0
2024-06-07,29.886,29.886,29.886,29.886,29.6669420114798,288,0.0,1.0
2024-06-06,30.05,30.08,29.9909,29.9909,29.7710731169139,715,0.0,1.0
2024-06-05,30.11,30.11,29.97,29.97,29.7503263094442,269,0.057,1.0
2024-06-04,30.22,30.22,29.9365,29.9365,29.6606601912504,2078,0.0,1.0
2024-06-03,30.62,30.63,30.2437,30.2437,29.9650296001911,549,0.0,1.0
2024-05-31,30.6199,30.6199,30.6199,30.6199,30.337763231843,181,0.0,1.0
2024-05-30,30.1203,30.3315,30.1203,30.3315,30.0520205966266,1028,0.0,1.0
2024-05-29,30.0396,30.0396,30.0396,30.0396,29.7628102109828,284,0.0,1.0
2024-05-28,30.365,30.44,30.203,30.203,29.9247046166498,1140,0.0,1.0
2024-05-24,30.2216,30.2216,30.2216,30.2216,29.9431332332068,215,0.0,1.0
2024-05-23,30.0395,30.0395,30.0395,30.0395,29.7627111323992,331,0.0,1.0
2024-05-22,30.1934,30.1934,30.1934,30.1934,29.9151930726204,64,0.0,1.0
2024-05-21,30.4598,30.4598,30.4598,30.4598,30.1791384194361,94,0.0,1.0
2024-05-20,30.537,30.537,30.537,30.537,30.2556270860059,182,0.0,1.0
2024-05-17,30.4801,30.619,30.4801,30.619,30.3368715245903,166,0.0,1.0
2024-05-16,30.6577,30.6577,30.5946,30.5946,30.3126963501822,539,0.0,1.0
2024-05-15,30.73,30.7682,30.62,30.7682,30.4846967713805,766,0.0,1.0
2024-05-14,30.5246,30.5246,30.5246,30.5246,30.2433413416346,184,0.0,1.0
2024-05-13,30.3754,30.3754,30.3754,30.3754,30.0955160948444,93,0.0,1.0
2024-05-10,30.3889,30.3889,30.3889,30.3889,30.1088917036357,115,0.0,1.0
2024-05-09,30.34,30.3498,30.34,30.3498,30.0701519774326,251,0.0,1.0
2024-05-08,29.94,30.0318,29.94,30.0318,29.7550820814589,499,0.0,1.0
2024-05-07,30.0304,30.0304,30.0304,30.0304,29.753694981288,48,0.0,1.0
2024-05-06,30.0124,30.0124,30.0124,30.0124,29.7358608362328,176,0.0,1.0
2024-05-03,29.7973,29.7973,29.7973,29.7973,29.5227428028242,197,0.057,1.0
2024-05-02,29.54,29.88,29.54,29.68,29.3503785514255,1401,0.0,1.0
2024-05-01,29.5242,29.5242,29.5242,29.5242,29.1963088419136,718,0.0,1.0
2024-04-30,30.38,30.38,29.8752,29.8752,29.5434106906855,784,0.0,1.0
2024-04-29,30.52,30.52,30.5003,30.5003,30.1615684276295,300,0.0,1.0
2024-04-26,30.2,30.2249,30.2,30.2249,29.8892269770546,243,0.0,1.0
2024-04-25,30.1412,30.1412,30.1412,30.1412,29.8064565361936,93,0.0,1.0
2024-04-24,30.26,30.28,30.23,30.2448,29.9089059707599,921,0.0,1.0
2024-04-23,30.37,30.37,30.3036,30.3036,29.9670529471354,1453,0.0,1.0
2024-04-22,30.08,30.2999,29.945,30.0756,29.741585079557,1464,0.0,1.0
2024-04-19,29.9,30.0699,29.9,29.9296,29.5972065327744,2981,0.0,1.0
2024-04-18,30.12,30.12,29.7878,29.7878,29.4569813414472,1092,0.0,1.0
2024-04-17,29.96,30.16,29.96,29.999,29.665835787204,1991,0.0,1.0
2024-04-16,29.9407,29.9495,29.82,29.9495,29.6168855264797,635,0.0,1.0
2024-04-15,30.81,30.81,30.2161,30.2161,29.8805247084814,897,0.0,1.0
2024-04-12,30.4506,30.4506,30.4506,30.4506,30.112420388074,229,0.0,1.0
2024-04-11,31.08,31.08,30.9957,30.9957,30.6514665925343,681,0.0,1.0
2024-04-10,31.086,31.102,30.97,31.0071,30.6627399859133,2166,0.0,1.0
2024-04-09,31.39,31.42,31.3859,31.3859,31.0373330922232,501,0.0,1.0
2024-04-08,31.3,31.4994,31.3,31.3832,31.0346630780019,1121,0.0,1.0
2024-04-05,31.21,31.61,31.21,31.41,31.0611654413839,938,0.0,1.0
2024-04-04,31.72,31.72,31.2497,31.2497,30.9026457081699,447,0.0,1.0
2024-04-03,31.53,31.64,31.455,31.5491,31.1987206184898,2247,0.057,1.0
2024-04-02,31.47,31.47,31.39,31.39,30.9854059885401,497,0.0,1.0
2024-04-01,31.585,31.72,31.585,31.6397,31.2318875392039,663,0.0,1.0
2024-03-28,31.435,31.6265,31.435,31.6265,31.2188576774948,349,0.0,1.0
2024-03-27,31.19,31.44,31.19,31.44,31.034761525317,729,0.0,1.0
2024-03-26,31.1375,31.1375,31.0108,31.0108,30.611093597624,233,0.0,1.0
2024-03-25,31.01,31.1128,31.01,31.1128,30.7117788926489,372,0.0,1.0
2024-03-22,31.075,31.0902,31.075,31.0902,30.6894701900257,316,0.0,1.0
2024-03-21,31.23,31.36,31.185,31.2562,30.8533305721251,654,0.0,1.0
2024-03-20,30.7,30.9873,30.7,30.9873,30.5878964953389,892,0.0,1.0
2024-03-19,30.37,30.6384,30.37,30.6384,30.2434935597096,170,0.0,1.0
2024-03-18,30.3459,30.43,30.3301,30.3321,29.9411415414143,1218,0.0,1.0
2024-03-15,30.3748,30.3748,30.3374,30.3374,29.9463732283127,238,0.0,1.0
2024-03-14,30.1988,30.1988,30.1988,30.1988,29.8095596803671,75,0.0,1.0
2024-03-13,30.43,30.475,30.4044,30.4044,30.0125096475937,695,0.0,1.0
2024-03-12,30.125,30.1643,30.125,30.1643,29.775504359991,202,0.0,1.0
2024-03-11,29.96,30.028,29.905,30.028,29.6409611667372,685,0.0,1.0
2024-03-08,30.0888,30.0888,29.9595,29.9595,29.5733440813528,723,0.0,1.0
2024-03-07,29.96,29.9833,29.92,29.9833,29.5968373168587,1054,0.0,1.0
2024-03-06,29.64,29.6877,29.64,29.6877,29.3050473834336,458,0.0,1.0
2024-03-05,29.44,29.5291,29.44,29.5291,29.1484916207773,202,0.0534,1.0
2024-03-04,29.86,29.88,29.6253,29.6253,29.190663696882,586,0.0,1.0
2024-03-01,29.7016,29.7728,29.7016,29.7728,29.3359997068225,459,0.0,1.0
2024-02-29,29.33,29.37,29.33,29.339,28.9085640382653,1617,0.0,1.0
2024-02-28,29.16,29.16,29.1183,29.1183,28.6911019542391,674,0.0,1.0
2024-02-27,29.132,29.132,29.132,29.132,28.7046009599082,143,0.0,1.0
2024-02-26,29.0829,29.0829,29.0829,29.0829,28.6562213118534,20,0.0,1.0
2024-02-23,29.058,29.058,29.058,29.058,28.6316866227177,93,0.0,1.0
2024-02-22,28.85,29.02,28.85,29.02,28.5942441252415,15697,0.0,1.0
2024-02-21,28.4982,28.696,28.4982,28.696,28.2749975678129,1074,0.0,1.0
2024-02-20,28.4757,28.4757,28.4757,28.4757,28.057929615339,64,0.0,1.0
2024-02-16,28.79,28.89,28.6641,28.6641,28.2435655765105,1138,0.0,1.0
2024-02-15,28.8435,28.8435,28.8435,28.8435,28.4203335777534,35,0.0,1.0
2024-02-14,28.32,28.42,28.32,28.3885,27.97200893692,234,0.0,1.0
2024-02-13,28.32,28.32,28.06,28.1684,27.7551380502223,461,0.0,1.0
2024-02-12,28.7,28.7,28.66,28.6636,28.24307291207,310,0.0,1.0
2024-02-09,28.42,28.44,28.3,28.3693,27.9530906224057,1656,0.0,1.0
2024-02-08,28.4526,28.4526,28.4526,28.4526,28.035168518189,234,0.0,1.0
2024-02-07,28.43,28.43,28.26,28.39,27.9734869302414,2860,0.0,1.0
2024-02-06,28.2273,28.2273,28.2273,28.2273,27.8131739213104,95,0.0,1.0
2024-02-05,28.1395,28.1395,28.1395,28.1395,27.7266620455628,170,0.0534,1.0
2024-02-02,28.5,28.5,28.2949,28.2949,27.8269752282665,659,0.0,1.0
2024-02-01,28.38,28.4244,28.38,28.4244,27.9543336317972,289,0.0,1.0
2024-01-31,28.52,28.555,28.21,28.2386,27.7716062852644,1982,0.0,1.0
2024-01-30,28.5911,28.5911,28.5911,28.5911,28.1182768431375,29,0.0,1.0
2024-01-29,28.39,28.39,28.3476,28.3476,27.8788037059968,293,0.0,1.0
2024-01-26,28.19,28.3576,28.19,28.3576,27.888638331752,425,0.0,1.0
2024-01-25,28.2245,28.2245,28.2245,28.2245,27.7577394629494,201,0.0,1.0
2024-01-24,27.93,27.93,27.8811,27.8811,27.4200184145136,283,0.0,1.0
2024-01-23,27.9617,27.9617,27.9617,27.9617,27.4992854981011,194,0.0,1.0
2024-01-22,28.1181,28.1181,28.1181,28.1181,27.6530990449134,46,0.0,1.0
2024-01-19,27.78,27.9816,27.69,27.9816,27.518856403354,2329,0.0,1.0
2024-01-18,27.72,27.7738,27.58,27.7738,27.3144928801596,454,0.0,1.0
2024-01-17,27.7423,27.7423,27.7423,27.7423,27.2835138090305,80,0.0,1.0
2024-01-16,27.9,28.02,27.9,27.9618,27.4993838443586,2484,0.0,1.0
2024-01-12,28.2721,28.2721,28.2721,28.2721,27.8045522815445,334,0.0,1.0
2024-01-11,28.18,28.2948,28.105,28.2948,27.826876882009,554,0.0,1.0
2024-01-10,28.244,28.244,28.244,28.244,27.7769169831722,11,0.0,1.0
2024-01-09,28.3,28.3,28.2643,28.2643,27.7968812734554,393,0.0,1.0
2024-01-08,28.185,28.5109,28.185,28.5109,28.0394031445802,676,0.0,1.0
2024-01-05,28.33,28.33,28.18,28.2683,27.8008151237575,365,0.0,1.0
2024-01-04,28.25,28.25,28.1846,28.1846,27.7184993061859,496,0.0,1.0
2024-01-03,28.2947,28.5399,28.2947,28.3875,27.9180438627603,408,0.0,1.0
2024-01-02,28.4,28.4863,28.3841,28.4863,28.0152099652223,400,0.0,1.0
2023-12-29,28.27,28.37,28.27,28.3676,27.8984729575073,1438,0.0,1.0
2023-12-28,28.6,28.6,28.4365,28.4365,27.9662335289611,1875,0.066,1.0
2023-12-27,28.61,28.6218,28.61,28.6218,28.083270212686,251,0.0,1.0
2023-12-26,28.64,28.7,28.64,28.6755,28.1359598272603,984,0.0,1.0
2023-12-22,28.64,28.64,28.41,28.5212,27.9845630390144,363,0.0,1.0
2023-12-21,28.3999,28.4244,28.3999,28.4244,27.8895843669327,210,0.0,1.0
2023-12-20,28.57,28.57,28.1566,28.1566,27.6268231233017,1058,0.0,1.0
2023-12-19,28.5386,28.5386,28.5386,28.5386,28.001635651558,183,0.0,1.0
2023-12-18,28.2598,28.2598,28.2173,28.2173,27.6863810302785,458,0.0,1.0
2023-12-15,28.1343,28.1343,28.1343,28.1343,27.6049427060762,19,0.0,1.0
2023-12-14,28.17,28.2856,28.16,28.2856,27.7533959404353,467,0.0,1.0
2023-12-13,27.1,27.6574,27.1,27.6574,27.1370157565332,1812,0.0,1.0
2023-12-12,27.23,27.27,27.23,27.241,26.7284504770413,411,0.0,1.0
2023-12-11,27.43,27.43,27.417,27.417,26.9011389717353,192,0.0,1.0
2023-12-08,27.16,27.2621,27.16,27.2621,26.749153472712,268,0.0,1.0
2023-12-07,27.07,27.0938,27.03,27.0938,26.5840200996609,687,0.0,1.0
2023-12-06,27.05,27.05,26.9338,26.9338,26.4270305590299,295,0.0,1.0
2023-12-05,27.15,27.15,27.0492,27.0492,26.54025926521,1572,0.046,1.0
2023-12-04,27.26,27.3186,27.26,27.3186,26.7590837772951,358,0.0,1.0
2023-12-01,27.4169,27.4169,27.4169,27.4169,26.8553704806879,13,0.0,1.0
2023-11-30,27.1043,27.1043,27.1043,27.1043,26.5491728867855,41,0.0,1.0
2023-11-29,27.005,27.005,26.8436,26.8436,26.2938123214293,301,0.0,1.0
2023-11-28,26.7774,26.7774,26.7774,26.7774,26.2289681732644,90,0.0,1.0
2023-11-27,26.8149,26.8149,26.8149,26.8149,26.2657001303065,121,0.0,1.0
2023-11-24,27.18,27.18,26.8663,26.8663,26.3160473994254,1036,0.0,1.0
2023-11-22,26.7763,26.7763,26.7763,26.7763,26.2278907025245,21,0.0,1.0
2023-11-21,26.68,26.68,26.6526,26.6526,26.1067242202285,312,0.0,1.0
2023-11-20,26.7332,26.7332,26.7332,26.7332,26.1856734398975,17,0.0,1.0
2023-11-17,26.6842,26.6842,26.6842,26.6842,26.1376770160293,11,0.0,1.0
2023-11-16,26.3509,26.3509,26.3509,26.3509,25.8112033818397,27,0.0,1.0
2023-11-15,26.667,26.667,26.667,26.667,26.1208292917327,34,0.0,1.0
2023-11-14,26.5327,26.5327,26.5327,26.5327,25.9892799095794,11,0.0,1.0
2023-11-13,25.9483,25.9483,25.9483,25.9483,25.4168490910364,24,0.0,1.0
2023-11-10,25.69,25.956,25.69,25.956,25.4243913862157,2001,0.0,1.0
2023-11-09,25.84,25.89,25.6466,25.6466,25.1213282526475,635,0.0,1.0
2023-11-08,25.97,25.97,25.8851,25.8851,25.3549434994348,653,0.0,1.0
2023-11-07,26.08,26.08,26.02,26.0274,25.4943290324237,769,0.0,1.0
2023-11-06,26.15,26.2005,26.13,26.2005,25.6638837461297,811,0.0,1.0
2023-11-03,26.392,26.392,26.392,26.392,25.8514616067577,18,0.041,1.0
2023-11-02,25.75,26.0995,25.75,26.0995,25.5252987631208,442,0.0,1.0
2023-11-01,25.63,25.63,25.6,25.6,25.0367879973139,2813,0.0,1.0
2023-10-31,25.37,25.42,25.37,25.3918,24.8331684949295,671,0.0,1.0
2023-10-30,25.24,25.24,25.1846,25.1846,24.6305269920762,248,0.0,1.0
2023-10-27,24.995,25.02,24.995,25.0035,24.4534112769858,409,0.0,1.0
2023-10-26,25.332,25.3637,25.332,25.3637,24.8056867081043,365,0.0,1.0
2023-10-25,25.67,25.67,25.4696,25.47,24.909648058265,9209,0.0,1.0
2023-10-24,25.6593,25.6593,25.6593,25.6593,25.0947833695108,10,0.0,1.0
2023-10-23,25.5372,25.5372,25.5372,25.5372,24.975369626758,144,0.0,1.0
2023-10-20,25.86,25.86,25.8116,25.8116,25.2437326981042,173,0.0,1.0
2023-10-19,26.23,26.23,26.08,26.0941,25.5200175656527,3419,0.0,1.0
2023-10-18,26.42,26.42,26.3046,26.3126,25.7337104632079,8483,0.0,1.0
2023-10-17,26.33,26.69,26.33,26.5722,25.9875991414931,28243,0.0,1.0
2023-10-16,26.4083,26.4083,26.4083,26.4083,25.8273050183384,171,0.0,1.0
2023-10-13,26.1789,26.1789,26.1789,26.1789,25.6029519258938,67,0.0,1.0
2023-10-12,26.43,26.43,26.0948,26.0948,25.5207021653245,463,0.0,1.0
2023-10-11,26.37,26.46,26.37,26.4214,25.8401168121964,698,0.0,1.0
2023-10-10,26.3999,26.3999,26.3999,26.3999,25.8190898222768,20,0.0,1.0
2023-10-09,26.2279,26.2279,26.2279,26.2279,25.6508739029199,89,0.0,1.0
2023-10-06,25.79,25.79,25.79,25.79,25.2226079082314,90,0.0,1.0
2023-10-05,25.71,25.71,25.5315,25.6138,25.0502843908437,1186,0.0,1.0
2023-10-04,25.56,25.7062,25.56,25.7062,25.1406515475215,313,0.041,1.0
2023-10-03,25.8349,25.8349,25.8349,25.8349,25.2262855248362,31,0.0,1.0
2023-10-02,26.1256,26.1256,26.1256,26.1256,25.5101372603595,35,0.0,1.0
2023-09-29,26.62,26.62,26.4106,26.4106,25.7884232755784,4008,0.0,1.0
2023-09-28,26.5761,26.5761,26.5761,26.5761,25.950024452837,3,0.0,1.0
2023-09-27,26.3426,26.3426,26.3426,26.3426,25.7220252087893,127,0.0,1.0
2023-09-26,26.27,26.27,26.1012,26.1012,25.4863120716881,133,0.0,1.0
2023-09-25,26.21,26.3647,26.21,26.3647,25.7436045804957,547,0.0,1.0
2023-09-22,26.1272,26.1272,26.1272,26.1272,25.5116995678133,22,0.0,1.0
2023-09-21,26.1728,26.1728,26.1728,26.1728,25.5562253302484,168,0.0,1.0
2023-09-20,26.95,26.95,26.5236,26.5236,25.8987612395072,508,0.0,1.0
2023-09-19,26.7163,26.7163,26.7163,26.7163,26.0869216434816,21,0.0,1.0
2023-09-18,26.773,26.773,26.773,26.773,26.1422859138777,131,0.0,1.0
2023-09-15,26.86,26.86,26.7551,26.7551,26.1248075992377,161,0.0,1.0
2023-09-14,27.095,27.095,27.0936,27.0936,26.455333269945,164,0.0,1.0
2023-09-13,26.7337,26.7337,26.7337,26.7337,26.1039117370423,10,0.0,1.0
2023-09-12,26.9317,26.9317,26.9317,26.9317,26.2972472844575,74,0.0,1.0
2023-09-11,26.95,26.95,26.8363,26.8363,26.2040947025211,137,0.0,1.0
2023-09-08,26.922,26.922,26.922,26.922,26.2877757955185,9,0.0,1.0
2023-09-07,26.7337,26.7337,26.7337,26.7337,26.1039117370423,118,0.0,1.0
2023-09-06,26.8354,26.8354,26.8354,26.8354,26.2032159045783,115,0.0375,1.0
2023-09-05,26.9771,26.9771,26.9771,26.9771,26.3048191962683,23,0.0,1.0
2023-09-01,27.2609,27.2609,27.2609,27.2609,26.5815467795853,29,0.0,1.0
2023-08-31,27.04,27.04,27.04,27.04,26.3661517015207,16,0.0,1.0
2023-08-30,27.12,27.12,27.0536,27.0536,26.3794127837375,1393,0.0,1.0
2023-08-29,27.0061,27.0061,27.0061,27.0061,26.3330965039364,1,0.0,1.0
2023-08-28,26.7173,26.7173,26.7173,26.7173,26.0514935227456,0,0.0,1.0
2023-08-25,26.5,26.5403,26.5,26.5403,25.878904438013,197,0.0,1.0
2023-08-24,26.62,26.62,26.4243,26.4243,25.7657952073408,373,0.0,1.0
2023-08-23,26.5251,26.6095,26.5251,26.6095,25.9463799445864,549,0.0,1.0
2023-08-22,26.6701,26.68,26.5934,26.5934,25.9306811634328,455,0.0,1.0
2023-08-21,26.9,26.9,26.7,26.7242,26.0582215718114,408,0.0,1.0
2023-08-18,26.7051,26.7051,26.7051,26.7051,26.0395975519335,231,0.0,1.0
2023-08-17,26.8,26.8,26.5909,26.5909,25.9282434644959,525,0.0,1.0
2023-08-16,26.7259,26.7259,26.7259,26.7259,26.0598792070885,143,0.0,1.0
2023-08-15,27.03,27.03,26.908,26.908,26.2374411976524,432,0.0,1.0
2023-08-14,27.21,27.3147,27.21,27.3147,26.6340060607074,549,0.0,1.0
2023-08-11,27.35,27.35,27.259,27.259,26.5796941283933,1534,0.0,1.0
2023-08-10,27.5299,27.5299,27.1863,27.1863,26.5088058433082,687,0.0,1.0
2023-08-09,27.23,27.23,27.1591,27.1591,26.4822836788747,322,0.0,1.0
2023-08-08,27.1038,27.1038,27.1038,27.1038,26.4283617783905,22,0.0,1.0
2023-08-07,26.91,27.1358,26.91,27.1358,26.4595643247828,308,0.0,1.0
2023-08-04,27.13,27.13,26.8565,26.8565,26.1872245995522,672,0.0,1.0
2023-08-03,26.67,26.7982,26.67,26.7982,26.1303774603437,180,0.0375,1.0
2023-08-02,26.8928,26.8928,26.8928,26.8928,26.1859767013915,28,0.0,1.0
2023-08-01,27.03,27.0612,27.01,27.0612,26.3499506452171,501,0.0,1.0
2023-07-31,27.1219,27.1219,27.1219,27.1219,26.4090552674868,10,0.0,1.0
2023-07-28,26.9766,26.9766,26.9766,26.9766,26.2675741865018,113,0.0,1.0
2023-07-27,26.5818,26.5818,26.5818,26.5818,25.8831507124973,104,0.0,1.0
2023-07-26,26.8301,27.02,26.8301,26.9345,26.2265807005454,446,0.0,1.0
2023-07-25,26.78,26.9439,26.78,26.9439,26.2357336404027,287,0.0,1.0
2023-07-24,26.69,26.7311,26.69,26.7311,26.0285266615066,829,0.0,1.0
2023-07-21,26.6303,26.65,26.62,26.62,25.92034670213,1054,0.0,1.0
2023-07-20,26.5486,26.5486,26.5486,26.5486,25.8508233078951,107,0.0,1.0
2023-07-19,26.58,26.63,26.51,26.5492,25.8514075380987,4186,0.0,1.0
2023-07-18,26.4915,26.4915,26.42,26.434,25.7392353389971,635,0.0,1.0
2023-07-17,25.99,26.0894,25.99,26.0894,25.4036924586983,585,0.0,1.0
2023-07-14,26.0899,26.0899,26.014,26.0214,25.3374797022842,1419,0.0,1.0
2023-07-13,26.3,26.39,26.3,26.3323,25.6402083194777,1398,0.0,1.0
2023-07-12,26.1945,26.1945,26.1945,26.1945,25.5060301160384,0,0.0,1.0
