,CYTK_Open,CYTK_High,CYTK_Low,CYTK_Close,CYTK_Adj Close,CYTK_Volume,CYTK_Dividend Amount,CYTK_Split Coefficient
2019-06-04,10.69,10.78,10.36,10.76,10.76,426015,0.0,1.0
2019-06-03,10.38,10.59,10.31,10.55,10.55,442596,0.0,1.0
2019-05-31,10.0,10.41,9.89,10.37,10.37,541663,0.0,1.0
2019-05-30,10.28,10.28,10.09,10.15,10.15,400303,0.0,1.0
2019-05-29,10.07,10.37,9.83,10.28,10.28,872665,0.0,1.0
2019-05-28,10.05,10.37,9.81,10.16,10.16,500131,0.0,1.0
2019-05-24,9.67,10.38,9.62,10.05,10.05,770976,0.0,1.0
2019-05-23,10.38,10.38,9.51,9.57,9.57,517586,0.0,1.0
2019-05-22,10.74,10.88,10.57,10.58,10.58,284008,0.0,1.0
2019-05-21,10.53,10.95,10.53,10.79,10.79,555686,0.0,1.0
2019-05-20,10.29,10.63,10.22,10.47,10.47,483073,0.0,1.0
2019-05-17,10.58,10.69,10.22,10.41,10.41,360383,0.0,1.0
2019-05-16,10.71,11.33,10.55,10.73,10.73,573401,0.0,1.0
2019-05-15,10.32,10.77,10.28,10.68,10.68,280568,0.0,1.0
2019-05-14,10.13,10.525,9.93,10.43,10.43,412837,0.0,1.0
2019-05-13,9.76,10.76,9.71,10.11,10.11,838783,0.0,1.0
2019-05-10,8.88,10.39,8.79,10.07,10.07,957842,0.0,1.0
2019-05-09,8.8,9.13,8.58,9.01,9.01,406031,0.0,1.0
2019-05-08,9.17,9.17,8.79,8.94,8.94,450617,0.0,1.0
2019-05-07,9.37,9.44,9.155,9.25,9.25,728628,0.0,1.0
2019-05-06,8.2,9.79,7.76,9.48,9.48,1573496,0.0,1.0
2019-05-03,8.48,8.85,8.39,8.85,8.85,478747,0.0,1.0
2019-05-02,8.29,8.46,8.1,8.45,8.45,244431,0.0,1.0
2019-05-01,8.86,8.8924,8.3,8.32,8.32,1012203,0.0,1.0
2019-04-30,9.41,9.45,8.72,8.82,8.82,510658,0.0,1.0
2019-04-29,9.17,9.44,9.01,9.4,9.4,474435,0.0,1.0
2019-04-26,9.19,9.42,9.06,9.19,9.19,295605,0.0,1.0
2019-04-25,9.26,9.47,9.05,9.24,9.24,334317,0.0,1.0
2019-04-24,9.02,9.46,9.02,9.31,9.31,906657,0.0,1.0
2019-04-23,8.47,9.2,8.344,8.96,8.96,839625,0.0,1.0
2019-04-22,8.08,8.51,8.02,8.47,8.47,296088,0.0,1.0
2019-04-18,7.95,8.23,7.9,8.08,8.08,458300,0.0,1.0
2019-04-17,8.36,8.36,7.82,7.95,7.95,488651,0.0,1.0
2019-04-16,8.52,8.58,8.23,8.31,8.31,345679,0.0,1.0
2019-04-15,8.8,8.86,8.33,8.49,8.49,545510,0.0,1.0
2019-04-12,8.64,8.83,8.5,8.77,8.77,286345,0.0,1.0
2019-04-11,8.72,8.72,8.44,8.55,8.55,317522,0.0,1.0
2019-04-10,8.55,8.75,8.3664,8.72,8.72,359951,0.0,1.0
2019-04-09,8.51,8.75,8.44,8.53,8.53,2448328,0.0,1.0
2019-04-08,8.63,8.69,8.38,8.53,8.53,359419,0.0,1.0
2019-04-05,8.42,8.69,8.3754,8.65,8.65,198391,0.0,1.0
2019-04-04,8.31,8.45,8.17,8.39,8.39,210024,0.0,1.0
2019-04-03,8.17,8.46,8.16,8.31,8.31,288318,0.0,1.0
2019-04-02,8.08,8.15,7.92,8.09,8.09,549225,0.0,1.0
2019-04-01,8.19,8.25,7.9705,8.05,8.05,812623,0.0,1.0
2019-03-29,8.32,8.39,8.0,8.09,8.09,188776,0.0,1.0
2019-03-28,8.24,8.4,8.13,8.26,8.26,184744,0.0,1.0
2019-03-27,8.66,8.67,8.23,8.25,8.25,233118,0.0,1.0
2019-03-26,8.86,9.049,8.54,8.67,8.67,304074,0.0,1.0
2019-03-25,8.7,8.93,8.4,8.84,8.84,373689,0.0,1.0
2019-03-22,8.9,9.24,8.71,8.75,8.75,470656,0.0,1.0
2019-03-21,10.13,10.26,8.71,8.84,8.84,2418570,0.0,1.0
2019-03-20,8.9,10.44,8.8501,10.19,10.19,2421841,0.0,1.0
2019-03-19,8.3,8.6,8.2,8.56,8.56,427543,0.0,1.0
2019-03-18,7.86,8.269,7.705,8.23,8.23,645507,0.0,1.0
2019-03-15,7.55,7.89,7.49,7.79,7.79,1118369,0.0,1.0
2019-03-14,7.06,7.55,7.05,7.52,7.52,637423,0.0,1.0
2019-03-13,6.81,7.08,6.6901,7.05,7.05,750036,0.0,1.0
2019-03-12,6.61,6.81,6.59,6.77,6.77,301594,0.0,1.0
2019-03-11,6.29,6.6,6.29,6.6,6.6,497760,0.0,1.0
2019-03-08,5.97,6.27,5.9,6.25,6.25,595124,0.0,1.0
2019-03-07,5.98,6.16,5.75,6.01,6.01,434472,0.0,1.0
2019-03-06,6.49,6.5,5.94,5.95,5.95,427980,0.0,1.0
2019-03-05,6.72,6.74,6.28,6.5,6.5,599124,0.0,1.0
2019-03-04,7.26,7.35,6.65,6.71,6.71,569987,0.0,1.0
2019-03-01,7.24,7.32,7.09,7.24,7.24,749992,0.0,1.0
2019-02-28,7.26,7.365,6.82,7.22,7.22,701966,0.0,1.0
2019-02-27,7.13,7.38,7.13,7.25,7.25,1213992,0.0,1.0
2019-02-26,7.28,7.3,7.1,7.14,7.14,946053,0.0,1.0
2019-02-25,7.31,7.62,7.28,7.3,7.3,855009,0.0,1.0
2019-02-22,7.33,7.4,7.18,7.28,7.28,1339030,0.0,1.0
2019-02-21,7.35,7.46,7.17,7.21,7.21,1140834,0.0,1.0
2019-02-20,7.7,7.7,7.25,7.34,7.34,1091677,0.0,1.0
2019-02-19,7.93,8.04,7.55,7.69,7.69,391855,0.0,1.0
2019-02-15,7.66,7.98,7.66,7.9,7.9,726016,0.0,1.0
2019-02-14,7.58,7.85,7.58,7.62,7.62,372051,0.0,1.0
2019-02-13,7.62,8.0,7.59,7.6,7.6,312375,0.0,1.0
2019-02-12,7.44,7.59,7.37,7.58,7.58,221268,0.0,1.0
2019-02-11,7.14,7.41,7.09,7.37,7.37,323246,0.0,1.0
2019-02-08,7.03,7.16,6.985,7.05,7.05,203000,0.0,1.0
2019-02-07,7.28,7.54,7.02,7.05,7.05,313876,0.0,1.0
2019-02-06,7.4,7.59,7.24,7.32,7.32,204931,0.0,1.0
2019-02-05,7.29,7.85,7.27,7.4,7.4,408444,0.0,1.0
2019-02-04,7.09,7.4,7.09,7.28,7.28,213985,0.0,1.0
2019-02-01,7.02,7.2,6.9602,7.07,7.07,201023,0.0,1.0
2019-01-31,6.99,7.1,6.86,7.03,7.03,144043,0.0,1.0
2019-01-30,6.86,7.03,6.74,6.95,6.95,253302,0.0,1.0
2019-01-29,6.84,6.98,6.71,6.82,6.82,147162,0.0,1.0
2019-01-28,7.0,7.0,6.8,6.87,6.87,190987,0.0,1.0
2019-01-25,7.0,7.1,6.845,7.05,7.05,162728,0.0,1.0
2019-01-24,6.73,7.04,6.66,6.93,6.93,145707,0.0,1.0
2019-01-23,6.73,6.82,6.58,6.71,6.71,264773,0.0,1.0
2019-01-22,6.9,6.99,6.64,6.7,6.7,236976,0.0,1.0
2019-01-18,7.04,7.12,6.77,6.85,6.85,186180,0.0,1.0
2019-01-17,7.0,7.175,6.95,7.02,7.02,178563,0.0,1.0
2019-01-16,7.08,7.36,6.95,7.04,7.04,440437,0.0,1.0
2019-01-15,6.89,7.08,6.78,7.02,7.02,217155,0.0,1.0
2019-01-14,7.22,7.285,6.96,6.98,6.98,233081,0.0,1.0
2019-01-11,7.38,7.55,7.2,7.28,7.28,272674,0.0,1.0
2019-01-10,7.31,7.51,7.2,7.41,7.41,250633,0.0,1.0
2019-01-09,7.76,7.8,7.31,7.35,7.35,306912,0.0,1.0
2019-01-08,7.16,7.94,7.01,7.72,7.72,1966139,0.0,1.0
2019-01-07,7.23,7.63,6.98,7.06,7.06,1273115,0.0,1.0
2019-01-04,6.94,7.33,6.88,7.28,7.28,264003,0.0,1.0
2019-01-03,6.81,7.03,6.66,6.85,6.85,362432,0.0,1.0
2019-01-02,6.22,6.85,6.15,6.82,6.82,233222,0.0,1.0
2018-12-31,6.18,6.36,6.15,6.32,6.32,317368,0.0,1.0
2018-12-28,6.22,6.33,6.06,6.12,6.12,213260,0.0,1.0
2018-12-27,6.17,6.3,5.9,6.26,6.26,307980,0.0,1.0
2018-12-26,5.96,6.3,5.92,6.26,6.26,283064,0.0,1.0
2018-12-24,5.98,6.15,5.9,5.91,5.91,158969,0.0,1.0
2018-12-21,6.26,6.43,6.02,6.03,6.03,849515,0.0,1.0
2018-12-20,6.81,6.93,6.19,6.25,6.25,362556,0.0,1.0
2018-12-19,7.05,7.26,6.7,6.81,6.81,222515,0.0,1.0
2018-12-18,7.34,7.365,6.95,7.04,7.04,253702,0.0,1.0
2018-12-17,7.68,7.73,7.21,7.26,7.26,225577,0.0,1.0
2018-12-14,7.83,8.1,7.68,7.7,7.7,323048,0.0,1.0
2018-12-13,8.11,8.21,7.82,7.91,7.91,251636,0.0,1.0
2018-12-12,8.06,8.18,7.96,8.0,8.0,149326,0.0,1.0
2018-12-11,7.9,8.13,7.75,7.96,7.96,230804,0.0,1.0
2018-12-10,7.53,7.76,7.43,7.75,7.75,178149,0.0,1.0
2018-12-07,7.53,7.59,7.25,7.4,7.4,287505,0.0,1.0
2018-12-06,7.38,7.74,7.2,7.57,7.57,284808,0.0,1.0
2018-12-04,7.88,8.19,7.54,7.56,7.56,459073,0.0,1.0
2018-12-03,7.96,8.0,7.54,7.92,7.92,269248,0.0,1.0
2018-11-30,7.67,7.91,7.6437,7.86,7.86,281791,0.0,1.0
2018-11-29,8.01,8.15,7.64,7.66,7.66,208916,0.0,1.0
2018-11-28,7.73,8.15,7.58,8.09,8.09,302264,0.0,1.0
2018-11-27,7.57,7.79,7.49,7.67,7.67,178795,0.0,1.0
2018-11-26,7.36,7.72,7.36,7.66,7.66,173371,0.0,1.0
2018-11-23,7.23,7.54,7.18,7.27,7.27,122012,0.0,1.0
2018-11-21,7.2,7.5,7.065,7.36,7.36,235202,0.0,1.0
2018-11-20,6.68,7.215,6.67,7.13,7.13,320045,0.0,1.0
2018-11-19,6.75,6.86,6.53,6.85,6.85,642160,0.0,1.0
2018-11-16,6.46,6.75,6.36,6.75,6.75,323781,0.0,1.0
2018-11-15,6.14,6.6,6.135,6.49,6.49,304055,0.0,1.0
2018-11-14,6.59,6.59,6.02,6.17,6.17,376567,0.0,1.0
2018-11-13,6.71,6.76,6.48,6.5,6.5,286972,0.0,1.0
2018-11-12,7.1,7.2,6.5,6.62,6.62,410896,0.0,1.0
2018-11-09,7.05,7.26,6.97,7.12,7.12,1585896,0.0,1.0
2018-11-08,7.53,7.55,7.04,7.11,7.11,257904,0.0,1.0
2018-11-07,7.17,7.7,7.17,7.63,7.63,603141,0.0,1.0
2018-11-06,6.87,7.3,6.87,7.07,7.07,310937,0.0,1.0
2018-11-05,7.31,7.52,6.77,6.84,6.84,1726584,0.0,1.0
2018-11-02,7.0,7.59,6.84,7.4,7.4,717038,0.0,1.0
2018-11-01,6.68,7.0,6.63,6.93,6.93,428207,0.0,1.0
2018-10-31,6.75,6.825,6.58,6.69,6.69,261753,0.0,1.0
2018-10-30,6.64,6.81,6.35,6.6,6.6,217655,0.0,1.0
2018-10-29,6.92,6.92,6.4,6.61,6.61,304613,0.0,1.0
2018-10-26,6.97,6.98,6.6,6.77,6.77,608154,0.0,1.0
2018-10-25,6.61,7.27,6.61,7.16,7.16,259503,0.0,1.0
2018-10-24,7.2,7.28,6.48,6.54,6.54,312989,0.0,1.0
2018-10-23,7.05,7.42,6.65,7.22,7.22,481788,0.0,1.0
2018-10-22,7.45,7.45,7.0,7.14,7.14,208740,0.0,1.0
2018-10-19,7.8,8.11,7.21,7.26,7.26,332948,0.0,1.0
2018-10-18,8.33,8.43,7.74,7.78,7.78,1053246,0.0,1.0
2018-10-17,8.49,8.69,8.26,8.35,8.35,242121,0.0,1.0
2018-10-16,7.71,8.75,7.65,8.66,8.66,441688,0.0,1.0
2018-10-15,7.61,7.75,7.3101,7.62,7.62,177669,0.0,1.0
2018-10-12,7.6,7.71,7.47,7.61,7.61,171666,0.0,1.0
2018-10-11,7.53,7.78,7.44,7.45,7.45,188860,0.0,1.0
2018-10-10,7.79,7.97,7.53,7.56,7.56,248777,0.0,1.0
2018-10-09,8.11,8.39,7.81,7.87,7.87,271316,0.0,1.0
2018-10-08,8.51,8.66,8.07,8.21,8.21,328606,0.0,1.0
2018-10-05,8.8,8.84,8.3124,8.6,8.6,286654,0.0,1.0
2018-10-04,9.14,9.14,8.83,9.04,9.04,185536,0.0,1.0
2018-10-03,8.99,9.43,8.87,9.29,9.29,239576,0.0,1.0
2018-10-02,8.98,9.0816,8.77,8.93,8.93,328186,0.0,1.0
2018-10-01,9.92,9.95,8.93,9.01,9.01,364146,0.0,1.0
2018-09-28,9.8,10.0,9.7,9.85,9.85,343298,0.0,1.0
2018-09-27,9.35,10.0,9.3,9.8,9.8,250464,0.0,1.0
2018-09-26,9.15,9.5,9.025,9.3,9.3,220078,0.0,1.0
2018-09-25,9.1,9.25,9.05,9.15,9.15,171463,0.0,1.0
2018-09-24,8.55,9.3,8.55,9.0,9.0,503476,0.0,1.0
2018-09-21,8.1,8.5,7.85,8.5,8.5,1265790,0.0,1.0
2018-09-20,8.35,8.5,7.95,8.15,8.15,286790,0.0,1.0
2018-09-19,8.5,8.6,8.25,8.35,8.35,356914,0.0,1.0
2018-09-18,8.15,8.6,8.15,8.5,8.5,210598,0.0,1.0
2018-09-17,8.35,8.425,8.025,8.2,8.2,210242,0.0,1.0
2018-09-14,8.1,8.45,7.95,8.375,8.375,365530,0.0,1.0
2018-09-13,7.8,8.25,7.65,8.1,8.1,167986,0.0,1.0
2018-09-12,7.5,7.85,7.35,7.8,7.8,187363,0.0,1.0
2018-09-11,8.0,8.1,7.4,7.45,7.45,195352,0.0,1.0
2018-09-10,7.95,8.05,7.7,8.0,8.0,195923,0.0,1.0
2018-09-07,8.05,8.25,7.75,7.85,7.85,189225,0.0,1.0
2018-09-06,8.0,8.3,7.95,8.05,8.05,305671,0.0,1.0
2018-09-05,7.9,8.15,7.755,8.05,8.05,188699,0.0,1.0
2018-09-04,7.9,8.2,7.75,7.9,7.9,247756,0.0,1.0
2018-08-31,7.45,7.95,7.0812,7.9,7.9,296209,0.0,1.0
2018-08-30,7.55,7.75,7.5,7.55,7.55,214889,0.0,1.0
2018-08-29,7.3,7.65,7.175,7.55,7.55,322825,0.0,1.0
2018-08-28,7.2,7.3,7.05,7.2,7.2,320191,0.0,1.0
2018-08-27,7.25,7.477,7.2,7.25,7.25,245801,0.0,1.0
2018-08-24,7.15,7.25,7.0,7.15,7.15,200654,0.0,1.0
2018-08-23,7.35,7.5,7.1,7.1,7.1,168890,0.0,1.0
2018-08-22,7.25,7.5,7.25,7.4,7.4,181729,0.0,1.0
2018-08-21,7.1,7.35,7.1,7.35,7.35,279678,0.0,1.0
2018-08-20,7.2,7.25,7.05,7.05,7.05,128570,0.0,1.0
2018-08-17,7.05,7.3,6.95,7.2,7.2,259136,0.0,1.0
2018-08-16,7.1,7.2,6.9,7.1,7.1,225985,0.0,1.0
2018-08-15,7.05,7.15,6.9,7.05,7.05,203218,0.0,1.0
2018-08-14,6.9,7.075,6.85,7.05,7.05,133464,0.0,1.0
2018-08-13,7.0,7.025,6.8,6.9,6.9,230378,0.0,1.0
2018-08-10,6.95,7.1,6.875,7.0,7.0,210432,0.0,1.0
2018-08-09,7.1,7.2,6.85,6.95,6.95,155123,0.0,1.0
2018-08-08,7.05,7.2,6.65,7.15,7.15,283776,0.0,1.0
2018-08-07,6.75,7.1,6.6,7.1,7.1,251440,0.0,1.0
2018-08-06,6.45,6.65,6.35,6.65,6.65,224476,0.0,1.0
2018-08-03,7.0,7.0,6.4,6.4,6.4,353651,0.0,1.0
2018-08-02,6.85,7.05,6.8,7.025,7.025,266670,0.0,1.0
2018-08-01,6.6,7.05,6.205,7.05,7.05,488116,0.0,1.0
2018-07-31,7.35,7.5,7.2,7.35,7.35,313324,0.0,1.0
2018-07-30,7.55,7.6,7.3,7.45,7.45,229788,0.0,1.0
2018-07-27,8.15,8.15,7.15,7.45,7.45,428794,0.0,1.0
2018-07-26,7.9,7.95,7.65,7.9,7.9,186193,0.0,1.0
2018-07-25,7.95,8.15,7.8,7.9,7.9,575120,0.0,1.0
2018-07-24,8.5,8.6,7.975,8.0,8.0,247815,0.0,1.0
2018-07-23,8.9,8.9,8.3,8.5,8.5,246446,0.0,1.0
2018-07-20,8.9,9.0,8.7,8.8,8.8,149654,0.0,1.0
2018-07-19,8.85,8.995,8.725,8.9,8.9,241727,0.0,1.0
2018-07-18,8.85,8.9,8.65,8.85,8.85,144223,0.0,1.0
2018-07-17,8.9,9.05,8.75,8.8,8.8,119289,0.0,1.0
2018-07-16,9.2,9.325,8.8,8.9,8.9,150326,0.0,1.0
2018-07-13,9.2,9.35,9.1,9.3,9.3,150469,0.0,1.0
2018-07-12,9.15,9.35,9.075,9.2,9.2,254393,0.0,1.0
2018-07-11,9.1,9.35,9.05,9.1,9.1,130898,0.0,1.0
2018-07-10,9.15,9.3,9.125,9.25,9.25,188865,0.0,1.0
2018-07-09,9.35,9.45,9.05,9.05,9.05,191900,0.0,1.0
2018-07-06,9.2,9.4,9.15,9.35,9.35,202538,0.0,1.0
2018-07-05,9.05,9.3,8.85,9.15,9.15,188862,0.0,1.0
2018-07-03,8.75,9.15,8.65,9.1,9.1,157969,0.0,1.0
2018-07-02,8.35,8.7,8.25,8.7,8.7,207923,0.0,1.0
2018-06-29,8.25,8.45,8.1,8.3,8.3,340348,0.0,1.0
2018-06-28,8.15,8.3,7.9,8.2,8.2,517770,0.0,1.0
2018-06-27,8.4,8.4,8.175,8.2,8.2,289023,0.0,1.0
2018-06-26,8.75,8.75,8.3,8.35,8.35,251280,0.0,1.0
2018-06-25,8.15,8.75,8.15,8.65,8.65,538589,0.0,1.0
2018-06-22,8.3,8.6,8.05,8.4,8.4,969977,0.0,1.0
2018-06-21,8.45,8.5,8.075,8.2,8.2,458370,0.0,1.0
2018-06-20,8.3,8.5,7.9,8.4,8.4,512681,0.0,1.0
2018-06-19,8.15,8.35,8.0,8.35,8.35,647061,0.0,1.0
2018-06-18,9.2,9.2,7.95,8.25,8.25,1681110,0.0,1.0
2018-06-15,9.35,10.0,9.35,9.9,9.9,1481887,0.0,1.0
2018-06-14,9.15,9.5,9.01,9.45,9.45,375763,0.0,1.0
2018-06-13,9.0,9.4,8.8,9.15,9.15,391742,0.0,1.0
2018-06-12,9.05,9.2,8.95,9.05,9.05,306142,0.0,1.0
2018-06-11,8.55,9.4,8.55,9.05,9.05,628561,0.0,1.0
2018-06-08,8.75,8.8,8.55,8.55,8.55,205145,0.0,1.0
2018-06-07,8.95,9.0,8.75,8.75,8.75,178158,0.0,1.0
2018-06-06,9.0,9.1,8.75,9.0,9.0,194191,0.0,1.0
2018-06-05,8.2,9.025,8.05,8.95,8.95,367365,0.0,1.0
2018-06-04,8.9,8.9,8.15,8.2,8.2,313598,0.0,1.0
2018-06-01,9.1,9.2,8.8,8.9,8.9,265728,0.0,1.0
2018-05-31,8.95,9.1,8.9,9.0,9.0,215702,0.0,1.0
2018-05-30,8.85,9.15,8.8,9.0,9.0,176707,0.0,1.0
2018-05-29,8.7,8.9,8.65,8.75,8.75,185101,0.0,1.0
2018-05-25,8.8,8.95,8.675,8.8,8.8,122508,0.0,1.0
2018-05-24,8.65,8.8,8.5,8.75,8.75,173241,0.0,1.0
2018-05-23,8.65,8.9,8.65,8.7,8.7,267733,0.0,1.0
2018-05-22,8.65,8.75,8.6,8.6,8.6,190865,0.0,1.0
2018-05-21,9.2,9.3,8.65,8.65,8.65,260477,0.0,1.0
2018-05-18,9.2,9.3,9.05,9.15,9.15,211733,0.0,1.0
2018-05-17,9.4,9.45,9.0,9.15,9.15,246284,0.0,1.0
2018-05-16,9.3,9.45,9.25,9.45,9.45,272706,0.0,1.0
2018-05-15,9.3,9.4,9.2,9.25,9.25,262572,0.0,1.0
2018-05-14,8.95,9.45,8.9,9.35,9.35,346421,0.0,1.0
2018-05-11,8.65,9.0,8.55,8.9,8.9,382780,0.0,1.0
2018-05-10,8.9,8.9,8.65,8.7,8.7,205968,0.0,1.0
2018-05-09,8.55,8.9,8.4,8.9,8.9,252154,0.0,1.0
2018-05-08,8.7,8.7,8.425,8.5,8.5,199313,0.0,1.0
2018-05-07,8.45,8.85,8.45,8.65,8.65,270508,0.0,1.0
2018-05-04,8.3,8.6,8.3,8.5,8.5,163787,0.0,1.0
2018-05-03,8.5,8.5,8.25,8.35,8.35,183890,0.0,1.0
2018-05-02,8.25,8.55,8.2,8.5,8.5,247775,0.0,1.0
2018-05-01,8.25,8.35,8.05,8.3,8.3,203720,0.0,1.0
2018-04-30,8.75,8.75,8.125,8.3,8.3,444129,0.0,1.0
2018-04-27,7.75,8.7,7.7,8.65,8.65,441016,0.0,1.0
2018-04-26,7.25,7.7,7.2,7.7,7.7,245710,0.0,1.0
2018-04-25,7.1,7.4,7.075,7.25,7.25,219828,0.0,1.0
2018-04-24,7.2,7.3,7.05,7.1,7.1,225475,0.0,1.0
2018-04-23,7.2,7.45,7.1,7.2,7.2,229940,0.0,1.0
2018-04-20,7.1,7.3,7.05,7.15,7.15,165718,0.0,1.0
2018-04-19,7.3,7.5,7.05,7.1,7.1,273850,0.0,1.0
2018-04-18,7.9,7.9,7.1,7.3,7.3,521336,0.0,1.0
2018-04-17,7.75,8.05,7.625,7.85,7.85,320034,0.0,1.0
2018-04-16,7.6,7.85,7.45,7.75,7.75,174484,0.0,1.0
2018-04-13,7.6,7.6,7.35,7.55,7.55,181287,0.0,1.0
2018-04-12,7.45,7.65,7.35,7.6,7.6,242409,0.0,1.0
2018-04-11,7.3,7.6,7.25,7.4,7.4,181510,0.0,1.0
2018-04-10,7.25,7.55,7.1744,7.3,7.3,357553,0.0,1.0
2018-04-09,7.2,7.35,7.1,7.2,7.2,210542,0.0,1.0
2018-04-06,7.5,7.5,7.05,7.1,7.1,209096,0.0,1.0
2018-04-05,7.65,7.65,7.35,7.5,7.5,300820,0.0,1.0
2018-04-04,6.95,7.65,6.95,7.55,7.55,313003,0.0,1.0
2018-04-03,7.0,7.15,6.75,7.0,7.0,236358,0.0,1.0
2018-04-02,7.2,7.2,6.775,6.9,6.9,356234,0.0,1.0
2018-03-29,7.3,7.5,7.15,7.2,7.2,381393,0.0,1.0
2018-03-28,7.5,7.59,7.15,7.3,7.3,415882,0.0,1.0
2018-03-27,8.1,8.125,7.5,7.55,7.55,358609,0.0,1.0
2018-03-26,8.4,8.45,7.8,8.15,8.15,280191,0.0,1.0
2018-03-23,8.35,8.55,8.2,8.25,8.25,225346,0.0,1.0
2018-03-22,8.4,8.7,8.25,8.35,8.35,1095899,0.0,1.0
2018-03-21,8.6,8.7,8.45,8.5,8.5,183210,0.0,1.0
2018-03-20,8.65,8.7,8.35,8.6,8.6,289077,0.0,1.0
2018-03-19,8.8,8.9,8.55,8.7,8.7,405516,0.0,1.0
2018-03-16,8.25,8.85,8.075,8.75,8.75,1484412,0.0,1.0
2018-03-15,8.8,8.85,8.2,8.3,8.3,367930,0.0,1.0
2018-03-14,8.85,8.9,8.45,8.8,8.8,441239,0.0,1.0
2018-03-13,8.75,8.9,8.55,8.85,8.85,389718,0.0,1.0
2018-03-12,8.35,8.75,8.2,8.7,8.7,343160,0.0,1.0
2018-03-09,8.6,8.65,8.15,8.3,8.3,383678,0.0,1.0
2018-03-08,8.45,8.5,8.15,8.5,8.5,264526,0.0,1.0
2018-03-07,8.3,8.45,8.075,8.4,8.4,363972,0.0,1.0
2018-03-06,8.45,8.45,8.05,8.4,8.4,409260,0.0,1.0
2018-03-05,7.85,8.425,7.85,8.35,8.35,327702,0.0,1.0
2018-03-02,7.6,8.0,7.55,7.95,7.95,438136,0.0,1.0
2018-03-01,7.7,7.85,7.5,7.7,7.7,389268,0.0,1.0
2018-02-28,7.85,8.15,7.75,7.75,7.75,419659,0.0,1.0
2018-02-27,7.95,8.0,7.75,7.8,7.8,207100,0.0,1.0
2018-02-26,7.95,8.025,7.75,7.9,7.9,266523,0.0,1.0
2018-02-23,7.8,7.95,7.6,7.9,7.9,280590,0.0,1.0
2018-02-22,7.75,8.1,7.6,7.8,7.8,358630,0.0,1.0
2018-02-21,7.75,8.0,7.6,7.65,7.65,384584,0.0,1.0
2018-02-20,7.95,8.2,7.75,7.75,7.75,409310,0.0,1.0
2018-02-16,8.35,8.55,7.5,8.025,8.025,781707,0.0,1.0
2018-02-15,9.05,9.1,8.5,8.65,8.65,310387,0.0,1.0
2018-02-14,8.6,9.05,8.6,9.0,9.0,260537,0.0,1.0
2018-02-13,8.45,8.8,8.35,8.725,8.725,206086,0.0,1.0
2018-02-12,8.55,8.7,8.45,8.6,8.6,269245,0.0,1.0
2018-02-09,8.45,8.65,7.8,8.55,8.55,473646,0.0,1.0
2018-02-08,8.75,9.0,8.35,8.35,8.35,262285,0.0,1.0
2018-02-07,8.3,8.8,8.21,8.65,8.65,300499,0.0,1.0
2018-02-06,8.2,8.7,8.1,8.4,8.4,547019,0.0,1.0
2018-02-05,8.6,8.75,8.2,8.2,8.2,367677,0.0,1.0
2018-02-02,8.95,9.2,8.55,8.65,8.65,434520,0.0,1.0
2018-02-01,9.15,9.2,8.8,9.1,9.1,283092,0.0,1.0
2018-01-31,9.2,9.65,9.15,9.2,9.2,465523,0.0,1.0
2018-01-30,9.55,9.725,9.2,9.2,9.2,351433,0.0,1.0
2018-01-29,9.7,10.0,9.5,9.7,9.7,301226,0.0,1.0
2018-01-26,10.0,10.05,9.75,9.8,9.8,284912,0.0,1.0
2018-01-25,9.7,10.05,9.6,9.95,9.95,455440,0.0,1.0
2018-01-24,10.2,10.255,9.7,9.7,9.7,400059,0.0,1.0
2018-01-23,9.65,10.1,9.6,10.05,10.05,365766,0.0,1.0
2018-01-22,9.65,10.2,9.25,9.55,9.55,528710,0.0,1.0
2018-01-19,8.9,9.6,8.8,9.6,9.6,405436,0.0,1.0
2018-01-18,8.95,8.95,8.65,8.8,8.8,208030,0.0,1.0
2018-01-17,8.65,8.95,8.35,8.85,8.85,499133,0.0,1.0
2018-01-16,8.9,9.05,8.5,8.6,8.6,397279,0.0,1.0
2018-01-12,8.85,8.9,8.7,8.85,8.85,177252,0.0,1.0
2018-01-11,8.9,8.9,8.65,8.8,8.8,311518,0.0,1.0
2018-01-10,8.85,8.95,8.5,8.95,8.95,299901,0.0,1.0
2018-01-09,8.55,8.9,8.55,8.85,8.85,285666,0.0,1.0
2018-01-08,8.7,8.76,8.35,8.5,8.5,258571,0.0,1.0
2018-01-05,8.85,8.9,8.65,8.7,8.7,260693,0.0,1.0
2018-01-04,8.85,8.8752,8.6,8.75,8.75,230104,0.0,1.0
2018-01-03,8.8,8.95,8.65,8.8,8.8,239608,0.0,1.0
2018-01-02,8.15,8.85,8.1,8.75,8.75,376449,0.0,1.0
2017-12-29,8.55,8.7,8.045,8.15,8.15,400227,0.0,1.0
2017-12-28,8.35,8.5,8.25,8.5,8.5,296586,0.0,1.0
2017-12-27,8.5,8.5,8.25,8.35,8.35,191906,0.0,1.0
2017-12-26,8.45,8.7,8.3,8.45,8.45,331962,0.0,1.0
2017-12-22,8.45,8.55,8.34,8.45,8.45,682490,0.0,1.0
2017-12-21,8.3,8.55,8.155,8.4,8.4,339502,0.0,1.0
2017-12-20,8.25,8.4,8.15,8.3,8.3,299432,0.0,1.0
2017-12-19,8.55,8.65,8.1,8.15,8.15,466903,0.0,1.0
