,VRTS_Open,VRTS_High,VRTS_Low,VRTS_Close,VRTS_Adj Close,VRTS_Volume,VRTS_Dividend Amount,VRTS_Split Coefficient
2024-08-28,207.53,209.92,204.07,204.37,204.37,31961,0.0,1.0
2024-08-27,209.71,212.665,209.465,209.68,209.68,25993,0.0,1.0
2024-08-26,219.94,220.46,213.84,214.45,214.45,37247,0.0,1.0
2024-08-23,210.2,218.745,210.2,216.74,216.74,25752,0.0,1.0
2024-08-22,207.93,211.355,207.93,209.95,209.95,23028,0.0,1.0
2024-08-21,209.39,211.16,206.99,207.89,207.89,23255,0.0,1.0
2024-08-20,210.09,210.09,207.27,209.54,209.54,26822,0.0,1.0
2024-08-19,207.65,211.14,207.09,210.75,210.75,39497,0.0,1.0
2024-08-16,205.36,208.555,205.36,208.12,208.12,23911,0.0,1.0
2024-08-15,205.84,208.7094,205.43,206.0,206.0,35349,0.0,1.0
2024-08-14,197.32,201.34,191.44,200.42,200.42,44783,0.0,1.0
2024-08-13,196.51,198.36,194.67,197.24,197.24,49269,0.0,1.0
2024-08-12,197.21,200.0,194.92,197.46,197.46,47797,0.0,1.0
2024-08-09,198.32,198.32,195.93,197.49,197.49,20931,0.0,1.0
2024-08-08,195.81,198.595,192.6,197.87,197.87,27374,0.0,1.0
2024-08-07,199.48,199.5,192.39,192.39,192.39,37224,0.0,1.0
2024-08-06,196.52,200.17,194.1,196.84,196.84,41921,0.0,1.0
2024-08-05,196.42,199.02,193.84,196.09,196.09,56967,0.0,1.0
2024-08-02,208.01,210.15,204.56,207.23,207.23,42171,0.0,1.0
2024-08-01,225.4,227.04,214.65,214.81,214.81,52883,0.0,1.0
2024-07-31,227.55,230.19,225.0,226.0,226.0,52010,1.9,1.0
2024-07-30,228.74,233.0,225.5,229.34,227.427994734533,43685,0.0,1.0
2024-07-29,232.24,232.24,224.08,226.29,224.403422553752,41600,0.0,1.0
2024-07-26,242.2,247.05,231.125,234.48,232.525142606406,36800,0.0,1.0
2024-07-25,238.06,248.35,238.06,245.79,243.740851250548,68164,0.0,1.0
2024-07-24,240.22,244.77,237.395,237.4,235.420798595875,49508,0.0,1.0
2024-07-23,240.5,246.34,240.5,241.18,239.169284774024,62538,0.0,1.0
2024-07-22,240.8,242.81,237.88,241.61,239.595699868363,36545,0.0,1.0
2024-07-19,243.47,244.82,239.56,240.3,238.296621325143,25384,0.0,1.0
2024-07-18,242.82,248.71,242.81,243.39,241.360860026327,27809,0.0,1.0
2024-07-17,242.75,247.89,239.66,244.86,242.818604651163,70830,0.0,1.0
2024-07-16,234.75,244.8672,234.74,243.63,241.598859148749,55816,0.0,1.0
2024-07-15,231.7,238.97,230.5,231.54,229.609653356735,68854,0.0,1.0
2024-07-12,232.31,233.4,229.95,230.93,229.004738920579,39605,0.0,1.0
2024-07-11,231.73,235.15,229.46,229.79,227.874243089074,65102,0.0,1.0
2024-07-10,222.46,227.16,222.46,227.16,225.266169372532,16599,0.0,1.0
2024-07-09,221.35,224.4999,220.45,222.73,220.873102237824,24409,0.0,1.0
2024-07-08,221.83,222.78,221.11,222.08,220.228521281264,43016,0.0,1.0
2024-07-05,225.51,225.51,221.44,221.46,219.613690215007,15726,0.0,1.0
2024-07-03,225.03,226.78,225.03,226.7,224.810004387889,10904,0.0,1.0
2024-07-02,223.82,225.95,223.0,225.43,223.550592365072,16717,0.0,1.0
2024-07-01,224.98,226.66,221.67,222.92,221.061518209741,31608,0.0,1.0
2024-06-28,223.31,226.02,219.345,225.85,223.967090829311,313402,0.0,1.0
2024-06-27,221.81,222.53,219.51,220.83,218.988942518649,23842,0.0,1.0
2024-06-26,221.57,222.735,219.49,220.33,218.493111013602,19989,0.0,1.0
2024-06-25,224.28,224.28,219.825,222.7,220.843352347521,35645,0.0,1.0
2024-06-24,221.05,227.07,221.05,225.38,223.501009214568,35970,0.0,1.0
2024-06-21,219.83,221.57,219.01,219.21,217.382448442299,106020,0.0,1.0
2024-06-20,215.53,221.465,215.53,220.0,218.165862220272,27488,0.0,1.0
2024-06-18,216.91,220.752,216.01,217.33,215.518121983326,45264,0.0,1.0
2024-06-17,212.53,215.54,210.01,215.53,213.73312856516,39658,0.0,1.0
2024-06-14,210.89,213.785,209.96,212.63,210.857305835893,35708,0.0,1.0
2024-06-13,217.16,218.24,213.07,213.45,211.670469504168,49638,0.0,1.0
2024-06-12,221.17,229.405,217.77,218.76,216.936200087758,45523,0.0,1.0
2024-06-11,214.19,215.32,212.21,214.99,213.19763053971,34101,0.0,1.0
2024-06-10,215.23,217.15,215.23,216.35,214.546292233436,57276,0.0,1.0
2024-06-07,220.04,220.32,216.74,218.0,216.182536200088,53522,0.0,1.0
2024-06-06,224.48,226.035,221.17,221.98,220.129354980254,60135,0.0,1.0
2024-06-05,226.86,228.6,225.23,226.7,224.810004387889,42470,0.0,1.0
2024-06-04,228.96,232.0,225.38,227.22,225.325669153137,19549,0.0,1.0
2024-06-03,231.29,231.29,227.34,230.0,228.082492321193,26614,0.0,1.0
2024-05-31,226.24,230.485,225.365,228.59,226.684247476964,75685,0.0,1.0
2024-05-30,227.06,229.4899,225.68,226.69,224.800087757788,27860,0.0,1.0
2024-05-29,227.39,227.44,224.94,225.68,223.798508117595,39588,0.0,1.0
2024-05-28,232.38,232.38,227.675,228.54,226.634664326459,26646,0.0,1.0
2024-05-24,230.15,234.13,229.6,232.64,230.700482667837,50785,0.0,1.0
2024-05-23,234.36,234.36,229.0,229.67,227.755243527863,25791,0.0,1.0
2024-05-22,235.17,235.89,232.71,234.4,232.445809565599,46390,0.0,1.0
2024-05-21,231.23,237.375,231.23,237.0,235.024133391838,22465,0.0,1.0
2024-05-20,232.45,235.81,232.45,233.36,231.414480035103,40728,0.0,1.0
2024-05-17,236.36,236.36,233.17,233.34,231.394646774901,26992,0.0,1.0
2024-05-16,234.52,236.31,232.67,235.41,233.447389205792,23597,0.0,1.0
2024-05-15,233.85,236.47,231.98,234.43,232.475559455902,37535,0.0,1.0
2024-05-14,234.18,235.12,230.37,232.49,230.551733216323,34300,0.0,1.0
2024-05-13,232.68,233.96,230.64,230.64,228.717156647652,23361,0.0,1.0
2024-05-10,233.06,234.18,230.57,230.68,228.756823168056,31680,0.0,1.0
2024-05-09,232.44,238.8,232.44,234.54,232.584642387012,51515,0.0,1.0
2024-05-08,223.75,234.55,223.349,234.16,232.207810443177,52093,0.0,1.0
2024-05-07,229.23,230.785,224.61,224.61,222.737428696797,52068,0.0,1.0
2024-05-06,228.01,229.3,226.045,227.56,225.662834576569,30227,0.0,1.0
2024-05-03,224.48,228.23,224.03,226.6,224.71083808688,25173,0.0,1.0
2024-05-02,223.26,223.41,219.525,223.28,221.418516893374,60923,0.0,1.0
2024-05-01,220.21,223.965,218.565,219.9,218.066695919263,58222,0.0,1.0
2024-04-30,221.89,223.41,218.65,219.32,217.491531373409,84613,0.0,1.0
2024-04-29,225.82,226.99,218.94,222.19,220.337604212374,93396,1.9,1.0
2024-04-26,217.96,240.37,217.96,227.58,223.769164026293,74494,0.0,1.0
2024-04-25,230.52,231.47,226.44,230.75,226.88608225269,38880,0.0,1.0
2024-04-24,230.93,236.04,230.13,234.7,230.769939348673,36198,0.0,1.0
2024-04-23,230.9,236.065,230.9,233.14,229.2360616095,20124,0.0,1.0
2024-04-22,224.39,232.27,224.39,231.78,227.898834862528,62351,0.0,1.0
2024-04-19,218.81,225.38,218.81,225.34,221.566672913634,42792,0.0,1.0
2024-04-18,217.61,225.08,217.61,219.8,216.119440429648,44164,0.0,1.0
2024-04-17,222.38,222.5,218.04,218.58,214.919869377218,43422,0.0,1.0
2024-04-16,221.01,221.88,216.67,219.47,215.794966292515,64335,0.0,1.0
2024-04-15,228.53,230.26,222.22,223.98,220.229446166663,35872,0.0,1.0
2024-04-12,228.37,229.13,225.52,225.63,221.851816852327,32259,0.0,1.0
2024-04-11,230.7,233.96,228.34,231.55,227.672686221497,34438,0.0,1.0
2024-04-10,232.39,233.71,227.91,228.32,224.496772697439,43243,0.0,1.0
2024-04-09,239.69,239.94,236.62,239.64,235.627218856055,22180,0.0,1.0
2024-04-08,238.38,243.08,237.1,239.64,235.627218856055,40255,0.0,1.0
2024-04-05,239.29,242.41,238.8,241.38,237.338082488209,24405,0.0,1.0
2024-04-04,246.0,247.735,240.07,240.65,236.620306366673,21177,0.0,1.0
2024-04-03,239.57,246.32,239.57,244.51,240.415670516165,27727,0.0,1.0
2024-04-02,236.89,242.46,236.89,242.46,238.399997846098,52904,0.0,1.0
2024-04-01,246.68,246.68,241.24,241.96,237.908370365594,49988,0.0,1.0
2024-03-28,252.09,263.39,243.73,247.98,243.827565230865,102745,0.0,1.0
2024-03-27,242.83,247.61,242.83,247.61,243.463760895292,38000,0.0,1.0
2024-03-26,244.99,246.03,237.66,239.36,235.351907466972,49647,0.0,1.0
2024-03-25,244.38,245.64,243.6,243.81,239.72739204346,24813,0.0,1.0
2024-03-22,245.24,246.0,242.87,243.4,239.324257509446,41353,0.0,1.0
2024-03-21,240.97,247.16,240.97,245.97,241.851222759238,49257,0.0,1.0
2024-03-20,231.63,242.25,231.63,240.17,236.148343985389,37355,0.0,1.0
2024-03-19,228.81,235.315,228.81,233.97,230.052163227137,43982,0.0,1.0
2024-03-18,232.92,233.65,230.475,231.37,227.495700328515,49143,0.0,1.0
2024-03-15,231.95,237.045,231.29,231.33,227.456370130075,315089,0.0,1.0
2024-03-14,241.73,241.73,231.195,234.0,230.081660875967,83462,0.0,1.0
2024-03-13,246.38,249.8057,239.68,241.73,237.682221724562,52852,0.0,1.0
2024-03-12,246.92,251.38,246.73,247.3,243.158951857379,58398,0.0,1.0
2024-03-11,248.43,250.85,245.81,249.08,244.909145687974,51598,0.0,1.0
2024-03-08,249.43,253.63,248.39,250.52,246.325032831826,55170,0.0,1.0
2024-03-07,247.5,252.32,247.5,248.21,244.053713871897,67764,0.0,1.0
2024-03-06,238.23,252.5,234.02,245.63,241.516916072495,148704,0.0,1.0
2024-03-05,226.54,230.29,224.82,227.18,223.37586204189,98963,0.0,1.0
2024-03-04,233.52,236.72,226.36,227.27,223.464354988381,130993,0.0,1.0
2024-03-01,233.71,236.785,229.54,236.16,232.205491591745,97285,0.0,1.0
2024-02-29,232.83,232.83,229.6032,232.32,228.429792541473,39886,0.0,1.0
2024-02-28,228.51,232.0,228.38,228.77,224.939237429893,84708,0.0,1.0
2024-02-27,234.2,234.2,230.24,231.52,227.643188572666,49610,0.0,1.0
2024-02-26,233.46,237.0,230.57,230.95,227.082733244891,40415,0.0,1.0
2024-02-23,233.74,238.26,233.49,235.51,231.56637586709,44408,0.0,1.0
2024-02-22,229.99,234.84,229.9,234.84,230.907595043214,113470,0.0,1.0
2024-02-21,229.28,231.99,227.25,230.0,226.148641031933,67609,0.0,1.0
2024-02-20,229.66,235.8,229.48,231.5,227.623523473446,42281,0.0,1.0
2024-02-16,231.74,236.2525,231.74,233.24,229.334387105601,42028,0.0,1.0
2024-02-15,231.74,237.04,231.485,235.8,231.851519805782,44367,0.0,1.0
2024-02-14,232.59,233.495,227.33,231.03,227.161393641772,42527,0.0,1.0
2024-02-13,230.18,233.63,225.72,228.18,224.359117002898,45922,0.0,1.0
2024-02-12,233.99,239.14,233.99,237.95,233.96551797195,48189,0.0,1.0
2024-02-09,233.8,237.26,230.41,234.1,230.179986372068,49312,0.0,1.0
2024-02-08,229.76,235.56,228.31,231.69,227.810341916038,30958,0.0,1.0
2024-02-07,230.16,235.01,226.43,232.14,228.252806648491,33331,0.0,1.0
2024-02-06,230.87,233.2,229.93,230.0,226.148641031933,41826,0.0,1.0
2024-02-05,228.82,234.59,226.35,232.49,228.596945884844,55316,0.0,1.0
2024-02-02,233.69,243.145,230.09,230.98,227.112230893722,56784,0.0,1.0
2024-02-01,238.65,239.87,230.92,239.21,235.204419222821,39753,0.0,1.0
2024-01-31,243.14,244.75,235.67,236.11,232.156328843695,43854,0.0,1.0
2024-01-30,244.06,246.38,243.13,243.13,239.058778669974,31373,1.9,1.0
2024-01-29,245.39,247.3,243.77,246.68,240.668569245844,41234,0.0,1.0
2024-01-26,246.86,248.1562,243.42,245.96,239.966115176373,24811,0.0,1.0
2024-01-25,245.6,245.6,240.49,244.65,238.688039022198,24017,0.0,1.0
2024-01-24,246.76,247.43,237.66,241.0,235.126987142243,65824,0.0,1.0
2024-01-23,247.87,247.87,240.0,242.75,236.834340783317,31910,0.0,1.0
2024-01-22,240.79,245.54,240.79,244.69,238.727064248279,37939,0.0,1.0
2024-01-19,230.94,242.43,230.9,240.15,234.297701088006,39173,0.0,1.0
2024-01-18,229.75,232.57,228.4,231.87,226.219479289095,40569,0.0,1.0
2024-01-17,226.0,232.29,226.0,229.29,223.702352206825,38414,0.0,1.0
2024-01-16,234.14,237.53,228.97,230.41,224.795058537113,41960,0.0,1.0
2024-01-12,236.39,237.67,234.16,237.16,231.380565438399,31447,0.0,1.0
2024-01-11,232.81,235.0,230.64,232.78,227.107303182453,38069,0.0,1.0
2024-01-10,233.37,236.565,231.57,233.25,227.565849588913,31914,0.0,1.0
2024-01-09,235.18,236.5,232.41,233.37,227.682925267158,37528,0.0,1.0
2024-01-08,233.77,238.81,233.77,238.45,232.639128979534,22613,0.0,1.0
2024-01-05,235.45,238.955,233.41,234.2,228.492698708354,41209,0.0,1.0
2024-01-04,231.08,238.71,231.08,238.02,232.219607799156,24848,0.0,1.0
2024-01-03,234.67,234.67,228.77,229.11,223.526738689457,46567,0.0,1.0
2024-01-02,239.46,240.25,233.75,235.63,229.887850540774,32009,0.0,1.0
2023-12-29,242.6,243.52,240.0,241.76,235.868466437795,33397,0.0,1.0
2023-12-28,243.89,247.87,243.35,247.11,241.088090426222,29428,0.0,1.0
2023-12-27,242.4,246.97,242.4,245.4,239.41976201123,27697,0.0,1.0
2023-12-26,242.12,243.33,239.4,243.2,237.273374576736,22486,0.0,1.0
2023-12-22,237.25,240.62,235.69,240.33,234.473314605374,30792,0.0,1.0
2023-12-21,237.02,237.02,232.93,235.51,229.770774862529,53277,0.0,1.0
2023-12-20,230.68,237.51,229.06,235.88,230.131758203785,78298,0.0,1.0
2023-12-19,220.01,227.5,220.01,226.61,221.087662059351,59750,0.0,1.0
2023-12-18,220.03,220.03,217.3,217.98,212.667969532224,42513,0.0,1.0
2023-12-15,226.87,226.88,218.8,219.92,214.560692997187,96265,0.0,1.0
2023-12-14,220.08,226.83,220.08,225.65,220.15105663339,59868,0.0,1.0
2023-12-13,207.15,217.3,205.09,217.04,211.750876719304,71780,0.0,1.0
2023-12-12,205.98,208.53,204.91,207.97,202.901906705279,31506,0.0,1.0
2023-12-11,205.41,207.7743,204.595,205.13,200.131115653478,37951,0.0,1.0
2023-12-08,206.03,209.275,205.07,206.44,201.409191807654,36553,0.0,1.0
2023-12-07,202.81,206.7,202.81,206.69,201.653099470664,35993,0.0,1.0
2023-12-06,203.09,205.78,202.78,203.11,198.160341736352,42700,0.0,1.0
2023-12-05,202.87,204.0,200.025,202.06,197.135929551708,74423,0.0,1.0
2023-12-04,199.28,205.35,199.28,204.38,199.399392664446,34701,0.0,1.0
2023-12-01,194.22,201.79,194.22,201.23,196.326156110512,49458,0.0,1.0
2023-11-30,195.7,198.9,194.25,195.62,190.852868152554,67146,0.0,1.0
2023-11-29,193.84,196.85,193.84,195.05,190.29675868089,34237,0.0,1.0
2023-11-28,192.09,194.565,191.71,191.87,187.194253207395,32796,0.0,1.0
2023-11-27,196.72,196.72,193.44,194.13,189.399178481011,29484,0.0,1.0
2023-11-24,195.22,198.19,195.22,198.04,193.213894330497,10589,0.0,1.0
2023-11-22,195.9,196.9,194.45,195.99,191.21385149381,35633,0.0,1.0
2023-11-21,197.39,197.405,193.83,193.83,189.106489285398,58359,0.0,1.0
2023-11-20,197.91,203.84,197.0,198.04,193.213894330497,45019,0.0,1.0
2023-11-17,200.89,201.53,198.0,199.07,194.218793902101,77528,0.0,1.0
2023-11-16,200.3,200.3,197.84,197.94,193.116331265293,53740,0.0,1.0
2023-11-15,202.67,208.31,201.18,202.1,197.174954777789,71563,0.0,1.0
2023-11-14,198.26,203.88,196.52,203.58,198.618888142812,35633,0.0,1.0
2023-11-13,192.565,193.53,190.51,192.41,187.721093759498,56562,0.0,1.0
2023-11-10,191.22,194.295,191.15,193.25,188.540623507213,39383,0.0,1.0
2023-11-09,192.0519,195.61,192.0519,192.98,188.277203231162,44768,0.0,1.0
2023-11-08,195.516,196.11,193.17,193.84,189.116245591918,28819,0.0,1.0
2023-11-07,201.08,201.08,192.86,194.6,189.857724887471,56305,0.0,1.0
2023-11-06,200.23,200.23,197.2001,199.41,194.550508323795,27906,0.0,1.0
2023-11-03,197.4,202.45,197.4,201.03,196.131029980104,30740,0.0,1.0
2023-11-02,187.79,194.33,187.79,194.31,189.574791998378,29491,0.0,1.0
2023-11-01,185.42,187.32,181.775,186.93,182.374637786305,42809,0.0,1.0
2023-10-31,178.33,184.835,178.33,184.23,179.74043502579,40330,0.0,1.0
2023-10-30,174.99,180.85,172.94,179.71,175.330584478558,57336,1.9,1.0
2023-10-27,168.93,182.22,168.93,174.02,168.003019167219,43650,0.0,1.0
2023-10-26,171.78,173.95,171.78,173.53,167.529961591125,58014,0.0,1.0
2023-10-25,170.89,171.47,168.78,171.01,165.097094056925,37591,0.0,1.0
2023-10-24,171.8,173.21,170.1041,172.22,166.265256642791,38207,0.0,1.0
2023-10-23,171.73,174.05,170.01,171.01,165.097094056925,69263,0.0,1.0
2023-10-20,173.66,173.66,170.01,170.94,165.029514403197,53793,0.0,1.0
2023-10-19,176.62,177.79,171.97,172.36,166.400415950246,46338,0.0,1.0
2023-10-18,179.11,179.11,175.21,177.46,171.324076436126,37266,0.0,1.0
2023-10-17,180.34,184.335,179.9,181.52,175.243696352336,41926,0.0,1.0
2023-10-16,184.25,186.64,181.565,182.25,175.948455598354,42179,0.0,1.0
2023-10-13,187.5,187.5,179.13,181.64,175.359547187298,41710,0.0,1.0
2023-10-12,191.24,191.24,183.7,186.18,179.742570443356,24094,0.0,1.0
2023-10-11,194.4543,196.05,189.57,190.2,183.623573414579,29428,0.0,1.0
2023-10-10,194.5,196.3999,192.75,192.93,186.259179909962,29072,0.0,1.0
2023-10-09,190.9,194.19,190.11,193.47,186.78050866729,34827,0.0,1.0
2023-10-06,191.35,195.5,190.47,192.87,186.201254492481,37302,0.0,1.0
2023-10-05,190.34,195.025,190.3,193.85,187.147369644669,25686,0.0,1.0
2023-10-04,192.19,192.425,188.05,191.81,185.177905450317,28405,0.0,1.0
2023-10-03,196.66,196.66,190.84,191.51,184.888278362913,28722,0.0,1.0
2023-10-02,201.97,202.2825,196.74,198.52,191.655897971936,28481,0.0,1.0
2023-09-29,203.85,204.51,200.86,201.99,195.005917949584,28409,0.0,1.0
2023-09-28,199.48,204.47,199.45,202.36,195.363124690716,38622,0.0,1.0
2023-09-27,197.59,200.51,196.0188,200.02,193.104033408959,29961,0.0,1.0
2023-09-26,202.56,202.56,198.44,198.45,191.588318318208,34175,0.0,1.0
2023-09-25,201.41,203.08,200.5,203.08,196.058229700487,20808,0.0,1.0
2023-09-22,201.77,204.3,199.87,200.89,193.943951962433,35724,0.0,1.0
2023-09-21,201.01,204.43,199.0,201.65,194.677673917192,39511,0.0,1.0
2023-09-20,206.72,206.72,202.85,203.36,196.328548315398,22835,0.0,1.0
2023-09-19,204.595,205.8,203.85,205.05,197.960114241112,26924,0.0,1.0
2023-09-18,207.5,207.5,202.51,204.55,197.47740242877,36275,0.0,1.0
2023-09-15,204.73,206.76,203.9,206.75,199.601334403071,115761,0.0,1.0
2023-09-14,203.4,206.25,203.4,205.49,198.384900635972,38401,0.0,1.0
2023-09-13,198.88,202.87,198.88,201.99,195.005917949584,28687,0.0,1.0
2023-09-12,199.5,204.24,198.6903,201.98,194.996263713337,22646,0.0,1.0
2023-09-11,201.39,201.41,197.73,200.08,193.16195882644,30551,0.0,1.0
2023-09-08,197.96,201.91,197.56,200.34,193.412968968858,23134,0.0,1.0
2023-09-07,199.5,200.11,197.24,200.08,193.16195882644,33335,0.0,1.0
2023-09-06,201.395,203.0,199.375,201.06,194.108073978629,24849,0.0,1.0
2023-09-05,208.4,210.0,202.03,202.24,195.247273855754,44114,0.0,1.0
2023-09-01,207.95,212.5,207.95,210.58,203.298906885605,33851,0.0,1.0
2023-08-31,204.08,208.35,203.61,207.1,199.93923267171,83784,0.0,1.0
2023-08-30,203.07,206.03,202.81,204.73,197.651178681213,18680,0.0,1.0
2023-08-29,203.88,204.78,203.04,204.27,197.207083813859,24715,0.0,1.0
2023-08-28,201.56,204.2,200.555,203.07,196.04857546424,32537,0.0,1.0
2023-08-25,199.78,202.35,199.17,200.79,193.847409599965,21889,0.0,1.0
2023-08-24,199.4,203.65,197.255,197.35,190.526352331058,38919,0.0,1.0
2023-08-23,195.3,201.01,195.3,200.66,193.721904528756,21993,0.0,1.0
2023-08-22,196.11,197.25,194.16,195.28,188.527925427965,21570,0.0,1.0
2023-08-21,198.28,198.28,194.77,196.14,189.358189745192,23339,0.0,1.0
2023-08-18,199.41,200.17,196.35,197.5,190.67116587476,41832,0.0,1.0
2023-08-17,197.6,204.76,196.12,200.61,193.673633347522,65817,0.0,1.0
2023-08-16,193.94,198.21,193.94,195.72,188.952711822825,22907,0.0,1.0
2023-08-15,197.25,198.84,193.79,195.14,188.39276612051,35677,0.0,1.0
2023-08-14,199.69,201.22,197.51,199.5,192.602013124125,39514,0.0,1.0
2023-08-11,202.26,203.4,198.85,200.46,193.52881980382,62236,0.0,1.0
2023-08-10,203.44,207.57,201.41,202.5,195.498283998172,36265,0.0,1.0
2023-08-09,204.06,205.01,201.94,203.33,196.299585606658,30690,0.0,1.0
2023-08-08,207.04,207.04,202.44,205.85,198.732453140857,50003,0.0,1.0
2023-08-07,205.85,211.48,205.72,209.93,202.671381529561,35582,0.0,1.0
2023-08-04,203.38,209.27,203.38,205.95,198.828995503326,47925,0.0,1.0
2023-08-03,202.0,205.07,202.0,204.21,197.149158396378,30761,0.0,1.0
2023-08-02,204.8,206.2,200.82,203.28,196.251314425424,38078,0.0,1.0
2023-08-01,204.09,206.355,201.91,205.3,198.201470147282,43794,0.0,1.0
2023-07-31,202.88,208.675,202.36,205.73,198.616602305895,46248,0.0,1.0
2023-07-28,202.26,209.86,199.46,201.78,194.8031789884,58866,1.65,1.0
2023-07-27,216.3,217.08,209.03,210.82,201.879792529787,34617,0.0,1.0
2023-07-26,216.64,219.09,215.47,216.85,207.654079357197,19923,0.0,1.0
2023-07-25,217.93,223.1,216.81,216.97,207.768990537842,44314,0.0,1.0
2023-07-24,214.5,218.69,214.5,218.58,209.310715544829,25608,0.0,1.0
2023-07-21,217.47,217.47,214.28,214.79,205.681437422792,20741,0.0,1.0
2023-07-20,215.49,217.35,213.6863,216.68,207.49128851795,27487,0.0,1.0
2023-07-19,215.59,218.5,215.0,216.55,207.366801405585,26601,0.0,1.0
2023-07-18,207.78,216.45,207.78,216.45,207.27104208838,35601,0.0,1.0
2023-07-17,205.57,210.68,205.4,207.9,199.083620467426,33817,0.0,1.0
2023-07-14,205.64,207.31,202.95,206.61,197.848325275492,40533,0.0,1.0
2023-07-13,203.12,206.29,201.27,205.66,196.938611762053,39159,0.0,1.0
2023-07-12,201.35,202.44,200.14,201.3,192.763505531952,33266,0.0,1.0
2023-07-11,194.08,198.13,194.05,197.34,188.971436570668,22591,0.0,1.0
2023-07-10,192.46,196.27,192.0,195.01,186.740244479811,29153,0.0,1.0
2023-07-07,193.56,195.36,193.24,193.25,185.054880497018,31548,0.0,1.0
2023-07-06,193.64,193.64,188.25,192.71,184.537780184116,43992,0.0,1.0
2023-07-05,197.45,199.275,195.58,196.34,188.013843398626,47167,0.0,1.0
2023-07-03,196.89,200.6372,196.89,199.41,190.953654436793,23686,0.0,1.0
2023-06-30,202.68,202.68,197.32,197.47,189.095923683033,31498,0.0,1.0
2023-06-29,200.31,203.19,199.65,200.08,191.595241862061,32488,0.0,1.0
2023-06-28,198.6701,201.0,198.51,198.8,190.369522601848,23655,0.0,1.0
2023-06-27,199.04,201.65,198.97,200.25,191.758032701308,32133,0.0,1.0
2023-06-26,196.36,200.2901,196.28,197.05,188.693734550776,32482,0.0,1.0
2023-06-23,197.66,198.19,194.72,196.77,188.425608462604,77174,0.0,1.0
2023-06-22,204.07,204.07,197.96,199.51,191.049413753998,43532,0.0,1.0
2023-06-21,207.5,208.35,204.55,204.55,195.875683341087,20248,0.0,1.0
2023-06-20,211.38,211.41,208.18,208.53,199.686904165812,33405,0.0,1.0
2023-06-16,216.65,217.0,208.99,211.66,202.684170794302,105446,0.0,1.0
2023-06-15,211.76,215.82,211.25,215.38,206.246417394296,49739,0.0,1.0
2023-06-14,214.41,216.45,202.26,211.9,202.913993155592,44586,0.0,1.0
2023-06-13,212.31,217.09,212.31,215.0,205.88253198892,44415,0.0,1.0
2023-06-12,208.92,212.94,207.35,212.72,203.699219556666,47269,0.0,1.0
2023-06-09,212.99,212.99,208.22,210.23,201.314812558282,36101,0.0,1.0
2023-06-08,211.54,211.65,207.515,211.24,202.281981662044,50510,0.0,1.0
2023-06-07,208.85,214.47,208.85,212.82,203.79497887387,72813,0.0,1.0
2023-06-06,198.28,207.68,198.28,207.01,198.231362544309,57817,0.0,1.0
2023-06-05,200.0,201.57,194.69,198.96,190.522737509375,60798,0.0,1.0
2023-06-02,197.8,203.66,196.93,201.89,193.328485503456,58915,0.0,1.0
2023-06-01,190.08,196.36,190.0,194.71,186.452966528199,33059,0.0,1.0
