,CMP_Open,CMP_High,CMP_Low,CMP_Close,CMP_Adj Close,CMP_Volume,CMP_Dividend Amount,CMP_Split Coefficient
2023-05-26,33.41,33.655,32.93,33.05,32.3096050158064,295410,0.0,1.0
2023-05-25,33.91,33.98,32.845,33.32,32.5735564032275,299660,0.0,1.0
2023-05-24,34.46,34.67,33.52,34.06,33.2969787243076,374236,0.0,1.0
2023-05-23,34.25,35.52,34.0,34.69,33.9128652949568,303682,0.0,1.0
2023-05-22,35.0,35.0,33.0,34.32,33.5511541344168,435604,0.0,1.0
2023-05-19,34.45,34.53,33.64,34.07,33.3067547016194,371690,0.0,1.0
2023-05-18,33.15,34.115,32.99,34.08,33.3165306789313,310534,0.0,1.0
2023-05-17,33.46,33.66,32.71,33.53,32.7788519267772,232722,0.0,1.0
2023-05-16,33.0,33.295,32.89,32.95,32.2118452426874,264128,0.0,1.0
2023-05-15,33.79,33.79,32.64,33.21,32.4660206527967,253677,0.0,1.0
2023-05-12,32.41,33.605,32.23,33.45,32.7006441082821,464716,0.0,1.0
2023-05-11,30.38,32.94,30.38,32.4,31.6741664905333,555291,0.0,1.0
2023-05-10,29.98,31.86,28.89,31.02,30.3250816214921,704286,0.0,1.0
2023-05-09,30.56,30.9,30.355,30.61,29.9242665517045,618186,0.0,1.0
2023-05-08,31.89,31.93,30.84,30.92,30.2273218483732,385014,0.0,1.0
2023-05-05,31.49,31.93,31.4,31.54,30.8334324417105,291924,0.0,1.0
2023-05-04,31.72,31.935,30.78,30.92,30.2273218483732,397932,0.0,1.0
2023-05-03,32.3,32.765,31.79,32.02,31.3026793526814,345539,0.0,1.0
2023-05-02,32.18,32.3,31.35,32.07,31.3515592392408,269219,0.0,1.0
2023-05-01,32.84,33.03,32.11,32.46,31.7328223544047,415148,0.0,1.0
2023-04-28,32.3,33.1,32.2,32.73,31.9967737418258,286780,0.0,1.0
2023-04-27,31.98,32.33,31.65,32.27,31.5470787854787,217801,0.0,1.0
2023-04-26,31.63,32.15,31.39,31.7,30.9898480787008,353124,0.0,1.0
2023-04-25,31.63,31.71,30.82,31.61,30.9018642828938,293503,0.0,1.0
2023-04-24,31.94,32.45,31.83,32.29,31.5666307401025,179671,0.0,1.0
2023-04-21,32.25,32.25,31.38,31.91,31.1951436022506,255598,0.0,1.0
2023-04-20,32.58,32.788,32.01,32.35,31.6252866039739,238685,0.0,1.0
2023-04-19,31.65,32.93,31.2829,32.88,32.1434134015042,327336,0.0,1.0
2023-04-18,32.82,32.82,31.79,32.19,31.4688709669836,223959,0.0,1.0
2023-04-17,31.58,32.56,31.5,32.55,31.8208061502117,287548,0.0,1.0
2023-04-14,32.38,32.79,31.3,31.6,30.8920883055819,257210,0.0,1.0
2023-04-13,32.57,32.8,32.155,32.24,31.517750853543,392437,0.0,1.0
2023-04-12,33.07,33.07,32.17,32.22,31.4981988989192,250679,0.0,1.0
2023-04-11,32.32,33.07,32.22,32.59,31.8599100594593,233538,0.0,1.0
2023-04-10,31.17,32.22,31.02,31.9,31.1853676249387,380615,0.0,1.0
2023-04-06,32.14,32.14,31.21,31.49,30.784552555151,271600,0.0,1.0
2023-04-05,33.38,33.57,31.72,32.02,31.3026793526814,508287,0.0,1.0
2023-04-04,34.31,34.31,33.05,33.85,33.0916832007578,196581,0.0,1.0
2023-04-03,34.38,34.785,33.87,34.41,33.6391379302238,297226,0.0,1.0
2023-03-31,33.37,34.35,33.37,34.29,33.5218262024811,307381,0.0,1.0
2023-03-30,33.07,33.41,32.55,33.02,32.2802770838707,218591,0.0,1.0
2023-03-29,32.0,32.87,31.86,32.56,31.8305821275236,313424,0.0,1.0
2023-03-28,31.19,31.91,31.19,31.61,30.9018642828938,285750,0.0,1.0
2023-03-27,31.64,31.71,31.015,31.3,30.5988089862251,270514,0.0,1.0
2023-03-24,30.41,31.54,30.41,31.24,30.5401531223537,550433,0.0,1.0
2023-03-23,31.52,31.93,30.56,30.86,30.1686659845018,371606,0.0,1.0
2023-03-22,32.65,32.89,31.34,31.4,30.696568759344,410449,0.0,1.0
2023-03-21,32.35,33.11,32.2488,32.78,32.0456536283853,524245,0.0,1.0
2023-03-20,32.5,32.85,31.5,31.75,31.0387279652603,692922,0.0,1.0
2023-03-17,32.86,32.885,31.75,31.99,31.2733514207457,1082921,0.0,1.0
2023-03-16,32.75,33.4,32.18,33.04,32.2998290384945,485115,0.0,1.0
2023-03-15,33.16,33.575,32.56,33.27,32.524676516668,670338,0.0,1.0
2023-03-14,35.34,35.715,33.595,34.27,33.5022742478573,517330,0.0,1.0
2023-03-13,34.69,35.265,34.02,34.16,33.3947384974265,371164,0.0,1.0
2023-03-10,36.19,36.47,34.83,35.34,34.5483038202299,451295,0.0,1.0
2023-03-09,37.97,37.97,36.12,36.39,35.5747814379786,285684,0.15,1.0
2023-03-08,38.28,38.7217,37.57,38.0,36.996214960131,382652,0.0,1.0
2023-03-07,39.26,39.45,38.0,38.11,37.1033092665946,340652,0.0,1.0
2023-03-06,40.26,40.62,39.05,39.37,38.3300258679042,311299,0.0,1.0
2023-03-03,39.58,40.95,39.15,40.86,39.780666928183,234019,0.0,1.0
2023-03-02,38.42,39.32,38.42,39.32,38.2813466376935,296002,0.0,1.0
2023-03-01,38.77,39.71,38.28,39.05,38.0184787945557,351867,0.0,1.0
2023-02-28,38.89,38.965,38.465,38.53,37.5122148003644,277058,0.0,1.0
2023-02-27,39.0,39.2,38.4,38.75,37.7264034132915,249067,0.0,1.0
2023-02-24,38.37,38.77,38.0,38.77,37.7458751053758,220289,0.0,1.0
2023-02-23,39.6,39.95,38.8,39.15,38.1158372549771,250485,0.0,1.0
2023-02-22,39.0,39.94,38.91,39.29,38.252139099567,330981,0.0,1.0
2023-02-21,40.23,40.3899,38.881,39.06,38.0282146405978,462571,0.0,1.0
2023-02-17,40.72,40.965,40.185,40.78,39.7027801598459,298028,0.0,1.0
2023-02-16,39.45,41.15,39.23,40.77,39.6930443138037,312895,0.0,1.0
2023-02-15,38.5,40.46,38.03,40.16,39.0991577052332,277384,0.0,1.0
2023-02-14,38.78,39.75,38.47,39.2,38.1645164851878,389278,0.0,1.0
2023-02-13,38.3,39.34,37.74,39.14,38.106101408935,427578,0.0,1.0
2023-02-10,38.1,39.0,37.87,38.64,37.619309106828,496242,0.0,1.0
2023-02-09,39.0,39.7012,38.5,38.92,37.8919127960079,973122,0.0,1.0
2023-02-08,44.0,44.2399,37.8262,38.98,37.9503278722607,1660047,0.0,1.0
2023-02-07,45.06,46.18,44.62,45.71,44.5025522586208,358403,0.0,1.0
2023-02-06,46.99,46.99,45.11,45.5,44.2980994917358,227022,0.0,1.0
2023-02-03,46.84,47.4,46.56,47.2,45.9531933188996,329638,0.0,1.0
2023-02-02,45.95,47.68,45.47,47.68,46.4205139289223,397615,0.0,1.0
2023-02-01,46.67,46.86,44.45,45.67,44.4636088744522,501018,0.0,1.0
2023-01-31,44.01,46.69,43.84,46.66,45.427457632624,339414,0.0,1.0
2023-01-30,44.24,44.5693,43.65,43.86,42.7014207408249,199586,0.0,1.0
2023-01-27,44.86,45.39,44.38,44.56,43.3829299637747,283518,0.0,1.0
2023-01-26,45.44,45.585,43.925,45.14,43.9476090342188,268951,0.0,1.0
2023-01-25,44.88,45.37,44.34,45.34,44.1423259550616,187780,0.0,1.0
2023-01-24,45.0,45.395,44.32,45.32,44.1228542629773,194535,0.0,1.0
2023-01-23,45.04,45.68,44.73,45.01,43.821043035671,278255,0.0,1.0
2023-01-20,44.76,45.24,43.71,45.14,43.9476090342188,347138,0.0,1.0
2023-01-19,45.0,45.45,44.52,44.73,43.5484393464911,382639,0.0,1.0
2023-01-18,46.91,47.44,45.62,45.67,44.4636088744522,315673,0.0,1.0
2023-01-17,46.71,46.895,45.67,46.4,45.1743256355284,315284,0.0,1.0
2023-01-13,46.24,47.23,45.76,47.01,45.7682122440989,338668,0.0,1.0
2023-01-12,46.21,46.69,45.35,46.55,45.3203633261605,355535,0.0,1.0
2023-01-11,46.18,46.44,45.27,45.62,44.4149296442415,216647,0.0,1.0
2023-01-10,45.16,46.015,44.66,45.84,44.6291182571686,183542,0.0,1.0
2023-01-09,46.92,47.18,45.5,45.55,44.3467787219465,263055,0.0,1.0
2023-01-06,44.9,46.42,44.6436,46.24,45.0185520988542,362661,0.0,1.0
2023-01-05,42.76,44.43,42.0,44.06,42.8961376616677,319377,0.0,1.0
2023-01-04,42.05,43.385,41.92,42.91,41.7765153668216,267084,0.0,1.0
2023-01-03,41.56,41.99,40.88,41.65,40.549798765512,277231,0.0,1.0
2022-12-30,40.76,41.38,40.3492,41.0,39.9169687727729,224546,0.0,1.0
2022-12-29,40.7,41.61,40.22,41.11,40.0240630792365,251837,0.0,1.0
2022-12-28,41.44,41.59,39.855,40.21,39.1478369354439,270211,0.0,1.0
2022-12-27,41.94,42.51,40.98,41.46,40.3648176907114,234696,0.0,1.0
2022-12-23,41.13,41.74,40.61,41.65,40.549798765512,221334,0.0,1.0
2022-12-22,41.05,41.115,39.9403,40.94,39.8585536965201,326851,0.0,1.0
2022-12-21,40.82,41.93,40.66,41.77,40.6666289180177,232100,0.0,1.0
2022-12-20,40.0,40.87,38.89,40.07,39.0115350908539,380507,0.0,1.0
2022-12-19,42.47,42.47,39.68,40.08,39.0212709368961,468559,0.0,1.0
2022-12-16,41.1,42.74,41.0,42.31,41.1923646042933,1593485,0.0,1.0
2022-12-15,42.7,42.7,41.77,42.01,40.9002892230291,350982,0.0,1.0
2022-12-14,43.83,44.345,43.155,43.5,42.3509302833079,311989,0.0,1.0
2022-12-13,45.77,45.82,43.695,44.3,43.1297979666791,473861,0.0,1.0
2022-12-12,42.73,44.04,42.49,43.92,42.7598358170778,353671,0.0,1.0
2022-12-09,43.1,44.42,42.84,42.85,41.7181002905688,243144,0.0,1.0
2022-12-08,45.03,45.16,43.07,43.26,42.1172699782965,257782,0.15,1.0
2022-12-07,43.89,44.9,43.665,44.4,43.0777882293565,336047,0.0,1.0
2022-12-06,45.01,45.31,42.37,43.81,42.505358160543,325684,0.0,1.0
2022-12-05,45.83,46.73,44.615,44.65,43.3203433432605,531312,0.0,1.0
2022-12-02,42.95,46.03,42.63,45.91,44.5428211173369,419052,0.0,1.0
2022-12-01,44.23,44.81,42.81,43.82,42.5150603650991,428914,0.0,1.0
2022-11-30,41.59,44.58,40.58,44.35,43.0292772065757,705788,0.0,1.0
2022-11-29,40.86,42.18,40.6001,41.01,39.7887408848178,441600,0.0,1.0
2022-11-28,41.73,41.73,40.32,40.47,39.2648218387851,400727,0.0,1.0
2022-11-25,42.0,42.4625,41.815,42.44,41.1761561363489,139109,0.0,1.0
2022-11-23,42.13,42.61,41.646,42.5,41.2343693636858,282325,0.0,1.0
2022-11-22,41.47,42.19,41.25,41.9,40.6522370903162,286195,0.0,1.0
2022-11-21,40.09,41.37,39.61,41.1,39.8760607258232,347064,0.0,1.0
2022-11-18,42.31,42.38,40.01,40.56,39.3521416797905,343046,0.0,1.0
2022-11-17,41.79,42.29,41.2,41.89,40.64253488576,204310,0.0,1.0
2022-11-16,43.1,43.56,42.2301,42.74,41.4672222730337,319410,0.0,1.0
2022-11-15,44.62,44.62,43.11,43.52,42.2239942284143,366389,0.0,1.0
2022-11-14,43.44,44.235,43.32,43.48,42.1851854101896,243678,0.0,1.0
2022-11-11,44.5,45.13,43.7232,44.11,42.7964242972278,402564,0.0,1.0
2022-11-10,40.91,44.42,40.53,43.91,42.6023802061046,558168,0.0,1.0
2022-11-09,40.55,40.61,38.65,38.92,37.7609801325801,200952,0.0,1.0
2022-11-08,40.56,42.595,40.07,41.13,39.9051673394917,371629,0.0,1.0
2022-11-07,39.85,40.71,39.3928,40.41,39.2066086114481,357613,0.0,1.0
2022-11-04,39.54,40.2,38.89,39.62,38.4401344515114,339944,0.0,1.0
2022-11-03,37.12,38.32,36.78,38.01,36.8780795179694,292615,0.0,1.0
2022-11-02,39.81,40.31,37.95,38.01,36.8780795179694,293630,0.0,1.0
2022-11-01,40.39,40.85,39.755,40.02,38.8282226337578,323998,0.0,1.0
2022-10-31,40.58,40.58,39.47,39.54,38.3625168150621,293595,0.0,1.0
2022-10-28,40.96,41.2658,40.0,40.47,39.2648218387851,432645,0.0,1.0
2022-10-27,41.17,41.8,40.3,40.97,39.7499320665931,461688,0.0,1.0
2022-10-26,41.04,41.7225,40.7052,40.97,39.7499320665931,488113,0.0,1.0
2022-10-25,39.7,40.685,39.24,40.39,39.1872042023358,545060,0.0,1.0
2022-10-24,39.99,40.26,39.27,39.99,38.7991160200893,233520,0.0,1.0
2022-10-21,38.98,40.65,38.59,40.06,38.8670314519825,246449,0.0,1.0
2022-10-20,39.71,40.515,38.31,38.72,37.5669360414568,259368,0.0,1.0
2022-10-19,40.1,40.79,39.48,39.88,38.6923917699716,277609,0.0,1.0
2022-10-18,40.79,41.23,39.99,40.61,39.4006527025713,244637,0.0,1.0
2022-10-17,38.69,40.0,38.6,39.83,38.6438807471907,258281,0.0,1.0
2022-10-14,40.4,40.61,37.74,37.74,36.616119994953,277907,0.0,1.0
2022-10-13,38.55,40.41,37.74,40.25,39.0513733385495,275592,0.0,1.0
2022-10-12,39.34,39.82,38.64,39.45,38.2751969740566,169094,0.0,1.0
2022-10-11,39.37,40.405,38.79,39.44,38.2654947695005,204652,0.0,1.0
2022-10-10,39.98,40.64,39.07,39.65,38.4692410651798,275828,0.0,1.0
2022-10-07,39.44,39.95,38.99,39.68,38.4983476788483,278118,0.0,1.0
2022-10-06,40.08,40.57,39.57,39.97,38.779711610977,212554,0.0,1.0
2022-10-05,40.96,41.41,40.57,40.65,39.439461520796,407877,0.0,1.0
2022-10-04,41.08,42.46,40.81,42.32,41.0597296816749,292660,0.0,1.0
2022-10-03,39.42,40.72,39.12,40.14,38.9446490884318,612718,0.0,1.0
2022-09-30,38.21,39.63,37.86,38.53,37.3825941548898,479605,0.0,1.0
2022-09-29,38.78,38.825,37.64,38.49,37.3437853366651,288523,0.0,1.0
2022-09-28,37.7,39.33,37.61,38.98,37.819193359917,436902,0.0,1.0
2022-09-27,37.22,37.71,36.75,37.43,36.315351653712,390495,0.0,1.0
2022-09-26,36.41,38.29,36.15,36.56,35.471259857326,308988,0.0,1.0
2022-09-23,37.36,37.57,36.15,36.88,35.7817304031231,402132,0.0,1.0
2022-09-22,39.01,39.26,37.47,38.46,37.3146787229966,326092,0.0,1.0
2022-09-21,40.74,41.08,38.67,38.69,37.5378294277884,358074,0.0,1.0
2022-09-20,40.8,40.885,39.44,40.42,39.2163108160043,371782,0.0,1.0
2022-09-19,37.97,41.52,37.97,41.33,40.099211430615,492350,0.0,1.0
2022-09-16,38.79,39.02,36.8601,38.44,37.2952743138843,3396818,0.0,1.0
2022-09-15,41.68,42.7,39.39,39.41,38.236388155832,1280239,0.0,1.0
2022-09-14,41.43,42.05,37.68,41.37,40.1380202488396,1811173,0.0,1.0
2022-09-13,40.73,41.44,38.31,39.31,38.1393661102704,1144122,0.0,1.0
2022-09-12,40.68,42.43,40.26,42.32,41.0597296816749,980015,0.0,1.0
2022-09-09,39.21,40.18,39.08,40.04,38.8476270428701,538632,0.0,1.0
2022-09-08,39.53,39.93,38.65,38.77,37.6154470642376,499317,0.15,1.0
2022-09-07,38.37,39.99,38.305,39.99,38.6495819141537,266505,0.0,1.0
2022-09-06,39.71,39.8574,38.25,38.89,37.5864526291933,287147,0.0,1.0
2022-09-02,40.43,40.51,38.81,39.14,37.8280729212297,252618,0.0,1.0
2022-09-01,40.0,40.0,38.68,39.76,38.4272912454802,294643,0.0,1.0
2022-08-31,41.42,41.6399,40.44,40.49,39.1328224982267,226037,0.0,1.0
2022-08-30,42.11,42.44,41.01,41.17,39.7900296925659,197212,0.0,1.0
2022-08-29,41.75,42.83,41.43,42.24,40.824164542482,206328,0.0,1.0
2022-08-26,43.79,44.12,42.04,42.45,41.0271255877926,242715,0.0,1.0
2022-08-25,42.79,44.09,42.46,43.89,42.4188584699227,233389,0.0,1.0
2022-08-24,41.17,42.3,41.01,42.18,40.7661756723932,207335,0.0,1.0
2022-08-23,41.25,42.2,41.205,41.49,40.0993036663726,293601,0.0,1.0
2022-08-22,41.48,41.73,40.87,41.28,39.8963426210619,262430,0.0,1.0
2022-08-19,43.32,43.363,42.02,42.44,41.0174607761111,326378,0.0,1.0
2022-08-18,43.24,43.9122,43.04,43.79,42.3222103531081,277489,0.0,1.0
2022-08-17,43.31,43.71,42.45,43.08,41.6360087237245,381044,0.0,1.0
2022-08-16,43.55,44.51,43.42,43.97,42.4961769633743,269848,0.0,1.0
2022-08-15,42.62,43.5,42.1,43.36,41.9066234508053,282176,0.0,1.0
2022-08-12,41.92,43.77,41.63,43.22,41.7713160872649,320967,0.0,1.0
2022-08-11,40.98,42.72,40.98,41.7,40.3022647116832,355001,0.0,1.0
2022-08-10,40.99,41.17,40.12,40.61,39.2488002384042,365810,0.0,1.0
2022-08-09,39.87,41.48,39.73,40.07,38.7269004076054,555268,0.0,1.0
2022-08-08,38.16,39.28,37.78,39.07,37.7604192394595,502847,0.0,1.0
2022-08-05,37.23,38.36,37.17,37.78,36.5136585325513,341535,0.0,1.0
2022-08-04,37.29,37.51,36.88,37.23,35.9820938900711,318520,0.0,1.0
2022-08-03,37.7,37.98,37.07,37.21,35.9627642667082,335207,0.0,1.0
2022-08-02,36.83,37.685,36.405,37.3,36.0497475718413,286283,0.0,1.0
2022-08-01,37.0,37.62,36.37,36.96,35.7211439746717,370500,0.0,1.0
2022-07-29,37.38,37.95,36.895,37.23,35.9820938900711,393257,0.0,1.0
2022-07-28,37.18,37.8462,36.35,37.11,35.8661161498936,371463,0.0,1.0
2022-07-27,35.46,37.13,35.12,36.66,35.431199624228,287600,0.0,1.0
2022-07-26,35.79,35.95,35.29,35.55,34.358405527586,249295,0.0,1.0
2022-07-25,34.72,35.78,33.5791,35.59,34.3970647743119,269919,0.0,1.0
2022-07-22,34.76,36.04,34.23,34.5,33.3436003010329,271619,0.0,1.0
2022-07-21,34.5,34.6,33.33,34.53,33.3725947360772,420202,0.0,1.0
2022-07-20,33.26,34.12,33.015,34.05,32.9086837753672,247531,0.0,1.0
2022-07-19,31.91,33.37,31.71,33.16,32.0485155357174,318743,0.0,1.0
2022-07-18,32.41,32.97,31.76,31.91,30.840414075535,218752,0.0,1.0
2022-07-15,32.11,32.2532,31.02,31.68,30.6181234068615,236124,0.0,1.0
2022-07-14,31.53,31.74,30.67,31.47,30.4151623615508,231075,0.0,1.0
2022-07-13,31.92,33.41,31.92,32.61,31.5169508932371,271331,0.0,1.0
2022-07-12,31.37,32.52,31.37,32.34,31.2560009778378,235436,0.0,1.0
2022-07-11,31.92,32.23,31.39,31.74,30.6761122769502,199246,0.0,1.0
2022-07-08,32.53,33.29,32.01,32.28,31.198012107749,350869,0.0,1.0
2022-07-07,32.39,32.98,32.34,32.51,31.4203027764226,406867,0.0,1.0
2022-07-06,32.86,33.1399,30.961,31.85,30.7824252054463,396020,0.0,1.0
2022-07-05,33.35,33.35,31.78,32.85,31.7489063735922,549631,0.0,1.0
2022-07-01,34.64,35.26,33.6701,34.24,33.0923151973149,436280,0.0,1.0
2022-06-30,35.45,35.8,34.28,35.39,34.2037685406827,451775,0.0,1.0
2022-06-29,36.08,36.47,34.78,35.93,34.7256683714815,421519,0.0,1.0
2022-06-28,37.04,37.63,35.32,35.44,34.25209259909,405038,0.0,1.0
2022-06-27,36.94,37.54,36.15,36.53,35.305557072369,343127,0.0,1.0
2022-06-24,35.95,37.06,35.67,36.72,35.4891884943167,539607,0.0,1.0
2022-06-23,36.4,37.38,34.15,35.53,34.3390759042231,426537,0.0,1.0
2022-06-22,35.81,36.86,35.7,36.57,35.3442163190948,455402,0.0,1.0
2022-06-21,36.67,36.69,35.51,36.6,35.3732107541392,693243,0.0,1.0
2022-06-17,34.14,35.759,32.85,35.59,34.3970647743119,4213059,0.0,1.0
2022-06-16,35.86,36.245,31.85,32.61,31.5169508932371,1103128,0.0,1.0
2022-06-15,37.05,37.795,36.0,36.75,35.5181829293611,765163,0.0,1.0
2022-06-14,36.41,37.8723,35.29,36.45,35.2282385789173,752824,0.0,1.0
2022-06-13,40.0,40.15,35.7525,36.41,35.1895793321915,1122827,0.0,1.0
2022-06-10,40.95,42.15,40.53,41.59,40.1959517831871,338025,0.0,1.0
2022-06-09,42.29,42.5,41.55,41.62,40.2249462182315,238326,0.15,1.0
2022-06-08,44.04,44.41,42.56,42.72,41.1398061394027,191806,0.0,1.0
2022-06-07,44.13,44.9,43.945,44.6,42.9502657728783,212868,0.0,1.0
2022-06-06,44.62,44.78,43.915,44.49,42.8443346241111,190373,0.0,1.0
2022-06-03,44.99,45.3224,43.74,44.42,42.7769238930774,165351,0.0,1.0
2022-06-02,44.13,45.65,44.0,45.38,43.701413918682,190280,0.0,1.0
2022-06-01,44.97,45.27,43.27,43.74,42.1220767916075,276342,0.0,1.0
2022-05-31,45.68,45.8999,44.8,44.93,43.2680592191799,239826,0.0,1.0
2022-05-27,45.24,46.22,44.95,45.49,43.8073450674492,157547,0.0,1.0
2022-05-26,44.83,45.96,44.7,45.12,43.4510312034141,210213,0.0,1.0
2022-05-25,43.87,45.04,43.54,44.62,42.969525981745,196872,0.0,1.0
2022-05-24,44.33,44.96,43.58,44.13,42.4976508645094,274334,0.0,1.0
2022-05-23,43.78,44.57,43.28,44.27,42.6324723265767,267405,0.0,1.0
2022-05-20,44.65,45.419,42.67,43.34,41.7368726142723,280035,0.0,1.0
2022-05-19,44.82,45.96,43.89,44.21,42.5746916999764,305004,0.0,1.0
2022-05-18,46.34,47.22,45.0,45.27,43.5954827699148,411194,0.0,1.0
2022-05-17,45.5,46.78,44.69,45.99,44.2888502891182,388615,0.0,1.0
2022-05-16,43.33,44.64,43.17,44.28,42.6421024310101,316940,0.0,1.0
2022-05-13,42.07,43.38,41.71,43.2,41.602051152205,326349,0.0,1.0
2022-05-12,42.28,42.28,40.2,41.23,39.704920578829,380301,0.0,1.0
2022-05-11,43.2,45.09,42.09,42.45,40.8797933197014,383637,0.0,1.0
2022-05-10,45.99,46.28,42.64,43.2,41.602051152205,542792,0.0,1.0
2022-05-09,46.45,48.28,45.02,45.68,43.9903170516834,681395,0.0,1.0
2022-05-06,57.1,57.2815,47.99,48.11,46.3304324289949,621156,0.0,1.0
2022-05-05,60.6,60.6,57.38,58.86,56.6827946948793,229499,0.0,1.0
2022-05-04,59.03,60.91,58.55,60.54,58.3006522396873,182940,0.0,1.0
2022-05-03,58.34,60.01,57.61,59.1,56.9139172012804,203175,0.0,1.0
2022-05-02,58.49,60.16,57.08,58.41,56.2494399953771,281722,0.0,1.0
2022-04-29,61.5,61.85,58.82,59.13,56.9428075145806,211767,0.0,1.0
2022-04-28,60.01,61.81,58.65,61.49,59.2155121608584,248738,0.0,1.0
2022-04-27,59.85,60.2,58.73,59.35,57.1546698121149,318875,0.0,1.0
2022-04-26,60.91,60.91,59.27,59.42,57.2220805431486,168668,0.0,1.0
2022-04-25,62.1,62.5,58.82,60.91,58.6569661037223,303110,0.0,1.0
2022-04-22,63.47,64.13,62.625,63.19,60.8526299145332,270131,0.0,1.0
2022-04-21,65.75,66.09,62.92,63.74,61.3822856583691,256639,0.0,1.0
2022-04-20,66.53,67.03,65.38,65.66,63.2312657095782,246484,0.0,1.0
2022-04-19,65.25,67.665,64.92,66.58,64.1172353174492,298039,0.0,1.0
2022-04-18,65.51,66.47,64.97,65.23,62.8171712189428,203638,0.0,1.0
2022-04-14,66.02,66.61,65.2294,65.54,63.1157044563776,247040,0.0,1.0
2022-04-13,65.1,66.28,64.43,65.97,63.529798947013,268004,0.0,1.0
2022-04-12,63.0,65.09,62.82,64.7,62.3067756839737,301619,0.0,1.0
2022-04-11,61.45,62.835,61.08,62.46,60.1496322908964,228148,0.0,1.0
2022-04-08,62.37,62.75,61.32,61.44,59.1673616386915,315066,0.0,1.0
2022-04-07,62.88,63.515,61.61,62.28,59.9762904110955,365252,0.0,1.0
2022-04-06,62.83,63.8,62.15,62.52,60.2074129174967,368279,0.0,1.0
2022-04-05,64.55,65.5,62.36,62.65,60.3326042751306,373159,0.0,1.0
2022-04-04,64.19,64.52,62.98,64.46,62.0756531775725,178637,0.0,1.0
2022-04-01,63.03,64.23,62.79,63.79,61.430436180536,332535,0.0,1.0
2022-03-31,63.84,64.44,62.59,62.79,60.4674257371979,301842,0.0,1.0
2022-03-30,63.27,64.36,61.78,63.37,61.025971794334,408929,0.0,1.0
2022-03-29,62.32,62.97,60.3459,62.77,60.4481655283312,316289,0.0,1.0
2022-03-28,64.36,64.6,62.41,63.12,60.7852191834995,232784,0.0,1.0
2022-03-25,63.15,64.78,63.15,64.69,62.2971455795403,262166,0.0,1.0
2022-03-24,61.96,63.835,61.7604,63.37,61.025971794334,239583,0.0,1.0
2022-03-23,59.91,61.71,59.58,61.38,59.1095810120912,201250,0.0,1.0
2022-03-22,60.83,61.6204,59.73,60.37,58.1369404643198,212268,0.0,1.0
2022-03-21,60.97,62.43,60.33,60.83,58.5799252682553,353999,0.0,1.0
2022-03-18,60.83,60.95,59.355,60.18,57.9539684800855,1381479,0.0,1.0
2022-03-17,60.75,62.25,60.62,60.98,58.724376834756,289656,0.0,1.0
2022-03-16,61.48,62.015,59.34,60.83,58.5799252682553,356277,0.0,1.0
2022-03-15,59.67,61.9,58.75,61.51,59.2347723697252,227317,0.0,1.0
2022-03-14,62.16,62.3399,60.02,60.64,58.3969532840211,253676,0.0,1.0
2022-03-11,60.01,61.62,59.73,61.26,58.9940197588907,226476,0.0,1.0
2022-03-10,58.68,60.98,58.428,60.68,58.4354737017546,325491,0.0,1.0
2022-03-09,59.37,60.335,58.83,59.42,57.2220805431486,280762,0.15,1.0
2022-03-08,61.22,62.43,59.6,59.99,57.6255264694223,593307,0.0,1.0
2022-03-07,60.89,62.88,60.73,61.34,58.9223169467305,436495,0.0,1.0
2022-03-04,60.0,60.9,59.2605,60.65,58.2595129249952,301215,0.0,1.0
2022-03-03,59.58,61.54,58.97,60.44,58.0577899618583,492844,0.0,1.0
2022-03-02,57.33,59.43,57.04,59.07,56.7417877737752,241987,0.0,1.0
2022-03-01,58.41,58.99,55.9,56.37,54.1482068191588,344334,0.0,1.0
2022-02-28,57.25,59.1,57.18,58.62,56.3095242813391,457751,0.0,1.0
2022-02-25,56.26,58.47,55.82,58.28,55.9829251981652,361271,0.0,1.0
2022-02-24,52.94,56.9,51.8345,56.48,54.2538712284209,534271,0.0,1.0
2022-02-23,54.63,55.16,53.43,53.67,51.5546258645423,288532,0.0,1.0
2022-02-22,54.85,55.46,53.75,54.8,52.6400875233262,259761,0.0,1.0
2022-02-18,55.39,55.75,54.31,54.9,52.7361460772009,244397,0.0,1.0
2022-02-17,55.25,55.71,54.71,55.56,53.3701325327738,261282,0.0,1.0
2022-02-16,54.68,56.64,54.3772,55.96,53.7543667482726,492566,0.0,1.0
2022-02-15,52.75,54.65,52.33,54.53,52.3807294278646,254065,0.0,1.0
2022-02-14,52.5,53.39,52.05,53.2,51.1031506613313,356693,0.0,1.0
2022-02-11,50.77,52.9,50.68,52.8,50.7189164458326,418800,0.0,1.0
2022-02-10,51.23,54.07,50.82,51.13,49.1147385961254,624421,0.0,1.0
2022-02-09,55.22,55.75,50.875,52.99,50.9014276981945,770666,0.0,1.0
2022-02-08,55.85,56.96,55.47,56.83,54.5900761669823,396801,0.0,1.0
2022-02-07,55.24,56.02,54.1793,55.39,53.2068329911869,503058,0.0,1.0
2022-02-04,54.99,55.9,54.71,55.04,52.8706280526255,310084,0.0,1.0
2022-02-03,55.32,56.14,54.47,55.13,52.9570807511127,449175,0.0,1.0
2022-02-02,54.55,55.895,54.21,55.49,53.3028915450615,594752,0.0,1.0
