,PDCE_Open,PDCE_High,PDCE_Low,PDCE_Close,PDCE_Adj Close,PDCE_Volume,PDCE_Dividend Amount,PDCE_Split Coefficient
2020-10-05,12.0,12.46,11.87,12.43,11.7136750556458,938786,0.0,1.0
2020-10-02,11.03,11.84,10.86,11.7,11.0257440185886,1189043,0.0,1.0
2020-10-01,12.23,12.25,11.365,11.51,10.8466934746969,1880530,0.0,1.0
2020-09-30,12.45,12.75,12.235,12.395,11.6806920607184,2161441,0.0,1.0
2020-09-29,12.0,12.34,11.7,12.32,11.6100142144454,1531623,0.0,1.0
2020-09-28,12.1,12.48,11.71,12.1,11.4026925320446,1851008,0.0,1.0
2020-09-25,10.78,11.91,10.71,11.75,11.0728625827706,1757852,0.0,1.0
2020-09-24,10.91,11.4,10.6007,10.965,10.3331011251131,1621680,0.0,1.0
2020-09-23,11.99,12.03,10.97,10.98,10.3472366943677,1571231,0.0,1.0
2020-09-22,12.23,12.47,11.62,11.69,11.0163203057522,1337434,0.0,1.0
2020-09-21,12.09,12.28,11.76,12.09,11.3932688192082,1186564,0.0,1.0
2020-09-18,12.13,12.71,11.56,12.56,11.836183322519,3165882,0.0,1.0
2020-09-17,12.41,12.75,11.94,12.035,11.341438398608,1975482,0.0,1.0
2020-09-16,11.97,13.3,11.8401,12.885,12.142453989702,1813099,0.0,1.0
2020-09-15,12.5,12.59,11.71,11.8,11.1199811469526,1754386,0.0,1.0
2020-09-14,12.43,12.5,11.94,12.255,11.5487600810088,1840579,0.0,1.0
2020-09-11,11.69,12.4,11.5,12.31,11.600590501609,3248301,0.0,1.0
2020-09-10,14.47,14.71,11.63,11.66,10.988049167243,6444051,0.0,1.0
2020-09-09,14.38,14.85,14.01,14.81,13.9565187107091,824361,0.0,1.0
2020-09-08,15.04,15.04,13.91,14.15,13.3345536635067,1045326,0.0,1.0
2020-09-04,15.48,15.77,15.01,15.43,14.5407889065659,679621,0.0,1.0
2020-09-03,14.88,15.56,14.88,15.28,14.3994332140199,959740,0.0,1.0
2020-09-02,15.25,15.58,14.93,15.01,14.1449929674371,847880,0.0,1.0
2020-09-01,15.01,15.44,14.76,15.34,14.4559754910383,610607,0.0,1.0
2020-08-31,15.81,15.81,15.14,15.14,14.2675012343103,743131,0.0,1.0
2020-08-28,15.79,16.01,15.51,15.83,14.917737420022,1086765,0.0,1.0
2020-08-27,15.66,15.79,15.155,15.64,14.7386868761303,1294800,0.0,1.0
2020-08-26,16.08,16.13,15.35,15.53,14.6350260349299,1335542,0.0,1.0
2020-08-25,15.81,15.94,15.53,15.915,14.9978389791314,580605,0.0,1.0
2020-08-24,14.98,15.63,14.71,15.56,14.6632971734391,848086,0.0,1.0
2020-08-21,14.9,15.08,14.505,14.75,13.8999764336907,907677,0.0,1.0
2020-08-20,15.47,15.68,15.0,15.04,14.1732641059463,829318,0.0,1.0
2020-08-19,15.98,16.14,15.61,15.74,14.8329240044943,708079,0.0,1.0
2020-08-18,15.99,16.16,15.63,15.84,14.9271611328584,683092,0.0,1.0
2020-08-17,16.58,16.77,15.81,16.05,15.1250591024228,781638,0.0,1.0
2020-08-14,15.76,16.66,15.76,16.66,15.6999055854432,764112,0.0,1.0
2020-08-13,16.3,16.55,15.95,16.11,15.1816013794412,701624,0.0,1.0
2020-08-12,16.54,16.69,16.06,16.28,15.34180449766,1009111,0.0,1.0
2020-08-11,17.03,17.4,16.07,16.16,15.2287199436232,1208125,0.0,1.0
2020-08-10,16.09,17.225,15.97,16.64,15.6810581597704,1085555,0.0,1.0
2020-08-07,16.03,16.17,15.745,15.98,15.059093112568,1289081,0.0,1.0
2020-08-06,15.87,16.71,15.27,16.2,15.2664147949688,2558058,0.0,1.0
2020-08-05,15.43,15.955,14.63,15.76,14.8517714301671,1632290,0.0,1.0
2020-08-04,14.5,15.12,14.25,14.92,14.0601795519095,823445,0.0,1.0
2020-08-03,14.4,14.7,13.94,14.48,13.6455361871079,1145136,0.0,1.0
2020-07-31,14.21,14.42,13.97,14.26,13.4382145047071,1242072,0.0,1.0
2020-07-30,14.18,14.54,13.8,14.27,13.4476382175435,1647518,0.0,1.0
2020-07-29,14.27,14.56,14.1,14.56,13.7209258897991,899876,0.0,1.0
2020-07-28,14.54,14.87,14.2,14.23,13.4099433661979,654649,0.0,1.0
2020-07-27,15.14,15.2,14.445,14.69,13.8434341566723,828292,0.0,1.0
2020-07-24,15.68,16.0,15.15,15.22,14.3428909370015,1119903,0.0,1.0
2020-07-23,15.26,15.839,15.15,15.59,14.6915683119483,982646,0.0,1.0
2020-07-22,15.21,15.565,14.55,15.47,14.5784837579115,1480367,0.0,1.0
2020-07-21,14.76,15.71,14.25,15.47,14.5784837579115,1528883,0.0,1.0
2020-07-20,14.25,14.74,13.93,13.96,13.1555031196151,1481376,0.0,1.0
2020-07-17,13.95,14.47,13.82,13.92,13.1178082682695,650409,0.0,1.0
2020-07-16,14.08,14.45,13.73,14.11,13.2968588121611,868501,0.0,1.0
2020-07-15,14.26,14.72,13.95,14.2,13.3816722276887,1520780,0.0,1.0
2020-07-14,13.27,13.94,13.01,13.89,13.0895371297603,1266411,0.0,1.0
2020-07-13,13.9,14.17,13.06,13.11,12.354487528521,1212786,0.0,1.0
2020-07-10,12.9,13.72,12.8,13.69,12.9010628730322,1691247,0.0,1.0
2020-07-09,13.17,13.48,12.95,13.01,12.260250400157,1548567,0.0,1.0
2020-07-08,13.39,13.68,12.81,13.03,12.2790978258298,1727105,0.0,1.0
2020-07-07,13.7,13.78,13.26,13.28,12.5146906467398,1219333,0.0,1.0
2020-07-06,14.47,14.62,13.31,13.82,13.0235711399055,1960453,0.0,1.0
2020-07-02,13.85,14.46,13.6,14.23,13.4099433661979,1529430,0.0,1.0
2020-07-01,12.43,13.6,12.37,13.4,12.6277752007766,3065784,0.0,1.0
2020-06-30,11.82,12.52,11.58,12.44,11.7230987684822,1629001,0.0,1.0
2020-06-29,11.61,12.2351,11.21,12.0,11.3084554036806,2203431,0.0,1.0
2020-06-26,13.2,13.2,11.4,11.48,10.8184223361877,3665274,0.0,1.0
2020-06-25,12.9,13.74,12.72,13.46,12.684317477795,2132562,0.0,1.0
2020-06-24,13.82,14.15,13.15,13.22,12.4581483697214,1661491,0.0,1.0
2020-06-23,13.88,14.34,13.84,14.32,13.4947567817255,2443096,0.0,1.0
2020-06-22,13.81,14.02,13.42,13.63,12.8445205960138,1913848,0.0,1.0
2020-06-19,14.68,14.8,13.59,13.67,12.8822154473594,6819225,0.0,1.0
2020-06-18,14.02,14.62,13.57,14.21,13.3910959405251,3667038,0.0,1.0
2020-06-17,15.28,15.29,14.36,14.37,13.5418753459075,1714239,0.0,1.0
2020-06-16,16.31,16.36,15.07,15.56,14.6632971734391,1520073,0.0,1.0
2020-06-15,14.52,15.4,14.06,15.2,14.3240435113287,1947249,0.0,1.0
2020-06-12,15.61,16.02,14.61,15.37,14.4842466295475,1494539,0.0,1.0
2020-06-11,13.75,15.52,13.7,14.82,13.9659424235455,2197963,0.0,1.0
2020-06-10,16.1,16.49,15.4,15.43,14.5407889065659,1285468,0.0,1.0
2020-06-09,18.0,18.04,16.61,16.74,15.7752952881344,1553054,0.0,1.0
2020-06-08,17.33,18.89,16.93,18.76,17.6788852810873,3224201,0.0,1.0
2020-06-05,15.66,16.72,15.62,16.09,15.1627539537684,2003138,0.0,1.0
2020-06-04,14.08,14.76,13.68,14.35,13.5230279202347,950457,0.0,1.0
2020-06-03,14.47,14.62,13.86,14.11,13.2968588121611,1296562,0.0,1.0
2020-06-02,13.49,14.26,13.44,14.05,13.2403165351427,1331422,0.0,1.0
2020-06-01,12.08,13.47,11.86,13.25,12.4864195082306,1593252,0.0,1.0
2020-05-29,12.21,12.45,11.87,12.18,11.4780822347358,1531807,0.0,1.0
2020-05-28,12.83,13.08,12.37,12.4,11.6854039171366,1354849,0.0,1.0
2020-05-27,13.18,13.22,12.42,12.96,12.213131835975,1283651,0.0,1.0
2020-05-26,13.2,13.4,12.48,12.92,12.1754369846294,1471577,0.0,1.0
2020-05-22,12.43,12.7,12.04,12.49,11.7702173326642,1737579,0.0,1.0
2020-05-21,13.15,13.23,12.46,12.52,11.7984884711734,1277905,0.0,1.0
2020-05-20,12.6,13.14,12.5,12.66,11.930420450883,1072017,0.0,1.0
2020-05-19,13.03,13.18,12.18,12.22,11.5157770860814,1172792,0.0,1.0
2020-05-18,12.14,13.09,11.76,13.03,12.2790978258298,1730065,0.0,1.0
2020-05-15,10.65,11.4,10.42,11.13,10.4885923869137,2383289,0.0,1.0
2020-05-14,10.32,11.03,9.82,10.57,9.9608644680753,2040958,0.0,1.0
2020-05-13,11.55,11.55,10.25,10.49,9.8854747653841,1333032,0.0,1.0
2020-05-12,11.7,12.2,11.43,11.45,10.7901511976785,1499385,0.0,1.0
2020-05-11,12.27,12.65,11.46,11.5,10.8372697618605,1755959,0.0,1.0
2020-05-08,11.4,12.66,11.4,12.27,11.5628956502634,1935595,0.0,1.0
2020-05-07,11.98,12.51,11.71,11.84,11.1576759982982,1410918,0.0,1.0
2020-05-06,11.78,12.59,11.62,11.67,10.9974728800794,1647207,0.0,1.0
2020-05-05,12.6,12.77,11.66,11.84,11.1576759982982,1663704,0.0,1.0
2020-05-04,10.82,11.75,10.63,11.74,11.0634388699342,1516009,0.0,1.0
2020-05-01,12.73,12.92,11.21,11.28,10.6299480794597,1492444,0.0,1.0
2020-04-30,12.59,13.1,11.68,12.99,12.2414029744842,3294853,0.0,1.0
2020-04-29,11.3,12.38,10.66,12.28,11.5723193630998,3560995,0.0,1.0
2020-04-28,10.9,11.01,10.3,10.73,10.1116438734577,1819118,0.0,1.0
2020-04-27,10.58,10.7,9.79,10.56,9.9514407552389,2979170,0.0,1.0
2020-04-24,10.97,11.42,10.36,10.85,10.2247284274945,1819960,0.0,1.0
2020-04-23,10.16,11.2,10.06,10.78,10.1587624376397,2568053,0.0,1.0
2020-04-22,9.57,9.95,9.27,9.74,9.17869630265406,1540796,0.0,1.0
2020-04-21,8.14,9.12,8.0,9.0,8.48134155276043,1694382,0.0,1.0
2020-04-20,7.99,9.18,7.93,8.51,8.0195796237768,1913599,0.0,1.0
2020-04-17,8.98,9.44,8.8,9.11,8.58500239396083,1907744,0.0,1.0
2020-04-16,9.0,9.0,8.27,8.83,8.32113843454162,1666438,0.0,1.0
2020-04-15,8.25,9.1,7.87,9.02,8.50018897843323,1750121,0.0,1.0
2020-04-14,9.0,9.12,8.5,8.78,8.27401987035962,1863055,0.0,1.0
2020-04-13,9.5,9.5,8.61,9.04,8.51903640410603,1465865,0.0,1.0
2020-04-09,10.05,10.69,8.39,9.05,8.52846011694243,2441905,0.0,1.0
2020-04-08,8.83,9.44,8.55,9.4,8.85829006621645,1327247,0.0,1.0
2020-04-07,8.69,9.17,8.41,8.55,8.05727447512241,2255920,0.0,1.0
2020-04-06,8.15,8.18,7.47,8.14,7.67090224882999,2179366,0.0,1.0
2020-04-03,8.2,8.34,7.24,8.02,7.55781769479318,3531088,0.0,1.0
2020-04-02,6.75,8.62,6.42,7.88,7.42588571508357,3809922,0.0,1.0
2020-04-01,6.03,6.38,5.59,6.29,5.9275153740959,2734708,0.0,1.0
2020-03-31,6.06,6.75,6.0,6.21,5.85212567140469,2813704,0.0,1.0
2020-03-30,5.99,6.0,5.11,5.73,5.39978745525747,3643387,0.0,1.0
2020-03-27,7.33,7.49,6.28,6.29,5.9275153740959,2942142,0.0,1.0
2020-03-26,7.83,8.21,7.46,7.79,7.34107229955597,2426836,0.0,1.0
2020-03-25,7.36,8.12,6.54,7.82,7.36934343806517,3025916,0.0,1.0
2020-03-24,6.95,7.27,6.31,7.21,6.79449695504474,2677188,0.0,1.0
2020-03-23,6.37,6.67,6.01,6.46,6.08771849231471,1952002,0.0,1.0
2020-03-20,6.65,6.97,6.13,6.42,6.0500236409691,3552187,0.0,1.0
2020-03-19,5.14,6.72,4.89,6.44,6.06887106664191,3155128,0.0,1.0
2020-03-18,6.33,6.93,4.51,5.01,4.72128013103664,4928234,0.0,1.0
2020-03-17,8.56,8.91,6.67,6.69,6.30446388755192,5031222,0.0,1.0
2020-03-16,7.6,10.61,6.85,8.52,8.0290033366132,5644659,0.0,1.0
2020-03-13,7.84,9.5,6.2,9.5,8.95252719458045,3770083,0.0,1.0
2020-03-12,6.29,7.75,5.41,7.21,6.79449695504474,6153090,0.0,1.0
2020-03-11,7.96,8.24,6.68,7.17,6.75680210369914,3983879,0.0,1.0
2020-03-10,8.11,8.73,6.93,8.55,8.05727447512241,5188803,0.0,1.0
2020-03-09,7.17,8.67,6.89,7.3,6.87931037057235,7483817,0.0,1.0
2020-03-06,16.44,16.57,14.0,14.1,13.2874350993247,2970282,0.0,1.0
2020-03-05,17.88,18.46,17.09,17.42,16.4161077610096,1910633,0.0,1.0
2020-03-04,18.27,18.92,17.8,18.49,17.4244450345045,2213617,0.0,1.0
2020-03-03,18.56,19.06,17.18,17.53,16.51976860221,1974496,0.0,1.0
2020-03-02,19.34,19.42,17.94,18.53,17.4621398858501,2391161,0.0,1.0
2020-02-28,16.7,19.1,16.37,19.03,17.9333255276701,2482749,0.0,1.0
2020-02-27,18.4,19.46,16.49,17.54,16.5291923150464,3203085,0.0,1.0
2020-02-26,19.64,20.01,18.14,18.44,17.3773264703225,1832989,0.0,1.0
2020-02-25,21.35,21.42,19.18,19.46,18.3385451796353,1737535,0.0,1.0
2020-02-24,21.17,21.55,20.47,21.23,20.0065423516782,1526887,0.0,1.0
2020-02-21,22.39,22.5,21.81,22.39,21.0996930407007,1151871,0.0,1.0
2020-02-20,22.53,23.31,22.35,22.73,21.4200992771383,1126073,0.0,1.0
2020-02-19,21.88,22.71,21.59,22.42,21.1279641792099,1300395,0.0,1.0
2020-02-18,22.04,22.16,21.25,21.56,20.3175248752794,1309794,0.0,1.0
2020-02-14,22.27,22.5,21.94,22.31,21.0243033380095,1171006,0.0,1.0
2020-02-13,22.11,22.37,21.57,22.03,20.7604393785902,951581,0.0,1.0
2020-02-12,22.3,23.43,21.87,22.2,20.9206424968091,1683826,0.0,1.0
2020-02-11,22.01,22.22,21.51,21.82,20.5625414090258,1163616,0.0,1.0
2020-02-10,21.86,21.9,21.06,21.54,20.2986774496066,1314432,0.0,1.0
2020-02-07,22.57,22.7,21.47,22.17,20.8923713582999,1220400,0.0,1.0
2020-02-06,23.43,23.76,22.84,22.99,21.6651158108847,1707895,0.0,1.0
2020-02-05,22.92,23.84,22.8023,23.42,22.0703354628499,1623810,0.0,1.0
2020-02-04,22.43,22.79,22.05,22.36,21.0714219021915,1389862,0.0,1.0
2020-02-03,21.47,22.36,21.39,21.87,20.6096599732078,1885971,0.0,1.0
2020-01-31,21.37,21.84,20.82,21.59,20.3457960137886,1584082,0.0,1.0
2020-01-30,21.0,21.85,20.78,21.84,20.5813888346986,1253692,0.0,1.0
2020-01-29,21.73,22.09,21.01,21.31,20.0819320543694,1663643,0.0,1.0
2020-01-28,20.6,21.52,20.22,21.37,20.1384743313878,1953402,0.0,1.0
2020-01-27,20.32,20.94,20.24,20.34,19.1678319092386,2425709,0.0,1.0
2020-01-24,21.37,21.38,20.23,21.06,19.8463392334594,2411535,0.0,1.0
2020-01-23,21.28,21.8,20.32,21.58,20.3363723009522,2605277,0.0,1.0
2020-01-22,22.69,22.71,21.42,21.49,20.2515588854246,2095632,0.0,1.0
2020-01-21,24.03,24.05,22.88,22.9,21.5803023953571,1955204,0.0,1.0
2020-01-17,24.19,24.43,23.47,24.16,22.7676902127435,3422974,0.0,1.0
2020-01-16,24.29,24.76,23.83,23.92,22.5415211046699,2031058,0.0,1.0
2020-01-15,24.83,25.23,23.72,24.1,22.7111479357251,2106743,0.0,1.0
2020-01-14,25.83,25.83,24.96,25.16,23.7100614963836,4579029,0.0,1.0
2020-01-13,25.15,25.82,24.51,25.78,24.2943316922404,1375617,0.0,1.0
2020-01-10,25.37,25.38,24.6,25.27,23.813722337584,1509394,0.0,1.0
2020-01-09,26.28,26.29,25.17,25.46,23.9927728814756,2325599,0.0,1.0
2020-01-08,27.75,27.84,25.87,26.4,24.8786018880973,1518741,0.0,1.0
2020-01-07,27.51,27.69,26.93,27.65,26.0565659926473,1920885,0.0,1.0
2020-01-06,27.68,27.75,27.11,27.54,25.9529051514469,1289206,0.0,1.0
2020-01-03,27.15,27.72,26.93,27.49,25.9057865872649,1579118,0.0,1.0
2020-01-02,26.23,26.53,25.87,26.36,24.8409070367516,789145,0.0,1.0
2019-12-31,25.54,26.46,25.42,26.17,24.66185649286,808546,0.0,1.0
2019-12-30,25.67,26.21,25.52,25.86,24.3697213949316,865731,0.0,1.0
2019-12-27,26.36,26.44,25.45,25.53,24.0587388713304,736752,0.0,1.0
2019-12-26,26.61,26.66,26.04,26.11,24.6053142158416,352751,0.0,1.0
2019-12-24,26.51,26.74,26.11,26.28,24.7655173340604,296689,0.0,1.0
2019-12-23,26.26,26.68,25.9,26.52,24.9916864421341,815929,0.0,1.0
2019-12-20,25.81,26.14,25.35,26.13,24.6241616415144,3540711,0.0,1.0
2019-12-19,24.98,26.24,24.95,25.79,24.3037554050768,1259136,0.0,1.0
2019-12-18,24.87,25.24,24.46,24.78,23.3519604086004,1588922,0.0,1.0
2019-12-17,24.8,25.32,24.7,25.09,23.6440955065288,1025884,0.0,1.0
2019-12-16,24.18,25.17,24.13,24.7,23.2765707059092,1896573,0.0,1.0
2019-12-13,23.63,24.33,23.37,23.87,22.4944025404879,1416769,0.0,1.0
2019-12-12,23.22,23.91,23.05,23.54,22.1834200168867,1265696,0.0,1.0
2019-12-11,23.48,23.96,23.08,23.16,21.8253189291035,811428,0.0,1.0
2019-12-10,23.12,23.86,23.1,23.48,22.1268777398683,624750,0.0,1.0
2019-12-09,22.93,23.48,22.76,23.28,21.9384034831403,1140559,0.0,1.0
2019-12-06,22.51,23.31,22.3,23.21,21.8724374932855,1299779,0.0,1.0
2019-12-05,23.16,23.4,22.28,22.4,21.1091167535371,1149694,0.0,1.0
2019-12-04,22.86,23.42,22.72,22.98,21.6556920980483,2077502,0.0,1.0
2019-12-03,22.44,22.95,22.13,22.42,21.1279641792099,1081372,0.0,1.0
2019-12-02,22.84,23.46,22.58,22.72,21.4106755643019,1074923,0.0,1.0
2019-11-29,23.39,23.54,22.66,22.73,21.4200992771383,615825,0.0,1.0
2019-11-27,23.87,24.21,23.44,23.79,22.4190128377967,751100,0.0,1.0
2019-11-26,24.01,24.01,23.53,23.78,22.4095891249603,1239034,0.0,1.0
2019-11-25,23.36,24.27,22.94,24.21,22.8148087769255,859411,0.0,1.0
2019-11-22,24.38,24.7,23.29,23.43,22.0797591756863,983955,0.0,1.0
2019-11-21,24.04,24.45,23.46,24.37,22.965588182308,1033515,0.0,1.0
2019-11-20,23.46,24.36,23.06,23.69,22.3247757094327,1527371,0.0,1.0
2019-11-19,24.31,24.46,23.33,23.45,22.0986066013591,1631324,0.0,1.0
2019-11-18,25.41,25.41,24.27,24.45,23.0409778849992,1124109,0.0,1.0
2019-11-15,25.45,26.06,25.16,25.65,24.1718234253672,720493,0.0,1.0
2019-11-14,25.13,26.03,25.03,25.24,23.7854511990748,1357305,0.0,1.0
2019-11-13,25.97,26.41,24.9,25.11,23.6629429322016,1561668,0.0,1.0
2019-11-12,25.56,26.39,25.1,26.02,24.520500800314,1831482,0.0,1.0
2019-11-11,25.13,25.48,24.43,25.44,23.9739254558028,1658488,0.0,1.0
2019-11-08,25.25,25.88,24.96,25.54,24.0681625841668,1517438,0.0,1.0
2019-11-07,23.09,25.7,22.88,25.59,24.1152811483488,3019060,0.0,1.0
2019-11-06,23.38,24.3,22.81,22.91,21.5897261081935,2169656,0.0,1.0
2019-11-05,23.13,24.02,22.95,23.54,22.1834200168867,1991411,0.0,1.0
2019-11-04,21.28,23.38,21.28,22.79,21.4766415541567,2268243,0.0,1.0
2019-11-01,20.22,21.19,19.98,20.94,19.7332546794226,1257917,0.0,1.0
2019-10-31,20.36,20.61,19.57,19.95,18.8003071086189,1628101,0.0,1.0
2019-10-30,21.67,21.83,20.16,20.42,19.2432216119298,2184296,0.0,1.0
2019-10-29,21.43,21.86,20.35,21.69,20.4400331421526,1923562,0.0,1.0
2019-10-28,22.22,22.49,21.65,21.66,20.4117620036434,1066676,0.0,1.0
2019-10-25,21.88,22.36,21.56,22.09,20.8169816556086,1300828,0.0,1.0
2019-10-24,22.41,22.6,21.69,21.96,20.6944733887354,1374334,0.0,1.0
2019-10-23,21.05,22.45,20.75,22.38,21.0902693278643,1884421,0.0,1.0
2019-10-22,21.02,21.62,20.46,21.08,19.8651866591322,1794819,0.0,1.0
2019-10-21,21.21,21.64,20.75,20.97,19.7615258179318,1482967,0.0,1.0
2019-10-18,22.83,23.08,21.17,21.2,19.978271213169,2195251,0.0,1.0
2019-10-17,24.1,24.35,22.87,22.95,21.6274209595391,1931999,0.0,1.0
2019-10-16,24.22,24.92,24.09,24.14,22.7488427870707,1417012,0.0,1.0
2019-10-15,24.08,24.94,23.75,24.17,22.7771139255799,979629,0.0,1.0
2019-10-14,24.58,24.68,23.48,24.25,22.8525036282712,1075457,0.0,1.0
2019-10-11,25.24,25.95,25.01,25.17,23.71948520922,931993,0.0,1.0
2019-10-10,24.94,25.15,24.32,24.84,23.4085026856188,899942,0.0,1.0
2019-10-09,25.16,25.45,24.63,24.88,23.4461975369644,779984,0.0,1.0
2019-10-08,25.14,25.51,24.79,24.81,23.3802315471096,907575,0.0,1.0
2019-10-07,25.92,26.03,25.31,25.46,23.9927728814756,1176804,0.0,1.0
2019-10-04,26.25,26.52,25.7,26.04,24.5393482259868,1087831,0.0,1.0
2019-10-03,25.56,26.55,25.42,26.31,24.7937884725696,1019831,0.0,1.0
2019-10-02,26.59,27.17,25.76,25.85,24.3602976820952,1275956,0.0,1.0
2019-10-01,28.03,28.68,26.58,26.74,25.1990081245349,1872863,0.0,1.0
2019-09-30,27.89,28.13,27.39,27.75,26.1508031210113,2510644,0.0,1.0
2019-09-27,28.92,29.39,28.15,28.18,26.5560227729765,1387148,0.0,1.0
2019-09-26,29.97,29.97,29.16,29.39,27.696292026181,1000962,0.0,1.0
2019-09-25,29.91,30.31,29.23,30.16,28.4219179145838,1030571,0.0,1.0
2019-09-24,30.33,30.69,29.65,30.09,28.355951924729,1540574,0.0,1.0
2019-09-23,30.37,31.08,30.15,30.4,28.6480870226574,1085614,0.0,1.0
2019-09-20,31.51,31.93,30.09,30.4,28.6480870226574,3118392,0.0,1.0
2019-09-19,33.09,33.35,31.09,31.53,29.7129665731707,1673408,0.0,1.0
2019-09-18,33.65,33.83,32.58,32.69,30.8061172621931,1275441,0.0,1.0
2019-09-17,35.75,36.05,33.74,34.2,32.2290979004896,2463138,0.0,1.0
2019-09-16,35.09,36.49,33.7,36.16,34.0761456164241,2939624,0.0,1.0
2019-09-13,31.97,32.86,31.4,32.68,30.7966935493567,1575469,0.0,1.0
2019-09-12,30.67,31.85,30.02,31.48,29.6658480089887,1449535,0.0,1.0
2019-09-11,32.53,33.31,31.25,31.39,29.5810345934611,1897837,0.0,1.0
2019-09-10,32.84,34.17,32.0,32.41,30.5422533027739,2177619,0.0,1.0
2019-09-09,31.16,32.1,31.11,32.09,30.2406944920091,1706625,0.0,1.0
2019-09-06,31.52,31.53,30.66,30.72,28.9496458334223,1604659,0.0,1.0
2019-09-05,31.81,32.0,31.17,31.65,29.8260511272075,1555610,0.0,1.0
2019-09-04,31.83,32.33,31.13,31.15,29.3548654853875,1469327,0.0,1.0
2019-09-03,30.97,31.57,29.41,31.21,29.4114077624059,1760944,0.0,1.0
2019-08-30,32.46,32.69,31.2,31.85,30.0145253839355,1215091,0.0,1.0
2019-08-29,30.99,32.46,30.99,32.23,30.3726264717187,1527780,0.0,1.0
2019-08-28,30.38,30.97,30.06,30.59,28.8271375665491,2118156,0.0,1.0
2019-08-27,30.63,30.82,29.51,29.89,28.167477668001,2590328,0.0,1.0
2019-08-26,26.7,30.93,26.7,29.65,27.9413085599274,5978607,0.0,1.0
2019-08-23,26.42,26.52,25.15,25.25,23.7948749119112,1538854,0.0,1.0
2019-08-22,28.01,28.15,26.89,27.06,25.5005669352997,1118221,0.0,1.0
2019-08-21,28.08,28.39,27.72,27.81,26.2073453980297,892476,0.0,1.0
2019-08-20,28.08,28.24,27.53,27.61,26.0188711413017,744289,0.0,1.0
2019-08-19,27.86,28.41,27.59,28.29,26.6596836141769,1505550,0.0,1.0
2019-08-16,26.73,27.775,26.39,27.3,25.7267360433733,1009096,0.0,1.0
2019-08-15,26.17,26.55,25.53,26.4,24.8786018880973,825115,0.0,1.0
2019-08-14,27.33,27.33,25.99,26.09,24.5864667901688,1012285,0.0,1.0
2019-08-13,28.21,28.69,27.29,27.88,26.2733113878845,1365497,0.0,1.0
2019-08-12,28.22,28.77,26.85,28.43,26.7916155938865,1362342,0.0,1.0
2019-08-09,28.92,30.29,28.3,28.41,26.7727681682137,1507634,0.0,1.0
2019-08-08,24.18,29.08,24.13,28.87,27.2062589586882,2296087,0.0,1.0
2019-08-07,25.46,27.7,24.28,27.21,25.6419226278457,2294391,0.0,1.0
2019-08-06,26.28,26.83,25.35,26.16,24.6524327800236,1367598,0.0,1.0
2019-08-05,26.22,26.41,25.73,26.14,24.6335853543508,1765270,0.0,1.0
2019-08-02,27.61,28.5,26.65,26.83,25.2838215400625,1407307,0.0,1.0
2019-08-01,28.4,28.4,26.47,27.36,25.7832783203917,2082634,0.0,1.0
2019-07-31,28.5,29.5,28.39,28.73,27.0743269789786,1461177,0.0,1.0
2019-07-30,27.02,28.68,26.56,28.44,26.8010393067229,1512571,0.0,1.0
2019-07-29,27.77,28.06,26.45,27.06,25.5005669352997,1471944,0.0,1.0
2019-07-26,28.43,28.6,27.67,27.82,26.2167691108661,788690,0.0,1.0
2019-07-25,29.95,30.15,28.38,28.49,26.8481578709049,713257,0.0,1.0
2019-07-24,29.53,30.2,29.35,29.74,28.026121975455,1458088,0.0,1.0
2019-07-23,29.3,29.77,28.98,29.77,28.0543931139642,1129448,0.0,1.0
2019-07-22,29.43,29.81,28.83,29.23,27.5455126207986,1009643,0.0,1.0
2019-07-19,29.31,29.6,28.99,29.44,27.743410590363,943605,0.0,1.0
2019-07-18,29.78,30.01,28.99,29.34,27.649173461999,1376934,0.0,1.0
2019-07-17,29.85,30.23,29.48,30.02,28.2899859348742,1947648,0.0,1.0
2019-07-16,30.07,30.64,29.66,29.96,28.2334436578558,1694121,0.0,1.0
2019-07-15,30.74,31.0,29.71,30.14,28.403070488911,1184059,0.0,1.0
2019-07-12,30.99,31.33,29.92,30.55,28.7894427152034,1559043,0.0,1.0
2019-07-11,32.81,33.03,30.95,31.1,29.3077469212055,1720389,0.0,1.0
2019-07-10,32.65,33.16,31.95,33.04,31.1359472114672,1253869,0.0,1.0
2019-07-09,32.57,32.57,31.77,32.15,30.2972367690275,1080366,0.0,1.0
2019-07-08,33.74,34.18,32.69,32.75,30.8626595392116,1090469,0.0,1.0
2019-07-05,34.16,34.83,33.53,34.09,32.1254370592892,852308,0.0,1.0
2019-07-03,34.61,34.83,34.13,34.34,32.3610298801992,841055,0.0,1.0
2019-07-02,35.52,35.63,34.05,34.46,32.474114434236,1495367,0.0,1.0
2019-07-01,37.06,37.1,35.36,35.64,33.5861125489313,1646245,0.0,1.0
2019-06-28,35.33,36.26,35.05,36.06,33.9819084880601,2531937,0.0,1.0
2019-06-27,34.91,35.48,34.72,35.15,33.1243506199477,1488993,0.0,1.0
2019-06-26,34.86,35.52,34.49,34.88,32.8699103733649,1221696,0.0,1.0
2019-06-25,34.36,34.8,33.82,34.16,32.191403049144,1680395,0.0,1.0
2019-06-24,34.91,35.55,34.01,34.58,32.5871989882728,1235582,0.0,1.0
