,PDCE_Open,PDCE_High,PDCE_Low,PDCE_Close,PDCE_Adj Close,PDCE_Volume,PDCE_Dividend Amount,PDCE_Split Coefficient
2005-09-28,38.64,38.8,37.35,37.99,35.8006850654854,44800,0.0,1.0
2005-09-27,38.75,38.75,37.43,38.29,36.0833964505774,51900,0.0,1.0
2005-09-26,36.93,38.66,36.93,38.56,36.3378366971602,57600,0.0,1.0
2005-09-23,38.0,38.0,36.5,37.05,34.9148560588638,120500,0.0,1.0
2005-09-22,39.1,39.55,37.45,38.15,35.9514644708678,102000,0.0,1.0
2005-09-21,39.8,40.41,38.52,38.9,36.6582429335978,55100,0.0,1.0
2005-09-20,40.03,40.5,39.08,40.0,37.6948513456019,79600,0.0,1.0
2005-09-19,38.1,40.4,37.9,39.91,37.6100379300743,132300,0.0,1.0
2005-09-16,38.9,38.95,38.15,38.37,36.1587861532686,153900,0.0,1.0
2005-09-15,38.91,38.91,38.04,38.53,36.309565558651,76800,0.0,1.0
2005-09-14,37.55,38.71,37.5,38.52,36.3001418458146,67700,0.0,1.0
2005-09-13,38.44,38.5,37.53,37.72,35.5462448189026,57000,0.0,1.0
2005-09-12,39.3,39.3,38.08,38.85,36.6111243694158,46200,0.0,1.0
2005-09-09,38.6,39.36,38.41,39.2,36.9409543186899,45700,0.0,1.0
2005-09-08,37.57,39.05,37.5,38.75,36.5168872410518,96700,0.0,1.0
2005-09-07,36.1,38.0,36.1,38.0,35.8101087783218,90300,0.0,1.0
2005-09-06,37.21,37.73,35.62,36.37,34.2740435859885,77600,0.0,1.0
2005-09-02,37.91,38.08,36.5,37.02,34.8865849203546,53100,0.0,1.0
2005-09-01,37.56,38.41,37.37,38.1,35.9043459066858,34600,0.0,1.0
2005-08-31,36.47,38.23,36.15,38.0,35.8101087783218,99800,0.0,1.0
2005-08-30,35.79,36.81,35.5,36.43,34.3305858630069,53100,0.0,1.0
2005-08-29,35.8,37.15,35.05,35.87,33.8028579441685,63600,0.0,1.0
2005-08-26,36.5,36.98,35.13,35.32,33.2845537381665,76600,0.0,1.0
2005-08-25,36.0,36.75,36.0,36.42,34.3211621501705,71400,0.0,1.0
2005-08-24,34.9,36.4,34.9,35.84,33.7745868056593,121500,0.0,1.0
2005-08-23,34.45,35.24,34.25,34.91,32.898181511874,103200,0.0,1.0
2005-08-22,33.32,35.19,33.32,34.46,32.474114434236,142500,0.0,1.0
2005-08-19,32.66,34.45,32.58,33.46,31.531743150596,121400,0.0,1.0
2005-08-18,35.12,35.12,31.01,33.06,31.15479463714,267000,0.0,1.0
2005-08-17,37.12,38.32,36.07,36.2,34.1138404677697,194400,0.0,1.0
2005-08-16,37.46,37.99,36.54,37.26,35.1127540284282,179500,0.0,1.0
2005-08-15,38.65,38.66,37.1,37.79,35.6122108087574,261700,0.0,1.0
2005-08-12,39.92,40.0,38.68,39.23,36.9692254571991,114100,0.0,1.0
2005-08-11,38.77,40.0,38.77,39.62,37.3367502578187,179800,0.0,1.0
2005-08-10,38.13,38.86,37.67,38.86,36.6205480822522,113000,0.0,1.0
2005-08-09,38.37,38.75,37.89,38.01,35.8195324911582,92600,0.0,1.0
2005-08-08,37.5,38.75,37.46,38.52,36.3001418458146,77400,0.0,1.0
2005-08-05,38.31,38.38,36.87,37.82,35.6404819472666,159700,0.0,1.0
2005-08-04,38.59,38.83,38.28,38.5,36.2812944201418,146400,0.0,1.0
2005-08-03,38.67,39.319,38.5,38.69,36.4603449640334,143600,0.0,1.0
2005-08-02,37.84,39.03,37.65,38.67,36.4414975383606,201800,0.0,1.0
2005-08-01,37.66,38.21,37.51,38.0,35.8101087783218,91600,0.0,1.0
2005-07-29,37.27,37.9,37.16,37.44,35.2823808594834,102400,0.0,1.0
2005-07-28,37.22,37.58,36.95,37.46,35.3012282851562,115700,0.0,1.0
2005-07-27,37.74,37.74,36.02,37.11,34.9713983358822,103700,0.0,1.0
2005-07-26,37.66,38.04,36.6,36.79,34.6698395251173,130000,0.0,1.0
2005-07-25,37.34,38.67,36.5,37.27,35.1221777412646,167200,0.0,1.0
2005-07-22,35.57,37.29,35.57,37.29,35.1410251669374,135600,0.0,1.0
2005-07-21,35.36,35.92,34.85,35.68,33.6238074002769,167700,0.0,1.0
2005-07-20,34.16,35.4794,34.16,35.35,33.3128248766757,269900,0.0,1.0
2005-07-19,33.2,34.3,32.991,34.26,32.285640177508,170000,0.0,1.0
2005-07-18,33.57,33.76,32.28,33.12,31.2113369141584,141600,0.0,1.0
2005-07-15,34.09,34.42,33.29,33.61,31.673098843142,113200,0.0,1.0
2005-07-14,36.0,36.14,33.93,34.22,32.2479453261624,248900,0.0,1.0
2005-07-13,35.35,36.0,35.34,35.59,33.5389939847493,256800,0.0,1.0
2005-07-12,34.56,35.33,34.19,35.12,33.0960794814385,149400,0.0,1.0
2005-07-11,33.9,34.52,33.802,34.43,32.4458432957268,143300,0.0,1.0
2005-07-08,34.26,34.5,33.5185,34.22,32.2479453261624,170300,0.0,1.0
2005-07-07,33.7,34.24,33.32,34.19,32.2196741876532,168700,0.0,1.0
2005-07-06,33.82,34.42,33.76,34.05,32.0877422079436,223900,0.0,1.0
2005-07-05,32.67,33.88,32.61,33.8,31.8521493870336,217900,0.0,1.0
2005-07-01,32.15,32.54,31.92,32.54,30.6647615696471,133000,0.0,1.0
2005-06-30,31.37,32.17,31.31,31.85,30.0145253839355,174800,0.0,1.0
2005-06-29,30.7,31.39,30.7,31.33,29.5244923164427,148300,0.0,1.0
2005-06-28,31.32,31.32,30.58,30.74,28.9684932590951,140300,0.0,1.0
2005-06-27,30.73,31.4,30.7,31.22,29.4208314752423,121300,0.0,1.0
2005-06-24,31.3,31.3,30.35,30.75,28.9779169719315,182900,0.0,1.0
2005-06-23,31.01,31.74,30.86,31.15,29.3548654853875,181800,0.0,1.0
2005-06-22,30.13,30.99,30.13,30.86,29.0815778131319,189200,0.0,1.0
2005-06-21,30.99,31.16,30.16,30.27,28.5255787557842,178100,0.0,1.0
2005-06-20,30.31,31.31,30.31,30.85,29.0721541002955,159000,0.0,1.0
2005-06-17,30.71,31.3,29.8148,30.33,28.5821210328026,262400,0.0,1.0
2005-06-16,30.78,31.15,30.2,30.57,28.8082901408762,171700,0.0,1.0
2005-06-15,29.56,30.84,29.56,30.64,28.8742561307311,200800,0.0,1.0
2005-06-14,29.29,29.7,29.0,29.6,27.8941899957454,137900,0.0,1.0
2005-06-13,28.81,29.46,28.64,29.36,27.6680208876718,249100,0.0,1.0
2005-06-10,29.49,29.63,28.19,29.0,27.3287672255614,412800,0.0,1.0
2005-06-09,29.5,30.77,29.1,30.49,28.732900438185,359900,0.0,1.0
2005-06-08,29.53,30.4,28.8,29.5,27.7999528673814,458200,0.0,1.0
2005-06-07,29.0,29.84,28.75,29.53,27.8282240058906,478600,0.0,1.0
2005-06-06,26.93,28.91,26.93,28.9,27.2345300971974,508900,0.0,1.0
2005-06-03,26.3,27.17,26.3,26.89,25.3403638170809,94900,0.0,1.0
2005-06-02,26.43,26.69,26.06,26.34,24.8220596110788,163700,0.0,1.0
2005-06-01,26.19,27.35,26.19,26.6,25.0670761448253,240900,0.0,1.0
2005-05-31,26.54,26.57,25.59,26.13,24.6241616415144,152300,0.0,1.0
2005-05-27,25.77,26.99,25.77,26.3,24.7843647597332,191500,0.0,1.0
2005-05-26,25.59,26.1,25.38,25.69,24.2095182767128,257300,0.0,1.0
2005-05-25,24.43,25.55,24.32,25.12,23.672366645038,205500,0.0,1.0
2005-05-24,24.4,24.75,24.27,24.4,22.9938593208172,305500,0.0,1.0
2005-05-23,23.22,24.35,23.02,24.01,22.6263345201975,242300,0.0,1.0
2005-05-20,23.26,23.52,23.02,23.1,21.7687766520851,160000,0.0,1.0
2005-05-19,22.91,23.5,22.81,23.32,21.9760983344859,218000,0.0,1.0
2005-05-18,23.25,23.46,22.54,22.74,21.4295229899747,290100,0.0,1.0
2005-05-17,22.35,23.71,22.35,23.06,21.7310818007395,255500,0.0,1.0
2005-05-16,23.01,23.06,22.24,22.65,21.3447095744471,215100,0.0,1.0
2005-05-13,23.72,23.94,23.06,23.11,21.7782003649215,135900,0.0,1.0
2005-05-12,25.1,25.1,23.3,23.48,22.1268777398683,245900,0.0,1.0
2005-05-11,24.87,25.25,24.86,25.1,23.6535192193652,110700,0.0,1.0
2005-05-10,25.55,25.82,24.83,24.99,23.5498583781648,154000,0.0,1.0
2005-05-09,25.21,26.02,25.17,25.81,24.3226028307496,271900,0.0,1.0
2005-05-06,27.75,27.75,26.11,26.15,24.6430090671872,152400,0.0,1.0
2005-05-05,26.26,27.55,26.26,26.6,25.0670761448253,177600,0.0,1.0
2005-05-04,25.81,26.72,25.52,26.52,24.9916864421341,175600,0.0,1.0
2005-05-03,26.7,26.96,25.38,25.87,24.379145107768,153500,0.0,1.0
2005-05-02,25.42,26.6,25.15,26.51,24.9822627292977,170100,0.0,1.0
2005-04-29,26.26,26.82,25.26,25.61,24.1341285740216,293600,0.0,1.0
2005-04-28,26.24,26.68,26.13,26.13,24.6241616415144,163700,0.0,1.0
2005-04-27,26.81,27.78,26.36,26.57,25.0388050063161,188900,0.0,1.0
2005-04-26,27.51,28.09,26.82,26.94,25.3874823812629,221000,0.0,1.0
2005-04-25,27.62,28.29,27.22,27.78,26.1790742595205,231800,0.0,1.0
2005-04-22,27.99,28.63,27.3,27.57,25.9811762899561,199800,0.0,1.0
2005-04-21,26.82,28.47,26.82,28.43,26.7916155938865,220400,0.0,1.0
2005-04-20,28.25,28.59,26.77,26.78,25.2367029758805,279400,0.0,1.0
2005-04-19,27.7,28.7,27.7,28.25,26.6219887628313,332300,0.0,1.0
2005-04-18,28.6,29.09,26.95,27.49,25.9057865872649,543100,0.0,1.0
2005-04-15,29.25,29.78,28.13,28.74,27.083750691815,511200,0.0,1.0
2005-04-14,29.25,29.91,27.95,28.41,26.7727681682137,361800,0.0,1.0
2005-04-13,31.23,31.23,29.28,29.49,27.790529154545,469000,0.0,1.0
2005-04-12,31.85,32.36,30.85,31.55,29.7318139988435,255500,0.0,1.0
2005-04-11,32.07,33.04,31.75,32.18,30.3255079075367,203200,0.0,1.0
2005-04-08,33.4,33.43,32.14,32.27,30.4103213230643,358000,0.0,1.0
2005-04-07,34.84,35.0,33.6,33.66,31.720217407324,326500,0.0,1.0
2005-04-06,34.63,35.23,34.61,34.85,32.8416392348557,242000,0.0,1.0
2005-04-05,35.89,35.89,34.56,34.8,32.7945206706736,270300,0.0,1.0
2005-04-04,37.52,37.62,35.32,35.93,33.8594002211869,450300,0.0,1.0
2005-04-01,37.96,38.299,37.01,37.28,35.131601454101,268600,0.0,1.0
2005-03-31,38.41,39.81,36.554,37.69,35.5179736803934,548100,0.0,1.0
2005-03-30,37.22,38.6,36.49,38.01,35.8195324911582,196600,0.0,1.0
2005-03-29,38.15,39.41,36.9,37.22,35.0750591770826,170600,0.0,1.0
2005-03-28,38.0,38.88,37.26,38.61,36.3849552613422,176900,0.0,1.0
2005-03-24,37.88,39.05,37.88,38.15,35.9514644708678,198100,0.0,1.0
2005-03-23,40.71,40.711,37.55,38.02,35.8289562039946,397800,0.0,1.0
2005-03-22,41.05,41.9,40.92,41.07,38.7031886190967,243900,0.0,1.0
2005-03-21,41.0,41.4,40.5,41.175,38.8021376038789,93200,0.0,1.0
2005-03-18,40.66,41.38,40.35,41.08,38.7126123319331,221000,0.0,1.0
2005-03-17,40.18,41.0,40.18,40.88,38.5241380752051,138400,0.0,1.0
2005-03-16,40.21,40.74,39.13,40.05,37.7419699097839,207700,0.0,1.0
2005-03-15,40.87,41.49,40.38,40.46,38.1283421360763,127500,0.0,1.0
2005-03-14,40.51,41.2,40.25,40.69,38.3450875313135,137300,0.0,1.0
2005-03-11,40.18,41.8,40.14,40.57,38.2320029772767,209900,0.0,1.0
2005-03-10,42.55,42.99,40.25,40.5,38.1660369874219,400900,0.0,1.0
2005-03-09,43.1,45.0,42.94,43.1,40.616202324886,300000,0.0,1.0
2005-03-08,43.43,43.95,43.1,43.28,40.7858291559413,116800,0.0,1.0
2005-03-07,43.92,44.19,43.25,43.71,41.1910488079065,105200,0.0,1.0
2005-03-04,43.25,43.88,42.81,43.85,41.3229807876161,154600,0.0,1.0
2005-03-03,43.98,44.3,42.65,43.48,40.9743034126693,152900,0.0,1.0
2005-03-02,42.58,43.989,42.141,43.54,41.0308456896877,192100,0.0,1.0
2005-03-01,44.0,44.4,41.84,42.35,39.909423862156,189600,0.0,1.0
2005-02-28,44.3,45.27,42.74,43.84,41.3135570747797,329900,0.0,1.0
2005-02-25,43.45,44.19,43.03,44.19,41.6433870240537,189300,0.0,1.0
2005-02-24,43.12,43.36,41.73,43.19,40.7010157404136,157900,0.0,1.0
2005-02-23,41.38,43.222,41.38,42.77,40.3052198012848,208800,0.0,1.0
2005-02-22,44.36,44.8,41.15,41.7,39.29688252779,333500,0.0,1.0
2005-02-18,42.37,43.68,42.13,43.66,41.1439302437245,165700,0.0,1.0
2005-02-17,42.9,44.33,42.09,42.74,40.2769486627756,237700,0.0,1.0
2005-02-16,42.85,42.91,41.94,42.8,40.333490939794,173000,0.0,1.0
2005-02-15,42.91,43.23,42.15,42.92,40.4465754938308,155500,0.0,1.0
2005-02-14,42.9,43.54,42.54,42.92,40.4465754938308,214300,0.0,1.0
2005-02-11,41.3,42.62,40.28,42.35,39.909423862156,259100,0.0,1.0
2005-02-10,40.06,41.28,39.78,41.2,38.82569688597,154800,0.0,1.0
2005-02-09,40.42,41.11,39.65,39.77,37.4781059503647,136700,0.0,1.0
2005-02-08,40.05,40.64,38.91,40.42,38.0906472847307,124900,0.0,1.0
2005-02-07,41.4,41.88,39.33,39.88,37.5817667915651,231500,0.0,1.0
2005-02-04,40.79,41.34,40.06,41.33,38.9482051528432,210400,0.0,1.0
2005-02-03,39.0,40.94,38.98,40.78,38.4299009468411,389800,0.0,1.0
2005-02-02,38.89,39.0,38.0,38.98,36.733632636289,137600,0.0,1.0
2005-02-01,38.53,38.88,37.84,38.88,36.639395507925,149300,0.0,1.0
2005-01-31,37.14,38.5,36.51,38.5,36.2812944201418,162500,0.0,1.0
2005-01-28,38.76,38.78,37.1,37.41,35.2541097209742,135600,0.0,1.0
2005-01-27,38.0,38.7,37.7,38.69,36.4603449640334,166700,0.0,1.0
2005-01-26,37.34,37.94,36.85,37.94,35.7535665013034,196800,0.0,1.0
2005-01-25,37.06,37.71,36.82,37.29,35.1410251669374,102800,0.0,1.0
2005-01-24,37.75,37.75,36.63,36.81,34.6886869507901,131100,0.0,1.0
2005-01-21,36.73,37.58,36.73,37.18,35.037364325737,165400,0.0,1.0
2005-01-20,37.77,37.77,36.36,36.811,34.6896293220738,220700,0.0,1.0
2005-01-19,38.0,38.31,37.33,37.62,35.4520076905386,249000,0.0,1.0
2005-01-18,39.79,40.389,37.85,37.95,35.7629902141398,389400,0.0,1.0
2005-01-14,38.39,39.25,38.05,39.09,36.8372934774895,185400,0.0,1.0
2005-01-13,37.38,38.75,37.38,38.12,35.9231933323586,150400,0.0,1.0
2005-01-12,36.1,37.78,35.64,37.43,35.272957146647,159300,0.0,1.0
2005-01-11,36.64,36.99,35.91,36.3,34.2080775961337,102300,0.0,1.0
2005-01-10,35.6,36.99,35.58,36.36,34.2646198731521,170800,0.0,1.0
2005-01-07,37.3,37.39,35.62,35.72,33.6615022516225,189700,0.0,1.0
2005-01-06,36.31,37.64,36.09,37.0,34.8677374946818,201600,0.0,1.0
2005-01-05,36.28,36.9,35.8,36.05,33.9724847752237,257700,0.0,1.0
2005-01-04,36.1,37.34,36.1,36.48,34.3777044271889,285900,0.0,1.0
2005-01-03,38.83,38.84,35.89,36.1,34.0196033394057,370400,0.0,1.0
2004-12-31,38.23,39.34,37.4,38.57,36.3472604099966,165100,0.0,1.0
2004-12-30,38.9,39.41,38.26,38.26,36.0551253120682,123600,0.0,1.0
2004-12-29,38.73,40.0,38.56,39.47,37.1953945652727,152900,0.0,1.0
2004-12-28,38.55,39.38,38.55,38.995,36.7477682055437,103500,0.0,1.0
2004-12-27,39.94,40.45,38.28,38.3,36.0928201634138,192200,0.0,1.0
2004-12-23,38.9,40.723,38.85,40.44,38.1094947104035,197600,0.0,1.0
2004-12-22,39.02,39.93,38.03,39.82,37.5252245145467,295000,0.0,1.0
2004-12-21,39.0,40.0,38.2,39.87,37.5723430787287,234700,0.0,1.0
2004-12-20,39.25,39.43,38.37,39.14,36.8844120416715,265900,0.0,1.0
2004-12-17,38.43,39.27,38.03,39.05,36.7995986261438,283700,0.0,1.0
2004-12-16,38.8,39.44,37.721,38.0,35.8101087783218,289300,0.0,1.0
2004-12-15,37.74,39.18,37.27,39.02,36.7713274876347,455600,0.0,1.0
2004-12-14,37.44,37.83,37.02,37.26,35.1127540284282,339900,0.0,1.0
2004-12-13,37.1,37.4,36.35,37.15,35.0090931872278,252500,0.0,1.0
2004-12-10,37.24,37.69,36.31,36.69,34.5756023967533,299200,0.0,1.0
2004-12-09,37.51,37.51,36.121,36.52,34.4153992785345,245500,0.0,1.0
2004-12-08,35.89,38.15,35.5,37.34,35.1881437311194,309900,0.0,1.0
2004-12-07,37.22,38.03,35.87,35.94,33.8688239340233,323200,0.0,1.0
2004-12-06,38.5,38.96,37.3,37.54,35.3766179878474,243900,0.0,1.0
2004-12-03,36.85,38.99,36.11,38.853,36.6139514832668,397500,0.0,1.0
2004-12-02,37.07,38.15,35.51,37.12,34.9808220487186,652400,0.0,1.0
2004-12-01,41.06,41.06,37.63,38.1,35.9043459066858,534000,0.0,1.0
2004-11-30,40.05,41.35,40.05,41.12,38.7503071832787,316000,0.0,1.0
2004-11-29,41.09,41.65,39.28,40.26,37.9398678793483,400700,0.0,1.0
2004-11-26,38.71,40.57,38.461,40.13,37.8173596124751,225500,0.0,1.0
2004-11-24,39.25,39.28,36.25,37.96,35.7724139269762,471700,0.0,1.0
2004-11-23,37.5,38.84,37.08,38.68,36.450921251197,539600,0.0,1.0
2004-11-22,35.59,37.429,34.9,37.25,35.1033303155918,617500,0.0,1.0
2004-11-19,35.44,35.86,34.73,34.88,32.8699103733649,263600,0.0,1.0
2004-11-18,34.0,35.41,34.0,34.97,32.9547237888925,319200,0.0,1.0
2004-11-17,32.62,34.59,32.62,34.59,32.5966227011092,384800,0.0,1.0
2004-11-16,32.511,33.85,32.51,32.68,30.7966935493567,264700,0.0,1.0
2004-11-15,33.44,33.48,32.06,32.73,30.8438121135387,390600,0.0,1.0
2004-11-12,33.01,33.93,33.0,33.72,31.7767596843424,233700,0.0,1.0
2004-11-11,33.5,33.68,32.61,33.33,31.4092348837228,223200,0.0,1.0
2004-11-10,33.1,34.2,32.25,33.97,32.0123525052524,403800,0.0,1.0
2004-11-09,32.131,33.25,32.06,32.99,31.0888286472852,254900,0.0,1.0
2004-11-08,33.25,34.0,32.07,32.52,30.6459141439743,526700,0.0,1.0
2004-11-05,36.901,37.6,32.42,33.43,31.5034720120868,1192100,0.0,1.0
2004-11-04,36.51,37.15,36.06,36.78,34.6604158122809,226400,0.0,1.0
2004-11-03,36.15,36.8,35.72,36.35,34.2551961603157,234300,0.0,1.0
2004-11-02,35.15,36.35,34.55,35.31,33.2751300253301,318600,0.0,1.0
2004-11-01,35.261,37.09,34.5,35.17,33.1431980456205,419300,0.0,1.0
2004-10-29,34.92,35.554,34.56,35.22,33.1903166098025,234000,0.0,1.0
2004-10-28,36.0,36.31,34.46,35.07,33.0489609172565,910900,0.0,1.0
2004-10-27,39.66,40.73,36.57,37.52,35.3577705621746,698300,0.0,1.0
2004-10-26,38.95,39.59,38.64,39.44,37.1671234267635,166600,0.0,1.0
2004-10-25,38.68,39.53,37.57,39.21,36.9503780315263,294700,0.0,1.0
2004-10-22,38.53,39.7,38.35,38.36,36.1493624404322,208700,0.0,1.0
2004-10-21,39.84,39.84,38.53,39.02,36.7713274876347,272200,0.0,1.0
2004-10-20,36.5,39.74,36.5,39.29,37.0257677342175,609800,0.0,1.0
2004-10-19,37.659,37.99,36.3,36.81,34.6886869507901,505400,0.0,1.0
2004-10-18,37.51,38.91,37.41,37.85,35.6687530857758,487400,0.0,1.0
2004-10-15,38.6,39.25,38.05,38.41,36.1964810046142,328300,0.0,1.0
2004-10-14,37.26,39.67,36.64,38.65,36.4226501126878,844000,0.0,1.0
2004-10-13,41.98,42.34,37.0,38.07,35.8760747681766,1616500,0.0,1.0
2004-10-12,39.77,42.95,39.67,42.37,39.9282712878288,1122300,0.0,1.0
2004-10-11,42.51,43.68,39.55,39.96,37.6571564942563,1214600,0.0,1.0
2004-10-08,45.13,45.35,42.19,42.38,39.9376950006652,1376200,0.0,1.0
2004-10-07,49.11,49.26,45.18,45.25,42.6423005847121,849300,0.0,1.0
2004-10-06,47.51,49.1,47.47,48.54,45.7427021078879,443000,0.0,1.0
2004-10-05,44.85,48.74,44.65,47.51,44.7720596857387,1000100,0.0,1.0
2004-10-04,43.9,45.57,43.85,44.45,41.8884035578001,407800,0.0,1.0
2004-10-01,44.6,44.83,43.51,43.72,41.2004725207429,430100,0.0,1.0
2004-09-30,42.52,44.8,42.24,43.82,41.2947096491069,642800,0.0,1.0
2004-09-29,43.891,43.94,41.861,42.79,40.3240672269576,564100,0.0,1.0
2004-09-28,42.25,43.84,41.51,43.63,41.1156591052153,1792100,0.0,1.0
2004-09-27,42.41,42.44,40.81,41.86,39.4476619331724,446600,0.0,1.0
2004-09-24,40.38,42.47,39.73,41.68,39.2780351021172,605600,0.0,1.0
2004-09-23,40.43,40.85,38.96,40.18,37.8644781766571,563900,0.0,1.0
2004-09-22,38.161,41.1,37.65,40.9,38.5429855008779,1333300,0.0,1.0
2004-09-21,35.5,36.59,35.25,36.4,34.3023147244977,181200,0.0,1.0
2004-09-20,36.0,36.2,34.16,35.5,33.4541805692217,230600,0.0,1.0
2004-09-17,35.6,37.01,35.27,35.51,33.4636042820581,214700,0.0,1.0
2004-09-16,35.67,36.0,34.8,35.72,33.6615022516225,156300,0.0,1.0
2004-09-15,34.87,35.67,34.27,35.41,33.3693671536941,269700,0.0,1.0
2004-09-14,35.16,35.6,34.7,35.13,33.1055031942749,351600,0.0,1.0
2004-09-13,35.64,37.25,34.05,35.04,33.0206897787473,713100,0.0,1.0
2004-09-10,36.38,36.68,35.09,36.26,34.1703827447881,505000,0.0,1.0
2004-09-09,34.8,36.59,34.23,36.05,33.9724847752237,657800,0.0,1.0
2004-09-08,33.5,34.86,32.6,34.53,32.5400804240908,439800,0.0,1.0
2004-09-07,33.63,34.1,31.46,33.45,31.5223194377596,747800,0.0,1.0
2004-09-03,34.68,34.8,33.16,33.54,31.6071328532872,438100,0.0,1.0
2004-09-02,33.69,35.25,33.56,34.6,32.6060464139456,751400,0.0,1.0
2004-09-01,31.08,33.7,30.54,33.56,31.62598027896,895000,0.0,1.0
2004-08-31,29.51,31.25,29.51,31.03,29.2417809313507,248200,0.0,1.0
2004-08-30,30.37,30.52,29.51,29.91,28.1863250936738,182400,0.0,1.0
2004-08-27,29.73,30.73,29.73,29.89,28.167477668001,141200,0.0,1.0
2004-08-26,30.08,30.58,29.5,29.85,28.1297828166554,213900,0.0,1.0
2004-08-25,29.85,30.46,29.41,30.45,28.6952055868394,233900,0.0,1.0
2004-08-24,31.72,31.95,29.29,29.75,28.0355456882914,410300,0.0,1.0
2004-08-23,31.22,31.78,30.4,31.26,29.4585263265879,425900,0.0,1.0
2004-08-20,29.49,30.54,29.45,29.98,28.2522910835286,240300,0.0,1.0
2004-08-19,28.55,29.69,28.16,29.13,27.4512754924346,187900,0.0,1.0
2004-08-18,27.94,28.65,27.33,28.43,26.7916155938865,241400,0.0,1.0
2004-08-17,28.02,28.99,27.17,27.32,25.7455834690461,305000,0.0,1.0
2004-08-16,28.15,29.099,28.0,28.36,26.7256496040317,142400,0.0,1.0
2004-08-13,27.49,28.4,27.41,28.15,26.5277516344673,141600,0.0,1.0
2004-08-12,28.589,28.78,27.63,27.9,26.2921588135573,165600,0.0,1.0
2004-08-11,29.59,29.59,28.17,28.35,26.7162258911953,175700,0.0,1.0
2004-08-10,29.03,29.6,28.12,29.22,27.5360889079622,229300,0.0,1.0
2004-08-09,27.0,29.9,26.81,28.72,27.0649032661422,381200,0.0,1.0
2004-08-06,28.95,28.99,27.01,27.65,26.0565659926473,301600,0.0,1.0
2004-08-05,30.92,31.39,29.36,29.65,27.9413085599274,424600,0.0,1.0
2004-08-04,31.6,32.22,30.8,31.02,29.2323572185143,854200,0.0,1.0
2004-08-03,28.17,31.25,27.97,30.99,29.2040860800051,741000,0.0,1.0
2004-08-02,27.0,29.1,26.75,28.6,26.9518187121054,351000,0.0,1.0
2004-07-30,28.23,28.36,26.08,26.61,25.0764998576617,194300,0.0,1.0
2004-07-29,27.55,27.95,27.26,27.66,26.0659897054837,165000,0.0,1.0
2004-07-28,27.069,27.72,26.51,27.51,25.9246340129377,167800,0.0,1.0
2004-07-27,25.03,27.06,24.98,26.94,25.3874823812629,284600,0.0,1.0
2004-07-26,25.981,26.4,24.5,25.63,24.1529759996944,518400,0.0,1.0
2004-07-23,26.95,27.47,26.11,26.43,24.9068730266065,271500,0.0,1.0
2004-07-22,29.61,29.61,26.19,27.15,25.5853803508273,725400,0.0,1.0
2004-07-21,28.689,31.36,28.31,29.65,27.9413085599274,983500,0.0,1.0
2004-07-20,28.48,28.7,28.0,28.38,26.7444970297045,179000,0.0,1.0
2004-07-19,28.229,28.75,28.0,28.7,27.0460558404694,179200,0.0,1.0
2004-07-16,28.53,28.74,27.74,28.01,26.3958196547577,149400,0.0,1.0
2004-07-15,28.56,28.61,28.02,28.43,26.7916155938865,145600,0.0,1.0
2004-07-14,28.0,28.49,27.43,28.16,26.5371753473037,170500,0.0,1.0
2004-07-13,27.52,28.0,26.88,27.75,26.1508031210113,188900,0.0,1.0
2004-07-12,27.34,27.53,26.27,27.12,25.5571092123181,183700,0.0,1.0
2004-07-09,27.09,27.5,26.5,27.29,25.7173123305369,139100,0.0,1.0
2004-07-08,28.06,28.2,26.79,26.92,25.3686349555901,274200,0.0,1.0
2004-07-07,28.44,28.83,28.05,28.09,26.4712093574489,198800,0.0,1.0
2004-07-06,28.4,29.16,28.13,28.44,26.8010393067229,343700,0.0,1.0
2004-07-02,27.09,28.5,27.09,28.32,26.6879547526861,158500,0.0,1.0
2004-07-01,27.64,27.64,27.04,27.3,25.7267360433733,146300,0.0,1.0
2004-06-30,26.25,27.64,26.25,27.42,25.8398205974101,131500,0.0,1.0
2004-06-29,26.88,27.38,26.1,26.6,25.0670761448253,171300,0.0,1.0
2004-06-28,29.03,29.03,26.63,27.09,25.5288380738089,378800,0.0,1.0
2004-06-25,28.12,28.97,27.94,28.59,26.942394999269,534200,0.0,1.0
2004-06-24,28.03,28.49,27.62,27.98,26.3675485162485,241900,0.0,1.0
2004-06-23,27.75,28.09,27.16,27.91,26.3015825263937,265400,0.0,1.0
2004-06-22,27.01,27.4,26.25,27.12,25.5571092123181,330300,0.0,1.0
2004-06-21,25.21,26.59,24.93,26.5,24.9728390164613,360100,0.0,1.0
2004-06-18,24.57,25.05,24.43,24.9,23.4650449626372,139700,0.0,1.0
2004-06-17,25.0,25.1,24.42,24.81,23.3802315471096,111200,0.0,1.0
2004-06-16,24.11,25.0,24.11,24.69,23.2671469930728,142100,0.0,1.0
2004-06-15,23.78,24.42,23.78,24.34,22.9373170437988,105700,0.0,1.0
2004-06-14,24.6,24.84,23.76,23.84,22.4661314019787,108800,0.0,1.0
2004-06-10,24.14,24.5,24.01,24.38,22.9750118951444,111000,0.0,1.0
2004-06-09,24.75,25.0,24.0,24.12,22.7299953613979,130800,0.0,1.0
2004-06-08,24.89,25.25,24.68,24.91,23.4744686754736,149700,0.0,1.0
