,SHAK_Open,SHAK_High,SHAK_Low,SHAK_Close,SHAK_Adj Close,SHAK_Volume,SHAK_Dividend Amount,SHAK_Split Coefficient
2020-06-12,55.07,55.48,52.2202,54.6,54.6,1161869,0.0,1.0
2020-06-11,53.54,55.38,52.21,52.72,52.72,1807377,0.0,1.0
2020-06-10,59.15,59.24,56.15,57.17,57.17,1275818,0.0,1.0
2020-06-09,61.69,61.87,58.9001,59.5,59.5,1781569,0.0,1.0
2020-06-08,61.42,63.8,60.36,63.15,63.15,1877347,0.0,1.0
2020-06-05,62.22,63.23,59.16,59.79,59.79,1673163,0.0,1.0
2020-06-04,54.86,59.63,54.74,58.85,58.85,2397832,0.0,1.0
2020-06-03,54.5,56.14,54.19,55.61,55.61,1870874,0.0,1.0
2020-06-02,55.35,56.1,53.03,53.5,53.5,1192877,0.0,1.0
2020-06-01,55.21,55.8,54.41,55.16,55.16,1202522,0.0,1.0
2020-05-29,55.0,56.005,54.06,55.55,55.55,871132,0.0,1.0
2020-05-28,57.36,58.09,55.38,55.53,55.53,1840429,0.0,1.0
2020-05-27,55.16,57.58,52.91,56.87,56.87,1298123,0.0,1.0
2020-05-26,55.42,55.78,53.24,53.5,53.5,1259074,0.0,1.0
2020-05-22,52.77,53.0,51.9,52.45,52.45,379361,0.0,1.0
2020-05-21,52.34,53.1,51.9001,52.45,52.45,700755,0.0,1.0
2020-05-20,52.44,53.33,52.1,52.86,52.86,819180,0.0,1.0
2020-05-19,51.37,52.125,49.42,51.01,51.01,1163830,0.0,1.0
2020-05-18,51.62,52.584,51.17,51.57,51.57,1453892,0.0,1.0
2020-05-15,48.12,49.66,47.47,48.84,48.84,1079467,0.0,1.0
2020-05-14,46.31,48.7596,45.51,48.29,48.29,1353324,0.0,1.0
2020-05-13,50.75,50.75,46.084,47.67,47.67,2234606,0.0,1.0
2020-05-12,52.23,53.149,50.79,50.82,50.82,1279451,0.0,1.0
2020-05-11,53.82,55.23,51.94,52.01,52.01,1903149,0.0,1.0
2020-05-08,51.75,55.28,51.25,55.01,55.01,1926475,0.0,1.0
2020-05-07,51.59,52.17,49.78,50.61,50.61,1123886,0.0,1.0
2020-05-06,49.5,51.66,49.4,50.86,50.86,1777119,0.0,1.0
2020-05-05,54.95,54.95,48.86,49.22,49.22,5311792,0.0,1.0
2020-05-04,49.89,53.5,48.33,52.77,52.77,3367616,0.0,1.0
2020-05-01,52.77,54.185,51.2144,51.7,51.7,1929975,0.0,1.0
2020-04-30,54.46,56.385,53.82,54.51,54.51,1603019,0.0,1.0
2020-04-29,53.9,57.1015,53.3,55.71,55.71,2120434,0.0,1.0
2020-04-28,52.24,53.79,50.34,51.74,51.74,1418694,0.0,1.0
2020-04-27,50.36,52.62,50.195,50.64,50.64,1664190,0.0,1.0
2020-04-24,47.85,50.37,47.5,49.37,49.37,1902416,0.0,1.0
2020-04-23,49.58,50.9399,47.715,48.75,48.75,1935924,0.0,1.0
2020-04-22,48.15,51.5,47.78,49.31,49.31,3586452,0.0,1.0
2020-04-21,45.5,48.06,45.13,47.1,47.1,2487746,0.0,1.0
2020-04-20,42.2,47.64,41.56,46.43,46.43,6206457,0.0,1.0
2020-04-17,44.68,44.85,40.56,43.5,43.5,4807357,0.0,1.0
2020-04-16,42.71,43.65,41.83,42.93,42.93,1064353,0.0,1.0
2020-04-15,42.14,43.15,41.12,42.89,42.89,1764255,0.0,1.0
2020-04-14,44.7,45.75,44.0,44.9,44.9,1525290,0.0,1.0
2020-04-13,45.08,45.26,40.86,42.85,42.85,1700130,0.0,1.0
2020-04-09,44.0,48.49,43.2,44.54,44.54,3350877,0.0,1.0
2020-04-08,39.5,43.95,38.69,43.19,43.19,2394196,0.0,1.0
2020-04-07,40.16,41.9299,38.79,38.85,38.85,2139178,0.0,1.0
2020-04-06,35.91,39.17,35.79,38.07,38.07,2979966,0.0,1.0
2020-04-03,31.68,33.81,30.57,33.19,33.19,3156931,0.0,1.0
2020-04-02,32.07,34.215,31.01,32.88,32.88,2327258,0.0,1.0
2020-04-01,36.0,36.48,32.06,32.52,32.52,2997596,0.0,1.0
2020-03-31,38.0,39.12,36.306,37.74,37.74,1809169,0.0,1.0
2020-03-30,40.19,41.53,36.71,37.62,37.62,2270953,0.0,1.0
2020-03-27,42.43,42.5631,39.315,40.64,40.64,2058469,0.0,1.0
2020-03-26,44.02,45.41,42.45,45.13,45.13,1711187,0.0,1.0
2020-03-25,44.42,45.65,40.505,43.46,43.46,1838938,0.0,1.0
2020-03-24,38.71,45.16,38.575,44.12,44.12,2675617,0.0,1.0
2020-03-23,35.0,38.11,34.01,35.89,35.89,1759893,0.0,1.0
2020-03-20,37.64,38.75,34.07,34.78,34.78,2779717,0.0,1.0
2020-03-19,32.96,39.19,32.06,37.28,37.28,2858263,0.0,1.0
2020-03-18,33.35,35.325,30.11,33.27,33.27,3246974,0.0,1.0
2020-03-17,32.34,39.9362,30.01,36.93,36.93,3550051,0.0,1.0
2020-03-16,32.55,35.39,30.97,32.51,32.51,2444050,0.0,1.0
2020-03-13,38.41,39.33,36.19,38.7,38.7,2831205,0.0,1.0
2020-03-12,38.12,39.66,35.67,36.21,36.21,3702412,0.0,1.0
2020-03-11,46.59,46.6,40.5,41.5,41.5,3091090,0.0,1.0
2020-03-10,49.0,49.36,45.52,48.48,48.48,1851055,0.0,1.0
2020-03-09,47.36,49.96,46.49,47.46,47.46,2149931,0.0,1.0
2020-03-06,50.48,53.02,49.5,52.25,52.25,2301052,0.0,1.0
2020-03-05,55.12,55.17,51.11,52.24,52.24,2319507,0.0,1.0
2020-03-04,56.97,57.49,55.11,56.2,56.2,1388794,0.0,1.0
2020-03-03,57.38,58.15,54.79,55.76,55.76,1794449,0.0,1.0
2020-03-02,59.33,59.33,55.93,57.2,57.2,2358214,0.0,1.0
2020-02-28,59.79,60.74,57.83,59.44,59.44,2500266,0.0,1.0
2020-02-27,60.68,63.75,58.7,61.67,61.67,2931783,0.0,1.0
2020-02-26,62.77,64.48,61.41,62.81,62.81,2323998,0.0,1.0
2020-02-25,62.38,66.9,61.15,63.07,63.07,8759224,0.0,1.0
2020-02-24,73.08,74.27,72.25,73.57,73.57,3004977,0.0,1.0
2020-02-21,75.16,75.5,72.302,74.8,74.8,2121276,0.0,1.0
2020-02-20,75.76,78.475,75.6,76.64,76.64,1520096,0.0,1.0
2020-02-19,75.5,77.37,74.38,76.05,76.05,1481448,0.0,1.0
2020-02-18,73.47,76.17,73.3007,75.02,75.02,1744869,0.0,1.0
2020-02-14,74.07,74.1,72.57,73.28,73.28,1203167,0.0,1.0
2020-02-13,73.87,74.56,73.39,74.07,74.07,1084675,0.0,1.0
2020-02-12,73.0,73.94,71.87,73.94,73.94,1268593,0.0,1.0
2020-02-11,74.03,74.71,71.98,72.96,72.96,1454444,0.0,1.0
2020-02-10,74.1,75.73,73.08,74.01,74.01,1443255,0.0,1.0
2020-02-07,73.39,74.38,72.23,73.99,73.99,1548460,0.0,1.0
2020-02-06,71.5,75.0876,70.25,73.32,73.32,2223912,0.0,1.0
2020-02-05,70.49,71.07,68.94,70.9,70.9,1216402,0.0,1.0
2020-02-04,69.18,70.7,68.7,69.85,69.85,1290612,0.0,1.0
2020-02-03,67.51,69.54,67.295,68.24,68.24,1338316,0.0,1.0
2020-01-31,67.85,68.03,66.02,67.45,67.45,1422452,0.0,1.0
2020-01-30,67.5,68.46,66.32,67.77,67.77,1132413,0.0,1.0
2020-01-29,67.48,69.1,67.425,68.1,68.1,1115999,0.0,1.0
2020-01-28,67.12,68.31,67.0417,67.38,67.38,1099662,0.0,1.0
2020-01-27,66.66,68.0,66.0,66.45,66.45,1600627,0.0,1.0
2020-01-24,71.19,71.4003,67.64,68.45,68.45,2459301,0.0,1.0
2020-01-23,70.75,71.87,69.75,70.87,70.87,1907102,0.0,1.0
2020-01-22,71.0,72.84,70.3001,70.75,70.75,2969509,0.0,1.0
2020-01-21,69.75,71.3,69.25,70.13,70.13,2480424,0.0,1.0
2020-01-17,70.49,71.72,69.05,69.91,69.91,3013455,0.0,1.0
2020-01-16,70.99,71.17,66.68,70.43,70.43,5758650,0.0,1.0
2020-01-15,66.88,71.78,66.26,68.44,68.44,11477310,0.0,1.0
2020-01-14,60.26,64.62,59.15,64.1,64.1,4262095,0.0,1.0
2020-01-13,61.0,61.08,59.5,60.3,60.3,1835640,0.0,1.0
2020-01-10,61.85,62.69,61.06,61.12,61.12,858188,0.0,1.0
2020-01-09,61.35,61.9,60.14,61.16,61.16,2138490,0.0,1.0
2020-01-08,61.24,62.52,61.0,62.03,62.03,1004063,0.0,1.0
2020-01-07,59.3,61.5,58.85,61.3,61.3,1248149,0.0,1.0
2020-01-06,59.99,60.83,59.45,59.56,59.56,1105951,0.0,1.0
2020-01-03,60.5,60.8972,59.75,60.49,60.49,711373,0.0,1.0
2020-01-02,59.89,61.62,59.19,61.13,61.13,1012687,0.0,1.0
2019-12-31,59.54,60.1,59.05,59.57,59.57,1006256,0.0,1.0
2019-12-30,60.32,60.43,59.24,59.8,59.8,905582,0.0,1.0
2019-12-27,60.98,61.572,60.455,60.52,60.52,810680,0.0,1.0
2019-12-26,60.0,60.96,59.51,60.94,60.94,761306,0.0,1.0
2019-12-24,59.82,60.0,58.38,59.95,59.95,972661,0.0,1.0
2019-12-23,61.58,61.63,59.71,59.93,59.93,1642435,0.0,1.0
2019-12-20,61.9,62.65,61.4,61.5,61.5,1781623,0.0,1.0
2019-12-19,60.58,62.3,60.455,61.87,61.87,2214874,0.0,1.0
2019-12-18,59.0,60.57,58.58,60.49,60.49,1112589,0.0,1.0
2019-12-17,58.65,59.33,58.0,58.97,58.97,832138,0.0,1.0
2019-12-16,59.75,59.99,58.73,59.01,59.01,966614,0.0,1.0
2019-12-13,59.27,59.85,58.72,58.99,58.99,624430,0.0,1.0
2019-12-12,59.12,60.42,58.5,59.08,59.08,867014,0.0,1.0
2019-12-11,58.5,58.985,57.47,58.88,58.88,761042,0.0,1.0
2019-12-10,57.86,59.25,57.66,58.51,58.51,1051403,0.0,1.0
2019-12-09,58.58,59.1,57.52,57.57,57.57,1412364,0.0,1.0
2019-12-06,59.37,60.13,58.57,58.66,58.66,1391869,0.0,1.0
2019-12-05,60.3,60.67,58.64,58.73,58.73,1303788,0.0,1.0
2019-12-04,60.47,61.04,60.05,60.08,60.08,841621,0.0,1.0
2019-12-03,62.14,62.25,59.5,60.41,60.41,1311427,0.0,1.0
2019-12-02,62.0,62.92,61.01,62.51,62.51,1057604,0.0,1.0
2019-11-29,62.0,62.65,61.33,61.98,61.98,515343,0.0,1.0
2019-11-27,62.28,63.04,61.67,62.22,62.22,1008416,0.0,1.0
2019-11-26,61.3,62.4,60.71,61.52,61.52,1004688,0.0,1.0
2019-11-25,59.99,61.4,59.92,61.07,61.07,1007868,0.0,1.0
2019-11-22,59.7,59.86,58.33,59.72,59.72,1274872,0.0,1.0
2019-11-21,59.4,60.85,59.0,59.55,59.55,1241483,0.0,1.0
2019-11-20,59.78,60.34,58.89,59.4,59.4,1212059,0.0,1.0
2019-11-19,61.45,61.48,59.63,59.92,59.92,2251545,0.0,1.0
2019-11-18,62.7,63.14,61.61,61.75,61.75,1208362,0.0,1.0
2019-11-15,62.57,63.853,62.37,62.66,62.66,1438075,0.0,1.0
2019-11-14,62.15,62.59,61.45,62.43,62.43,1195279,0.0,1.0
2019-11-13,63.17,63.431,61.45,61.84,61.84,1587220,0.0,1.0
2019-11-12,62.71,64.29,62.71,63.3,63.3,1947846,0.0,1.0
2019-11-11,61.7,63.1,60.9,62.79,62.79,2578491,0.0,1.0
2019-11-08,62.89,63.7,62.0,62.06,62.06,2258199,0.0,1.0
2019-11-07,65.55,65.75,62.8,63.0,63.0,3424622,0.0,1.0
2019-11-06,67.9,68.12,64.02,65.06,65.06,4920400,0.0,1.0
2019-11-05,69.15,71.74,66.57,66.83,66.83,14577511,0.0,1.0
2019-11-04,83.5,85.43,83.03,84.21,84.21,3051869,0.0,1.0
2019-11-01,82.5,83.01,81.7893,82.77,82.77,619411,0.0,1.0
2019-10-31,83.12,83.44,81.11,82.28,82.28,671483,0.0,1.0
2019-10-30,83.88,83.97,80.86,83.07,83.07,878052,0.0,1.0
2019-10-29,82.22,84.99,82.1,83.45,83.45,612590,0.0,1.0
2019-10-28,84.87,85.32,81.44,81.83,81.83,907980,0.0,1.0
2019-10-25,84.0,85.5,83.1972,84.72,84.72,692467,0.0,1.0
2019-10-24,84.23,85.06,82.88,83.77,83.77,915119,0.0,1.0
2019-10-23,88.18,88.3449,83.73,84.53,84.53,1002900,0.0,1.0
2019-10-22,92.71,93.0355,88.4,88.49,88.49,704630,0.0,1.0
2019-10-21,93.2,93.995,92.55,92.89,92.89,540453,0.0,1.0
2019-10-18,91.65,93.4,90.89,92.81,92.81,570128,0.0,1.0
2019-10-17,90.65,93.19,90.61,91.78,91.78,541158,0.0,1.0
2019-10-16,90.43,91.09,89.82,90.44,90.44,480710,0.0,1.0
2019-10-15,90.99,91.88,89.14,90.5,90.5,622826,0.0,1.0
2019-10-14,91.77,92.2,88.7514,90.44,90.44,702370,0.0,1.0
2019-10-11,94.05,94.22,91.56,91.62,91.62,556209,0.0,1.0
2019-10-10,93.17,94.1506,92.95,93.14,93.14,332827,0.0,1.0
2019-10-09,93.46,94.25,92.1575,93.28,93.28,333087,0.0,1.0
2019-10-08,92.67,93.61,91.3,92.3,92.3,521719,0.0,1.0
2019-10-07,94.11,94.57,92.4005,93.13,93.13,445999,0.0,1.0
2019-10-04,94.87,95.79,94.23,94.66,94.66,473477,0.0,1.0
2019-10-03,92.57,94.67,91.02,94.17,94.17,716184,0.0,1.0
2019-10-02,92.68,95.12,92.15,92.52,92.52,737827,0.0,1.0
2019-10-01,97.41,97.93,92.62,93.62,93.62,1160886,0.0,1.0
2019-09-30,95.51,98.6,95.3763,98.04,98.04,912082,0.0,1.0
2019-09-27,97.81,98.69,94.39,95.52,95.52,869840,0.0,1.0
2019-09-26,99.15,100.0568,97.0,97.53,97.53,802367,0.0,1.0
2019-09-25,100.25,100.91,98.32,99.36,99.36,936220,0.0,1.0
2019-09-24,103.41,103.76,100.3,100.58,100.58,768445,0.0,1.0
2019-09-23,104.51,104.86,102.76,102.89,102.89,644120,0.0,1.0
2019-09-20,103.46,104.47,101.63,104.28,104.28,1490668,0.0,1.0
2019-09-19,101.38,103.84,100.57,103.38,103.38,757827,0.0,1.0
2019-09-18,101.1,101.83,100.35,101.43,101.43,826578,0.0,1.0
2019-09-17,101.61,103.6799,101.07,101.51,101.51,739048,0.0,1.0
2019-09-16,99.32,101.04,99.04,100.78,100.78,527869,0.0,1.0
2019-09-13,99.52,101.73,98.77,99.94,99.94,633077,0.0,1.0
2019-09-12,99.49,102.5,99.2,100.76,100.76,644239,0.0,1.0
2019-09-11,96.0,99.95,96.0,98.88,98.88,704849,0.0,1.0
2019-09-10,101.95,101.95,95.02,96.98,96.98,1807718,0.0,1.0
2019-09-09,103.97,105.34,101.97,102.66,102.66,883141,0.0,1.0
2019-09-06,103.75,105.48,102.72,103.12,103.12,939013,0.0,1.0
2019-09-05,105.5,105.84,101.005,103.58,103.58,1000524,0.0,1.0
2019-09-04,97.46,105.08,97.305,104.61,104.61,1452536,0.0,1.0
2019-09-03,99.02,99.76,96.77,97.23,97.23,1031055,0.0,1.0
2019-08-30,99.91,100.24,98.6,99.16,99.16,618826,0.0,1.0
2019-08-29,100.5,100.72,98.83,99.89,99.89,767579,0.0,1.0
2019-08-28,98.5,100.895,98.41,99.92,99.92,710343,0.0,1.0
2019-08-27,99.56,100.75,98.03,98.59,98.59,521683,0.0,1.0
2019-08-26,98.28,99.48,98.01,99.47,99.47,560194,0.0,1.0
2019-08-23,98.34,100.18,97.5,97.85,97.85,750934,0.0,1.0
2019-08-22,96.05,99.42,96.05,98.99,98.99,1010575,0.0,1.0
2019-08-21,96.9,97.17,95.59,96.37,96.37,805496,0.0,1.0
2019-08-20,96.0,97.12,95.285,96.32,96.32,869097,0.0,1.0
2019-08-19,97.89,97.98,95.15,95.97,95.97,834734,0.0,1.0
2019-08-16,96.13,98.06,95.33,97.09,97.09,1513566,0.0,1.0
2019-08-15,90.83,96.17,89.9,95.79,95.79,1785818,0.0,1.0
2019-08-14,90.66,91.46,88.7,89.45,89.45,1128804,0.0,1.0
2019-08-13,90.5,92.18,89.5,91.61,91.61,920621,0.0,1.0
2019-08-12,88.33,90.98,88.33,90.01,90.01,981686,0.0,1.0
2019-08-09,88.46,90.55,87.18,88.73,88.73,1425993,0.0,1.0
2019-08-08,85.24,90.15,85.24,88.62,88.62,1810843,0.0,1.0
2019-08-07,85.12,88.43,82.66,85.24,85.24,2800712,0.0,1.0
2019-08-06,75.99,87.0,75.71,86.72,86.72,7581171,0.0,1.0
2019-08-05,74.84,75.865,72.42,73.34,73.34,1660133,0.0,1.0
2019-08-02,74.84,76.01,74.69,75.3,75.3,747482,0.0,1.0
2019-08-01,75.14,76.81,74.1853,75.05,75.05,820958,0.0,1.0
2019-07-31,75.77,76.44,74.12,74.66,74.66,801691,0.0,1.0
2019-07-30,74.9,76.381,74.52,76.1,76.1,928299,0.0,1.0
2019-07-29,75.17,76.14,74.22,74.76,74.76,883493,0.0,1.0
2019-07-26,74.94,75.6,73.5,74.14,74.14,719864,0.0,1.0
2019-07-25,74.83,75.47,74.21,74.63,74.63,688170,0.0,1.0
2019-07-24,74.02,75.51,74.02,74.86,74.86,500529,0.0,1.0
2019-07-23,74.51,74.76,73.05,73.98,73.98,753944,0.0,1.0
2019-07-22,74.56,75.35,74.12,74.21,74.21,505663,0.0,1.0
2019-07-19,73.85,74.76,73.695,74.17,74.17,438242,0.0,1.0
2019-07-18,73.69,74.35,73.33,73.93,73.93,398435,0.0,1.0
2019-07-17,74.01,74.13,72.8,73.9,73.9,407371,0.0,1.0
2019-07-16,74.71,74.84,73.07,73.43,73.43,559600,0.0,1.0
2019-07-15,75.9,76.49,74.52,75.01,75.01,524156,0.0,1.0
2019-07-12,75.26,75.64,74.14,75.48,75.48,539427,0.0,1.0
2019-07-11,73.48,75.28,72.8,75.23,75.23,739519,0.0,1.0
2019-07-10,73.28,73.36,71.66,73.12,73.12,922600,0.0,1.0
2019-07-09,71.51,73.28,71.28,73.25,73.25,653732,0.0,1.0
2019-07-08,73.27,73.43,70.92,71.7,71.7,728972,0.0,1.0
2019-07-05,71.8,73.8,71.09,73.57,73.57,706201,0.0,1.0
2019-07-03,70.29,72.34,69.8326,72.12,72.12,479531,0.0,1.0
2019-07-02,68.4,70.06,68.1,69.98,69.98,409399,0.0,1.0
2019-07-01,72.77,73.32,68.23,68.5,68.5,1111622,0.0,1.0
2019-06-28,70.18,72.4,69.61,72.2,72.2,1557086,0.0,1.0
2019-06-27,67.25,70.315,67.25,69.96,69.96,889875,0.0,1.0
2019-06-26,67.32,67.35,66.4,67.11,67.11,436294,0.0,1.0
2019-06-25,67.56,69.0,66.62,66.8,66.8,875390,0.0,1.0
2019-06-24,67.0,67.725,66.32,66.72,66.72,558683,0.0,1.0
2019-06-21,67.34,67.84,66.35,66.75,66.75,471808,0.0,1.0
2019-06-20,66.49,67.74,66.13,67.32,67.32,464092,0.0,1.0
2019-06-19,66.25,66.275,64.9,66.16,66.16,507696,0.0,1.0
2019-06-18,67.98,68.03,65.9,66.26,66.26,419029,0.0,1.0
2019-06-17,67.12,67.76,66.48,67.51,67.51,490223,0.0,1.0
2019-06-14,67.91,68.5,66.5,67.04,67.04,421091,0.0,1.0
2019-06-13,67.0,68.34,66.65,68.04,68.04,609202,0.0,1.0
2019-06-12,65.47,66.9,65.0,66.41,66.41,336766,0.0,1.0
2019-06-11,65.36,66.0,65.01,65.94,65.94,500179,0.0,1.0
2019-06-10,64.08,65.3,64.029,65.2,65.2,525377,0.0,1.0
2019-06-07,62.32,64.19,62.32,63.68,63.68,852276,0.0,1.0
2019-06-06,61.0,61.94,60.28,61.8,61.8,532765,0.0,1.0
2019-06-05,61.19,62.47,60.81,61.11,61.11,647326,0.0,1.0
2019-06-04,60.13,61.38,58.85,60.99,60.99,595397,0.0,1.0
2019-06-03,61.18,61.2,58.51,59.65,59.65,828034,0.0,1.0
2019-05-31,59.27,61.37,59.11,61.35,61.35,596805,0.0,1.0
2019-05-30,58.97,60.92,58.64,60.02,60.02,564092,0.0,1.0
2019-05-29,59.01,59.145,58.15,58.84,58.84,428780,0.0,1.0
2019-05-28,59.44,60.12,58.62,59.18,59.18,709458,0.0,1.0
2019-05-24,59.12,60.14,58.6264,59.16,59.16,745450,0.0,1.0
2019-05-23,59.16,59.19,57.08,58.99,58.99,709714,0.0,1.0
2019-05-22,59.38,59.684,58.11,58.96,58.96,615594,0.0,1.0
2019-05-21,59.49,60.435,59.08,59.45,59.45,504149,0.0,1.0
2019-05-20,59.34,59.66,57.57,59.29,59.29,502000,0.0,1.0
2019-05-17,60.71,61.8,59.46,59.77,59.77,556622,0.0,1.0
2019-05-16,60.76,61.7,60.76,60.89,60.89,642327,0.0,1.0
2019-05-15,59.72,61.36,59.55,60.82,60.82,746940,0.0,1.0
2019-05-14,60.01,61.0,59.8,60.03,60.03,736716,0.0,1.0
2019-05-13,59.25,60.145,58.71,60.0,60.0,975430,0.0,1.0
2019-05-10,59.79,60.665,59.6901,60.39,60.39,840104,0.0,1.0
2019-05-09,58.39,60.97,58.3708,60.05,60.05,1068175,0.0,1.0
2019-05-08,57.33,59.1,56.79,58.92,58.92,1097105,0.0,1.0
2019-05-07,58.68,59.43,56.63,57.24,57.24,943086,0.0,1.0
2019-05-06,58.93,60.49,58.5,59.33,59.33,1355823,0.0,1.0
2019-05-03,66.95,67.02,59.15,60.2,60.2,4479606,0.0,1.0
2019-05-02,60.87,63.05,60.7,62.91,62.91,2053822,0.0,1.0
2019-05-01,61.3,62.25,60.89,61.0,61.0,766498,0.0,1.0
2019-04-30,62.2,62.4,60.53,61.3,61.3,444291,0.0,1.0
2019-04-29,61.9,62.245,61.44,61.88,61.88,516553,0.0,1.0
2019-04-26,61.17,62.15,61.17,61.97,61.97,532449,0.0,1.0
2019-04-25,60.88,61.9,60.0528,60.85,60.85,733209,0.0,1.0
2019-04-24,60.52,61.5797,60.52,60.94,60.94,466604,0.0,1.0
2019-04-23,59.83,60.67,59.82,60.41,60.41,336255,0.0,1.0
2019-04-22,59.82,60.3,59.15,59.59,59.59,266231,0.0,1.0
2019-04-18,58.16,59.99,58.11,59.82,59.82,352300,0.0,1.0
2019-04-17,58.33,59.02,57.21,58.15,58.15,414334,0.0,1.0
2019-04-16,60.02,60.25,59.1,59.49,59.49,258071,0.0,1.0
2019-04-15,60.32,60.36,59.45,59.85,59.85,539110,0.0,1.0
2019-04-12,60.0,60.94,59.43,60.66,60.66,339430,0.0,1.0
2019-04-11,58.69,59.83,58.42,59.72,59.72,513737,0.0,1.0
2019-04-10,57.77,58.64,57.29,58.64,58.64,493216,0.0,1.0
2019-04-09,58.77,58.9,57.56,57.78,57.78,518813,0.0,1.0
2019-04-08,59.98,60.08,58.26,59.04,59.04,578318,0.0,1.0
2019-04-05,59.42,60.39,59.3,60.13,60.13,640760,0.0,1.0
2019-04-04,58.56,59.5,58.37,59.48,59.48,337227,0.0,1.0
2019-04-03,59.28,59.61,58.03,58.46,58.46,412463,0.0,1.0
2019-04-02,58.24,58.89,57.64,58.78,58.78,344422,0.0,1.0
2019-04-01,59.6,59.74,57.57,58.17,58.17,746630,0.0,1.0
2019-03-29,57.7,59.16,57.345,59.15,59.15,888574,0.0,1.0
2019-03-28,56.29,57.295,55.9772,57.18,57.18,511043,0.0,1.0
2019-03-27,55.04,56.24,55.03,56.07,56.07,397527,0.0,1.0
2019-03-26,53.93,55.35,53.69,54.97,54.97,425915,0.0,1.0
2019-03-25,54.36,54.5,53.36,53.67,53.67,444339,0.0,1.0
2019-03-22,55.12,55.57,54.25,54.36,54.36,533013,0.0,1.0
2019-03-21,54.23,56.42,54.23,55.23,55.23,517926,0.0,1.0
2019-03-20,54.0,54.86,53.46,54.1,54.1,556900,0.0,1.0
2019-03-19,55.01,55.02,53.82,54.07,54.07,539655,0.0,1.0
2019-03-18,53.38,55.13,53.38,54.89,54.89,650677,0.0,1.0
2019-03-15,54.86,55.04,53.14,53.35,53.35,1039714,0.0,1.0
2019-03-14,53.11,54.93,52.86,54.77,54.77,841249,0.0,1.0
2019-03-13,53.03,53.37,52.705,53.11,53.11,579774,0.0,1.0
2019-03-12,52.94,53.14,52.5,53.01,53.01,442323,0.0,1.0
2019-03-11,52.52,53.0,52.04,52.63,52.63,412331,0.0,1.0
2019-03-08,50.89,52.43,50.77,52.28,52.28,465095,0.0,1.0
2019-03-07,51.06,51.58,50.89,51.31,51.31,328852,0.0,1.0
2019-03-06,52.04,52.45,51.12,51.2,51.2,437318,0.0,1.0
2019-03-05,51.64,52.22,51.34,51.78,51.78,553190,0.0,1.0
2019-03-04,52.5,53.09,50.87,51.53,51.53,895354,0.0,1.0
2019-03-01,55.08,55.62,52.38,52.47,52.47,1442690,0.0,1.0
2019-02-28,52.0,55.57,51.58,55.14,55.14,1246748,0.0,1.0
2019-02-27,52.09,52.32,49.28,52.0,52.0,965204,0.0,1.0
2019-02-26,50.24,54.05,49.65,52.47,52.47,3098600,0.0,1.0
2019-02-25,53.59,53.92,51.04,52.25,52.25,2330607,0.0,1.0
2019-02-22,52.92,53.1,51.88,52.89,52.89,577699,0.0,1.0
2019-02-21,52.9,53.34,52.49,52.94,52.94,550052,0.0,1.0
2019-02-20,52.55,53.05,52.25,52.85,52.85,282490,0.0,1.0
2019-02-19,52.58,53.075,52.51,52.87,52.87,290153,0.0,1.0
2019-02-15,53.0,53.17,52.15,53.02,53.02,322987,0.0,1.0
2019-02-14,52.44,53.17,52.19,52.74,52.74,370648,0.0,1.0
2019-02-13,52.55,53.01,52.2,52.44,52.44,306497,0.0,1.0
2019-02-12,52.06,52.5,51.77,52.25,52.25,418737,0.0,1.0
2019-02-11,51.01,52.06,51.01,51.78,51.78,410577,0.0,1.0
2019-02-08,50.55,51.32,50.0,50.84,50.84,319189,0.0,1.0
2019-02-07,50.99,51.65,50.17,50.75,50.75,411836,0.0,1.0
2019-02-06,49.29,51.15,49.12,50.85,50.85,489858,0.0,1.0
2019-02-05,50.36,51.38,49.42,49.5,49.5,429585,0.0,1.0
2019-02-04,48.07,50.72,48.02,50.31,50.31,741239,0.0,1.0
2019-02-01,47.89,48.58,47.51,48.09,48.09,353143,0.0,1.0
2019-01-31,48.36,48.52,47.29,47.76,47.76,523450,0.0,1.0
2019-01-30,48.23,49.22,47.99,48.36,48.36,391010,0.0,1.0
2019-01-29,49.11,49.5,47.56,48.21,48.21,502049,0.0,1.0
2019-01-28,47.71,50.1,47.71,49.66,49.66,665825,0.0,1.0
2019-01-25,47.78,48.65,47.55,48.25,48.25,571045,0.0,1.0
2019-01-24,47.4,48.45,47.2,47.91,47.91,379483,0.0,1.0
2019-01-23,47.18,48.65,46.83,47.39,47.39,467639,0.0,1.0
2019-01-22,48.55,49.2,46.34,46.83,46.83,608068,0.0,1.0
2019-01-18,46.59,49.8,46.26,49.39,49.39,1245041,0.0,1.0
2019-01-17,46.92,47.46,45.94,46.57,46.57,1536351,0.0,1.0
2019-01-16,48.45,48.6,46.35,46.74,46.74,1411632,0.0,1.0
2019-01-15,50.7,51.0,47.93,48.59,48.59,960077,0.0,1.0
2019-01-14,50.65,51.61,50.29,50.68,50.68,445510,0.0,1.0
2019-01-11,49.77,50.93,49.64,50.79,50.79,659095,0.0,1.0
2019-01-10,48.98,50.37,48.55,50.24,50.24,559601,0.0,1.0
2019-01-09,49.18,50.41,48.58,49.32,49.32,486629,0.0,1.0
2019-01-08,48.65,49.48,47.47,49.04,49.04,762295,0.0,1.0
