,SPPI_Open,SPPI_High,SPPI_Low,SPPI_Close,SPPI_Adj Close,SPPI_Volume,SPPI_Dividend Amount,SPPI_Split Coefficient
2022-03-23,1.2099,1.4,1.2,1.36,1.36,7963181,0.0,1.0
2022-03-22,1.18,1.2,1.09,1.2,1.2,4317658,0.0,1.0
2022-03-21,1.0,1.25,0.96,1.15,1.15,8671800,0.0,1.0
2022-03-18,0.8458,0.94,0.8428,0.8979,0.8979,3302002,0.0,1.0
2022-03-17,0.77,0.8497,0.77,0.8497,0.8497,2701188,0.0,1.0
2022-03-16,0.7064,0.775,0.7,0.77,0.77,1590483,0.0,1.0
2022-03-15,0.71,0.7461,0.6901,0.7322,0.7322,1594413,0.0,1.0
2022-03-14,0.791,0.798,0.704,0.714,0.714,1895870,0.0,1.0
2022-03-11,0.8048,0.829,0.751,0.7598,0.7598,6221370,0.0,1.0
2022-03-10,0.8289,0.8289,0.7717,0.7916,0.7916,1719619,0.0,1.0
2022-03-09,0.76,0.86,0.76,0.8191,0.8191,4077208,0.0,1.0
2022-03-08,0.7688,0.78,0.701,0.7385,0.7385,1867854,0.0,1.0
2022-03-07,0.6941,0.7932,0.6941,0.7688,0.7688,2765110,0.0,1.0
2022-03-04,0.73,0.7399,0.6901,0.6941,0.6941,1583125,0.0,1.0
2022-03-03,0.7499,0.76,0.7107,0.73,0.73,2618583,0.0,1.0
2022-03-02,0.7402,0.76,0.7063,0.7375,0.7375,2860460,0.0,1.0
2022-03-01,0.7012,0.7538,0.6947,0.7513,0.7513,2721119,0.0,1.0
2022-02-28,0.7024,0.725,0.6716,0.68,0.68,2504373,0.0,1.0
2022-02-25,0.72,0.74,0.681,0.7112,0.7112,1898301,0.0,1.0
2022-02-24,0.64,0.729,0.64,0.7236,0.7236,3842525,0.0,1.0
2022-02-23,0.77,0.77,0.651,0.6634,0.6634,4012231,0.0,1.0
2022-02-22,0.725,0.7691,0.72,0.7572,0.7572,2354955,0.0,1.0
2022-02-18,0.7576,0.7657,0.721,0.7383,0.7383,2822248,0.0,1.0
2022-02-17,0.82,0.83,0.75,0.7577,0.7577,4200401,0.0,1.0
2022-02-16,0.733,0.8199,0.732,0.7876,0.7876,5490259,0.0,1.0
2022-02-15,0.7,0.7388,0.69,0.7282,0.7282,3696485,0.0,1.0
2022-02-14,0.7102,0.72,0.6701,0.6711,0.6711,3533755,0.0,1.0
2022-02-11,0.684,0.7456,0.671,0.7135,0.7135,6204128,0.0,1.0
2022-02-10,0.66,0.7197,0.6501,0.6709,0.6709,4322597,0.0,1.0
2022-02-09,0.651,0.695,0.651,0.6799,0.6799,6040309,0.0,1.0
2022-02-08,0.6707,0.686,0.625,0.6336,0.6336,4471174,0.0,1.0
2022-02-07,0.65,0.71,0.646,0.6707,0.6707,3483644,0.0,1.0
2022-02-04,0.65,0.6748,0.6221,0.6509,0.6509,10453773,0.0,1.0
2022-02-03,0.72,0.72,0.6258,0.6258,0.6258,8655310,0.0,1.0
2022-02-02,0.7896,0.8025,0.702,0.7209,0.7209,35771642,0.0,1.0
2022-02-01,0.7001,0.8025,0.6827,0.7853,0.7853,9226636,0.0,1.0
2022-01-31,0.69,0.727,0.6699,0.7013,0.7013,8700584,0.0,1.0
2022-01-28,0.65,0.7229,0.64,0.6942,0.6942,7932133,0.0,1.0
2022-01-27,0.861,0.8899,0.6,0.628,0.628,15369286,0.0,1.0
2022-01-26,1.0,1.04,0.9285,0.946,0.946,1704915,0.0,1.0
2022-01-25,0.9873,1.01,0.96995,0.9895,0.9895,1402234,0.0,1.0
2022-01-24,0.92,0.98,0.8521,0.9749,0.9749,2582140,0.0,1.0
2022-01-21,1.0,1.0201,0.9333,0.95,0.95,2973763,0.0,1.0
2022-01-20,1.08,1.1,1.0,1.01,1.01,3830587,0.0,1.0
2022-01-19,1.06,1.1,1.04,1.07,1.07,3367241,0.0,1.0
2022-01-18,1.12,1.14,1.05,1.05,1.05,2428283,0.0,1.0
2022-01-14,1.1,1.13,1.05,1.13,1.13,4686245,0.0,1.0
2022-01-13,1.16,1.17,1.09,1.1,1.1,2739667,0.0,1.0
2022-01-12,1.2,1.218,1.15,1.15,1.15,3764294,0.0,1.0
2022-01-11,1.16,1.25,1.15,1.19,1.19,3647098,0.0,1.0
2022-01-10,1.17,1.2,1.12,1.16,1.16,4950585,0.0,1.0
2022-01-07,1.2,1.26,1.15,1.16,1.16,4002814,0.0,1.0
2022-01-06,1.2705,1.31,1.2,1.22,1.22,2873925,0.0,1.0
2022-01-05,1.41,1.445,1.26,1.27,1.27,3253487,0.0,1.0
2022-01-04,1.57,1.58,1.41,1.43,1.43,9592769,0.0,1.0
2022-01-03,1.3,1.62,1.26,1.59,1.59,15398133,0.0,1.0
2021-12-31,1.33,1.34,1.23,1.27,1.27,12077848,0.0,1.0
2021-12-30,1.33,1.38,1.295,1.35,1.35,10706816,0.0,1.0
2021-12-29,1.36,1.36,1.27,1.29,1.29,2439555,0.0,1.0
2021-12-28,1.4,1.43,1.33,1.33,1.33,1920356,0.0,1.0
2021-12-27,1.52,1.52,1.39,1.4,1.4,2444637,0.0,1.0
2021-12-23,1.47,1.53,1.47,1.52,1.52,1508079,0.0,1.0
2021-12-22,1.46,1.525,1.43,1.49,1.49,2467297,0.0,1.0
2021-12-21,1.52,1.54,1.47,1.5,1.5,2095921,0.0,1.0
2021-12-20,1.5,1.59,1.45,1.52,1.52,3979025,0.0,1.0
2021-12-17,1.49,1.6,1.4701,1.52,1.52,36550637,0.0,1.0
2021-12-16,1.47,1.54,1.44,1.5,1.5,4213198,0.0,1.0
2021-12-15,1.39,1.51,1.32,1.5,1.5,7419160,0.0,1.0
2021-12-14,1.41,1.44,1.36,1.4,1.4,5966509,0.0,1.0
2021-12-13,1.4164,1.46,1.31,1.45,1.45,5516283,0.0,1.0
2021-12-10,1.54,1.55,1.41,1.42,1.42,3793214,0.0,1.0
2021-12-09,1.52,1.64,1.52,1.54,1.54,5644912,0.0,1.0
2021-12-08,1.53,1.57,1.49,1.55,1.55,3866982,0.0,1.0
2021-12-07,1.44,1.58,1.43,1.53,1.53,4673855,0.0,1.0
2021-12-06,1.43,1.43,1.3,1.38,1.38,4015020,0.0,1.0
2021-12-03,1.58,1.58,1.35,1.37,1.37,3553023,0.0,1.0
2021-12-02,1.6885,1.72,1.51,1.58,1.58,5324596,0.0,1.0
2021-12-01,1.6,1.81,1.493,1.68,1.68,12735137,0.0,1.0
2021-11-30,1.58,1.63,1.525,1.58,1.58,9855063,0.0,1.0
2021-11-29,1.73,1.7364,1.535,1.58,1.58,7592119,0.0,1.0
2021-11-26,1.74,1.8,1.67,1.69,1.69,4123728,0.0,1.0
2021-11-24,1.76,1.7999,1.69,1.76,1.76,24626218,0.0,1.0
2021-11-23,1.73,1.78,1.67,1.76,1.76,4048825,0.0,1.0
2021-11-22,1.795,1.795,1.69,1.72,1.72,2284356,0.0,1.0
2021-11-19,1.8064,1.8064,1.76,1.78,1.78,1856692,0.0,1.0
2021-11-18,1.9446,1.95,1.79,1.8,1.8,2957287,0.0,1.0
2021-11-17,1.99,2.01,1.91,1.92,1.92,1767140,0.0,1.0
2021-11-16,2.02,2.02,1.96,2.0,2.0,2112386,0.0,1.0
2021-11-15,2.0945,2.0972,1.99,2.0,2.0,1531931,0.0,1.0
2021-11-12,2.085,2.11,2.02,2.05,2.05,1604735,0.0,1.0
2021-11-11,2.11,2.11,2.01,2.05,2.05,2132045,0.0,1.0
2021-11-10,2.12,2.13,2.025,2.04,2.04,1829972,0.0,1.0
2021-11-09,2.18,2.2189,2.07,2.11,2.11,2574127,0.0,1.0
2021-11-08,2.2,2.23,2.15,2.18,2.18,1609039,0.0,1.0
2021-11-05,2.4,2.42,2.18,2.21,2.21,3046338,0.0,1.0
2021-11-04,2.2,2.45,2.18,2.42,2.42,5771478,0.0,1.0
2021-11-03,2.025,2.22,2.0033,2.22,2.22,2732799,0.0,1.0
2021-11-02,1.96,2.085,1.88,2.06,2.06,2557043,0.0,1.0
2021-11-01,1.835,1.96,1.82,1.93,1.93,2485278,0.0,1.0
2021-10-29,1.91,1.925,1.82,1.83,1.83,2215429,0.0,1.0
2021-10-28,1.81,1.94,1.8,1.94,1.94,2400829,0.0,1.0
2021-10-27,1.89,1.89,1.79,1.8,1.8,2649378,0.0,1.0
2021-10-26,1.95,1.96,1.88,1.89,1.89,1595658,0.0,1.0
2021-10-25,1.97,1.99,1.92,1.96,1.96,1635990,0.0,1.0
2021-10-22,1.9617,2.0,1.92,1.99,1.99,1764495,0.0,1.0
2021-10-21,1.9864,2.01,1.92,1.99,1.99,1717072,0.0,1.0
2021-10-20,2.03,2.0571,1.9501,1.96,1.96,2066654,0.0,1.0
2021-10-19,2.01,2.06,2.01,2.05,2.05,1528857,0.0,1.0
2021-10-18,1.985,2.03,1.95,2.0,2.0,2768853,0.0,1.0
2021-10-15,2.03,2.06,1.95,1.96,1.96,1733663,0.0,1.0
2021-10-14,1.97,2.03,1.95,2.02,2.02,1329529,0.0,1.0
2021-10-13,1.95,2.0,1.925,1.97,1.97,1041140,0.0,1.0
2021-10-12,1.98,2.01,1.925,1.94,1.94,1410241,0.0,1.0
2021-10-11,1.965,1.99,1.92,1.99,1.99,819057,0.0,1.0
2021-10-08,2.0,2.0,1.95,1.97,1.97,1152592,0.0,1.0
2021-10-07,1.97,2.0397,1.93,2.0,2.0,1710598,0.0,1.0
2021-10-06,1.995,2.02,1.92,1.95,1.95,1822182,0.0,1.0
2021-10-05,2.08,2.11,2.0,2.01,2.01,1730394,0.0,1.0
2021-10-04,2.2,2.2,2.06,2.06,2.06,1836370,0.0,1.0
2021-10-01,2.23,2.2402,2.15,2.2,2.2,1854063,0.0,1.0
2021-09-30,2.26,2.28,2.17,2.18,2.18,1482754,0.0,1.0
2021-09-29,2.32,2.32,2.22,2.23,2.23,1806100,0.0,1.0
2021-09-28,2.4,2.41,2.305,2.32,2.32,1548331,0.0,1.0
2021-09-27,2.39,2.47,2.36,2.42,2.42,1897082,0.0,1.0
2021-09-24,2.35,2.41,2.34,2.37,2.37,1425958,0.0,1.0
2021-09-23,2.3123,2.41,2.3,2.4,2.4,1863502,0.0,1.0
2021-09-22,2.36,2.37,2.29,2.31,2.31,2445151,0.0,1.0
2021-09-21,2.31,2.4,2.26,2.34,2.34,3360538,0.0,1.0
2021-09-20,2.5283,2.53,2.32,2.32,2.32,7392920,0.0,1.0
2021-09-17,2.33,2.44,2.27,2.43,2.43,9137201,0.0,1.0
2021-09-16,2.27,2.36,2.2,2.33,2.33,4204137,0.0,1.0
2021-09-15,2.1548,2.29,2.145,2.27,2.27,2997968,0.0,1.0
2021-09-14,2.24,2.2589,2.15,2.15,2.15,2015589,0.0,1.0
2021-09-13,2.29,2.3,2.2,2.24,2.24,1798575,0.0,1.0
2021-09-10,2.22,2.23,2.19,2.21,2.21,1306041,0.0,1.0
2021-09-09,2.21,2.27,2.175,2.2,2.2,1234150,0.0,1.0
2021-09-08,2.21,2.225,2.15,2.19,2.19,3001491,0.0,1.0
2021-09-07,2.31,2.34,2.19,2.21,2.21,2235225,0.0,1.0
2021-09-03,2.3855,2.4,2.28,2.28,2.28,1852692,0.0,1.0
2021-09-02,2.37,2.42,2.37,2.39,2.39,1866182,0.0,1.0
2021-09-01,2.3364,2.4,2.33,2.4,2.4,1341717,0.0,1.0
2021-08-31,2.27,2.43,2.27,2.35,2.35,2547014,0.0,1.0
2021-08-30,2.35,2.38,2.27,2.3,2.3,3013076,0.0,1.0
2021-08-27,2.37,2.41,2.33,2.38,2.38,3382328,0.0,1.0
2021-08-26,2.4091,2.49,2.33,2.35,2.35,1854493,0.0,1.0
2021-08-25,2.37,2.45,2.33,2.43,2.43,2366491,0.0,1.0
2021-08-24,2.3172,2.39,2.31,2.38,2.38,1690620,0.0,1.0
2021-08-23,2.29,2.35,2.26,2.34,2.34,1914335,0.0,1.0
2021-08-20,2.2,2.285,2.15,2.27,2.27,1919346,0.0,1.0
2021-08-19,2.2082,2.25,2.18,2.18,2.18,1682356,0.0,1.0
2021-08-18,2.33,2.33,2.2034,2.21,2.21,2479862,0.0,1.0
2021-08-17,2.27,2.37,2.22,2.33,2.33,2958558,0.0,1.0
2021-08-16,2.232,2.32,2.2226,2.27,2.27,2626459,0.0,1.0
2021-08-13,2.3062,2.37,2.21,2.26,2.26,4474192,0.0,1.0
2021-08-12,2.34,2.37,2.29,2.35,2.35,2446445,0.0,1.0
2021-08-11,2.41,2.4345,2.28,2.35,2.35,3888698,0.0,1.0
2021-08-10,2.5668,2.5668,2.35,2.39,2.39,4663561,0.0,1.0
2021-08-09,2.61,2.72,2.43,2.57,2.57,11094198,0.0,1.0
2021-08-06,2.29,2.55,2.27,2.55,2.55,18689859,0.0,1.0
2021-08-05,3.1,3.25,3.0901,3.25,3.25,1595150,0.0,1.0
2021-08-04,3.2291,3.26,3.07,3.13,3.13,1671021,0.0,1.0
2021-08-03,3.221,3.24,3.12,3.22,3.22,1914552,0.0,1.0
2021-08-02,3.23,3.29,3.2,3.25,3.25,1152372,0.0,1.0
2021-07-30,3.2,3.3,3.19,3.22,3.22,1135115,0.0,1.0
2021-07-29,3.36,3.38,3.22,3.22,3.22,1336377,0.0,1.0
2021-07-28,3.17,3.32,3.12,3.3,3.3,1219308,0.0,1.0
2021-07-27,3.2106,3.23,3.09,3.18,3.18,1291157,0.0,1.0
2021-07-26,3.25,3.31,3.18,3.18,3.18,1249498,0.0,1.0
2021-07-23,3.33,3.37,3.24,3.26,3.26,1370919,0.0,1.0
2021-07-22,3.5,3.51,3.32,3.33,3.33,1692068,0.0,1.0
2021-07-21,3.39,3.55,3.381,3.49,3.49,1314483,0.0,1.0
2021-07-20,3.34,3.42,3.29,3.4,3.4,2392775,0.0,1.0
2021-07-19,3.35,3.45,3.28,3.3,3.3,1970460,0.0,1.0
2021-07-16,3.4752,3.56,3.39,3.41,3.41,2252377,0.0,1.0
2021-07-15,3.4,3.52,3.32,3.47,3.47,1652676,0.0,1.0
2021-07-14,3.3728,3.43,3.31,3.42,3.42,2068682,0.0,1.0
2021-07-13,3.49,3.5,3.36,3.4,3.4,1247622,0.0,1.0
2021-07-12,3.54,3.56,3.46,3.48,3.48,1055895,0.0,1.0
2021-07-09,3.58,3.5963,3.48,3.53,3.53,1661863,0.0,1.0
2021-07-08,3.38,3.58,3.35,3.53,3.53,1910563,0.0,1.0
2021-07-07,3.55,3.55,3.34,3.43,3.43,2674671,0.0,1.0
2021-07-06,3.68,3.68,3.53,3.55,3.55,1955128,0.0,1.0
2021-07-02,3.8237,3.83,3.58,3.64,3.64,2533923,0.0,1.0
2021-07-01,3.8,3.83,3.73,3.82,3.82,1464563,0.0,1.0
2021-06-30,3.9,3.9,3.73,3.75,3.75,2486058,0.0,1.0
2021-06-29,3.96,3.971,3.8615,3.89,3.89,2129816,0.0,1.0
2021-06-28,3.9628,4.025,3.87,3.93,3.93,2596684,0.0,1.0
2021-06-25,4.0254,4.08,3.87,3.89,3.89,10429232,0.0,1.0
2021-06-24,3.97,4.02,3.9,4.01,4.01,2189288,0.0,1.0
2021-06-23,4.0,4.06,3.8823,3.93,3.93,2544406,0.0,1.0
2021-06-22,4.1554,4.16,3.88,3.93,3.93,3960787,0.0,1.0
2021-06-21,4.2864,4.3,4.12,4.18,4.18,2530449,0.0,1.0
2021-06-18,4.24,4.4,4.23,4.27,4.27,7193239,0.0,1.0
2021-06-17,4.22,4.43,4.22,4.34,4.34,1959844,0.0,1.0
2021-06-16,4.22,4.3381,4.12,4.29,4.29,2631744,0.0,1.0
2021-06-15,4.42,4.435,4.1,4.27,4.27,3312480,0.0,1.0
2021-06-14,4.44,4.54,4.34,4.4,4.4,3654388,0.0,1.0
2021-06-11,4.4,4.45,4.3,4.45,4.45,1682265,0.0,1.0
2021-06-10,4.39,4.42,4.25,4.39,4.39,2226029,0.0,1.0
2021-06-09,4.2149,4.3601,4.2144,4.34,4.34,2276383,0.0,1.0
2021-06-08,4.32,4.4,4.06,4.24,4.24,3883146,0.0,1.0
2021-06-07,3.8568,4.27,3.79,4.22,4.22,5185258,0.0,1.0
2021-06-04,3.85,3.92,3.76,3.82,3.82,1924953,0.0,1.0
2021-06-03,3.85,3.875,3.71,3.84,3.84,2437887,0.0,1.0
2021-06-02,3.75,3.88,3.65,3.84,3.84,4304650,0.0,1.0
2021-06-01,3.59,3.725,3.5,3.69,3.69,3945932,0.0,1.0
2021-05-28,3.4964,3.52,3.405,3.45,3.45,2462220,0.0,1.0
2021-05-27,3.3,3.45,3.2832,3.4,3.4,2730992,0.0,1.0
2021-05-26,3.25,3.3,3.21,3.25,3.25,1417322,0.0,1.0
2021-05-25,3.21,3.29,3.21,3.25,3.25,3856091,0.0,1.0
2021-05-24,3.38,3.389,3.195,3.22,3.22,1999528,0.0,1.0
2021-05-21,3.45,3.45,3.36,3.36,3.36,1508899,0.0,1.0
2021-05-20,3.33,3.49,3.29,3.41,3.41,1961471,0.0,1.0
2021-05-19,3.3352,3.445,3.3,3.33,3.33,1968555,0.0,1.0
2021-05-18,3.45,3.57,3.43,3.465,3.465,2107756,0.0,1.0
2021-05-17,3.4764,3.57,3.39,3.44,3.44,2937807,0.0,1.0
2021-05-14,3.07,3.49,3.01,3.48,3.48,4452659,0.0,1.0
2021-05-13,3.2173,3.2332,2.99,3.06,3.06,2786420,0.0,1.0
2021-05-12,3.08,3.29,3.06,3.13,3.13,2221934,0.0,1.0
2021-05-11,2.95,3.16,2.91,3.12,3.12,1997944,0.0,1.0
2021-05-10,3.1,3.15,3.0,3.07,3.07,1926870,0.0,1.0
2021-05-07,3.0009,3.11,3.0009,3.08,3.08,1677128,0.0,1.0
2021-05-06,3.08,3.1,2.9,2.99,2.99,2840749,0.0,1.0
2021-05-05,3.12,3.16,3.065,3.08,3.08,1747234,0.0,1.0
2021-05-04,3.16,3.18,3.07,3.08,3.08,2164844,0.0,1.0
2021-05-03,3.14,3.21,3.06,3.19,3.19,2633368,0.0,1.0
2021-04-30,3.089,3.24,3.03,3.11,3.11,4247021,0.0,1.0
2021-04-29,3.09,3.115,2.98,3.1,3.1,3043989,0.0,1.0
2021-04-28,3.05,3.07,2.99,3.06,3.06,1877252,0.0,1.0
2021-04-27,3.05,3.09,3.0,3.07,3.07,2108376,0.0,1.0
2021-04-26,3.0575,3.07,3.0,3.06,3.06,3475923,0.0,1.0
2021-04-23,3.01,3.06,2.99,3.02,3.02,2830884,0.0,1.0
2021-04-22,3.0,3.06,2.93,2.99,2.99,4166014,0.0,1.0
2021-04-21,2.92,3.01,2.83,3.005,3.005,1785869,0.0,1.0
2021-04-20,2.9,2.96,2.84,2.91,2.91,2851887,0.0,1.0
2021-04-19,3.01,3.01,2.86,2.89,2.89,1717000,0.0,1.0
2021-04-16,2.978,3.01,2.87,3.0,3.0,1378686,0.0,1.0
2021-04-15,3.01,3.03,2.96,2.98,2.98,1726234,0.0,1.0
2021-04-14,3.02,3.06,2.96,2.985,2.985,2572520,0.0,1.0
2021-04-13,2.95,2.975,2.82,2.965,2.965,2624129,0.0,1.0
2021-04-12,3.08,3.08,2.93,2.94,2.94,2617634,0.0,1.0
2021-04-09,3.16,3.17,3.045,3.07,3.07,2170005,0.0,1.0
2021-04-08,3.15,3.21,3.06,3.19,3.19,4018187,0.0,1.0
2021-04-07,3.17,3.21,3.1,3.12,3.12,1778319,0.0,1.0
2021-04-06,3.24,3.24,3.13,3.16,3.16,2485806,0.0,1.0
2021-04-05,3.35,3.37,3.15,3.22,3.22,2665667,0.0,1.0
2021-04-01,3.3,3.35,3.24,3.31,3.31,1564245,0.0,1.0
2021-03-31,3.12,3.49,3.1136,3.26,3.26,3275566,0.0,1.0
2021-03-30,3.07,3.16,2.96,3.06,3.06,1636198,0.0,1.0
2021-03-29,3.1356,3.2,3.07,3.1,3.1,1369546,0.0,1.0
2021-03-26,3.12,3.16,3.04,3.15,3.15,1470266,0.0,1.0
2021-03-25,2.94,3.14,2.87,3.12,3.12,2931867,0.0,1.0
2021-03-24,3.2,3.229,2.9,2.9,2.9,3342793,0.0,1.0
2021-03-23,3.44,3.4478,3.16,3.17,3.17,2886432,0.0,1.0
2021-03-22,3.54,3.585,3.39,3.44,3.44,1419470,0.0,1.0
2021-03-19,3.45,3.54,3.38,3.52,3.52,5330570,0.0,1.0
2021-03-18,3.54,3.63,3.42,3.43,3.43,2184593,0.0,1.0
2021-03-17,3.48,3.58,3.45,3.54,3.54,1524375,0.0,1.0
2021-03-16,3.69,3.725,3.44,3.52,3.52,3547370,0.0,1.0
2021-03-15,3.68,3.695,3.53,3.66,3.66,2253126,0.0,1.0
2021-03-12,3.85,3.86,3.6283,3.69,3.69,2410104,0.0,1.0
2021-03-11,3.99,4.09,3.58,3.91,3.91,17245333,0.0,1.0
2021-03-10,3.44,3.44,3.24,3.29,3.29,1550610,0.0,1.0
2021-03-09,3.2,3.41,3.2,3.36,3.36,1869957,0.0,1.0
2021-03-08,3.26,3.36,3.1283,3.17,3.17,1573776,0.0,1.0
2021-03-05,3.2,3.3,2.95,3.29,3.29,2587137,0.0,1.0
2021-03-04,3.272,3.31,3.07,3.2,3.2,2726284,0.0,1.0
2021-03-03,3.47,3.56,3.26,3.28,3.28,3224326,0.0,1.0
2021-03-02,3.7,3.73,3.49,3.51,3.51,3974333,0.0,1.0
2021-03-01,3.6,3.7198,3.51,3.61,3.61,2251681,0.0,1.0
2021-02-26,3.58,3.69,3.43,3.43,3.43,3108065,0.0,1.0
2021-02-25,3.73,3.83,3.59,3.6,3.6,2350700,0.0,1.0
2021-02-24,3.62,3.75,3.585,3.74,3.74,1808201,0.0,1.0
2021-02-23,3.72,3.73,3.5418,3.65,3.65,2632774,0.0,1.0
2021-02-22,3.73,3.85,3.65,3.74,3.74,3116514,0.0,1.0
2021-02-19,3.6,3.7,3.57,3.67,3.67,2005314,0.0,1.0
2021-02-18,3.67,3.69,3.54,3.56,3.56,2082634,0.0,1.0
2021-02-17,3.62,3.68,3.52,3.67,3.67,3260148,0.0,1.0
2021-02-16,3.73,3.73,3.57,3.63,3.63,3016181,0.0,1.0
2021-02-12,3.73,3.76,3.58,3.63,3.63,1919479,0.0,1.0
2021-02-11,3.85,3.86,3.66,3.77,3.77,2173347,0.0,1.0
2021-02-10,3.93,3.99,3.7209,3.85,3.85,2343040,0.0,1.0
2021-02-09,4.01,4.0159,3.86,3.9,3.9,2233479,0.0,1.0
2021-02-08,3.97,4.0399,3.83,3.95,3.95,4092865,0.0,1.0
2021-02-05,3.74,3.85,3.655,3.81,3.81,2133127,0.0,1.0
2021-02-04,3.79,3.8,3.66,3.72,3.72,1532117,0.0,1.0
2021-02-03,3.7618,3.85,3.71,3.74,3.74,2217016,0.0,1.0
2021-02-02,3.78,3.79,3.62,3.69,3.69,1852979,0.0,1.0
2021-02-01,3.63,3.715,3.51,3.71,3.71,2017972,0.0,1.0
2021-01-29,3.6,3.695,3.48,3.59,3.59,2499934,0.0,1.0
2021-01-28,3.72,3.8,3.57,3.59,3.59,2265443,0.0,1.0
2021-01-27,3.78,3.83,3.56,3.69,3.69,3606982,0.0,1.0
2021-01-26,4.02,4.03,3.82,3.84,3.84,2294389,0.0,1.0
2021-01-25,4.06,4.07,3.89,3.92,3.92,3370857,0.0,1.0
2021-01-22,3.93,4.0,3.79,3.99,3.99,2035020,0.0,1.0
2021-01-21,4.07,4.09,3.8,3.94,3.94,2755166,0.0,1.0
2021-01-20,4.31,4.35,3.95,4.09,4.09,3525773,0.0,1.0
2021-01-19,3.7664,4.06,3.72,3.98,3.98,3758196,0.0,1.0
2021-01-15,3.78,3.83,3.59,3.59,3.59,1343617,0.0,1.0
2021-01-14,3.75,3.85,3.71,3.79,3.79,1448734,0.0,1.0
2021-01-13,3.69,3.76,3.64,3.67,3.67,1110913,0.0,1.0
2021-01-12,3.65,3.7,3.565,3.7,3.7,1540210,0.0,1.0
2021-01-11,3.7,3.73,3.605,3.65,3.65,1426101,0.0,1.0
2021-01-08,3.78,3.79,3.6004,3.735,3.735,1899388,0.0,1.0
2021-01-07,3.75,3.78,3.61,3.75,3.75,2845433,0.0,1.0
2021-01-06,3.535,3.65,3.43,3.57,3.57,2111521,0.0,1.0
2021-01-05,3.46,3.525,3.41,3.48,3.48,1424456,0.0,1.0
2021-01-04,3.41,3.53,3.35,3.46,3.46,1557989,0.0,1.0
2020-12-31,3.665,3.665,3.33,3.41,3.41,2302283,0.0,1.0
2020-12-30,3.45,3.67,3.45,3.6,3.6,1867646,0.0,1.0
2020-12-29,3.57,3.61,3.38,3.38,3.38,2113969,0.0,1.0
2020-12-28,3.73,3.7601,3.495,3.51,3.51,2776741,0.0,1.0
2020-12-24,3.87,3.89,3.7,3.71,3.71,1129576,0.0,1.0
2020-12-23,3.95,3.96,3.8,3.865,3.865,3050914,0.0,1.0
2020-12-22,4.44,4.46,4.23,4.25,4.25,2915114,0.0,1.0
2020-12-21,4.46,4.5,4.22,4.38,4.38,2009973,0.0,1.0
2020-12-18,4.63,4.72,4.37,4.37,4.37,7998784,0.0,1.0
2020-12-17,4.65,4.69,4.37,4.63,4.63,2006521,0.0,1.0
2020-12-16,4.96,4.96,4.615,4.655,4.655,1337012,0.0,1.0
2020-12-15,5.14,5.24,4.88,4.92,4.92,1281752,0.0,1.0
2020-12-14,4.76,5.229,4.76,5.14,5.14,3146149,0.0,1.0
2020-12-11,4.7,4.84,4.65,4.72,4.72,1022909,0.0,1.0
2020-12-10,4.7,4.8,4.6,4.72,4.72,1433721,0.0,1.0
2020-12-09,4.85,4.95,4.56,4.69,4.69,1712258,0.0,1.0
2020-12-08,4.71,4.85,4.635,4.83,4.83,1973542,0.0,1.0
2020-12-07,4.9,4.95,4.68,4.73,4.73,1354130,0.0,1.0
2020-12-04,4.79,4.905,4.78,4.87,4.87,1061395,0.0,1.0
2020-12-03,4.76,4.855,4.73,4.78,4.78,1335249,0.0,1.0
2020-12-02,4.59,4.82,4.42,4.77,4.77,1398777,0.0,1.0
2020-12-01,4.76,4.87,4.61,4.62,4.62,1335890,0.0,1.0
2020-11-30,4.65,4.87,4.64,4.71,4.71,2133260,0.0,1.0
2020-11-27,4.61,4.79,4.57,4.73,4.73,1093775,0.0,1.0
2020-11-25,4.47,4.62,4.33,4.56,4.56,1887265,0.0,1.0
2020-11-24,4.46,4.55,4.39,4.48,4.48,1389334,0.0,1.0
2020-11-23,4.33,4.465,4.3,4.36,4.36,1266030,0.0,1.0
2020-11-20,4.2,4.33,4.16,4.32,4.32,1140930,0.0,1.0
2020-11-19,4.13,4.32,4.1,4.24,4.24,1215584,0.0,1.0
2020-11-18,4.25,4.25,4.08,4.09,4.09,1836846,0.0,1.0
2020-11-17,4.18,4.24,4.09,4.24,4.24,1094467,0.0,1.0
2020-11-16,4.09,4.22,4.03,4.21,4.21,1465685,0.0,1.0
2020-11-13,3.93,4.08,3.92,4.04,4.04,1275005,0.0,1.0
2020-11-12,4.02,4.03,3.78,3.86,3.86,1464945,0.0,1.0
2020-11-11,3.91,4.05,3.87,4.04,4.04,1305332,0.0,1.0
2020-11-10,3.84,3.93,3.67,3.93,3.93,1719832,0.0,1.0
2020-11-09,3.56,3.89,3.55,3.76,3.76,2404094,0.0,1.0
2020-11-06,3.54,3.57,3.475,3.5,3.5,914824,0.0,1.0
2020-11-05,3.52,3.63,3.3,3.58,3.58,1618024,0.0,1.0
2020-11-04,3.53,3.74,3.501,3.68,3.68,1701632,0.0,1.0
2020-11-03,3.5,3.615,3.41,3.58,3.58,1239542,0.0,1.0
2020-11-02,3.44,3.515,3.345,3.49,3.49,1241573,0.0,1.0
2020-10-30,3.4828,3.49,3.31,3.43,3.43,1318152,0.0,1.0
2020-10-29,3.335,3.515,3.29,3.5,3.5,1429395,0.0,1.0
