,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Adj Close,IBM_Volume,IBM_Dividend Amount,IBM_Split Coefficient
2024-07-17,185.44,187.94,185.07,187.45,185.829031172328,4225302,0.0,1.0
2024-07-16,184.67,186.6,184.52,185.81,184.203213028169,3374526,0.0,1.0
2024-07-15,183.38,184.9,182.6,182.88,181.298550124275,2925794,0.0,1.0
2024-07-12,178.56,184.16,178.5,182.83,181.248982497929,4785565,0.0,1.0
2024-07-11,177.65,179.44,176.62,178.31,176.768069076222,2807145,0.0,1.0
2024-07-10,176.6,178.22,174.45,177.84,176.302133388567,3462182,0.0,1.0
2024-07-09,177.6,177.7,175.58,176.48,174.953893951947,2513305,0.0,1.0
2024-07-08,176.41,178.59,176.01,177.64,176.103862883181,2503038,0.0,1.0
2024-07-05,175.74,176.09,173.95,176.02,174.497871789561,2085970,0.0,1.0
2024-07-03,177.88,177.98,175.17,175.73,174.210379556752,1649049,0.0,1.0
2024-07-02,174.84,177.485,174.32,177.3,175.766803024027,2883275,0.0,1.0
2024-07-01,173.45,176.46,173.38,175.1,173.585827464789,3320961,0.0,1.0
2024-06-28,170.85,173.46,170.53,172.95,171.454419531897,4193459,0.0,1.0
2024-06-27,171.12,172.5,170.48,170.85,169.372579225352,2894001,0.0,1.0
2024-06-26,171.28,172.68,170.41,171.87,170.383758802817,2779016,0.0,1.0
2024-06-25,175.14,175.7526,171.42,172.6,171.107446147473,4119267,0.0,1.0
2024-06-24,175.0,178.4599,174.15,175.01,173.496605737365,4864735,0.0,1.0
2024-06-21,173.97,174.96,171.4,172.46,170.968656793703,10182025,0.0,1.0
2024-06-20,174.08,174.28,171.22,173.92,172.416031483016,4723078,0.0,1.0
2024-06-18,170.0,170.75,168.38,170.55,169.075173467274,3386442,0.0,1.0
2024-06-17,168.76,169.72,167.5,169.5,168.034253314002,3239815,0.0,1.0
2024-06-14,168.29,169.47,167.23,169.21,167.746761081193,2777717,0.0,1.0
2024-06-13,169.01,169.59,168.335,169.12,167.65753935377,3525717,0.0,1.0
2024-06-12,171.35,172.47,168.101,169.0,167.538577050539,3522698,0.0,1.0
2024-06-11,169.98,170.0,166.81,169.32,167.855809859155,2951251,0.0,1.0
2024-06-10,169.55,170.76,168.88,170.38,168.906643537697,3444684,0.0,1.0
2024-06-07,168.18,171.305,168.06,170.01,168.539843102734,3475495,0.0,1.0
2024-06-06,167.38,168.44,166.8,168.2,166.745495028998,2207263,0.0,1.0
2024-06-05,166.41,167.79,165.78,167.38,165.932585956918,3049377,0.0,1.0
2024-06-04,164.6,166.4,163.88,165.81,164.376162489644,2594203,0.0,1.0
2024-06-03,166.54,166.78,163.53,165.28,163.850745650373,2776058,0.0,1.0
2024-05-31,165.7,166.97,163.84,166.85,165.407169117647,4905002,0.0,1.0
2024-05-30,165.56,166.73,164.23,165.63,164.197719034797,3852963,0.0,1.0
2024-05-29,168.0,168.63,166.21,167.05,165.605439623032,4206576,0.0,1.0
2024-05-28,170.44,171.085,168.65,169.66,168.19286971831,2629645,0.0,1.0
2024-05-24,171.48,172.01,170.21,170.89,169.412233326429,2587829,0.0,1.0
2024-05-23,175.39,175.46,170.435,170.67,169.194135770505,3341335,0.0,1.0
2024-05-22,173.39,174.99,172.76,173.69,172.188020401823,3294900,0.0,1.0
2024-05-21,169.94,174.97,169.94,173.47,171.969922845899,6459800,0.0,1.0
2024-05-20,169.0,170.16,168.38,169.92,168.450621375311,2726261,0.0,1.0
2024-05-17,168.97,169.11,167.33,169.03,167.568317626346,2956387,0.0,1.0
2024-05-16,168.26,169.63,167.79,168.97,167.508836474731,3492267,0.0,1.0
2024-05-15,167.94,168.35,167.34,168.26,166.804976180613,4468823,0.0,1.0
2024-05-14,167.86,168.13,166.48,167.36,165.912758906379,2600967,0.0,1.0
2024-05-13,167.5,168.06,166.76,167.56,166.111029411765,2414859,0.0,1.0
2024-05-10,167.13,168.07,166.32,167.15,165.704574875725,2255370,0.0,1.0
2024-05-09,167.5,167.55,165.88,166.27,164.83218465203,4266616,1.67,1.0
2024-05-08,168.01,170.26,167.9,169.9,166.755913852447,3522011,0.0,1.0
2024-05-07,169.0,169.29,167.94,168.38,165.264042227634,3155260,0.0,1.0
2024-05-06,166.5,168.67,166.38,168.61,165.489785960336,4222266,0.0,1.0
2024-05-03,165.0,166.61,164.92,165.71,162.643451939311,3400405,0.0,1.0
2024-05-02,164.35,164.88,162.62,164.69,161.642327559502,3829853,0.0,1.0
2024-05-01,165.69,166.27,164.3,164.43,161.3871389921,4030960,0.0,1.0
2024-04-30,166.49,166.76,165.2605,166.2,163.124384239415,6011634,0.0,1.0
2024-04-29,167.4,168.22,166.225,167.43,164.331622462126,5263342,0.0,1.0
2024-04-26,167.5,167.87,165.73,167.13,164.037174115123,8983796,0.0,1.0
2024-04-25,168.2,172.45,165.66,168.91,165.784234307338,16702150,0.0,1.0
2024-04-24,183.17,184.29,181.4,184.1,180.693135610567,7616643,0.0,1.0
2024-04-23,182.73,184.68,179.0,182.19,178.818481134651,5950229,0.0,1.0
2024-04-22,182.45,183.315,180.45,181.9,178.533847732549,3076451,0.0,1.0
2024-04-19,182.43,182.8,180.57,181.58,178.219769495746,3037990,0.0,1.0
2024-04-18,182.35,183.46,180.17,181.47,178.111805101845,2886733,0.0,1.0
2024-04-17,184.16,184.67,181.78,183.1,179.711641120559,3003033,0.0,1.0
2024-04-16,185.59,185.71,182.86,183.75,180.349612539064,4473654,0.0,1.0
2024-04-15,185.57,187.48,180.88,181.25,177.895876314043,3528140,0.0,1.0
2024-04-12,184.0,185.1699,181.685,182.27,178.897000693852,3547378,0.0,1.0
2024-04-11,186.04,186.795,184.58,185.9,182.459825692583,2861736,0.0,1.0
2024-04-10,187.42,187.915,185.52,186.04,182.597234921184,3081915,0.0,1.0
2024-04-09,190.54,191.25,186.66,189.31,185.806721903512,2790673,0.0,1.0
2024-04-08,189.24,190.24,188.9118,189.82,186.307284093416,2673611,0.0,1.0
2024-04-05,188.59,190.32,188.02,189.14,185.63986784021,2012428,0.0,1.0
2024-04-04,192.0,193.28,187.34,187.94,184.4620744522,2924438,0.0,1.0
2024-04-03,188.6,191.35,188.485,190.9,187.367298142625,2818910,0.0,1.0
2024-04-02,189.14,189.8,187.6,188.88,185.384679272808,2689711,0.0,1.0
2024-04-01,190.0,190.46,188.52,189.83,186.317099038316,2362586,0.0,1.0
2024-03-28,190.94,191.9299,190.34,190.96,187.426187812026,3742169,0.0,1.0
2024-03-27,189.6,190.96,188.6,190.8,187.269148693625,3693305,0.0,1.0
2024-03-26,189.02,190.0,188.5,188.5,185.011711366605,4229535,0.0,1.0
2024-03-25,190.26,190.82,188.75,188.79,185.296344768707,3718289,0.0,1.0
2024-03-22,192.0,192.985,190.51,190.84,187.308408473225,3988398,0.0,1.0
2024-03-21,193.0,193.37,190.01,191.9,188.348792632634,6013561,0.0,1.0
2024-03-20,192.87,193.98,191.31,193.96,190.370671282051,3238643,0.0,1.0
2024-03-19,191.49,193.58,190.28,193.34,189.762144698246,5317341,0.0,1.0
2024-03-18,191.7,193.23,190.32,191.69,188.142678789732,5410562,0.0,1.0
2024-03-15,191.99,193.0573,190.7,191.07,187.534152205927,8828184,0.0,1.0
2024-03-14,196.95,197.748,192.12,193.43,189.850479202347,4102202,0.0,1.0
2024-03-13,197.55,198.1,195.32,196.7,193.059966184675,3960737,0.0,1.0
2024-03-12,192.46,199.18,192.15,197.78,194.119980233884,5862512,0.0,1.0
2024-03-11,195.09,195.38,190.88,191.73,188.181938569332,4712688,0.0,1.0
2024-03-08,196.06,197.77,194.38,195.95,192.323845317168,3943113,0.0,1.0
2024-03-07,197.58,198.73,196.14,196.54,192.902927066273,4604458,0.0,1.0
2024-03-06,193.5,198.13,192.96,196.16,192.52995916007,6945818,0.0,1.0
2024-03-05,192.0,193.94,190.57,191.95,188.397867357134,5653641,0.0,1.0
2024-03-04,187.76,193.898,187.6,193.06,189.487326241044,7938266,0.0,1.0
2024-03-01,185.49,188.38,185.18,188.2,184.717263019602,4018354,0.0,1.0
2024-02-29,186.15,186.8495,184.69,185.03,181.605925486275,6458487,0.0,1.0
2024-02-28,184.63,185.37,183.55,185.3,181.870928998578,3216345,0.0,1.0
2024-02-27,184.16,185.13,182.62,184.87,181.448886367874,3641378,0.0,1.0
2024-02-26,185.6,186.125,184.06,184.13,180.722580445268,4620815,0.0,1.0
2024-02-23,184.9,186.455,184.57,185.72,182.283156684381,3433800,0.0,1.0
2024-02-22,182.45,184.55,181.93,184.21,180.801100004468,5078398,0.0,1.0
2024-02-21,182.56,183.03,178.75,179.7,176.37455985453,4728473,0.0,1.0
2024-02-20,187.64,188.77,183.06,183.44,180.045349247162,4247181,0.0,1.0
2024-02-16,186.63,188.95,185.9452,187.64,184.167626105198,4842840,0.0,1.0
2024-02-15,183.62,186.98,183.62,186.87,183.411875347891,4714301,0.0,1.0
2024-02-14,185.0,185.0,182.26,183.57,180.172943530863,3173391,0.0,1.0
2024-02-13,184.28,184.77,182.36,183.7,180.300537814564,4290453,0.0,1.0
2024-02-12,185.9,186.48,184.03,186.16,182.715014259985,4724021,0.0,1.0
2024-02-09,184.44,187.18,183.85,186.34,182.891683268187,5064641,0.0,1.0
2024-02-08,182.63,184.55,181.49,184.36,180.94832417797,5161185,1.66,1.0
2024-02-07,183.34,184.02,182.625,183.74,178.730486423289,4841188,0.0,1.0
2024-02-06,183.55,184.68,183.04,183.41,178.409483590374,3338196,0.0,1.0
2024-02-05,185.51,185.78,183.255,183.42,178.419210948947,4379602,0.0,1.0
2024-02-02,187.1,187.39,185.615,185.79,180.724594930787,4055411,0.0,1.0
2024-02-01,183.63,187.51,182.71,186.9,181.804331732408,4669444,0.0,1.0
2024-01-31,187.05,187.65,183.14,183.66,178.652667554703,8876055,0.0,1.0
2024-01-30,187.71,188.65,186.77,187.87,182.747885514005,4575058,0.0,1.0
2024-01-29,187.46,189.46,186.05,187.14,182.037788338164,6107908,0.0,1.0
2024-01-26,191.31,192.3896,186.16,187.42,182.310154378212,9895941,0.0,1.0
2024-01-25,184.96,196.9,184.83,190.43,185.238089308734,29596239,0.0,1.0
2024-01-24,174.76,174.86,172.9,173.93,169.187947663016,7831157,0.0,1.0
2024-01-23,172.9,174.02,172.48,173.94,169.197675021589,3983461,0.0,1.0
2024-01-22,172.82,174.45,172.4,172.83,168.117938219968,4925964,0.0,1.0
2024-01-19,170.59,171.5791,169.18,171.48,166.804744812591,6929079,0.0,1.0
2024-01-18,166.49,166.99,165.04,166.84,162.291250434644,3776990,0.0,1.0
2024-01-17,166.79,167.82,165.495,166.08,161.551971183084,4288604,0.0,1.0
2024-01-16,165.8,167.25,165.34,166.96,162.407978737522,4869635,0.0,1.0
2024-01-12,162.97,165.98,162.355,165.8,161.279605143035,4958261,0.0,1.0
2024-01-11,161.02,162.23,160.29,162.16,157.738846622404,3778395,0.0,1.0
2024-01-10,160.28,161.34,159.74,161.23,156.8342022751,2967852,0.0,1.0
2024-01-09,160.0,160.4837,159.51,160.08,155.715556039186,2617186,0.0,1.0
2024-01-08,158.69,161.216,157.885,161.14,156.746656047941,3321698,0.0,1.0
2024-01-05,159.91,160.55,158.67,159.16,154.820639050455,3698961,0.0,1.0
2024-01-04,160.22,161.81,160.17,160.86,156.474290007893,3212004,0.0,1.0
2024-01-03,161.0,161.73,160.08,160.1,155.735010756332,4086065,0.0,1.0
2024-01-02,162.83,163.29,160.46,161.5,157.096840956575,3825044,0.0,1.0
2023-12-29,163.75,164.18,162.83,163.55,159.090949464073,2526169,0.0,1.0
2023-12-28,163.96,163.96,163.4,163.75,159.285496635537,2071313,0.0,1.0
2023-12-27,163.14,163.64,162.68,163.46,159.003403236915,3006612,0.0,1.0
2023-12-26,162.23,163.31,162.05,163.21,158.760219272586,1772443,0.0,1.0
2023-12-22,161.1,162.41,161.0,162.14,157.719391905258,2442715,0.0,1.0
2023-12-21,160.59,161.08,159.53,160.78,156.396471139307,2982924,0.0,1.0
2023-12-20,161.29,161.8,160.01,160.05,155.686373963467,4865797,0.0,1.0
2023-12-19,161.8,162.28,161.32,161.56,157.155205108014,3717429,0.0,1.0
2023-12-18,162.23,163.33,161.5766,162.74,158.303033419647,3677533,0.0,1.0
2023-12-15,162.3,164.09,162.04,162.23,157.806938132416,11016108,0.0,1.0
2023-12-14,162.93,163.499,160.149,162.91,158.468398515391,6129804,0.0,1.0
2023-12-13,164.37,164.9653,162.735,163.62,159.159040974086,4989141,0.0,1.0
2023-12-12,163.27,166.34,162.92,164.71,160.21932305856,5292290,0.0,1.0
2023-12-11,162.68,163.65,161.95,163.51,159.052040029781,6077207,0.0,1.0
2023-12-08,160.0,162.04,160.0,161.96,157.544299450941,4561342,0.0,1.0
2023-12-07,161.0,161.465,159.97,160.22,155.85173905921,3665498,0.0,1.0
2023-12-06,161.59,162.355,160.01,160.28,155.910103210649,3356432,0.0,1.0
2023-12-05,160.76,162.47,160.72,161.39,156.98984001227,4556668,0.0,1.0
2023-12-04,160.29,162.79,160.29,161.1,156.707746613649,5779017,0.0,1.0
2023-12-01,158.41,160.59,158.0,160.55,156.172741892125,4871860,0.0,1.0
2023-11-30,156.95,158.6,156.89,158.56,154.236997536065,6740622,0.0,1.0
2023-11-29,156.15,157.51,156.02,156.41,152.145615442835,3568887,0.0,1.0
2023-11-28,155.44,155.745,154.86,155.65,151.406336191275,2666182,0.0,1.0
2023-11-27,154.99,156.135,154.75,155.57,151.32851732269,4053093,0.0,1.0
2023-11-24,155.13,155.4,153.92,155.18,150.949150338336,1799161,0.0,1.0
2023-11-22,154.5,155.705,154.16,155.13,150.900513545471,3045091,0.0,1.0
2023-11-21,154.6,154.66,153.51,153.91,149.713775799545,2859508,0.0,1.0
2023-11-20,152.51,154.68,152.35,154.35,150.141779576764,3658936,0.0,1.0
2023-11-17,153.29,153.5,152.4601,152.89,148.721585225082,4426676,0.0,1.0
2023-11-16,153.0,153.35,152.13,153.06,148.886950320826,3519172,0.0,1.0
2023-11-15,150.4,153.22,150.4,152.58,148.420037109314,4632519,0.0,1.0
2023-11-14,149.45,150.8063,149.05,150.41,146.309200298938,4321940,0.0,1.0
2023-11-13,148.46,148.49,147.35,148.1,144.062180468537,2647288,0.0,1.0
2023-11-10,147.44,149.17,146.85,149.02,144.957097457268,3179541,0.0,1.0
2023-11-09,146.55,146.99,145.28,146.62,142.622531399709,3412713,1.66,1.0
2023-11-08,149.25,149.68,147.585,148.03,142.382069888717,3618588,0.0,1.0
2023-11-07,149.03,149.28,148.03,148.83,143.151546723892,3549853,0.0,1.0
2023-11-06,147.89,149.225,147.85,148.97,143.286205170048,4597249,0.0,1.0
2023-11-03,147.45,148.445,147.28,147.9,142.257029903001,3510495,0.0,1.0
2023-11-02,145.77,147.1,144.84,147.01,141.400986923869,3902657,0.0,1.0
2023-11-01,145.0,146.51,144.45,145.4,139.852414793079,4750081,0.0,1.0
2023-10-31,143.0,144.76,142.59,144.64,139.121411799662,6592041,0.0,1.0
2023-10-30,143.19,144.5,142.58,142.63,137.188101251285,4204190,0.0,1.0
2023-10-27,143.62,144.7,141.71,142.52,137.082298186448,5469227,0.0,1.0
2023-10-26,142.2,144.41,141.58,143.76,138.27498728097,11130170,0.0,1.0
2023-10-25,137.5,138.49,136.33,137.08,131.849855707258,6472549,0.0,1.0
2023-10-24,136.74,137.98,136.05,137.79,132.532766398475,3697975,0.0,1.0
2023-10-23,136.63,137.68,135.87,136.38,131.176563476479,3457527,0.0,1.0
2023-10-20,138.15,139.27,137.12,137.16,131.926803390775,4865615,0.0,1.0
2023-10-19,138.64,139.405,137.93,138.01,132.744372528149,5314159,0.0,1.0
2023-10-18,140.0,140.43,139.58,139.97,134.629590774328,3329985,0.0,1.0
2023-10-17,137.12,140.62,136.31,140.32,134.966236889717,4172822,0.0,1.0
2023-10-16,139.28,139.78,138.52,139.21,133.898587780911,3361468,0.0,1.0
2023-10-13,139.77,140.12,138.27,138.46,133.177203247935,4583553,0.0,1.0
2023-10-12,142.51,142.93,140.95,141.24,135.851135250168,3921142,0.0,1.0
2023-10-11,142.51,143.34,142.14,143.23,137.765208877666,2511459,0.0,1.0
2023-10-10,142.6,143.415,141.72,142.11,136.687941308421,3015784,0.0,1.0
2023-10-09,142.3,142.4,140.68,142.2,136.774507452378,2354396,0.0,1.0
2023-10-06,141.4,142.94,140.11,142.03,136.610993624904,3511347,0.0,1.0
2023-10-05,140.9,141.7,140.19,141.52,136.120452142479,3223910,0.0,1.0
2023-10-04,140.37,141.2004,139.99,141.07,135.687621422693,2637779,0.0,1.0
2023-10-03,140.87,141.64,140.0,140.39,135.033566112795,3284421,0.0,1.0
2023-10-02,140.04,141.45,139.86,140.8,135.427922990822,3275461,0.0,1.0
2023-09-29,142.0,142.13,139.61,140.3,134.946999968837,5703983,0.0,1.0
2023-09-28,142.14,142.282,140.205,141.58,136.178162905118,5783422,0.0,1.0
2023-09-27,143.67,143.82,141.76,143.17,137.707498115028,4439121,0.0,1.0
2023-09-26,145.51,146.17,143.0201,143.24,137.774827338106,4824654,0.0,1.0
2023-09-25,146.57,147.43,146.25,146.48,140.891208520565,2694245,0.0,1.0
2023-09-22,147.41,148.1,146.82,146.91,141.304802319472,2562216,0.0,1.0
2023-09-21,149.0,149.25,147.31,147.38,141.756869960137,4944786,0.0,1.0
2023-09-20,148.36,151.9299,148.13,149.83,144.113392767861,9636681,0.0,1.0
2023-09-19,145.0,146.72,144.66,146.52,140.929682362324,3945423,0.0,1.0
2023-09-18,145.77,146.48,145.06,145.09,139.554242519448,2508062,0.0,1.0
2023-09-15,147.11,147.85,145.53,145.99,140.41990395902,6234033,0.0,1.0
2023-09-14,147.38,147.73,146.48,147.35,141.728014578818,2723200,0.0,1.0
2023-09-13,145.95,146.98,145.92,146.55,140.958537743643,2627999,0.0,1.0
2023-09-12,147.92,148.0,145.8,146.3,140.718076232651,4457695,0.0,1.0
2023-09-11,148.57,148.78,147.58,148.38,142.718716004106,3273720,0.0,1.0
2023-09-08,147.35,148.59,147.26,147.68,142.045423773328,3722927,0.0,1.0
2023-09-07,148.13,148.78,147.4,147.52,141.891528406293,3333040,0.0,1.0
2023-09-06,147.66,148.33,147.12,148.06,142.410925270036,2932203,0.0,1.0
2023-09-05,147.91,149.0,147.5719,148.13,142.478254493114,3731281,0.0,1.0
2023-09-01,147.26,148.1,146.92,147.94,142.29550374476,2727796,0.0,1.0
2023-08-31,146.94,147.7275,146.54,146.83,141.227854635954,3885949,0.0,1.0
2023-08-30,146.42,146.92,145.7452,146.86,141.256710017273,2245402,0.0,1.0
2023-08-29,146.3,146.73,145.62,146.45,140.862353139246,2778113,0.0,1.0
2023-08-28,145.41,146.74,145.21,146.02,140.44875934034,3561347,0.0,1.0
2023-08-25,144.18,145.47,143.5,145.35,139.80432249088,3660147,0.0,1.0
2023-08-24,143.505,144.47,143.22,143.55,138.072999611736,2900244,0.0,1.0
2023-08-23,141.72,143.475,141.58,143.41,137.938341165581,2559083,0.0,1.0
2023-08-22,142.66,143.225,141.3,141.49,136.09159676116,3557734,0.0,1.0
2023-08-21,141.42,142.39,141.11,142.28,136.851455135896,2937781,0.0,1.0
2023-08-18,140.0,141.83,139.76,141.41,136.014649077643,3915480,0.0,1.0
2023-08-17,141.01,142.66,140.6,140.66,135.293264544666,3742058,0.0,1.0
2023-08-16,141.7,142.09,140.56,140.64,135.274027623787,3285347,0.0,1.0
2023-08-15,141.5,142.31,141.2,141.87,136.457098257869,3656559,0.0,1.0
2023-08-14,143.05,143.365,141.802,141.91,136.495572099627,4226563,0.0,1.0
2023-08-11,143.12,143.45,142.205,143.12,137.65940581283,2526433,0.0,1.0
2023-08-10,143.04,144.58,142.69,143.25,137.784445798546,4735763,0.0,1.0
2023-08-09,144.94,144.94,142.3,142.49,137.053442805129,4073038,1.66,1.0
2023-08-08,145.7,146.15,144.11,145.91,138.726797361751,4654582,0.0,1.0
2023-08-07,145.0,146.5,144.93,146.18,138.983505163051,3438654,0.0,1.0
2023-08-04,145.09,146.09,143.99,144.24,137.139012072229,4223204,0.0,1.0
2023-08-03,143.78,145.22,143.3116,144.45,137.338673695463,3952640,0.0,1.0
2023-08-02,142.78,144.3,142.31,144.17,137.072458197818,4959381,0.0,1.0
2023-08-01,144.25,144.48,142.17,143.33,136.273811704885,4798703,0.0,1.0
2023-07-31,143.81,144.605,143.53,144.18,137.081965894163,6138902,0.0,1.0
2023-07-28,143.44,143.95,142.85,143.45,136.387904061018,6686627,0.0,1.0
2023-07-27,142.3,143.38,141.9,142.97,135.931534636485,6331563,0.0,1.0
2023-07-26,140.44,141.25,139.88,141.07,134.125072331041,4046441,0.0,1.0
2023-07-25,139.42,140.43,139.0403,140.33,133.421502801553,3770813,0.0,1.0
2023-07-24,139.35,140.12,138.7788,139.54,132.670394790342,3475442,0.0,1.0
2023-07-21,138.21,139.7799,137.76,138.94,132.099933009675,5858741,0.0,1.0
2023-07-20,137.19,140.32,136.56,138.38,131.567502014386,10896330,0.0,1.0
2023-07-19,135.53,136.45,135.19,135.48,128.810270074498,5519992,0.0,1.0
2023-07-18,134.71,135.95,134.29,135.36,128.696177718365,3852058,0.0,1.0
2023-07-17,133.26,134.61,133.1,134.24,127.631315727787,3168419,0.0,1.0
2023-07-14,133.91,133.92,132.94,133.4,126.832669234854,2861496,0.0,1.0
2023-07-13,133.51,135.07,133.36,133.92,127.327069444765,3221422,0.0,1.0
2023-07-12,135.07,135.33,132.575,132.84,126.300238239566,3732189,0.0,1.0
2023-07-11,133.66,134.56,133.23,134.44,127.821469654676,2925238,0.0,1.0
2023-07-10,131.76,133.05,131.695,132.9,126.357284417632,2369425,0.0,1.0
2023-07-07,131.78,133.855,131.75,132.08,125.577653317388,2982738,0.0,1.0
2023-07-06,133.235,133.9,131.55,132.16,125.653714888144,3508083,0.0,1.0
2023-07-05,133.32,134.31,132.59,134.24,127.631315727787,2955870,0.0,1.0
2023-07-03,133.42,134.35,132.87,133.67,127.089377036154,1477149,0.0,1.0
2023-06-30,134.69,135.03,133.425,133.81,127.222484784976,4236677,0.0,1.0
2023-06-29,131.75,134.35,131.69,134.06,127.460177193587,3639836,0.0,1.0
2023-06-28,132.06,132.17,130.91,131.76,125.273407034366,2753779,0.0,1.0
2023-06-27,131.3,132.95,130.83,132.34,125.824853422343,3219909,0.0,1.0
2023-06-26,129.39,131.41,129.31,131.34,124.874083787899,4845649,0.0,1.0
2023-06-23,130.4,130.62,129.18,129.43,123.058113786111,11324705,0.0,1.0
2023-06-22,131.68,132.96,130.68,131.17,124.712452950044,6013021,0.0,1.0
2023-06-21,135.11,135.39,133.29,133.69,127.108392428843,5501272,0.0,1.0
2023-06-20,136.36,137.23,135.89,135.96,129.266639499031,4272511,0.0,1.0
2023-06-16,139.23,139.469,137.47,137.48,130.711809343387,7473676,0.0,1.0
2023-06-15,137.27,138.8,137.175,138.4,131.586517407075,3812582,0.0,1.0
2023-06-14,137.8,138.93,136.94,137.2,130.445593845742,4514888,0.0,1.0
2023-06-13,136.51,138.17,136.0,137.6,130.82590169952,3927331,0.0,1.0
