,ALGT_Open,ALGT_High,ALGT_Low,ALGT_Close,ALGT_Adj Close,ALGT_Volume,ALGT_Dividend Amount,ALGT_Split Coefficient
2023-05-31,99.17,99.935,95.6568,97.49,94.3393027341616,179858,0.0,1.0
2023-05-30,100.46,101.61,97.64,97.76,94.6005768313841,194915,0.0,1.0
2023-05-26,98.8,101.03,98.8,99.86,96.6327086986704,188297,0.0,1.0
2023-05-25,98.29,100.55,97.88,98.95,95.7521182228463,80129,0.0,1.0
2023-05-24,99.29,100.29,97.49,98.29,95.1134482074135,144674,0.0,1.0
2023-05-23,99.42,102.96,99.38,100.56,97.3100859877658,120815,0.0,1.0
2023-05-22,100.36,100.38,98.69,99.44,96.2262823252131,152525,0.0,1.0
2023-05-19,104.26,104.26,99.195,99.86,96.6327086986704,248764,0.0,1.0
2023-05-18,103.72,103.87,101.91,103.4,100.05830241781,104450,0.0,1.0
2023-05-17,99.61,105.13,99.61,103.85,100.493759246514,195822,0.0,1.0
2023-05-16,98.48,100.05,97.59,98.42,95.239246846817,144831,0.0,1.0
2023-05-15,99.89,100.64,98.47,99.7,96.47787960402,124723,0.0,1.0
2023-05-12,100.53,101.06,97.09,98.67,95.4811673072082,170560,0.0,1.0
2023-05-11,102.57,102.76,99.89,100.38,97.1359032562841,262219,0.0,1.0
2023-05-10,106.99,106.99,101.715,103.62,100.271192422954,153280,0.0,1.0
2023-05-09,103.7,105.95,102.77,104.72,101.335642448676,131748,0.0,1.0
2023-05-08,107.25,107.25,103.24,104.57,101.190490172441,153312,0.0,1.0
2023-05-05,104.68,108.8,104.68,106.85,103.396804771209,222179,0.0,1.0
2023-05-04,109.0,110.0,101.42,102.67,99.3518946734678,281511,0.0,1.0
2023-05-03,106.49,114.35,106.25,109.03,105.50635118582,428111,0.0,1.0
2023-05-02,97.29,99.58,96.61,97.53,94.3780100078242,301079,0.0,1.0
2023-05-01,99.65,100.87,96.58,98.01,94.8424972917753,389267,0.0,1.0
2023-04-28,97.41,104.84,97.4,103.91,100.551820157008,249770,0.0,1.0
2023-04-27,97.5,98.64,95.605,97.55,94.3973636446555,367029,0.0,1.0
2023-04-26,99.81,101.8,97.025,97.5,94.3489795525772,145960,0.0,1.0
2023-04-25,99.27,101.615,98.61,99.92,96.6907696091643,193389,0.0,1.0
2023-04-24,100.53,102.195,99.65,100.81,97.552006448157,144565,0.0,1.0
2023-04-21,101.13,101.64,98.8116,100.49,97.2423482588563,142507,0.0,1.0
2023-04-20,100.09,101.41,99.46,101.13,97.8616646374578,142046,0.0,1.0
2023-04-19,97.7,101.97,97.41,101.51,98.2293837372525,136893,0.0,1.0
2023-04-18,98.7,99.25,97.385,98.54,95.3553686678047,112077,0.0,1.0
2023-04-17,96.12,98.5299,95.46,97.91,94.7457291076188,131596,0.0,1.0
2023-04-14,96.15,97.965,95.16,96.06,92.9555177007238,142452,0.0,1.0
2023-04-13,95.23,96.04,93.48,95.73,92.6361826930074,214191,0.0,1.0
2023-04-12,97.7,97.83,92.18,94.16,91.1169222017505,143195,0.0,1.0
2023-04-11,93.45,97.22,92.41,97.02,93.8844922686261,147550,0.0,1.0
2023-04-10,90.1,93.28,90.1,92.65,89.6557226209875,203073,0.0,1.0
2023-04-06,88.47,90.32,87.18,90.1,87.188133924997,120979,0.0,1.0
2023-04-05,89.84,89.84,86.9075,87.48,84.652807500097,212346,0.0,1.0
2023-04-04,91.44,91.44,88.43,90.37,87.4494080222195,112950,0.0,1.0
2023-04-03,91.27,91.935,88.41,90.75,87.8171271220142,119455,0.0,1.0
2023-03-31,90.06,92.54,89.32,91.98,89.007375787139,143142,0.0,1.0
2023-03-30,90.05,90.91,89.02,89.31,86.4236652701608,144116,0.0,1.0
2023-03-29,87.48,88.86,87.02,88.66,85.7946720731436,159730,0.0,1.0
2023-03-28,83.98,86.0,83.025,86.0,83.220638374581,145984,0.0,1.0
2023-03-27,83.49,85.48,82.1,84.61,81.8755606148057,205508,0.0,1.0
2023-03-24,79.52,82.295,78.36,82.25,79.5918314687126,198066,0.0,1.0
2023-03-23,82.32,83.55,79.475,80.87,78.256430527353,147127,0.0,1.0
2023-03-22,84.63,84.63,81.49,81.49,78.8563932691233,169119,0.0,1.0
2023-03-21,85.42,85.81,84.27,84.42,81.6917010649084,174593,0.0,1.0
2023-03-20,81.15,85.0,80.9,82.82,80.1434101184046,301768,0.0,1.0
2023-03-17,84.66,84.66,80.11,80.88,78.2661073457687,622201,0.0,1.0
2023-03-16,84.35,87.09,83.29,86.37,83.57868065596,208674,0.0,1.0
2023-03-15,88.97,89.89,83.4968,85.29,82.5335842670699,305379,0.0,1.0
2023-03-14,94.14,94.99,91.0,92.32,89.3363876132711,174772,0.0,1.0
2023-03-13,91.42,93.65,89.51,91.05,88.1074316744837,275989,0.0,1.0
2023-03-10,98.15,98.88,93.82,96.06,92.9555177007238,322162,0.0,1.0
2023-03-09,103.95,104.1,99.355,100.77,97.5132991744944,207066,0.0,1.0
2023-03-08,103.6,104.12,101.41,104.02,100.65826515958,162717,0.0,1.0
2023-03-07,101.59,104.31,101.22,103.55,100.203454694045,182530,0.0,1.0
2023-03-06,105.0,105.0,100.18,100.85,97.5907137218196,172063,0.0,1.0
2023-03-03,104.74,105.51,103.41,104.36,100.987276985712,158995,0.0,1.0
2023-03-02,101.89,104.345,100.7992,103.73,100.377637425527,132042,0.0,1.0
2023-03-01,102.65,104.625,101.3,103.17,99.8357355942502,183039,0.0,1.0
2023-02-28,100.92,104.2099,100.41,102.55,99.23577285248,190280,0.0,1.0
2023-02-27,102.19,103.74,100.64,101.15,97.8810182742891,178431,0.0,1.0
2023-02-24,99.25,101.295,98.0933,100.94,97.6778050875605,144649,0.0,1.0
2023-02-23,100.08,102.76,99.42,101.61,98.326151921409,180255,0.0,1.0
2023-02-22,97.24,99.5903,96.5,98.7,95.5101977624551,155647,0.0,1.0
2023-02-21,98.84,99.265,96.5394,97.33,94.1844736395112,146961,0.0,1.0
2023-02-17,101.05,101.05,99.775,100.4,97.1552568931154,201459,0.0,1.0
2023-02-16,101.0,102.24,100.0,100.76,97.5036223560788,234059,0.0,1.0
2023-02-15,95.36,103.23,95.05,103.08,99.7486442285093,359100,0.0,1.0
2023-02-14,92.31,96.78,90.74,95.36,92.2781404116284,250468,0.0,1.0
2023-02-13,90.84,92.73,90.085,92.63,89.6363689841562,119991,0.0,1.0
2023-02-10,92.78,92.85,89.38,90.98,88.0396939455741,197924,0.0,1.0
2023-02-09,97.57,97.57,92.86,94.01,90.9717699255158,228625,0.0,1.0
2023-02-08,98.5,99.2152,96.02,96.21,93.1006699769585,132427,0.0,1.0
2023-02-07,96.62,99.595,95.8991,99.34,96.1295141410567,210718,0.0,1.0
2023-02-06,99.29,100.4807,96.6001,96.71,93.584510897741,237575,0.0,1.0
2023-02-03,100.0,101.69,97.79,100.67,97.416530990338,349541,0.0,1.0
2023-02-02,97.0,103.472,93.9601,102.25,98.9454683000105,608489,0.0,1.0
2023-02-01,85.12,85.37,81.78,84.39,81.6626706096615,422174,0.0,1.0
2023-01-31,85.1,86.31,84.02,86.03,83.2496688298279,218416,0.0,1.0
2023-01-30,84.09,86.11,83.65,85.16,82.4077856276664,175923,0.0,1.0
2023-01-27,83.84,86.31,83.66,86.21,83.4238515613096,162302,0.0,1.0
2023-01-26,85.2,85.87,82.5,84.26,81.536871970258,139935,0.0,1.0
2023-01-25,82.81,84.41,82.0,84.3,81.5755792439206,104495,0.0,1.0
2023-01-24,83.43,85.36,83.0419,83.6,80.8982019548252,122493,0.0,1.0
2023-01-23,86.0,86.495,83.17,83.65,80.9465860469035,216433,0.0,1.0
2023-01-20,82.3,86.84,81.06,85.52,82.7561510906298,337294,0.0,1.0
2023-01-19,78.86,81.65,78.86,81.25,78.6241496271477,141529,0.0,1.0
2023-01-18,82.0,83.15,79.24,79.99,77.4048705067759,200699,0.0,1.0
2023-01-17,79.36,80.79,78.06,80.71,78.1016014327027,149877,0.0,1.0
2023-01-13,78.96,80.47,78.53,79.26,76.6984627624336,216475,0.0,1.0
2023-01-12,79.97,81.3,78.16,81.1,78.478997350913,280923,0.0,1.0
2023-01-11,77.82,81.79,77.06,78.75,76.2049450232355,196724,0.0,1.0
2023-01-10,77.16,80.21,77.16,80.12,77.5306691461794,156893,0.0,1.0
2023-01-09,76.89,78.935,76.15,77.36,74.8598672634603,139417,0.0,1.0
2023-01-06,74.48,75.61,73.13,75.39,72.9535340355774,207996,0.0,1.0
2023-01-05,74.16,75.485,72.95,74.09,71.6955476415431,151238,0.0,1.0
2023-01-04,70.27,75.605,70.27,74.65,72.2374494728194,251881,0.0,1.0
2023-01-03,69.37,70.78,68.31,69.12,66.8861688889655,221979,0.0,1.0
2022-12-30,67.05,68.6199,66.12,67.99,65.7926884079972,179803,0.0,1.0
2022-12-29,64.0,67.89,63.61,67.84,65.6475361317625,235497,0.0,1.0
2022-12-28,64.81,65.74,63.33,63.58,61.525211486696,196595,0.0,1.0
2022-12-27,64.66,65.24,63.06,65.16,63.0541487963685,180389,0.0,1.0
2022-12-23,63.73,65.98,62.97,65.7,63.5766969908136,198550,0.0,1.0
2022-12-22,66.14,66.14,62.94,64.03,61.9606683154002,241077,0.0,1.0
2022-12-21,65.65,67.385,64.83,66.81,64.6508238349506,307800,0.0,1.0
2022-12-20,65.11,66.53,64.55,65.07,62.9670574306277,170988,0.0,1.0
2022-12-19,68.55,68.57,66.37,67.07,64.9024211137575,164267,0.0,1.0
2022-12-16,67.15,69.26,66.51,68.58,66.3636206945205,486935,0.0,1.0
2022-12-15,69.03,70.44,67.5,67.56,65.3765852161243,344855,0.0,1.0
2022-12-14,73.11,73.86,71.0827,71.58,69.2666662192152,136998,0.0,1.0
2022-12-13,78.5,78.61,72.36,73.11,70.7472194368095,241278,0.0,1.0
2022-12-12,72.36,75.63,71.955,75.53,73.0890094933965,179146,0.0,1.0
2022-12-09,70.5,73.0,69.505,72.34,70.0021044188045,779924,0.0,1.0
2022-12-08,72.21,73.79,70.515,71.26,68.9570080299144,177584,0.0,1.0
2022-12-07,75.52,75.52,71.54,71.87,69.547293953269,210920,0.0,1.0
2022-12-06,78.29,79.71,74.725,76.14,73.6792954167511,212692,0.0,1.0
2022-12-05,80.17,81.32,77.26,77.98,75.4598300052305,214079,0.0,1.0
2022-12-02,80.76,82.32,80.064,81.9,79.2531428241649,119850,0.0,1.0
2022-12-01,83.54,84.89,82.01,82.02,79.3692646451527,134418,0.0,1.0
2022-11-30,80.05,82.76,78.99,82.61,79.940196931676,175329,0.0,1.0
2022-11-29,78.36,81.0267,78.36,80.18,77.5887300566733,152538,0.0,1.0
2022-11-28,80.84,80.84,78.365,78.55,76.0114086549225,167856,0.0,1.0
2022-11-25,80.5,81.6956,79.99,80.84,78.2274000721061,82101,0.0,1.0
2022-11-23,77.2,81.96,77.0,80.62,78.0145100669618,183827,0.0,1.0
2022-11-22,79.83,79.83,76.25,77.21,74.7147149872255,190030,0.0,1.0
2022-11-21,77.68,79.72,77.36,79.47,76.9016759491622,269633,0.0,1.0
2022-11-18,79.76,80.78,77.55,78.31,75.7791650129469,153125,0.0,1.0
2022-11-17,78.5,78.66,76.3,77.42,74.9179281739542,173487,0.0,1.0
2022-11-16,82.79,82.88,79.275,80.04,77.4532545988542,185450,0.0,1.0
2022-11-15,80.92,83.56,80.75,83.35,80.656281494434,340918,0.0,1.0
2022-11-14,79.91,80.61,78.37,79.17,76.6113713966927,200928,0.0,1.0
2022-11-11,78.53,81.11,77.83,80.57,77.9661259748836,345399,0.0,1.0
2022-11-10,77.43,80.125,77.135,78.04,75.5178909157244,283089,0.0,1.0
2022-11-09,74.47,76.2,73.86,74.13,71.7342549152057,210206,0.0,1.0
2022-11-08,77.91,78.224,74.995,75.21,72.7793513040957,238162,0.0,1.0
2022-11-07,75.12,78.47,74.1103,77.98,75.4598300052305,323718,0.0,1.0
2022-11-04,75.16,76.62,72.735,73.99,71.5987794573866,293828,0.0,1.0
2022-11-03,71.3,75.58,69.07,74.86,72.440662659548,405533,0.0,1.0
2022-11-02,75.09,75.8,72.22,72.22,69.8859825978167,263758,0.0,1.0
2022-11-01,76.05,76.444,74.93,75.39,72.9535340355774,201153,0.0,1.0
2022-10-31,72.5,75.75,71.29,75.05,72.6245222094454,318699,0.0,1.0
2022-10-28,72.04,73.58,70.13,73.0,70.6407744342373,272928,0.0,1.0
2022-10-27,72.43,74.26,71.6,72.2,69.8666289609854,234915,0.0,1.0
2022-10-26,70.28,72.5,69.761,71.34,69.0344225772396,266563,0.0,1.0
2022-10-25,66.93,70.31,66.205,70.04,67.7764361832052,245143,0.0,1.0
2022-10-24,66.64,68.01,65.66,67.47,65.2894938503835,267410,0.0,1.0
2022-10-21,66.37,67.56,65.77,66.13,63.9928001826865,237135,0.0,1.0
2022-10-20,66.08,67.6199,65.74,66.46,64.3121351904029,268007,0.0,1.0
2022-10-19,68.37,68.99,65.38,66.19,64.0508610931804,298380,0.0,1.0
2022-10-18,69.45,71.73,67.735,68.6,66.3829743313518,255396,0.0,1.0
2022-10-17,68.06,68.7,66.31,67.45,65.2701402135522,284302,0.0,1.0
2022-10-14,69.15,69.91,66.27,66.71,64.5540556507941,226114,0.0,1.0
2022-10-13,67.1,68.54,65.24,67.87,65.6765665870094,400809,0.0,1.0
2022-10-12,64.96,67.68,63.78,67.29,65.1153111189018,410042,0.0,1.0
2022-10-11,68.44,69.38,64.75,65.44,63.3250997120067,441119,0.0,1.0
2022-10-10,68.47,68.79,66.26,67.14,64.970158842667,267416,0.0,1.0
2022-10-07,72.63,72.63,67.24,68.3,66.0926697788823,324186,0.0,1.0
2022-10-06,76.29,77.06,73.56,73.65,71.2697676312545,260637,0.0,1.0
2022-10-05,79.11,79.52,76.53,77.11,74.617946803069,286392,0.0,1.0
2022-10-04,76.71,80.92,76.71,80.87,78.256430527353,381630,0.0,1.0
2022-10-03,72.62,74.73,71.84,74.32,71.918114465103,243651,0.0,1.0
2022-09-30,74.61,75.91,72.97,72.98,70.621420797406,209200,0.0,1.0
2022-09-29,77.32,77.92,73.8,74.69,72.276156746482,314578,0.0,1.0
2022-09-28,75.22,79.02,74.48,78.74,76.1952682048198,348032,0.0,1.0
2022-09-27,77.2,78.29,74.24,75.33,72.8954731250835,350793,0.0,1.0
2022-09-26,79.69,80.66,75.86,75.94,73.4857590484381,291232,0.0,1.0
2022-09-23,83.58,84.665,78.86,80.28,77.6854982408298,336139,0.0,1.0
2022-09-22,86.55,87.0,83.04,84.77,82.0303897094561,233915,0.0,1.0
2022-09-21,89.62,90.15,86.05,87.0,84.1883202161459,215437,0.0,1.0
2022-09-20,91.03,91.45,88.905,89.53,86.636555275305,181318,0.0,1.0
2022-09-19,90.71,93.3,90.71,91.77,88.8041626004104,164490,0.0,1.0
2022-09-16,95.21,95.21,90.63,91.07,88.126785311315,402919,0.0,1.0
2022-09-15,97.51,99.9726,96.68,96.77,93.6425718082349,159607,0.0,1.0
2022-09-14,97.16,97.94,95.16,97.51,94.3586563709929,215592,0.0,1.0
2022-09-13,98.38,99.04,96.63,97.53,94.3780100078242,242011,0.0,1.0
2022-09-12,100.86,102.4851,100.7801,101.66,98.3745360134872,219260,0.0,1.0
2022-09-09,99.1,100.01,98.155,99.85,96.6230318802547,518722,0.0,1.0
2022-09-08,97.93,99.93,96.85,97.98,94.8134668365284,255101,0.0,1.0
2022-09-07,95.3,97.99,95.3,96.99,93.8554618133791,303371,0.0,1.0
2022-09-06,96.62,96.66,93.31,95.23,92.1523417722249,239652,0.0,1.0
2022-09-02,97.98,98.09,94.58,95.53,92.4426463246944,253149,0.0,1.0
2022-09-01,96.03,96.77,94.1,96.49,93.3716208925967,279089,0.0,1.0
2022-08-31,100.09,100.09,96.0,96.5,93.3812977110124,181748,0.0,1.0
2022-08-30,98.24,99.39,96.945,98.94,95.7424414044307,261494,0.0,1.0
2022-08-29,96.64,98.93,96.11,96.11,93.003901792802,193392,0.0,1.0
2022-08-26,100.1,101.27,97.9,98.11,94.9392654759318,221107,0.0,1.0
2022-08-25,98.9,101.4,98.64,100.47,97.222994622025,171203,0.0,1.0
2022-08-24,97.21,98.8,96.295,97.73,94.5715463761372,241072,0.0,1.0
2022-08-23,98.03,98.9,96.8027,97.15,94.0102909080295,181483,0.0,1.0
2022-08-22,100.7,100.7,97.16,98.03,94.8618509286066,238206,0.0,1.0
2022-08-19,103.56,103.85,101.39,102.47,99.1583583051548,187283,0.0,1.0
2022-08-18,105.12,106.0,104.3,105.55,102.138818377175,131634,0.0,1.0
2022-08-17,110.12,110.12,105.355,105.98,102.554921569048,199852,0.0,1.0
2022-08-16,109.92,112.16,108.6537,111.91,108.293274889527,202466,0.0,1.0
2022-08-15,109.47,112.84,109.47,110.38,106.812721671933,178668,0.0,1.0
2022-08-12,106.66,109.09,105.22,109.08,105.554735277899,294648,0.0,1.0
2022-08-11,109.29,111.88,106.76,107.02,103.561310684275,195711,0.0,1.0
2022-08-10,106.53,107.75,105.1,107.23,103.764523871004,343392,0.0,1.0
2022-08-09,110.72,112.235,102.99,104.2,100.832447891062,359388,0.0,1.0
2022-08-08,111.98,114.23,110.97,111.23,107.635251237263,266412,0.0,1.0
2022-08-05,113.51,114.64,110.18,110.25,106.68692303253,229954,0.0,1.0
2022-08-04,110.0,117.35,110.0,114.82,111.109229048481,323374,0.0,1.0
2022-08-03,114.77,118.27,113.7401,117.71,113.905829570604,262093,0.0,1.0
2022-08-02,116.51,117.63,112.68,112.98,109.328694460002,364406,0.0,1.0
2022-08-01,115.2,118.35,113.25,117.47,113.673585928628,275356,0.0,1.0
2022-07-29,115.42,116.1359,113.66,115.31,111.583393150848,201572,0.0,1.0
2022-07-28,113.32,115.32,110.78,114.98,111.264058143132,205263,0.0,1.0
2022-07-27,113.32,114.8,111.75,113.93,110.247992209488,163014,0.0,1.0
2022-07-26,112.95,113.47,108.99,111.37,107.770726695082,325254,0.0,1.0
2022-07-25,116.24,117.87,114.92,116.62,112.851056363298,148293,0.0,1.0
2022-07-22,120.01,121.8,114.92,116.33,112.570428629244,123507,0.0,1.0
2022-07-21,118.45,118.92,115.678,118.76,114.921895504247,212124,0.0,1.0
2022-07-20,120.79,122.36,119.4,120.64,116.741137366389,196067,0.0,1.0
2022-07-19,117.58,120.6,116.77,120.1,116.218589171944,177999,0.0,1.0
2022-07-18,117.93,119.655,114.66,115.11,111.389856782535,178297,0.0,1.0
2022-07-15,115.41,116.455,114.54,115.67,111.931758613811,151161,0.0,1.0
2022-07-14,112.35,115.73,111.81,113.6,109.928657201772,151052,0.0,1.0
2022-07-13,112.71,114.22,110.92,113.74,110.064132659591,153822,0.0,1.0
2022-07-12,111.2,117.77,111.2,115.84,112.096264526877,155951,0.0,1.0
2022-07-11,112.23,112.93,110.75,111.13,107.538483053107,106185,0.0,1.0
2022-07-08,114.58,115.0475,111.6142,112.96,109.309340823171,134747,0.0,1.0
2022-07-07,113.64,115.27,112.73,113.9,110.218961754242,142199,0.0,1.0
2022-07-06,116.63,118.515,113.1,113.28,109.618999012471,150219,0.0,1.0
2022-07-05,111.84,117.835,111.03,117.43,113.634878654966,195909,0.0,1.0
2022-07-01,112.89,115.88,112.08,115.41,111.680161335005,154730,0.0,1.0
2022-06-30,111.12,114.14,109.82,113.09,109.435139462574,184964,0.0,1.0
2022-06-29,115.11,115.43,111.78,113.78,110.102839933254,210236,0.0,1.0
2022-06-28,118.99,123.27,116.23,116.66,112.889763636961,180282,0.0,1.0
2022-06-27,123.16,123.16,117.35,118.09,114.273548670398,196339,0.0,1.0
2022-06-24,117.82,123.7,117.82,123.49,119.499030614849,508630,0.0,1.0
2022-06-23,113.8,117.41,111.36,117.3,113.509080015562,297776,0.0,1.0
2022-06-22,110.79,115.185,110.79,114.11,110.42217494097,234023,0.0,1.0
2022-06-21,118.33,118.7475,112.45,112.66,109.019036270701,268822,0.0,1.0
2022-06-17,116.43,118.945,110.44,117.0,113.218775463093,445410,0.0,1.0
2022-06-16,118.28,118.93,113.0,114.05,110.364114030476,282612,0.0,1.0
2022-06-15,123.04,125.47,121.04,122.57,118.608763320609,165226,0.0,1.0
2022-06-14,124.49,125.42,119.47,121.82,117.883001939435,293869,0.0,1.0
2022-06-13,129.91,130.3737,121.29,124.19,120.176407903944,374496,0.0,1.0
2022-06-10,136.44,138.495,131.96,133.99,129.65968995128,347234,0.0,1.0
2022-06-09,144.81,145.2022,138.695,139.12,134.623897798508,264133,0.0,1.0
2022-06-08,147.81,149.05,145.46,145.56,140.855768858186,95769,0.0,1.0
2022-06-07,145.42,150.16,145.42,149.63,144.794233953355,99168,0.0,1.0
2022-06-06,148.11,149.57,146.55,147.06,142.307291620533,178420,0.0,1.0
2022-06-03,147.13,147.27,144.125,146.31,141.58153023936,195940,0.0,1.0
2022-06-02,145.35,148.16,144.92,148.0,143.216912551604,130798,0.0,1.0
2022-06-01,151.42,151.98,143.57,145.65,140.942860223927,196062,0.0,1.0
2022-05-31,149.28,150.51,146.29,149.45,144.620051221874,233260,0.0,1.0
2022-05-27,148.38,152.32,148.38,151.47,146.574768541835,274914,0.0,1.0
2022-05-26,136.42,146.655,136.42,146.2,141.475085236788,688863,0.0,1.0
2022-05-25,131.52,136.07,131.13,135.0,130.637048611261,802967,0.0,1.0
2022-05-24,140.51,140.51,131.43,132.06,127.79206399706,337988,0.0,1.0
2022-05-23,143.43,143.45,139.99,142.44,137.836601512504,347931,0.0,1.0
2022-05-20,147.81,148.505,140.17,141.19,136.626999210547,295911,0.0,1.0
2022-05-19,149.4,152.93,145.97,146.39,141.658944786685,192186,0.0,1.0
2022-05-18,149.8,153.53,146.02,150.8,145.926421707986,257557,0.0,1.0
2022-05-17,145.65,151.33,145.6402,150.92,146.042543528974,150879,0.0,1.0
2022-05-16,142.58,144.0,140.4144,142.0,137.410821502215,135480,0.0,1.0
2022-05-13,140.77,144.14,139.43,142.9,138.281735159623,161815,0.0,1.0
2022-05-12,139.68,142.365,135.82,139.04,134.546483251183,211199,0.0,1.0
2022-05-11,141.41,147.41,141.01,141.58,137.004395128758,174008,0.0,1.0
2022-05-10,144.5,146.31,139.56,141.92,137.33340695489,192137,0.0,1.0
2022-05-09,151.77,153.77,141.2,141.73,137.149547404993,261358,0.0,1.0
2022-05-06,154.0,156.01,150.55,154.06,149.081064511488,261396,0.0,1.0
2022-05-05,152.5,157.03,150.03,155.09,150.0777768083,243434,0.0,1.0
2022-05-04,154.27,155.55,146.4167,153.52,148.558516317043,349399,0.0,1.0
2022-05-03,155.48,157.91,153.29,155.71,150.67773955007,125597,0.0,1.0
2022-05-02,154.07,156.49,151.125,155.73,150.697093186901,238334,0.0,1.0
2022-04-29,159.93,162.84,154.71,155.19,150.174544992456,203049,0.0,1.0
2022-04-28,161.22,162.299,154.68,160.33,155.1484296581,220187,0.0,1.0
2022-04-27,159.0,162.69,156.68,159.25,154.103333269209,286850,0.0,1.0
2022-04-26,161.71,162.5994,158.4001,160.18,155.003277381865,362532,0.0,1.0
2022-04-25,165.65,168.34,160.87,164.33,159.019157024359,174450,0.0,1.0
2022-04-22,172.76,174.09,165.11,165.63,160.277143418394,181325,0.0,1.0
2022-04-21,171.88,176.56,171.07,173.95,168.328256340213,399689,0.0,1.0
2022-04-20,165.13,166.66,162.785,165.19,159.851363408105,186149,0.0,1.0
2022-04-19,160.25,165.998,160.25,164.27,158.961096113865,150673,0.0,1.0
2022-04-18,157.55,160.08,156.365,158.76,153.629169166843,157893,0.0,1.0
2022-04-14,157.8,162.77,157.8,158.74,153.609815530011,261098,0.0,1.0
2022-04-13,154.06,158.955,153.665,157.37,152.284091407068,246296,0.0,1.0
2022-04-12,149.1,151.62,148.15,149.88,145.036154413746,204090,0.0,1.0
2022-04-11,145.3,153.17,145.3,148.05,143.265296643683,207991,0.0,1.0
2022-04-08,151.02,151.02,146.29,146.75,142.007310249648,217053,0.0,1.0
2022-04-07,152.0,153.98,147.07,150.33,145.471611242451,305697,0.0,1.0
2022-04-06,155.22,158.635,150.7,154.0,149.023003600994,281644,0.0,1.0
2022-04-05,160.09,161.26,154.04,158.58,153.454986435361,259248,0.0,1.0
2022-04-04,158.43,162.545,157.34,160.09,154.916186016124,137320,0.0,1.0
2022-04-01,162.87,164.185,159.68,160.17,154.993600563449,149234,0.0,1.0
2022-03-31,160.69,164.275,160.69,162.39,157.141854251723,286667,0.0,1.0
2022-03-30,159.67,162.69,158.63,160.61,155.419380573738,229886,0.0,1.0
2022-03-29,162.1,165.72,160.94,161.32,156.106434681249,334631,0.0,1.0
2022-03-28,159.36,159.36,155.19,157.58,152.487304593796,197389,0.0,1.0
2022-03-25,155.39,159.56,155.14,156.94,151.867988215195,279631,0.0,1.0
2022-03-24,155.49,156.76,153.865,154.83,149.826179529493,180591,0.0,1.0
2022-03-23,153.11,155.96,152.05,154.36,149.371369063957,226168,0.0,1.0
2022-03-22,153.95,157.05,153.05,154.56,149.56490543227,190768,0.0,1.0
2022-03-21,155.9,156.11,151.19,152.16,147.242469012514,141979,0.0,1.0
2022-03-18,153.64,158.85,152.2,156.95,151.87766503361,206596,0.0,1.0
2022-03-17,153.12,156.68,150.33,155.95,150.909983192045,166125,0.0,1.0
2022-03-16,151.69,158.01,150.6,156.7,151.635744573219,224738,0.0,1.0
2022-03-15,146.0,151.63,145.38,148.41,143.613662106646,281584,0.0,1.0
2022-03-14,141.8,144.21,138.585,141.56,136.985041491927,286357,0.0,1.0
2022-03-11,144.68,144.715,138.62,140.25,135.717378279476,353104,0.0,1.0
2022-03-10,142.3,147.845,141.1201,141.98,137.391467865384,159731,0.0,1.0
2022-03-09,143.99,149.55,143.01,146.94,142.191169799546,303616,0.0,1.0
2022-03-08,135.16,144.13,132.7272,137.05,132.620796386469,316282,0.0,1.0
2022-03-07,155.08,155.48,132.03,133.63,129.311324488317,390030,0.0,1.0
2022-03-04,160.35,160.35,154.45,156.85,151.780896849454,267414,0.0,1.0
2022-03-03,166.55,168.23,161.38,162.26,157.01605561232,209240,0.0,1.0
2022-03-02,169.98,173.0,167.85,168.19,162.7544089328,162703,0.0,1.0
2022-03-01,171.45,172.655,165.25,167.47,162.057678006873,280521,0.0,1.0
2022-02-28,171.3,175.8,169.6081,174.09,168.463731798033,271662,0.0,1.0
2022-02-25,172.66,177.3731,172.01,174.74,169.09272499505,243484,0.0,1.0
2022-02-24,156.93,171.8,155.34,171.08,165.551009454922,308173,0.0,1.0
2022-02-23,172.77,173.78,165.54,165.71,160.354557965719,189255,0.0,1.0
2022-02-22,169.67,173.9,168.58,171.44,165.899374917886,201309,0.0,1.0
2022-02-18,172.94,175.0,171.0,171.73,166.180002651939,153016,0.0,1.0
2022-02-17,175.83,178.395,171.65,172.17,166.605782662228,157684,0.0,1.0
2022-02-16,176.11,180.13,175.0001,178.77,172.992482816556,197589,0.0,1.0
2022-02-15,175.93,180.75,175.93,178.02,172.266721435383,249007,0.0,1.0
2022-02-14,173.45,181.58,171.39,172.33,166.760611756878,220832,0.0,1.0
2022-02-11,180.59,181.0802,169.01,172.5,166.925117669944,294866,0.0,1.0
2022-02-10,179.75,185.06,177.0881,179.91,174.09564011594,174734,0.0,1.0
2022-02-09,180.61,185.0,180.61,182.61,176.708381088165,206189,0.0,1.0
2022-02-08,176.44,180.04,173.6558,179.09,173.302141005857,167328,0.0,1.0
2022-02-07,174.37,179.78,169.51,173.11,167.515403593299,263517,0.0,1.0
2022-02-04,172.4997,174.3158,170.01,173.23,167.631525414287,236402,0.0,1.0
2022-02-03,178.75,186.86,174.4001,175.14,169.479797731676,264409,0.0,1.0
2022-02-02,180.9,181.0,172.3,176.17,170.476510028487,290563,0.0,1.0
2022-02-01,178.63,183.34,178.27,180.8,174.956876954933,195411,0.0,1.0
