,GD_Open,GD_High,GD_Low,GD_Close,GD_Adj Close,GD_Volume,GD_Dividend Amount,GD_Split Coefficient
2023-11-21,246.11,247.51,245.37,246.41,241.547012274265,806460,0.0,1.0
2023-11-20,244.65,247.0825,244.35,245.78,240.929445545103,894457,0.0,1.0
2023-11-17,246.05,246.2247,244.41,244.69,239.860957077188,1060661,0.0,1.0
2023-11-16,246.28,246.88,244.53,245.26,240.419707927382,824461,0.0,1.0
2023-11-15,247.56,248.2708,245.69,245.76,240.909840252114,1073637,0.0,1.0
2023-11-14,245.77,248.89,245.485,247.86,242.968396015987,1115807,0.0,1.0
2023-11-13,243.55,247.28,243.525,246.65,241.782275790136,1569193,0.0,1.0
2023-11-10,241.11,244.14,240.735,243.55,238.7434553768,1102936,0.0,1.0
2023-11-09,242.0,242.0,238.31,240.1,235.361542336151,1733062,0.0,1.0
2023-11-08,243.34,244.11,241.419,242.02,237.243650463121,695012,0.0,1.0
2023-11-07,244.06,244.08,242.205,242.73,237.93963836424,804710,0.0,1.0
2023-11-06,243.19,244.48,242.32,243.93,239.115955943596,1286799,0.0,1.0
2023-11-03,245.0,245.39,243.11,243.21,238.410165395982,1004395,0.0,1.0
2023-11-02,241.32,244.24,241.03,244.01,239.194377115553,1749441,0.0,1.0
2023-11-01,242.0,243.87,240.6342,242.7,237.910230424756,1490484,0.0,1.0
2023-10-31,239.65,241.79,237.5,241.31,236.547662562002,2534276,0.0,1.0
2023-10-30,238.61,240.24,237.35,238.98,234.263645928752,1485186,0.0,1.0
2023-10-27,237.88,239.3,236.58,238.25,233.548052734644,1816231,0.0,1.0
2023-10-26,243.0,243.8,240.16,240.55,235.80266142841,1580995,0.0,1.0
2023-10-25,239.055,244.38,238.47,242.4,237.616151029917,2440625,0.0,1.0
2023-10-24,235.28,236.67,232.285,233.0,228.401663324961,1060556,0.0,1.0
2023-10-23,234.64,236.32,232.85,233.21,228.607518901349,1265901,0.0,1.0
2023-10-20,238.74,239.418,234.82,234.94,230.30337674492,1706145,0.0,1.0
2023-10-19,239.37,241.4521,237.94,237.95,233.253973339805,1156976,0.0,1.0
2023-10-18,241.74,242.0575,239.29,239.81,235.077265587807,1092718,0.0,1.0
2023-10-17,241.68,243.9049,239.81,241.27,236.508451976023,1328932,0.0,1.0
2023-10-16,243.53,245.06,241.56,242.87,238.076875415165,1362382,0.0,1.0
2023-10-13,239.5,243.47,238.87,243.04,238.243520405573,2151915,0.0,1.0
2023-10-12,238.84,239.83,235.771,237.4,232.7148277826,851218,0.0,1.0
2023-10-11,236.31,238.74,236.18,237.78,233.087328349396,1068482,0.0,1.0
2023-10-10,240.0,240.0022,236.18,236.67,231.999234588492,2340000,0.0,1.0
2023-10-09,228.7,240.145,228.5,238.48,233.77351360402,3399366,0.0,1.0
2023-10-06,215.96,220.945,214.53,219.94,215.59940700297,993828,0.0,1.0
2023-10-05,217.55,218.09,216.0,216.75,212.472362771182,820240,1.32,1.0
2023-10-04,220.23,221.875,217.32,219.33,213.700019840433,887192,0.0,1.0
2023-10-03,222.36,224.285,220.47,220.74,215.073826560786,1315254,0.0,1.0
2023-10-02,221.5,224.1099,221.33,222.93,217.207611466866,1207461,0.0,1.0
2023-09-29,223.03,223.8,220.86,220.97,215.297922692475,764051,0.0,1.0
2023-09-28,222.06,224.095,222.06,222.39,216.681472722901,839024,0.0,1.0
2023-09-27,219.33,221.05,218.92,221.0,215.327152622695,666759,0.0,1.0
2023-09-26,218.64,220.01,218.08,218.18,212.579539181989,889724,0.0,1.0
2023-09-25,217.71,219.55,217.18,219.33,213.700019840433,648690,0.0,1.0
2023-09-22,221.06,221.665,218.31,218.34,212.735432143164,921771,0.0,1.0
2023-09-21,225.24,225.53,221.84,221.88,216.184563909157,1067472,0.0,1.0
2023-09-20,223.84,226.2,223.6,225.55,219.760358706104,893323,0.0,1.0
2023-09-19,224.15,225.3,222.12,222.85,217.129664986279,971836,0.0,1.0
2023-09-18,225.0,225.875,223.425,224.33,218.571674877146,783347,0.0,1.0
2023-09-15,220.71,225.09,220.525,224.05,218.29886219509,1829031,0.0,1.0
2023-09-14,220.02,221.519,219.01,221.46,215.775344886073,909527,0.0,1.0
2023-09-13,218.01,219.79,217.42,219.69,214.050779003077,880126,0.0,1.0
2023-09-12,215.55,218.25,214.6,217.38,211.800074376115,1211017,0.0,1.0
2023-09-11,217.0,217.535,215.111,216.27,210.718566957965,1880294,0.0,1.0
2023-09-08,218.98,219.27,217.36,217.87,212.277496569713,800647,0.0,1.0
2023-09-07,218.88,219.47,217.62,218.69,213.076447995734,798554,0.0,1.0
2023-09-06,223.0,223.0,217.84,218.05,212.452876151035,1082860,0.0,1.0
2023-09-05,226.56,226.56,223.21,223.33,217.597343869803,909208,0.0,1.0
2023-09-01,227.85,227.9407,225.63,226.37,220.559310132125,568912,0.0,1.0
2023-08-31,227.77,228.37,226.43,226.64,220.822379504107,865803,0.0,1.0
2023-08-30,226.73,228.58,226.0,227.24,221.406978108513,649507,0.0,1.0
2023-08-29,225.44,226.21,223.95,226.15,220.344957310509,822667,0.0,1.0
2023-08-28,223.62,225.6,223.34,225.35,219.565492504635,747419,0.0,1.0
2023-08-25,224.97,224.97,221.92,223.59,217.850669931712,618967,0.0,1.0
2023-08-24,224.22,225.78,223.72,223.88,218.133225923842,673672,0.0,1.0
2023-08-23,224.63,225.2,223.22,224.86,219.088070311037,720663,0.0,1.0
2023-08-22,224.28,225.02,223.1,224.28,218.522958326779,689457,0.0,1.0
2023-08-21,223.83,224.82,223.4554,224.28,218.522958326779,769877,0.0,1.0
2023-08-18,221.75,225.16,221.22,224.42,218.659364667807,1040617,0.0,1.0
2023-08-17,224.09,225.48,222.24,222.31,216.603526242314,990262,0.0,1.0
2023-08-16,222.71,223.98,222.32,223.59,217.850669931712,897823,0.0,1.0
2023-08-15,225.18,225.355,222.7,223.13,217.402477668335,1150313,0.0,1.0
2023-08-14,226.95,227.53,225.817,226.37,220.559310132125,952697,0.0,1.0
2023-08-11,225.67,228.73,225.505,226.99,221.163395356677,1210434,0.0,1.0
2023-08-10,226.18,227.225,225.18,225.66,219.867535116911,861283,0.0,1.0
2023-08-09,225.0,227.02,224.47,226.14,220.335214000436,1079945,0.0,1.0
2023-08-08,226.21,226.88,223.76,224.47,218.708081218174,1002694,0.0,1.0
2023-08-07,224.83,227.44,224.83,227.19,221.358261558146,1022979,0.0,1.0
2023-08-04,226.69,227.5,223.56,224.01,218.259888954796,1199410,0.0,1.0
2023-08-03,226.5,227.38,224.6922,225.63,219.838305186691,1084137,0.0,1.0
2023-08-02,225.25,226.4,223.27,226.25,220.442390411244,1397310,0.0,1.0
2023-08-01,223.36,225.48,223.27,225.34,219.555749194562,1039927,0.0,1.0
2023-07-31,223.38,224.565,222.5,223.58,217.840926621639,2232798,0.0,1.0
2023-07-28,221.0,223.07,219.0,222.64,216.925055474737,1597615,0.0,1.0
2023-07-27,223.22,223.8,216.43,219.82,214.177442034031,2650664,0.0,1.0
2023-07-26,220.2,225.435,217.52,222.78,217.061461815765,2475426,0.0,1.0
2023-07-25,214.74,218.06,213.47,218.0,212.404159600668,1392423,0.0,1.0
2023-07-24,215.77,218.1,215.72,217.64,212.053400438025,950574,0.0,1.0
2023-07-21,216.58,217.15,214.79,215.47,209.939102152091,1148486,0.0,1.0
2023-07-20,214.85,216.92,214.34,216.08,210.53344406657,1726685,0.0,1.0
2023-07-19,213.59,215.3839,212.84,213.55,208.068386617994,1234960,0.0,1.0
2023-07-18,217.15,219.56,212.58,213.52,208.039156687773,1452074,0.0,1.0
2023-07-17,215.29,217.4374,214.9,216.37,210.8160000587,646428,0.0,1.0
2023-07-14,216.92,216.92,214.27,215.32,209.79295250099,715039,0.0,1.0
2023-07-13,217.56,217.81,216.37,216.96,211.390855353032,995928,0.0,1.0
2023-07-12,217.94,218.62,216.435,217.61,212.024170507804,1767154,0.0,1.0
2023-07-11,214.92,217.47,213.9,217.18,211.605208174647,1482110,0.0,1.0
2023-07-10,214.15,216.69,213.99,214.68,209.169380656291,1191280,0.0,1.0
