,LOGM_Open,LOGM_High,LOGM_Low,LOGM_Close,LOGM_Adj Close,LOGM_Volume,LOGM_Dividend Amount,LOGM_Split Coefficient
2019-04-16,82.1,82.41,81.41,81.96,80.8777434148558,754881,0.0,1.0
2019-04-15,80.5,82.16,80.5,81.65,80.5718368694848,844967,0.0,1.0
2019-04-12,79.08,80.57,75.39,80.38,79.3186068287714,2034600,0.0,1.0
2019-04-11,83.53,83.875,82.625,83.44,82.3382004701753,497627,0.0,1.0
2019-04-10,83.57,83.61,83.18,83.44,82.3382004701753,598905,0.0,1.0
2019-04-09,83.78,84.23,83.1801,83.38,82.2789927517164,343725,0.0,1.0
2019-04-08,83.77,84.285,82.96,84.05,82.9401456078407,454366,0.0,1.0
2019-04-05,83.27,84.38,83.11,83.76,82.6539749686227,400204,0.0,1.0
2019-04-04,83.33,83.75,82.2,83.14,82.0421618778808,452037,0.0,1.0
2019-04-03,82.82,83.83,82.53,83.16,82.0618977840337,440300,0.0,1.0
2019-04-02,82.31,82.72,81.74,82.63,81.5388962709801,340882,0.0,1.0
2019-04-01,80.8,82.18,80.8,82.12,81.0356306640795,549836,0.0,1.0
2019-03-29,81.17,81.18,79.8,80.1,79.0423041426299,806805,0.0,1.0
2019-03-28,80.8,81.3,79.98,80.52,79.4567581718422,466405,0.0,1.0
2019-03-27,81.46,81.65,79.9,80.81,79.7429288110602,474586,0.0,1.0
2019-03-26,80.26,81.705,80.07,81.38,80.3054021364197,1416690,0.0,1.0
2019-03-25,78.34,79.985,77.95,79.63,78.5785103480352,1138882,0.0,1.0
2019-03-22,80.43,80.87,78.5,78.74,77.7002625242282,902590,0.0,1.0
2019-03-21,79.51,81.17,79.51,80.78,79.7133249518308,781047,0.0,1.0
2019-03-20,80.97,81.07,79.42,79.84,78.7857373626413,803657,0.0,1.0
2019-03-19,82.18,82.18,80.52,81.17,80.0981751218136,814853,0.0,1.0
2019-03-18,82.03,82.51,81.55,81.71,80.6310445879437,782058,0.0,1.0
2019-03-15,81.13,82.85,81.0,81.99,80.9073472740852,758935,0.0,1.0
2019-03-14,80.97,81.43,80.02,81.09,80.0192314972017,497623,0.0,1.0
2019-03-13,81.67,82.14,81.05,81.12,80.0488353564312,442948,0.0,1.0
2019-03-12,81.37,81.79,81.04,81.32,80.2461944179608,500726,0.0,1.0
2019-03-11,80.4,82.03,80.4,81.26,80.186986699502,587193,0.0,1.0
2019-03-08,80.02,80.81,79.6,80.0,78.9436246118651,1047877,0.0,1.0
2019-03-07,79.89,81.49,79.5,80.65,79.5850415618365,830891,0.0,1.0
2019-03-06,81.67,81.97,79.99,80.04,78.983096424171,659864,0.0,1.0
2019-03-05,81.64,82.7,81.16,81.61,80.5323650571789,709055,0.0,1.0
2019-03-04,81.75,82.15,79.87,81.8,80.719856165632,1269545,0.0,1.0
2019-03-01,80.21,81.775,79.36,81.49,80.4139496202611,893021,0.0,1.0
2019-02-28,80.65,80.9448,79.42,79.44,78.391019239582,769916,0.0,1.0
2019-02-27,79.57,80.72,78.345,80.65,79.5850415618365,1080545,0.0,1.0
2019-02-26,81.86,81.875,79.23,79.49,78.4403590049644,1286769,0.0,1.0
2019-02-25,83.07,83.71,82.29,82.33,81.2428576786856,884131,0.0,1.0
2019-02-22,83.17,83.59,81.83,82.85,81.7559912386628,701748,0.325,1.0
2019-02-21,81.87,84.03,81.87,83.3,81.8788586736472,879886,0.0,1.0
2019-02-20,82.82,83.27,81.3,82.27,80.8664310093752,1156202,0.0,1.0
2019-02-19,82.65,83.63,81.06,83.0,81.5839768296845,2090044,0.0,1.0
2019-02-15,80.2,84.4,80.2,82.87,81.4561946973007,7520221,0.0,1.0
2019-02-14,96.2,96.87,94.83,95.94,94.3032136992763,1367104,0.0,1.0
2019-02-13,96.08,96.5,95.2,96.2,94.558777964044,608652,0.0,1.0
2019-02-12,95.33,96.39,94.57,96.03,94.3916782524651,502647,0.0,1.0
2019-02-11,94.58,95.28,93.955,94.21,92.6027283990913,665106,0.0,1.0
2019-02-08,92.02,94.13,90.5754,93.98,92.3766523187199,462812,0.0,1.0
2019-02-07,94.35,94.8,92.35,92.91,91.3249070752529,442689,0.0,1.0
2019-02-06,95.34,95.98,94.43,95.3,93.6741324321558,320418,0.0,1.0
2019-02-05,93.88,95.31,93.88,95.23,93.6053266685645,554224,0.0,1.0
2019-02-04,93.66,94.1299,93.0,93.78,92.1800644227447,634899,0.0,1.0
2019-02-01,92.84,93.96,92.54,93.75,92.1505762383485,505566,0.0,1.0
2019-01-31,91.78,93.28,91.75,93.02,91.4330304180392,640285,0.0,1.0
2019-01-30,90.03,91.74,89.67,91.7,90.1355503046033,578981,0.0,1.0
2019-01-29,91.56,91.58,89.44,89.55,88.0222304228705,372716,0.0,1.0
2019-01-28,90.34,91.99,90.22,91.02,89.4671514582878,424881,0.0,1.0
2019-01-25,89.8,91.35,89.09,90.93,89.378686905099,388814,0.0,1.0
2019-01-24,88.72,89.49,87.75,88.81,87.2948552077624,503596,0.0,1.0
2019-01-23,89.31,90.33,87.58,88.88,87.3636609713537,312876,0.0,1.0
2019-01-22,89.18,90.98,88.57,88.99,87.4717843141401,448980,0.0,1.0
2019-01-18,89.08,90.33,88.47,89.76,88.2286477136444,322345,0.0,1.0
2019-01-17,86.87,88.95,86.87,88.71,87.1965612597749,440471,0.0,1.0
2019-01-16,86.3,87.93,86.28,87.39,85.8990811463389,365004,0.0,1.0
2019-01-15,85.44,86.55,84.99,85.97,84.5033070849154,643164,0.0,1.0
2019-01-14,85.5,87.1585,84.93,85.21,83.7562730802098,930470,0.0,1.0
2019-01-11,85.64,86.85,85.51,86.7,85.2208529052247,628344,0.0,1.0
2019-01-10,85.42,86.01,84.62,85.75,84.2870603993427,936427,0.0,1.0
2019-01-09,86.49,87.275,85.82,86.04,84.5721128485067,592335,0.0,1.0
2019-01-08,84.34,86.165,83.9,85.99,84.5229658745129,713784,0.0,1.0
2019-01-07,81.45,83.99,81.196,83.51,82.0852759644211,732622,0.0,1.0
2019-01-04,81.39,82.615,80.915,81.75,80.3553024798399,821886,0.0,1.0
2019-01-03,81.05,82.045,79.3,79.86,78.4975468628748,275250,0.0,1.0
2019-01-02,80.42,82.24,79.685,81.8,80.4044494538336,478164,0.0,1.0
2018-12-31,80.65,82.14,79.61,81.57,80.1783733734622,530085,0.0,1.0
2018-12-28,81.34,82.1,79.5,80.18,78.812087496435,636714,0.0,1.0
2018-12-27,77.89,81.19,77.39,81.12,79.7360506075182,852905,0.0,1.0
2018-12-26,76.92,78.96,76.04,78.67,77.3278488818227,784911,0.0,1.0
2018-12-24,77.45,78.34,76.06,76.38,75.0769174729073,383016,0.0,1.0
2018-12-21,80.95,82.42,77.82,78.59,77.2492137234326,2099339,0.0,1.0
2018-12-20,80.22,81.2199,78.3,80.45,79.0774811560014,543504,0.0,1.0
2018-12-19,82.06,83.52,79.825,80.52,79.1462869195927,604424,0.0,1.0
2018-12-18,82.33,83.8,81.47,82.07,80.6698431134001,636439,0.0,1.0
2018-12-17,85.11,85.11,81.1401,81.43,80.0407618462797,983084,0.0,1.0
2018-12-14,86.2,88.31,85.02,85.12,83.667808527021,807037,0.0,1.0
2018-12-13,88.21,88.61,86.83,86.97,85.4862465647911,691401,0.0,1.0
2018-12-12,88.79,89.77,87.8,87.97,86.4691860446668,675649,0.0,1.0
2018-12-11,87.59,88.4,86.295,87.29,85.8007871983513,618897,0.0,1.0
2018-12-10,86.87,87.39,85.41,86.41,84.9358004560607,904952,0.0,1.0
2018-12-07,87.75,87.82,85.17,86.75,85.2699998792184,1286943,0.0,1.0
2018-12-06,86.29,88.28,85.5,87.81,86.3119157278867,1088591,0.0,1.0
2018-12-04,92.32,92.64,88.06,88.4,86.8918500210134,706049,0.0,1.0
2018-12-03,93.54,94.986,91.5,92.71,91.1283191792777,636151,0.0,1.0
2018-11-30,89.75,93.1,89.11,92.23,90.6565082289374,1136856,0.0,1.0
2018-11-29,88.6,90.86,87.87,89.87,88.3367710564307,390149,0.0,1.0
2018-11-28,87.33,89.28,86.51,89.02,87.5012724985363,774422,0.0,1.0
2018-11-27,87.0,88.04,85.7,86.77,85.289658668816,524813,0.0,1.0
2018-11-26,86.7,87.81,86.285,87.21,85.7221520399613,591011,0.0,1.0
2018-11-23,84.83,86.99,84.83,85.83,84.3656955577328,104585,0.0,1.0
2018-11-21,85.22,86.66,84.26,85.44,83.9823491605813,357440,0.0,1.0
2018-11-20,82.59,85.88,81.1304,84.5,83.0583860494981,524081,0.0,1.0
2018-11-19,88.1,88.75,84.73,85.11,83.6579791322223,579030,0.0,1.0
2018-11-16,86.6,88.3,86.29,87.64,86.1448160163078,754886,0.0,1.0
2018-11-15,82.88,87.31,81.9247,87.02,85.5353935387849,882518,0.0,1.0
2018-11-14,84.45,84.98,82.295,82.86,81.4463653025019,588377,0.0,1.0
2018-11-13,83.54,85.145,83.25,83.98,82.5472575199627,412589,0.3,1.0
2018-11-12,84.73,84.82,82.96,83.24,81.5286392496642,881812,0.0,1.0
2018-11-09,87.47,88.695,84.8,84.94,83.1936883453445,369164,0.0,1.0
2018-11-08,87.94,89.34,87.27,88.33,86.5139921302599,794392,0.0,1.0
2018-11-07,87.75,89.37,86.48,88.05,86.2397487497949,686749,0.0,1.0
2018-11-06,86.08,87.44,85.65,87.27,85.475785047071,851731,0.0,1.0
2018-11-05,87.8,87.8,84.86,86.1,84.3298394929852,709238,0.0,1.0
2018-11-02,89.29,89.79,87.5,87.99,86.1809823111239,702466,0.0,1.0
2018-11-01,86.35,88.865,86.16,88.75,86.9253572009574,601197,0.0,1.0
2018-10-31,85.82,86.77,85.045,86.12,84.3494283058755,711800,0.0,1.0
2018-10-30,83.46,86.2,82.6593,85.05,83.3014268162414,1026958,0.0,1.0
2018-10-29,85.41,87.5997,82.73,83.92,82.1946588879363,1297607,0.0,1.0
2018-10-26,87.47,87.5,79.86,84.11,82.3807526103947,3551600,0.0,1.0
2018-10-25,77.37,78.6,74.87,75.84,74.2807784802322,1553648,0.0,1.0
2018-10-24,80.45,80.93,76.26,76.41,74.8390596476074,793843,0.0,1.0
2018-10-23,79.76,81.045,78.47,80.2,78.55113969033,627336,0.0,1.0
2018-10-22,81.17,82.265,80.7,80.95,79.2857201737183,986128,0.0,1.0
2018-10-19,82.33,83.05,80.58,81.03,79.3640754252798,633217,0.0,1.0
2018-10-18,83.55,83.66,81.64,81.96,80.2749552246813,561176,0.0,1.0
2018-10-17,82.83,84.93,82.065,84.12,82.3905470168399,664633,0.0,1.0
2018-10-16,80.45,82.69,80.41,82.66,80.9605636758438,1369157,0.0,1.0
2018-10-15,81.9,82.04,79.78,79.93,78.2866907163102,1413322,0.0,1.0
2018-10-12,81.8,83.18,80.99,82.71,81.0095357080697,778935,0.0,1.0
2018-10-11,80.0,81.32,79.06,80.02,78.3748403743168,746344,0.0,1.0
2018-10-10,81.91,82.4,80.16,80.28,78.6294949418914,694024,0.0,1.0
2018-10-09,81.82,83.04,81.77,82.45,80.7548811404951,744951,0.0,1.0
2018-10-08,83.48,84.09,81.57,82.1,80.4120769149139,1121045,0.0,1.0
2018-10-05,85.71,87.45,82.6,83.95,82.2240421072718,886490,0.0,1.0
2018-10-04,86.78,86.78,85.14,85.82,84.0555961125202,947237,0.0,1.0
2018-10-03,87.24,88.44,86.79,87.04,85.2505136988319,645146,0.0,1.0
2018-10-02,87.86,88.69,86.755,86.87,85.0840087892639,1049519,0.0,1.0
2018-10-01,92.3,92.89,87.34,87.91,86.1026270595624,1575400,0.0,1.0
2018-09-28,87.5,89.4,87.4,89.1,87.2681614265387,843205,0.0,1.0
2018-09-27,86.6,87.9,86.6,87.65,85.8479724919878,790460,0.0,1.0
2018-09-26,87.45,87.75,86.25,86.6,84.8195598152441,765409,0.0,1.0
2018-09-25,87.2,87.725,86.85,87.55,85.750028427536,707184,0.0,1.0
2018-09-24,87.3,87.7684,86.35,86.75,84.9664759119218,1106312,0.0,1.0
2018-09-21,87.45,88.05,86.7,87.45,85.6520843630842,1525207,0.0,1.0
2018-09-20,86.0,88.4,85.3,87.4,85.6031123308584,1089631,0.0,1.0
2018-09-19,85.5,85.85,84.8,85.7,83.938063235178,396184,0.0,1.0
2018-09-18,83.35,85.575,83.35,85.15,83.3993708806932,576889,0.0,1.0
2018-09-17,84.3,85.15,82.9,83.3,81.5874056883353,757240,0.0,1.0
2018-09-14,85.8,86.35,84.65,84.95,83.2034827517897,650046,0.0,1.0
2018-09-13,86.2,86.7,85.25,85.8,84.0360072996298,584258,0.0,1.0
2018-09-12,85.05,86.15,84.65,85.7,83.938063235178,621373,0.0,1.0
2018-09-11,84.55,85.625,84.0,85.5,83.7421751062745,474831,0.0,1.0
2018-09-10,84.0,85.1,82.7,84.85,83.1055386873379,850093,0.0,1.0
2018-09-07,82.35,84.625,82.0,84.05,82.3219861717236,1394489,0.0,1.0
2018-09-06,82.65,83.45,82.4,82.9,81.1956294305281,860188,0.0,1.0
2018-09-05,84.45,84.8,81.975,82.6,80.9017972371728,1273836,0.0,1.0
2018-09-04,85.95,86.35,83.55,84.9,83.1545107195638,1050526,0.0,1.0
2018-08-31,85.3,86.6,85.15,85.95,84.1829233963075,1085608,0.0,1.0
2018-08-30,85.85,86.9,84.7,85.45,83.6932030740486,931720,0.0,1.0
2018-08-29,84.9,86.25,84.25,86.0,84.2318954285334,970135,0.0,1.0
2018-08-28,83.2,85.1,82.85,84.75,83.0075946228861,1150094,0.0,1.0
2018-08-27,82.2,83.15,81.9,82.85,81.1466573983022,818505,0.0,1.0
2018-08-24,80.85,82.2,80.55,81.9,80.2161887860103,672895,0.0,1.0
2018-08-23,80.7,81.05,80.175,80.65,78.991887980363,696452,0.0,1.0
2018-08-22,79.25,80.6,78.375,80.45,78.7959998514594,934981,0.0,1.0
2018-08-21,79.65,80.525,79.45,79.9,78.2573074969746,589421,0.0,1.0
2018-08-20,78.85,79.75,78.6,79.175,77.5472130296992,751127,0.0,1.0
2018-08-17,79.25,79.5,78.075,78.9,77.2778668524568,953505,0.0,1.0
2018-08-16,80.6,80.6,79.05,79.3,77.6696431102639,710420,0.0,1.0
2018-08-15,79.1,80.1,77.8,79.65,78.0124473358452,1175882,0.0,1.0
2018-08-14,80.95,81.15,79.45,79.7,78.0614193680711,742151,0.0,1.0
2018-08-13,80.2,81.95,80.0,80.9,79.2367481414925,522706,0.0,1.0
2018-08-10,81.3,81.9,80.05,80.25,78.6001117225559,905075,0.0,1.0
2018-08-09,82.6,83.35,81.7,81.95,80.2651608182362,644217,0.0,1.0
2018-08-08,83.25,83.4,81.85,82.4,80.7059091082692,627741,0.0,1.0
2018-08-07,84.55,84.775,83.025,83.3,81.5874056883353,608872,0.3,1.0
2018-08-06,83.25,84.75,82.5,84.35,82.3193501173574,771603,0.0,1.0
2018-08-03,83.25,83.85,82.7,83.3,81.2946279167264,1297579,0.0,1.0
2018-08-02,80.8,83.05,80.4,82.85,80.8554612593131,1226918,0.0,1.0
2018-08-01,81.1,81.9,80.45,80.95,79.0012020391237,956975,0.0,1.0
2018-07-31,81.25,82.0,80.375,81.05,79.09879462966,1983041,0.0,1.0
2018-07-30,78.0,81.675,77.35,81.25,79.2939798107325,2555744,0.0,1.0
2018-07-27,84.05,86.25,77.05,77.85,75.9758317324988,7447852,0.0,1.0
2018-07-26,107.75,108.3,103.2,104.45,101.935460815151,1168498,0.0,1.0
2018-07-25,107.0,108.55,106.65,108.3,105.692775550798,867962,0.0,1.0
2018-07-24,109.2,109.95,105.95,106.95,104.375275578558,321080,0.0,1.0
2018-07-23,108.9,109.3,107.675,108.7,106.083145912943,414165,0.0,1.0
2018-07-20,109.65,110.25,109.1,109.1,106.473516275088,246564,0.0,1.0
2018-07-19,109.0,110.4,108.75,109.25,106.619905160893,494512,0.0,1.0
2018-07-18,109.95,110.65,109.375,109.65,107.010275523038,372614,0.0,1.0
2018-07-17,109.2,110.65,108.1,109.7,107.059071818306,594226,0.0,1.0
2018-07-16,110.45,110.6,108.5,109.2,106.571108865625,495389,0.0,1.0
2018-07-13,111.1,112.2,110.05,110.4,107.74221995206,346670,0.0,1.0
2018-07-12,109.6,112.525,109.6,111.4,108.718145857423,449443,0.0,1.0
2018-07-11,108.0,110.65,107.9,109.25,106.619905160893,455305,0.0,1.0
2018-07-10,108.7,109.1,107.95,109.0,106.375923684552,342534,0.0,1.0
2018-07-09,106.9,109.15,106.45,108.2,105.595182960262,526015,0.0,1.0
2018-07-06,105.65,106.95,105.5,106.75,104.180090397486,251883,0.0,1.0
2018-07-05,104.95,105.475,103.85,105.4,102.862590425246,477667,0.0,1.0
2018-07-03,104.5,105.3,103.65,104.1,101.593886748274,215986,0.0,1.0
2018-07-02,102.25,104.25,101.6,104.05,101.545090453006,454433,0.0,1.0
2018-06-29,103.3,103.7,102.3,103.25,100.764349728716,503267,0.0,1.0
2018-06-28,100.2,103.15,99.537,102.55,100.081201594961,1087068,0.0,1.0
2018-06-27,103.75,104.45,99.45,100.0,97.5925905362862,883683,0.0,1.0
2018-06-26,105.25,105.5,103.35,103.5,101.008331205056,1153377,0.0,1.0
2018-06-25,106.35,107.0,104.55,105.3,102.764997834709,511865,0.0,1.0
2018-06-22,112.45,112.9,107.2,107.55,104.960831121776,862917,0.0,1.0
2018-06-21,112.95,113.6,111.05,111.4,108.718145857423,711038,0.0,1.0
2018-06-20,110.95,114.45,110.4,112.75,110.035645829663,717934,0.0,1.0
2018-06-19,107.3,111.025,107.05,110.75,108.083794018937,741707,0.0,1.0
2018-06-18,106.15,108.55,106.1,108.2,105.595182960262,918548,0.0,1.0
2018-06-15,106.0,107.05,104.75,106.325,103.765321887706,1094116,0.0,1.0
2018-06-14,107.5,108.35,106.15,106.5,103.936108921145,509246,0.0,1.0
2018-06-13,108.65,108.9,106.95,107.0,104.424071873826,393939,0.0,1.0
2018-06-12,107.65,108.25,107.1,108.15,105.546386664994,620129,0.0,1.0
2018-06-11,106.65,108.2,106.65,107.3,104.716849645435,590185,0.0,1.0
2018-06-08,106.3,107.75,106.15,106.95,104.375275578558,426265,0.0,1.0
2018-06-07,108.7,109.1,106.1,106.85,104.277682988022,374750,0.0,1.0
2018-06-06,107.85,109.5,107.4,108.65,106.034349617675,579716,0.0,1.0
2018-06-05,108.85,109.3,107.85,108.0,105.399997779189,591998,0.0,1.0
2018-06-04,108.6,109.55,107.6,108.4,105.790368141334,428786,0.0,1.0
2018-06-01,108.35,109.18,107.85,108.6,105.985553322407,740997,0.0,1.0
2018-05-31,109.8,110.875,107.85,107.9,105.302405188653,600537,0.0,1.0
2018-05-30,108.4,110.25,107.7,109.625,106.985877375404,647793,0.0,1.0
2018-05-29,108.65,110.35,107.9,108.1,105.497590369725,514326,0.0,1.0
2018-05-25,107.85,110.325,107.85,109.4,106.766294046697,797676,0.0,1.0
2018-05-24,110.05,110.05,107.55,107.75,105.156016302848,649417,0.0,1.0
2018-05-23,109.95,110.75,109.15,110.1,107.449442180451,378969,0.0,1.0
2018-05-22,112.6,112.895,110.2484,110.85,108.181386609473,456019,0.0,1.0
2018-05-21,111.8,112.7,110.4458,112.15,109.450090286445,336363,0.0,1.0
2018-05-18,110.65,111.85,109.7,111.25,108.571756971618,337758,0.0,1.0
2018-05-17,111.25,111.85,110.6,110.95,108.27897920001,288791,0.0,1.0
2018-05-16,111.0,112.25,110.8,111.15,108.474164381082,444055,0.0,1.0
2018-05-15,111.0,111.3,108.95,110.5,107.839812542596,520161,0.0,1.0
2018-05-14,114.4,115.2,111.35,111.65,108.962127333764,509270,0.0,1.0
2018-05-11,116.95,117.3,114.35,114.65,111.889905049852,449274,0.0,1.0
2018-05-10,116.75,118.8,115.15,117.35,114.524904994332,442411,0.0,1.0
2018-05-09,116.45,117.25,116.1,116.8,113.988145746382,450135,0.0,1.0
2018-05-08,115.55,117.1,115.55,116.65,113.841756860578,706046,0.3,1.0
2018-05-07,114.05,117.3,114.05,116.4,113.306374506809,524808,0.0,1.0
2018-05-04,112.05,114.55,111.45,114.05,111.018831722522,343428,0.0,1.0
2018-05-03,110.7,112.45,109.65,112.05,109.071986799724,259976,0.0,1.0
2018-05-02,110.1,111.75,110.05,111.25,108.293248830605,348871,0.0,1.0
2018-05-01,110.0,110.95,108.35,110.6,107.660524230696,571893,0.0,1.0
2018-04-30,114.75,115.45,110.05,110.2,107.271155246137,824384,0.0,1.0
2018-04-27,113.0,115.25,105.9,114.7,111.651556322431,1919210,0.0,1.0
2018-04-26,117.9,120.95,117.75,119.6,116.421326383284,782007,0.0,1.0
2018-04-25,117.5,118.1,115.975,117.25,114.133783598997,381639,0.0,1.0
2018-04-24,117.45,118.95,115.35,117.4,114.279796968207,504491,0.0,1.0
2018-04-23,118.75,119.85,116.95,117.45,114.328468091277,472356,0.0,1.0
2018-04-20,122.15,122.4,118.71,119.2,116.031957398725,514779,0.0,1.0
2018-04-19,122.2,123.0,120.4202,121.85,118.611526921431,285867,0.0,1.0
2018-04-18,122.5,122.85,120.75,122.45,119.195580398271,197937,0.0,1.0
2018-04-17,120.0,122.6,119.2,122.0,118.757540290641,396141,0.0,1.0
2018-04-16,118.4,119.65,117.3,119.15,115.983286275655,286343,0.0,1.0
2018-04-13,117.9,118.05,116.15,117.25,114.133783598997,271667,0.0,1.0
2018-04-12,118.05,118.925,117.4,117.55,114.425810337417,429523,0.0,1.0
2018-04-11,115.8,118.45,115.75,117.55,114.425810337417,403780,0.0,1.0
2018-04-10,116.55,117.2,114.7,116.7,113.598401245228,429647,0.0,1.0
2018-04-09,114.0,116.1,114.0,114.5,111.456871830151,313178,0.0,1.0
2018-04-06,113.95,115.35,112.9,113.9,110.872818353312,376211,0.0,1.0
2018-04-05,113.0,115.5,112.0,114.15,111.116173968662,340005,0.0,1.0
2018-04-04,110.1,112.6,110.1,112.35,109.364013538144,458449,0.0,1.0
2018-04-03,114.05,115.7,110.675,112.0,109.023315676654,605570,0.0,1.0
2018-04-02,114.75,115.85,112.45,112.55,109.558698030424,587305,0.0,1.0
2018-03-29,112.6,116.75,112.5,115.55,112.47896541462,422049,0.0,1.0
2018-03-28,115.5,115.725,111.575,111.65,108.682617815165,600719,0.0,1.0
2018-03-27,120.15,121.25,114.95,115.6,112.52763653769,548563,0.0,1.0
2018-03-26,117.7,119.9,115.8,119.8,116.616010875564,643354,0.0,1.0
2018-03-23,119.15,121.3,115.4,115.55,112.47896541462,624736,0.0,1.0
2018-03-22,123.1,123.35,119.1,119.3,116.129299644865,454350,0.0,1.0
2018-03-21,125.5,126.6,124.0,124.65,121.337109813348,452177,0.0,1.0
2018-03-20,124.35,126.6,123.7,125.75,122.407874520886,363574,0.0,1.0
2018-03-19,125.4,126.65,123.55,124.35,121.045083074928,384614,0.0,1.0
2018-03-16,127.9,128.25,126.25,126.45,123.089270243866,421870,0.0,1.0
2018-03-15,127.8,128.35,126.3,127.95,124.549403935964,335293,0.0,1.0
2018-03-14,127.8,128.95,125.05,127.15,123.770665966845,306618,0.0,1.0
2018-03-13,128.0,129.0,126.6,127.5,124.111363828334,360179,0.0,1.0
2018-03-12,126.6,128.95,125.9,127.75,124.354719443684,452874,0.0,1.0
2018-03-09,123.85,126.25,122.8,126.25,122.894585751586,378260,0.0,1.0
2018-03-08,123.6,123.75,121.85,122.8,119.53627825976,247078,0.0,1.0
2018-03-07,119.0,123.9,118.6753,123.1,119.82830499818,538280,0.0,1.0
2018-03-06,123.1,123.1,119.85,120.1,116.908037613984,569903,0.0,1.0
2018-03-05,118.5,122.95,117.95,122.25,119.000895905991,540769,0.0,1.0
2018-03-02,115.8,119.8,115.6,119.45,116.275313014075,505185,0.0,1.0
2018-03-01,115.75,117.55,114.2,117.05,113.939099106718,452868,0.0,1.0
2018-02-28,117.05,118.05,115.45,115.55,112.47896541462,457324,0.0,1.0
2018-02-27,119.4,120.3,116.35,116.7,113.598401245228,790229,0.0,1.0
2018-02-26,117.7,120.35,117.15,119.8,116.616010875564,757978,0.0,1.0
2018-02-23,118.85,119.85,116.05,117.6,114.474481460487,550085,0.0,1.0
2018-02-22,117.15,119.0,115.4,117.9,114.766508198907,880876,0.0,1.0
2018-02-21,118.05,119.55,116.55,116.65,113.549730122158,899117,0.0,1.0
2018-02-20,121.15,122.575,115.65,117.4,114.279796968207,1490486,0.0,1.0
2018-02-16,129.0,129.94,120.8,122.45,119.195580398271,2380826,0.0,1.0
2018-02-15,133.0,134.8,131.45,133.8,130.243925335146,1270095,0.0,1.0
2018-02-14,125.35,131.2,125.15,130.2,126.739604474111,1038071,0.0,1.0
2018-02-13,123.65,126.15,122.983,125.95,122.602559013166,475402,0.0,1.0
2018-02-12,123.5,125.875,122.75,124.75,121.434452059488,584405,0.0,1.0
2018-02-09,122.65,123.4,118.35,122.5,119.244251521341,992747,0.3,1.0
2018-02-08,123.1,123.85,119.65,121.65,118.12755046882,664466,0.0,1.0
2018-02-07,121.0,123.1,120.15,122.9,119.34135596069,551884,0.0,1.0
2018-02-06,117.6,121.85,115.95,121.6,118.078998249145,575806,0.0,1.0
2018-02-05,123.3,124.8,119.7,120.0,116.525327219551,404193,0.0,1.0
2018-02-02,125.55,126.6,123.9,124.5,120.895026990284,386473,0.0,1.0
2018-02-01,124.8,127.25,123.81,126.45,122.788563557602,239554,0.0,1.0
2018-01-31,127.2,128.35,125.65,125.8,122.157384701829,340812,0.0,1.0
2018-01-30,124.45,127.05,124.25,126.85,123.176981315,450020,0.0,1.0
2018-01-29,125.65,126.95,125.15,126.05,122.400145800203,420795,0.0,1.0
2018-01-26,125.2,126.3,124.25,125.9,122.254489141179,405655,0.0,1.0
2018-01-25,123.0,124.75,121.95,124.45,120.846474770609,568646,0.0,1.0
2018-01-24,123.55,124.35,122.575,122.75,119.195699301666,352291,0.0,1.0
2018-01-23,119.65,123.4,119.275,122.95,119.389908180365,438984,0.0,1.0
2018-01-22,118.95,120.075,118.95,119.6,116.136909462153,287134,0.0,1.0
2018-01-19,118.65,119.7,118.25,119.55,116.088357242478,552302,0.0,1.0
2018-01-18,118.9,119.85,117.1,118.5,115.068760629307,489579,0.0,1.0
2018-01-17,120.0,120.525,119.45,119.65,116.185461681827,352945,0.0,1.0
2018-01-16,121.2,122.45,118.65,119.4,115.942700583453,521280,0.0,1.0
2018-01-12,119.8,121.6,119.5,121.0,117.496371613047,222957,0.0,1.0
2018-01-11,118.45,120.45,117.95,119.7,116.234013901502,213616,0.0,1.0
2018-01-10,119.0,119.0,117.5,118.25,114.825999530933,381838,0.0,1.0
2018-01-09,121.25,122.4,119.2,119.35,115.894148363779,527973,0.0,1.0
2018-01-08,120.2,121.475,119.2,121.25,117.739132711421,320804,0.0,1.0
2018-01-05,119.75,120.95,119.2,120.7,117.205058294998,426964,0.0,1.0
2018-01-04,116.9,120.0,116.9,118.85,115.40862616703,378878,0.0,1.0
2018-01-03,115.7,116.9,114.85,116.2,112.835358524265,333867,0.0,1.0
2018-01-02,115.2,115.75,114.4,115.65,112.301284107842,689359,0.0,1.0
2017-12-29,115.1,115.25,114.45,114.5,111.184583055322,254927,0.0,1.0
2017-12-28,114.5,115.025,114.325,114.85,111.524448593045,264106,0.0,1.0
2017-12-27,114.25,114.85,113.95,114.6,111.281687494671,460891,0.0,1.0
2017-12-26,113.5,114.8,113.5,114.2,110.893269737273,220383,0.0,1.0
2017-12-22,113.5,114.7,112.8,114.1,110.796165297923,356637,0.0,1.0
2017-12-21,113.2,115.0,112.85,113.55,110.2620908815,870664,0.0,1.0
2017-12-20,116.7,118.15,111.35,113.1,109.825120904427,1302398,0.0,1.0
2017-12-19,120.65,121.85,113.1,116.75,113.369432940688,1378460,0.0,1.0
2017-12-18,119.8,121.4,119.3,120.45,116.962297196624,698904,0.0,1.0
