,BKNG_Open,BKNG_High,BKNG_Low,BKNG_Close,BKNG_Adj Close,BKNG_Volume,BKNG_Dividend Amount,BKNG_Split Coefficient
2013-09-11,977.42,985.77,970.84,981.56,974.56962833552,348700,0.0,1.0
2013-09-10,970.75,979.93,968.56,977.5,970.538542420199,407500,0.0,1.0
2013-09-09,961.5,968.44,959.21,965.664,958.786834810904,391700,0.0,1.0
2013-09-06,962.42,965.0,946.51,959.15,952.319225536914,592100,0.0,1.0
2013-09-05,950.91,962.96,950.52,957.8,950.978839826155,317800,0.0,1.0
2013-09-04,945.0,952.62,937.211,952.45,945.666940898331,444000,0.0,1.0
2013-09-03,949.4,953.65,940.84,942.83,936.11545161129,441600,0.0,1.0
2013-08-30,942.0,946.27,935.07,938.53,931.846074902946,383100,0.0,1.0
2013-08-29,932.99,946.89,932.99,940.65,933.95097690799,331500,0.0,1.0
2013-08-28,935.77,939.13,930.82,934.61,927.953991950222,306700,0.0,1.0
2013-08-27,939.65,944.27,932.11,935.6,928.936941471446,484600,0.0,1.0
2013-08-26,952.31,961.24,948.72,949.54,942.777665032916,342000,0.0,1.0
2013-08-23,956.5,956.87,951.1,954.23,947.434264279925,378600,0.0,1.0
2013-08-22,945.29,954.43,943.51,952.15,945.369077407051,369200,0.0,1.0
2013-08-21,936.49,951.0,932.0,940.2,933.50418167107,537200,0.0,1.0
2013-08-20,933.47,942.15,932.62,932.77,926.127095870372,342300,0.0,1.0
2013-08-19,934.0,947.0,931.9,933.13,926.484532059908,467000,0.0,1.0
2013-08-16,940.2,949.0,937.012,940.07,933.375107491516,820700,0.0,1.0
2013-08-15,935.23,943.41,928.8,938.79,932.104223262055,823200,0.0,1.0
2013-08-14,950.23,958.965,938.98,940.0,933.305606010217,835700,0.0,1.0
2013-08-13,960.43,963.37,948.99,953.61,946.81867973128,670500,0.0,1.0
2013-08-12,966.32,969.66,956.9026,958.02,951.197273053094,714100,0.0,1.0
2013-08-09,992.03,994.98,969.4504,969.89,962.982738524733,2619700,0.0,1.0
2013-08-08,936.05,937.0,915.93,933.75,927.100116608553,1329400,0.0,1.0
2013-08-07,931.79,932.72,912.73,927.58,920.974057471231,869600,0.0,1.0
2013-08-06,935.66,940.0,923.356,935.38,928.718508244507,934000,0.0,1.0
2013-08-05,914.9,930.7445,910.26,928.58,921.966935775497,704500,0.0,1.0
2013-08-02,907.24,913.82,899.24,908.36,901.890936463235,673800,0.0,1.0
2013-08-01,885.74,906.53,883.28,904.35,897.909494463127,1007800,0.0,1.0
2013-07-31,890.17,890.17,875.19,875.67,869.433744696773,654300,0.0,1.0
2013-07-30,894.72,898.73,881.0,886.86,880.544052921512,491100,0.0,1.0
2013-07-29,900.59,904.69,886.67,888.11,881.785150801844,444800,0.0,1.0
2013-07-26,885.66,907.25,884.0,900.08,893.669904103911,1020500,0.0,1.0
2013-07-25,902.69,919.385,900.61,912.0,905.505013490764,957600,0.0,1.0
2013-07-24,901.37,905.64,892.1,894.02,887.653061580058,445600,0.0,1.0
2013-07-23,903.2,906.95,890.8,895.79,889.410456178609,367600,0.0,1.0
2013-07-22,901.1,908.0,898.32,900.48,894.067055425617,469000,0.0,1.0
2013-07-19,900.52,900.52,889.0,896.29,889.906895330742,718500,0.0,1.0
2013-07-18,903.4,904.0,893.008,899.6,893.193322517863,502100,0.0,1.0
2013-07-17,904.77,912.8,900.02,906.68,900.222900912068,538900,0.0,1.0
2013-07-16,915.0,916.1234,892.14,902.05,895.625874363315,675700,0.0,1.0
2013-07-15,922.5,926.4,910.7,911.66,905.167434867313,581200,0.0,1.0
2013-07-12,908.71,920.92,907.48,920.39,913.835262463557,663400,0.0,1.0
2013-07-11,900.85,912.86,895.6,910.35,903.866764288725,816700,0.0,1.0
2013-07-10,894.43,897.0,886.49,892.32,885.965168462805,522100,0.0,1.0
2013-07-09,891.5,900.4,880.1,897.06,890.671411625027,908400,0.0,1.0
2013-07-08,874.66,889.4,872.2,888.628,882.299461763454,1161700,0.0,1.0
2013-07-05,850.49,856.12,840.0,855.16,849.069810676274,462300,0.0,1.0
2013-07-03,836.48,847.33,836.1,845.4,839.379318426636,193800,0.0,1.0
2013-07-02,843.11,854.6,838.2,841.06,835.07022658612,453200,0.0,1.0
2013-07-01,832.0,844.99,831.11,840.735,834.747541137234,529200,0.0,1.0
2013-06-28,819.73,830.0,819.73,826.67,820.78270778773,509400,0.0,1.0
2013-06-27,825.5,828.06,819.9,822.39,816.533188645471,533400,0.0,1.0
2013-06-26,815.8,823.86,814.45,819.56,813.723343044397,583600,0.0,1.0
2013-06-25,813.68,817.55,805.03,809.57,803.804488784778,476300,0.0,1.0
2013-06-24,805.25,812.0,791.15,805.01,799.276963717324,869100,0.0,1.0
2013-06-21,820.74,823.8599,805.22,813.05,807.259705283624,1026100,0.0,1.0
2013-06-20,822.5,830.38,812.445,815.69,809.880904006887,873300,0.0,1.0
2013-06-19,834.0,839.67,827.52,828.55,822.64931899975,591300,0.0,1.0
2013-06-18,829.08,839.45,826.5201,834.82,828.874665967499,634300,0.0,1.0
2013-06-17,822.0,831.09,818.6005,825.54,819.660755303909,822500,0.0,1.0
2013-06-14,812.6,817.49,810.47,815.75,809.940476705143,572400,0.0,1.0
2013-06-13,805.43,815.89,803.49,814.82,809.017099882176,460500,0.0,1.0
2013-06-12,821.48,821.58,802.67,807.9,802.146382016654,580700,0.0,1.0
2013-06-11,815.32,821.67,809.33,813.42,807.627070256203,551200,0.0,1.0
2013-06-10,819.21,825.0,815.06,823.45,817.585639647993,524700,0.0,1.0
2013-06-07,810.18,819.24,805.11,816.45,810.635491518129,693100,0.0,1.0
2013-06-06,794.85,806.03,787.0,805.9,800.160625408121,582700,0.0,1.0
2013-06-05,797.95,809.0,795.0,795.5,789.834691043753,539000,0.0,1.0
2013-06-04,800.76,811.0,794.05,798.69,793.001972834362,533300,0.0,1.0
2013-06-03,805.15,805.86,788.26,802.62,796.903984570128,626800,0.0,1.0
2013-05-31,805.77,819.98,802.8675,803.93,798.204655148717,826200,0.0,1.0
2013-05-30,795.0,816.4,792.27,807.54,801.788945827118,1258800,0.0,1.0
2013-05-29,796.12,801.68,789.45,792.27,786.627694120973,548600,0.0,1.0
2013-05-28,811.8,819.99,801.31,804.33,798.601806470423,653300,0.0,1.0
2013-05-24,797.65,804.18,795.55,801.12,795.414667113729,437900,0.0,1.0
2013-05-23,789.0,805.65,784.32,803.6,797.877005308309,906700,0.0,1.0
2013-05-22,803.45,820.72,795.31,798.03,792.346673153546,1857200,0.0,1.0
2013-05-21,842.9,847.3299,825.06,825.96,820.077764191701,1115800,0.0,1.0
2013-05-20,825.7,842.75,824.19,842.5,836.499971344264,1331200,0.0,1.0
2013-05-17,805.03,814.58,802.18,813.66,807.865361049227,784100,0.0,1.0
2013-05-16,806.0,811.48,797.5,800.08,794.382073677292,898400,0.0,1.0
2013-05-15,790.05,808.5133,789.9501,805.75,800.011693662481,927600,0.0,1.0
2013-05-14,776.04,794.0,776.04,791.139,785.504748758848,1015500,0.0,1.0
2013-05-13,761.0,779.25,758.3701,777.44,771.903308868705,786200,0.0,1.0
2013-05-10,742.0,769.67,742.0,765.41,759.958982868383,2110500,0.0,1.0
2013-05-09,735.0,744.98,728.72,737.5,732.247749396314,1053800,0.0,1.0
2013-05-08,726.22,736.0,726.11,735.27,730.0336307778,461800,0.0,1.0
2013-05-07,730.96,730.99,717.901,725.05,719.8864145082,314700,0.0,1.0
2013-05-06,723.5,730.9499,722.7001,726.71,721.534592493282,405900,0.0,1.0
2013-05-03,717.43,728.5399,716.85,724.77,719.608408583005,662900,0.0,1.0
2013-05-02,693.75,712.6,693.75,707.95,702.908195505248,617900,0.0,1.0
2013-05-01,696.56,700.0,691.1,694.06,689.117115858991,454300,0.0,1.0
2013-04-30,698.55,702.73,693.49,695.99,691.033370986224,484200,0.0,1.0
2013-04-29,704.49,709.05,697.06,699.43,694.4488723529,572900,0.0,1.0
2013-04-26,705.93,710.709,693.921,701.19,696.196338168409,740000,0.0,1.0
2013-04-25,705.0,720.5,703.5,711.22,706.154907560198,561000,0.0,1.0
2013-04-24,702.98,704.53,693.72,700.8,695.809115629745,280900,0.0,1.0
2013-04-23,692.75,707.41,692.46,702.35,697.348077001357,468000,0.0,1.0
2013-04-22,685.01,691.59,677.72,690.87,685.949834068382,520200,0.0,1.0
2013-04-19,686.93,697.9,682.31,683.57,678.701822447238,831800,0.0,1.0
2013-04-18,707.07,707.36,683.5401,690.01,685.095958726713,800400,0.0,1.0
2013-04-17,714.99,716.02,702.4,708.8,703.752142063874,606500,0.0,1.0
2013-04-16,719.62,723.31,713.481,720.7,715.567393884642,493600,0.0,1.0
2013-04-15,733.45,735.63,710.93,711.38,706.313768088881,814400,0.0,1.0
2013-04-12,732.77,745.24,722.451,743.11,737.817796683247,972700,0.0,1.0
2013-04-11,720.91,735.29,718.715,733.99,728.76274654834,725000,0.0,1.0
2013-04-10,699.05,719.71,697.24,718.94,713.819928069133,652100,0.0,1.0
2013-04-09,696.0,700.71,690.65,696.13,691.172373948822,321300,0.0,1.0
2013-04-08,691.76,696.81,688.1,696.53,691.569525270528,292900,0.0,1.0
2013-04-05,693.22,697.76,687.42,693.31,688.372457130791,481200,0.0,1.0
2013-04-04,698.0,702.13,689.0,701.35,696.355198697091,469900,0.0,1.0
2013-04-03,706.24,707.2699,697.11,698.72,693.743928756871,505800,0.0,1.0
2013-04-02,701.49,706.0,698.521,705.91,700.882723764545,512300,0.0,1.0
2013-04-01,689.08,697.92,686.811,695.76,690.805008976243,578700,0.0,1.0
2013-03-28,694.3,694.8,686.0101,688.162,683.261119620429,539700,0.0,1.0
2013-03-27,687.56,695.53,682.5,694.86,689.911418502404,407200,0.0,1.0
2013-03-26,697.88,700.0,693.2401,694.59,689.643341360252,278800,0.0,1.0
2013-03-25,700.02,703.5,693.3,695.64,690.685863579731,370500,0.0,1.0
2013-03-22,689.36,697.92,686.0,697.91,692.939697330415,557500,0.0,1.0
2013-03-21,688.44,699.49,683.508,683.99,679.11883133503,537100,0.0,1.0
2013-03-20,689.68,691.22,685.5301,687.584,682.687235960563,379200,0.0,1.0
2013-03-19,697.53,702.69,679.71,684.15,679.277691863713,940600,0.0,1.0
2013-03-18,706.43,707.62,694.9,696.81,691.847531195723,597400,0.0,1.0
2013-03-15,711.61,716.44,711.06,713.5,708.418670093925,697900,0.0,1.0
2013-03-14,715.4,717.8,708.86,713.15,708.071162687432,383400,0.0,1.0
2013-03-13,723.0,723.73,714.53,715.53,710.434213051586,376200,0.0,1.0
2013-03-12,723.0,727.38,714.56,722.04,716.897850812359,523600,0.0,1.0
2013-03-11,721.01,725.92,719.79,725.07,719.906272074285,459700,0.0,1.0
2013-03-08,722.06,724.3,716.02,720.92,715.78582711158,470800,0.0,1.0
2013-03-07,722.15,723.7399,716.53,719.03,713.909287116517,462700,0.0,1.0
2013-03-06,721.07,728.7,717.03,718.9,713.780212936963,492100,0.0,1.0
2013-03-05,716.0,723.05,715.3,718.41,713.293702567872,708000,0.0,1.0
2013-03-04,694.55,714.71,692.47,714.01,708.925038029101,890600,0.0,1.0
2013-03-01,689.05,698.77,683.68,695.62,690.666006013646,1009200,0.0,1.0
2013-02-28,696.3,697.72,680.69,689.114,684.20633976609,1088200,0.0,1.0
2013-02-27,709.05,712.5,692.0,695.91,690.953940721883,2010300,0.0,1.0
2013-02-26,671.65,680.5,665.05,678.49,673.658000661566,1314600,0.0,1.0
2013-02-25,686.94,692.7899,671.54,671.54,666.757496446916,713300,0.0,1.0
2013-02-22,688.5,689.9,680.92,684.7,679.823774931059,543100,0.0,1.0
2013-02-21,688.5,690.56,675.11,683.33,678.463531654215,1109600,0.0,1.0
2013-02-20,705.21,707.57,687.64,688.2,683.298848995991,573400,0.0,1.0
2013-02-19,703.16,707.57,700.52,703.47,698.460100702135,476700,0.0,1.0
2013-02-15,704.2,706.226,698.5,702.26,697.258717953973,669800,0.0,1.0
2013-02-14,699.95,707.99,697.656,705.62,700.594789056308,345700,0.0,1.0
2013-02-13,703.0,708.0,698.9,704.17,699.155115515122,334000,0.0,1.0
2013-02-12,696.8,705.77,695.37,703.38,698.370741654752,487100,0.0,1.0
2013-02-11,699.68,699.9999,692.16,696.11,691.152516382736,301600,0.0,1.0
2013-02-08,693.55,702.04,691.4739,700.83,695.838901978873,468400,0.0,1.0
2013-02-07,694.1,697.46,679.65,690.69,685.771115973614,444400,0.0,1.0
2013-02-06,693.77,704.1699,690.0,694.1,689.156830991161,652200,0.0,1.0
2013-02-05,683.89,697.78,683.017,691.57,686.644848881368,548600,0.0,1.0
2013-02-04,681.86,686.01,678.73,679.29,674.452303304979,507200,0.0,1.0
2013-02-01,693.12,698.03,684.68,685.56,680.677650272728,915100,0.0,1.0
2013-01-31,675.96,687.34,673.72,685.47,680.588291225344,1053800,0.0,1.0
2013-01-30,701.9,705.43,694.0,695.09,690.139780512385,429000,0.0,1.0
2013-01-29,703.16,710.58,694.02,700.29,695.302747694569,528800,0.0,1.0
2013-01-28,718.65,721.96,700.3979,704.98,699.959346941577,925600,0.0,1.0
2013-01-25,682.0,719.37,681.05,718.82,713.700782672621,1573100,0.0,1.0
2013-01-24,671.84,681.72,670.8666,679.55,674.710451664088,630600,0.0,1.0
2013-01-23,674.91,675.9875,668.11,672.26,667.472368825988,365300,0.0,1.0
2013-01-22,671.5,678.88,668.51,671.27,666.489419304764,552300,0.0,1.0
2013-01-18,669.97,677.08,668.55,672.72,667.92909284595,598600,0.0,1.0
2013-01-17,670.73,675.3,661.34,669.89,665.119247244877,547300,0.0,1.0
2013-01-16,661.1,671.0,658.25,667.84,663.083846721131,396500,0.0,1.0
2013-01-15,658.38,665.79,653.5401,663.35,658.625823134976,397900,0.0,1.0
2013-01-14,657.77,667.87,657.25,662.92,658.198885464142,523700,0.0,1.0
2013-01-11,653.48,657.38,650.3501,655.49,650.821799663444,368200,0.0,1.0
2013-01-10,655.24,657.83,645.55,653.62,648.965117234466,385600,0.0,1.0
2013-01-09,655.92,658.23,650.18,651.59,646.949574276806,306900,0.0,1.0
2013-01-08,657.72,662.98,654.3,657.42,652.738054790677,455600,0.0,1.0
2013-01-07,648.0,659.99,644.37,657.38,652.698339658507,557200,0.0,1.0
2013-01-04,648.25,649.8699,642.0,648.41,643.792221269239,404500,0.0,1.0
2013-01-03,652.59,659.0,645.87,648.73,644.109942326604,925600,0.0,1.0
2013-01-02,637.83,641.93,627.6701,638.4,633.853509443535,681000,0.0,1.0
2012-12-31,607.15,623.0,601.5,620.39,615.971771183701,584600,0.0,1.0
2012-12-28,606.6,614.241,604.1,608.88,604.543741901597,362900,0.0,1.0
2012-12-27,604.43,612.34,597.1501,610.03,605.685551951503,410900,0.0,1.0
2012-12-26,615.16,617.459,600.39,602.37,598.080104140824,489100,0.0,1.0
2012-12-24,614.36,619.005,612.25,617.34,612.943492355689,178000,0.0,1.0
2012-12-21,622.63,625.64,612.12,618.88,614.472524944259,936900,0.0,1.0
2012-12-20,628.98,633.8473,622.86,630.83,626.33742068024,309200,0.0,1.0
2012-12-19,632.74,638.64,626.0037,627.23,622.763058784881,597100,0.0,1.0
2012-12-18,620.3,634.72,618.52,632.74,628.233818241388,664900,0.0,1.0
2012-12-17,613.03,617.9,606.45,616.87,612.476839552684,538800,0.0,1.0
2012-12-14,610.32,617.931,609.43,613.54,609.170554799477,393400,0.0,1.0
2012-12-13,625.51,628.32,607.551,613.08,608.713830779515,749400,0.0,1.0
2012-12-12,626.5,631.9799,623.42,624.73,620.280863024216,690100,0.0,1.0
2012-12-11,631.01,634.3999,621.09,623.22,618.781616784774,845800,0.0,1.0
2012-12-10,645.89,649.9899,623.1,625.96,621.502103338463,1221800,0.0,1.0
2012-12-07,667.0,672.95,656.65,659.1,654.406090341845,542600,0.0,1.0
2012-12-06,664.0,670.36,658.01,664.14,659.410196995346,447400,0.0,1.0
2012-12-05,664.38,667.6,654.13,664.23,659.49955604273,449800,0.0,1.0
2012-12-04,665.5,668.981,659.51,663.81,659.082547154938,470200,0.0,1.0
2012-12-03,670.0,679.23,665.88,667.8,663.04413158896,879000,0.0,1.0
2012-11-30,663.24,666.3,656.66,663.19,658.466962606293,645600,0.0,1.0
2012-11-29,661.25,672.436,660.0,665.74,660.998802282172,1087600,0.0,1.0
2012-11-28,635.92,659.89,632.78,658.05,653.363568122365,817200,0.0,1.0
2012-11-27,638.86,644.92,633.85,636.75,632.215260241495,444600,0.0,1.0
2012-11-26,640.87,643.4999,636.56,639.99,635.432185947318,287400,0.0,1.0
2012-11-23,642.03,643.09,636.7801,641.91,637.338512291509,196700,0.0,1.0
2012-11-21,636.23,643.49,634.8491,639.58,635.025105842569,364900,0.0,1.0
2012-11-20,627.52,639.0,624.69,635.58,631.053592625504,576900,0.0,1.0
2012-11-19,624.54,629.0,620.79,625.4985,621.043890001044,510000,0.0,1.0
2012-11-16,616.94,623.689,611.3,614.7764,610.398149534872,883300,0.0,1.0
2012-11-15,614.99,622.5,611.553,617.52,613.122210450457,649200,0.0,1.0
2012-11-14,634.03,635.21,615.77,616.4,612.010186749678,730400,0.0,1.0
2012-11-13,629.36,640.93,628.4,630.31,625.821123962021,555300,0.0,1.0
2012-11-12,629.1,635.75,626.0,633.43,628.918904271332,578700,0.0,1.0
2012-11-09,618.5,632.5899,616.038,625.87,621.412744291079,1250800,0.0,1.0
2012-11-08,632.35,640.651,627.11,627.87,623.398500899612,676400,0.0,1.0
2012-11-07,639.3,643.0,628.13,634.61,630.090500670366,785000,0.0,1.0
2012-11-06,636.0,645.88,634.0,644.8971,640.304339074183,756500,0.0,1.0
2012-11-05,634.8,635.97,627.3401,634.79,630.269218765134,807600,0.0,1.0
2012-11-02,650.06,657.6,634.0401,634.74,630.21957484992,2513000,0.0,1.0
2012-11-01,574.9,586.84,568.62,586.1,581.925974130413,1275400,0.0,1.0
2012-10-31,579.25,579.33,569.05,573.77,569.683784638811,774900,0.0,1.0
2012-10-26,582.0,589.44,572.6,579.46,575.333262190086,1953800,0.0,1.0
2012-10-25,568.62,570.71,556.45,557.87,553.897019600978,1015600,0.0,1.0
2012-10-24,573.3,574.47,560.401,563.67,559.655713765722,670200,0.0,1.0
2012-10-23,555.0,575.0,553.97,569.04,564.987470259632,780000,0.0,1.0
2012-10-22,559.1,574.5483,557.94,567.2,563.160574179782,851000,0.0,1.0
2012-10-19,578.6,578.61,555.47,560.5,556.508289541199,2024200,0.0,1.0
2012-10-18,598.23,599.1,570.68,582.3757,578.228197461834,1455600,0.0,1.0
2012-10-17,597.68,606.65,593.62,598.24,593.979516744204,701100,0.0,1.0
2012-10-16,605.04,608.88,595.76,597.77,593.512863941199,722200,0.0,1.0
2012-10-15,594.0,601.8,585.25,601.02,596.739718430064,624900,0.0,1.0
2012-10-12,589.75,596.05,588.9,593.15,588.92576617549,801300,0.0,1.0
2012-10-11,610.11,610.69,590.66,598.14,593.880228913778,1249300,0.0,1.0
2012-10-10,619.31,619.31,599.71,602.41,598.119819272995,1320800,0.0,1.0
2012-10-09,629.76,634.06,617.16,617.89,613.489575423035,688000,0.0,1.0
2012-10-08,627.55,632.93,622.15,630.96,626.466494859794,486800,0.0,1.0
2012-10-05,638.47,643.88,628.19,631.89,627.389871682762,939100,0.0,1.0
2012-10-04,624.96,637.58,623.12,635.04,630.5174383412,746000,0.0,1.0
2012-10-03,618.55,625.2999,614.18,622.82,618.384465463067,607400,0.0,1.0
2012-10-02,627.9,628.67,611.44,616.28,611.891041353167,898100,0.0,1.0
2012-10-01,620.74,626.11,618.66,624.86,620.40993720377,792300,0.0,1.0
2012-09-28,628.0,629.3,617.59,619.07,614.661171822069,914300,0.0,1.0
2012-09-27,625.7,633.91,622.424,630.52,626.029628405917,686300,0.0,1.0
2012-09-26,631.12,636.3799,617.32,622.09,617.659664300953,953300,0.0,1.0
2012-09-25,631.76,649.0,631.5,631.7545,627.255336672534,947700,0.0,1.0
2012-09-24,631.81,633.66,628.15,631.18,626.684928086733,465500,0.0,1.0
2012-09-21,640.17,643.0,634.61,636.15,631.619533258936,1096700,0.0,1.0
2012-09-20,635.69,635.89,629.584,633.77,629.256482894782,557300,0.0,1.0
2012-09-19,641.01,644.17,636.55,639.03,634.479022775222,529400,0.0,1.0
2012-09-18,640.35,649.3,638.05,640.73,636.166915892475,724500,0.0,1.0
2012-09-17,636.85,646.08,634.61,643.35,638.768257049652,1156900,0.0,1.0
2012-09-14,628.15,645.06,627.8429,637.48,632.94006140361,1503000,0.0,1.0
2012-09-13,619.95,629.78,617.68,626.93,622.465195293601,758100,0.0,1.0
2012-09-12,620.0,628.49,615.95,619.95,615.534904729823,641300,0.0,1.0
2012-09-11,608.6,621.25,606.11,617.76,613.36050124348,899000,0.0,1.0
2012-09-10,620.97,624.5,607.46,608.32,603.987730051208,907700,0.0,1.0
2012-09-07,612.5,622.89,612.11,621.55,617.123510016649,1627000,0.0,1.0
2012-09-06,599.57,609.24,597.2601,604.0,599.698495776778,1055600,0.0,1.0
2012-09-05,597.5,601.72,594.45,595.18,590.94130913315,480800,0.0,1.0
2012-09-04,604.25,606.4899,595.0,596.89,592.639131033445,736200,0.0,1.0
2012-08-31,606.47,610.2298,598.01,604.57,600.26443641021,919200,0.0,1.0
2012-08-30,599.72,610.28,599.51,603.6,599.301344455071,786200,0.0,1.0
2012-08-29,591.82,606.63,591.02,603.206,598.91015040319,982200,0.0,1.0
2012-08-28,588.0,591.87,585.1,590.12,585.917344913563,429600,0.0,1.0
2012-08-27,593.81,594.95,587.56,588.4,584.209594230225,516100,0.0,1.0
2012-08-24,591.2,598.5,586.64,593.18,588.955552524617,939700,0.0,1.0
2012-08-23,590.87,597.57,590.17,593.53,589.303059931111,983700,0.0,1.0
2012-08-22,585.16,593.31,583.0,591.04,586.830792953488,637600,0.0,1.0
2012-08-21,588.92,599.85,579.81,585.76,581.588395506962,1067400,0.0,1.0
2012-08-20,585.0,587.62,580.0,586.61,582.432342065589,903600,0.0,1.0
2012-08-17,588.5,592.239,582.612,588.78,584.586887985846,1060400,0.0,1.0
2012-08-16,577.12,589.88,576.68,586.79,582.611060160357,1306600,0.0,1.0
2012-08-15,564.82,575.43,563.0,575.31,571.212817227381,1088600,0.0,1.0
2012-08-14,563.6,568.42,560.64,564.66,560.638663286946,1023700,0.0,1.0
2012-08-13,564.6,566.8,557.11,562.0,557.997606997598,1010000,0.0,1.0
2012-08-10,562.39,567.0,555.95,563.162,559.151331587155,1631900,0.0,1.0
2012-08-09,563.01,570.35,553.425,562.26,558.255755356707,2429800,0.0,1.0
2012-08-08,575.1,586.97,559.754,562.32,558.315328054963,6683700,0.0,1.0
2012-08-07,673.0,682.97,672.755,679.8,674.958671240155,2844200,0.0,1.0
2012-08-06,663.0,674.571,657.33,665.12,660.383217733527,860400,0.0,1.0
2012-08-03,667.76,673.8299,658.955,663.99,659.261265249706,1056100,0.0,1.0
2012-08-02,636.76,656.47,634.012,649.01,644.387948251799,981400,0.0,1.0
2012-08-01,666.94,667.6899,642.3,642.98,638.400892077074,976900,0.0,1.0
2012-07-31,680.0,681.64,660.87,661.74,657.027289065107,1030900,0.0,1.0
2012-07-30,687.04,692.25,672.26,682.54,677.679157793844,929500,0.0,1.0
2012-07-27,650.05,685.9,648.0,683.99,679.11883133503,2400300,0.0,1.0
2012-07-26,638.91,639.7,618.57,628.32,623.845296136531,1285400,0.0,1.0
2012-07-25,654.44,655.33,628.1,631.04,626.545925124135,1400000,0.0,1.0
2012-07-24,670.73,676.65,663.56,665.58,660.83994175349,654900,0.0,1.0
2012-07-23,659.36,672.07,652.5,669.11,664.344802167549,816600,0.0,1.0
2012-07-20,670.47,676.59,663.5,673.2,668.405674431998,1055000,0.0,1.0
2012-07-19,659.88,678.95,659.45,672.67,667.879448930737,1134300,0.0,1.0
2012-07-18,646.61,657.13,642.241,655.68,651.010446541254,639500,0.0,1.0
2012-07-17,640.14,649.85,636.07,647.37,642.759627832802,669600,0.0,1.0
2012-07-16,639.95,640.77,634.57,637.73,633.188280979676,602600,0.0,1.0
2012-07-13,642.05,646.8,635.26,642.95,638.371105727946,776000,0.0,1.0
2012-07-12,639.0,643.74,632.76,639.08,634.528666690436,1029000,0.0,1.0
2012-07-11,646.07,659.37,635.66,646.66,642.054684236773,1127800,0.0,1.0
2012-07-10,671.2,672.84,644.43,648.65,644.030512062263,1019800,0.0,1.0
2012-07-09,671.01,675.0,661.47,664.87,660.134998157461,692700,0.0,1.0
2012-07-06,674.9,676.0,664.12,671.66,666.876641843428,767500,0.0,1.0
2012-07-05,685.97,693.17,676.51,681.65,676.795496103047,901500,0.0,1.0
2012-07-03,684.84,695.15,683.011,690.55,685.632113011016,690600,0.0,1.0
2012-07-02,665.48,681.578,665.0101,680.86,676.011122242677,900400,0.0,1.0
2012-06-29,657.63,665.41,653.5118,664.52,659.787490750967,1103400,0.0,1.0
2012-06-28,648.3,649.63,633.0,643.48,638.897331229207,720500,0.0,1.0
2012-06-27,658.85,663.07,648.92,653.84,649.183550461405,632700,0.0,1.0
2012-06-26,653.29,659.7,647.135,656.36,651.685603788155,481300,0.0,1.0
2012-06-25,662.19,663.74,647.5,651.65,647.009146975062,663600,0.0,1.0
2012-06-22,660.21,667.22,655.01,666.98,662.229971379462,759200,0.0,1.0
2012-06-21,672.0,677.45,656.5,657.58,652.89691531936,784300,0.0,1.0
2012-06-20,678.69,679.7375,665.77,670.82,666.042624067844,851100,0.0,1.0
2012-06-19,673.66,683.3682,670.2,680.11,675.266463514477,915900,0.0,1.0
2012-06-18,656.32,675.0,654.0,673.5,668.703537923278,947800,0.0,1.0
2012-06-15,642.0,660.0,638.2222,659.41,654.713882616167,1572300,0.0,1.0
2012-06-14,647.11,647.63,631.07,640.32,635.759835787726,843600,0.0,1.0
2012-06-13,643.23,653.53,641.5,646.5,641.895823708091,768200,0.0,1.0
2012-06-12,645.0,647.0,630.77,646.98,642.372405294139,780100,0.0,1.0
2012-06-11,653.74,657.55,641.0,641.71,637.139936630656,845200,0.0,1.0
2012-06-08,632.89,644.8,628.5222,644.36,639.771064136961,816900,0.0,1.0
2012-06-07,653.5,659.17,634.3,636.15,631.619533258936,1048200,0.0,1.0
2012-06-06,625.58,643.0,623.33,642.51,637.934239274069,1170500,0.0,1.0
2012-06-05,615.21,628.0,613.428,619.83,615.415759333311,586300,0.0,1.0
2012-06-04,614.02,620.7,603.49,616.54,612.149189712276,1081300,0.0,1.0
2012-06-01,608.03,615.49,604.65,610.5,606.152204754508,1032200,0.0,1.0
2012-05-31,637.0,639.04,616.91,625.49,621.035450535458,1309000,0.0,1.0
2012-05-30,650.02,651.1842,637.62,637.76,633.218067328804,1069000,0.0,1.0
2012-05-29,660.01,666.93,651.16,658.04,653.353639339323,718500,0.0,1.0
2012-05-25,668.4,668.97,652.12,652.88,648.230387289309,678600,0.0,1.0
2012-05-24,676.31,676.93,658.71,668.97,664.205799204952,980700,0.0,1.0
2012-05-23,657.07,675.07,652.61,673.12,668.326244167657,1110200,0.0,1.0
2012-05-22,659.53,679.0928,655.74,660.08,655.379111080026,1326900,0.0,1.0
2012-05-21,635.03,658.84,635.0,657.68,652.996203149787,1060200,0.0,1.0
2012-05-18,648.85,650.73,630.13,632.004,627.503059809448,1431700,0.0,1.0
2012-05-17,663.77,665.4899,645.0,645.41,640.813586356441,1340000,0.0,1.0
2012-05-16,664.9,674.8,656.99,662.24,657.523728217241,1213900,0.0,1.0
2012-05-15,664.59,675.595,658.9742,662.33,657.613087264624,1027400,0.0,1.0
2012-05-14,669.5,673.88,662.181,663.18,658.457033823251,1084100,0.0,1.0
2012-05-11,671.49,684.84,670.02,675.39,670.580077918341,1697700,0.0,1.0
2012-05-10,703.12,706.0,680.23,681.11,676.259341818744,3137200,0.0,1.0
