,META_Open,META_High,META_Low,META_Close,META_Adj Close,META_Volume,META_Dividend Amount,META_Split Coefficient
2018-11-27,135.75,136.61,133.71,135.0,134.596125216388,20750318,0.0,1.0
2018-11-26,133.0,137.0,132.78,136.38,135.9719967186,24263640,0.0,1.0
2018-11-23,133.65,134.5,131.2551,131.73,131.335907961146,11886128,0.0,1.0
2018-11-21,134.4,137.19,134.13,134.82,134.416663716099,25469735,0.0,1.0
2018-11-20,127.03,134.16,126.85,132.43,132.033813795602,41939475,0.0,1.0
2018-11-19,137.61,137.75,131.21,131.55,131.156446460858,44362729,0.0,1.0
2018-11-16,141.07,141.77,137.77,139.53,139.112572973649,37250560,0.0,1.0
2018-11-15,142.33,144.84,140.83,143.85,143.419648980573,30320280,0.0,1.0
2018-11-14,143.7,145.58,141.55,144.22,143.7885420645,22068384,0.0,1.0
2018-11-13,142.0,144.88,141.62,142.16,141.734704894531,15141710,0.0,1.0
2018-11-12,144.48,145.04,140.49,141.55,141.12652981022,18542123,0.0,1.0
2018-11-09,146.75,147.76,144.07,144.96,144.526328232352,17326898,0.0,1.0
2018-11-08,150.49,150.94,146.74,147.87,147.427622487017,24145814,0.0,1.0
2018-11-07,151.57,153.01,149.83,151.53,151.076672992883,21877372,0.0,1.0
2018-11-06,149.31,150.97,148.0,149.94,149.491429740335,16667124,0.0,1.0
2018-11-05,150.1,150.19,147.44,148.68,148.235199238315,15969849,0.0,1.0
2018-11-02,151.8,154.13,148.96,150.35,149.900203157659,24708695,0.0,1.0
2018-11-01,151.52,152.75,149.35,151.75,151.296014826569,25640786,0.0,1.0
2018-10-31,155.0,156.4,148.96,151.79,151.335895159967,60101251,0.0,1.0
2018-10-30,139.94,146.64,139.74,146.22,145.782558734372,50528278,0.0,1.0
2018-10-29,148.5,148.83,139.03,142.09,141.664914311085,31336784,0.0,1.0
2018-10-26,145.82,149.0,143.8,145.37,144.935101649676,31303341,0.0,1.0
2018-10-25,147.73,152.21,147.0,150.95,150.49840815862,22105696,0.0,1.0
2018-10-24,154.28,154.65,145.6,146.04,145.603097234083,27744597,0.0,1.0
2018-10-23,151.22,154.77,150.85,154.39,153.928116830801,19095032,0.0,1.0
2018-10-22,154.76,157.34,154.46,154.78,154.316950081426,15424658,0.0,1.0
2018-10-19,155.86,157.35,153.55,154.05,153.589133996922,19761347,0.0,1.0
2018-10-18,158.51,158.66,153.28,154.92,154.456531248317,21675084,0.0,1.0
2018-10-17,159.56,160.49,157.95,159.42,158.94306875553,17592003,0.0,1.0
2018-10-16,155.4,159.46,155.01,158.78,158.304983421171,19180095,0.0,1.0
2018-10-15,153.32,155.57,152.55,153.52,153.060719579406,15433521,0.0,1.0
2018-10-12,156.73,156.89,151.3,153.74,153.280061413092,25293492,0.0,1.0
2018-10-11,150.13,154.81,149.16,153.35,152.891228162467,35338901,0.0,1.0
2018-10-10,156.82,157.69,151.31,151.38,150.927121742643,30609970,0.0,1.0
2018-10-09,157.69,160.59,157.42,157.9,157.427616086427,18844425,0.0,1.0
2018-10-08,155.54,158.34,154.39,157.25,156.779560668718,24045968,0.0,1.0
2018-10-05,159.21,160.9,156.2,157.33,156.859321335513,25744047,0.0,1.0
2018-10-04,161.46,161.46,157.35,158.85,158.374774004616,25739635,0.0,1.0
2018-10-03,160.0,163.66,159.53,162.43,161.944063843688,23109456,0.0,1.0
2018-10-02,161.58,162.28,158.67,159.33,158.853338005386,36030977,0.0,1.0
2018-10-01,163.03,165.88,161.26,162.44,161.954033927037,26407677,0.0,1.0
2018-09-28,168.33,168.79,162.56,164.46,163.967990763608,34265638,0.0,1.0
2018-09-27,167.55,171.77,167.21,168.84,168.334887270629,27266856,0.0,1.0
2018-09-26,164.3,169.3,164.21,166.95,166.4505415176,25252231,0.0,1.0
2018-09-25,161.99,165.59,161.15,164.91,164.41664451433,27622806,0.0,1.0
2018-09-24,161.03,165.7,160.88,165.41,164.915148681798,19222775,0.0,1.0
2018-09-21,166.64,167.25,162.81,162.93,162.442568011156,45994800,0.0,1.0
2018-09-20,164.5,166.45,164.47,166.02,165.523323766109,18936038,0.0,1.0
2018-09-19,160.08,163.44,159.48,163.06,162.572179094698,19628996,0.0,1.0
2018-09-18,159.39,161.76,158.87,160.3,159.820436090274,22465236,0.0,1.0
2018-09-17,161.92,162.06,159.77,160.58,160.099598424056,21005321,0.0,1.0
2018-09-14,161.72,162.84,160.34,162.32,161.834392926845,21770405,0.0,1.0
2018-09-13,162.0,163.32,160.86,161.36,160.877264925306,25453775,0.0,1.0
2018-09-12,163.25,164.49,161.8,162.0,161.515350259665,24078118,0.0,1.0
2018-09-11,163.94,167.19,163.72,165.94,165.443563099314,20457088,0.0,1.0
2018-09-10,163.51,165.01,162.16,164.18,163.688828429826,20197680,0.0,1.0
2018-09-07,160.31,164.63,160.16,163.04,162.552238927999,24300600,0.0,1.0
2018-09-06,166.98,166.98,160.0,162.53,162.043764677182,41514834,0.0,1.0
2018-09-05,169.49,171.13,166.67,167.18,166.679853434635,31226744,0.0,1.0
2018-09-04,173.5,173.89,168.8,171.16,170.647946607681,29808971,0.0,1.0
2018-08-31,177.15,177.62,174.98,175.73,175.204274698339,18065159,0.0,1.0
2018-08-30,175.9,179.79,175.7,177.64,177.108560618068,24216532,0.0,1.0
2018-08-29,176.3,176.79,174.75,175.9,175.373766115279,18678301,0.0,1.0
2018-08-28,178.1,178.24,175.83,176.26,175.732689115856,15910675,0.0,1.0
2018-08-27,175.99,178.67,175.79,177.46,176.929099117779,17921935,0.0,1.0
2018-08-24,173.7,174.82,172.92,174.65,174.127505696608,14631556,0.0,1.0
2018-08-23,173.09,175.55,172.83,172.9,172.38274111047,18053567,0.0,1.0
2018-08-22,172.21,174.24,172.13,173.64,173.120527278323,16894083,0.0,1.0
2018-08-21,172.81,174.17,171.39,172.62,172.103578776688,19578514,0.0,1.0
2018-08-20,174.04,174.57,170.91,172.5,171.983937776495,21518006,0.0,1.0
2018-08-17,174.5,176.22,172.04,173.8,173.280048611913,24893176,0.0,1.0
2018-08-16,180.42,180.5,174.01,174.7,174.177356113355,31351784,0.0,1.0
2018-08-15,179.34,180.87,174.78,179.53,178.992906371097,33020231,0.0,1.0
2018-08-14,180.71,181.99,178.62,181.11,180.568179540296,19101995,0.0,1.0
2018-08-13,180.1,182.61,178.9,180.05,179.511350705264,17423264,0.0,1.0
2018-08-10,182.04,182.1,179.42,180.26,179.7207224556,21500410,0.0,1.0
2018-08-09,185.85,186.57,182.48,183.09,182.54225604347,19732120,0.0,1.0
2018-08-08,184.75,186.85,183.76,185.18,184.626003463487,22205230,0.0,1.0
2018-08-07,186.5,188.3,183.72,183.81,183.260102044624,33398562,0.0,1.0
2018-08-06,178.97,185.79,178.38,185.69,185.134477714304,49716192,0.0,1.0
2018-08-03,177.69,178.85,176.15,177.78,177.248141784959,24763434,0.0,1.0
2018-08-02,170.68,176.79,170.27,176.37,175.842360032699,32399954,0.0,1.0
2018-08-01,173.93,175.08,170.9,171.65,171.1364806918,34042109,0.0,1.0
2018-07-31,170.67,174.24,170.0,172.58,172.06369844329,40356471,0.0,1.0
2018-07-30,175.3,175.3,166.56,171.06,170.548245774187,65280787,0.0,1.0
2018-07-27,179.87,179.93,173.0,174.89,174.366787696993,60073749,0.0,1.0
2018-07-26,174.89,180.13,173.75,176.26,175.732689115856,169803668,0.0,1.0
2018-07-25,215.72,218.62,214.27,217.5,216.849312848625,64592585,0.0,1.0
2018-07-24,215.11,216.2,212.6,214.67,214.027779260755,28468681,0.0,1.0
2018-07-23,210.58,211.62,208.8,210.91,210.279027921395,16731969,0.0,1.0
2018-07-20,208.85,211.5,208.5,209.94,209.311929836507,16241508,0.0,1.0
2018-07-19,208.77,209.99,207.76,208.09,207.467464416875,11350429,0.0,1.0
2018-07-18,209.82,210.99,208.44,209.36,208.733665002244,15334907,0.0,1.0
2018-07-17,204.9,210.46,204.84,209.99,209.361780253254,15349892,0.0,1.0
2018-07-16,207.5,208.72,206.84,207.23,206.61003724883,11078209,0.0,1.0
2018-07-13,207.81,208.43,206.45,207.32,206.699767998974,11503401,0.0,1.0
2018-07-12,203.43,207.08,203.19,206.92,206.300964665,15454706,0.0,1.0
2018-07-11,202.22,204.5,201.75,202.54,201.934068157979,12927377,0.0,1.0
2018-07-10,204.5,204.91,202.26,203.54,202.931076492915,13190067,0.0,1.0
2018-07-09,204.93,205.8,202.12,204.74,204.127486494839,18149437,0.0,1.0
2018-07-06,198.45,203.64,197.7,203.23,202.622003909085,19740131,0.0,1.0
2018-07-05,194.74,198.65,194.03,198.45,197.85630406809,19684193,0.0,1.0
2018-07-03,194.55,195.4,192.52,192.73,192.153416392255,13489514,0.0,1.0
2018-07-02,193.37,197.45,192.22,197.36,196.76956498301,13961578,0.0,1.0
2018-06-29,197.32,197.6,193.96,194.32,193.738659644803,15811602,0.0,1.0
2018-06-28,195.18,197.34,193.26,196.23,195.642945564532,18172439,0.0,1.0
2018-06-27,199.18,200.75,195.8,195.84,195.254112313907,18734408,0.0,1.0
2018-06-26,197.6,199.1,196.23,199.0,198.404658652305,17897576,0.0,1.0
2018-06-25,200.0,200.0,193.11,196.35,195.762586564724,25275137,0.0,1.0
2018-06-22,201.16,202.24,199.31,201.74,201.13646149003,17420188,0.0,1.0
2018-06-21,202.76,203.39,200.09,201.5,200.897179489645,19045717,0.0,1.0
2018-06-20,199.1,203.55,198.81,202.0,201.395683657114,28230933,0.0,1.0
2018-06-19,196.24,197.96,193.79,197.49,196.899176066551,19993996,0.0,1.0
2018-06-18,194.8,199.58,194.13,198.31,197.716722901199,16826023,0.0,1.0
2018-06-15,195.79,197.07,194.64,195.85,195.264082397256,21860931,0.0,1.0
2018-06-14,193.1,197.28,192.91,196.81,196.221210398795,19120866,0.0,1.0
2018-06-13,192.74,194.5,191.91,192.41,191.834373725075,15853821,0.0,1.0
2018-06-12,192.17,193.28,191.56,192.4,191.824403641726,11562704,0.0,1.0
2018-06-11,188.81,192.6,188.8,191.54,190.966976473681,12928907,0.0,1.0
2018-06-08,187.53,189.48,186.43,189.1,188.534276136436,12677092,0.0,1.0
2018-06-07,190.75,190.97,186.77,188.18,187.617028468295,21503171,0.0,1.0
2018-06-06,191.03,192.53,189.11,191.34,190.767574806694,22558920,0.0,1.0
2018-06-05,194.3,195.0,192.62,192.94,192.362788142592,15544294,0.0,1.0
2018-06-04,191.84,193.98,191.47,193.28,192.70177097647,18939795,0.0,1.0
2018-06-01,193.07,194.55,192.07,193.99,193.409646894275,17307245,0.0,1.0
2018-05-31,187.87,192.72,187.48,191.78,191.206258474066,30782631,0.0,1.0
2018-05-30,186.54,188.0,185.25,187.67,187.108554217478,13736866,0.0,1.0
2018-05-29,184.34,186.81,183.71,185.74,185.184328131051,16398937,0.0,1.0
2018-05-25,186.02,186.33,184.45,184.92,184.366781296403,10965061,0.0,1.0
2018-05-24,185.88,186.8,185.03,185.93,185.373759714689,12354742,0.0,1.0
2018-05-23,182.5,186.91,182.18,186.9,186.340857799577,16628100,0.0,1.0
2018-05-22,184.93,185.42,183.43,183.8,183.250131961275,12731419,0.0,1.0
2018-05-21,183.77,185.3,183.13,184.49,183.938067712381,13532864,0.0,1.0
2018-05-18,183.49,184.19,182.61,182.68,182.133482626146,13130451,0.0,1.0
2018-05-17,182.68,184.06,182.22,183.76,183.210251627877,14840675,0.0,1.0
2018-05-16,183.7,184.32,182.66,183.2,182.651926960313,16975495,0.0,1.0
2018-05-15,184.88,185.29,183.2,184.32,183.768576295441,15429433,0.0,1.0
2018-05-14,187.71,187.86,186.2,186.64,186.081635632493,15646744,0.0,1.0
2018-05-11,184.85,188.32,184.18,186.99,186.430588549721,21207848,0.0,1.0
2018-05-10,183.15,186.13,182.5,185.53,184.974956380714,21071403,0.0,1.0
2018-05-09,179.67,183.01,178.78,182.66,182.113542459447,23282811,0.0,1.0
2018-05-08,178.25,179.04,177.11,178.92,178.384731286786,15577211,0.0,1.0
2018-05-07,177.35,179.5,177.17,177.97,177.437573368597,18697195,0.0,1.0
2018-05-04,173.08,176.98,173.06,176.61,176.081642033083,17677844,0.0,1.0
2018-05-03,175.13,176.12,172.12,174.02,173.499390445599,24026071,0.0,1.0
2018-05-02,174.25,178.08,174.2,176.07,175.543257532218,30424450,0.0,1.0
