,RS_Open,RS_High,RS_Low,RS_Close,RS_Adj Close,RS_Volume,RS_Dividend Amount,RS_Split Coefficient
2018-07-19,91.86,91.89,90.67,91.06,80.6609790039186,403492,0.0,1.0
2018-07-18,90.9,92.61,90.78,92.52,81.9542475010164,407708,0.0,1.0
2018-07-17,89.87,90.94,89.63,90.73,80.3686648915609,252888,0.0,1.0
2018-07-16,90.16,90.99,89.62,89.91,79.642308612369,405060,0.0,1.0
2018-07-13,89.54,90.7,89.14,89.99,79.7131726396073,326585,0.0,1.0
2018-07-12,90.38,91.51,89.13,89.54,79.3145624863922,324460,0.0,1.0
2018-07-11,90.0,90.41,88.84,89.62,79.3854265136304,325558,0.0,1.0
2018-07-10,91.43,92.59,90.36,91.16,80.7495590379664,484542,0.0,1.0
2018-07-09,89.22,90.16,88.42,90.05,79.7663206600359,412535,0.0,1.0
2018-07-06,87.84,88.86,86.79,88.32,78.2338860710092,323283,0.0,1.0
2018-07-05,88.05,88.3,87.09,87.95,77.9061399450323,557242,0.0,1.0
2018-07-03,88.35,88.93,86.84,86.98,77.0469136147688,283648,0.0,1.0
2018-07-02,86.59,88.05,86.44,87.62,77.6138258326746,587987,0.0,1.0
2018-06-29,88.54,88.83,87.47,87.54,77.5429618054364,473215,0.0,1.0
2018-06-28,88.25,88.63,86.43,87.79,77.7644118905559,733058,0.0,1.0
2018-06-27,90.35,90.67,88.61,88.77,78.6324962242242,360729,0.0,1.0
2018-06-26,89.93,90.67,88.84,90.45,80.1206407962271,491316,0.0,1.0
2018-06-25,92.86,92.86,89.0,90.0,79.7220306430121,517041,0.0,1.0
2018-06-22,92.57,93.75,92.46,93.37,82.7071777904226,727856,0.0,1.0
2018-06-21,92.65,92.7,91.12,91.96,81.4581993103488,437675,0.0,1.0
2018-06-20,92.75,93.36,91.42,93.23,82.5831657427557,312516,0.0,1.0
2018-06-19,92.5,92.5,90.62,91.96,81.4581993103488,500669,0.0,1.0
2018-06-18,93.04,94.82,93.0,94.49,83.6992741717579,392632,0.0,1.0
2018-06-15,95.86,95.86,93.35,94.0,83.2652320049237,801198,0.0,1.0
2018-06-14,95.88,96.36,94.85,96.09,85.1165547165225,351686,0.0,1.0
2018-06-13,95.44,95.55,94.32,94.77,83.9472982670917,497321,0.0,1.0
2018-06-12,95.97,96.04,94.75,95.05,84.1953223624255,221678,0.0,1.0
2018-06-11,95.79,95.91,94.47,95.53,84.6205065258549,277821,0.0,1.0
2018-06-08,95.73,96.3,95.28,95.6,84.6825125496884,331534,0.0,1.0
2018-06-07,96.45,96.7,94.97,95.79,84.8508146143792,647525,0.0,1.0
2018-06-06,96.05,96.57,95.03,96.56,85.5328808765472,307009,0.0,1.0
2018-06-05,94.9,95.6,94.51,95.35,84.4610624645689,302929,0.0,1.0
2018-06-04,94.25,95.61,94.17,94.9,84.0624523113538,433134,0.0,1.0
2018-06-01,94.86,95.23,94.14,94.25,83.4866820900432,621602,0.0,1.0
2018-05-31,95.69,97.41,93.53,93.57,82.8843378585182,768596,0.0,1.0
2018-05-30,93.51,95.0848,93.28,94.45,83.6638421581388,381700,0.0,1.0
2018-05-29,91.92,93.38,91.87,92.64,82.0605435418737,425763,0.0,1.0
2018-05-25,93.62,93.63,92.53,92.9,82.290851630398,481392,0.0,1.0
2018-05-24,93.47,94.44,93.29,94.03,83.291806015138,535456,0.5,1.0
2018-05-23,93.77,94.25,92.78,94.0,82.8248150367394,409329,0.0,1.0
2018-05-22,94.89,96.38,94.61,94.78,83.5120847785336,321140,0.0,1.0
2018-05-21,96.45,96.45,94.03,94.4,83.1772610581723,356173,0.0,1.0
2018-05-18,95.25,96.18,95.06,96.15,84.7192124019414,579442,0.0,1.0
2018-05-17,93.69,95.54,92.85,95.4,84.0583761117547,812924,0.0,1.0
2018-05-16,92.7,94.18,92.7,93.65,82.5164247679856,665020,0.0,1.0
2018-05-15,91.12,93.0,90.61,92.65,81.6353097144033,482250,0.0,1.0
2018-05-14,92.06,92.66,91.49,91.84,80.9216065210016,416781,0.0,1.0
2018-05-11,92.47,92.95,91.84,91.9,80.9744734242165,239719,0.0,1.0
2018-05-10,91.29,92.97,91.05,92.08,81.1330741338613,504524,0.0,1.0
2018-05-09,92.06,92.41,90.9,91.04,80.2167144781357,349419,0.0,1.0
2018-05-08,91.06,92.12,91.06,91.74,80.8334950156433,582789,0.0,1.0
2018-05-07,90.4,91.79,90.16,91.47,80.5955939511761,428658,0.0,1.0
2018-05-04,88.3,90.6,87.83,89.87,79.1858098654444,526402,0.0,1.0
2018-05-03,87.44,89.06,87.19,88.51,77.9874933925724,581972,0.0,1.0
2018-05-02,87.93,88.93,87.09,87.3,76.9213441777378,513919,0.0,1.0
2018-05-01,87.18,87.52,85.07,87.39,77.0006445325602,1073670,0.0,1.0
2018-04-30,89.65,89.95,87.27,87.92,77.4676355109588,594143,0.0,1.0
2018-04-27,92.81,93.0,88.77,89.08,78.4897289731143,821287,0.0,1.0
2018-04-26,92.5,93.73,91.14,93.03,81.9701334347645,985886,0.0,1.0
2018-04-25,87.23,89.69,86.67,88.8,78.2430167581113,555379,0.0,1.0
2018-04-24,89.26,90.2,86.65,87.7,77.2737901991707,693191,0.0,1.0
2018-04-23,89.32,89.38,87.73,88.34,77.8377038334634,286822,0.0,1.0
2018-04-20,90.5,90.61,88.65,89.66,79.0007757041921,428719,0.0,1.0
2018-04-19,89.22,90.48,88.17,90.23,79.503011284734,488118,0.0,1.0
2018-04-18,89.55,90.64,89.29,89.42,78.7893080913323,586195,0.0,1.0
2018-04-17,88.28,89.09,87.91,88.66,78.1196606506097,537045,0.0,1.0
2018-04-16,87.29,87.83,86.32,87.53,77.1240006400617,276713,0.0,1.0
2018-04-13,87.76,88.22,85.9,86.62,76.3221859413018,292888,0.0,1.0
2018-04-12,85.57,87.19,84.94,86.87,76.5424647046974,513412,0.0,1.0
2018-04-11,86.15,86.28,84.33,84.72,74.6480673394954,375222,0.0,1.0
2018-04-10,85.59,86.94,84.92,86.45,76.1723963821928,424960,0.0,1.0
2018-04-09,83.68,85.09,83.2,83.54,73.6083515762682,446360,0.0,1.0
2018-04-06,85.73,86.35,82.4,83.03,73.1589828989412,564064,0.0,1.0
2018-04-05,85.33,87.23,85.26,86.57,76.2781301886227,328384,0.0,1.0
2018-04-04,83.44,84.68,82.76,84.53,74.4806554793147,450789,0.0,1.0
2018-04-03,84.0,85.49,84.0,85.01,74.9035907050342,423627,0.0,1.0
2018-04-02,85.0,86.11,82.95,83.34,73.4321285655517,396523,0.0,1.0
2018-03-29,84.08,86.41,84.08,85.74,75.5468046941493,411628,0.0,1.0
2018-03-28,84.15,84.31,82.71,83.13,73.2470944042994,619916,0.0,1.0
2018-03-27,85.53,85.53,83.82,84.26,74.2427544148475,604449,0.0,1.0
2018-03-26,84.25,85.18,83.0,84.9,74.8066680491402,686447,0.0,1.0
2018-03-23,84.01,84.01,82.59,82.59,72.771292275365,699801,0.0,1.0
2018-03-22,88.44,88.52,83.61,83.69,73.7405188343055,1003157,0.0,1.0
2018-03-21,88.0,90.46,87.92,89.61,78.956719951513,357150,0.0,1.0
2018-03-20,88.93,89.09,87.23,87.55,77.1416229411333,735203,0.0,1.0
2018-03-19,90.55,90.55,88.16,88.89,78.3223171129337,322780,0.0,1.0
2018-03-16,90.16,92.36,88.89,90.76,79.9700022631327,706473,0.0,1.0
2018-03-15,91.07,91.35,89.79,89.88,79.1946210159802,486890,0.5,1.0
2018-03-14,94.35,94.35,90.95,91.16,79.8780886459034,578497,0.0,1.0
2018-03-13,94.08,95.08,93.24,93.29,81.7444810199247,558043,0.0,1.0
2018-03-12,92.66,94.15,92.66,93.86,82.2439381340994,467066,0.0,1.0
2018-03-09,93.06,93.5,91.78,92.62,81.1573998506316,483607,0.0,1.0
2018-03-08,94.37,94.54,91.09,92.06,80.6667051419688,495483,0.0,1.0
2018-03-07,92.05,94.87,92.05,94.31,82.638246382132,750211,0.0,1.0
2018-03-06,93.5,93.86,92.19,92.83,81.3414103663802,581723,0.0,1.0
2018-03-05,92.02,93.85,91.99,93.16,81.6305697482708,356442,0.0,1.0
2018-03-02,92.96,93.4,91.03,92.81,81.3238855553565,590248,0.0,1.0
2018-03-01,90.95,94.09,90.81,93.62,82.0336404018153,1373354,0.0,1.0
2018-02-28,93.23,93.69,90.13,90.17,79.0106105002316,404895,0.0,1.0
2018-02-27,93.1,93.42,92.47,92.82,81.3326479608683,551816,0.0,1.0
2018-02-26,93.28,93.68,91.86,93.32,81.7707682364602,461000,0.0,1.0
2018-02-23,91.78,92.34,90.83,92.29,80.868240468741,212367,0.0,1.0
2018-02-22,92.52,92.52,90.53,91.37,80.062099161652,389547,0.0,1.0
2018-02-21,92.79,93.31,91.69,91.7,80.3512585435426,457301,0.0,1.0
2018-02-20,93.6,95.97,92.24,92.72,81.24502390575,744252,0.0,1.0
2018-02-16,91.4,95.72,89.85,94.57,82.8660689254398,1229698,0.0,1.0
2018-02-15,94.22,94.79,89.53,91.47,80.1497232167704,1159309,0.0,1.0
2018-02-14,85.49,88.91,85.29,88.59,77.6261504293614,448096,0.0,1.0
2018-02-13,85.03,86.6,84.87,86.3,75.6195595671508,417141,0.0,1.0
2018-02-12,83.81,85.89,83.04,85.18,74.6381701498251,503244,0.0,1.0
2018-02-09,82.24,83.36,80.34,82.98,72.710440937221,457146,0.0,1.0
2018-02-08,84.43,84.48,80.94,80.96,70.94043502383,289113,0.0,1.0
2018-02-07,84.07,86.71,83.64,84.32,73.8846032758071,385021,0.0,1.0
2018-02-06,80.4,84.17,79.84,83.47,73.139798807301,721604,0.0,1.0
2018-02-05,84.48,86.12,82.01,82.35,72.1584093899753,492973,0.0,1.0
2018-02-02,86.46,86.46,84.86,85.03,74.5067340671475,259274,0.0,1.0
2018-02-01,87.16,88.15,86.51,87.19,76.3994136577043,569861,0.0,1.0
2018-01-31,89.35,89.63,87.09,87.59,76.7499098781777,493114,0.0,1.0
2018-01-30,90.62,91.22,88.71,88.76,77.7751113230626,347560,0.0,1.0
2018-01-29,91.46,92.15,91.1,91.12,79.8430390238561,268617,0.0,1.0
2018-01-26,91.0,91.87,90.24,91.7,80.3512585435426,290040,0.0,1.0
2018-01-25,92.64,92.64,90.38,91.0,79.7378901577141,315517,0.0,1.0
2018-01-24,91.74,92.26,91.1,91.87,80.5002194372439,395756,0.0,1.0
2018-01-23,91.02,91.3,89.39,90.6,79.3873939372406,391572,0.0,1.0
2018-01-22,90.84,91.45,90.34,91.11,79.8342766183443,579749,0.0,1.0
2018-01-19,91.25,91.36,90.57,90.91,79.6590285081075,275728,0.0,1.0
2018-01-18,91.02,91.62,90.72,91.17,79.8868510514153,317408,0.0,1.0
2018-01-17,91.11,91.33,90.79,90.97,79.7116029411786,311889,0.0,1.0
2018-01-16,90.75,92.18,89.89,90.93,79.6765533191312,512054,0.0,1.0
2018-01-12,91.24,91.24,89.96,90.45,79.2559578545631,334802,0.0,1.0
2018-01-11,89.81,90.85,89.18,90.83,79.5889292640128,507398,0.0,1.0
2018-01-10,89.15,89.46,88.38,88.89,77.8890225947165,403509,0.0,1.0
2018-01-09,89.76,89.76,88.61,88.94,77.9328346222757,530366,0.0,1.0
2018-01-08,88.76,89.89,87.9,89.68,78.5812526301516,383141,0.0,1.0
2018-01-05,88.81,89.25,87.86,88.45,77.5034767521957,480901,0.0,1.0
2018-01-04,88.86,89.19,88.06,88.83,77.8364481616455,547609,0.0,1.0
2018-01-03,88.0,88.68,87.04,88.27,77.3457534529826,388634,0.0,1.0
2018-01-02,86.63,87.98,85.79,87.89,77.0127820435329,367058,0.0,1.0
2017-12-29,87.15,87.15,85.79,85.79,75.1726768860471,258751,0.0,1.0
2017-12-28,86.75,86.98,86.05,86.87,76.1190166813255,267629,0.0,1.0
2017-12-27,87.33,87.33,86.14,86.6,75.8824317325059,190977,0.0,1.0
2017-12-26,86.22,87.32,86.03,87.13,76.3468392246333,380864,0.0,1.0
2017-12-22,86.23,86.37,85.46,86.32,75.6370843781745,168209,0.0,1.0
2017-12-21,85.88,86.45,85.21,86.1,75.4443114569141,483241,0.0,1.0
2017-12-20,84.92,85.76,83.99,85.48,74.9010423151802,337361,0.0,1.0
2017-12-19,84.03,84.25,83.22,83.79,73.4201957836798,569761,0.0,1.0
2017-12-18,83.56,84.51,83.41,84.03,73.6304935159639,434757,0.0,1.0
2017-12-15,82.94,83.17,82.09,82.71,72.4738559884014,754963,0.0,1.0
2017-12-14,83.9,84.36,82.35,82.44,72.2372710395818,574463,0.0,1.0
2017-12-13,83.63,84.08,82.85,83.98,73.5866814884047,363708,0.0,1.0
2017-12-12,83.62,84.41,83.37,83.68,73.3238093230496,319262,0.0,1.0
2017-12-11,83.29,83.99,82.91,83.66,73.3062845120259,529212,0.0,1.0
2017-12-08,82.33,83.32,81.53,83.07,72.7893025868275,571085,0.0,1.0
2017-12-07,81.09,81.94,80.905,81.8,71.6764770868243,464477,0.0,1.0
2017-12-06,80.53,81.685,80.53,81.2,71.1507327561141,435068,0.0,1.0
2017-12-05,81.3,81.3,79.55,80.48,70.5198395592619,439849,0.0,1.0
2017-12-04,79.67,81.98,79.67,81.62,71.5187537876112,797765,0.0,1.0
2017-12-01,78.74,79.73,76.93,78.57,68.846220106501,629205,0.0,1.0
2017-11-30,78.17,78.96,77.8,78.61,68.8812697285484,425907,0.0,1.0
2017-11-29,76.76,78.49,76.52,77.81,68.1802772876015,447213,0.0,1.0
2017-11-28,75.89,76.41,74.8,76.36,66.9097284883851,340312,0.0,1.0
2017-11-27,75.86,76.06,74.7,75.89,66.4978954293288,488115,0.0,1.0
2017-11-24,76.8,76.8,75.66,75.81,66.4277961852341,104043,0.0,1.0
2017-11-22,76.44,76.99,76.15,76.27,66.8308668387786,230097,0.0,1.0
2017-11-21,76.35,76.35,75.8,76.25,66.8133420277549,385303,0.0,1.0
2017-11-20,74.15,75.6,74.12,75.59,66.2350232639737,304738,0.0,1.0
2017-11-17,74.0,74.66,73.69,74.36,65.1572473860178,296772,0.0,1.0
2017-11-16,74.39,74.72,73.9,74.3,65.1046729529468,509238,0.45,1.0
2017-11-15,73.57,74.94,72.69,74.39,64.7911253641433,643388,0.0,1.0
2017-11-14,74.8,75.22,73.44,74.2,64.625641914497,609739,0.0,1.0
2017-11-13,75.4,76.45,75.21,75.29,65.574994336152,718080,0.0,1.0
2017-11-10,76.48,76.54,74.89,75.56,65.8101550277546,386114,0.0,1.0
2017-11-09,76.23,76.91,76.01,76.19,66.3588633081607,346578,0.0,1.0
2017-11-08,76.73,77.54,76.2332,77.19,67.2298288326149,317587,0.0,1.0
2017-11-07,76.97,77.27,76.43,76.88,66.9598295200341,330410,0.0,1.0
2017-11-06,77.56,77.9,76.57,77.16,67.2036998668812,403474,0.0,1.0
2017-11-03,78.39,78.39,77.11,77.4,67.4127315927502,259017,0.0,1.0
2017-11-02,77.89,78.695,77.89,78.5,68.3707936696498,724100,0.0,1.0
2017-11-01,78.06,79.99,77.37,77.75,67.7175695263092,614814,0.0,1.0
2017-10-31,76.69,77.5,76.44,76.84,66.9249908990559,598437,0.0,1.0
2017-10-30,77.71,78.07,76.43,76.74,66.8378943466105,393822,0.0,1.0
2017-10-27,77.94,78.32,77.13,78.25,68.1530522885362,480578,0.0,1.0
2017-10-26,77.75,79.7,77.18,78.42,68.3011164276934,830267,0.0,1.0
2017-10-25,77.61,77.61,75.95,76.12,66.2978957214489,301264,0.0,1.0
2017-10-24,76.5,77.54,76.19,77.52,67.5172474556847,272217,0.0,1.0
2017-10-23,76.86,77.0,76.105,76.34,66.4895081368288,471853,0.0,1.0
2017-10-20,76.75,77.21,75.91,77.12,67.1688612459031,371733,0.0,1.0
2017-10-19,75.58,75.97,74.485,75.95,66.1498315822917,338849,0.0,1.0
2017-10-18,74.87,76.05,74.71,75.96,66.1585412375363,440890,0.0,1.0
2017-10-17,74.87,75.93,74.79,74.85,65.1917695053922,328974,0.0,1.0
2017-10-16,76.84,76.9,74.84,75.15,65.4530591627284,481007,0.0,1.0
2017-10-13,77.0,77.48,76.19,76.53,66.6549915864751,298859,0.0,1.0
2017-10-12,75.53,76.12,75.23,75.62,65.8624129592219,285725,0.0,1.0
2017-10-11,75.36,76.36,75.36,75.62,65.8624129592219,434677,0.0,1.0
2017-10-10,75.29,75.58,74.89,75.28,65.5662846809075,238376,0.0,1.0
2017-10-09,76.31,76.31,74.43,75.1,65.4095108865057,336814,0.0,1.0
2017-10-06,77.39,77.55,76.12,76.31,66.4633791710952,373116,0.0,1.0
2017-10-05,77.61,78.28,77.07,77.74,67.7088598710646,419223,0.0,1.0
2017-10-04,77.68,78.1,77.02,77.14,67.1862805563921,382411,0.0,1.0
2017-10-03,78.22,78.32,77.01,77.68,67.6566019395974,277362,0.0,1.0
2017-10-02,76.28,78.1,76.13,78.01,67.9440205626672,412418,0.0,1.0
2017-09-29,76.28,76.6399,75.99,76.17,66.3414439976716,436716,0.0,1.0
2017-09-28,76.56,76.98,75.15,76.26,66.4198308948725,318261,0.0,1.0
2017-09-27,75.05,76.15,73.86,76.1,66.2804764109598,623602,0.0,1.0
2017-09-26,74.84,75.49,74.23,74.34,64.7475770879206,319539,0.0,1.0
2017-09-25,74.25,75.13,73.64,74.55,64.9304798480559,323245,0.0,1.0
2017-09-22,73.67,74.7855,73.53,74.35,64.7562867431651,320927,0.0,1.0
2017-09-21,75.27,75.5341,73.965,74.14,64.5733839830297,349449,0.0,1.0
2017-09-20,74.1,76.1,74.1,75.58,65.8275743382437,835480,0.0,1.0
2017-09-19,73.22,74.18,72.315,73.84,64.3120943256935,422549,0.0,1.0
2017-09-18,72.63,73.5,72.34,73.14,63.7024184585756,572206,0.0,1.0
2017-09-15,72.29,72.76,71.17,72.45,63.1014522467022,858107,0.0,1.0
2017-09-14,73.49,73.49,72.18,72.43,63.0840329362132,693501,0.0,1.0
2017-09-13,74.26,74.65,73.8,73.87,64.3382232914271,329951,0.0,1.0
2017-09-12,73.67,74.84,72.79,74.8,65.1482212291695,352660,0.0,1.0
2017-09-11,74.49,74.59,73.45,73.55,64.0595143236018,383051,0.0,1.0
2017-09-08,73.3,74.03,72.529,74.0,64.4514488096061,472573,0.0,1.0
2017-09-07,74.66,75.08,73.2,73.59,64.09435294458,516535,0.0,1.0
2017-09-06,74.32,74.89,74.03,74.58,64.9566088137896,389875,0.0,1.0
2017-09-05,73.73,75.2,73.34,74.04,64.4862874305843,493722,0.0,1.0
2017-09-01,72.86,73.65,72.79,73.36,63.8940308739555,286394,0.0,1.0
2017-08-31,73.36,73.57,72.37,72.42,63.0753232809686,307800,0.0,1.0
2017-08-30,71.77,73.21,71.3,72.85,63.4498384564839,313049,0.0,1.0
2017-08-29,70.57,72.2,70.275,71.92,62.6398405187416,281144,0.0,1.0
2017-08-28,71.08,71.36,70.39,71.24,62.0475839621127,542722,0.0,1.0
2017-08-25,71.11,71.3,70.67,70.88,61.7340363733092,449076,0.0,1.0
2017-08-24,71.58,71.58,70.615,70.67,61.5511336131739,336868,0.0,1.0
2017-08-23,70.46,71.78,70.1,71.44,62.2217770670036,466296,0.0,1.0
2017-08-22,69.72,70.93,69.66,70.89,61.7427460285538,316020,0.0,1.0
2017-08-21,69.51,70.01,69.37,69.4,60.4450073971171,294569,0.0,1.0
2017-08-18,69.04,69.89,68.46,69.31,60.3666204999163,359457,0.0,1.0
2017-08-17,71.07,71.07,69.06,69.11,60.1924273950254,384396,0.0,1.0
2017-08-16,70.13,71.76,70.1,71.55,62.3175832746935,443818,0.45,1.0
2017-08-15,71.0,71.44,69.58,70.14,60.7077123734306,253025,0.0,1.0
2017-08-14,70.73,71.13,70.2401,70.82,61.2962673265805,298494,0.0,1.0
2017-08-11,70.61,71.62,70.13,70.24,60.7942645724232,392283,0.0,1.0
2017-08-10,72.0,72.31,71.39,71.4,61.7982700807377,330177,0.0,1.0
2017-08-09,72.67,72.67,71.885,72.34,62.6118607512685,361821,0.0,1.0
2017-08-08,73.22,74.02,72.28,72.96,63.1484843850228,266239,0.0,1.0
2017-08-07,73.04,73.75,73.02,73.21,63.3648648825043,648144,0.0,1.0
2017-08-04,72.18,72.93,72.105,72.48,62.7330338298582,283300,0.0,1.0
2017-08-03,71.96,72.39,71.8,72.02,62.334893714492,336215,0.0,1.0
2017-08-02,71.45,72.4,71.45,72.03,62.3435489343913,401145,0.0,1.0
2017-08-01,72.61,72.81,71.78,71.92,62.2483415154994,471457,0.0,1.0
2017-07-31,72.13,72.49,71.825,72.36,62.629171191067,575510,0.0,1.0
2017-07-28,73.84,73.84,71.33,71.75,62.1012027772119,631122,0.0,1.0
2017-07-27,75.0,75.75,74.02,74.38,64.3775256107181,689119,0.0,1.0
2017-07-26,76.31,76.31,73.02,73.9,63.9620750555535,963011,0.0,1.0
2017-07-25,75.39,76.61,75.37,76.21,65.9614308522832,569061,0.0,1.0
2017-07-24,75.16,75.21,74.31,74.4,64.3948360505166,456064,0.0,1.0
2017-07-21,75.4,75.7,75.0,75.09,64.9920462235658,359501,0.0,1.0
2017-07-20,74.96,75.68,74.22,75.55,65.3901863389319,548876,0.0,1.0
2017-07-19,74.01,75.19,73.5,74.96,64.8795283648754,914205,0.0,1.0
2017-07-18,75.0,75.09,73.87,74.27,64.2823181918262,525505,0.0,1.0
2017-07-17,73.91,75.21,73.51,75.01,64.9228044643717,472740,0.0,1.0
2017-07-14,74.19,74.19,73.3,73.53,63.6418319192808,292582,0.0,1.0
2017-07-13,73.17,74.53,72.48,74.0,64.0486272545461,610186,0.0,1.0
2017-07-12,73.61,74.125,72.75,72.91,63.1052082855265,652881,0.0,1.0
2017-07-11,72.7,73.275,72.5,72.98,63.1657948248213,610100,0.0,1.0
2017-07-10,72.32,73.59,71.54,72.5,62.7503442696567,619328,0.0,1.0
2017-07-07,73.42,73.95,71.35,72.53,62.7763099293545,344708,0.0,1.0
2017-07-06,73.26,74.06,72.96,73.28,63.4254514217992,435629,0.0,1.0
2017-07-05,73.84,74.005,72.01,73.36,63.4946931809933,427181,0.0,1.0
2017-07-03,73.02,74.02,72.89,73.74,63.8235915371653,240518,0.0,1.0
2017-06-30,73.57,74.56,72.79,72.81,63.0186560865338,608040,0.0,1.0
2017-06-29,73.09,73.77,72.5,73.1,63.2696574636124,566323,0.0,1.0
2017-06-28,71.58,73.18,71.25,72.79,63.0013456467353,638140,0.0,1.0
2017-06-27,71.85,72.51,70.75,70.75,61.2356807872856,464527,0.0,1.0
2017-06-26,71.66,71.785,70.3,71.32,61.7290283215436,398603,0.0,1.0
2017-06-23,71.75,72.115,70.88,71.43,61.8242357404355,805413,0.0,1.0
2017-06-22,70.66,71.07,69.99,70.97,61.4260956250694,465329,0.0,1.0
2017-06-21,69.84,70.88,69.31,70.47,60.9933346301063,813623,0.0,1.0
2017-06-20,70.05,71.59,69.52,69.84,60.4480557764527,941341,0.0,1.0
2017-06-19,72.99,73.86,72.43,72.51,62.7589994895559,332866,0.0,1.0
2017-06-16,71.33,72.44,70.99,72.44,62.6984129502611,857805,0.0,1.0
2017-06-15,73.92,73.985,71.5,71.78,62.1271684369097,741508,0.0,1.0
2017-06-14,76.74,76.74,74.12,74.57,64.5419747888041,566558,0.0,1.0
2017-06-13,76.84,78.0,76.49,76.58,66.281673988556,397859,0.0,1.0
2017-06-12,75.52,77.0199,75.29,76.63,66.3249500880523,548763,0.0,1.0
2017-06-09,75.66,76.05,74.59,75.52,65.3642206792341,545879,0.0,1.0
2017-06-08,72.97,75.971,72.81,75.42,65.2776684802415,671412,0.0,1.0
2017-06-07,73.63,74.42,72.58,73.13,63.2956231233102,502303,0.0,1.0
2017-06-06,74.64,74.64,73.17,73.31,63.451417081497,577394,0.0,1.0
2017-06-05,74.26,75.18,73.94,74.72,64.6718030872931,328951,0.0,1.0
2017-06-02,74.64,74.87,74.0,74.36,64.3602151709196,522670,0.0,1.0
2017-06-01,73.42,74.8,72.835,74.75,64.6977687469908,508680,0.0,1.0
2017-05-31,72.73,73.45,72.37,72.95,63.1398291651235,591518,0.0,1.0
2017-05-30,72.53,73.37,72.31,72.75,62.9667247671382,617443,0.0,1.0
2017-05-26,73.08,73.08,72.13,72.84,63.0446217462316,500108,0.0,1.0
2017-05-25,73.57,73.8,72.65,73.17,63.3302440029073,517410,0.0,1.0
2017-05-24,74.2,74.95,72.99,73.25,63.3994857621014,863761,0.45,1.0
2017-05-23,72.78,74.84,71.96,74.23,63.8554115077447,820887,0.0,1.0
2017-05-22,72.25,72.69,71.2,71.26,61.3005068576302,433595,0.0,1.0
2017-05-19,71.82,72.64,71.49,71.98,61.9198776819004,629911,0.0,1.0
2017-05-18,71.26,72.42,70.495,71.35,61.377928210664,573381,0.0,1.0
2017-05-17,71.78,72.38,71.08,71.73,61.7048183679177,508941,0.0,1.0
2017-05-16,73.3,73.71,72.13,72.69,62.5306461336113,475339,0.0,1.0
2017-05-15,72.5,73.33,72.38,72.92,62.7285007024754,470244,0.0,1.0
2017-05-12,72.02,72.72,71.61,72.14,62.0575156428493,669623,0.0,1.0
2017-05-11,73.44,73.614,72.56,72.81,62.633874604323,592150,0.0,1.0
2017-05-10,74.14,74.825,73.45,73.56,63.2790525462711,910396,0.0,1.0
2017-05-09,75.34,75.6,73.74,74.05,63.7005688016772,707854,0.0,1.0
2017-05-08,74.91,75.57,74.56,75.38,64.8446843520652,469972,0.0,1.0
2017-05-05,75.11,75.49,74.23,75.36,64.8274796069466,401738,0.0,1.0
2017-05-04,74.65,75.14,73.821,74.71,64.2683253905915,506454,0.0,1.0
2017-05-03,76.84,76.9899,74.97,75.29,64.7672629990314,550635,0.0,1.0
2017-05-02,78.48,78.9,77.09,77.58,66.737206315113,596396,0.0,1.0
2017-05-01,79.16,80.06,78.28,78.68,67.6834672966369,399545,0.0,1.0
2017-04-28,80.9,81.0,78.69,78.82,67.8039005124672,598979,0.0,1.0
2017-04-27,78.24,82.28,77.6001,80.53,69.2749062201089,1103191,0.0,1.0
2017-04-26,77.8,79.94,77.07,79.65,68.5178974348898,870707,0.0,1.0
2017-04-25,79.77,79.97,78.5,79.17,68.104983552043,411845,0.0,1.0
2017-04-24,78.16,79.09,77.51,78.77,67.7608886496706,436775,0.0,1.0
2017-04-21,76.73,77.075,75.93,76.94,66.1866544713172,513007,0.0,1.0
2017-04-20,76.09,77.23,75.051,76.88,66.1350402359614,666980,0.0,1.0
2017-04-19,75.83,76.325,74.85,75.05,64.560806057608,519213,0.0,1.0
2017-04-18,74.95,76.15,74.14,75.32,64.7930701167093,562186,0.0,1.0
2017-04-17,76.32,76.65,75.02,75.82,65.2231887446747,581494,0.0,1.0
2017-04-13,77.45,77.83,75.8,75.87,65.2662006074713,572636,0.0,1.0
2017-04-12,78.6,79.16,77.12,77.24,66.4447256480965,457453,0.0,1.0
2017-04-11,78.45,79.73,77.87,79.47,68.3630547288222,424876,0.0,1.0
2017-04-10,79.8,79.89,78.17,78.44,67.4770103552135,415622,0.0,1.0
2017-04-07,78.31,80.13,78.005,79.54,68.4232713367374,573867,0.0,1.0
2017-04-06,78.19,78.99,77.565,78.57,67.5888411984845,365537,0.0,1.0
2017-04-05,80.91,81.505,78.12,78.24,67.3049629040273,512902,0.0,1.0
2017-04-04,79.76,81.18,79.53,80.29,69.0684492786855,525199,0.0,1.0
2017-04-03,80.24,81.11,79.12,79.73,68.5867164153642,431186,0.0,1.0
2017-03-31,79.88,80.77,79.35,80.02,68.8361852195842,377574,0.0,1.0
2017-03-30,79.23,80.4,79.12,80.12,68.9222089451773,436308,0.0,1.0
2017-03-29,79.32,79.96,79.08,79.34,68.2512238855512,410425,0.0,1.0
2017-03-28,77.89,80.47,77.89,79.6,68.4748855720932,476879,0.0,1.0
2017-03-27,77.14,78.19,76.18,77.89,67.0038798644515,768176,0.0,1.0
