,LITE_Open,LITE_High,LITE_Low,LITE_Close,LITE_Adj Close,LITE_Volume,LITE_Dividend Amount,LITE_Split Coefficient
2019-01-17,45.59,46.46,45.4,46.0,46.0,1115355,0.0,1.0
2019-01-16,45.93,46.25,45.45,45.69,45.69,906426,0.0,1.0
2019-01-15,45.53,46.26,45.2,45.91,45.91,1273889,0.0,1.0
2019-01-14,45.39,45.71,44.33,45.35,45.35,967938,0.0,1.0
2019-01-11,44.83,45.93,44.56,45.73,45.73,966790,0.0,1.0
2019-01-10,44.59,45.96,44.32,45.09,45.09,1155158,0.0,1.0
2019-01-09,43.5,45.44,43.4,44.75,44.75,1614447,0.0,1.0
2019-01-08,42.9,43.77,42.25,43.46,43.46,1137466,0.0,1.0
2019-01-07,41.84,42.25,40.91,42.23,42.23,1214348,0.0,1.0
2019-01-04,39.93,41.91,39.7,41.79,41.79,1426920,0.0,1.0
2019-01-03,39.095,40.41,38.73,39.01,39.01,2506562,0.0,1.0
2019-01-02,41.28,43.18,40.58,42.59,42.59,1125078,0.0,1.0
2018-12-31,42.0,42.25,40.79,42.01,42.01,943531,0.0,1.0
2018-12-28,41.0,42.42,40.2401,41.57,41.57,1395720,0.0,1.0
2018-12-27,39.42,40.76,38.7,40.67,40.67,1219323,0.0,1.0
2018-12-26,37.95,40.14,37.5,40.1,40.1,1534537,0.0,1.0
2018-12-24,37.67,38.595,37.31,37.55,37.55,768880,0.0,1.0
2018-12-21,40.85,41.32,37.31,37.98,37.98,2665937,0.0,1.0
2018-12-20,41.1,42.52,40.09,40.83,40.83,1568323,0.0,1.0
2018-12-19,41.94,43.31,41.28,41.72,41.72,1253687,0.0,1.0
2018-12-18,43.34,43.84,41.87,42.22,42.22,1618498,0.0,1.0
2018-12-17,43.47,44.41,42.2701,42.83,42.83,1608079,0.0,1.0
2018-12-14,43.59,44.55,43.28,43.46,43.46,1332745,0.0,1.0
2018-12-13,45.65,45.72,43.33,43.86,43.86,1274969,0.0,1.0
2018-12-12,45.0,45.45,44.06,44.86,44.86,1812756,0.0,1.0
2018-12-11,44.29,45.48,43.39,44.17,44.17,3544651,0.0,1.0
2018-12-10,41.8,43.79,40.64,43.4,43.4,3003071,0.0,1.0
2018-12-07,44.21,44.91,41.19,41.91,41.91,2138103,0.0,1.0
2018-12-06,43.01,45.1,42.4,44.73,44.73,3288584,0.0,1.0
2018-12-04,46.85,47.26,44.53,45.12,45.12,1772521,0.0,1.0
2018-12-03,47.0,47.93,46.0,47.77,47.77,2324387,0.0,1.0
2018-11-30,44.06,44.6,43.36,44.47,44.47,1185437,0.0,1.0
2018-11-29,44.1,44.9,43.37,44.39,44.39,1591749,0.0,1.0
2018-11-28,43.6,44.24,42.34,44.21,44.21,1513766,0.0,1.0
2018-11-27,42.6,43.88,41.82,42.81,42.81,1630664,0.0,1.0
2018-11-26,41.0,43.23,40.44,43.06,43.06,2629601,0.0,1.0
2018-11-23,39.65,40.49,39.56,39.85,39.85,739970,0.0,1.0
2018-11-21,41.14,41.4674,40.1,40.28,40.28,1414400,0.0,1.0
2018-11-20,37.6,41.13,37.29,39.93,39.93,1436302,0.0,1.0
2018-11-19,40.39,40.5,38.12,39.44,39.44,2077287,0.0,1.0
2018-11-16,40.72,42.25,40.26,41.52,41.52,1824294,0.0,1.0
2018-11-15,38.87,41.1,38.85,41.08,41.08,2516964,0.0,1.0
2018-11-14,39.2,39.87,38.42,38.85,38.85,3078390,0.0,1.0
2018-11-13,37.96,41.09,37.75,38.95,38.95,8366326,0.0,1.0
2018-11-12,44.02,44.44,37.0,37.5,37.5,17787612,0.0,1.0
2018-11-09,58.29,58.4,55.24,55.95,55.95,2286300,0.0,1.0
2018-11-08,56.95,58.89,56.7,58.32,58.32,1272462,0.0,1.0
2018-11-07,55.49,57.47,55.09,56.92,56.92,1084978,0.0,1.0
2018-11-06,53.53,56.04,53.38,55.1,55.1,1635373,0.0,1.0
2018-11-05,52.62,53.56,51.35,53.37,53.37,1745790,0.0,1.0
2018-11-02,55.24,56.1599,51.66,52.34,52.34,3450183,0.0,1.0
2018-11-01,56.36,58.33,54.33,56.32,56.32,4951983,0.0,1.0
2018-10-31,55.95,56.5,54.5,54.65,54.65,2262324,0.0,1.0
2018-10-30,52.9,54.83,52.5004,54.78,54.78,1179895,0.0,1.0
2018-10-29,56.77,57.19,52.1,53.04,53.04,1457545,0.0,1.0
2018-10-26,54.03,56.63,54.03,55.52,55.52,1402280,0.0,1.0
2018-10-25,53.85,56.54,53.51,55.53,55.53,1737995,0.0,1.0
2018-10-24,58.27,58.27,53.44,53.45,53.45,2184719,0.0,1.0
2018-10-23,56.0,58.78,54.04,57.84,57.84,2911397,0.0,1.0
2018-10-22,62.21,63.95,57.2,59.11,59.11,3491091,0.0,1.0
2018-10-19,62.59,63.47,61.64,62.08,62.08,1351589,0.0,1.0
2018-10-18,61.99,63.34,61.6,62.22,62.22,1132776,0.0,1.0
2018-10-17,62.22,63.31,61.06,62.36,62.36,1293271,0.0,1.0
2018-10-16,58.64,62.56,58.62,61.93,61.93,1546379,0.0,1.0
2018-10-15,57.75,59.12,57.09,58.44,58.44,786690,0.0,1.0
2018-10-12,59.1,59.9,57.1,58.3,58.3,1487068,0.0,1.0
2018-10-11,56.87,58.7598,56.0,56.94,56.94,1955715,0.0,1.0
2018-10-10,57.25,57.45,55.405,55.58,55.58,2440019,0.0,1.0
2018-10-09,55.67,57.52,55.49,57.26,57.26,1267091,0.0,1.0
2018-10-08,54.98,56.48,54.3,55.99,55.99,1996556,0.0,1.0
2018-10-05,58.9,58.9,53.64,54.92,54.92,3153763,0.0,1.0
2018-10-04,60.83,61.0,58.79,59.36,59.36,1134158,0.0,1.0
2018-10-03,60.44,61.83,60.05,61.16,61.16,668932,0.0,1.0
2018-10-02,60.15,61.35,59.89,60.21,60.21,851241,0.0,1.0
2018-10-01,60.6,60.64,59.85,60.14,60.14,1046417,0.0,1.0
2018-09-28,60.85,61.25,59.15,59.95,59.95,1535823,0.0,1.0
2018-09-27,60.9,61.85,60.4,61.25,61.25,705526,0.0,1.0
2018-09-26,62.85,63.05,60.76,61.25,61.25,1116312,0.0,1.0
2018-09-25,62.45,63.1,61.8,62.6,62.6,743434,0.0,1.0
2018-09-24,61.4,62.45,61.05,62.15,62.15,819912,0.0,1.0
2018-09-21,63.15,63.45,61.15,61.5,61.5,1218967,0.0,1.0
2018-09-20,60.55,63.25,60.325,63.15,63.15,1666842,0.0,1.0
2018-09-19,60.75,61.0,59.65,60.25,60.25,710818,0.0,1.0
2018-09-18,60.9,61.6,60.05,60.4,60.4,794291,0.0,1.0
2018-09-17,61.15,61.65,59.9,60.95,60.95,999500,0.0,1.0
2018-09-14,60.45,61.4,60.15,61.0,61.0,1044570,0.0,1.0
2018-09-13,60.65,61.95,59.8,60.05,60.05,1506642,0.0,1.0
2018-09-12,60.9,61.55,58.35,60.7,60.7,2313777,0.0,1.0
2018-09-11,64.6,64.775,60.85,61.3,61.3,2417248,0.0,1.0
2018-09-10,65.9,65.9,64.95,65.15,65.15,899559,0.0,1.0
2018-09-07,64.85,67.95,64.6,65.8,65.8,1658747,0.0,1.0
2018-09-06,68.0,68.25,64.7,64.9,64.9,1715419,0.0,1.0
2018-09-05,68.5,68.85,66.1,68.1,68.1,1742856,0.0,1.0
2018-09-04,67.95,69.3234,67.6,67.9,67.9,1542121,0.0,1.0
2018-08-31,68.5,68.95,67.8,67.9,67.9,1663215,0.0,1.0
2018-08-30,68.85,69.95,68.05,68.4,68.4,1867746,0.0,1.0
2018-08-29,68.15,69.25,67.8,68.8,68.8,1351983,0.0,1.0
2018-08-28,66.8,68.25,66.15,68.15,68.15,1454554,0.0,1.0
2018-08-27,65.45,66.725,64.3,66.4,66.4,1218758,0.0,1.0
2018-08-24,64.95,65.4,64.0,65.1,65.1,1414252,0.0,1.0
2018-08-23,63.15,64.7837,63.05,64.6,64.6,1647230,0.0,1.0
2018-08-22,61.8,63.4,61.8,63.15,63.15,1360346,0.0,1.0
2018-08-21,60.5,62.4,60.5,61.85,61.85,1464878,0.0,1.0
2018-08-20,59.75,60.3,59.01,60.15,60.15,1119656,0.0,1.0
2018-08-17,59.95,60.45,59.105,59.95,59.95,1308905,0.0,1.0
2018-08-16,59.45,61.325,59.0,60.3,60.3,1358111,0.0,1.0
2018-08-15,58.85,59.925,58.136,59.2,59.2,1489575,0.0,1.0
2018-08-14,58.75,60.1,58.225,59.6,59.6,1209675,0.0,1.0
2018-08-13,58.85,59.8,57.7,58.3,58.3,1348285,0.0,1.0
2018-08-10,57.8,59.95,57.4,58.6,58.6,1756073,0.0,1.0
2018-08-09,57.3,59.55,56.15,58.45,58.45,2680923,0.0,1.0
2018-08-08,61.0,61.0,54.05,56.5,56.5,7806635,0.0,1.0
2018-08-07,56.5,59.0,56.2,57.85,57.85,3189796,0.0,1.0
2018-08-06,54.9,56.25,54.325,56.1,56.1,1165669,0.0,1.0
2018-08-03,54.2,55.175,54.0,54.85,54.85,1815751,0.0,1.0
2018-08-02,53.2,54.45,52.85,53.5,53.5,1284714,0.0,1.0
2018-08-01,54.0,55.6,53.35,53.45,53.45,1901076,0.0,1.0
2018-07-31,52.0,53.35,51.55,52.25,52.25,1745662,0.0,1.0
2018-07-30,53.3,53.45,52.0,52.1,52.1,1201967,0.0,1.0
2018-07-27,54.85,55.3,52.9,53.2,53.2,1267339,0.0,1.0
2018-07-26,53.0,54.85,52.74,54.75,54.75,1094426,0.0,1.0
2018-07-25,53.1,53.85,52.5,53.55,53.55,1002205,0.0,1.0
2018-07-24,54.95,55.0,52.2,53.15,53.15,2340090,0.0,1.0
2018-07-23,54.15,56.3,51.1,54.4,54.4,4232583,0.0,1.0
2018-07-20,56.15,56.44,53.2,54.4,54.4,5331485,0.0,1.0
2018-07-19,59.55,60.8,59.2,59.4,59.4,1420792,0.0,1.0
2018-07-18,59.75,60.1,59.0,59.3,59.3,949449,0.0,1.0
2018-07-17,57.45,60.2,57.1,59.3,59.3,1240582,0.0,1.0
2018-07-16,59.1,59.6006,57.3,57.85,57.85,1066248,0.0,1.0
2018-07-13,58.2,60.6,58.2,58.85,58.85,1398098,0.0,1.0
2018-07-12,56.85,59.05,56.388,58.45,58.45,1275683,0.0,1.0
2018-07-11,56.2,56.95,55.7679,56.15,56.15,1047455,0.0,1.0
2018-07-10,56.525,57.45,55.55,57.3,57.3,1223114,0.0,1.0
2018-07-09,57.55,58.05,55.3,56.3,56.3,1910569,0.0,1.0
2018-07-06,56.45,58.1,55.15,57.95,57.95,1140412,0.0,1.0
2018-07-05,56.25,56.6,55.3,56.3,56.3,1450168,0.0,1.0
2018-07-03,58.75,58.89,55.0,55.05,55.05,2253431,0.0,1.0
2018-07-02,57.65,59.275,57.225,58.9,58.9,1079147,0.0,1.0
2018-06-29,56.9,58.625,56.5,57.9,57.9,1631442,0.0,1.0
2018-06-28,56.25,57.0,55.15,56.75,56.75,1006607,0.0,1.0
2018-06-27,57.2,57.7,55.9,55.95,55.95,892205,0.0,1.0
2018-06-26,55.55,57.9,55.3614,57.1,57.1,1100070,0.0,1.0
2018-06-25,56.5,57.15,55.05,55.15,55.15,1900859,0.0,1.0
2018-06-22,58.6,58.95,56.15,57.7,57.7,1424118,0.0,1.0
2018-06-21,58.6,59.49,57.825,58.05,58.05,1616734,0.0,1.0
2018-06-20,56.45,57.4,55.625,56.5,56.5,1098058,0.0,1.0
2018-06-19,55.7,56.0,54.1,55.65,55.65,1530425,0.0,1.0
2018-06-18,56.25,57.75,55.5,57.35,57.35,797202,0.0,1.0
2018-06-15,57.7,58.2,56.6,57.0,57.0,2133500,0.0,1.0
2018-06-14,59.1,60.0,58.7,59.05,59.05,1026812,0.0,1.0
2018-06-13,59.9,60.475,58.65,58.9,58.9,842027,0.0,1.0
2018-06-12,58.7,60.2,58.7,59.95,59.95,774610,0.0,1.0
2018-06-11,58.7,59.7,58.35,59.0,59.0,716725,0.0,1.0
2018-06-08,59.65,59.85,57.3,59.0,59.0,2198267,0.0,1.0
2018-06-07,61.95,62.65,59.5,61.1,61.1,1258071,0.0,1.0
2018-06-06,61.75,62.8,60.55,61.35,61.35,1288225,0.0,1.0
2018-06-05,60.7,62.825,59.75,60.8,60.8,1879071,0.0,1.0
2018-06-04,61.7,61.85,59.6,60.6,60.6,1281758,0.0,1.0
2018-06-01,59.5,61.85,59.35,61.3,61.3,1625383,0.0,1.0
2018-05-31,59.9,60.55,58.11,58.75,58.75,1506857,0.0,1.0
2018-05-30,63.15,63.15,59.2,59.9,59.9,2134985,0.0,1.0
2018-05-29,63.0,64.45,62.05,62.95,62.95,1185078,0.0,1.0
2018-05-25,62.35,64.05,62.1,63.35,63.35,845705,0.0,1.0
2018-05-24,63.0,63.3,61.6,62.3,62.3,851003,0.0,1.0
2018-05-23,63.55,63.55,62.45,63.3,63.3,879841,0.0,1.0
2018-05-22,62.75,64.458,62.75,63.25,63.25,735809,0.0,1.0
2018-05-21,63.95,64.45,62.2,62.5,62.5,684485,0.0,1.0
2018-05-18,62.85,62.85,61.95,62.4,62.4,953677,0.0,1.0
2018-05-17,63.65,63.7,62.6,62.75,62.75,950873,0.0,1.0
2018-05-16,63.3,64.15,63.0,63.65,63.65,906956,0.0,1.0
2018-05-15,64.25,64.37,62.7,63.55,63.55,961850,0.0,1.0
2018-05-14,66.45,67.35,64.15,64.5,64.5,1963131,0.0,1.0
2018-05-11,63.05,63.9,62.35,63.1,63.1,1115136,0.0,1.0
2018-05-10,63.65,64.1,62.825,63.35,63.35,1167277,0.0,1.0
2018-05-09,63.6,63.825,62.275,63.65,63.65,1197320,0.0,1.0
2018-05-08,61.35,63.55,61.2,63.55,63.55,1415087,0.0,1.0
2018-05-07,59.25,62.25,59.05,61.45,61.45,1931410,0.0,1.0
2018-05-04,58.65,60.1,58.4,58.95,58.95,1286719,0.0,1.0
2018-05-03,57.75,59.15,57.15,58.6,58.6,1821123,0.0,1.0
2018-05-02,59.0,61.75,56.9,58.5,58.5,4978936,0.0,1.0
2018-05-01,50.3,52.95,50.2706,52.65,52.65,2720614,0.0,1.0
2018-04-30,50.75,51.85,50.45,50.45,50.45,1594868,0.0,1.0
2018-04-27,52.15,52.75,50.05,50.2,50.2,1819382,0.0,1.0
2018-04-26,51.5,52.645,50.85,51.8,51.8,1375729,0.0,1.0
2018-04-25,55.7,56.4,50.15,51.2,51.2,3958022,0.0,1.0
2018-04-24,54.8,56.25,53.45,55.45,55.45,2580931,0.0,1.0
2018-04-23,59.55,60.1,53.5,54.45,54.45,5555589,0.0,1.0
2018-04-20,60.05,60.5,58.775,58.85,58.85,1421479,0.0,1.0
2018-04-19,61.6,61.8,59.75,60.05,60.05,2037627,0.0,1.0
2018-04-18,61.75,63.25,60.5,63.05,63.05,1274771,0.0,1.0
2018-04-17,59.4,63.25,59.35,61.95,61.95,2929471,0.0,1.0
2018-04-16,58.95,60.5,57.1,58.475,58.475,5955718,0.0,1.0
2018-04-13,64.2,64.7,62.75,64.3,64.3,1588203,0.0,1.0
2018-04-12,63.85,65.55,63.45,64.25,64.25,1892148,0.0,1.0
2018-04-11,60.75,63.95,60.75,63.5,63.5,1735487,0.0,1.0
2018-04-10,60.35,61.1,59.85,60.75,60.75,1136295,0.0,1.0
2018-04-09,59.85,60.8,58.5,59.3,59.3,1580930,0.0,1.0
2018-04-06,60.0,61.0,58.15,59.15,59.15,1873794,0.0,1.0
2018-04-05,63.25,64.365,60.5,60.5,60.5,2130558,0.0,1.0
2018-04-04,59.0,62.55,58.45,62.3,62.3,2394522,0.0,1.0
2018-04-03,61.85,62.475,60.025,60.4,60.4,11669596,0.0,1.0
2018-04-02,63.1,64.15,60.75,61.5,61.5,2021952,0.0,1.0
2018-03-29,62.5,64.4,61.55,63.8,63.8,2220825,0.0,1.0
2018-03-28,64.55,65.1,62.0,62.2,62.2,3071940,0.0,1.0
2018-03-27,68.25,69.5,65.825,66.4,66.4,1666605,0.0,1.0
2018-03-26,68.5,69.245,67.1,67.95,67.95,1279045,0.0,1.0
2018-03-23,68.8,69.55,67.35,67.35,67.35,1852297,0.0,1.0
2018-03-22,69.1,71.0,68.85,69.05,69.05,1302280,0.0,1.0
2018-03-21,69.1,71.45,69.1,69.8,69.8,1600838,0.0,1.0
2018-03-20,69.45,70.95,68.825,69.4,69.4,989777,0.0,1.0
2018-03-19,69.3,70.6,67.05,69.05,69.05,1773001,0.0,1.0
2018-03-16,71.3,71.5,69.15,69.95,69.95,2337826,0.0,1.0
2018-03-15,73.75,74.05,70.25,71.2,71.2,1915863,0.0,1.0
2018-03-14,72.0,73.85,71.55,73.2,73.2,1818297,0.0,1.0
2018-03-13,72.55,73.55,71.15,71.9,71.9,2040422,0.0,1.0
2018-03-12,71.0,74.4,70.4,72.0,72.0,6371346,0.0,1.0
2018-03-09,65.9,69.25,65.75,68.975,68.975,2549049,0.0,1.0
2018-03-08,65.4,67.4,64.81,65.35,65.35,1824150,0.0,1.0
2018-03-07,64.4,66.0,64.3,65.3,65.3,1518767,0.0,1.0
2018-03-06,64.55,65.7499,63.55,65.3,65.3,1683739,0.0,1.0
2018-03-05,63.15,64.7,62.7,63.9,63.9,1658017,0.0,1.0
2018-03-02,61.05,63.75,60.7,63.275,63.275,1862691,0.0,1.0
2018-03-01,61.3,62.45,60.625,61.55,61.55,1704693,0.0,1.0
2018-02-28,60.0,62.05,59.2999,61.0,61.0,1712257,0.0,1.0
2018-02-27,60.3,60.85,59.555,60.1,60.1,1018049,0.0,1.0
2018-02-26,59.5,60.6,59.25,60.55,60.55,1434268,0.0,1.0
2018-02-23,58.3,59.65,57.5,59.4,59.4,1392805,0.0,1.0
2018-02-22,58.55,59.35,57.755,58.1,58.1,1156426,0.0,1.0
2018-02-21,58.8,59.975,58.45,58.8,58.8,1356216,0.0,1.0
2018-02-20,58.5,59.6,58.35,58.75,58.75,1661650,0.0,1.0
2018-02-16,58.05,59.2,57.525,59.05,59.05,1725705,0.0,1.0
2018-02-15,57.35,58.55,56.2,58.45,58.45,1976841,0.0,1.0
2018-02-14,56.75,57.962,56.55,57.1,57.1,2077078,0.0,1.0
2018-02-13,55.05,57.95,54.71,57.55,57.55,2135718,0.0,1.0
2018-02-12,57.76,58.2,55.6,56.9,56.9,1967650,0.0,1.0
2018-02-09,55.85,57.75,54.75,57.2,57.2,3771416,0.0,1.0
2018-02-08,53.25,56.925,53.25,55.4,55.4,4322268,0.0,1.0
2018-02-07,52.5,55.95,52.2,53.6,53.6,5748693,0.0,1.0
2018-02-06,46.5,52.4,46.1,51.65,51.65,9851472,0.0,1.0
2018-02-05,44.5,45.75,41.95,42.6,42.6,2711941,0.0,1.0
2018-02-02,47.8,47.9,44.5,44.85,44.85,3169697,0.0,1.0
2018-02-01,46.0,48.45,45.8,47.9,47.9,2969119,0.0,1.0
2018-01-31,46.2,46.575,45.25,46.3,46.3,2485527,0.0,1.0
2018-01-30,43.85,46.0,43.85,44.95,44.95,1665724,0.0,1.0
2018-01-29,45.35,45.95,44.0,44.35,44.35,2697320,0.0,1.0
2018-01-26,44.2,44.7,43.8,44.25,44.25,2111661,0.0,1.0
2018-01-25,44.5,44.99,43.7,44.5,44.5,2353595,0.0,1.0
2018-01-24,43.85,44.55,42.6,44.45,44.45,4146643,0.0,1.0
2018-01-23,45.65,45.79,43.15,44.1,44.1,4286351,0.0,1.0
2018-01-22,48.05,48.1,44.3,45.2,45.2,6347745,0.0,1.0
2018-01-19,51.8,51.8,48.6,48.85,48.85,3096573,0.0,1.0
2018-01-18,51.15,51.85,50.15,51.7,51.7,1842433,0.0,1.0
2018-01-17,51.65,52.4,50.55,51.5,51.5,1573979,0.0,1.0
2018-01-16,53.2,53.45,50.6,51.65,51.65,2774228,0.0,1.0
2018-01-12,53.45,53.85,52.25,53.2,53.2,1356543,0.0,1.0
2018-01-11,51.7,53.65,51.7,53.0,53.0,1691217,0.0,1.0
2018-01-10,51.85,51.85,50.55,51.65,51.65,1936317,0.0,1.0
2018-01-09,51.8,51.85,50.1,50.45,50.45,2016557,0.0,1.0
2018-01-08,51.45,52.1,50.4,51.75,51.75,1400160,0.0,1.0
2018-01-05,50.4,51.3,49.35,51.1,51.1,1267171,0.0,1.0
2018-01-04,51.3,51.65,49.075,50.2,50.2,1744583,0.0,1.0
2018-01-03,51.15,51.27,49.85,50.9,50.9,1192759,0.0,1.0
2018-01-02,49.35,50.375,48.6,50.15,50.15,1287045,0.0,1.0
2017-12-29,49.25,49.5,47.6,48.9,48.9,1766741,0.0,1.0
2017-12-28,50.35,50.75,48.95,49.05,49.05,1660326,0.0,1.0
2017-12-27,49.75,51.375,49.45,50.05,50.05,1443959,0.0,1.0
2017-12-26,52.0,52.0,49.5,49.7,49.7,2129226,0.0,1.0
2017-12-22,53.4,53.55,52.2,52.8,52.8,993191,0.0,1.0
2017-12-21,53.95,55.2,53.2,53.35,53.35,1741524,0.0,1.0
2017-12-20,53.55,53.95,51.65,53.9,53.9,2029746,0.0,1.0
2017-12-19,52.25,53.65,52.074,53.4,53.4,1480466,0.0,1.0
2017-12-18,52.65,53.0,51.3,52.35,52.35,1723436,0.0,1.0
2017-12-15,51.0,52.8,49.85,52.15,52.15,2744511,0.0,1.0
2017-12-14,51.4,53.0,50.65,50.925,50.925,3135445,0.0,1.0
2017-12-13,45.6,51.075,44.05,50.275,50.275,12293877,0.0,1.0
2017-12-12,53.7,53.9,51.65,51.75,51.75,2321402,0.0,1.0
2017-12-11,51.8,53.805,51.15,53.5,53.5,3134990,0.0,1.0
2017-12-08,49.5,52.14,49.05,49.6,49.6,4233595,0.0,1.0
2017-12-07,47.0,49.6,46.75,48.55,48.55,3527341,0.0,1.0
2017-12-06,46.7,47.6,45.9,46.4,46.4,2036047,0.0,1.0
2017-12-05,47.8,49.25,47.0,47.15,47.15,2389569,0.0,1.0
2017-12-04,52.9,53.3,46.975,47.15,47.15,3890865,0.0,1.0
2017-12-01,53.45,53.95,51.05,52.25,52.25,2168700,0.0,1.0
2017-11-30,54.35,55.15,53.5,54.05,54.05,1771994,0.0,1.0
2017-11-29,57.55,57.55,53.45,54.1,54.1,4009361,0.0,1.0
2017-11-28,58.2,58.45,56.5,57.3,57.3,1352439,0.0,1.0
2017-11-27,60.05,60.395,57.8,58.15,58.15,1474657,0.0,1.0
2017-11-24,60.5,60.675,59.75,60.3,60.3,496607,0.0,1.0
2017-11-22,59.45,61.0,59.4,60.25,60.25,1323341,0.0,1.0
2017-11-21,58.35,59.45,58.0,59.325,59.325,1205349,0.0,1.0
2017-11-20,57.5,58.8,57.35,57.95,57.95,996518,0.0,1.0
2017-11-17,57.7,58.0,56.55,57.5,57.5,1421955,0.0,1.0
2017-11-16,57.0,58.75,57.0,57.65,57.65,1284088,0.0,1.0
2017-11-15,55.35,56.7,54.55,56.45,56.45,1008760,0.0,1.0
2017-11-14,58.0,58.09,55.7,55.8,55.8,1350980,0.0,1.0
2017-11-13,56.55,58.0,56.55,57.65,57.65,828030,0.0,1.0
2017-11-10,55.45,57.95,55.45,57.15,57.15,1363625,0.0,1.0
2017-11-09,56.3,56.85,54.85,55.45,55.45,1775807,0.0,1.0
2017-11-08,55.95,57.65,55.65,57.35,57.35,1802788,0.0,1.0
2017-11-07,56.95,58.0,55.85,56.0,56.0,1584539,0.0,1.0
2017-11-06,59.7,59.7,56.5,57.4,57.4,1750251,0.0,1.0
2017-11-03,60.0,60.35,56.7,59.3,59.3,2828376,0.0,1.0
2017-11-02,63.0,64.795,58.2,58.85,58.85,3593749,0.0,1.0
2017-11-01,62.5,66.7,60.15,63.2,63.2,6256583,0.0,1.0
2017-10-31,65.05,65.85,63.1,63.15,63.15,3420013,0.0,1.0
2017-10-30,62.7,65.1,62.65,64.75,64.75,2453916,0.0,1.0
2017-10-27,62.6,63.13,61.375,62.6,62.6,1733399,0.0,1.0
2017-10-26,62.05,62.95,60.5,61.65,61.65,1200029,0.0,1.0
2017-10-25,63.1,63.4,60.45,61.35,61.35,1876328,0.0,1.0
2017-10-24,59.9,63.8,59.9,63.1,63.1,3744850,0.0,1.0
2017-10-23,55.8,59.75,55.15,59.5,59.5,2253706,0.0,1.0
2017-10-20,56.6,56.675,55.2,55.95,55.95,1409099,0.0,1.0
2017-10-19,55.65,57.5,55.2,56.05,56.05,1422975,0.0,1.0
2017-10-18,56.1,56.85,55.5,56.5,56.5,1053722,0.0,1.0
2017-10-17,55.9,57.0,55.75,56.1,56.1,964616,0.0,1.0
2017-10-16,57.2,57.99,55.6,55.75,55.75,1563657,0.0,1.0
2017-10-13,58.25,59.75,57.275,57.7,57.7,1476100,0.0,1.0
2017-10-12,58.0,60.2,57.46,58.95,58.95,1334294,0.0,1.0
2017-10-11,57.8,58.55,57.6,58.0,58.0,860886,0.0,1.0
2017-10-10,58.85,59.15,57.6,57.8,57.8,999395,0.0,1.0
2017-10-09,58.9,59.4,57.875,58.6,58.6,1283108,0.0,1.0
2017-10-06,56.25,59.09,55.4,58.6,58.6,2296137,0.0,1.0
2017-10-05,55.0,56.65,54.55,55.3,55.3,1111560,0.0,1.0
2017-10-04,55.8,56.7,54.1,56.05,56.05,2193489,0.0,1.0
2017-10-03,55.55,55.6,54.35,54.55,54.55,814824,0.0,1.0
2017-10-02,54.55,55.65,54.0,55.6,55.6,1047577,0.0,1.0
2017-09-29,55.25,55.85,53.75,54.35,54.35,1479190,0.0,1.0
2017-09-28,55.0,55.25,53.7,55.2,55.2,1389848,0.0,1.0
2017-09-27,53.25,55.5,52.4,55.0,55.0,3296400,0.0,1.0
2017-09-26,52.1,52.7,50.8,50.8,50.8,1926097,0.0,1.0
2017-09-25,54.3,54.375,51.15,51.9,51.9,2477902,0.0,1.0
2017-09-22,54.85,55.6,54.55,55.1,55.1,1224639,0.0,1.0
2017-09-21,56.45,56.65,54.35,55.05,55.05,1516350,0.0,1.0
2017-09-20,59.35,59.395,56.4,56.65,56.65,1612600,0.0,1.0
2017-09-19,59.55,59.85,58.4,59.25,59.25,866407,0.0,1.0
2017-09-18,57.25,59.55,56.86,59.35,59.35,1573374,0.0,1.0
2017-09-15,57.0,57.85,56.2,57.25,57.25,2404277,0.0,1.0
2017-09-14,58.2,58.62,56.45,57.0,57.0,1672947,0.0,1.0
2017-09-13,56.7,59.8,56.2,58.8,58.8,2083927,0.0,1.0
2017-09-12,59.25,60.0,56.15,57.25,57.25,3338813,0.0,1.0
2017-09-11,57.0,59.15,57.0,58.5,58.5,2379559,0.0,1.0
2017-09-08,58.65,58.65,56.25,56.4,56.4,1661607,0.0,1.0
2017-09-07,57.95,58.1,57.15,57.4,57.4,1120396,0.0,1.0
2017-09-06,58.5,59.75,56.861,57.85,57.85,1652606,0.0,1.0
2017-09-05,57.0,59.15,56.3,58.2,58.2,2007671,0.0,1.0
2017-09-01,57.25,58.0,56.6,57.25,57.25,858502,0.0,1.0
2017-08-31,56.15,58.4,54.65,56.85,56.85,2362918,0.0,1.0
2017-08-30,56.0,57.1,55.75,56.8,56.8,1296450,0.0,1.0
2017-08-29,55.75,56.6,54.8,56.0,56.0,1165699,0.0,1.0
2017-08-28,56.7,56.95,55.912,56.6,56.6,869381,0.0,1.0
2017-08-25,58.0,58.05,56.45,56.7,56.7,1390675,0.0,1.0
2017-08-24,57.15,59.5,56.65,57.45,57.45,4238229,0.0,1.0
2017-08-23,53.3,56.7,53.0,56.0,56.0,2730100,0.0,1.0
2017-08-22,51.25,54.4,51.25,54.35,54.35,1992632,0.0,1.0
2017-08-21,51.85,52.35,50.45,51.1,51.1,1436330,0.0,1.0
2017-08-18,51.15,53.34,51.0,52.0,52.0,1871209,0.0,1.0
2017-08-17,52.15,53.25,51.25,51.35,51.35,1872752,0.0,1.0
