,CVX_Open,CVX_High,CVX_Low,CVX_Close,CVX_Adj Close,CVX_Volume,CVX_Dividend Amount,CVX_Split Coefficient
2024-06-25,159.12,159.36,157.67,158.46,156.720206116126,6056711,0.0,1.0
2024-06-24,156.27,159.54,156.19,159.31,157.560873635996,7971620,0.0,1.0
2024-06-21,156.8,157.665,155.22,155.28,153.575120571198,21292090,0.0,1.0
2024-06-20,153.71,157.41,153.25,156.64,154.920188602991,8336031,0.0,1.0
2024-06-18,153.55,155.95,152.84,153.33,151.646530378553,6942882,0.0,1.0
2024-06-17,152.5,153.93,151.93,153.19,151.508067492927,6321386,0.0,1.0
2024-06-14,153.13,153.295,151.97,152.57,150.894874713728,6159138,0.0,1.0
2024-06-13,153.77,154.09,152.23,152.84,151.161910278863,6163015,0.0,1.0
2024-06-12,157.49,157.625,152.4,154.22,152.526758722888,10017421,0.0,1.0
2024-06-11,156.17,156.75,154.48,156.49,154.771835511249,5132009,0.0,1.0
2024-06-10,156.41,158.2,156.32,156.74,155.019090664152,7075943,0.0,1.0
2024-06-07,155.71,157.69,155.13,156.08,154.366337060488,5887651,0.0,1.0
2024-06-06,154.5,156.02,153.39,155.93,154.217983968746,5215140,0.0,1.0
2024-06-05,156.16,157.02,154.53,154.98,153.278414387714,7058506,0.0,1.0
2024-06-04,155.72,156.35,154.11,156.13,154.415788091068,6360542,0.0,1.0
2024-06-03,161.49,161.68,156.46,157.46,155.731185504513,9009935,0.0,1.0
2024-05-31,158.63,162.58,158.51,162.3,160.518045264718,10334227,0.0,1.0
2024-05-30,156.85,158.455,156.81,158.26,156.522401993803,6371243,0.0,1.0
2024-05-29,158.02,158.49,156.44,156.9,155.17733396201,5909632,0.0,1.0
2024-05-28,158.12,159.42,157.95,159.04,157.293838070861,6928298,0.0,1.0
2024-05-24,158.08,158.97,157.3,157.75,156.018001481881,4477720,0.0,1.0
2024-05-23,157.92,158.6,156.33,156.94,155.216894786474,6718378,0.0,1.0
2024-05-22,159.52,159.52,156.52,157.57,155.83997777179,6260509,0.0,1.0
2024-05-21,160.58,161.46,159.74,159.97,158.213627239661,4783287,0.0,1.0
2024-05-20,162.72,163.0,161.075,161.14,159.370781355247,4913820,0.0,1.0
2024-05-17,161.75,162.9679,161.19,162.67,160.883982891014,5497919,0.0,1.0
2024-05-16,161.53,162.0,160.48,161.09,159.321330324667,6409418,1.63,1.0
2024-05-15,163.13,163.8,160.17,163.05,159.64443774236,7603063,0.0,1.0
2024-05-14,164.34,165.2,163.02,163.61,160.192741239053,4923968,0.0,1.0
2024-05-13,166.48,166.91,162.98,164.53,161.093525555048,6848303,0.0,1.0
2024-05-10,166.04,166.42,165.0153,165.82,162.356581824215,5490944,0.0,1.0
2024-05-09,163.02,165.51,162.73,165.45,161.994309871043,6683313,0.0,1.0
2024-05-08,161.95,163.08,161.5367,162.54,159.145089915015,6706361,0.0,1.0
2024-05-07,162.31,163.15,162.02,162.67,159.272374655319,6869948,0.0,1.0
2024-05-06,160.73,164.02,160.73,162.3,158.910102702147,8430277,0.0,1.0
2024-05-03,160.66,160.66,157.04,160.25,156.902920258898,11664505,0.0,1.0
2024-05-02,160.41,161.775,159.89,160.73,157.372894684634,8597124,0.0,1.0
2024-05-01,160.78,161.45,158.9,159.63,156.295869958988,7714962,0.0,1.0
2024-04-30,165.97,166.12,160.95,161.27,157.901615913588,8457341,0.0,1.0
2024-04-29,165.91,167.11,164.69,166.33,162.85592965156,6366752,0.0,1.0
2024-04-26,165.23,166.98,163.3,165.89,162.425119761301,9736350,0.0,1.0
2024-04-25,163.7,165.6,162.67,165.28,161.827860595261,9702581,0.0,1.0
2024-04-24,161.88,163.84,161.446,163.57,160.153576703575,7610335,0.0,1.0
2024-04-23,161.31,162.85,160.6,162.85,159.44861506497,5597617,0.0,1.0
2024-04-22,159.95,162.7,158.4403,161.92,158.538039615106,6779221,0.0,1.0
2024-04-19,158.75,160.75,158.1495,160.0,156.65814191216,7734654,0.0,1.0
2024-04-18,157.14,158.04,156.39,157.57,154.278896381869,4979193,0.0,1.0
2024-04-17,155.99,157.7099,155.64,156.4,153.133333719136,6733879,0.0,1.0
2024-04-16,157.3,157.81,155.42,156.28,153.015840112702,5541895,0.0,1.0
2024-04-15,159.94,160.4899,157.36,157.59,154.298478649608,7236857,0.0,1.0
2024-04-12,162.29,163.87,158.045,158.96,155.639863989731,11071045,0.0,1.0
2024-04-11,163.62,163.62,159.8,161.89,158.508666213497,7682512,0.0,1.0
2024-04-10,162.21,162.77,161.01,162.67,159.272374655319,7525837,0.0,1.0
2024-04-09,161.85,162.5316,160.46,162.0,158.616368686062,6401607,0.0,1.0
2024-04-08,161.65,162.501,160.33,161.27,157.901615913588,7196386,0.0,1.0
2024-04-05,161.33,162.17,159.86,161.6,158.224723331281,7403166,0.0,1.0
2024-04-04,160.8,161.95,159.82,160.69,157.333730149156,9220692,0.0,1.0
2024-04-03,160.1,160.95,159.72,160.44,157.088951802418,7689289,0.0,1.0
2024-04-02,160.05,161.22,159.02,159.78,156.442736967031,8671039,0.0,1.0
2024-04-01,158.27,159.5899,156.94,159.08,155.757357596165,6112893,0.0,1.0
2024-03-28,157.15,158.19,156.37,157.74,154.445345657651,8331627,0.0,1.0
2024-03-27,154.87,156.44,154.85,156.35,153.084378049789,7416870,0.0,1.0
2024-03-26,156.52,156.86,154.65,155.27,152.026935591882,6677938,0.0,1.0
2024-03-25,155.48,157.31,155.27,156.47,153.201871656223,6058745,0.0,1.0
2024-03-22,155.08,155.28,154.16,154.66,151.429676425842,5974745,0.0,1.0
2024-03-21,154.95,155.69,154.41,154.86,151.625499103232,7899084,0.0,1.0
2024-03-20,155.76,156.43,154.23,154.55,151.321973953277,8449145,0.0,1.0
2024-03-19,155.3,156.84,155.01,156.62,153.348738664266,7736723,0.0,1.0
2024-03-18,156.03,156.67,154.944,155.41,152.164011466055,7242711,0.0,1.0
2024-03-15,155.19,157.04,154.42,155.55,152.301087340228,20387157,0.0,1.0
2024-03-14,153.77,155.73,152.76,155.7,152.447954348271,8930272,0.0,1.0
2024-03-13,153.24,154.88,153.15,153.89,150.675759117889,8055999,0.0,1.0
2024-03-12,151.83,152.57,150.79,151.89,148.717532343987,6422941,0.0,1.0
2024-03-11,150.5,152.08,149.59,152.0,148.825234816552,7560212,0.0,1.0
2024-03-08,149.37,149.99,148.39,149.88,146.749514436216,7528378,0.0,1.0
2024-03-07,148.5,150.7495,148.45,149.37,146.250166608871,8739348,0.0,1.0
2024-03-06,150.83,152.41,148.14,148.33,145.231888686442,14692135,0.0,1.0
2024-03-05,148.83,150.62,148.3,149.59,146.465571554,6985516,0.0,1.0
2024-03-04,152.5,152.59,147.67,148.88,145.770401049265,12503154,0.0,1.0
2024-03-01,153.05,154.3499,152.25,152.81,149.618316659982,7459056,0.0,1.0
2024-02-29,152.91,153.24,151.48,152.01,148.835025950421,9334432,0.0,1.0
2024-02-28,152.358,153.86,151.78,152.34,149.158133368115,6715861,0.0,1.0
2024-02-27,153.2,153.88,149.9,152.16,148.981892958464,15093755,0.0,1.0
2024-02-26,154.54,155.55,153.83,154.45,151.224062614582,6900801,0.0,1.0
2024-02-23,154.87,154.92,153.25,154.66,151.429676425842,6561628,0.0,1.0
2024-02-22,154.82,156.625,153.83,155.43,152.183593733794,8874924,0.0,1.0
2024-02-21,154.57,155.565,154.1,155.44,152.193384867663,6630084,0.0,1.0
2024-02-20,155.47,155.61,153.83,154.0,150.783461590454,6977945,0.0,1.0
2024-02-16,155.37,155.77,154.09,154.63,151.400303024233,7570220,0.0,1.0
2024-02-15,149.91,155.09,149.67,154.46,151.233853748451,8950304,1.63,1.0
2024-02-14,151.28,152.2,150.08,151.01,146.311898613323,5995064,0.0,1.0
2024-02-13,152.62,153.07,149.605,150.6,145.914654202811,6987058,0.0,1.0
2024-02-12,151.62,152.6137,151.39,152.08,147.34860963588,6713003,0.0,1.0
2024-02-09,154.42,155.32,150.98,151.04,146.340965277507,9194458,0.0,1.0
2024-02-08,151.95,154.3,151.65,154.06,149.267009472012,9236968,0.0,1.0
2024-02-07,153.02,153.78,151.17,152.13,147.397054076186,6252041,0.0,1.0
2024-02-06,152.5,153.54,151.81,152.35,147.610209613534,6198841,0.0,1.0
2024-02-05,151.62,153.51,150.7904,152.33,147.590831837412,8277776,0.0,1.0
2024-02-02,150.86,153.38,149.55,152.24,147.50363184486,12839063,0.0,1.0
2024-02-01,148.19,149.02,146.52,147.89,143.288965538205,8138669,0.0,1.0
2024-01-31,150.37,150.38,147.34,147.43,142.843276687387,10427972,0.0,1.0
2024-01-30,148.18,150.3056,147.71,150.12,145.44958757587,9902881,0.0,1.0
2024-01-29,149.09,149.22,147.11,149.08,144.441943217497,10494818,0.0,1.0
2024-01-26,148.03,149.26,146.98,149.14,144.500076545865,9151896,0.0,1.0
2024-01-25,146.22,148.69,145.225,148.57,143.947809926372,9773620,0.0,1.0
2024-01-24,142.7,144.98,142.221,144.92,140.411365784006,8072370,0.0,1.0
2024-01-23,141.985,143.33,141.9,142.09,137.669410462665,6767179,0.0,1.0
2024-01-22,141.91,142.66,140.92,142.49,138.056965985117,9184626,0.0,1.0
2024-01-19,141.73,142.25,141.01,142.24,137.814743783585,11192463,0.0,1.0
2024-01-18,143.0,143.19,139.62,141.82,137.407810485011,11187839,0.0,1.0
2024-01-17,142.42,144.02,142.04,143.12,138.667365932977,8167002,0.0,1.0
2024-01-16,146.515,146.58,143.58,143.69,139.21963255247,9380352,0.0,1.0
2024-01-12,147.83,148.5,146.17,147.27,142.688254478406,9386923,0.0,1.0
2024-01-11,145.56,146.17,144.62,145.28,140.760165754212,8612493,0.0,1.0
2024-01-10,146.02,146.02,144.11,144.5,140.004432485433,8490407,0.0,1.0
2024-01-09,149.95,149.95,145.59,145.7,141.167099052786,11784672,0.0,1.0
2024-01-08,148.42,149.695,146.58,149.5,144.848876516071,10038193,0.0,1.0
2024-01-05,151.98,152.03,149.83,150.4,145.720876441586,7400139,0.0,1.0
2024-01-04,153.66,154.35,150.59,150.66,145.972787531179,8220280,0.0,1.0
2024-01-03,149.39,153.19,148.68,152.33,147.590831837412,10255276,0.0,1.0
2024-01-02,149.985,151.475,149.24,149.48,144.829498739948,8879710,0.0,1.0
2023-12-29,150.03,150.23,148.67,149.16,144.519454321987,7658638,0.0,1.0
2023-12-28,151.18,152.02,149.4,149.77,145.110476493725,8147993,0.0,1.0
2023-12-27,152.27,152.97,151.34,151.91,147.183898538838,5314657,0.0,1.0
2023-12-26,152.07,153.01,151.9,152.41,147.668342941902,5165588,0.0,1.0
2023-12-22,151.74,152.39,150.75,151.05,146.350654165568,6396080,0.0,1.0
2023-12-21,150.78,150.8,149.22,150.71,146.021231971485,7264662,0.0,1.0
2023-12-20,152.15,153.06,150.06,150.25,145.575543120666,9369987,0.0,1.0
2023-12-19,149.96,151.83,149.49,151.64,146.922298561184,8567205,0.0,1.0
2023-12-18,150.83,152.12,149.32,149.68,145.023276501174,11561718,0.0,1.0
2023-12-15,147.32,149.82,147.32,149.35,144.703543195152,30850872,0.0,1.0
2023-12-14,145.85,149.93,145.85,149.93,145.265498702706,14960477,0.0,1.0
2023-12-13,142.17,144.68,141.65,144.61,140.111010254107,10641316,0.0,1.0
2023-12-12,143.17,143.59,141.75,142.5,138.066654873178,9863867,0.0,1.0
2023-12-11,144.84,145.4,143.82,144.35,139.859099164514,9849572,0.0,1.0
2023-12-08,143.51,144.67,143.12,144.31,139.820343612269,10821744,0.0,1.0
2023-12-07,143.51,144.01,140.99,142.42,137.989143768688,14786736,0.0,1.0
2023-12-06,141.9,144.03,141.35,142.53,138.095721537362,17561659,0.0,1.0
2023-12-05,144.76,145.07,142.63,142.86,138.415454843384,9597632,0.0,1.0
2023-12-04,144.0,145.7,143.25,144.87,140.3629213437,11842828,0.0,1.0
2023-12-01,143.49,146.505,142.6,144.81,140.304788015332,11906547,0.0,1.0
2023-11-30,144.98,146.01,142.03,143.6,139.132432559918,16275960,0.0,1.0
2023-11-29,146.39,146.49,143.06,143.91,139.432788089818,16417135,0.0,1.0
2023-11-28,144.78,146.52,144.06,145.51,140.983010179622,9746540,0.0,1.0
2023-11-27,144.65,144.82,142.85,144.36,139.868788052575,9850831,0.0,1.0
2023-11-24,144.3,145.94,144.2,144.9,140.391988007884,3861030,0.0,1.0
2023-11-22,141.74,144.39,140.72,144.33,139.839721388391,7217065,0.0,1.0
2023-11-21,143.83,144.3,142.7,144.04,139.558743634614,6783311,0.0,1.0
2023-11-20,144.63,145.69,144.27,144.38,139.888165828698,8064012,0.0,1.0
2023-11-17,142.95,145.185,142.4,144.46,139.965676933188,11077904,0.0,1.0
2023-11-16,143.02,143.51,140.74,141.77,137.359366044705,14031345,1.51,1.0
2023-11-15,144.86,146.64,144.41,145.56,139.54515160153,10052077,0.0,1.0
2023-11-14,144.48,145.5,143.86,145.05,139.056225884872,11224352,0.0,1.0
2023-11-13,143.15,144.3,142.85,144.0,138.049614115281,8747672,0.0,1.0
2023-11-10,143.29,143.44,141.73,142.95,137.04300234569,11990412,0.0,1.0
2023-11-09,143.05,143.91,141.78,141.94,136.074737691132,10359504,0.0,1.0
2023-11-08,143.88,144.65,142.25,142.4,136.515729514,12654140,0.0,1.0
2023-11-07,145.16,145.61,143.24,144.41,138.442672044359,15054584,0.0,1.0
2023-11-06,148.73,149.3299,146.69,147.0,140.925647742683,10634159,0.0,1.0
2023-11-03,148.3,148.56,146.15,147.61,141.510441246921,13159994,0.0,1.0
2023-11-02,144.54,148.9999,143.83,148.76,142.612920804092,11099076,0.0,1.0
2023-11-01,145.98,146.015,143.82,143.98,138.030440557765,10819561,0.0,1.0
2023-10-31,146.1,146.5178,144.23,145.73,139.708126840416,14261264,0.0,1.0
2023-10-30,145.66,146.44,144.32,146.09,140.053250875704,13857148,0.0,1.0
2023-10-27,150.72,151.25,143.96,144.35,138.385151371811,24524341,0.0,1.0
2023-10-26,155.01,155.18,153.63,154.75,148.355401280137,10830422,0.0,1.0
2023-10-25,156.94,157.41,155.17,155.87,149.429120501034,10502368,0.0,1.0
2023-10-24,160.89,161.08,156.47,156.65,150.176889244158,17689936,0.0,1.0
2023-10-23,163.3,164.43,160.25,160.68,154.040361083634,16232376,0.0,1.0
2023-10-20,168.41,169.1,166.095,166.83,159.936230019808,7458286,0.0,1.0
2023-10-19,168.7,170.17,167.51,169.1,162.112428797875,6580157,0.0,1.0
2023-10-18,168.47,169.7,167.5817,168.92,161.939866780231,6893452,0.0,1.0
2023-10-17,164.83,168.2,164.65,167.59,160.664825205416,7538316,0.0,1.0
2023-10-16,165.34,165.81,163.85,165.4,158.565320657413,5445954,0.0,1.0
2023-10-13,163.41,164.84,162.3,164.06,157.28069230384,8044677,0.0,1.0
2023-10-12,163.26,163.26,160.9,161.23,154.567633915325,7396969,0.0,1.0
2023-10-11,165.07,165.08,160.48,161.1,154.443005791471,12570718,0.0,1.0
2023-10-10,166.765,167.4,165.675,166.54,159.658213435826,6512874,0.0,1.0
2023-10-09,166.38,168.19,164.95,166.72,159.83077545347,8183490,0.0,1.0
2023-10-06,164.31,164.37,158.99,162.23,155.526311791125,10190409,0.0,1.0
2023-10-05,161.42,164.7537,161.39,163.9,157.127303843712,8073048,0.0,1.0
2023-10-04,164.7,164.98,161.49,163.04,156.302840870524,9664693,0.0,1.0
2023-10-03,165.92,167.36,165.51,166.93,160.032097807388,6168626,0.0,1.0
2023-10-02,168.34,168.57,165.23,166.54,159.658213435826,6839611,0.0,1.0
2023-09-29,170.49,170.5,167.82,168.62,161.652263417491,7396096,0.0,1.0
2023-09-28,170.55,171.7,169.43,170.59,163.540858832818,7151760,0.0,1.0
2023-09-27,169.37,171.23,168.81,171.04,163.972263876928,9124395,0.0,1.0
2023-09-26,167.44,168.41,166.98,167.8,160.866147559334,5659200,0.0,1.0
2023-09-25,166.33,168.78,165.99,168.71,161.738544426313,5509956,0.0,1.0
2023-09-22,166.23,167.42,165.94,166.28,159.408957188118,5965497,0.0,1.0
2023-09-21,167.12,167.87,165.05,165.19,158.363998303495,7150432,0.0,1.0
2023-09-20,167.07,168.51,166.6,166.69,159.802015117196,5942108,0.0,1.0
2023-09-19,168.69,168.96,166.425,167.2,160.290940833854,6617029,0.0,1.0
2023-09-18,167.8699,168.36,166.4,167.22,160.31011439137,7027558,0.0,1.0
2023-09-15,166.21,168.37,165.88,166.5,159.619866320794,17439739,0.0,1.0
2023-09-14,167.7,168.5,167.1192,167.23,160.319701170128,8822822,0.0,1.0
2023-09-13,167.405,167.75,165.58,166.2,159.332262958054,5759464,0.0,1.0
2023-09-12,165.3,167.19,165.1,166.81,159.917056462292,7521146,0.0,1.0
2023-09-11,168.08,168.59,162.87,163.76,156.9930889411,7155050,0.0,1.0
2023-09-08,167.42,168.489,166.705,167.21,160.300527612612,7435923,0.0,1.0
2023-09-07,167.14,167.9,166.28,166.64,159.754081223406,7925879,0.0,1.0
2023-09-06,166.28,167.4387,165.58,166.63,159.744494444648,7195549,0.0,1.0
2023-09-05,165.28,167.56,165.2,166.46,159.581519205762,9755844,0.0,1.0
2023-09-01,162.64,164.69,162.64,164.3,157.510774994032,6663003,0.0,1.0
2023-08-31,161.01,161.24,159.93,161.1,154.443005791471,7003681,0.0,1.0
2023-08-30,160.59,161.25,159.93,160.18,153.561022145734,5534892,0.0,1.0
2023-08-29,160.91,160.95,159.1,159.96,153.350113013058,5374765,0.0,1.0
2023-08-28,159.53,161.8,159.215,160.21,153.589782482008,4386082,0.0,1.0
2023-08-25,159.07,159.91,157.645,159.12,152.544823597386,5291847,0.0,1.0
2023-08-24,157.73,159.89,157.56,157.94,151.413583703941,5989609,0.0,1.0
2023-08-23,158.14,159.405,156.7,159.25,152.66945172124,4975570,0.0,1.0
2023-08-22,160.49,161.25,158.97,159.04,152.468129367321,6081658,0.0,1.0
2023-08-21,161.2,162.07,159.45,160.36,153.733584163378,6802337,0.0,1.0
2023-08-18,158.38,161.32,158.16,160.9,154.251270216311,5999190,0.0,1.0
2023-08-17,159.18,162.14,158.97,159.75,153.14879065914,8270458,1.51,1.0
2023-08-16,160.52,161.83,158.47,158.63,150.651076908467,7920458,0.0,1.0
2023-08-15,163.4,163.41,159.1,159.24,151.230394546456,7876471,0.0,1.0
2023-08-14,163.77,164.25,162.6101,164.03,155.779462556237,6060083,0.0,1.0
2023-08-11,160.5,164.17,160.18,164.15,155.893426681743,6682611,0.0,1.0
2023-08-10,160.33,162.4799,159.6188,160.83,152.74041920941,8647064,0.0,1.0
2023-08-09,160.86,161.44,159.31,159.86,151.819209194903,10531477,0.0,1.0
2023-08-08,157.94,159.79,156.22,159.65,151.619771975268,6451267,0.0,1.0
2023-08-07,161.01,161.38,159.08,159.89,151.84770022628,13927388,0.0,1.0
2023-08-04,160.66,163.02,159.04,159.31,151.296873619668,10185371,0.0,1.0
2023-08-03,159.91,161.7,158.855,159.67,151.638765996185,6682224,0.0,1.0
2023-08-02,161.17,161.22,158.06,159.73,151.695748058938,7071269,0.0,1.0
2023-08-01,163.64,163.64,160.5525,162.3,154.136479746859,7534939,0.0,1.0
2023-07-31,161.13,163.9771,160.62,163.66,155.42807316926,13062491,0.0,1.0
2023-07-28,158.4101,159.0,156.51,158.87,150.879005159479,6546464,0.0,1.0
2023-07-27,162.09,162.47,159.22,159.66,151.629268985727,6470137,0.0,1.0
2023-07-26,160.88,162.086,160.55,161.34,153.224766742811,6056366,0.0,1.0
2023-07-25,161.91,163.51,160.66,162.56,154.383402018788,6767564,0.0,1.0
2023-07-24,160.47,164.04,160.01,161.82,153.680623244835,9722057,0.0,1.0
2023-07-21,157.53,158.83,157.0595,158.69,150.70805897122,8760132,0.0,1.0
2023-07-20,156.16,157.19,155.71,156.4,148.533243576147,5866574,0.0,1.0
2023-07-19,153.83,155.7787,153.28,154.69,146.909254787687,5653115,0.0,1.0
2023-07-18,152.67,156.07,152.37,153.75,146.016535804556,6798680,0.0,1.0
2023-07-17,153.35,154.14,152.64,153.44,145.722128480333,4353317,0.0,1.0
2023-07-14,157.01,157.02,153.3,153.58,145.855086626756,7065664,0.0,1.0
2023-07-13,159.84,160.6,156.57,157.51,149.587411737078,8143855,0.0,1.0
2023-07-12,159.22,160.34,158.33,159.64,151.610274964809,6463957,0.0,1.0
2023-07-11,156.0,158.405,155.66,158.12,150.166729375066,5061517,0.0,1.0
2023-07-10,153.93,155.79,153.92,155.25,147.441087373381,5167916,0.0,1.0
2023-07-07,152.14,155.99,151.96,154.22,146.462895296122,6602217,0.0,1.0
2023-07-06,155.195,155.83,151.63,152.88,145.190295894638,9206088,0.0,1.0
2023-07-05,157.7,157.7,155.12,156.31,148.447770482018,6320294,0.0,1.0
2023-07-03,157.18,158.1,156.7,157.21,149.302501423313,3272586,0.0,1.0
2023-06-30,157.46,157.92,156.605,157.35,149.435459569736,6346777,0.0,1.0
2023-06-29,155.43,156.27,154.44,156.24,148.381291408806,5633479,0.0,1.0
2023-06-28,153.44,155.02,152.19,154.92,147.12768602824,5773828,0.0,1.0
2023-06-27,153.5,154.71,152.8192,153.53,145.807601574462,6581662,0.0,1.0
2023-06-26,151.62,154.97,151.54,154.01,146.263458076486,7371817,0.0,1.0
2023-06-23,151.01,151.7,150.13,151.35,143.737253294436,15172660,0.0,1.0
2023-06-22,153.35,153.585,151.974,152.64,144.962367643626,7089588,0.0,1.0
2023-06-21,152.67,155.96,152.5,154.88,147.089697986405,7328152,0.0,1.0
2023-06-20,156.15,156.57,152.24,153.68,145.950056731345,10443232,0.0,1.0
2023-06-16,158.57,159.24,157.26,157.26,149.349986475607,22875222,0.0,1.0
2023-06-15,157.32,159.79,157.32,158.28,150.318681542408,7705434,0.0,1.0
2023-06-14,159.98,160.77,156.145,157.09,149.188537297807,7721057,0.0,1.0
2023-06-13,158.52,160.58,158.27,158.51,150.537112782961,7660771,0.0,1.0
2023-06-12,157.06,159.3275,156.23,157.33,149.416465548819,7162092,0.0,1.0
2023-06-09,159.28,160.39,158.62,158.86,150.86950814902,6669832,0.0,1.0
2023-06-08,160.16,160.49,157.09,159.24,151.230394546456,7142908,0.0,1.0
