,GS_Open,GS_High,GS_Low,GS_Close,GS_Adj Close,GS_Volume,GS_Dividend Amount,GS_Split Coefficient
2024-08-27,507.84,511.4797,506.59,507.26,504.295012177301,977917,0.0,1.0
2024-08-26,512.34,513.5,505.32,507.87,504.901446663419,1084335,0.0,1.0
2024-08-23,502.75,512.44,499.845,509.42,506.442386751096,1751832,0.0,1.0
2024-08-22,497.0,499.7,494.79,497.75,494.840599123234,944020,0.0,1.0
2024-08-21,499.5,500.78,494.0325,496.46,493.558139308329,917087,0.0,1.0
2024-08-20,503.87,504.1557,496.5,497.34,494.432995616171,2122653,0.0,1.0
2024-08-19,505.0,507.78,501.86,504.68,501.730092547491,1028042,0.0,1.0
2024-08-16,497.05,504.905,497.0,504.26,501.312547491476,1587216,0.0,1.0
2024-08-15,505.0,506.91,498.26,499.02,496.103175840234,1732298,0.0,1.0
2024-08-14,492.9,499.35,488.4,498.7,495.785046273746,1545768,0.0,1.0
2024-08-13,490.29,493.27,486.47,491.94,489.064559181685,1243798,0.0,1.0
2024-08-12,490.26,492.87,483.75,485.5,482.662201656113,1839468,0.0,1.0
2024-08-09,485.02,492.0,482.2,490.26,487.394378957623,1622719,0.0,1.0
2024-08-08,477.87,487.725,477.155,485.77,482.930623477837,1936684,0.0,1.0
2024-08-07,479.39,488.55,472.57,473.01,470.245207014126,2587633,0.0,1.0
2024-08-06,461.01,475.25,457.43,470.22,467.471514856308,2209283,0.0,1.0
2024-08-05,447.59,463.183,437.37,459.02,456.336980029226,4177225,0.0,1.0
2024-08-02,491.1,494.46,467.21,470.64,467.889059912323,6115462,0.0,1.0
2024-08-01,510.0,514.0191,494.68,500.12,497.196746225037,4006779,0.0,1.0
2024-07-31,504.86,517.26,504.86,509.03,506.054666341939,2658903,0.0,1.0
2024-07-30,498.31,509.47,498.3,505.67,502.714305893814,2642528,0.0,1.0
2024-07-29,500.42,502.0,491.0601,492.72,489.84,1599475,0.0,1.0
2024-07-26,495.72,504.0,495.65,499.03,496.113117389187,2249857,0.0,1.0
2024-07-25,486.05,496.11,483.23,491.71,488.835903555772,1489796,0.0,1.0
2024-07-24,489.26,495.99,485.82,486.7,483.855187530443,1598598,0.0,1.0
2024-07-23,487.08,495.81,486.28,492.15,489.273331709693,2020493,0.0,1.0
2024-07-22,484.56,489.47,482.3808,487.04,484.193200194837,1792477,0.0,1.0
2024-07-19,489.12,492.6,483.19,484.93,482.095533365806,2032670,0.0,1.0
2024-07-18,499.52,503.69,484.22,486.21,483.368051631758,3320237,0.0,1.0
2024-07-17,503.0,509.475,499.43,502.18,499.244705309303,3909113,0.0,1.0
2024-07-16,494.0,506.59,491.99,503.02,500.079795421335,3981658,0.0,1.0
2024-07-15,480.25,493.0,476.307,492.23,489.352864101315,3568195,0.0,1.0
2024-07-12,480.93,483.44,478.1,479.88,477.075051144666,2727751,0.0,1.0
2024-07-11,480.0,483.16,476.27,479.23,476.428850462737,2252304,0.0,1.0
2024-07-10,472.51,479.86,469.85,478.89,476.090837798344,1946041,0.0,1.0
2024-07-09,465.6,479.3,461.58,472.83,470.066259132976,4525354,0.0,1.0
2024-07-08,467.65,474.86,464.04,464.82,462.103078421822,2214374,0.0,1.0
2024-07-05,467.47,467.58,460.13,464.75,462.033487579152,1594040,0.0,1.0
2024-07-03,469.04,469.8899,465.82,467.92,465.184958597175,993915,0.0,1.0
2024-07-02,461.51,466.27,459.6,465.61,462.888460789089,1491787,0.0,1.0
2024-07-01,454.51,464.02,454.01,463.66,460.949858743303,1850463,0.0,1.0
2024-06-28,450.1,457.34,449.53,452.32,449.676142230882,3839657,0.0,1.0
2024-06-27,449.78,449.78,442.8,445.96,443.353317096931,2835198,0.0,1.0
2024-06-26,455.41,457.93,452.45,455.86,453.195450560156,2131737,0.0,1.0
2024-06-25,459.46,464.08,456.75,457.38,454.706566000974,1633414,0.0,1.0
2024-06-24,451.25,463.52,450.0,462.09,459.38903555772,1882184,0.0,1.0
2024-06-21,458.68,458.8,449.9,450.18,447.548650754993,3919230,0.0,1.0
2024-06-20,458.0,460.41,455.24,458.05,455.372649780809,2080573,0.0,1.0
2024-06-18,449.57,457.69,448.51,457.43,454.756273745738,1798377,0.0,1.0
2024-06-17,445.1,450.78,443.39,450.18,447.548650754993,1531648,0.0,1.0
2024-06-14,441.99,448.23,439.15,446.46,443.850394544569,1559064,0.0,1.0
2024-06-13,446.73,448.32,442.15,446.35,443.741037506089,1849094,0.0,1.0
2024-06-12,455.6,457.64,446.19,448.7,446.077301509985,1733049,0.0,1.0
2024-06-11,451.04,451.855,443.38,444.27,441.673195323916,1938237,0.0,1.0
2024-06-10,452.33,455.36,450.3,453.55,450.89895275207,1698631,0.0,1.0
2024-06-07,455.44,461.16,454.5,454.91,452.251003409644,1736189,0.0,1.0
2024-06-06,461.82,464.52,457.01,458.1,455.422357525572,1597964,0.0,1.0
2024-06-05,457.55,463.015,457.5,461.68,458.981432050658,1678887,0.0,1.0
2024-06-04,450.5,457.71,449.21,455.3,452.638723818802,1834972,0.0,1.0
2024-06-03,458.87,458.87,450.2,454.98,452.320594252314,1930715,0.0,1.0
2024-05-31,449.76,456.77,448.12,456.52,453.851592791037,2638347,0.0,1.0
2024-05-30,453.0,455.86,447.6,450.23,447.598358499756,2135290,2.75,1.0
2024-05-29,454.84,458.74,451.65,457.17,451.738579088114,2315691,0.0,1.0
2024-05-28,459.94,463.69,458.91,459.81,454.34721449462,1930788,0.0,1.0
2024-05-24,459.84,465.25,459.1,461.18,455.700938171481,1932470,0.0,1.0
2024-05-23,464.23,464.31,457.41,458.15,452.706936170832,2254680,0.0,1.0
2024-05-22,467.36,470.33,459.75,462.38,456.886681538075,2729478,0.0,1.0
2024-05-21,462.23,471.305,462.2,470.41,464.821280899533,2762730,0.0,1.0
2024-05-20,468.2,471.48,462.6,462.94,457.440028442486,2591495,0.0,1.0
2024-05-17,466.38,468.6594,464.25,467.72,462.163239519418,1656079,0.0,1.0
2024-05-16,464.37,468.25,462.277,464.52,459.001257208501,2070276,0.0,1.0
2024-05-15,461.59,466.19,460.945,466.09,460.552604779795,2217704,0.0,1.0
2024-05-14,454.84,461.765,454.01,458.47,453.023134401924,2412856,0.0,1.0
2024-05-13,456.27,457.2,453.32,453.56,448.17146779361,1579582,0.0,1.0
2024-05-10,456.52,458.75,454.32,454.73,449.327567576039,1823943,0.0,1.0
2024-05-09,446.34,456.43,446.34,455.56,450.147706737933,2710171,0.0,1.0
2024-05-08,442.8,448.02,442.05,446.95,441.639998082622,2006896,0.0,1.0
2024-05-07,445.17,447.42,442.87,443.8,438.527421745313,2058336,0.0,1.0
2024-05-06,441.75,444.3778,439.68,443.67,438.398966213932,1914307,0.0,1.0
2024-05-03,435.0,442.3,434.92,438.18,432.974190311765,2406445,0.0,1.0
2024-05-02,431.2,433.65,428.1689,432.57,427.430840072938,2087512,0.0,1.0
2024-05-01,426.69,433.43,425.19,426.95,421.87760863939,2313676,0.0,1.0
2024-04-30,428.5,431.39,426.0,426.71,421.640459966071,1830134,0.0,1.0
2024-04-29,427.57,433.33,427.2,430.81,425.691749801934,2456938,0.0,1.0
2024-04-26,420.23,428.53,419.64,427.57,422.49024271213,2322674,0.0,1.0
2024-04-25,420.99,423.61,414.85,420.05,415.059584281475,1970127,0.0,1.0
2024-04-24,421.5,424.58,419.61,423.04,418.014061503239,1575931,0.0,1.0
2024-04-23,417.71,425.35,416.2,424.0,418.962656196514,2662338,0.0,1.0
2024-04-22,406.94,417.9799,404.57,417.35,412.391661706639,4165569,0.0,1.0
2024-04-19,404.06,408.0,403.01,404.0,399.200266753282,2805466,0.0,1.0
2024-04-18,405.49,407.86,402.41,403.11,398.320840423058,2776465,0.0,1.0
2024-04-17,402.4,407.12,401.18,403.91,399.111336000787,4373757,0.0,1.0
2024-04-16,404.45,404.97,395.18,396.86,392.145093722048,3459728,0.0,1.0
2024-04-15,407.0,412.865,398.69,400.88,396.117334000138,6176998,0.0,1.0
2024-04-12,392.84,394.09,387.12,389.49,384.862653212217,2815758,0.0,1.0
2024-04-11,400.48,401.47,394.84,397.48,392.757727794788,2176231,0.0,1.0
2024-04-10,404.01,405.45,397.29,400.76,395.998759663478,1903250,0.0,1.0
2024-04-09,411.51,413.2212,407.05,410.71,405.830548411486,1245669,0.0,1.0
2024-04-08,409.1,412.525,407.55,410.54,405.662568101219,1177572,0.0,1.0
2024-04-05,406.56,409.135,401.47,408.07,403.221913004979,1688416,0.0,1.0
2024-04-04,418.0,419.0,405.7,406.25,401.423535565645,1693177,0.0,1.0
2024-04-03,411.0,416.63,411.0,414.0,409.081461474898,1540457,0.0,1.0
2024-04-02,410.74,413.17,407.615,410.15,405.277201507076,1969648,0.0,1.0
2024-04-01,416.68,417.95,412.0,413.51,408.597282933539,1533712,0.0,1.0
2024-03-28,416.21,419.2,414.98,417.69,412.727622327174,2409718,0.0,1.0
2024-03-27,409.62,415.49,408.37,415.25,410.3166108151,2353629,0.0,1.0
2024-03-26,406.09,409.33,404.52,406.18,401.354367202594,1406974,0.0,1.0
2024-03-25,406.87,410.46,403.86,404.94,400.129099057114,1683977,0.0,1.0
2024-03-22,414.4,416.76,405.78,406.82,401.986763664777,2190278,0.0,1.0
2024-03-21,399.77,414.0248,399.09,413.71,408.794906827971,4613791,0.0,1.0
2024-03-20,386.36,396.5,386.0,396.47,391.759727127905,2157408,0.0,1.0
2024-03-19,384.07,390.78,383.705,388.66,384.042514050323,1858220,0.0,1.0
2024-03-18,388.65,389.03,383.41,384.37,379.80348151475,2069030,0.0,1.0
2024-03-15,388.87,391.13,386.4,387.21,382.609740815689,3763948,0.0,1.0
2024-03-14,394.43,396.38,385.45,388.61,383.993108076715,2820948,0.0,1.0
2024-03-13,388.91,395.25,388.18,392.31,387.649150123713,2327106,0.0,1.0
2024-03-12,387.62,389.13,383.78,388.18,383.568216703685,1660300,0.0,1.0
2024-03-11,385.67,386.41,381.42,386.16,381.572215369919,1628799,0.0,1.0
2024-03-08,388.73,395.62,386.71,386.99,382.392354531813,1657387,0.0,1.0
2024-03-07,391.9,394.51,387.06,388.43,383.815246571726,2033080,0.0,1.0
2024-03-06,395.0,395.29,384.52,389.57,384.94170276999,2692376,0.0,1.0
2024-03-05,390.72,397.49,390.31,390.91,386.265782862687,2697770,0.0,1.0
2024-03-04,388.81,396.57,386.2,392.25,387.589862955383,1955263,0.0,1.0
2024-03-01,389.63,391.04,385.25,388.1,383.489167145913,1573017,0.0,1.0
2024-02-29,395.22,395.98,385.67,389.05,384.427880644466,3139123,0.0,1.0
2024-02-28,387.19,393.26,387.0,393.18,388.508814064493,2572859,2.75,1.0
2024-02-27,392.26,395.9,389.33,390.81,383.484781715315,1725071,0.0,1.0
2024-02-26,391.05,396.06,388.82,390.22,382.905840487578,1797790,0.0,1.0
2024-02-23,390.0,396.79,389.21,391.05,383.720283231683,2247640,0.0,1.0
2024-02-22,389.23,395.6,389.0,390.47,383.151154567127,2326776,0.0,1.0
2024-02-21,381.84,388.6599,381.263,388.27,380.99239066709,1773121,0.0,1.0
2024-02-20,380.95,385.575,380.85,384.52,377.312679473844,2358977,0.0,1.0
2024-02-16,383.24,387.58,380.945,384.44,377.234178968388,2376824,0.0,1.0
2024-02-15,379.42,387.21,379.14,385.42,378.195810160223,2218890,0.0,1.0
2024-02-14,380.88,381.48,375.775,378.04,370.954138531915,2041326,0.0,1.0
2024-02-13,387.59,389.16,375.2,378.75,371.650830517836,3030784,0.0,1.0
2024-02-12,385.0,396.35,384.32,392.64,385.280480777619,2797421,0.0,1.0
2024-02-09,384.77,386.13,382.585,384.26,377.057552831112,2028204,0.0,1.0
2024-02-08,386.0,388.11,381.34,385.04,377.822932759307,1913833,0.0,1.0
2024-02-07,385.31,387.07,382.5,386.66,379.41256799479,1963216,0.0,1.0
2024-02-06,383.02,386.8218,383.0,384.99,377.773869943397,1488144,0.0,1.0
2024-02-05,384.6,385.33,381.0,383.02,375.840794996545,2231062,0.0,1.0
2024-02-02,381.8,388.74,380.6,387.86,380.590075576628,2180892,0.0,1.0
2024-02-01,384.43,389.54,378.8,383.85,376.655237740651,2138452,0.0,1.0
2024-01-31,386.0,393.9099,383.7,384.01,376.812238751562,3421105,0.0,1.0
2024-01-30,384.0,387.92,381.59,386.87,379.618631821611,3897864,0.0,1.0
2024-01-29,375.89,380.84,374.24,380.56,373.426904453776,1632534,0.0,1.0
2024-01-26,378.65,380.9,376.75,377.79,370.708824452365,3464718,0.0,1.0
2024-01-25,382.69,386.7099,382.01,382.7,375.526792974722,2376324,0.0,1.0
2024-01-24,381.81,384.61,379.18,379.4,372.288647124665,2025435,0.0,1.0
2024-01-23,379.98,383.36,378.625,380.77,373.632968280598,3313294,0.0,1.0
2024-01-22,386.36,392.73,384.56,385.96,378.72568857205,2922749,0.0,1.0
2024-01-19,376.73,383.3,372.07,382.2,375.036164815622,2603278,0.0,1.0
2024-01-18,380.33,381.64,374.56,376.91,369.84531889235,1771217,0.0,1.0
2024-01-17,375.2,380.2,374.13,377.18,370.110258098264,2415333,0.0,1.0
2024-01-16,378.36,385.01,374.32,380.45,373.318966258774,3926571,0.0,1.0
2024-01-12,383.34,385.845,376.58,377.75,370.669574199637,2223834,0.0,1.0
2024-01-11,380.89,380.98,374.68,379.75,372.632086836035,2209933,0.0,1.0
2024-01-10,381.35,383.05,378.53,381.96,374.800663299255,1547381,0.0,1.0
2024-01-09,384.6,385.95,381.77,383.74,376.547299545649,1708765,0.0,1.0
2024-01-08,385.97,389.08,382.025,388.86,381.571331894827,1902568,0.0,1.0
2024-01-05,381.92,389.47,381.08,386.44,379.196691604786,2897031,0.0,1.0
2024-01-04,383.55,387.0899,381.95,382.95,375.772107054272,1618314,0.0,1.0
2024-01-03,383.88,385.395,376.7633,381.79,374.633849725161,2265306,0.0,1.0
2024-01-02,383.0,389.14,382.19,388.3,381.021828356636,2263330,0.0,1.0
2023-12-29,385.57,386.64,383.57,385.77,378.539249871592,881319,0.0,1.0
2023-12-28,384.52,387.76,383.63,386.41,379.16725391524,1024818,0.0,1.0
2023-12-27,381.2,385.75,380.31,384.48,377.273429221116,1362447,0.0,1.0
2023-12-26,380.65,382.61,380.05,381.61,374.457223587885,837409,0.0,1.0
2023-12-22,382.0,383.4896,379.41,380.65,373.515217522414,1538183,0.0,1.0
2023-12-21,380.05,381.49,377.01,380.57,373.436717016958,1301713,0.0,1.0
2023-12-20,380.73,385.13,377.25,377.52,370.443885246451,1836529,0.0,1.0
2023-12-19,376.01,383.769,374.545,382.45,375.281478895172,1726566,0.0,1.0
2023-12-18,381.26,382.76,375.91,376.4,369.344878170069,2741011,0.0,1.0
2023-12-15,380.19,385.895,379.32,380.51,373.377841637866,4522310,0.0,1.0
2023-12-14,366.5,386.2,365.0,383.47,376.282360339735,5376303,0.0,1.0
2023-12-13,352.94,362.85,351.6,362.73,355.93110430029,2876467,0.0,1.0
2023-12-12,351.41,353.9956,349.58,352.61,346.000790360117,1597669,0.0,1.0
2023-12-11,351.44,353.03,349.05,351.76,345.166722489648,1635961,0.0,1.0
2023-12-08,344.31,352.29,343.7758,350.83,344.254154113723,2239001,0.0,1.0
2023-12-07,343.71,344.69,342.0,344.62,338.160552377707,2162631,0.0,1.0
2023-12-06,343.51,347.0,341.6,341.97,335.56022313448,1828792,0.0,1.0
2023-12-05,346.6,346.8337,340.54,341.75,335.344346744477,2429702,0.0,1.0
2023-12-04,346.3,350.49,345.29,349.39,342.841145015516,2178216,0.0,1.0
2023-12-01,341.46,348.89,340.42,348.43,341.899138950045,3623292,0.0,1.0
2023-11-30,341.68,344.755,340.09,341.54,335.138282917655,1903754,0.0,1.0
2023-11-29,337.0,343.53,336.51,340.26,333.88227483036,2038124,2.75,1.0
2023-11-28,337.38,338.3999,334.87,337.65,328.664908009886,1418976,0.0,1.0
2023-11-27,339.19,340.02,335.74,337.71,328.723311369817,1250571,0.0,1.0
2023-11-24,338.8,340.27,337.64,339.15,330.124992008153,460100,0.0,1.0
2023-11-22,336.94,338.91,335.37,338.64,329.628563448743,1235402,0.0,1.0
2023-11-21,338.36,339.09,334.55,334.97,326.05622459965,1901001,0.0,1.0
2023-11-20,340.0,341.315,337.5,339.45,330.417008807807,3149459,0.0,1.0
2023-11-17,339.5,340.45,338.12,339.19,330.16392758144,1465594,0.0,1.0
2023-11-16,337.76,339.75,335.01,336.67,327.710986464352,1620383,0.0,1.0
2023-11-15,339.9,341.08,335.3407,337.6,328.616238543278,2534619,0.0,1.0
2023-11-14,333.53,341.775,332.47,338.72,329.706434595317,3592920,0.0,1.0
2023-11-13,324.16,328.72,323.53,326.91,318.210706582295,1403320,0.0,1.0
2023-11-10,323.32,326.06,321.65,325.51,316.847961517246,1781440,0.0,1.0
2023-11-09,326.0,326.65,319.66,320.78,312.243829976044,1788040,0.0,1.0
2023-11-08,323.95,326.66,323.67,324.56,315.923241651677,1484489,0.0,1.0
2023-11-07,322.13,326.39,321.29,323.95,315.329474159048,1504999,0.0,1.0
2023-11-06,326.66,328.9,322.1,323.91,315.290538585761,2087563,0.0,1.0
2023-11-03,318.46,329.33,317.93,327.62,318.901813008142,3742027,0.0,1.0
2023-11-02,309.69,314.54,308.0,313.76,305.410636864155,2596968,0.0,1.0
2023-11-01,303.33,308.25,302.8371,307.16,298.986267271781,2345370,0.0,1.0
2023-10-31,301.68,304.29,300.7,303.61,295.530735142549,2611046,0.0,1.0
2023-10-30,293.45,301.81,293.29,300.83,292.824712799094,3065158,0.0,1.0
2023-10-27,297.55,298.27,289.3568,289.91,282.195301291711,2601664,0.0,1.0
2023-10-26,296.96,300.14,294.7801,296.99,289.086897763531,2011172,0.0,1.0
2023-10-25,298.6,300.0,295.03,296.76,288.86301821713,1809273,0.0,1.0
2023-10-24,300.0,303.1,299.08,299.18,291.218620401,1697300,0.0,1.0
2023-10-23,298.29,303.55,298.19,299.22,291.257555974288,2959982,0.0,1.0
2023-10-20,298.5,303.25,298.1,300.05,292.065469119995,2328977,0.0,1.0
2023-10-19,301.96,305.336,298.63,299.19,291.228354294322,3211804,0.0,1.0
2023-10-18,307.0,307.22,301.48,301.96,293.924642744455,3460269,0.0,1.0
2023-10-17,313.38,316.18,305.91,309.36,301.127723802572,4122960,0.0,1.0
2023-10-16,313.18,315.9,310.25,314.39,306.023872143427,2273906,0.0,1.0
2023-10-13,312.0,316.18,308.174,309.3,301.069320442641,1785777,0.0,1.0
2023-10-12,314.15,314.25,308.02,309.85,301.604684575339,1727714,0.0,1.0
2023-10-11,315.43,316.63,311.6,313.02,304.690328758343,1672491,0.0,1.0
2023-10-10,314.47,316.85,312.29,314.77,306.393760089655,1194030,0.0,1.0
2023-10-09,308.9,313.4761,308.37,312.61,304.29123913215,1094602,0.0,1.0
2023-10-06,308.11,315.32,307.17,312.48,304.164698518967,1595270,0.0,1.0
2023-10-05,307.36,310.55,304.2075,310.5,302.237387641255,1584764,0.0,1.0
2023-10-04,304.85,309.06,303.48,308.6,300.387947910117,1872003,0.0,1.0
2023-10-03,315.27,315.68,304.39,306.12,297.973942366315,3118598,0.0,1.0
2023-10-02,322.03,323.58,317.1,318.5,310.024502298679,1303821,0.0,1.0
2023-09-29,327.2,327.96,322.27,323.57,314.959586212821,1403878,0.0,1.0
2023-09-28,320.21,326.84,320.21,325.2,316.546210824271,1389644,0.0,1.0
2023-09-27,324.98,325.0,318.98,321.95,313.382695494692,1493003,0.0,1.0
2023-09-26,325.61,327.43,322.42,323.82,315.202933545865,1481824,0.0,1.0
2023-09-25,327.07,329.285,325.28,328.84,320.089347993399,833525,0.0,1.0
2023-09-22,330.1,331.5399,326.83,327.89,319.16462812783,1669558,0.0,1.0
2023-09-21,334.5,334.6925,330.08,330.24,321.452093058448,1685328,0.0,1.0
2023-09-20,342.61,343.8029,336.2901,336.7,327.740188144317,1225777,0.0,1.0
2023-09-19,343.46,344.97,337.97,341.89,332.792078778321,1660396,0.0,1.0
2023-09-18,342.54,344.26,339.27,343.32,334.184025523335,1356719,0.0,1.0
2023-09-15,345.15,346.19,341.8586,342.54,333.424781844237,3063887,0.0,1.0
2023-09-14,339.0,345.12,336.85,344.57,335.400762188558,2822721,0.0,1.0
2023-09-13,333.5,337.01,330.82,334.98,326.065958492971,2164992,0.0,1.0
2023-09-12,324.01,335.28,324.0,330.9,322.094530017685,2054652,0.0,1.0
2023-09-11,328.26,330.1499,324.29,324.65,316.010846691573,1283102,0.0,1.0
2023-09-08,321.92,325.97,321.659,325.52,316.857695410568,2026803,0.0,1.0
2023-09-07,320.62,324.22,320.13,321.96,313.392429388014,1471138,0.0,1.0
2023-09-06,322.31,324.14,319.305,321.13,312.584516242307,2120866,0.0,1.0
2023-09-05,327.34,328.48,322.625,323.75,315.134796292613,1846007,0.0,1.0
2023-09-01,329.67,331.62,326.205,327.4,318.687667355062,1201407,0.0,1.0
2023-08-31,329.41,330.49,325.9575,327.71,318.989418048037,1271233,0.0,1.0
2023-08-30,330.0,331.91,327.65,328.58,319.836266767032,1131451,2.75,1.0
2023-08-29,325.56,332.7,324.68,332.55,321.013945351693,1831735,0.0,1.0
2023-08-28,321.34,326.6,321.34,325.97,314.662203477046,1440275,0.0,1.0
2023-08-25,320.8,322.7199,318.1901,320.15,309.044097442023,1159572,0.0,1.0
2023-08-24,322.15,327.49,319.51,319.96,308.860688482116,1185557,0.0,1.0
2023-08-23,320.62,322.45,318.0,322.33,311.148473929368,1429147,0.0,1.0
2023-08-22,322.48,322.64,318.31,318.79,307.73127541322,1810287,0.0,1.0
2023-08-21,325.39,326.39,319.39,322.06,310.887840144238,1983723,0.0,1.0
2023-08-18,324.32,327.62,323.195,324.93,313.658280749138,1730485,0.0,1.0
2023-08-17,330.0,333.99,324.0,327.52,316.158434465754,3135291,0.0,1.0
2023-08-16,330.54,332.92,328.97,329.11,317.693277867075,3340306,0.0,1.0
2023-08-15,333.3,334.03,330.48,332.21,320.685739844493,1657764,0.0,1.0
2023-08-14,337.41,338.45,334.86,337.74,326.02390588808,1347039,0.0,1.0
2023-08-11,339.93,341.79,337.55,340.73,328.910183730815,1256837,0.0,1.0
2023-08-10,344.07,347.26,339.8,340.4,328.591631326767,1345914,0.0,1.0
2023-08-09,346.82,348.455,342.49,342.69,330.802191948795,1326159,0.0,1.0
2023-08-08,351.7,352.0,342.03,348.26,336.178970404994,1917387,0.0,1.0
2023-08-07,355.4,357.67,353.92,355.56,343.225735706655,1260463,0.0,1.0
2023-08-04,353.34,358.73,352.51,353.22,340.966909568862,1725271,0.0,1.0
2023-08-03,349.99,355.2099,348.62,353.16,340.908990949945,1840492,0.0,1.0
2023-08-02,354.99,354.99,348.87,351.1,338.920451700435,2107550,0.0,1.0
2023-08-01,354.0,357.87,353.39,357.72,345.310805987694,2024407,0.0,1.0
2023-07-31,354.88,357.2,354.02,355.87,343.524981904397,1385712,0.0,1.0
2023-07-28,356.11,356.5,351.61,353.23,340.976562672015,1827589,0.0,1.0
2023-07-27,358.13,360.535,354.17,354.51,342.212159875594,2010761,0.0,1.0
2023-07-26,354.49,360.26,354.28,357.56,345.156356337247,2281562,0.0,1.0
2023-07-25,357.42,360.82,353.98,354.7,342.3955688355,2892975,0.0,1.0
2023-07-24,352.83,361.62,352.0,358.93,346.478831469203,3517526,0.0,1.0
2023-07-21,351.78,355.08,346.7818,351.96,339.750618571589,3217355,0.0,1.0
2023-07-20,339.16,351.68,339.16,350.86,338.688777224764,3915002,0.0,1.0
2023-07-19,338.0,345.88,331.3,340.55,328.736427874062,6037364,0.0,1.0
2023-07-18,327.3,338.25,327.3,337.27,325.570210039891,3899130,0.0,1.0
2023-07-17,325.89,327.4899,324.36,327.2,315.84953516486,1778480,0.0,1.0
2023-07-14,331.99,332.475,325.02,326.19,314.874571746411,1815195,0.0,1.0
2023-07-13,327.35,329.28,325.6901,328.68,317.278194431498,2787765,0.0,1.0
2023-07-12,324.58,333.3499,324.25,326.4,315.077286912623,2741432,0.0,1.0
2023-07-11,318.83,321.04,314.58,320.88,309.748773972189,2042581,0.0,1.0
2023-07-10,316.67,320.08,316.0,316.47,305.491755481733,1775938,0.0,1.0
2023-07-07,313.2,317.365,312.7,315.17,304.236852071848,2903136,0.0,1.0
2023-07-06,318.0,318.64,312.84,313.0,302.142128687656,2897815,0.0,1.0
2023-07-05,323.95,324.61,319.63,320.05,308.947566410493,2561728,0.0,1.0
2023-07-03,322.41,329.4,322.41,326.61,315.280002078835,1106831,0.0,1.0
2023-06-30,325.82,326.03,322.45,322.54,311.35118909558,2361843,0.0,1.0
2023-06-29,317.85,325.5,316.25,323.09,311.882109768993,3553574,0.0,1.0
2023-06-28,311.72,314.9,310.685,313.66,302.779233495751,2423479,0.0,1.0
2023-06-27,312.41,315.68,310.56,313.45,302.576518329539,2156849,0.0,1.0
2023-06-26,315.13,316.64,312.17,312.36,301.524330085867,2480985,0.0,1.0
2023-06-23,316.56,317.71,314.07,314.71,303.792809326812,2612014,0.0,1.0
2023-06-22,323.69,324.26,319.01,319.58,308.493870562304,2412217,0.0,1.0
2023-06-21,328.45,329.9999,324.92,325.07,313.793424193279,2158659,0.0,1.0
2023-06-20,335.32,335.38,329.23,330.72,319.247427474702,3208987,0.0,1.0
2023-06-16,341.38,341.4,337.1101,338.31,326.574132767799,4544941,0.0,1.0
2023-06-15,337.32,344.0,335.695,339.74,327.954526518672,3322660,0.0,1.0
2023-06-14,344.78,347.73,337.23,338.42,326.680316902481,1819396,0.0,1.0
