,OGS_Open,OGS_High,OGS_Low,OGS_Close,OGS_Adj Close,OGS_Volume,OGS_Dividend Amount,OGS_Split Coefficient
2024-05-17,64.26,64.26,63.38,63.72,63.0941785714286,339358,0.66,1.0
2024-05-16,64.22,64.975,64.1,64.87,63.5743921082413,236745,0.0,1.0
2024-05-15,64.67,64.67,63.914,64.16,62.8785724936759,243560,0.0,1.0
2024-05-14,64.79,64.88,63.78,63.95,62.6727666921848,234785,0.0,1.0
2024-05-13,64.48,65.0,63.67,63.81,62.535562824524,252607,0.0,1.0
2024-05-10,64.48,64.48,63.59,64.15,62.8687722174145,307415,0.0,1.0
2024-05-09,63.95,64.61,63.67,64.29,63.0059760850752,372526,0.0,1.0
2024-05-08,64.44,65.135,63.845,64.09,62.8099705598456,571959,0.0,1.0
2024-05-07,62.45,65.57,62.45,64.83,63.5351910031953,751331,0.0,1.0
2024-05-06,65.81,65.99,65.07,65.09,63.7899981859939,309186,0.0,1.0
2024-05-03,66.52,66.52,64.87,65.45,64.1428081314073,275588,0.0,1.0
2024-05-02,65.36,66.01,64.93,65.88,64.564220010651,244005,0.0,1.0
2024-05-01,64.91,65.94,64.39,65.05,63.7507970809479,278147,0.0,1.0
2024-04-30,64.5,64.79,63.6,64.52,63.2313824390893,522357,0.0,1.0
2024-04-29,64.36,64.78,63.92,64.62,63.3293852017042,258074,0.0,1.0
2024-04-26,64.65,64.826,63.94,63.95,62.6727666921848,229628,0.0,1.0
2024-04-25,64.78,64.78,63.75,64.54,63.2509829916123,229161,0.0,1.0
2024-04-24,64.01,65.03,63.77,64.93,63.6331937658102,330294,0.0,1.0
2024-04-23,64.21,64.99,64.21,64.51,63.2215821628279,287090,0.0,1.0
2024-04-22,64.19,65.14,63.885,64.64,63.3489857542271,312578,0.0,1.0
2024-04-19,62.19,64.62,62.19,64.39,63.1039788476901,506121,0.0,1.0
2024-04-18,61.75,62.48,61.46,62.29,61.0459208327786,259104,0.0,1.0
2024-04-17,61.53,61.86,61.075,61.45,60.222697626814,301813,0.0,1.0
2024-04-16,61.6,61.6,60.27,61.06,59.8404868526162,297256,0.0,1.0
2024-04-15,61.8,62.115,61.035,61.97,60.7323119924111,528743,0.0,1.0
2024-04-12,62.19,62.55,61.27,62.08,60.8401150312874,473120,0.0,1.0
2024-04-11,63.46,63.46,62.37,62.71,61.4575324357609,330445,0.0,1.0
2024-04-10,63.14,63.14,62.035,62.91,61.6535379609905,364538,0.0,1.0
2024-04-09,64.09,64.63,63.9,64.3,63.0157763613367,203048,0.0,1.0
2024-04-08,64.07,64.63,63.63,63.83,62.555163377047,186393,0.0,1.0
2024-04-05,63.57,63.81,62.73,63.72,62.4473603381707,300591,0.0,1.0
2024-04-04,64.16,64.2,63.5,64.07,62.7903700073226,249139,0.0,1.0
2024-04-03,63.23,63.62,62.67,63.43,62.1631523265877,226507,0.0,1.0
2024-04-02,63.54,64.025,63.44,63.9,62.6237653108774,283908,0.0,1.0
2024-04-01,64.64,64.64,63.38,63.62,62.3493575755559,201096,0.0,1.0
2024-03-28,63.46,64.68,63.44,64.53,63.2411827153508,282950,0.0,1.0
2024-03-27,62.29,63.46,62.29,63.46,62.1925531553721,445322,0.0,1.0
2024-03-26,62.78,62.78,61.51,61.83,60.5951081247504,240959,0.0,1.0
2024-03-25,62.67,63.0001,62.25,62.5,61.2517266342697,209043,0.0,1.0
2024-03-22,63.47,63.47,62.29,62.41,61.1635241479164,314220,0.0,1.0
2024-03-21,62.97,63.7,62.88,62.97,61.7123396185594,310786,0.0,1.0
2024-03-20,62.01,63.37,61.75,62.91,61.6535379609905,627211,0.0,1.0
2024-03-19,62.08,62.92,61.98,62.23,60.9871191752097,437050,0.0,1.0
2024-03-18,61.32,62.35,61.1319,61.99,60.7519125449341,466341,0.0,1.0
2024-03-15,60.57,61.695,60.57,61.42,60.1932967980296,690263,0.0,1.0
2024-03-14,61.96,62.02,60.68,61.39,60.1638959692451,347834,0.0,1.0
2024-03-13,63.03,63.45,62.21,62.24,60.9969194514712,368827,0.0,1.0
2024-03-12,62.79,63.36,62.3,63.08,61.8201426574358,352942,0.0,1.0
2024-03-11,63.06,63.5,62.5,63.14,61.8789443150047,381384,0.0,1.0
2024-03-08,63.01,63.64,62.85,63.13,61.8691440387432,299213,0.0,1.0
2024-03-07,62.54,62.88,62.25,62.68,61.4281316069764,308958,0.0,1.0
2024-03-06,62.0,62.5,61.73,61.91,60.6735103348422,438229,0.0,1.0
2024-03-05,61.33,62.66,61.15,61.47,60.242298179337,378880,0.0,1.0
2024-03-04,59.4,60.67,59.335,60.63,59.4190749733724,319875,0.0,1.0
2024-03-01,59.41,59.79,58.5,59.48,58.2920432033018,465742,0.0,1.0
2024-02-29,59.99,60.435,59.39,59.6,58.4096465184396,542424,0.0,1.0
2024-02-28,58.86,59.79,58.64,59.45,58.2626423745174,495876,0.0,1.0
2024-02-27,58.79,59.37,58.38,59.0,57.8216299427506,459741,0.0,1.0
2024-02-26,59.17,59.17,57.96,58.33,57.1650114332313,639734,0.0,1.0
2024-02-23,60.64,61.0,59.33,59.34,58.1548393356411,644843,0.0,1.0
2024-02-22,58.76,60.83,57.74,60.66,59.4484758021568,1124520,0.66,1.0
2024-02-21,60.49,60.98,59.825,60.39,58.5468599754118,773707,0.0,1.0
2024-02-20,60.37,61.63,60.33,60.55,58.7019766767873,726813,0.0,1.0
2024-02-16,61.22,61.4,60.64,60.74,58.8861777596707,847813,0.0,1.0
2024-02-15,60.18,61.89,60.18,61.38,59.5066445651727,495114,0.0,1.0
2024-02-14,59.43,60.19,58.73,59.82,57.9942567267616,430972,0.0,1.0
2024-02-13,61.07,62.12,58.84,59.16,57.3544003335877,752562,0.0,1.0
2024-02-12,61.04,62.99,60.995,62.45,60.5439875056213,683175,0.0,1.0
2024-02-09,60.25,60.91,59.6801,60.85,58.9928204918663,462039,0.0,1.0
2024-02-08,58.45,60.36,58.35,60.26,58.4208276555442,757368,0.0,1.0
2024-02-07,58.92,58.92,58.185,58.76,56.966608580149,346288,0.0,1.0
2024-02-06,58.79,59.25,58.39,58.67,56.8793554356253,511896,0.0,1.0
2024-02-05,60.44,60.44,58.84,58.86,57.0635565185087,356197,0.0,1.0
2024-02-02,61.02,61.9,60.89,61.27,59.400001832977,388064,0.0,1.0
2024-02-01,61.31,62.05,60.63,61.9,60.010773844643,338972,0.0,1.0
2024-01-31,62.0,63.0,61.13,61.37,59.4969497713367,839598,0.0,1.0
2024-01-30,62.07,62.16,61.345,61.47,59.5938977096964,442117,0.0,1.0
2024-01-29,61.35,62.43,61.12,62.39,60.4858187426054,350915,0.0,1.0
2024-01-26,61.61,61.83,60.79,61.34,59.4678653898288,435652,0.0,1.0
2024-01-25,61.33,61.67,60.58,61.23,59.3612226576331,500329,0.0,1.0
2024-01-24,61.97,62.31,60.36,60.59,58.7407558521312,754434,0.0,1.0
2024-01-23,60.45,61.23,60.225,61.15,59.2836643069454,475863,0.0,1.0
2024-01-22,59.66,60.665,59.3,60.3,58.4596068308881,471692,0.0,1.0
2024-01-19,58.85,59.43,57.96,59.18,57.3737899212597,437249,0.0,1.0
2024-01-18,58.63,58.95,58.15,58.57,56.7824074972656,436441,0.0,1.0
2024-01-17,58.72,59.835,58.44,58.86,57.0635565185087,385381,0.0,1.0
2024-01-16,60.66,60.66,59.125,59.27,57.4610430657834,329888,0.0,1.0
2024-01-12,61.93,62.06,60.633,60.8,58.9443465226865,268246,0.0,1.0
2024-01-11,62.15,62.15,60.335,61.03,59.1673267809138,543033,0.0,1.0
2024-01-10,62.9,63.155,62.37,62.5,60.5924614748011,335269,0.0,1.0
2024-01-09,63.87,63.87,62.88,63.02,61.0965907542714,275516,0.0,1.0
2024-01-08,63.85,64.555,63.57,64.53,62.5605046235026,293550,0.0,1.0
2024-01-05,63.88,64.9,63.69,63.93,61.9788169933445,250141,0.0,1.0
2024-01-04,64.74,65.17,64.02,64.39,62.4247775097991,257147,0.0,1.0
2024-01-03,64.42,65.745,63.86,65.01,63.0258547276291,398753,0.0,1.0
2024-01-02,63.57,65.39,63.5275,64.69,62.7156213248781,318377,0.0,1.0
2023-12-29,64.0,64.215,63.48,63.72,61.7752263227892,349550,0.0,1.0
2023-12-28,63.99,64.86,63.99,64.27,62.3084399837675,278514,0.0,1.0
2023-12-27,64.98,65.0,64.15,64.35,62.3859983344552,261183,0.0,1.0
2023-12-26,64.92,65.535,64.7913,64.82,62.8416536447457,247783,0.0,1.0
2023-12-22,64.56,65.77,64.56,65.06,63.0743286968089,327007,0.0,1.0
2023-12-21,63.27,64.29,63.27,64.24,62.2793556022595,424633,0.0,1.0
2023-12-20,63.54,64.69,62.97,63.01,61.0868959604355,454071,0.0,1.0
2023-12-19,63.3,64.31,63.3,63.72,61.7752263227892,274462,0.0,1.0
2023-12-18,63.58,63.79,62.5,63.02,61.0965907542714,402173,0.0,1.0
2023-12-15,64.43,64.74,62.86,63.23,61.3001814248268,1475134,0.0,1.0
2023-12-14,64.88,65.81,64.31,64.46,62.4926410666508,713672,0.0,1.0
2023-12-13,61.0,64.48,60.63,64.16,62.2017972515718,725000,0.0,1.0
2023-12-12,61.14,61.19,59.97,61.04,59.1770215747497,651886,0.0,1.0
2023-12-11,61.08,61.66,60.76,61.11,59.2448851316015,611318,0.0,1.0
2023-12-08,61.12,61.72,60.68,61.55,59.6714560603841,486118,0.0,1.0
2023-12-07,61.0,61.41,60.21,61.09,59.2254955439296,584846,0.0,1.0
2023-12-06,60.86,61.37,60.62,61.33,59.4581705959928,393082,0.0,1.0
2023-12-05,61.71,61.92,60.01,60.31,58.4693016247241,848296,0.0,1.0
2023-12-04,59.61,62.27,59.61,61.88,59.9913842569711,861494,0.0,1.0
2023-12-01,57.55,59.81,57.0,59.74,57.9166983760739,934535,0.0,1.0
2023-11-30,57.44,57.795,55.5,57.63,55.8710968766846,1261623,0.0,1.0
2023-11-29,59.08,59.84,58.52,58.87,57.0732513123446,482503,0.0,1.0
2023-11-28,58.68,59.66,58.275,59.02,57.2186732198842,398758,0.0,1.0
2023-11-27,58.93,59.14,58.37,58.78,56.9859981678209,382421,0.0,1.0
2023-11-24,59.6,59.6,58.91,58.99,57.1895888383763,166111,0.0,1.0
2023-11-22,59.29,59.8,58.685,59.31,57.4998222411272,506913,0.0,1.0
2023-11-21,60.21,60.21,59.03,59.07,57.267147189064,380669,0.0,1.0
2023-11-20,61.51,61.51,60.0,60.41,58.5662495630837,512772,0.0,1.0
2023-11-17,62.13,62.13,61.19,61.68,59.7974883802517,395139,0.0,1.0
2023-11-16,62.22,62.44,61.525,61.75,59.8653519371035,483756,0.0,1.0
2023-11-15,61.47,62.32,61.44,61.79,59.9041311124474,796479,0.0,1.0
2023-11-14,60.5,61.62,60.14,61.46,59.5842029158604,827166,0.65,1.0
2023-11-13,60.25,60.3,59.49,59.67,57.2434292060762,467368,0.0,1.0
2023-11-10,60.47,60.645,59.72,60.33,57.876589307903,524804,0.0,1.0
2023-11-09,59.98,60.7,59.66,60.2,57.7518759545129,475351,0.0,1.0
2023-11-08,61.0,61.0,59.01,59.71,57.2818025455808,475152,0.0,1.0
2023-11-07,62.03,62.29,61.21,61.23,58.7399894467579,333713,0.0,1.0
2023-11-06,62.16,62.54,61.5,62.21,59.680136264622,320477,0.0,1.0
2023-11-03,63.49,63.5177,62.18,62.21,59.680136264622,520239,0.0,1.0
2023-11-02,61.57,63.16,61.19,62.35,59.8144429528884,645661,0.0,1.0
2023-11-01,60.4,61.53,59.49,61.44,58.9414494791573,632621,0.0,1.0
2023-10-31,60.91,60.94,59.38,60.4,57.9437426520362,1135689,0.0,1.0
2023-10-30,62.12,62.35,60.96,61.32,58.8263294606434,617287,0.0,1.0
2023-10-27,62.39,62.65,61.11,61.51,59.0086028232905,436476,0.0,1.0
2023-10-26,63.28,63.82,62.75,63.04,60.4763830593437,491556,0.0,1.0
2023-10-25,62.05,63.57,60.92,62.81,60.2557363571919,1162164,0.0,1.0
2023-10-24,65.84,65.99,64.18,64.4,61.7810766025022,588810,0.0,1.0
2023-10-23,65.48,66.29,65.19,65.38,62.7212234203663,482854,0.0,1.0
2023-10-20,66.93,67.14,65.73,65.97,63.2872301780601,630676,0.0,1.0
2023-10-19,67.84,68.2,66.34,66.59,63.8820169403823,529267,0.0,1.0
2023-10-18,69.13,69.13,68.14,68.26,65.4841038647018,328539,0.0,1.0
2023-10-17,69.27,70.66,69.27,69.58,66.7504240683556,407432,0.0,1.0
2023-10-16,69.66,70.015,69.23,69.8,66.9614774356312,298797,0.0,1.0
2023-10-13,68.99,69.13,68.28,69.11,66.2995373291758,372576,0.0,1.0
2023-10-12,69.09,69.39,67.89,68.34,65.5608505437112,353320,0.0,1.0
2023-10-11,68.94,69.29,68.32,69.24,66.424250682566,405599,0.0,1.0
2023-10-10,68.46,69.03,68.3977,68.68,65.8870239295008,232659,0.0,1.0
2023-10-09,67.0,68.69,67.0,68.37,65.5896305483397,245976,0.0,1.0
2023-10-06,66.27,67.615,65.45,67.4,64.6590770653517,362517,0.0,1.0
2023-10-05,66.67,67.321,66.295,66.97,64.2465636656766,372173,0.0,1.0
2023-10-04,66.66,67.13,65.44,66.72,64.0067302937724,555469,0.0,1.0
2023-10-03,65.2,66.51,64.48,66.46,63.7573035869921,561302,0.0,1.0
2023-10-02,68.0,68.0,65.51,65.66,62.9898367968989,405746,0.0,1.0
2023-09-29,69.68,69.985,67.94,68.28,65.5032905344542,545050,0.0,1.0
2023-09-28,70.24,70.24,69.03,69.11,66.2995373291758,306753,0.0,1.0
2023-09-27,70.58,70.95,69.71,69.93,67.0861907890214,347330,0.0,1.0
2023-09-26,72.7,72.7,70.79,70.81,67.9304042581239,315929,0.0,1.0
2023-09-25,72.99,73.13,72.41,73.06,70.088904605261,337335,0.0,1.0
2023-09-22,73.04,73.88,72.49,73.37,70.3862979864221,317545,0.0,1.0
2023-09-21,74.61,74.61,73.19,73.21,70.2328046284035,376077,0.0,1.0
2023-09-20,74.51,75.215,74.15,74.58,71.5470915064381,477649,0.0,1.0
2023-09-19,75.0,75.22,74.13,74.15,71.134578106763,278831,0.0,1.0
2023-09-18,75.61,75.78,74.75,74.9,71.8540782224754,270604,0.0,1.0
2023-09-15,74.59,75.89,74.59,75.65,72.5735783381877,1144843,0.0,1.0
2023-09-14,74.52,75.145,74.34,74.59,71.5566848413142,565540,0.0,1.0
2023-09-13,74.05,74.4999,73.85,74.07,71.0578314277537,389161,0.0,1.0
2023-09-12,74.18,74.25,73.6,73.94,70.9331180743635,939428,0.0,1.0
2023-09-11,74.27,74.97,74.15,74.73,71.6909915295806,224577,0.0,1.0
2023-09-08,73.85,74.33,73.47,74.16,71.1441714416391,235117,0.0,1.0
2023-09-07,74.14,74.41,73.39,73.93,70.9235247394874,263014,0.0,1.0
2023-09-06,72.69,73.46,72.11,73.35,70.3671113166698,330449,0.0,1.0
2023-09-05,72.58,72.92,71.455,72.41,69.4653378383103,298024,0.0,1.0
2023-09-01,72.94,73.42,72.27,73.19,70.2136179586511,387484,0.0,1.0
2023-08-31,73.7,74.22,72.39,72.47,69.5228978475673,425218,0.0,1.0
2023-08-30,74.47,75.08,73.74,73.94,70.9331180743635,284810,0.0,1.0
2023-08-29,74.56,74.665,73.95,74.59,71.5566848413142,247458,0.0,1.0
2023-08-28,74.85,75.32,74.41,74.45,71.4223781530479,169312,0.0,1.0
2023-08-25,74.62,75.35,74.55,74.85,71.8061115480945,233975,0.0,1.0
2023-08-24,74.39,75.65,73.86,74.11,71.0962047672583,228189,0.0,1.0
2023-08-23,74.97,75.22,74.51,74.81,71.7677382085899,260475,0.0,1.0
2023-08-22,74.37,75.09,74.06,75.0,71.950011571237,228585,0.0,1.0
2023-08-21,74.36,74.93,73.55,74.52,71.4895314971811,314999,0.0,1.0
2023-08-18,74.62,75.44,74.32,74.75,71.7101781993329,309429,0.0,1.0
2023-08-17,74.72,75.57,74.41,74.52,71.4895314971811,286137,0.0,1.0
2023-08-16,73.78,74.86,73.4,74.75,71.7101781993329,330384,0.0,1.0
2023-08-15,73.78,73.78,72.985,73.48,70.4918246700599,275614,0.65,1.0
2023-08-14,75.64,75.64,74.35,74.67,71.0053223811328,352452,0.0,1.0
2023-08-11,76.15,77.04,75.4,75.61,71.8991887670745,335378,0.0,1.0
2023-08-10,75.97,76.84,75.88,76.13,72.3936680444039,209308,0.0,1.0
2023-08-09,76.36,76.98,75.92,76.09,72.355631176917,303610,0.0,1.0
2023-08-08,77.9,77.9,76.09,76.48,72.7264906349141,315626,0.0,1.0
2023-08-07,77.22,78.03,77.08,77.83,74.0102349125963,263583,0.0,1.0
2023-08-04,78.0,78.74,77.02,77.46,73.6583938883427,335407,0.0,1.0
2023-08-03,78.83,79.03,77.88,78.04,74.2099284669024,315107,0.0,1.0
2023-08-02,77.73,80.15,77.18,79.34,75.446126660226,597459,0.0,1.0
2023-08-01,82.06,82.06,77.68,78.03,74.2004192500307,550112,0.0,1.0
2023-07-31,79.9,80.235,78.81,79.13,75.2464331059199,3839043,0.0,1.0
2023-07-28,80.0,80.245,78.59,79.31,75.4175990096109,447482,0.0,1.0
2023-07-27,81.4,81.46,79.38,79.47,75.5697464795584,490088,0.0,1.0
2023-07-26,80.93,81.915,80.93,81.39,77.3955161189286,453343,0.0,1.0
2023-07-25,80.26,81.215,80.01,80.81,76.8439815403688,335622,0.0,1.0
2023-07-24,80.65,81.245,79.65,80.62,76.6633064198062,381006,0.0,1.0
2023-07-21,80.42,81.4,79.85,80.61,76.6537972029345,437241,0.0,1.0
2023-07-20,78.91,80.17,78.41,80.09,76.159317925605,305522,0.0,1.0
2023-07-19,78.48,79.09,77.71,78.79,74.9231197322814,389088,0.0,1.0
2023-07-18,77.7,78.65,77.095,77.97,74.1433639488004,546850,0.0,1.0
2023-07-17,76.28,77.61,75.635,77.46,73.6583938883427,496169,0.0,1.0
2023-07-14,77.64,77.715,75.58,76.21,72.4697417793777,442937,0.0,1.0
2023-07-13,77.49,77.98,76.86,77.97,74.1433639488004,395721,0.0,1.0
2023-07-12,77.38,77.94,76.24,77.82,74.0007256957246,369835,0.0,1.0
2023-07-11,75.66,76.655,74.85,76.52,72.764527502401,439844,0.0,1.0
2023-07-10,74.4,75.33,74.29,75.3,71.6044030440512,479461,0.0,1.0
2023-07-07,75.51,75.51,72.84,74.2,70.558389188162,1076016,0.0,1.0
2023-07-06,76.35,76.355,75.4,76.01,72.2795574419433,327531,0.0,1.0
2023-07-05,76.81,77.99,76.79,76.87,73.0973500929112,349671,0.0,1.0
2023-07-03,76.46,77.44,76.27,77.05,73.2685159966021,158468,0.0,1.0
2023-06-30,77.44,77.44,76.02,76.81,73.0402947916809,421261,0.0,1.0
2023-06-29,76.32,77.545,76.045,77.31,73.5157556352669,349982,0.0,1.0
2023-06-28,76.76,76.76,75.88,76.45,72.697962984299,296486,0.0,1.0
2023-06-27,77.17,77.865,76.65,77.28,73.4872279846517,295818,0.0,1.0
2023-06-26,76.4,77.355,76.05,76.96,73.1829330447567,281254,0.0,1.0
2023-06-23,77.91,78.3,76.22,76.39,72.6409076830686,645254,0.0,1.0
2023-06-22,79.34,79.34,77.46,77.73,73.9151427438791,286596,0.0,1.0
2023-06-21,78.23,79.72,77.58,79.17,75.2844699734068,363560,0.0,1.0
2023-06-20,78.25,79.15,77.78,78.38,74.5332418405409,473976,0.0,1.0
2023-06-16,78.44,78.805,77.59,78.25,74.4096220212085,737244,0.0,1.0
2023-06-15,78.91,78.91,77.37,77.78,73.9626888282377,443169,0.0,1.0
2023-06-14,79.85,80.4,78.53,78.88,75.0087026841269,419403,0.0,1.0
2023-06-13,80.13,80.5927,79.15,80.14,76.2068640099636,425251,0.0,1.0
2023-06-12,82.22,82.88,79.29,80.53,76.5777234679607,716350,0.0,1.0
2023-06-09,82.62,82.62,81.71,82.22,78.1847811192814,331384,0.0,1.0
2023-06-08,83.18,83.31,81.815,82.57,78.5176037097916,439624,0.0,1.0
2023-06-07,81.47,83.89,81.14,83.62,79.5160714813222,454394,0.0,1.0
2023-06-06,80.33,81.75,79.79,81.39,77.3955161189286,303355,0.0,1.0
2023-06-05,80.28,81.82,79.46,79.97,76.0452073231444,398286,0.0,1.0
2023-06-02,79.4,81.93,79.39,81.38,77.3860069020569,429188,0.0,1.0
2023-06-01,80.89,80.89,79.03,79.63,75.7218939495059,282162,0.0,1.0
2023-05-31,81.4,82.56,80.38,80.94,76.9676013597012,439162,0.0,1.0
2023-05-30,80.76,81.87,80.6012,81.42,77.4240437695438,406555,0.0,1.0
2023-05-26,79.68,81.14,79.46,81.11,77.1292580465204,395328,0.0,1.0
2023-05-25,80.42,80.53,78.84,79.65,75.7409123832493,229732,0.0,1.0
2023-05-24,81.66,81.66,80.57,80.62,76.6633064198062,258163,0.0,1.0
2023-05-23,80.28,82.365,80.15,81.64,77.6332465407216,325644,0.0,1.0
2023-05-22,80.37,81.38,80.065,80.73,76.7679078053951,323009,0.0,1.0
2023-05-19,80.34,80.88,79.71,80.3,76.3590114799111,202739,0.0,1.0
2023-05-18,79.11,79.93,78.45,79.72,75.8074769013514,236674,0.0,1.0
2023-05-17,79.19,80.16,78.57,79.9,75.9786428050423,358469,0.0,1.0
2023-05-16,79.94,80.45,78.89,79.0,75.1228132865875,330735,0.65,1.0
2023-05-15,81.92,82.18,80.42,80.57,75.9905218644113,317980,0.0,1.0
2023-05-12,81.51,81.87,80.74,81.76,77.1128840465963,236915,0.0,1.0
2023-05-11,81.23,81.47,80.22,81.16,76.5469871480156,290707,0.0,1.0
2023-05-10,81.66,81.76,80.36,81.6,76.9619782069748,330573,0.0,1.0
2023-05-09,80.36,81.15,79.9,80.91,76.311196773607,377151,0.0,1.0
2023-05-08,80.25,80.83,79.615,80.46,75.8867740996715,215678,0.0,1.0
2023-05-05,79.92,81.51,79.5,80.74,76.1508593190091,358557,0.0,1.0
2023-05-04,79.49,80.06,78.7,79.65,75.1228132865875,472008,0.0,1.0
2023-05-03,78.66,81.37,78.66,79.75,75.217129436351,457747,0.0,1.0
2023-05-02,78.61,79.08,77.24,78.31,73.8589768797573,645935,0.0,1.0
2023-05-01,76.99,78.32,76.88,77.29,72.8969521521701,337797,0.0,1.0
2023-04-28,78.14,78.34,76.7,76.95,72.5762772429744,777334,0.0,1.0
2023-04-27,77.14,78.22,76.75,78.2,73.7552291150175,358622,0.0,1.0
2023-04-26,80.0,80.22,76.94,77.1,72.7177514676196,364217,0.0,1.0
2023-04-25,80.08,80.69,79.59,80.06,75.5095095006177,416299,0.0,1.0
2023-04-24,80.8,80.985,80.195,80.63,76.0471115542693,271633,0.0,1.0
2023-04-21,81.1,81.48,80.13,80.71,76.1225644740801,301808,0.0,1.0
2023-04-20,80.79,81.4,80.38,80.59,76.009385094364,317233,0.0,1.0
2023-04-19,79.56,80.87,79.33,80.67,76.0848380141747,352088,0.0,1.0
2023-04-18,80.69,80.69,78.055,79.4,74.8870229121789,390507,0.0,1.0
2023-04-17,79.81,80.77,79.41,80.64,76.0565431692457,231915,0.0,1.0
2023-04-14,80.83,81.045,79.265,79.62,75.0945184416585,360442,0.0,1.0
2023-04-13,81.6,81.73,79.74,81.29,76.6695981427081,310307,0.0,1.0
2023-04-12,82.58,83.35,81.81,81.95,77.2920847311469,289027,0.0,1.0
2023-04-11,82.56,83.22,82.04,82.41,77.7259390200587,291036,0.0,1.0
2023-04-10,81.93,82.69,81.29,82.68,77.9805926244201,336718,0.0,1.0
2023-04-06,82.08,82.5,81.2,82.19,77.5184434905792,307590,0.0,1.0
2023-04-05,79.29,81.8,79.15,81.53,76.8959569021404,325795,0.0,1.0
2023-04-04,78.62,79.13,78.25,78.95,74.4626002382434,230199,0.0,1.0
2023-04-03,78.83,79.44,78.14,78.47,74.0098827193788,296042,0.0,1.0
2023-03-31,79.2,79.58,78.37,79.23,74.7266854575811,379657,0.0,1.0
2023-03-30,79.3,79.664,78.61,78.99,74.5003266981488,291385,0.0,1.0
2023-03-29,78.74,79.6,78.57,78.91,74.424873778338,242026,0.0,1.0
2023-03-28,77.63,78.62,77.21,78.32,73.8684084947337,266953,0.0,1.0
2023-03-27,77.46,78.7075,77.2,77.89,73.4628490507508,326268,0.0,1.0
2023-03-24,74.86,77.04,74.25,77.02,72.6422985478088,253176,0.0,1.0
2023-03-23,75.62,76.51,74.16,74.8,70.5484800230602,435361,0.0,1.0
2023-03-22,77.78,77.78,75.55,75.62,71.3218724511205,394108,0.0,1.0
2023-03-21,79.79,79.79,77.1,77.58,73.1704689864841,660240,0.0,1.0
2023-03-20,78.87,80.17,78.58,79.53,75.0096339068714,394568,0.0,1.0
2023-03-17,78.45,78.72,77.445,78.41,73.9532930295208,886406,0.0,1.0
2023-03-16,76.71,79.18,76.62,78.58,74.1136304841186,489654,0.0,1.0
2023-03-15,75.72,77.36,75.2,77.14,72.755477927525,449778,0.0,1.0
2023-03-14,76.12,77.04,75.49,76.25,71.9160641946303,693349,0.0,1.0
2023-03-13,73.82,76.09,73.46,74.89,70.6333645578473,576710,0.0,1.0
2023-03-10,76.19,76.19,73.77,74.34,70.1146257341484,675604,0.0,1.0
2023-03-09,76.75,77.35,75.76,75.97,71.6519789752926,1025839,0.0,1.0
2023-03-08,77.98,78.315,77.5,77.65,73.2364902913186,577983,0.0,1.0
2023-03-07,80.08,80.23,77.28,77.83,73.4062593608928,744487,0.0,1.0
2023-03-06,80.92,81.135,79.23,79.86,75.3208772010908,620599,0.0,1.0
2023-03-03,79.41,81.0,78.4,80.99,76.3866496934178,888774,0.0,1.0
2023-03-02,79.3,79.49,78.18,78.92,74.4343053933144,431769,0.0,1.0
2023-03-01,79.57,79.97,78.605,79.4,74.8870229121789,340003,0.0,1.0
2023-02-28,80.53,81.45,80.16,80.16,75.6038256503811,856457,0.0,1.0
2023-02-27,80.23,82.1,80.23,80.87,76.2734703137016,438864,0.0,1.0
2023-02-24,79.98,80.435,78.95,80.05,75.5000778856413,486056,0.0,1.0
2023-02-23,78.63,81.87,78.63,80.26,75.6981418001446,936265,0.65,1.0
2023-02-22,79.71,80.57,79.25,79.97,74.8186923712466,720084,0.0,1.0
2023-02-21,81.26,81.51,79.79,79.9,74.7532014563287,567653,0.0,1.0
2023-02-17,81.63,82.345,80.77,81.79,76.5214561591129,582230,0.0,1.0
2023-02-16,79.9,81.98,79.25,81.31,76.0723755996756,355636,0.0,1.0
2023-02-15,80.02,81.1,79.18,80.92,75.7074976451328,537883,0.0,1.0
2023-02-14,81.94,81.94,80.15,80.77,75.5671599703087,665763,0.0,1.0
2023-02-13,81.5,82.34,81.22,82.14,76.8489107337026,555022,0.0,1.0
2023-02-10,79.97,81.6,79.97,81.49,76.2407808094646,544853,0.0,1.0
2023-02-09,80.59,81.07,79.17,79.7,74.5660845565631,296137,0.0,1.0
2023-02-08,81.74,81.74,80.38,80.54,75.3519755355783,337438,0.0,1.0
2023-02-07,83.29,83.29,81.21,82.49,77.1763653082922,1099132,0.0,1.0
2023-02-06,82.77,83.895,82.02,83.77,78.3739134667916,420469,0.0,1.0
2023-02-03,83.55,83.84,81.075,82.84,77.5038198828819,623585,0.0,1.0
2023-02-02,83.16,84.255,82.83,83.9,78.4955394516392,682532,0.0,1.0
2023-02-01,81.96,83.08,81.03,82.46,77.1482977733274,803956,0.0,1.0
2023-01-31,80.59,82.49,80.54,82.36,77.0547393234447,6205216,0.0,1.0
2023-01-30,80.11,81.73,80.11,80.36,75.1835703257894,901344,0.0,1.0
2023-01-27,79.89,81.07,79.64,80.55,75.3613313805666,874609,0.0,1.0
2023-01-26,81.49,81.73,79.71,80.0,74.8467599062114,843176,0.0,1.0
2023-01-25,80.37,83.25,80.06,81.85,76.5775912290426,1783939,0.0,1.0
