,OGS_Open,OGS_High,OGS_Low,OGS_Close,OGS_Adj Close,OGS_Volume,OGS_Dividend Amount,OGS_Split Coefficient
2020-06-04,83.06,83.39,81.49,82.27,71.3035475914914,179900,0.0,1.0
2020-06-03,83.46,85.26,83.46,84.11,72.8982786911431,193212,0.0,1.0
2020-06-02,83.5,83.81,81.78,82.68,71.6588952821747,181259,0.0,1.0
2020-06-01,84.03,84.58,82.89,82.93,71.875570703323,289362,0.0,1.0
2020-05-29,82.99,84.32,82.5,83.97,72.7769404553,336275,0.0,1.0
2020-05-28,84.01,85.46,83.3,84.24,73.0109499101402,439008,0.0,1.0
2020-05-27,81.34,82.66,80.41,82.26,71.2948805746455,309058,0.0,1.0
2020-05-26,80.98,81.6,79.33,79.72,69.0934582957785,211680,0.0,1.0
2020-05-22,78.47,78.73,77.91,78.54,68.0707503079584,136403,0.0,1.0
2020-05-21,77.84,79.45,77.84,78.11,67.6980685835832,265593,0.0,1.0
2020-05-20,77.82,78.89,77.23,78.39,67.9407450552694,247518,0.0,1.0
2020-05-19,79.83,80.99,76.7,76.86,66.6146914778416,247465,0.0,1.0
2020-05-18,78.2,81.38,77.6,80.66,69.9081578792962,407385,0.0,1.0
2020-05-15,75.62,76.04,73.06,75.24,65.2106347488004,992341,0.0,1.0
2020-05-14,74.97,75.41,72.25,75.34,65.2973049172598,447585,0.0,1.0
2020-05-13,76.65,76.97,74.45,76.26,66.0946704670856,335413,0.0,1.0
2020-05-12,78.95,79.36,77.31,77.39,67.0740433706761,253400,0.54,1.0
2020-05-11,79.84,81.2,78.28,79.81,68.6921519493604,379097,0.0,1.0
2020-05-08,79.63,81.12,79.36,80.91,69.6389176071012,294675,0.0,1.0
2020-05-07,78.17,79.38,77.71,78.27,67.3666800285232,210544,0.0,1.0
2020-05-06,79.82,79.82,76.47,76.51,65.8518549761379,204005,0.0,1.0
2020-05-05,80.97,81.52,79.43,80.03,68.8815050809086,222514,0.0,1.0
2020-05-04,77.65,80.14,77.5,79.85,68.7265797914601,248066,0.0,1.0
2020-05-01,78.5,78.89,77.26,78.65,67.6937445284701,307670,0.0,1.0
2020-04-30,81.35,81.35,79.08,79.71,68.6060823441112,501928,0.0,1.0
2020-04-29,87.33,87.33,81.75,82.63,71.1193148173869,444359,0.0,1.0
2020-04-28,89.72,90.24,84.63,84.72,72.9181695670945,490065,0.0,1.0
2020-04-27,87.06,88.48,86.43,86.51,74.4588155010546,280355,0.0,1.0
2020-04-24,86.16,87.51,85.34,87.05,74.9235913694001,388127,0.0,1.0
2020-04-23,86.35,87.66,84.48,85.74,73.796079540636,188184,0.0,1.0
2020-04-22,87.0,88.08,85.21,86.97,74.8547356852008,256769,0.0,1.0
2020-04-21,81.57,85.76,81.57,85.25,73.3743384749151,303984,0.0,1.0
2020-04-20,86.98,87.6,83.45,83.99,72.2898614487756,296231,0.0,1.0
2020-04-17,87.8,89.4,86.95,88.75,76.386774658636,251845,0.0,1.0
2020-04-16,85.51,86.75,83.51,85.89,73.9251839485098,228844,0.0,1.0
2020-04-15,86.82,88.38,85.19,85.46,73.5550846459384,209202,0.0,1.0
2020-04-14,89.85,90.56,86.97,90.24,77.6692117768485,270359,0.0,1.0
2020-04-13,89.74,89.88,86.41,87.01,74.8891635273005,216246,0.0,1.0
2020-04-09,88.45,92.0,87.71,91.06,78.3749825398917,280692,0.0,1.0
2020-04-08,83.82,87.29,82.19,86.42,74.3813528563304,298954,0.0,1.0
2020-04-07,88.16,88.32,82.0,82.81,71.2742401068354,286431,0.0,1.0
2020-04-06,81.4,86.15,80.01,85.82,73.8649352248353,335383,0.0,1.0
2020-04-03,78.66,79.7,76.39,77.93,67.0740433706761,313491,0.0,1.0
2020-04-02,76.75,81.09,76.2,78.95,67.9519533442176,259209,0.0,1.0
2020-04-01,79.43,81.43,75.81,77.39,66.6092675023306,359517,0.0,1.0
2020-03-31,82.57,84.66,80.61,83.62,71.9714039093537,486285,0.0,1.0
2020-03-30,80.19,84.91,78.68,83.52,71.8853343041045,422765,0.0,1.0
2020-03-27,74.17,81.98,73.77,79.39,68.3306596073139,303471,0.0,1.0
2020-03-26,72.33,78.71,72.33,77.81,66.9707598443771,358647,0.0,1.0
2020-03-25,71.62,74.9,65.55,71.84,61.8324044110018,730489,0.0,1.0
2020-03-24,69.62,72.47,67.48,72.13,62.0820062662244,442153,0.0,1.0
2020-03-23,66.57,71.66,63.67,67.62,58.2002670694869,621689,0.0,1.0
2020-03-20,76.66,77.31,66.0,67.95,58.4842967668092,691117,0.0,1.0
2020-03-19,72.11,79.79,69.06,76.18,65.5678252788156,602213,0.0,1.0
2020-03-18,79.28,80.15,70.08,72.2,62.1422549898988,739522,0.0,1.0
2020-03-17,71.0,85.89,70.62,84.74,72.9353834881444,681810,0.0,1.0
2020-03-16,69.0,73.86,66.61,69.37,59.7064851613473,712277,0.0,1.0
2020-03-13,74.64,78.99,69.03,78.98,67.9777742257923,616165,0.0,1.0
2020-03-12,75.12,77.06,65.85,71.03,61.1352406084835,572531,0.0,1.0
2020-03-11,82.62,83.11,78.32,80.12,68.9589677256328,539862,0.0,1.0
2020-03-10,84.82,85.13,80.58,84.56,72.7804581986959,463428,0.0,1.0
2020-03-09,84.52,85.24,81.21,83.28,71.6787672515065,595858,0.0,1.0
2020-03-06,84.42,88.32,83.42,88.13,75.8531431060911,482213,0.0,1.0
2020-03-05,87.33,87.69,86.01,87.11,74.9752331325496,377254,0.0,1.0
2020-03-04,86.57,89.69,86.54,89.17,76.7482670006825,251855,0.0,1.0
2020-03-03,86.42,88.09,84.79,85.44,73.5378707248885,360533,0.0,1.0
2020-03-02,82.38,86.64,82.16,86.59,74.527671185254,381237,0.0,1.0
2020-02-28,84.5,84.85,80.54,82.14,70.697573751666,532017,0.0,1.0
2020-02-27,88.43,90.47,86.07,86.17,74.1661788432074,383079,0.0,1.0
2020-02-26,90.76,91.93,89.86,89.89,77.3679681584765,280600,0.0,1.0
2020-02-25,93.67,93.89,90.4,90.48,77.8757788294466,342167,0.0,1.0
2020-02-24,93.04,94.33,92.67,93.74,80.6816479605694,249226,0.0,1.0
2020-02-21,95.25,95.64,94.07,94.16,81.0431403026159,326591,0.0,1.0
2020-02-20,95.01,95.11,93.17,95.06,81.8177667498584,236687,0.54,1.0
2020-02-19,96.41,96.81,95.57,95.71,81.9119085316836,174910,0.0,1.0
2020-02-18,96.64,96.97,96.02,96.69,82.7506262243076,335632,0.0,1.0
2020-02-14,95.35,96.33,94.96,96.21,82.3398257217979,210288,0.0,1.0
2020-02-13,93.82,95.05,93.45,95.04,81.3384994969304,225947,0.0,1.0
2020-02-12,94.22,94.22,92.62,93.89,80.3542899596674,330536,0.0,1.0
2020-02-11,94.41,94.97,93.78,94.03,80.4741067728994,211625,0.0,1.0
2020-02-10,94.78,94.78,93.95,94.25,80.6623903365497,169881,0.0,1.0
2020-02-07,95.48,95.58,94.44,94.5,80.8763489316069,188746,0.0,1.0
2020-02-06,96.13,96.16,95.04,95.3,81.5610164357898,180026,0.0,1.0
2020-02-05,95.19,96.24,95.17,95.92,82.0916337515316,229410,0.0,1.0
2020-02-04,95.74,96.11,94.85,95.07,81.3641745283372,382932,0.0,1.0
2020-02-03,94.51,95.88,94.3,95.49,81.7236249680333,386433,0.0,1.0
2020-01-31,96.29,96.59,94.24,94.5,80.8763489316069,382771,0.0,1.0
2020-01-30,95.33,96.64,95.18,96.56,82.6393677548779,189044,0.0,1.0
2020-01-29,95.8,96.29,95.23,95.99,82.1515421581476,261242,0.0,1.0
2020-01-28,95.12,96.28,95.09,95.89,82.0659587201247,269722,0.0,1.0
2020-01-27,95.24,96.15,94.59,95.01,81.3128244655235,349780,0.0,1.0
2020-01-24,95.66,96.1,94.94,95.42,81.6637165614173,357575,0.0,1.0
2020-01-23,95.18,95.92,94.78,95.76,81.954700250695,209136,0.0,1.0
2020-01-22,95.45,95.95,94.63,95.05,81.3470578407327,294384,0.0,1.0
2020-01-21,94.55,95.24,93.96,95.09,81.3812912159418,256851,0.0,1.0
2020-01-17,94.83,94.84,93.74,94.53,80.9020239630138,279638,0.0,1.0
2020-01-16,94.25,94.8,94.24,94.68,81.0303991200481,251703,0.0,1.0
2020-01-15,93.0,94.48,93.0,94.17,80.5939235861315,279395,0.0,1.0
2020-01-14,92.72,92.96,92.12,92.88,79.4898972356365,228852,0.0,1.0
2020-01-13,91.48,92.93,91.44,92.84,79.4556638604274,267356,0.0,1.0
2020-01-10,90.92,91.61,90.67,91.54,78.3430791661301,196509,0.0,1.0
2020-01-09,90.57,90.97,90.11,90.72,77.6412949743426,229431,0.0,1.0
2020-01-08,90.64,90.99,90.28,90.54,77.4872447859015,273752,0.0,1.0
2020-01-07,91.89,92.24,90.82,90.99,77.8723702570044,181007,0.0,1.0
2020-01-06,92.21,92.84,92.02,92.09,78.8137880752559,316331,0.0,1.0
2020-01-03,91.97,93.22,91.97,92.56,79.2160302339633,278475,0.0,1.0
2020-01-02,93.75,93.75,91.46,92.43,79.1047717645336,180192,0.0,1.0
2019-12-31,92.83,93.92,92.83,93.57,80.0804229579943,222028,0.0,1.0
2019-12-30,92.21,93.06,92.2,92.94,79.5412472984502,180533,0.0,1.0
2019-12-27,92.57,92.58,92.17,92.56,79.2160302339633,160653,0.0,1.0
2019-12-26,92.18,92.54,91.33,92.54,79.1989135463588,227904,0.0,1.0
2019-12-24,92.65,92.78,91.88,92.03,78.7624380124422,116861,0.0,1.0
2019-12-23,94.07,94.13,91.91,92.61,79.2588219529748,196115,0.0,1.0
2019-12-20,95.04,95.33,93.05,94.1,80.5340151795154,986867,0.0,1.0
