,QLYS_Open,QLYS_High,QLYS_Low,QLYS_Close,QLYS_Adj Close,QLYS_Volume,QLYS_Dividend Amount,QLYS_Split Coefficient
2024-03-12,172.24,173.44,169.335,171.37,171.37,308840,0.0,1.0
2024-03-11,169.08,172.66,167.19,172.51,172.51,364339,0.0,1.0
2024-03-08,168.89,170.655,167.81,168.66,168.66,629405,0.0,1.0
2024-03-07,167.98,169.84,166.51,167.9,167.9,409853,0.0,1.0
2024-03-06,168.84,168.84,165.51,166.87,166.87,485683,0.0,1.0
2024-03-05,167.05,168.9,162.46,165.51,165.51,385564,0.0,1.0
2024-03-04,168.68,171.055,167.81,168.76,168.76,242758,0.0,1.0
2024-03-01,173.0,173.15,166.74,167.93,167.93,502111,0.0,1.0
2024-02-29,168.16,173.33,168.08,171.86,171.86,592308,0.0,1.0
2024-02-28,165.16,167.4661,165.09,167.32,167.32,232635,0.0,1.0
2024-02-27,166.05,167.59,165.0337,166.72,166.72,285613,0.0,1.0
2024-02-26,163.0,167.45,163.0,165.6,165.6,288239,0.0,1.0
2024-02-23,162.78,165.48,162.01,163.47,163.47,285726,0.0,1.0
2024-02-22,162.17,163.38,160.44,161.89,161.89,416988,0.0,1.0
2024-02-21,157.64,160.96,156.51,159.47,159.47,668984,0.0,1.0
2024-02-20,163.94,165.26,161.48,164.0,164.0,481862,0.0,1.0
2024-02-16,169.01,169.365,163.56,164.57,164.57,683825,0.0,1.0
2024-02-15,172.0,172.0,168.705,169.92,169.92,461259,0.0,1.0
2024-02-14,171.48,172.95,168.9,170.57,170.57,446155,0.0,1.0
2024-02-13,166.83,171.98,165.69,169.79,169.79,524354,0.0,1.0
2024-02-12,171.41,173.0,169.75,171.65,171.65,702826,0.0,1.0
2024-02-09,171.2,174.64,168.98,171.85,171.85,1126972,0.0,1.0
2024-02-08,163.54,174.73,159.0,169.65,169.65,1479493,0.0,1.0
2024-02-07,178.71,182.45,175.61,177.17,177.17,798156,0.0,1.0
2024-02-06,169.34,181.965,166.73,176.79,176.79,1550140,0.0,1.0
2024-02-05,184.0,184.04,165.66,168.24,168.24,1417379,0.0,1.0
2024-02-02,188.97,190.67,187.6,187.87,187.87,309228,0.0,1.0
2024-02-01,189.39,190.605,186.6812,190.39,190.39,295314,0.0,1.0
2024-01-31,192.09,192.09,188.54,189.17,189.17,365473,0.0,1.0
2024-01-30,191.68,193.38,190.145,193.18,193.18,332259,0.0,1.0
2024-01-29,188.6,191.91,188.6,191.68,191.68,395659,0.0,1.0
2024-01-26,193.07,193.495,187.35,188.79,188.79,522498,0.0,1.0
2024-01-25,199.37,199.37,192.3,193.1,193.1,299378,0.0,1.0
2024-01-24,200.22,200.9,196.26,196.33,196.33,219626,0.0,1.0
2024-01-23,199.25,199.25,196.46,198.19,198.19,206559,0.0,1.0
2024-01-22,200.0,201.03,196.09,197.96,197.96,381831,0.0,1.0
2024-01-19,198.88,199.6,191.12,196.37,196.37,583332,0.0,1.0
2024-01-18,195.65,198.19,194.325,197.76,197.76,290187,0.0,1.0
2024-01-17,190.02,194.81,186.7017,193.54,193.54,332968,0.0,1.0
2024-01-16,193.1,194.2999,191.05,192.18,192.18,294564,0.0,1.0
2024-01-12,194.35,195.06,191.09,193.1,193.1,302608,0.0,1.0
2024-01-11,189.37,192.18,187.71,191.99,191.99,699425,0.0,1.0
2024-01-10,186.5,189.58,185.21,188.63,188.63,320111,0.0,1.0
2024-01-09,183.0,188.3429,183.0,186.23,186.23,255233,0.0,1.0
2024-01-08,181.17,184.46,181.17,184.18,184.18,320717,0.0,1.0
2024-01-05,182.96,184.6556,180.01,180.3,180.3,378456,0.0,1.0
2024-01-04,186.42,189.01,182.57,184.21,184.21,335341,0.0,1.0
2024-01-03,190.68,191.0,185.34,185.36,185.36,447865,0.0,1.0
2024-01-02,194.4,194.4,189.18,191.88,191.88,385617,0.0,1.0
2023-12-29,197.89,197.89,195.02,196.28,196.28,273720,0.0,1.0
2023-12-28,201.22,201.6,197.619,198.29,198.29,278490,0.0,1.0
2023-12-27,203.01,203.445,201.175,201.62,201.62,159997,0.0,1.0
2023-12-26,204.59,204.9954,203.05,203.08,203.08,151815,0.0,1.0
2023-12-22,204.26,206.25,203.485,204.41,204.41,162665,0.0,1.0
2023-12-21,203.08,205.27,200.91,203.53,203.53,209052,0.0,1.0
2023-12-20,204.65,206.27,201.21,201.88,201.88,312156,0.0,1.0
2023-12-19,202.16,206.35,200.41,205.89,205.89,428613,0.0,1.0
2023-12-18,200.02,202.6,197.29,202.14,202.14,340286,0.0,1.0
2023-12-15,197.39,200.84,196.67,198.85,198.85,1284816,0.0,1.0
2023-12-14,194.0,195.97,192.87,195.61,195.61,493490,0.0,1.0
2023-12-13,191.75,193.89,190.465,193.58,193.58,379160,0.0,1.0
2023-12-12,190.0,192.185,188.399,191.13,191.13,291318,0.0,1.0
2023-12-11,188.81,190.0,187.2301,189.2,189.2,409774,0.0,1.0
2023-12-08,185.55,189.01,185.55,188.32,188.32,278928,0.0,1.0
2023-12-07,185.79,187.32,185.02,186.53,186.53,421301,0.0,1.0
2023-12-06,186.17,188.18,185.52,185.73,185.73,285137,0.0,1.0
2023-12-05,185.89,186.365,184.01,184.79,184.79,462237,0.0,1.0
2023-12-04,187.2,188.6512,185.11,187.71,187.71,394654,0.0,1.0
2023-12-01,185.04,188.365,182.64,188.01,188.01,371724,0.0,1.0
2023-11-30,183.68,185.09,180.78,184.84,184.84,800197,0.0,1.0
2023-11-29,182.0,184.35,181.0,183.76,183.76,366654,0.0,1.0
2023-11-28,180.75,182.255,179.9,180.57,180.57,502092,0.0,1.0
2023-11-27,179.46,181.9999,179.39,181.46,181.46,221734,0.0,1.0
2023-11-24,176.71,180.99,176.55,180.47,180.47,128671,0.0,1.0
2023-11-22,182.0,183.49,179.02,179.24,179.24,287061,0.0,1.0
2023-11-21,179.0,180.96,178.44,180.77,180.77,203614,0.0,1.0
2023-11-20,178.56,180.07,178.1,179.71,179.71,295599,0.0,1.0
2023-11-17,175.71,178.57,175.71,178.56,178.56,324607,0.0,1.0
2023-11-16,174.76,176.15,172.195,174.95,174.95,226921,0.0,1.0
2023-11-15,176.91,177.03,174.65,174.85,174.85,319662,0.0,1.0
2023-11-14,175.0,177.4,171.91,176.55,176.55,394324,0.0,1.0
2023-11-13,171.08,173.05,167.401,172.93,172.93,247765,0.0,1.0
2023-11-10,168.26,171.83,168.26,171.72,171.72,455939,0.0,1.0
2023-11-09,168.41,169.66,166.775,167.98,167.98,291056,0.0,1.0
2023-11-08,171.56,171.99,165.67,167.43,167.43,435316,0.0,1.0
2023-11-07,170.91,172.83,168.33,172.18,172.18,331708,0.0,1.0
2023-11-06,169.81,170.53,165.41,170.46,170.46,505747,0.0,1.0
2023-11-03,156.1,171.77,153.96,170.0,170.0,1032116,0.0,1.0
2023-11-02,153.05,153.7,149.25,152.72,152.72,669533,0.0,1.0
2023-11-01,153.87,154.285,149.17,151.95,151.95,342471,0.0,1.0
2023-10-31,151.99,154.01,150.9,152.95,152.95,308869,0.0,1.0
2023-10-30,153.71,153.71,149.84,151.05,151.05,291191,0.0,1.0
2023-10-27,151.99,153.435,150.2,152.21,152.21,233625,0.0,1.0
2023-10-26,152.06,154.43,151.59,152.17,152.17,264485,0.0,1.0
2023-10-25,156.43,156.62,151.68,151.95,151.95,196006,0.0,1.0
2023-10-24,155.5,158.87,154.2408,157.26,157.26,229963,0.0,1.0
2023-10-23,155.31,156.66,154.06,154.19,154.19,181243,0.0,1.0
2023-10-20,161.49,161.49,154.45,155.79,155.79,426823,0.0,1.0
2023-10-19,164.5,164.5,161.12,161.53,161.53,272987,0.0,1.0
2023-10-18,162.88,164.5,162.01,163.26,163.26,343811,0.0,1.0
2023-10-17,162.29,164.01,161.03,162.8,162.8,367102,0.0,1.0
2023-10-16,161.5,163.73,161.5,162.34,162.34,462399,0.0,1.0
2023-10-13,158.88,161.52,157.79,161.02,161.02,400062,0.0,1.0
2023-10-12,161.94,162.84,157.19,159.25,159.25,323960,0.0,1.0
2023-10-11,163.75,165.03,160.94,162.01,162.01,470507,0.0,1.0
2023-10-10,161.75,164.94,161.61,163.49,163.49,407663,0.0,1.0
2023-10-09,159.78,161.94,157.96,161.23,161.23,399784,0.0,1.0
2023-10-06,154.13,161.5,153.385,160.97,160.97,517545,0.0,1.0
2023-10-05,155.04,156.16,153.655,154.78,154.78,330383,0.0,1.0
2023-10-04,152.05,155.205,152.05,154.76,154.76,250897,0.0,1.0
2023-10-03,151.96,153.18,150.55,151.49,151.49,228157,0.0,1.0
2023-10-02,152.4,153.5,151.51,152.95,152.95,255803,0.0,1.0
2023-09-29,153.85,155.08,152.16,152.55,152.55,279861,0.0,1.0
2023-09-28,153.15,154.38,152.5,152.84,152.84,252485,0.0,1.0
2023-09-27,152.07,153.935,149.0084,153.32,153.32,266877,0.0,1.0
2023-09-26,152.92,155.1,150.37,151.46,151.46,285084,0.0,1.0
2023-09-25,152.53,155.439,152.22,153.59,153.59,286980,0.0,1.0
2023-09-22,151.54,153.5,150.91,153.12,153.12,260123,0.0,1.0
2023-09-21,151.91,152.13,149.64,151.05,151.05,317163,0.0,1.0
2023-09-20,151.75,153.9299,151.135,152.34,152.34,238855,0.0,1.0
2023-09-19,151.11,151.82,149.0,151.26,151.26,294504,0.0,1.0
2023-09-18,149.77,152.145,149.77,151.26,151.26,205895,0.0,1.0
2023-09-15,152.55,152.55,149.01,149.79,149.79,831071,0.0,1.0
2023-09-14,153.0,153.21,151.715,152.54,152.54,274436,0.0,1.0
2023-09-13,155.3,155.71,151.76,152.82,152.82,380644,0.0,1.0
2023-09-12,157.0,157.875,155.01,155.32,155.32,210983,0.0,1.0
2023-09-11,154.02,157.57,153.77,157.29,157.29,284683,0.0,1.0
2023-09-08,155.59,156.0475,153.63,153.71,153.71,204039,0.0,1.0
2023-09-07,154.63,155.24,153.25,155.15,155.15,254411,0.0,1.0
2023-09-06,152.53,155.21,151.53,154.95,154.95,320771,0.0,1.0
2023-09-05,154.8,155.315,152.04,152.27,152.27,408491,0.0,1.0
2023-09-01,156.29,157.79,155.94,155.99,155.99,218876,0.0,1.0
2023-08-31,155.6,156.71,155.03,155.65,155.65,390239,0.0,1.0
2023-08-30,153.0,156.0,152.44,154.93,154.93,277873,0.0,1.0
2023-08-29,150.45,153.35,150.39,153.12,153.12,203978,0.0,1.0
2023-08-28,150.44,151.48,150.0,150.76,150.76,219928,0.0,1.0
2023-08-25,146.61,150.61,145.78,150.44,150.44,255995,0.0,1.0
2023-08-24,149.0,149.16,146.05,146.13,146.13,200666,0.0,1.0
2023-08-23,146.49,148.29,145.1,147.91,147.91,173469,0.0,1.0
2023-08-22,144.84,146.515,143.85,145.72,145.72,242669,0.0,1.0
2023-08-21,146.0,147.56,144.58,144.72,144.72,246694,0.0,1.0
2023-08-18,140.92,145.63,140.001,144.78,144.78,315257,0.0,1.0
2023-08-17,148.4,148.4,142.18,142.73,142.73,428081,0.0,1.0
2023-08-16,148.8,150.85,147.93,148.53,148.53,270562,0.0,1.0
2023-08-15,150.38,151.64,149.09,149.49,149.49,261556,0.0,1.0
2023-08-14,150.93,153.06,149.8909,150.95,150.95,307398,0.0,1.0
2023-08-11,146.83,151.17,146.525,150.96,150.96,424417,0.0,1.0
2023-08-10,148.16,149.6899,146.49,147.27,147.27,209905,0.0,1.0
2023-08-09,144.0,148.89,143.0,147.04,147.04,377576,0.0,1.0
2023-08-08,142.12,143.77,140.03,143.69,143.69,256898,0.0,1.0
2023-08-07,143.24,144.72,138.55,144.5,144.5,258501,0.0,1.0
2023-08-04,154.85,154.85,136.4,143.63,143.63,737874,0.0,1.0
2023-08-03,134.58,138.45,134.37,138.04,138.04,567634,0.0,1.0
2023-08-02,137.87,138.74,133.99,135.27,135.27,308307,0.0,1.0
2023-08-01,138.8,140.29,137.4304,139.44,139.44,261338,0.0,1.0
2023-07-31,135.87,139.32,135.87,138.8,138.8,216968,0.0,1.0
2023-07-28,137.86,139.16,135.74,135.87,135.87,204918,0.0,1.0
2023-07-27,140.27,140.785,136.21,137.03,137.03,287934,0.0,1.0
2023-07-26,134.56,139.2,133.58,139.0,139.0,521955,0.0,1.0
2023-07-25,133.26,136.36,132.64,134.38,134.38,334497,0.0,1.0
2023-07-24,131.39,133.41,129.6,133.36,133.36,255054,0.0,1.0
2023-07-21,132.51,133.34,130.935,131.11,131.11,324981,0.0,1.0
2023-07-20,132.36,132.36,130.01,131.04,131.04,243723,0.0,1.0
2023-07-19,132.64,134.3,132.22,132.82,132.82,186549,0.0,1.0
2023-07-18,130.6,132.02,129.5,131.87,131.87,172638,0.0,1.0
2023-07-17,129.67,131.64,129.09,130.24,130.24,240359,0.0,1.0
2023-07-14,129.96,130.69,129.17,129.28,129.28,202060,0.0,1.0
2023-07-13,128.98,131.72,128.98,129.96,129.96,190106,0.0,1.0
2023-07-12,129.81,129.9,127.42,128.09,128.09,327115,0.0,1.0
2023-07-11,129.49,129.99,126.46,127.11,127.11,268673,0.0,1.0
2023-07-10,123.87,129.2,123.67,129.2,129.2,379302,0.0,1.0
2023-07-07,123.98,127.095,123.98,124.63,124.63,264935,0.0,1.0
2023-07-06,125.18,125.595,122.53,124.26,124.26,341724,0.0,1.0
2023-07-05,127.49,127.96,126.51,127.19,127.19,276912,0.0,1.0
2023-07-03,128.73,129.09,127.86,128.4,128.4,94698,0.0,1.0
2023-06-30,130.16,130.99,129.09,129.17,129.17,260529,0.0,1.0
2023-06-29,125.97,128.6,125.46,128.55,128.55,340256,0.0,1.0
2023-06-28,126.48,128.24,125.095,125.7,125.7,413177,0.0,1.0
2023-06-27,124.16,127.145,124.16,126.8,126.8,311190,0.0,1.0
2023-06-26,123.91,126.19,123.35,123.35,123.35,217781,0.0,1.0
2023-06-23,124.65,125.37,123.795,124.55,124.55,540916,0.0,1.0
2023-06-22,125.28,126.65,124.75,126.59,126.59,218431,0.0,1.0
2023-06-21,128.64,129.11,124.875,125.7,125.7,368718,0.0,1.0
2023-06-20,129.96,131.48,127.28,128.85,128.85,253527,0.0,1.0
2023-06-16,134.28,134.28,130.18,131.01,131.01,631574,0.0,1.0
2023-06-15,128.3,132.035,126.66,131.69,131.69,314111,0.0,1.0
2023-06-14,130.95,131.36,127.24,129.43,129.43,331585,0.0,1.0
2023-06-13,131.2,132.135,129.19,130.91,130.91,340196,0.0,1.0
2023-06-12,128.12,130.5,125.85,130.16,130.16,323500,0.0,1.0
2023-06-09,125.4,128.295,125.3,128.12,128.12,374081,0.0,1.0
2023-06-08,126.55,129.9,125.88,128.35,128.35,299010,0.0,1.0
2023-06-07,131.22,132.03,125.12,126.62,126.62,465790,0.0,1.0
2023-06-06,128.31,131.585,127.45,131.11,131.11,434142,0.0,1.0
2023-06-05,128.9,129.0,125.29,128.01,128.01,362805,0.0,1.0
2023-06-02,126.59,130.215,126.59,130.0,130.0,445512,0.0,1.0
2023-06-01,125.22,127.41,123.24,126.78,126.78,273224,0.0,1.0
2023-05-31,123.55,126.76,123.55,126.26,126.26,616187,0.0,1.0
2023-05-30,128.41,128.89,122.66,122.91,122.91,252329,0.0,1.0
2023-05-26,124.1,127.71,124.1,126.8,126.8,321386,0.0,1.0
2023-05-25,123.97,125.403,123.02,123.93,123.93,321703,0.0,1.0
2023-05-24,119.22,123.65,119.12,123.07,123.07,339895,0.0,1.0
2023-05-23,121.71,122.69,120.01,120.19,120.19,276209,0.0,1.0
2023-05-22,120.71,122.38,120.43,122.19,122.19,257104,0.0,1.0
2023-05-19,119.31,121.225,118.82,120.64,120.64,316894,0.0,1.0
2023-05-18,117.5,118.82,116.95,118.38,118.38,227266,0.0,1.0
2023-05-17,116.19,118.23,115.62,117.88,117.88,235716,0.0,1.0
2023-05-16,116.32,117.39,115.66,115.75,115.75,220162,0.0,1.0
2023-05-15,115.0,117.48,114.51,117.3,117.3,240005,0.0,1.0
2023-05-12,114.79,115.6,113.69,115.07,115.07,207519,0.0,1.0
2023-05-11,115.13,115.91,113.0,114.84,114.84,236653,0.0,1.0
2023-05-10,115.9,117.0,114.23,115.38,115.38,284041,0.0,1.0
2023-05-09,115.42,115.97,113.025,114.31,114.31,367211,0.0,1.0
2023-05-08,115.25,117.8027,112.17,115.31,115.31,425331,0.0,1.0
2023-05-05,110.0,119.13,107.0,116.61,116.61,950189,0.0,1.0
2023-05-04,107.42,109.05,107.12,108.25,108.25,452617,0.0,1.0
2023-05-03,108.27,110.065,107.36,107.64,107.64,451103,0.0,1.0
2023-05-02,110.61,110.67,107.865,108.0,108.0,437409,0.0,1.0
2023-05-01,111.32,112.77,110.95,111.31,111.31,301998,0.0,1.0
2023-04-28,112.35,113.38,110.455,112.94,112.94,338568,0.0,1.0
2023-04-27,111.94,113.67,110.75,113.26,113.26,395957,0.0,1.0
2023-04-26,112.81,113.455,110.98,111.52,111.52,408308,0.0,1.0
2023-04-25,117.64,117.64,111.6,112.68,112.68,696896,0.0,1.0
2023-04-24,123.45,123.83,120.95,122.71,122.71,308629,0.0,1.0
2023-04-21,125.17,125.3,123.54,123.61,123.61,412930,0.0,1.0
2023-04-20,123.79,124.98,123.52,124.88,124.88,230473,0.0,1.0
2023-04-19,126.58,127.28,124.61,125.04,125.04,376582,0.0,1.0
2023-04-18,129.0,130.54,126.49,127.01,127.01,231785,0.0,1.0
2023-04-17,129.23,130.24,127.55,128.91,128.91,139147,0.0,1.0
2023-04-14,130.06,130.06,126.57,128.55,128.55,233363,0.0,1.0
2023-04-13,128.4,130.9,128.4,130.77,130.77,193519,0.0,1.0
2023-04-12,128.53,130.21,127.13,127.66,127.66,188699,0.0,1.0
2023-04-11,126.23,127.73,124.97,127.16,127.16,198835,0.0,1.0
2023-04-10,125.66,127.4,124.63,127.15,127.15,182801,0.0,1.0
2023-04-06,126.25,127.24,124.77,127.14,127.14,143615,0.0,1.0
2023-04-05,127.51,128.97,124.67,126.54,126.54,195583,0.0,1.0
2023-04-04,127.86,129.3,127.19,128.12,128.12,217643,0.0,1.0
2023-04-03,128.98,129.29,125.77,127.16,127.16,256593,0.0,1.0
2023-03-31,126.77,130.63,126.77,130.02,130.02,252314,0.0,1.0
2023-03-30,125.91,127.16,125.24,125.74,125.74,182820,0.0,1.0
2023-03-29,125.3,126.62,123.97,125.27,125.27,217272,0.0,1.0
2023-03-28,125.53,126.49,123.6,124.31,124.31,198515,0.0,1.0
2023-03-27,124.81,126.42,123.99,126.06,126.06,191875,0.0,1.0
2023-03-24,122.96,124.0,122.17,123.84,123.84,175070,0.0,1.0
2023-03-23,121.18,124.39,121.17,123.24,123.24,161525,0.0,1.0
2023-03-22,123.6,124.27,120.05,120.18,120.18,177193,0.0,1.0
2023-03-21,125.52,126.0,122.725,123.43,123.43,329690,0.0,1.0
2023-03-20,121.65,124.855,120.7925,124.67,124.67,300813,0.0,1.0
2023-03-17,122.79,122.79,119.56,121.27,121.27,416831,0.0,1.0
2023-03-16,119.54,122.1,117.77,122.02,122.02,302071,0.0,1.0
2023-03-15,119.6,121.5,118.84,120.64,120.64,339882,0.0,1.0
2023-03-14,120.87,122.37,118.285,120.29,120.29,397835,0.0,1.0
2023-03-13,116.63,122.05,115.03,117.89,117.89,373198,0.0,1.0
2023-03-10,118.59,119.96,117.19,117.84,117.84,254265,0.0,1.0
2023-03-09,122.93,123.77,119.08,119.25,119.25,266005,0.0,1.0
2023-03-08,122.96,124.21,121.07,122.94,122.94,281883,0.0,1.0
2023-03-07,123.65,123.65,121.215,122.2,122.2,289732,0.0,1.0
2023-03-06,122.82,122.82,120.43,121.3,121.3,217933,0.0,1.0
2023-03-03,120.64,122.57,120.415,122.15,122.15,182787,0.0,1.0
2023-03-02,119.63,121.2,118.43,120.91,120.91,182996,0.0,1.0
2023-03-01,117.71,119.71,116.76,119.55,119.55,234311,0.0,1.0
2023-02-28,116.59,118.74,116.45,118.15,118.15,410767,0.0,1.0
2023-02-27,119.38,120.79,116.99,117.02,117.02,266790,0.0,1.0
2023-02-24,118.1,119.43,117.88,118.54,118.54,387104,0.0,1.0
2023-02-23,120.84,120.84,118.32,120.17,120.17,324980,0.0,1.0
2023-02-22,119.05,120.51,118.76,119.39,119.39,338790,0.0,1.0
2023-02-21,116.46,118.06,115.29,117.87,117.87,320559,0.0,1.0
2023-02-17,116.71,118.93,115.17,118.57,118.57,371864,0.0,1.0
2023-02-16,117.15,118.78,116.66,116.78,116.78,257776,0.0,1.0
2023-02-15,117.65,120.07,116.71,119.27,119.27,316283,0.0,1.0
2023-02-14,120.93,123.705,118.82,119.0,119.0,387940,0.0,1.0
2023-02-13,119.75,121.04,117.3201,120.84,120.84,499696,0.0,1.0
2023-02-10,127.74,129.36,118.1,121.54,121.54,644844,0.0,1.0
2023-02-09,124.45,126.0,121.93,122.22,122.22,457335,0.0,1.0
2023-02-08,125.0,126.63,122.21,122.99,122.99,398326,0.0,1.0
2023-02-07,120.24,124.41,119.78,123.89,123.89,326357,0.0,1.0
2023-02-06,122.21,124.785,120.9,121.02,121.02,906905,0.0,1.0
2023-02-03,120.48,123.51,120.48,122.97,122.97,554056,0.0,1.0
2023-02-02,121.9,124.14,120.29,123.78,123.78,526484,0.0,1.0
2023-02-01,115.72,119.99,115.07,119.07,119.07,649022,0.0,1.0
2023-01-31,112.22,115.54,112.2,115.36,115.36,377260,0.0,1.0
2023-01-30,112.78,113.5799,111.26,112.01,112.01,219661,0.0,1.0
2023-01-27,113.09,114.95,112.76,114.16,114.16,156204,0.0,1.0
2023-01-26,113.65,114.97,111.35,113.63,113.63,241087,0.0,1.0
2023-01-25,109.08,111.06,107.83,111.04,111.04,247613,0.0,1.0
2023-01-24,110.9,112.7,109.92,110.66,110.66,244123,0.0,1.0
2023-01-23,109.86,112.43,109.4,112.22,112.22,340485,0.0,1.0
2023-01-20,105.67,109.55,104.59,109.19,109.19,491163,0.0,1.0
2023-01-19,103.95,105.25,102.97,104.51,104.51,337392,0.0,1.0
2023-01-18,108.38,109.55,104.39,104.64,104.64,338159,0.0,1.0
2023-01-17,105.97,108.46,104.99,107.17,107.17,410942,0.0,1.0
2023-01-13,104.34,106.08,104.13,105.5,105.5,264853,0.0,1.0
2023-01-12,104.84,105.795,101.98,105.2,105.2,312817,0.0,1.0
2023-01-11,104.31,106.23,103.61,105.47,105.47,302231,0.0,1.0
2023-01-10,104.56,105.38,101.42,103.67,103.67,310043,0.0,1.0
2023-01-09,103.6,106.98,103.035,104.96,104.96,355150,0.0,1.0
2023-01-06,104.93,104.93,101.1,102.73,102.73,364467,0.0,1.0
2023-01-05,109.0,110.0,101.73,101.86,101.86,580055,0.0,1.0
2023-01-04,112.76,114.25,111.18,112.09,112.09,350374,0.0,1.0
2023-01-03,113.94,115.47,110.7,111.51,111.51,371746,0.0,1.0
2022-12-30,111.41,112.72,111.33,112.23,112.23,212239,0.0,1.0
2022-12-29,110.74,113.49,110.6,112.73,112.73,187109,0.0,1.0
2022-12-28,110.31,111.31,109.02,109.4,109.4,173753,0.0,1.0
2022-12-27,111.0,112.165,109.92,110.36,110.36,188918,0.0,1.0
2022-12-23,110.0,111.36,109.26,111.34,111.34,188027,0.0,1.0
2022-12-22,111.05,111.87,109.3,110.79,110.79,215646,0.0,1.0
2022-12-21,113.97,114.85,112.15,112.56,112.56,261479,0.0,1.0
2022-12-20,111.2,114.92,110.56,113.73,113.73,256413,0.0,1.0
2022-12-19,113.34,113.34,111.3756,112.26,112.26,272133,0.0,1.0
2022-12-16,112.09,114.99,111.28,113.44,113.44,934980,0.0,1.0
2022-12-15,116.48,118.81,114.07,114.26,114.26,381083,0.0,1.0
2022-12-14,119.61,121.75,116.93,117.87,117.87,472452,0.0,1.0
2022-12-13,124.76,124.87,116.75,119.93,119.93,627583,0.0,1.0
2022-12-12,118.83,121.235,118.695,119.71,119.71,403479,0.0,1.0
2022-12-09,117.34,118.92,116.4452,117.73,117.73,271150,0.0,1.0
2022-12-08,115.5,119.285,114.61,117.74,117.74,284099,0.0,1.0
2022-12-07,117.01,118.835,115.39,115.4,115.4,285237,0.0,1.0
2022-12-06,118.41,118.41,114.47,116.22,116.22,438013,0.0,1.0
2022-12-05,120.5,121.22,116.76,118.63,118.63,331335,0.0,1.0
2022-12-02,121.52,122.88,120.35,121.86,121.86,200673,0.0,1.0
2022-12-01,124.32,127.6317,123.2254,124.93,124.93,335489,0.0,1.0
2022-11-30,120.11,123.435,116.52,123.32,123.32,507117,0.0,1.0
2022-11-29,122.55,123.89,120.57,121.05,121.05,261669,0.0,1.0
2022-11-28,124.37,125.78,122.45,123.17,123.17,258191,0.0,1.0
2022-11-25,124.75,126.06,124.02,125.31,125.31,115843,0.0,1.0
2022-11-23,122.64,126.59,122.505,125.09,125.09,196643,0.0,1.0
2022-11-22,123.78,124.63,121.555,123.21,123.21,349912,0.0,1.0
2022-11-21,123.39,124.545,122.49,123.15,123.15,240568,0.0,1.0
2022-11-18,126.64,127.59,123.21,123.97,123.97,235503,0.0,1.0
2022-11-17,123.78,124.54,121.02,122.95,122.95,326756,0.0,1.0
2022-11-16,126.51,127.95,124.565,125.98,125.98,264538,0.0,1.0
2022-11-15,127.87,131.419,127.045,127.79,127.79,428850,0.0,1.0
2022-11-14,125.71,127.66,123.84,125.4,125.4,321921,0.0,1.0
2022-11-11,121.92,126.73,121.85,126.52,126.52,668990,0.0,1.0
2022-11-10,120.25,122.62,118.275,122.25,122.25,554850,0.0,1.0
2022-11-09,116.34,117.145,112.98,113.34,113.34,385896,0.0,1.0
2022-11-08,111.52,117.98,110.64,116.78,116.78,675475,0.0,1.0
2022-11-07,112.37,113.06,110.07,110.53,110.53,421261,0.0,1.0
2022-11-04,113.82,113.82,107.69,111.29,111.29,615206,0.0,1.0
2022-11-03,119.67,119.9,110.5,112.38,112.38,1294570,0.0,1.0
2022-11-02,138.71,139.15,133.66,133.82,133.82,539114,0.0,1.0
2022-11-01,142.94,142.94,137.18,139.71,139.71,422447,0.0,1.0
2022-10-31,141.97,145.15,141.54,142.56,142.56,409368,0.0,1.0
2022-10-28,141.22,142.73,138.74,142.36,142.36,411080,0.0,1.0
2022-10-27,140.78,143.2,139.61,140.38,140.38,336302,0.0,1.0
2022-10-26,138.12,143.92,137.41,139.1,139.1,458181,0.0,1.0
2022-10-25,135.01,139.64,135.0,139.07,139.07,385775,0.0,1.0
2022-10-24,134.22,134.885,132.81,133.87,133.87,278517,0.0,1.0
2022-10-21,133.81,133.82,128.04,133.35,133.35,559401,0.0,1.0
2022-10-20,131.13,134.05,129.57,130.57,130.57,259841,0.0,1.0
2022-10-19,133.58,134.4,130.26,131.11,131.11,393682,0.0,1.0
2022-10-18,134.79,137.98,133.12,135.46,135.46,421938,0.0,1.0
2022-10-17,129.9,132.445,129.17,131.68,131.68,504341,0.0,1.0
2022-10-14,133.09,133.125,125.905,126.5,126.5,462899,0.0,1.0
2022-10-13,127.74,132.655,126.51,131.09,131.09,372008,0.0,1.0
2022-10-12,135.09,136.38,130.21,131.19,131.19,332086,0.0,1.0
2022-10-11,132.57,137.2,131.43,134.46,134.46,401838,0.0,1.0
2022-10-10,137.06,137.23,130.305,131.12,131.12,333713,0.0,1.0
2022-10-07,141.42,142.35,136.95,137.59,137.59,446631,0.0,1.0
2022-10-06,145.06,146.77,143.82,143.95,143.95,289199,0.0,1.0
2022-10-05,143.88,146.21,142.11,145.62,145.62,301794,0.0,1.0
2022-10-04,147.38,148.51,145.01,146.03,146.03,469544,0.0,1.0
2022-10-03,139.95,143.71,138.1,143.05,143.05,437483,0.0,1.0
2022-09-30,142.11,144.1925,139.24,139.39,139.39,474113,0.0,1.0
2022-09-29,142.76,142.86,140.56,142.17,142.17,340116,0.0,1.0
2022-09-28,142.33,145.755,141.57,144.19,144.19,317766,0.0,1.0
