,EV_Open,EV_High,EV_Low,EV_Close,EV_Adj Close,EV_Volume,EV_Dividend Amount,EV_Split Coefficient
2024-05-02,24.4781,24.4781,24.4781,24.4781,24.4781,5,0.0,1.0
2024-05-01,24.0725,24.0725,24.0725,24.0725,24.0725,31,0.0,1.0
2024-04-30,24.1521,24.1521,24.1201,24.1201,24.1201,125,0.0,1.0
2024-04-29,24.5152,24.5152,24.5152,24.5152,24.5152,20,0.0,1.0
2024-04-26,23.8309,23.8309,23.8309,23.8309,23.8309,11,0.0,1.0
2024-04-25,23.58,23.58,23.5669,23.5669,23.5669,115,0.0,1.0
2024-04-24,23.6048,23.6048,23.6048,23.6048,23.6048,61,0.0,1.0
2024-04-23,23.29,23.3909,23.29,23.3909,23.3909,632,0.0,1.0
2024-04-22,23.4831,23.4831,23.4831,23.4831,23.4831,32,0.0,1.0
2024-04-19,23.4081,23.4081,23.4081,23.4081,23.4081,15,0.0,1.0
2024-04-18,23.4792,23.4792,23.4792,23.4792,23.4792,16,0.0,1.0
2024-04-17,23.4117,23.4117,23.4117,23.4117,23.4117,70,0.0,1.0
2024-04-16,23.2857,23.2857,23.2857,23.2857,23.2857,44,0.0,1.0
2024-04-15,23.9528,23.9528,23.716,23.78,23.78,665,0.0,1.0
2024-04-12,24.025,24.025,23.7774,23.7774,23.7774,232,0.0,1.0
2024-04-11,24.2058,24.2058,24.2058,24.2058,24.2058,47,0.0,1.0
2024-04-10,24.0804,24.0804,24.0804,24.0804,24.0804,107,0.0,1.0
2024-04-09,24.69,24.69,24.69,24.69,24.69,424,0.0,1.0
2024-04-08,24.34,24.34,24.34,24.34,24.34,2052,0.0,1.0
2024-04-05,24.0854,24.0854,24.0854,24.0854,24.0854,17,0.0,1.0
2024-04-04,24.1196,24.1196,24.1196,24.1196,24.1196,20,0.0,1.0
2024-04-03,24.25,24.25,24.25,24.25,24.25,410,0.0,1.0
2024-04-02,24.2299,24.2299,24.2299,24.2299,24.2299,9,0.0,1.0
2024-04-01,24.115,24.115,24.115,24.115,24.115,39,0.0,1.0
2024-03-28,23.9793,23.9793,23.9793,23.9793,23.9793,27,0.0,1.0
2024-03-27,23.86,24.01,23.86,24.01,24.01,1138,0.0,1.0
2024-03-26,23.9267,23.9267,23.9267,23.9267,23.9267,8,0.0,1.0
2024-03-25,23.919,23.919,23.919,23.919,23.919,39,0.0,1.0
2024-03-22,24.19,24.19,23.96,23.96,23.96,568,0.0,1.0
2024-03-21,24.2,24.2,24.2,24.2,24.2,686,0.0,1.0
2024-03-20,24.32,24.32,24.32,24.32,24.32,969,0.0,1.0
2024-03-19,23.9956,23.9956,23.9956,23.9956,23.9956,3,0.0,1.0
2024-03-18,24.0,24.0,23.9956,23.9956,23.9956,224,0.0,1.0
2024-03-15,23.66,23.66,23.66,23.66,23.66,832,0.0,1.0
2024-03-14,23.5315,23.5315,23.5315,23.5315,23.5315,10,0.0,1.0
2024-03-13,23.7522,23.7522,23.7522,23.7522,23.7522,121,0.0,1.0
2024-03-12,23.77,23.77,23.65,23.7096,23.7096,702,0.0,1.0
2024-03-11,23.454,23.454,23.454,23.454,23.454,22,0.0,1.0
2024-03-08,23.01,23.0299,23.01,23.0299,23.0299,173,0.0,1.0
2024-03-07,23.206,23.206,23.206,23.206,23.206,35,0.0,1.0
2024-03-06,23.04,23.04,22.915,22.915,22.915,482,0.0,1.0
2024-03-05,22.72,22.72,22.65,22.65,22.65,3752,0.0,1.0
2024-03-04,23.03,23.03,22.91,22.91,22.91,920,0.0,1.0
2024-03-01,23.2476,23.2476,23.2476,23.2476,23.2476,197,0.0,1.0
2024-02-29,22.962,22.962,22.962,22.962,22.962,121,0.0,1.0
2024-02-28,22.639,22.639,22.6203,22.6203,22.6203,321,0.0,1.0
2024-02-27,22.77,22.8285,22.77,22.8285,22.8285,246,0.0,1.0
2024-02-26,22.6043,22.6043,22.6043,22.6043,22.6043,100,0.0,1.0
2024-02-23,22.7598,22.7598,22.7598,22.7598,22.7598,24,0.0,1.0
2024-02-22,22.76,22.76,22.76,22.76,22.76,678,0.0,1.0
2024-02-21,22.83,22.83,22.75,22.7798,22.7798,683,0.0,1.0
2024-02-20,22.8318,22.8318,22.71,22.71,22.71,1410,0.0,1.0
2024-02-16,23.17,23.17,23.17,23.17,23.17,2295,0.0,1.0
2024-02-15,22.9117,22.9117,22.9117,22.9117,22.9117,509,0.0,1.0
2024-02-14,22.5988,22.5988,22.5988,22.5988,22.5988,609,0.0,1.0
2024-02-13,22.47,22.54,22.4115,22.4115,22.4115,1935,0.0,1.0
2024-02-12,22.88,22.88,22.88,22.88,22.88,2032,0.0,1.0
2024-02-09,22.61,22.69,22.48,22.69,22.69,1126,0.0,1.0
2024-02-08,22.66,22.69,22.66,22.6603,22.6603,2029,0.0,1.0
2024-02-07,22.72,22.72,22.62,22.68,22.68,3255,0.0,1.0
2024-02-06,22.49,22.57,22.4525,22.57,22.57,4232,0.0,1.0
2024-02-05,22.0,22.15,21.95,22.1028,22.1028,3123,0.0,1.0
2024-02-02,22.45,22.45,22.17,22.26,22.26,3629,0.0,1.0
2024-02-01,22.62,22.69,22.53,22.69,22.69,3402,0.0,1.0
2024-01-31,22.78,22.82,22.51,22.51,22.51,3318,0.0,1.0
2024-01-30,22.63,22.7,22.62,22.68,22.68,11889,0.0,1.0
2024-01-29,22.82,23.0,22.82,23.0,23.0,3042,0.0,1.0
2024-01-26,23.13,23.13,23.1161,23.1161,23.1161,3050,0.0,1.0
2024-01-25,23.1484,23.1484,22.87,22.87,22.87,3972,0.0,1.0
2024-01-24,23.51,23.52,23.2729,23.2729,23.2729,5013,0.0,1.0
2024-01-23,23.04,23.09,23.04,23.08,23.08,3742,0.0,1.0
2024-01-22,22.85,22.86,22.78,22.84,22.84,5485,0.0,1.0
2024-01-19,23.2,23.35,23.2,23.35,23.35,3181,0.0,1.0
2024-01-18,23.28,23.43,23.28,23.43,23.43,3162,0.0,1.0
2024-01-17,23.23,23.28,23.23,23.28,23.28,3048,0.0,1.0
2024-01-16,23.94,23.94,23.8,23.82,23.82,4075,0.0,1.0
2024-01-12,24.307,24.38,24.307,24.36,24.36,3166,0.0,1.0
2024-01-11,24.45,24.55,24.42,24.45,24.45,11040,0.0,1.0
2024-01-10,25.23,25.23,24.39,24.42,24.42,3039,0.0,1.0
2024-01-09,24.9899,24.9899,24.52,24.53,24.53,3516,0.0,1.0
2024-01-08,25.01,25.01,25.01,25.01,25.01,1068,0.0,1.0
2024-01-05,24.99,25.21,24.96,25.01,25.01,36366,0.0,1.0
2024-01-04,25.0199,25.02,24.95,24.95,24.95,20506,0.0,1.0
2024-01-03,25.02,25.1673,25.02,25.1673,25.1673,20676,0.0,1.0
2024-01-02,25.44,25.44,25.376,25.376,25.376,20181,0.0,1.0
2023-12-29,25.86,25.86,25.68,25.7155,25.7155,20597,0.0,1.0
2023-12-28,26.06,26.08,25.8361,25.8361,25.8361,19585,0.0,1.0
2023-12-27,25.58,25.59,25.55,25.5612,25.5612,14504,0.0,1.0
2023-12-26,25.48,25.53,25.4557,25.4557,25.4557,19974,0.0,1.0
2023-12-22,25.46,25.46,25.33,25.3424,25.3424,20586,0.0,1.0
2023-12-21,25.26,25.292,25.22,25.292,25.292,20166,0.0,1.0
