,CABO_Open,CABO_High,CABO_Low,CABO_Close,CABO_Adj Close,CABO_Volume,CABO_Dividend Amount,CABO_Split Coefficient
2023-12-04,532.6,573.79,532.6,560.31,547.806809557278,96139,0.0,1.0
2023-12-01,530.4,549.06,527.91,543.0,530.883078277386,88958,0.0,1.0
2023-11-30,543.98,544.26,530.88,532.08,520.206755598216,55870,0.0,1.0
2023-11-29,550.64,556.0,534.645,537.73,525.730677130937,73262,0.0,1.0
2023-11-28,534.06,552.7265,526.0,546.2,534.011671003882,51368,0.0,1.0
2023-11-27,547.06,547.06,531.47,534.96,523.022489052063,40943,2.95,1.0
2023-11-24,540.93,545.5,536.5,544.9,529.819029734471,23345,0.0,1.0
2023-11-22,551.0,559.26,534.14,540.0,525.054644992869,56926,0.0,1.0
2023-11-21,558.74,562.16,545.005,549.51,534.301440685243,37895,0.0,1.0
2023-11-20,562.0,574.755,557.145,567.55,551.842155121672,49251,0.0,1.0
2023-11-17,555.09,561.67,540.01,555.64,540.261783229329,67167,0.0,1.0
2023-11-16,562.46,562.46,540.855,549.81,534.593137710239,36772,0.0,1.0
2023-11-15,556.81,566.57,550.0,561.0,545.473436742592,61966,0.0,1.0
2023-11-14,533.53,565.14,533.425,558.72,543.256539352622,125884,0.0,1.0
2023-11-13,528.63,533.82,519.235,522.75,508.282066055597,62336,0.0,1.0
2023-11-10,550.18,550.18,529.39,530.32,515.642554319663,75818,0.0,1.0
2023-11-09,592.98,592.98,550.09,550.12,534.894557969402,91032,0.0,1.0
2023-11-08,606.1,606.1,582.69,588.13,571.8525710364,40944,0.0,1.0
2023-11-07,589.54,606.37,571.68,605.75,588.984909637834,55625,0.0,1.0
2023-11-06,586.54,601.14,579.05,591.91,575.52795355135,54022,0.0,1.0
2023-11-03,558.57,618.44,558.57,595.88,579.388077515464,116110,0.0,1.0
2023-11-02,554.39,581.87,551.1,562.45,546.883305696739,110931,0.0,1.0
2023-11-01,553.24,554.91,544.58,550.0,534.777879159403,54657,0.0,1.0
2023-10-31,550.53,554.91,545.6101,549.87,534.651477115239,49224,0.0,1.0
2023-10-30,546.22,558.25,539.39,552.86,537.558724131032,54794,0.0,1.0
2023-10-27,569.36,569.36,520.05,542.0,526.999291826176,101038,0.0,1.0
2023-10-26,582.48,582.48,553.955,575.16,559.241536322404,111228,0.0,1.0
2023-10-25,601.11,603.71,583.2734,584.97,568.780029039775,28547,0.0,1.0
2023-10-24,604.27,615.65,593.4865,606.67,589.879447181155,35620,0.0,1.0
2023-10-23,613.02,620.69,597.54,602.0,585.338696825383,45125,0.0,1.0
2023-10-20,624.45,628.22,616.82,617.16,600.07911982185,20853,0.0,1.0
2023-10-19,637.6,637.6,618.35,625.41,608.100788009241,37571,0.0,1.0
2023-10-18,643.64,647.0,630.18,636.32,618.70883648493,42467,0.0,1.0
2023-10-17,661.3,666.02,646.65,647.38,629.462733473118,51455,0.0,1.0
2023-10-16,653.93,671.62,653.93,664.95,646.546455903719,62649,0.0,1.0
2023-10-13,650.55,657.275,646.045,649.9,631.912988483084,21888,0.0,1.0
2023-10-12,646.77,649.76,638.0,645.09,627.236112848981,27828,0.0,1.0
2023-10-11,641.72,658.8399,641.72,650.74,632.729740153073,29046,0.0,1.0
2023-10-10,631.9,645.68,629.43,643.24,625.437314528172,32702,0.0,1.0
2023-10-09,609.67,633.41,609.47,630.95,613.487459737501,48853,0.0,1.0
2023-10-06,611.02,628.9299,609.79,615.76,598.717867038535,54829,0.0,1.0
2023-10-05,608.86,618.6,606.0,616.8,599.729083391855,40540,0.0,1.0
2023-10-04,600.73,614.57,599.58,609.32,592.456104235287,59300,0.0,1.0
2023-10-03,596.51,601.4,580.0,600.0,583.394049992076,170750,0.0,1.0
2023-10-02,614.64,616.485,599.01,602.34,585.669286787046,47581,0.0,1.0
2023-09-29,604.8,617.29,604.8,615.64,598.601188228537,40284,0.0,1.0
2023-09-28,606.93,611.045,601.03,602.05,585.387312996216,29458,0.0,1.0
2023-09-27,614.53,617.0735,599.04,608.08,591.250423198637,33196,0.0,1.0
2023-09-26,616.93,623.92,608.855,611.47,594.546599581092,43159,0.0,1.0
2023-09-25,634.47,634.47,619.03,620.76,603.579484121802,37577,0.0,1.0
2023-09-22,638.98,638.98,623.115,628.25,610.862186512537,41267,0.0,1.0
2023-09-21,640.84,648.1575,637.71,638.34,620.67292978657,29034,0.0,1.0
2023-09-20,639.43,645.99,636.2,642.64,624.85392047818,44487,0.0,1.0
2023-09-19,624.54,635.7,624.54,634.11,616.560001734126,65022,0.0,1.0
2023-09-18,622.36,626.7,620.0,623.27,606.020015897603,47749,0.0,1.0
2023-09-15,637.53,637.53,620.72,621.16,603.968413488464,127438,0.0,1.0
2023-09-14,626.15,638.9,625.36,637.35,619.710329604083,54612,0.0,1.0
2023-09-13,620.0,622.55,613.9,622.53,605.300496569279,32813,0.0,1.0
2023-09-12,619.32,631.31,608.37,624.65,607.361822212584,50226,0.0,1.0
2023-09-11,626.91,630.59,618.8,621.0,603.812841741799,35810,0.0,1.0
2023-09-08,622.99,626.51,619.11,624.26,606.982616080089,37096,0.0,1.0
2023-09-07,617.06,625.1675,615.58,619.29,602.150168699322,85028,0.0,1.0
2023-09-06,625.41,626.295,617.59,622.53,605.300496569279,52341,0.0,1.0
2023-09-05,621.38,640.03,618.09,626.4,609.063388191728,54796,0.0,1.0
2023-09-01,656.02,656.02,626.41,628.02,610.638552126706,50492,0.0,1.0
2023-08-31,663.18,667.66,649.79,650.57,632.564445172242,37716,0.0,1.0
2023-08-30,648.41,661.11,647.0,660.83,642.540483427107,30911,0.0,1.0
2023-08-29,641.65,654.06,637.13,649.81,631.825479375585,47659,0.0,1.0
2023-08-28,633.89,645.755,633.89,637.13,619.49641845242,41552,2.95,1.0
2023-08-25,641.38,644.36,628.3425,633.65,613.273193276427,39617,0.0,1.0
2023-08-24,633.0,640.43,633.0,638.68,618.141439409435,40817,0.0,1.0
2023-08-23,650.49,650.49,631.795,635.69,615.24759131049,44861,0.0,1.0
2023-08-22,662.54,668.1,637.59,646.6,625.806749424032,43377,0.0,1.0
2023-08-21,637.05,672.515,637.05,661.98,640.692162053388,96800,0.0,1.0
2023-08-18,659.07,660.91,634.195,636.47,616.002508205867,103718,0.0,1.0
2023-08-17,665.31,675.715,659.59,663.95,642.598811135302,47205,0.0,1.0
2023-08-16,675.19,676.225,663.47,664.17,642.811736413485,49239,0.0,1.0
2023-08-15,681.33,688.04,675.12,677.21,655.43239835671,24446,0.0,1.0
2023-08-14,677.2,687.92,672.54,685.82,663.765519471063,38933,0.0,1.0
2023-08-11,674.06,686.69,674.06,683.11,661.142667180715,31957,0.0,1.0
2023-08-10,666.58,684.0,666.58,675.94,654.203238796289,75254,0.0,1.0
2023-08-09,680.55,685.9894,662.065,665.44,644.040895973906,51781,0.0,1.0
2023-08-08,658.03,684.5,656.0,683.0,661.036204541624,69868,0.0,1.0
2023-08-07,666.19,683.695,657.12,666.36,644.931310773582,93428,0.0,1.0
2023-08-04,722.66,722.66,668.98,668.98,647.46705726831,108461,0.0,1.0
2023-08-03,721.1,732.15,715.56,725.74,702.401779039587,42632,0.0,1.0
2023-08-02,707.27,741.25,707.27,730.57,707.076456737883,64199,0.0,1.0
2023-08-01,723.74,732.5589,711.27,713.8,690.845743487278,52551,0.0,1.0
2023-07-31,716.8,739.2,716.8,723.94,700.659663127179,60744,0.0,1.0
2023-07-28,728.04,733.14,710.06,710.1,687.264727445105,37223,0.0,1.0
2023-07-27,726.86,744.95,720.8906,722.1,698.878833527828,41379,0.0,1.0
2023-07-26,722.77,724.35,718.49,721.99,698.772370888736,37639,0.0,1.0
2023-07-25,729.85,731.1625,722.0,723.26,700.001530449158,31670,0.0,1.0
2023-07-24,727.1,748.74,727.1,730.86,707.357130968215,56404,0.0,1.0
2023-07-21,745.17,749.0,719.82,726.94,703.563189647859,91074,0.0,1.0
2023-07-20,715.42,742.37,715.42,740.94,717.112980077702,78614,0.0,1.0
2023-07-19,688.82,725.02,688.81,718.69,695.578491715988,90852,0.0,1.0
2023-07-18,649.91,683.7,649.145,681.42,659.507013907398,85461,0.0,1.0
2023-07-17,643.46,648.0,638.91,647.36,626.542309475938,71261,0.0,1.0
2023-07-14,647.28,656.985,641.57,642.5,621.838596512435,54072,0.0,1.0
2023-07-13,651.61,652.99,641.535,649.96,629.058699127194,83925,0.0,1.0
2023-07-12,660.0,660.0,641.25,642.97,622.293482334008,54856,0.0,1.0
2023-07-11,642.03,649.94,637.28,649.14,628.265068544875,77797,0.0,1.0
2023-07-10,647.24,661.66,639.355,640.78,620.173907973912,84811,0.0,1.0
2023-07-07,640.52,666.17,640.52,653.54,632.52357410854,78317,0.0,1.0
2023-07-06,641.27,650.11,635.41,641.12,620.502974312922,57550,0.0,1.0
2023-07-05,644.6,662.1,634.46,650.35,629.436157574883,87168,0.0,1.0
2023-07-03,656.0,661.18,647.59,649.05,628.177962749254,44234,0.0,1.0
2023-06-30,658.21,661.15,651.98,657.08,635.949735402943,50382,0.0,1.0
2023-06-29,671.07,674.89,651.98,653.96,632.930067821435,60154,0.0,1.0
2023-06-28,664.45,674.85,661.38,674.85,653.148290827108,45371,0.0,1.0
2023-06-27,644.9,671.73,644.85,666.23,644.805491291019,56044,0.0,1.0
2023-06-26,633.11,651.27,633.11,641.63,620.996573821438,48645,0.0,1.0
2023-06-23,628.73,641.22,628.73,634.85,614.4346038847,131240,0.0,1.0
2023-06-22,635.94,638.965,621.01,634.2,613.805506471885,124170,0.0,1.0
2023-06-21,655.1,659.9509,638.7,638.75,618.209188361584,146424,0.0,1.0
2023-06-20,674.31,674.31,651.17,659.9,638.679050332383,86399,0.0,1.0
2023-06-16,693.47,693.47,670.685,675.64,653.91288614422,138444,0.0,1.0
2023-06-15,676.11,697.44,670.0,694.04,671.721182137728,75554,0.0,1.0
2023-06-14,684.99,696.0,673.38,679.83,657.968144851438,78606,0.0,1.0
2023-06-13,691.16,695.0,682.71,683.81,661.820156702207,47426,0.0,1.0
2023-06-12,665.99,686.855,665.76,684.92,662.894461514859,42655,0.0,1.0
2023-06-09,681.58,681.58,659.23,664.69,643.315014343736,51950,0.0,1.0
2023-06-08,678.2,680.91,665.17,680.54,658.655312794666,66179,0.0,1.0
2023-06-07,664.94,681.41,661.91,678.33,656.516381591098,46334,0.0,1.0
2023-06-06,654.84,683.82,653.725,661.02,639.76303356677,75825,0.0,1.0
2023-06-05,620.01,663.82,620.01,655.62,634.536685829545,92300,0.0,1.0
2023-06-02,623.98,623.98,614.47,623.86,603.798018397273,74863,0.0,1.0
2023-06-01,610.16,624.49,602.7,621.14,601.165487685189,61194,0.0,1.0
